Hybridization REF	TCGA-AA-A00A-01A-01R-A002-07
C15orf17	-0.47
SLC30A2	0.27875
ZNF518	0.75525
PCYT1B	-2.039
C10orf114	-1.7335
EIF3H	0.495833333333334
SLC25A39	-0.124666666666667
KIF1B	0.45025
AMOTL2	-0.1805
C6orf120	0.21975
PSRC1	-1.99025
PLA2G10	4.4095
KIF5C	-0.608375
MRPL37	0.008
C17orf62	-0.128666666666667
C9orf135	-1.45816666666667
DUSP10	0.0977
CLCNKB	0.311
PSMA5	-0.3105
C8orf53	0.07375
AMPD3	2.0485
PIAS1	-0.25775
ADCYAP1R1	-0.0275
GYLTL1B	2.739
CDH20	-0.0376666666666666
FBXO7	-0.02075
TMEM134	-0.00716666666666667
FLJ14213	2.78266666666667
ZNF3	0.21325
LRRFIP1	0.260166666666667
CNOT2	0.132416666666667
ABI3	2.5865
ALDH5A1	0.3305
HNT	2.5874
SERPINA4	-2.595
TK2	0.0248333333333333
STMN1	-1.39877777777778
GUCA2A	1.62716666666667
GALNT10	0.506357142857143
DPP6	-0.784
C9orf93	-0.1095
PRELID2	1.71825
STK39	1.78325
SFTPA1	-0.784
CKS2	-0.591111111111111
RHO	0.803375
C20orf135	0.2505
XKR3	-3.1115
CR1	0.223875
RPS6KA2	-0.951642857142857
C20orf112	0.62025
MRPL22	-0.17975
C4orf23	0.628333333333333
GADD45B	0.3655
KLHDC1	0.185166666666667
C2orf48	-2.5875
ZNF287	-1.191
DAAM2	-1.938
DPPA2	-2.83683333333333
TCTN3	0.509166666666667
DNAJB11	0.166375
FPR1	3.4665
DEFB4	0.811
PTCD2	-0.8871
SMOC2	4.5255
CABP7	0.28425
SERPINB11	-0.05575
MAGEF1	-0.886
NDE1	-0.8755
ITGA10	-0.0565
FSHB	-1.09
ANXA2	1.020625
HORMAD2	0.6795
HLCS	0.3525
MCF2L	1.38233333333333
FH	-0.306375
TBC1D24	0.64475
KIAA1505	2.3205
LGALS2	0.95675
CNBD1	0.2165
SYNPO2L	0.1375
PTPN23	0.3185
C1orf183	0.5475
MAGEA8	-2.463
DGCR8	-0.6655
GSR	0.13425
PAQR7	0.28975
ZNF676	-1.468
CACNA1C	-0.274
SP7	-0.155
PDCD6	-0.74125
NRN1L	-1.057
BRI3BP	0.344583333333333
KIAA1183	0.116
ASB4	-0.00625000000000001
CCL23	2.2233
OBSL1	-2.971125
SLC12A7	0.5675
KIAA0240	0.793625
CD1B	-2.81033333333333
FCGR2A	2.28525
MDC1	-1.05525
HTR1A	0.712666666666667
OCEL1	0.04125
ATP11B	0.091625
FBXO34	1.56783333333333
PCDH12	2.8085
RPE	-0.4755
C17orf74	0.639
CSDC2	0.367666666666667
PET112L	-0.0345
TMBIM1	0.935
P2RXL1	-0.4675
TCHP	-0.4885
TRMT1	-0.142166666666667
F2RL2	-0.696583333333333
LRRC32	3.18783333333333
IMPG2	0.148
BGLAP	-0.6735
LOC493869	-2.782
MRAS	0.343125
SLC35F5	-1.277
CBWD1	-0.765
AXL	-2.45325
ATP2C2	4.03
TELO2	-0.44525
PNPLA3	-0.29025
PCDHB14	-0.935
CD276	0.1695
KRT80	-1.03725
DUSP28	-0.227
CSNK1E	-0.503583333333333
SRP14	-0.162
KCNQ4	0.497
KRT72	0.135333333333333
CCDC117	-0.02275
C6orf89	-0.430944444444444
TUBB2B	-2.575
RTN4IP1	0.21675
CR1L	-3.60933333333333
CEND1	0.505375
C12orf41	-0.721833333333333
RNF31	-0.04325
UBN1	-0.301
C17orf32	-0.01225
SLC5A7	0.20375
GPR92	2.56283333333333
ESAM	2.2808
CTNNA1	0.167166666666667
HRBL	0.839
CBX4	-0.6355
TMEM182	-0.16675
SH3TC2	2.74066666666667
IL10	0.626833333333333
PXMP4	0.56
RNF167	-0.2383
PAK7	-0.637
ETV3	-0.0085
ATPIF1	0.450833333333333
LOC554207	-2.17483333333333
OR8H1	0.44125
WDFY3	0.019375
DPM1	-1.1905
GPSM1	-0.4435
WDR92	-0.4998
LRP1	0.157833333333333
ANKH	0.155
THUMPD3	-0.75075
POLR1B	0.347
OLFM4	9.47766666666667
RAD9B	0.159
TSPY2	-3.378
PAX6	-1.8895
SCG2	-2.416125
SLC17A6	0.54375
FMO3	1.458375
PADI4	-0.3655
TUBB4	-0.7944
NLK	-0.88025
POU4F3	0.128
SDF4	0.31075
ITGBL1	-0.958333333333333
NETO1	-2.235
TAP2	0.246625
ABBA-1	0.115083333333333
GNAI1	0.721
VPS4B	0.86675
NOPE	-0.0315
GALNT6	2.05866666666667
SESN1	-0.188
GBE1	-1.90533333333333
CLASP1	-0.13775
RASGEF1B	1.8845
ACOT11	1.96228571428571
AFAP1	0.84975
OR2H2	0.68225
DPY19L2P1	-1.03
DZIP1	-2.478
SEC22C	-0.976833333333333
GPR161	-1.46883333333333
RNF146	0.40075
WDR74	0.116625
GALP	0.227
PURA	-0.163
DNPEP	0.75775
RP11-78J21.1	-0.7965
ERBB2	1.629625
FANCM	-1.05083333333333
NEO1	1.944
DDX3Y	-0.3093
RPS3A	0.408
MXRA7	-0.9475
LGALS3	2.84016666666667
GLT8D1	-0.3305
CFL2	-3.04216666666667
UPB1	-0.1855
NAP1L5	-1.131625
CLDN14	1.9845
DHX38	-0.6315
BTBD1	0.78525
TARS2	0.0821666666666667
ABCF1	-0.7574
FCF1	-0.1895
LRRC49	-0.43625
GUCY1B2	0.2725
C1orf177	0.645833333333333
SMARCA4	-0.681928571428571
LRP8	-0.978166666666667
TAGLN3	-1.135
MRPL14	0.28625
TTRAP	0.82225
ZDHHC20	0.67525
NFE2L3	1.97475
KIAA1377	-0.78025
PALMD	-0.7434
TMEM43	-0.14325
TTL	-0.71975
STAT5B	-0.809833333333333
SSB	-0.74525
OR10H5	-0.129
SLC22A13	-0.298
AKAP3	-1.023
TIMM23	0.155166666666667
OAS2	1.92233333333333
KIAA0423	-0.311
TRIM11	0.361833333333333
GLIS3	0.519625
TMEM50B	0.766666666666667
ARHGEF4	-2.4905
DEGS1	-1.24236363636364
TBL1XR1	1.12853333333333
G6PD	-1.85975
SP140	0.9828
MUC17	0.43
NUDC	-0.2108
DNAJC5B	2.543
SCARA3	-2.3315
CPA3	5.21783333333333
BCAT2	0.181
MFN1	-0.0414
NRG3	-0.402
SNX11	0.12325
PLEKHH1	1.03816666666667
GPR177	-1.92733333333333
HCFC2	-0.12375
TCAP	-1.163
MOCOS	-0.13675
C14orf93	-0.774
PRDM10	-0.276666666666667
SLC16A4	-1.982
SRGAP1	-1.11283333333333
VIP	4.38925
DUSP27	0.315833333333333
LILRA1	0.7141
MC2R	0.2105
MGC24103	-2.6305
MBTD1	-1.395
FUT11	-0.374833333333333
USP33	0.3842
C15orf39	0.02525
MAP3K12	-0.88175
PAAF1	-1.311
BARHL1	0.332
FLJ16165	-0.3155
PIWIL2	1.426
SYNE1	-0.6095
CMTM4	0.983625
TSPYL1	-0.3558
GUF1	0.9865
TMEM157	0.6375
WDR44	-0.1005
HIST1H3C	-0.42575
DKFZp666G057	-1.67925
RNPEP	0.395
GAS2L2	-0.024
ADH4	-4.3025
GRPR	-0.611333333333333
FBXL17	1.26075
ZBTB10	0.30225
Gcom1	0.680388888888889
HTRA1	-0.3813
ZNF585A	-0.429666666666667
SLC26A2	0.152428571428571
OTOP3	0.478166666666667
WISP1	1.918
ATP2B4	-1.57908333333333
FLJ10769	0.289
CRAMP1L	-0.249
CHST12	-0.681
RAB22A	0.270416666666667
TARDBP	-0.379714285714286
STAU1	-0.30125
CRB3	3.09383333333333
MIG7	-0.2915
CHMP1A	0.123666666666667
ZNF160	-0.76675
B3GALT6	0.179625
BARX1	-1.61766666666667
C6orf167	-1.835125
NXNL1	0.6425
DHX29	0.040625
HADHB	0.212
PLXNB2	0.593
ILDR1	-0.67775
SLC15A3	2.03025
GAS2	-3.81166666666667
C20orf69	-0.439
NUMB	0.44225
TNIP1	0.760125
MESP1	1.14133333333333
PSKH1	-0.339
NSFL1C	-0.157125
RHOG	0.31
HEY1	-3.1785
KNG1	-1.52225
ITGAX	1.7745
LIN9	-0.465333333333333
CANT1	1.170625
XRN1	0.397785714285714
CCDC96	-0.0189
HEATR6	-1.099
GNG7	-1.27733333333333
RUNX2	0.046625
SOX1	0.337333333333333
FCRL5	1.4773
ZNF99	-1.10025
FAM9A	0.1225
SNX22	1.142
MBNL3	-1.674
ODC1	-0.6574
ADORA2B	2.119
NR2F6	0.0145
ZFYVE16	-0.347944444444445
SYNJ2BP	1.1245
POLE	-0.612625
E2F2	-0.336125
THRA	0.170166666666667
PTGES2	0.181166666666667
HIP1R	1.1675
TMUB1	-0.0928333333333333
ENO3	-1.6235
RSPH10B	-1.0955
CXorf39	1.048625
IRGC	0.17725
GPR109B	2.21
FLJ13305	-0.563
LCE3A	0.218
TNFRSF18	-0.980666666666667
DET1	0.1535
TRPM3	-0.193
C16orf79	-1.0035
FECH	-0.408333333333333
RAP2A	-0.582666666666667
CRIP1	2.6005
AZIN1	-0.02025
SLC7A7	3.4825
IL10RA	0.1336
TMEM64	-4.17225
CDC42EP4	0.4737
C16orf58	-0.1489
ARG2	-3.00325
POU5F1P4	-4.46
FAM62B	-0.265
DNAH8	-2.299
ASH2L	-0.141375
TSLP	-4.00383333333333
CNTNAP5	0.078
TMEM16C	-0.63375
IFNA14	0.1935
SLC1A3	0.077
CABYR	-2.24775
BCL7B	-0.6001
NUDT13	-0.379166666666667
C13orf28	0.44975
C1orf53	0.18
ARL6IP4	0.0704
RPL35A	-0.169
EMR3	1.14025
RAB40C	0.776416666666667
SLC41A1	-1.792
LRCH1	0.2425
LY6G5B	-0.603
FAM124A	-0.659785714285714
MGC10981	-4.0595
CLIP3	-0.2454
MAP4K2	-1.343
CHIC1	-2.09025
SULF1	4.22333333333333
C20orf30	-0.471071428571429
PRDM5	-1.323
ELOVL1	-0.1415
C11orf48	-0.3235
SLC39A10	0.26825
KCNV1	-0.08625
ACP1	-0.391
ZMYM2	-1.0025
B3GNT6	0.894833333333333
C9orf69	0.2775
C2orf15	0.61575
C20orf166	-0.178
HSP90AA6P	-0.2115
EDG7	-0.9895
NEURL	-0.057125
LPL	-1.94833333333333
CLEC2D	-1.00735714285714
GRRP1	1.47766666666667
CD8B	-3.3047
HIST1H3D	-0.742
SLC6A12	0.113625
FAM27L	0.2095
CD84	1.4058
RASA1	0.4435
PHKG1	-0.384
MAGEA11	-1.54
IMPA1	-0.329
NPM3	0.80375
RARRES1	4.158
SH3BP1	0.709375
B3GNTL1	1.3325
ARPC5L	-0.1515
KLHL26	0.15875
SIM2	1.036125
GJC1	1.1015
C20orf194	-1.521
EXO1	-1.5615
SLC2A2	-2.20966666666667
LOC285074	-1.24675
LRG1	2.12325
KIRREL	0.389
PIK3R1	0.477285714285714
C4orf34	-0.63875
MAF	-1.77861111111111
ADCY4	4.10983333333333
ZMIZ2	0.777
SLC46A3	1.76883333333333
STAMBP	-0.148333333333333
CCDC16	0.22925
MS4A12	1.6505
TCF20	1.04525
LRRC46	-0.46475
C20orf152	-0.182
MRPS6	-0.102
ABCB11	0.1295
KCNC2	0.3395
CDH19	-2.28933333333333
C9orf123	0.667166666666667
SSH3	0.772
LDLRAD1	-2.404
CCBE1	-1.022
ZNF135	-1.275375
TAAR1	0.523
WFDC12	0.5715
CCDC42	0.3535
FLJ12529	-0.741
PER1	-0.807833333333333
TIMM50	0.204833333333333
SMARCAD1	-0.393
FAM26C	0.595
TP53TG3	-2.921
SH3RF1	2.0821
LMCD1	0.15425
GPR63	-0.7615
FLJ21986	-2.87175
AIFM3	4.078
MICAL1	0.348166666666667
BLZF1	0.0461666666666666
IQCA	-0.303333333333333
PCDHGC3	-0.5675
SAC	0.06075
BCL6B	1.83183333333333
DDO	-2.139
MARCO	1.5015
DCHS1	1.16283333333333
C1orf170	-1.6735
CD200R1	1.13716666666667
C22orf15	-0.0865
SEPT11	1.16016666666667
ADNP	-0.155
UST	-2.8832
C13orf34	-0.676166666666667
RFFL	0.553142857142857
APBA3	0.043
C2orf60	0.011375
CUTL1	0.3364
PMS1	-0.551875
ZNF689	-0.682
EIF3E	-0.269833333333333
IL9	-0.227333333333333
RPL31	-0.14325
LY9	0.0788333333333333
ATP2B3	0.159
KDELR2	-0.066625
TFCP2	0.540875
NLRP12	-0.644375
FLJ45422	-0.28525
TLE4	0.1708
ZNF570	-1.47
FLJ43806	-0.2975
TLK2	-0.59475
CIR	0.79225
MARS2	1.4975
COL24A1	0.59925
SDF2L1	0.2655
HIBADH	0.144333333333333
IGFBP3	-2.05435714285714
C12orf23	-0.539625
PSPC1	0.08175
C20orf43	-0.81275
TRAV20	0.331
ARHGAP24	-0.244875
KIAA1975	-0.995125
C1QA	3.749
DNTT	-4.274
C10orf6	0.0834166666666667
C11orf41	-1.564625
HNRPF	0.921125
COL11A1	4.94866666666667
UBAP2	0.457333333333333
CDKN2AIPNL	-0.5325
C20orf174	2.1325
SPRED2	0.1405
PLA2G12A	0.239333333333333
ICEBERG	-2.233
SCN10A	-0.2115
C11orf65	-0.4675
GBP5	5.07375
PITPNC1	-0.0136666666666667
POU3F3	1.2665
NCOA7	3.866875
LIN7C	0.2953
LOC348840	-1.3285
NKX2-2	-3.119
ANKRD13D	-0.00875000000000001
LOC123688	-0.02275
FUT2	4.29916666666667
TAAR8	0.607
FZD4	-1.234
PNMA3	-1.58416666666667
OR4L1	0.659
WIT1	-2.74475
EXOC3L	2.26325
ATPBD4	-0.2823
KRBA1	-3.51925
UBXD6	0.0525
HOXB7	1.84378571428571
C7orf23	-0.18
UNQ338	4.17925
STAB2	0.6885
CDC20B	0.664
IRF9	2.13275
CENTG1	1.712
TNPO2	-0.91325
MCPH1	0.356375
BMS1P5	-1.57075
SLC26A7	0.38625
HIST1H3J	0.14925
C9orf3	-0.1506
LBH	1.200625
MYO1D	2.057625
PTDSS2	-0.4595
NFU1	0.758
DEPDC4	-1.07125
WNT7B	-0.8655
GLP2R	-0.769666666666667
SETD4	-0.0462
DYNLT3	-0.2045
FKBP11	-0.577166666666667
SESTD1	0.0448333333333333
FLII	-0.16475
RPS16	0.4567
CHPF	-0.216833333333333
CSNK2A1	-0.281333333333333
SUMO1P1	-0.6335
FKBP6	-1.4195
ZNF214	-0.330833333333333
TWIST1	-0.55
DDX56	-0.4685
TRAM1L1	-0.7115
EPO	-2.98633333333333
MRPS18B	0.2315
ZNF682	-2.10366666666667
RPL14	0.00383333333333333
MAFF	0.80325
LOC51136	-0.287375
LY96	-0.71825
DDX20	-0.68325
ABTB1	1.00183333333333
ARL5A	-0.0156
CCT6A	-0.8135
HEPACAM	-1.23216666666667
EHHADH	0.189
RBAK	-0.115833333333333
CGB1	0.3325
ITGB5	-0.4009
YIPF3	0.489
FKBP2	0.80325
NR1D1	-0.1114
TMEM110	-0.741
NEK2	-0.846
PRAMEF8	-3.1805
C20orf52	-0.5015
PCDHGA3	-1.414
VWA3B	-0.02225
NDUFA5	-0.091875
THAP9	-0.6135
FLVCR2	0.357166666666667
AP1S1	1.02175
SMAD6	-0.771
SAV1	0.3295
SAT1	1.70475
ZNF251	0.347
ADAMTS7	0.5719
RPP38	0.6115
C1orf211	0.1905
YPEL2	0.8966
RBMS1	-2.1435
ZNF445	-0.161333333333333
NRXN2	-0.195166666666667
PGBD4	-1.27975
UGT2B28	-2.2195
WBSCR16	-0.6033
NLRC3	0.791875
ASTL	0.72875
ST6GALNAC1	3.934
ZADH2	0.95225
MLLT4	1.02841666666667
ARL6	-1.382
MEF2C	-0.98325
CBFA2T3	-3.211
AFF3	-0.658071428571429
COG7	0.0255
MYB	0.739
PLXNA3	0.176
XRCC2	-1.6815
MMS19	-0.299125
ST8SIA5	-1.30575
CHPT1	0.185666666666667
KIAA1712	-0.60825
OR6X1	0.486
ACTR3	0.57225
UGCG	-0.755666666666667
OR4P4	0.319
ZAP70	-2.41975
LPP	1.405
ZNF485	0.37675
PTPRCAP	0.4705
IL12RB1	1.662
ATRX	-0.5654
CHST8	-2.563125
C14orf109	0.51875
ARV1	-0.17775
NMB	-0.325571428571429
COX5A	0.7395
EIF6	0.0235
MPPED2	-2.19666666666667
SEMG1	4.5475
CHRDL1	-0.133
TRAF3IP2	0.87775
WNK2	1.164875
LILRA4	0.75
LAMA2	2.51525
PXT1	-0.293
RLBP1	-2.218
CD300C	-0.027
SLTM	0.183
FLJ10404	-0.11075
APOBEC3D	-1.54966666666667
RENBP	1.33233333333333
ATXN7L1	0.503625
NID1	-0.42575
TUBGCP3	-0.701875
ITIH5	0.9685
CCDC110	-1.1125
C8A	-3.02225
MGC87042	-0.75275
HOXC13	-3.895
TFDP2	-1.5365
HCP5	2.74775
POLI	-0.117
UCN	-0.4315
ZNF764	-0.0166666666666667
C8orf45	-0.7785
FHL3	-1.60175
SPATA5L1	0.58675
MMRN2	2.22016666666667
NDST1	-0.333
COL20A1	-0.0976666666666666
ZNF248	-0.7505
PELP1	0.129166666666667
MBL2	-3.01716666666667
RNF41	0.120375
C5orf24	0.23625
THOC5	-0.497
SERINC3	-0.295083333333333
RP11-151A6.2	2.18725
CDCP2	0.3245
HIST1H2AA	-0.01
C11orf75	1.0355
FKBP7	-1.2185
DDOST	-0.56475
GPNMB	0.0305
TTF2	-1.12883333333333
KCNT1	0.203833333333333
SLC39A14	0.32175
NGRN	-0.3415
GPR137B	1.366
MECP2	-0.293375
PSMA1	-0.09825
C16orf73	-5.428
TMEM60	0.244333333333333
CSN3	-0.2155
NOS1	0.502833333333333
RAB7L1	-1.06183333333333
YBX2	0.3055
KIAA1166	-1.346875
FUBP3	-0.401666666666667
ABCG1	2.192
ACACA	-0.434666666666667
ARL11	-0.4478
ATOH1	0.923
ODF1	0.2735
CREB3L3	-1.027
TMEM127	0.925857142857143
DSCAML1	-0.436
PLN	2.10283333333333
LYPLA1	-0.26075
PRDM9	-2.21675
SASP	-1.7715
PLUNC	0.585833333333333
INTU	-1.20375
HISPPD1	0.36725
LNPEP	0.964333333333333
YARS2	-0.134333333333333
APCDD1L	-1.6345
ZCCHC4	-0.199
FBXO22	-0.587
TTLL13	0.223
ZNF669	-0.360833333333333
PTGDR	4.745
DDX27	-0.14525
KIAA0409	0.353166666666667
GJB6	0.13325
ASB8	0.2235
PLP2	0.365166666666667
MEPE	-0.325
OR10J5	0.354
KRT222P	-0.9935
COQ7	0.0596666666666667
C1orf101	-0.08425
RERG	-2.1665
CHMP5	0.0675
THAP11	-0.089375
ZNF43	-1.3935
ZRANB3	-1.3485
KRT13	-1.40075
MRPL19	0.0395
RBBP9	0.170125
SPATA17	-0.705
BXDC5	0.356
PAFAH1B1	-0.389583333333333
MAGEE1	-0.8185
OSTF1	0.55175
KIAA0323	0.240833333333333
TXNDC13	-0.553333333333333
CNTN4	0.38425
LCE1B	-0.132
UNQ501	0.0385
ZNF154	-0.98325
C3orf64	1.70375
SYT5	-0.1808
PON1	0.216833333333333
FLJ10357	0.401125
ATP4A	-2.122
GNPDA1	-0.622
MGAT1	0.736166666666667
C14orf121	0.115
SLC35B2	0.027
MIER3	0.179833333333333
CHEK1	-0.933125
ZNF8	-0.0095
TXNDC1	-0.510166666666667
CKB	1.1196
RTN3	0.443785714285714
FZD2	-2.01616666666667
PART1	-0.3655
PSMB6	-0.1785
PCDHB8	-1.6475
PHC3	0.5977
PPP1R8	0.0581666666666667
NOVA2	0.937833333333333
TNFRSF11B	-2.857375
GOLPH3	0.463166666666667
UBLCP1	-0.8605
SUHW3	-0.77725
TTLL1	0.00125
OPN4	0.4965
OR13G1	0.2055
ZPBP2	-0.0386666666666666
HSD17B11	1.1785
C9orf50	-0.5055
DHDDS	0.406785714285714
CTSW	2.1596
NEFM	-2.46416666666667
MRPL28	-0.86625
SYN1	0.885166666666667
PIGV	0.0396666666666667
ZIM2	-0.71275
APBB1	-1.30783333333333
SND1	-0.4845
C1orf123	-0.309
CHD3	-1.00725
BHLHB8	0.633
RNASE2	-0.195833333333333
BCAP31	-0.2825
SLC25A44	-0.124833333333333
CHD6	-0.625
PIB5PA	0.0252307692307693
SELS	0.533875
LOC541471	-0.55325
FAT2	-0.4975
ZNF81	-0.6335
OR4C16	0.1055
FLJ10081	-0.4531
LRRC4	2.8515
CS	0.0848333333333333
N4BP2	-0.4945
IGFBP7	0.94975
ZNF318	-0.154083333333333
NDNL2	0.087125
ZNF609	-0.681625
SIRT4	0.6545
EXOSC10	0.3795
ECE2	0.3375
OVGP1	2.05425
GTPBP3	-0.42975
PACS2	0.1338
C19orf36	-1.226
ARL4C	-0.145
ATG4B	-0.662875
UBQLNL	-1.115
RHOXF2B	-3.492
PLEKHG2	-1.213
GALR1	-0.768
AQP4	0.393833333333333
HDAC7A	-0.437333333333333
DCUN1D3	0.559
OR8A1	-0.7505
CCRN4L	0.461875
CBR4	-0.0878333333333333
KIFC1	-0.335833333333333
SLC7A14	-1.647
LHX5	-0.228
TRPC7	0.189
LPXN	-0.5595
SERPINA1	-1.63325
RPS13	-0.1161
BPIL3	-0.4405
PRKAA1	0.257
FADS2	-1.305
ENAH	-2.968625
PRO1768	-0.196
APBA2BP	-0.339
LIPH	4.53166666666667
C3orf33	-0.6595
RCC2	-0.304
ALDH1A2	-3.4043
RNF103	1.66475
AHCY	-0.525
ALG12	0.2825
CCL17	1.19425
ZNF543	-0.639666666666667
ESRRG	-0.8981
CNGA1	2.26925
RDH5	0.502666666666667
OTX1	-0.1578
PTGFR	-1.00266666666667
CDR2	0.055125
SELE	5.01925
NLGN2	-1.7555
EXOSC9	-0.5705
ZNF566	-0.161
KLRC2	-2.0625
GPR12	1.101
KIAA0196	0.27
PDRG1	-0.847
SSR3	-0.577928571428571
MSI1	0.7085
CST9	-0.8135
CC2D1A	0.694125
PLAGL1	0.443222222222222
ZNF778	0.095
RNF2	-0.775875
KLF6	2.32083333333333
THBD	0.7705
tcag7.1314	1.26425
NR5A1	0.0266666666666667
ABCD2	-0.33175
DNAJC7	0.463
CLEC4C	-0.1865
TM2D3	0.4565
CCDC4	-0.795
PLAC2	-3.20275
DCD	0.6075
FAAH	2.35375
POLA1	-0.3835
TM7SF2	-0.304375
FLJ39822	-1.6275
FLOT2	0.219875
MAP4K1	-0.716166666666667
SRP68	0.07325
C21orf74	-0.1695
ARPC5	0.204375
LOC126075	0.806
HECW2	-0.309375
ZDHHC4	-0.4265
ANKRD42	1.3646
PDE9A	1.625
ABCA8	-1.27525
NDUFS2	-0.32525
UBR5	-0.8135
BTBD16	0.05575
LOC554174	0.1805
ZNF20	0.2145
KIAA1843	-0.1445
WDR17	-0.84325
C15orf33	0.209
RNF113A	-0.018
CAMKK1	0.7972
CLCN2	1.6385
ANXA6	-0.723
LOC340069	-0.047
EMID1	-0.141625
DPM3	0.3195
ELA1	0.493
SLC25A13	-0.072
KRT24	0.1325
SMPD1	-0.351333333333333
TH	0.06975
COL6A2	-0.0940714285714286
ANKS1B	-0.17875
GPR126	-0.8163
ZC3H12A	1.43366666666667
TMEM47	-0.419833333333333
C2orf51	-0.243
C1orf88	-0.641333333333333
HSF2BP	-1.83475
AKAP10	-0.1965
RPAP3	-0.419
KLHDC8B	-1.2695
STOM	0.9346
MUPCDH	4.19025
C10orf72	-0.29575
PLEKHA3	0.371833333333333
TCP11L1	0.06275
CWF19L1	-0.002625
SPEF1	0.0776923076923077
YSK4	-0.303
ELN	0.3806
SAMD8	-0.146333333333333
MPI	-0.359833333333333
MEPCE	-0.081
ABCC3	2.779
NANOGP1	-4.247
KCNK17	0.23325
HLA-DMB	4.97
RRAGA	0.098
ANGEL1	0.14975
RBM32B	0.1475
CPN1	-3.33125
MGC52282	0.1031
HLA-A	1.92725
OR9G4	0.25
EDNRB	-2.27275
SCD	-0.266142857142857
C14orf80	0.207666666666667
BAGE2	-0.9025
RABL4	-0.0561666666666667
RCVRN	-0.25
SHANK1	0.548
NLRP7	-3.091
CD226	0.94225
STAT3	1.3025
SYNJ2	-0.2673
TPCN2	0.712333333333333
WDR36	0.2635
MBD4	-0.63275
ROBO1	-1.4415
ST3GAL6	-3.713
SLAMF8	3.92
ATN1	0.5515
GPR141	0.2965
KRT36	-0.1275
TPH1	0.769
DDX52	0.45775
ZSCAN29	0.319166666666667
TRPT1	0.0715
DPEP3	0.96725
DENND4A	-0.263625
TSPAN16	-1.161
PTCHD2	-0.305
LOC145814	-0.366
CAP1	0.482166666666667
EIF5A2	-0.525
NT5DC3	1.0625
SEPT9	-0.334625
SEZ6L2	-1.675375
EGFLAM	2.43075
VPS11	0.190625
NDUFB5	0.184166666666667
CIDEA	-0.163166666666667
IER5L	0.309
N6AMT1	-0.09475
FAM83C	-0.1295
OXR1	0.035
IRX1	-0.6245
DGKB	-0.729166666666667
GCN5L2	-0.72325
MIR16	0.3185
FBXW9	0.1105
WDR4	-0.158833333333333
PDC	0.0475
VPS33B	-0.17975
HEXB	0.936
FLJ32214	1.243
TCEB3	-0.56725
CRLF1	-4.84275
ABI3BP	-0.64325
C8orf22	-4.025
PYCR1	-0.647625
KIAA1706	2.87875
CDK5R2	1.091375
WAS	0.197
C12orf60	-1.028
CCBL2	0.3945
MADD	-0.22625
C5orf34	-1.504
WDR42A	0.1545
KLF12	-2.09775
HSPA1A	0.19075
ITM2C	1.33891666666667
DAPK2	3.391
LOC442590	-0.9805
SUMF2	0.210125
CENPA	-1.07953846153846
TMED5	-0.015125
CDH6	-0.5726
BRP44	0.903375
THG1L	0.8495
GABRA2	-1.95075
C14orf166	-0.07275
MYL1	-1.47633333333333
TNFSF18	0.4355
PAP2D	-0.998666666666666
PPIB	-0.557
KLHL4	-0.82025
SFN	1.839
CCDC127	-0.0375
FRAP1	-0.68925
GOLGA5	0.15225
SDCCAG1	-0.28225
MGC21675	-0.088
C10orf95	1.18
KIAA1345	-2.61616666666667
C1orf163	-0.657
LACE1	0.486833333333333
OR10K2	-0.824
CENPN	-1.14152
TMED2	-0.27225
UGT1A6	0.874
ANG	0.67225
U2AF1	-0.5325
CASC2	0.225333333333333
NMT2	-0.532833333333333
OSGEPL1	-0.904125
DFNB31	-1.121
SLC6A20	4.697
DKC1	-0.1095
FXYD4	0.8595
WDR64	-0.1285
MGC5590	0.9705
CREBZF	-0.0666666666666667
DAZ1	-0.171
PRPSAP1	-0.48875
GCHFR	0.48275
TTC7A	-0.15925
LOC196993	0.25075
UBD	5.19633333333333
S100A1	-1.198875
RPL6	0.598833333333333
DNAJB6	0.0781
NAGS	2.7296
C2orf58	-0.253
KERA	0.258
MT1X	-0.9752
UBE2B	0.6174
KEAP1	0.5715
MST1	-2.531375
OMA1	0.7105
ABLIM2	3.76925
BCL2L13	-0.0539166666666667
JAZF1	-1.33683333333333
TMEM63B	1.0135
S100A8	1.1636
ARFIP2	0.40225
UROS	0.00475
KHDRBS2	-1.625
POLQ	-1.359125
SOAT1	-1.3985
SPAG4	-1.83975
MRPS30	-0.174833333333333
LOC494141	-0.2215
OR2T11	0.1525
ORAOV1	-0.8845
ZNF184	-0.0643333333333333
TCEB3B	-0.544666666666667
ADAM21	-0.8845
GDPD1	-0.524
SPINLW1	-0.09975
PRR14	0.075
KCTD9	-0.814
NUDT3	0.0855
KIAA1822	0.2805
HIST1H4K	0.474
DFNA5	-2.55075
GABPA	0.30125
C14orf44	-0.4475
POLB	-0.760125
PTAR1	-1.02025
SEC31A	0.4312
TRIM58	-0.2025
TAS2R14	-0.78
VPS8	-0.124875
H1F0	1.98533333333333
PRKCB1	-2.94516666666667
UGT2A1	0.473
TOR1B	1.1315
LSS	-0.694166666666667
C2orf19	0.2235
HNRNPC	0.130714285714286
TMEM100	-3.04933333333333
LOC116349	-0.896
OR51M1	0.3875
CCDC142	-0.9995
ISG15	0.4855625
ZCCHC14	0.64325
CREBL2	0.556125
TGDS	-0.55325
DC2	-0.476
CACNA2D3	-1.743
