Hybridization REF	TCGA-AA-A02E-01A-01R-A00A-07
LOC641367	0.23175
EVC2	0.0445
SGPL1	1.059
GON4L	-0.184571428571429
AFG3L2	-0.555166666666667
C5orf15	-0.311166666666667
UBXD1	0.519
LILRB4	0.0993333333333333
GSTA4	0.711333333333333
ADIG	-0.374
GRIPAP1	0.009125
HIST1H3B	-0.8265
BTRC	-0.0163333333333333
USP49	-0.659
IQCH	-0.1765
ACBD6	-0.60525
YEATS2	-0.4155
CABP5	-0.22425
TRIM3	-0.0665
HNRPM	0.129
FGG	-5.1896
C18orf16	-0.19775
CLEC2B	-1.44675
PQBP1	-0.382166666666667
JTB	-0.0238333333333333
REST	0.3505
SLC8A3	-0.45
TMEM16H	-0.0105
MRPL47	0.369
EVI1	3.6471
MUC1	-0.090125
TEAD3	0.812
STOML1	-0.834875
USP24	-0.0788
PNMA5	-0.95725
MAEL	0.107333333333333
LBP	0.0215
HSD17B4	1.00875
SEC31B	-0.825
IDH2	0.5351
SFRS16	-0.464375
AICDA	-0.146
RNF180	-1.72275
C1orf56	-0.565
FLJ10324	-1.79016666666667
GPR148	-0.295
MEF2A	-0.5275
ASF1B	-0.742166666666667
HTN3	0.16125
RNF215	-0.10675
SLC4A3	0.00233333333333334
ADAMTS9	0.1414
C9orf66	-0.958
FOXD3	0.023
GSDM1	-0.11675
IFITM5	0.5475
PODXL2	-0.546333333333333
C1orf176	0.02975
RPS3	-0.2035
hCG_2004593	-0.331125
COL21A1	0.53375
NTNG2	1.37733333333333
RAI14	-0.0468333333333333
P76	-0.0765
LRFN3	-0.016375
FAM14B	-0.386125
FKBP14	-1.0225
TNNI3	-1.48266666666667
HOXB3	1.818625
SGCB	-0.22575
PPAPDC3	-0.193
FRAT1	0.5635
MORN1	-0.236833333333333
ARHGEF2	-0.846
BNIP2	-0.8575
DHX30	-0.70175
EEFSEC	-0.58975
FGF20	0.8685
FLJ38973	0.00514285714285712
PLCH2	-0.673333333333333
CCNG2	-0.611375
PSPN	-0.2015
WDR88	-0.00700000000000001
HOXB13	-2.69925
MTMR8	0.4
SPAM1	-0.402
PPP2R1B	-0.4085
TANC1	0.742875
CNN3	1.1291
CHGA	0.789375
C9orf128	0.32075
CACNA1B	0.1965
MMAB	-0.6315
RHOA	0.109583333333333
RAPGEFL1	2.14525
SLC1A5	-0.726
CALCA	1.217125
SYCP1	0.206
CXCL11	2.165125
GFI1B	-1.0605
PSCD1	0.110333333333333
C11orf58	0.253833333333333
MGC45438	-1.245
NUDT18	0.559333333333333
ASB3	-1.14466666666667
ZP1	-3.627
LPPR2	-0.7765
ZNF527	0.564833333333333
ZNF771	-0.340375
TTBK2	-0.81825
TRIM55	-0.932333333333333
GJB3	1.56133333333333
PRSS35	0.07625
SCRG1	0.594
ZDHHC24	0.5685
DUSP26	-0.04275
C1orf51	-0.25525
DNAJC3	0.98
LITAF	0.252
ZNF410	-0.44025
AFP	-6.14933333333333
ZW10	-0.46375
PHOX2B	0.806
VILL	2.8525
ELOVL7	1.343625
LOC644186	-1.0765
PPP3CC	-1.00575
CHST13	-1.98075
WDR40B	0.0458333333333333
MEA1	-0.1315
HILS1	-1.50525
DLX6	-0.631
NKG7	0.460333333333333
EMP1	1.11475
ACTR6	-0.07675
CHCHD7	1.21307142857143
COG2	-0.0313
TCEA2	-1.0794
TARS	-0.074
FLJ20294	0.3255
ZNF92	-0.385375
TRAPPC2L	-0.07
ARHGAP28	-0.409875
CCDC109B	-0.56125
LGTN	-0.591
INGX	0.1354
LOC124446	0.86125
RPS2	-1.631
C17orf75	-0.966166666666667
NBPF1	0.351
SLC2A8	1.485
SNRPE	-0.242
CARD6	0.3825
IL13RA2	1.416125
CUEDC2	-0.6085
C4orf19	1.86275
AOC3	1.160125
MTHFD2	-1.7845
OR5M9	0.3385
C4orf38	-0.237833333333333
SS18L2	0.452
OAS3	1.60433333333333
LARGE	0.42775
LRIG3	2.11616666666667
LIMA1	1.5225
STARD3	-0.833666666666666
VPS39	-0.087
CTAGE6	0.055
ODAM	-1.11625
MORF4L2	-0.5005
GSTO2	1.45525
MTFMT	-0.284
PRKAB2	-0.421071428571429
ZNF76	-0.5295
HSPB2	4.3125
CRB2	1.2255
KLRK1	-3.1985
LYST	-0.3325
UBE2M	-1.74366666666667
SLC16A9	1.77975
ZNF281	-0.6655
ST8SIA1	-0.594375
C9orf105	0.0655
ANKRD46	0.62975
FAM108A3	-0.273
C20orf91	0.0765
ZYX	-0.0138333333333333
RSPH1	2.751
ZSCAN5	-0.30775
RIMS3	-0.0503333333333333
KRT76	-0.143
CEACAM4	-0.125
SIRPB1	0.051375
CFHR4	-0.224
SOX3	-1.53633333333333
GATAD1	-0.267375
C21orf57	0.9525
TMC8	-0.771333333333333
AVIL	0.939666666666667
LMOD1	3.09975
HIGD1A	0.884125
NEU3	-0.112666666666667
DES	2.227375
BZW1	-0.7598
ZNF221	-0.0705
CCDC27	0.0785
GDAP1	-0.0735
RBBP4	0.28275
MGC40499	-0.00225
PHKA1	-1.8765
PRKAR1A	-1.437
HSD3B1	1.84375
RAD52	-0.534166666666667
CD207	0.733
LOC389791	0.1755
RSPO1	0.205
TMEPAI	4.064875
MFSD2	0.692
ETV4	0.248583333333333
SCGN	0.662
LOC391356	0.188
MPP1	-0.6535
STARD3NL	-0.225
TFAP2D	0.7665
CD2AP	1.356
CCL20	1.814
CCDC86	-1.4155
ZFP30	0.81775
CTBP1	0.0601666666666667
MAK10	0.3345
STXBP5	-0.0463333333333333
LOR	0.146
MAP6D1	-1.361875
ARMC7	-0.044
TMEM150	0.167
NSL1	-1.55625
KIF5A	0.004875
ASCC2	-0.3165
PSENEN	0.550666666666667
OPTC	-0.3315
FCRL2	-0.384
KBTBD11	1.511625
PCK1	1.564375
CENTD3	0.415
MEGF8	-0.929125
ALPPL2	-0.42725
OBFC2B	-0.0136666666666667
ZFYVE20	-0.156625
GALC	0.6535
CTRB2	-0.32575
C20orf71	0.102833333333333
TBKBP1	-0.201
CAMLG	0.684125
TREML4	-0.3135
RSAD1	-0.67275
TUBA3D	-0.6572
KIAA1833	0.6285
PNPLA1	0.2945
LRRC34	0.657333333333333
CDH26	-0.730166666666667
ZNF167	0.424833333333333
ZBTB26	-0.3222
VWF	2.8667
VTN	-0.9715
BAD	0.13375
PDS5B	1.0275
ZNF644	0.37425
SH3GLB2	-0.85225
SMPDL3A	0.2317
NRG2	-1.37257142857143
IL15	0.9105
GABARAPL1	-0.469
LAT2	-0.7126
SLCO1A2	-1.14516666666667
LIG4	0.331
GSDMDC1	0.47425
BMP4	0.918
METT10D	-0.339125
SYCE1	0.14325
SPANXD	-6.72875
SLC12A9	0.672
MC1R	-1.293
RNF168	-0.56825
TRIM69	-0.32625
GALNT7	0.468166666666667
ISG20L2	-0.10475
KIAA2026	0.834
TNFAIP8L1	0.0105
DPY19L2	-0.1505
C12orf63	0.216
PRDX5	1.57
MED6	-1.1005
TXNDC5	-0.771125
CD46	1.46825
CCK	-1.9615
C17orf48	-0.44925
ANUBL1	1.471
SIT1	-1.11616666666667
TYSND1	0.279333333333333
DEF6	-0.613166666666667
GLT8D4	-0.3055
UTP14A	0.59075
RPH3AL	1.23725
NXF1	-0.211166666666667
TRERF1	-1.13933333333333
TUBB3	-0.889
SLC24A2	-0.1425
SEC22B	0.805333333333333
ZNF653	0.47075
GGTL3	-0.370166666666667
CDKL2	-0.087
CTF8	-0.0543333333333333
EPC1	0.950333333333333
CYP4A11	-0.03
THRSP	-0.0101666666666667
LELP1	-0.294333333333333
TES	2.278625
C17orf87	-0.406
FERD3L	-0.25625
SH3TC1	-0.7955
RAB36	1.2045
CRYGB	0.042
GRIA3	0.9334
BHLHB9	0.449
C1QTNF9	-0.05725
GOPC	0.63725
PNPLA8	0.231333333333333
ZNF444	-0.557
FMO1	0.411
POLR3C	0.08025
SLC35F3	-2.37375
SGCG	-2.14066666666667
DCDC2	-4.09016666666667
NANP	0.36175
MGC23270	-0.419
BEX4	-1.61291666666667
HYDIN	0.15
RPS6KB2	-1.16375
ADRM1	0.092
BAT3	-0.6175
RAB31	0.50025
SCGB2A1	1.682625
SLC6A14	-2.181625
DDX4	-0.19275
PRRC1	0.351666666666667
AP3B2	-0.653833333333333
TRGV7	0.3605
TMEM184B	0.968
ADPRHL1	0.4825
C21orf45	0.573875
ARNTL	0.085625
AADAT	-0.232875
CCL2	0.599333333333333
SNTB2	0.486166666666667
RGS9BP	-0.773
KPNA1	0.38475
TMEM41B	0.772333333333333
S100A11	1.03525
DOT1L	0.103
EFHC2	-0.37775
CLTC	-0.7445
SRP9	-0.157
ZNF521	-0.3755
FAM26F	-0.3705
GPR88	0.0308333333333333
COL13A1	0.258166666666667
CHMP4B	2.8203
SIGLEC6	0.165666666666667
NFAM1	-0.107125
PVRL2	-0.2573
ALKBH4	-0.429
CCDC93	0.560875
NXT1	1.0425
KCNK4	-0.244
TROAP	-1.4125
KCNA10	-0.1645
CCDC114	0.0113333333333333
RAN	0.06275
LMTK2	0.3065
LOC400657	-0.653
UFC1	0.1715
UBE1DC1	-0.575
EEF1A1	-0.406277777777778
CHAC1	-0.2625
HMGA2	-1.8894
B3GALTL	0.3625
ING2	-0.59875
C1orf109	-0.1055
INTS3	0.388125
ZNF558	0.251
TRPM4	1.383
LTB4R	-1.7595
ISYNA1	-2.64275
LSM7	1.04225
LRRC47	-0.3425625
ZNF179	-1.99716666666667
EXDL1	0.186
SLC4A10	-0.872125
ACSS2	1.81983333333333
COPS7B	-0.4885
KIAA0040	0.173666666666667
C1orf95	-0.493
AP1GBP1	-0.281
OR9A2	-0.336
FAM71C	-0.134
RIN1	0.602666666666667
ITGA4	-1.89875
DNAJC6	-0.112666666666667
CLOCK	0.299333333333333
SLC35A4	0.0518333333333333
DSG4	0.41225
LOC26010	0.37725
NSUN2	-0.1945
TMEM86B	-1.5108
C14orf135	-0.85425
KIFC3	-2.14266666666667
PHF5A	1.02425
NCAPH	-1.0935
STK11IP	0.373
FLJ42953	0.125875
CCDC19	-0.235333333333333
ZNF329	-0.482125
TAX1BP1	0.668833333333333
ZDHHC18	-0.612
C10orf88	-0.19875
TMBIM4	0.5949
NMUR1	1.1805
KIR2DS4	-0.118625
C9orf90	-0.10325
MGC87631	-0.6995
KDR	1.1879
ST3GAL2	-0.391
RLN2	0.253166666666667
HPD	-3.07025
MOXD1	-1.1885
PDGFRL	-0.547
SMYD4	-0.768285714285714
FAM103A1	-0.184
MFAP4	-0.2585
LOC285141	-1.768
TMEM45B	2.666
SMCR7L	0.328357142857143
GZMH	1.06275
CBLN1	3.919
CNNM1	0.0145
PHF17	-2.22983333333333
NUP98	0.2305
RMI1	0.232
PTPRS	-1.355375
ANKRD57	0.075125
CLDN15	1.241
OR51A2	-0.271
GUCA2B	0.3675
DOCK9	2.348
ITGB1BP1	-1.02933333333333
DLG2	-0.505875
BRAP	0.2185
SESN3	0.5455
ZC3H7B	2.1655
FAM101A	3.6475
FKSG24	0.436
ZYG11B	0.197625
RFC2	-0.8605
SH2D3A	2.032
DVL3	-0.322083333333333
ADFP	0.312166666666667
KRIT1	0.113375
SERTAD3	0.738333333333333
LEFTY2	-4.01525
KRT27	1.024
SCFD2	-0.23525
MN1	-1.4755
RORA	-0.2595
PTPRD	1.504
PIAS2	-1.08016666666667
CYP4X1	3.54983333333333
FBXL15	0.20775
MYH15	-0.0075
CRX	-0.057
TBC1D13	-0.16575
SLC22A17	-0.245833333333333
PLK2	-0.7605
ARHGAP9	0.2435
EIF1B	-0.11125
C20orf185	0.1645
DEFA7P	0.2015
PRIM1	-1.01233333333333
CRYAA	-1.173
BACE1	-0.33325
AGTRL1	0.00966666666666667
ACAD9	-0.015375
GRASP	0.1305
RBP4	-2.16183333333333
TFB2M	-0.088
METTL9	-0.2432
ATP5O	0.052
SP100	0.9187
CPSF1	-0.446666666666667
S100A4	0.92075
LIME1	-1.138
GPR137C	-1.74225
OR2A2	-0.274
C2orf29	0.2555
NUP188	-1.58525
SDPR	-0.60175
RAI1	-0.449125
RPS20	0.7818
LAMB1	-0.186
ADM2	-0.211833333333333
ZNF229	-2.46775
DKFZp434K1815	-1.362875
EPN3	0.458833333333333
CLIC3	-0.7415
MEIG1	-0.479
HMGB4	-0.7605
STARD10	1.231
KLF8	0.57825
EPB41L2	2.59616666666667
JMJD6	-0.041125
CTSL1	-1.49883333333333
GPR27	-0.239
ELAVL4	0.255
MMP21	-0.487
PPM1B	0.55125
SUV39H1	-1.3315
AAMP	0.075
TUSC4	-0.209166666666667
MBD6	0.30475
KLK13	-0.67825
FMNL3	0.233833333333333
TRIM13	0.965416666666667
C15orf5	0.14125
IQCF1	0.28975
CACNG8	0.8595
SLC35D3	1.22866666666667
ZDHHC9	1.987
ODF3L1	0.11125
C9orf86	0.443
TSEN2	1.2725
C17orf64	-0.3905
SEPX1	0.4121
TSPO	1.055
SYMPK	-0.164
ADORA1	-0.43375
TSPAN10	0.1185
SEMA6C	-0.911166666666667
RTTN	-0.8884
IL2	0.349
ARRDC3	0.125333333333333
TBPL1	0.3715
STX12	0.5515
MRPL39	0.0765
OR8H3	0.3815
IFIT5	1.4195
CASC5	-1.42425
FAM46A	-0.936833333333333
HPCAL1	-0.605625
CYLC1	0.521
VGLL2	-0.091875
C20orf191	1.5765
CDH1	3.18925
ITPA	0.83675
CCDC101	0.57825
D15Wsu75e	1.36075
EDA	-1.04925
CREG1	-0.43775
OR7G2	0.2665
SAP18	1.7635
IFIT1	1.239
CALML3	0.568833333333333
FLJ37440	-0.393
FNDC5	-0.91175
SERPINB6	1.14142857142857
JUNB	0.759
SYS1	1.814
SCN2A	-0.513
ZKSCAN5	-0.8764
WNT7A	0.384833333333333
TSHZ3	1.7805
RNF148	0.972
H6PD	0.529
CAD	-1.0405
ZNF449	0.10975
DOCK10	0.1815
FAIM2	-0.333666666666667
HEXDC	-0.934
PRB1	0.223
C14orf148	0.2475
ETHE1	2.416
IRF5	0.397
GNMT	-0.666833333333333
MGC16291	-1.57175
RPAIN	-0.645
CAGE1	-0.166
CNTNAP3	-2.707
ACTR1B	-0.5625
EEF1E1	-0.52125
MSX1	-0.979
ESF1	1.0177
HSPC171	1.01075
MRPL2	0.143166666666667
RDH12	0.914166666666667
CELP	1.251
METRNL	-0.7385
C10orf116	3.62766666666667
C19orf48	-2.00375
ZNF346	-0.822125
NCR1	-0.729
C10orf64	-0.411
CD52	-0.3095
VPS18	0.11
AP4S1	-1.23566666666667
NPBWR1	0.6985
TPK1	2.31125
UBA52	0.153444444444444
RIPK1	0.765
CPNE3	0.1552
HSPC159	0.619625
C8orf38	0.121
LRRC4B	-0.1725
PARP10	0.1022
ANKRD50	-0.05125
CXCL9	2.76425
FGF18	2.23536363636364
EIF2A	-0.076
SLC20A2	0.786166666666667
KIAA1549	0.692333333333333
SPINT1	1.7399
ZNF584	-0.858
CRBN	0.406833333333333
ABCF3	-0.00116666666666667
NCBP1	0.4625
PLA2G4F	0.615833333333333
PCDH10	0.0612857142857143
TTC21A	0.3645
C20orf144	-0.0805
FGFR1OP2	-0.5195
SLC9A1	0.0922
CHRND	-0.2715
FOXF1	2.409
KIAA1467	-2.71
TPO	0.145
LTF	-0.2635
DNAJB9	0.33025
MRPS27	0.1035
bA16L21.2.1	0.40175
WBP2	-0.394166666666667
MRGPRX3	-0.832
PRPF18	0.32025
C10orf58	0.3815
SMOC1	-1.8664
ADAT3	0.6635
TMEM138	0.0255
TMEM131	-0.358375
TIMM8B	0.729
MYH7	-0.333833333333333
ST6GAL2	0.679625
KIF1C	0.79125
SUHW2	-0.589
PAPSS1	0.0025
CABP2	-0.397
HOXA4	-0.54175
ELF2	-0.1315
SEMA3D	0.1508
MC5R	-0.0705
OGFR	0.163
FLJ30092	-0.126
TGFA	1.463
MMP17	-0.39825
KIF15	-0.7635
CHIA	-0.07475
CATSPER3	0.59525
CEACAM7	4.9515
PADI2	1.885
HOXA9	4.1465
LNX2	1.8955
TMEM144	1.2705
HIF1AN	0.019
METTL7A	0.00930000000000001
C6orf165	-0.358
KIAA1468	0.39475
DSG3	4.198
ZNF180	0.317666666666667
EIF4E3	0.904625
SLC46A1	-0.4205
DKK1	-4.83333333333333
ZNF205	0.115333333333333
LOC162073	1.11138888888889
COX7A1	5.202
MAGEA1	-5.51116666666667
NEDD8	-0.447083333333333
KLHDC5	0.448
C3orf19	0.812166666666667
MRPS2	-0.627
POLR3H	0.0175714285714286
ABHD11	1.3353
TMEM17	1.01975
PAIP2B	0.1643
MAT1A	-1.00525
LGI3	-0.199
THUMPD2	-0.3225
TKTL2	-0.6875
XAGE3	-1.12583333333333
CALM3	-0.00808333333333335
C6orf136	0.679166666666667
KCNC4	0.479333333333333
RGS9	0.458666666666667
ACIN1	-0.583166666666667
SPATS1	-0.19125
XKR8	-0.28175
FAM84A	5.26066666666667
MS4A7	2.50209090909091
AGXT2L2	-0.03225
OR1F1	-0.1135
SMAP1L	-0.685333333333333
IPO11	-0.294375
ZC3H11A	-0.3374375
C1orf151	0.73425
RNASEH2A	-0.873
CCR10	-1.3955
TXNDC11	0.0289166666666667
TMEM112	-0.20925
MAP1B	-1.735
NVL	-0.768
PKM2	-1.20575
ARC	-0.426
NUP54	-0.679
PPFIBP2	2.44666666666667
STAT2	0.81725
PTAFR	1.064
ROBO2	1.651
RNF40	-0.471333333333333
CCDC135	-0.6955
IFT81	-0.2872
MORF4	-1.04475
TM7SF3	-1.07
OR10H3	0.1935
ABP1	2.603125
CHRD	-0.511
PLEKHA8	-0.245333333333333
NCALD	1.27258333333333
OR5AK2	0.74025
ACCN1	1.13216666666667
SLITRK1	-0.2745
ARMET	0.58475
C9orf52	2.04725
REEP4	-1.059
MTSS1	0.607
ADH1B	0.8215
DLD	0.19225
CDK5	-0.414
PPFIA1	-0.052125
WFDC3	2.38025
DNAJB12	0.585928571428571
RANGRF	-0.277
MLANA	-4.71975
AMY2B	0.67025
KIAA0319	1.5005
RPS7	-0.2895
JAK3	0.2793
ARFGEF1	1.0355
CXCL5	1.45883333333333
TRAPPC4	-0.4365
CETN2	0.166
HSPC111	0.74225
RHOBTB3	-2.232625
PHLPP	-0.719
RGS10	-0.865
TMEM58	-0.38425
CHERP	0.114875
HSP90AB3P	-0.636333333333333
FSTL3	-0.8655
PEX11A	0.176
OR5V1	0.068
FCN3	0.8815
PTPN3	1.6955
NPTX1	-5.743375
C21orf84	-0.96975
C11orf51	0.5495
ZBED2	1.9435
FLJ90757	-1.0355
NPY2R	0.873333333333333
PLD3	-1.472
SYT17	-0.407666666666667
SGSM2	-2.022
OR1A2	0.37925
FOXP1	0.96425
SLC5A1	5.50275
POFUT1	1.1575
EPHB6	-3.35833333333333
MYO1G	-2.709
STAC	-0.8108
KLHL17	-0.8165
RGMA	0.3197
TJP2	0.6656
FAM114A1	-0.623333333333333
SERINC1	0.371666666666667
SLC9A8	0.423375
PEX19	-0.483625
EDN2	0.067
PSMD7	-0.117555555555556
C3orf41	1.141
UQCR	0.21875
PPP1R3C	0.21225
LRP4	3.0835
TM2D1	0.7735
TTC17	0.5113125
C4BPB	-2.02125
CCL25	0.20825
ZNF253	-0.187333333333333
CHRNA9	-3.22625
SOX11	-0.20325
HIVEP3	-0.583
CGN	2.47533333333333
C3orf35	-0.082875
PKD2L1	2.057
SYVN1	-0.075
PDE8B	-2.50325
LOC439951	0.26575
LTC4S	0.551833333333333
MIF4GD	-0.423166666666667
SMARCA2	1.2160625
TUBGCP6	-0.683
CABLES1	-0.780375
C16orf77	1.388
ZNF791	0.0755
FUT5	3.5665
ADH6	-0.4676
P4HB	-0.492
CLDND2	0.00124999999999998
ALKBH8	0.1035
PLAC4	-0.82175
F11R	1.22278571428571
MGC35295	0.133833333333333
PDZD4	-0.147666666666667
LOC389073	-0.166
FAM80B	-1.718
PSMB1	0.16725
TXN	0.954333333333333
VIPR1	1.8289
WBSCR18	0.3915
EXOSC6	-0.788
ACTA2	4.3815
SP5	-2.05283333333333
ANKRD1	-1.80025
DDR1	1.0942
ATP6V1D	-0.5505
PTGS1	-1.84408333333333
RNF157	0.225
DCC	-0.47
SPAG7	-0.63725
FBXO18	-0.5865
UBE3C	-0.0208
HOXC6	-0.302666666666667
LRP2BP	-0.5325
MYST2	-0.6715
PDSS2	1.145
ATE1	0.4225
ARAF	-1.07125
KLF10	-0.36175
PLA2G2E	-0.35525
ASCL1	-1.06333333333333
TSNAXIP1	-0.30475
FAM131B	0.336625
IFNA10	-0.047
NUP43	0.35525
FAM44B	0.075875
L1TD1	-5.16483333333333
NMD3	-0.9585
C18orf54	-0.6599
PHOSPHO1	-0.1395
RAG2	-1.3735
EMILIN3	0.259
METTL3	-1.227
VPS13C	0.74025
REXO2	0.12475
ANXA4	2.05125
CA1	-0.92425
DCP1B	0.57175
TULP3	-0.7155
ATP2A2	0.313214285714286
ATIC	0.000999999999999999
ADAM15	-0.619583333333333
NPL	0.478166666666667
LGR4	0.907
UEVLD	0.901833333333333
GAB1	0.32125
SNAI2	-0.381666666666667
ZGPAT	1.105
SNF1LK	-0.48325
DLEU1	0.7765
UBE2Q1	-0.096125
ZMYM6	0.12925
JPH3	-2.16166666666667
FAM38A	-0.454333333333333
PXK	0.624833333333333
DENND2D	2.158
BAX	0.261916666666667
CP	-5.22881818181818
RPL37	0.0688
G6PC3	-0.161875
NCOA4	-0.384166666666667
LRRC14	-0.093375
GORASP1	0.921
FCHO2	0.99275
CYP24A1	-1.7146
FXYD3	3.4155
SMARCAL1	0.04625
ABCB8	-0.109
CCDC44	-0.3915
PRDM7	-3.68725
USH1C	4.34475
DNAH5	-0.326833333333333
SRF	0.103333333333333
MAL2	2.63516666666667
PGPEP1	1.18875
SIN3B	-0.7775
SEMA3C	-0.0191666666666667
GRAMD3	2.259
FBXO10	-0.5385
OR5D13	-0.155
FLJ31818	0.151125
CACNA1I	-0.02725
S100A13	-0.8755
TP63	-0.983846153846154
ANXA11	1.1158
WDR66	-0.549625
CSF2RB	-0.155
IFI44	0.99625
DACT1	1.89633333333333
ANKRD23	-1.2545
ATP5G1	0.1515
C21orf70	-0.351833333333333
PPWD1	-0.69125
DNAJC13	-0.01825
PAH	-2.47883333333333
PTCH2	-0.069
TRMU	-0.732
CCDC9	-0.2045
USP3	-0.4918
DCLRE1C	0.6855
FAM55C	-1.6865
FRMD4B	0.41875
CYP2R1	0.46575
RFPL1	-0.417
XPO5	-0.43475
ARL6IP2	0.3775
OSBPL5	1.07575
MMP9	3.92327272727273
KIAA0802	-0.20225
DHRS2	-6.4235
SGEF	-0.060125
TXNDC10	-0.6243
EXOC6	-0.155
RPS27	0.217
PNCK	-1.12016666666667
FSTL1	-0.031
AACS	0.42175
SLMAP	0.8975
SAMD4A	-0.2681
ABRA	0.34575
SMARCD3	-0.3955
PKNOX2	-1.82733333333333
A4GNT	-0.0555
C9orf39	-0.916166666666667
RALYL	0.25125
MGC33556	-3.6045
C10orf25	-0.707
BBOX1	0.119
NHEDC1	-0.66775
XDH	0.698
GCSH	-0.758
EDN1	3.21733333333333
MTERF	-0.21725
CLK4	0.461375
ZNF799	0.909833333333333
KCNG1	-2.182375
CXCR4	-1.38133333333333
PTPRR	2.6125
IRAK1	-0.531875
LOC401397	-0.37775
TMSB10	1.14535714285714
CXCL3	0.9749
TMC4	0.915
OR7A10	0.781
STYK1	1.7365
CHRNA10	0.21925
CCNI	-0.43575
EP300	0.694642857142857
LOC165186	-0.220333333333333
HIC2	-1.837
SDR-O	0.4215
OR2W1	0.8825
KCNA6	0.283
TRIM74	-0.27975
REEP6	0.3895
ATP5G2	0.131
ERG	0.21375
TMEM42	0.337
PARN	0.431166666666667
SOD2	0.576125
DIRAS1	-1.22133333333333
PNPT1	-0.816
JOSD3	-0.20925
hCG_40738	0.461
PDE1C	-0.993
SEMA4D	0.7515
AGPAT1	-0.0576666666666667
NOSTRIN	1.224625
MAP3K3	-1.18666666666667
MAX	0.406
CAPS	0.179666666666667
SERPINA12	-0.129
OSBPL8	0.01025
RICS	1.6494
NR4A2	-0.647
PPCS	0.900333333333333
LONP1	-1.2365
SCYL3	0.72475
HERC2P2	-1.39816666666667
FIBCD1	-0.094
C15orf41	-0.27275
DMC1	-1.2315
C20orf27	-0.561
RPS6KA5	-0.521
FAHD1	0.7565
SLC12A4	-0.5445
BRCA1	-0.275833333333333
GBL	-0.6965
SLK	0.387
NUDT9P1	-0.7145
NOXO1	5.3485
USP52	-0.851
BAZ1B	0.07525
SLCO2B1	3.7575
BBS12	0.3255
LRGUK	-0.5945
TERF2IP	-0.10475
COL1A1	6.427
KIAA0090	0.15825
GRK5	0.397833333333333
AP1S2	-1.7412
TMEM52	0.376333333333333
CA11	-1.278125
OR4A15	0.194
ACBD3	0.9154
SPAG11B	-0.03
PRDM2	0.9981
FOXP3	-0.157
SMYD3	-0.9833
LOC389199	0.0895
LGI2	1.3315
NAPE-PLD	0.6297
ANKRD6	-0.6035
WDR45	0.157166666666667
SHROOM1	1.35375
PSCD3	0.6495
PYY	-0.221
KCNC1	-1.1255
ARHGEF9	1.0634
OR8J1	0.68725
GPR55	0.589166666666667
NS3BP	-1.0275
C10orf22	0.348666666666667
NAT8L	-4.51925
DUSP4	-2.58083333333333
FOXM1	-1.129
GRAMD2	0.662
ZBTB48	-0.483666666666667
BUD31	0.023
PABPC5	-0.35
CCDC41	0.71525
FBXO11	-0.09275
C6orf148	-1.5895
RFXAP	0.30475
C6orf15	2.001
CDK8	0.791
C6orf70	0.117875
TESSP2	0.3305
ALG2	0.74575
PPP1R3D	1.0625
TPM3	0.454388888888889
SYT13	4.70875
EPB42	-0.481333333333333
CETN3	-0.351
PRY	-0.002
NTHL1	0.688166666666667
POLR2B	-0.9685
RPS28	0.846583333333333
P2RX3	0.33425
LYZL4	0.725
WBP4	1.3859
PMM1	0.0475
C11orf79	-0.00975000000000001
CBLL1	-0.3275
IL1F10	-0.0463333333333333
VAX2	-0.823
SETDB1	-0.674833333333333
LRAP	-2.26916666666667
GCLM	-0.0433333333333333
CPEB3	1.11825
PPM1A	0.0620625
INTS1	-0.404
CAMTA1	0.808833333333333
SAMSN1	-3.42475
LOC158830	-0.830333333333333
GMPPA	-0.5615
AIPL1	0.14375
IL24	0.8495
BDKRB1	-0.3555
MLF1	0.3662
TAF12	-0.47275
ID1	-1.28275
THADA	-0.11325
PIK3CB	-0.282
OR4N5	0.641
TBC1D17	-0.740166666666667
COX8A	0.11425
CDCA4	-1.225
C2orf44	-1.15275
ZNF534	0.14775
IMMP1L	1.02125
NIPSNAP3B	1.05525
FTMT	-0.010625
PWP2	-0.165
MMP15	1.1241
DNAH11	-0.3055
MTMR14	-0.100875
DNAL4	-0.93975
IPP	-0.019
TMEM59	0.354625
C1orf157	0.991
RGS4	-0.0475
DDX18	0.0208333333333333
SNX6	-0.07375
ZNHIT2	0.6755
NCDN	-1.44166666666667
FLJ33534	0.03425
RAG1	-0.4635
OR4D10	-0.229
PTPN5	-0.612333333333333
POMT1	0.217375
LRRC8A	0.4359
CYP1A1	-1.09075
CAPN1	-0.659833333333333
DDHD2	-0.66375
GRIK2	0.032
GNRHR	0.1515
PPBP	1.24625
HTR3A	-0.38725
SLITRK4	-2.43825
ANKRD49	0.5415
BTF3	-0.0214
SARS	-0.05225
C13orf18	4.75466666666667
CACNB1	-0.342142857142857
QKI	-0.65
SETMAR	0.05225
MAN2B1	-0.273333333333333
EML3	-0.9095
ACADL	-0.288833333333333
OFD1	-0.0955
DEFB114	0.359
CGA	-3.7258
PEX16	0.624333333333333
LRRC10	0.3415
GNG12	0.408
C1orf152	0.453333333333333
CHRM1	-0.042
CD53	-1.27875
DBH	-0.79475
TFAP2B	-2.6545
HIST1H2BJ	-0.957166666666667
FAM46D	1.7285
TMEM11	-0.6
