Hybridization REF	TCGA-AA-A00O-01A-02R-A00A-07
HPD	-4.365
MOXD1	-1.00983333333333
PDGFRL	-0.900333333333333
SMYD4	-0.501357142857143
FAM103A1	0.0153333333333333
MFAP4	0.102833333333333
LOC285141	1.95325
TMEM45B	2.911375
SMCR7L	0.452571428571429
GZMH	1.6085
CBLN1	-1.10283333333333
CNNM1	0.249
PHF17	-1.1715
NUP98	0.139416666666667
RMI1	-0.181
PTPRS	-0.6035
ANKRD57	1.218625
CLDN15	-0.969833333333333
OR51A2	0.0225
GUCA2B	0.0285
DOCK9	2.319
ITGB1BP1	-0.576166666666667
DLG2	-0.36975
BRAP	-0.11075
SESN3	0.26575
ZC3H7B	2.5215
FAM101A	5.15683333333333
FKSG24	-0.7595
ZYG11B	0.692
RFC2	-1.24475
SH2D3A	1.683
DVL3	-0.0154166666666667
ADFP	1.7025
KRIT1	0.307
SERTAD3	0.923833333333333
LEFTY2	-2.5005
KRT27	0.5485
SCFD2	-0.3615
MN1	-0.191
RORA	1.41375
PTPRD	-0.3925
PIAS2	-0.39
CYP4X1	5.29666666666667
FBXL15	0.24075
MYH15	-0.115166666666667
CRX	-0.876
TBC1D13	0.182
SLC22A17	-0.551833333333333
PLK2	-0.667
ARHGAP9	0.74425
EIF1B	0.21675
C20orf185	-0.0653333333333333
DEFA7P	-0.6145
PRIM1	-2.4725
CRYAA	-1.333
BACE1	-0.394
AGTRL1	0.583833333333333
ACAD9	-0.63275
GRASP	0.77475
RBP4	-1.26866666666667
TFB2M	0.128
METTL9	-0.0929
ATP5O	0.111
SP100	0.8327
CPSF1	-0.309833333333333
S100A4	-0.46675
LIME1	1.591
GPR137C	-0.88875
OR2A2	0.174
C2orf29	0.13875
NUP188	-1.5545
SDPR	0.3975
RAI1	-0.0765
RPS20	0.1833
LAMB1	-0.4805
ADM2	0.603833333333333
ZNF229	-1.31466666666667
DKFZp434K1815	-1.485125
EPN3	-0.0785
CLIC3	0.21525
MEIG1	-0.297
HMGB4	-0.77725
STARD10	1.303
KLF8	0.49
EPB41L2	-0.300333333333333
JMJD6	0.357
CTSL1	-0.592
GPR27	-1.037
ELAVL4	0.8725
MMP21	-0.635
PPM1B	0.815125
SUV39H1	-1.91325
AAMP	0.18975
TUSC4	-0.0183333333333333
MBD6	0.6185
KLK13	-0.727625
FMNL3	0.728833333333333
TRIM13	0.86225
C15orf5	1.13175
IQCF1	-0.493428571428571
CACNG8	0.001
SLC35D3	-0.157666666666667
ZDHHC9	2.2005
ODF3L1	0.17475
C9orf86	-0.3907
TSEN2	-0.0465
C17orf64	-0.19875
SEPX1	2.1546
TSPO	1.351
SYMPK	-0.024
ADORA1	0.03275
TSPAN10	-0.62825
SEMA6C	-0.541333333333333
RTTN	-0.4357
IL2	0.3866
ARRDC3	-0.589333333333333
TBPL1	-0.097
STX12	0.86375
MRPL39	-1.20175
OR8H3	0.79
IFIT5	1.46066666666667
CASC5	-1.398
FAM46A	-1.044
HPCAL1	-0.68575
CYLC1	-0.522
VGLL2	-0.324875
C20orf191	0.83625
CDH1	2.70433333333333
ITPA	0.7075
CCDC101	-0.22125
D15Wsu75e	0.674
EDA	-1.6325
CREG1	0.52475
OR7G2	0.828
SAP18	1.16308333333333
IFIT1	1.778
CALML3	-1.3465
FLJ37440	-0.1565
FNDC5	-0.65075
SERPINB6	-0.573857142857143
JUNB	-0.1968
SYS1	1.82825
SCN2A	-0.7464
ZKSCAN5	-0.9804
WNT7A	-0.274666666666667
TSHZ3	1.7315
RNF148	1.1235
H6PD	0.831
CAD	-1.04533333333333
ZNF449	0.10625
DOCK10	-0.405
FAIM2	-0.410833333333333
HEXDC	-0.39525
PRB1	0.419666666666667
C14orf148	-0.1045
ETHE1	1.1635
IRF5	-1.3586
GNMT	-0.3155
MGC16291	-1.655375
RPAIN	-0.763571428571429
CAGE1	-0.01
CNTNAP3	-2.638125
ACTR1B	-0.339
EEF1E1	-1.81075
MSX1	-0.972375
ESF1	0.3915
HSPC171	0.241
MRPL2	0.820666666666667
RDH12	0.249166666666667
CELP	2.119
METRNL	0.167
C10orf116	3.95833333333333
C19orf48	-0.085
ZNF346	-0.563
NCR1	-0.727
C10orf64	0.5795
CD52	-0.21225
VPS18	0.187875
AP4S1	-0.743333333333333
NPBWR1	-0.7105
TPK1	1.3275
UBA52	-0.445888888888889
RIPK1	0.352333333333333
CPNE3	0.0734
HSPC159	1.19975
C8orf38	-0.32275
LRRC4B	-0.224
PARP10	-0.1905
ANKRD50	-0.166125
CXCL9	5.22625
FGF18	2.48536363636364
EIF2A	0.1745
SLC20A2	0.066
KIAA1549	-1.214
SPINT1	2.3487
ZNF584	-0.4445
CRBN	-0.310333333333333
ABCF3	-0.0203333333333333
NCBP1	-0.257333333333333
PLA2G4F	1.40383333333333
PCDH10	-0.383714285714286
TTC21A	0.41575
C20orf144	-0.8635
FGFR1OP2	-0.0633333333333333
SLC9A1	-0.2275
CHRND	-0.5045
FOXF1	2.27425
KIAA1467	-1.71425
TPO	1.84583333333333
LTF	0.262714285714286
DNAJB9	0.762
MRPS27	-0.688
bA16L21.2.1	0.35375
WBP2	-0.0886666666666667
MRGPRX3	-0.686
PRPF18	0.2935
C10orf58	1.5985
SMOC1	-2.0757
ADAT3	-0.3745
TMEM138	-0.1245
TMEM131	0.3255
TIMM8B	0.321
MYH7	-0.674333333333333
ST6GAL2	0.171875
KIF1C	0.90475
SUHW2	-0.703
PAPSS1	-0.13225
CABP2	-1.0995
HOXA4	-0.205
ELF2	0.5135
SEMA3D	-0.0812
MC5R	-0.1655
OGFR	0.121
FLJ30092	0.5345
TGFA	1.191
MMP17	-0.418
KIF15	-2.46025
CHIA	-0.135
CATSPER3	0.0755
CEACAM7	3.8485
PADI2	-0.0475
HOXA9	4.65466666666667
LNX2	1.49616666666667
TMEM144	1.19225
HIF1AN	-0.361
METTL7A	-0.3673
C6orf165	-0.0738333333333333
KIAA1468	1.184
DSG3	-0.0005
ZNF180	0.718833333333333
EIF4E3	-0.0875
SLC46A1	-0.586125
DKK1	-6.50183333333333
ZNF205	0.142333333333333
LOC162073	1.37488888888889
COX7A1	4.618
MAGEA1	-5.17016666666667
NEDD8	-0.927333333333333
KLHDC5	1.417
C3orf19	0.6015
MRPS2	-0.88175
POLR3H	-0.517214285714286
ABHD11	0.2581
TMEM17	1.15825
PAIP2B	0.4679
MAT1A	-1.2985
LGI3	-0.4775
THUMPD2	0.00925
TKTL2	0.1845
XAGE3	-0.278
CALM3	-0.0359166666666667
C6orf136	0.955833333333333
KCNC4	-0.271
RGS9	0.806333333333333
ACIN1	-0.942
SPATS1	0.26475
XKR8	-0.229
FAM84A	2.45741666666667
MS4A7	2.51963636363636
AGXT2L2	0.05375
OR1F1	0.0455
SMAP1L	0.0744166666666667
IPO11	0.221125
ZC3H11A	0.2694375
C1orf151	1.132875
RNASEH2A	-3.28925
CCR10	-2.1205
TXNDC11	0.15825
TMEM112	0.01825
MAP1B	-0.961142857142857
NVL	-1.02975
PKM2	-1.8723
ARC	-0.06075
NUP54	0.319
PPFIBP2	2.12983333333333
STAT2	0.914375
PTAFR	1.11583333333333
ROBO2	0.49025
RNF40	-0.973833333333333
CCDC135	-0.980833333333333
IFT81	-0.5235
MORF4	0.1375
TM7SF3	1.18025
OR10H3	0.5215
ABP1	1.50225
CHRD	-0.685375
PLEKHA8	-0.565
NCALD	1.388
OR5AK2	0.257333333333333
ACCN1	0.223666666666667
SLITRK1	0.199
ARMET	0.67975
C9orf52	0.949
REEP4	-1.1185
MTSS1	1.262125
ADH1B	1.7225
DLD	0.274
CDK5	-0.8405
PPFIA1	0.111125
WFDC3	2.03175
DNAJB12	0.876142857142857
RANGRF	-0.617
MLANA	-4.7775
AMY2B	1.05125
KIAA0319	-0.816
RPS7	-0.034
JAK3	-0.0292
ARFGEF1	0.68875
CXCL5	1.63541666666667
TRAPPC4	0.202
CETN2	-0.274
HSPC111	-1.0505
RHOBTB3	-1.6383
PHLPP	0.494
RGS10	-0.6245
TMEM58	0.00575000000000001
CHERP	0.22625
HSP90AB3P	0.819
FSTL3	-0.8505
PEX11A	1.553
OR5V1	-0.1915
FCN3	2.07475
PTPN3	2.071125
NPTX1	-5.37225
C21orf84	-0.522
C11orf51	-0.736
ZBED2	0.6345
FLJ90757	1.42375
NPY2R	1.311
PLD3	-0.67925
SYT17	0.9305
SGSM2	-1.32225
OR1A2	0.057
FOXP1	1.0565
SLC5A1	5.0465
POFUT1	2.1813
EPHB6	-2.0815
MYO1G	-2.779125
STAC	-1.319
KLHL17	-0.867333333333333
RGMA	0.7809
TJP2	0.8955
FAM114A1	-0.303666666666667
SERINC1	0.439916666666667
SLC9A8	1.014
PEX19	0.253125
EDN2	1.43575
PSMD7	-0.200333333333333
C3orf41	-2.93775
UQCR	-0.455875
PPP1R3C	-0.93275
LRP4	0.3725
TM2D1	0.895
TTC17	0.5343125
C4BPB	-2.723625
CCL25	-0.408
ZNF253	-0.2945
CHRNA9	-3.27525
SOX11	-1.577125
HIVEP3	-0.63
CGN	2.73066666666667
C3orf35	0.388625
PKD2L1	1.7615
SYVN1	-0.104625
PDE8B	-0.81425
LOC439951	-0.6415
LTC4S	0.8425
MIF4GD	-0.896666666666667
SMARCA2	0.8835625
TUBGCP6	0.311
CABLES1	-0.39625
C16orf77	2.12333333333333
ZNF791	0.3735
FUT5	2.8015
ADH6	-0.4485
P4HB	0.27275
CLDND2	0.73425
ALKBH8	-0.5565
PLAC4	-1.1145
F11R	1.5265
MGC35295	-0.330166666666667
PDZD4	-0.742833333333333
LOC389073	0.365
FAM80B	-1.25116666666667
PSMB1	-0.117375
TXN	0.0845
VIPR1	2.8872
WBSCR18	0.5325
EXOSC6	-1.09166666666667
ACTA2	4.15766666666667
SP5	-0.308833333333333
ANKRD1	-2.094
DDR1	0.589
ATP6V1D	-0.94425
PTGS1	-0.56825
RNF157	-0.22575
DCC	0.27775
SPAG7	0.12975
FBXO18	0.2575
UBE3C	-0.0563
HOXC6	-0.44775
LRP2BP	-0.00899999999999998
MYST2	-0.19725
PDSS2	0.90975
ATE1	0.142
ARAF	-0.5865
KLF10	0.41025
PLA2G2E	-0.24275
ASCL1	-1.1195
TSNAXIP1	0.67075
FAM131B	-0.245
IFNA10	0.017
NUP43	-0.0805
FAM44B	-1.07975
L1TD1	-0.984
NMD3	-1.01641666666667
C18orf54	-1.1081
PHOSPHO1	-0.711
RAG2	-1.077
EMILIN3	-0.0295
METTL3	-1.706
VPS13C	1.725625
REXO2	-0.42075
ANXA4	0.87375
CA1	-0.8945
DCP1B	0.69025
TULP3	0.290166666666667
ATP2A2	0.260714285714286
ATIC	-0.316
ADAM15	-0.842
NPL	1.0905
LGR4	0.180625
UEVLD	0.209
GAB1	0.7225
SNAI2	-0.5615
ZGPAT	1.5165
SNF1LK	-0.61125
DLEU1	-0.60175
UBE2Q1	0.32225
ZMYM6	0.7708125
JPH3	-1.635
FAM38A	-0.404916666666667
PXK	0.5235
DENND2D	2.11975
BAX	-0.0383333333333334
CP	-4.83
RPL37	-1.0165
G6PC3	-0.564125
NCOA4	0.395333333333333
LRRC14	-0.6865
GORASP1	0.77025
FCHO2	0.89175
CYP24A1	-2.3382
FXYD3	3.155875
SMARCAL1	0.18625
ABCB8	-0.7645
CCDC44	-0.7955
PRDM7	-3.072
USH1C	3.9225
DNAH5	-0.32825
SRF	1.29341666666667
MAL2	1.8485
PGPEP1	1.22208333333333
SIN3B	-1.05175
SEMA3C	-0.054
GRAMD3	2.17975
FBXO10	-0.198375
OR5D13	0.9585
FLJ31818	-0.142
CACNA1I	-0.711
S100A13	-1.8165
TP63	-0.381076923076923
ANXA11	1.3171
WDR66	1.197625
CSF2RB	-0.783
IFI44	1.02375
DACT1	1.446
ANKRD23	-0.47925
ATP5G1	-0.0381666666666667
C21orf70	-1.321
PPWD1	-1.29575
DNAJC13	-0.5415
PAH	-0.834833333333333
PTCH2	-0.152
TRMU	-0.77275
CCDC9	0.199
USP3	0.6316
DCLRE1C	1.6318
FAM55C	-0.7505
FRMD4B	0.54275
CYP2R1	0.28475
RFPL1	0.0167
XPO5	0.98375
ARL6IP2	-0.2215
OSBPL5	0.06
MMP9	3.87718181818182
KIAA0802	-0.011875
DHRS2	-4.51433333333333
SGEF	-0.098875
TXNDC10	-0.1479
EXOC6	0.31325
RPS27	0.7285
PNCK	-1.18033333333333
FSTL1	-0.29125
AACS	1.539
SLMAP	0.723666666666667
SAMD4A	-0.4323
ABRA	-0.5705
SMARCD3	0.381
PKNOX2	-1.2265
A4GNT	0.265
C9orf39	-0.713666666666667
RALYL	-0.61925
MGC33556	-3.395
C10orf25	-0.3435
BBOX1	0.804666666666667
NHEDC1	0.09275
XDH	1.106
GCSH	-0.21
EDN1	0.519666666666667
MTERF	-0.21375
CLK4	-0.232375
ZNF799	0.3275
KCNG1	-0.521125
CXCR4	-0.981333333333334
PTPRR	0.02225
IRAK1	-1.10175
LOC401397	-1.6915
TMSB10	-0.0143571428571429
CXCL3	0.396
TMC4	2.40225
OR7A10	1.1255
STYK1	0.388
CHRNA10	0.11075
CCNI	0.341
EP300	1.171
LOC165186	-0.3625
HIC2	-1.31675
SDR-O	0.2365
OR2W1	0.853
KCNA6	-0.262
TRIM74	-0.9565
REEP6	-1.84975
ATP5G2	0.009
ERG	1.19
TMEM42	0.1885
PARN	0.00116666666666667
SOD2	0.7274375
DIRAS1	-1.014
PNPT1	-0.85725
JOSD3	-0.16625
hCG_40738	0.549
PDE1C	-0.26975
SEMA4D	1.20075
AGPAT1	-0.0751666666666667
NOSTRIN	-0.043375
MAP3K3	-0.7215
MAX	0.614785714285714
CAPS	-0.0195
SERPINA12	-0.1465
OSBPL8	0.30925
RICS	1.547
NR4A2	-0.538333333333333
PPCS	1.11433333333333
LONP1	-1.7925
SCYL3	0.7965
HERC2P2	0.167666666666667
FIBCD1	0.3585
C15orf41	0.08875
DMC1	-0.972333333333333
C20orf27	0.24175
RPS6KA5	-0.4358
FAHD1	1.163
SLC12A4	-0.491
BRCA1	-1.31583333333333
GBL	0.1855
SLK	0.396166666666667
NUDT9P1	0.668
NOXO1	4.902
USP52	0.30325
BAZ1B	0.04675
SLCO2B1	2.3165
BBS12	0.236166666666667
LRGUK	-0.633166666666667
TERF2IP	-0.02125
COL1A1	4.013
KIAA0090	0.179625
GRK5	1.4915
AP1S2	-1.2688
TMEM52	1.51383333333333
CA11	-0.991375
OR4A15	0.168166666666667
ACBD3	0.5743
SPAG11B	0.104142857142857
PRDM2	1.1599
FOXP3	-0.1575
SMYD3	-0.0581
LOC389199	-0.8505
LGI2	1.82566666666667
NAPE-PLD	0.4645
ANKRD6	0.0545
WDR45	0.37
SHROOM1	0.93925
PSCD3	0.8975
PYY	-1.0365
KCNC1	-0.3005
ARHGEF9	0.2791
OR8J1	-0.13025
GPR55	0.0931666666666667
NS3BP	-0.487
C10orf22	1.49283333333333
NAT8L	-2.40675
DUSP4	-2.6325
FOXM1	-2.325
GRAMD2	1.8298
ZBTB48	-0.293333333333333
BUD31	-0.884
PABPC5	0.489
CCDC41	-0.03675
FBXO11	0.3235
C6orf148	-1.65925
RFXAP	0.351
C6orf15	1.458
CDK8	-0.00333333333333335
C6orf70	0.47325
TESSP2	0.7225
ALG2	0.9475
PPP1R3D	1.289
TPM3	0.544
SYT13	1.886
EPB42	-0.523833333333333
CETN3	-1.558
PRY	-0.51
NTHL1	0.6315
POLR2B	0.152
RPS28	0.506
P2RX3	0.05025
LYZL4	-0.0355
WBP4	0.6094
PMM1	-0.344
C11orf79	0.19075
CBLL1	0.289
IL1F10	-0.374166666666667
VAX2	-2.2715
SETDB1	0.201166666666667
LRAP	-2.38866666666667
GCLM	-0.102333333333333
CPEB3	1.61525
PPM1A	0.547
INTS1	-0.75225
CAMTA1	1.74083333333333
SAMSN1	-2.89175
LOC158830	-0.855333333333333
GMPPA	-0.338375
AIPL1	1.093
IL24	0.97375
BDKRB1	-0.758333333333333
MLF1	-0.7232
TAF12	-0.3195
ID1	-0.34525
THADA	0.02225
PIK3CB	-0.92025
OR4N5	0.9295
TBC1D17	0.7665
COX8A	-0.6215
CDCA4	-1.5975
C2orf44	-1.18125
ZNF534	-0.43525
IMMP1L	0.2765
NIPSNAP3B	0.29675
FTMT	-0.0665
PWP2	-0.307666666666667
MMP15	0.2598
DNAH11	-0.31275
MTMR14	-0.279
DNAL4	-1.1015
IPP	1.213
TMEM59	0.5315
C1orf157	1.2015
RGS4	-0.754166666666667
DDX18	-0.243
SNX6	0.078
ZNHIT2	-0.208333333333333
NCDN	-1.67266666666667
FLJ33534	0.47525
RAG1	-1.15885714285714
OR4D10	-0.6145
PTPN5	0.49
POMT1	-0.00525
LRRC8A	1.0402
CYP1A1	-1.3035
CAPN1	0.467
DDHD2	0.61325
GRIK2	-0.38975
GNRHR	0.13325
PPBP	1.867
HTR3A	-0.431
SLITRK4	-2.59025
ANKRD49	0.7135
BTF3	-1.0426
SARS	0.138
C13orf18	4.32766666666667
CACNB1	-0.210214285714286
QKI	-0.0138636363636364
SETMAR	-0.440625
MAN2B1	-0.484
EML3	-0.367
ACADL	-0.682
OFD1	0.405875
DEFB114	0.1365
CGA	-4.342
PEX16	0.134666666666667
LRRC10	0.548
GNG12	-0.4835
C1orf152	-0.352
CHRM1	-0.7105
CD53	-0.6405
DBH	-0.89925
TFAP2B	-3.1275
HIST1H2BJ	-1.47883333333333
FAM46D	0.253
TMEM11	-0.867
C3orf32	-0.802
PCCB	-2.17375
IPO13	-0.165125
C6orf105	-3.4995
COMMD5	-0.527
SUV420H1	0.4953
LTBR	1.27775
ARHGAP15	-0.55925
HDHD2	-0.09275
TDRKH	0.428333333333333
LOC401052	-0.444
PSG4	-0.22975
GNB4	-0.9471
SPATA4	-0.11375
SLC9A3	0.7955
OSBP	0.612166666666667
NBPF3	0.28375
DOCK11	0.7755
SLC39A5	2.00216666666667
PRR5	0.3075
C10orf63	0.0848571428571429
SMTNL2	-0.80325
ADRA1A	-0.0335
ASAH1	1.7
DOM3Z	-0.5299
GIPR	-0.613833333333333
AHI1	-0.249333333333333
NADSYN1	-0.7775
RGS14	-0.9885
IL18BP	0.7166
RTN4RL1	-1.864
ARMC6	-0.70825
PSMD5	0.221333333333333
HK3	-0.0905
OR4S1	0.68175
RSU1	0.6101
MAD2L1	-1.94922222222222
EIF4A3	-0.44
DLEC1	-0.708
E4F1	0.404
CHMP2B	0.7449
CAMSAP1	0.4255
RPS21	1.07566666666667
ARID5A	0.91825
UBE2N	0.2235
IGSF8	1.154
MAGEB6	-0.051
ACAD11	-1.0443
MGC4172	-0.0425
LMO4	-0.0995
KLKB1	0.28175
HP	-0.46
HDAC3	-1.10425
SCHIP1	0.83975
CLCA1	0.5215
OLFML2A	1.100375
C1orf112	-2.42825
KIF19	0.511083333333333
HAPLN4	-0.439
CXCR7	0.367666666666667
GOT2	-0.3043
RAB38	-3.327375
DCX	1.702
PPM1H	1.06583333333333
NFYC	-0.114083333333333
KIN	0.23025
ZNF228	1.5835
PLSCR4	2.55383333333333
HIG2	-0.044
FAM79B	-0.3825
C21orf86	-0.4963
KCNK10	0.5845
ZNF738	-0.738875
FSTL5	-0.157
OR6A2	-0.2285
OTOA	0.988833333333333
EXOC1	0.911875
AHRR	-2.43175
PDAP1	-0.50175
C19orf6	-0.765375
ZAN	-0.4685
LY6G6E	0.058
EIF4E2	-0.029
C20orf198	0.8315
ZNF324	0.012
CYP3A5	3.38333333333333
ENTPD7	0.698833333333333
MBOAT5	-0.0113333333333333
GJB5	-1.828
TTC13	0.6965
S100Z	-1.10683333333333
KIAA0664	-1.341
PDGFRB	1.98208333333333
IL17D	-1.0615
OR56B4	0.3005
RDX	-2.24066666666667
SLC34A3	-0.887
IL28B	0.1775
JUND	0.9225
CHRNB1	-0.846625
CAMK2B	-1.132
FETUB	-0.82
CXorf23	1.539625
MRTO4	-0.35825
TTC3	0.2644
NDUFB8	-0.195333333333333
EDG2	-1.40725
SEMA3G	1.68
IL23A	1.13175
GRHL1	-0.268
LOC441054	-1.7205
WDR65	0.457285714285714
PSTK	0.2675
STOML3	-0.143833333333333
R3HDM2	0.6763
C5	-2.15025
SLC2A10	0.991
C3orf22	-0.73125
PAQR3	-0.619615384615385
ANKRD26	-0.396083333333333
HCRTR1	-0.2285
LOC399947	-0.2845
PSD2	0.22525
TIGD2	0.6775
SCRN1	-0.163375
COQ10A	-1.048
DDI2	0.2905
METTL7B	1.51383333333333
UCN2	-0.675
FAM92A3	-0.12475
WDR16	-0.36975
ZNF511	0.915166666666667
ZMYM5	-0.158875
POLR3G	-2.95875
ZNF586	-0.649
C1orf49	0.0725
TANK	0.0991666666666667
RCAN1	-0.0596666666666667
PELI3	1.472
LIMD2	-1.1405
TMEM189	1.119
NTN4	-1.775
LOC151300	-0.0555
CLEC2A	1.5585
GPR135	-0.674
DPYSL4	-2.7205
JAK2	-0.345166666666667
TSHZ1	1.49266666666667
TM9SF4	1.212625
ZNF264	1.48666666666667
SIRPG	0.79175
BICD1	-0.184
HERC6	2.046
METTL5	-0.272
CASP1	1.0025
PRRT1	-0.951333333333333
PLA2G4C	2.50766666666667
ICA1L	0.430428571428571
TPTE2	0.727833333333333
OTUD7A	-0.716833333333333
AQP11	0.522
APOA2	-5.9369
KALRN	1.0263
SECTM1	1.58058333333333
IFNAR1	0.995
TALDO1	-0.298875
RAB11FIP4	1.1105
EIF5A	-1.2175
FAM49A	0.8365
NEGR1	0.149
YTHDC2	-0.065
EHD2	-0.77725
NCF1	-0.0968
SCRT2	-0.7505
HOXA5	1.91816666666667
NUP133	-0.2475
FGF12	-0.171
SLMO2	1.861
SNTA1	0.24225
CACNG2	-0.246875
GCM1	-0.437125
ELF1	1.20083333333333
TLR5	0.4925
TCFL5	-0.101166666666667
RBMY2FP	-1.567
LOC100125556	0.83425
FAM129B	-0.477125
MAP3K7IP1	-0.487375
NCK2	0.3165
OXA1L	-1.5545
FMO9P	-0.3205
ZSCAN12	0.54775
PSMD12	-0.448583333333333
HSCB	-0.01625
CLDN10	-3.11725
MGC13053	-0.14375
HPCAL4	-0.833833333333333
ASZ1	0.5925
MEX3D	0.0135
NFAT5	1.5776
CSPG4LYP1	-0.958333333333333
FBXO3	0.6596
DVL1	0.330333333333333
CMKLR1	2.03833333333333
TYMS	-3.78075
PEF1	0.52475
ZNF750	-1.18566666666667
MCM5	-1.7945
MEGF11	5.1295
KCNK7	-0.3155
PTP4A3	1.558
C1QTNF2	0.0521666666666667
OR6S1	-0.3645
FAM122B	-0.20875
ZNF551	0.76625
HBQ1	-2.8245
GEMIN6	-0.49075
ARSK	-0.000250000000000021
RBP7	2.55266666666667
CPNE9	0.0835
DSC1	-0.069
LOC730112	-0.055
MAP2K4	-0.124125
HS3ST5	0.953
EPB41L3	-1.887
TEKT2	-0.83775
CDKN2B	-0.1385
ZNF480	0.8475
MAP3K6	-0.6374
MAP6	1.64366666666667
HN1	-0.7259
OR2L13	0.2806
SLC16A11	0.33775
FAM96A	0.30525
APOL1	-0.0385
C5orf32	1.0265
RTP1	-0.0466666666666667
RNF175	-0.862625
ZBTB41	0.43825
AHCTF1	0.0882
SAE2	0.0851
ITGA2	1.14591666666667
MME	3.24166666666667
CCDC14	-0.18725
MAST4	0.121
KRT33B	-0.901
KCTD2	-0.569
WDR26	0.274666666666667
MFI2	1.016375
NR4A3	-0.048125
ARSA	0.7265
UNKL	0.366833333333333
SULT6B1	-0.079
CCNA2	-2.852
SOX15	-0.9795
PPAPDC1B	0.41525
C19orf44	-0.814
MCAT	-0.22325
ARID1B	0.079625
OR52N1	1.834
C12orf48	-1.01475
MAGI1	1.377875
NIPA2	-0.06275
GBX2	0.82575
RSHL3	-0.014375
RAVER1	-0.4755
C15orf17	0.248
SLC30A2	2.59875
ZNF518	1.4195
PCYT1B	-0.127
C10orf114	-0.2025
EIF3H	-0.233333333333333
SLC25A39	-0.5425
KIF1B	1.006375
AMOTL2	-0.243
C6orf120	0.517571428571428
PSRC1	-1.16175
PLA2G10	2.284875
KIF5C	-0.241875
MRPL37	-0.0745
C17orf62	-0.0121666666666667
C9orf135	-0.763
DUSP10	-0.6985
CLCNKB	-0.342
PSMA5	-0.26025
C8orf53	0.2535
AMPD3	2.18016666666667
PIAS1	-0.30875
ADCYAP1R1	-0.2965
GYLTL1B	1.4595
CDH20	-0.430666666666667
FBXO7	0.27575
TMEM134	0.2705
FLJ14213	2.22783333333333
ZNF3	0.386
LRRFIP1	0.116958333333333
CNOT2	0.36525
ABI3	2.07775
ALDH5A1	0.13075
HNT	0.8933
SERPINA4	-1.7925
TK2	0.210833333333333
STMN1	-1.33266666666667
GUCA2A	-0.0801666666666667
GALNT10	0.323857142857143
DPP6	-0.01405
C9orf93	0.43325
PRELID2	0.014125
STK39	1.72425
SFTPA1	-0.707
CKS2	-0.859
RHO	0.332625
C20orf135	0.14275
XKR3	-1.445
CR1	0.2305
RPS6KA2	0.976142857142857
C20orf112	1.679
MRPL22	-0.8565
C4orf23	-0.307666666666667
GADD45B	-0.24775
KLHDC1	0.9935
C2orf48	-1.243
ZNF287	0.025
DAAM2	-0.522
DPPA2	-2.44016666666667
TCTN3	0.262166666666667
DNAJB11	-0.068625
FPR1	1.71725
DEFB4	-0.7055
PTCD2	-0.6262
SMOC2	5.51883333333333
CABP7	0.3935
SERPINB11	-0.42825
MAGEF1	0.11475
NDE1	-0.312
ITGA10	0.239
FSHB	0.242
ANXA2	-0.04775
HORMAD2	0.129
HLCS	0.14275
MCF2L	1.71666666666667
FH	-0.595
TBC1D24	1.9695
KIAA1505	1.471
LGALS2	-1.35025
CNBD1	0.3225
SYNPO2L	-0.05575
PTPN23	-0.104142857142857
C1orf183	0.626833333333333
MAGEA8	-1.60775
DGCR8	-0.4705
GSR	-0.1255
PAQR7	-0.21
ZNF676	-1.05825
CACNA1C	1.0507
SP7	0.191
PDCD6	-0.78
NRN1L	-0.4515
BRI3BP	0.820916666666667
KIAA1183	-0.30775
ASB4	-0.22925
CCL23	0.3298
OBSL1	-2.577875
SLC12A7	1.14641666666667
KIAA0240	3.1525
CD1B	-3.10166666666667
FCGR2A	1.42125
MDC1	-0.80675
HTR1A	-0.298
OCEL1	-0.37775
ATP11B	0.268125
FBXO34	1.15083333333333
PCDH12	3.55416666666667
RPE	-0.89025
C17orf74	-0.199
CSDC2	-0.2095
PET112L	-0.905
TMBIM1	1.4555
P2RXL1	-0.67225
TCHP	-0.83525
TRMT1	-2.083
F2RL2	0.645666666666667
LRRC32	2.6785
IMPG2	-0.0405
BGLAP	-0.69625
LOC493869	-2.53233333333333
MRAS	1.0845
SLC35F5	0.56025
CBWD1	-0.0905
AXL	-1.602125
ATP2C2	3.39975
TELO2	-1.146
PNPLA3	1.9295
PCDHB14	1.455
CD276	-0.466
KRT80	-0.0225
DUSP28	-0.019
CSNK1E	0.18725
SRP14	0.528
KCNQ4	-0.7155
KRT72	0.0455
CCDC117	0.269875
C6orf89	-0.272944444444444
TUBB2B	-2.87183333333333
RTN4IP1	-1.197
CR1L	-3.30883333333333
CEND1	-0.349
C12orf41	-0.496166666666667
RNF31	-0.84325
UBN1	1.0665
C17orf32	0.015375
SLC5A7	-0.79075
GPR92	1.67333333333333
ESAM	2.0162
CTNNA1	-0.21025
HRBL	0.7917
CBX4	-0.18575
TMEM182	0.66125
SH3TC2	0.826666666666667
IL10	0.2015
PXMP4	0.9
RNF167	-0.6749
PAK7	-0.268833333333333
ETV3	-0.081
ATPIF1	0.402333333333333
LOC554207	-1.507
OR8H1	0.104
WDFY3	0.900625
DPM1	0.5465
GPSM1	-0.5395
WDR92	-0.153
LRP1	0.266833333333333
ANKH	0.134125
THUMPD3	-0.78975
POLR1B	-0.5065
OLFM4	8.117
