Hybridization REF	TCGA-AY-4070-01A-01R-1113-07
PPBP	4.12275
HTR3A	-0.3565
SLITRK4	-3.23625
ANKRD49	1.0915
BTF3	-0.6258
SARS	-0.95075
C13orf18	2.05733333333333
CACNB1	-0.129071428571429
QKI	-1.02380952380952
SETMAR	-0.299875
MAN2B1	-0.0766666666666667
EML3	-1.8135
ACADL	-2.16516666666667
OFD1	0.054625
DEFB114	0.9505
CGA	-4.0906
PEX16	-0.109666666666667
LRRC10	0.286
GNG12	0.4445
C1orf152	0.173333333333333
CHRM1	0.113
CD53	-0.401625
DBH	-0.2695
TFAP2B	-2.670875
HIST1H2BJ	-0.16
FAM46D	0.11
TMEM11	0.12475
C3orf32	-0.3115
PCCB	-1.455125
IPO13	-0.709125
C6orf105	0.47175
COMMD5	1.30925
SUV420H1	0.9533
LTBR	0.66
ARHGAP15	-1.051625
HDHD2	-1.57925
TDRKH	-0.2795
LOC401052	-0.725
PSG4	-0.3895
GNB4	-1.8103
SPATA4	-0.56025
SLC9A3	-0.571
OSBP	0.695833333333333
NBPF3	-0.481416666666667
DOCK11	-0.603
SLC39A5	2.13816666666667
PRR5	0.7007
C10orf63	1.5145
SMTNL2	3.65875
ADRA1A	-0.1455
ASAH1	0.3464
DOM3Z	-0.2371
GIPR	0.4275
AHI1	-0.746083333333333
NADSYN1	1.08116666666667
RGS14	-1.3107
IL18BP	0.821
RTN4RL1	-1.94675
ARMC6	-0.51025
PSMD5	-0.675
HK3	0.2805
OR4S1	0.5115
RSU1	0.4643
MAD2L1	-1.14677777777778
EIF4A3	0.36825
DLEC1	-0.483166666666667
E4F1	-0.7785
CHMP2B	0.9249
CAMSAP1	0.578
RPS21	0.474166666666667
ARID5A	0.09225
UBE2N	0.4373
IGSF8	-0.1015
MAGEB6	0.7505
ACAD11	-1.3613
MGC4172	0.4695
LMO4	0.35425
KLKB1	-0.241
HP	-0.842
HDAC3	-0.76075
SCHIP1	0.09525
CLCA1	8.12
OLFML2A	0.48175
C1orf112	-0.711
KIF19	0.9935
HAPLN4	-0.0926
CXCR7	1.49066666666667
GOT2	-0.0339
RAB38	-1.219
DCX	-0.51525
PPM1H	0.806083333333333
NFYC	-0.0663333333333333
KIN	1.06475
ZNF228	-0.53025
PLSCR4	1.64
HIG2	-0.5225
FAM79B	1.112
C21orf86	-0.2721
KCNK10	4.67875
ZNF738	0.0025
FSTL5	3.83766666666667
OR6A2	-0.792
OTOA	0.210166666666667
EXOC1	0.598125
AHRR	-2.379125
PDAP1	-0.2335
C19orf6	-0.479625
ZAN	0.28675
LY6G6E	0.4115
EIF4E2	0.76225
C20orf198	0.131
ZNF324	-0.0855
CYP3A5	5.37316666666667
ENTPD7	1.572
MBOAT5	-2.13233333333333
GJB5	0.3955
TTC13	-0.09075
S100Z	-0.219
KIAA0664	-1.47933333333333
PDGFRB	1.49058333333333
IL17D	0.20225
OR56B4	-1.008
RDX	-0.267833333333333
SLC34A3	0.304
IL28B	0.828
JUND	1.59125
CHRNB1	0.044375
CAMK2B	-0.511
FETUB	-0.889
CXorf23	1.02675
MRTO4	-0.63575
TTC3	-0.0738
NDUFB8	-0.0666666666666667
EDG2	-3.211
SEMA3G	-0.65875
IL23A	-1.48625
GRHL1	0.9438
LOC441054	-1.863
WDR65	0.161
PSTK	-1.0685
STOML3	0.6086
R3HDM2	-0.7187
C5	-2.162
SLC2A10	0.190166666666667
C3orf22	0.1305
PAQR3	-0.999461538461538
ANKRD26	0.4835
HCRTR1	0.0205
LOC399947	-0.56525
PSD2	-0.60725
TIGD2	0.163333333333333
SCRN1	0.05325
COQ10A	-0.8055
DDI2	-0.0065
METTL7B	2.52083333333333
UCN2	0.30125
FAM92A3	0.486
WDR16	0.223
ZNF511	-0.551166666666667
ZMYM5	1.052125
POLR3G	-1.2285
ZNF586	0.27
C1orf49	0.281833333333333
TANK	-0.031
RCAN1	-0.0286666666666667
PELI3	0.195333333333333
LIMD2	-0.465333333333333
TMEM189	1.66
NTN4	-1.60825
LOC151300	0.02
CLEC2A	-0.542
GPR135	-0.73025
DPYSL4	-3.4781
JAK2	-0.5615
TSHZ1	0.127
TM9SF4	0.853875
ZNF264	-0.241666666666667
SIRPG	1.91275
BICD1	-0.6695
HERC6	0.821
METTL5	-0.158
CASP1	0.46675
PRRT1	0.34
PLA2G4C	1.186
ICA1L	-0.698428571428572
TPTE2	0.4825
OTUD7A	0.689833333333333
AQP11	1.22775
APOA2	-4.6856
KALRN	0.0427
SECTM1	-0.2045
IFNAR1	-0.60725
TALDO1	0.28925
RAB11FIP4	0.5805
EIF5A	-1.3505
FAM49A	1.6485
NEGR1	-0.290666666666667
YTHDC2	0.200625
EHD2	-1.3605
NCF1	0.9649
SCRT2	0.4555
HOXA5	1.028
NUP133	-0.8285
FGF12	-0.66125
SLMO2	0.7225
SNTA1	-0.539
CACNG2	-0.25925
GCM1	0.183
ELF1	1.104
TLR5	0.5735
TCFL5	-0.06325
RBMY2FP	-1.0395
LOC100125556	0.23675
FAM129B	-0.196625
MAP3K7IP1	-1.014375
NCK2	0.0655
OXA1L	-0.94575
FMO9P	0.669
ZSCAN12	-0.37525
PSMD12	-0.21325
HSCB	-0.931
CLDN10	-2.8895
MGC13053	-0.283
HPCAL4	-0.196833333333333
ASZ1	0.568
MEX3D	0.783
NFAT5	0.4712
CSPG4LYP1	-0.303833333333333
FBXO3	1.0095
DVL1	-0.335166666666667
CMKLR1	1.473
TYMS	-1.371625
PEF1	-0.29725
ZNF750	1.28966666666667
MCM5	-0.6099
MEGF11	-0.34725
KCNK7	-0.128
PTP4A3	0.514
C1QTNF2	-1.2715
OR6S1	0.122
FAM122B	0.034
ZNF551	-0.361375
HBQ1	-0.979
GEMIN6	0.08475
ARSK	-0.5275
RBP7	0.150833333333333
CPNE9	0.38825
DSC1	-1.627
LOC730112	-0.638
MAP2K4	0.4525
HS3ST5	-1.0925
EPB41L3	-1.431
TEKT2	-0.882
CDKN2B	1.13158333333333
ZNF480	0.51375
MAP3K6	-1.0163
MAP6	0.6725
HN1	0.9301
OR2L13	0.1256
SLC16A11	0.147
FAM96A	-0.36875
APOL1	-0.3705
C5orf32	1.20825
RTP1	-0.432166666666667
RNF175	-1.67375
ZBTB41	0.406625
AHCTF1	-0.618
SAE2	0.0139
ITGA2	-0.248833333333333
MME	-0.405166666666667
CCDC14	-0.4395
MAST4	-0.210642857142857
KRT33B	-0.6625
KCTD2	-0.9985
WDR26	-0.138
MFI2	2.681375
NR4A3	0.56575
ARSA	1.45975
UNKL	-1.0435
SULT6B1	0.3205
CCNA2	-1.55466666666667
SOX15	-1.0115
PPAPDC1B	0.869333333333333
C19orf44	-0.22
MCAT	-0.0230833333333333
ARID1B	-0.145375
OR52N1	1.737
C12orf48	-0.265
MAGI1	0.699
NIPA2	-0.40925
GBX2	-1.66925
RSHL3	0.279625
RAVER1	-0.118666666666667
C15orf17	-1.4835
SLC30A2	1.405875
ZNF518	0.25925
PCYT1B	-1.24175
C10orf114	0.8595
EIF3H	0.828
SLC25A39	-0.460666666666667
KIF1B	0.31775
AMOTL2	-0.02275
C6orf120	1.007625
PSRC1	-1.751
PLA2G10	3.942625
KIF5C	-0.940875
MRPL37	-1.089
C17orf62	-0.497333333333333
C9orf135	-0.6655
DUSP10	0.0489
CLCNKB	-0.0355
PSMA5	-0.28925
C8orf53	0.9005
AMPD3	1.00166666666667
PIAS1	-0.294
ADCYAP1R1	0.2525
GYLTL1B	2.29975
CDH20	-0.3166
FBXO7	-0.21475
TMEM134	0.0675
FLJ14213	2.09983333333333
ZNF3	0.92925
LRRFIP1	-0.0968333333333333
CNOT2	0.176
ABI3	1.62425
ALDH5A1	0.459833333333333
HNT	1.938
SERPINA4	1.343
TK2	-0.68375
STMN1	-1.46355555555556
GUCA2A	3.932
GALNT10	-0.172
DPP6	-0.885526315789473
C9orf93	-0.479875
PRELID2	1.106
STK39	1.106375
SFTPA1	-1.078
CKS2	-0.468222222222222
RHO	0.16125
C20orf135	0.279
XKR3	-1.8855
CR1	0.153875
RPS6KA2	0.121714285714286
C20orf112	1.2695
MRPL22	-0.11675
C4orf23	-0.2305
GADD45B	0.21975
KLHDC1	0.0538333333333333
C2orf48	-1.997
ZNF287	-0.1035
DAAM2	-1.81275
DPPA2	1.09483333333333
TCTN3	0.252333333333333
DNAJB11	0.99075
FPR1	2.95275
DEFB4	0.378
PTCD2	-1.2157
SMOC2	4.36133333333333
CABP7	1.57375
SERPINB11	0.1205
MAGEF1	1.23175
NDE1	-1.33316666666667
ITGA10	0.4865
FSHB	0.3685
ANXA2	0.4265
HORMAD2	0.11125
HLCS	-0.70625
MCF2L	1.1735
FH	-0.718
TBC1D24	1.125
KIAA1505	0.6445
LGALS2	2.2685
CNBD1	-0.031
SYNPO2L	-0.07175
PTPN23	-0.188714285714286
C1orf183	-0.816
MAGEA8	-0.586
DGCR8	-0.69175
GSR	-1.08575
PAQR7	0.4355
ZNF676	-1.07125
CACNA1C	-0.0685
SP7	-0.3115
PDCD6	-0.35275
NRN1L	-0.266
BRI3BP	0.281166666666667
KIAA1183	0.27425
ASB4	-0.22875
CCL23	1.1173
OBSL1	-1.878125
SLC12A7	-0.0578333333333333
KIAA0240	1.17725
CD1B	-3.42
FCGR2A	1.525625
MDC1	-0.91575
HTR1A	-0.253333333333333
OCEL1	0.06675
ATP11B	0.353625
FBXO34	1.46083333333333
PCDH12	1.91616666666667
RPE	0.7945
C17orf74	0.5415
CSDC2	0.330333333333333
PET112L	-1.03675
TMBIM1	1.28725
P2RXL1	-0.4635
TCHP	-1.0485
TRMT1	-1.15416666666667
F2RL2	-1.04658333333333
LRRC32	2.264
IMPG2	-0.0495
BGLAP	-0.87175
LOC493869	-1.08275
MRAS	-0.153875
SLC35F5	1.621
CBWD1	-0.059
AXL	-2.493875
ATP2C2	2.24125
TELO2	-1.163
PNPLA3	-1.86825
PCDHB14	1.3625
CD276	-0.10475
KRT80	0.229125
DUSP28	-0.309
CSNK1E	-0.88725
SRP14	0.1315
KCNQ4	-0.5945
KRT72	-0.532
CCDC117	-0.0825
C6orf89	-0.626833333333333
TUBB2B	0.530666666666667
RTN4IP1	-0.6175
CR1L	-3.47216666666667
CEND1	0.06225
C12orf41	-1.048
RNF31	-0.35675
UBN1	-0.356666666666667
C17orf32	0.2885
SLC5A7	0.0285
GPR92	1.8715
ESAM	1.5632
CTNNA1	-0.28425
HRBL	1.4039
CBX4	-1.241
TMEM182	1.269
SH3TC2	1.51916666666667
IL10	0.108333333333333
PXMP4	1.4975
RNF167	-0.4765
PAK7	-0.0571666666666667
ETV3	0.311
ATPIF1	0.280833333333333
LOC554207	-2.04783333333333
OR8H1	0.35575
WDFY3	0.343875
DPM1	0.49
GPSM1	0.449
WDR92	-0.5781
LRP1	0.7455
ANKH	-0.241625
THUMPD3	-1.18075
POLR1B	0.525
OLFM4	8.95516666666667
RAD9B	-0.31675
TSPY2	-2.592
PAX6	-2.1555
SCG2	-2.986375
SLC17A6	0.089
FMO3	2.15325
PADI4	0.315142857142857
TUBB4	-1.1019
NLK	0.0615
POU4F3	0.094
SDF4	-0.07575
ITGBL1	-0.833166666666667
NETO1	-1.318
TAP2	0.147875
ABBA-1	-0.64425
GNAI1	0.095
VPS4B	-0.12025
NOPE	1.0402
GALNT6	1.4215
SESN1	2.53275
GBE1	-2.22333333333333
CLASP1	0.9
RASGEF1B	0.6185
ACOT11	1.5145
AFAP1	0.4115
OR2H2	0.438
DPY19L2P1	-0.40075
DZIP1	-2.51775
SEC22C	-1.31733333333333
GPR161	-0.770083333333333
RNF146	0.989
WDR74	-0.191625
GALP	1.259
PURA	0.78125
DNPEP	0.156333333333333
RP11-78J21.1	-1.67
ERBB2	5.75725
FANCM	-0.142333333333333
NEO1	1.30033333333333
DDX3Y	-4.5245
RPS3A	-0.366375
MXRA7	0.525285714285714
LGALS3	2.522
GLT8D1	-0.32125
CFL2	-1.50933333333333
UPB1	0.0405
NAP1L5	-0.93425
CLDN14	-1.0725
DHX38	-1.34525
BTBD1	-0.21575
TARS2	-0.441833333333333
ABCF1	-0.1213
FCF1	0.0916666666666667
LRRC49	-0.37075
GUCY1B2	-2.1785
C1orf177	0.481
SMARCA4	-1.28778571428571
LRP8	-1.62316666666667
TAGLN3	-1.6065
MRPL14	0.05325
TTRAP	1.26325
ZDHHC20	2.14075
NFE2L3	1.40425
KIAA1377	-0.057875
PALMD	-0.4066
TMEM43	-0.30025
TTL	-0.631625
STAT5B	-0.989
SSB	0.046375
OR10H5	0.076
SLC22A13	0.02125
AKAP3	-1.69525
TIMM23	-0.7655
OAS2	1.1889
KIAA0423	0.505
TRIM11	-0.0605
GLIS3	0.79275
TMEM50B	0.716666666666667
ARHGEF4	0.101
DEGS1	-1.87872727272727
TBL1XR1	1.26343333333333
G6PD	-1.56975
SP140	1.3526
MUC17	1.25742857142857
NUDC	-1.0225
DNAJC5B	0.390333333333333
SCARA3	-2.02983333333333
CPA3	5.34583333333333
BCAT2	-0.69875
MFN1	0.034
NRG3	0.4275
SNX11	0.15075
PLEKHH1	0.0275
GPR177	0.122333333333333
HCFC2	0.028
TCAP	0.8145
MOCOS	-2.08575
C14orf93	-0.30125
PRDM10	0.3335
SLC16A4	1.16
SRGAP1	0.876166666666667
VIP	5.0485
DUSP27	-0.3
LILRA1	0.5375
MC2R	0.4755
MGC24103	-2.55175
MBTD1	-2.271
FUT11	-0.817166666666667
USP33	-0.0400000000000001
C15orf39	-0.855
MAP3K12	-0.486625
PAAF1	-0.21
BARHL1	-0.094
FLJ16165	-0.0295
PIWIL2	-1.86225
SYNE1	-0.24
CMTM4	0.293
TSPYL1	0.2178
GUF1	-0.4325
TMEM157	0.138
WDR44	0.133
HIST1H3C	-0.43975
DKFZp666G057	-0.0675
RNPEP	-0.44775
GAS2L2	-0.264666666666667
ADH4	-2.8575
GRPR	-0.556333333333333
FBXL17	0.449
ZBTB10	1.05333333333333
Gcom1	1.08166666666667
HTRA1	-0.32
ZNF585A	-0.169
SLC26A2	2.17876923076923
OTOP3	0.0321666666666667
WISP1	1.29755555555556
ATP2B4	-1.1795
FLJ10769	2.01625
CRAMP1L	-0.95525
CHST12	-0.208
RAB22A	1.26358333333333
TARDBP	-0.0376428571428571
STAU1	0.6435
CRB3	2.35716666666667
MIG7	-2.40625
CHMP1A	0.352
ZNF160	-0.124875
B3GALT6	0.42475
BARX1	-2.18366666666667
C6orf167	-1.149125
NXNL1	0.3205
DHX29	-0.2155
HADHB	-0.02625
PLXNB2	-0.530375
ILDR1	-0.72475
SLC15A3	1.777
GAS2	2.06233333333333
C20orf69	0.174333333333333
NUMB	0.6655
TNIP1	-0.3125
MESP1	-1.22066666666667
PSKH1	-0.5615
NSFL1C	0.12475
RHOG	0.00375
HEY1	-2.59316666666667
KNG1	1.074875
ITGAX	0.7856
LIN9	-0.505
CANT1	0.3025
XRN1	0.0815714285714286
CCDC96	0.3568
HEATR6	-1.07733333333333
GNG7	-0.8765
RUNX2	0.6763125
SOX1	0.4436
FCRL5	1.8704
ZNF99	-0.311875
FAM9A	1.247
SNX22	0.299833333333333
MBNL3	1.14833333333333
ODC1	0.3853
ADORA2B	-0.275166666666667
NR2F6	-0.7025
ZFYVE16	-0.547222222222222
SYNJ2BP	0.9756
POLE	-1.0035
E2F2	-1.249875
THRA	-0.120666666666667
PTGES2	-1.20833333333333
HIP1R	0.815666666666667
TMUB1	-0.0956666666666667
ENO3	-2.02725
RSPH10B	1.118
CXorf39	1.590375
IRGC	0.11625
GPR109B	0.13375
FLJ13305	-0.8055
LCE3A	-1.131
TNFRSF18	-1.51583333333333
DET1	0.46275
TRPM3	0.1365
C16orf79	-1.239
FECH	-1.36966666666667
RAP2A	1.8155
CRIP1	0.625666666666667
AZIN1	0.874375
SLC7A7	4.03225
IL10RA	0.1835
TMEM64	-2.29075
CDC42EP4	0.4385
C16orf58	-0.2889
ARG2	-2.1165
POU5F1P4	-5.51675
FAM62B	-0.744
DNAH8	0.4791
ASH2L	0.080375
TSLP	-1.806
CNTNAP5	0.0696666666666667
TMEM16C	2.0035
IFNA14	0.5655
SLC1A3	0.627625
CABYR	0.1375
BCL7B	-1.0843
NUDT13	-0.42
C13orf28	0.44225
C1orf53	1.1385
ARL6IP4	-0.0426
RPL35A	0.68
EMR3	0.5
RAB40C	-0.492333333333333
SLC41A1	-0.129666666666667
LRCH1	0.832
LY6G5B	0.1035
FAM124A	-0.1815
MGC10981	-4.23883333333333
CLIP3	-0.48
MAP4K2	0.086
CHIC1	0.59825
SULF1	3.1375
C20orf30	0.0748571428571429
PRDM5	0.079375
ELOVL1	-1.38275
C11orf48	0.682625
SLC39A10	1.1285
KCNV1	3.374
ACP1	0.396833333333333
ZMYM2	1.85075
B3GNT6	0.765166666666667
C9orf69	0.285
C2orf15	1.2905
C20orf166	0.4465
HSP90AA6P	-0.2305
EDG7	-0.651
NEURL	0.00975
LPL	0.186
CLEC2D	-0.095
GRRP1	0.904333333333333
CD8B	-2.4729
HIST1H3D	-0.267833333333333
SLC6A12	1.629625
FAM27L	-0.3205
CD84	-0.0944
RASA1	-0.551
PHKG1	-0.3905
MAGEA11	0.203
IMPA1	0.6806
NPM3	-0.03125
RARRES1	4.2375
SH3BP1	0.207375
B3GNTL1	-0.644
ARPC5L	-0.0628333333333333
KLHL26	-0.918
SIM2	1.380625
GJC1	0.3325
C20orf194	-0.63625
EXO1	-2.31275
SLC2A2	-1.39566666666667
LOC285074	-0.03175
LRG1	0.79925
KIRREL	0.081
PIK3R1	0.667357142857143
C4orf34	0.1295
MAF	-0.434222222222222
ADCY4	2.77766666666667
ZMIZ2	1.1784
SLC46A3	1.8775
STAMBP	0.111166666666667
CCDC16	0.424
MS4A12	1.143
TCF20	0.74375
LRRC46	0.02175
C20orf152	0.4255
MRPS6	-0.21325
ABCB11	0.0915
KCNC2	0.3535
CDH19	0.674666666666667
C9orf123	0.438
SSH3	0.828875
LDLRAD1	-2.5005
CCBE1	-0.65325
ZNF135	-1.124125
TAAR1	-0.687
WFDC12	0.233
CCDC42	-0.481
FLJ12529	-0.676
PER1	-0.117333333333333
TIMM50	-0.204666666666667
SMARCAD1	-0.674833333333333
FAM26C	0.072
TP53TG3	0.8565
SH3RF1	1.0386
LMCD1	0.06675
GPR63	-0.0285
FLJ21986	-1.651375
AIFM3	0.184
MICAL1	0.209833333333333
BLZF1	0.267166666666667
IQCA	-0.189333333333333
PCDHGC3	-0.2975
SAC	1.385
BCL6B	1.17983333333333
DDO	-1.80175
MARCO	0.8935
DCHS1	1.00516666666667
C1orf170	-1.25566666666667
CD200R1	0.270333333333333
C22orf15	-0.323
SEPT11	0.821333333333333
ADNP	0.0515
UST	0.7806
C13orf34	0.7365
RFFL	0.482357142857143
APBA3	0.157
C2orf60	-0.01475
CUTL1	1.1248
PMS1	-0.609375
ZNF689	-0.492
EIF3E	0.5765
IL9	1.9595
RPL31	0.339875
LY9	0.445666666666667
ATP2B3	0.44825
KDELR2	0.838333333333333
TFCP2	0.6255
NLRP12	-0.557125
FLJ45422	0.7295
TLE4	-0.3429
ZNF570	-0.97
FLJ43806	0.1885
TLK2	-0.178125
CIR	0.8565
MARS2	1.455
COL24A1	0.8865
SDF2L1	0.548
HIBADH	0.347166666666667
IGFBP3	-1.98414285714286
C12orf23	-0.0465
PSPC1	0.605
C20orf43	0.19825
TRAV20	0.2545
ARHGAP24	0.76775
KIAA1975	-1.851875
C1QA	3.4357
DNTT	-5.65483333333333
C10orf6	-1.03858333333333
C11orf41	-2.671125
HNRPF	-0.364625
COL11A1	4.13083333333333
UBAP2	0.0221666666666667
CDKN2AIPNL	-0.3465
C20orf174	4.1875
SPRED2	0.50075
PLA2G12A	-0.1505
ICEBERG	-1.67016666666667
SCN10A	0.094
C11orf65	-0.49825
GBP5	4.9155
PITPNC1	-1.56533333333333
POU3F3	0.393
NCOA7	2.562125
LIN7C	0.6502
LOC348840	-0.3105
NKX2-2	-1.93
ANKRD13D	0.168875
LOC123688	0.8385
FUT2	2.89
TAAR8	0.368
FZD4	-0.3235
PNMA3	0.177666666666667
OR4L1	0.3025
WIT1	-2.41475
EXOC3L	0.81475
ATPBD4	0.0114
KRBA1	-3.2305
UBXD6	-0.67975
HOXB7	0.925
C7orf23	1.195
UNQ338	1.816
STAB2	0.4615
CDC20B	-0.501
IRF9	1.80025
CENTG1	-0.368
TNPO2	-0.5265
MCPH1	-0.790375
BMS1P5	-0.64125
SLC26A7	2.82733333333333
HIST1H3J	0.28825
C9orf3	0.3155
LBH	1.90675
MYO1D	1.406875
PTDSS2	0.32225
NFU1	0.455
DEPDC4	0.03725
WNT7B	-0.556
GLP2R	0.0108333333333333
SETD4	-0.6073
DYNLT3	-0.9146
FKBP11	0.928166666666666
SESTD1	-1.03616666666667
FLII	-1.1945
RPS16	0.2069
CHPF	-0.0901666666666667
CSNK2A1	0.141833333333333
SUMO1P1	-0.20275
FKBP6	0.082
ZNF214	1.63233333333333
TWIST1	-0.199666666666667
DDX56	-1.056
TRAM1L1	-0.1669
EPO	-1.67116666666667
MRPS18B	-0.1015
ZNF682	-0.541
RPL14	-0.951
MAFF	0.4775
LOC51136	0.146
LY96	-0.456
DDX20	-0.45025
ABTB1	-0.1545
ARL5A	1.6096
CCT6A	-0.20725
HEPACAM	-1.41966666666667
EHHADH	0.324666666666667
RBAK	-0.559666666666667
CGB1	1.42825
ITGB5	-0.4095
YIPF3	-0.14375
FKBP2	1.11075
NR1D1	-0.3338
TMEM110	-0.448
NEK2	-0.874
PRAMEF8	-3.148
C20orf52	1.2745
PCDHGA3	0.544
VWA3B	0.58525
NDUFA5	0.25875
THAP9	-0.771
FLVCR2	0.7985
AP1S1	1.06
SMAD6	-1.2985
SAV1	-0.2555
SAT1	1.03125
ZNF251	1.098125
ADAMTS7	0.0326
RPP38	1.18775
C1orf211	-0.712
YPEL2	1.6025
RBMS1	0.368
ZNF445	-0.119833333333333
NRXN2	0.5355
PGBD4	-0.45525
UGT2B28	2.58175
WBSCR16	-0.7202
NLRC3	0.3185
ASTL	-0.12375
ST6GALNAC1	2.056
ZADH2	-0.36425
MLLT4	1.00183333333333
ARL6	-0.120833333333333
MEF2C	0.87675
CBFA2T3	-2.463
AFF3	-0.3175
COG7	-0.543833333333333
MYB	-0.760666666666667
PLXNA3	0.247
XRCC2	-1.468
MMS19	-1.15125
ST8SIA5	-1.4245
CHPT1	-0.0951666666666667
KIAA1712	-0.362375
OR6X1	1.106
ACTR3	0.75275
UGCG	0.587666666666667
OR4P4	0.229
ZAP70	-2.4105
LPP	1.592375
ZNF485	-0.9905
PTPRCAP	0.198
IL12RB1	0.2745
ATRX	-0.2998
CHST8	-2.71725
C14orf109	0.40725
ARV1	-1.07925
NMB	1.83671428571429
COX5A	-0.3855
EIF6	0.79975
MPPED2	-1.70583333333333
SEMG1	-0.132
CHRDL1	0.2215
TRAF3IP2	0.1055
WNK2	0.710375
LILRA4	0.6835
LAMA2	2.64025
PXT1	-0.887
RLBP1	-3.0825
CD300C	-0.36525
SLTM	0.0415
FLJ10404	-0.529125
APOBEC3D	-0.956333333333333
RENBP	0.0333333333333333
ATXN7L1	0.8235
NID1	-0.429
TUBGCP3	0.04975
ITIH5	1.466
CCDC110	0.7855
C8A	-2.30125
MGC87042	0.036
HOXC13	2.12875
TFDP2	0.08875
HCP5	1.085625
POLI	-0.63225
UCN	-0.833833333333333
ZNF764	-0.260666666666667
C8orf45	0.45375
FHL3	-1.274
SPATA5L1	0.4195
MMRN2	2.11
NDST1	0.358
COL20A1	-0.221333333333333
ZNF248	0.700333333333333
PELP1	-0.737166666666667
MBL2	-1.98166666666667
RNF41	0.5475
C5orf24	0.742375
THOC5	-0.882125
SERINC3	0.673833333333333
RP11-151A6.2	1.44025
CDCP2	-0.1785
HIST1H2AA	-0.18975
C11orf75	1.21433333333333
FKBP7	-0.52975
DDOST	-0.31125
GPNMB	-1.33383333333333
TTF2	-1.00766666666667
KCNT1	-0.350666666666667
SLC39A14	-0.476625
NGRN	0.1063
GPR137B	1.07025
MECP2	-0.162875
PSMA1	0.43375
C16orf73	-5.10425
TMEM60	0.422333333333333
CSN3	0.718
NOS1	0.00250000000000001
RAB7L1	0.0686666666666667
YBX2	0.757
KIAA1166	0.28275
FUBP3	-0.139666666666667
ABCG1	0.372
ACACA	0.142083333333333
ARL11	1.4738
ATOH1	-0.0675
ODF1	0.1825
CREB3L3	-1.42633333333333
TMEM127	0.798
DSCAML1	0.40975
PLN	2.62783333333333
LYPLA1	0.406083333333333
PRDM9	-1.91375
SASP	-1.53875
PLUNC	0.0948333333333334
INTU	0.52525
HISPPD1	-0.66375
LNPEP	-0.310833333333333
YARS2	-0.580333333333333
APCDD1L	-2.3755
ZCCHC4	-0.9552
FBXO22	-0.7325
TTLL13	-0.4565
ZNF669	-0.8725
PTGDR	1.0235
DDX27	1.4765
KIAA0409	-0.199833333333333
GJB6	1.939
ASB8	-0.0645
PLP2	0.179666666666667
MEPE	-0.07925
OR10J5	0.4735
KRT222P	1.46625
COQ7	-0.321166666666667
C1orf101	0.001
RERG	-0.7872
CHMP5	-0.049
THAP11	-0.330625
ZNF43	-1.13733333333333
ZRANB3	-0.605666666666667
KRT13	-0.767125
MRPL19	-0.173625
RBBP9	0.10375
SPATA17	-0.690142857142857
BXDC5	-0.4205
PAFAH1B1	-0.741166666666667
MAGEE1	0.09125
OSTF1	0.392
KIAA0323	-0.169583333333333
TXNDC13	-1.09616666666667
CNTN4	0.940625
LCE1B	-0.7235
UNQ501	0.0065
ZNF154	-0.429
C3orf64	-0.084
SYT5	0.1126
PON1	0.8934
FLJ10357	-0.949125
ATP4A	-0.659
GNPDA1	-0.989666666666667
MGAT1	0.394166666666667
C14orf121	0.27125
SLC35B2	-0.12725
MIER3	0.611833333333333
CHEK1	-1.167875
ZNF8	0.457166666666667
TXNDC1	-0.384833333333333
CKB	2.2747
RTN3	0.536285714285714
FZD2	-0.698333333333333
PART1	-0.80825
PSMB6	-0.6375
PCDHB8	1.239
PHC3	0.6157
PPP1R8	-0.843833333333333
NOVA2	0.584833333333333
TNFRSF11B	-0.422875
GOLPH3	0.320333333333333
UBLCP1	-0.582
SUHW3	0.4905
TTLL1	-1.1505
OPN4	0.0675
OR13G1	-1.266
ZPBP2	1.86983333333333
HSD17B11	0.33525
C9orf50	-0.186
DHDDS	-0.372642857142857
CTSW	0.0312
NEFM	-1.96616666666667
MRPL28	-1.7295
SYN1	0.264333333333333
PIGV	-0.0755
ZIM2	-0.102
APBB1	-0.130166666666667
SND1	-1.24225
C1orf123	-0.6525
CHD3	-1.02925
BHLHB8	0.18825
RNASE2	-0.364833333333333
BCAP31	-0.315875
SLC25A44	0.119333333333333
CHD6	0.5889
PIB5PA	0.528
SELS	1.1015
LOC541471	-0.102375
FAT2	0.4585
ZNF81	0.032
OR4C16	0.467
FLJ10081	-0.5385
LRRC4	-0.2625
CS	-0.728666666666667
N4BP2	0.5375
IGFBP7	1.80375
ZNF318	-0.0430833333333333
NDNL2	-0.3855
ZNF609	0.030625
SIRT4	1.17175
EXOSC10	-0.79375
ECE2	0.7985
OVGP1	0.742
GTPBP3	-0.738
PACS2	-0.0142
C19orf36	-1.53083333333333
ARL4C	-0.745375
ATG4B	-0.27325
UBQLNL	-0.93
RHOXF2B	-4.4795
PLEKHG2	0.231
GALR1	0.237
AQP4	-0.772166666666667
HDAC7A	-0.3155
DCUN1D3	0.9615
OR8A1	0.049
CCRN4L	0.254375
CBR4	0.237
KIFC1	-1.6015
SLC7A14	-0.785833333333333
LHX5	0.6465
TRPC7	0.235
LPXN	-0.2565
SERPINA1	-2.39525
RPS13	0.192
BPIL3	-0.0595000000000001
PRKAA1	-0.33525
FADS2	0.2151
