Hybridization REF	TCGA-AA-A01C-01A-01R-A00A-07
FCRL5	0.3847
ZNF99	-0.0685
FAM9A	0.287
SNX22	0.556
MBNL3	-1.83483333333333
ODC1	-0.1281
ADORA2B	1.768
NR2F6	-0.03875
ZFYVE16	-0.507666666666667
SYNJ2BP	0.7599
POLE	-0.531625
E2F2	-0.178125
THRA	1.13133333333333
PTGES2	0.0748333333333333
HIP1R	0.832666666666667
TMUB1	0.614
ENO3	-2.473
RSPH10B	0.57
CXorf39	0.866375
IRGC	0.5025
GPR109B	-2.518
FLJ13305	-0.8705
LCE3A	-0.1895
TNFRSF18	-1.8335
DET1	-0.39475
TRPM3	-0.142916666666667
C16orf79	-0.6735
FECH	-2.24583333333333
RAP2A	1.38433333333333
CRIP1	0.0635
AZIN1	-0.312125
SLC7A7	2.7555
IL10RA	-0.4102
TMEM64	-4.00225
CDC42EP4	0.2629
C16orf58	0.0908
ARG2	-1.102
POU5F1P4	-3.26575
FAM62B	-0.256
DNAH8	-2.28677777777778
ASH2L	-0.284
TSLP	-3.2285
CNTNAP5	-0.2534
TMEM16C	-0.164333333333333
IFNA14	0.92
SLC1A3	-1.623875
CABYR	-1.566
BCL7B	-0.2573
NUDT13	-0.757333333333333
C13orf28	0.251
C1orf53	0.11625
ARL6IP4	0.2267
RPL35A	0.15325
EMR3	0.30675
RAB40C	0.876666666666667
SLC41A1	-1.15583333333333
LRCH1	0.3565
LY6G5B	-0.101
FAM124A	-0.525714285714286
MGC10981	-4.45483333333333
CLIP3	-0.216
MAP4K2	-1.24966666666667
CHIC1	-0.442
SULF1	4.0135
C20orf30	0.575
PRDM5	-0.41025
ELOVL1	-0.23975
C11orf48	-0.1585
SLC39A10	-0.021
KCNV1	2.57275
ACP1	-0.356666666666667
ZMYM2	0.029375
B3GNT6	1.24683333333333
C9orf69	1.2755
C2orf15	1.912
C20orf166	-0.059
HSP90AA6P	-0.531
EDG7	-0.9485
NEURL	0.78275
LPL	2.24033333333333
CLEC2D	-1.19061538461538
GRRP1	0.915666666666667
CD8B	-4.1028
HIST1H3D	-0.844666666666666
SLC6A12	-0.176285714285714
FAM27L	0.049
CD84	0.2578
RASA1	-0.7735
PHKG1	-0.0585
MAGEA11	1.837
IMPA1	-1.7195
NPM3	0.6635
RARRES1	1.6385
SH3BP1	0.3335
B3GNTL1	-0.365
ARPC5L	-0.0478333333333333
KLHL26	0.3775
SIM2	0.523625
GJC1	0.8635
C20orf194	-1.266
EXO1	-2.029
SLC2A2	-1.859
LOC285074	-0.59125
LRG1	0.7565
KIRREL	-0.3275
PIK3R1	0.983214285714286
C4orf34	-1.43725
MAF	-1.82466666666667
ADCY4	3.263
ZMIZ2	1.4202
SLC46A3	1.0435
STAMBP	0.111666666666667
CCDC16	1.025
MS4A12	0.5005
TCF20	1.1345
LRRC46	0.03975
C20orf152	-0.702
MRPS6	-0.908125
ABCB11	0.2805
KCNC2	-0.259333333333333
CDH19	-1.162
C9orf123	0.993333333333333
SSH3	0.883
LDLRAD1	-3.039
CCBE1	-0.475
ZNF135	-0.016875
TAAR1	1.5715
WFDC12	0.082
CCDC42	-0.140333333333333
FLJ12529	-0.36075
PER1	-1.3855
TIMM50	0.436333333333333
SMARCAD1	-0.914166666666667
FAM26C	-0.0445
TP53TG3	-2.43016666666667
SH3RF1	0.7029
LMCD1	0.68175
GPR63	0.00549999999999999
FLJ21986	-1.811625
AIFM3	3.72375
MICAL1	0.561166666666667
BLZF1	-1.04716666666667
IQCA	-0.8185
PCDHGC3	-0.025
SAC	0.1725
BCL6B	1.52666666666667
DDO	0.07
MARCO	2.30025
DCHS1	1.516
C1orf170	-1.6815
CD200R1	0.31
C22orf15	0.2245
SEPT11	0.187833333333333
ADNP	0.17275
UST	-2.2066
C13orf34	0.1985
RFFL	1.32271428571429
APBA3	-0.018
C2orf60	-0.558875
CUTL1	1.0447
PMS1	-0.720875
ZNF689	-0.2065
EIF3E	-0.5125
IL9	0.2458
RPL31	0.321
LY9	-0.287333333333333
ATP2B3	-0.095
KDELR2	0.0747083333333333
TFCP2	0.47375
NLRP12	-0.595
FLJ45422	0.31225
TLE4	-0.5703
ZNF570	0.033
FLJ43806	0.3245
TLK2	-0.609125
CIR	0.79425
MARS2	0.9665
COL24A1	0.64175
SDF2L1	-0.3285
HIBADH	0.201666666666667
IGFBP3	-2.43257142857143
C12orf23	-0.574875
PSPC1	-0.075
C20orf43	0.642
TRAV20	0.795
ARHGAP24	-0.173
KIAA1975	-1.38475
C1QA	3.444
DNTT	-5.4486
C10orf6	-1.04283333333333
C11orf41	-1.077375
HNRPF	0.417625
COL11A1	4.81466666666667
UBAP2	0.504833333333333
CDKN2AIPNL	-0.9385
C20orf174	1.18125
SPRED2	-0.17075
PLA2G12A	0.00933333333333333
ICEBERG	-2.181
SCN10A	0.116
C11orf65	-0.88025
GBP5	3.10425
PITPNC1	-1.26333333333333
POU3F3	1.102
NCOA7	1.682125
LIN7C	0.4099
LOC348840	-0.235
NKX2-2	-2.42175
ANKRD13D	-0.327375
LOC123688	-0.13025
FUT2	3.97916666666667
TAAR8	0.172
FZD4	-0.82775
PNMA3	-1.23833333333333
OR4L1	0.4745
WIT1	-1.954
EXOC3L	1.9575
ATPBD4	0.0362
KRBA1	-2.378
UBXD6	-1.18425
HOXB7	-0.924428571428571
C7orf23	0.433
UNQ338	3.54225
STAB2	0.5265
CDC20B	0.74725
IRF9	1.28575
CENTG1	0.04625
TNPO2	-0.737
MCPH1	-0.09875
BMS1P5	-0.75675
SLC26A7	0.60625
HIST1H3J	0.57725
C9orf3	1.1683
LBH	2.22925
MYO1D	2.220125
PTDSS2	0.0715
NFU1	0.90775
DEPDC4	-1.30325
WNT7B	-0.8473
GLP2R	0.0231666666666667
SETD4	-0.8864
DYNLT3	-0.5923
FKBP11	0.4225
SESTD1	-0.484333333333333
FLII	-0.75975
RPS16	0.5139
CHPF	0.0181666666666667
CSNK2A1	0.708166666666667
SUMO1P1	-0.05675
FKBP6	-0.6185
ZNF214	0.649666666666667
TWIST1	-0.360666666666667
DDX56	-0.4255
TRAM1L1	-0.392
EPO	-3.2165
MRPS18B	0.48675
ZNF682	-1.46483333333333
RPL14	0.094
MAFF	-0.14325
LOC51136	-0.627
LY96	-1.2195
DDX20	-0.284
ABTB1	0.444
ARL5A	0.2106
CCT6A	-0.473
HEPACAM	-2.1466
EHHADH	-0.0156666666666667
RBAK	-0.818666666666667
CGB1	0.27725
ITGB5	-0.4883
YIPF3	-0.14175
FKBP2	0.33875
NR1D1	-0.3358
TMEM110	-0.935
NEK2	-0.771333333333333
PRAMEF8	-4.32075
C20orf52	0.8365
PCDHGA3	-2.386
VWA3B	-0.10275
NDUFA5	-0.03775
THAP9	-1.10125
FLVCR2	-0.9195
AP1S1	0.7555
SMAD6	-0.6285
SAV1	-0.175625
SAT1	0.125375
ZNF251	-0.51825
ADAMTS7	-0.0276
RPP38	0.35825
C1orf211	-1.628
YPEL2	0.81115
RBMS1	-0.80175
ZNF445	-0.0674
NRXN2	0.834833333333333
PGBD4	-0.394125
UGT2B28	-1.5765
WBSCR16	-0.0878
NLRC3	-0.52075
ASTL	0.395
ST6GALNAC1	1.97425
ZADH2	-0.296625
MLLT4	0.91225
ARL6	-0.707333333333333
MEF2C	-0.4645
CBFA2T3	-2.6695
AFF3	-0.3285
COG7	0.0355
MYB	0.8915
PLXNA3	0.18
XRCC2	-0.606666666666667
MMS19	-0.76775
ST8SIA5	-1.328875
CHPT1	0.425333333333333
KIAA1712	-0.578875
OR6X1	0.683
ACTR3	0.33625
UGCG	-0.605666666666667
OR4P4	0.291
ZAP70	-3.515
LPP	1.311375
ZNF485	0.23375
PTPRCAP	-0.43925
IL12RB1	0.16825
ATRX	-0.2754
CHST8	-2.9025
C14orf109	0.31675
ARV1	-0.95225
NMB	-0.514285714285714
COX5A	-0.118166666666667
EIF6	1.0445
MPPED2	-1.69766666666667
SEMG1	-1.292
CHRDL1	0.5775
TRAF3IP2	-0.49075
WNK2	1.941375
LILRA4	0.1895
LAMA2	2.504
PXT1	0.9765
RLBP1	-2.657
CD300C	-1.10675
SLTM	-0.412125
FLJ10404	0.03725
APOBEC3D	-1.30616666666667
RENBP	-0.3595
ATXN7L1	0.265875
NID1	-0.2495
TUBGCP3	0.295125
ITIH5	1.45627777777778
CCDC110	-0.41
C8A	-2.49325
MGC87042	-0.489
HOXC13	-4.2815
TFDP2	-1.31575
HCP5	2.07
POLI	-1.2315
UCN	-1.9225
ZNF764	0.442666666666667
C8orf45	0.7925
FHL3	-1.1635
SPATA5L1	-0.19825
MMRN2	1.73833333333333
NDST1	-0.128666666666667
COL20A1	-0.3985
ZNF248	-0.537
PELP1	-0.191166666666667
MBL2	-2.923
RNF41	0.275375
C5orf24	0.035875
THOC5	-0.47625
SERINC3	0.530083333333333
RP11-151A6.2	0.50925
CDCP2	-0.0705
HIST1H2AA	0.342
C11orf75	1.09666666666667
FKBP7	-0.84925
DDOST	-0.56475
GPNMB	-0.852
TTF2	-0.831833333333333
KCNT1	0.164333333333333
SLC39A14	0.18475
NGRN	-0.5797
GPR137B	-0.18725
MECP2	-0.33625
PSMA1	-0.3875
C16orf73	-4.5605
TMEM60	0.669666666666667
CSN3	0.0215
NOS1	0.625833333333333
RAB7L1	-0.617
YBX2	1.8425
KIAA1166	0.2935
FUBP3	-0.116
ABCG1	1.6135
ACACA	-0.462416666666667
ARL11	1.6119
ATOH1	0.3955
ODF1	-0.0815
CREB3L3	0.342833333333333
TMEM127	1.03657142857143
DSCAML1	-1.304
PLN	3.08133333333333
LYPLA1	-1.24041666666667
PRDM9	-1.913
SASP	-0.827
PLUNC	0.0815
INTU	-1.087
HISPPD1	-1.227
LNPEP	-0.768
YARS2	-0.327
APCDD1L	-1.818
ZCCHC4	-0.5704
FBXO22	-1.56266666666667
TTLL13	0.00800000000000001
ZNF669	-0.635333333333333
PTGDR	1.79675
DDX27	1.51975
KIAA0409	-0.1535
GJB6	-0.02975
ASB8	0.3005
PLP2	0.429666666666667
MEPE	0.5185
OR10J5	0.228
KRT222P	-0.17875
COQ7	0.767166666666667
C1orf101	-0.12725
RERG	-1.8082
CHMP5	0.34975
THAP11	0.255
ZNF43	-0.559666666666667
ZRANB3	-1.38583333333333
KRT13	-0.6955
MRPL19	-0.673125
RBBP9	0.346875
SPATA17	-0.345625
BXDC5	-0.685666666666667
PAFAH1B1	-0.726333333333333
MAGEE1	0.914
OSTF1	0.74325
KIAA0323	0.0331818181818182
TXNDC13	-0.173666666666667
CNTN4	0.99225
LCE1B	1.568
UNQ501	0.05325
ZNF154	-0.41825
C3orf64	-0.0375
SYT5	0.0992
PON1	0.0766666666666667
FLJ10357	0.00587500000000002
ATP4A	-1.301
GNPDA1	-1.17883333333333
MGAT1	0.275666666666667
C14orf121	0.713
SLC35B2	0.26425
MIER3	0.179333333333333
CHEK1	-0.84525
ZNF8	-0.534166666666667
TXNDC1	-0.2585
CKB	0.7376
RTN3	0.142571428571429
FZD2	-2.28583333333333
PART1	-0.814857142857143
PSMB6	-0.31775
PCDHB8	-0.74
PHC3	0.4824
PPP1R8	-0.322166666666667
NOVA2	1.119
TNFRSF11B	-3.28775
GOLPH3	0.6375
UBLCP1	-0.416
SUHW3	-0.0275
TTLL1	-1.16825
OPN4	0.5485
OR13G1	-0.4335
ZPBP2	0.687833333333333
HSD17B11	0.764125
C9orf50	-0.306
DHDDS	-0.397785714285714
CTSW	-0.0459
NEFM	-1.95633333333333
MRPL28	-0.21325
SYN1	0.751666666666667
PIGV	0.1875
ZIM2	-0.92525
APBB1	-0.515
SND1	0.312
C1orf123	-0.510833333333333
CHD3	-1.78575
BHLHB8	0.45025
RNASE2	-0.612166666666667
BCAP31	0.3785
SLC25A44	-0.295833333333333
CHD6	0.4723
PIB5PA	1.10161538461538
SELS	0.1195
LOC541471	-0.490125
FAT2	-0.003
ZNF81	-0.1175
OR4C16	0.161
FLJ10081	-0.6184
LRRC4	1.5205
CS	-0.618833333333333
N4BP2	-0.98575
IGFBP7	1.22325
ZNF318	-0.0673333333333333
NDNL2	0.370125
ZNF609	-0.70525
SIRT4	-1.2075
EXOSC10	-0.615
ECE2	0.2895
OVGP1	1.02525
GTPBP3	0.00349999999999999
PACS2	0.5502
C19orf36	-1.55933333333333
ARL4C	-1.47525
ATG4B	0.00249999999999998
UBQLNL	-1.04925
RHOXF2B	-4.696
PLEKHG2	-0.746
GALR1	-0.799
AQP4	0.7106
HDAC7A	-0.272166666666667
DCUN1D3	0.8335
OR8A1	-0.42
CCRN4L	-0.818
CBR4	-0.563166666666667
KIFC1	0.3695
SLC7A14	-1.146
LHX5	-0.4285
TRPC7	0.304
LPXN	-1.33825
SERPINA1	-2.357125
RPS13	-0.2281
BPIL3	0.1795
PRKAA1	-1.139
FADS2	0.6303
ENAH	-0.5345625
PRO1768	-0.173
APBA2BP	-0.32775
LIPH	3.55983333333333
C3orf33	-0.87125
RCC2	0.0785714285714286
ALDH1A2	-3.4639
RNF103	1.34025
AHCY	0.813625
ALG12	0.1015
CCL17	0.105
ZNF543	0.993
ESRRG	0.2925
CNGA1	0.88
RDH5	1.17383333333333
OTX1	-1.4914
PTGFR	-1.376
CDR2	0.72675
SELE	1.23875
NLGN2	-1.68566666666667
EXOSC9	-1.45425
ZNF566	-0.351666666666667
KLRC2	-5.7385
GPR12	0.8605
KIAA0196	-0.54875
PDRG1	-0.0755
SSR3	-0.341714285714286
MSI1	0.21
CST9	0.00750000000000001
CC2D1A	0.494625
PLAGL1	1.40316666666667
ZNF778	-0.4255
RNF2	-0.624625
KLF6	1.13266666666667
THBD	0.603833333333333
tcag7.1314	0.22025
NR5A1	-0.0355
ABCD2	-0.02625
DNAJC7	0.71675
CLEC4C	0.306
TM2D3	-0.225625
CCDC4	-0.5565
PLAC2	-3.03875
DCD	-0.624
FAAH	1.778
POLA1	0.621
TM7SF2	-0.152125
FLJ39822	2.56066666666667
FLOT2	-0.399625
MAP4K1	-0.886166666666667
SRP68	-0.400125
C21orf74	0.577
ARPC5	-0.003875
LOC126075	-0.1805
HECW2	-0.765375
ZDHHC4	-0.70725
ANKRD42	0.6788
PDE9A	-0.8575
ABCA8	-0.644
NDUFS2	-1.5405
UBR5	-0.984375
BTBD16	1.0205
LOC554174	0.343
ZNF20	-0.011
KIAA1843	0.121
WDR17	-0.58775
C15orf33	-0.532
RNF113A	0.23725
CAMKK1	-0.0833
CLCN2	1.763
ANXA6	-0.346
LOC340069	-0.1035
EMID1	0.819125
DPM3	-0.0454166666666667
ELA1	0.425
SLC25A13	0.4376
KRT24	-0.1465
SMPD1	-0.4665
TH	0.6095
COL6A2	-0.0650714285714286
ANKS1B	-0.7615
GPR126	-2.6941
ZC3H12A	1.57116666666667
TMEM47	0.150833333333333
C2orf51	-0.144333333333333
C1orf88	-0.216166666666667
HSF2BP	-1.095
AKAP10	-0.07375
RPAP3	-1.0795
KLHDC8B	-1.071625
STOM	-0.8075
MUPCDH	3.745
C10orf72	-0.207875
PLEKHA3	0.312833333333333
TCP11L1	-1.00375
CWF19L1	0.35525
SPEF1	-0.376
YSK4	1.1815
ELN	1.8358
SAMD8	-0.452833333333333
MPI	-1.0095
MEPCE	0.3169
ABCC3	2.12375
NANOGP1	-3.2985
KCNK17	0.666625
HLA-DMB	3.12383333333333
RRAGA	0.72925
ANGEL1	0.55675
RBM32B	0.462
CPN1	-2.77825
MGC52282	-0.0111
HLA-A	1.76325
OR9G4	0.2215
EDNRB	-1.15575
SCD	0.105428571428571
C14orf80	-0.1195
BAGE2	-0.4325
RABL4	0.107166666666667
RCVRN	-0.445
SHANK1	0.108
NLRP7	-3.4695
CD226	0.08075
STAT3	0.691375
SYNJ2	-0.5309
TPCN2	-0.655666666666667
WDR36	-1.029
MBD4	-0.50875
ROBO1	-0.1466
ST3GAL6	-4.305
SLAMF8	2.24183333333333
ATN1	0.387833333333333
GPR141	-0.00949999999999995
KRT36	0.8815
TPH1	0.5345
DDX52	0.50525
ZSCAN29	-0.184166666666667
TRPT1	-0.175166666666667
DPEP3	0.58175
DENND4A	-1.234375
TSPAN16	-0.6635
PTCHD2	0.255
LOC145814	-0.372
CAP1	0.0501666666666667
EIF5A2	-0.1362
NT5DC3	-1.435375
SEPT9	-0.428
SEZ6L2	0.118875
EGFLAM	1.4235
VPS11	-0.208375
NDUFB5	-0.423333333333333
CIDEA	-0.0231666666666667
IER5L	0.512
N6AMT1	-0.766
FAM83C	-0.1775
OXR1	0.0876666666666667
IRX1	-0.284
DGKB	-0.5835
GCN5L2	-1.14075
MIR16	0.83925
FBXW9	-0.41725
WDR4	-0.350166666666667
PDC	-0.2
VPS33B	-0.67075
HEXB	-0.23075
FLJ32214	0.779
TCEB3	-1.31475
CRLF1	-4.53825
ABI3BP	-1.66575
C8orf22	-3.58975
PYCR1	-1.002
KIAA1706	2.865
CDK5R2	0.776625
WAS	0.1035
C12orf60	-1.002
CCBL2	-0.69025
MADD	-0.2645
C5orf34	-1.4105
WDR42A	-0.0974999999999999
KLF12	0.24325
HSPA1A	-1.76125
ITM2C	0.0871666666666667
DAPK2	3.29533333333333
LOC442590	-0.799
SUMF2	-0.101375
CENPA	-0.792692307692308
TMED5	-0.850375
CDH6	0.0802
BRP44	1.0605
THG1L	0.05225
GABRA2	-0.71825
C14orf166	-0.1405
MYL1	-1.16466666666667
TNFSF18	-0.6535
PAP2D	-1.81833333333333
PPIB	-0.7675
KLHL4	-0.881
SFN	1.3415
CCDC127	-0.1375
FRAP1	-1.17175
GOLGA5	0.04425
SDCCAG1	-0.0835
MGC21675	-0.0348333333333333
C10orf95	0.604
KIAA1345	-1.51316666666667
C1orf163	-1.311
LACE1	-0.980333333333333
OR10K2	-0.217
CENPN	-0.80296
TMED2	-0.07775
UGT1A6	4.367
ANG	0.84725
U2AF1	-0.319833333333333
CASC2	0.333166666666667
NMT2	0.259
OSGEPL1	-1.05475
DFNB31	-0.8405
SLC6A20	1.2585
DKC1	0.25
FXYD4	-0.8335
WDR64	-1.322
MGC5590	0.561
CREBZF	0.46
DAZ1	-0.35225
PRPSAP1	-0.7405
GCHFR	-0.11225
TTC7A	-0.646125
LOC196993	0.466
UBD	1.13633333333333
S100A1	-1.36125
RPL6	0.536333333333333
DNAJB6	0.0426000000000001
NAGS	1.3239
C2orf58	0.484
KERA	0.535833333333333
MT1X	-1.1194
UBE2B	0.1138
KEAP1	0.666
MST1	-3.350125
OMA1	-0.252
ABLIM2	2.86
BCL2L13	-0.540083333333333
JAZF1	-1.3065
TMEM63B	1.0455
S100A8	-0.585
ARFIP2	0.368
UROS	-0.4245
KHDRBS2	-1.067
POLQ	-0.525375
SOAT1	-1.42675
SPAG4	-0.09425
MRPS30	-1.10733333333333
LOC494141	-0.5675
OR2T11	0.184
ORAOV1	-0.3992
ZNF184	-0.0993333333333333
TCEB3B	0.545166666666667
ADAM21	0.1785
GDPD1	-0.305
SPINLW1	0.569
PRR14	0.519333333333333
KCTD9	-0.621
NUDT3	-0.14225
KIAA1822	0.4236
HIST1H4K	0.253
DFNA5	-3.42725
GABPA	-0.7965
C14orf44	-1.22
POLB	-0.993
PTAR1	-0.696
SEC31A	0.112
TRIM58	-1.74275
TAS2R14	-0.664
VPS8	-0.32825
H1F0	2.04666666666667
PRKCB1	-3.909
UGT2A1	0.0615
TOR1B	0.38325
LSS	-1.30216666666667
C2orf19	-0.385
HNRNPC	-0.272
TMEM100	-2.03566666666667
LOC116349	-1.041
OR51M1	-0.9215
CCDC142	-0.2215
ISG15	0.9774375
ZCCHC14	1.0035
CREBL2	0.251875
TGDS	-0.448
DC2	-0.78075
CACNA2D3	-2.06514285714286
ZNF429	-0.1135
LYPD6	0.695833333333333
SUCLG1	0.549833333333333
OR51I1	-0.1775
MAGEH1	0.11525
PRPF40A	-0.3315
SMR3A	0.507
SPINK2	-1.2385
THAP2	-0.77425
NPY5R	-0.763625
IRF4	-2.477
SPESP1	-1.87516666666667
OR10S1	0.3725
DTD1	0.1395
TUBE1	-1.25
DDX19A	-0.14
PDPN	-0.383625
TMEM34	0.220416666666667
MGAM	0.6355
COL3A1	6.02005555555555
GFM2	-0.6639
OR5A2	0.1795
PSG9	-0.892
ARHGEF11	-0.710666666666667
IVNS1ABP	-1.0169375
SIGIRR	1.11475
DUSP19	-0.4745
DNAJC14	-0.3231
ACSS1	1.99775
IL1RAPL2	-0.0915
C4orf30	-0.6565
SEPT4	0.99775
LANCL3	-0.68475
SPAG17	-0.110833333333333
PRDX3	-0.60025
HNF1A	1.789625
P4HA2	-0.525125
RFWD3	0.381
MOV10	-0.99175
DNAJA5	0.359214285714286
LOC729440	0.4405
LOC200383	-0.17275
SMC2	-0.74975
MIXL1	-0.939833333333333
TMEM9	-0.80625
FAM86A	2.4325
ZNF174	0.2664
MYH14	0.273
CCR8	0.428666666666667
VPS37C	0.0931666666666667
GPATCH1	0.447333333333333
B3GNT8	4.24
TBX4	-0.267
CNR2	0.214666666666667
PCDH1	1.3955
C5orf29	0.634428571428571
OCIAD2	1.90225
PLCG2	-1.01825
KIAA0247	1.403375
HRH3	0.139777777777778
CAPN13	4.129375
CCR1	-0.8743
MGC15523	0.0628333333333333
UVRAG	-0.477166666666667
DNAJA2	0.0133333333333333
ITGA2B	-0.614833333333333
CLDN5	3.245125
PTPRN2	-1.12921428571429
ZNF512	-0.734833333333333
PSAP	-0.606642857142857
CCDC140	-1.6055
LRRC55	0.39775
CYP26C1	0.2405
C8orf47	3.4015
LYN	0.37575
DUSP6	-0.2175
TGFB3	0.914571428571429
ELK1	-0.2825
PCDH11Y	-0.3518
HGD	-2.5405
C17orf58	-1.0055
MYO3A	0.702
SERPINE2	-3.19616666666667
AARSD1	0.693875
C14orf73	-1.22075
ADAM33	0.1555
ZNF491	-1.0845
MAPK6	-1.70133333333333
TCN1	0.782
SLC24A6	0.5015
UBE2R2	0.69175
H1FNT	0.41775
TATDN2	-0.238166666666667
LILRB1	0.55025
P2RY5	-1.642
NUCB2	-1.226
C2orf37	-0.03
SNX27	-0.576166666666667
MTA3	-0.630375
FOXO4	0.116875
ID4	1.02816666666667
SOX5	-2.352
PXMP3	-0.1845
OR52M1	0.798
SFT2D3	0.824125
INA	-1.46166666666667
MCOLN1	-0.72575
NFIX	0.7722
CLEC14A	4.65766666666667
HIBCH	0.178666666666667
PLA2G5	1.50075
TIMM10	-0.479333333333333
MED17	0.0207
COL4A4	-1.729
TPP1	0.318
GJA3	-1.67
TMPRSS5	0.30425
AADACL3	0.292
DNMBP	1.99275
ENPP5	1.53266666666667
NQO1	0.2507
ZSCAN2	-0.5705
SEC24C	-1.17883333333333
GTF2A1L	-1.1355
AXIN2	3.8049
FAM33A	-0.6785
C16orf13	0.9335
SPNS2	2.025
TAF1	0.0585
AP1G2	0.3615
RBM42	0.472166666666667
HCN2	0.4215
EFHB	-0.00233333333333334
RUSC1	-0.451833333333333
GRIK5	0.3615
USP21	-0.727833333333333
ATAD3C	0.67225
ORMDL2	0.732
PRSS7	-3.02
PSAT1	-2.243
FLJ13195	-0.953333333333333
TBC1D1	0.130333333333333
IFNG	0.109
OTOS	0.285833333333333
ZNF773	0.377833333333333
EMD	0.4165
RETN	0.822
CCL8	3.035
APH1A	-0.48425
COX18	0.344875
GTF2IRD2	0.6205
CCDC82	-0.6705
PAFAH2	-0.1833
NPEPL1	0.0564
RP11-114G1.1	-0.085
TP53INP1	-0.014
ZNF300	-0.0183333333333333
FOXL2	-3.366
LARP2	-0.230916666666667
LATS1	-0.08025
HTR6	0.244
SPOCK2	0.1475
RNF144B	-0.0101666666666667
HTATIP2	0.31825
MGC10334	-0.004
CENTA2	1.306
FGF2	-2.28025
FXYD7	0.38225
PHYHIPL	-1.603125
GPR34	2.017
DDX6	-0.133833333333333
OR10W1	0.211
LHFPL1	-1.606
ZNF313	1.00064285714286
VPS28	0.0705
AP3M1	-0.5571
AKR1CL2	0.88325
TRAF4	0.3515
OR2B11	0.39
C19orf12	0.0531666666666667
AKAP9	-0.215333333333333
C1orf62	0.45625
SLC20A1	-1.3861
FAM112A	0.2815
LDB2	-0.1295
MRPS23	-0.90425
KLK5	-0.304125
SPTB	-0.4923
EFEMP2	0.24525
EFNB2	3.1265
PCM1	-0.517
NMNAT3	1.52775
TSG101	0.371833333333333
C8orf40	-0.257666666666667
NOB1	-0.064
ABHD3	-0.8085
GTF3C4	0.114375
PIGN	-0.074
GALNTL1	-2.9965
AEBP1	0.902625
OR9Q1	0.4645
ANKRD2	0.198
CCL28	-0.24925
TRIM38	-0.166333333333333
TMCC1	0.11325
SMG5	-0.069
LRRC7	0.069
NCAPD2	-0.857166666666667
C6orf153	-0.87625
C1orf74	-0.50875
OTUD6A	0.579
DCP2	-1.27633333333333
TMEM24	-0.5465
RPL18	0.330166666666667
TMEM177	0.5075
LRRC37A3	1.3225
C1D	-0.487833333333333
LDHC	-2.053
UBE4B	-0.204166666666667
NIT1	-0.444
BTN3A3	-0.012
RASD1	0.740625
COMMD3	-0.40025
SHFM1	0.89875
BIRC8	0.71225
DUT	-0.2895
C12orf51	-0.104
LRRC59	0.112666666666667
LY6H	-0.621
WDR22	-0.1665
EDEM1	-0.243642857142857
ADH1A	3.635
PANX2	-0.4269
CYP11B1	0.4435
CDC73	-1.37075
GPR172A	0.586
GSTM3	-1.18276923076923
KCNA5	0.413375
SERAC1	-0.7135
NFATC2	0.305
ANAPC5	-0.3601
C15orf24	-0.64625
NFATC2IP	-0.18025
TNRC6C	-0.1355
MGC102966	-1.863125
FGD5	0.722166666666667
MED9	0.4845
RAB13	-0.726166666666667
C15orf49	-0.353
CRYGS	0.2445
C12orf53	-0.6826
LOC283693	-0.055
COX6B2	0.886125
PHF14	-0.762
FAM3A	-0.06425
RPL13	0.6941
PRDX2	0.0575
FLJ34047	-1.59625
PRMT3	-0.54325
KCTD19	-1.5845
TRIM10	0.559666666666667
MGC26597	-0.893
GCNT4	-0.11525
GPRASP1	0.279
CDKN1C	-1.46575
RHBDL2	0.5774
HSPH1	0.66275
AQP1	3.732125
COL17A1	1.756
GFAP	1.40325
CDC16	-0.00575
KIAA1614	0.1415
C6orf118	-0.313333333333333
ZSWIM5	-0.00325000000000002
FAM83F	3.2385
LYNX1	0.0294374999999999
SYNPR	1.1265
XG	-0.463333333333333
PRSS16	1.5245
KIF13B	1.77571428571429
PCDH9	-1.4525
HIST1H2AH	0.935666666666667
RBM18	-0.39025
ZNF626	-0.830875
HEXIM2	-0.1875
ITFG1	-0.335
TUBG2	-1.486
SFRS7	-0.423916666666667
C9orf14	1.647
EXTL1	-2.43625
GBP3	0.938833333333333
WDR5	-1.3845
RARG	0.327666666666667
MYO7A	0.628625
CECR6	-0.894
C13orf3	0.293125
SFRS18	-0.566625
ACVR1B	1.032
PSMD1	-0.5803
C7orf31	0.542
ILVBL	-0.1355
IFNGR1	0.9405
RNF186	8.12125
NOL9	-0.67275
MAGEL2	0.23425
SLC29A2	0.23775
NHSL1	1.1265
RBMX	-0.313
PSORS1C2	0.67375
RAD51L3	-0.0644166666666667
LCN6	0.54875
ORAI2	-1.324125
BRUNOL6	0.0145
OR4K5	0.2225
CDC123	-0.456
MSLN	0.316666666666667
WWTR1	-2.90483333333333
ZNF700	-0.662833333333333
COBL	0.80775
PPP1R16B	-0.361875
GAS7	-0.849
MDN1	-0.89625
HAAO	1.13
C9orf68	2.64225
TNFAIP2	-0.20125
FOXN1	-0.463
hCG_2033311	0.701
ATP6V0D2	-0.4297
RPL41	0.7595
SLC38A1	0.722875
ARHGAP6	0.339166666666667
ADAD2	-0.563
PHF20L1	-0.424625
MCM3AP	-0.406666666666667
ST3GAL3	-0.620166666666667
SNX1	-0.572166666666667
ELF5	3.94725
PARP3	-0.161125
RBM8A	-0.7845
