Hybridization REF	TCGA-AA-A00F-01A-01R-A002-07
SPIB	0.628625
TBCB	-0.3965
SLC5A11	-0.33875
ADRA2C	-3.42233333333333
DHCR24	-0.569666666666667
MEF2D	0.512625
C6orf114	-1.308
ZPLD1	-0.2825
MYO1B	0.918083333333333
VAMP8	1.545875
ANKRA2	0.27025
C11orf42	0.3165
TAS2R60	0.2525
PANX1	0.00612499999999998
C12orf42	0.0466666666666667
RCBTB1	0.75675
FGL2	5.081
CEP70	-2.221375
WASL	1.112
SEPT14	0.183
DCHS2	0.2325
CYBA	1.0785
ARHGAP11A	-1.8875
MPZL2	0.654
KIAA1881	0.2475
ANXA1	-1.185
AFF1	0.1365625
FRMD3	-0.4105
SUSD5	-2.273
C9orf32	-0.9365
RASSF7	1.582125
KIR2DL2	0.464
SENP1	-0.2735
C20orf195	1.168
C3orf44	-0.10275
KRTAP9-3	0.2355
ZFP28	0.26425
PLCB2	0.5947
TXNDC15	-0.75525
CALR3	-0.71
HLTF	-1.62035714285714
C17orf67	-0.91725
NDUFA6	-0.479375
PKP1	1.01625
HMG20B	-0.90075
GPR180	0.3513
BAI3	0.3755
NOSIP	0.4459
TRIM23	-1.04775
ARL1	-0.399928571428571
CDK5RAP2	-0.71275
SSH2	-1.10983333333333
KCTD15	-1.68466666666667
FTHL17	0.5535
AK3	0.909666666666667
RAB3C	-0.59475
PAX4	0.65975
KDELC2	-0.38375
BIK	2.76166666666667
KIAA1553	0.1045
CEP135	-0.6135
NANOG	-3.6815
TRIM22	0.731333333333333
CDH13	-1.13383333333333
B4GALNT4	-2.68925
MDGA2	-0.3855
SAMD3	4.24533333333333
OR1E1	0.415
TAS2R10	-0.261
FASN	-1.30025
GPR116	2.9412
ZNF219	0.796833333333333
CD33	-2.9515
RAB3GAP1	0.4215
H1FOO	0.109
NXPH3	0.0525
CROCC	-0.856666666666667
GPX7	-1.56125
BASP1	-2.2502
STAM	-0.95
TBK1	0.2215
STX2	0.182
RPL29	-0.22875
NR1H3	0.63125
MPPE1	-0.403125
PHACTR3	4.21175
SLC44A2	1.1035
C10orf109	0.3285
CLCN6	-0.5125
C16orf59	-1.001
SQSTM1	0.5235
AADAC	-0.63225
LRRC8C	-2.06825
BIN3	-0.6714
HPS6	-0.02825
MAN2A2	-0.3507
GABPB2	-0.957125
KCND1	-0.48525
PTPN11	0.402785714285714
ZNF274	-0.414
ATF3	0.27175
C7orf26	0.358
C1QL3	-0.131
WDR54	-2.474
FLJ40869	0.0815
ZNF397	-0.206875
MLL	0.2811
TTLL6	0.810875
ANKRD15	0.512166666666667
KIAA1958	-0.4585
C1orf218	0.429625
ZDHHC16	-0.4
DDX47	-0.69125
EVI5L	-0.371666666666667
GDF6	-6.0735
TAPBPL	1.30083333333333
BTG1	0.5223
DPP4	1.350375
KLHL23	0.26825
APOC3	-4.0215
BTBD12	-0.5905
CNOT4	0.444375
HIST1H3I	-0.335666666666667
OR5H1	0.18725
APEH	-0.04275
TRY1	0.414166666666667
SLC26A8	0.376333333333333
KCNA2	-0.229666666666667
TMEM159	1.06625
C6orf81	-1.18816666666667
PCYT1A	0.216
C6orf157	0.38225
BRMS1	0.27375
CHST1	0.4135
LGALS1	-1.008375
TAF1B	-1.268
FLJ40504	0.2795
GPR173	0.6695
COL15A1	0.77125
CASP10	1.21307142857143
PCMT1	-0.7315
HDAC5	-0.4512
LOC641367	0.0815
EVC2	-0.476
SGPL1	0.216166666666667
GON4L	0.112928571428571
AFG3L2	-0.7695
C5orf15	-0.946833333333333
UBXD1	0.4094
LILRB4	0.509
GSTA4	-0.414666666666667
ADIG	0.046
GRIPAP1	0.169
HIST1H3B	-0.6075
BTRC	-0.235833333333333
USP49	-2.092
IQCH	-1.328375
ACBD6	-0.586
YEATS2	-0.895
CABP5	0.433
TRIM3	0.11625
HNRPM	-0.12475
FGG	-4.5819
C18orf16	-0.275333333333333
CLEC2B	-1.8925
PQBP1	-0.442666666666667
JTB	0.163833333333333
REST	0.790166666666667
SLC8A3	-0.433
TMEM16H	-0.17075
MRPL47	-0.091125
EVI1	3.4599
MUC1	1.03075
TEAD3	0.853125
STOML1	-0.454375
USP24	-0.3284
PNMA5	-1.119
MAEL	0.0111666666666667
LBP	-0.1353
HSD17B4	0.38375
SEC31B	-1.50325
IDH2	0.0305
SFRS16	-0.0695
AICDA	0.988
RNF180	-1.62825
C1orf56	-0.657666666666667
FLJ10324	-2.05216666666667
GPR148	0.256
MEF2A	-0.3395
ASF1B	-0.5455
HTN3	-0.64475
RNF215	-0.2715
SLC4A3	-1.8945
ADAMTS9	0.6032
C9orf66	-0.379333333333333
FOXD3	0.8065
GSDM1	0.405
IFITM5	1.3645
PODXL2	-0.9105
C1orf176	-0.3515
RPS3	-0.0755
hCG_2004593	-0.444125
COL21A1	-1.18325
NTNG2	0.533166666666667
RAI14	-1.25066666666667
P76	-0.3685
LRFN3	0.080375
FAM14B	-0.46725
FKBP14	-1.11375
TNNI3	-1.368
HOXB3	2.593375
SGCB	-1.13575
PPAPDC3	-1.18075
FRAT1	0.0815
MORN1	-0.6525
ARHGEF2	-0.6025
BNIP2	-0.92375
DHX30	-0.126
EEFSEC	-0.894
FGF20	0.361
FLJ38973	0.279071428571429
PLCH2	0.310916666666667
CCNG2	0.064625
PSPN	0.2195
WDR88	-0.3375
HOXB13	2.3215
MTMR8	0.408
SPAM1	-0.501
PPP2R1B	-0.324
TANC1	0.639375
CNN3	-0.5936
CHGA	3.94825
C9orf128	1.1385
CACNA1B	1.11366666666667
MMAB	-0.7611
RHOA	0.0684166666666667
RAPGEFL1	2.03225
SLC1A5	-1.09466666666667
CALCA	2.9125
SYCP1	0.30875
CXCL11	2.74575
GFI1B	-1.367
PSCD1	0.229166666666667
C11orf58	0.207
MGC45438	-0.643833333333333
NUDT18	0.392833333333333
ASB3	-0.9525
ZP1	-3.579
LPPR2	-0.7297
ZNF527	0.0781666666666667
ZNF771	-0.305
TTBK2	-0.72925
TRIM55	-1.20225
GJB3	1.48933333333333
PRSS35	-0.383
SCRG1	-1.108
ZDHHC24	-0.27475
DUSP26	0.17475
C1orf51	-2.081875
DNAJC3	1.47966666666667
LITAF	1.262125
ZNF410	0.21125
AFP	-4.904
ZW10	-1.2395
PHOX2B	0.86
VILL	3.324
ELOVL7	0.174125
LOC644186	-0.551
PPP3CC	-0.95575
CHST13	-1.93825
WDR40B	0.0870833333333333
MEA1	-0.0205
HILS1	-1.8445
DLX6	-2.84016666666667
NKG7	0.793166666666667
EMP1	0.89
ACTR6	-0.2525
CHCHD7	0.822785714285714
COG2	0.019
TCEA2	-0.6397
TARS	-0.80875
FLJ20294	0.547333333333333
ZNF92	0.0335
TRAPPC2L	0.2918
ARHGAP28	-1.085625
CCDC109B	-1.292
LGTN	-0.797666666666667
INGX	0.582833333333333
LOC124446	1.16775
RPS2	-0.7925
C17orf75	-1.76283333333333
NBPF1	-0.7195
SLC2A8	-0.450083333333333
SNRPE	-0.661
CARD6	0.32375
IL13RA2	1.908625
CUEDC2	-1.24725
C4orf19	3.13375
AOC3	0.589
MTHFD2	-1.75983333333333
OR5M9	0.212
C4orf38	-0.495333333333333
SS18L2	0.65675
OAS3	0.431833333333333
LARGE	0.33575
LRIG3	1.62916666666667
LIMA1	1.40025
STARD3	-0.780916666666667
VPS39	-0.00212500000000001
CTAGE6	0.7515
ODAM	-0.57725
MORF4L2	-0.847875
GSTO2	0.66925
MTFMT	-0.83475
PRKAB2	-0.123785714285714
ZNF76	-0.645833333333333
HSPB2	3.7625
CRB2	0.8415
KLRK1	-2.485
LYST	-0.459
UBE2M	-1.35866666666667
SLC16A9	2.11525
ZNF281	-0.41525
ST8SIA1	-1.626
C9orf105	-0.456
ANKRD46	0.04625
FAM108A3	-0.061
C20orf91	0.00599999999999999
ZYX	0.220833333333333
RSPH1	2.43275
ZSCAN5	0.17525
RIMS3	-0.364666666666667
KRT76	0.2705
CEACAM4	0.459833333333333
SIRPB1	-0.16
CFHR4	-0.6965
SOX3	-0.142333333333333
GATAD1	0.621625
C21orf57	-0.2995
TMC8	-0.54
AVIL	1.62433333333333
LMOD1	3.104
HIGD1A	1.213625
NEU3	0.026
DES	2.277625
BZW1	-0.7399
ZNF221	-0.0825
CCDC27	-0.086
GDAP1	-1.2525
RBBP4	-0.472
MGC40499	-0.3515
PHKA1	-1.259875
PRKAR1A	-1.34088888888889
HSD3B1	3.8
RAD52	0.440833333333333
CD207	0.127
LOC389791	0.171
RSPO1	-0.3075
TMEPAI	3.688125
MFSD2	0.986375
ETV4	0.477833333333333
SCGN	1.3845
LOC391356	-0.26125
MPP1	-0.296
STARD3NL	-0.17675
TFAP2D	-0.647
CD2AP	1.740875
CCL20	0.9555
CCDC86	-1.255
ZFP30	1.10825
CTBP1	0.5655
MAK10	0.136166666666667
STXBP5	0.0808333333333333
LOR	0.1444
MAP6D1	-0.4375
ARMC7	0.015
TMEM150	-0.1238
NSL1	-1.1265
KIF5A	-0.65525
ASCC2	-0.554833333333333
PSENEN	0.353833333333333
OPTC	-0.069
FCRL2	0.371333333333333
KBTBD11	1.47975
PCK1	2.87475
CENTD3	-1.092
MEGF8	-0.2395
ALPPL2	1.8565
OBFC2B	-0.261666666666667
ZFYVE20	-0.158625
GALC	1.4735
CTRB2	0.45275
C20orf71	-0.1045
TBKBP1	0.8685
CAMLG	-0.596625
TREML4	-0.368
RSAD1	-0.85
TUBA3D	-0.401
KIAA1833	0.403875
PNPLA1	1.464
LRRC34	-0.03
CDH26	-1.368
ZNF167	0.193833333333333
ZBTB26	-0.7593
VWF	3.8994
VTN	-1.31616666666667
BAD	0.15925
PDS5B	1.21908333333333
ZNF644	0.755083333333333
SH3GLB2	-0.446
SMPDL3A	2.0401
NRG2	-2.442125
IL15	0.464
GABARAPL1	-0.901
LAT2	-0.1687
SLCO1A2	-2.61066666666667
LIG4	0.44825
GSDMDC1	-0.51125
BMP4	2.184875
METT10D	-0.251375
SYCE1	-0.268
SPANXD	-5.881
SLC12A9	1.00333333333333
MC1R	-0.713
RNF168	-1.3545
TRIM69	0.403
GALNT7	1.4845
ISG20L2	0.08525
KIAA2026	0.9085
TNFAIP8L1	0.298
DPY19L2	-1.64225
C12orf63	0.938
PRDX5	1.08225
MED6	-0.69075
TXNDC5	-0.313125
CD46	1.00066666666667
CCK	-2.50225
C17orf48	-0.658
ANUBL1	-0.604
SIT1	0.169666666666667
TYSND1	-0.304166666666667
DEF6	-0.177
GLT8D4	-1.66225
UTP14A	1.28075
RPH3AL	1.6325
NXF1	-0.1035
TRERF1	-1.164
TUBB3	-0.7539375
SLC24A2	0.0505
SEC22B	0.447833333333333
ZNF653	0.27625
GGTL3	-0.154166666666667
CDKL2	0.62075
CTF8	-0.372333333333333
EPC1	0.9115
CYP4A11	0.422666666666667
THRSP	0.0788333333333334
LELP1	0.225
TES	2.468125
C17orf87	0.4635
FERD3L	0.4335
SH3TC1	-0.434
RAB36	0.483
CRYGB	-0.931
GRIA3	0.6063
BHLHB9	0.9005
C1QTNF9	0.4635
GOPC	0.68775
PNPLA8	0.474333333333333
ZNF444	-0.23575
FMO1	0.72175
POLR3C	-0.1775
SLC35F3	-2.8565
SGCG	-3.6225
DCDC2	-2.49366666666667
NANP	-1.30325
MGC23270	-0.578
BEX4	-1.54133333333333
HYDIN	-0.1717
RPS6KB2	-1.3305
ADRM1	0.161666666666667
BAT3	-0.40675
RAB31	-0.3171875
SCGB2A1	5.8905
SLC6A14	-1.709125
DDX4	-0.559
PRRC1	-0.0146666666666667
AP3B2	-0.902
TRGV7	0.019
TMEM184B	-0.083
ADPRHL1	1.03666666666667
C21orf45	-0.24925
ARNTL	0.129625
AADAT	0.356625
CCL2	-0.0908333333333333
SNTB2	0.9785
RGS9BP	-1.78
KPNA1	0.076
TMEM41B	0.551666666666667
S100A11	0.284416666666667
DOT1L	-0.5675
EFHC2	-0.83675
CLTC	-0.930166666666667
SRP9	-0.305857142857143
ZNF521	-1.37875
FAM26F	-3.19425
GPR88	0.161833333333333
COL13A1	-0.635
CHMP4B	2.3621
SIGLEC6	0.350166666666667
NFAM1	0.325
PVRL2	-0.0276
ALKBH4	0.2875
CCDC93	0.527125
NXT1	-0.33075
KCNK4	0.672
TROAP	-0.522
KCNA10	0.10175
CCDC114	0.259
RAN	-0.356916666666667
LMTK2	1.2665
LOC400657	-0.5555
UFC1	-0.23375
UBE1DC1	-0.9095
EEF1A1	-0.443111111111111
CHAC1	0.1595
HMGA2	-1.9915
B3GALTL	0.674
ING2	-0.90275
C1orf109	-0.49
INTS3	0.414
ZNF558	0.27775
TRPM4	2.64666666666667
LTB4R	-1.2845
ISYNA1	-2.26725
LSM7	0.676
LRRC47	-0.595875
ZNF179	-1.13083333333333
EXDL1	0.133166666666667
SLC4A10	-1.120125
ACSS2	0.799
COPS7B	-0.6875
KIAA0040	0.733333333333333
C1orf95	-0.171
AP1GBP1	-0.34475
OR9A2	-0.2215
FAM71C	0.168166666666667
RIN1	0.243666666666667
ITGA4	-2.397
DNAJC6	-0.917833333333333
CLOCK	0.545
SLC35A4	-0.0625
DSG4	0.9355
LOC26010	0.60975
NSUN2	-0.86775
TMEM86B	-0.9053
C14orf135	-0.86675
KIFC3	-1.287
PHF5A	-0.01025
NCAPH	-0.99275
STK11IP	0.3125
FLJ42953	-0.185625
CCDC19	-0.824833333333333
ZNF329	-0.0265
TAX1BP1	0.9115
ZDHHC18	-1.14283333333333
C10orf88	-0.552
TMBIM4	0.8096
NMUR1	1.885
KIR2DS4	0.385125
C9orf90	-0.06725
MGC87631	-1.079
KDR	2.1145
ST3GAL2	-0.62575
RLN2	-0.905666666666667
HPD	-3.0585
MOXD1	-2.126
PDGFRL	-1.57733333333333
SMYD4	-0.474230769230769
FAM103A1	-0.663333333333333
MFAP4	-0.411
LOC285141	-1.126
TMEM45B	2.423875
SMCR7L	-0.0933571428571429
GZMH	2.046
CBLN1	-0.261666666666667
CNNM1	-1.19425
PHF17	-2.13008333333333
NUP98	0.388666666666667
RMI1	0.039
PTPRS	-1.466
ANKRD57	0.887625
CLDN15	0.247833333333333
OR51A2	-0.1555
GUCA2B	4.9495
DOCK9	2.141
ITGB1BP1	-1.03616666666667
DLG2	-1.329
BRAP	-0.29375
SESN3	0.7195
ZC3H7B	1.24025
FAM101A	4.903
FKSG24	-0.25875
ZYG11B	-0.071625
RFC2	-1.3055
SH2D3A	2.20166666666667
DVL3	-0.27075
ADFP	-0.0885
KRIT1	0.18675
SERTAD3	0.191333333333333
LEFTY2	-3.68525
KRT27	-0.2005
SCFD2	-0.419
MN1	-1.604
RORA	-0.67625
PTPRD	2.302
PIAS2	-1.3715
CYP4X1	2.09633333333333
FBXL15	0.30425
MYH15	0.0431666666666667
CRX	-0.122833333333333
TBC1D13	0.12725
SLC22A17	-0.5805
PLK2	-1.50583333333333
ARHGAP9	0.499
EIF1B	-0.14625
C20orf185	0.18425
DEFA7P	0.3825
PRIM1	-1.81866666666667
CRYAA	-2.80275
BACE1	-0.3865
AGTRL1	0.453166666666667
ACAD9	-0.239375
GRASP	0.32475
RBP4	-0.479833333333333
TFB2M	-0.211
METTL9	-0.1973
ATP5O	-0.53575
SP100	0.9183
CPSF1	-0.720833333333333
S100A4	-0.525
LIME1	0.003
GPR137C	-2.59075
OR2A2	-0.1
C2orf29	0.1575
NUP188	-1.35175
SDPR	-0.18525
RAI1	-0.2275
RPS20	0.2991
LAMB1	-0.39525
ADM2	0.233333333333333
ZNF229	-2.818
DKFZp434K1815	-0.7535
EPN3	0.681333333333333
CLIC3	-0.937
MEIG1	-1.594
HMGB4	-0.57925
STARD10	1.063625
KLF8	0.31125
EPB41L2	1.80833333333333
JMJD6	-0.625125
CTSL1	-2.07466666666667
GPR27	-0.8715
ELAVL4	0.61375
MMP21	-0.0055
PPM1B	0.37825
SUV39H1	-1.05025
AAMP	0.3155
TUSC4	0.200833333333333
MBD6	0.55575
KLK13	-1.207625
FMNL3	-0.0531666666666667
TRIM13	1.37625
C15orf5	-0.1535
IQCF1	-0.30825
CACNG8	0.2805
SLC35D3	1.33166666666667
ZDHHC9	1.932
ODF3L1	-0.2145
C9orf86	0.4465
TSEN2	0.6605
C17orf64	-0.088
SEPX1	0.8872
TSPO	0.894833333333333
SYMPK	0.1705
ADORA1	-0.87975
TSPAN10	1.275875
SEMA6C	-0.7705
RTTN	-1.0581
IL2	0.202666666666667
ARRDC3	-0.8045
TBPL1	0.0306666666666667
STX12	0.25625
MRPL39	-0.69775
OR8H3	-0.9065
IFIT5	-0.157
CASC5	-0.916
FAM46A	-0.158333333333333
HPCAL1	-0.46675
CYLC1	0.375
VGLL2	0.016375
C20orf191	0.2975
CDH1	2.79733333333333
ITPA	-0.233
CCDC101	0.25025
D15Wsu75e	0.065
EDA	1.024
CREG1	-0.983
OR7G2	0.1175
SAP18	1.74508333333333
IFIT1	-1.2335
CALML3	-0.644
FLJ37440	-0.7335
FNDC5	-1.66425
SERPINB6	0.463642857142857
JUNB	0.7436
SYS1	0.90525
SCN2A	-0.013
ZKSCAN5	-0.5543
WNT7A	0.166333333333333
TSHZ3	1.1835
RNF148	-0.0935
H6PD	0.7785
CAD	-0.524
ZNF449	-0.212
DOCK10	-0.7205
FAIM2	0.1145
HEXDC	-0.695
PRB1	0.659
C14orf148	0.218
ETHE1	2.79475
IRF5	0.2541
GNMT	-0.789333333333333
MGC16291	-2.31925
RPAIN	-0.831857142857143
CAGE1	0.897
CNTNAP3	-3.349875
ACTR1B	-0.02425
EEF1E1	-0.91975
MSX1	-1.023125
ESF1	-0.3361
HSPC171	0.6825
MRPL2	-0.126666666666667
RDH12	-0.109
CELP	2.787
METRNL	-0.181
C10orf116	2.746
C19orf48	-0.73575
ZNF346	-1.00175
NCR1	-1.635
C10orf64	0.4635
CD52	0.47925
VPS18	0.264625
AP4S1	-0.980666666666667
NPBWR1	1.6875
TPK1	2.55625
UBA52	-0.310166666666667
RIPK1	0.8265
CPNE3	-0.4278
HSPC159	-0.210625
C8orf38	-0.50875
LRRC4B	-0.776
PARP10	0.9311
ANKRD50	0.415125
CXCL9	2.99025
FGF18	2.00954545454545
EIF2A	-0.32225
SLC20A2	1.19783333333333
KIAA1549	1.3645
SPINT1	2.26
ZNF584	-1.0185
CRBN	0.166166666666667
ABCF3	-0.357
NCBP1	0.324833333333333
PLA2G4F	1.35533333333333
PCDH10	-1.21557142857143
TTC21A	0.64675
C20orf144	0.9615
FGFR1OP2	-0.673666666666667
SLC9A1	0.0961
CHRND	0.4155
FOXF1	2.47575
KIAA1467	-2.6125
TPO	0.00383333333333333
LTF	0.532928571428571
DNAJB9	-0.058
MRPS27	-1.2535
bA16L21.2.1	-0.32475
WBP2	-0.276
MRGPRX3	-1.78616666666667
PRPF18	-0.2685
C10orf58	-0.56325
SMOC1	-0.6146
ADAT3	0.809333333333333
TMEM138	0.0345
TMEM131	-0.181625
TIMM8B	-0.25175
MYH7	-0.22
ST6GAL2	0.806625
KIF1C	0.77225
SUHW2	-0.802
PAPSS1	-0.21175
CABP2	0.117
HOXA4	-0.33625
ELF2	0.024
SEMA3D	0.0659
MC5R	0.1625
OGFR	0.403
FLJ30092	0.211
TGFA	0.9008
MMP17	0.9875
KIF15	-0.50625
CHIA	0.458
CATSPER3	0.00675
CEACAM7	6.4865
PADI2	3.473625
HOXA9	5.60383333333333
LNX2	2.03216666666667
TMEM144	1.635
HIF1AN	-0.56175
METTL7A	0.0215
C6orf165	-0.819666666666667
KIAA1468	0.879375
DSG3	-1.422
ZNF180	0.186833333333333
EIF4E3	1.36175
SLC46A1	-0.034125
DKK1	-4.6055
ZNF205	1.25666666666667
LOC162073	1.63922222222222
COX7A1	5.417
MAGEA1	-5.09316666666667
NEDD8	-0.757333333333333
KLHDC5	0.421
C3orf19	1.184
MRPS2	-0.53775
POLR3H	-0.756642857142857
ABHD11	2.1206
TMEM17	0.37125
PAIP2B	-0.1614
MAT1A	-4.09825
LGI3	0.13525
THUMPD2	0.0905
TKTL2	0.1315
XAGE3	-0.6315
CALM3	0.198916666666667
C6orf136	1.01016666666667
KCNC4	0.253166666666667
RGS9	0.877333333333333
ACIN1	0.1765
SPATS1	-0.22225
XKR8	-0.2425
FAM84A	5.58525
MS4A7	3.57627272727273
AGXT2L2	0.4845
OR1F1	0.145
SMAP1L	-0.975083333333333
IPO11	-0.524375
ZC3H11A	-0.2653125
C1orf151	0.460625
RNASEH2A	-1.03125
CCR10	-1.313
TXNDC11	0.28775
TMEM112	-0.03
MAP1B	-2.34592857142857
NVL	-0.291
PKM2	-1.38895
ARC	-1.33525
NUP54	-0.3655
PPFIBP2	2.52233333333333
STAT2	0.496
PTAFR	0.669
ROBO2	1.6145
RNF40	-0.3305
CCDC135	-0.730666666666666
IFT81	-1.01933333333333
MORF4	-1.31175
TM7SF3	-1.194875
OR10H3	0.3905
ABP1	4.278375
CHRD	-0.495375
PLEKHA8	0.014
NCALD	0.547916666666667
OR5AK2	0.1785
ACCN1	0.402333333333333
SLITRK1	-2.02975
ARMET	0.19325
C9orf52	1.708
REEP4	-0.9645
MTSS1	-1.240375
ADH1B	2.40183333333333
DLD	-0.07775
CDK5	-0.5705
PPFIA1	0.1119375
WFDC3	3.1535
DNAJB12	0.350928571428571
RANGRF	-0.3395
MLANA	-4.73725
AMY2B	-0.00350000000000003
KIAA0319	-1.43825
RPS7	-0.254
JAK3	0.2652
ARFGEF1	1.0285
CXCL5	1.69908333333333
TRAPPC4	-0.30525
CETN2	-0.084
HSPC111	-0.411
RHOBTB3	-1.1649
PHLPP	-0.38
RGS10	-1.2045
TMEM58	-0.34725
CHERP	-0.0445
HSP90AB3P	-0.205666666666667
FSTL3	-0.587
PEX11A	-0.09
OR5V1	0.4825
FCN3	2.141
PTPN3	1.685
NPTX1	-5.045125
C21orf84	-1.607
C11orf51	0.52075
ZBED2	3.7855
FLJ90757	-0.12375
NPY2R	2.21575
PLD3	-1.2275
SYT17	0.4515
SGSM2	-1.982
OR1A2	0.05375
FOXP1	1.033
SLC5A1	3.649
POFUT1	0.69
EPHB6	-2.66666666666667
MYO1G	-2.224
STAC	-2.042
KLHL17	-0.339833333333333
RGMA	0.3942
TJP2	0.9034
FAM114A1	-0.731666666666667
SERINC1	0.60975
SLC9A8	0.84475
PEX19	-0.513625
EDN2	1.04
PSMD7	0.251888888888889
C3orf41	-0.23
UQCR	-0.197625
PPP1R3C	-1.217
LRP4	1.40116666666667
TM2D1	-0.4865
TTC17	0.8174375
C4BPB	-1.76325
CCL25	0.4975
ZNF253	-0.0703333333333333
CHRNA9	-4.23225
SOX11	-2.343125
HIVEP3	0.027
CGN	3.23483333333333
C3orf35	0.587125
PKD2L1	1.10725
SYVN1	0.154625
PDE8B	-2.367375
LOC439951	1.3835
LTC4S	1.42633333333333
MIF4GD	-0.771666666666667
SMARCA2	1.75025
TUBGCP6	-0.217
CABLES1	-0.470875
C16orf77	0.924166666666667
ZNF791	-0.216
FUT5	3.257
ADH6	-1.165
P4HB	-0.6195
CLDND2	0.76725
ALKBH8	-0.02575
PLAC4	-1.58075
F11R	1.27735714285714
MGC35295	0.57
PDZD4	-0.5045
LOC389073	-0.35175
FAM80B	-2.402
PSMB1	0.134
TXN	0.528333333333333
VIPR1	2.884
WBSCR18	0.7709
EXOSC6	-0.278
ACTA2	3.63083333333333
SP5	-0.911
ANKRD1	-3.04425
DDR1	1.1585
ATP6V1D	0.215
PTGS1	-1.30858333333333
RNF157	-0.449
DCC	0.103
SPAG7	-0.79475
FBXO18	-0.72975
UBE3C	0.1266
HOXC6	-0.95725
LRP2BP	-0.6688
MYST2	-1.17975
PDSS2	0.4375
ATE1	-0.54
ARAF	-0.6655
KLF10	-0.23025
PLA2G2E	0.15225
ASCL1	-1.5235
TSNAXIP1	-0.5825
FAM131B	1.75875
IFNA10	0.6925
NUP43	-0.156625
FAM44B	-1.176125
L1TD1	-4.79666666666667
NMD3	-1.33791666666667
C18orf54	-1.3776
PHOSPHO1	-0.6035
RAG2	-1.753
EMILIN3	0.0395
METTL3	-1.26175
VPS13C	0.139875
REXO2	-1.14625
ANXA4	1.53375
CA1	4.69225
DCP1B	0.42475
TULP3	-0.500833333333333
ATP2A2	0.127071428571429
ATIC	0.01325
ADAM15	-0.313083333333333
NPL	0.1005
LGR4	1.48975
UEVLD	0.718666666666667
GAB1	0.83825
SNAI2	-1.2485
ZGPAT	0.8172
SNF1LK	0.030625
DLEU1	0.12275
UBE2Q1	0.276625
ZMYM6	-0.31825
JPH3	-2.36
FAM38A	-0.0550833333333333
PXK	0.461
DENND2D	2.16175
BAX	0.787416666666667
CP	-4.765
RPL37	0.3159
G6PC3	-0.328
NCOA4	-0.6765
LRRC14	-0.63
GORASP1	0.6945
FCHO2	0.883125
CYP24A1	-2.6806
FXYD3	3.691625
SMARCAL1	0.04075
ABCB8	-0.780166666666667
CCDC44	-0.5065
PRDM7	-4.1475
USH1C	4.69425
DNAH5	-1.06633333333333
SRF	-0.0602499999999999
MAL2	2.677
PGPEP1	0.953083333333333
SIN3B	-0.59625
SEMA3C	-0.134
GRAMD3	1.86275
FBXO10	-0.132875
OR5D13	-1.038
FLJ31818	-0.422125
CACNA1I	0.58275
S100A13	-0.64
TP63	-0.708714285714286
ANXA11	0.8668
WDR66	-1.212375
CSF2RB	0.1
IFI44	-1.68575
DACT1	1.37583333333333
ANKRD23	-1.090625
ATP5G1	-0.433833333333333
C21orf70	-0.538833333333333
PPWD1	-1.286
DNAJC13	-0.10475
PAH	-2.3855
PTCH2	0.178
TRMU	-0.80925
CCDC9	0.5795
USP3	-0.1652
DCLRE1C	0.3517
FAM55C	-1.47925
FRMD4B	1.3095
CYP2R1	0.162
RFPL1	-0.9697
XPO5	-0.608
ARL6IP2	0.024
OSBPL5	1.43925
MMP9	2.52827272727273
KIAA0802	-1.08125
DHRS2	-3.99
SGEF	0.6585
TXNDC10	-1.0698
EXOC6	-0.6275
RPS27	0.3
PNCK	-1.6845
FSTL1	-0.69825
AACS	0.1395
SLMAP	0.819333333333333
SAMD4A	-1.0711
ABRA	0.1365
SMARCD3	-0.55775
PKNOX2	-2.685
A4GNT	-0.25
C9orf39	-1.496
RALYL	0.251666666666667
MGC33556	-2.979
C10orf25	-1.2175
BBOX1	0.68425
NHEDC1	-0.90325
XDH	2.26525
GCSH	-0.796
EDN1	3.6145
MTERF	0.345
CLK4	-0.260625
ZNF799	0.588333333333333
KCNG1	-1.6185
CXCR4	-1.53333333333333
PTPRR	1.5215
IRAK1	0.03825
LOC401397	-0.9755
TMSB10	1.28264285714286
CXCL3	1.754
TMC4	1.99325
OR7A10	0.4485
STYK1	3.82125
CHRNA10	0.82675
CCNI	-0.16725
EP300	0.483285714285714
LOC165186	0.0213333333333333
HIC2	-1.72275
SDR-O	0.322
OR2W1	-0.161
KCNA6	0.5045
TRIM74	0.17325
REEP6	-0.86025
ATP5G2	-0.4275
ERG	0.111125
TMEM42	0.03775
PARN	0.559666666666667
SOD2	0.9033125
DIRAS1	-0.728833333333334
PNPT1	-0.57225
JOSD3	-0.17
hCG_40738	0.119
PDE1C	-1.8305
SEMA4D	0.7885
AGPAT1	0.146666666666667
NOSTRIN	1.365
MAP3K3	-1.41933333333333
MAX	0.767857142857143
CAPS	-0.860333333333333
SERPINA12	-0.0025
OSBPL8	0.00912499999999998
RICS	1.2165
NR4A2	0.251166666666667
PPCS	0.4745
LONP1	-1.52525
SCYL3	0.8865
HERC2P2	-0.7765
FIBCD1	0.0305
C15orf41	-0.8945
DMC1	-1.13866666666667
C20orf27	-1.40525
RPS6KA5	0.1535
FAHD1	0.248166666666667
SLC12A4	-1.2185
BRCA1	-0.782416666666667
GBL	-0.3785
SLK	-0.103666666666667
NUDT9P1	-0.525
NOXO1	5.619
