Hybridization REF	TCGA-AA-A01D-01A-01R-A00A-07
PMM1	-0.35275
C11orf79	-0.14575
CBLL1	-0.415
IL1F10	0.697666666666667
VAX2	-0.528
SETDB1	0.207833333333333
LRAP	-0.196666666666667
GCLM	-0.836333333333333
CPEB3	0.3755
PPM1A	0.4518125
INTS1	-0.202
CAMTA1	0.0968333333333333
SAMSN1	-2.27475
LOC158830	-0.267
GMPPA	0.33125
AIPL1	-0.37175
IL24	1.17291666666667
BDKRB1	0.473333333333333
MLF1	-2.4674
TAF12	-0.33525
ID1	-1.002375
THADA	-0.31275
PIK3CB	-0.2325
OR4N5	0.095
TBC1D17	-0.456166666666667
COX8A	-0.5495
CDCA4	-0.608
C2orf44	-1.55675
ZNF534	-1.5595
IMMP1L	-0.0695
NIPSNAP3B	-0.7395
FTMT	0.377875
PWP2	-0.488
MMP15	1.7911
DNAH11	-1.54125
MTMR14	-0.05675
DNAL4	-0.42325
IPP	-0.462
TMEM59	1.216375
C1orf157	0.8355
RGS4	-0.882333333333333
DDX18	0.0725
SNX6	0.10075
ZNHIT2	0.138
NCDN	-1.0055
FLJ33534	-0.13675
RAG1	-1.639875
OR4D10	0.267
PTPN5	0.712166666666667
POMT1	0.029625
LRRC8A	1.1425
CYP1A1	-1.269
CAPN1	0.4915
DDHD2	-0.490125
GRIK2	0.34975
GNRHR	0.439
PPBP	3.014
HTR3A	-0.449375
SLITRK4	-1.30975
ANKRD49	-0.13625
BTF3	-0.6058
SARS	-0.69025
C13orf18	2.8015
CACNB1	-0.5625
QKI	-1.06818181818182
SETMAR	-0.305375
MAN2B1	0.351833333333333
EML3	-0.8805
ACADL	-0.576166666666667
OFD1	-0.248375
DEFB114	-0.803
CGA	-4.0496
PEX16	0.181666666666667
LRRC10	-0.2655
GNG12	0.383
C1orf152	-0.0241666666666667
CHRM1	0.239
CD53	0.6095
DBH	-1.14325
TFAP2B	-3.69671428571429
HIST1H2BJ	0.145833333333333
FAM46D	0.554
TMEM11	-0.3485
C3orf32	0.79275
PCCB	-0.6815
IPO13	0.042
C6orf105	-0.3955
COMMD5	0.66075
SUV420H1	0.206
LTBR	1.36325
ARHGAP15	-1.371
HDHD2	-0.04825
TDRKH	-0.886333333333333
LOC401052	-0.5825
PSG4	-1.58975
GNB4	-1.1651
SPATA4	-0.1355
SLC9A3	1.0045
OSBP	0.319166666666667
NBPF3	-0.286416666666667
DOCK11	-0.4975
SLC39A5	2.65216666666667
PRR5	1.3429
C10orf63	0.226
SMTNL2	0.7175
ADRA1A	0.403
ASAH1	1.1835
DOM3Z	-0.1919
GIPR	0.7325
AHI1	-1.2145
NADSYN1	-0.297833333333333
RGS14	-0.3725
IL18BP	1.2223
RTN4RL1	-2.07291666666667
ARMC6	-0.86125
PSMD5	0.243333333333333
HK3	2.1745
OR4S1	0.000750000000000004
RSU1	0.3015
MAD2L1	-0.692111111111111
EIF4A3	-1.04425
DLEC1	-0.986166666666667
E4F1	-0.607833333333333
CHMP2B	0.6808
CAMSAP1	-0.448
RPS21	0.368166666666667
ARID5A	0.015
UBE2N	-0.00520000000000001
IGSF8	0.7705
MAGEB6	-1.3795
ACAD11	-1.6196
MGC4172	1.0405
LMO4	1.134
KLKB1	0.3325
HP	-0.839
HDAC3	-0.8355
SCHIP1	-0.0095
CLCA1	8.5465
OLFML2A	0.724125
C1orf112	-1.47375
KIF19	0.63575
HAPLN4	0.7485
CXCR7	-0.203
GOT2	-0.084
RAB38	-3.201875
DCX	-0.88075
PPM1H	0.2945
NFYC	0.3475
KIN	-0.719375
ZNF228	1.1475
PLSCR4	2.27083333333333
HIG2	-1.36075
FAM79B	1.185
C21orf86	-0.6335
KCNK10	3.3425
ZNF738	-1.433625
FSTL5	-0.840333333333333
OR6A2	-0.719
OTOA	1.73833333333333
EXOC1	0.558125
AHRR	-3.673125
PDAP1	-0.516583333333333
C19orf6	-0.718625
ZAN	0.46275
LY6G6E	0.1955
EIF4E2	0.14775
C20orf198	-0.014
ZNF324	0.30075
CYP3A5	5.08066666666667
ENTPD7	1.19283333333333
MBOAT5	0.430333333333333
GJB5	2.60875
TTC13	0.3345
S100Z	-0.355833333333333
KIAA0664	-0.597333333333333
PDGFRB	2.02358333333333
IL17D	1.28575
OR56B4	0.614
RDX	-2.99933333333333
SLC34A3	0.7275
IL28B	-0.039
JUND	0.678
CHRNB1	-0.77325
CAMK2B	-0.8605
FETUB	-1.47275
CXorf23	0.8545
MRTO4	-0.555125
TTC3	0.2733
NDUFB8	-0.410666666666667
EDG2	-1.535
SEMA3G	0.6885
IL23A	0.9485
GRHL1	-0.6276
LOC441054	-3.053
WDR65	0.303142857142857
PSTK	-1.14525
STOML3	0.2685
R3HDM2	0.0511
C5	-2.537
SLC2A10	0.410333333333333
C3orf22	0.4865
PAQR3	-1.46438461538462
ANKRD26	-1.64408333333333
HCRTR1	0.808
LOC399947	-0.601333333333333
PSD2	-0.636
TIGD2	0.667333333333333
SCRN1	-3.29725
COQ10A	-0.537
DDI2	0.201
METTL7B	2.67816666666667
UCN2	1.3915
FAM92A3	-0.37525
WDR16	0.44325
ZNF511	1.20116666666667
ZMYM5	-0.15525
POLR3G	-3.74575
ZNF586	1.019
C1orf49	-0.116833333333333
TANK	0.0646666666666667
RCAN1	0.21
PELI3	-0.185666666666667
LIMD2	-0.456333333333333
TMEM189	-0.3115
NTN4	-1.800625
LOC151300	0.2255
CLEC2A	-0.958
GPR135	-0.454375
DPYSL4	-4.1517
JAK2	0.0315
TSHZ1	0.412
TM9SF4	0.24875
ZNF264	0.684666666666667
SIRPG	1.333875
BICD1	-0.85425
HERC6	1.51266666666667
METTL5	-0.6395
CASP1	-0.15575
PRRT1	-0.612833333333333
PLA2G4C	1.32383333333333
ICA1L	-0.544785714285714
TPTE2	0.0631666666666666
OTUD7A	1.959
AQP11	-0.164
APOA2	-3.823
KALRN	0.1302
SECTM1	0.307666666666667
IFNAR1	0.44025
TALDO1	0.388
RAB11FIP4	0.215333333333333
EIF5A	-0.286
FAM49A	1.953
NEGR1	0.071
YTHDC2	-1.06925
EHD2	-0.2795
NCF1	1.0247
SCRT2	1.4615
HOXA5	1.592
NUP133	-0.1325
FGF12	-1.9055
SLMO2	2.449375
SNTA1	-1.228625
CACNG2	-0.130375
GCM1	0.386125
ELF1	1.63616666666667
TLR5	1.4685
TCFL5	-0.634666666666667
RBMY2FP	-1.1835
LOC100125556	0.202125
FAM129B	0.379375
MAP3K7IP1	-0.39925
NCK2	0.4095
OXA1L	-0.4715
FMO9P	0.4685
ZSCAN12	-0.218
PSMD12	-0.87825
HSCB	-0.4705
CLDN10	-2.3905
MGC13053	-1.23775
HPCAL4	-1.12033333333333
ASZ1	0.3775
MEX3D	0.510083333333333
NFAT5	0.0273
CSPG4LYP1	-0.138666666666667
FBXO3	0.2616
DVL1	-0.268166666666667
CMKLR1	2.29416666666667
TYMS	-1.8595
PEF1	0.68225
ZNF750	-1.14016666666667
MCM5	-0.7193
MEGF11	-0.43675
KCNK7	0.1975
PTP4A3	-0.1815
C1QTNF2	-0.3545
OR6S1	0.3085
FAM122B	-0.17175
ZNF551	0.578125
HBQ1	-1.761
GEMIN6	-0.3485
ARSK	-1.3185
RBP7	0.2185
CPNE9	0.726
DSC1	0.9105
LOC730112	-0.5845
MAP2K4	-0.111125
HS3ST5	-1.361
EPB41L3	-0.862
TEKT2	-0.66425
CDKN2B	1.08366666666667
ZNF480	0.42075
MAP3K6	-0.3514
MAP6	1.22466666666667
HN1	0.0934
OR2L13	0.253333333333333
SLC16A11	0.682
FAM96A	-0.33525
APOL1	0.15
C5orf32	1.5845
RTP1	-0.537833333333333
RNF175	-1.234125
ZBTB41	0.01325
AHCTF1	-0.22
SAE2	-1.3656
ITGA2	1.12083333333333
MME	-1.83833333333333
CCDC14	-1.064
MAST4	-0.125142857142857
KRT33B	-0.184
KCTD2	-0.776833333333333
WDR26	0.341916666666667
MFI2	1.701
NR4A3	2.151
ARSA	0.438
UNKL	-0.347166666666667
SULT6B1	0.1825
CCNA2	-1.39833333333333
SOX15	0.193
PPAPDC1B	1.02925
C19orf44	-0.248
MCAT	0.788666666666667
ARID1B	0.13775
OR52N1	0.2465
C12orf48	-0.54225
MAGI1	0.90175
NIPA2	-0.2435
GBX2	-1.62675
RSHL3	-1.175875
RAVER1	0.357
C15orf17	-0.708
SLC30A2	1.8695
ZNF518	-0.12575
PCYT1B	-1.26933333333333
C10orf114	-1.32825
EIF3H	0.540833333333333
SLC25A39	-0.947333333333333
KIF1B	0.01225
AMOTL2	-0.57925
C6orf120	-0.0575
PSRC1	-1.345
PLA2G10	4.797
KIF5C	-0.654625
MRPL37	-0.311
C17orf62	-0.7015
C9orf135	-0.744166666666667
DUSP10	0.5343
CLCNKB	0.2805
PSMA5	-0.12775
C8orf53	0.54925
AMPD3	2.02983333333333
PIAS1	0.066
ADCYAP1R1	0.5095
GYLTL1B	1.41825
CDH20	0.0303333333333333
FBXO7	0.15
TMEM134	0.052
FLJ14213	1.02466666666667
ZNF3	0.55275
LRRFIP1	0.40125
CNOT2	0.3235
ABI3	2.81675
ALDH5A1	0.301333333333333
HNT	2.3353
SERPINA4	2.21175
TK2	-0.43675
STMN1	-1.74088888888889
GUCA2A	4.03233333333333
GALNT10	0.07
DPP6	0.2831
C9orf93	-0.809875
PRELID2	0.284625
STK39	1.28275
SFTPA1	-1.841
CKS2	-0.434555555555556
RHO	-0.119
C20orf135	0.5675
XKR3	-1.728
CR1	0.680125
RPS6KA2	0.403928571428571
C20orf112	0.83275
MRPL22	-1.00975
C4orf23	0.373833333333333
GADD45B	-0.6325
KLHDC1	0.148
C2orf48	-2.516
ZNF287	-1.1955
DAAM2	-1.08125
DPPA2	-3.52833333333333
TCTN3	-0.296833333333333
DNAJB11	0.133
FPR1	4.13925
DEFB4	0.6415
PTCD2	-1.5293
SMOC2	5.56383333333333
CABP7	1.09925
SERPINB11	0.1335
MAGEF1	-0.16475
NDE1	-0.226333333333333
ITGA10	0.3425
FSHB	-0.097
ANXA2	1.088875
HORMAD2	-0.207
HLCS	-0.143
MCF2L	2.10058333333333
FH	-0.953375
TBC1D24	-0.45775
KIAA1505	1.23925
LGALS2	2.318
CNBD1	-1.044
SYNPO2L	-0.08325
PTPN23	0.103642857142857
C1orf183	0.1025
MAGEA8	-2.58225
DGCR8	-0.816375
GSR	-0.21725
PAQR7	0.252
ZNF676	-1.66725
CACNA1C	1.172
SP7	-0.0635
PDCD6	0.196
NRN1L	-1.0865
BRI3BP	0.43625
KIAA1183	0.40125
ASB4	-0.6445
CCL23	3.1027
OBSL1	-2.578375
SLC12A7	1.48841666666667
KIAA0240	0.802625
CD1B	-1.36516666666667
FCGR2A	1.629
MDC1	-1.3325
HTR1A	0.506
OCEL1	-0.39625
ATP11B	-0.1671875
FBXO34	1.6115
PCDH12	3.14566666666667
RPE	-0.216
C17orf74	0.421
CSDC2	0.9665
PET112L	-0.352
TMBIM1	2.30025
P2RXL1	0.039
TCHP	-0.886
TRMT1	-0.730833333333333
F2RL2	-0.0848333333333333
LRRC32	3.09866666666667
IMPG2	0.173
BGLAP	-0.56275
LOC493869	-2.511
MRAS	1.26675
SLC35F5	0.633
CBWD1	-0.196
AXL	-2.02975
ATP2C2	4.0145
TELO2	-0.86675
PNPLA3	-0.60575
PCDHB14	-0.12725
CD276	-0.24825
KRT80	-0.994
DUSP28	-0.1855
CSNK1E	-0.44325
SRP14	0.0595
KCNQ4	-0.4675
KRT72	0.0988333333333333
CCDC117	-0.3945
C6orf89	-0.134388888888889
TUBB2B	-2.714
RTN4IP1	-1.0145
CR1L	-3.75033333333333
CEND1	0.49425
C12orf41	-0.847
RNF31	0.00275
UBN1	0.0608333333333333
C17orf32	-0.41575
SLC5A7	0.5885
GPR92	2.24716666666667
ESAM	2.1204
CTNNA1	-0.0560833333333333
HRBL	0.5507
CBX4	-0.70875
TMEM182	-1.0145
SH3TC2	0.428166666666667
IL10	0.699333333333333
PXMP4	0.3555
RNF167	-0.4346
PAK7	0.1778
ETV3	-0.094
ATPIF1	-0.0853333333333333
LOC554207	-2.15883333333333
OR8H1	-0.07
WDFY3	0.26975
DPM1	-1.69875
GPSM1	-0.266
WDR92	-0.3641
LRP1	1.11433333333333
ANKH	0.303375
THUMPD3	-1.234
POLR1B	-0.2845
OLFM4	9.74933333333333
RAD9B	-0.4795
TSPY2	-3.1075
PAX6	-2.43866666666667
SCG2	-1.407875
SLC17A6	0.235
FMO3	1.389625
PADI4	0.44775
TUBB4	-1.2175
NLK	-1.27025
POU4F3	-0.28
SDF4	-0.1405
ITGBL1	0.136666666666667
NETO1	-1.87325
TAP2	0.215625
ABBA-1	0.233666666666667
GNAI1	0.62925
VPS4B	0.2055
NOPE	0.5801
GALNT6	1.38016666666667
SESN1	-0.0135
GBE1	-2.73666666666667
CLASP1	-0.20675
RASGEF1B	1.202875
ACOT11	1.81735714285714
AFAP1	0.7215
OR2H2	0.30675
DPY19L2P1	-2.1185
DZIP1	-1.87275
SEC22C	-1.71291666666667
GPR161	-0.7325
RNF146	0.04
WDR74	-0.951875
GALP	-0.7965
PURA	0.6665
DNPEP	0.69675
RP11-78J21.1	-1.3545
ERBB2	1.188375
FANCM	-1.09716666666667
NEO1	0.714833333333333
DDX3Y	-5.1253
RPS3A	0.546
MXRA7	-0.032
LGALS3	2.0505
GLT8D1	-0.49375
CFL2	-1.16433333333333
UPB1	-0.431
NAP1L5	-0.45325
CLDN14	0.76575
DHX38	-0.6235
BTBD1	0.11725
TARS2	-0.12
ABCF1	-0.3659
FCF1	-0.346166666666667
LRRC49	-0.10525
GUCY1B2	-1.9605
C1orf177	0.425166666666667
SMARCA4	-1.38485714285714
LRP8	-2.046
TAGLN3	-0.657666666666667
MRPL14	-0.1785
TTRAP	0.3115
ZDHHC20	0.32
NFE2L3	1.1085
KIAA1377	0.05125
PALMD	0.2664
TMEM43	-0.5185
TTL	-1.43125
STAT5B	-1.37033333333333
SSB	-0.756375
OR10H5	-0.209
SLC22A13	-0.98725
AKAP3	-1.34575
TIMM23	-0.682333333333333
OAS2	0.83025
KIAA0423	0.371
TRIM11	0.662
GLIS3	1.02675
TMEM50B	0.951333333333333
ARHGEF4	-1.454125
DEGS1	-1.41027272727273
TBL1XR1	1.03966666666667
G6PD	-1.37125
SP140	0.8957
MUC17	3.87057142857143
NUDC	-0.5992
DNAJC5B	1.4195
SCARA3	-1.92733333333333
CPA3	4.73683333333333
BCAT2	0.142
MFN1	-0.7026
NRG3	0.1685
SNX11	-0.17125
PLEKHH1	0.3265
GPR177	0.370333333333333
HCFC2	-0.491
TCAP	-0.9445
MOCOS	-2.26425
C14orf93	0.09625
PRDM10	0.231333333333333
SLC16A4	-0.0195
SRGAP1	-0.477166666666667
VIP	6.13275
DUSP27	0.744166666666667
LILRA1	1.2783
MC2R	0.466
MGC24103	-0.3815
MBTD1	-1.438
FUT11	-1.03533333333333
USP33	0.0023
C15orf39	-0.249
MAP3K12	-0.318375
PAAF1	-1.338
BARHL1	0.189
FLJ16165	-0.069
PIWIL2	-0.389
SYNE1	-0.0473333333333334
CMTM4	0.783625
TSPYL1	-0.169
GUF1	-0.217333333333333
TMEM157	-0.589
WDR44	-0.16375
HIST1H3C	-0.88825
DKFZp666G057	-0.727
RNPEP	0.71925
GAS2L2	0.0258333333333333
ADH4	-3.77
GRPR	-0.613333333333333
FBXL17	1.31225
ZBTB10	-0.729363636363636
Gcom1	0.816333333333333
HTRA1	0.8745
ZNF585A	0.0253333333333333
SLC26A2	0.206071428571429
OTOP3	0.825333333333333
WISP1	1.87644444444444
ATP2B4	-0.636083333333333
FLJ10769	1.64175
CRAMP1L	-0.41175
CHST12	-0.64275
RAB22A	1.57383333333333
TARDBP	-0.188428571428571
STAU1	1.5475
CRB3	2.177
MIG7	-1.96475
CHMP1A	0.328666666666667
ZNF160	0.129625
B3GALT6	0.2585
BARX1	-2.77966666666667
C6orf167	-2.0176875
NXNL1	0.1805
DHX29	-0.34525
HADHB	-0.15525
PLXNB2	1.04975
ILDR1	-0.5035
SLC15A3	2.87675
GAS2	-1.49333333333333
C20orf69	-1.08225
NUMB	0.504
TNIP1	0.33325
MESP1	-0.882
PSKH1	0.051
NSFL1C	-0.0165
RHOG	0.50125
HEY1	-2.86616666666667
KNG1	-1.769625
ITGAX	2.5523
LIN9	-0.2925
CANT1	1.618125
XRN1	-0.217357142857143
CCDC96	0.535666666666667
HEATR6	-2.30916666666667
GNG7	-0.931666666666667
RUNX2	0.781125
SOX1	0.404166666666667
FCRL5	0.0014
ZNF99	-0.9135
FAM9A	3.4105
SNX22	0.798
MBNL3	-2.04533333333333
ODC1	0.6497
ADORA2B	0.187333333333333
NR2F6	-0.1765
ZFYVE16	-0.813833333333333
SYNJ2BP	0.7757
POLE	-1.066
E2F2	-0.752
THRA	0.056
PTGES2	0.174166666666667
HIP1R	0.772
TMUB1	0.159833333333333
ENO3	-2.44025
RSPH10B	-0.725
CXorf39	1.039375
IRGC	0.53125
GPR109B	-0.63825
FLJ13305	-1.6005
LCE3A	-0.6645
TNFRSF18	-1.47616666666667
DET1	0.03075
TRPM3	0.00266666666666666
C16orf79	-1.401
FECH	-1.00066666666667
RAP2A	1.07183333333333
CRIP1	2.61383333333333
AZIN1	0.249625
SLC7A7	4.28475
IL10RA	0.8939
TMEM64	-0.48375
CDC42EP4	0.2201
C16orf58	-0.0139
ARG2	-2.67375
POU5F1P4	-5.14
FAM62B	-0.2475
DNAH8	-1.39244444444444
ASH2L	0.090875
TSLP	-3.25283333333333
CNTNAP5	-0.431833333333333
TMEM16C	-0.6325
IFNA14	0.5385
SLC1A3	0.489875
CABYR	-1.44575
BCL7B	-0.1662
NUDT13	-1.7855
C13orf28	1.137
C1orf53	0.53575
ARL6IP4	0.3232
RPL35A	-0.16
EMR3	1.52725
RAB40C	0.45925
SLC41A1	0.4725
LRCH1	1.573
LY6G5B	-0.297
FAM124A	-0.223571428571429
MGC10981	2.47766666666667
CLIP3	0.6135
MAP4K2	-1.99316666666667
CHIC1	0.98075
SULF1	3.98716666666667
C20orf30	0.267928571428571
PRDM5	-2.14025
ELOVL1	-0.3385
C11orf48	-0.859
SLC39A10	-0.00499999999999999
KCNV1	-0.4095
ACP1	-1.083
ZMYM2	0.761
B3GNT6	1.49333333333333
C9orf69	1.0555
C2orf15	0.60225
C20orf166	0.829
HSP90AA6P	0.1675
EDG7	-1.375
NEURL	0.211125
LPL	2.09766666666667
CLEC2D	-1.42614285714286
GRRP1	1.62633333333333
CD8B	-4.2131
HIST1H3D	-0.0671666666666667
SLC6A12	0.7895
FAM27L	0.1365
CD84	1.7691
RASA1	-0.315
PHKG1	-0.0865
MAGEA11	-1.205
IMPA1	0.4104
NPM3	-0.2685
RARRES1	6.29975
SH3BP1	0.505625
B3GNTL1	-0.9255
ARPC5L	0.0158333333333333
KLHL26	-0.1825
SIM2	1.654625
GJC1	0.6675
C20orf194	-0.744
EXO1	-1.9565
SLC2A2	-1.859
LOC285074	-0.6325
LRG1	0.897
KIRREL	-0.6555
PIK3R1	-0.0317142857142857
C4orf34	-0.44425
MAF	-0.6725
ADCY4	4.1115
ZMIZ2	0.9866
SLC46A3	2.14383333333333
STAMBP	0.0381666666666666
CCDC16	0.13575
MS4A12	2.3785
TCF20	0.68475
LRRC46	-0.43625
C20orf152	-0.0605
MRPS6	-0.74525
ABCB11	-0.3445
KCNC2	0.537166666666667
CDH19	-0.814833333333333
C9orf123	0.480333333333333
SSH3	0.93425
LDLRAD1	-1.09475
CCBE1	0.29925
ZNF135	-0.50925
TAAR1	-0.4775
WFDC12	0.377
CCDC42	-0.0355
FLJ12529	-1.0105
PER1	-0.409
TIMM50	-0.653166666666667
SMARCAD1	-0.0148333333333333
FAM26C	0.2115
TP53TG3	-2.8265
SH3RF1	1.6733
LMCD1	0.90025
GPR63	-0.255
FLJ21986	-2.038625
AIFM3	1.50775
MICAL1	0.169
BLZF1	0.774
IQCA	-0.289333333333333
PCDHGC3	-0.163
SAC	0.074
BCL6B	1.904
DDO	-0.97275
MARCO	5.8645
DCHS1	1.58533333333333
C1orf170	-1.512
CD200R1	0.200666666666667
C22orf15	0.0165
SEPT11	0.1995
ADNP	-0.5645
UST	-0.0269
C13orf34	0.339333333333333
RFFL	-0.0744285714285714
APBA3	-0.261
C2orf60	-0.289375
CUTL1	0.4163
PMS1	-0.654875
ZNF689	-0.4325
EIF3E	0.778
IL9	-0.298166666666667
RPL31	-0.41675
LY9	0.818666666666667
ATP2B3	0.41275
KDELR2	0.732541666666667
TFCP2	0.667
NLRP12	-0.10025
FLJ45422	0.15775
TLE4	-0.134
ZNF570	-0.556
FLJ43806	0.255
TLK2	-0.959125
CIR	0.79375
MARS2	0.5375
COL24A1	0.90575
SDF2L1	-0.295
HIBADH	-0.305833333333333
IGFBP3	-2.68207142857143
C12orf23	0.03475
PSPC1	0.351
C20orf43	1.21825
TRAV20	0.736
ARHGAP24	0.820875
KIAA1975	-1.667625
C1QA	4.2704
DNTT	-5.771
C10orf6	-1.12991666666667
C11orf41	0.24975
HNRPF	-0.11225
COL11A1	4.5355
UBAP2	0.459833333333333
CDKN2AIPNL	-1.4795
C20orf174	2.34225
SPRED2	0.02375
PLA2G12A	-0.0208333333333333
ICEBERG	-1.97416666666667
SCN10A	-0.3105
C11orf65	-0.8525
GBP5	4.4325
PITPNC1	-1.05816666666667
POU3F3	1.199
NCOA7	2.162375
LIN7C	0.9392
LOC348840	-2.604
NKX2-2	-1.72125
ANKRD13D	-0.229
LOC123688	0.553
FUT2	4.34233333333333
TAAR8	0.2555
FZD4	-1.09816666666667
PNMA3	-1.49933333333333
OR4L1	0.252
WIT1	-2.76325
EXOC3L	1.29725
ATPBD4	-0.4357
KRBA1	-2.803
UBXD6	0.0355
HOXB7	0.620428571428571
C7orf23	-0.1725
UNQ338	2.929
STAB2	1.79125
CDC20B	-0.15125
IRF9	1.63475
CENTG1	0.658833333333333
TNPO2	-1.33625
MCPH1	0.322
BMS1P5	-1.38825
SLC26A7	0.6595
HIST1H3J	0.63775
C9orf3	0.8278
LBH	1.608
MYO1D	1.469
PTDSS2	0.29775
NFU1	-0.30675
DEPDC4	-2.2395
WNT7B	-0.5346
GLP2R	-0.5085
SETD4	-0.7892
DYNLT3	-0.1573
FKBP11	0.671833333333333
SESTD1	0.084
FLII	-0.60525
RPS16	-0.2613
CHPF	-0.0198333333333333
CSNK2A1	-0.178666666666667
SUMO1P1	-0.427
FKBP6	-0.17
ZNF214	1.0965
TWIST1	0.844833333333333
DDX56	-0.552333333333333
TRAM1L1	-0.2053
EPO	-3.479
MRPS18B	-0.11825
ZNF682	-1.223
RPL14	-0.303333333333333
MAFF	0.86775
LOC51136	-1.35875
LY96	-0.11625
DDX20	0.1345
ABTB1	0.866333333333333
ARL5A	0.1471
CCT6A	-0.94575
HEPACAM	-1.36516666666667
EHHADH	0.0706666666666667
RBAK	-0.473
CGB1	0.034
ITGB5	0.0556
YIPF3	0.5835
FKBP2	0.2285
NR1D1	0.5412
TMEM110	-0.856
NEK2	-0.3105
PRAMEF8	-3.6235
C20orf52	-0.0751666666666667
PCDHGA3	-0.9425
VWA3B	0.20025
NDUFA5	-0.247125
THAP9	-0.935
FLVCR2	0.6285
AP1S1	0.0485
SMAD6	-0.6905
SAV1	0.2365
SAT1	0.944375
ZNF251	0.385625
ADAMTS7	0.4355
RPP38	0.02975
C1orf211	-2.0435
YPEL2	0.7005
RBMS1	-1.09875
ZNF445	-0.2945
NRXN2	0.3385
PGBD4	-0.220875
UGT2B28	0.13525
WBSCR16	-0.524
NLRC3	-0.502875
ASTL	0.35975
ST6GALNAC1	3.207
ZADH2	0.08375
MLLT4	0.585583333333333
ARL6	-1.13
MEF2C	-0.1985
CBFA2T3	-0.7725
AFF3	-0.607071428571429
COG7	-0.386
MYB	-1.11616666666667
PLXNA3	0.1905
XRCC2	-1.73933333333333
MMS19	-1.14675
ST8SIA5	-1.3795
CHPT1	0.214833333333333
KIAA1712	-0.594125
OR6X1	-0.205
ACTR3	0.323875
UGCG	0.0821666666666667
OR4P4	-0.278
ZAP70	-3.299
LPP	1.8555
ZNF485	-0.4495
PTPRCAP	-0.30525
IL12RB1	0.508
ATRX	-0.2562
CHST8	-2.828
C14orf109	0.26975
ARV1	-0.3275
NMB	0.734571428571429
COX5A	0.0665
EIF6	0.2945
MPPED2	-1.39333333333333
SEMG1	5.6605
CHRDL1	1.4725
TRAF3IP2	-0.00174999999999999
WNK2	1.2565
LILRA4	1.47616666666667
LAMA2	3.0095
PXT1	0.4085
RLBP1	-3.023
CD300C	0.2065
SLTM	0.0375
FLJ10404	-0.66025
APOBEC3D	-1.13483333333333
RENBP	0.378166666666667
ATXN7L1	0.2365
NID1	0.652
TUBGCP3	0.33525
ITIH5	1.43344444444444
CCDC110	0.70075
C8A	-2.8415
MGC87042	-1.533
HOXC13	-4.551
TFDP2	-0.99875
HCP5	1.357
POLI	-1.3555
UCN	-0.843333333333333
ZNF764	-0.459
C8orf45	0.03775
FHL3	0.0635
SPATA5L1	0.07375
MMRN2	2.5635
NDST1	0.144
COL20A1	-0.460833333333333
ZNF248	-0.838166666666667
PELP1	-0.459
MBL2	-2.35
RNF41	0.179125
C5orf24	-0.0744999999999999
THOC5	-0.577375
SERINC3	1.45158333333333
RP11-151A6.2	1.1305
CDCP2	-0.19375
HIST1H2AA	0.30175
C11orf75	1.70633333333333
FKBP7	-0.4165
DDOST	-0.10175
GPNMB	0.737666666666667
TTF2	-0.720166666666667
KCNT1	0.126333333333333
SLC39A14	0.666625
NGRN	-0.077
GPR137B	1.84125
MECP2	0.229875
PSMA1	-0.09025
C16orf73	-4.771
TMEM60	-0.371166666666667
CSN3	0.4175
NOS1	0.379833333333333
RAB7L1	0.0206666666666667
YBX2	0.4495
KIAA1166	-0.201875
FUBP3	-0.301
ABCG1	1.5225
ACACA	-1.1845
ARL11	1.0662
ATOH1	0.934
ODF1	-0.302
CREB3L3	1.13066666666667
TMEM127	1.23342857142857
DSCAML1	0.03275
PLN	4.69216666666667
LYPLA1	-0.252583333333333
PRDM9	-2.30725
SASP	-0.02625
PLUNC	-0.535666666666667
INTU	-0.81275
HISPPD1	-0.86675
LNPEP	-0.0491666666666667
YARS2	-0.895
APCDD1L	-1.968
ZCCHC4	-0.3177
FBXO22	-1.00983333333333
TTLL13	-0.438
ZNF669	-0.326
PTGDR	2.41275
DDX27	1.54025
KIAA0409	0.375166666666667
GJB6	0.55525
ASB8	0.23075
PLP2	-0.885166666666667
MEPE	0.62425
OR10J5	0.081
KRT222P	0.55275
COQ7	-0.436166666666667
C1orf101	0.46175
RERG	-0.8199
CHMP5	0.736125
THAP11	-0.329125
ZNF43	-1.90466666666667
ZRANB3	-1.67883333333333
KRT13	-0.839625
MRPL19	-0.722125
RBBP9	-0.2885
SPATA17	0.589125
BXDC5	-0.127
PAFAH1B1	-0.431333333333333
MAGEE1	-0.27125
OSTF1	0.4885
KIAA0323	0.501090909090909
TXNDC13	0.118166666666667
CNTN4	0.94675
LCE1B	0.535
UNQ501	0.16175
ZNF154	-0.02525
C3orf64	0.3595
SYT5	0.2061
PON1	0.78
FLJ10357	-0.23175
ATP4A	-1.136
GNPDA1	-1.239
MGAT1	0.653833333333333
C14orf121	0.18475
SLC35B2	0.0635
MIER3	-0.391666666666667
CHEK1	-1.4685
ZNF8	0.0713333333333333
TXNDC1	-0.0586666666666667
CKB	-0.1934
RTN3	-0.130214285714286
FZD2	-1.504
PART1	-0.05075
PSMB6	-0.78975
PCDHB8	-1.0205
PHC3	-0.3225
PPP1R8	-0.054
NOVA2	1.23466666666667
TNFRSF11B	0.15075
GOLPH3	0.898333333333333
UBLCP1	-0.8805
SUHW3	-0.584
