Hybridization REF	TCGA-AA-A00L-01A-01R-A002-07
CCNA2	-0.7305
SOX15	-0.1365
PPAPDC1B	0.208083333333333
C19orf44	-0.2155
MCAT	1.0595
ARID1B	-0.00375000000000001
OR52N1	-0.6085
C12orf48	-0.52825
MAGI1	-0.186875
NIPA2	0.218
GBX2	-1.5845
RSHL3	0.084375
RAVER1	0.490833333333333
C15orf17	-0.7725
SLC30A2	2.611875
ZNF518	0.722
PCYT1B	-1.335
C10orf114	-2.131
EIF3H	0.562583333333333
SLC25A39	0.0616666666666667
KIF1B	0.153125
AMOTL2	0.2765
C6orf120	0.449
PSRC1	-1.197
PLA2G10	3.3
KIF5C	-0.667625
MRPL37	0.179
C17orf62	0.0278333333333333
C9orf135	-1.666
DUSP10	-0.5438
CLCNKB	0.1865
PSMA5	0.6885
C8orf53	0.2795
AMPD3	0.519333333333333
PIAS1	-0.346
ADCYAP1R1	0.171
GYLTL1B	1.9675
CDH20	0.2135
FBXO7	0.0925
TMEM134	-0.243166666666667
FLJ14213	1.88283333333333
ZNF3	0.13925
LRRFIP1	0.131708333333333
CNOT2	0.0860833333333333
ABI3	1.0495
ALDH5A1	-0.10425
HNT	0.5205
SERPINA4	-1.611
TK2	-0.287333333333333
STMN1	-1.69833333333333
GUCA2A	3.297
GALNT10	0.395214285714286
DPP6	-0.77385
C9orf93	-0.746875
PRELID2	1.607375
STK39	1.510625
SFTPA1	-1.098
CKS2	-0.537222222222222
RHO	0.27225
C20orf135	0.069
XKR3	-2.073
CR1	-0.038
RPS6KA2	-0.324714285714286
C20orf112	0.71125
MRPL22	-0.15275
C4orf23	0.0465
GADD45B	-1.085
KLHDC1	-0.0616666666666667
C2orf48	-1.15
ZNF287	0.1305
DAAM2	-1.8615
DPPA2	-3.0865
TCTN3	0.239833333333333
DNAJB11	0.35275
FPR1	1.5495
DEFB4	1.1105
PTCD2	-1.013
SMOC2	5.41466666666667
CABP7	0.18425
SERPINB11	0.121
MAGEF1	-0.5955
NDE1	-0.556833333333333
ITGA10	-0.364
FSHB	0.417
ANXA2	0.65125
HORMAD2	0.1355
HLCS	-0.7355
MCF2L	1.8235
FH	-0.04575
TBC1D24	0.3165
KIAA1505	1.6295
LGALS2	0.92275
CNBD1	0.2275
SYNPO2L	0.26525
PTPN23	-0.148428571428571
C1orf183	-0.683333333333333
MAGEA8	-2.58325
DGCR8	-0.184375
GSR	-0.622
PAQR7	-0.17475
ZNF676	-1.28875
CACNA1C	-0.7274
SP7	0.688
PDCD6	-0.73025
NRN1L	-0.8975
BRI3BP	0.998
KIAA1183	0.34525
ASB4	0.48725
CCL23	2.0436
OBSL1	-3.12175
SLC12A7	1.004
KIAA0240	0.885375
CD1B	-2.76216666666667
FCGR2A	0.207875
MDC1	-0.67325
HTR1A	0.516833333333333
OCEL1	-0.9745
ATP11B	0.0490625
FBXO34	1.0225
PCDH12	2.564
RPE	-0.2965
C17orf74	0.8215
CSDC2	0.252
PET112L	-0.4675
TMBIM1	1.19025
P2RXL1	0.00674999999999999
TCHP	-0.34475
TRMT1	-0.417833333333333
F2RL2	-0.674909090909091
LRRC32	2.13183333333333
IMPG2	0.0865
BGLAP	-0.56325
LOC493869	-3.35016666666667
MRAS	-0.733125
SLC35F5	0.5955
CBWD1	-0.6055
AXL	-3.471375
ATP2C2	4.474
TELO2	-0.69025
PNPLA3	-4.60025
PCDHB14	1.37425
CD276	-0.75375
KRT80	-0.8795
DUSP28	-0.5085
CSNK1E	-0.450333333333333
SRP14	-0.2565
KCNQ4	-0.554
KRT72	0.3545
CCDC117	-0.236625
C6orf89	-0.380444444444444
TUBB2B	-3.03316666666667
RTN4IP1	0.2415
CR1L	-3.4145
CEND1	0.392625
C12orf41	-0.9605
RNF31	-0.7905
UBN1	-0.236333333333333
C17orf32	0.80325
SLC5A7	0.094
GPR92	1.8855
ESAM	1.3243
CTNNA1	0.32725
HRBL	0.527
CBX4	0.13925
TMEM182	-0.26325
SH3TC2	1.29833333333333
IL10	0.258666666666667
PXMP4	1.338
RNF167	-0.8418
PAK7	-0.252833333333333
ETV3	0.35
ATPIF1	0.188833333333333
LOC554207	-1.646
OR8H1	0.241
WDFY3	0.180875
DPM1	-0.4225
GPSM1	-0.254
WDR92	-0.077
LRP1	1.07033333333333
ANKH	0.3975
THUMPD3	-0.73775
POLR1B	-0.00375
OLFM4	7.22333333333333
RAD9B	-0.73525
TSPY2	-3.0585
PAX6	-1.58616666666667
SCG2	-3.0225
SLC17A6	0.27875
FMO3	1.951
PADI4	0.20225
TUBB4	-1.188
NLK	-0.07075
POU4F3	-0.733
SDF4	-0.09075
ITGBL1	-1.48233333333333
NETO1	-1.888875
TAP2	0.96025
ABBA-1	-0.0841666666666667
GNAI1	-0.98575
VPS4B	0.69325
NOPE	-0.4695
GALNT6	1.39216666666667
SESN1	1.555375
GBE1	-2.17866666666667
CLASP1	-0.05775
RASGEF1B	0.321375
ACOT11	1.72764285714286
AFAP1	0.35925
OR2H2	0.2665
DPY19L2P1	-0.75925
DZIP1	-2.9945
SEC22C	-1.08325
GPR161	-1.501
RNF146	0.38675
WDR74	-0.088
GALP	-0.2395
PURA	0.69925
DNPEP	0.607916666666667
RP11-78J21.1	-1.09175
ERBB2	1.694375
FANCM	-1.40016666666667
NEO1	1.79766666666667
DDX3Y	-2.3287
RPS3A	0.66
MXRA7	-1.50364285714286
LGALS3	0.955166666666667
GLT8D1	-0.73275
CFL2	-3.36833333333333
UPB1	0.4115
NAP1L5	-0.654375
CLDN14	-0.39925
DHX38	-0.61075
BTBD1	0.05025
TARS2	-0.206666666666667
ABCF1	-0.4915
FCF1	-0.136833333333333
LRRC49	0.12075
GUCY1B2	0.533
C1orf177	0.562666666666667
SMARCA4	-0.6525
LRP8	-0.316833333333333
TAGLN3	-1.04175
MRPL14	0.03175
TTRAP	0.32775
ZDHHC20	1.72825
NFE2L3	3.21975
KIAA1377	0.24325
PALMD	-1.3837
TMEM43	-0.51325
TTL	-0.88725
STAT5B	-0.4285
SSB	-0.8045
OR10H5	0.367
SLC22A13	-0.18175
AKAP3	-1.448
TIMM23	-0.0158333333333333
OAS2	0.530166666666667
KIAA0423	-1.4095
TRIM11	0.195
GLIS3	-0.046875
TMEM50B	-0.732
ARHGEF4	-2.665125
DEGS1	-2.27327272727273
TBL1XR1	0.584633333333333
G6PD	-1.201
SP140	0.4301
MUC17	0.612928571428571
NUDC	-0.3433
DNAJC5B	0.208666666666667
SCARA3	-2.122
CPA3	3.0825
BCAT2	-0.054375
MFN1	-0.1255
NRG3	-0.264
SNX11	0.38275
PLEKHH1	-0.123833333333333
GPR177	0.148333333333333
HCFC2	-0.27975
TCAP	0.042
MOCOS	-0.52925
C14orf93	-0.0415
PRDM10	-0.276833333333333
SLC16A4	-0.811083333333333
SRGAP1	0.142
VIP	2.703
DUSP27	5.34633333333333
LILRA1	0.2388
MC2R	0.439
MGC24103	-3.17125
MBTD1	-0.7685
FUT11	-0.934333333333333
USP33	-0.099
C15orf39	-0.509
MAP3K12	-1.18425
PAAF1	-0.577
BARHL1	0.1915
FLJ16165	0.5135
PIWIL2	-1.191
SYNE1	-1.04409090909091
CMTM4	1.35725
TSPYL1	-0.5032
GUF1	0.0956666666666667
TMEM157	0.2445
WDR44	0.14325
HIST1H3C	-0.48525
DKFZp666G057	-1.34425
RNPEP	-0.158
GAS2L2	-0.176166666666667
ADH4	-3.1615
GRPR	-0.394
FBXL17	0.864
ZBTB10	0.44225
Gcom1	0.633611111111111
HTRA1	-0.7904
ZNF585A	-0.140666666666667
SLC26A2	2.3885
OTOP3	0.7365
WISP1	0.481333333333333
ATP2B4	-1.94791666666667
FLJ10769	0.9585
CRAMP1L	-0.361375
CHST12	-1.909
RAB22A	0.599833333333333
TARDBP	-0.339071428571429
STAU1	0.06625
CRB3	2.32866666666667
MIG7	-2.07025
CHMP1A	-0.0193333333333333
ZNF160	-0.74425
B3GALT6	0.2025
BARX1	-1.45666666666667
C6orf167	-0.9938125
NXNL1	0.308
DHX29	0.30325
HADHB	-0.47925
PLXNB2	0.352625
ILDR1	-0.4835
SLC15A3	0.36825
GAS2	-2.98433333333333
C20orf69	-1.067
NUMB	-0.79
TNIP1	0.3715
MESP1	0.397166666666667
PSKH1	0.111
NSFL1C	0.441875
RHOG	-0.2355
HEY1	-2.76016666666667
KNG1	-1.04785714285714
ITGAX	0.4965
LIN9	-0.354166666666667
CANT1	0.748125
XRN1	0.939142857142857
CCDC96	0.0138
HEATR6	-1.50716666666667
GNG7	-1.18075
RUNX2	-0.3450625
SOX1	0.193666666666667
FCRL5	0.6304
ZNF99	-0.37325
FAM9A	0.126
SNX22	0.385333333333333
MBNL3	-1.095
ODC1	0.4194
ADORA2B	0.368
NR2F6	0.01975
ZFYVE16	-0.496388888888889
SYNJ2BP	0.3567
POLE	-0.606
E2F2	-0.479125
THRA	0.845833333333333
PTGES2	-0.147
HIP1R	0.287833333333333
TMUB1	-0.0193333333333333
ENO3	-2.30975
RSPH10B	-0.583
CXorf39	1.441875
IRGC	0.37025
GPR109B	-0.81825
FLJ13305	-0.8875
LCE3A	0.195
TNFRSF18	-1.36766666666667
DET1	0.39975
TRPM3	-0.27125
C16orf79	-1.034
FECH	-1.13733333333333
RAP2A	0.519833333333333
CRIP1	-1.15966666666667
AZIN1	0.02025
SLC7A7	3.00525
IL10RA	-0.2477
TMEM64	-3.4435
CDC42EP4	0.5883
C16orf58	-0.0896
ARG2	-0.50275
POU5F1P4	-2.11625
FAM62B	-0.7405
DNAH8	-1.7855
ASH2L	-0.369375
TSLP	-4.09983333333333
CNTNAP5	-0.2375
TMEM16C	-1.61775
IFNA14	-0.0355
SLC1A3	-1.97685714285714
CABYR	-1.809
BCL7B	-0.6088
NUDT13	-0.757166666666667
C13orf28	-0.5065
C1orf53	-0.2245
ARL6IP4	0.3434
RPL35A	-0.10275
EMR3	0.2285
RAB40C	0.44625
SLC41A1	-1.0705
LRCH1	0.82225
LY6G5B	-0.467
FAM124A	-0.994214285714286
MGC10981	-3.62533333333333
CLIP3	-0.6399
MAP4K2	-1.28066666666667
CHIC1	0.27275
SULF1	1.72783333333333
C20orf30	-0.00521428571428571
PRDM5	0.566125
ELOVL1	-0.2705
C11orf48	-0.24175
SLC39A10	0.081
KCNV1	-0.1365
ACP1	-0.146333333333333
ZMYM2	1.225
B3GNT6	0.661166666666667
C9orf69	0.714
C2orf15	1.163
C20orf166	0.6395
HSP90AA6P	-1.286
EDG7	-1.2025
NEURL	-0.487375
LPL	-1.30633333333333
CLEC2D	-0.799785714285714
GRRP1	1.08116666666667
CD8B	-2.644
HIST1H3D	-0.953
SLC6A12	0.142375
FAM27L	-0.00749999999999998
CD84	-0.3419
RASA1	0.137
PHKG1	-0.3475
MAGEA11	1.547
IMPA1	0.2315
NPM3	1.172
RARRES1	2.34775
SH3BP1	0.683875
B3GNTL1	0.841
ARPC5L	0.0353333333333333
KLHL26	-0.428
SIM2	-2.165125
GJC1	0.9005
C20orf194	-1.9405
EXO1	-1.7845
SLC2A2	-2.00366666666667
LOC285074	-0.56125
LRG1	1.3005
KIRREL	-0.3295
PIK3R1	0.783642857142857
C4orf34	-1.174
MAF	-2.74577777777778
ADCY4	2.59583333333333
ZMIZ2	1.5404
SLC46A3	2.50666666666667
STAMBP	0.384333333333333
CCDC16	1.38675
MS4A12	1.6595
TCF20	1.2965
LRRC46	-0.303
C20orf152	0.35925
MRPS6	-1.1665
ABCB11	0.126
KCNC2	0.7635
CDH19	-2.2295
C9orf123	-0.02
SSH3	0.248375
LDLRAD1	-2.57725
CCBE1	-0.67225
ZNF135	-1.545125
TAAR1	0.278
WFDC12	0.1555
CCDC42	-0.0651666666666667
FLJ12529	-0.90175
PER1	-1.55166666666667
TIMM50	0.367833333333333
SMARCAD1	-0.2085
FAM26C	0.2175
TP53TG3	-2.14083333333333
SH3RF1	1.3065
LMCD1	-0.50425
GPR63	0.397
FLJ21986	-2.89825
AIFM3	3.89375
MICAL1	0.1345
BLZF1	-0.6115
IQCA	-0.9795
PCDHGC3	0.179
SAC	0.37775
BCL6B	1.45583333333333
DDO	-1.4585
MARCO	0.36675
DCHS1	1.15033333333333
C1orf170	-1.559
CD200R1	-0.473833333333333
C22orf15	0.1545
SEPT11	0.637166666666667
ADNP	-0.04825
UST	-2.8898
C13orf34	0.473833333333333
RFFL	1.40478571428571
APBA3	-0.1795
C2orf60	-0.36525
CUTL1	0.1243
PMS1	-0.757142857142857
ZNF689	-0.3345
EIF3E	0.2945
IL9	0.815166666666666
RPL31	-0.1135
LY9	-0.651833333333333
ATP2B3	0.09625
KDELR2	0.843833333333333
TFCP2	0.47175
NLRP12	-0.680125
FLJ45422	0.1235
TLE4	-1.8792
ZNF570	-0.046
FLJ43806	0.7045
TLK2	-0.0265
CIR	1.00975
MARS2	1.3315
COL24A1	-1.7745
SDF2L1	-0.354
HIBADH	1.024
IGFBP3	-2.17164285714286
C12orf23	-1.444875
PSPC1	0.18975
C20orf43	0.09575
TRAV20	-0.3125
ARHGAP24	-0.778875
KIAA1975	-0.977625
C1QA	2.9891
DNTT	-3.98516666666667
C10orf6	-0.702833333333333
C11orf41	-2.988375
HNRPF	0.30275
COL11A1	3.0555
UBAP2	0.113
CDKN2AIPNL	-0.5005
C20orf174	1.451
SPRED2	0.09775
PLA2G12A	0.669333333333333
ICEBERG	-1.98866666666667
SCN10A	0.5275
C11orf65	-1.03875
GBP5	3.107
PITPNC1	-1.98733333333333
POU3F3	1.025
NCOA7	2.243375
LIN7C	0.2156
LOC348840	-0.094
NKX2-2	-2.72375
ANKRD13D	-0.02225
LOC123688	1.057
FUT2	3.753
TAAR8	0.352
FZD4	-0.804916666666667
PNMA3	-1.74766666666667
OR4L1	0.4475
WIT1	-1.904
EXOC3L	1.24
ATPBD4	0.8031
KRBA1	-3.48175
UBXD6	-1.241
HOXB7	0.930214285714286
C7orf23	-0.238
UNQ338	2.73725
STAB2	0.78475
CDC20B	-0.59175
IRF9	0.11975
CENTG1	-0.474916666666667
TNPO2	-0.89825
MCPH1	0.928
BMS1P5	-0.978
SLC26A7	0.58775
HIST1H3J	0.1645
C9orf3	-0.347
LBH	1.17125
MYO1D	2.175875
PTDSS2	-0.20025
NFU1	0.2335
DEPDC4	-1.519
WNT7B	-0.6635
GLP2R	0.0568333333333334
SETD4	-1.1295
DYNLT3	0.3604
FKBP11	-0.471333333333333
SESTD1	-0.027
FLII	-1.22775
RPS16	0.4875
CHPF	-0.925
CSNK2A1	-0.0373333333333333
SUMO1P1	-0.743
FKBP6	-0.386
ZNF214	0.276333333333333
TWIST1	-1.56016666666667
DDX56	0.144333333333333
TRAM1L1	0.172
EPO	-2.821
MRPS18B	-0.2745
ZNF682	-0.448166666666667
RPL14	0.172666666666667
MAFF	0.11875
LOC51136	0.402375
LY96	-2.278
DDX20	-0.19425
ABTB1	-0.375166666666667
ARL5A	0.3191
CCT6A	0.08325
HEPACAM	-1.70183333333333
EHHADH	0.0178333333333333
RBAK	0.409333333333333
CGB1	-0.10775
ITGB5	-0.6135
YIPF3	0.00225
FKBP2	0.1495
NR1D1	0.4002
TMEM110	-1.2445
NEK2	-0.849666666666667
PRAMEF8	-2.67475
C20orf52	-0.0516666666666667
PCDHGA3	-1.1245
VWA3B	0.26675
NDUFA5	-0.699625
THAP9	-0.49275
FLVCR2	-0.741
AP1S1	0.334875
SMAD6	-0.43875
SAV1	-0.97725
SAT1	2.07775
ZNF251	-0.812125
ADAMTS7	0.1854
RPP38	0.52075
C1orf211	-1.2215
YPEL2	0.8004
RBMS1	-1.92
ZNF445	-0.412
NRXN2	1.42733333333333
PGBD4	-0.021625
UGT2B28	-1.25075
WBSCR16	-0.7198
NLRC3	-0.165625
ASTL	0.55175
ST6GALNAC1	2.76475
ZADH2	0.31575
MLLT4	1.54216666666667
ARL6	-1.06633333333333
MEF2C	-0.6645
CBFA2T3	-3.1175
AFF3	-0.384928571428571
COG7	-0.337666666666667
MYB	0.273833333333333
PLXNA3	0.444
XRCC2	-1.46066666666667
MMS19	-0.32775
ST8SIA5	-0.645375
CHPT1	0.955666666666667
KIAA1712	-0.33175
OR6X1	0.886
ACTR3	0.664375
UGCG	-0.5335
OR4P4	0.888
ZAP70	-2.895
LPP	0.939
ZNF485	0.03375
PTPRCAP	-0.43875
IL12RB1	0.4645
ATRX	0.334
CHST8	-2.414375
C14orf109	-0.45125
ARV1	-0.5235
NMB	0.100142857142857
COX5A	0.418666666666667
EIF6	0.11975
MPPED2	-1.1925
SEMG1	-0.7245
CHRDL1	0.038
TRAF3IP2	0.16425
WNK2	1.608375
LILRA4	-0.0148333333333333
LAMA2	0.93825
PXT1	0.4855
RLBP1	-0.60375
CD300C	-0.727
SLTM	0.0255
FLJ10404	-0.0775
APOBEC3D	-1.88266666666667
RENBP	1.06116666666667
ATXN7L1	-0.01775
NID1	-0.72875
TUBGCP3	0.362625
ITIH5	0.310555555555556
CCDC110	-1.24125
C8A	-2.189
MGC87042	-0.26075
HOXC13	-3.39425
TFDP2	-0.57
HCP5	1.983625
POLI	-0.17075
UCN	-0.004
ZNF764	0.0773333333333333
C8orf45	1.563
FHL3	-1.811
SPATA5L1	-0.058
MMRN2	1.636
NDST1	-0.288666666666667
COL20A1	0.0976666666666667
ZNF248	-0.996166666666667
PELP1	-1.02716666666667
MBL2	-2.10966666666667
RNF41	0.13675
C5orf24	0.552125
THOC5	-0.454875
SERINC3	0.1135
RP11-151A6.2	1.97825
CDCP2	-0.0535
HIST1H2AA	-0.1595
C11orf75	0.665166666666667
FKBP7	-2.076
DDOST	-0.3455
GPNMB	-2.653
TTF2	-0.2335
KCNT1	0.0925
SLC39A14	-0.405
NGRN	-0.4958
GPR137B	0.65825
MECP2	0.64775
PSMA1	0.20225
C16orf73	-3.98475
TMEM60	-0.738166666666667
CSN3	null
NOS1	0.408
RAB7L1	-0.4135
YBX2	0.149
KIAA1166	0.666
FUBP3	-0.222666666666667
ABCG1	0.11
ACACA	-0.05025
ARL11	2.6993
ATOH1	0.168
ODF1	0.439833333333333
CREB3L3	0.570833333333333
TMEM127	0.643142857142857
DSCAML1	-0.894
PLN	1.09066666666667
LYPLA1	0.699083333333333
PRDM9	-1.74125
SASP	-1.13375
PLUNC	0.580666666666667
INTU	0.01775
HISPPD1	0.03525
LNPEP	-0.393166666666667
YARS2	-0.457333333333333
APCDD1L	-1.477
ZCCHC4	-0.4378
FBXO22	-0.7195
TTLL13	-0.1205
ZNF669	-0.290833333333333
PTGDR	1.50975
DDX27	0.3925
KIAA0409	0.289166666666667
GJB6	-0.27425
ASB8	0.467
PLP2	0.180166666666667
MEPE	0.46275
OR10J5	0.388
KRT222P	0.391
COQ7	0.545666666666667
C1orf101	0.04325
RERG	-2.2812
CHMP5	0.080125
THAP11	-0.605
ZNF43	-0.485833333333333
ZRANB3	-1.36166666666667
KRT13	-0.408
MRPL19	-0.908
RBBP9	-0.549
SPATA17	-0.215875
BXDC5	0.0816666666666667
PAFAH1B1	-1.06175
MAGEE1	-0.2935
OSTF1	0.35725
KIAA0323	-0.562333333333333
TXNDC13	0.2165
CNTN4	0.309625
LCE1B	0.9525
UNQ501	-0.37875
ZNF154	-0.76125
C3orf64	-0.112
SYT5	-0.0561
PON1	0.414666666666667
FLJ10357	-0.956875
ATP4A	-0.578
GNPDA1	-0.441166666666667
MGAT1	0.0228333333333333
C14orf121	0.22425
SLC35B2	-0.2365
MIER3	0.273
CHEK1	-0.89
ZNF8	-0.374166666666667
TXNDC1	-1.30783333333333
CKB	-0.1327
RTN3	0.309428571428571
FZD2	-2.07783333333333
PART1	-0.550625
PSMB6	-0.6645
PCDHB8	-0.8175
PHC3	0.0971
PPP1R8	-0.053
NOVA2	0.987166666666667
TNFRSF11B	-2.038375
GOLPH3	0.0346666666666667
UBLCP1	-0.50125
SUHW3	-0.07075
TTLL1	-0.41925
OPN4	0.398
OR13G1	0.5525
ZPBP2	0.343333333333333
HSD17B11	0.833125
C9orf50	-0.1665
DHDDS	0.270071428571429
CTSW	0.4391
NEFM	-2.02116666666667
MRPL28	-0.89225
SYN1	0.636333333333333
PIGV	0.227
ZIM2	0.523
APBB1	-0.536333333333333
SND1	-0.155
C1orf123	-0.303833333333333
CHD3	-2.0645
BHLHB8	0.59975
RNASE2	-0.800166666666667
BCAP31	0.328375
SLC25A44	-0.153333333333333
CHD6	-0.4342
PIB5PA	1.89184615384615
SELS	0.752625
LOC541471	-0.171875
FAT2	0.1555
ZNF81	0.0645
OR4C16	0.3715
FLJ10081	-0.4458
LRRC4	0.194
CS	-0.137333333333333
N4BP2	-0.7515
IGFBP7	0.2635
ZNF318	0.379
NDNL2	0.24225
ZNF609	-0.3005
SIRT4	-0.9805
EXOSC10	0.105
ECE2	0.220916666666667
OVGP1	2.8665
GTPBP3	-0.88675
PACS2	-0.2781
C19orf36	-1.263
ARL4C	-2.07625
ATG4B	-0.597125
UBQLNL	-0.59875
RHOXF2B	-3.342
PLEKHG2	-1.6225
GALR1	0.021
AQP4	0.379166666666667
HDAC7A	-0.581333333333333
DCUN1D3	-0.14675
OR8A1	-0.0375
CCRN4L	-0.09375
CBR4	-0.229333333333333
KIFC1	-0.405666666666667
SLC7A14	-0.905
LHX5	-0.2845
TRPC7	0.316
LPXN	-1.8575
SERPINA1	-1.389
RPS13	-0.000999999999999995
BPIL3	-0.27
PRKAA1	-0.572
FADS2	-1.3805
ENAH	-0.257375
PRO1768	-0.4895
APBA2BP	0.2915
LIPH	3.21266666666667
C3orf33	-1.441
RCC2	-0.387928571428571
ALDH1A2	-3.2518
RNF103	0.9725
AHCY	0.197
ALG12	-0.045
CCL17	0.36775
ZNF543	0.468166666666667
ESRRG	1.1112
CNGA1	1.92725
RDH5	0.214333333333333
OTX1	-0.9368
PTGFR	-1.76816666666667
CDR2	0.468625
SELE	1.359
NLGN2	-1.98466666666667
EXOSC9	-0.677
ZNF566	-0.261
KLRC2	-3.8005
GPR12	0.862
KIAA0196	-0.06275
PDRG1	-0.33275
SSR3	-0.576
MSI1	0.159
CST9	-0.7165
CC2D1A	0.24375
PLAGL1	0.869
ZNF778	-0.4705
RNF2	-0.7025
KLF6	1.263
THBD	0.225333333333333
tcag7.1314	0.03125
NR5A1	0.153833333333333
ABCD2	0.101
DNAJC7	0.842
CLEC4C	0.569
TM2D3	0.497
CCDC4	-0.6435
PLAC2	-2.63525
DCD	-0.059
FAAH	1.63575
POLA1	0.623333333333333
TM7SF2	-1.566
FLJ39822	1.85866666666667
FLOT2	-0.0855
MAP4K1	-0.8435
SRP68	0.494
C21orf74	-0.293
ARPC5	-0.03925
LOC126075	0.80375
HECW2	-0.525625
ZDHHC4	0.555
ANKRD42	0.2376
PDE9A	-1.19333333333333
ABCA8	-1.17425
NDUFS2	-0.58075
UBR5	-0.58175
BTBD16	1.6185
LOC554174	0.463
ZNF20	-0.468
KIAA1843	1.377
WDR17	-0.538142857142857
C15orf33	-0.3975
RNF113A	0.76675
CAMKK1	-0.7281
CLCN2	2.0795
ANXA6	0.231
LOC340069	0.3775
EMID1	0.23075
DPM3	0.185666666666667
ELA1	-0.018
SLC25A13	0.1448
KRT24	0.418
SMPD1	-0.0168333333333333
TH	0.43375
COL6A2	-1.57107142857143
ANKS1B	0.880333333333333
GPR126	-1.4275
ZC3H12A	1.63533333333333
TMEM47	-1.12533333333333
C2orf51	0.0526666666666667
C1orf88	0.985833333333333
HSF2BP	-1.2895
AKAP10	0.17425
RPAP3	0.4385
KLHDC8B	-1.346125
STOM	-1.6566
MUPCDH	4.128375
C10orf72	-0.991375
PLEKHA3	0.18075
TCP11L1	-0.93375
CWF19L1	0.005375
SPEF1	0.129846153846154
YSK4	0.246
ELN	1.5069
SAMD8	-0.176833333333333
MPI	-1.36916666666667
MEPCE	-0.3733
ABCC3	2.79925
NANOGP1	-3.2855
KCNK17	0.06075
HLA-DMB	2.17216666666667
RRAGA	-0.1025
ANGEL1	-0.45025
RBM32B	0.057
CPN1	-1.499
MGC52282	1.1974
HLA-A	1.79141666666667
OR9G4	0.0215
EDNRB	-1.00975
SCD	-1.31842857142857
C14orf80	-1.442
BAGE2	-0.5955
RABL4	0.2715
RCVRN	-0.081
SHANK1	0.3195
NLRP7	-3.145
CD226	0.75375
STAT3	0.7765
SYNJ2	-0.4545
TPCN2	-0.649
WDR36	-0.2255
MBD4	-0.70025
ROBO1	-1.7964
ST3GAL6	-4.1385
SLAMF8	1.661
ATN1	0.353833333333333
GPR141	0.43475
KRT36	0.474
TPH1	0.2565
DDX52	1.002
ZSCAN29	0.249833333333333
TRPT1	-0.4825
DPEP3	0.423
DENND4A	-0.428625
TSPAN16	-0.357
PTCHD2	-0.81
LOC145814	-0.47775
CAP1	0.176333333333333
EIF5A2	0.0589
NT5DC3	-1.0885
SEPT9	-0.037375
SEZ6L2	-1.63725
EGFLAM	2.356
VPS11	0.52875
NDUFB5	0.107166666666667
CIDEA	0.371166666666667
IER5L	-1.1015
N6AMT1	-0.73125
FAM83C	-0.16775
OXR1	0.543083333333333
IRX1	-0.635
DGKB	-0.891166666666667
GCN5L2	-0.443
MIR16	0.823
FBXW9	-0.80375
WDR4	-0.266333333333333
PDC	-0.3375
VPS33B	0.05725
HEXB	0.6915
FLJ32214	1.16
TCEB3	-0.992
CRLF1	-4.6625
ABI3BP	-0.46025
C8orf22	-3.278
PYCR1	-0.209875
KIAA1706	2.83025
CDK5R2	0.7525
WAS	0.151
C12orf60	-1.46975
CCBL2	0.53575
MADD	-0.4315
C5orf34	-1.21675
WDR42A	0.1576
KLF12	-2.284875
HSPA1A	-1.762
ITM2C	-0.57775
DAPK2	3.99833333333333
LOC442590	-0.4825
SUMF2	0.464375
CENPA	-0.953461538461538
TMED5	0.26775
CDH6	-0.8499
BRP44	1.65375
THG1L	0.38825
GABRA2	-1.73275
C14orf166	-1.181
MYL1	-1.18083333333333
TNFSF18	-0.455
PAP2D	-1.01166666666667
PPIB	-0.56075
KLHL4	-0.578142857142857
SFN	0.689333333333333
CCDC127	-0.622
FRAP1	-0.426
GOLGA5	-0.6005
SDCCAG1	-1.09525
MGC21675	0.0266666666666667
C10orf95	-0.03275
KIAA1345	-1.14716666666667
C1orf163	-0.3365
LACE1	0.0768333333333333
OR10K2	0.0505
CENPN	-1.08716
TMED2	-0.0115
UGT1A6	2.2395
ANG	-0.92975
U2AF1	-1.03783333333333
CASC2	0.3045
NMT2	0.159833333333333
OSGEPL1	-0.649875
DFNB31	-0.966
SLC6A20	1.79375
DKC1	0.5695
FXYD4	0.96825
WDR64	-0.399
MGC5590	0.533
CREBZF	0.3235
DAZ1	-0.1475
PRPSAP1	-0.168
GCHFR	0.6515
TTC7A	-0.865125
LOC196993	0.1275
UBD	4.7495
S100A1	-0.5915
RPL6	0.748333333333333
DNAJB6	-0.4803
NAGS	0.8078
C2orf58	0.1295
KERA	0.562666666666667
MT1X	-1.1405
UBE2B	0.4944
KEAP1	0.41325
MST1	-2.26475
OMA1	0.129
ABLIM2	3.7045
BCL2L13	-0.0284166666666667
JAZF1	-0.518
TMEM63B	0.7265
S100A8	-0.7892
ARFIP2	0.2385
UROS	-0.13275
KHDRBS2	-1.552
POLQ	-0.9265
SOAT1	-2.10475
SPAG4	-1.926
MRPS30	-0.371666666666667
LOC494141	-0.55975
OR2T11	0.7265
ORAOV1	-0.6053
ZNF184	-0.2945
TCEB3B	0.635333333333333
ADAM21	-0.2055
GDPD1	0.5325
SPINLW1	0.1855
PRR14	-0.0613333333333333
KCTD9	-0.9933
NUDT3	-0.21225
KIAA1822	-0.1028
HIST1H4K	-0.1735
DFNA5	-4.44525
GABPA	-0.90325
C14orf44	-1.2995
POLB	-0.5425
PTAR1	-0.919
SEC31A	-0.0675
TRIM58	-1.00825
