Hybridization REF	TCGA-AA-A01Q-01A-01R-A002-07
BDKRB1	-0.508833333333333
MLF1	0.7842
TAF12	-0.6965
ID1	-2.4235
THADA	-0.502125
PIK3CB	-0.32525
OR4N5	0.3955
TBC1D17	-0.0268333333333333
COX8A	0.05175
CDCA4	-1.0815
C2orf44	-0.58425
ZNF534	-0.07525
IMMP1L	-0.035
NIPSNAP3B	-0.1435
FTMT	0.195875
PWP2	-0.455666666666667
MMP15	0.6763
DNAH11	-1.333
MTMR14	-0.594875
DNAL4	-0.90975
IPP	0.73275
TMEM59	0.47175
C1orf157	0.467
RGS4	-2.4005
DDX18	-0.2945
SNX6	-0.46675
ZNHIT2	0.432833333333333
NCDN	-1.42316666666667
FLJ33534	-0.8625
RAG1	-1.253125
OR4D10	0.3965
PTPN5	-0.144833333333333
POMT1	0.5655
LRRC8A	-0.2236
CYP1A1	-1.385
CAPN1	-0.638
DDHD2	-0.56325
GRIK2	-0.40575
GNRHR	-0.02575
PPBP	1.03725
HTR3A	-0.592875
SLITRK4	-3.1345
ANKRD49	0.09775
BTF3	-0.2288
SARS	-0.92
C13orf18	-0.667666666666667
CACNB1	0.168857142857143
QKI	-1.96090909090909
SETMAR	-0.25675
MAN2B1	0.367166666666667
EML3	-0.94625
ACADL	-0.854833333333333
OFD1	0.7615
DEFB114	-0.1
CGA	-3.4916
PEX16	0.705166666666667
LRRC10	0.5535
GNG12	-0.5765
C1orf152	0.7815
CHRM1	0.674
CD53	-0.373625
DBH	-0.11825
TFAP2B	-2.909625
HIST1H2BJ	-0.951833333333333
FAM46D	0.195
TMEM11	0.199
C3orf32	-2.966
PCCB	0.038
IPO13	-0.3215
C6orf105	-1.08275
COMMD5	-0.244
SUV420H1	-0.5201
LTBR	0.76675
ARHGAP15	-1.710125
HDHD2	-0.36725
TDRKH	-0.349666666666667
LOC401052	-0.403
PSG4	-1.4245
GNB4	-0.6515
SPATA4	-0.569
SLC9A3	-0.766
OSBP	1.2185
NBPF3	0.07025
DOCK11	-1.2135
SLC39A5	0.543166666666667
PRR5	1.853
C10orf63	0.269875
SMTNL2	-1.329
ADRA1A	0.02775
ASAH1	0.6796
DOM3Z	-0.4969
GIPR	1.33116666666667
AHI1	0.16225
NADSYN1	0.729833333333333
RGS14	0.6957
IL18BP	1.8207
RTN4RL1	-2.02941666666667
ARMC6	-0.448
PSMD5	-0.389166666666667
HK3	0.9729
OR4S1	0.7385
RSU1	0.334
MAD2L1	-1.37922222222222
EIF4A3	-0.4535
DLEC1	-0.729166666666667
E4F1	0.0463333333333333
CHMP2B	0.2802
CAMSAP1	-0.44175
RPS21	-0.0591666666666667
ARID5A	-0.1765
UBE2N	0.1044
IGSF8	-0.0878333333333333
MAGEB6	-1.6695
ACAD11	-0.2522
MGC4172	-0.181
LMO4	1.36175
KLKB1	0.463
HP	-0.475
HDAC3	-0.2115
SCHIP1	-1.8705
CLCA1	9.4495
OLFML2A	-0.079625
C1orf112	-1.0115
KIF19	0.84975
HAPLN4	0.0769
CXCR7	-1.88333333333333
GOT2	0.3112
RAB38	-3.848375
DCX	-0.836
PPM1H	0.164
NFYC	1.06675
KIN	-0.13275
ZNF228	-0.166
PLSCR4	3.181
HIG2	-1.15575
FAM79B	1.3735
C21orf86	-0.3808
KCNK10	3.49575
ZNF738	-3.27725
FSTL5	-0.771333333333333
OR6A2	-0.181
OTOA	0.951166666666667
EXOC1	1.04575
AHRR	-3.132625
PDAP1	-0.362916666666667
C19orf6	0.4345
ZAN	0.78925
LY6G6E	0.4545
EIF4E2	0.2885
C20orf198	-0.4485
ZNF324	-0.074
CYP3A5	4.5005
ENTPD7	0.654333333333333
MBOAT5	-0.396666666666667
GJB5	0.826
TTC13	0.65225
S100Z	-1.08233333333333
KIAA0664	-0.031
PDGFRB	1.296
IL17D	-2.13675
OR56B4	-0.146
RDX	-3.3335
SLC34A3	1.7135
IL28B	0.352
JUND	2.20025
CHRNB1	-0.704125
CAMK2B	-1.68625
FETUB	-1.54875
CXorf23	0.95875
MRTO4	-0.07875
TTC3	0.3725
NDUFB8	0.307833333333333
EDG2	-4.432
SEMA3G	-0.545
IL23A	-1.6465
GRHL1	-0.1411
LOC441054	-2.29
WDR65	0.133
PSTK	0.12075
STOML3	0.6435
R3HDM2	0.5496
C5	-1.56925
SLC2A10	-0.213166666666667
C3orf22	1.161
PAQR3	-0.922076923076923
ANKRD26	-0.824916666666667
HCRTR1	0.458
LOC399947	-1.186
PSD2	-0.1935
TIGD2	0.196
SCRN1	-2.363625
COQ10A	-0.369
DDI2	0.4365
METTL7B	2.08433333333333
UCN2	1.5855
FAM92A3	-0.41525
WDR16	0.16725
ZNF511	1.8315
ZMYM5	-0.437375
POLR3G	-1.275
ZNF586	-1.4605
C1orf49	0.377666666666667
TANK	-0.442
RCAN1	-0.7525
PELI3	1.21283333333333
LIMD2	-0.499833333333333
TMEM189	-0.213
NTN4	-0.3495
LOC151300	0.5765
CLEC2A	-0.7605
GPR135	0.564375
DPYSL4	-3.1069
JAK2	0.0555
TSHZ1	0.555333333333333
TM9SF4	0.14275
ZNF264	0.554666666666667
SIRPG	1.51775
BICD1	-1.852
HERC6	1.21216666666667
METTL5	-0.609
CASP1	3.058
PRRT1	-0.3265
PLA2G4C	-0.121333333333333
ICA1L	-1.22492857142857
TPTE2	0.165833333333333
OTUD7A	1.99016666666667
AQP11	-0.18425
APOA2	-3.9689
KALRN	-0.810333333333333
SECTM1	1.47625
IFNAR1	-0.34025
TALDO1	0.0425
RAB11FIP4	0.898666666666667
EIF5A	0.0305
FAM49A	0.83775
NEGR1	-0.855666666666667
YTHDC2	0.046375
EHD2	-1.927375
NCF1	0.8304
SCRT2	2.4075
HOXA5	2.1475
NUP133	-0.14275
FGF12	-2.287
SLMO2	-0.138875
SNTA1	-0.4805
CACNG2	0.62625
GCM1	0.408375
ELF1	-0.1485
TLR5	0.89425
TCFL5	-1.27308333333333
RBMY2FP	-0.974
LOC100125556	0.032375
FAM129B	0.330625
MAP3K7IP1	-0.544875
NCK2	-0.106
OXA1L	-0.214
FMO9P	0.7915
ZSCAN12	-0.2515
PSMD12	-0.829416666666667
HSCB	-0.5625
CLDN10	-3.0045
MGC13053	-0.54975
HPCAL4	-0.961333333333333
ASZ1	-0.1985
MEX3D	1.01141666666667
NFAT5	0.2103
CSPG4LYP1	-0.287833333333333
FBXO3	0.3134
DVL1	0.175166666666667
CMKLR1	1.889
TYMS	-1.794125
PEF1	0.69475
ZNF750	-2.51616666666667
MCM5	0.0375
MEGF11	-0.69425
KCNK7	0.623
PTP4A3	-0.1475
C1QTNF2	-1.47766666666667
OR6S1	0.321
FAM122B	-1.0515
ZNF551	-0.054875
HBQ1	-1.9215
GEMIN6	-0.49075
ARSK	-0.47
RBP7	0.521
CPNE9	0.06125
DSC1	-0.071
LOC730112	0.31975
MAP2K4	0.2415
HS3ST5	-1.577
EPB41L3	-0.67025
TEKT2	0.735
CDKN2B	-0.428
ZNF480	-1.314
MAP3K6	0.2787
MAP6	-0.35
HN1	0.3445
OR2L13	0.442333333333333
SLC16A11	0.54
FAM96A	-0.15425
APOL1	0.94275
C5orf32	1.65375
RTP1	-0.1875
RNF175	-1.6155
ZBTB41	0.361875
AHCTF1	0.2219
SAE2	-0.1669
ITGA2	0.138583333333333
MME	-3.1885
CCDC14	0.70575
MAST4	0.197142857142857
KRT33B	-0.52
KCTD2	-0.398333333333333
WDR26	-0.561083333333333
MFI2	0.516625
NR4A3	-0.588
ARSA	0.029
UNKL	-1.63266666666667
SULT6B1	0.1425
CCNA2	-0.931166666666667
SOX15	0.3995
PPAPDC1B	0.0646666666666667
C19orf44	0.7845
MCAT	0.821333333333333
ARID1B	0.498875
OR52N1	1.181
C12orf48	-0.688
MAGI1	-0.096125
NIPA2	-0.53575
GBX2	-1.716
RSHL3	0.06525
RAVER1	1.13983333333333
C15orf17	-0.00424999999999999
SLC30A2	0.3785
ZNF518	1.3525
PCYT1B	-1.943
C10orf114	-2.24
EIF3H	0.506
SLC25A39	-0.142333333333333
KIF1B	-1.1725
AMOTL2	-0.83825
C6orf120	0.28625
PSRC1	-1.632
PLA2G10	4.164375
KIF5C	-0.89925
MRPL37	0.138
C17orf62	-0.0306666666666667
C9orf135	-1.77233333333333
DUSP10	0.3471
CLCNKB	0.7185
PSMA5	0.04975
C8orf53	0.39325
AMPD3	0.942666666666667
PIAS1	-0.10125
ADCYAP1R1	0.2165
GYLTL1B	1.047
CDH20	0.2285
FBXO7	-0.28125
TMEM134	0.384333333333333
FLJ14213	0.779666666666667
ZNF3	-0.24725
LRRFIP1	-0.0455416666666666
CNOT2	0.317083333333333
ABI3	2.42325
ALDH5A1	0.7565
HNT	1.0156
SERPINA4	-2.3925
TK2	-0.111666666666667
STMN1	-1.661
GUCA2A	0.2485
GALNT10	0.293142857142857
DPP6	-0.9211
C9orf93	0.7005
PRELID2	1.523875
STK39	0.514125
SFTPA1	-0.169
CKS2	-1.15388888888889
RHO	0.59475
C20orf135	0.10025
XKR3	-1.751
CR1	0.59975
RPS6KA2	0.311857142857143
C20orf112	1.23175
MRPL22	-0.4455
C4orf23	0.132833333333333
GADD45B	-0.72175
KLHDC1	0.0205
C2orf48	-1.6865
ZNF287	0.565
DAAM2	-2.44675
DPPA2	-3.50666666666667
TCTN3	-0.364333333333333
DNAJB11	0.55175
FPR1	3.445
DEFB4	1.2055
PTCD2	-1.7663
SMOC2	2.34516666666667
CABP7	1.2315
SERPINB11	0.2695
MAGEF1	-0.371
NDE1	-1.28916666666667
ITGA10	0.03
FSHB	-0.1795
ANXA2	0.256
HORMAD2	0.10775
HLCS	0.186
MCF2L	1.783
FH	-0.00275000000000001
TBC1D24	-0.6205
KIAA1505	1.5365
LGALS2	-0.48775
CNBD1	0.2745
SYNPO2L	0.38225
PTPN23	0.256928571428571
C1orf183	-0.019
MAGEA8	-0.02125
DGCR8	0.371
GSR	0.83675
PAQR7	0.63525
ZNF676	-1.6385
CACNA1C	-0.6427
SP7	0.4245
PDCD6	-0.56475
NRN1L	-0.194
BRI3BP	0.606583333333333
KIAA1183	0.44275
ASB4	0.2765
CCL23	1.4888
OBSL1	-3.003
SLC12A7	0.621333333333333
KIAA0240	1.831375
CD1B	-2.812
FCGR2A	1.623125
MDC1	-0.70075
HTR1A	0.815
OCEL1	0.8805
ATP11B	0.1235625
FBXO34	1.7475
PCDH12	2.285
RPE	-0.4495
C17orf74	0.2605
CSDC2	0.309166666666667
PET112L	-0.27225
TMBIM1	0.03475
P2RXL1	0.00325
TCHP	-0.53825
TRMT1	0.108833333333333
F2RL2	-0.879833333333333
LRRC32	2.38516666666667
IMPG2	0.29
BGLAP	-0.097
LOC493869	-1.82608333333333
MRAS	0.249125
SLC35F5	-1.401
CBWD1	-1.5675
AXL	-3.01475
ATP2C2	4.9935
TELO2	-0.101
PNPLA3	-1.88
PCDHB14	0.6165
CD276	-0.39625
KRT80	-2.192875
DUSP28	-0.639
CSNK1E	-1.43375
SRP14	-0.644
KCNQ4	0.117
KRT72	0.00966666666666668
CCDC117	0.196
C6orf89	-0.573277777777778
TUBB2B	-3.07
RTN4IP1	0.3235
CR1L	-3.1395
CEND1	0.9075
C12orf41	-0.6915
RNF31	0.41475
UBN1	0.25
C17orf32	-0.311625
SLC5A7	0.32575
GPR92	2.8605
ESAM	1.3818
CTNNA1	0.530083333333333
HRBL	0.6978
CBX4	-0.5425
TMEM182	-0.37725
SH3TC2	1.616
IL10	0.2685
PXMP4	0.5585
RNF167	-0.6232
PAK7	-0.619666666666667
ETV3	0.0375
ATPIF1	0.199
LOC554207	-2.22066666666667
OR8H1	-0.17275
WDFY3	0.14525
DPM1	-1.3745
GPSM1	-0.176
WDR92	-0.8329
LRP1	-0.088
ANKH	0.274125
THUMPD3	-1.24
POLR1B	0.07575
OLFM4	8.43933333333333
RAD9B	-0.747
TSPY2	-3.6575
PAX6	-1.824
SCG2	-2.792125
SLC17A6	-0.13925
FMO3	2.36
PADI4	0.5245
TUBB4	-1.0471
NLK	-1.29125
POU4F3	0.122
SDF4	-0.37425
ITGBL1	-1.68483333333333
NETO1	-2.154875
TAP2	0.222875
ABBA-1	0.128083333333333
GNAI1	-2.3485
VPS4B	0.86475
NOPE	-1.02
GALNT6	1.12933333333333
SESN1	0.193875
GBE1	-1.93977777777778
CLASP1	-0.25475
RASGEF1B	1.17175
ACOT11	2.04721428571429
AFAP1	0.52075
OR2H2	0.416
DPY19L2P1	-1.82325
DZIP1	-3.41375
SEC22C	-1.12283333333333
GPR161	-1.83316666666667
RNF146	0.23275
WDR74	-0.046375
GALP	-0.698
PURA	-0.197
DNPEP	1.0025
RP11-78J21.1	-1.132
ERBB2	2.277
FANCM	-0.821916666666667
NEO1	2.85116666666667
DDX3Y	-4.6641
RPS3A	0.59325
MXRA7	-0.973357142857143
LGALS3	1.9575
GLT8D1	-0.4915
CFL2	-3.2875
UPB1	-0.17775
NAP1L5	-0.194375
CLDN14	-1.49425
DHX38	-0.6555
BTBD1	0.016
TARS2	0.1775
ABCF1	-0.6297
FCF1	-0.292833333333333
LRRC49	-0.272
GUCY1B2	1.001
C1orf177	0.5515
SMARCA4	-0.889428571428571
LRP8	-2.26266666666667
TAGLN3	-1.14725
MRPL14	-0.365
TTRAP	0.26375
ZDHHC20	0.02875
NFE2L3	0.22775
KIAA1377	-0.296625
PALMD	-1.2702
TMEM43	-0.879
TTL	-1.3435
STAT5B	-1.10866666666667
SSB	-0.817875
OR10H5	0.048
SLC22A13	-0.04225
AKAP3	0.6825
TIMM23	0.0486666666666667
OAS2	1.63458333333333
KIAA0423	-1.9755
TRIM11	0.363833333333333
GLIS3	-0.789375
TMEM50B	0.144
ARHGEF4	-2.359625
DEGS1	-2.93218181818182
TBL1XR1	2.14913333333333
G6PD	-1.91825
SP140	1.6555
MUC17	0.868642857142857
NUDC	-0.1484
DNAJC5B	1.56483333333333
SCARA3	-2.28266666666667
CPA3	3.327
BCAT2	0.6215
MFN1	0.3158
NRG3	0.201
SNX11	0.00874999999999999
PLEKHH1	0.7355
GPR177	-2.96733333333333
HCFC2	-0.662
TCAP	-0.66275
MOCOS	-0.27125
C14orf93	0.5
PRDM10	-0.126
SLC16A4	-1.44466666666667
SRGAP1	-1.82066666666667
VIP	4.50525
DUSP27	5.91566666666667
LILRA1	0.5042
MC2R	0.4805
MGC24103	-3.1355
MBTD1	-0.7385
FUT11	-0.600166666666667
USP33	0.2863
C15orf39	-0.36775
MAP3K12	-1.25525
PAAF1	-0.824333333333333
BARHL1	0.224
FLJ16165	-0.00549999999999999
PIWIL2	-2.25175
SYNE1	-0.539
CMTM4	1.323125
TSPYL1	0.0783
GUF1	0.438333333333333
TMEM157	0.788
WDR44	0.28875
HIST1H3C	-0.81125
DKFZp666G057	1.2755
RNPEP	-0.489
GAS2L2	0.189166666666667
ADH4	-3.923
GRPR	-0.374833333333333
FBXL17	1.854
ZBTB10	0.0365
Gcom1	0.0172222222222222
HTRA1	-1.7412
ZNF585A	-0.571166666666667
SLC26A2	0.565357142857143
OTOP3	0.611833333333333
WISP1	0.715333333333333
ATP2B4	-1.74758333333333
FLJ10769	0.5585
CRAMP1L	-0.3575
CHST12	-0.658
RAB22A	0.237833333333333
TARDBP	-0.129357142857143
STAU1	-0.41375
CRB3	2.91416666666667
MIG7	-1.5495
CHMP1A	0.346833333333333
ZNF160	-1.329125
B3GALT6	-0.02625
BARX1	-1.0005
C6orf167	-0.90925
NXNL1	0.8365
DHX29	0.14375
HADHB	-0.08225
PLXNB2	0.804875
ILDR1	-0.07675
SLC15A3	2.4005
GAS2	-4.8625
C20orf69	-1.40175
NUMB	0.675
TNIP1	0.594125
MESP1	0.907666666666667
PSKH1	-0.089
NSFL1C	-0.4055
RHOG	-0.082
HEY1	-2.797
KNG1	-1.242375
ITGAX	1.5075
LIN9	0.0883333333333333
CANT1	1.192125
XRN1	0.683571428571429
CCDC96	0.2221
HEATR6	-1.39
GNG7	-0.538333333333333
RUNX2	0.3673125
SOX1	2.41883333333333
FCRL5	0.1159
ZNF99	-1.770125
FAM9A	0.5785
SNX22	0.886333333333333
MBNL3	-0.941
ODC1	-0.291
ADORA2B	-0.410333333333333
NR2F6	0.4365
ZFYVE16	-0.732111111111111
SYNJ2BP	1.433
POLE	-0.512125
E2F2	0.3835
THRA	1.37
PTGES2	0.1515
HIP1R	1.3045
TMUB1	0.00100000000000001
ENO3	-1.4645
RSPH10B	-0.7785
CXorf39	1.456375
IRGC	0.39525
GPR109B	2.22525
FLJ13305	-0.7515
LCE3A	0.251
TNFRSF18	-0.841
DET1	-0.63525
TRPM3	-0.121833333333333
C16orf79	-0.796
FECH	-0.216166666666667
RAP2A	-0.609833333333333
CRIP1	2.78966666666667
AZIN1	-0.324
SLC7A7	3.28925
IL10RA	0.4721
TMEM64	-1.80925
CDC42EP4	0.4767
C16orf58	0.3871
ARG2	-1.591
POU5F1P4	-3.846
FAM62B	-0.06125
DNAH8	-2.106
ASH2L	-0.41375
TSLP	-2.82316666666667
CNTNAP5	-0.693
TMEM16C	-1.46375
IFNA14	0.68
SLC1A3	-1.754375
CABYR	-1.978
BCL7B	-0.5974
NUDT13	0.2965
C13orf28	0.49125
C1orf53	0.96225
ARL6IP4	-0.1525
RPL35A	0.67325
EMR3	0.9385
RAB40C	0.820083333333334
SLC41A1	-0.508333333333333
LRCH1	-0.04825
LY6G5B	-0.1085
FAM124A	-0.4885
MGC10981	-3.41616666666667
CLIP3	-0.7062
MAP4K2	-1.084
CHIC1	0.712
SULF1	2.391
C20orf30	-0.592642857142857
PRDM5	-2.321375
ELOVL1	-0.64025
C11orf48	0.020125
SLC39A10	-0.6375
KCNV1	1.0005
ACP1	-0.863666666666667
ZMYM2	-1.2
B3GNT6	1.274
C9orf69	0.46675
C2orf15	0.53425
C20orf166	0.7855
HSP90AA6P	-0.6255
EDG7	-0.9495
NEURL	2.09175
LPL	-2.38216666666667
CLEC2D	-0.292642857142857
GRRP1	0.8575
CD8B	-2.9264
HIST1H3D	-0.492333333333333
SLC6A12	2.03825
FAM27L	0.2165
CD84	0.2876
RASA1	-0.485
PHKG1	-0.7345
MAGEA11	-1.639
IMPA1	-0.0163
NPM3	0.901
RARRES1	1.3115
SH3BP1	0.990375
B3GNTL1	-0.1225
ARPC5L	-0.558
KLHL26	0.39475
SIM2	-2.5205
GJC1	1.595
C20orf194	-1.85625
EXO1	-1.45225
SLC2A2	-2.21983333333333
LOC285074	-0.73925
LRG1	2.32625
KIRREL	-0.664
PIK3R1	0.614142857142857
C4orf34	0.12625
MAF	-2.53733333333333
ADCY4	3.86933333333333
ZMIZ2	1.4484
SLC46A3	0.9235
STAMBP	-0.171
CCDC16	0.58525
MS4A12	0.52
TCF20	0.83375
LRRC46	0.00375
C20orf152	0.04575
MRPS6	-0.39075
ABCB11	0.1305
KCNC2	0.123666666666667
CDH19	-2.62933333333333
C9orf123	0.196333333333333
SSH3	0.50925
LDLRAD1	-1.98875
CCBE1	-0.909
ZNF135	-1.8315
TAAR1	0.6805
WFDC12	0.21
CCDC42	0.573666666666667
FLJ12529	-0.51875
PER1	0.153333333333333
TIMM50	0.220166666666667
SMARCAD1	-0.274666666666667
FAM26C	0.334
TP53TG3	-2.03983333333333
SH3RF1	1.336
LMCD1	-0.33275
GPR63	0.4555
FLJ21986	-3.171875
AIFM3	2.14
MICAL1	0.430333333333333
BLZF1	-0.697833333333333
IQCA	-1.51266666666667
PCDHGC3	-0.6305
SAC	0.0605
BCL6B	1.59916666666667
DDO	-0.55475
MARCO	1.24525
DCHS1	-0.344333333333333
C1orf170	-1.40216666666667
CD200R1	0.585666666666667
C22orf15	0.5425
SEPT11	1.30383333333333
ADNP	-0.76875
UST	-3.198
C13orf34	-0.0505
RFFL	0.476642857142857
APBA3	-0.489
C2orf60	-0.278875
CUTL1	0.1356
PMS1	-0.756875
ZNF689	-1.5745
EIF3E	-0.3065
IL9	-0.3225
RPL31	-0.0265
LY9	0.385166666666667
ATP2B3	0.09325
KDELR2	0.507541666666667
TFCP2	-0.099375
NLRP12	-0.678
FLJ45422	0.429
TLE4	-1.0561
ZNF570	-1.6025
FLJ43806	0.576
TLK2	-0.484875
CIR	0.1045
MARS2	1.0005
COL24A1	1.23375
SDF2L1	-0.027
HIBADH	-0.0771666666666666
IGFBP3	-2.506
C12orf23	-0.521
PSPC1	-0.41675
C20orf43	-0.803
TRAV20	0.645
ARHGAP24	-1.066625
KIAA1975	-0.758125
C1QA	4.3018
DNTT	-4.578
C10orf6	0.0516666666666667
C11orf41	-2.544125
HNRPF	0.677
COL11A1	3.35983333333333
UBAP2	-0.472833333333333
CDKN2AIPNL	-0.4615
C20orf174	2.74225
SPRED2	0.3035
PLA2G12A	0.7225
ICEBERG	-1.89083333333333
SCN10A	0.188
C11orf65	-0.804
GBP5	5.011
PITPNC1	-2.21333333333333
POU3F3	1.7355
NCOA7	1.134625
LIN7C	0.5769
LOC348840	-1.8895
NKX2-2	-2.28
ANKRD13D	0.00850000000000006
LOC123688	2.26375
FUT2	4.25583333333333
TAAR8	0.393
FZD4	-1.46233333333333
PNMA3	-0.823666666666667
OR4L1	0.682
WIT1	-2.08775
EXOC3L	2.9275
ATPBD4	-0.2629
KRBA1	-3.45
UBXD6	-0.01775
HOXB7	-1.33992307692308
C7orf23	-0.7355
UNQ338	2.132
STAB2	0.30425
CDC20B	0.17625
IRF9	2.07475
CENTG1	1.91141666666667
TNPO2	-1.053
MCPH1	-0.061375
BMS1P5	-0.2115
SLC26A7	-0.5685
HIST1H3J	0.429
C9orf3	-0.766
LBH	1.252125
MYO1D	2.579875
PTDSS2	-0.46275
NFU1	-0.4165
DEPDC4	-1.46125
WNT7B	-1.1666
GLP2R	-0.161666666666667
SETD4	-0.5946
DYNLT3	-1.087
FKBP11	-1.34216666666667
SESTD1	-0.8565
FLII	-0.33925
RPS16	0.3481
CHPF	-1.41616666666667
CSNK2A1	-0.205166666666667
SUMO1P1	-0.186
FKBP6	-0.8015
ZNF214	0.197166666666667
TWIST1	-1.23133333333333
DDX56	-0.747833333333333
TRAM1L1	-1.2023
EPO	-3.02416666666667
MRPS18B	0.164
ZNF682	-2.3595
RPL14	-0.0518333333333333
MAFF	0.243
LOC51136	-1.439375
LY96	-1.11675
DDX20	-0.9285
ABTB1	1.50566666666667
ARL5A	-0.0763
CCT6A	-0.9585
HEPACAM	-1.83583333333333
EHHADH	0.731166666666667
RBAK	-0.34
CGB1	0.5775
ITGB5	-1.1404
YIPF3	-0.45325
FKBP2	0.39575
NR1D1	1.611
TMEM110	-0.8695
NEK2	-0.7205
PRAMEF8	-2.8335
C20orf52	-0.269166666666667
PCDHGA3	-2.1465
VWA3B	0.141333333333333
NDUFA5	-0.00925000000000002
THAP9	-0.924
FLVCR2	0.370833333333333
AP1S1	-1.19925
SMAD6	-0.8995
SAV1	-0.169625
SAT1	0.6175
ZNF251	-0.314125
ADAMTS7	0.4191
RPP38	0.49925
C1orf211	-1.4345
YPEL2	0.405
RBMS1	-2.9505
ZNF445	0.181
NRXN2	0.0805
PGBD4	-0.36325
UGT2B28	-2.3285
WBSCR16	-0.4183
NLRC3	0.811
ASTL	0.61275
ST6GALNAC1	5.0705
ZADH2	0.726125
MLLT4	1.041
ARL6	-0.801
MEF2C	-1.10175
CBFA2T3	0.25
AFF3	-0.588571428571429
COG7	-0.634666666666667
MYB	0.196333333333333
PLXNA3	-0.345
XRCC2	-1.40883333333333
MMS19	0.1375
ST8SIA5	-0.331375
CHPT1	-1.03583333333333
KIAA1712	-0.664625
OR6X1	0.8415
ACTR3	-0.296625
UGCG	-0.941166666666667
OR4P4	0.1865
ZAP70	-2.24675
LPP	1.86125
ZNF485	-0.163
PTPRCAP	0.31925
IL12RB1	0.5065
ATRX	-0.6682
CHST8	-2.41475
C14orf109	-0.1175
ARV1	-0.534
NMB	-0.368
COX5A	0.7405
EIF6	-0.23275
MPPED2	-2.61433333333333
SEMG1	1.459
CHRDL1	-0.1535
TRAF3IP2	0.58
WNK2	1.705875
LILRA4	0.8265
LAMA2	0.974
PXT1	-1.352
RLBP1	-3.637
CD300C	-0.026
SLTM	0.11375
FLJ10404	0.9054375
APOBEC3D	-1.309
RENBP	-0.160333333333333
ATXN7L1	0.04025
NID1	-1.01625
TUBGCP3	-0.3465
ITIH5	0.813888888888889
CCDC110	2.47125
C8A	-2.55875
MGC87042	-1.84425
HOXC13	-3.78525
TFDP2	-0.3475
HCP5	1.00275
POLI	-0.276
UCN	-0.350166666666667
ZNF764	-0.178833333333333
C8orf45	-0.3035
FHL3	-2.07725
SPATA5L1	0.628
MMRN2	1.61383333333333
NDST1	-0.105
COL20A1	0.224666666666667
ZNF248	-0.415
PELP1	0.298333333333333
MBL2	-3.23916666666667
RNF41	0.07825
C5orf24	0.594875
THOC5	-0.23875
SERINC3	-0.991416666666667
RP11-151A6.2	1.69725
CDCP2	0.404
HIST1H2AA	-0.10325
C11orf75	1.21233333333333
FKBP7	-1.4755
DDOST	-0.699
GPNMB	-0.862
TTF2	-0.980166666666667
KCNT1	0.516833333333333
SLC39A14	-0.390625
NGRN	-0.634
GPR137B	0.367
MECP2	-0.129125
PSMA1	-0.39625
C16orf73	-4.469
TMEM60	-0.519833333333333
CSN3	0.013
NOS1	0.740166666666667
RAB7L1	-0.526
YBX2	2.404
KIAA1166	0.878375
FUBP3	-0.657666666666667
ABCG1	1.091
ACACA	-0.644416666666667
ARL11	-0.6525
ATOH1	3.8185
ODF1	0.0981666666666667
CREB3L3	-1.7105
TMEM127	0.651714285714286
DSCAML1	-1.64475
PLN	0.919666666666667
LYPLA1	-0.967166666666667
PRDM9	-2.01325
SASP	-0.51875
PLUNC	0.0916666666666667
INTU	1.025
HISPPD1	0.1165
LNPEP	-0.349166666666667
YARS2	-0.5935
APCDD1L	-0.9285
ZCCHC4	-0.5282
FBXO22	-1.20366666666667
TTLL13	0.5985
ZNF669	-2.119
PTGDR	2.775
DDX27	-0.199
KIAA0409	-0.1515
GJB6	0.37125
ASB8	0.0105
PLP2	-0.7755
MEPE	-0.1615
OR10J5	0.0525
KRT222P	-0.894
COQ7	0.548166666666667
C1orf101	0.00350000000000001
RERG	-2.5191
CHMP5	-0.097125
THAP11	-1.003125
ZNF43	-1.91883333333333
ZRANB3	-1.38583333333333
KRT13	-1.773625
MRPL19	-0.591125
RBBP9	-0.38275
SPATA17	0.495
BXDC5	0.5205
PAFAH1B1	-0.4735
MAGEE1	-0.85075
OSTF1	0.17725
KIAA0323	0.114916666666667
TXNDC13	-1.20083333333333
CNTN4	-0.391
LCE1B	-0.8145
UNQ501	-0.513
ZNF154	-0.8755
C3orf64	-0.23875
SYT5	0.477333333333333
PON1	0.106
FLJ10357	-1.12025
ATP4A	-1.114
GNPDA1	-0.97
MGAT1	0.617
C14orf121	0.67825
SLC35B2	-0.14775
MIER3	0.661666666666667
CHEK1	-1.172625
ZNF8	-0.824333333333333
TXNDC1	-0.473833333333333
CKB	0.9059
RTN3	0.639071428571429
FZD2	-0.9655
PART1	-0.702625
PSMB6	-0.81
PCDHB8	-1.345
PHC3	-0.1898
PPP1R8	0.454166666666667
NOVA2	0.891833333333333
TNFRSF11B	-4.68225
GOLPH3	0.311333333333333
UBLCP1	-0.58025
SUHW3	0.3925
TTLL1	-0.274
OPN4	0.389
OR13G1	0.6635
ZPBP2	0.467166666666667
HSD17B11	0.234
C9orf50	-0.4155
DHDDS	0.142428571428571
CTSW	0.9624
NEFM	-2.36866666666667
MRPL28	-0.87225
SYN1	1.4575
PIGV	-0.467666666666667
ZIM2	-1.03225
APBB1	-1.19983333333333
SND1	-0.4495
C1orf123	-0.516333333333333
CHD3	-0.858
BHLHB8	0.55975
RNASE2	-0.449833333333333
BCAP31	0.613
