Hybridization REF	TCGA-AA-A00N-01A-02R-A00A-07
GSTO2	0.131
MTFMT	0.114
PRKAB2	-0.542071428571429
ZNF76	-1.28
HSPB2	4.6065
CRB2	0.5325
KLRK1	-3
LYST	-0.093875
UBE2M	-1.01016666666667
SLC16A9	0.65425
ZNF281	-0.59075
ST8SIA1	-0.65225
C9orf105	-0.3035
ANKRD46	0.374
FAM108A3	-0.34
C20orf91	-0.786
ZYX	-0.163
RSPH1	2.52875
ZSCAN5	-0.033
RIMS3	0.214166666666667
KRT76	-0.921
CEACAM4	1.28683333333333
SIRPB1	-0.7165
CFHR4	0.7725
SOX3	-1.68916666666667
GATAD1	-0.31225
C21orf57	0.367
TMC8	-1.01633333333333
AVIL	1.72183333333333
LMOD1	2.35975
HIGD1A	1.00225
NEU3	-0.202
DES	1.542625
BZW1	-0.4462
ZNF221	-0.0485
CCDC27	-0.3025
GDAP1	-0.63325
RBBP4	0.43375
MGC40499	0.03625
PHKA1	-1.62375
PRKAR1A	-0.1585
HSD3B1	0.59375
RAD52	-0.848
CD207	0.085
LOC389791	0.00799999999999999
RSPO1	0.4882
TMEPAI	3.050625
MFSD2	1.711875
ETV4	-1.70841666666667
SCGN	-0.5435
LOC391356	0.3635
MPP1	-0.918428571428571
STARD3NL	0.01325
TFAP2D	-0.026
CD2AP	1.525875
CCL20	0.706666666666667
CCDC86	-2.0915
ZFP30	0.518666666666667
CTBP1	0.174416666666667
MAK10	0.167166666666667
STXBP5	0.246833333333333
LOR	0.1343
MAP6D1	-1.376125
ARMC7	0.898
TMEM150	-0.3472
NSL1	-0.83
KIF5A	-0.03875
ASCC2	-0.495166666666667
PSENEN	0.0446666666666667
OPTC	-0.044
FCRL2	-0.191333333333333
KBTBD11	1.962125
PCK1	-0.503875
CENTD3	-0.624
MEGF8	-0.73225
ALPPL2	0.24725
OBFC2B	-0.139333333333333
ZFYVE20	0.086875
GALC	2.47316666666667
CTRB2	-0.575
C20orf71	-0.128666666666667
TBKBP1	-0.426333333333333
CAMLG	0.53525
TREML4	-0.4405
RSAD1	-0.31775
TUBA3D	-0.7658
KIAA1833	0.307142857142857
PNPLA1	-0.276
LRRC34	-0.206166666666667
CDH26	-0.743666666666667
ZNF167	0.165333333333333
ZBTB26	-0.945111111111111
VWF	3.5304
VTN	-1.129
BAD	0.62425
PDS5B	0.40875
ZNF644	0.228083333333333
SH3GLB2	-1.213375
SMPDL3A	2.1008
NRG2	-1.36442857142857
IL15	1.41933333333333
GABARAPL1	-0.359333333333333
LAT2	-0.0823333333333333
SLCO1A2	-1.01383333333333
LIG4	-0.103583333333333
GSDMDC1	0.544
BMP4	0.275125
METT10D	-0.098125
SYCE1	-0.36525
SPANXD	-6.85925
SLC12A9	0.16
MC1R	-1.964
RNF168	-0.38275
TRIM69	-0.19575
GALNT7	1.67283333333333
ISG20L2	0.208
KIAA2026	0.085
TNFAIP8L1	0.2185
DPY19L2	0.513
C12orf63	0.648
PRDX5	0.95625
MED6	-0.677
TXNDC5	-1.067875
CD46	0.6865
CCK	0.76675
C17orf48	0.036
ANUBL1	1.049
SIT1	-1.0265
TYSND1	-0.124
DEF6	-0.678
GLT8D4	-0.46
UTP14A	0.233
RPH3AL	2.27425
NXF1	-0.131333333333333
TRERF1	-0.233833333333333
TUBB3	-1.506625
SLC24A2	-0.242
SEC22B	1.47641666666667
ZNF653	-0.03275
GGTL3	-1.00816666666667
CDKL2	0.388
CTF8	0.27125
EPC1	0.877166666666667
CYP4A11	-0.1975
THRSP	-1.157
LELP1	-0.130833333333333
TES	1.922875
C17orf87	-0.0865
FERD3L	-0.858
SH3TC1	-0.217
RAB36	-0.5885
CRYGB	1.1575
GRIA3	0.7701
BHLHB9	1.1485
C1QTNF9	-0.01925
GOPC	1.17975
PNPLA8	-0.206666666666667
ZNF444	-0.43425
FMO1	1.18525
POLR3C	-0.62425
SLC35F3	-2.366
SGCG	-1.7446
DCDC2	-0.718833333333333
NANP	0.13375
MGC23270	-0.5425
BEX4	-0.638818181818182
HYDIN	-0.350875
RPS6KB2	-1.10875
ADRM1	-1.22208333333333
BAT3	-1.21225
RAB31	0.4998125
SCGB2A1	5.18075
SLC6A14	0.342375
DDX4	0.693
PRRC1	0.445666666666667
AP3B2	-0.654666666666667
TRGV7	0.276333333333333
TMEM184B	1.456
ADPRHL1	0.0678333333333333
C21orf45	-0.068875
ARNTL	0.50525
AADAT	0.17375
CCL2	2.1765
SNTB2	-0.0185
RGS9BP	-0.324
KPNA1	0.68175
TMEM41B	0.576333333333333
S100A11	0.653916666666667
DOT1L	-0.4065
EFHC2	-0.150125
CLTC	-0.654
SRP9	0.0841428571428571
ZNF521	-0.5955
FAM26F	0.7645
GPR88	0.3735
COL13A1	0.653833333333333
CHMP4B	1.9252
SIGLEC6	0.2835
NFAM1	-0.17375
PVRL2	0.1964
ALKBH4	-0.2845
CCDC93	0.3493125
NXT1	0.34325
KCNK4	-0.162
TROAP	-1.89866666666667
KCNA10	0.0465
CCDC114	-0.131666666666667
RAN	-0.155166666666667
LMTK2	0.0455
LOC400657	-0.845
UFC1	0.3105
UBE1DC1	-0.6245
EEF1A1	-0.190444444444444
CHAC1	-0.3635
HMGA2	-2.6471
B3GALTL	0.9385
ING2	0.0585
C1orf109	-0.01775
INTS3	0.498
ZNF558	-0.042
TRPM4	2.69316666666667
LTB4R	-1.351
ISYNA1	-3.14225
LSM7	0.694
LRRC47	-0.112625
ZNF179	0.0546666666666667
EXDL1	0.473166666666667
SLC4A10	-0.378625
ACSS2	0.860166666666667
COPS7B	-0.825
KIAA0040	0.669166666666667
C1orf95	0.0285
AP1GBP1	0.0765
OR9A2	-0.054
FAM71C	0.141833333333333
RIN1	-0.118166666666667
ITGA4	-1.436
DNAJC6	-0.4414
CLOCK	1.2115
SLC35A4	0.355166666666667
DSG4	0.26925
LOC26010	0.33025
NSUN2	-0.00149999999999999
TMEM86B	-1.2044
C14orf135	-0.449
KIFC3	-1.73933333333333
PHF5A	0.89875
NCAPH	-1.258375
STK11IP	-0.41025
FLJ42953	0.74975
CCDC19	0.328666666666667
ZNF329	-0.1365
TAX1BP1	0.153166666666667
ZDHHC18	-0.0456666666666667
C10orf88	0.11675
TMBIM4	0.5244
NMUR1	1.896
KIR2DS4	-0.097875
C9orf90	-0.30775
MGC87631	-0.6745
KDR	2.0875
ST3GAL2	-0.780125
RLN2	-0.472333333333333
HPD	-2.85475
MOXD1	-0.455666666666667
PDGFRL	0.674
SMYD4	-0.1365
FAM103A1	-0.00983333333333336
MFAP4	-0.6225
LOC285141	0.4725
TMEM45B	2.9105
SMCR7L	0.403142857142857
GZMH	2.27225
CBLN1	-0.958166666666667
CNNM1	-0.0945
PHF17	-0.808
NUP98	-0.120833333333333
RMI1	0.328
PTPRS	-0.7005
ANKRD57	0.671375
CLDN15	0.6075
OR51A2	-0.0845
GUCA2B	1.1275
DOCK9	1.635
ITGB1BP1	-0.946666666666667
DLG2	-0.16125
BRAP	0.15175
SESN3	-0.168
ZC3H7B	2.032
FAM101A	4.761
FKSG24	0.11675
ZYG11B	0.176375
RFC2	-1.144
SH2D3A	1.26966666666667
DVL3	-0.681833333333333
ADFP	-1.10966666666667
KRIT1	-0.638875
SERTAD3	0.835166666666667
LEFTY2	-2.867
KRT27	0.646
SCFD2	0.002
MN1	-1.908
RORA	-1.292
PTPRD	0.395
PIAS2	0.425166666666667
CYP4X1	4.131
FBXL15	0.10525
MYH15	-0.0701666666666667
CRX	-0.304166666666667
TBC1D13	0.00325000000000001
SLC22A17	-0.302
PLK2	0.227166666666667
ARHGAP9	1.50525
EIF1B	-0.092
C20orf185	-0.422
DEFA7P	-0.3895
PRIM1	-1.69383333333333
CRYAA	-1.44133333333333
BACE1	0.06175
AGTRL1	0.571
ACAD9	0.045375
GRASP	0.4995
RBP4	-4.33666666666667
TFB2M	0.28125
METTL9	-0.6552
ATP5O	0.01025
SP100	0.6448
CPSF1	-0.5555
S100A4	-0.0525
LIME1	-0.7355
GPR137C	-1.24725
OR2A2	0.379
C2orf29	0.42325
NUP188	-1.7815
SDPR	-0.4045
RAI1	-0.173375
RPS20	0.2726
LAMB1	0.42125
ADM2	0.736166666666667
ZNF229	-1.68425
DKFZp434K1815	-1.26725
EPN3	1.86866666666667
CLIC3	-0.795
MEIG1	0.5225
HMGB4	-0.193
STARD10	1.14875
KLF8	0.77425
EPB41L2	1.50566666666667
JMJD6	0.631625
CTSL1	-0.4765
GPR27	-0.3625
ELAVL4	0.541875
MMP21	-1.819
PPM1B	0.907375
SUV39H1	-1.299
AAMP	0.1265
TUSC4	-0.0176666666666667
MBD6	0.1105
KLK13	-0.594625
FMNL3	0.279
TRIM13	0.918166666666667
C15orf5	0.93125
IQCF1	-0.0731428571428571
CACNG8	-0.456
SLC35D3	-0.127
ZDHHC9	1.2465
ODF3L1	-0.596
C9orf86	-0.6545
TSEN2	0.429
C17orf64	0.03
SEPX1	0.3379
TSPO	1.32233333333333
SYMPK	-0.266
ADORA1	0.56025
TSPAN10	0.01
SEMA6C	-1.07133333333333
RTTN	-0.2895
IL2	-0.0483333333333333
ARRDC3	-0.357166666666667
TBPL1	0.241833333333333
STX12	0.81475
MRPL39	-0.514
OR8H3	0.789
IFIT5	1.70966666666667
CASC5	-1.370125
FAM46A	0.6325
HPCAL1	-0.626625
CYLC1	-1.048
VGLL2	0.11775
C20orf191	0.8755
CDH1	2.54066666666667
ITPA	-0.462
CCDC101	-0.58725
D15Wsu75e	1.135
EDA	-1.29775
CREG1	0.03025
OR7G2	1.5875
SAP18	0.933
IFIT1	1.449
CALML3	-1.0315
FLJ37440	-0.0725
FNDC5	-1.92775
SERPINB6	1.17428571428571
JUNB	1.4962
SYS1	0.90625
SCN2A	0.226166666666667
ZKSCAN5	-0.7036
WNT7A	-0.205333333333333
TSHZ3	2.30425
RNF148	0.49175
H6PD	0.64325
CAD	-1.07716666666667
ZNF449	-0.253
DOCK10	0.4315
FAIM2	-0.0373333333333333
HEXDC	-0.4915
PRB1	1.0635
C14orf148	-0.01
ETHE1	2.38325
IRF5	-0.3506
GNMT	-0.869833333333333
MGC16291	-0.588625
RPAIN	-0.375285714285714
CAGE1	-0.2685
CNTNAP3	-1.38825
ACTR1B	-0.95875
EEF1E1	-1.022
MSX1	-1.057875
ESF1	-0.1224
HSPC171	0.77825
MRPL2	-0.507333333333333
RDH12	-0.344166666666667
CELP	0.473
METRNL	0.018
C10orf116	3.49316666666667
C19orf48	-1.26525
ZNF346	-0.469875
NCR1	0.534
C10orf64	1.2325
CD52	0.32725
VPS18	0.835125
AP4S1	-0.451833333333333
NPBWR1	0.306
TPK1	3.16075
UBA52	-0.0815
RIPK1	0.989
CPNE3	-0.3431
HSPC159	0.3355
C8orf38	-0.62
LRRC4B	0.3105
PARP10	0.093
ANKRD50	0.66275
CXCL9	5.03325
FGF18	0.882636363636364
EIF2A	-0.5315
SLC20A2	1.11433333333333
KIAA1549	0.57375
SPINT1	2.3233
ZNF584	-0.9315
CRBN	-0.454
ABCF3	0.0738333333333333
NCBP1	0.0443333333333333
PLA2G4F	0.598666666666667
PCDH10	-0.22
TTC21A	0.2135
C20orf144	-0.3685
FGFR1OP2	-0.434833333333333
SLC9A1	0.2337
CHRND	-0.2615
FOXF1	2.8375
KIAA1467	-2.54866666666667
TPO	4.1455
LTF	-0.394857142857143
DNAJB9	0.6305
MRPS27	-0.0135
bA16L21.2.1	0.01625
WBP2	-0.4475
MRGPRX3	-0.953666666666667
PRPF18	0.78425
C10orf58	1.09825
SMOC1	-1.1312
ADAT3	0.455
TMEM138	0.5715
TMEM131	-0.25225
TIMM8B	0.71825
MYH7	-0.288666666666667
ST6GAL2	-0.779428571428571
KIF1C	1.577
SUHW2	-0.5115
PAPSS1	0.02025
CABP2	-0.412
HOXA4	-0.24475
ELF2	0.47425
SEMA3D	-0.1999
MC5R	-0.583
OGFR	-0.2095
FLJ30092	-0.266833333333333
TGFA	1.794
MMP17	-0.81825
KIF15	-1.1425
CHIA	-0.2465
CATSPER3	0.37125
CEACAM7	3.15525
PADI2	2.310625
HOXA9	5.20766666666667
LNX2	1.5585
TMEM144	1.817
HIF1AN	0.34125
METTL7A	0.3856
C6orf165	0.177166666666667
KIAA1468	1.2445
DSG3	2.1055
ZNF180	0.096
EIF4E3	1.320125
SLC46A1	0.327875
DKK1	-2.21266666666667
ZNF205	-0.229
LOC162073	0.774944444444444
COX7A1	5.517
MAGEA1	-4.67683333333333
NEDD8	0.346833333333333
KLHDC5	0.291222222222222
C3orf19	-0.00233333333333331
MRPS2	-0.302
POLR3H	-0.061
ABHD11	1.1768
TMEM17	0.9815
PAIP2B	0.0957
MAT1A	-2.952
LGI3	-0.3875
THUMPD2	0.306
TKTL2	0.83975
XAGE3	-1.64183333333333
CALM3	0.4045
C6orf136	0.682666666666667
KCNC4	-0.1835
RGS9	0.046
ACIN1	-0.704666666666667
SPATS1	-1.0165
XKR8	-0.1335
FAM84A	5.2095
MS4A7	3.74427272727273
AGXT2L2	0.34125
OR1F1	0.046
SMAP1L	-0.0523333333333333
IPO11	-0.251875
ZC3H11A	0.116
C1orf151	0.848
RNASEH2A	-1.75375
CCR10	-1.4605
TXNDC11	0.112666666666667
TMEM112	-0.356125
MAP1B	-1.12107142857143
NVL	-1.0425
PKM2	-0.537
ARC	-1.001
NUP54	-0.1995
PPFIBP2	2.2
STAT2	1.0415
PTAFR	2.0665
ROBO2	0.80575
RNF40	-0.651833333333333
CCDC135	-0.445666666666667
IFT81	-0.865
MORF4	-0.05275
TM7SF3	-0.037875
OR10H3	0.21
ABP1	2.941875
CHRD	-0.64575
PLEKHA8	-0.6675
NCALD	1.10025
OR5AK2	0.15925
ACCN1	0.302833333333333
SLITRK1	0.40975
ARMET	1.0705
C9orf52	2.61775
REEP4	-0.324
MTSS1	-0.35275
ADH1B	2.0168
DLD	0.4465
CDK5	-1.164
PPFIA1	-0.0375
WFDC3	1.50525
DNAJB12	0.446857142857143
RANGRF	-0.4945
MLANA	-4.44266666666667
AMY2B	0.23975
KIAA0319	1.733375
RPS7	-0.513
JAK3	0.1431
ARFGEF1	0.055
CXCL5	2.87925
TRAPPC4	0.37175
CETN2	-0.18925
HSPC111	0.0045
RHOBTB3	-0.568222222222222
PHLPP	0.183
RGS10	0.3465
TMEM58	-0.4225
CHERP	0.00862499999999999
HSP90AB3P	-1.112
FSTL3	-0.654166666666667
PEX11A	0.56925
OR5V1	0.1005
FCN3	1.98175
PTPN3	1.34675
NPTX1	-5.503375
C21orf84	-0.85375
C11orf51	-0.07525
ZBED2	1.363
FLJ90757	0.222
NPY2R	1.63925
PLD3	-1.37675
SYT17	0.5715
SGSM2	-2.31375
OR1A2	0.10075
FOXP1	1.20675
SLC5A1	5.64475
POFUT1	0.363
EPHB6	-3.3045
MYO1G	-1.970875
STAC	-0.842
KLHL17	-1.11116666666667
RGMA	0.0975
TJP2	0.1297
FAM114A1	0.529
SERINC1	0.519166666666667
SLC9A8	0.1285
PEX19	-0.062375
EDN2	1.061
PSMD7	-0.296888888888889
C3orf41	-2.34025
UQCR	0.448875
PPP1R3C	-0.83075
LRP4	1.8555
TM2D1	0.80275
TTC17	-0.3965625
C4BPB	0.607625
CCL25	0.3385
ZNF253	-0.287666666666667
CHRNA9	-3.165
SOX11	-0.30975
HIVEP3	-0.196
CGN	2.68266666666667
C3orf35	0.048875
PKD2L1	2.592
SYVN1	-0.3635
PDE8B	-2.094625
LOC439951	-0.1225
LTC4S	0.2885
MIF4GD	-0.447166666666667
SMARCA2	0.8280625
TUBGCP6	-0.3765
CABLES1	-0.613875
C16orf77	0.437666666666667
ZNF791	-0.20575
FUT5	4.031
ADH6	-0.279333333333333
P4HB	0.42275
CLDND2	-1.15275
ALKBH8	-0.516
PLAC4	-1.631
F11R	1.4985
MGC35295	-0.108166666666667
PDZD4	-0.140166666666667
LOC389073	0.563666666666667
FAM80B	-1.64883333333333
PSMB1	-0.057
TXN	0.421
VIPR1	1.8487
WBSCR18	-0.114
EXOSC6	-0.957333333333333
ACTA2	4.64133333333333
SP5	-1.02933333333333
ANKRD1	-2.09733333333333
DDR1	1.249
ATP6V1D	-0.11275
PTGS1	-0.249083333333333
RNF157	-0.5605
DCC	0.33575
SPAG7	0.04725
FBXO18	-0.21875
UBE3C	0.0939
HOXC6	-0.61775
LRP2BP	0.2555
MYST2	-0.51825
PDSS2	1.17875
ATE1	0.9855
ARAF	-0.99875
KLF10	0.17875
PLA2G2E	-0.3055
ASCL1	-0.8345
TSNAXIP1	-0.3855
FAM131B	0.506375
IFNA10	0.64
NUP43	0.3615
FAM44B	-0.670375
L1TD1	0.269833333333333
NMD3	-0.628083333333333
C18orf54	-0.0613
PHOSPHO1	-0.7535
RAG2	-0.6425
EMILIN3	-0.3555
METTL3	-0.95125
VPS13C	1.434625
REXO2	-0.527
ANXA4	1.49225
CA1	0.42625
DCP1B	0.3055
TULP3	-1.1005
ATP2A2	0.161
ATIC	-0.3425
ADAM15	-0.392583333333333
NPL	1.09483333333333
LGR4	0.898125
UEVLD	0.814
GAB1	1.1105
SNAI2	-0.138166666666667
ZGPAT	0.0972
SNF1LK	-0.6655
DLEU1	0.04675
UBE2Q1	0.367875
ZMYM6	0.0494375
JPH3	-1.80133333333333
FAM38A	-1.22683333333333
PXK	0.391333333333333
DENND2D	2.631
BAX	0.562583333333333
CP	-4.181
RPL37	-0.1888
G6PC3	-0.143
NCOA4	0.169333333333333
LRRC14	-0.328
GORASP1	0.5675
FCHO2	1.01875
CYP24A1	-2.3984
FXYD3	4.28225
SMARCAL1	-0.07875
ABCB8	-0.623333333333333
CCDC44	0.0355
PRDM7	-2.62125
USH1C	3.863
DNAH5	0.0591666666666667
SRF	-0.13725
MAL2	2.81416666666667
PGPEP1	0.78575
SIN3B	-0.317
SEMA3C	-0.163666666666667
GRAMD3	2.06425
FBXO10	0.0975
OR5D13	0.0735
FLJ31818	-0.048625
CACNA1I	-0.097625
S100A13	-0.736
TP63	0.2365
ANXA11	1.3344
WDR66	-0.1285
CSF2RB	-0.197
IFI44	0.6965
DACT1	2.0285
ANKRD23	-1.30225
ATP5G1	-0.0878333333333333
C21orf70	-0.455666666666667
PPWD1	-0.99825
DNAJC13	-0.0365
PAH	-3.94833333333333
PTCH2	-0.0485
TRMU	-0.9185
CCDC9	-0.414
USP3	0.2697
DCLRE1C	0.4793
FAM55C	0.13475
FRMD4B	0.936
CYP2R1	0.071
RFPL1	-0.3442
XPO5	-1.119
ARL6IP2	0.995
OSBPL5	0.93675
MMP9	4.62272727272727
KIAA0802	-0.169375
DHRS2	-5.772
SGEF	-0.16575
TXNDC10	-0.1821
EXOC6	0.0015
RPS27	0.551333333333333
PNCK	-1.4936
FSTL1	0.23025
AACS	0.67075
SLMAP	0.9545
SAMD4A	0.3188
ABRA	-0.4155
SMARCD3	-0.40675
PKNOX2	-2.09
A4GNT	0.7145
C9orf39	-0.980166666666667
RALYL	0.442
MGC33556	-3.0165
C10orf25	-0.2175
BBOX1	0.14525
NHEDC1	-0.322
XDH	1.49375
GCSH	-1.7525
EDN1	2.86416666666667
MTERF	-0.11175
CLK4	0.2455
ZNF799	0.865833333333333
KCNG1	-2.177125
CXCR4	-0.227166666666667
PTPRR	2.463
IRAK1	-0.500625
LOC401397	-0.81875
TMSB10	1.40042857142857
CXCL3	3.2455
TMC4	1.492
OR7A10	0.0885
STYK1	3.96725
CHRNA10	0.216
CCNI	-0.1325
EP300	0.413
LOC165186	-0.170666666666667
HIC2	-2.13225
SDR-O	-1.3485
OR2W1	1.2665
KCNA6	-0.6645
TRIM74	-0.6525
REEP6	-1.16225
ATP5G2	-0.09
ERG	0.495125
TMEM42	0.05
PARN	-0.0505
SOD2	1.1539375
DIRAS1	-1.62966666666667
PNPT1	-0.816
JOSD3	-0.602
hCG_40738	-0.031
PDE1C	-0.94875
SEMA4D	1.062375
AGPAT1	-0.136
NOSTRIN	1.075
MAP3K3	-1.18216666666667
MAX	0.575642857142857
CAPS	1.38516666666667
SERPINA12	-0.264
OSBPL8	-0.70725
RICS	1.6064
NR4A2	0.3035
PPCS	1.322
LONP1	-0.95575
SCYL3	1.0005
HERC2P2	-1.9705
FIBCD1	0.3935
C15orf41	-0.34825
DMC1	-1.50616666666667
C20orf27	-0.6855
RPS6KA5	0.1961
FAHD1	-0.447333333333333
SLC12A4	-0.74175
BRCA1	-0.889818181818182
GBL	-0.824
SLK	0.875333333333333
NUDT9P1	-0.574
NOXO1	4.933
USP52	-1.38525
BAZ1B	0.080125
SLCO2B1	4.20225
BBS12	1.2345
LRGUK	-0.342
TERF2IP	-0.1665
COL1A1	5.8395
KIAA0090	0.26575
GRK5	0.776166666666667
AP1S2	-1.7779
TMEM52	-0.317
CA11	-0.43475
OR4A15	0.343333333333333
ACBD3	1.6522
SPAG11B	-0.326571428571429
PRDM2	0.9582
FOXP3	0.40225
SMYD3	-1.0581
LOC389199	-0.373
LGI2	1.80283333333333
NAPE-PLD	1.1743
ANKRD6	-0.675
WDR45	-0.1005
SHROOM1	0.99125
PSCD3	0.307
PYY	-0.6335
KCNC1	-0.9255
ARHGEF9	0.9251
OR8J1	-0.339
GPR55	0.4755
NS3BP	-2.336
C10orf22	0.148833333333333
NAT8L	-3.53825
DUSP4	-1.23283333333333
FOXM1	-0.822666666666667
GRAMD2	1.6672
ZBTB48	-0.538333333333333
BUD31	0.0425
PABPC5	0.446
CCDC41	-0.4635
FBXO11	0.0101666666666667
C6orf148	0.04175
RFXAP	-0.73375
C6orf15	1.17183333333333
CDK8	-0.184166666666667
C6orf70	-0.05925
TESSP2	0.678
ALG2	1.05925
PPP1R3D	0.3215
TPM3	0.490722222222222
SYT13	3.20475
EPB42	-0.758333333333333
CETN3	-0.874
PRY	-0.146
NTHL1	-0.461666666666667
POLR2B	0.144
RPS28	0.528833333333333
P2RX3	-0.082
LYZL4	0.408
WBP4	0.0994
PMM1	-0.42125
C11orf79	-0.00425
CBLL1	-0.17375
IL1F10	-0.350833333333333
VAX2	-1.2615
SETDB1	-0.240166666666667
LRAP	0.265166666666667
GCLM	-0.109166666666667
CPEB3	1.58175
PPM1A	0.6760625
INTS1	-0.8605
CAMTA1	0.26825
SAMSN1	-1.97175
LOC158830	-0.364333333333333
GMPPA	-0.463125
AIPL1	0.581333333333333
IL24	0.917727272727273
BDKRB1	0.3205
MLF1	-0.1791
TAF12	-0.61425
ID1	-0.01175
THADA	-0.27175
PIK3CB	-0.04225
OR4N5	0.1035
TBC1D17	-0.676833333333333
COX8A	0.219
CDCA4	-0.31825
C2orf44	-0.844
ZNF534	-0.17925
IMMP1L	0.56875
NIPSNAP3B	0.035375
FTMT	0.08025
PWP2	-0.447666666666667
MMP15	1.4959
DNAH11	-0.4785
MTMR14	-0.177375
DNAL4	-1.179
IPP	-0.0485
TMEM59	0.975
C1orf157	0.571
RGS4	-0.568166666666667
DDX18	0.03
SNX6	0.52325
ZNHIT2	0.326333333333333
NCDN	-1.22183333333333
FLJ33534	0.4285
RAG1	-0.899375
OR4D10	-0.158
PTPN5	-0.467333333333333
POMT1	0.171125
LRRC8A	0.7309
CYP1A1	-1.063
CAPN1	0.165
DDHD2	-0.102875
GRIK2	0.62925
GNRHR	0.105
PPBP	3.75175
HTR3A	-0.81125
SLITRK4	-1.11825
ANKRD49	0.2355
BTF3	-0.3663
SARS	0.17925
C13orf18	2.3625
CACNB1	0.138642857142857
QKI	-0.269227272727273
SETMAR	-0.00862499999999998
MAN2B1	0.619666666666667
EML3	-0.994
ACADL	0.4935
OFD1	-0.597375
DEFB114	0.2665
CGA	-3.5197
PEX16	-0.2675
LRRC10	0.091
GNG12	0.7355
C1orf152	1.01366666666667
CHRM1	-0.267
CD53	0.138625
DBH	-1.28025
TFAP2B	-3.183625
HIST1H2BJ	-1.02133333333333
FAM46D	1.5515
TMEM11	0.0945
C3orf32	-2.7735
PCCB	-0.3005
IPO13	-0.44575
C6orf105	2.93675
COMMD5	-0.01175
SUV420H1	0.0448
LTBR	1.10875
ARHGAP15	-0.913428571428571
HDHD2	0.088
TDRKH	-1.34633333333333
LOC401052	0.1385
PSG4	0.01975
GNB4	-0.3417
SPATA4	-0.423
SLC9A3	-0.0935
OSBP	0.632833333333333
NBPF3	-0.899166666666667
DOCK11	0.6055
SLC39A5	-0.4355
PRR5	0.8349
C10orf63	2.324125
SMTNL2	0.28025
ADRA1A	-0.0536666666666667
ASAH1	0.6519
DOM3Z	-0.7222
GIPR	-0.0361666666666667
AHI1	-0.196833333333333
NADSYN1	0.636
RGS14	-0.5732
IL18BP	0.9057
RTN4RL1	0.369909090909091
ARMC6	-0.899
PSMD5	0.162666666666667
HK3	1.1849
OR4S1	-0.03
RSU1	0.4132
MAD2L1	-1.36944444444444
EIF4A3	-0.12225
DLEC1	0.538833333333333
E4F1	-0.497
CHMP2B	1.014
CAMSAP1	-0.67675
RPS21	-0.142333333333333
ARID5A	0.007
UBE2N	0.4243
IGSF8	0.519833333333333
MAGEB6	-0.2245
ACAD11	-1.5997
MGC4172	0.2575
LMO4	1.0375
KLKB1	0.165
HP	-0.4905
HDAC3	0.1375
SCHIP1	0.4055
CLCA1	9.4405
OLFML2A	0.65775
C1orf112	-1.4995
KIF19	2.9515
HAPLN4	-0.136555555555556
CXCR7	0.466666666666667
GOT2	0.3764
RAB38	-2.123375
DCX	-0.5695
PPM1H	1.28925
NFYC	0.224083333333333
KIN	0.114625
ZNF228	0.28575
PLSCR4	2.45516666666667
HIG2	-0.2425
FAM79B	1.2335
C21orf86	-0.8211
KCNK10	4.23825
ZNF738	-1.032875
FSTL5	-0.4196
OR6A2	0.371
OTOA	0.527166666666667
EXOC1	0.785125
AHRR	-1.113125
PDAP1	-0.47275
C19orf6	-0.01
ZAN	-0.1795
LY6G6E	-0.8
EIF4E2	0.7685
C20orf198	-0.94725
ZNF324	-0.2205
CYP3A5	4.05416666666667
ENTPD7	1.9325
MBOAT5	-0.0611666666666667
GJB5	3.19875
TTC13	1.094
S100Z	-0.598166666666667
KIAA0664	-0.780333333333333
PDGFRB	1.96625
IL17D	0.52825
OR56B4	-0.3595
RDX	-2.82016666666667
SLC34A3	-0.6075
IL28B	0.396
JUND	1.11425
CHRNB1	-0.076125
CAMK2B	-0.914666666666667
FETUB	-0.6935
CXorf23	0.7555
MRTO4	-0.43925
TTC3	0.3383
NDUFB8	0.302
EDG2	-1.16125
SEMA3G	-0.248
IL23A	1.48675
GRHL1	-0.2853
LOC441054	-0.619
WDR65	0.0768571428571429
PSTK	-0.66775
STOML3	0.126166666666667
R3HDM2	-0.2448
C5	-2.5725
SLC2A10	0.0296666666666667
C3orf22	-0.065
PAQR3	-0.553846153846154
ANKRD26	-1.13541666666667
HCRTR1	-0.143
LOC399947	1.876
PSD2	0.25
TIGD2	0.637666666666667
SCRN1	-1.672875
COQ10A	-0.6045
DDI2	0.255
METTL7B	1.55766666666667
UCN2	0.214
FAM92A3	-0.9235
WDR16	0.15025
ZNF511	1.24983333333333
ZMYM5	-0.35125
POLR3G	-1.7345
ZNF586	-0.066
C1orf49	-0.741666666666667
TANK	0.162333333333333
RCAN1	0.451166666666667
PELI3	-0.0568333333333333
LIMD2	-0.691916666666667
TMEM189	0.7305
NTN4	-1.803125
LOC151300	0.0865
CLEC2A	-0.2895
GPR135	-0.6315
DPYSL4	-4.1131
JAK2	0.222833333333333
TSHZ1	0.733833333333333
TM9SF4	0.482375
ZNF264	-0.249166666666667
SIRPG	0.5375
BICD1	-1.284
HERC6	2.07816666666667
METTL5	0.066
CASP1	2.72225
PRRT1	-1.06883333333333
PLA2G4C	1.342
ICA1L	-0.437416666666667
TPTE2	0.2836
OTUD7A	0.597166666666667
AQP11	-0.42025
APOA2	-5.7875
KALRN	0.2198
