Hybridization REF	TCGA-AA-A02H-01A-01R-A00A-07
WDR44	-0.41125
HIST1H3C	-0.6665
DKFZp666G057	0.59825
RNPEP	0.53375
GAS2L2	0.0346666666666667
ADH4	-1.85575
GRPR	0.356
FBXL17	0.0335
ZBTB10	0.576166666666667
Gcom1	0.78
HTRA1	-0.3111
ZNF585A	0.471
SLC26A2	1.49528571428571
OTOP3	0.362166666666667
WISP1	1.44822222222222
ATP2B4	-1.07025
FLJ10769	1.69375
CRAMP1L	0.261
CHST12	-0.7705
RAB22A	0.9435
TARDBP	-0.231071428571429
STAU1	1.2835
CRB3	2.15133333333333
MIG7	-1.0455
CHMP1A	0.175666666666667
ZNF160	0.060375
B3GALT6	-0.17675
BARX1	-2.48016666666667
C6orf167	-1.2139375
NXNL1	0.093
DHX29	0.230375
HADHB	-0.49
PLXNB2	0.78025
ILDR1	-0.12825
SLC15A3	0.77325
GAS2	0.800833333333333
C20orf69	-0.712
NUMB	-0.06875
TNIP1	0.3615
MESP1	1.00166666666667
PSKH1	-0.233
NSFL1C	-0.138
RHOG	0.18475
HEY1	-3.32883333333333
KNG1	-0.231625
ITGAX	0.6
LIN9	-0.621
CANT1	1.155
XRN1	0.148785714285714
CCDC96	-0.0909
HEATR6	-1.81783333333333
GNG7	-1.00241666666667
RUNX2	0.1805
SOX1	0.0211666666666667
FCRL5	0.7592
ZNF99	-0.00412499999999999
FAM9A	-0.12
SNX22	0.2495
MBNL3	-1.20333333333333
ODC1	0.6167
ADORA2B	2.23733333333333
NR2F6	-0.30075
ZFYVE16	-0.302
SYNJ2BP	0.3778
POLE	-0.80275
E2F2	-0.48675
THRA	1.39666666666667
PTGES2	-0.696166666666667
HIP1R	0.9825
TMUB1	-0.0333333333333333
ENO3	-2.687
RSPH10B	-0.825
CXorf39	0.823125
IRGC	-0.01525
GPR109B	-1.156
FLJ13305	-1.026
LCE3A	-0.089
TNFRSF18	-1.445
DET1	0.79575
TRPM3	-0.190090909090909
C16orf79	-0.7455
FECH	-2.32816666666667
RAP2A	0.994166666666667
CRIP1	-0.345666666666667
AZIN1	0.329875
SLC7A7	2.95925
IL10RA	-0.0177
TMEM64	-4.07325
CDC42EP4	0.8341
C16orf58	0.1264
ARG2	-2.0965
POU5F1P4	-3.804
FAM62B	0.124875
DNAH8	-1.45144444444444
ASH2L	-0.377875
TSLP	-1.43683333333333
CNTNAP5	-0.347166666666667
TMEM16C	-0.34525
IFNA14	0.253
SLC1A3	-0.983
CABYR	-1.2255
BCL7B	-0.3737
NUDT13	-0.438666666666667
C13orf28	0.57575
C1orf53	0.87575
ARL6IP4	-0.1251
RPL35A	0.15625
EMR3	0.62025
RAB40C	0.362833333333333
SLC41A1	-0.635333333333333
LRCH1	0.666
LY6G5B	-0.354
FAM124A	-0.652285714285714
MGC10981	-4.45283333333333
CLIP3	-0.3902
MAP4K2	-1.074
CHIC1	0.31775
SULF1	2.84116666666667
C20orf30	0.240071428571429
PRDM5	0.28025
ELOVL1	-0.6585
C11orf48	-0.005
SLC39A10	0.398
KCNV1	0.4695
ACP1	-0.122833333333333
ZMYM2	0.306625
B3GNT6	1.19633333333333
C9orf69	0.76
C2orf15	1.33725
C20orf166	-0.501
HSP90AA6P	-1.401
EDG7	0.1845
NEURL	0.72375
LPL	-0.262833333333333
CLEC2D	-0.725071428571429
GRRP1	0.503
CD8B	-3.9562
HIST1H3D	-1.43516666666667
SLC6A12	-0.23325
FAM27L	-0.198
CD84	0.2998
RASA1	0.345
PHKG1	-0.0305
MAGEA11	-0.447
IMPA1	-0.3479
NPM3	0.779
RARRES1	2.347
SH3BP1	0.299875
B3GNTL1	-0.3025
ARPC5L	-0.0488333333333333
KLHL26	0.38725
SIM2	1.949
GJC1	0.097
C20orf194	-1.4215
EXO1	-2.31
SLC2A2	-0.852166666666667
LOC285074	-0.64125
LRG1	1.3225
KIRREL	-0.246
PIK3R1	0.376785714285714
C4orf34	-1.1595
MAF	-2.02305555555556
ADCY4	2.38766666666667
ZMIZ2	1.1935
SLC46A3	2.75333333333333
STAMBP	-0.150166666666667
CCDC16	1.4075
MS4A12	0.949
TCF20	1.59925
LRRC46	-0.3305
C20orf152	0.35075
MRPS6	-0.59575
ABCB11	0.045
KCNC2	-0.205166666666667
CDH19	-1.2278
C9orf123	0.115333333333333
SSH3	1.007375
LDLRAD1	-2.3785
CCBE1	-0.207
ZNF135	-0.75625
TAAR1	0.8265
WFDC12	0.1645
CCDC42	-0.472
FLJ12529	-0.2715
PER1	-0.730833333333333
TIMM50	-0.247333333333333
SMARCAD1	-0.1335
FAM26C	0.684
TP53TG3	-1.8975
SH3RF1	0.2591
LMCD1	-0.5115
GPR63	-0.079
FLJ21986	-1.673
AIFM3	3.33375
MICAL1	0.223833333333333
BLZF1	0.0455
IQCA	-1.609
PCDHGC3	-0.196
SAC	-0.491
BCL6B	1.24866666666667
DDO	-0.18825
MARCO	2.1315
DCHS1	0.805333333333333
C1orf170	-1.3805
CD200R1	-0.182333333333333
C22orf15	-0.428
SEPT11	0.451333333333333
ADNP	0.90175
UST	-1.8983
C13orf34	0.26
RFFL	1.0925
APBA3	0.262
C2orf60	0.320375
CUTL1	1.0562
PMS1	-0.442625
ZNF689	-0.809
EIF3E	0.167
IL9	-0.326833333333333
RPL31	0.71925
LY9	-0.267666666666667
ATP2B3	-0.16525
KDELR2	0.602791666666667
TFCP2	0.880875
NLRP12	-1.05825
FLJ45422	0.46225
TLE4	0.0145
ZNF570	0.7645
FLJ43806	0.3645
TLK2	-0.35525
CIR	0.9365
MARS2	1.36
COL24A1	-0.68525
SDF2L1	-0.1725
HIBADH	0.394333333333333
IGFBP3	-2.79785714285714
C12orf23	-0.572
PSPC1	0.11125
C20orf43	0.53375
TRAV20	-0.32
ARHGAP24	-0.1145
KIAA1975	-0.836625
C1QA	3.4765
DNTT	-4.66783333333333
C10orf6	-0.85
C11orf41	-1.610875
HNRPF	0.271
COL11A1	3.978
UBAP2	0.604833333333333
CDKN2AIPNL	-0.8395
C20orf174	1.29975
SPRED2	0.6285
PLA2G12A	0.286666666666667
ICEBERG	-1.11016666666667
SCN10A	-0.084
C11orf65	-0.5475
GBP5	2.36275
PITPNC1	-1.3985
POU3F3	-0.2335
NCOA7	2.50975
LIN7C	0.2095
LOC348840	-0.2195
NKX2-2	-0.971
ANKRD13D	-0.142375
LOC123688	1.98275
FUT2	3.02183333333333
TAAR8	0.2855
FZD4	-0.875333333333333
PNMA3	-1.68483333333333
OR4L1	0.321
WIT1	-1.819
EXOC3L	0.60325
ATPBD4	0.7269
KRBA1	-3.89875
UBXD6	-0.1755
HOXB7	-1.15214285714286
C7orf23	1.31
UNQ338	1.5695
STAB2	0.00800000000000001
CDC20B	0.4005
IRF9	0.7
CENTG1	-0.281083333333333
TNPO2	-0.15975
MCPH1	0.175
BMS1P5	-0.951
SLC26A7	0.262
HIST1H3J	0.60675
C9orf3	0.4771
LBH	1.361625
MYO1D	2.411625
PTDSS2	-0.25625
NFU1	0.13475
DEPDC4	-1.4815
WNT7B	-0.5941
GLP2R	0.143333333333333
SETD4	0.1786
DYNLT3	-0.6141
FKBP11	0.742
SESTD1	-0.0711666666666667
FLII	-0.18875
RPS16	0.558
CHPF	-0.361166666666667
CSNK2A1	0.119333333333333
SUMO1P1	-0.07725
FKBP6	-0.278
ZNF214	0.903333333333333
TWIST1	-0.840833333333333
DDX56	-0.306166666666667
TRAM1L1	0.0701
EPO	-2.682
MRPS18B	0.01725
ZNF682	-1.07066666666667
RPL14	-0.248166666666667
MAFF	0.819
LOC51136	-0.372375
LY96	-1.67025
DDX20	-0.20225
ABTB1	0.400833333333333
ARL5A	0.1835
CCT6A	-0.6575
HEPACAM	-1.871
EHHADH	0.263666666666667
RBAK	-0.1485
CGB1	0.173
ITGB5	-0.4161
YIPF3	0.55475
FKBP2	0.0855
NR1D1	-0.1148
TMEM110	-1.3215
NEK2	-1.6535
PRAMEF8	-2.55625
C20orf52	0.968
PCDHGA3	-1.965
VWA3B	-0.136
NDUFA5	-0.252375
THAP9	0.145
FLVCR2	0.655
AP1S1	0.92375
SMAD6	-0.4085
SAV1	-0.44425
SAT1	2.88975
ZNF251	1.303
ADAMTS7	0.1575
RPP38	0.98625
C1orf211	-1.5435
YPEL2	0.9488
RBMS1	-0.92075
ZNF445	-0.260666666666667
NRXN2	0.8915
PGBD4	-0.04375
UGT2B28	-1.2895
WBSCR16	-0.3321
NLRC3	-0.304625
ASTL	-0.3685
ST6GALNAC1	1.91675
ZADH2	-0.19325
MLLT4	0.736833333333333
ARL6	-0.0591666666666667
MEF2C	-1.7645
CBFA2T3	-2.699
AFF3	-0.273785714285714
COG7	-0.253
MYB	-0.0893333333333333
PLXNA3	-0.1785
XRCC2	-0.978833333333333
MMS19	-0.39
ST8SIA5	-0.882
CHPT1	0.941833333333333
KIAA1712	-1.031375
OR6X1	0.5385
ACTR3	0.248875
UGCG	-0.74
OR4P4	0.3625
ZAP70	-3.77225
LPP	1.210125
ZNF485	1.2285
PTPRCAP	-0.7105
IL12RB1	0.17625
ATRX	0.0832
CHST8	-2.687875
C14orf109	-0.26
ARV1	-0.228
NMB	1.70328571428571
COX5A	0.446333333333333
EIF6	0.6355
MPPED2	-1.24416666666667
SEMG1	1.611
CHRDL1	0.5
TRAF3IP2	-0.15575
WNK2	0.93775
LILRA4	0.108666666666667
LAMA2	1.48275
PXT1	0.5025
RLBP1	-1.13425
CD300C	-0.56625
SLTM	0.26125
FLJ10404	-0.199
APOBEC3D	-2.213
RENBP	0.5
ATXN7L1	0.56875
NID1	-0.3765
TUBGCP3	0.477875
ITIH5	1.06277777777778
CCDC110	-0.42675
C8A	-2.8235
MGC87042	-0.1365
HOXC13	-4.23133333333333
TFDP2	-0.81775
HCP5	1.215375
POLI	-0.85925
UCN	-1.69733333333333
ZNF764	0.5955
C8orf45	1.0275
FHL3	-1.157
SPATA5L1	0.34525
MMRN2	1.26983333333333
NDST1	-0.311833333333333
COL20A1	-0.109166666666667
ZNF248	-0.386166666666667
PELP1	-0.7525
MBL2	-1.04333333333333
RNF41	0.786125
C5orf24	0.288857142857143
THOC5	-0.48775
SERINC3	0.79775
RP11-151A6.2	1.73725
CDCP2	-0.409
HIST1H2AA	0.23725
C11orf75	0.947
FKBP7	-0.9635
DDOST	-0.48425
GPNMB	-1.35716666666667
TTF2	-1.21633333333333
KCNT1	-0.276166666666667
SLC39A14	0.971
NGRN	0.2576
GPR137B	0.76125
MECP2	0.193625
PSMA1	-0.274
C16orf73	-4.59425
TMEM60	0.365666666666667
CSN3	0.0295
NOS1	0.318333333333333
RAB7L1	0.842833333333333
YBX2	-0.574
KIAA1166	0.260125
FUBP3	-0.279833333333333
ABCG1	1.5655
ACACA	-0.86575
ARL11	1.0162
ATOH1	1.3245
ODF1	0.190833333333333
CREB3L3	0.545
TMEM127	0.793142857142857
DSCAML1	-0.1285
PLN	1.9388
LYPLA1	-0.478416666666667
PRDM9	-1.32825
SASP	-0.61925
PLUNC	0.318333333333333
INTU	0.33075
HISPPD1	0.5625
LNPEP	0.0428333333333333
YARS2	-0.856666666666667
APCDD1L	-2.451
ZCCHC4	-0.5047
FBXO22	-0.5405
TTLL13	-0.2835
ZNF669	-0.0441666666666667
PTGDR	0.885
DDX27	1.36675
KIAA0409	0.136
GJB6	0.417
ASB8	0.3255
PLP2	0.749833333333333
MEPE	0.0575
OR10J5	0.2495
KRT222P	0.68175
COQ7	-0.169
C1orf101	-0.21575
RERG	-1.7672
CHMP5	-0.069125
THAP11	0.03525
ZNF43	-0.782166666666667
ZRANB3	-1.03583333333333
KRT13	-0.254875
MRPL19	-0.811875
RBBP9	0.334625
SPATA17	0.193375
BXDC5	0.0503333333333333
PAFAH1B1	-0.560583333333333
MAGEE1	-0.65
OSTF1	-0.175
KIAA0323	-0.218166666666667
TXNDC13	-0.689666666666667
CNTN4	0.303375
LCE1B	0.571
UNQ501	-0.05775
ZNF154	0.094
C3orf64	0.79375
SYT5	-0.1361
PON1	0.132833333333333
FLJ10357	-0.855875
ATP4A	-0.3855
GNPDA1	-0.768
MGAT1	0.150833333333333
C14orf121	-0.339
SLC35B2	-0.018
MIER3	0.4495
CHEK1	-1.019125
ZNF8	-0.0388333333333333
TXNDC1	-1.1685
CKB	-0.233
RTN3	-0.0885714285714286
FZD2	-2.91266666666667
PART1	-0.178375
PSMB6	-0.96575
PCDHB8	-1.4655
PHC3	0.8973
PPP1R8	-0.4145
NOVA2	0.9635
TNFRSF11B	-1.977875
GOLPH3	-0.219666666666667
UBLCP1	-0.355
SUHW3	0.0995
TTLL1	-0.46625
OPN4	0.107
OR13G1	0.6235
ZPBP2	0.270333333333333
HSD17B11	0.763625
C9orf50	-0.6395
DHDDS	-0.423642857142857
CTSW	0.2112
NEFM	-2.28533333333333
MRPL28	-0.98075
SYN1	0.113333333333333
PIGV	-0.566
ZIM2	-0.846
APBB1	-0.902666666666667
SND1	0.5195
C1orf123	-0.761833333333333
CHD3	-1.8335
BHLHB8	-0.232
RNASE2	-0.1845
BCAP31	0.240625
SLC25A44	0.0626666666666667
CHD6	0.2572
PIB5PA	1.71761538461538
SELS	1.100125
LOC541471	-1.45375
FAT2	0.2825
ZNF81	0.535
OR4C16	0.9925
FLJ10081	-0.208
LRRC4	0.4435
CS	-0.6005
N4BP2	-1.44575
IGFBP7	0.956
ZNF318	0.16175
NDNL2	0.57225
ZNF609	-0.0295
SIRT4	-1.1475
EXOSC10	-0.47025
ECE2	0.416333333333333
OVGP1	1.32025
GTPBP3	-0.68625
PACS2	-0.0827
C19orf36	-1.44933333333333
ARL4C	-2.159375
ATG4B	-0.08775
UBQLNL	0.06875
RHOXF2B	-5.4995
PLEKHG2	-0.511
GALR1	-0.797
AQP4	0.1418
HDAC7A	-0.534333333333333
DCUN1D3	0.65275
OR8A1	0.198
CCRN4L	0.046375
CBR4	-1.491
KIFC1	-0.963166666666667
SLC7A14	-0.8645
LHX5	0.0055
TRPC7	0.1235
LPXN	-1.6855
SERPINA1	-2.2575
RPS13	0.1822
BPIL3	-0.126
PRKAA1	-0.7515
FADS2	-0.7935
ENAH	-0.2923125
PRO1768	-0.563
APBA2BP	0.32375
LIPH	3.74766666666667
C3orf33	-0.4545
RCC2	-0.633214285714286
ALDH1A2	-2.869
RNF103	1.39375
AHCY	0.703875
ALG12	-0.017
CCL17	0.55375
ZNF543	1.14583333333333
ESRRG	0.9752
CNGA1	1.42375
RDH5	0.388
OTX1	-1.395
PTGFR	-0.625333333333333
CDR2	1.171875
SELE	2.06525
NLGN2	-1.54133333333333
EXOSC9	-0.96
ZNF566	0.5285
KLRC2	-4.956
GPR12	0.402
KIAA0196	0.56475
PDRG1	0.476
SSR3	-0.215857142857143
MSI1	-0.413
CST9	-1.1945
CC2D1A	-0.055625
PLAGL1	-0.219777777777778
ZNF778	0.3495
RNF2	-0.090125
KLF6	1.48533333333333
THBD	1.03916666666667
tcag7.1314	1.54575
NR5A1	-0.131833333333333
ABCD2	-0.13
DNAJC7	0.06775
CLEC4C	-0.419
TM2D3	1.048375
CCDC4	-0.8835
PLAC2	-2.3135
DCD	-0.309
FAAH	1.015375
POLA1	-0.1765
TM7SF2	-0.810625
FLJ39822	4.12616666666667
FLOT2	-0.0965
MAP4K1	-0.743166666666667
SRP68	-0.36775
C21orf74	0.173
ARPC5	-0.108
LOC126075	0.8555
HECW2	0.09225
ZDHHC4	0.09725
ANKRD42	0.8164
PDE9A	0.475
ABCA8	-0.29725
NDUFS2	-0.981
UBR5	-0.264125
BTBD16	0.34925
LOC554174	0.084
ZNF20	0.754
KIAA1843	-1.245
WDR17	-0.368571428571428
C15orf33	0.608
RNF113A	0.48875
CAMKK1	0.1177
CLCN2	1.9155
ANXA6	-0.205
LOC340069	0.5305
EMID1	0.736375
DPM3	-0.342416666666667
ELA1	-0.003
SLC25A13	0.3582
KRT24	0.9325
SMPD1	-0.294333333333333
TH	0.001125
COL6A2	-1.33464285714286
ANKS1B	0.00833333333333334
GPR126	-2.3489
ZC3H12A	1.9815
TMEM47	-0.518666666666667
C2orf51	-0.0131666666666667
C1orf88	-0.279833333333333
HSF2BP	-0.29
AKAP10	0.17725
RPAP3	-0.446
KLHDC8B	-0.93175
STOM	-1.3834
MUPCDH	4.01625
C10orf72	0.5005
PLEKHA3	0.374416666666667
TCP11L1	-1.1235
CWF19L1	0.17625
SPEF1	-0.503384615384615
YSK4	-0.827
ELN	1.5385
SAMD8	0.029
MPI	-0.974666666666666
MEPCE	0.2048
ABCC3	2.249125
NANOGP1	-3.446
KCNK17	0.885625
HLA-DMB	3.24083333333333
RRAGA	0.6605
ANGEL1	0.62225
RBM32B	-0.1825
CPN1	-1.97
MGC52282	0.0751
HLA-A	1.287
OR9G4	0.272
EDNRB	-0.528125
SCD	-1.90121428571429
C14orf80	-1.62166666666667
BAGE2	-0.4395
RABL4	0.465333333333333
RCVRN	0.336
SHANK1	0.3915
NLRP7	-3.07075
CD226	0.50075
STAT3	0.546625
SYNJ2	-0.3718
TPCN2	-0.151
WDR36	-0.154833333333333
MBD4	-0.43325
ROBO1	-0.038
ST3GAL6	-4.58775
SLAMF8	2.09383333333333
ATN1	-0.0418333333333333
GPR141	0.312333333333333
KRT36	0.709
TPH1	-0.0945
DDX52	0.2445
ZSCAN29	0.659
TRPT1	-0.346833333333333
DPEP3	0.01775
DENND4A	-0.133875
TSPAN16	-0.0545
PTCHD2	-0.62
LOC145814	-0.46875
CAP1	-0.00333333333333334
EIF5A2	-0.0839
NT5DC3	-0.767
SEPT9	-0.655625
SEZ6L2	0.37975
EGFLAM	1.542
VPS11	0.099625
NDUFB5	-0.159333333333333
CIDEA	0.0368333333333333
IER5L	-0.9345
N6AMT1	-0.76575
FAM83C	0.18875
OXR1	0.629083333333333
IRX1	-0.626
DGKB	-0.516
GCN5L2	0.0115
MIR16	0.486125
FBXW9	-0.5365
WDR4	-0.784666666666667
PDC	-0.4
VPS33B	0.32725
HEXB	-0.37775
FLJ32214	0.0645
TCEB3	-1.5315
CRLF1	-5.36975
ABI3BP	0.293
C8orf22	-2.94325
PYCR1	-0.891875
KIAA1706	2.84625
CDK5R2	0.3145
WAS	-0.2
C12orf60	-1.076
CCBL2	-0.482875
MADD	-0.28775
C5orf34	-0.686
WDR42A	0.4462
KLF12	0.5615
HSPA1A	-2.21275
ITM2C	1.34158333333333
DAPK2	3.542
LOC442590	0.283
SUMF2	0.272125
CENPA	-1.89746153846154
TMED5	-0.185625
CDH6	-0.1084
BRP44	0.890375
THG1L	-0.34375
GABRA2	-0.3985
C14orf166	-0.77525
MYL1	-0.651166666666667
TNFSF18	0.702
PAP2D	-0.804166666666667
PPIB	-0.2715
KLHL4	-0.597285714285714
SFN	0.793833333333333
CCDC127	-0.19025
FRAP1	-1.0205
GOLGA5	-0.20375
SDCCAG1	0.000374999999999993
MGC21675	-0.404
C10orf95	0.0945
KIAA1345	-0.829
C1orf163	-1.395
LACE1	-0.643833333333333
OR10K2	0.491
CENPN	-2.02528
TMED2	0.525
UGT1A6	1.1595
ANG	-0.3385
U2AF1	-0.447333333333333
CASC2	0.471666666666667
NMT2	0.447
OSGEPL1	-0.235875
DFNB31	-0.967
SLC6A20	1.9305
DKC1	0.92225
FXYD4	0.27775
WDR64	-0.24475
MGC5590	0.428
CREBZF	0.605333333333333
DAZ1	-0.05775
PRPSAP1	-0.175
GCHFR	0.4305
TTC7A	-0.059
LOC196993	0.49925
UBD	2.31333333333333
S100A1	-1.754
RPL6	0.5945
DNAJB6	0.18005
NAGS	0.7957
C2orf58	0.655
KERA	-0.024
MT1X	-1.3472
UBE2B	0.4648
KEAP1	0.0495
MST1	-2.199625
OMA1	0.027
ABLIM2	3.0595
BCL2L13	-0.127583333333333
JAZF1	-1.25233333333333
TMEM63B	0.6215
S100A8	-0.2643
ARFIP2	0.108
UROS	-0.20275
KHDRBS2	-0.8325
POLQ	-1.3665
SOAT1	-1.32575
SPAG4	-0.68175
MRPS30	-0.767833333333333
LOC494141	-0.185
OR2T11	0.2585
ORAOV1	-0.2391
ZNF184	0.1
TCEB3B	-0.053
ADAM21	1.1005
GDPD1	-0.60825
SPINLW1	1.0215
PRR14	0.142833333333333
KCTD9	-0.6247
NUDT3	0.10175
KIAA1822	0.1358
HIST1H4K	0.5235
DFNA5	-3.2405
GABPA	-0.16675
C14orf44	-0.37925
POLB	-0.163625
PTAR1	-0.8945
SEC31A	0.3186
TRIM58	-0.34675
TAS2R14	0.009
VPS8	0.310875
H1F0	1.84316666666667
PRKCB1	-3.18866666666667
UGT2A1	0.385
TOR1B	0.486
LSS	-0.799916666666667
C2orf19	0.292
HNRNPC	-0.167428571428571
TMEM100	-1.319
LOC116349	-1.493
OR51M1	-0.1405
CCDC142	-0.05825
ISG15	0.6343125
ZCCHC14	0.99475
CREBL2	1.021625
TGDS	0.93275
DC2	-0.04675
CACNA2D3	-1.86671428571429
ZNF429	0.10225
LYPD6	1.00216666666667
SUCLG1	0.356333333333333
OR51I1	0.005
MAGEH1	0.31775
PRPF40A	-0.112
SMR3A	0.514
SPINK2	-2.238
THAP2	0.173
NPY5R	-0.239875
IRF4	-2.220125
SPESP1	-0.97
OR10S1	0.293
DTD1	-0.1715
TUBE1	-0.41975
DDX19A	-0.3295
PDPN	-0.42475
TMEM34	0.908083333333333
MGAM	0.12375
COL3A1	5.0715
GFM2	-0.4668
OR5A2	-0.2855
PSG9	-0.6745
ARHGEF11	-0.326333333333333
IVNS1ABP	0.5275625
SIGIRR	0.94175
DUSP19	-0.225375
DNAJC14	-0.0566
ACSS1	1.289625
IL1RAPL2	0.6385
C4orf30	-0.0485
SEPT4	0.4185
LANCL3	-0.14625
SPAG17	0.152166666666667
PRDX3	-0.516
HNF1A	1.4505
P4HA2	-0.84625
RFWD3	-0.5655
MOV10	-0.3095
DNAJA5	0.511571428571429
LOC729440	-0.06425
LOC200383	0.75125
SMC2	-2.196
MIXL1	-0.969666666666667
TMEM9	0.4345
FAM86A	1.4175
ZNF174	0.6098
MYH14	-0.302
CCR8	-0.2835
VPS37C	0.155833333333333
GPATCH1	0.231
B3GNT8	3.264
TBX4	0.22825
CNR2	0.240833333333333
PCDH1	0.69575
C5orf29	0.405
OCIAD2	1.82125
PLCG2	-0.59375
KIAA0247	1.45
HRH3	0.0405
CAPN13	1.14575
CCR1	-2.044
MGC15523	-0.234944444444444
UVRAG	-0.527333333333333
DNAJA2	-0.445666666666667
ITGA2B	-0.869833333333333
CLDN5	2.404625
PTPRN2	-0.502071428571429
ZNF512	-0.3075
PSAP	0.0919285714285714
CCDC140	-0.5065
LRRC55	0.35175
CYP26C1	-0.287
C8orf47	1.656
LYN	0.20675
DUSP6	0.271666666666667
TGFB3	-0.192466666666667
ELK1	-0.0641
PCDH11Y	0.320833333333333
HGD	-1.018
C17orf58	-0.9045
MYO3A	0.527
SERPINE2	-3.937
AARSD1	0.560125
C14orf73	-1.3175
ADAM33	-0.297
ZNF491	0.443
MAPK6	-0.917666666666667
TCN1	-0.6595
SLC24A6	0.4865
UBE2R2	0.30025
H1FNT	0.2225
TATDN2	0.1295
LILRB1	-0.216
P2RY5	-0.7425
NUCB2	-0.8055
C2orf37	0.4445
SNX27	0.333833333333333
MTA3	-0.3125
FOXO4	0.226
ID4	-0.572
SOX5	-2.54683333333333
PXMP3	0.34
OR52M1	0.2405
SFT2D3	0.54375
INA	-2.49866666666667
MCOLN1	-0.37975
NFIX	0.5425
CLEC14A	3.77833333333333
HIBCH	0.0263333333333333
PLA2G5	0.747
TIMM10	-0.5435
MED17	0.5635
COL4A4	-0.7645
TPP1	1.16983333333333
GJA3	-0.514833333333333
TMPRSS5	-1.38025
AADACL3	0.141
DNMBP	2.04
ENPP5	1.43433333333333
NQO1	-2.0064
ZSCAN2	-0.283625
SEC24C	-1.15383333333333
GTF2A1L	-0.394
AXIN2	3.2496
FAM33A	-1.746
C16orf13	0.7345
SPNS2	1.694
TAF1	0.11575
AP1G2	-0.8285
RBM42	-0.105833333333333
HCN2	-0.0748333333333333
EFHB	0.121666666666667
RUSC1	0.279
GRIK5	0.2405
USP21	0.0705
ATAD3C	-0.4405
ORMDL2	0.704
PRSS7	-2.2035
PSAT1	-2.6325
FLJ13195	-0.458666666666667
TBC1D1	-0.627166666666667
IFNG	0.55575
OTOS	-0.0213333333333333
ZNF773	0.5145
EMD	0.3905
RETN	-0.26125
CCL8	0.705
APH1A	1.33225
COX18	0.717875
GTF2IRD2	0.381
CCDC82	0.275083333333333
PAFAH2	0.1593
NPEPL1	0.8292
RP11-114G1.1	0.1255
TP53INP1	-0.0355714285714286
ZNF300	-0.255
FOXL2	-2.2785
LARP2	0.999666666666667
LATS1	0.037
HTR6	0.16
SPOCK2	0.2055
RNF144B	0.360666666666667
HTATIP2	0.65225
MGC10334	-0.30825
CENTA2	1.35783333333333
FGF2	-2.148
FXYD7	0.3575
PHYHIPL	-1.398
GPR34	0.86325
DDX6	0.105333333333333
OR10W1	-0.0915
LHFPL1	-0.3745
ZNF313	1.25185714285714
VPS28	0.98275
AP3M1	0.4468
AKR1CL2	-0.23675
TRAF4	0.7995
OR2B11	0.1835
C19orf12	0.636666666666667
AKAP9	0.640333333333333
C1orf62	0.1925
SLC20A1	-0.9523
FAM112A	-0.06525
LDB2	0.199875
MRPS23	-0.746
KLK5	-0.193375
SPTB	-0.0359
EFEMP2	-0.94275
EFNB2	2.5865
PCM1	-0.4635
NMNAT3	2.228
TSG101	0.393333333333333
C8orf40	0.0306666666666667
NOB1	-0.42675
ABHD3	-0.19275
GTF3C4	-0.314875
PIGN	0.817333333333333
GALNTL1	-1.97075
AEBP1	-0.00500000000000007
OR9Q1	0.4805
ANKRD2	-0.40675
CCL28	1.7455
TRIM38	0.231833333333333
TMCC1	0.201333333333333
SMG5	0.35
LRRC7	-0.347
NCAPD2	-2.07233333333333
C6orf153	-1.04275
C1orf74	0.04225
OTUD6A	0.186
DCP2	-1.035
TMEM24	-0.3075
RPL18	0.548166666666667
TMEM177	-0.7115
LRRC37A3	2.5435
C1D	-0.320666666666667
LDHC	-1.5515
UBE4B	-0.494666666666667
NIT1	-0.126625
BTN3A3	0.951875
RASD1	1.360375
COMMD3	-0.156
SHFM1	0.538
BIRC8	0.92625
DUT	-0.789
C12orf51	0.1585
LRRC59	-0.259333333333333
LY6H	-0.213
WDR22	-0.382333333333333
EDEM1	-0.227571428571429
ADH1A	5.0245
PANX2	-0.8826
CYP11B1	0.222
CDC73	-0.97375
GPR172A	0.18225
GSTM3	-2.84607692307692
KCNA5	0.498875
SERAC1	-0.156333333333333
NFATC2	-0.7255
ANAPC5	-0.2488
C15orf24	-0.318
NFATC2IP	-0.3195
TNRC6C	-0.153833333333333
MGC102966	-2.828
FGD5	0.239833333333333
MED9	0.47175
RAB13	-0.7755
C15orf49	-0.5075
CRYGS	0.9185
C12orf53	-0.8255
LOC283693	-0.077
COX6B2	0.58175
PHF14	0.4845
FAM3A	0.07875
RPL13	0.5507
PRDX2	0.0144
FLJ34047	-0.73175
PRMT3	-0.154
KCTD19	-1.1485
TRIM10	0.638
MGC26597	-0.287166666666667
GCNT4	-0.0595
GPRASP1	0.09825
CDKN1C	-0.1175
RHBDL2	1.2551
HSPH1	1.007
AQP1	2.1715
COL17A1	2.1967
GFAP	0.4305
CDC16	0.868
KIAA1614	-0.49
C6orf118	-0.0905
ZSWIM5	-0.05675
FAM83F	3.589
LYNX1	-0.1645625
SYNPR	-0.3225
XG	0.178166666666667
PRSS16	2.035125
KIF13B	1.89714285714286
PCDH9	-0.818875
HIST1H2AH	-0.212666666666667
RBM18	-0.88125
ZNF626	-0.540375
HEXIM2	-1.0165
ITFG1	-0.1985
TUBG2	-1.732
SFRS7	-0.415583333333333
