Hybridization REF	TCGA-AA-A01F-01A-01R-A002-07
TMBIM1	1.84
P2RXL1	-0.75175
TCHP	-0.735
TRMT1	-0.636666666666667
F2RL2	-1.068
LRRC32	1.59083333333333
IMPG2	0.0205
BGLAP	-1.295
LOC493869	-4.89616666666667
MRAS	-1.529875
SLC35F5	1.931
CBWD1	-0.278
AXL	-3.942125
ATP2C2	4.3315
TELO2	-0.578
PNPLA3	-4.78675
PCDHB14	1.0325
CD276	-0.0545
KRT80	-0.98775
DUSP28	-0.092
CSNK1E	-0.232333333333333
SRP14	-0.749
KCNQ4	0.315
KRT72	-0.2012
CCDC117	0.035625
C6orf89	0.0307222222222222
TUBB2B	-3.11016666666667
RTN4IP1	0.07775
CR1L	-4.65433333333333
CEND1	-0.254
C12orf41	-1.05633333333333
RNF31	-0.67525
UBN1	-0.038
C17orf32	0.182625
SLC5A7	0.293
GPR92	2.44816666666667
ESAM	0.7212
CTNNA1	0.4495
HRBL	1.4382
CBX4	-0.365
TMEM182	0.2905
SH3TC2	2.53266666666667
IL10	0.589333333333333
PXMP4	1.367
RNF167	0.2654
PAK7	-0.383833333333333
ETV3	0.4675
ATPIF1	-0.367666666666667
LOC554207	-2.26383333333333
OR8H1	0.22925
WDFY3	0.621625
DPM1	0.231
GPSM1	-0.3585
WDR92	-0.5736
LRP1	0.876833333333333
ANKH	0.372125
THUMPD3	-0.9275
POLR1B	0.511
OLFM4	8.21016666666667
RAD9B	-0.57175
TSPY2	-3.641
PAX6	-2.18783333333333
SCG2	-4.069875
SLC17A6	0.4545
FMO3	0.767375
PADI4	0.07425
TUBB4	-1.0407
NLK	-0.24
POU4F3	0.4765
SDF4	-0.2835
ITGBL1	-2.20333333333333
NETO1	-2.09425
TAP2	1.34175
ABBA-1	-0.04575
GNAI1	-2.29575
VPS4B	0.55025
NOPE	-0.9176
GALNT6	1.671
SESN1	1.712625
GBE1	-3.412
CLASP1	0.59475
RASGEF1B	1.173125
ACOT11	1.98542857142857
AFAP1	0.839
OR2H2	0.2895
DPY19L2P1	-1.1115
DZIP1	-3.6195
SEC22C	-1.56916666666667
GPR161	-0.755333333333333
RNF146	0.63775
WDR74	-0.930875
GALP	-0.649
PURA	0.7245
DNPEP	0.573
RP11-78J21.1	-0.6025
ERBB2	1.9895
FANCM	-1.4285
NEO1	1.98983333333333
DDX3Y	0.9006
RPS3A	0.26425
MXRA7	-0.669571428571428
LGALS3	2.43
GLT8D1	-0.885
CFL2	-4.79683333333333
UPB1	0.303
NAP1L5	-1.4055
CLDN14	-2.33725
DHX38	-0.64225
BTBD1	0.1075
TARS2	-0.663666666666667
ABCF1	-0.4473
FCF1	-0.582333333333333
LRRC49	0.94125
GUCY1B2	-2.051
C1orf177	0.788166666666667
SMARCA4	-0.583357142857143
LRP8	-0.446333333333333
TAGLN3	-0.83425
MRPL14	-0.18
TTRAP	0.28425
ZDHHC20	1.25875
NFE2L3	3.04225
KIAA1377	0.671875
PALMD	-1.3613
TMEM43	-0.4025
TTL	-0.641375
STAT5B	-0.684833333333333
SSB	-0.3305
OR10H5	0.0275
SLC22A13	0.09025
AKAP3	-2.39375
TIMM23	-0.053
OAS2	0.498916666666667
KIAA0423	0.78425
TRIM11	0.414833333333333
GLIS3	-0.554875
TMEM50B	0.107666666666667
ARHGEF4	-0.549625
DEGS1	-1.95154545454545
TBL1XR1	0.596133333333333
G6PD	-1.307
SP140	-0.5829
MUC17	4.17407142857143
NUDC	-1.0458
DNAJC5B	1.18
SCARA3	-2.40483333333333
CPA3	1.25683333333333
BCAT2	0.255875
MFN1	-0.0242
NRG3	0.41
SNX11	-0.1425
PLEKHH1	1.15316666666667
GPR177	-0.1635
HCFC2	-1.05
TCAP	-1.59125
MOCOS	-0.17125
C14orf93	0.054
PRDM10	-0.55
SLC16A4	-0.139416666666667
SRGAP1	-0.256333333333333
VIP	1.03675
DUSP27	-0.447833333333333
LILRA1	0.1112
MC2R	0.473
MGC24103	-4.429
MBTD1	-0.668
FUT11	-1.0705
USP33	-0.0268
C15orf39	-0.4835
MAP3K12	-1.130375
PAAF1	-1.35416666666667
BARHL1	0.392
FLJ16165	0.3225
PIWIL2	0.11225
SYNE1	-1.89818181818182
CMTM4	1.051375
TSPYL1	0.3226
GUF1	-0.9725
TMEM157	0.0545
WDR44	0.202
HIST1H3C	-0.9215
DKFZp666G057	-1.54266666666667
RNPEP	0.856
GAS2L2	-0.334
ADH4	-4.6995
GRPR	-0.6216
FBXL17	0.33325
ZBTB10	-1.279
Gcom1	1.04522222222222
HTRA1	-1.7826
ZNF585A	0.427166666666667
SLC26A2	0.575285714285714
OTOP3	0.261333333333333
WISP1	0.480777777777778
ATP2B4	-0.72975
FLJ10769	0.9295
CRAMP1L	0.148875
CHST12	-1.2245
RAB22A	1.57891666666667
TARDBP	-0.495142857142857
STAU1	1.44825
CRB3	2.64533333333333
MIG7	-0.1005
CHMP1A	0.556
ZNF160	0.4265
B3GALT6	-0.520875
BARX1	-2.15916666666667
C6orf167	-0.26975
NXNL1	-0.0485
DHX29	0.305125
HADHB	-0.39475
PLXNB2	0.7
ILDR1	-0.624
SLC15A3	-0.939
GAS2	-1.95
C20orf69	-0.48725
NUMB	0.1955
TNIP1	0.641375
MESP1	-1.142
PSKH1	-0.1205
NSFL1C	-0.9255
RHOG	-0.2785
HEY1	-2.4375
KNG1	-0.984
ITGAX	-0.0323
LIN9	-0.587666666666667
CANT1	1.324875
XRN1	0.0375714285714286
CCDC96	0.2194
HEATR6	-1.638
GNG7	-1.72258333333333
RUNX2	-0.5849375
SOX1	1.27516666666667
FCRL5	0.1117
ZNF99	0.064375
FAM9A	-0.4955
SNX22	0.5975
MBNL3	-1.22166666666667
ODC1	-0.9376
ADORA2B	-0.0895
NR2F6	-0.25025
ZFYVE16	0.305333333333333
SYNJ2BP	0.4951
POLE	-0.93525
E2F2	-0.754625
THRA	1.42316666666667
PTGES2	-0.507
HIP1R	0.4255
TMUB1	0.855833333333333
ENO3	-2.60225
RSPH10B	-0.402
CXorf39	1.355375
IRGC	0.44475
GPR109B	-1.543
FLJ13305	-0.0945
LCE3A	0.547
TNFRSF18	-2.20183333333333
DET1	0.4235
TRPM3	-0.20625
C16orf79	-1.481
FECH	-1.4455
RAP2A	1.81983333333333
CRIP1	-1.33366666666667
AZIN1	0.664
SLC7A7	3.24175
IL10RA	-0.5685
TMEM64	-1.27975
CDC42EP4	0.7607
C16orf58	-0.2896
ARG2	-2.49775
POU5F1P4	-4.27625
FAM62B	0.623625
DNAH8	-2.2842
ASH2L	0.0825
TSLP	-3.375
CNTNAP5	-0.333666666666667
TMEM16C	-0.55025
IFNA14	0.916
SLC1A3	-2.66042857142857
CABYR	-0.8685
BCL7B	0.0807
NUDT13	-0.312
C13orf28	-0.41775
C1orf53	0.116
ARL6IP4	-0.4844
RPL35A	-0.397
EMR3	0.69975
RAB40C	0.63975
SLC41A1	-0.474666666666667
LRCH1	2.40225
LY6G5B	-0.679
FAM124A	-1.07757142857143
MGC10981	-4.32883333333333
CLIP3	-1.1662
MAP4K2	-1.80016666666667
CHIC1	1.07825
SULF1	0.694333333333333
C20orf30	-0.561214285714286
PRDM5	0.00387499999999999
ELOVL1	-0.026
C11orf48	-0.76525
SLC39A10	0.20875
KCNV1	-0.155
ACP1	-0.0218333333333333
ZMYM2	0.2955
B3GNT6	0.350166666666667
C9orf69	-0.32325
C2orf15	2.15775
C20orf166	1.676
HSP90AA6P	-0.442
EDG7	-0.997
NEURL	-1.405125
LPL	0.621166666666667
CLEC2D	-1.14221428571429
GRRP1	0.450666666666667
CD8B	-4.0576
HIST1H3D	-1.69816666666667
SLC6A12	-0.762375
FAM27L	-0.3295
CD84	-0.3712
RASA1	1.035
PHKG1	-0.3095
MAGEA11	-2.457
IMPA1	-0.4643
NPM3	0.89275
RARRES1	4.2915
SH3BP1	0.3045
B3GNTL1	0.2215
ARPC5L	-0.432333333333333
KLHL26	0.12875
SIM2	1.933625
GJC1	0.597
C20orf194	-2.59575
EXO1	-1.455
SLC2A2	-2.866
LOC285074	-0.81325
LRG1	3.085
KIRREL	-0.162
PIK3R1	1.43457142857143
C4orf34	-1.661
MAF	-3.8985
ADCY4	3.28366666666667
ZMIZ2	1.4256
SLC46A3	3.4895
STAMBP	0.350666666666667
CCDC16	1.2525
MS4A12	0.506
TCF20	1.4365
LRRC46	-0.495
C20orf152	0.22075
MRPS6	-1.25275
ABCB11	0.625
KCNC2	1.46
CDH19	-2.80533333333333
C9orf123	-0.4225
SSH3	0.713625
LDLRAD1	-3.196
CCBE1	-1.1515
ZNF135	-1.9695
TAAR1	0.049
WFDC12	0.318
CCDC42	-0.357333333333333
FLJ12529	-0.65075
PER1	-1.63616666666667
TIMM50	-0.109333333333333
SMARCAD1	-0.6225
FAM26C	0.255
TP53TG3	-3.28316666666667
SH3RF1	1.2873
LMCD1	-1.083
GPR63	-0.8515
FLJ21986	-2.556
AIFM3	3.03925
MICAL1	0.778833333333333
BLZF1	0.901333333333333
IQCA	-1.51616666666667
PCDHGC3	0.2445
SAC	0.4695
BCL6B	0.2495
DDO	-0.95675
MARCO	-0.01925
DCHS1	-0.290666666666667
C1orf170	-2.34283333333333
CD200R1	0.144333333333333
C22orf15	-0.9955
SEPT11	0.364833333333333
ADNP	0.52375
UST	-3.9083
C13orf34	0.175166666666667
RFFL	1.57257142857143
APBA3	0.1285
C2orf60	-0.146
CUTL1	1.1014
PMS1	-0.187375
ZNF689	-0.8995
EIF3E	0.535833333333333
IL9	0.0332
RPL31	0.682375
LY9	-0.5775
ATP2B3	0.42825
KDELR2	0.788708333333334
TFCP2	0.423
NLRP12	-1.244875
FLJ45422	0.38575
TLE4	-1.193
ZNF570	0.422
FLJ43806	0.4265
TLK2	-0.355125
CIR	0.51525
MARS2	1.9465
COL24A1	-1.72975
SDF2L1	-0.1215
HIBADH	1.09833333333333
IGFBP3	-2.56292857142857
C12orf23	-1.107875
PSPC1	0.36475
C20orf43	0.31075
TRAV20	0.0525
ARHGAP24	-1.308
KIAA1975	-1.112125
C1QA	2.8591
DNTT	-4.82816666666667
C10orf6	-0.0981666666666667
C11orf41	-3.84175
HNRPF	0.52775
COL11A1	1.95833333333333
UBAP2	0.274333333333333
CDKN2AIPNL	-0.3285
C20orf174	0.96375
SPRED2	0.3335
PLA2G12A	0.221166666666667
ICEBERG	-1.78533333333333
SCN10A	-0.1555
C11orf65	-1.26525
GBP5	2.7365
PITPNC1	-0.0551666666666667
POU3F3	0.438
NCOA7	2.280875
LIN7C	-0.0559
LOC348840	-1.073
NKX2-2	-2.38225
ANKRD13D	-0.66825
LOC123688	1.686
FUT2	3.48666666666667
TAAR8	0.364
FZD4	-1.26041666666667
PNMA3	-2.26666666666667
OR4L1	0.582
WIT1	-3.13775
EXOC3L	1.50575
ATPBD4	0.8839
KRBA1	-2.7345
UBXD6	0.5885
HOXB7	0.533857142857143
C7orf23	0.895
UNQ338	2.03925
STAB2	0.10025
CDC20B	0.009
IRF9	1.198
CENTG1	-0.715
TNPO2	-0.6955
MCPH1	0.550625
BMS1P5	-0.99775
SLC26A7	0.210666666666667
HIST1H3J	0.3755
C9orf3	0.0162
LBH	0.195375
MYO1D	3.266125
PTDSS2	-0.34575
NFU1	0.029
DEPDC4	-1.076
WNT7B	-0.5035
GLP2R	-0.4185
SETD4	-0.5965
DYNLT3	0.9492
FKBP11	0.1995
SESTD1	0.830666666666667
FLII	-0.9555
RPS16	0.3825
CHPF	-0.170333333333333
CSNK2A1	-0.756666666666667
SUMO1P1	0.00924999999999999
FKBP6	-0.888
ZNF214	0.425166666666667
TWIST1	-2.4004
DDX56	0.124833333333333
TRAM1L1	-1.2104
EPO	-3.3425
MRPS18B	-0.452
ZNF682	-1.62716666666667
RPL14	-0.0653333333333333
MAFF	0.66025
LOC51136	-1.097625
LY96	-3.64625
DDX20	-0.52725
ABTB1	0.189333333333333
ARL5A	0.8336
CCT6A	0.2265
HEPACAM	-1.818
EHHADH	0.570166666666667
RBAK	0.501333333333333
CGB1	-0.496
ITGB5	-0.5819
YIPF3	0.18725
FKBP2	-0.23575
NR1D1	0.9624
TMEM110	-1.1985
NEK2	-0.572
PRAMEF8	-3.576
C20orf52	0.155166666666667
PCDHGA3	-0.837
VWA3B	-0.09275
NDUFA5	-0.185375
THAP9	-0.254
FLVCR2	0.4685
AP1S1	1.137875
SMAD6	0.23025
SAV1	-0.343125
SAT1	0.737125
ZNF251	0.6485
ADAMTS7	0.438
RPP38	0.448
C1orf211	-2.218
YPEL2	0.7066
RBMS1	-3.8815
ZNF445	-0.265666666666667
NRXN2	0.3785
PGBD4	-0.045375
UGT2B28	-1.23975
WBSCR16	-0.0731
NLRC3	-0.127
ASTL	0.24775
ST6GALNAC1	3.58675
ZADH2	0.591875
MLLT4	1.54241666666667
ARL6	-0.6575
MEF2C	-2.69525
CBFA2T3	-4.958
AFF3	-0.602071428571429
COG7	-0.399666666666667
MYB	-0.947333333333333
PLXNA3	0.266
XRCC2	-0.822
MMS19	-0.41725
ST8SIA5	-0.762
CHPT1	-0.101666666666667
KIAA1712	-0.991875
OR6X1	0.352
ACTR3	1.33175
UGCG	-0.971333333333333
OR4P4	0.4085
ZAP70	-3.352
LPP	1.0745
ZNF485	1.074
PTPRCAP	-1.19275
IL12RB1	0.5165
ATRX	0.0921
CHST8	-3.425375
C14orf109	-0.5905
ARV1	0.048
NMB	0.251285714285714
COX5A	0.576833333333333
EIF6	0.596
MPPED2	-2.03083333333333
SEMG1	-0.348
CHRDL1	-0.651
TRAF3IP2	1.0535
WNK2	0.948125
LILRA4	-0.257666666666667
LAMA2	2.102
PXT1	0.511
RLBP1	-3.113
CD300C	-0.95375
SLTM	0.1785
FLJ10404	-0.215875
APOBEC3D	-3.19183333333333
RENBP	-0.49
ATXN7L1	0.79675
NID1	0.54525
TUBGCP3	0.8705
ITIH5	1.22988888888889
CCDC110	-2.12
C8A	-3.8535
MGC87042	-0.436
HOXC13	-3.74025
TFDP2	-0.845
HCP5	2.629375
POLI	-0.8615
UCN	-1.35016666666667
ZNF764	0.00516666666666668
C8orf45	0.921
FHL3	-2.219
SPATA5L1	0.58625
MMRN2	1.24866666666667
NDST1	0.263
COL20A1	-0.476
ZNF248	-0.451666666666667
PELP1	-0.452166666666667
MBL2	-2.89233333333333
RNF41	-0.1495
C5orf24	0.909
THOC5	0.00812499999999999
SERINC3	0.982
RP11-151A6.2	1.2315
CDCP2	-0.09875
HIST1H2AA	-0.36
C11orf75	0.5445
FKBP7	-1.95225
DDOST	-0.686
GPNMB	-4.22766666666667
TTF2	-0.180333333333333
KCNT1	0.0721666666666667
SLC39A14	1.595
NGRN	-0.2347
GPR137B	1.33925
MECP2	0.179875
PSMA1	-0.5665
C16orf73	-5.906
TMEM60	0.223166666666667
CSN3	-0.909
NOS1	0.570333333333333
RAB7L1	1.12733333333333
YBX2	0.3625
KIAA1166	-0.250625
FUBP3	-0.232666666666667
ABCG1	0.878
ACACA	-0.04325
ARL11	0.00750000000000001
ATOH1	0.8565
ODF1	0.1788
CREB3L3	0.733
TMEM127	0.9445
DSCAML1	-0.675
PLN	0.570833333333333
LYPLA1	0.3835
PRDM9	-2.281
SASP	-1.28725
PLUNC	0.0578333333333333
INTU	-0.86675
HISPPD1	0.60075
LNPEP	0.374333333333333
YARS2	-0.487
APCDD1L	-1.87
ZCCHC4	-0.3808
FBXO22	-0.0431666666666667
TTLL13	0.16
ZNF669	0.753833333333333
PTGDR	0.91
DDX27	1.019
KIAA0409	-0.6485
GJB6	-0.0205
ASB8	0.41175
PLP2	1.17683333333333
MEPE	0.33675
OR10J5	0.036
KRT222P	-1.074
COQ7	-0.0123333333333333
C1orf101	-0.293
RERG	-3.5746
CHMP5	-0.372875
THAP11	-0.546125
ZNF43	-0.5395
ZRANB3	-0.975666666666667
KRT13	0.03275
MRPL19	-0.481
RBBP9	-0.877875
SPATA17	-0.71325
BXDC5	-0.101
PAFAH1B1	0.06125
MAGEE1	-1.691
OSTF1	0.04425
KIAA0323	0.115
TXNDC13	-0.376
CNTN4	-0.345125
LCE1B	-0.376
UNQ501	0.016
ZNF154	-0.94475
C3orf64	0.18625
SYT5	-0.0515
PON1	0.364666666666667
FLJ10357	-0.11425
ATP4A	-1.0255
GNPDA1	0.319166666666667
MGAT1	-0.034
C14orf121	0.14375
SLC35B2	-0.3975
MIER3	0.451833333333333
CHEK1	-1.851375
ZNF8	-0.507833333333333
TXNDC1	-1.16283333333333
CKB	-1.4956
RTN3	-0.1595
FZD2	-3.359
PART1	0.513
PSMB6	-0.5265
PCDHB8	-1.736
PHC3	0.253777777777778
PPP1R8	-0.0655
NOVA2	0.510666666666667
TNFRSF11B	-2.950875
GOLPH3	0.614666666666667
UBLCP1	0.3775
SUHW3	-0.2995
TTLL1	-0.365
OPN4	0.191
OR13G1	1.2745
ZPBP2	0.1055
HSD17B11	1.3525
C9orf50	-0.6905
DHDDS	-0.451
CTSW	0.285
NEFM	-3.77866666666667
MRPL28	-0.80175
SYN1	-0.1755
PIGV	0.0506666666666667
ZIM2	-1.55325
APBB1	-1.18666666666667
SND1	1.06825
C1orf123	-0.625
CHD3	-1.7535
BHLHB8	0.72
RNASE2	-0.949333333333333
BCAP31	0.088125
SLC25A44	0.275833333333333
CHD6	0.5368
PIB5PA	1.845
SELS	0.75025
LOC541471	-1.37725
FAT2	-0.5305
ZNF81	0.9245
OR4C16	0.2365
FLJ10081	-0.2854
LRRC4	-0.30375
CS	-0.281
N4BP2	-1.006
IGFBP7	-0.60825
ZNF318	0.485833333333333
NDNL2	0.188375
ZNF609	0.205875
SIRT4	-1.67525
EXOSC10	-0.44075
ECE2	0.07975
OVGP1	2.64475
GTPBP3	-0.639
PACS2	-0.0755
C19orf36	-1.86383333333333
ARL4C	-1.92225
ATG4B	-0.26925
UBQLNL	-1.68925
RHOXF2B	-4.038
PLEKHG2	-0.7235
GALR1	-0.5065
AQP4	0.699166666666667
HDAC7A	-1.3105
DCUN1D3	0.673
OR8A1	-0.1835
CCRN4L	0.137375
CBR4	-0.824333333333333
KIFC1	-0.300333333333333
SLC7A14	-1.39866666666667
LHX5	-0.174
TRPC7	-0.056
LPXN	-1.74975
SERPINA1	0.050875
RPS13	-0.3674
BPIL3	0.113
PRKAA1	-0.3545
FADS2	-0.7674
ENAH	-0.646875
PRO1768	-0.1525
APBA2BP	0.39925
LIPH	3.62966666666667
C3orf33	-0.42
RCC2	-0.861785714285714
ALDH1A2	-3.6618
RNF103	1.5765
AHCY	1.166125
ALG12	-0.1705
CCL17	0.4515
ZNF543	-2.019
ESRRG	-0.7799
CNGA1	2.88775
RDH5	-1.1195
OTX1	-0.4613
PTGFR	-2.19766666666667
CDR2	0.824625
SELE	3.308
NLGN2	-2.133
EXOSC9	-1.153
ZNF566	0.178833333333333
KLRC2	-4.5285
GPR12	1.36
KIAA0196	0.20375
PDRG1	0.15375
SSR3	-0.449285714285714
MSI1	-0.1565
CST9	-0.7675
CC2D1A	0.50925
PLAGL1	-0.435555555555556
ZNF778	-0.0505
RNF2	-0.415125
KLF6	1.7735
THBD	-0.132166666666667
tcag7.1314	1.87625
NR5A1	-0.146666666666667
ABCD2	-0.164
DNAJC7	0.786
CLEC4C	0.134
TM2D3	0.48875
CCDC4	-1.457
PLAC2	-4.1975
DCD	0.17
FAAH	2.033125
POLA1	0.334
TM7SF2	-0.917125
FLJ39822	-0.0986666666666667
FLOT2	0.697375
MAP4K1	-1.56216666666667
SRP68	-0.2805
C21orf74	-0.9535
ARPC5	1.06525
LOC126075	0.76225
HECW2	-0.4455
ZDHHC4	-0.05225
ANKRD42	1.1566
PDE9A	-0.213333333333333
ABCA8	-1.38175
NDUFS2	0.06175
UBR5	-0.337875
BTBD16	1.00425
LOC554174	0.0495
ZNF20	0.612
KIAA1843	-0.2715
WDR17	-0.672714285714286
C15orf33	-0.681
RNF113A	0.20625
CAMKK1	0.8315
CLCN2	1.58225
ANXA6	0.577
LOC340069	-0.0345
EMID1	-0.056125
DPM3	-0.0326666666666667
ELA1	0.3665
SLC25A13	1.0771
KRT24	-0.12725
SMPD1	-0.987166666666667
TH	0.62875
COL6A2	-2.54064285714286
ANKS1B	-0.472333333333333
GPR126	-3.9159
ZC3H12A	2.8365
TMEM47	-1.39766666666667
C2orf51	-0.196333333333333
C1orf88	1.5145
HSF2BP	-1.3065
AKAP10	0.05675
RPAP3	-0.36
KLHDC8B	-2.369625
STOM	-1.4601
MUPCDH	3.58775
C10orf72	-0.712
PLEKHA3	0.441583333333333
TCP11L1	-1.21025
CWF19L1	0.135
SPEF1	-0.289615384615385
YSK4	0.03375
ELN	0.7727
SAMD8	-0.653833333333333
MPI	-1.4015
MEPCE	-0.0483
ABCC3	2.510375
NANOGP1	-4.219
KCNK17	2.728625
HLA-DMB	1.61216666666667
RRAGA	-0.13825
ANGEL1	0.32125
RBM32B	-0.0575
CPN1	-2.868
MGC52282	1.14
HLA-A	1.29858333333333
OR9G4	0.643
EDNRB	-1.758375
SCD	-0.365071428571428
C14orf80	-1.30566666666667
BAGE2	0.8185
RABL4	0.303666666666667
RCVRN	-0.395
SHANK1	0.652
NLRP7	-4.187
CD226	0.33375
STAT3	0.995125
SYNJ2	0.8651
TPCN2	-0.606666666666667
WDR36	0.0738333333333333
MBD4	-1.19775
ROBO1	-0.2602
ST3GAL6	-5.41675
SLAMF8	1.97733333333333
ATN1	-0.282833333333333
GPR141	0.053
KRT36	0.1035
TPH1	0.267
DDX52	1.1885
ZSCAN29	0.398833333333333
TRPT1	-0.4685
DPEP3	0.897
DENND4A	0.2835
TSPAN16	0.111
PTCHD2	-0.915
LOC145814	-0.561
CAP1	0.517333333333333
EIF5A2	0.9363
NT5DC3	-0.043625
SEPT9	-0.480875
SEZ6L2	0.198125
EGFLAM	1.6595
VPS11	-0.486
NDUFB5	-0.202
CIDEA	0.5312
IER5L	-0.42475
N6AMT1	-0.42325
FAM83C	-0.28425
OXR1	0.723916666666667
IRX1	-0.684
DGKB	-0.497166666666667
GCN5L2	0.2165
MIR16	0.405375
FBXW9	-0.52425
WDR4	0.0806666666666667
PDC	0.835
VPS33B	0.07975
HEXB	0.823
FLJ32214	0.642
TCEB3	-1.525
CRLF1	-5.34575
ABI3BP	-0.883666666666667
C8orf22	-4.558
PYCR1	-1.123875
KIAA1706	2.626
CDK5R2	0.6715
WAS	-0.5985
C12orf60	-1.63675
CCBL2	-0.22425
MADD	-0.7125
C5orf34	-0.623
WDR42A	0.7299
KLF12	-2.863875
HSPA1A	0.78175
ITM2C	-0.1755
DAPK2	3.09383333333333
LOC442590	0.127
SUMF2	0.3275
CENPA	-1.012
TMED5	-0.292375
CDH6	-1.3805
BRP44	1.464375
THG1L	0.4965
GABRA2	-1.857
C14orf166	-0.6225
MYL1	-1.5775
TNFSF18	-0.2665
PAP2D	-1.16716666666667
PPIB	-0.04975
KLHL4	-0.8525
SFN	1.41266666666667
CCDC127	-0.24625
FRAP1	-0.49925
GOLGA5	0.02475
SDCCAG1	-0.14675
MGC21675	-0.134166666666667
C10orf95	0.045
KIAA1345	-2.7675
C1orf163	-0.771
LACE1	0.174
OR10K2	-0.0555
CENPN	-1.09708
TMED2	0.0515
UGT1A6	4.2275
ANG	0.50575
U2AF1	-0.915833333333333
CASC2	0.432
NMT2	0.753333333333333
OSGEPL1	-0.749125
DFNB31	-1.9325
SLC6A20	1.566375
DKC1	0.5555
FXYD4	-0.18425
WDR64	-0.09175
MGC5590	0.4345
CREBZF	-0.0628333333333333
DAZ1	3.69875
PRPSAP1	-0.858
GCHFR	-0.1875
TTC7A	0.25275
LOC196993	0.037
UBD	1.37766666666667
S100A1	-1.45325
RPL6	0.353
DNAJB6	0.75355
NAGS	1.1891
C2orf58	0.227
KERA	0.362333333333333
MT1X	-1.8649
UBE2B	0.8576
KEAP1	-0.00975
MST1	-2.801
OMA1	0.0265
ABLIM2	3.6985
BCL2L13	0.00916666666666665
JAZF1	-1.36166666666667
TMEM63B	0.975
S100A8	-0.8206
ARFIP2	-0.3805
UROS	-0.29625
KHDRBS2	-0.9605
POLQ	-1.529375
SOAT1	-2.3415
SPAG4	-2.77275
MRPS30	-0.5715
LOC494141	-0.147
OR2T11	0.194
ORAOV1	-0.8838
ZNF184	-0.197833333333333
TCEB3B	0.03
ADAM21	-0.8515
GDPD1	-0.425
SPINLW1	0.3275
PRR14	0.523166666666667
KCTD9	-0.3403
NUDT3	0.15425
KIAA1822	-0.379
HIST1H4K	0.5995
DFNA5	-4.823
GABPA	-0.13075
C14orf44	-1.014
POLB	-0.2915
PTAR1	-0.386
SEC31A	-0.1446
TRIM58	-2.35
TAS2R14	-0.3965
VPS8	0.281875
H1F0	1.508
PRKCB1	-4.43233333333333
UGT2A1	0.3045
TOR1B	-0.06275
LSS	-0.725
C2orf19	0.478
HNRNPC	-0.313928571428571
TMEM100	-4.15716666666667
LOC116349	-1.58025
OR51M1	0.496
CCDC142	-0.74775
ISG15	-0.3774375
ZCCHC14	0.66725
CREBL2	0.3725
TGDS	0.225
DC2	-0.82725
CACNA2D3	-2.86021428571429
ZNF429	0.05475
LYPD6	0.284333333333333
SUCLG1	0.706833333333333
OR51I1	-1.422
MAGEH1	-0.67625
PRPF40A	0.156
SMR3A	0.3355
SPINK2	-3.81525
THAP2	-0.333625
NPY5R	-1.00414285714286
IRF4	-2.846875
SPESP1	-2.65433333333333
OR10S1	0.4205
DTD1	-1.158
TUBE1	-0.30625
DDX19A	-0.224
PDPN	-2.28825
TMEM34	0.632833333333333
MGAM	0.01825
COL3A1	3.961
GFM2	-0.2749
OR5A2	-0.774
PSG9	-0.924
ARHGEF11	0.191833333333333
IVNS1ABP	0.79875
SIGIRR	-0.22975
DUSP19	-0.83175
DNAJC14	0.1272
ACSS1	1.21725
IL1RAPL2	0.196
C4orf30	0.51475
SEPT4	-0.58175
LANCL3	-0.77925
SPAG17	0.0198333333333333
PRDX3	-0.0455
HNF1A	0.968125
P4HA2	-0.081125
RFWD3	-0.476833333333333
MOV10	-0.679
DNAJA5	1.0615
LOC729440	0.45225
LOC200383	1.136375
SMC2	-1.91025
MIXL1	-1.647
TMEM9	0.165
FAM86A	0.685
ZNF174	0.4758
MYH14	0.951
CCR8	-0.69375
VPS37C	-0.419333333333333
GPATCH1	0.903
B3GNT8	3.605
TBX4	-0.35025
CNR2	0.963
PCDH1	2.3175
C5orf29	0.198
OCIAD2	2.0965
PLCG2	-2.16175
KIAA0247	0.6995
HRH3	0.786222222222222
CAPN13	1.667875
CCR1	-2.3072
MGC15523	-0.315388888888889
UVRAG	-0.343333333333333
DNAJA2	-0.3975
ITGA2B	-1.3685
CLDN5	2.195375
PTPRN2	3.28564285714286
ZNF512	-0.820166666666667
PSAP	-0.249214285714286
CCDC140	null
LRRC55	0.2
CYP26C1	0.079
C8orf47	0.701
LYN	1.112125
DUSP6	1.32666666666667
TGFB3	-1.28933333333333
ELK1	0.1816
PCDH11Y	-0.027
HGD	-0.78925
C17orf58	-1.13275
MYO3A	1.4275
SERPINE2	-2.239
AARSD1	0.15575
C14orf73	-1.24
ADAM33	-0.721
ZNF491	-0.448
MAPK6	0.00750000000000003
TCN1	5.65783333333333
SLC24A6	0.227
UBE2R2	0.1625
H1FNT	0.54125
TATDN2	-0.353166666666667
LILRB1	-0.159
P2RY5	1.353
NUCB2	-1.75425
C2orf37	0.01325
SNX27	0.0491666666666666
MTA3	-0.6135
FOXO4	0.604875
ID4	-1.67633333333333
SOX5	-3.3045
PXMP3	0.092125
OR52M1	0.812
SFT2D3	0.4495
INA	-4.30933333333333
MCOLN1	-0.55725
NFIX	0.9245
CLEC14A	3.516
HIBCH	0.650833333333333
PLA2G5	-0.55125
TIMM10	-1.09616666666667
MED17	0.2295
