Hybridization REF	TCGA-AV-A03E-20A-01R-A00A-07
MEGF8	-0.762375
ALPPL2	-0.694
OBFC2B	0.473333333333333
ZFYVE20	0.362875
GALC	0.235166666666667
CTRB2	-0.5495
C20orf71	-0.000666666666666649
TBKBP1	-0.3215
CAMLG	1.2985
TREML4	1.044
RSAD1	-0.64025
TUBA3D	0.0489
KIAA1833	-0.03575
PNPLA1	0.663
LRRC34	0.943166666666667
CDH26	-1.857
ZNF167	0.365666666666667
ZBTB26	0.0735
VWF	0.830777777777778
VTN	-0.945333333333333
BAD	0.81425
PDS5B	-0.427083333333333
ZNF644	-1.049
SH3GLB2	-1.46
SMPDL3A	0.6796
NRG2	1.805125
IL15	3.04133333333333
GABARAPL1	0.0475
LAT2	0.6816
SLCO1A2	-1.26033333333333
LIG4	1.87083333333333
GSDMDC1	-1.256375
BMP4	-4.42271428571429
METT10D	0.372875
SYCE1	-0.264
SPANXD	-5.5575
SLC12A9	-1.27366666666667
MC1R	-0.878
RNF168	1.11425
TRIM69	-0.32075
GALNT7	0.549166666666667
ISG20L2	-0.8585
KIAA2026	-0.3645
TNFAIP8L1	-0.5135
DPY19L2	0.10725
C12orf63	-0.474
PRDX5	0.629375
MED6	0.09625
TXNDC5	-0.867
CD46	0.03
CCK	-2.68325
C17orf48	1.6485
ANUBL1	1.441
SIT1	-3.04466666666667
TYSND1	-0.272666666666667
DEF6	-4.98583333333333
GLT8D4	1.2605
UTP14A	-1.1335
RPH3AL	-0.681
NXF1	-0.521166666666667
TRERF1	-0.3825
TUBB3	0.1005625
SLC24A2	0.6085
SEC22B	1.92958333333333
ZNF653	0.848
GGTL3	0.0521666666666667
CDKL2	2.14325
CTF8	-0.161666666666667
EPC1	0.321333333333333
CYP4A11	-0.2975
THRSP	-0.838166666666667
LELP1	-0.0806666666666667
TES	-0.733375
C17orf87	-0.479
FERD3L	-0.7185
SH3TC1	-3.919
RAB36	1.061
CRYGB	0.389
GRIA3	2.1414
BHLHB9	1.2295
C1QTNF9	-0.38075
GOPC	1.276625
PNPLA8	0.806333333333333
ZNF444	-0.42725
FMO1	1.2545
POLR3C	-0.28475
SLC35F3	-2.544
SGCG	0.437
DCDC2	-5.35166666666667
NANP	-0.57925
MGC23270	-0.767
BEX4	0.0971666666666667
HYDIN	0.2923
RPS6KB2	-0.256
ADRM1	-0.194
BAT3	-1.69825
RAB31	2.027
SCGB2A1	-0.1865
SLC6A14	-4.38057142857143
DDX4	-0.04175
PRRC1	0.3425
AP3B2	1.34183333333333
TRGV7	0.433333333333333
TMEM184B	1.4275
ADPRHL1	-1.34783333333333
C21orf45	0.123125
ARNTL	1.257375
AADAT	0.294375
CCL2	2.19566666666667
SNTB2	0.573166666666667
RGS9BP	0.908
KPNA1	1.0415
TMEM41B	0.736166666666667
S100A11	1.55525
DOT1L	-0.8075
EFHC2	-0.47975
CLTC	0.168166666666667
SRP9	0.0255
ZNF521	0.3665
FAM26F	-3.916
GPR88	0.526833333333333
COL13A1	1.21066666666667
CHMP4B	1.3167
SIGLEC6	0.113333333333333
NFAM1	-0.143375
PVRL2	-0.7128
ALKBH4	-0.633
CCDC93	0.393125
NXT1	-0.7155
KCNK4	-0.5795
TROAP	-1.06516666666667
KCNA10	0.21125
CCDC114	0.116833333333333
RAN	-0.05775
LMTK2	-0.2635
LOC400657	0.5705
UFC1	0.112
UBE1DC1	0.28
EEF1A1	-0.794555555555556
CHAC1	0.079
HMGA2	2.0843
B3GALTL	-0.78275
ING2	0.891
C1orf109	0.32175
INTS3	0.173125
ZNF558	-0.4555
TRPM4	-0.0906666666666667
LTB4R	-1.8495
ISYNA1	-2.85875
LSM7	-0.4665
LRRC47	-1.403875
ZNF179	3.96933333333333
EXDL1	0.397
SLC4A10	0.000750000000000015
ACSS2	0.502
COPS7B	-0.8875
KIAA0040	-0.464
C1orf95	-0.2455
AP1GBP1	-0.46475
OR9A2	0.081
FAM71C	0.149
RIN1	0.400666666666667
ITGA4	-1.845875
DNAJC6	0.968
CLOCK	1.695
SLC35A4	-0.463666666666667
DSG4	0.3955
LOC26010	0.2975
NSUN2	-1.22175
TMEM86B	-0.3188
C14orf135	0.772
KIFC3	-0.956333333333333
PHF5A	0.8265
NCAPH	-0.41375
STK11IP	-0.91425
FLJ42953	-0.926
CCDC19	2.44733333333333
ZNF329	-0.813625
TAX1BP1	-0.21
ZDHHC18	-0.249
C10orf88	1.577
TMBIM4	0.7453
NMUR1	-0.338
KIR2DS4	-0.197875
C9orf90	-0.54075
MGC87631	-1.14
KDR	1.4391
ST3GAL2	-0.0635
RLN2	-2.23416666666667
HPD	-4.28925
MOXD1	2.31583333333333
PDGFRL	-3.5605
SMYD4	-0.4745
FAM103A1	0.102833333333333
MFAP4	0.121833333333333
LOC285141	2.38525
TMEM45B	-5.47757142857143
SMCR7L	-0.0557857142857143
GZMH	0.2155
CBLN1	-2.05983333333333
CNNM1	-0.64125
PHF17	-0.30375
NUP98	-0.587
RMI1	-0.0665
PTPRS	0.254875
ANKRD57	-0.03975
CLDN15	-1.4265
OR51A2	0.056
GUCA2B	1.581
DOCK9	0.542
ITGB1BP1	1.2195
DLG2	-0.353
BRAP	0.227
SESN3	0.263
ZC3H7B	2.3385
FAM101A	-2.3725
FKSG24	0.134
ZYG11B	0.749375
RFC2	-0.13
SH2D3A	-3.68016666666667
DVL3	-0.193916666666667
ADFP	-5.48433333333333
KRIT1	0.098625
SERTAD3	0.453666666666667
LEFTY2	-4.641
KRT27	0.033
SCFD2	0.01225
MN1	-1.647
RORA	2.423
PTPRD	0.962
PIAS2	0.0541666666666667
CYP4X1	-1.55716666666667
FBXL15	0.13375
MYH15	1.29866666666667
CRX	-0.1495
TBC1D13	-0.25175
SLC22A17	-0.2215
PLK2	-0.6535
ARHGAP9	-2.64125
EIF1B	1.0765
C20orf185	0.4215
DEFA7P	-0.2065
PRIM1	-1.21
CRYAA	-1.72366666666667
BACE1	-0.174
AGTRL1	-0.317666666666667
ACAD9	-0.174875
GRASP	-1.7485
RBP4	-6.016
TFB2M	-0.29625
METTL9	1.0864
ATP5O	0.2785
SP100	-0.1576
CPSF1	-1.80666666666667
S100A4	-4.35725
LIME1	-2.41875
GPR137C	0.86425
OR2A2	0.482
C2orf29	-0.187
NUP188	-1.5585
SDPR	-2.916
RAI1	-0.892625
RPS20	0.6066
LAMB1	-0.326
ADM2	-0.241
ZNF229	-2.003
DKFZp434K1815	-0.68
EPN3	-2.61333333333333
CLIC3	-1.94925
MEIG1	2.43275
HMGB4	-0.41075
STARD10	-2.5475
KLF8	-0.313
EPB41L2	0.092
JMJD6	0.556875
CTSL1	1.25016666666667
GPR27	-0.8
ELAVL4	0.52875
MMP21	-0.5125
PPM1B	-0.212625
SUV39H1	-1.4205
AAMP	-0.474
TUSC4	0.121666666666667
MBD6	-0.09425
KLK13	-0.79425
FMNL3	1.238
TRIM13	-0.881416666666667
C15orf5	-1.78775
IQCF1	-0.156125
CACNG8	0.685
SLC35D3	0.0958333333333333
ZDHHC9	1.086
ODF3L1	1.513
C9orf86	-1.1992
TSEN2	-0.494
C17orf64	0.16525
SEPX1	-1.57
TSPO	1.011
SYMPK	-1.585
ADORA1	0.05925
TSPAN10	-0.139875
SEMA6C	-1.62483333333333
RTTN	0.7138
IL2	0.487333333333333
ARRDC3	0.240916666666667
TBPL1	0.952833333333333
STX12	1.1485
MRPL39	0.47475
OR8H3	0.2285
IFIT5	2.002
CASC5	-0.746625
FAM46A	0.315333333333333
HPCAL1	0.948625
CYLC1	0.1675
VGLL2	1.563875
C20orf191	-0.2195
CDH1	-7.282
ITPA	-2.23875
CCDC101	-0.2905
D15Wsu75e	1.1725
EDA	-1.78125
CREG1	0.2095
OR7G2	0.7565
SAP18	0.283333333333333
IFIT1	-0.31225
CALML3	-2.40566666666667
FLJ37440	0.0365
FNDC5	-1.4835
SERPINB6	0.0619285714285714
JUNB	0.0696
SYS1	1.218
SCN2A	0.492
ZKSCAN5	0.1684
WNT7A	-0.218833333333333
TSHZ3	4.046
RNF148	1.24025
H6PD	0.644
CAD	-1.66483333333333
ZNF449	0.35
DOCK10	1.48
FAIM2	2.82833333333333
HEXDC	-1.9515
PRB1	0.74425
C14orf148	0.497
ETHE1	1.48
IRF5	-0.5693
GNMT	-1.002
MGC16291	0.935875
RPAIN	-0.134214285714286
CAGE1	0.566
CNTNAP3	-3.7525
ACTR1B	-0.09375
EEF1E1	-1.18625
MSX1	0.4025
ESF1	-0.8319
HSPC171	0.8265
MRPL2	-0.701666666666667
RDH12	0.0958333333333333
CELP	-0.1225
METRNL	0.37625
C10orf116	-2.55233333333333
C19orf48	-2.22625
ZNF346	-0.26
NCR1	2.4045
C10orf64	-0.653
CD52	-5.14675
VPS18	0.263875
AP4S1	-0.347666666666667
NPBWR1	0.2985
TPK1	1.917
UBA52	0.0930555555555556
RIPK1	-0.226
CPNE3	1.005
HSPC159	-4.80925
C8orf38	0.14525
LRRC4B	-0.2225
PARP10	0.0374
ANKRD50	0.1895
CXCL9	0.45275
FGF18	1.58418181818182
EIF2A	-0.033125
SLC20A2	-0.306666666666667
KIAA1549	-0.102666666666667
SPINT1	-1.4066
ZNF584	0.5905
CRBN	0.453166666666667
ABCF3	0.0533333333333333
NCBP1	0.0525
PLA2G4F	-0.199666666666667
PCDH10	0.4445
TTC21A	0.0605
C20orf144	-0.4195
FGFR1OP2	0.0595
SLC9A1	0.1664
CHRND	-0.1585
FOXF1	-3.06175
KIAA1467	0.86
TPO	-0.8515
LTF	-1.2725
DNAJB9	1.135
MRPS27	-0.06025
bA16L21.2.1	0.99575
WBP2	1.722
MRGPRX3	-0.748666666666666
PRPF18	0.922
C10orf58	1.33075
SMOC1	1.9788
ADAT3	-0.761833333333333
TMEM138	0.6475
TMEM131	0.768375
TIMM8B	-1.25575
MYH7	-0.2035
ST6GAL2	-0.859571428571429
KIF1C	0.942
SUHW2	-0.152
PAPSS1	0.946
CABP2	-0.345
HOXA4	1.053
ELF2	-0.53225
SEMA3D	-0.3114
MC5R	0.1005
OGFR	-0.29
FLJ30092	-0.102833333333333
TGFA	3.1126
MMP17	-0.32625
KIF15	-0.635
CHIA	0.11775
CATSPER3	-0.17775
CEACAM7	0.03375
PADI2	0.016125
HOXA9	-2.342
LNX2	-0.9515
TMEM144	1.18
HIF1AN	0.36125
METTL7A	-2.0289
C6orf165	1.55416666666667
KIAA1468	0.4045
DSG3	-0.8655
ZNF180	-0.0248333333333333
EIF4E3	-0.519875
SLC46A1	-0.999875
DKK1	-3.314
ZNF205	-0.481833333333333
LOC162073	0.0582777777777778
COX7A1	-0.122
MAGEA1	-3.306
NEDD8	-0.292333333333333
KLHDC5	0.356833333333333
C3orf19	0.0278333333333333
MRPS2	-0.8215
POLR3H	0.0712142857142857
ABHD11	-0.3017
TMEM17	2.595
PAIP2B	-1.5739
MAT1A	-4.999
LGI3	-0.33325
THUMPD2	0.15325
TKTL2	0.175666666666667
XAGE3	-1.06133333333333
CALM3	-0.204833333333333
C6orf136	-0.624166666666667
KCNC4	0.880333333333333
RGS9	-0.67
ACIN1	-1.64116666666667
SPATS1	0.171
XKR8	0.965
FAM84A	1.54958333333333
MS4A7	0.402454545454545
AGXT2L2	-1.36375
OR1F1	0.0435
SMAP1L	0.306416666666667
IPO11	-0.09625
ZC3H11A	-0.283625
C1orf151	0.38075
RNASEH2A	0.112
CCR10	-0.8
TXNDC11	-0.553416666666667
TMEM112	-0.577375
MAP1B	2.65292857142857
NVL	-0.98225
PKM2	0.5841
ARC	1.83925
NUP54	0.426
PPFIBP2	-0.972666666666667
STAT2	0.609875
PTAFR	-1.91216666666667
ROBO2	-0.042125
RNF40	-1.11683333333333
CCDC135	-0.3175
IFT81	0.6595
MORF4	0.431
TM7SF3	0.256125
OR10H3	1.212
ABP1	-0.688875
CHRD	-1.459
PLEKHA8	-0.341166666666667
NCALD	-1.87383333333333
OR5AK2	0.805
ACCN1	0.5996
SLITRK1	-0.430333333333333
ARMET	1.222
C9orf52	0.94775
REEP4	-0.77875
MTSS1	2.7975
ADH1B	0.411666666666667
DLD	-0.12175
CDK5	0.98775
PPFIA1	0.2033125
WFDC3	2.92475
DNAJB12	0.308285714285714
RANGRF	0.6745
MLANA	-5.2805
AMY2B	-0.35175
KIAA0319	0.58225
RPS7	-0.313
JAK3	-0.2476
ARFGEF1	0.14825
CXCL5	2.24583333333333
TRAPPC4	-0.6085
CETN2	1.5175
HSPC111	-0.95925
RHOBTB3	-1.0921
PHLPP	-0.305
RGS10	-1.43175
TMEM58	1.3595
CHERP	-0.73325
HSP90AB3P	-0.502666666666667
FSTL3	-2.276
PEX11A	0.54025
OR5V1	0.5125
FCN3	0.07
PTPN3	0.9735
NPTX1	-6.43285714285714
C21orf84	1.14125
C11orf51	-1.037375
ZBED2	-0.77275
FLJ90757	0.251
NPY2R	1.032
PLD3	-0.2085
SYT17	-3.28466666666667
SGSM2	-1.6315
OR1A2	0.647
FOXP1	0.161375
SLC5A1	0.433
POFUT1	0.9275
EPHB6	-4.01516666666667
MYO1G	-3.585875
STAC	3.0848
KLHL17	-0.727833333333333
RGMA	-2.7577
TJP2	-0.6387
FAM114A1	1.98366666666667
SERINC1	0.911666666666667
SLC9A8	0.641375
PEX19	0.584875
EDN2	-0.9625
PSMD7	-0.0615555555555556
C3orf41	0.27275
UQCR	0.698
PPP1R3C	2.414
LRP4	-0.362833333333333
TM2D1	1.645
TTC17	-0.2653125
C4BPB	-5.55225
CCL25	0.13025
ZNF253	-1.69866666666667
CHRNA9	2.10875
SOX11	-2.81042857142857
HIVEP3	2.5035
CGN	-2.399
C3orf35	-0.1265
PKD2L1	0.9945
SYVN1	-0.399
PDE8B	-4.112125
LOC439951	-0.15425
LTC4S	-0.342666666666667
MIF4GD	-0.894333333333333
SMARCA2	0.842875
TUBGCP6	-0.944166666666667
CABLES1	-2.797375
C16orf77	0.175666666666667
ZNF791	0.61525
FUT5	-1.7015
ADH6	-1.81616666666667
P4HB	0.67625
CLDND2	1.38675
ALKBH8	-0.07425
PLAC4	-0.93775
F11R	-0.547214285714286
MGC35295	0.5065
PDZD4	-0.291666666666667
LOC389073	0.32575
FAM80B	-0.339833333333333
PSMB1	0.59075
TXN	0.5735
VIPR1	-0.3277
WBSCR18	-0.163
EXOSC6	-1.7845
ACTA2	2.85466666666667
SP5	-2.33633333333333
ANKRD1	-1.56025
DDR1	-1.1125
ATP6V1D	0.844
PTGS1	-1.65375
RNF157	-1.14175
DCC	0.304
SPAG7	0.73775
FBXO18	-0.423
UBE3C	1.1255
HOXC6	0.30725
LRP2BP	0.638
MYST2	-0.29775
PDSS2	1.27875
ATE1	0.28675
ARAF	-0.5865
KLF10	1.354
PLA2G2E	0.39775
ASCL1	-0.628333333333333
TSNAXIP1	0.01675
FAM131B	0.15225
IFNA10	0.742
NUP43	0.168125
FAM44B	0.32075
L1TD1	-6.88666666666667
NMD3	-0.117
C18orf54	1.0547
PHOSPHO1	0.961
RAG2	-1.525
EMILIN3	-0.3065
METTL3	-0.901
VPS13C	0.926
REXO2	-0.12275
ANXA4	0.40175
CA1	-0.6325
DCP1B	0.7455
TULP3	-0.2315
ATP2A2	0.281928571428571
ATIC	-0.837
ADAM15	-1.39733333333333
NPL	-0.566333333333333
LGR4	0.360625
UEVLD	1.30066666666667
GAB1	0.85575
SNAI2	2.834
ZGPAT	-0.6071
SNF1LK	-0.634875
DLEU1	-0.1225
UBE2Q1	-0.251625
ZMYM6	0.6765625
JPH3	-2.4424
FAM38A	-1.01683333333333
PXK	1.588
DENND2D	-3.91025
BAX	-0.449083333333333
CP	-4.94690909090909
RPL37	-0.552
G6PC3	0.60125
NCOA4	0.122833333333333
LRRC14	-0.027
GORASP1	-0.3495
FCHO2	0.221125
CYP24A1	-2.4454
FXYD3	-4.77475
SMARCAL1	1.317
ABCB8	-0.393
CCDC44	0.00200000000000002
PRDM7	-3.53675
USH1C	-1.421
DNAH5	0.4692
SRF	-0.826
MAL2	-8.70166666666667
PGPEP1	0.171833333333333
SIN3B	-0.38125
SEMA3C	0.647
GRAMD3	-0.228
FBXO10	-0.57125
OR5D13	-0.16
FLJ31818	1.3705
CACNA1I	-0.239375
S100A13	0.1865
TP63	0.428928571428571
ANXA11	-0.7295
WDR66	1.47125
CSF2RB	-0.2215
IFI44	1.40675
DACT1	0.924
ANKRD23	-1.923625
ATP5G1	0.355333333333333
C21orf70	-1.69016666666667
PPWD1	-0.39425
DNAJC13	0.84325
PAH	-5.1794
PTCH2	-0.0725
TRMU	-0.45275
CCDC9	-0.4055
USP3	0.4428
DCLRE1C	0.4976
FAM55C	1.67975
FRMD4B	-1.853
CYP2R1	0.46125
RFPL1	-0.4833
XPO5	-2.26575
ARL6IP2	1.444
OSBPL5	0.26425
MMP9	0.738363636363636
KIAA0802	0.082
DHRS2	-5.7265
SGEF	0.49575
TXNDC10	1.1342
EXOC6	-1.98225
RPS27	0.229
PNCK	-0.4295
FSTL1	0.41175
AACS	-0.3905
SLMAP	0.811
SAMD4A	0.7292
ABRA	0.54425
SMARCD3	0.533
PKNOX2	-2.5615
A4GNT	0.5665
C9orf39	-0.233333333333333
RALYL	0.3675
MGC33556	-4.03
C10orf25	0.0375
BBOX1	-0.3005
NHEDC1	0.87625
XDH	-0.2715
GCSH	-0.843
EDN1	-2.95
MTERF	-0.21925
CLK4	0.75275
ZNF799	-0.629833333333333
KCNG1	0.419375
CXCR4	-6.92516666666667
PTPRR	2.09075
IRAK1	-0.293
LOC401397	1.034
TMSB10	1.98785714285714
CXCL3	3.5127
TMC4	-3.1545
OR7A10	0.752
STYK1	2.429
CHRNA10	-0.44225
CCNI	0.757
EP300	0.424357142857143
LOC165186	0.616
HIC2	-3.03925
SDR-O	-0.099
OR2W1	1.3005
KCNA6	0.3915
TRIM74	-2.28525
REEP6	-1.006
ATP5G2	0.1535
ERG	-0.639375
TMEM42	1.99275
PARN	-0.0845
SOD2	2.440625
DIRAS1	0.605166666666667
PNPT1	-0.99375
JOSD3	-0.836
hCG_40738	-0.1645
PDE1C	-0.9395
SEMA4D	-1.75575
AGPAT1	-0.2155
NOSTRIN	-2.831875
MAP3K3	-0.892166666666667
MAX	0.775785714285714
CAPS	1.023
SERPINA12	0.3495
OSBPL8	-0.14425
RICS	-0.6411
NR4A2	-0.3
PPCS	-1.289
LONP1	-0.881
SCYL3	0.4235
HERC2P2	-2.1315
FIBCD1	-0.1035
C15orf41	1.16375
DMC1	-0.00133333333333334
C20orf27	-0.89625
RPS6KA5	-0.0386
FAHD1	-0.751833333333333
SLC12A4	0.4575
BRCA1	-0.294666666666667
GBL	-1.52925
SLK	-0.12
NUDT9P1	0.0985
NOXO1	-1.5475
USP52	-0.81575
BAZ1B	0.0335
SLCO2B1	0.7735
BBS12	2.46616666666667
LRGUK	-0.414333333333333
TERF2IP	0.5715
COL1A1	0.6755
KIAA0090	1.110875
GRK5	0.685166666666667
AP1S2	0.6726
TMEM52	-1.42983333333333
CA11	-0.64025
OR4A15	0.498833333333333
ACBD3	1.2288
SPAG11B	0.0942857142857143
PRDM2	0.4402
FOXP3	-0.5405
SMYD3	0.135
LOC389199	-0.046
LGI2	1.701
NAPE-PLD	0.2209
ANKRD6	-0.804
WDR45	0.753
SHROOM1	-0.175
PSCD3	0.0675
PYY	0.3155
KCNC1	-1.739
ARHGEF9	0.5276
OR8J1	0.2215
GPR55	0.499166666666667
NS3BP	-2.241
C10orf22	1.28933333333333
NAT8L	-5.90575
DUSP4	0.0466666666666667
FOXM1	-0.939
GRAMD2	-0.846
ZBTB48	-0.628
BUD31	0.2015
PABPC5	0.309
CCDC41	-1.1355
FBXO11	0.48175
C6orf148	-0.12225
RFXAP	0.52275
C6orf15	-0.147333333333333
CDK8	0.0223333333333333
C6orf70	-0.00950000000000001
TESSP2	1.7205
ALG2	1.386
PPP1R3D	-0.904
TPM3	0.215444444444444
SYT13	-1.2055
EPB42	-0.587166666666667
CETN3	0.36575
PRY	0.623
NTHL1	-1.50933333333333
POLR2B	0.215
RPS28	0.403333333333333
P2RX3	0.10575
LYZL4	0.34575
WBP4	0.9039
PMM1	1.067
C11orf79	0.03675
CBLL1	0.81275
IL1F10	1.78083333333333
VAX2	0.841
SETDB1	-1.29233333333333
LRAP	1.36716666666667
GCLM	1.3615
CPEB3	-0.315
PPM1A	0.3396875
INTS1	-0.93475
CAMTA1	-0.188090909090909
SAMSN1	-4.014
LOC158830	-3.61116666666667
GMPPA	1.1625
AIPL1	0.073
IL24	2.47066666666667
BDKRB1	5.03866666666667
MLF1	1.7226
TAF12	0.47375
ID1	0.185625
THADA	0.54825
PIK3CB	-0.049
OR4N5	0.51
TBC1D17	0.305166666666667
COX8A	0.1075
CDCA4	0.61775
C2orf44	-0.40625
ZNF534	0.59375
IMMP1L	0.62275
NIPSNAP3B	0.55975
FTMT	0.820625
PWP2	-1.23666666666667
MMP15	-3.1737
DNAH11	-0.458
MTMR14	-0.093125
DNAL4	-0.1805
IPP	0.28525
TMEM59	0.16875
C1orf157	0.193
RGS4	1.40266666666667
DDX18	-0.0188333333333333
SNX6	0.318
ZNHIT2	-0.144333333333333
NCDN	-0.521
FLJ33534	-0.21075
RAG1	-1.954375
OR4D10	-0.091
PTPN5	-0.2475
POMT1	-0.774375
LRRC8A	0.4057
CYP1A1	-1.09825
CAPN1	-0.9425
DDHD2	1.069875
GRIK2	-0.24575
GNRHR	-0.3685
PPBP	1.88975
HTR3A	-0.719125
SLITRK4	-4.093
ANKRD49	-1.15525
BTF3	0.0384
SARS	0.219
C13orf18	0.486333333333333
CACNB1	0.3115
QKI	0.837227272727273
SETMAR	-0.32125
MAN2B1	-0.767666666666667
EML3	-0.23225
ACADL	-0.424166666666667
OFD1	-1.52875
DEFB114	0.327
CGA	-3.8378
PEX16	-0.550333333333333
LRRC10	-0.538
GNG12	0.769
C1orf152	0.634
CHRM1	0.1485
CD53	-4.042
DBH	-1.24725
TFAP2B	-1.581625
HIST1H2BJ	-1.3205
FAM46D	-0.641
TMEM11	0.25325
C3orf32	-4.2325
PCCB	-1.086375
IPO13	0.2
C6orf105	0.5585
COMMD5	-0.06275
SUV420H1	-0.322
LTBR	-1.731
ARHGAP15	-2.182625
HDHD2	0.2095
TDRKH	0.721833333333333
LOC401052	1.68
PSG4	1.68975
GNB4	-0.0156
SPATA4	3.892
SLC9A3	-0.274
OSBP	0.376
NBPF3	-0.892
DOCK11	-0.113
SLC39A5	-2.164
PRR5	-0.8958
C10orf63	2.340875
SMTNL2	1.193
ADRA1A	0.400666666666667
ASAH1	0.9209
DOM3Z	-0.7396
GIPR	0.0516666666666667
AHI1	0.601583333333333
NADSYN1	-0.443
RGS14	-1.9372
IL18BP	-0.7971
RTN4RL1	-2.75958333333333
ARMC6	-1.253
PSMD5	0.438166666666667
HK3	0.1021
OR4S1	0.21325
RSU1	1.8141
MAD2L1	-0.497888888888889
EIF4A3	-0.54625
DLEC1	-0.6895
E4F1	-1.9235
CHMP2B	1.3038
CAMSAP1	-0.24375
RPS21	0.259666666666667
ARID5A	-1.94775
UBE2N	-0.7939
IGSF8	0.755166666666667
MAGEB6	-0.6915
ACAD11	-0.232
MGC4172	-0.362
LMO4	0.45775
KLKB1	-0.103
HP	-0.54
HDAC3	-0.07325
SCHIP1	1.09325
CLCA1	0.139
OLFML2A	1.6065
C1orf112	-0.81575
KIF19	0.265818181818182
HAPLN4	-0.398
CXCR7	-3.17033333333333
GOT2	-0.2353
RAB38	-1.36875
DCX	-0.0035
PPM1H	-2.88308333333333
NFYC	0.167833333333333
KIN	0.595125
ZNF228	0.363
PLSCR4	0.785333333333333
HIG2	2.306
FAM79B	0.669
C21orf86	-0.3676
KCNK10	2.1535
ZNF738	-2.55
FSTL5	-0.3875
OR6A2	0.0795
OTOA	0.6285
EXOC1	1.010625
AHRR	-0.632375
PDAP1	-0.891583333333333
C19orf6	-0.517875
ZAN	-0.14375
LY6G6E	0.2895
EIF4E2	0.05975
C20orf198	-0.28825
ZNF324	-0.5195
CYP3A5	0.340166666666667
ENTPD7	1.73933333333333
MBOAT5	-0.8385
GJB5	-0.98125
TTC13	0.85925
S100Z	0.187166666666667
KIAA0664	-1.72916666666667
PDGFRB	1.98533333333333
IL17D	0.227
OR56B4	0.603
RDX	-1.11066666666667
SLC34A3	-0.3935
IL28B	-0.3415
JUND	0.31425
CHRNB1	-0.150375
CAMK2B	-1.157
FETUB	-0.57
CXorf23	0.49075
MRTO4	-0.4955
TTC3	0.6935
NDUFB8	0.4275
EDG2	0.87575
SEMA3G	-2.6
IL23A	0.85375
GRHL1	-0.3541
LOC441054	1.862
WDR65	-0.13025
PSTK	0.79825
STOML3	0.320666666666667
R3HDM2	-0.0252
C5	-1.6355
SLC2A10	-1.13833333333333
C3orf22	0.13
PAQR3	1.81692307692308
ANKRD26	-0.0126666666666667
HCRTR1	0.7395
LOC399947	1.37
PSD2	0.86525
TIGD2	0.988833333333333
SCRN1	0.355375
COQ10A	0.7745
DDI2	0.034
METTL7B	1.74016666666667
UCN2	-0.40525
FAM92A3	1.317
WDR16	0.46875
ZNF511	0.862833333333333
ZMYM5	0.00775
POLR3G	0.24975
ZNF586	-1.0485
C1orf49	0.616166666666667
TANK	1.02583333333333
RCAN1	2.3265
PELI3	1.82433333333333
LIMD2	-1.42166666666667
TMEM189	0.095
NTN4	-3.56625
LOC151300	-0.195
CLEC2A	-0.2775
GPR135	-0.000624999999999994
DPYSL4	1.0472
JAK2	0.455333333333333
TSHZ1	-0.566
TM9SF4	0.967125
ZNF264	0.154
SIRPG	0.412125
BICD1	0.077
HERC6	1.39766666666667
METTL5	0.417
CASP1	0.52325
PRRT1	-0.5445
PLA2G4C	0.873333333333333
ICA1L	0.999428571428571
TPTE2	0.433166666666667
OTUD7A	0.136833333333333
AQP11	-1.2465
APOA2	-6.5064
KALRN	-0.0887
SECTM1	-1.66908333333333
IFNAR1	0.85575
TALDO1	-0.4625
RAB11FIP4	-2.40725
EIF5A	0.009
FAM49A	3.86125
NEGR1	0.571666666666667
YTHDC2	0.451375
EHD2	1.132125
NCF1	-1.0787
SCRT2	0.492
HOXA5	-1.16683333333333
NUP133	-0.89675
FGF12	0.9889375
SLMO2	0.350625
SNTA1	0.994625
CACNG2	0.4725
GCM1	0.238375
ELF1	-0.486
TLR5	-0.8555
TCFL5	0.521333333333333
RBMY2FP	-0.55
LOC100125556	-0.4795
FAM129B	0.57575
MAP3K7IP1	-0.75675
NCK2	-0.5105
OXA1L	-1.75475
FMO9P	-0.052
ZSCAN12	0.28225
PSMD12	0.69175
HSCB	0.8805
CLDN10	-2.82425
MGC13053	-0.00474999999999998
HPCAL4	-0.4215
ASZ1	-0.447
MEX3D	0.149333333333333
NFAT5	-0.5183
CSPG4LYP1	-0.488
FBXO3	0.7384
DVL1	-0.051
CMKLR1	-0.7098
TYMS	-0.919625
PEF1	0.51325
ZNF750	-1.79916666666667
MCM5	0.0414
MEGF11	-0.31125
KCNK7	-0.7075
PTP4A3	-2.305
C1QTNF2	-0.244833333333333
OR6S1	-0.502
FAM122B	-0.39375
ZNF551	-2.450375
HBQ1	-2.8935
GEMIN6	0.50225
ARSK	2.05325
RBP7	-3.2115
CPNE9	0.105
DSC1	-0.643
LOC730112	-0.2545
MAP2K4	0.60125
HS3ST5	0.22
EPB41L3	-4.8555
TEKT2	0.09625
CDKN2B	-2.99041666666667
ZNF480	-0.4005
MAP3K6	0.3278
MAP6	3.43383333333333
HN1	-0.2028
OR2L13	0.427
SLC16A11	-0.04
FAM96A	-0.07675
APOL1	-0.67825
C5orf32	1.19425
RTP1	-0.55
RNF175	1.203375
ZBTB41	0.434125
AHCTF1	-0.3758
SAE2	-0.0955
ITGA2	1.39341666666667
MME	2.87033333333333
