Hybridization REF	TCGA-AA-A00U-01A-01R-A002-07
APOC3	-3.77725
BTBD12	-0.495166666666667
CNOT4	-0.1553125
HIST1H3I	-0.0443333333333333
OR5H1	0.3625
APEH	0.12025
TRY1	0.160666666666667
SLC26A8	0.046
KCNA2	-0.0643333333333333
TMEM159	0.571875
C6orf81	-0.937166666666667
PCYT1A	0.750333333333333
C6orf157	1.26825
BRMS1	0.0225
CHST1	0.412
LGALS1	-1.8725
TAF1B	-0.235
FLJ40504	-0.0485
GPR173	0.208
COL15A1	0.837625
CASP10	0.892714285714286
PCMT1	-0.440142857142857
HDAC5	-0.9892
LOC641367	-0.12875
EVC2	-0.828
SGPL1	0.798833333333333
GON4L	0.225071428571429
AFG3L2	0.556666666666667
C5orf15	-0.293
UBXD1	0.0386
LILRB4	0.332333333333333
GSTA4	-0.442166666666667
ADIG	0.249
GRIPAP1	-0.022
HIST1H3B	-0.6065
BTRC	0.435166666666667
USP49	-1.0825
IQCH	-0.166125
ACBD6	-0.113
YEATS2	-0.37325
CABP5	0.04175
TRIM3	-0.246
HNRPM	0.11725
FGG	-3.8527
C18orf16	-0.19425
CLEC2B	-2.315
PQBP1	-0.577833333333333
JTB	0.708666666666667
REST	0.8585
SLC8A3	-0.505833333333333
TMEM16H	-0.5105
MRPL47	0.3775
EVI1	3.3423
MUC1	1.50425
TEAD3	0.4095
STOML1	-1.0565
USP24	0.3751
PNMA5	-1.6565
MAEL	-0.0151666666666667
LBP	0.1692
HSD17B4	0.89925
SEC31B	-1.432
IDH2	0.7
SFRS16	-0.29
AICDA	-0.082
RNF180	-1.661
C1orf56	-0.6975
FLJ10324	-2.66366666666667
GPR148	-0.0235
MEF2A	-0.732666666666667
ASF1B	-0.7695
HTN3	-0.149
RNF215	-0.51625
SLC4A3	-2.16733333333333
ADAMTS9	1.5333
C9orf66	-0.666166666666667
FOXD3	0.445
GSDM1	0.41
IFITM5	0.114
PODXL2	0.229
C1orf176	-0.2225
RPS3	-0.522
hCG_2004593	-0.4085
COL21A1	-0.048
NTNG2	0.260166666666667
RAI14	-1.32483333333333
P76	-0.019
LRFN3	0.05325
FAM14B	-0.696375
FKBP14	-0.5185
TNNI3	-2.208
HOXB3	1.827625
SGCB	-1.115
PPAPDC3	-1.78525
FRAT1	0.276166666666667
MORN1	-0.647
ARHGEF2	-0.08375
BNIP2	-1.16325
DHX30	-0.13225
EEFSEC	-0.03525
FGF20	0.0405
FLJ38973	0.700642857142857
PLCH2	-0.164833333333333
CCNG2	-0.0505
PSPN	0.095
WDR88	-0.18
HOXB13	-0.309875
MTMR8	0.554
SPAM1	-0.376
PPP2R1B	0.060375
TANC1	0.33525
CNN3	0.5868
CHGA	1.7995
C9orf128	1.37225
CACNA1B	0.1105
MMAB	-0.8452
RHOA	0.06175
RAPGEFL1	1.52825
SLC1A5	-0.376666666666667
CALCA	2.0775
SYCP1	0.27225
CXCL11	4.09075
GFI1B	-1.09366666666667
PSCD1	-0.301
C11orf58	0.114166666666667
MGC45438	-1.06766666666667
NUDT18	-0.886666666666667
ASB3	-0.662166666666667
ZP1	-3.212
LPPR2	-0.9231
ZNF527	-0.0171666666666667
ZNF771	-0.028375
TTBK2	-0.53675
TRIM55	-0.681
GJB3	1.43133333333333
PRSS35	0.09325
SCRG1	-1.12525
ZDHHC24	-0.3245
DUSP26	-0.87925
C1orf51	-1.743625
DNAJC3	0.793166666666667
LITAF	0.24025
ZNF410	0.13975
AFP	-4.29633333333333
ZW10	-0.1885
PHOX2B	0.21
VILL	1.61275
ELOVL7	1.47825
LOC644186	-0.839
PPP3CC	-1.14325
CHST13	-2.8185
WDR40B	-0.0733333333333334
MEA1	-0.50525
HILS1	-1.66775
DLX6	-0.251166666666667
NKG7	1.10283333333333
EMP1	0.0475
ACTR6	-0.052
CHCHD7	0.831785714285714
COG2	0.5355
TCEA2	-1.7257
TARS	-0.21475
FLJ20294	0.1995
ZNF92	-0.504125
TRAPPC2L	0.2076
ARHGAP28	-0.959
CCDC109B	-1.00025
LGTN	-0.862166666666667
INGX	0.4605
LOC124446	0.18975
RPS2	-0.6755
C17orf75	-0.5485
NBPF1	-0.297
SLC2A8	0.781333333333333
SNRPE	-0.398
CARD6	-1.14675
IL13RA2	0.930625
CUEDC2	0.08875
C4orf19	3.28625
AOC3	0.317125
MTHFD2	0.0683333333333333
OR5M9	0.1135
C4orf38	-1.04433333333333
SS18L2	0.17875
OAS3	0.832666666666667
LARGE	-0.51625
LRIG3	2.33483333333333
LIMA1	0.92975
STARD3	-0.813833333333333
VPS39	-0.37
CTAGE6	0.334
ODAM	0.88625
MORF4L2	-0.475875
GSTO2	1.66325
MTFMT	-0.68925
PRKAB2	-0.482142857142857
ZNF76	-0.612666666666667
HSPB2	2.483
CRB2	0.90175
KLRK1	-2.6645
LYST	-0.625375
UBE2M	-0.198666666666667
SLC16A9	2.14325
ZNF281	-0.40025
ST8SIA1	-1.223875
C9orf105	-0.097
ANKRD46	0.9715
FAM108A3	-0.5525
C20orf91	0.2535
ZYX	0.212833333333333
RSPH1	1.92025
ZSCAN5	-0.51725
RIMS3	-1.04983333333333
KRT76	-0.072
CEACAM4	0.521833333333333
SIRPB1	-0.234875
CFHR4	-0.578
SOX3	-1.0435
GATAD1	-0.022
C21orf57	-0.67675
TMC8	-0.4415
AVIL	2.71666666666667
LMOD1	1.5065
HIGD1A	0.30425
NEU3	0.239833333333333
DES	1.200625
BZW1	-0.1178
ZNF221	-0.459
CCDC27	0.153
GDAP1	0.1065
RBBP4	-0.4415
MGC40499	-0.96875
PHKA1	-0.308875
PRKAR1A	-0.479888888888889
HSD3B1	0.2445
RAD52	-0.481833333333333
CD207	0.1895
LOC389791	0.4025
RSPO1	-0.242
TMEPAI	1.73475
MFSD2	1.166375
ETV4	0.293083333333333
SCGN	0.3535
LOC391356	-0.4235
MPP1	-2.042375
STARD3NL	0.18925
TFAP2D	0.232
CD2AP	1.196125
CCL20	3.19316666666667
CCDC86	-0.4105
ZFP30	0.38875
CTBP1	0.191166666666667
MAK10	0.369333333333333
STXBP5	-0.0653333333333333
LOR	0.0612
MAP6D1	-0.63225
ARMC7	-0.008
TMEM150	-0.6297
NSL1	-1.0025
KIF5A	-0.539875
ASCC2	-0.5525
PSENEN	0.705166666666667
OPTC	0.13
FCRL2	-0.0913333333333333
KBTBD11	-0.717875
PCK1	1.856875
CENTD3	-0.70175
MEGF8	-0.657375
ALPPL2	-0.06
OBFC2B	-0.124333333333333
ZFYVE20	-0.180375
GALC	-1.66733333333333
CTRB2	-0.127
C20orf71	-0.0328333333333333
TBKBP1	-0.059
CAMLG	0.24525
TREML4	0.558
RSAD1	-0.4665
TUBA3D	-0.5341
KIAA1833	0.357125
PNPLA1	-0.0155
LRRC34	-0.848833333333333
CDH26	-0.770166666666667
ZNF167	-0.435333333333333
ZBTB26	-0.2498
VWF	2.8277
VTN	-1.11783333333333
BAD	0.121
PDS5B	0.467416666666667
ZNF644	0.913083333333333
SH3GLB2	-0.996625
SMPDL3A	-0.1654
NRG2	-1.469625
IL15	-0.0273333333333333
GABARAPL1	-1.157
LAT2	-0.9231
SLCO1A2	-1.31316666666667
LIG4	0.283166666666667
GSDMDC1	-0.0375
BMP4	0.709125
METT10D	-0.0165
SYCE1	0.027
SPANXD	-5.721
SLC12A9	0.0456666666666667
MC1R	-2.6775
RNF168	-0.29325
TRIM69	0.30375
GALNT7	1.19233333333333
ISG20L2	0.558
KIAA2026	0.5325
TNFAIP8L1	0.222
DPY19L2	-0.6785
C12orf63	0.2225
PRDX5	0.77475
MED6	-0.338125
TXNDC5	-0.818125
CD46	1.21558333333333
CCK	-1.40875
C17orf48	-0.5355
ANUBL1	0.74275
SIT1	-1.00816666666667
TYSND1	0.611333333333333
DEF6	-0.389666666666667
GLT8D4	-0.61825
UTP14A	0.98275
RPH3AL	1.481
NXF1	-0.160333333333333
TRERF1	-0.137
TUBB3	-1.54325
SLC24A2	0.021
SEC22B	-0.443
ZNF653	0.2135
GGTL3	-1.03741666666667
CDKL2	0.55425
CTF8	-0.144416666666667
EPC1	0.885333333333333
CYP4A11	-0.135333333333333
THRSP	-0.5805
LELP1	-0.202
TES	1.202
C17orf87	0.4155
FERD3L	0.15975
SH3TC1	-0.1685
RAB36	0.1995
CRYGB	-0.2315
GRIA3	-0.0866
BHLHB9	0.3705
C1QTNF9	0.06825
GOPC	0.744625
PNPLA8	0.225
ZNF444	0.126
FMO1	0.21625
POLR3C	-0.1365
SLC35F3	-2.85425
SGCG	-2.44333333333333
DCDC2	-2.965
NANP	0.00975
MGC23270	-0.0325
BEX4	-2.59291666666667
HYDIN	0.0777
RPS6KB2	0.1005
ADRM1	-0.0674166666666666
BAT3	-0.74325
RAB31	-2.06
SCGB2A1	1.588
SLC6A14	-2.292875
DDX4	0.07725
PRRC1	0.167166666666667
AP3B2	-0.898666666666667
TRGV7	-0.180833333333333
TMEM184B	0.194
ADPRHL1	-1.25216666666667
C21orf45	0.17475
ARNTL	-0.504875
AADAT	0.627
CCL2	-1.37816666666667
SNTB2	0.130833333333333
RGS9BP	-0.63675
KPNA1	0.50825
TMEM41B	0.370333333333333
S100A11	0.459416666666667
DOT1L	-0.578
EFHC2	0.5565
CLTC	-0.107333333333333
SRP9	-0.188
ZNF521	-2.6515
FAM26F	-2.147
GPR88	0.261833333333333
COL13A1	-1.38666666666667
CHMP4B	1.5357
SIGLEC6	0.132833333333333
NFAM1	0.211875
PVRL2	0.6825
ALKBH4	-0.25725
CCDC93	0.6946875
NXT1	0.2565
KCNK4	0.1775
TROAP	-0.515833333333333
KCNA10	0.18375
CCDC114	0.166166666666667
RAN	0.065
LMTK2	0.569
LOC400657	-0.9795
UFC1	-0.2945
UBE1DC1	-0.1545
EEF1A1	0.0949444444444445
CHAC1	-0.253
HMGA2	-1.1883
B3GALTL	-1.20925
ING2	0.043
C1orf109	0.52275
INTS3	-0.0185
ZNF558	-0.15025
TRPM4	1.84733333333333
LTB4R	-1.1495
ISYNA1	-2.0085
LSM7	0.46775
LRRC47	-0.1741875
ZNF179	-2.46316666666667
EXDL1	0.0308333333333333
SLC4A10	-0.328125
ACSS2	0.0273333333333333
COPS7B	-0.1465
KIAA0040	1.327
C1orf95	0.035
AP1GBP1	-0.38175
OR9A2	0.2795
FAM71C	0.0826666666666667
RIN1	-0.523666666666667
ITGA4	-1.800875
DNAJC6	-0.0855
CLOCK	1.2105
SLC35A4	-0.147
DSG4	0.5065
LOC26010	-0.08775
NSUN2	0.139
TMEM86B	-0.8096
C14orf135	-0.24275
KIFC3	-1.986
PHF5A	0.21775
NCAPH	-0.153375
STK11IP	0.123
FLJ42953	0.32325
CCDC19	0.610166666666667
ZNF329	-0.7855
TAX1BP1	0.641166666666667
ZDHHC18	0.00316666666666667
C10orf88	0.1235
TMBIM4	0.1996
NMUR1	0.9995
KIR2DS4	0.339625
C9orf90	-0.469
MGC87631	-0.01
KDR	1.7934
ST3GAL2	-0.4325
RLN2	-0.535333333333333
HPD	-3.01775
MOXD1	-3.00216666666667
PDGFRL	-1.9725
SMYD4	-0.955571428571429
FAM103A1	-0.845833333333333
MFAP4	-1.98233333333333
LOC285141	0.4375
TMEM45B	1.499625
SMCR7L	-0.412785714285714
GZMH	1.3335
CBLN1	-1.66216666666667
CNNM1	-0.522
PHF17	-1.075
NUP98	0.504416666666667
RMI1	-0.078
PTPRS	-0.654875
ANKRD57	1.237125
CLDN15	-0.705
OR51A2	-0.2325
GUCA2B	0.7965
DOCK9	1.122
ITGB1BP1	-0.639666666666667
DLG2	-0.6555
BRAP	0.11175
SESN3	-0.25925
ZC3H7B	0.9285
FAM101A	3.15716666666667
FKSG24	-0.142
ZYG11B	0.1935
RFC2	-1.0785
SH2D3A	1.65266666666667
DVL3	-0.575583333333333
ADFP	1.01383333333333
KRIT1	-0.27425
SERTAD3	0.3575
LEFTY2	-3.428
KRT27	-0.2015
SCFD2	0.48925
MN1	-1.59725
RORA	-0.407
PTPRD	1.694
PIAS2	-0.560166666666667
CYP4X1	3.95433333333333
FBXL15	0.158
MYH15	0.172333333333333
CRX	-0.014
TBC1D13	-0.88875
SLC22A17	-0.826
PLK2	-1.32366666666667
ARHGAP9	0.5965
EIF1B	-0.07225
C20orf185	0.3385
DEFA7P	0.00949999999999999
PRIM1	-1.39566666666667
CRYAA	-1.64875
BACE1	-0.4325
AGTRL1	0.553666666666667
ACAD9	0.1935
GRASP	0.026
RBP4	-2.47083333333333
TFB2M	-0.02575
METTL9	-0.4206
ATP5O	-0.3335
SP100	0.4774
CPSF1	0.372
S100A4	-1.35225
LIME1	-1.0435
GPR137C	-0.57275
OR2A2	0.094
C2orf29	0.70675
NUP188	-0.56925
SDPR	-0.525
RAI1	-0.408125
RPS20	0.2701
LAMB1	0.16875
ADM2	0.144666666666667
ZNF229	-1.90625
DKFZp434K1815	-0.514625
EPN3	1.40633333333333
CLIC3	-0.9165
MEIG1	-0.1105
HMGB4	0.038
STARD10	0.7885
KLF8	-0.22825
EPB41L2	2.31316666666667
JMJD6	0.12675
CTSL1	-1.94766666666667
GPR27	-0.397
ELAVL4	0.266
MMP21	0.3905
PPM1B	0.48725
SUV39H1	-0.79325
AAMP	0.43475
TUSC4	0.1485
MBD6	0.154
KLK13	0.204625
FMNL3	0.113833333333333
TRIM13	-0.0198333333333333
C15orf5	-1.01375
IQCF1	0.0245
CACNG8	0.355
SLC35D3	0.408333333333333
ZDHHC9	1.7345
ODF3L1	-0.15025
C9orf86	0.6022
TSEN2	-0.184
C17orf64	0.0455
SEPX1	0.1452
TSPO	0.113166666666667
SYMPK	0.2475
ADORA1	-0.9135
TSPAN10	0.104
SEMA6C	-0.991166666666667
RTTN	-0.7658
IL2	0.132833333333333
ARRDC3	-0.19125
TBPL1	0.0676666666666667
STX12	0.2125
MRPL39	-0.334
OR8H3	-0.1055
IFIT5	0.983166666666667
CASC5	-0.711875
FAM46A	0.204
HPCAL1	-0.462125
CYLC1	-0.4445
VGLL2	0.13625
C20orf191	0.21625
CDH1	1.46933333333333
ITPA	0.18575
CCDC101	-0.33525
D15Wsu75e	0.48625
EDA	-1.115
CREG1	-0.6695
OR7G2	0.1885
SAP18	0.529
IFIT1	-0.60675
CALML3	-0.761333333333333
FLJ37440	-0.684
FNDC5	-1.14975
SERPINB6	-0.0402142857142857
JUNB	1.5548
SYS1	0.355
SCN2A	-0.178
ZKSCAN5	-0.941
WNT7A	-0.0846666666666667
TSHZ3	0.2155
RNF148	0.188
H6PD	0.471625
CAD	-0.56
ZNF449	-0.3745
DOCK10	-0.425
FAIM2	0.167833333333333
HEXDC	-0.51375
PRB1	-0.09775
C14orf148	-0.654
ETHE1	1.8435
IRF5	-0.5717
GNMT	-1.0335
MGC16291	-1.741875
RPAIN	-0.820357142857143
CAGE1	0.1075
CNTNAP3	-2.986375
ACTR1B	-0.57475
EEF1E1	-0.625
MSX1	-0.57675
ESF1	0.4081
HSPC171	-0.06275
MRPL2	-0.161333333333333
RDH12	0.402166666666667
CELP	1.706
METRNL	-0.32075
C10orf116	2.683
C19orf48	0.29875
ZNF346	-0.104875
NCR1	-0.287
C10orf64	0.4495
CD52	-0.044
VPS18	-0.48375
AP4S1	-0.165166666666667
NPBWR1	0.523
TPK1	1.933
UBA52	0.107833333333333
RIPK1	0.381
CPNE3	0.4604
HSPC159	0.548
C8orf38	0.4685
LRRC4B	-0.05
PARP10	0.229
ANKRD50	0.29975
CXCL9	4.221
FGF18	0.284545454545455
EIF2A	-0.0405
SLC20A2	1.43266666666667
KIAA1549	0.243166666666667
SPINT1	1.4901
ZNF584	0.199
CRBN	0.2055
ABCF3	0.257
NCBP1	0.775166666666667
PLA2G4F	0.988333333333333
PCDH10	-0.5855
TTC21A	0.3025
C20orf144	0.273
FGFR1OP2	-0.384333333333333
SLC9A1	0.1295
CHRND	-0.0185
FOXF1	1.5185
KIAA1467	-2.02925
TPO	0.498166666666667
LTF	-0.255214285714286
DNAJB9	-0.3295
MRPS27	-0.1105
bA16L21.2.1	0.1305
WBP2	-0.160833333333333
MRGPRX3	-1.57533333333333
PRPF18	0.64
C10orf58	0.49475
SMOC1	-2.5081
ADAT3	0.278666666666667
TMEM138	-0.22475
TMEM131	0.3185
TIMM8B	0.01925
MYH7	-0.0261666666666667
ST6GAL2	-1.35425
KIF1C	0.27625
SUHW2	-0.425
PAPSS1	-0.16575
CABP2	0.245
HOXA4	0.0675
ELF2	0.0685
SEMA3D	-0.5906
MC5R	0.066
OGFR	-0.328
FLJ30092	0.0161666666666667
TGFA	0.5144
MMP17	-0.56025
KIF15	-0.19
CHIA	0.27375
CATSPER3	0.6065
CEACAM7	4.29283333333333
PADI2	0.735125
HOXA9	5.12383333333333
LNX2	1.35333333333333
TMEM144	0.9445
HIF1AN	-0.2725
METTL7A	-1.7039
C6orf165	-0.246
KIAA1468	0.95925
DSG3	0.085
ZNF180	-0.144
EIF4E3	-0.306375
SLC46A1	0.162625
DKK1	-4.09166666666667
ZNF205	0.221166666666667
LOC162073	0.875388888888889
COX7A1	4.209
MAGEA1	-4.2604
NEDD8	-0.34325
KLHDC5	0.230666666666667
C3orf19	0.415166666666667
MRPS2	0.1615
POLR3H	-0.658285714285714
ABHD11	1.3448
TMEM17	0.81825
PAIP2B	0.7405
MAT1A	-0.55575
LGI3	-0.145
THUMPD2	0.61525
TKTL2	0.08875
XAGE3	-1.58933333333333
CALM3	-0.0948333333333333
C6orf136	0.3995
KCNC4	0.096
RGS9	-0.614666666666667
ACIN1	0.173
SPATS1	-0.268
XKR8	0.03225
FAM84A	5.02866666666667
MS4A7	2.352
AGXT2L2	-0.43375
OR1F1	0.1485
SMAP1L	-0.28525
IPO11	0.17175
ZC3H11A	-0.13025
C1orf151	0.51825
RNASEH2A	-0.5075
CCR10	-1.507
TXNDC11	-0.549
TMEM112	-0.620125
MAP1B	-2.28864285714286
NVL	-0.45125
PKM2	-1.51155
ARC	-0.63025
NUP54	-0.0325
PPFIBP2	1.50333333333333
STAT2	-0.223875
PTAFR	0.660666666666667
ROBO2	0.527125
RNF40	-0.397
CCDC135	-0.583
IFT81	-0.4548
MORF4	-1.22025
TM7SF3	-0.7535
OR10H3	0.3315
ABP1	2.772625
CHRD	-0.95175
PLEKHA8	0.201
NCALD	0.544416666666667
OR5AK2	0.2515
ACCN1	0.00916666666666666
SLITRK1	-0.32075
ARMET	0.98325
C9orf52	2.58625
REEP4	-0.75025
MTSS1	0.9795
ADH1B	1.43766666666667
DLD	0.087
CDK5	-0.71925
PPFIA1	0.0726875
WFDC3	1.11575
DNAJB12	0.3365
RANGRF	-0.5705
MLANA	-4.42425
AMY2B	-0.329
KIAA0319	-0.191
RPS7	0.02
JAK3	0.1059
ARFGEF1	1.2345
CXCL5	1.56041666666667
TRAPPC4	-0.5065
CETN2	-0.21575
HSPC111	0.49
RHOBTB3	-0.4342
PHLPP	-0.143
RGS10	-0.46025
TMEM58	-0.97725
CHERP	0.190875
HSP90AB3P	0.458833333333333
FSTL3	-1.5685
PEX11A	-0.15775
OR5V1	0.1455
FCN3	1.0835
PTPN3	1.815625
NPTX1	-5.206375
C21orf84	-1.11525
C11orf51	-0.20975
ZBED2	0.77325
FLJ90757	0.04625
NPY2R	0.01425
PLD3	-0.97325
SYT17	-0.411666666666667
SGSM2	-2.01925
OR1A2	-0.10825
FOXP1	1.10375
SLC5A1	4.112
POFUT1	0.404
EPHB6	-3.02233333333333
MYO1G	-2.223875
STAC	-1.6735
KLHL17	-0.391
RGMA	-0.6418
TJP2	1.0033
FAM114A1	-1.14033333333333
SERINC1	-0.0465833333333333
SLC9A8	-0.202625
PEX19	-0.05975
EDN2	0.6165
PSMD7	0.170666666666667
C3orf41	-3.529
UQCR	0.244125
PPP1R3C	-4.0585
LRP4	1.38233333333333
TM2D1	-0.35675
TTC17	0.528375
C4BPB	-1.484375
CCL25	0.45375
ZNF253	-0.374166666666667
CHRNA9	-3.23475
SOX11	-1.905625
HIVEP3	-0.164
CGN	2.35566666666667
C3orf35	0.129125
PKD2L1	0.6745
SYVN1	0.1265
PDE8B	-1.987875
LOC439951	0.1575
LTC4S	0.0275
MIF4GD	-0.395
SMARCA2	0.4265
TUBGCP6	-0.9935
CABLES1	-0.826625
C16orf77	0.468166666666667
ZNF791	0.21925
FUT5	3.238
ADH6	-0.3905
P4HB	-0.078
CLDND2	0.09675
ALKBH8	0.29275
PLAC4	-0.45325
F11R	1.098
MGC35295	0.267166666666667
PDZD4	-0.147333333333333
LOC389073	-0.2285
FAM80B	-2.36533333333333
PSMB1	-0.14925
TXN	0.6145
VIPR1	1.7022
WBSCR18	-0.1664
EXOSC6	-0.5565
ACTA2	2.68583333333333
SP5	-0.301083333333333
ANKRD1	-2.42925
DDR1	0.6232
ATP6V1D	0.00675
PTGS1	-0.331333333333333
RNF157	1.30025
DCC	-0.11075
SPAG7	-0.99475
FBXO18	0.4515
UBE3C	0.3604
HOXC6	-0.8805
LRP2BP	-0.4455
MYST2	-0.0665
PDSS2	1.443
ATE1	1.6315
ARAF	0.095
KLF10	0.58025
PLA2G2E	0.1685
ASCL1	-1.0655
TSNAXIP1	0.254
FAM131B	-0.051875
IFNA10	0.4155
NUP43	-0.277
FAM44B	0.106125
L1TD1	0.677166666666667
NMD3	-0.298083333333333
C18orf54	-1.2296
PHOSPHO1	0.0045
RAG2	-0.6705
EMILIN3	-0.1155
METTL3	-0.78275
VPS13C	-0.450125
REXO2	0.103
ANXA4	1.5275
CA1	-0.7085
DCP1B	-0.228
TULP3	-0.479666666666667
ATP2A2	0.151357142857143
ATIC	0.027
ADAM15	-0.166083333333333
NPL	0.935
LGR4	0.928375
UEVLD	0.6215
GAB1	1.52575
SNAI2	-2.31516666666667
ZGPAT	-0.0162
SNF1LK	0.333
DLEU1	-0.59875
UBE2Q1	0.343625
ZMYM6	-0.00312500000000002
JPH3	-2.17216666666667
FAM38A	-0.54125
PXK	-0.326333333333333
DENND2D	2.35225
BAX	0.52375
CP	-4.738
RPL37	-0.1973
G6PC3	-0.195125
NCOA4	-0.2
LRRC14	0.18775
GORASP1	0.651
FCHO2	0.888625
CYP24A1	-3.1137
FXYD3	2.170625
SMARCAL1	0.4475
ABCB8	-0.089
CCDC44	0.016
PRDM7	-2.34475
USH1C	3.2855
DNAH5	0.0855
SRF	0.12575
MAL2	2.62166666666667
PGPEP1	0.0904166666666667
SIN3B	-0.183
SEMA3C	-0.34
GRAMD3	1.83125
FBXO10	0.064875
OR5D13	0.037
FLJ31818	-0.254125
CACNA1I	0.040875
S100A13	-1.356
TP63	-0.5995
ANXA11	1.0315
WDR66	0.185625
CSF2RB	0.031
IFI44	-0.08
DACT1	1.86266666666667
ANKRD23	-1.247125
ATP5G1	-0.284333333333333
C21orf70	-0.274166666666667
PPWD1	-0.683
DNAJC13	0.267
PAH	-4.349
PTCH2	0.0695
TRMU	-0.5575
CCDC9	0.6265
USP3	-0.1042
DCLRE1C	0.3409
FAM55C	-1.28975
FRMD4B	1.23
CYP2R1	0.03125
RFPL1	-0.5597
XPO5	0.07975
ARL6IP2	0.567
OSBPL5	0.735
MMP9	1.77190909090909
KIAA0802	0.091125
DHRS2	-4.27483333333333
SGEF	0.237125
TXNDC10	-1.0574
EXOC6	0.6645
RPS27	0.211
PNCK	-1.27183333333333
FSTL1	-1.25925
AACS	0.176
SLMAP	1.1585
SAMD4A	-0.8652
ABRA	0.42625
SMARCD3	-1.62125
PKNOX2	-2.2275
A4GNT	0.269
C9orf39	-0.183333333333333
RALYL	-0.0275
MGC33556	-3.051
C10orf25	-0.8945
BBOX1	0.90575
NHEDC1	-0.719
XDH	0.7445
GCSH	-0.3935
EDN1	2.4455
MTERF	-0.93425
CLK4	0.486625
ZNF799	1.10033333333333
KCNG1	-1.96925
CXCR4	-1.67683333333333
PTPRR	-0.62375
IRAK1	-0.212375
LOC401397	-1.167
TMSB10	1.04271428571429
CXCL3	3.9236
TMC4	0.87475
OR7A10	0.189
STYK1	3.0305
CHRNA10	0.09575
CCNI	0.29925
EP300	0.365642857142857
LOC165186	-0.082
HIC2	-2.088
SDR-O	-0.256
OR2W1	0.196
KCNA6	-0.252
TRIM74	-1.4775
REEP6	-1.8035
ATP5G2	-0.307
ERG	0.374625
TMEM42	-0.364
PARN	-0.0773333333333333
SOD2	0.76325
DIRAS1	-1.35433333333333
PNPT1	0.336
JOSD3	0.22025
hCG_40738	1.0785
PDE1C	-1.259
SEMA4D	0.758125
AGPAT1	-0.2925
NOSTRIN	0.750875
MAP3K3	-1.0655
MAX	0.479357142857143
CAPS	1.23133333333333
SERPINA12	0.302
OSBPL8	-0.041125
RICS	1.8848
NR4A2	1.6495
PPCS	0.565666666666667
LONP1	-0.37675
SCYL3	0.7285
HERC2P2	-1.15033333333333
FIBCD1	-0.3825
C15orf41	-0.234
DMC1	-1.25416666666667
C20orf27	-0.2405
RPS6KA5	0.5225
FAHD1	0.133333333333333
SLC12A4	-1.2785
BRCA1	-0.495666666666667
GBL	-0.32325
SLK	1.11833333333333
NUDT9P1	-1.0675
NOXO1	4.621
USP52	-1.34775
BAZ1B	0.210375
SLCO2B1	1.31475
BBS12	0.798666666666667
LRGUK	-1.01716666666667
TERF2IP	-0.30975
COL1A1	3.006
KIAA0090	0.5955
GRK5	0.520166666666667
AP1S2	-3.6247
TMEM52	0.5055
CA11	-1.14875
OR4A15	0.317
ACBD3	0.5107
SPAG11B	0.21725
PRDM2	0.4697
FOXP3	-0.018
SMYD3	-0.4269
LOC389199	0.382
LGI2	0.021
NAPE-PLD	0.5683
ANKRD6	-1.075
WDR45	-0.802333333333333
SHROOM1	0.664
PSCD3	0.519
PYY	0.107
KCNC1	-0.4155
ARHGEF9	0.1569
OR8J1	0.09925
GPR55	0.480333333333333
NS3BP	-0.851
C10orf22	0.8695
NAT8L	-3.5385
DUSP4	-1.10016666666667
FOXM1	-0.5495
GRAMD2	0.8272
ZBTB48	-0.3935
BUD31	-0.4275
PABPC5	0.1075
CCDC41	0.53825
FBXO11	0.455916666666667
C6orf148	-2.398
RFXAP	-0.62025
C6orf15	0.592
CDK8	0.779
C6orf70	-0.67625
TESSP2	-0.195
ALG2	0.3575
PPP1R3D	0.51375
TPM3	0.436166666666667
SYT13	1.92725
EPB42	-0.546666666666667
CETN3	-0.32725
PRY	0.368
NTHL1	-0.0291666666666667
POLR2B	-0.0485
RPS28	0.472333333333333
P2RX3	0.458
LYZL4	0.12025
WBP4	0.0696
PMM1	-1.306
C11orf79	-0.1265
CBLL1	-0.03575
IL1F10	0.241166666666667
VAX2	-0.6865
SETDB1	-0.403333333333333
LRAP	-0.0993333333333333
GCLM	-0.368333333333333
CPEB3	0.83275
PPM1A	0.6499375
INTS1	-0.14325
CAMTA1	0.81725
SAMSN1	-2.70375
LOC158830	-0.096
GMPPA	0.1825
AIPL1	0.297
IL24	0.663416666666667
BDKRB1	-0.890666666666667
MLF1	-3.1867
TAF12	-0.5885
ID1	0.631
THADA	0.497125
PIK3CB	0.26875
OR4N5	-0.2865
TBC1D17	-0.495666666666667
COX8A	-0.1065
CDCA4	0.16725
C2orf44	-0.61225
ZNF534	-1.0245
IMMP1L	0.216
NIPSNAP3B	-0.3605
FTMT	0.104125
PWP2	-0.159166666666667
MMP15	0.9393
DNAH11	-0.979
MTMR14	-0.307375
DNAL4	-0.8315
IPP	0.26775
TMEM59	-0.135375
C1orf157	-0.059
RGS4	-1.10783333333333
DDX18	0.725666666666667
SNX6	-0.1575
ZNHIT2	0.546833333333333
NCDN	-1.276
FLJ33534	-0.4015
RAG1	-1.627625
OR4D10	0.142
PTPN5	-0.733166666666667
POMT1	-0.012125
LRRC8A	0.2357
CYP1A1	-1.4595
CAPN1	0.266
DDHD2	-1.25675
GRIK2	0.02725
