Hybridization REF	TCGA-AA-A01K-01A-01R-A00A-07
IFNA10	0.4475
NUP43	0.189625
FAM44B	-0.38575
L1TD1	-5.6975
NMD3	-0.714583333333333
C18orf54	-0.7546
PHOSPHO1	-0.309
RAG2	null
EMILIN3	0.142
METTL3	-1.82
VPS13C	1.365875
REXO2	-0.23575
ANXA4	2.0925
CA1	-0.33925
DCP1B	-0.1265
TULP3	-0.527833333333333
ATP2A2	0.0656428571428571
ATIC	-0.94025
ADAM15	-0.838
NPL	1.27133333333333
LGR4	0.9785
UEVLD	0.259666666666667
GAB1	0.78975
SNAI2	-0.4825
ZGPAT	0.2931
SNF1LK	-0.657125
DLEU1	-0.12175
UBE2Q1	0.381125
ZMYM6	-0.2625
JPH3	-1.63266666666667
FAM38A	-0.821416666666667
PXK	-0.138666666666667
DENND2D	1.42725
BAX	0.34925
CP	-4.93881818181818
RPL37	0.3219
G6PC3	-0.13325
NCOA4	-0.151166666666667
LRRC14	-0.1135
GORASP1	-0.128
FCHO2	0.80475
CYP24A1	-2.3716
FXYD3	2.185375
SMARCAL1	0.47575
ABCB8	-0.0896666666666667
CCDC44	0.2425
PRDM7	-3.02675
USH1C	3.95075
DNAH5	-0.212833333333333
SRF	0.168166666666667
MAL2	2.214
PGPEP1	1.01675
SIN3B	-0.67425
SEMA3C	-0.981833333333333
GRAMD3	2.06025
FBXO10	-0.259375
OR5D13	0.0805
FLJ31818	-0.0935
CACNA1I	0.559125
S100A13	-0.6375
TP63	-0.430642857142857
ANXA11	1.2218
WDR66	0.250625
CSF2RB	0.038
IFI44	-0.4735
DACT1	2.2615
ANKRD23	-1.334125
ATP5G1	-0.1115
C21orf70	-1.83583333333333
PPWD1	-0.4405
DNAJC13	0.557
PAH	-4.65616666666667
PTCH2	-0.1275
TRMU	-0.03375
CCDC9	-0.0025
USP3	-0.0347
DCLRE1C	0.1226
FAM55C	-0.68325
FRMD4B	0.31275
CYP2R1	-0.5135
RFPL1	-0.6665
XPO5	-0.5575
ARL6IP2	0.2685
OSBPL5	1.0995
MMP9	4.24118181818182
KIAA0802	0.40575
DHRS2	-6.52816666666667
SGEF	1.565
TXNDC10	-0.8808
EXOC6	0.18925
RPS27	0.708666666666667
PNCK	-1.19533333333333
FSTL1	-0.197
AACS	0.22975
SLMAP	0.359166666666667
SAMD4A	-0.2161
ABRA	0.2535
SMARCD3	-0.22175
PKNOX2	-2.12316666666667
A4GNT	-0.2745
C9orf39	-1.31983333333333
RALYL	-0.27925
MGC33556	-3.604
C10orf25	-1.2455
BBOX1	-0.1075
NHEDC1	-0.375
XDH	1.424
GCSH	-0.4115
EDN1	3.43983333333333
MTERF	0.18625
CLK4	0.746625
ZNF799	0.866666666666667
KCNG1	-2.1285
CXCR4	-0.032
PTPRR	0.8915
IRAK1	-0.52525
LOC401397	-0.65825
TMSB10	1.00171428571429
CXCL3	2.1048
TMC4	2.101
OR7A10	0.273
STYK1	2.56225
CHRNA10	0.511
CCNI	0.112
EP300	0.691071428571429
LOC165186	0.2785
HIC2	-1.49475
SDR-O	-0.1575
OR2W1	1.251
KCNA6	-0.2555
TRIM74	-0.456
REEP6	1.50275
ATP5G2	0.1985
ERG	0.7775
TMEM42	-0.548
PARN	0.6955
SOD2	0.945375
DIRAS1	-1.22616666666667
PNPT1	-0.185
JOSD3	-0.2785
hCG_40738	0.611
PDE1C	-1.577
SEMA4D	0.8375
AGPAT1	0.067
NOSTRIN	1.177125
MAP3K3	-0.751666666666667
MAX	0.425357142857143
CAPS	0.286166666666667
SERPINA12	-0.2245
OSBPL8	-0.231875
RICS	1.741
NR4A2	-0.0138333333333333
PPCS	0.368666666666667
LONP1	-1.359
SCYL3	0.70875
HERC2P2	-0.808
FIBCD1	-0.6435
C15orf41	0.495
DMC1	-1.027
C20orf27	-1.3395
RPS6KA5	-0.4523
FAHD1	0.7885
SLC12A4	-0.591
BRCA1	-0.222083333333333
GBL	-0.84325
SLK	0.7295
NUDT9P1	0.023
NOXO1	4.7745
USP52	-0.39375
BAZ1B	0.0806250000000001
SLCO2B1	3.911
BBS12	0.847
LRGUK	-0.738
TERF2IP	-0.097
COL1A1	5.446
KIAA0090	-0.468375
GRK5	0.813833333333333
AP1S2	-1.6042
TMEM52	-0.643166666666667
CA11	-1.17025
OR4A15	0.592833333333333
ACBD3	1.4276
SPAG11B	0.25575
PRDM2	0.7646
FOXP3	0.01625
SMYD3	-0.7066
LOC389199	-0.0345
LGI2	2.0675
NAPE-PLD	0.8762
ANKRD6	-0.398
WDR45	-0.0228333333333333
SHROOM1	1.92125
PSCD3	0.751
PYY	-0.5395
KCNC1	-1.42
ARHGEF9	0.6781
OR8J1	0.27475
GPR55	0.395833333333333
NS3BP	-1.8785
C10orf22	0.549166666666667
NAT8L	-3.487
DUSP4	-1.3735
FOXM1	-1.19316666666667
GRAMD2	2.2597
ZBTB48	-0.946
BUD31	-0.383
PABPC5	0.5905
CCDC41	0.51875
FBXO11	-0.574083333333333
C6orf148	-1.9575
RFXAP	-0.47225
C6orf15	2.076
CDK8	0.111833333333333
C6orf70	0.245875
TESSP2	-0.744
ALG2	1.1055
PPP1R3D	0.53425
TPM3	0.845666666666667
SYT13	5.11575
EPB42	-0.5275
CETN3	-0.92925
PRY	-0.146
NTHL1	-0.247
POLR2B	0.3485
RPS28	0.9625
P2RX3	0.346
LYZL4	0.19675
WBP4	0.4301
PMM1	-0.35775
C11orf79	-0.3655
CBLL1	-0.187
IL1F10	0.464166666666667
VAX2	-1.579
SETDB1	0.0346666666666667
LRAP	0.511833333333333
GCLM	0.113166666666667
CPEB3	1.076
PPM1A	-0.0215
INTS1	-0.96725
CAMTA1	0.4595
SAMSN1	-2.18425
LOC158830	-0.410333333333333
GMPPA	-0.2545
AIPL1	0.37925
IL24	0.00308333333333334
BDKRB1	0.718
MLF1	-0.5028
TAF12	-0.9915
ID1	0.629125
THADA	-0.297
PIK3CB	-0.14725
OR4N5	1.803
TBC1D17	-0.360833333333333
COX8A	-0.55125
CDCA4	-1.31625
C2orf44	-0.73725
ZNF534	-0.33625
IMMP1L	0.152
NIPSNAP3B	-0.000124999999999997
FTMT	-0.138625
PWP2	-1.36816666666667
MMP15	0.7581
DNAH11	-0.69225
MTMR14	-0.947875
DNAL4	-0.69925
IPP	-0.44325
TMEM59	-0.624375
C1orf157	-0.618
RGS4	-0.472833333333333
DDX18	0.347833333333333
SNX6	-0.1615
ZNHIT2	-0.180166666666667
NCDN	-1.6125
FLJ33534	0.0955
RAG1	-0.656875
OR4D10	-0.4205
PTPN5	-0.0686666666666667
POMT1	0.145625
LRRC8A	0.637
CYP1A1	-0.99925
CAPN1	-0.45
DDHD2	-0.936375
GRIK2	-0.0345
GNRHR	0.00974999999999999
PPBP	7.618
HTR3A	-0.383125
SLITRK4	-1.57875
ANKRD49	0.047
BTF3	-0.2164
SARS	-1.0875
C13orf18	3.96766666666667
CACNB1	0.0872142857142857
QKI	-0.558181818181818
SETMAR	-0.341625
MAN2B1	-0.410666666666667
EML3	-1.399
ACADL	0.0523333333333333
OFD1	0.598
DEFB114	0.0895
CGA	-3.6946
PEX16	0.333
LRRC10	0.2375
GNG12	-0.517
C1orf152	0.943166666666667
CHRM1	0.04
CD53	0.02125
DBH	-0.938
TFAP2B	-3.000625
HIST1H2BJ	-1.5305
FAM46D	0.5395
TMEM11	-0.82075
C3orf32	0.558
PCCB	-0.61475
IPO13	-0.656
C6orf105	1.77825
COMMD5	0.158
SUV420H1	-0.4748
LTBR	1.084
ARHGAP15	-0.592375
HDHD2	-0.5205
TDRKH	-0.148333333333333
LOC401052	-0.2985
PSG4	-0.43375
GNB4	-0.9227
SPATA4	-0.019
SLC9A3	0.985
OSBP	0.6495
NBPF3	-0.4725
DOCK11	0.241
SLC39A5	1.28583333333333
PRR5	1.0957
C10orf63	-0.023875
SMTNL2	-0.58225
ADRA1A	0.43125
ASAH1	0.4639
DOM3Z	-0.7336
GIPR	0.0631666666666667
AHI1	0.497083333333333
NADSYN1	0.279333333333333
RGS14	-0.671
IL18BP	1.0742
RTN4RL1	-2.24966666666667
ARMC6	-0.2925
PSMD5	-0.0291666666666667
HK3	1.0274
OR4S1	0.195
RSU1	1.4524
MAD2L1	-1.73244444444444
EIF4A3	-0.588
DLEC1	-0.263166666666667
E4F1	-0.489666666666667
CHMP2B	1.026
CAMSAP1	0.08275
RPS21	0.861166666666667
ARID5A	-0.624
UBE2N	0.7477
IGSF8	0.269166666666667
MAGEB6	-0.587
ACAD11	-0.3382
MGC4172	0.5625
LMO4	-0.1985
KLKB1	-0.0015
HP	-0.185
HDAC3	-0.25575
SCHIP1	0.5665
CLCA1	0.927
OLFML2A	0.531125
C1orf112	-1.06825
KIF19	0.74875
HAPLN4	-0.4345
CXCR7	0.542333333333333
GOT2	0.858
RAB38	-2.823875
DCX	-0.265
PPM1H	0.80025
NFYC	-0.300916666666667
KIN	0.39325
ZNF228	0.49025
PLSCR4	2.47166666666667
HIG2	0.06825
FAM79B	0.4795
C21orf86	-0.8645
KCNK10	2.014
ZNF738	-0.512375
FSTL5	-0.3628
OR6A2	0.2565
OTOA	1.35816666666667
EXOC1	1.124875
AHRR	-2.921375
PDAP1	-0.286583333333333
C19orf6	0.302
ZAN	-0.36425
LY6G6E	-0.367
EIF4E2	-0.0435
C20orf198	0.47775
ZNF324	0.52875
CYP3A5	4.26933333333333
ENTPD7	1.8015
MBOAT5	-0.830833333333333
GJB5	3.44425
TTC13	1.01725
S100Z	-1.25416666666667
KIAA0664	-0.608
PDGFRB	2.00975
IL17D	-0.05825
OR56B4	-0.019
RDX	-2.61583333333333
SLC34A3	-0.3495
IL28B	0.476
JUND	1.4675
CHRNB1	0.1725
CAMK2B	-1.36125
FETUB	-1.47325
CXorf23	1.158875
MRTO4	-0.70225
TTC3	-0.0132
NDUFB8	0.117833333333333
EDG2	-1.5725
SEMA3G	-0.148
IL23A	0.22975
GRHL1	-0.352222222222222
LOC441054	-1.6185
WDR65	0.05625
PSTK	0.378
STOML3	0.207333333333333
R3HDM2	0.5338
C5	-2.68425
SLC2A10	-0.389
C3orf22	-0.14775
PAQR3	-0.151692307692308
ANKRD26	-0.453333333333333
HCRTR1	0.1155
LOC399947	0.243
PSD2	-0.30025
TIGD2	0.738666666666667
SCRN1	-1.362125
COQ10A	-0.5425
DDI2	0.2635
METTL7B	2.40833333333333
UCN2	0.0555
FAM92A3	-0.24725
WDR16	-0.042
ZNF511	0.921166666666667
ZMYM5	-0.07925
POLR3G	-1.25
ZNF586	-1.42625
C1orf49	-0.118166666666667
TANK	-0.6505
RCAN1	-0.372
PELI3	0.130333333333333
LIMD2	-0.568
TMEM189	1.143
NTN4	-2.3785
LOC151300	-0.5715
CLEC2A	-0.596
GPR135	-0.413625
DPYSL4	-3.4059
JAK2	-0.061
TSHZ1	-0.1495
TM9SF4	0.41225
ZNF264	0.284833333333333
SIRPG	1.572875
BICD1	-0.25725
HERC6	2.0295
METTL5	-0.405
CASP1	2.92325
PRRT1	-0.856
PLA2G4C	1.66916666666667
ICA1L	-0.233692307692308
TPTE2	0.3762
OTUD7A	0.4295
AQP11	-0.89175
APOA2	-5.4267
KALRN	1.2812
SECTM1	0.387333333333333
IFNAR1	-0.81375
TALDO1	-0.703875
RAB11FIP4	1.20416666666667
EIF5A	-0.2545
FAM49A	0.9925
NEGR1	-0.189166666666667
YTHDC2	0.478625
EHD2	-1.013625
NCF1	0.6321
SCRT2	0.4825
HOXA5	-0.314
NUP133	0.188
FGF12	-0.892266666666667
SLMO2	1.362125
SNTA1	-1.003125
CACNG2	-0.18775
GCM1	-0.245125
ELF1	0.468166666666667
TLR5	1.16725
TCFL5	-0.733833333333333
RBMY2FP	-0.058
LOC100125556	0.48575
FAM129B	-0.11075
MAP3K7IP1	-0.607625
NCK2	-0.4025
OXA1L	-1.5245
FMO9P	0.382
ZSCAN12	0.59675
PSMD12	0.237916666666667
HSCB	-0.2515
CLDN10	-2.83775
MGC13053	0.052
HPCAL4	-0.103666666666667
ASZ1	-0.417
MEX3D	0.674666666666667
NFAT5	0.9065
CSPG4LYP1	-0.452166666666667
FBXO3	0.4255
DVL1	-1.1085
CMKLR1	0.869833333333334
TYMS	-2.864375
PEF1	0.08225
ZNF750	-1.9102
MCM5	-0.539
MEGF11	0.32275
KCNK7	-0.0045
PTP4A3	0.1375
C1QTNF2	-1.43166666666667
OR6S1	-0.0015
FAM122B	-0.65075
ZNF551	-0.1625
HBQ1	-2.189
GEMIN6	-0.449
ARSK	0.16725
RBP7	0.973666666666666
CPNE9	0.22575
DSC1	-0.018
LOC730112	-0.695
MAP2K4	0.06075
HS3ST5	0.1945
EPB41L3	-0.26775
TEKT2	-0.9225
CDKN2B	0.205166666666667
ZNF480	0.5575
MAP3K6	-0.4948
MAP6	0.773
HN1	1.0791
OR2L13	0.679166666666667
SLC16A11	-0.06825
FAM96A	-0.087
APOL1	1.84325
C5orf32	1.95675
RTP1	-0.403
RNF175	-0.866
ZBTB41	0.483
AHCTF1	0.0853
SAE2	-0.5132
ITGA2	1.54275
MME	-0.576666666666667
CCDC14	-0.01525
MAST4	0.234142857142857
KRT33B	-0.502
KCTD2	-0.533666666666667
WDR26	-0.053
MFI2	1.849875
NR4A3	-0.255375
ARSA	-0.589
UNKL	-0.425833333333333
SULT6B1	0.1435
CCNA2	-2.1225
SOX15	0.04
PPAPDC1B	-0.161916666666667
C19orf44	-0.165
MCAT	0.22225
ARID1B	0.327
OR52N1	1.069
C12orf48	-0.25525
MAGI1	-0.05825
NIPA2	-0.06675
GBX2	-1.60025
RSHL3	-0.039
RAVER1	-0.373333333333333
C15orf17	-0.77375
SLC30A2	0.82075
ZNF518	0.5285
PCYT1B	-0.9905
C10orf114	-1.221
EIF3H	0.643166666666667
SLC25A39	-0.699
KIF1B	-0.03875
AMOTL2	-0.4075
C6orf120	0.219428571428571
PSRC1	-1.913
PLA2G10	3.0425
KIF5C	-0.547714285714286
MRPL37	-0.9245
C17orf62	-0.0113333333333333
C9orf135	-0.462166666666667
DUSP10	0.7656
CLCNKB	-0.0695
PSMA5	-0.150625
C8orf53	0.80825
AMPD3	1.37733333333333
PIAS1	-0.61425
ADCYAP1R1	0.086
GYLTL1B	0.62
CDH20	0.106666666666667
FBXO7	0.397
TMEM134	-0.44
FLJ14213	1.7115
ZNF3	0.141
LRRFIP1	0.229833333333333
CNOT2	0.672083333333333
ABI3	1.7325
ALDH5A1	0.543083333333333
HNT	2.8684
SERPINA4	-1.19425
TK2	0.00325000000000001
STMN1	-2.17166666666667
GUCA2A	0.473666666666667
GALNT10	0.699857142857143
DPP6	-0.558
C9orf93	-0.42675
PRELID2	1.952875
STK39	2.277375
SFTPA1	-0.76925
CKS2	-0.0286666666666667
RHO	0.064
C20orf135	-0.04025
XKR3	-1.0225
CR1	0.143375
RPS6KA2	0.3565
C20orf112	0.63975
MRPL22	0.13775
C4orf23	-0.496333333333333
GADD45B	-0.1895
KLHDC1	0.181666666666667
C2orf48	-2.336
ZNF287	-0.083
DAAM2	-1.6655
DPPA2	-2.12666666666667
TCTN3	0.592833333333333
DNAJB11	0.26575
FPR1	2.70675
DEFB4	-0.032
PTCD2	-0.4978
SMOC2	5.27
CABP7	0.66325
SERPINB11	-0.18175
MAGEF1	-0.1005
NDE1	-0.649833333333333
ITGA10	-0.5455
FSHB	-0.4315
ANXA2	1.567625
HORMAD2	-0.2685
HLCS	-0.528
MCF2L	0.794416666666667
FH	-0.64675
TBC1D24	0.86075
KIAA1505	1.8975
LGALS2	3.1175
CNBD1	0.2835
SYNPO2L	0.15225
PTPN23	-0.348428571428571
C1orf183	-0.35
MAGEA8	-1.70275
DGCR8	-0.382625
GSR	-1.01525
PAQR7	-0.11825
ZNF676	-1.147
CACNA1C	1.2631
SP7	1.141
PDCD6	0.31925
NRN1L	-0.7855
BRI3BP	0.693833333333333
KIAA1183	-0.15725
ASB4	0.24225
CCL23	1.7656
OBSL1	-2.247625
SLC12A7	0.621083333333333
KIAA0240	1.511125
CD1B	-3.43583333333333
FCGR2A	1.598125
MDC1	-0.825
HTR1A	0.3565
OCEL1	-0.321
ATP11B	0.44325
FBXO34	1.41916666666667
PCDH12	2.78683333333333
RPE	-0.89325
C17orf74	0.2535
CSDC2	0.5145
PET112L	-0.28525
TMBIM1	0.98475
P2RXL1	-0.20125
TCHP	-0.3645
TRMT1	-0.340833333333333
F2RL2	-0.408333333333333
LRRC32	3.03833333333333
IMPG2	0.042
BGLAP	-0.6215
LOC493869	-1.08091666666667
MRAS	0.983375
SLC35F5	0.1265
CBWD1	-0.4595
AXL	-1.5045
ATP2C2	3.49125
TELO2	-1.00125
PNPLA3	-1.0685
PCDHB14	1.321
CD276	-0.4275
KRT80	-0.48175
DUSP28	-0.2405
CSNK1E	-0.761666666666667
SRP14	-0.123
KCNQ4	-0.5025
KRT72	0.0453333333333333
CCDC117	0.077375
C6orf89	-0.209666666666667
TUBB2B	-2.77933333333333
RTN4IP1	-0.06475
CR1L	-3.5735
CEND1	-0.1205
C12orf41	-0.333166666666667
RNF31	-0.99975
UBN1	0.240666666666667
C17orf32	0.401375
SLC5A7	0.592
GPR92	2.48233333333333
ESAM	1.6312
CTNNA1	0.201916666666667
HRBL	0.8948
CBX4	-1.253
TMEM182	0.2805
SH3TC2	2.501
IL10	-0.0598333333333333
PXMP4	1.373
RNF167	-0.0484
PAK7	1.35
ETV3	-0.2155
ATPIF1	-0.376333333333333
LOC554207	-1.19333333333333
OR8H1	-0.505
WDFY3	0.87875
DPM1	-0.22875
GPSM1	-0.447
WDR92	-0.9314
LRP1	0.4565
ANKH	0.072625
THUMPD3	-1.489
POLR1B	0.47975
OLFM4	9.06266666666667
RAD9B	-0.175666666666667
TSPY2	-3.054
PAX6	-1.48166666666667
SCG2	-1.68275
SLC17A6	0.46925
FMO3	1.202125
PADI4	0.00387500000000002
TUBB4	-1.4045
NLK	-0.813
POU4F3	-0.2305
SDF4	-1.04175
ITGBL1	1.15483333333333
NETO1	-1.329625
TAP2	0.851625
ABBA-1	-0.705416666666667
GNAI1	0.3605
VPS4B	0.3225
NOPE	0.5757
GALNT6	1.72466666666667
SESN1	2.956625
GBE1	-2.05466666666667
CLASP1	0.69125
RASGEF1B	0.40425
ACOT11	0.955642857142857
AFAP1	1.28925
OR2H2	-0.71225
DPY19L2P1	-0.99825
DZIP1	-1.2345
SEC22C	-1.47375
GPR161	-0.03275
RNF146	0.61225
WDR74	-0.806125
GALP	-0.165
PURA	0.22925
DNPEP	0.791416666666667
RP11-78J21.1	-0.75175
ERBB2	1.57625
FANCM	-1.34383333333333
NEO1	1.27816666666667
DDX3Y	-4.451
RPS3A	-0.43325
MXRA7	-0.177142857142857
LGALS3	1.04966666666667
GLT8D1	-0.83275
CFL2	-2.03866666666667
UPB1	-0.06275
NAP1L5	-0.880375
CLDN14	1.05725
DHX38	-0.4835
BTBD1	-0.22025
TARS2	-0.1115
ABCF1	0.1288
FCF1	-0.723333333333333
LRRC49	0.036
GUCY1B2	-0.118
C1orf177	1.119
SMARCA4	-0.604928571428571
LRP8	-0.6165
TAGLN3	-0.38275
MRPL14	-0.0795
TTRAP	0.647
ZDHHC20	0.81325
NFE2L3	0.8545
KIAA1377	0.856625
PALMD	-0.4243
TMEM43	-0.676
TTL	-0.7225
STAT5B	-1.04983333333333
SSB	-0.438625
OR10H5	0.403
SLC22A13	-0.2275
AKAP3	-1.14125
TIMM23	0.128
OAS2	0.4815
KIAA0423	-0.2975
TRIM11	0.537166666666667
GLIS3	1.367625
TMEM50B	-0.0413333333333333
ARHGEF4	-0.62325
DEGS1	-0.867181818181818
TBL1XR1	1.01776666666667
G6PD	-2.4405
SP140	0.7298
MUC17	3.32785714285714
NUDC	-0.6708
DNAJC5B	1.14833333333333
SCARA3	-2.295
CPA3	3.68083333333333
BCAT2	-0.50275
MFN1	-0.2801
NRG3	-0.334
SNX11	0.63025
PLEKHH1	0.1285
GPR177	-0.148
HCFC2	-0.16975
TCAP	-0.2795
MOCOS	-0.869
C14orf93	-0.38375
PRDM10	0.228833333333333
SLC16A4	1.329
SRGAP1	0.250166666666667
VIP	2.617
DUSP27	4.63216666666667
LILRA1	0.1319
MC2R	-0.0835
MGC24103	-0.987
MBTD1	-0.566
FUT11	-0.6785
USP33	-0.1196
C15orf39	0.4475
MAP3K12	-0.34975
PAAF1	-1.43433333333333
BARHL1	-0.09
FLJ16165	-0.5025
PIWIL2	-0.56875
SYNE1	-0.174333333333333
CMTM4	1.139125
TSPYL1	0.665
GUF1	-0.354666666666667
TMEM157	0.958
WDR44	0.92475
HIST1H3C	-0.509
DKFZp666G057	-0.281333333333333
RNPEP	0.11675
GAS2L2	-0.3875
ADH4	-1.60775
GRPR	-0.288833333333333
FBXL17	0.25075
ZBTB10	-0.42775
Gcom1	0.674611111111111
HTRA1	1.0559
ZNF585A	-0.0968333333333333
SLC26A2	-0.199357142857143
OTOP3	-0.178833333333333
WISP1	2.21744444444444
ATP2B4	-0.738833333333333
FLJ10769	0.66
CRAMP1L	-0.1625
CHST12	0.31825
RAB22A	1.02616666666667
TARDBP	-0.0254285714285714
STAU1	0.47425
CRB3	2.175
MIG7	-1.2105
CHMP1A	0.372166666666667
ZNF160	-0.172125
B3GALT6	-0.46825
BARX1	-2.52866666666667
C6orf167	-0.5681875
NXNL1	0.0065
DHX29	-0.00775000000000001
HADHB	-0.4485
PLXNB2	0.148
ILDR1	-0.2905
SLC15A3	2.373
GAS2	0.605833333333333
C20orf69	-0.17025
NUMB	0.269
TNIP1	0.164625
MESP1	0.689833333333333
PSKH1	-0.03625
NSFL1C	-0.956875
RHOG	-0.229
HEY1	-2.01883333333333
KNG1	-0.45375
ITGAX	1.4553
LIN9	0.379333333333333
CANT1	1.031625
XRN1	0.5555
CCDC96	0.167333333333333
HEATR6	-2.04383333333333
GNG7	-0.688833333333333
RUNX2	0.4446875
SOX1	0.1985
FCRL5	0.8954
ZNF99	-0.18825
FAM9A	-0.161
SNX22	0.094
MBNL3	-1.59183333333333
ODC1	-0.2286
ADORA2B	1.0355
NR2F6	-1.19625
ZFYVE16	-0.235444444444444
SYNJ2BP	0.2481
POLE	-1.218625
E2F2	-0.877625
THRA	0.00433333333333331
PTGES2	-0.710833333333333
HIP1R	1.4195
TMUB1	-0.872333333333333
ENO3	-2.53925
RSPH10B	-0.135
CXorf39	1.236
IRGC	-0.242
GPR109B	1.737
FLJ13305	-1.488
LCE3A	-0.445
TNFRSF18	-1.20783333333333
DET1	-0.67375
TRPM3	-0.384166666666667
C16orf79	-1.474
FECH	-1.23683333333333
RAP2A	0.955
CRIP1	0.784833333333333
AZIN1	0.300625
SLC7A7	4.19325
IL10RA	0.2378
TMEM64	-0.679
CDC42EP4	0.9002
C16orf58	-0.1789
ARG2	-2.8945
POU5F1P4	-3.33875
FAM62B	-0.263
DNAH8	-1.27022222222222
ASH2L	-0.58125
TSLP	-1.93083333333333
CNTNAP5	-0.515166666666667
TMEM16C	0.173
IFNA14	-0.015
SLC1A3	-0.679875
CABYR	-1.10975
BCL7B	-0.3927
NUDT13	-0.1805
C13orf28	-0.216666666666667
C1orf53	0.5745
ARL6IP4	-0.3217
RPL35A	0.70425
EMR3	0.14525
RAB40C	-0.0214166666666666
SLC41A1	0.0278333333333333
LRCH1	1.42925
LY6G5B	-0.1025
FAM124A	-0.0262142857142857
MGC10981	-4.33983333333333
CLIP3	-0.0882
MAP4K2	-1.9965
CHIC1	0.51125
SULF1	4.48416666666667
C20orf30	-1.15985714285714
PRDM5	-0.41225
ELOVL1	-0.50875
C11orf48	-0.316875
SLC39A10	0.13925
KCNV1	0.342
ACP1	-0.525
ZMYM2	-0.126875
B3GNT6	-0.2065
C9orf69	0.71825
C2orf15	1.458
C20orf166	0.349
HSP90AA6P	-0.96
EDG7	-1.1925
NEURL	-0.6985
LPL	-0.0635
CLEC2D	-0.188071428571429
GRRP1	1.00916666666667
CD8B	-3.3062
HIST1H3D	-1.53233333333333
SLC6A12	0.429875
FAM27L	-0.3955
CD84	0.5585
RASA1	-0.3125
PHKG1	-0.1085
MAGEA11	-1.4245
IMPA1	0.3683
NPM3	0.36175
RARRES1	2.56
SH3BP1	-0.13025
B3GNTL1	-0.413
ARPC5L	-0.0151666666666666
KLHL26	-0.42225
SIM2	1.54575
GJC1	-0.0925
C20orf194	-0.769
EXO1	-1.7325
SLC2A2	-1.41883333333333
LOC285074	-0.25875
LRG1	1.4645
KIRREL	-0.183
PIK3R1	1.09578571428571
C4orf34	-1.265
MAF	-0.496222222222222
ADCY4	3.00283333333333
ZMIZ2	0.6152
SLC46A3	1.4725
STAMBP	-0.148333333333333
CCDC16	1.2305
MS4A12	0.471
TCF20	1.56925
LRRC46	-0.08275
C20orf152	0.16775
MRPS6	-0.66
ABCB11	0.0155
KCNC2	0.164
CDH19	-1.5035
C9orf123	0.398166666666667
SSH3	0.3485
LDLRAD1	-2.57366666666667
CCBE1	-0.352
ZNF135	-0.4125
TAAR1	0.142
WFDC12	-0.244
CCDC42	-0.186
FLJ12529	-0.605
PER1	-1.1774
TIMM50	0.103166666666667
SMARCAD1	0.22
FAM26C	-0.078
TP53TG3	-1.88533333333333
SH3RF1	0.9282
LMCD1	0.6145
GPR63	-0.35
FLJ21986	-1.508875
AIFM3	1.372
MICAL1	1.04533333333333
BLZF1	0.518333333333333
IQCA	-0.1195
PCDHGC3	-0.173
SAC	0.13775
BCL6B	1.83433333333333
DDO	0.31425
MARCO	4.45475
DCHS1	1.30516666666667
C1orf170	-1.78366666666667
CD200R1	-0.154666666666667
C22orf15	-0.257
SEPT11	0.5345
ADNP	0.076
UST	-1.5334
C13orf34	-0.110333333333333
RFFL	1.33542857142857
APBA3	0.035
C2orf60	0.3915
CUTL1	0.4823
PMS1	-0.421625
ZNF689	-0.2325
EIF3E	0.0815
IL9	0.5494
RPL31	0.93775
LY9	0.1785
ATP2B3	-0.14475
KDELR2	0.412333333333333
TFCP2	0.677
NLRP12	-0.276571428571429
FLJ45422	0.3295
TLE4	-0.1275
ZNF570	-0.3375
FLJ43806	0.1065
TLK2	-0.425125
CIR	0.909
MARS2	0.0655
COL24A1	0.7815
SDF2L1	-0.0545
HIBADH	-0.224333333333333
IGFBP3	-2.22057142857143
C12orf23	0.395125
PSPC1	-0.163
C20orf43	0.16175
TRAV20	-0.0675
ARHGAP24	0.28
KIAA1975	-0.297375
C1QA	3.2921
DNTT	-5.414
C10orf6	-0.143666666666667
C11orf41	-0.806125
HNRPF	0.5245
COL11A1	5.736
UBAP2	0.290833333333333
CDKN2AIPNL	0.124
C20orf174	1.53275
SPRED2	-0.63525
PLA2G12A	-0.0178333333333333
ICEBERG	-1.165
SCN10A	-0.375
C11orf65	-0.75
GBP5	4.26275
PITPNC1	-0.675333333333333
POU3F3	0.168
NCOA7	2.28
LIN7C	0.1782
LOC348840	-1.758
NKX2-2	-1.0605
ANKRD13D	-0.511
LOC123688	-0.7295
FUT2	3.46316666666667
TAAR8	0.2665
FZD4	-0.646833333333333
PNMA3	0.074
OR4L1	0.732
WIT1	-1.991
EXOC3L	1.01
ATPBD4	-0.3
KRBA1	-3.1465
UBXD6	0.10475
HOXB7	1.2245
C7orf23	0.3475
UNQ338	2.4245
STAB2	-0.52425
CDC20B	0.64775
IRF9	1.152
CENTG1	0.44325
TNPO2	-0.4195
MCPH1	-0.158
BMS1P5	0.06825
SLC26A7	0.1765
HIST1H3J	0.93975
C9orf3	1.0176
LBH	1.807125
MYO1D	1.724125
PTDSS2	-0.4435
NFU1	-0.26525
DEPDC4	-0.55925
WNT7B	-0.3605
GLP2R	0.347
SETD4	-0.5522
DYNLT3	-0.459
FKBP11	-0.0516666666666667
SESTD1	-0.161333333333333
FLII	-1.38225
RPS16	0.7602
