Hybridization REF	TCGA-AA-A00E-01A-01R-A002-07
SIRPG	1.971125
BICD1	-0.2625
HERC6	2.0445
METTL5	-0.223
CASP1	2.37
PRRT1	-0.9125
PLA2G4C	0.713666666666667
ICA1L	-1.11992857142857
TPTE2	0.0433333333333333
OTUD7A	0.771333333333333
AQP11	-0.23225
APOA2	-4.756
KALRN	-0.1356
SECTM1	2.06691666666667
IFNAR1	0.233
TALDO1	0.2
RAB11FIP4	0.668666666666667
EIF5A	1.1135
FAM49A	2.66375
NEGR1	-0.7185
YTHDC2	0.786375
EHD2	-1.7655
NCF1	1.7188
SCRT2	0.677
HOXA5	1.94333333333333
NUP133	-0.44325
FGF12	-1.955
SLMO2	-0.039875
SNTA1	-1.822875
CACNG2	0.101625
GCM1	0.504125
ELF1	0.682833333333333
TLR5	1.22275
TCFL5	-0.460166666666667
RBMY2FP	-0.3375
LOC100125556	0.130375
FAM129B	0.001375
MAP3K7IP1	-0.58375
NCK2	0.435
OXA1L	-0.85525
FMO9P	-0.0725
ZSCAN12	0.13325
PSMD12	0.219416666666667
HSCB	0.4735
CLDN10	-3.3905
MGC13053	-0.29475
HPCAL4	-0.897666666666667
ASZ1	0.82
MEX3D	0.643833333333333
NFAT5	0.0332
CSPG4LYP1	-0.324666666666667
FBXO3	0.5944
DVL1	-0.173333333333333
CMKLR1	2.903
TYMS	-0.5635
PEF1	0.491
ZNF750	-1.9965
MCM5	-0.5129
MEGF11	-0.219
KCNK7	-0.3435
PTP4A3	-0.171
C1QTNF2	-1.89833333333333
OR6S1	-0.146
FAM122B	-0.34675
ZNF551	-3.072625
HBQ1	-2.6365
GEMIN6	-0.61525
ARSK	-0.82625
RBP7	-0.372166666666667
CPNE9	0.1455
DSC1	-0.4325
LOC730112	0.5285
MAP2K4	0.82525
HS3ST5	-3.047
EPB41L3	-0.4545
TEKT2	-1.3695
CDKN2B	0.5365
ZNF480	-2.389
MAP3K6	-0.0994
MAP6	-0.261833333333333
HN1	0.3465
OR2L13	-0.297666666666667
SLC16A11	0.2055
FAM96A	0.10325
APOL1	0.817
C5orf32	2.3735
RTP1	0.026
RNF175	-1.12225
ZBTB41	0.8555
AHCTF1	0.0953
SAE2	-0.4837
ITGA2	1.57066666666667
MME	-1.802
CCDC14	-0.91025
MAST4	-0.805714285714286
KRT33B	-0.044
KCTD2	-0.299666666666667
WDR26	0.139666666666667
MFI2	2.4695
NR4A3	0.44775
ARSA	0.99925
UNKL	-1.87533333333333
SULT6B1	0.375
CCNA2	-0.404833333333333
SOX15	-0.4625
PPAPDC1B	1.02433333333333
C19orf44	-0.767
MCAT	0.226916666666667
ARID1B	0.355
OR52N1	-0.4105
C12orf48	0.173
MAGI1	-0.28825
NIPA2	0.089
GBX2	-1.718
RSHL3	0.05075
RAVER1	0.0653333333333333
C15orf17	-0.415
SLC30A2	0.15125
ZNF518	0.4755
PCYT1B	-2.2055
C10orf114	-2.33
EIF3H	-0.27325
SLC25A39	0.098
KIF1B	0.02125
AMOTL2	-1.002
C6orf120	0.420375
PSRC1	-0.20325
PLA2G10	3.24575
KIF5C	-0.442875
MRPL37	-0.1665
C17orf62	-0.2765
C9orf135	-1.598
DUSP10	0.2553
CLCNKB	-0.1645
PSMA5	0.400875
C8orf53	-0.24575
AMPD3	1.123
PIAS1	-0.53975
ADCYAP1R1	0.2515
GYLTL1B	1.844
CDH20	0.09
FBXO7	-0.238
TMEM134	0.203166666666667
FLJ14213	3.334
ZNF3	0.3975
LRRFIP1	0.168125
CNOT2	0.06025
ABI3	2.321
ALDH5A1	0.210166666666667
HNT	1.3937
SERPINA4	-2.50075
TK2	0.240181818181818
STMN1	-1.19588888888889
GUCA2A	4.19883333333333
GALNT10	0.627857142857143
DPP6	-0.809833333333333
C9orf93	0.19425
PRELID2	0.753125
STK39	1.774625
SFTPA1	-0.67475
CKS2	-0.165777777777778
RHO	0.174375
C20orf135	-0.03275
XKR3	-2.1865
CR1	0.736
RPS6KA2	0.125571428571429
C20orf112	0.83375
MRPL22	0.00325
C4orf23	0.840833333333333
GADD45B	-0.5815
KLHDC1	-0.168666666666667
C2orf48	-1.156
ZNF287	-1.355
DAAM2	-2.5245
DPPA2	-3.26133333333333
TCTN3	0.436
DNAJB11	0.65375
FPR1	3.52425
DEFB4	0.3695
PTCD2	-1.2723
SMOC2	3.42683333333333
CABP7	0.1355
SERPINB11	-0.14875
MAGEF1	0.69025
NDE1	-0.985333333333333
ITGA10	-0.2665
FSHB	0.772
ANXA2	1.652625
HORMAD2	-0.40725
HLCS	0.622
MCF2L	0.86075
FH	-0.4645
TBC1D24	0.89125
KIAA1505	0.1885
LGALS2	-0.40525
CNBD1	-0.2515
SYNPO2L	-0.383
PTPN23	-0.0577857142857143
C1orf183	0.309
MAGEA8	-2.5955
DGCR8	-0.77775
GSR	0.78925
PAQR7	0.8735
ZNF676	-1.2855
CACNA1C	-0.9117
SP7	-0.2675
PDCD6	-0.4215
NRN1L	-2.117
BRI3BP	0.6215
KIAA1183	0.117
ASB4	0.33075
CCL23	2.8216
OBSL1	-3.592375
SLC12A7	0.924833333333333
KIAA0240	0.749625
CD1B	-1.91166666666667
FCGR2A	1.839625
MDC1	-0.75325
HTR1A	0.2305
OCEL1	-1.09275
ATP11B	0.7836875
FBXO34	0.728833333333333
PCDH12	2.223
RPE	0.07375
C17orf74	0.2945
CSDC2	0.03
PET112L	-0.89825
TMBIM1	1.800125
P2RXL1	-0.34525
TCHP	0.1705
TRMT1	-0.946833333333334
F2RL2	-0.52975
LRRC32	2.13033333333333
IMPG2	0.3855
BGLAP	-0.63825
LOC493869	-1.87616666666667
MRAS	0.701625
SLC35F5	0.4685
CBWD1	-0.145
AXL	-2.720625
ATP2C2	4.08975
TELO2	-1.05575
PNPLA3	-3.95525
PCDHB14	1.538
CD276	0.41125
KRT80	-2.105125
DUSP28	0.317
CSNK1E	-1.19266666666667
SRP14	0.1325
KCNQ4	-0.0235
KRT72	0.480833333333333
CCDC117	0.653625
C6orf89	-0.0312777777777778
TUBB2B	-3.55033333333333
RTN4IP1	0.06175
CR1L	-3.36683333333333
CEND1	0.100625
C12orf41	-0.1875
RNF31	0.02575
UBN1	-0.2265
C17orf32	0.150375
SLC5A7	0.415666666666667
GPR92	2.32883333333333
ESAM	1.7746
CTNNA1	0.284666666666667
HRBL	1.0888
CBX4	0.18525
TMEM182	0.624
SH3TC2	1.02933333333333
IL10	0.896
PXMP4	0.5115
RNF167	-0.2827
PAK7	-0.538833333333333
ETV3	-0.0675
ATPIF1	0.537333333333333
LOC554207	-1.75033333333333
OR8H1	0.44875
WDFY3	0.303875
DPM1	-0.582
GPSM1	-0.3165
WDR92	-0.891
LRP1	0.124
ANKH	-0.2435
THUMPD3	-0.55875
POLR1B	-0.01025
OLFM4	7.06816666666667
RAD9B	1.64825
TSPY2	-3.529
PAX6	-2.1722
SCG2	-1.139625
SLC17A6	0.217
FMO3	1.129125
PADI4	-0.171625
TUBB4	-0.621
NLK	0.133
POU4F3	-0.2625
SDF4	0.508
ITGBL1	-1.22416666666667
NETO1	-1.82275
TAP2	1.289375
ABBA-1	-0.50325
GNAI1	-1.34
VPS4B	1.022
NOPE	-0.4879
GALNT6	0.0501666666666666
SESN1	-0.195875
GBE1	-1.83888888888889
CLASP1	-0.18225
RASGEF1B	1.68325
ACOT11	1.35071428571429
AFAP1	-0.01625
OR2H2	0.29825
DPY19L2P1	-1.439
DZIP1	-2.77425
SEC22C	0.294833333333333
GPR161	-0.670166666666667
RNF146	0.66075
WDR74	-0.840875
GALP	-0.8985
PURA	-0.1315
DNPEP	0.411583333333333
RP11-78J21.1	-0.56275
ERBB2	1.14175
FANCM	-0.549416666666667
NEO1	2.1215
DDX3Y	0.2081
RPS3A	-0.302875
MXRA7	-1.30214285714286
LGALS3	2.75466666666667
GLT8D1	0.148
CFL2	-2.42766666666667
UPB1	-0.3505
NAP1L5	-0.55475
CLDN14	-1.0985
DHX38	-0.54075
BTBD1	0.43975
TARS2	-0.7515
ABCF1	-0.3342
FCF1	-0.0866666666666667
LRRC49	-0.451
GUCY1B2	-1.8235
C1orf177	0.7025
SMARCA4	-0.524142857142857
LRP8	0.245666666666667
TAGLN3	-1.04625
MRPL14	-0.248
TTRAP	2.14075
ZDHHC20	1.6905
NFE2L3	2.65925
KIAA1377	-1.31475
PALMD	-0.778
TMEM43	-0.6225
TTL	-0.193125
STAT5B	-0.609833333333333
SSB	-0.32575
OR10H5	0.4905
SLC22A13	-0.57625
AKAP3	-0.39725
TIMM23	-0.878666666666667
OAS2	1.93525
KIAA0423	-0.92625
TRIM11	0.491166666666667
GLIS3	1.175875
TMEM50B	1.484
ARHGEF4	-2.630625
DEGS1	-0.703909090909091
TBL1XR1	0.769866666666667
G6PD	-1.73825
SP140	1.4279
MUC17	2.15928571428571
NUDC	-0.1901
DNAJC5B	2.81966666666667
SCARA3	-2.42466666666667
CPA3	5.38666666666667
BCAT2	0.111375
MFN1	0.7615
NRG3	-0.1235
SNX11	0.38775
PLEKHH1	0.9995
GPR177	-0.0338333333333333
HCFC2	0.1305
TCAP	-1.06775
MOCOS	0.58
C14orf93	-0.99275
PRDM10	0.0601666666666667
SLC16A4	-1.32091666666667
SRGAP1	-1.72583333333333
VIP	4.2545
DUSP27	-0.1365
LILRA1	1.2954
MC2R	0.2315
MGC24103	-2.47725
MBTD1	-1.2805
FUT11	-0.546166666666667
USP33	0.1409
C15orf39	-0.388
MAP3K12	-1.107125
PAAF1	-2.06416666666667
BARHL1	0.213
FLJ16165	0.5235
PIWIL2	-2.429
SYNE1	-0.426916666666667
CMTM4	1.472875
TSPYL1	-0.2636
GUF1	1.05816666666667
TMEM157	0.1945
WDR44	0.35125
HIST1H3C	-0.04925
DKFZp666G057	-0.947
RNPEP	0.771
GAS2L2	-0.0783333333333333
ADH4	-4.58225
GRPR	-0.180333333333333
FBXL17	0.5785
ZBTB10	-0.165
Gcom1	0.455333333333333
HTRA1	0.915
ZNF585A	0.519
SLC26A2	2.51864285714286
OTOP3	0.162
WISP1	1.75688888888889
ATP2B4	-1.706
FLJ10769	-0.0545
CRAMP1L	-0.151625
CHST12	-1.62875
RAB22A	0.554333333333333
TARDBP	0.000642857142857108
STAU1	0.06075
CRB3	2.80266666666667
MIG7	-0.652
CHMP1A	0.272833333333333
ZNF160	-0.712625
B3GALT6	0.977
BARX1	-2.128
C6orf167	0.050375
NXNL1	0.215
DHX29	0.28225
HADHB	-0.414
PLXNB2	0.653
ILDR1	-1.00775
SLC15A3	2.36
GAS2	-3.043
C20orf69	-0.05175
NUMB	0.72875
TNIP1	0.439375
MESP1	0.4435
PSKH1	-0.10425
NSFL1C	-0.140625
RHOG	0.117
HEY1	-3.8105
KNG1	-1.32925
ITGAX	2.3785
LIN9	0.0363333333333333
CANT1	2.017875
XRN1	0.651571428571429
CCDC96	-0.0456666666666667
HEATR6	-1.70566666666667
GNG7	-1.21983333333333
RUNX2	-0.08625
SOX1	-0.0293333333333333
FCRL5	1.7389
ZNF99	0.196875
FAM9A	0.7425
SNX22	0.7945
MBNL3	-0.446833333333333
ODC1	0.7361
ADORA2B	1.52183333333333
NR2F6	-0.23525
ZFYVE16	0.349722222222222
SYNJ2BP	0.4392
POLE	-0.626
E2F2	0.05
THRA	-0.439333333333333
PTGES2	-0.276666666666667
HIP1R	1.223
TMUB1	0.206166666666667
ENO3	-2.37975
RSPH10B	-0.362
CXorf39	1.3375
IRGC	0.31525
GPR109B	2.0445
FLJ13305	0.2425
LCE3A	0.0235
TNFRSF18	-1.04816666666667
DET1	-0.533
TRPM3	0.137916666666667
C16orf79	-1.1235
FECH	-0.1445
RAP2A	0.328
CRIP1	1.27966666666667
AZIN1	-0.432625
SLC7A7	3.60025
IL10RA	1.0372
TMEM64	-1.2645
CDC42EP4	0.9225
C16orf58	-0.1681
ARG2	0.209
POU5F1P4	-4.70525
FAM62B	0.104125
DNAH8	-1.9004
ASH2L	-0.14325
TSLP	-1.92566666666667
CNTNAP5	-0.4136
TMEM16C	-0.747
IFNA14	0.2445
SLC1A3	0.441625
CABYR	-0.8015
BCL7B	-0.2866
NUDT13	-0.9125
C13orf28	-0.179666666666667
C1orf53	-0.32725
ARL6IP4	-0.0919
RPL35A	-0.507
EMR3	1.23225
RAB40C	0.227916666666667
SLC41A1	-0.463833333333333
LRCH1	1.5145
LY6G5B	-0.935
FAM124A	-0.778857142857143
MGC10981	1.9175
CLIP3	-0.8584
MAP4K2	-1.86133333333333
CHIC1	0.62575
SULF1	3.70183333333333
C20orf30	-0.409214285714286
PRDM5	1.219
ELOVL1	0.10975
C11orf48	0.227625
SLC39A10	0.2835
KCNV1	-0.01275
ACP1	-0.498166666666667
ZMYM2	-0.30775
B3GNT6	2.0545
C9orf69	0.4755
C2orf15	0.83975
C20orf166	-0.126
HSP90AA6P	1.1065
EDG7	-0.5265
NEURL	-0.187125
LPL	-1.23333333333333
CLEC2D	-0.0647142857142857
GRRP1	1.07083333333333
CD8B	-3.031
HIST1H3D	-0.770166666666667
SLC6A12	0.693375
FAM27L	0.2185
CD84	2.3415
RASA1	-0.052
PHKG1	-0.258
MAGEA11	-1.5955
IMPA1	0.3009
NPM3	0.71575
RARRES1	6.12025
SH3BP1	0.539375
B3GNTL1	0.256
ARPC5L	0.275166666666667
KLHL26	0.06475
SIM2	1.95825
GJC1	0.223
C20orf194	-1.37025
EXO1	-0.89825
SLC2A2	-1.55216666666667
LOC285074	-1.1705
LRG1	1.6655
KIRREL	-0.602
PIK3R1	0.4005
C4orf34	0.2185
MAF	-1.84111111111111
ADCY4	3.329
ZMIZ2	0.212
SLC46A3	3.09683333333333
STAMBP	-0.0385
CCDC16	0.0475
MS4A12	4.7825
TCF20	0.799
LRRC46	-0.7455
C20orf152	-0.22
MRPS6	-0.598375
ABCB11	0.7985
KCNC2	0.220166666666667
CDH19	-1.22633333333333
C9orf123	-0.247
SSH3	-0.125375
LDLRAD1	-3.65366666666667
CCBE1	-0.81
ZNF135	-1.4575
TAAR1	0.2295
WFDC12	0.3165
CCDC42	0.1075
FLJ12529	-0.768
PER1	-0.916
TIMM50	-0.3465
SMARCAD1	-0.583333333333333
FAM26C	0.4525
TP53TG3	-2.9895
SH3RF1	1.9046
LMCD1	0.5515
GPR63	0.2535
FLJ21986	-2.76775
AIFM3	1.18975
MICAL1	0.925833333333333
BLZF1	0.740666666666667
IQCA	-0.837166666666667
PCDHGC3	-1.0725
SAC	-0.1125
BCL6B	2.41166666666667
DDO	-0.83225
MARCO	3.6955
DCHS1	-0.363666666666667
C1orf170	-1.97783333333333
CD200R1	0.694333333333333
C22orf15	-0.829
SEPT11	1.187
ADNP	-0.379
UST	-2.3592
C13orf34	-0.120833333333333
RFFL	0.859071428571428
APBA3	-0.069
C2orf60	0.090375
CUTL1	0.3136
PMS1	-0.300625
ZNF689	-1.5515
EIF3E	-0.353333333333333
IL9	-0.045
RPL31	-0.769875
LY9	0.663833333333333
ATP2B3	-0.02825
KDELR2	1.10875
TFCP2	0.501875
NLRP12	-0.2015
FLJ45422	-0.853
TLE4	-0.5688
ZNF570	-0.684
FLJ43806	-0.563
TLK2	0.100625
CIR	0.5495
MARS2	1.479
COL24A1	-0.6045
SDF2L1	1.826
HIBADH	-0.7915
IGFBP3	-2.09971428571429
C12orf23	0.50175
PSPC1	0.30375
C20orf43	-0.6955
TRAV20	0.326
ARHGAP24	-0.12375
KIAA1975	-1.224125
C1QA	3.5677
DNTT	-5.06166666666667
C10orf6	0.165
C11orf41	0.867625
HNRPF	0.5275
COL11A1	3.93016666666667
UBAP2	-0.526166666666667
CDKN2AIPNL	-0.7
C20orf174	3.312
SPRED2	0.54975
PLA2G12A	0.726833333333333
ICEBERG	-2.25516666666667
SCN10A	-0.281
C11orf65	0.2265
GBP5	4.989
PITPNC1	-1.09066666666667
POU3F3	0.185
NCOA7	2.243
LIN7C	0.8348
LOC348840	-0.2865
NKX2-2	-2.467
ANKRD13D	-0.201125
LOC123688	-0.4045
FUT2	2.77366666666667
TAAR8	0.4365
FZD4	-1.57408333333333
PNMA3	-1.5385
OR4L1	0.381
WIT1	-2.155
EXOC3L	1.06825
ATPBD4	-0.0504
KRBA1	-3.53075
UBXD6	-0.603
HOXB7	1.32414285714286
C7orf23	-0.3185
UNQ338	-0.4135
STAB2	0.53475
CDC20B	0.577
IRF9	1.72825
CENTG1	0.05125
TNPO2	-1.016
MCPH1	0.89
BMS1P5	-0.7445
SLC26A7	0.425666666666667
HIST1H3J	0.40675
C9orf3	0.2947
LBH	0.740625
MYO1D	1.725875
PTDSS2	-0.69725
NFU1	-0.115
DEPDC4	-0.4685
WNT7B	-1.1151
GLP2R	-0.411833333333333
SETD4	-0.4799
DYNLT3	0.2773
FKBP11	1.473
SESTD1	-0.217166666666667
FLII	0.10325
RPS16	-0.4558
CHPF	0.212833333333333
CSNK2A1	-0.423333333333333
SUMO1P1	-0.11525
FKBP6	-0.6815
ZNF214	1.5885
TWIST1	-1.18033333333333
DDX56	-0.303666666666667
TRAM1L1	-0.9849
EPO	-2.90316666666667
MRPS18B	-0.36075
ZNF682	-1.61016666666667
RPL14	-0.507166666666667
MAFF	-0.045
LOC51136	0.044
LY96	-0.5625
DDX20	0.09775
ABTB1	-0.319333333333333
ARL5A	0.5175
CCT6A	-0.02625
HEPACAM	-1.94766666666667
EHHADH	0.929666666666667
RBAK	0.458
CGB1	-0.41
ITGB5	-0.1472
YIPF3	0.3225
FKBP2	1.40375
NR1D1	-0.1795
TMEM110	0.071
NEK2	-0.181333333333333
PRAMEF8	-3.627
C20orf52	-0.867833333333333
PCDHGA3	0.924
VWA3B	0.45825
NDUFA5	-0.251
THAP9	-0.4495
FLVCR2	0.7615
AP1S1	0.96225
SMAD6	-1.50125
SAV1	-0.10175
SAT1	1.23225
ZNF251	0.58525
ADAMTS7	0.1986
RPP38	0.23225
C1orf211	-1.558
YPEL2	1.2396
RBMS1	-1.99525
ZNF445	-0.1565
NRXN2	-0.4015
PGBD4	-0.068875
UGT2B28	-1.4435
WBSCR16	-0.3354
NLRC3	0.86325
ASTL	0.2245
ST6GALNAC1	3.64175
ZADH2	0.547
MLLT4	1.07675
ARL6	0.0666666666666667
MEF2C	-0.89125
CBFA2T3	-1.8945
AFF3	-0.722285714285714
COG7	-0.416666666666667
MYB	-0.75
PLXNA3	0.0525
XRCC2	-0.76
MMS19	-0.243875
ST8SIA5	-1.02225
CHPT1	0.131666666666667
KIAA1712	-0.42375
OR6X1	1.2505
ACTR3	1.265125
UGCG	-0.533833333333333
OR4P4	0.3075
ZAP70	-2.6765
LPP	1.277125
ZNF485	1.09425
PTPRCAP	0.05475
IL12RB1	0.7575
ATRX	-0.793
CHST8	-2.833375
C14orf109	0.2695
ARV1	-1.2855
NMB	0.866857142857143
COX5A	0.288666666666667
EIF6	-0.6045
MPPED2	-1.91683333333333
SEMG1	2.9385
CHRDL1	-0.1935
TRAF3IP2	0.85075
WNK2	0.283875
LILRA4	1.74633333333333
LAMA2	2.1225
PXT1	0.7705
RLBP1	-3.0355
CD300C	0.8535
SLTM	0.19225
FLJ10404	-0.01875
APOBEC3D	-1.01983333333333
RENBP	0.170666666666667
ATXN7L1	0.68225
NID1	-0.69825
TUBGCP3	-0.075875
ITIH5	0.940111111111111
CCDC110	1.47025
C8A	-3.2125
MGC87042	-0.79175
HOXC13	-2.78875
TFDP2	-1.18
HCP5	2.510875
POLI	-0.52475
UCN	-1.712
ZNF764	-0.336666666666667
C8orf45	2.1995
FHL3	-0.68175
SPATA5L1	-0.7065
MMRN2	1.66133333333333
NDST1	0.114166666666667
COL20A1	-0.305833333333333
ZNF248	-0.1235
PELP1	-0.572333333333333
MBL2	-2.81766666666667
RNF41	0.339375
C5orf24	0.651625
THOC5	-0.22825
SERINC3	-0.14925
RP11-151A6.2	1.351
CDCP2	0.265
HIST1H2AA	-0.00324999999999999
C11orf75	1.00366666666667
FKBP7	-1.011
DDOST	0.5055
GPNMB	0.852333333333333
TTF2	-0.062
KCNT1	0.663833333333333
SLC39A14	0.8755
NGRN	-0.2724
GPR137B	1.12975
MECP2	-0.279625
PSMA1	0.3075
C16orf73	-4.8395
TMEM60	-0.256166666666667
CSN3	0.324
NOS1	0.365166666666667
RAB7L1	-0.0216666666666667
YBX2	1.683
KIAA1166	-0.23975
FUBP3	0.128333333333333
ABCG1	0.9925
ACACA	0.293416666666667
ARL11	0.5623
ATOH1	2.6915
ODF1	-0.0956666666666667
CREB3L3	-1.42266666666667
TMEM127	0.691928571428571
DSCAML1	-0.53875
PLN	1.48616666666667
LYPLA1	-0.528666666666667
PRDM9	-1.712
SASP	-1.23575
PLUNC	0.202166666666667
INTU	0.5705
HISPPD1	0.07925
LNPEP	1.25883333333333
YARS2	-0.4505
APCDD1L	-1.8245
ZCCHC4	0.2465
FBXO22	-0.356833333333333
TTLL13	0.428
ZNF669	0.340666666666667
PTGDR	2.11325
DDX27	-0.7845
KIAA0409	-0.125666666666667
GJB6	0.251
ASB8	-0.15325
PLP2	0.527666666666667
MEPE	1.11175
OR10J5	0.018
KRT222P	-0.12375
COQ7	0.116833333333333
C1orf101	0.37825
RERG	-2.8253
CHMP5	0.215375
THAP11	-0.408
ZNF43	-0.758833333333333
ZRANB3	-1.2725
KRT13	-0.956625
MRPL19	0.257375
RBBP9	-0.414375
SPATA17	-0.195125
BXDC5	-0.449166666666667
PAFAH1B1	0.279
MAGEE1	-1.1055
OSTF1	1.17575
KIAA0323	0.0778333333333333
TXNDC13	0.107166666666667
CNTN4	0.50425
LCE1B	-0.6145
UNQ501	-0.099
ZNF154	-0.4955
C3orf64	0.759
SYT5	-0.3811
PON1	-0.171833333333333
FLJ10357	-0.991625
ATP4A	-1.2855
GNPDA1	-0.547333333333333
MGAT1	0.733333333333333
C14orf121	0.7925
SLC35B2	0.084
MIER3	0.517
CHEK1	-0.3395
ZNF8	0.4105
TXNDC1	0.403
CKB	0.5454
RTN3	0.312428571428571
FZD2	-0.829333333333333
PART1	-0.312625
PSMB6	0.18975
PCDHB8	-1.2165
PHC3	0.4642
PPP1R8	0.436
NOVA2	1.062
TNFRSF11B	-3.653125
GOLPH3	0.521166666666667
UBLCP1	-0.16725
SUHW3	-0.61825
TTLL1	-1.39025
OPN4	0.4455
OR13G1	0.2425
ZPBP2	0.0113333333333333
HSD17B11	0.443625
C9orf50	-0.623
DHDDS	0.360857142857143
CTSW	1.2911
NEFM	-2.65566666666667
MRPL28	-0.871
SYN1	0.171666666666667
PIGV	-0.464166666666667
ZIM2	-1.29075
APBB1	-1.48133333333333
SND1	0.43375
C1orf123	-0.600166666666667
CHD3	-0.93075
BHLHB8	0.922
RNASE2	0.1235
BCAP31	-0.174875
SLC25A44	0.246833333333333
CHD6	-0.7419
PIB5PA	0.939076923076923
SELS	1.7125
LOC541471	-1.0385
FAT2	0.1845
ZNF81	0.813
OR4C16	0.376
FLJ10081	-0.4002
LRRC4	-0.85025
CS	0.698833333333333
N4BP2	0.3015
IGFBP7	0.5335
ZNF318	0.5225
NDNL2	0.322875
ZNF609	-0.1285
SIRT4	-0.75
EXOSC10	0.18775
ECE2	0.1295
OVGP1	1.425
GTPBP3	-0.16525
PACS2	-0.5749
C19orf36	-1.2905
ARL4C	-0.7525
ATG4B	-0.638375
UBQLNL	-0.36275
RHOXF2B	-3.948
PLEKHG2	-1.538
GALR1	-0.3735
AQP4	0.503166666666667
HDAC7A	-0.914
DCUN1D3	0.95725
OR8A1	-0.1965
CCRN4L	1.10025
CBR4	0.3095
KIFC1	-0.084
SLC7A14	-1.253
LHX5	-0.0875
TRPC7	-0.1385
LPXN	-0.694
SERPINA1	0.653625
RPS13	-0.7612
BPIL3	-0.1155
PRKAA1	0.137
FADS2	0.3434
ENAH	-1.5845
PRO1768	-0.454
APBA2BP	-1.69325
LIPH	3.8985
C3orf33	0.501
RCC2	-0.555714285714286
ALDH1A2	-3.75766666666667
RNF103	0.78925
AHCY	-0.098875
ALG12	0.205
CCL17	1.3515
ZNF543	0.8295
ESRRG	-0.7769
CNGA1	2.332
RDH5	0.0523333333333333
OTX1	-0.2107
PTGFR	-1.15066666666667
CDR2	1.273125
SELE	3.577
NLGN2	-0.903166666666667
EXOSC9	-0.06975
ZNF566	0.511833333333333
KLRC2	-2.451
GPR12	0.3375
KIAA0196	-0.05975
PDRG1	-0.87525
SSR3	1.03307142857143
MSI1	0.4855
CST9	-0.649
CC2D1A	-0.294375
PLAGL1	-0.770944444444444
ZNF778	0.0435
RNF2	0.074375
KLF6	1.14783333333333
THBD	1.19866666666667
tcag7.1314	1.0135
NR5A1	-0.009
ABCD2	0.04525
DNAJC7	0.3995
CLEC4C	-0.137
TM2D3	0.378
CCDC4	-0.5975
PLAC2	-2.43575
DCD	-0.4315
FAAH	1.859125
POLA1	-0.00133333333333333
TM7SF2	-1.173125
FLJ39822	-0.118166666666667
FLOT2	-0.0155
MAP4K1	-0.6615
SRP68	0.73975
C21orf74	0.1605
ARPC5	0.4065
LOC126075	-0.02025
HECW2	-0.134
ZDHHC4	-1.3745
ANKRD42	0.283
PDE9A	-0.133333333333333
ABCA8	-0.52775
NDUFS2	-0.40625
UBR5	-0.740125
BTBD16	-1.624
LOC554174	-0.756
ZNF20	0.659
KIAA1843	0.468
WDR17	-0.446625
C15orf33	-0.8235
RNF113A	-0.38525
CAMKK1	0.3567
CLCN2	0.88
ANXA6	-1.1125
LOC340069	0.617
EMID1	-0.1005
DPM3	0.276583333333333
ELA1	0.026
SLC25A13	-0.0166
KRT24	0.06525
SMPD1	-0.0668333333333333
TH	0.109625
COL6A2	-1.15221428571429
ANKS1B	-0.536666666666667
GPR126	0.7159
ZC3H12A	0.349833333333333
TMEM47	-1.1275
C2orf51	-0.539
C1orf88	-0.611333333333333
HSF2BP	-0.6275
AKAP10	0.15975
RPAP3	0.102
KLHDC8B	-0.828625
STOM	0.5538
MUPCDH	3.490375
C10orf72	-0.545875
PLEKHA3	0.3255
TCP11L1	0.99025
CWF19L1	0.44625
SPEF1	-0.0913333333333333
YSK4	-0.03875
ELN	0.2805
SAMD8	0.606166666666667
MPI	-1.49966666666667
MEPCE	0.0185
ABCC3	2.13775
NANOGP1	-4.309
KCNK17	0.51675
HLA-DMB	4.142
RRAGA	0.276
ANGEL1	0.48575
RBM32B	-0.191
CPN1	-3.28375
MGC52282	-0.2803
HLA-A	2.24891666666667
OR9G4	0.14
EDNRB	-1.750125
SCD	-1.41807142857143
C14orf80	0.0796666666666667
BAGE2	-0.152
RABL4	0.465333333333333
RCVRN	0.2905
SHANK1	0.095
NLRP7	-3.46575
CD226	1.42925
STAT3	1.0050625
SYNJ2	-1.3008
TPCN2	0.208333333333333
WDR36	0.128333333333333
MBD4	-0.64425
ROBO1	0.2574
ST3GAL6	-3.55825
SLAMF8	3.6855
ATN1	-0.202833333333333
GPR141	1.2745
KRT36	0.4
TPH1	1.473
DDX52	0.53375
ZSCAN29	0.591333333333333
TRPT1	-0.314666666666667
DPEP3	0.8025
DENND4A	0.038
TSPAN16	-0.3315
PTCHD2	0.0555
LOC145814	2.2495
CAP1	0.723666666666667
EIF5A2	1.3341
NT5DC3	-0.20625
SEPT9	0.0505
SEZ6L2	0.027375
EGFLAM	1.657
VPS11	-0.33575
NDUFB5	-0.2
CIDEA	-0.0758333333333333
IER5L	-0.8635
N6AMT1	0.1545
FAM83C	-0.03275
OXR1	-0.169583333333333
IRX1	-0.4575
DGKB	-0.904666666666667
GCN5L2	-1.226
MIR16	0.578125
FBXW9	-0.44525
WDR4	0.747833333333333
PDC	-0.3945
VPS33B	-0.1505
HEXB	0.85575
FLJ32214	0.71025
TCEB3	-0.00675000000000001
CRLF1	-5.66675
ABI3BP	0.21875
C8orf22	-3.985
PYCR1	0.188875
