Hybridization REF	TCGA-AA-A02F-01A-01R-A00A-07
ARL6IP4	-0.0211
RPL35A	0.54425
EMR3	0.511
RAB40C	0.267166666666667
SLC41A1	-0.855666666666667
LRCH1	1.2695
LY6G5B	-0.146
FAM124A	-0.493357142857143
MGC10981	-3.57266666666667
CLIP3	-0.681
MAP4K2	-1.60216666666667
CHIC1	0.3075
SULF1	2.616
C20orf30	-1.36478571428571
PRDM5	0.0495
ELOVL1	0.01375
C11orf48	-1.021
SLC39A10	-0.03475
KCNV1	3.90525
ACP1	-1.18116666666667
ZMYM2	0.062
B3GNT6	-0.206333333333333
C9orf69	0.83125
C2orf15	1.782
C20orf166	0.7675
HSP90AA6P	0.215
EDG7	-0.439
NEURL	-0.365875
LPL	2.29816666666667
CLEC2D	-1.09771428571429
GRRP1	0.89
CD8B	-3.2522
HIST1H3D	-0.696166666666667
SLC6A12	-0.50725
FAM27L	-0.6065
CD84	-0.2988
RASA1	-0.3465
PHKG1	-0.12
MAGEA11	2.8565
IMPA1	-0.8817
NPM3	-0.643
RARRES1	0.90075
SH3BP1	0.2065
B3GNTL1	-0.8175
ARPC5L	0.442
KLHL26	-0.70825
SIM2	1.48925
GJC1	0.059
C20orf194	-1.85175
EXO1	-1.01375
SLC2A2	-1.2048
LOC285074	-0.1805
LRG1	0.74175
KIRREL	-0.894
PIK3R1	1.02764285714286
C4orf34	-1.215
MAF	-2.31805555555556
ADCY4	3.3315
ZMIZ2	1.0612
SLC46A3	0.883333333333333
STAMBP	-0.268833333333333
CCDC16	0.357
MS4A12	0.2015
TCF20	1.01775
LRRC46	-0.7675
C20orf152	-0.287666666666667
MRPS6	-1.265875
ABCB11	1.1545
KCNC2	-0.6628
CDH19	-1.7748
C9orf123	0.0428333333333333
SSH3	0.093375
LDLRAD1	-1.9295
CCBE1	-0.539
ZNF135	-1.407875
TAAR1	-0.608
WFDC12	0.331
CCDC42	-0.600666666666667
FLJ12529	-0.78025
PER1	-0.868
TIMM50	0.792833333333333
SMARCAD1	-1.33433333333333
FAM26C	-0.1845
TP53TG3	-0.0106666666666667
SH3RF1	0.6861
LMCD1	-0.1295
GPR63	0.082
FLJ21986	-2.33742857142857
AIFM3	1.53475
MICAL1	1.069
BLZF1	0.1055
IQCA	-1.106
PCDHGC3	-0.357
SAC	0.245
BCL6B	1.096
DDO	-0.938333333333333
MARCO	1.23125
DCHS1	1.48266666666667
C1orf170	-1.618
CD200R1	-0.248666666666667
C22orf15	-0.3655
SEPT11	0.147833333333333
ADNP	-0.0805
UST	-1.95311111111111
C13orf34	0.713833333333333
RFFL	0.402
APBA3	-1.579
C2orf60	0.39575
CUTL1	0.6522
PMS1	-0.124
ZNF689	-0.7065
EIF3E	-0.258666666666667
IL9	0.459166666666667
RPL31	0.813125
LY9	0.217166666666667
ATP2B3	-0.0655
KDELR2	0.950333333333334
TFCP2	1.17025
NLRP12	-0.663375
FLJ45422	0.63775
TLE4	-0.3277
ZNF570	0.4195
FLJ43806	-0.643
TLK2	-0.56275
CIR	0.731
MARS2	1.1365
COL24A1	-0.55625
SDF2L1	-0.5925
HIBADH	-0.149
IGFBP3	-2.86557142857143
C12orf23	0.273125
PSPC1	0.259
C20orf43	0.182
TRAV20	0.1395
ARHGAP24	0.173875
KIAA1975	-1.349375
C1QA	2.4643
DNTT	-4.4238
C10orf6	-0.911583333333334
C11orf41	-1.516625
HNRPF	0.714125
COL11A1	4.45366666666667
UBAP2	0.4065
CDKN2AIPNL	0.0715
C20orf174	1.08625
SPRED2	0.47775
PLA2G12A	-0.519833333333333
ICEBERG	-1.3665
SCN10A	0.6945
C11orf65	-1.31175
GBP5	1.5835
PITPNC1	-1.017
POU3F3	0.3605
NCOA7	2.345125
LIN7C	1.7788
LOC348840	-0.4355
NKX2-2	-1.39075
ANKRD13D	-0.8655
LOC123688	0.45575
FUT2	3.30333333333333
TAAR8	0.4345
FZD4	-0.383916666666667
PNMA3	-1.3905
OR4L1	0.244
WIT1	-2.5295
EXOC3L	0.7735
ATPBD4	0.0707
KRBA1	-2.45525
UBXD6	-0.18925
HOXB7	1.34678571428571
C7orf23	-0.297
UNQ338	1.17675
STAB2	0.139
CDC20B	0.3555
IRF9	1.544
CENTG1	0.1875
TNPO2	-1.001
MCPH1	-0.41625
BMS1P5	-1.4475
SLC26A7	0.0685
HIST1H3J	1.26925
C9orf3	0.829
LBH	1.389
MYO1D	1.029375
PTDSS2	0.15125
NFU1	0.64725
DEPDC4	-1.38625
WNT7B	-0.9589
GLP2R	-0.254
SETD4	-0.7802
DYNLT3	-0.1347
FKBP11	-0.816
SESTD1	-0.3075
FLII	-1.454
RPS16	0.9393
CHPF	-2.02166666666667
CSNK2A1	-0.972166666666667
SUMO1P1	0.422
FKBP6	-0.0095
ZNF214	0.529666666666667
TWIST1	-0.518833333333333
DDX56	-0.633
TRAM1L1	-0.0748
EPO	-2.69133333333333
MRPS18B	0.06825
ZNF682	-0.217666666666667
RPL14	0.348833333333333
MAFF	-0.0655
LOC51136	-1.594125
LY96	-1.985
DDX20	0.7905
ABTB1	-0.213166666666667
ARL5A	0.9208
CCT6A	-0.281
HEPACAM	-1.40583333333333
EHHADH	0.881833333333333
RBAK	-0.108333333333333
CGB1	0.1955
ITGB5	-0.3848
YIPF3	-0.54325
FKBP2	-0.81675
NR1D1	0.2544
TMEM110	-0.922
NEK2	0.4545
PRAMEF8	-3.05433333333333
C20orf52	0.206666666666667
PCDHGA3	-0.402
VWA3B	0.236666666666667
NDUFA5	0.0965
THAP9	-0.42125
FLVCR2	-0.621833333333333
AP1S1	-0.268875
SMAD6	-0.3755
SAV1	-0.107
SAT1	-0.140625
ZNF251	0.08425
ADAMTS7	-0.0328
RPP38	0.60375
C1orf211	-0.9435
YPEL2	0.59795
RBMS1	-1.86525
ZNF445	0.2675
NRXN2	-0.264333333333333
PGBD4	0.16025
UGT2B28	-1.4835
WBSCR16	-0.316
NLRC3	-0.769625
ASTL	-0.50125
ST6GALNAC1	2.56125
ZADH2	0.2335
MLLT4	1.64166666666667
ARL6	-0.146
MEF2C	-1.28625
CBFA2T3	-2.0115
AFF3	-0.834
COG7	-0.422666666666667
MYB	0.1015
PLXNA3	-0.0325
XRCC2	-0.217
MMS19	-1.408
ST8SIA5	-0.728571428571429
CHPT1	0.7525
KIAA1712	-1.43375
OR6X1	-0.8025
ACTR3	0.862625
UGCG	-0.499
OR4P4	0.403
ZAP70	-4.237
LPP	1.77675
ZNF485	0.33675
PTPRCAP	-1.32925
IL12RB1	-0.264
ATRX	-0.2773
CHST8	-2.2335
C14orf109	-0.02775
ARV1	-1.663
NMB	0.397714285714286
COX5A	1.16216666666667
EIF6	0.52275
MPPED2	-1.852
SEMG1	-1.022
CHRDL1	0.566
TRAF3IP2	0.0295
WNK2	1.206625
LILRA4	-0.236
LAMA2	1.1905
PXT1	-0.0505
RLBP1	-1.859
CD300C	-1.07725
SLTM	0.189625
FLJ10404	0.0975625
APOBEC3D	-1.41716666666667
RENBP	-0.1725
ATXN7L1	0.408625
NID1	1.0205
TUBGCP3	0.5735
ITIH5	0.831944444444444
CCDC110	0.701
C8A	-2.5935
MGC87042	0.10175
HOXC13	-4.147
TFDP2	-0.9535
HCP5	0.60825
POLI	-0.885
UCN	-2.3935
ZNF764	0.184166666666667
C8orf45	-0.83125
FHL3	-0.58725
SPATA5L1	0.85125
MMRN2	1.33383333333333
NDST1	0.0385
COL20A1	-0.594
ZNF248	0.2915
PELP1	-0.239333333333333
MBL2	-1.0955
RNF41	0.20475
C5orf24	0.93825
THOC5	-0.877875
SERINC3	0.1205
RP11-151A6.2	0.1735
CDCP2	-0.223
HIST1H2AA	0.217
C11orf75	0.539166666666667
FKBP7	-0.9105
DDOST	-0.93375
GPNMB	-2.04983333333333
TTF2	-0.0591666666666667
KCNT1	-0.255333333333333
SLC39A14	0.010375
NGRN	0.2168
GPR137B	0.29275
MECP2	0.038375
PSMA1	0.64925
C16orf73	-4.23275
TMEM60	-0.558
CSN3	-0.7175
NOS1	0.406
RAB7L1	-0.8195
YBX2	1.479
KIAA1166	0.34675
FUBP3	-0.0851666666666667
ABCG1	-0.37
ACACA	-1.03958333333333
ARL11	2.228
ATOH1	1.726
ODF1	0.042
CREB3L3	-0.1025
TMEM127	0.712642857142857
DSCAML1	-0.5685
PLN	1.7965
LYPLA1	-1.18075
PRDM9	-2.25
SASP	0.62925
PLUNC	-0.351833333333333
INTU	-0.27675
HISPPD1	-0.17425
LNPEP	0.180833333333333
YARS2	-0.0853333333333333
APCDD1L	-1.6655
ZCCHC4	-0.4816
FBXO22	-0.366833333333333
TTLL13	-0.722
ZNF669	-0.227666666666667
PTGDR	0.1955
DDX27	1.0375
KIAA0409	1.06033333333333
GJB6	-0.226
ASB8	0.196
PLP2	1.056
MEPE	0.170333333333333
OR10J5	-0.2465
KRT222P	-0.1935
COQ7	0.167333333333333
C1orf101	0.05875
RERG	-1.816
CHMP5	0.09125
THAP11	-0.248125
ZNF43	-1.09783333333333
ZRANB3	-1.24683333333333
KRT13	-1.4025
MRPL19	0.00125
RBBP9	-0.392125
SPATA17	-0.448142857142857
BXDC5	0.585
PAFAH1B1	-0.682416666666667
MAGEE1	0.295
OSTF1	1.4675
KIAA0323	0.134916666666667
TXNDC13	-1.33516666666667
CNTN4	0.347
LCE1B	1.094
UNQ501	-0.1835
ZNF154	0.266
C3orf64	0.21075
SYT5	-0.1961
PON1	0.305166666666667
FLJ10357	-0.19825
ATP4A	-0.163
GNPDA1	-0.5055
MGAT1	0.2205
C14orf121	0.158
SLC35B2	-0.8115
MIER3	1.495
CHEK1	-0.7945
ZNF8	0.0178333333333333
TXNDC1	-0.0701666666666667
CKB	0.7086
RTN3	-0.351428571428571
FZD2	-2.85183333333333
PART1	0.32325
PSMB6	-0.73975
PCDHB8	0.5765
PHC3	0.5076
PPP1R8	-0.160833333333333
NOVA2	0.463166666666667
TNFRSF11B	-2.761125
GOLPH3	1.06966666666667
UBLCP1	-0.225
SUHW3	0.97375
TTLL1	-1.017
OPN4	-0.069
OR13G1	0.371
ZPBP2	0.293
HSD17B11	0.028375
C9orf50	-0.304
DHDDS	-0.624571428571428
CTSW	-0.1936
NEFM	-1.96566666666667
MRPL28	-0.996
SYN1	0.5385
PIGV	-1.40116666666667
ZIM2	-1.34625
APBB1	-0.7565
SND1	-0.33225
C1orf123	-0.0295
CHD3	-1.347
BHLHB8	-0.1595
RNASE2	-0.575
BCAP31	0.24425
SLC25A44	0.019
CHD6	0.3828
PIB5PA	0.884
SELS	0.475875
LOC541471	-0.26575
FAT2	0.886
ZNF81	0.613
OR4C16	0.28
FLJ10081	-0.4832
LRRC4	0.575
CS	0.473
N4BP2	-0.586375
IGFBP7	0.76275
ZNF318	0.329545454545455
NDNL2	0.604125
ZNF609	0.174375
SIRT4	-0.279
EXOSC10	-0.62925
ECE2	-0.01
OVGP1	1.14
GTPBP3	0.13625
PACS2	0.7736
C19orf36	-1.35283333333333
ARL4C	-1.544125
ATG4B	-0.655625
UBQLNL	-0.952333333333333
RHOXF2B	-5.191
PLEKHG2	0.2305
GALR1	-0.771
AQP4	0.358333333333333
HDAC7A	-0.268333333333333
DCUN1D3	0.907
OR8A1	-0.2465
CCRN4L	-0.5945
CBR4	-1.8926
KIFC1	0.891666666666667
SLC7A14	-0.8164
LHX5	-0.401
TRPC7	-0.9205
LPXN	1.1795
SERPINA1	-1.05825
RPS13	0.2967
BPIL3	-0.1085
PRKAA1	0.28325
FADS2	-1.7209
ENAH	0.0576875
PRO1768	0.1005
APBA2BP	-0.94425
LIPH	3.40083333333333
C3orf33	0.089
RCC2	-0.160357142857143
ALDH1A2	-3.23566666666667
RNF103	1.69475
AHCY	-0.381
ALG12	-0.8455
CCL17	-0.707
ZNF543	0.939166666666667
ESRRG	-0.191375
CNGA1	0.378
RDH5	0.184333333333333
OTX1	-1.4331
PTGFR	-0.557166666666667
CDR2	1.341
SELE	4.66675
NLGN2	-1.81333333333333
EXOSC9	-1.5175
ZNF566	0.4835
KLRC2	-6.9565
GPR12	0.044
KIAA0196	-0.16475
PDRG1	-0.0555
SSR3	-0.212214285714286
MSI1	-0.931
CST9	0.0165
CC2D1A	-0.645375
PLAGL1	1.0025
ZNF778	0.232
RNF2	0.099625
KLF6	1.59083333333333
THBD	0.313833333333333
tcag7.1314	-0.62525
NR5A1	0.226166666666667
ABCD2	-0.99875
DNAJC7	0.1315
CLEC4C	-0.0135
TM2D3	0.670125
CCDC4	-1.472
PLAC2	-3.155
DCD	-0.7485
FAAH	2.475375
POLA1	0.693
TM7SF2	-0.88225
FLJ39822	4.34683333333333
FLOT2	-0.609125
MAP4K1	-1.2445
SRP68	-0.64
C21orf74	-0.3455
ARPC5	0.611
LOC126075	-0.5915
HECW2	0.278625
ZDHHC4	-0.698
ANKRD42	0.3733
PDE9A	0.251166666666667
ABCA8	-0.17175
NDUFS2	-0.8365
UBR5	-0.5515
BTBD16	-1.021
LOC554174	null
ZNF20	-0.328
KIAA1843	-0.176
WDR17	-0.2
C15orf33	-0.0495
RNF113A	-0.01
CAMKK1	-0.4206
CLCN2	1.803
ANXA6	0.3625
LOC340069	-0.1225
EMID1	-0.05025
DPM3	-0.6715
ELA1	-0.1595
SLC25A13	0.5959
KRT24	0.45175
SMPD1	-0.236166666666667
TH	1.39575
COL6A2	-1.7145
ANKS1B	0.901
GPR126	-1.5795
ZC3H12A	1.07616666666667
TMEM47	0.190833333333333
C2orf51	-0.951833333333333
C1orf88	0.111166666666667
HSF2BP	-2.2145
AKAP10	-0.76075
RPAP3	0.0355
KLHDC8B	-1.01775
STOM	-1.0115
MUPCDH	3.683375
C10orf72	-0.076625
PLEKHA3	0.423
TCP11L1	-0.55825
CWF19L1	0.090375
SPEF1	-0.443666666666667
YSK4	0.17625
ELN	1.606
SAMD8	-0.214
MPI	-0.737
MEPCE	0.2456
ABCC3	1.3315
NANOGP1	-2.339
KCNK17	4.94675
HLA-DMB	2.9625
RRAGA	0.04475
ANGEL1	0.69875
RBM32B	0.473
CPN1	-1.731
MGC52282	-0.3248
HLA-A	0.211083333333333
OR9G4	-0.0335
EDNRB	-0.536875
SCD	-0.865714285714286
C14orf80	0.065
BAGE2	0.0945
RABL4	-0.582833333333333
RCVRN	-0.139
SHANK1	0.0245
NLRP7	-4.0255
CD226	0.236
STAT3	-0.5908125
SYNJ2	0.3659
TPCN2	-0.967833333333333
WDR36	0.0196666666666667
MBD4	-0.052
ROBO1	0.0238
ST3GAL6	-3.20375
SLAMF8	1.18383333333333
ATN1	0.1415
GPR141	0.13975
KRT36	0.9415
TPH1	-0.00600000000000001
DDX52	0.11225
ZSCAN29	1.23816666666667
TRPT1	-1.10433333333333
DPEP3	0.0345
DENND4A	-0.763
TSPAN16	-0.245
PTCHD2	-0.647
LOC145814	-0.29875
CAP1	0.699666666666667
EIF5A2	0.5831
NT5DC3	-0.21225
SEPT9	-0.93975
SEZ6L2	-0.16425
EGFLAM	1.1645
VPS11	-1.05025
NDUFB5	-0.0353333333333333
CIDEA	-0.127666666666667
IER5L	0.406
N6AMT1	-0.4465
FAM83C	-0.26125
OXR1	0.76425
IRX1	-0.687
DGKB	-0.2654
GCN5L2	-1.9405
MIR16	0.013625
FBXW9	-1.69
WDR4	-1.1755
PDC	-0.6335
VPS33B	-0.242
HEXB	0.2975
FLJ32214	0.13
TCEB3	-0.582
CRLF1	-6.079
ABI3BP	-0.5485
C8orf22	-3.68075
PYCR1	-1.806
KIAA1706	3.032
CDK5R2	0.4165
WAS	-0.5805
C12orf60	-1.38075
CCBL2	0.0497499999999999
MADD	0.053
C5orf34	-0.377
WDR42A	0.2726
KLF12	1.55275
HSPA1A	2.166
ITM2C	-1.35883333333333
DAPK2	3.13683333333333
LOC442590	-0.0215
SUMF2	-0.207875
CENPA	-0.405615384615385
TMED5	-0.082875
CDH6	-0.7359
BRP44	1.065375
THG1L	-0.641
GABRA2	-1.24625
C14orf166	0.45625
MYL1	-0.532333333333333
TNFSF18	0.859
PAP2D	-0.694
PPIB	-0.23225
KLHL4	-1.02842857142857
SFN	0.634833333333333
CCDC127	-0.3835
FRAP1	-1.18275
GOLGA5	0.50425
SDCCAG1	0.60025
MGC21675	-0.705666666666667
C10orf95	-0.47975
KIAA1345	-0.449
C1orf163	0.008
LACE1	0.1785
OR10K2	-0.36
CENPN	-0.1444
TMED2	0.488
UGT1A6	1.227
ANG	1.3005
U2AF1	-0.3385
CASC2	0.977666666666667
NMT2	0.399833333333333
OSGEPL1	-1.147
DFNB31	-1.4775
SLC6A20	2.246
DKC1	0.22525
FXYD4	-0.447
WDR64	-0.00924999999999998
MGC5590	0.2045
CREBZF	-0.191666666666667
DAZ1	0.084
PRPSAP1	-1.3025
GCHFR	0.41625
TTC7A	-0.186625
LOC196993	-0.1495
UBD	3.19016666666667
S100A1	-1.59725
RPL6	0.409166666666667
DNAJB6	0.37615
NAGS	1.6168
C2orf58	-0.4805
KERA	0.115833333333333
MT1X	-1.4273
UBE2B	1.3174
KEAP1	0.0135
MST1	-4.0275
OMA1	0.393
ABLIM2	2.00025
BCL2L13	-0.78475
JAZF1	-0.8815
TMEM63B	0.3605
S100A8	0.3447
ARFIP2	0.72625
UROS	-1.03425
KHDRBS2	-0.678
POLQ	0.433875
SOAT1	-1.01575
SPAG4	-1.4435
MRPS30	-0.579833333333333
LOC494141	0.05775
OR2T11	0.072
ORAOV1	-0.4655
ZNF184	0.649166666666667
TCEB3B	0.329
ADAM21	0.7
GDPD1	-0.55925
SPINLW1	-0.196
PRR14	0.187333333333333
KCTD9	-0.1715
NUDT3	0.98675
KIAA1822	-0.1449
HIST1H4K	0.391
DFNA5	-3.5595
GABPA	-0.607
C14orf44	-0.80175
POLB	-0.190625
PTAR1	-0.0425
SEC31A	0.1149
TRIM58	-0.136
TAS2R14	-0.152
VPS8	-0.455625
H1F0	0.4615
PRKCB1	-4.77616666666667
UGT2A1	0.066
TOR1B	0.579
LSS	-1.58383333333333
C2orf19	-0.5295
HNRNPC	0.5295
TMEM100	-1.485
LOC116349	-2.4775
OR51M1	0.1345
CCDC142	0.3755
ISG15	-0.00806250000000003
ZCCHC14	0.243
CREBL2	0.873875
TGDS	0.0655
DC2	-1.111
CACNA2D3	-1.67457142857143
ZNF429	-0.875
LYPD6	0.5408
SUCLG1	0.936833333333333
OR51I1	-0.673
MAGEH1	0.3825
PRPF40A	0.369
SMR3A	0.2905
SPINK2	-0.6055
THAP2	1.354625
NPY5R	-0.154166666666667
IRF4	-3.181
SPESP1	-1.52583333333333
OR10S1	-0.1325
DTD1	0.449
TUBE1	-0.26075
DDX19A	-0.2805
PDPN	-0.67575
TMEM34	-0.115833333333333
MGAM	0.0445
COL3A1	4.92644444444445
GFM2	-0.2539
OR5A2	-0.00850000000000001
PSG9	-0.3485
ARHGEF11	-0.538
IVNS1ABP	0.378125
SIGIRR	1.57025
DUSP19	-1.003125
DNAJC14	-0.0784
ACSS1	1.016875
IL1RAPL2	0.326
C4orf30	-0.74775
SEPT4	0.665
LANCL3	-0.96625
SPAG17	0.493333333333333
PRDX3	-0.412125
HNF1A	1.312375
P4HA2	-0.273625
RFWD3	0.478166666666667
MOV10	-0.4175
DNAJA5	1.01678571428571
LOC729440	0.45325
LOC200383	0.37675
SMC2	-0.57125
MIXL1	-1.1155
TMEM9	-0.43325
FAM86A	1.165
ZNF174	0.00899999999999999
MYH14	-0.87875
CCR8	0.441
VPS37C	-0.4755
GPATCH1	1.2605
B3GNT8	3.3605
TBX4	-0.63625
CNR2	-0.12
PCDH1	0.6985
C5orf29	0.260875
OCIAD2	2.353
PLCG2	-1.295
KIAA0247	0.852375
HRH3	-0.1272
CAPN13	0.725
CCR1	-1.1076
MGC15523	-0.413944444444444
UVRAG	-1.09783333333333
DNAJA2	0.3175
ITGA2B	-1.04233333333333
CLDN5	2.600625
PTPRN2	0.392428571428571
ZNF512	-1.58383333333333
PSAP	-1.2955
CCDC140	0.115
LRRC55	-0.3895
CYP26C1	-0.9165
C8orf47	4.79875
LYN	-0.0415
DUSP6	2.00766666666667
TGFB3	0.244733333333333
ELK1	-0.3922
PCDH11Y	-0.160333333333333
HGD	-2.611
C17orf58	-1.20825
MYO3A	0.613
SERPINE2	-3.27
AARSD1	-0.35425
C14orf73	-0.982
ADAM33	-0.518
ZNF491	-0.393
MAPK6	-0.444666666666667
TCN1	1.22716666666667
SLC24A6	0.9445
UBE2R2	0.28925
H1FNT	-0.000999999999999994
TATDN2	0.3915
LILRB1	-0.51225
P2RY5	1.1805
NUCB2	-1.02675
C2orf37	0.54
SNX27	0.00366666666666665
MTA3	-0.015875
FOXO4	-0.529375
ID4	0.718166666666667
SOX5	-2.09016666666667
PXMP3	-0.10875
OR52M1	-0.444
SFT2D3	-0.266
INA	-2.61183333333333
MCOLN1	-1.5115
NFIX	0.298
CLEC14A	4.55983333333333
HIBCH	0.157666666666667
PLA2G5	0.16625
TIMM10	-1.3095
MED17	-0.0259
COL4A4	0.7915
TPP1	0.282166666666667
GJA3	-1.3175
TMPRSS5	-2.2715
AADACL3	-0.251
DNMBP	1.163
ENPP5	1.818
NQO1	0.4285
ZSCAN2	-1.0695
SEC24C	-1.89733333333333
GTF2A1L	0.545
AXIN2	2.9257
FAM33A	-0.576666666666667
C16orf13	0.35725
SPNS2	1.399
TAF1	0.17275
AP1G2	-0.0055
RBM42	0.746
HCN2	-0.0728333333333333
EFHB	0.4496
RUSC1	-0.1745
GRIK5	0.366
USP21	-0.312
ATAD3C	-0.364
ORMDL2	0.68375
PRSS7	-2.10825
PSAT1	-1.13275
FLJ13195	-0.935166666666666
TBC1D1	-0.505
IFNG	0.47
OTOS	-0.4185
ZNF773	0.3385
EMD	-0.29625
RETN	-0.28725
CCL8	1.651
APH1A	0.872875
COX18	-0.470125
GTF2IRD2	1.17225
CCDC82	-0.346083333333333
PAFAH2	-0.7677
NPEPL1	-0.2388
RP11-114G1.1	0.9515
TP53INP1	-0.762
ZNF300	1.25116666666667
FOXL2	-2.821
LARP2	0.26325
LATS1	0.44875
HTR6	-0.397
SPOCK2	-0.3455
RNF144B	0.162666666666667
HTATIP2	0.773375
MGC10334	-0.674916666666667
CENTA2	0.687166666666667
FGF2	-1.70175
FXYD7	0.3245
PHYHIPL	0.282875
GPR34	0.638333333333333
DDX6	0.334666666666667
OR10W1	-0.1285
LHFPL1	-1.082
ZNF313	1.09714285714286
VPS28	-0.08325
AP3M1	-1.0677
AKR1CL2	0.69725
TRAF4	-0.586875
OR2B11	0.2155
C19orf12	0.564333333333333
AKAP9	-0.0646666666666667
C1orf62	0.236333333333333
SLC20A1	-0.7419
FAM112A	-0.2345
LDB2	0.267125
MRPS23	-1.54025
KLK5	-0.357875
SPTB	-0.767888888888889
EFEMP2	-0.882
EFNB2	3.127
PCM1	-0.263714285714286
NMNAT3	2.080375
TSG101	1.21283333333333
C8orf40	-0.0313333333333333
NOB1	-0.95725
ABHD3	-0.28725
GTF3C4	0.55475
PIGN	0.0315
GALNTL1	-2.163
AEBP1	-0.943625
OR9Q1	0.632
ANKRD2	-0.483375
CCL28	-0.3445
TRIM38	0.5185
TMCC1	0.573333333333333
SMG5	0.342
LRRC7	0.296
NCAPD2	-0.8835
C6orf153	-0.68125
C1orf74	-0.012
OTUD6A	0.298
DCP2	-0.0245
TMEM24	-0.56375
RPL18	0.494833333333333
TMEM177	0.0715
LRRC37A3	0.8275
C1D	-0.0771666666666667
LDHC	1.077
UBE4B	-0.454666666666667
NIT1	-0.10425
BTN3A3	-1.00825
RASD1	2.16625
COMMD3	-0.0605
SHFM1	1.17125
BIRC8	-0.52175
DUT	-0.0365
C12orf51	0.4135
LRRC59	-0.392666666666667
LY6H	-0.452
WDR22	0.00258333333333332
EDEM1	-0.317785714285714
ADH1A	2.8955
PANX2	-0.8818
CYP11B1	-0.13725
CDC73	-0.143
GPR172A	0.26325
GSTM3	-2.12184615384615
KCNA5	-0.028625
SERAC1	-0.288666666666667
NFATC2	0.3645
ANAPC5	-0.2157
C15orf24	-0.02675
NFATC2IP	-0.0170833333333333
TNRC6C	-0.759
MGC102966	-2.841875
FGD5	0.673833333333333
MED9	-0.23575
RAB13	-0.6265
C15orf49	0.346
CRYGS	0.1791
C12orf53	-0.8441
LOC283693	-0.2125
COX6B2	0.540875
PHF14	-0.629875
FAM3A	-0.96025
RPL13	-0.1444
PRDX2	-0.7189
FLJ34047	-1.21425
PRMT3	0.219
KCTD19	-1.403
TRIM10	0.6015
MGC26597	-0.172833333333333
GCNT4	0.40375
GPRASP1	-0.03325
CDKN1C	-1.06441666666667
RHBDL2	3.0446
HSPH1	1.3905
AQP1	2.32575
COL17A1	1.7979
GFAP	0.54125
CDC16	0.27275
KIAA1614	-0.775
C6orf118	0.3125
ZSWIM5	1.2565
FAM83F	2.7895
LYNX1	-0.2391875
SYNPR	0.23425
XG	-0.311
PRSS16	2.19325
KIF13B	1.51692857142857
PCDH9	-1.14357142857143
HIST1H2AH	0.0443333333333334
RBM18	-0.166
ZNF626	-0.529571428571429
HEXIM2	-0.531333333333333
ITFG1	-0.3175
TUBG2	-1.257
SFRS7	0.137416666666667
C9orf14	0.3005
EXTL1	-2.43775
GBP3	-0.276
WDR5	-1.3575
RARG	0.187666666666667
MYO7A	0.220625
CECR6	-0.38275
C13orf3	0.766875
SFRS18	-0.13375
ACVR1B	0.238166666666667
PSMD1	-0.8481
C7orf31	-0.363
ILVBL	-1.61375
IFNGR1	0.9795
RNF186	5.02675
NOL9	-0.23425
MAGEL2	0.66
SLC29A2	0.22925
NHSL1	1.677
RBMX	-0.3505
PSORS1C2	0.2005
RAD51L3	-0.695416666666667
LCN6	-0.47175
ORAI2	-1.776875
BRUNOL6	0.00529999999999999
OR4K5	-0.4245
CDC123	0.158875
MSLN	-0.821666666666667
WWTR1	-2.171
ZNF700	-0.632333333333333
COBL	0.05
PPP1R16B	-0.82925
GAS7	-1.5426
MDN1	-0.474125
HAAO	0.7905
C9orf68	2.0965
TNFAIP2	-0.329125
FOXN1	-0.498
hCG_2033311	1.043
ATP6V0D2	-0.312
RPL41	0.498625
SLC38A1	1.352625
ARHGAP6	-0.628636363636364
ADAD2	-0.71925
PHF20L1	0.4543125
MCM3AP	-0.684833333333333
ST3GAL3	-0.803
SNX1	-0.660333333333333
ELF5	-0.4905
PARP3	-0.393625
RBM8A	0.4755
LINGO4	0.3895
ITGA9	1.07266666666667
ZFR	0.37825
ACSL6	2.101875
FLJ20699	1.4212
DAOA	-0.0165
FABP4	1.65325
KCNB1	-1.29033333333333
CANX	0.6472
SLC25A28	-0.126666666666667
ADIPOR2	0.483625
ECHDC2	1.25675
SMA4	-1.387
FRZB	2.254125
PABPC1	-0.493333333333333
DMRTB1	0.127375
APOBEC3G	-2.472
CATSPER2	0.287166666666667
CUEDC1	-0.512666666666667
STARD9	0.030875
CLDN8	0.4895
LOC23117	-0.314636363636364
E2F6	-0.765666666666667
TMEM126B	-1.03666666666667
DPY19L4	-0.12625
GIMAP5	1.7505
NDUFA9	0.580666666666667
FAM77C	-4.699
CTPS2	0.89
LOC51035	-1.026875
WDSOF1	-0.00124999999999999
EGLN3	1.074375
PITX3	-0.0146666666666667
OR52E8	0.358
GRM4	-0.3705
KLK1	1.114
GPM6B	-1.160125
RRAGD	-0.326166666666667
PAGE5	-2.8715
UCHL5	-1.32833333333333
ULK3	-0.278333333333333
AIM2	-0.552333333333333
PNO1	-0.0215
OR2F2	-0.392
GNAT2	-1.167
SIX1	-0.821
ST13	-0.969583333333333
ZBTB44	-0.50975
TIMP2	-2.68775
ZMAT4	-4.2665
GTF2IRD1	0.926666666666667
ZNF19	0.147166666666667
ZNF714	-0.9345
RSC1A1	-0.01125
C9orf80	1.10225
PSMA8	0.435666666666667
