Hybridization REF	TCGA-AY-4071-01A-01R-1113-07
OR9A2	-0.467
FAM71C	1.13233333333333
RIN1	-0.473333333333333
ITGA4	-1.258375
DNAJC6	-0.9615
CLOCK	-0.445
SLC35A4	-0.500666666666667
DSG4	0.661
LOC26010	0.35675
NSUN2	-0.90425
TMEM86B	-0.986
C14orf135	-1.246
KIFC3	-2.04983333333333
PHF5A	0.65425
NCAPH	-2.16642857142857
STK11IP	0.16
FLJ42953	-0.109
CCDC19	-0.959666666666667
ZNF329	-1.0025
TAX1BP1	1.3755
ZDHHC18	-1.402
C10orf88	0.2155
TMBIM4	1.4368
NMUR1	1.1965
KIR2DS4	0.68775
C9orf90	-0.415125
MGC87631	-0.458
KDR	1.7575
ST3GAL2	-0.34875
RLN2	1.10866666666667
HPD	-2.8335
MOXD1	-0.415666666666667
PDGFRL	-2.10733333333333
SMYD4	-1.06683333333333
FAM103A1	-0.431
MFAP4	-0.2405
LOC285141	-2.604
TMEM45B	3.693375
SMCR7L	-0.263285714285714
GZMH	4.66525
CBLN1	-3.03866666666667
CNNM1	-0.993
PHF17	-2.03608333333333
NUP98	-0.2135
RMI1	-1.32775
PTPRS	-1.26475
ANKRD57	1.42228571428571
CLDN15	1.62883333333333
OR51A2	-0.576
GUCA2B	4.3785
DOCK9	2.24825
ITGB1BP1	-1.01116666666667
DLG2	-1.633375
BRAP	-0.56125
SESN3	0.79725
ZC3H7B	1.70075
FAM101A	4.99483333333333
FKSG24	-0.84325
ZYG11B	-0.541875
RFC2	-1.547
SH2D3A	1.66933333333333
DVL3	-0.6695
ADFP	-0.578
KRIT1	0.5975
SERTAD3	0.286833333333333
LEFTY2	-7.378
KRT27	-0.43
SCFD2	-0.7155
MN1	-1.12175
RORA	-0.22775
PTPRD	3.693
PIAS2	-0.689833333333333
CYP4X1	-0.4615
FBXL15	0.5445
MYH15	2.0165
CRX	-0.219833333333333
TBC1D13	-1.47475
SLC22A17	-0.671833333333333
PLK2	-1.64616666666667
ARHGAP9	2.09425
EIF1B	0.6195
C20orf185	0.4475
DEFA7P	0.6135
PRIM1	-1.65233333333333
CRYAA	-2.472
BACE1	-0.32125
AGTRL1	0.305
ACAD9	-0.136875
GRASP	-0.012
RBP4	-1.3495
TFB2M	-0.06875
METTL9	-0.2176
ATP5O	0.44875
SP100	0.7259
CPSF1	-1.17533333333333
S100A4	-0.206
LIME1	-0.3055
GPR137C	-1.87425
OR2A2	-0.076
C2orf29	0.01875
NUP188	-1.83
SDPR	-0.3795
RAI1	-1.010125
RPS20	0.2886
LAMB1	-0.9845
ADM2	1.205
ZNF229	-2.5445
DKFZp434K1815	-1.198
EPN3	0.963
CLIC3	0.2085
MEIG1	-0.322333333333333
HMGB4	0.119666666666667
STARD10	0.101125
KLF8	0.06425
EPB41L2	1.25916666666667
JMJD6	-0.2685
CTSL1	-1.43033333333333
GPR27	-0.43
ELAVL4	0.97725
MMP21	1.3025
PPM1B	0.4875
SUV39H1	-1.8075
AAMP	-0.096
TUSC4	0.512333333333333
MBD6	0.17825
KLK13	-1.93828571428571
FMNL3	-0.414333333333333
TRIM13	0.959333333333333
C15orf5	-0.462
IQCF1	-0.867714285714286
CACNG8	1.0795
SLC35D3	0.636833333333333
ZDHHC9	2.0705
ODF3L1	0.4805
C9orf86	-0.4403
TSEN2	-0.317
C17orf64	0.641
SEPX1	0.8229
TSPO	1.818
SYMPK	-0.7115
ADORA1	-0.44725
TSPAN10	0.4585
SEMA6C	-0.385
RTTN	-1.1245
IL2	0.025
ARRDC3	0.155583333333333
TBPL1	0.182166666666667
STX12	1.132
MRPL39	0.14925
OR8H3	0.735
IFIT5	1.8265
CASC5	-2.19
FAM46A	-0.137666666666667
HPCAL1	-0.672375
CYLC1	0.528
VGLL2	0.2125
C20orf191	1.347
CDH1	2.84475
ITPA	-0.00175000000000001
CCDC101	0.387
D15Wsu75e	0.99575
EDA	2.109
CREG1	-0.1005
OR7G2	0.6765
SAP18	1.84733333333333
IFIT1	1.21225
CALML3	-0.294
FLJ37440	-0.2825
FNDC5	-1.0085
SERPINB6	0.762857142857143
JUNB	2.1002
SYS1	1.91575
SCN2A	-0.858666666666667
ZKSCAN5	-1.0551
WNT7A	0.4582
TSHZ3	1.2185
RNF148	0.4995
H6PD	-0.278125
CAD	-2.23783333333333
ZNF449	0.35425
DOCK10	-1.2325
FAIM2	-0.149
HEXDC	-1.098
PRB1	-2.494
C14orf148	-1.366
ETHE1	2.94725
IRF5	0.0356
GNMT	-1.0725
MGC16291	-2.5385
RPAIN	-0.343714285714286
CAGE1	-0.6765
CNTNAP3	-3.111375
ACTR1B	-0.8285
EEF1E1	-1.08025
MSX1	-1.8095
ESF1	-0.3765
HSPC171	0.822
MRPL2	0.1825
RDH12	0.852833333333333
CELP	1.9065
METRNL	0.4835
C10orf116	4.7235
C19orf48	-1.1985
ZNF346	-0.192
NCR1	0.173
C10orf64	0.85
CD52	2.452
VPS18	1.178125
AP4S1	-1.0295
NPBWR1	1.2905
TPK1	3.0535
UBA52	0.0969444444444444
RIPK1	0.645
CPNE3	0.5161
HSPC159	0.839125
C8orf38	-0.073
LRRC4B	0.6635
PARP10	0.6452
ANKRD50	0.05475
CXCL9	7.174
FGF18	0.888363636363636
EIF2A	0.3125
SLC20A2	0.250166666666667
KIAA1549	0.721333333333333
SPINT1	2.0302
ZNF584	-0.419
CRBN	1.31266666666667
ABCF3	-0.126333333333333
NCBP1	-0.309833333333333
PLA2G4F	0.739666666666667
PCDH10	-1.724
TTC21A	1.11725
C20orf144	0.319
FGFR1OP2	-0.16
SLC9A1	-0.3708
CHRND	0.0175
FOXF1	2.76875
KIAA1467	-2.7005
TPO	-0.340666666666667
LTF	0.699642857142857
DNAJB9	0.9395
MRPS27	-0.479
bA16L21.2.1	-0.02525
WBP2	0.0365
MRGPRX3	-1.45383333333333
PRPF18	0.584
C10orf58	-0.602
SMOC1	-1.945
ADAT3	0.456833333333333
TMEM138	-0.62525
TMEM131	-0.089125
TIMM8B	0.97125
MYH7	-0.133833333333333
ST6GAL2	-0.094
KIF1C	0.71075
SUHW2	-0.0135
PAPSS1	0.03125
CABP2	0.1015
HOXA4	-0.655
ELF2	0.62325
SEMA3D	-0.068
MC5R	0.305
OGFR	-0.2695
FLJ30092	-0.358333333333333
TGFA	1.857
MMP17	-0.1765
KIF15	-1.32075
CHIA	-0.08
CATSPER3	-0.46425
CEACAM7	6.49141666666667
PADI2	3.4745
HOXA9	5.428
LNX2	1.91783333333333
TMEM144	2.07875
HIF1AN	-1.018
METTL7A	-0.9516
C6orf165	-0.2445
KIAA1468	1.497375
DSG3	2.5815
ZNF180	-0.0395
EIF4E3	1.408
SLC46A1	0.592
DKK1	-6.23833333333333
ZNF205	0.4605
LOC162073	0.633666666666667
COX7A1	5.61225
MAGEA1	-4.9745
NEDD8	-0.433333333333333
KLHDC5	0.0263333333333333
C3orf19	1.07416666666667
MRPS2	-1.43175
POLR3H	-0.905357142857143
ABHD11	1.6422
TMEM17	-0.54225
PAIP2B	-0.1295
MAT1A	-3.70125
LGI3	0.18025
THUMPD2	-0.29125
TKTL2	0.42
XAGE3	-1.58483333333333
CALM3	0.0339166666666667
C6orf136	0.626166666666667
KCNC4	0.519333333333333
RGS9	0.660833333333333
ACIN1	-0.763666666666667
SPATS1	-0.53725
XKR8	-0.3175
FAM84A	6.50558333333333
MS4A7	5.37722222222222
AGXT2L2	0.778
OR1F1	-1.6725
SMAP1L	-0.392833333333333
IPO11	-0.152
ZC3H11A	-0.5741875
C1orf151	0.75325
RNASEH2A	-1.39725
CCR10	-0.961
TXNDC11	0.660166666666667
TMEM112	-0.520125
MAP1B	-3.36114285714286
NVL	-0.81875
PKM2	-1.98945
ARC	-1.17025
NUP54	-0.264
PPFIBP2	1.78483333333333
STAT2	0.2445
PTAFR	1.315
ROBO2	1.44714285714286
RNF40	-0.921
CCDC135	-0.6085
IFT81	-1.17955555555556
MORF4	-0.71575
TM7SF3	-0.408625
OR10H3	0.4005
ABP1	3.687
CHRD	-0.18575
PLEKHA8	-0.301166666666667
NCALD	0.329416666666667
OR5AK2	0.6065
ACCN1	1.91833333333333
SLITRK1	0.124333333333333
ARMET	0.184
C9orf52	2.93525
REEP4	-0.96625
MTSS1	-0.588375
ADH1B	2.1126
DLD	-0.0575
CDK5	-0.4475
PPFIA1	-0.3525625
WFDC3	1.4435
DNAJB12	0.659357142857143
RANGRF	0.3395
MLANA	-4.72825
AMY2B	1.014
KIAA0319	0.09675
RPS7	0.231
JAK3	0.370444444444445
ARFGEF1	1.18675
CXCL5	1.9368
TRAPPC4	-0.0905
CETN2	0.6305
HSPC111	-0.6665
RHOBTB3	-3.0213
PHLPP	-0.369
RGS10	-0.168
TMEM58	-0.47275
CHERP	-0.86
HSP90AB3P	-1.279
FSTL3	-1.77983333333333
PEX11A	0.3505
OR5V1	0.4935
FCN3	0.83375
PTPN3	0.69425
NPTX1	-4.893
C21orf84	0.375
C11orf51	-0.311375
ZBED2	1.7815
FLJ90757	-0.503
NPY2R	-1.011
PLD3	-1.546
SYT17	0.438833333333333
SGSM2	-1.7945
OR1A2	1.0105
FOXP1	0.814875
SLC5A1	7.808
POFUT1	0.887888888888889
EPHB6	-3.09633333333333
MYO1G	-2.10725
STAC	-1.9747
KLHL17	-0.460166666666667
RGMA	-0.4052
TJP2	0.00369999999999999
FAM114A1	-0.035
SERINC1	0.371166666666667
SLC9A8	0.576
PEX19	0.073875
EDN2	0.74925
PSMD7	0.362666666666667
C3orf41	-3.71625
UQCR	0.3315
PPP1R3C	-2.77025
LRP4	0.333333333333333
TM2D1	0.92525
TTC17	0.704125
C4BPB	-1.346375
CCL25	0.2695
ZNF253	-0.5715
CHRNA9	-3.798
SOX11	-1.802125
HIVEP3	0.0865
CGN	3.25308333333333
C3orf35	0.570375
PKD2L1	1.93125
SYVN1	-0.5975
PDE8B	-2.43475
LOC439951	0.6415
LTC4S	0.935
MIF4GD	-0.4245
SMARCA2	1.605875
TUBGCP6	0.413833333333333
CABLES1	-1.289625
C16orf77	1.738
ZNF791	-0.44125
FUT5	4.403
ADH6	-0.867833333333333
P4HB	-0.58725
CLDND2	-0.614
ALKBH8	-0.051
PLAC4	-1.61075
F11R	1.26457142857143
MGC35295	0.0886666666666667
PDZD4	0.105333333333333
LOC389073	-0.193
FAM80B	-2.41483333333333
PSMB1	0.114625
TXN	-0.422666666666667
VIPR1	2.3669
WBSCR18	0.8037
EXOSC6	-1.06
ACTA2	3.9465
SP5	-2.905
ANKRD1	-2.913
DDR1	0.6657
ATP6V1D	-0.665
PTGS1	-2.02633333333333
RNF157	-1.03175
DCC	0.457
SPAG7	-0.28525
FBXO18	-0.8315
UBE3C	-0.3204
HOXC6	-0.974666666666667
LRP2BP	-1.4398
MYST2	-1.218
PDSS2	0.83675
ATE1	0.169
ARAF	-0.79275
KLF10	0.44775
PLA2G2E	-0.0185
ASCL1	-0.473666666666667
TSNAXIP1	-0.552
FAM131B	0.776125
IFNA10	
NUP43	-0.304
FAM44B	-0.13675
L1TD1	-5.27683333333333
NMD3	-0.462916666666667
C18orf54	-0.6621
PHOSPHO1	-0.9165
RAG2	-3.02
EMILIN3	0.496
METTL3	-1.7975
VPS13C	1.48025
REXO2	-0.2865
ANXA4	2.6245
CA1	2.81675
DCP1B	0.0125
TULP3	-0.606333333333333
ATP2A2	-0.176142857142857
ATIC	-0.76825
ADAM15	-0.5435
NPL	1.1855
LGR4	1.2555
UEVLD	1.08716666666667
GAB1	0.622
SNAI2	-1.319
ZGPAT	0.7381
SNF1LK	0.501125
DLEU1	-0.9295
UBE2Q1	-0.09025
ZMYM6	0.6621875
JPH3	-2.6232
FAM38A	-1.22241666666667
PXK	0.902833333333333
DENND2D	2.4355
BAX	0.9265
CP	-4.3091
RPL37	0.00429999999999997
G6PC3	-0.010375
NCOA4	-0.00333333333333333
LRRC14	-0.181875
GORASP1	0.33
FCHO2	1.93275
CYP24A1	-2.6837
FXYD3	4.442375
SMARCAL1	0.30425
ABCB8	-0.509333333333333
CCDC44	-0.4225
PRDM7	-2.7285
USH1C	4.6725
DNAH5	-2.24266666666667
SRF	-0.451166666666667
MAL2	2.165
PGPEP1	0.923416666666667
SIN3B	-1.67425
SEMA3C	1.44666666666667
GRAMD3	1.898
FBXO10	-0.77175
OR5D13	2.606
FLJ31818	0.13975
CACNA1I	0.20375
S100A13	-0.8685
TP63	-1.155
ANXA11	0.9666
WDR66	-0.89575
CSF2RB	0.3785
IFI44	0.551
DACT1	1.80316666666667
ANKRD23	-0.623125
ATP5G1	0.00600000000000001
C21orf70	-0.461
PPWD1	-0.234
DNAJC13	-0.11075
PAH	-3.09383333333333
PTCH2	0.50475
TRMU	-0.6015
CCDC9	-0.1675
USP3	0.1229
DCLRE1C	0.7681
FAM55C	-0.61075
FRMD4B	1.99675
CYP2R1	0.63925
RFPL1	-0.6959
XPO5	-1.42375
ARL6IP2	0.6495
OSBPL5	1.5705
MMP9	3.39409090909091
KIAA0802	-0.960125
DHRS2	-5.49983333333333
SGEF	-0.502
TXNDC10	-0.6244
EXOC6	0.16875
RPS27	0.584166666666667
PNCK	-0.877
FSTL1	-0.7655
AACS	-1.30225
SLMAP	0.635166666666667
SAMD4A	-0.7264
ABRA	0.5665
SMARCD3	-0.60075
PKNOX2	-2.14533333333333
A4GNT	-0.018
C9orf39	-1.8905
RALYL	0.1805
MGC33556	-3.267
C10orf25	-0.928
BBOX1	-0.1335
NHEDC1	-0.87425
XDH	2.91325
GCSH	-1.487
EDN1	4.387
MTERF	0.007
CLK4	0.75775
ZNF799	0.624166666666667
KCNG1	-2.100875
CXCR4	-0.274
PTPRR	2.38975
IRAK1	-0.374
LOC401397	-1.01625
TMSB10	1.20492857142857
CXCL3	3.2263
TMC4	2.05875
OR7A10	0.0785
STYK1	4.25625
CHRNA10	0.068
CCNI	-0.31775
EP300	0.591571428571429
LOC165186	0.468666666666667
HIC2	-2.2315
SDR-O	0.425
OR2W1	1.173
KCNA6	0.7445
TRIM74	-1.61175
REEP6	-0.54275
ATP5G2	-0.159
ERG	0.43775
TMEM42	0.335
PARN	0.00650000000000001
SOD2	0.9819375
DIRAS1	-1.27933333333333
PNPT1	-0.63375
JOSD3	-0.77075
hCG_40738	0.0745
PDE1C	-1.84875
SEMA4D	0.322125
AGPAT1	-0.240666666666667
NOSTRIN	2.281
MAP3K3	-1.44366666666667
MAX	0.687
CAPS	-0.135833333333333
SERPINA12	-0.6485
OSBPL8	-0.7305
RICS	0.6443
NR4A2	1.10283333333333
PPCS	1.2205
LONP1	-1.95975
SCYL3	0.867
HERC2P2	-0.947666666666667
FIBCD1	-0.367
C15orf41	-1.0815
DMC1	-1.57216666666667
C20orf27	-1.638
RPS6KA5	0.5761
FAHD1	0.8215
SLC12A4	-1.91175
BRCA1	-1.24958333333333
GBL	-0.84025
SLK	0.521666666666667
NUDT9P1	-2.8685
NOXO1	5.4905
USP52	-0.18875
BAZ1B	-0.11875
SLCO2B1	3.89325
BBS12	1.20233333333333
LRGUK	-1.6046
TERF2IP	0.14
COL1A1	2.618
KIAA0090	0.17175
GRK5	0.108666666666667
AP1S2	-1.888
TMEM52	-0.126333333333333
CA11	-0.768625
OR4A15	0.501
ACBD3	1.6769
SPAG11B	-0.205285714285714
PRDM2	0.7261
FOXP3	0.43625
SMYD3	-0.7086
LOC389199	0.658
LGI2	1.47383333333333
NAPE-PLD	0.7186
ANKRD6	-1.827
WDR45	0.927333333333333
SHROOM1	1.6665
PSCD3	0.021
PYY	0.9605
KCNC1	-1.18
ARHGEF9	0.0597
OR8J1	1.43733333333333
GPR55	0.638166666666667
NS3BP	-1.396
C10orf22	0.312833333333333
NAT8L	-3.98125
DUSP4	-1.663
FOXM1	-2.63883333333333
GRAMD2	2.05177777777778
ZBTB48	0.161
BUD31	-0.273
PABPC5	
CCDC41	0.409
FBXO11	-0.165666666666667
C6orf148	-2.27475
RFXAP	0.53525
C6orf15	0.274833333333333
CDK8	0.715
C6orf70	0.324375
TESSP2	0.4455
ALG2	-0.118
PPP1R3D	1.94525
TPM3	-0.0813333333333333
SYT13	4.54925
EPB42	-0.787333333333333
CETN3	-1.04625
PRY	0.3485
NTHL1	0.545833333333333
POLR2B	-0.571
RPS28	0.75625
P2RX3	0.1605
LYZL4	0.802
WBP4	0.7069
PMM1	0.7925
C11orf79	-0.28325
CBLL1	-0.068
IL1F10	1.35816666666667
VAX2	-1.011
SETDB1	-0.909833333333333
LRAP	-2.728
GCLM	0.157333333333333
CPEB3	1.49725
PPM1A	0.4010625
INTS1	-0.37025
CAMTA1	0.879583333333333
SAMSN1	-1.22025
LOC158830	1.334
GMPPA	-0.34125
AIPL1	2.494
IL24	1.08854545454545
BDKRB1	0.6355
MLF1	-1.0024
TAF12	-0.302
ID1	1.18175
THADA	-0.26525
PIK3CB	0.20575
OR4N5	0.341
TBC1D17	-0.173
COX8A	0.368
CDCA4	-0.93
C2orf44	-1.54325
ZNF534	0.4625
IMMP1L	0.8975
NIPSNAP3B	0.88225
FTMT	0.163142857142857
PWP2	-0.031
MMP15	1.1761
DNAH11	-1.032
MTMR14	-0.661875
DNAL4	-0.57225
IPP	0.07375
TMEM59	1.186375
C1orf157	
RGS4	-1.47616666666667
DDX18	-0.125666666666667
SNX6	-0.135
ZNHIT2	-0.158666666666667
NCDN	-2.14216666666667
FLJ33534	0.39425
RAG1	-0.831571428571429
OR4D10	0.237
PTPN5	0.102833333333333
POMT1	-0.128125
LRRC8A	-0.368
CYP1A1	-1.29325
CAPN1	-1.05383333333333
DDHD2	-0.719125
GRIK2	-0.68675
GNRHR	-4.09
PPBP	3.932
HTR3A	-0.325625
SLITRK4	-3.7165
ANKRD49	0.59825
BTF3	-0.2182
SARS	-0.5615
C13orf18	4.7962
CACNB1	-0.4645
QKI	-0.949263157894737
SETMAR	0.139
MAN2B1	0.0796666666666667
EML3	-1.9445
ACADL	-1.81525
OFD1	0.3695
DEFB114	-3.073
CGA	-3.9731
PEX16	0.608666666666667
LRRC10	0.4365
GNG12	1.3735
C1orf152	0.236666666666667
CHRM1	0.4245
CD53	0.536875
DBH	-0.362
TFAP2B	-3.43642857142857
HIST1H2BJ	-1.23416666666667
FAM46D	2.667
TMEM11	-0.205
C3orf32	1.16425
PCCB	-1.360125
IPO13	-0.770625
C6orf105	1.52475
COMMD5	0.5665
SUV420H1	-0.3268
LTBR	0.85825
ARHGAP15	-0.641
HDHD2	-0.32875
TDRKH	-0.543166666666667
LOC401052	-1.151
PSG4	0.793
GNB4	-1.88377777777778
SPATA4	-0.298
SLC9A3	2.5025
OSBP	-0.157
NBPF3	-0.52575
DOCK11	-1.002
SLC39A5	2.36583333333333
PRR5	0.8336
C10orf63	0.961166666666667
SMTNL2	-0.9715
ADRA1A	-0.8755
ASAH1	1.2379
DOM3Z	-0.0221
GIPR	0.429333333333333
AHI1	0.138166666666667
NADSYN1	0.469333333333333
RGS14	-0.6222
IL18BP	0.808
RTN4RL1	-2.11408333333333
ARMC6	-0.9305
PSMD5	-0.643166666666667
HK3	0.940888888888889
OR4S1	1.71
RSU1	1.0305
MAD2L1	-1.43433333333333
EIF4A3	-0.64975
DLEC1	-0.242333333333333
E4F1	-0.150833333333333
CHMP2B	1.9945
CAMSAP1	-0.52525
RPS21	1.00833333333333
ARID5A	-0.21775
UBE2N	0.2396
IGSF8	0.598333333333333
MAGEB6	0.1095
ACAD11	-0.617
MGC4172	1.095
LMO4	-0.30025
KLKB1	0.12725
HP	-1.586
HDAC3	-0.659
SCHIP1	0.3455
CLCA1	6.2505
OLFML2A	0.063125
C1orf112	-1.097
KIF19	1.221
HAPLN4	0.1164
CXCR7	0.6955
GOT2	0.2776
RAB38	-2.75425
DCX	-0.836
PPM1H	0.255083333333333
NFYC	0.02825
KIN	0.07075
ZNF228	-0.22125
PLSCR4	3.40616666666667
HIG2	0.18875
FAM79B	0.657
C21orf86	-0.7886
KCNK10	2.2075
ZNF738	-1.1645
FSTL5	-1.63833333333333
OR6A2	0.1815
OTOA	1.07183333333333
EXOC1	0.98475
AHRR	-3.06425
PDAP1	-1.14783333333333
C19orf6	-0.2385
ZAN	0.5855
LY6G6E	0.9165
EIF4E2	0.31375
C20orf198	0.87825
ZNF324	-0.11125
CYP3A5	6.00816666666667
ENTPD7	1.42433333333333
MBOAT5	-1.6905
GJB5	-0.3845
TTC13	-0.06975
S100Z	0.0381666666666667
KIAA0664	-1.19583333333333
PDGFRB	1.3985
IL17D	-0.84575
OR56B4	0.2005
RDX	-3.2
SLC34A3	0.2525
IL28B	2.1895
JUND	1.9785
CHRNB1	-0.475125
CAMK2B	-1.18025
FETUB	-0.79525
CXorf23	2.647
MRTO4	-0.90825
TTC3	0.687
NDUFB8	0.101333333333333
EDG2	-2.5385
SEMA3G	-1.0175
IL23A	-1.1085
GRHL1	-1.36511111111111
LOC441054	-3.3325
WDR65	0.7508
PSTK	-0.4505
STOML3	0.3615
R3HDM2	-0.4649
C5	-3.38575
SLC2A10	0.3505
C3orf22	0.61025
PAQR3	-0.643461538461539
ANKRD26	-0.37025
HCRTR1	0.3725
LOC399947	-1.31033333333333
PSD2	-0.362
TIGD2	-0.592333333333333
SCRN1	-2.682875
COQ10A	-1.552
DDI2	0.3635
METTL7B	1.83033333333333
UCN2	0.3355
FAM92A3	-0.225
WDR16	0.627666666666667
ZNF511	1.15983333333333
ZMYM5	1.106125
POLR3G	-1.971
ZNF586	0.159
C1orf49	0.357666666666667
TANK	0.247
RCAN1	1.00733333333333
PELI3	-0.508333333333333
LIMD2	-0.744916666666667
TMEM189	0.5685
NTN4	-1.8245
LOC151300	-0.245
CLEC2A	-1.5355
GPR135	-0.477375
DPYSL4	-3.5106
JAK2	0.429666666666667
TSHZ1	1.659
TM9SF4	1.462375
ZNF264	-0.691
SIRPG	1.899125
BICD1	-2.0825
HERC6	1.43416666666667
METTL5	-0.494
CASP1	3.61775
PRRT1	-0.3145
PLA2G4C	0.742666666666667
ICA1L	-0.854230769230769
TPTE2	0.456666666666667
OTUD7A	0.9285
AQP11	-0.612
APOA2	-4.7521
KALRN	0.6729
SECTM1	0.188
IFNAR1	0.219
TALDO1	0.086125
RAB11FIP4	0.490083333333333
EIF5A	-0.91
FAM49A	2.24075
NEGR1	-0.1838
YTHDC2	0.293375
EHD2	-1.925625
NCF1	1.4613
SCRT2	1.1115
HOXA5	2.145
NUP133	-0.62625
FGF12	-2.81014285714286
SLMO2	1.965125
SNTA1	-1.903
CACNG2	0.131125
GCM1	-0.393125
ELF1	1.40516666666667
TLR5	0.228
TCFL5	0.329333333333333
RBMY2FP	-3.2845
LOC100125556	0.03
FAM129B	-0.22575
MAP3K7IP1	-0.89925
NCK2	-0.419
OXA1L	-1.8875
FMO9P	0.9135
ZSCAN12	-0.72225
PSMD12	-0.27575
HSCB	0.31525
CLDN10	-3.35125
MGC13053	-0.002
HPCAL4	-0.3535
ASZ1	0.826
MEX3D	0.533583333333333
NFAT5	0.081
CSPG4LYP1	-0.448
FBXO3	0.6458
DVL1	-0.4435
CMKLR1	2.02525
TYMS	-3.399125
PEF1	0.25125
ZNF750	-3.109
MCM5	-0.9789
MEGF11	-1.17375
KCNK7	0.294
PTP4A3	0.4285
C1QTNF2	-1.2565
OR6S1	0.047
FAM122B	0.186
ZNF551	-1.28175
HBQ1	-1.727
GEMIN6	-0.566
ARSK	-0.04075
RBP7	-0.114666666666667
CPNE9	0.6835
DSC1	0.207
LOC730112	-0.51
MAP2K4	0.136375
HS3ST5	-0.939
EPB41L3	-1.06775
TEKT2	-0.9805
CDKN2B	0.148333333333333
ZNF480	0.8965
MAP3K6	-0.3386
MAP6	0.325666666666667
HN1	1.0552
OR2L13	-0.53125
SLC16A11	0.25275
FAM96A	0.3205
APOL1	-0.026
C5orf32	2.52875
RTP1	-1.86266666666667
RNF175	-1.892125
ZBTB41	0.719625
AHCTF1	-0.8614
SAE2	-0.1733
ITGA2	1.32833333333333
MME	-1.38716666666667
CCDC14	0.017
MAST4	-0.430214285714286
KRT33B	-1.732
KCTD2	-1.28166666666667
WDR26	-0.405666666666667
MFI2	0.074
NR4A3	1.367875
ARSA	1.064
UNKL	-0.673
SULT6B1	0.357
CCNA2	-2.013
SOX15	0.0655
PPAPDC1B	0.959333333333333
C19orf44	-0.6225
MCAT	0.6015
ARID1B	0.05275
OR52N1	0.82
C12orf48	-0.23725
MAGI1	0.140625
NIPA2	-0.6825
GBX2	-1.87825
RSHL3	-0.579
RAVER1	0.0686666666666667
C15orf17	-1.36425
SLC30A2	2.4915
ZNF518	0.571
PCYT1B	-2.157
C10orf114	-2.336
EIF3H	0.19025
SLC25A39	-1.151
KIF1B	0.34975
AMOTL2	0.30825
C6orf120	1.01083333333333
PSRC1	-1.75
PLA2G10	5.626875
KIF5C	-0.775666666666667
MRPL37	-0.614
C17orf62	-0.0986666666666667
C9orf135	-1.5182
DUSP10	0.2143
CLCNKB	0.1755
PSMA5	0.506375
C8orf53	-0.03075
AMPD3	1.84283333333333
PIAS1	-1.0285
ADCYAP1R1	0.9765
GYLTL1B	0.692
CDH20	0.528
FBXO7	-0.07875
TMEM134	-0.081
FLJ14213	3.2865
ZNF3	-0.045
LRRFIP1	0.0172083333333333
CNOT2	0.0474166666666667
ABI3	2.347
ALDH5A1	0.088
HNT	1.5579
SERPINA4	-2.3335
TK2	-0.1447
STMN1	-1.71255555555556
GUCA2A	4.10033333333333
GALNT10	-0.0576428571428571
DPP6	-0.363625
C9orf93	-0.004375
PRELID2	2.582875
STK39	1.170375
SFTPA1	-1.3285
CKS2	-0.556888888888889
RHO	0.3915
C20orf135	0.0435
XKR3	-1.0805
CR1	0.734333333333333
RPS6KA2	-0.329928571428571
C20orf112	1.29225
MRPL22	0.405
C4orf23	-0.4625
GADD45B	0.19625
KLHDC1	0.4715
C2orf48	-2.081
ZNF287	0.508
DAAM2	-2.18875
DPPA2	-4.18833333333333
TCTN3	-0.0333333333333333
DNAJB11	0.513625
FPR1	3.892
DEFB4	0.9315
PTCD2	-1.4287
SMOC2	4.01483333333333
CABP7	2.392
SERPINB11	-0.2415
MAGEF1	-0.69825
NDE1	-0.0223333333333333
ITGA10	-1.0235
FSHB	0.9015
ANXA2	0.93275
HORMAD2	-0.19275
HLCS	-0.4055
MCF2L	1.56681818181818
FH	-0.118375
TBC1D24	0.8345
KIAA1505	2.524
LGALS2	2.7775
CNBD1	-4.9255
SYNPO2L	-0.56425
PTPN23	-0.126
C1orf183	-0.221833333333333
MAGEA8	-2.09325
DGCR8	-0.34375
GSR	-0.09775
PAQR7	0.2235
ZNF676	-1.40625
CACNA1C	-0.4363
SP7	-2.988
PDCD6	-0.173
NRN1L	-0.914
BRI3BP	0.0215454545454546
KIAA1183	0.38725
ASB4	0.5425
CCL23	3.0128
OBSL1	-3.060125
SLC12A7	0.794
KIAA0240	1.28825
CD1B	-2.9375
FCGR2A	2.091875
MDC1	-1.402
HTR1A	0.3212
OCEL1	0.394
ATP11B	0.869125
FBXO34	2.193
PCDH12	1.70633333333333
RPE	-0.2275
C17orf74	0.8235
CSDC2	0.406166666666667
PET112L	-0.81425
TMBIM1	1.62275
P2RXL1	-0.1215
TCHP	-0.729
TRMT1	-0.685833333333333
F2RL2	0.2023
LRRC32	3.3332
IMPG2	0.283
BGLAP	-0.64925
LOC493869	-2.50708333333333
MRAS	-0.231125
SLC35F5	1.64825
CBWD1	-0.576
AXL	-2.554375
ATP2C2	3.9495
TELO2	-0.63375
PNPLA3	-4.60925
PCDHB14	2.70025
CD276	-0.87925
KRT80	-1.576125
DUSP28	-0.6395
CSNK1E	-0.831666666666667
SRP14	-0.5395
KCNQ4	0.2105
KRT72	-0.0928
CCDC117	-0.270625
C6orf89	-0.4045
