Hybridization REF	TCGA-AA-A00J-01A-02R-A002-07
CRAMP1L	-0.0625
CHST12	-0.1405
RAB22A	0.514083333333333
TARDBP	-0.09
STAU1	-0.09825
CRB3	3.075
MIG7	-0.577
CHMP1A	0.0221666666666667
ZNF160	-1.818375
B3GALT6	0.018875
BARX1	-1.81133333333333
C6orf167	-0.508625
NXNL1	0.419
DHX29	0.16575
HADHB	-0.08
PLXNB2	0.4775
ILDR1	-0.9575
SLC15A3	2.1395
GAS2	0.687333333333333
C20orf69	-0.116
NUMB	0.45325
TNIP1	0.41675
MESP1	0.300833333333333
PSKH1	-0.10225
NSFL1C	0.023375
RHOG	-0.03
HEY1	-1.26566666666667
KNG1	-2.006875
ITGAX	1.9782
LIN9	-0.114166666666667
CANT1	1.228625
XRN1	-0.290214285714286
CCDC96	-0.2042
HEATR6	-2.216
GNG7	0.0379166666666667
RUNX2	0.807125
SOX1	0.3545
FCRL5	0.3552
ZNF99	-1.480625
FAM9A	0.448
SNX22	0.677166666666667
MBNL3	-1.9965
ODC1	0.3879
ADORA2B	0.668
NR2F6	-0.1645
ZFYVE16	-0.436611111111111
SYNJ2BP	0.821
POLE	-0.18075
E2F2	0.1455
THRA	0.968166666666667
PTGES2	-0.616666666666667
HIP1R	1.6135
TMUB1	-0.267833333333333
ENO3	-2.21275
RSPH10B	-0.604
CXorf39	0.740875
IRGC	0.072
GPR109B	-0.20975
FLJ13305	-0.3875
LCE3A	0.4515
TNFRSF18	-1.05433333333333
DET1	-0.35775
TRPM3	-0.277833333333333
C16orf79	-1.1925
FECH	-1.0245
RAP2A	0.632833333333333
CRIP1	1.34666666666667
AZIN1	0.135
SLC7A7	3.458
IL10RA	0.4771
TMEM64	-1.05025
CDC42EP4	0.571
C16orf58	-0.0619
ARG2	0.392
POU5F1P4	-4.50925
FAM62B	0.115625
DNAH8	-2.5152
ASH2L	-0.141125
TSLP	-2.64666666666667
CNTNAP5	-0.386666666666667
TMEM16C	-0.26725
IFNA14	-1.171
SLC1A3	-0.8685
CABYR	-1.73975
BCL7B	-0.3932
NUDT13	-1.32683333333333
C13orf28	0.095
C1orf53	-0.443
ARL6IP4	0.9765
RPL35A	0.0415
EMR3	1.18875
RAB40C	0.733166666666666
SLC41A1	-0.2265
LRCH1	1.54625
LY6G5B	-0.448
FAM124A	-0.860642857142857
MGC10981	3.26683333333333
CLIP3	-0.1771
MAP4K2	-2.37616666666667
CHIC1	0.4385
SULF1	4.35766666666667
C20orf30	-0.410785714285714
PRDM5	-1.707375
ELOVL1	-0.36925
C11orf48	-1.081375
SLC39A10	-0.51475
KCNV1	-0.1035
ACP1	-0.323333333333333
ZMYM2	-1.572375
B3GNT6	0.727166666666667
C9orf69	0.11825
C2orf15	0.7365
C20orf166	1.555
HSP90AA6P	-1.244
EDG7	-1.0405
NEURL	3.42525
LPL	-2.32933333333333
CLEC2D	-0.895071428571429
GRRP1	1.604
CD8B	-3.805
HIST1H3D	-0.580166666666667
SLC6A12	-0.04125
FAM27L	-0.6465
CD84	1.3161
RASA1	-0.458
PHKG1	-0.1275
MAGEA11	-2.038
IMPA1	-0.26
NPM3	0.46925
RARRES1	4.491
SH3BP1	0.607375
B3GNTL1	0.5895
ARPC5L	-0.3715
KLHL26	-0.0785
SIM2	1.954125
GJC1	1.139
C20orf194	-1.418
EXO1	-0.71325
SLC2A2	-2.65
LOC285074	-0.24625
LRG1	1.56125
KIRREL	-0.6635
PIK3R1	0.0685714285714286
C4orf34	-0.1975
MAF	-1.87
ADCY4	3.9055
ZMIZ2	0.5304
SLC46A3	0.807333333333333
STAMBP	-0.09
CCDC16	-0.15925
MS4A12	1.647
TCF20	0.467
LRRC46	-0.4255
C20orf152	0.3495
MRPS6	-0.683875
ABCB11	-0.1775
KCNC2	0.0772
CDH19	-2.1
C9orf123	-0.0221666666666667
SSH3	-0.045625
LDLRAD1	-1.55975
CCBE1	-1.25325
ZNF135	-1.58975
TAAR1	0.543
WFDC12	-0.048
CCDC42	-0.2125
FLJ12529	-1.23775
PER1	-1.22433333333333
TIMM50	0.235666666666667
SMARCAD1	-0.429333333333333
FAM26C	0.1595
TP53TG3	-2.93666666666667
SH3RF1	1.9548
LMCD1	1.0005
GPR63	0.5765
FLJ21986	-3.462625
AIFM3	2.24775
MICAL1	0.4945
BLZF1	-0.296
IQCA	-0.323166666666667
PCDHGC3	-1.0255
SAC	-0.21025
BCL6B	2.10566666666667
DDO	-1.19175
MARCO	4.66325
DCHS1	0.449
C1orf170	-1.738
CD200R1	0.2225
C22orf15	-0.061
SEPT11	0.896333333333333
ADNP	-1.00325
UST	1.2605
C13orf34	-0.0533333333333334
RFFL	0.706642857142857
APBA3	0.064
C2orf60	-0.151125
CUTL1	0.1658
PMS1	-0.973375
ZNF689	-1.446
EIF3E	-0.37
IL9	-0.204666666666667
RPL31	-0.210125
LY9	-0.0371666666666667
ATP2B3	0.18
KDELR2	0.606166666666667
TFCP2	0.803875
NLRP12	-0.49
FLJ45422	0.09225
TLE4	-0.1527
ZNF570	-1.556
FLJ43806	0.246
TLK2	-0.48575
CIR	0.84275
MARS2	1.2435
COL24A1	0.4805
SDF2L1	-0.43
HIBADH	-1.14166666666667
IGFBP3	-0.950928571428571
C12orf23	0.488625
PSPC1	0.187
C20orf43	-0.62225
TRAV20	0.4435
ARHGAP24	0.49575
KIAA1975	-0.9865
C1QA	3.9858
DNTT	-4.84133333333333
C10orf6	-0.364166666666667
C11orf41	0.424
HNRPF	0.46875
COL11A1	5.336
UBAP2	-0.565166666666667
CDKN2AIPNL	-0.6415
C20orf174	1.916
SPRED2	0.50475
PLA2G12A	0.246333333333333
ICEBERG	-2.40566666666667
SCN10A	-0.1865
C11orf65	-0.1735
GBP5	4.9845
PITPNC1	-0.955666666666667
POU3F3	1.334
NCOA7	2.020875
LIN7C	0.9484
LOC348840	-0.809
NKX2-2	-2.98725
ANKRD13D	-0.349375
LOC123688	1.00125
FUT2	4.06616666666667
TAAR8	0.682
FZD4	-1.08316666666667
PNMA3	-1.75366666666667
OR4L1	0.1335
WIT1	-3.30275
EXOC3L	2.2605
ATPBD4	0.0482
KRBA1	-3.43075
UBXD6	-0.526
HOXB7	1.27257142857143
C7orf23	-0.674
UNQ338	0.4735
STAB2	1.2635
CDC20B	0.1825
IRF9	1.62325
CENTG1	0.27775
TNPO2	-1.0285
MCPH1	0.03325
BMS1P5	-1.06375
SLC26A7	1.47125
HIST1H3J	0.2755
C9orf3	1.2267
LBH	1.21925
MYO1D	2.3695
PTDSS2	-0.591
NFU1	0.3995
DEPDC4	-0.785
WNT7B	-0.7409
GLP2R	-0.3735
SETD4	-0.3333
DYNLT3	-0.1192
FKBP11	0.216833333333333
SESTD1	0.125833333333333
FLII	-0.7385
RPS16	0.5409
CHPF	0.0658333333333333
CSNK2A1	-0.885833333333333
SUMO1P1	-0.08025
FKBP6	-1.395
ZNF214	0.6555
TWIST1	-0.850666666666667
DDX56	-0.486333333333333
TRAM1L1	-0.8686
EPO	-3.20433333333333
MRPS18B	0.21075
ZNF682	-2.48716666666667
RPL14	0.0263333333333334
MAFF	0.95725
LOC51136	-1.46725
LY96	-0.86525
DDX20	-0.17675
ABTB1	1.34483333333333
ARL5A	0.2418
CCT6A	-0.94075
HEPACAM	-2.06866666666667
EHHADH	0.729666666666667
RBAK	-0.133666666666667
CGB1	0.09875
ITGB5	-0.4822
YIPF3	-0.0385
FKBP2	0.15
NR1D1	-0.369
TMEM110	-0.47
NEK2	-0.1355
PRAMEF8	-3.54125
C20orf52	-1.027
PCDHGA3	-0.3585
VWA3B	0.56325
NDUFA5	0.071625
THAP9	-0.50075
FLVCR2	-0.167666666666667
AP1S1	0.558125
SMAD6	-0.89975
SAV1	-0.785
SAT1	1.19425
ZNF251	-0.027875
ADAMTS7	0.2967
RPP38	-0.0575
C1orf211	-1.8045
YPEL2	0.9454
RBMS1	-1.8765
ZNF445	0.250333333333333
NRXN2	-0.0401666666666667
PGBD4	-0.557375
UGT2B28	-2.7685
WBSCR16	-0.5909
NLRC3	-0.026125
ASTL	0.48875
ST6GALNAC1	4.70725
ZADH2	0.589125
MLLT4	-0.451
ARL6	0.0235
MEF2C	-0.75025
CBFA2T3	-1.506
AFF3	-0.580428571428571
COG7	-0.127166666666667
MYB	-0.4295
PLXNA3	0.278
XRCC2	-1.41466666666667
MMS19	-0.188
ST8SIA5	-1.56875
CHPT1	0.844166666666667
KIAA1712	0.405875
OR6X1	0.439
ACTR3	-0.01075
UGCG	-0.494166666666667
OR4P4	0.0895
ZAP70	-3.22275
LPP	1.204125
ZNF485	-0.2975
PTPRCAP	-0.4925
IL12RB1	0.38425
ATRX	-0.5045
CHST8	-2.9325
C14orf109	-0.866
ARV1	-1.0455
NMB	0.603285714285714
COX5A	0.3705
EIF6	-0.69475
MPPED2	-2.34316666666667
SEMG1	4.706
CHRDL1	-0.7825
TRAF3IP2	0.681
WNK2	0.797
LILRA4	0.788
LAMA2	2.2005
PXT1	0.724
RLBP1	-2.268
CD300C	0.2345
SLTM	-0.1225
FLJ10404	0.3910625
APOBEC3D	-0.687833333333333
RENBP	-0.0855
ATXN7L1	0.45975
NID1	-0.8155
TUBGCP3	-0.229125
ITIH5	0.547333333333333
CCDC110	2.45225
C8A	-3.17
MGC87042	0.86725
HOXC13	-2.026
TFDP2	-1.00125
HCP5	0.692875
POLI	-0.518
UCN	-0.124333333333333
ZNF764	-0.132333333333333
C8orf45	-1.79275
FHL3	-1.117
SPATA5L1	0.19375
MMRN2	2.3975
NDST1	0.0556666666666667
COL20A1	0.8765
ZNF248	-0.266666666666667
PELP1	0.0501666666666667
MBL2	-3.08916666666667
RNF41	0.60675
C5orf24	0.713375
THOC5	-0.281875
SERINC3	-0.462083333333333
RP11-151A6.2	1.03325
CDCP2	-0.1395
HIST1H2AA	0.0355
C11orf75	1.56833333333333
FKBP7	-0.4315
DDOST	-0.39225
GPNMB	0.3135
TTF2	-0.581333333333333
KCNT1	-0.00166666666666666
SLC39A14	0.282
NGRN	-0.0576
GPR137B	1.6035
MECP2	-0.101875
PSMA1	-0.21725
C16orf73	-5.7085
TMEM60	-0.235333333333333
CSN3	-0.1665
NOS1	0.487666666666667
RAB7L1	-0.515166666666667
YBX2	0.981
KIAA1166	-1.082625
FUBP3	-0.061
ABCG1	0.5255
ACACA	-1.15325
ARL11	-0.1831
ATOH1	2.64
ODF1	0.547666666666667
CREB3L3	-1.09383333333333
TMEM127	1.0205
DSCAML1	-1.125
PLN	2.812
LYPLA1	-0.139583333333333
PRDM9	-2.446
SASP	1.191
PLUNC	0.256
INTU	-1.035
HISPPD1	-0.1985
LNPEP	-0.335333333333333
YARS2	-0.475666666666667
APCDD1L	-1.552
ZCCHC4	-0.2022
FBXO22	-1.00433333333333
TTLL13	0.5
ZNF669	-0.808333333333333
PTGDR	2.07125
DDX27	-0.97875
KIAA0409	0.007
GJB6	0.55625
ASB8	0.535
PLP2	0.493666666666667
MEPE	0.45625
OR10J5	0.2505
KRT222P	-0.13175
COQ7	0.286666666666667
C1orf101	0.33275
RERG	-2.1277
CHMP5	0.7085
THAP11	-0.652125
ZNF43	-1.8515
ZRANB3	-1.44166666666667
KRT13	-0.5965
MRPL19	-0.2325
RBBP9	-0.34775
SPATA17	0.105625
BXDC5	-0.312833333333333
PAFAH1B1	-0.498833333333333
MAGEE1	-0.9165
OSTF1	0.5535
KIAA0323	-0.143333333333333
TXNDC13	0.093
CNTN4	0.757625
LCE1B	1.254
UNQ501	-0.5255
ZNF154	-1.2495
C3orf64	0.51775
SYT5	-0.2805
PON1	2.27433333333333
FLJ10357	-0.1775
ATP4A	-1.0775
GNPDA1	-1.07816666666667
MGAT1	0.925833333333333
C14orf121	0.34325
SLC35B2	-0.0655
MIER3	0.868833333333333
CHEK1	-0.892125
ZNF8	-0.267833333333333
TXNDC1	0.0218333333333333
CKB	-0.4546
RTN3	0.660642857142857
FZD2	-0.995666666666667
PART1	1.63475
PSMB6	-0.464
PCDHB8	-1.484
PHC3	-0.2559
PPP1R8	0.0785
NOVA2	1.13566666666667
TNFRSF11B	-0.897875
GOLPH3	0.845
UBLCP1	-0.96575
SUHW3	-0.75525
TTLL1	-0.75525
OPN4	0.7535
OR13G1	0.1915
ZPBP2	0.0395
HSD17B11	1.08975
C9orf50	-0.6455
DHDDS	0.2165
CTSW	0.3761
NEFM	-2.883
MRPL28	-0.43025
SYN1	0.822333333333333
PIGV	-0.903166666666667
ZIM2	-1.1855
APBB1	-1.3455
SND1	-0.3415
C1orf123	-1.19683333333333
CHD3	-1.5475
BHLHB8	0.422
RNASE2	0.449333333333333
BCAP31	-0.309
SLC25A44	-0.248166666666667
CHD6	-0.4872
PIB5PA	0.772692307692308
SELS	0.63975
LOC541471	-1.194
FAT2	-0.72
ZNF81	0.0025
OR4C16	-0.095
FLJ10081	-0.1631
LRRC4	-0.59675
CS	0.696333333333333
N4BP2	-0.132625
IGFBP7	0.91275
ZNF318	-0.16525
NDNL2	-0.669875
ZNF609	-0.213875
SIRT4	0.3745
EXOSC10	-0.31
ECE2	0.136583333333333
OVGP1	2.5455
GTPBP3	-0.286
PACS2	0.0663
C19orf36	-1.069
ARL4C	-0.5565
ATG4B	-0.432375
UBQLNL	-0.31175
RHOXF2B	-3.6265
PLEKHG2	-1.0465
GALR1	-0.8685
AQP4	0.06
HDAC7A	-0.488166666666667
DCUN1D3	0.4635
OR8A1	-0.193
CCRN4L	0.683125
CBR4	-0.5375
KIFC1	0.0181666666666667
SLC7A14	-1.816
LHX5	-0.1655
TRPC7	-0.035
LPXN	-0.63825
SERPINA1	0.246
RPS13	-0.0413
BPIL3	-1.2455
PRKAA1	-0.97925
FADS2	-1.4125
ENAH	-0.3136875
PRO1768	0.346
APBA2BP	-1.9935
LIPH	4.49316666666667
C3orf33	0.00275
RCC2	-0.475214285714286
ALDH1A2	-3.573
RNF103	1.42225
AHCY	-0.488625
ALG12	0.0965
CCL17	0.4935
ZNF543	1.2865
ESRRG	1.6422
CNGA1	2.3605
RDH5	1.12516666666667
OTX1	0.0342
PTGFR	-1.49716666666667
CDR2	0.633625
SELE	4.20625
NLGN2	-1.34083333333333
EXOSC9	-1.00175
ZNF566	-1.25
KLRC2	-3.693
GPR12	0.5735
KIAA0196	-0.4645
PDRG1	-0.693
SSR3	-0.152857142857143
MSI1	0.052
CST9	-0.986
CC2D1A	-0.082375
PLAGL1	-0.966666666666667
ZNF778	-0.531
RNF2	0.47825
KLF6	0.420333333333333
THBD	0.692666666666667
tcag7.1314	0.981
NR5A1	0.0516666666666667
ABCD2	-0.5775
DNAJC7	-0.046
CLEC4C	-0.1015
TM2D3	0.492
CCDC4	-0.981
PLAC2	-3.5195
DCD	-0.2335
FAAH	1.03675
POLA1	0.0705
TM7SF2	-1.020875
FLJ39822	-0.385833333333333
FLOT2	0.078625
MAP4K1	-1.22016666666667
SRP68	0.26225
C21orf74	0.201
ARPC5	0.018125
LOC126075	0.2515
HECW2	-0.20775
ZDHHC4	-1.016
ANKRD42	0.2181
PDE9A	-0.294166666666667
ABCA8	-0.79325
NDUFS2	-0.06175
UBR5	-1.504125
BTBD16	0.95525
LOC554174	-0.146
ZNF20	-0.7405
KIAA1843	0.137
WDR17	-1.34025
C15orf33	0.307
RNF113A	-0.68075
CAMKK1	-0.234
CLCN2	1.32675
ANXA6	-0.447
LOC340069	0.3515
EMID1	0.248625
DPM3	-0.441166666666667
ELA1	0.1405
SLC25A13	-0.7207
KRT24	0.07275
SMPD1	-0.252333333333333
TH	0.090625
COL6A2	-0.764142857142857
ANKS1B	-0.15225
GPR126	0.4217
ZC3H12A	0.493833333333333
TMEM47	-0.488
C2orf51	-0.2535
C1orf88	0.467166666666667
HSF2BP	-2.31075
AKAP10	-0.073
RPAP3	-0.2635
KLHDC8B	-1.0235
STOM	-1.1824
MUPCDH	3.555625
C10orf72	-0.36725
PLEKHA3	0.8935
TCP11L1	-0.87975
CWF19L1	0.259125
SPEF1	0.122230769230769
YSK4	-0.32075
ELN	1.2059
SAMD8	-0.756166666666667
MPI	-1.07383333333333
MEPCE	-0.5223
ABCC3	0.971
NANOGP1	-5.441
KCNK17	0.77325
HLA-DMB	4.225
RRAGA	-0.1485
ANGEL1	0.286
RBM32B	0.0425
CPN1	-3.53225
MGC52282	-0.5341
HLA-A	0.595083333333333
OR9G4	0.151
EDNRB	-2.5325
SCD	-1.61521428571429
C14orf80	-0.881166666666667
BAGE2	-1.205
RABL4	0.568166666666667
RCVRN	-0.845
SHANK1	-0.1565
NLRP7	-4.20025
CD226	0.81625
STAT3	0.6595
SYNJ2	-0.5369
TPCN2	-0.581166666666667
WDR36	-0.326833333333333
MBD4	-0.235
ROBO1	-1.3476
ST3GAL6	-3.48425
SLAMF8	3.67133333333333
ATN1	0.236333333333333
GPR141	0.3515
KRT36	0.1205
TPH1	0.5145
DDX52	0.097
ZSCAN29	0.0055
TRPT1	-0.221
DPEP3	0.33075
DENND4A	-0.64175
TSPAN16	-0.676
PTCHD2	-0.669
LOC145814	-0.774
CAP1	-0.696
EIF5A2	0.8402
NT5DC3	1.099375
SEPT9	-0.025
SEZ6L2	1.095375
EGFLAM	2.90025
VPS11	0.572
NDUFB5	0.0173333333333333
CIDEA	0.0121666666666667
IER5L	-0.54825
N6AMT1	-0.89475
FAM83C	-0.02025
OXR1	-0.0401666666666666
IRX1	-0.6265
DGKB	-0.0208333333333333
GCN5L2	-1.193
MIR16	0.0952499999999999
FBXW9	-0.169
WDR4	-0.694833333333333
PDC	0.3255
VPS33B	-0.1945
HEXB	0.3535
FLJ32214	0.9515
TCEB3	-2.0035
CRLF1	-5.45725
ABI3BP	-1.78475
C8orf22	-4.01775
PYCR1	-0.5575
KIAA1706	2.79375
CDK5R2	0.731625
WAS	-0.2935
C12orf60	-1.31825
CCBL2	-0.475125
MADD	-0.116
C5orf34	-1.903
WDR42A	0.0685
KLF12	0.379
HSPA1A	-2.09575
ITM2C	0.0426666666666667
DAPK2	2.07766666666667
LOC442590	-0.6895
SUMF2	0.49675
CENPA	-1.10153846153846
TMED5	-0.51825
CDH6	-1.3369
BRP44	1.442625
THG1L	-0.90175
GABRA2	2.04925
C14orf166	-0.4
MYL1	-1.95666666666667
TNFSF18	0.2575
PAP2D	-1.80666666666667
PPIB	-0.3445
KLHL4	-1.446
SFN	0.548833333333333
CCDC127	-0.0905
FRAP1	-0.958
GOLGA5	-0.35975
SDCCAG1	-0.32925
MGC21675	0.303
C10orf95	0.062
KIAA1345	-2.74383333333333
C1orf163	-0.9735
LACE1	0.093
OR10K2	-0.043
CENPN	-0.98092
TMED2	1.128
UGT1A6	3.224
ANG	1.5965
U2AF1	-0.553833333333333
CASC2	0.468666666666667
NMT2	-0.5085
OSGEPL1	-0.391625
DFNB31	-1.2305
SLC6A20	2.246125
DKC1	-0.17975
FXYD4	3.33725
WDR64	0.42425
MGC5590	0.5785
CREBZF	0.3075
DAZ1	-0.342
PRPSAP1	-0.8085
GCHFR	0.972
TTC7A	-0.166125
LOC196993	0.26075
UBD	3.89116666666667
S100A1	-1.255875
RPL6	0.861333333333333
DNAJB6	-0.0814
NAGS	-0.6214
C2orf58	-0.0615
KERA	0.5785
MT1X	1.4032
UBE2B	1.2264
KEAP1	0.047
MST1	-2.786625
OMA1	0.6945
ABLIM2	2.8675
BCL2L13	-0.132083333333333
JAZF1	-0.801833333333333
TMEM63B	0.7945
S100A8	1.6332
ARFIP2	-0.19025
UROS	-1.07775
KHDRBS2	-1.253
POLQ	-1.7215
SOAT1	-1.5165
SPAG4	-2.8405
MRPS30	-0.489333333333333
LOC494141	-1.34775
OR2T11	0.605
ORAOV1	-0.4605
ZNF184	0.0141666666666667
TCEB3B	0.342166666666667
ADAM21	0.291
GDPD1	0.3005
SPINLW1	0.3195
PRR14	-0.1985
KCTD9	0.2368
NUDT3	0.41975
KIAA1822	0.0948
HIST1H4K	0.46
DFNA5	-2.7435
GABPA	-0.27
C14orf44	-1.01225
POLB	-0.66775
PTAR1	0.102
SEC31A	0.4283
TRIM58	-3.1585
TAS2R14	-0.163
VPS8	-0.6455
H1F0	2.11566666666667
PRKCB1	-3.34683333333333
UGT2A1	0.392
TOR1B	-0.005
LSS	-1.09583333333333
C2orf19	0.487
HNRNPC	-0.177714285714286
TMEM100	-2.88733333333333
LOC116349	-1.29525
OR51M1	0.4625
CCDC142	-1.406
ISG15	0.795375
ZCCHC14	0.789625
CREBL2	0.574125
TGDS	-0.3615
DC2	-0.2645
CACNA2D3	-2.34264285714286
ZNF429	-2.80525
LYPD6	0.00616666666666666
SUCLG1	0.584666666666667
OR51I1	-0.5425
MAGEH1	-0.8595
PRPF40A	0.1295
SMR3A	0.388
SPINK2	-3.477
THAP2	-0.049375
NPY5R	-1.178625
IRF4	-2.925625
SPESP1	-1.92266666666667
OR10S1	0.4565
DTD1	0.037
TUBE1	-0.20875
DDX19A	-0.446
PDPN	0.038125
TMEM34	0.480666666666667
MGAM	0.933
COL3A1	5.93866666666667
GFM2	0.3712
OR5A2	-0.005
PSG9	-1.58075
ARHGEF11	-0.453666666666667
IVNS1ABP	0.76775
SIGIRR	1.11275
DUSP19	-0.291
DNAJC14	0.4213
ACSS1	1.883875
IL1RAPL2	0.6155
C4orf30	-0.987
SEPT4	0.552
LANCL3	-0.91225
SPAG17	0.220666666666667
PRDX3	0.03525
HNF1A	1.5255
P4HA2	0.14525
RFWD3	-0.267666666666667
MOV10	-0.402
DNAJA5	-0.100142857142857
LOC729440	-0.339
LOC200383	1.322
SMC2	-0.86525
MIXL1	-1.30233333333333
TMEM9	-1.04575
FAM86A	0.5935
ZNF174	-0.3372
MYH14	-0.06975
CCR8	0.4235
VPS37C	0.2645
GPATCH1	-0.137166666666667
B3GNT8	3.2165
TBX4	-1.147
CNR2	0.4585
PCDH1	1.69175
C5orf29	1.215375
OCIAD2	2.41525
PLCG2	0.07025
KIAA0247	1.600375
HRH3	0.319666666666667
CAPN13	-0.098875
CCR1	-0.5182
MGC15523	0.354555555555556
UVRAG	-0.032
DNAJA2	-0.107833333333333
ITGA2B	-0.9255
CLDN5	3.536625
PTPRN2	1.23928571428571
ZNF512	-0.466666666666667
PSAP	0.468928571428571
CCDC140	-0.8285
LRRC55	0.40575
CYP26C1	0.2785
C8orf47	1.98225
LYN	1.02325
DUSP6	1.753
TGFB3	0.854066666666667
ELK1	-0.1451
PCDH11Y	-0.444333333333333
HGD	-0.49475
C17orf58	-0.30225
MYO3A	0.592
SERPINE2	-4.20866666666667
AARSD1	-0.054875
C14orf73	-1.2375
ADAM33	-0.18175
ZNF491	-0.586
MAPK6	-0.5395
TCN1	4.1175
SLC24A6	0.444
UBE2R2	-0.377
H1FNT	0.3855
TATDN2	-0.183666666666667
LILRB1	1.3875
P2RY5	-1.2245
NUCB2	0.39825
C2orf37	0.172
SNX27	-0.288333333333333
MTA3	-0.644875
FOXO4	0.148875
ID4	-0.994166666666667
SOX5	-1.56616666666667
PXMP3	0.18125
OR52M1	0.444
SFT2D3	-0.189
INA	-2.8045
MCOLN1	0.04725
NFIX	0.247
CLEC14A	5.16933333333333
HIBCH	0.823666666666667
PLA2G5	1.23025
TIMM10	-0.824666666666667
MED17	0.3281
COL4A4	-1.5675
TPP1	0.734833333333333
GJA3	0.873333333333333
TMPRSS5	2.54125
AADACL3	0.5995
DNMBP	1.36
ENPP5	-2.3145
NQO1	0.8934
ZSCAN2	-0.192875
SEC24C	-0.986
GTF2A1L	-1.5585
AXIN2	0.9587
FAM33A	-0.72775
C16orf13	-0.205875
SPNS2	2.291
TAF1	-0.252
AP1G2	0.177
RBM42	-0.337666666666667
HCN2	0.669833333333333
EFHB	-0.413
RUSC1	-0.281666666666667
GRIK5	0.214
USP21	-0.225666666666667
ATAD3C	0.51525
ORMDL2	0.55375
PRSS7	-3.352
PSAT1	-0.6405
FLJ13195	-0.405
TBC1D1	0.674
IFNG	2.6435
OTOS	0.2795
ZNF773	-2.4735
EMD	0.0555
RETN	1.141
CCL8	5.048
APH1A	0.919625
COX18	0.707125
GTF2IRD2	0.56475
CCDC82	-0.367333333333333
PAFAH2	0.7661
NPEPL1	-1.0916
RP11-114G1.1	0.0705
TP53INP1	-0.1465
ZNF300	-3.41133333333333
FOXL2	-3.33175
LARP2	1.06058333333333
LATS1	0.01125
HTR6	-0.1545
SPOCK2	-0.221166666666667
RNF144B	1.74016666666667
HTATIP2	-0.409
MGC10334	-0.0220833333333334
CENTA2	1.6125
FGF2	-2.35375
FXYD7	0.44425
PHYHIPL	-2.3925
GPR34	4.1325
DDX6	-0.0168333333333334
OR10W1	-0.0555
LHFPL1	-1.894
ZNF313	-0.0665714285714286
VPS28	0.36975
AP3M1	0.1451
AKR1CL2	-1.45525
TRAF4	0.348
OR2B11	0.52
C19orf12	-0.0431666666666667
AKAP9	0.0153333333333333
C1orf62	-0.704666666666667
SLC20A1	-1.1934
FAM112A	0.63775
LDB2	0.170875
MRPS23	-0.9495
KLK5	0.024875
SPTB	0.053
EFEMP2	-0.35025
EFNB2	2.239
PCM1	-0.0695
NMNAT3	2.51425
TSG101	0.168166666666667
C8orf40	-0.675666666666667
NOB1	-0.8015
ABHD3	0.87975
GTF3C4	-0.13975
PIGN	0.744666666666667
GALNTL1	-3.2485
AEBP1	0.595
OR9Q1	0.5975
ANKRD2	-0.211375
CCL28	-1.7825
TRIM38	0.480333333333333
TMCC1	-0.045
SMG5	-0.457
LRRC7	-0.8165
NCAPD2	-1.07433333333333
C6orf153	-1.18475
C1orf74	-0.178
OTUD6A	0.2215
DCP2	-1.51966666666667
TMEM24	-0.16825
RPL18	0.3545
TMEM177	0.6775
LRRC37A3	-0.88525
C1D	0.524166666666667
LDHC	-2.12625
UBE4B	0.295166666666667
NIT1	-0.38075
BTN3A3	0.18975
RASD1	0.343125
COMMD3	-0.56775
SHFM1	-0.24025
BIRC8	0.13425
DUT	-1.47775
C12orf51	1.012
LRRC59	0.111833333333333
LY6H	0.4685
WDR22	-0.381583333333333
EDEM1	0.347142857142857
ADH1A	3.4975
PANX2	-0.3755
CYP11B1	0.499
CDC73	-0.42825
GPR172A	-0.52225
GSTM3	-3.13115384615385
KCNA5	-0.75025
SERAC1	0.280666666666667
NFATC2	0.1915
ANAPC5	0.0989
C15orf24	0.041
NFATC2IP	-0.256916666666667
TNRC6C	-0.0491666666666666
MGC102966	-3.025125
FGD5	0.446
MED9	0.297
RAB13	-0.557333333333333
C15orf49	0.0175
CRYGS	0.6782
C12orf53	-0.9583
LOC283693	-0.7755
COX6B2	0.581875
PHF14	-0.056
FAM3A	-0.8455
RPL13	-0.6586
PRDX2	0.3799
FLJ34047	-1.9485
PRMT3	-0.809
KCTD19	-2.1925
TRIM10	1.36933333333333
MGC26597	-0.757166666666667
GCNT4	0.36475
GPRASP1	-0.811
CDKN1C	-1.05816666666667
RHBDL2	1.4978
HSPH1	-2.49925
AQP1	2.1755
COL17A1	0.3388
GFAP	-0.08625
CDC16	-0.40775
KIAA1614	-0.19
C6orf118	-0.628
ZSWIM5	-0.5065
FAM83F	4.30675
LYNX1	-0.200875
SYNPR	-0.5335
XG	-0.895666666666667
PRSS16	2.058375
KIF13B	0.955142857142857
PCDH9	-1.823
HIST1H2AH	-1.18083333333333
RBM18	-1.38575
ZNF626	-1.498
HEXIM2	-0.899166666666667
ITFG1	-0.332
TUBG2	-1.0985
SFRS7	-0.0894166666666666
C9orf14	1.6155
EXTL1	-2.9385
GBP3	2.5155
WDR5	-0.5325
RARG	-0.9785
MYO7A	-0.069875
CECR6	-0.7425
C13orf3	0.108875
SFRS18	-0.933125
ACVR1B	0.8975
PSMD1	-0.5082
C7orf31	-0.7735
ILVBL	-0.414
IFNGR1	0.75975
RNF186	5.03525
NOL9	-0.50475
