Hybridization REF	TCGA-AA-A02R-01A-01R-A00A-07
SLC20A2	-0.279
KIAA1549	-0.277083333333333
SPINT1	2.234
ZNF584	0.57
CRBN	-0.2375
ABCF3	0.224166666666667
NCBP1	0.0113333333333333
PLA2G4F	0.222833333333333
PCDH10	-0.664
TTC21A	-1.23375
C20orf144	0.571
FGFR1OP2	0.506333333333333
SLC9A1	-0.0482
CHRND	0.7665
FOXF1	0.642
KIAA1467	-1.41675
TPO	-1.18566666666667
LTF	-0.676
DNAJB9	-0.175
MRPS27	0.15025
bA16L21.2.1	0.4885
WBP2	-0.087
MRGPRX3	-1.83366666666667
PRPF18	0.10475
C10orf58	-0.34
SMOC1	-3.1855
ADAT3	0.343333333333333
TMEM138	0.20425
TMEM131	0.01425
TIMM8B	0.19125
MYH7	0.723666666666667
ST6GAL2	-1.402
KIF1C	0.771
SUHW2	-1.8425
PAPSS1	0.494
CABP2	0.5415
HOXA4	-1.25375
ELF2	0.25375
SEMA3D	-1.3045
MC5R	0.5545
OGFR	0.298
FLJ30092	-0.0356666666666667
TGFA	0.8867
MMP17	0.61275
KIF15	-0.92825
CHIA	0.46075
CATSPER3	0.471
CEACAM7	2.71166666666667
PADI2	0.736
HOXA9	5.39216666666667
LNX2	0.9185
TMEM144	1.92575
HIF1AN	0.11675
METTL7A	-1.7799
C6orf165	-0.7295
KIAA1468	0.87825
DSG3	3.384
ZNF180	0.417333333333333
EIF4E3	1.670125
SLC46A1	0.144125
DKK1	-7.94166666666667
ZNF205	1.23616666666667
LOC162073	1.00794444444444
COX7A1	4.84725
MAGEA1	-5.69533333333333
NEDD8	-0.423333333333333
KLHDC5	0.461444444444445
C3orf19	0.308166666666667
MRPS2	0.7675
POLR3H	-0.399428571428571
ABHD11	1.2912
TMEM17	0.135
PAIP2B	0.5246
MAT1A	-4.22325
LGI3	0.054
THUMPD2	0.38125
TKTL2	0.33575
XAGE3	-3.35683333333333
CALM3	0.4555
C6orf136	0.668166666666667
KCNC4	0.5235
RGS9	0.218833333333333
ACIN1	-0.246833333333333
SPATS1	0.735
XKR8	0.217
FAM84A	5.2485
MS4A7	4.84709090909091
AGXT2L2	0.20325
OR1F1	0.1645
SMAP1L	-0.286
IPO11	-0.030375
ZC3H11A	-0.382375
C1orf151	0.208625
RNASEH2A	-0.94225
CCR10	-1.0755
TXNDC11	-0.0385833333333333
TMEM112	0.406875
MAP1B	-3.27635714285714
NVL	-0.73825
PKM2	-0.51705
ARC	0.11325
NUP54	0.2755
PPFIBP2	0.849333333333333
STAT2	1.37725
PTAFR	3.125
ROBO2	-0.769857142857143
RNF40	-0.263833333333333
CCDC135	-0.2745
IFT81	-0.0658
MORF4	-0.5565
TM7SF3	0.162875
OR10H3	0.5815
ABP1	2.65825
CHRD	-0.26275
PLEKHA8	-0.820666666666667
NCALD	0.356083333333333
OR5AK2	1.07725
ACCN1	0.548833333333333
SLITRK1	-0.061
ARMET	0.14275
C9orf52	0.58825
REEP4	0.0455
MTSS1	-0.6025
ADH1B	1.371
DLD	0.245
CDK5	-0.598
PPFIA1	0.2255625
WFDC3	0.95425
DNAJB12	0.682428571428571
RANGRF	-0.178
MLANA	-5.7355
AMY2B	-0.7885
KIAA0319	-0.49875
RPS7	-0.1785
JAK3	0.6173
ARFGEF1	0.66325
CXCL5	0.147583333333333
TRAPPC4	0.188
CETN2	-0.16375
HSPC111	0.28375
RHOBTB3	-1.5472
PHLPP	0.822
RGS10	0.509
TMEM58	-1.23025
CHERP	0.02525
HSP90AB3P	-0.625333333333333
FSTL3	0.533666666666667
PEX11A	-0.2435
OR5V1	0.6065
FCN3	1.538
PTPN3	1.127125
NPTX1	-5.245
C21orf84	-2.2785
C11orf51	-0.07525
ZBED2	4.603
FLJ90757	-0.41325
NPY2R	0.5335
PLD3	-0.35175
SYT17	1.44583333333333
SGSM2	-1.88325
OR1A2	0.685
FOXP1	0.820875
SLC5A1	5.15275
POFUT1	-0.6673
EPHB6	-3.26383333333333
MYO1G	-1.067625
STAC	-1.0723
KLHL17	0.139166666666667
RGMA	-0.4723
TJP2	0.8103
FAM114A1	-0.259
SERINC1	0.283833333333333
SLC9A8	-0.100625
PEX19	-0.217
EDN2	-0.2965
PSMD7	-0.434777777777778
C3orf41	-3.938
UQCR	0.132375
PPP1R3C	-3.962
LRP4	-0.369833333333333
TM2D1	-0.23425
TTC17	-0.1845
C4BPB	-2.320625
CCL25	1.38775
ZNF253	0.052
CHRNA9	-3.98533333333333
SOX11	-2.95975
HIVEP3	0.334
CGN	0.914333333333333
C3orf35	0.177625
PKD2L1	4.25925
SYVN1	-0.249875
PDE8B	0.044875
LOC439951	0.92075
LTC4S	1.5695
MIF4GD	0.157833333333333
SMARCA2	0.7785625
TUBGCP6	-0.281833333333333
CABLES1	-1.101
C16orf77	0.949666666666667
ZNF791	0.30425
FUT5	1.122
ADH6	-2.08083333333333
P4HB	-0.16325
CLDND2	-0.13425
ALKBH8	-0.45625
PLAC4	-0.91725
F11R	0.451642857142857
MGC35295	0.424
PDZD4	0.00983333333333333
LOC389073	-0.77825
FAM80B	-2.94833333333333
PSMB1	-0.4395
TXN	0.174666666666667
VIPR1	1.6952
WBSCR18	0.125
EXOSC6	-0.252333333333333
ACTA2	3.87116666666667
SP5	-1.11975
ANKRD1	-2.496
DDR1	0.856
ATP6V1D	-0.62825
PTGS1	-1.44816666666667
RNF157	-0.497
DCC	0.0395
SPAG7	0.18675
FBXO18	0.137
UBE3C	0.3044
HOXC6	0.908
LRP2BP	-0.526333333333333
MYST2	0.0755
PDSS2	-0.057
ATE1	0.35525
ARAF	-0.1155
KLF10	-0.125
PLA2G2E	0.55325
ASCL1	-0.768833333333333
TSNAXIP1	-0.90175
FAM131B	1.7275
IFNA10	null
NUP43	-0.613375
FAM44B	-0.52775
L1TD1	-5.6995
NMD3	-0.786666666666667
C18orf54	-1.6743
PHOSPHO1	-0.1255
RAG2	-1.4025
EMILIN3	-0.148
METTL3	-0.24675
VPS13C	1.0825
REXO2	-0.94925
ANXA4	1.96225
CA1	-0.55125
DCP1B	0.22725
TULP3	-1.89533333333333
ATP2A2	0.455428571428571
ATIC	-0.384
ADAM15	0.319416666666667
NPL	2.20016666666667
LGR4	0.543
UEVLD	0.457666666666667
GAB1	-0.19375
SNAI2	-1.82416666666667
ZGPAT	0.0799
SNF1LK	-0.291125
DLEU1	-1.313
UBE2Q1	0.406375
ZMYM6	0.178
JPH3	-3.007
FAM38A	-0.135666666666667
PXK	-0.0613333333333333
DENND2D	2.388
BAX	1.535
CP	-1.92872727272727
RPL37	0.4397
G6PC3	0.331125
NCOA4	-0.355666666666667
LRRC14	0.173625
GORASP1	0.141
FCHO2	1.46075
CYP24A1	-2.9203
FXYD3	2.764875
SMARCAL1	0.1575
ABCB8	-0.392666666666667
CCDC44	0.192
PRDM7	-4.383
USH1C	3.35575
DNAH5	-0.125833333333333
SRF	0.12575
MAL2	1.17283333333333
PGPEP1	-0.06825
SIN3B	-0.4275
SEMA3C	-2.70916666666667
GRAMD3	1.24175
FBXO10	0.276375
OR5D13	-0.0965
FLJ31818	-0.584875
CACNA1I	0.2825
S100A13	-0.887
TP63	-1.05692307692308
ANXA11	1.1165
WDR66	-0.734875
CSF2RB	0.4345
IFI44	2.45475
DACT1	1.60683333333333
ANKRD23	-1.045125
ATP5G1	0.0833333333333333
C21orf70	-0.385833333333333
PPWD1	-0.87525
DNAJC13	-0.078
PAH	-6.21716666666667
PTCH2	0.51825
TRMU	-0.04425
CCDC9	0.4935
USP3	0.0344
DCLRE1C	0.1577
FAM55C	0.33775
FRMD4B	0.5105
CYP2R1	-0.56825
RFPL1	-0.4501
XPO5	-0.28425
ARL6IP2	-0.8145
OSBPL5	0.458
MMP9	3.56590909090909
KIAA0802	-1.03975
DHRS2	-5.11233333333333
SGEF	0.236625
TXNDC10	-0.8019
EXOC6	0.53075
RPS27	0.378666666666667
PNCK	-1.3405
FSTL1	-1.3415
AACS	0.5905
SLMAP	0.8185
SAMD4A	-0.1435
ABRA	0.15425
SMARCD3	0.89425
PKNOX2	-3.04316666666667
A4GNT	0.722
C9orf39	-1.1805
RALYL	-0.47725
MGC33556	-3.31
C10orf25	-0.5325
BBOX1	-0.281
NHEDC1	-1.10775
XDH	1.283
GCSH	-0.515
EDN1	0.883833333333333
MTERF	-3.067
CLK4	0.049625
ZNF799	0.788833333333333
KCNG1	-2.397125
CXCR4	-0.178166666666667
PTPRR	2.72725
IRAK1	0.35075
LOC401397	-0.876
TMSB10	1.12064285714286
CXCL3	-0.7246
TMC4	1.65
OR7A10	-0.1485
STYK1	2.287
CHRNA10	-0.427
CCNI	-0.115
EP300	0.00950000000000002
LOC165186	0.631666666666667
HIC2	-2.00625
SDR-O	0.538
OR2W1	1.3425
KCNA6	-0.6875
TRIM74	-0.288
REEP6	-1.48325
ATP5G2	-0.3155
ERG	-0.367625
TMEM42	-0.4225
PARN	-0.255
SOD2	1.42425
DIRAS1	-1.129
PNPT1	-0.159
JOSD3	-0.493
hCG_40738	-0.4775
PDE1C	-3.62425
SEMA4D	0.9625
AGPAT1	-0.353166666666667
NOSTRIN	-0.027875
MAP3K3	-1.1195
MAX	1.4595
CAPS	-1.4385
SERPINA12	0.416
OSBPL8	0.359125
RICS	1.0091
NR4A2	0.667666666666667
PPCS	0.547
LONP1	-0.638
SCYL3	0.60625
HERC2P2	-1.152
FIBCD1	1.3625
C15orf41	-0.497
DMC1	-2.396
C20orf27	-0.138
RPS6KA5	-0.5566
FAHD1	0.419166666666667
SLC12A4	-1.13775
BRCA1	-0.729583333333333
GBL	-0.1945
SLK	1.15383333333333
NUDT9P1	-2.074
NOXO1	5.301
USP52	-0.538
BAZ1B	0.487625
SLCO2B1	3.2905
BBS12	1.29383333333333
LRGUK	-1.72333333333333
TERF2IP	-0.5175
COL1A1	2.7935
KIAA0090	0.255875
GRK5	0.4865
AP1S2	-1.846
TMEM52	0.9215
CA11	-0.1515
OR4A15	0.497
ACBD3	0.4642
SPAG11B	0.405875
PRDM2	0.3458
FOXP3	0.71975
SMYD3	-0.6296
LOC389199	1.002
LGI2	3.71583333333333
NAPE-PLD	0.0476
ANKRD6	-0.9145
WDR45	0.113333333333333
SHROOM1	0.056
PSCD3	-0.1115
PYY	0.8675
KCNC1	-2.089
ARHGEF9	-0.5465
OR8J1	0.64125
GPR55	0.656166666666667
NS3BP	-1.5445
C10orf22	1.04066666666667
NAT8L	-4.946
DUSP4	0.352333333333333
FOXM1	-0.117333333333333
GRAMD2	0.6665
ZBTB48	-0.215166666666667
BUD31	-0.873
PABPC5	-0.556
CCDC41	0.56225
FBXO11	0.290166666666667
C6orf148	-2.14325
RFXAP	0.11175
C6orf15	0.4435
CDK8	0.453166666666667
C6orf70	-0.527625
TESSP2	0.076
ALG2	0.79075
PPP1R3D	-1.23475
TPM3	0.392444444444444
SYT13	4.03075
EPB42	-0.873
CETN3	-0.9565
PRY	0.409
NTHL1	-0.235
POLR2B	0.287
RPS28	1.18258333333333
P2RX3	0.3305
LYZL4	-0.04875
WBP4	0.2044
PMM1	-1.29525
C11orf79	-0.03025
CBLL1	0.23675
IL1F10	0.483666666666667
VAX2	0.502
SETDB1	-0.369333333333333
LRAP	-1.0835
GCLM	-0.6466
CPEB3	-0.0335
PPM1A	0.046875
INTS1	0.1835
CAMTA1	-0.791416666666667
SAMSN1	-0.973
LOC158830	-0.250166666666667
GMPPA	-0.421375
AIPL1	0.2665
IL24	-0.0834166666666667
BDKRB1	-1.06816666666667
MLF1	-3.3573
TAF12	-0.55525
ID1	-2.273375
THADA	-0.3455
PIK3CB	-0.061
OR4N5	0.581
TBC1D17	-0.347166666666667
COX8A	-0.03825
CDCA4	0.42625
C2orf44	-0.60125
ZNF534	-0.05225
IMMP1L	0.38525
NIPSNAP3B	0.395
FTMT	0.220625
PWP2	-0.2685
MMP15	1.0898
DNAH11	-1.47325
MTMR14	0.356625
DNAL4	-0.75
IPP	-0.178
TMEM59	0.177
C1orf157	0.358
RGS4	-1.68233333333333
DDX18	0.417666666666667
SNX6	0.73975
ZNHIT2	0.999333333333333
NCDN	-1.0985
FLJ33534	0.58025
RAG1	-1.96628571428571
OR4D10	0.5985
PTPN5	-0.685833333333333
POMT1	-0.76475
LRRC8A	0.1591
CYP1A1	-0.94325
CAPN1	0.263166666666667
DDHD2	0.31275
GRIK2	-0.0265
GNRHR	0.16175
PPBP	0.8535
HTR3A	-0.490375
SLITRK4	-2.9205
ANKRD49	-0.21925
BTF3	-0.0571
SARS	-0.74125
C13orf18	-0.44
CACNB1	0.492928571428571
QKI	-1.32480952380952
SETMAR	0.054
MAN2B1	0.28
EML3	-0.4045
ACADL	-0.188833333333333
OFD1	0.19375
DEFB114	0.266
CGA	-4.2653
PEX16	-0.148666666666667
LRRC10	-0.6645
GNG12	-0.7025
C1orf152	0.290666666666667
CHRM1	0.4725
CD53	1.41825
DBH	-0.7395
TFAP2B	-3.492
HIST1H2BJ	-1.426
FAM46D	-0.058
TMEM11	-0.10975
C3orf32	-2.139
PCCB	0.579125
IPO13	-0.140625
C6orf105	-2.84275
COMMD5	-0.05525
SUV420H1	-0.3486
LTBR	1.80075
ARHGAP15	-0.713125
HDHD2	-0.4855
TDRKH	-1.178
LOC401052	-0.5465
PSG4	-1.079
GNB4	-1.2812
SPATA4	-0.56325
SLC9A3	0.389
OSBP	0.787833333333333
NBPF3	-0.93175
DOCK11	-0.1845
SLC39A5	-1.03366666666667
PRR5	1.0648
C10orf63	-0.271875
SMTNL2	-1.29225
ADRA1A	0.05525
ASAH1	1.1753
DOM3Z	-0.2076
GIPR	0.849333333333333
AHI1	-0.545166666666667
NADSYN1	-0.5195
RGS14	-0.4818
IL18BP	2.1149
RTN4RL1	-2.51816666666667
ARMC6	-0.3455
PSMD5	-0.0743333333333333
HK3	2.7265
OR4S1	0.2915
RSU1	0.6267
MAD2L1	-0.635555555555556
EIF4A3	-0.14775
DLEC1	-0.44
E4F1	-0.277833333333333
CHMP2B	-0.1801
CAMSAP1	-0.48875
RPS21	0.177166666666667
ARID5A	-0.03875
UBE2N	0.8072
IGSF8	0.515333333333333
MAGEB6	-0.779
ACAD11	-1.534
MGC4172	1.18925
LMO4	2.76425
KLKB1	-0.255
HP	-1.263
HDAC3	-0.105
SCHIP1	-0.431
CLCA1	4.3505
OLFML2A	-1.623625
C1orf112	-1.53825
KIF19	0.868416666666667
HAPLN4	0.0361
CXCR7	-1.437
GOT2	0.5879
RAB38	-0.117125
DCX	-0.97425
PPM1H	-0.0675833333333333
NFYC	0.266166666666667
KIN	-0.590375
ZNF228	1.10125
PLSCR4	2.36133333333333
HIG2	-1.2195
FAM79B	1.0545
C21orf86	-0.3801
KCNK10	0.13375
ZNF738	0.37625
FSTL5	-0.846
OR6A2	1.203
OTOA	0.9488
EXOC1	-0.018125
AHRR	-3.882875
PDAP1	-0.22875
C19orf6	-0.42875
ZAN	0.40525
LY6G6E	0.3525
EIF4E2	-0.193
C20orf198	-0.67175
ZNF324	0.0215
CYP3A5	2.0855
ENTPD7	1.23766666666667
MBOAT5	0.738666666666667
GJB5	5.0065
TTC13	-0.318
S100Z	-0.992333333333333
KIAA0664	0.202166666666667
PDGFRB	1.27625
IL17D	0.28375
OR56B4	0.6275
RDX	-3.63633333333333
SLC34A3	0.402
IL28B	-0.359
JUND	0.057
CHRNB1	-1.231125
CAMK2B	-1.49425
FETUB	-1.43475
CXorf23	0.53
MRTO4	0.17775
TTC3	0.0959
NDUFB8	-0.236166666666667
EDG2	-1.665
SEMA3G	-0.92925
IL23A	-1.2865
GRHL1	-0.1452
LOC441054	-2.0475
WDR65	0.3615
PSTK	0.47525
STOML3	0.3495
R3HDM2	0.2038
C5	-2.077
SLC2A10	-0.424666666666667
C3orf22	0.76225
PAQR3	-0.184
ANKRD26	-1.20625
HCRTR1	0.3075
LOC399947	-0.52475
PSD2	-0.0355
TIGD2	0.1515
SCRN1	-1.549
COQ10A	-0.49225
DDI2	0.276
METTL7B	1.14833333333333
UCN2	0.4615
FAM92A3	-1.40925
WDR16	0.24
ZNF511	1.4945
ZMYM5	-0.265125
POLR3G	-0.72525
ZNF586	0.6905
C1orf49	0.430333333333333
TANK	-0.268166666666667
RCAN1	-0.973333333333333
PELI3	1.51583333333333
LIMD2	-0.107416666666667
TMEM189	-0.7005
NTN4	-1.2985
LOC151300	0.001
CLEC2A	-1.1495
GPR135	-0.713125
DPYSL4	-1.3183
JAK2	2.27383333333333
TSHZ1	-0.3205
TM9SF4	-0.9
ZNF264	0.351833333333333
SIRPG	2.796
BICD1	-0.34375
HERC6	4.91666666666667
METTL5	-0.56
CASP1	3.89625
PRRT1	-0.589166666666667
PLA2G4C	1.17183333333333
ICA1L	0.198928571428571
TPTE2	0.1652
OTUD7A	1.14
AQP11	-0.502
APOA2	-5.0457
KALRN	-0.9788
SECTM1	1.77525
IFNAR1	-0.05
TALDO1	-0.142125
RAB11FIP4	0.210416666666667
EIF5A	1.5135
FAM49A	2.34825
NEGR1	-0.594333333333333
YTHDC2	-0.10675
EHD2	-0.878375
NCF1	3.2179
SCRT2	1.308
HOXA5	2.189
NUP133	-0.25825
FGF12	-2.63946153846154
SLMO2	-0.53325
SNTA1	-1.130625
CACNG2	0.377625
GCM1	0.169875
ELF1	0.6715
TLR5	2.1525
TCFL5	-0.5215
RBMY2FP	-1.9765
LOC100125556	0.07825
FAM129B	0.14275
MAP3K7IP1	-0.514375
NCK2	0.636
OXA1L	0.00625
FMO9P	0.204
ZSCAN12	-0.53625
PSMD12	-0.12375
HSCB	0.09875
CLDN10	-2.90475
MGC13053	-0.406
HPCAL4	0.121166666666667
ASZ1	-0.561
MEX3D	1.133
NFAT5	-0.8811
CSPG4LYP1	0.0876666666666667
FBXO3	0.0319
DVL1	0.0125
CMKLR1	2.97483333333333
TYMS	-0.702875
PEF1	0.65175
ZNF750	-2.74766666666667
MCM5	0.5198
MEGF11	-1.653
KCNK7	0.2505
PTP4A3	-0.505
C1QTNF2	-1.799
OR6S1	0.44
FAM122B	-1.13375
ZNF551	0.474125
HBQ1	-2.157
GEMIN6	-0.94325
ARSK	-0.09725
RBP7	-1.03466666666667
CPNE9	0.51925
DSC1	-0.364
LOC730112	0.49025
MAP2K4	0.2005
HS3ST5	-2.2125
EPB41L3	-0.91825
TEKT2	-1.19125
CDKN2B	-0.323583333333333
ZNF480	-1.17325
MAP3K6	0.3674
MAP6	0.484666666666667
HN1	0.2852
OR2L13	0.332
SLC16A11	0.38025
FAM96A	-0.04175
APOL1	3.22025
C5orf32	1.925
RTP1	-0.064
RNF175	-1.453625
ZBTB41	0.2395
AHCTF1	-0.0837
SAE2	-0.5327
ITGA2	1.63658333333333
MME	-2.3345
CCDC14	-0.82775
MAST4	-0.607285714285714
KRT33B	-0.359
KCTD2	0.0511666666666666
WDR26	-0.442416666666667
MFI2	1.333375
NR4A3	-0.339625
ARSA	1.09325
UNKL	-2.883
SULT6B1	0.5215
CCNA2	-0.285
SOX15	-0.6665
PPAPDC1B	0.230916666666667
C19orf44	-0.1165
MCAT	0.588583333333333
ARID1B	0.48
OR52N1	0.315
C12orf48	0.5435
MAGI1	-0.285625
NIPA2	-0.31625
GBX2	-1.87775
RSHL3	-0.477
RAVER1	0.404166666666667
C15orf17	-0.58425
SLC30A2	0.41325
ZNF518	0.7745
PCYT1B	-1.2995
C10orf114	-2.38325
EIF3H	-0.312583333333333
SLC25A39	0.0393333333333333
KIF1B	-0.7805
AMOTL2	-0.142
C6orf120	-0.182714285714286
PSRC1	-0.676
PLA2G10	2.70575
KIF5C	-0.725875
MRPL37	-0.006
C17orf62	-0.0488333333333333
C9orf135	-0.923833333333333
DUSP10	0.4694
CLCNKB	0.274
PSMA5	0.28725
C8orf53	-0.3395
AMPD3	1.6
PIAS1	-0.508
ADCYAP1R1	0.4945
GYLTL1B	1.9485
CDH20	-0.185166666666667
FBXO7	0.60875
TMEM134	0.250166666666667
FLJ14213	0.632166666666667
ZNF3	-0.26875
LRRFIP1	-0.150708333333333
CNOT2	0.547583333333333
ABI3	2.9185
ALDH5A1	1.5295
HNT	2.0998
SERPINA4	-2.55225
TK2	0.200833333333333
STMN1	-0.689888888888889
GUCA2A	0.455666666666667
GALNT10	0.448
DPP6	-0.598105263157895
C9orf93	-0.423375
PRELID2	0.59075
STK39	1.440375
SFTPA1	-1.5085
CKS2	0.116
RHO	0.232375
C20orf135	-0.16
XKR3	-2.2045
CR1	1.635125
RPS6KA2	-0.207071428571429
C20orf112	0.42225
MRPL22	-0.10275
C4orf23	0.796166666666667
GADD45B	0.62575
KLHDC1	-0.0711666666666667
C2orf48	-2.1955
ZNF287	-0.4785
DAAM2	-2.66625
DPPA2	-3.17233333333333
TCTN3	0.551833333333333
DNAJB11	-0.392875
FPR1	3.44175
DEFB4	0.186
PTCD2	-1.6729
SMOC2	3.39433333333333
CABP7	0.34025
SERPINB11	0.05275
MAGEF1	-0.195
NDE1	-1.16783333333333
ITGA10	-0.765
FSHB	-0.295
ANXA2	1.05475
HORMAD2	0.412
HLCS	0.29275
MCF2L	0.96325
FH	-0.472375
TBC1D24	-0.3415
KIAA1505	0.22975
LGALS2	-1.11
CNBD1	-0.8085
SYNPO2L	-0.53925
PTPN23	0.478571428571429
C1orf183	0.7065
MAGEA8	-2.59425
DGCR8	-0.759625
GSR	-0.278
PAQR7	1.35975
ZNF676	-1.5315
CACNA1C	-0.4013
SP7	0.9255
PDCD6	-0.59475
NRN1L	-1.005
BRI3BP	0.30325
KIAA1183	0.356
ASB4	0.753666666666667
CCL23	4.1958
OBSL1	-3.837
SLC12A7	0.5585
KIAA0240	0.328
CD1B	-3.26916666666667
FCGR2A	2.842
MDC1	-1.64
HTR1A	0.1415
OCEL1	-0.25475
ATP11B	0.1026875
FBXO34	1.1245
PCDH12	1.84383333333333
RPE	-0.47025
C17orf74	0.1
CSDC2	0.478666666666667
PET112L	-0.12125
TMBIM1	1.3185
P2RXL1	-0.042
TCHP	0.50325
TRMT1	-0.323
F2RL2	-0.605909090909091
LRRC32	2.91733333333333
IMPG2	0.38
BGLAP	-0.12275
LOC493869	-2.98825
MRAS	1.632125
SLC35F5	-1.33725
CBWD1	-0.648
AXL	-1.962375
ATP2C2	1.97725
TELO2	-0.53875
PNPLA3	-1.24925
PCDHB14	1.576
CD276	0.08225
KRT80	-0.983
DUSP28	0.066
CSNK1E	-1.3365
SRP14	-0.081
KCNQ4	0.8945
KRT72	-0.0693333333333333
CCDC117	-0.08925
C6orf89	-0.441444444444444
TUBB2B	-2.9385
RTN4IP1	-0.509
CR1L	-2.45333333333333
CEND1	0.517625
C12orf41	0.0138333333333333
RNF31	0.4685
UBN1	0.0678333333333333
C17orf32	0.023375
SLC5A7	-0.24525
GPR92	3.18383333333333
ESAM	1.6393
CTNNA1	0.1655
HRBL	-0.5684
CBX4	0.57075
TMEM182	-0.5205
SH3TC2	1.87233333333333
IL10	0.509333333333333
PXMP4	-0.1815
RNF167	-0.0195
PAK7	-0.41
ETV3	0.131
ATPIF1	-0.39
LOC554207	-2.03016666666667
OR8H1	0.23375
WDFY3	0.232875
DPM1	-1.2075
GPSM1	0.2365
WDR92	-0.8471
LRP1	0.5535
ANKH	-1.0195
THUMPD3	-0.76475
POLR1B	0.454
OLFM4	4.44366666666667
RAD9B	0.19725
TSPY2	-2.864
PAX6	-0.291
SCG2	-1.185875
SLC17A6	0.077
FMO3	2.667875
PADI4	-0.195625
TUBB4	-1.0656
NLK	-1.16425
POU4F3	0.076
SDF4	-0.1145
ITGBL1	-0.0705
NETO1	-2.096125
TAP2	0.83875
ABBA-1	-0.17925
GNAI1	-0.0735
VPS4B	0.8495
NOPE	-0.7603
GALNT6	1.4085
SESN1	0.20125
GBE1	-1.33888888888889
CLASP1	-0.2505
RASGEF1B	1.3345
ACOT11	0.841857142857143
AFAP1	0.3595
OR2H2	0.4545
DPY19L2P1	-1.5425
DZIP1	-3.20175
SEC22C	-0.709083333333333
GPR161	0.76125
RNF146	0.6595
WDR74	-0.0605
GALP	-0.243
PURA	-0.5345
DNPEP	1.059
RP11-78J21.1	-0.58275
ERBB2	1.321625
FANCM	-1.35016666666667
NEO1	1.9485
DDX3Y	-5.46277777777778
RPS3A	0.717625
MXRA7	0.0341428571428572
LGALS3	1.61516666666667
GLT8D1	-0.49075
CFL2	-1.87433333333333
UPB1	0.25425
NAP1L5	-0.472875
CLDN14	1.264
DHX38	-0.29325
BTBD1	-0.51625
TARS2	-0.142666666666667
ABCF1	-0.9111
FCF1	-0.246666666666667
LRRC49	0.0235
GUCY1B2	-1.5195
C1orf177	0.3645
SMARCA4	-0.9385
LRP8	-1.28233333333333
TAGLN3	-1.13675
MRPL14	-0.37175
TTRAP	-0.04075
ZDHHC20	0.69775
NFE2L3	2.06
KIAA1377	-1.59125
PALMD	-1.116
TMEM43	0.117
TTL	0.37625
STAT5B	-0.925833333333333
SSB	-0.751375
OR10H5	-0.085
SLC22A13	-1.2935
AKAP3	-0.1435
TIMM23	-0.1135
OAS2	3.62958333333333
KIAA0423	-1.19275
TRIM11	0.461333333333333
GLIS3	-0.884125
TMEM50B	1.03233333333333
ARHGEF4	-0.614
DEGS1	-0.584090909090909
TBL1XR1	1.37353333333333
G6PD	-1.1825
SP140	2.4364
MUC17	1.62371428571429
NUDC	-0.4127
DNAJC5B	4.33733333333333
SCARA3	-1.25333333333333
CPA3	4.75283333333333
BCAT2	0.9485
MFN1	-0.1814
NRG3	0.291
SNX11	0.4235
PLEKHH1	1.098
GPR177	0.0208333333333333
HCFC2	-0.9295
TCAP	-0.61675
MOCOS	-0.2495
C14orf93	-0.96675
PRDM10	0.0701666666666667
SLC16A4	-1.71083333333333
SRGAP1	-1.48233333333333
VIP	4.63675
DUSP27	-0.655833333333333
LILRA1	1.1134
MC2R	1.1005
MGC24103	-3.36825
MBTD1	-2.03
FUT11	-0.295833333333333
USP33	0.5588
C15orf39	-0.065
MAP3K12	-0.49925
PAAF1	-1.43116666666667
BARHL1	0.808
FLJ16165	0.083
PIWIL2	-3.07075
SYNE1	-0.394090909090909
CMTM4	1.53525
TSPYL1	0.233
GUF1	0.408166666666667
TMEM157	0.437
WDR44	0.5205
HIST1H3C	-0.31425
DKFZp666G057	-0.4875
RNPEP	0.42625
GAS2L2	-0.1175
ADH4	-4.77475
GRPR	-0.177833333333333
FBXL17	1.222
ZBTB10	-0.535166666666667
Gcom1	0.0619444444444445
HTRA1	-1.1399
ZNF585A	-1.39433333333333
SLC26A2	-0.686214285714286
OTOP3	0.854833333333333
WISP1	2.19266666666667
ATP2B4	-1.45641666666667
FLJ10769	0.1855
CRAMP1L	-0.089875
CHST12	-1.451
RAB22A	0.569416666666667
TARDBP	-0.470714285714286
STAU1	0.0325
CRB3	2.257
MIG7	0.29475
CHMP1A	0.532333333333333
ZNF160	0.10425
B3GALT6	-0.417125
BARX1	-2.6365
C6orf167	0.0121875
NXNL1	0.3715
DHX29	0.12375
HADHB	-0.2485
PLXNB2	1.34875
ILDR1	-1.995
SLC15A3	3.31225
GAS2	-5.1996
C20orf69	-1.14475
NUMB	0.223
TNIP1	1.189625
MESP1	0.4725
PSKH1	-0.1465
NSFL1C	-0.2795
RHOG	0.58925
HEY1	-3.57333333333333
KNG1	-2.434875
ITGAX	2.1239
LIN9	0.119166666666667
CANT1	1.300375
XRN1	1.379
CCDC96	-0.1684
HEATR6	-1.21916666666667
GNG7	0.552333333333333
RUNX2	0.131875
SOX1	0.271166666666667
FCRL5	0.4539
ZNF99	-0.071375
FAM9A	0.3855
SNX22	0.5715
MBNL3	-1.05683333333333
ODC1	-0.607
ADORA2B	0.763666666666667
NR2F6	-0.27375
ZFYVE16	-0.629
SYNJ2BP	0.2441
POLE	-0.128125
