Hybridization REF	TCGA-AA-A00Z-01A-01R-A002-07
CROCC	-0.240333333333333
GPX7	0.01275
BASP1	-2.821
STAM	-0.95825
TBK1	0.055
STX2	-0.774166666666667
RPL29	-0.47
NR1H3	0.131
MPPE1	-0.87525
PHACTR3	3.195
SLC44A2	1.283
C10orf109	0.0655
CLCN6	-0.91875
C16orf59	-1.85225
SQSTM1	0.908833333333333
AADAC	0.97525
LRRC8C	-1.941
BIN3	0.2159
HPS6	0.304
MAN2A2	0.2266
GABPB2	-0.555125
KCND1	-0.364
PTPN11	0.1465
ZNF274	-0.53025
ATF3	0.538833333333333
C7orf26	-0.313
C1QL3	0.0255
WDR54	-2.07783333333333
FLJ40869	-0.130333333333333
ZNF397	-0.542625
MLL	-0.0774
TTLL6	0.670875
ANKRD15	-0.102833333333333
KIAA1958	0.17125
C1orf218	-0.114875
ZDHHC16	-0.04575
DDX47	-0.61075
EVI5L	-0.5445
GDF6	-5.1975
TAPBPL	1.01083333333333
BTG1	0.3438
DPP4	-0.190625
KLHL23	0.0635
APOC3	-4.08025
BTBD12	-0.2855
CNOT4	0.03325
HIST1H3I	0.071
OR5H1	0.21175
APEH	-0.2175
TRY1	0.143666666666667
SLC26A8	1.04966666666667
KCNA2	1.34616666666667
TMEM159	0.668
C6orf81	-0.2305
PCYT1A	0.739166666666667
C6orf157	1.05825
BRMS1	0.092
CHST1	0.119166666666667
LGALS1	-1.877
TAF1B	-0.819
FLJ40504	0.16175
GPR173	0.4885
COL15A1	-0.088
CASP10	0.734428571428572
PCMT1	-0.282642857142857
HDAC5	-0.417
LOC641367	0.9195
EVC2	-1.24825
SGPL1	0.5375
GON4L	-0.246357142857143
AFG3L2	-0.725333333333333
C5orf15	-0.230833333333333
UBXD1	-0.0495
LILRB4	0.4665
GSTA4	-0.0878333333333333
ADIG	0.0425
GRIPAP1	0.35375
HIST1H3B	-0.283833333333333
BTRC	0.453666666666667
USP49	-1.5435
IQCH	1.395125
ACBD6	-0.416
YEATS2	-0.81275
CABP5	0.11
TRIM3	-0.13475
HNRPM	0.21875
FGG	-4.0833
C18orf16	0.0635
CLEC2B	-2.2605
PQBP1	0.0798333333333333
JTB	0.2645
REST	0.3865
SLC8A3	-0.584333333333333
TMEM16H	-1.24675
MRPL47	0.29925
EVI1	3.7746
MUC1	0.14325
TEAD3	0.12525
STOML1	-0.433
USP24	-0.2163
PNMA5	0.39475
MAEL	4.90816666666667
LBP	0.8086
HSD17B4	0.548375
SEC31B	-1.2865
IDH2	0.608
SFRS16	-0.73175
AICDA	0.246
RNF180	-1.803
C1orf56	-0.271166666666667
FLJ10324	-2.30716666666667
GPR148	-0.0475
MEF2A	-0.397333333333333
ASF1B	0.4615
HTN3	-0.0185
RNF215	-0.47925
SLC4A3	-2.33716666666667
ADAMTS9	-0.0635
C9orf66	-0.899666666666667
FOXD3	0.4225
GSDM1	0.53025
IFITM5	0.8755
PODXL2	-0.373
C1orf176	-0.3025
RPS3	-0.38075
hCG_2004593	-0.641
COL21A1	-0.6525
NTNG2	-0.0503333333333333
RAI14	-1.112
P76	-0.482
LRFN3	0.305375
FAM14B	-0.652625
FKBP14	-1.2095
TNNI3	0.161666666666667
HOXB3	-0.536875
SGCB	-0.6935
PPAPDC3	-1.72475
FRAT1	-0.0393333333333333
MORN1	0.00516666666666666
ARHGEF2	-0.75025
BNIP2	-1.00625
DHX30	-0.2085
EEFSEC	-0.36525
FGF20	0.4235
FLJ38973	0.624071428571429
PLCH2	-0.181666666666667
CCNG2	-0.540125
PSPN	0.556
WDR88	-0.249
HOXB13	1.702375
MTMR8	1.2955
SPAM1	-0.1085
PPP2R1B	0.334625
TANC1	0.145125
CNN3	0.2673
CHGA	2.347875
C9orf128	1.74775
CACNA1B	0.405833333333333
MMAB	0.1724
RHOA	-0.134083333333333
RAPGEFL1	1.65925
SLC1A5	-0.5345
CALCA	1.367625
SYCP1	0.10625
CXCL11	3.82525
GFI1B	-1.1505
PSCD1	0.17
C11orf58	-0.0218333333333333
MGC45438	-1.564
NUDT18	0.552666666666667
ASB3	-0.8035
ZP1	-3.62
LPPR2	-0.3555
ZNF527	0.3915
ZNF771	-0.000250000000000007
TTBK2	-0.418875
TRIM55	-0.7005
GJB3	0.351666666666667
PRSS35	-0.4105
SCRG1	-1.56175
ZDHHC24	-0.0985
DUSP26	-0.40525
C1orf51	-0.906125
DNAJC3	0.495333333333333
LITAF	0.3835
ZNF410	-0.56775
AFP	-4.8995
ZW10	-0.10775
PHOX2B	0.455
VILL	3.02025
ELOVL7	0.804125
LOC644186	-0.3645
PPP3CC	0.483
CHST13	-1.32875
WDR40B	-0.0445
MEA1	-0.45675
HILS1	-1.79425
DLX6	-0.608666666666667
NKG7	0.557666666666667
EMP1	0.35725
ACTR6	-0.30475
CHCHD7	0.686857142857143
COG2	0.6512
TCEA2	-0.4439
TARS	-0.029
FLJ20294	-0.0665
ZNF92	-0.938125
TRAPPC2L	-0.5751
ARHGAP28	-0.902875
CCDC109B	0.40525
LGTN	-0.434
INGX	0.818166666666667
LOC124446	0.12775
RPS2	-1.278
C17orf75	-0.114666666666667
NBPF1	0.1225
SLC2A8	2.48433333333333
SNRPE	-0.342
CARD6	-0.43925
IL13RA2	1.396125
CUEDC2	-0.278125
C4orf19	3.08275
AOC3	-0.0115
MTHFD2	-0.517833333333333
OR5M9	0.1375
C4orf38	-0.748833333333333
SS18L2	0.335
OAS3	1.36616666666667
LARGE	-0.723
LRIG3	1.71516666666667
LIMA1	1.04925
STARD3	-0.208833333333333
VPS39	0.10375
CTAGE6	0.0135
ODAM	-0.02075
MORF4L2	0.238875
GSTO2	2.04325
MTFMT	-0.05275
PRKAB2	-0.730857142857143
ZNF76	-0.187
HSPB2	2.537
CRB2	0.91825
KLRK1	-2.8115
LYST	-0.706625
UBE2M	-0.840666666666667
SLC16A9	0.235
ZNF281	-0.86575
ST8SIA1	-1.488875
C9orf105	0.326
ANKRD46	0.1415
FAM108A3	0.202
C20orf91	0.727
ZYX	-0.357666666666667
RSPH1	2.01625
ZSCAN5	1.43475
RIMS3	-0.953
KRT76	0.0485
CEACAM4	0.545166666666667
SIRPB1	0.050875
CFHR4	-0.7445
SOX3	-0.600333333333333
GATAD1	-0.009125
C21orf57	0.183
TMC8	-0.5865
AVIL	0.6825
LMOD1	1.81975
HIGD1A	0.514125
NEU3	-0.00366666666666667
DES	1.04725
BZW1	-0.7315
ZNF221	-0.5495
CCDC27	-0.74
GDAP1	-0.299
RBBP4	-0.405
MGC40499	-0.899
PHKA1	-0.586125
PRKAR1A	-0.296
HSD3B1	0.105
RAD52	-0.224
CD207	0.0605
LOC389791	0.2605
RSPO1	-0.0425
TMEPAI	2.35275
MFSD2	1.390875
ETV4	0.05075
SCGN	0.4655
LOC391356	-0.087
MPP1	-0.218125
STARD3NL	-0.163
TFAP2D	0.005
CD2AP	0.95175
CCL20	4.13583333333333
CCDC86	-0.553
ZFP30	0.12225
CTBP1	0.146
MAK10	0.571
STXBP5	0.1975
LOR	0.1539
MAP6D1	-0.769125
ARMC7	0.7735
TMEM150	-0.743
NSL1	-1.073
KIF5A	-0.739875
ASCC2	-0.250166666666667
PSENEN	0.8585
OPTC	-0.418
FCRL2	-0.0635
KBTBD11	1.8035
PCK1	0.51325
CENTD3	0.2485
MEGF8	-0.928875
ALPPL2	0.061
OBFC2B	0.1935
ZFYVE20	-0.197875
GALC	-0.347333333333333
CTRB2	0.13275
C20orf71	0.1455
TBKBP1	0.3625
CAMLG	-0.044
TREML4	-0.224
RSAD1	-0.1495
TUBA3D	-0.6738
KIAA1833	0.4415
PNPLA1	1.1965
LRRC34	0.405
CDH26	0.759
ZNF167	-0.969
ZBTB26	0.2362
VWF	3.2469
VTN	-0.838833333333333
BAD	-0.1035
PDS5B	0.26625
ZNF644	0.442833333333333
SH3GLB2	-0.497875
SMPDL3A	0.5675
NRG2	-1.630125
IL15	0.74
GABARAPL1	-1.34933333333333
LAT2	-0.407
SLCO1A2	-1.46633333333333
LIG4	-0.0274166666666667
GSDMDC1	-0.000625
BMP4	-0.485875
METT10D	-0.24425
SYCE1	0.2455
SPANXD	-5.93475
SLC12A9	-0.207833333333333
MC1R	-2.4795
RNF168	-0.80625
TRIM69	0.073
GALNT7	1.01616666666667
ISG20L2	0.18625
KIAA2026	0.3335
TNFAIP8L1	-0.003
DPY19L2	-1.0145
C12orf63	0.1335
PRDX5	0.55025
MED6	-0.372375
TXNDC5	-0.793
CD46	1.12441666666667
CCK	-2.114
C17orf48	-0.6965
ANUBL1	1.78425
SIT1	0.821333333333333
TYSND1	0.176666666666667
DEF6	-0.964166666666667
GLT8D4	0.10025
UTP14A	1.04575
RPH3AL	1.114
NXF1	-0.195833333333333
TRERF1	-0.391333333333333
TUBB3	-1.65475
SLC24A2	0.274
SEC22B	0.516916666666667
ZNF653	1.14775
GGTL3	-0.429083333333333
CDKL2	2.09425
CTF8	0.07725
EPC1	0.584
CYP4A11	0.188
THRSP	-0.4185
LELP1	-0.0323333333333333
TES	1.389125
C17orf87	0.8565
FERD3L	0.191
SH3TC1	-0.321
RAB36	1.3935
CRYGB	-0.198
GRIA3	0.12
BHLHB9	1.08525
C1QTNF9	0.18675
GOPC	0.475875
PNPLA8	-0.113333333333333
ZNF444	0.159
FMO1	0.3895
POLR3C	-0.161
SLC35F3	-2.83375
SGCG	-3.17316666666667
DCDC2	-1.15116666666667
NANP	0.81925
MGC23270	-0.894
BEX4	-2.03433333333333
HYDIN	0.0643
RPS6KB2	-0.61375
ADRM1	0.380833333333333
BAT3	-0.7365
RAB31	-1.562875
SCGB2A1	4.86875
SLC6A14	0.39425
DDX4	-0.25425
PRRC1	0.313
AP3B2	-0.860166666666667
TRGV7	0.1945
TMEM184B	0.633
ADPRHL1	0.0315
C21orf45	0.102375
ARNTL	-0.107875
AADAT	0.58225
CCL2	-0.118833333333333
SNTB2	0.168166666666667
RGS9BP	0.05725
KPNA1	0.27675
TMEM41B	-0.0095
S100A11	0.281166666666667
DOT1L	0.6535
EFHC2	1.822625
CLTC	0.141666666666667
SRP9	0.120285714285714
ZNF521	-2.481
FAM26F	-0.34975
GPR88	0.148833333333333
COL13A1	-1.20866666666667
CHMP4B	2.0387
SIGLEC6	0.033
NFAM1	0.182125
PVRL2	-0.7999
ALKBH4	-0.37975
CCDC93	0.2715
NXT1	0.9275
KCNK4	0.081
TROAP	-0.917333333333334
KCNA10	0.154
CCDC114	0.0438333333333333
RAN	-0.2375
LMTK2	0.6395
LOC400657	-0.6825
UFC1	-0.02575
UBE1DC1	-0.4565
EEF1A1	-0.444555555555556
CHAC1	0.3855
HMGA2	-1.7534
B3GALTL	-0.06475
ING2	-0.17925
C1orf109	-0.023
INTS3	0.197
ZNF558	0.86325
TRPM4	2.427
LTB4R	-1.05
ISYNA1	-2.307
LSM7	1.27925
LRRC47	0.474875
ZNF179	-2.131
EXDL1	-0.0896666666666667
SLC4A10	-0.54225
ACSS2	0.629
COPS7B	-0.2085
KIAA0040	-0.338166666666667
C1orf95	0.1335
AP1GBP1	-0.1305
OR9A2	-0.144
FAM71C	0.1375
RIN1	-1.11833333333333
ITGA4	-2.39575
DNAJC6	-0.274666666666667
CLOCK	0.576833333333333
SLC35A4	0.143
DSG4	0.381
LOC26010	0.29075
NSUN2	0.17125
TMEM86B	-0.7208
C14orf135	-0.9785
KIFC3	-2.15933333333333
PHF5A	0.77675
NCAPH	-0.23275
STK11IP	-0.30525
FLJ42953	0.307875
CCDC19	0.200833333333333
ZNF329	0.07775
TAX1BP1	0.120666666666667
ZDHHC18	-0.447666666666667
C10orf88	0.5275
TMBIM4	0.5849
NMUR1	0.795
KIR2DS4	0.25325
C9orf90	-0.429625
MGC87631	-0.313
KDR	1.8206
ST3GAL2	-0.87675
RLN2	1.6085
HPD	-3.1105
MOXD1	-2.09666666666667
PDGFRL	-1.846
SMYD4	-0.980571428571429
FAM103A1	0.456833333333333
MFAP4	-1.217
LOC285141	-3.47675
TMEM45B	2.255125
SMCR7L	0.320571428571429
GZMH	1.81475
CBLN1	-1.75583333333333
CNNM1	-0.39775
PHF17	-1.85058333333333
NUP98	0.26125
RMI1	0.375
PTPRS	-1.499625
ANKRD57	0.80775
CLDN15	-0.446
OR51A2	-0.291
GUCA2B	2.9915
DOCK9	0.6485
ITGB1BP1	-1.0495
DLG2	-0.900375
BRAP	0.1405
SESN3	-0.74225
ZC3H7B	1.47325
FAM101A	4.255
FKSG24	0.764
ZYG11B	0.047875
RFC2	-0.97325
SH2D3A	1.82266666666667
DVL3	-0.41075
ADFP	-0.145666666666667
KRIT1	-0.3245
SERTAD3	-0.361
LEFTY2	-3.715
KRT27	-0.4375
SCFD2	0.39825
MN1	-1.12675
RORA	0.1935
PTPRD	2.7185
PIAS2	-0.7955
CYP4X1	1.85583333333333
FBXL15	0.13325
MYH15	0.7695
CRX	0.114333333333333
TBC1D13	-8.67361737988404e-19
SLC22A17	-0.9675
PLK2	-2.5715
ARHGAP9	0.1745
EIF1B	-0.115
C20orf185	0.03125
DEFA7P	0.101
PRIM1	-1.16716666666667
CRYAA	-1.589
BACE1	-1.161
AGTRL1	0.360333333333333
ACAD9	-0.360375
GRASP	-0.324
RBP4	-0.868833333333333
TFB2M	0.1695
METTL9	-0.9696
ATP5O	0.04625
SP100	0.2044
CPSF1	-0.331
S100A4	-1.0325
LIME1	-1.11
GPR137C	-2.02375
OR2A2	0.272
C2orf29	0.56175
NUP188	-0.3125
SDPR	-1.3665
RAI1	-0.91225
RPS20	0.3252
LAMB1	-1.19125
ADM2	-0.0603333333333333
ZNF229	-2.675
DKFZp434K1815	-0.902
EPN3	0.671166666666667
CLIC3	-1.8065
MEIG1	-1.17275
HMGB4	-0.02025
STARD10	0.960375
KLF8	0.07425
EPB41L2	1.62816666666667
JMJD6	0.275125
CTSL1	-1.30783333333333
GPR27	-0.518
ELAVL4	0.464125
MMP21	0.1905
PPM1B	0.47625
SUV39H1	-0.2075
AAMP	0.32775
TUSC4	0.3645
MBD6	-0.0575
KLK13	-1.108125
FMNL3	0.0886666666666667
TRIM13	0.181083333333333
C15orf5	-0.32075
IQCF1	0.249875
CACNG8	0.545
SLC35D3	1.01116666666667
ZDHHC9	1.9695
ODF3L1	0.06125
C9orf86	-0.1909
TSEN2	0.5505
C17orf64	0.5385
SEPX1	-0.4065
TSPO	1.037
SYMPK	0.6415
ADORA1	-0.96425
TSPAN10	0.701625
SEMA6C	-0.935
RTTN	-0.8582
IL2	-0.0446666666666667
ARRDC3	-0.576583333333333
TBPL1	0.221
STX12	-0.07725
MRPL39	-0.1255
OR8H3	0.0315
IFIT5	1.36966666666667
CASC5	-0.339375
FAM46A	-0.927166666666667
HPCAL1	-0.8035
CYLC1	0.527
VGLL2	0.09725
C20orf191	0.68375
CDH1	2.48166666666667
ITPA	0.4625
CCDC101	0.63575
D15Wsu75e	0.672
EDA	2.491
CREG1	-0.38725
OR7G2	0.2615
SAP18	0.74975
IFIT1	0.3805
CALML3	-0.5415
FLJ37440	-0.552
FNDC5	-1.2485
SERPINB6	-0.187071428571429
JUNB	0.8951
SYS1	1.17175
SCN2A	-0.139166666666667
ZKSCAN5	-1.0953
WNT7A	-0.339833333333333
TSHZ3	0.0875
RNF148	0.54325
H6PD	0.868375
CAD	-0.556833333333333
ZNF449	0.1085
DOCK10	-0.5455
FAIM2	0.0213333333333333
HEXDC	0.14175
PRB1	0.08425
C14orf148	-0.081
ETHE1	2.3675
IRF5	-0.145
GNMT	-1.2475
MGC16291	-1.966875
RPAIN	-0.802142857142857
CAGE1	-0.214
CNTNAP3	-3.13925
ACTR1B	-0.648
EEF1E1	-0.15625
MSX1	0.9835
ESF1	0.9232
HSPC171	0.3255
MRPL2	-0.0536666666666667
RDH12	0.0728333333333333
CELP	1.275
METRNL	-0.4555
C10orf116	2.96516666666667
C19orf48	-0.77175
ZNF346	-0.494625
NCR1	-0.8825
C10orf64	0.0345
CD52	-0.31375
VPS18	0.00025
AP4S1	-0.938
NPBWR1	0.959
TPK1	2.3105
UBA52	0.509277777777778
RIPK1	0.0411666666666667
CPNE3	0.3528
HSPC159	0.509625
C8orf38	-0.07525
LRRC4B	0.006
PARP10	0.5481
ANKRD50	0.02375
CXCL9	6.122
FGF18	0.745
EIF2A	-0.297125
SLC20A2	0.408666666666667
KIAA1549	0.217083333333333
SPINT1	1.9321
ZNF584	-0.486
CRBN	0.323833333333333
ABCF3	-0.147333333333333
NCBP1	1.05733333333333
PLA2G4F	1.2145
PCDH10	-0.792125
TTC21A	-0.14275
C20orf144	0.477
FGFR1OP2	-0.121833333333333
SLC9A1	-0.0771
CHRND	0.2535
FOXF1	1.36675
KIAA1467	-2.67375
TPO	-0.015
LTF	0.767071428571429
DNAJB9	-0.06775
MRPS27	-0.4135
bA16L21.2.1	0.94175
WBP2	0.228833333333333
MRGPRX3	-1.56133333333333
PRPF18	-0.32525
C10orf58	-0.12975
SMOC1	-2.7704
ADAT3	0.749
TMEM138	0.266
TMEM131	0.051875
TIMM8B	0.86675
MYH7	0.186333333333333
ST6GAL2	-0.751
KIF1C	-0.1745
SUHW2	-0.236
PAPSS1	-0.3695
CABP2	1.4575
HOXA4	-1.895
ELF2	0.04125
SEMA3D	-0.5418
MC5R	0.1405
OGFR	0.272
FLJ30092	0.104333333333333
TGFA	0.1625
MMP17	0.534
KIF15	-0.378
CHIA	0.2195
CATSPER3	0.42025
CEACAM7	5.56
PADI2	1.775625
HOXA9	4.57983333333333
LNX2	1.24
TMEM144	1.89825
HIF1AN	-0.10625
METTL7A	-0.9363
C6orf165	-0.267333333333333
KIAA1468	0.321625
DSG3	-0.198
ZNF180	0.7015
EIF4E3	0.073
SLC46A1	0.401625
DKK1	-6.26916666666667
ZNF205	0.338333333333333
LOC162073	0.661333333333333
COX7A1	4.5995
MAGEA1	-5.0465
NEDD8	-0.604083333333333
KLHDC5	0.0244444444444444
C3orf19	0.327
MRPS2	-0.268
POLR3H	-0.0997142857142857
ABHD11	0.4182
TMEM17	0.65425
PAIP2B	0.1272
MAT1A	0.58125
LGI3	-0.0625
THUMPD2	-0.1695
TKTL2	0.29325
XAGE3	-1.02183333333333
CALM3	-0.510583333333333
C6orf136	0.464833333333333
KCNC4	0.491333333333333
RGS9	-0.0613333333333333
ACIN1	-0.443833333333333
SPATS1	-0.18475
XKR8	-0.029
FAM84A	5.38258333333333
MS4A7	2.95027272727273
AGXT2L2	-0.1675
OR1F1	-0.217
SMAP1L	-0.854
IPO11	-0.062
ZC3H11A	-0.6896875
C1orf151	0.77275
RNASEH2A	0.079
CCR10	-1.321
TXNDC11	-0.24575
TMEM112	-0.293875
MAP1B	-2.79235714285714
NVL	-0.6685
PKM2	-1.5064
ARC	-0.9305
NUP54	-0.016
PPFIBP2	1.5225
STAT2	0.162125
PTAFR	0.820666666666667
ROBO2	0.52525
RNF40	-0.403166666666667
CCDC135	-0.6865
IFT81	-0.9087
MORF4	-0.54425
TM7SF3	-0.805875
OR10H3	0.3635
ABP1	2.774125
CHRD	-0.702375
PLEKHA8	-0.306833333333333
NCALD	0.846416666666667
OR5AK2	0.16875
ACCN1	0.365833333333333
SLITRK1	-0.38975
ARMET	0.00575
C9orf52	1.772
REEP4	-0.16375
MTSS1	0.320875
ADH1B	1.6535
DLD	-0.46025
CDK5	-0.4635
PPFIA1	-0.1886875
WFDC3	0.14375
DNAJB12	0.632857142857143
RANGRF	-0.9345
MLANA	-3.363
AMY2B	0.77925
KIAA0319	-0.62475
RPS7	0.0795
JAK3	0.801
ARFGEF1	0.69675
CXCL5	0.65475
TRAPPC4	-0.76875
CETN2	0.51875
HSPC111	0.54775
RHOBTB3	-2.6831
PHLPP	-1.163
RGS10	-1.32925
TMEM58	-0.96325
CHERP	0.7075
HSP90AB3P	-0.391
FSTL3	-1.64283333333333
PEX11A	0.61625
OR5V1	0.3605
FCN3	1.24175
PTPN3	1.7125
NPTX1	-5.29225
C21orf84	-0.689
C11orf51	-0.258375
ZBED2	-0.00525000000000002
FLJ90757	-0.58575
NPY2R	1.55075
PLD3	-0.80925
SYT17	-0.842666666666667
SGSM2	-2.3085
OR1A2	-0.06075
FOXP1	0.783875
SLC5A1	4.716
POFUT1	0.8507
EPHB6	-3.06183333333333
MYO1G	-2.26175
STAC	-2.1182
KLHL17	-0.457833333333333
RGMA	-0.242
TJP2	0.9802
FAM114A1	-0.603333333333333
SERINC1	0.106
SLC9A8	0.308375
PEX19	-0.617
EDN2	-0.5325
PSMD7	0.0404444444444444
C3orf41	-2.99675
UQCR	0.748125
PPP1R3C	-2.98175
LRP4	1.39666666666667
TM2D1	0.18025
TTC17	0.015
C4BPB	-0.66275
CCL25	0.50875
ZNF253	-0.563666666666667
CHRNA9	-3.06075
SOX11	-2.42175
HIVEP3	-0.325
CGN	2.5855
C3orf35	-0.01275
PKD2L1	0.845
SYVN1	-0.0215
PDE8B	-2.674875
LOC439951	0.824
LTC4S	0.447166666666667
MIF4GD	0.136333333333333
SMARCA2	0.54225
TUBGCP6	-0.334
CABLES1	-1.07075
C16orf77	1.60383333333333
ZNF791	0.383
FUT5	3.057
ADH6	-0.0323333333333333
P4HB	0.10775
CLDND2	-0.366
ALKBH8	0.055
PLAC4	-0.2935
F11R	0.958142857142857
MGC35295	0.284333333333333
PDZD4	-0.315166666666667
LOC389073	-0.1855
FAM80B	-2.92616666666667
PSMB1	0.21025
TXN	1.06916666666667
VIPR1	1.4709
WBSCR18	0.0237
EXOSC6	-0.328666666666667
ACTA2	2.9125
SP5	-1.891
ANKRD1	-2.78175
DDR1	0.1677
ATP6V1D	-0.7785
PTGS1	-0.75675
RNF157	0.663
DCC	0.36025
SPAG7	-1.3675
FBXO18	-0.908
UBE3C	0.1655
HOXC6	-0.71375
LRP2BP	-0.278333333333333
MYST2	-0.13575
PDSS2	1.017
ATE1	0.70225
ARAF	0.158
KLF10	-0.777
PLA2G2E	-0.02375
ASCL1	-0.814
TSNAXIP1	-0.52425
FAM131B	-0.515375
IFNA10	-0.2275
NUP43	0.08175
FAM44B	-0.0345
L1TD1	-1.96733333333333
NMD3	-1.16158333333333
C18orf54	-0.8143
PHOSPHO1	-0.4685
RAG2	-1.296
EMILIN3	-0.0755
METTL3	-0.8145
VPS13C	0.521
REXO2	0.5695
ANXA4	1.393
CA1	3.60075
DCP1B	0.0955
TULP3	-0.686666666666667
ATP2A2	-0.134357142857143
ATIC	0.042
ADAM15	-0.715666666666667
NPL	1.1935
LGR4	0.73975
UEVLD	0.757166666666667
GAB1	1.1035
SNAI2	-1.86483333333333
ZGPAT	0.6164
SNF1LK	-0.2275
DLEU1	-0.51575
UBE2Q1	0
ZMYM6	0.2290625
JPH3	-2.2375
FAM38A	-0.53275
PXK	0.241
DENND2D	2.1845
BAX	0.229666666666667
CP	-4.353
RPL37	0.178
G6PC3	-0.110125
NCOA4	-0.194666666666667
LRRC14	-0.102625
GORASP1	0.528
FCHO2	0.722625
CYP24A1	-2.1394
FXYD3	4.1865
SMARCAL1	0.0565
ABCB8	-0.533166666666667
CCDC44	0.2525
PRDM7	-2.80725
USH1C	3.664
DNAH5	-0.164833333333333
SRF	-0.09925
MAL2	2.0535
PGPEP1	0.809833333333333
SIN3B	-0.36925
SEMA3C	-0.459166666666667
GRAMD3	1.325
FBXO10	-0.697625
OR5D13	0.643
FLJ31818	-0.6585
CACNA1I	0.319625
S100A13	-1.121
TP63	-0.617857142857143
ANXA11	0.8727
WDR66	-0.15525
CSF2RB	0.0755
IFI44	-0.14325
DACT1	-0.015
ANKRD23	-1.629625
ATP5G1	0.9405
C21orf70	-1.19616666666667
PPWD1	-0.5035
DNAJC13	-0.3575
PAH	-2.4335
PTCH2	0.10075
TRMU	0.26475
CCDC9	-0.1305
USP3	0.3247
DCLRE1C	-0.1075
FAM55C	-0.6035
FRMD4B	0.882
CYP2R1	0.24225
RFPL1	-0.5092
XPO5	-0.4185
ARL6IP2	-0.056
OSBPL5	0.81825
MMP9	2.78990909090909
KIAA0802	-1.045375
DHRS2	-4.093
SGEF	-0.871625
TXNDC10	-1.2506
EXOC6	0.358
RPS27	0.130333333333333
PNCK	-1.34883333333333
FSTL1	-1.467
AACS	-0.16675
SLMAP	0.636666666666667
SAMD4A	-0.8272
ABRA	0.202
SMARCD3	-1.44375
PKNOX2	-2.467
A4GNT	0.231
C9orf39	-0.433333333333333
RALYL	-0.0935
MGC33556	-3.069
C10orf25	-0.329
BBOX1	0.1
NHEDC1	-1.0095
XDH	1.286
GCSH	-0.9325
EDN1	2.251
MTERF	-0.783
CLK4	0.069125
ZNF799	0.924666666666667
KCNG1	-1.942125
CXCR4	-2.6935
PTPRR	1.64925
IRAK1	0.307875
LOC401397	-0.625
TMSB10	0.663357142857143
CXCL3	2.2017
TMC4	0.7045
OR7A10	0.2385
STYK1	2.173
CHRNA10	0.20225
CCNI	-0.08625
EP300	0.524642857142857
LOC165186	-0.3155
HIC2	-1.30525
SDR-O	-0.215
OR2W1	0.1315
KCNA6	-0.3355
TRIM74	-0.45225
REEP6	-1.756
ATP5G2	-0.05925
ERG	0.095625
TMEM42	0.435
PARN	0.0106666666666667
SOD2	0.2755625
DIRAS1	-1.04533333333333
PNPT1	-0.0915
JOSD3	-0.48875
hCG_40738	0.3395
PDE1C	-1.572
SEMA4D	0.19475
AGPAT1	-0.562666666666667
NOSTRIN	0.40025
MAP3K3	-1.10083333333333
MAX	0.284928571428571
CAPS	0.708333333333333
SERPINA12	0.108
OSBPL8	-0.493625
RICS	1.3006
NR4A2	-0.7715
PPCS	0.664
LONP1	-0.749
SCYL3	0.514
HERC2P2	-0.450166666666667
FIBCD1	-0.2675
C15orf41	0.50125
DMC1	-1.07216666666667
C20orf27	0.31575
RPS6KA5	-0.1189
FAHD1	-0.552333333333333
SLC12A4	-1.4025
BRCA1	0.332916666666667
GBL	-1.20225
SLK	0.422333333333333
NUDT9P1	-0.7495
NOXO1	3.9015
USP52	-0.747
BAZ1B	-0.0495
SLCO2B1	3.02875
BBS12	0.3195
LRGUK	-0.378166666666667
TERF2IP	-0.4095
COL1A1	3.341
KIAA0090	0.35225
GRK5	0.198333333333333
AP1S2	-2.3733
TMEM52	0.846
CA11	-0.7815
OR4A15	0.222166666666667
ACBD3	0.7124
SPAG11B	0.25125
PRDM2	0.9845
FOXP3	0.14975
SMYD3	-1.3213
LOC389199	0.8045
LGI2	0.514833333333333
NAPE-PLD	0.487
ANKRD6	-1.031
WDR45	0.211
SHROOM1	0.587
PSCD3	-0.4285
PYY	0.416
KCNC1	-1.0455
ARHGEF9	0.6295
OR8J1	0.10875
GPR55	0.468
NS3BP	-0.8615
C10orf22	0.423833333333333
NAT8L	-3.76425
DUSP4	-2.5785
FOXM1	-0.833166666666667
GRAMD2	1.7871
ZBTB48	0.0243333333333333
BUD31	-0.392
PABPC5	0.5185
CCDC41	0.2315
FBXO11	-0.0136666666666667
C6orf148	-1.942
RFXAP	0.04625
C6orf15	0.0795
CDK8	0.442166666666667
C6orf70	0.1485
TESSP2	0.1045
ALG2	1.46675
PPP1R3D	1.19
TPM3	0.118944444444444
SYT13	2.955
EPB42	-0.667833333333333
CETN3	-0.391
PRY	-0.2245
NTHL1	-0.4295
POLR2B	0.079
RPS28	0.29375
P2RX3	0.3205
LYZL4	-0.031
WBP4	0.202
PMM1	-0.49525
C11orf79	0.144
CBLL1	-0.14
IL1F10	0.0813333333333333
VAX2	-1.181
SETDB1	-0.738166666666667
LRAP	0.8005
GCLM	0.0936666666666667
CPEB3	0.5255
PPM1A	-0.128125
INTS1	-0.53425
CAMTA1	0.982916666666667
SAMSN1	-2.78225
LOC158830	0.794166666666667
GMPPA	-0.109125
AIPL1	0.26175
IL24	0.00166666666666667
BDKRB1	-1.52216666666667
