Hybridization REF	TCGA-AA-A02J-01A-01R-A00A-07
JUNB	2.237
SYS1	1.49975
SCN2A	-0.481833333333333
ZKSCAN5	-0.4464
WNT7A	-0.214833333333333
TSHZ3	-1.1505
RNF148	0.1435
H6PD	0.913625
CAD	-0.787166666666667
ZNF449	0.567
DOCK10	-1.5625
FAIM2	0.137
HEXDC	-0.22825
PRB1	-0.262
C14orf148	0.316
ETHE1	2.465
IRF5	-0.3402
GNMT	-1.386
MGC16291	-2.44275
RPAIN	-0.724571428571429
CAGE1	-0.08
CNTNAP3	-3.8215
ACTR1B	-0.4085
EEF1E1	-0.785
MSX1	-0.332125
ESF1	0.8526
HSPC171	0.33725
MRPL2	-0.285166666666667
RDH12	0.663333333333333
CELP	3.552
METRNL	-1.50775
C10orf116	3.51083333333333
C19orf48	0.17875
ZNF346	-0.58125
NCR1	-2.1395
C10orf64	1.3395
CD52	-2.205
VPS18	-0.1295
AP4S1	-0.293666666666667
NPBWR1	0.4775
TPK1	0.842
UBA52	-0.0118888888888888
RIPK1	0.159833333333333
CPNE3	0.5713
HSPC159	1.195
C8orf38	1.03925
LRRC4B	0.1895
PARP10	0.3597
ANKRD50	-0.571
CXCL9	3.20425
FGF18	1.12581818181818
EIF2A	-0.60375
SLC20A2	0.6285
KIAA1549	0.854416666666666
SPINT1	2.4836
ZNF584	-0.2265
CRBN	-0.158666666666667
ABCF3	-0.0668333333333333
NCBP1	0.277833333333333
PLA2G4F	1.67716666666667
PCDH10	-0.51425
TTC21A	-0.635
C20orf144	0.3
FGFR1OP2	-0.447833333333333
SLC9A1	-0.2154
CHRND	0.061
FOXF1	0.60275
KIAA1467	-2.82975
TPO	-0.872166666666667
LTF	0.484642857142857
DNAJB9	0.18775
MRPS27	-0.18275
bA16L21.2.1	-0.21175
WBP2	-0.4125
MRGPRX3	-1.61733333333333
PRPF18	0.48675
C10orf58	0.3485
SMOC1	-0.9332
ADAT3	0.710166666666667
TMEM138	-0.2155
TMEM131	0.299
TIMM8B	0.1415
MYH7	0.4075
ST6GAL2	-1.75675
KIF1C	0.68225
SUHW2	-0.154
PAPSS1	-0.239
CABP2	0.1985
HOXA4	-0.82525
ELF2	0.1445
SEMA3D	-1.18611111111111
MC5R	0.6655
OGFR	-0.158
FLJ30092	0.0256666666666666
TGFA	0.6221
MMP17	-0.5195
KIF15	-0.22275
CHIA	0.38775
CATSPER3	0.23425
CEACAM7	5.35658333333333
PADI2	1.045625
HOXA9	5.22666666666667
LNX2	1.4535
TMEM144	2.11525
HIF1AN	0.22775
METTL7A	0.0732
C6orf165	-1.113
KIAA1468	0.1665
DSG3	-1.4105
ZNF180	0.1765
EIF4E3	-0.659875
SLC46A1	0.121875
DKK1	-7.48466666666667
ZNF205	0.553
LOC162073	-0.0492777777777778
COX7A1	4.66325
MAGEA1	-6.0655
NEDD8	-0.0995833333333333
KLHDC5	0.00233333333333333
C3orf19	-0.182
MRPS2	-0.19175
POLR3H	-0.137857142857143
ABHD11	1.8386
TMEM17	-0.01825
PAIP2B	0.7038
MAT1A	-2.99325
LGI3	0.1515
THUMPD2	0.4415
TKTL2	0.195
XAGE3	-0.422333333333333
CALM3	0.219916666666667
C6orf136	0.5295
KCNC4	0.5615
RGS9	-0.863333333333333
ACIN1	-0.637833333333333
SPATS1	-0.2215
XKR8	-0.371
FAM84A	5.399
MS4A7	1.429
AGXT2L2	-0.26
OR1F1	0.1615
SMAP1L	-0.852333333333333
IPO11	-0.498875
ZC3H11A	-0.4301875
C1orf151	-0.0415
RNASEH2A	-0.56325
CCR10	-1.338
TXNDC11	-0.283583333333333
TMEM112	0.3785
MAP1B	-3.6105
NVL	-0.64075
PKM2	-1.23185
ARC	-0.152
NUP54	0.045
PPFIBP2	2.09066666666667
STAT2	-0.657125
PTAFR	-0.832166666666667
ROBO2	0.982375
RNF40	-0.481333333333333
CCDC135	0.00349999999999998
IFT81	-0.7802
MORF4	-0.5805
TM7SF3	-0.680625
OR10H3	0.712
ABP1	3.605625
CHRD	-0.924125
PLEKHA8	0.0815
NCALD	1.33341666666667
OR5AK2	0.49325
ACCN1	-0.0678333333333333
SLITRK1	-0.068
ARMET	0.42775
C9orf52	2.5335
REEP4	-0.8125
MTSS1	1.427
ADH1B	1.29016666666667
DLD	-0.0275
CDK5	-0.00375
PPFIA1	-0.4060625
WFDC3	1.71475
DNAJB12	0.520857142857143
RANGRF	-0.49
MLANA	-4.96375
AMY2B	-0.422
KIAA0319	0.968625
RPS7	-0.0425
JAK3	0.4605
ARFGEF1	2.1585
CXCL5	0.84575
TRAPPC4	-0.74175
CETN2	0.56375
HSPC111	0.118
RHOBTB3	-2.662
PHLPP	-0.419
RGS10	-0.86125
TMEM58	-0.97825
CHERP	0.16
HSP90AB3P	-0.706333333333333
FSTL3	-2.18483333333333
PEX11A	0.605
OR5V1	0.351
FCN3	1.477
PTPN3	0.853
NPTX1	-6.07475
C21orf84	-0.82425
C11orf51	0.0855
ZBED2	-0.677
FLJ90757	0.1045
NPY2R	1.0305
PLD3	-1.739
SYT17	0.795
SGSM2	-1.9575
OR1A2	0.5195
FOXP1	0.24575
SLC5A1	6.546
POFUT1	1.5942
EPHB6	-3.50616666666667
MYO1G	-2.73275
STAC	-2.5502
KLHL17	-0.877666666666667
RGMA	-1.3658
TJP2	0.5966
FAM114A1	-1.885
SERINC1	0.18475
SLC9A8	0.861375
PEX19	-0.048375
EDN2	1.66625
PSMD7	-0.0474444444444444
C3orf41	-4.556
UQCR	-0.08875
PPP1R3C	-4.392
LRP4	1.19783333333333
TM2D1	0.31525
TTC17	0.181875
C4BPB	-3.069625
CCL25	2.1875
ZNF253	-0.153333333333333
CHRNA9	-3.30075
SOX11	-1.95725
HIVEP3	-0.411
CGN	2.53566666666667
C3orf35	0.231125
PKD2L1	0.5165
SYVN1	0.192375
PDE8B	-3.704625
LOC439951	0.08325
LTC4S	0.801
MIF4GD	-0.106
SMARCA2	0.5464375
TUBGCP6	-0.2565
CABLES1	-0.773375
C16orf77	1.78133333333333
ZNF791	-0.265
FUT5	3.3795
ADH6	-0.237333333333333
P4HB	-0.34575
CLDND2	0.63675
ALKBH8	-0.69475
PLAC4	0.50175
F11R	0.987142857142857
MGC35295	0.117666666666667
PDZD4	-0.00649999999999999
LOC389073	0.31725
FAM80B	-3.42733333333333
PSMB1	-0.266375
TXN	-0.0045
VIPR1	2.7444
WBSCR18	0.6859
EXOSC6	-0.471666666666667
ACTA2	2.577
SP5	-0.22575
ANKRD1	-3.77575
DDR1	0.8236
ATP6V1D	-0.631
PTGS1	-2.98308333333333
RNF157	0.15075
DCC	0.54725
SPAG7	-0.37225
FBXO18	-0.44375
UBE3C	0.2622
HOXC6	-0.8355
LRP2BP	-0.219
MYST2	-0.12325
PDSS2	0.80775
ATE1	1.1435
ARAF	0.40675
KLF10	1.2565
PLA2G2E	0.0435
ASCL1	-0.5725
TSNAXIP1	-0.17125
FAM131B	-0.461875
IFNA10	0.467
NUP43	-0.013875
FAM44B	0.018
L1TD1	-3.84316666666667
NMD3	-0.74925
C18orf54	-1.4565
PHOSPHO1	-0.4635
RAG2	-1.9665
EMILIN3	0.2145
METTL3	-0.659
VPS13C	0.808875
REXO2	-0.87975
ANXA4	1.41675
CA1	2.557
DCP1B	-0.05475
TULP3	-1.4045
ATP2A2	0.281642857142857
ATIC	0.30425
ADAM15	-0.372333333333333
NPL	-0.0836666666666667
LGR4	0.540625
UEVLD	0.295833333333333
GAB1	1.3105
SNAI2	-3.24483333333333
ZGPAT	0.4495
SNF1LK	0.4445
DLEU1	0.04475
UBE2Q1	0.210375
ZMYM6	-0.0811875
JPH3	-2.77316666666667
FAM38A	-0.301166666666667
PXK	-0.422666666666667
DENND2D	1.3085
BAX	0.811083333333333
CP	-5.44136363636364
RPL37	0.1089
G6PC3	0.3365
NCOA4	-0.356333333333333
LRRC14	0.57375
GORASP1	0.22675
FCHO2	-0.18575
CYP24A1	-2.6724
FXYD3	3.212625
SMARCAL1	0.281
ABCB8	-0.0855
CCDC44	-0.28175
PRDM7	-3.61225
USH1C	4.2105
DNAH5	-0.0928333333333333
SRF	0.384
MAL2	3.45316666666667
PGPEP1	0.617583333333333
SIN3B	-0.7065
SEMA3C	-0.174666666666667
GRAMD3	1.547
FBXO10	0.126125
OR5D13	0.525
FLJ31818	-0.23625
CACNA1I	-0.0465
S100A13	-2.504
TP63	-1.26376923076923
ANXA11	0.8846
WDR66	-0.1565
CSF2RB	0.255
IFI44	-3.01775
DACT1	0.125
ANKRD23	-1.74442857142857
ATP5G1	0.462833333333333
C21orf70	-0.249333333333333
PPWD1	-0.7895
DNAJC13	-0.71175
PAH	-3.35733333333333
PTCH2	0.3565
TRMU	-0.09725
CCDC9	0.2175
USP3	-0.00459999999999999
DCLRE1C	0.1942
FAM55C	-1.5935
FRMD4B	0.9065
CYP2R1	-0.02275
RFPL1	-0.5537
XPO5	-0.29
ARL6IP2	0.2465
OSBPL5	0.597
MMP9	1.85790909090909
KIAA0802	-0.68
DHRS2	-3.97016666666667
SGEF	-0.5615
TXNDC10	-1.4759
EXOC6	0.70175
RPS27	0.5315
PNCK	-0.8715
FSTL1	-2.763
AACS	0.13975
SLMAP	0.753833333333333
SAMD4A	-0.6213
ABRA	0.21925
SMARCD3	-2.54775
PKNOX2	-2.9698
A4GNT	0.477
C9orf39	-1.91483333333333
RALYL	0.3455
MGC33556	-3.906
C10orf25	-0.7095
BBOX1	0.2865
NHEDC1	-0.394
XDH	1.3125
GCSH	-0.3985
EDN1	2.64733333333333
MTERF	0.23575
CLK4	0.217625
ZNF799	0.806333333333333
KCNG1	-2.15575
CXCR4	-2.05166666666667
PTPRR	2.47625
IRAK1	0.482
LOC401397	-0.73975
TMSB10	0.477214285714286
CXCL3	3.2878
TMC4	2.0025
OR7A10	0.341
STYK1	3.49275
CHRNA10	-0.161
CCNI	-0.62775
EP300	0.118428571428571
LOC165186	-1.11383333333333
HIC2	-0.99775
SDR-O	-0.926
OR2W1	0.5525
KCNA6	-0.1005
TRIM74	-0.11225
REEP6	0.52075
ATP5G2	0.4775
ERG	-0.522125
TMEM42	0.16825
PARN	-0.0263333333333333
SOD2	0.081375
DIRAS1	-1.51733333333333
PNPT1	-0.2905
JOSD3	-0.29175
hCG_40738	0.4295
PDE1C	-3.00725
SEMA4D	0.88425
AGPAT1	0.0188333333333334
NOSTRIN	0.755875
MAP3K3	-1.27666666666667
MAX	0.416785714285714
CAPS	2.444
SERPINA12	0.4905
OSBPL8	-1.004625
RICS	1.6651
NR4A2	0.816833333333333
PPCS	1.07416666666667
LONP1	-0.548
SCYL3	0.9825
HERC2P2	-1.029
FIBCD1	-0.7045
C15orf41	0.62675
DMC1	-0.9865
C20orf27	0.75325
RPS6KA5	-0.0033
FAHD1	0.649166666666667
SLC12A4	-1.4045
BRCA1	0.0765
GBL	-0.21725
SLK	0.465
NUDT9P1	-0.7925
NOXO1	4.6285
USP52	-0.746
BAZ1B	0.23225
SLCO2B1	3.027
BBS12	-0.307
LRGUK	-1.80133333333333
TERF2IP	-0.50725
COL1A1	2.626
KIAA0090	-0.392625
GRK5	0.235333333333333
AP1S2	-3.2298
TMEM52	0.9395
CA11	-1.1785
OR4A15	0.499333333333333
ACBD3	0.4347
SPAG11B	0.3715
PRDM2	0.5324
FOXP3	-0.418
SMYD3	-0.4607
LOC389199	0.396
LGI2	-0.152
NAPE-PLD	0.7454
ANKRD6	-0.893
WDR45	0.0521666666666667
SHROOM1	2.1
PSCD3	-0.6405
PYY	0.494
KCNC1	-3.2385
ARHGEF9	1.8122
OR8J1	0.65825
GPR55	0.867666666666667
NS3BP	-1.0685
C10orf22	0.420166666666667
NAT8L	-4.189
DUSP4	-3.10466666666667
FOXM1	-0.320833333333333
GRAMD2	2.3687
ZBTB48	-0.414166666666667
BUD31	0.2155
PABPC5	-2.32
CCDC41	0.109
FBXO11	-0.156833333333333
C6orf148	-2.30025
RFXAP	-0.471
C6orf15	0.313833333333333
CDK8	0.672666666666667
C6orf70	-0.149
TESSP2	0.234
ALG2	0.787
PPP1R3D	0.13175
TPM3	-0.131333333333333
SYT13	0.21
EPB42	-0.338666666666667
CETN3	-0.64275
PRY	0.1565
NTHL1	0.249166666666667
POLR2B	-0.129
RPS28	0.598333333333333
P2RX3	0.52425
LYZL4	0.07675
WBP4	0.0847
PMM1	-0.021
C11orf79	-0.1675
CBLL1	-0.016
IL1F10	0.387333333333333
VAX2	-0.656
SETDB1	-0.434
LRAP	-0.691666666666667
GCLM	-0.535
CPEB3	1.30775
PPM1A	0.378125
INTS1	-0.276
CAMTA1	1.53
SAMSN1	-4.76175
LOC158830	1.44683333333333
GMPPA	-0.273125
AIPL1	-0.839
IL24	-0.0805
BDKRB1	-1.3105
MLF1	-2.3892
TAF12	-1.033
ID1	1.391375
THADA	-0.067625
PIK3CB	0.37525
OR4N5	0.431
TBC1D17	-0.6455
COX8A	-0.01925
CDCA4	0.07675
C2orf44	-0.929
ZNF534	-0.30825
IMMP1L	1.094
NIPSNAP3B	-0.0245
FTMT	0.171125
PWP2	-0.265
MMP15	0.9327
DNAH11	-1.82875
MTMR14	-0.634875
DNAL4	-0.35075
IPP	0.53225
TMEM59	0.419375
C1orf157	1.431
RGS4	-2.29983333333333
DDX18	0.559333333333333
SNX6	-0.21825
ZNHIT2	0.377666666666667
NCDN	-1.21716666666667
FLJ33534	-0.319
RAG1	-1.35642857142857
OR4D10	0.4775
PTPN5	-0.462833333333333
POMT1	0.28925
LRRC8A	-0.0959
CYP1A1	-0.82525
CAPN1	-0.0201666666666667
DDHD2	-0.765625
GRIK2	0.21825
GNRHR	-0.586333333333333
PPBP	1.97825
HTR3A	-0.287375
SLITRK4	-3.84975
ANKRD49	-0.142
BTF3	-0.1973
SARS	0.1435
C13orf18	3.9765
CACNB1	-0.322428571428571
QKI	-2.1069
SETMAR	0.271625
MAN2B1	-0.736833333333333
EML3	-1.11125
ACADL	-0.1788
OFD1	0.30975
DEFB114	0.0605
CGA	-4.37633333333333
PEX16	0.588833333333333
LRRC10	-0.174
GNG12	0.2185
C1orf152	-0.2555
CHRM1	0.4165
CD53	-3.16225
DBH	-0.90875
TFAP2B	-3.572875
HIST1H2BJ	-1.12183333333333
FAM46D	0.334
TMEM11	-0.923
C3orf32	-1.289
PCCB	-0.922875
IPO13	0.07825
C6orf105	-0.282
COMMD5	1.13075
SUV420H1	-0.3868
LTBR	1.06075
ARHGAP15	-3.080375
HDHD2	-0.6395
TDRKH	0.11
LOC401052	-0.6085
PSG4	-1.09525
GNB4	-3.2883
SPATA4	-0.928
SLC9A3	1.045
OSBP	0.569166666666667
NBPF3	-1.439
DOCK11	-1.256
SLC39A5	2.76616666666667
PRR5	0.7368
C10orf63	1.04875
SMTNL2	2.86925
ADRA1A	0.339
ASAH1	-0.1876
DOM3Z	-0.2948
GIPR	0.551833333333333
AHI1	0.0315833333333333
NADSYN1	0.793166666666667
RGS14	-1.0825
IL18BP	0.1788
RTN4RL1	-1.55491666666667
ARMC6	-0.31825
PSMD5	-0.254
HK3	0.353
OR4S1	0.11675
RSU1	0.3053
MAD2L1	-0.170888888888889
EIF4A3	-0.277
DLEC1	-0.518833333333333
E4F1	-0.544333333333333
CHMP2B	0.712
CAMSAP1	-1.00925
RPS21	0.507333333333333
ARID5A	-0.6125
UBE2N	0.2457
IGSF8	0.577
MAGEB6	-0.8245
ACAD11	-1.0772
MGC4172	0.853
LMO4	-0.756
KLKB1	0.3665
HP	-0.48
HDAC3	-0.417
SCHIP1	-2.12375
CLCA1	7.721
OLFML2A	-0.3495
C1orf112	-0.48725
KIF19	0.9375
HAPLN4	0.0329
CXCR7	-1.24383333333333
GOT2	0.0411
RAB38	-4.475625
DCX	-1.22825
PPM1H	1.26208333333333
NFYC	-0.165583333333333
KIN	0.103625
ZNF228	-0.51775
PLSCR4	0.945666666666667
HIG2	1.88325
FAM79B	1.0195
C21orf86	-0.3638
KCNK10	3.30075
ZNF738	-1.226625
FSTL5	-1.16133333333333
OR6A2	0.5415
OTOA	0.601333333333333
EXOC1	0.655125
AHRR	-4.13025
PDAP1	0.0385833333333333
C19orf6	-0.29975
ZAN	0.30975
LY6G6E	0.516
EIF4E2	-0.1115
C20orf198	0.7755
ZNF324	0.1545
CYP3A5	3.72166666666667
ENTPD7	1.313
MBOAT5	0.0443333333333333
GJB5	-2.0695
TTC13	0.46
S100Z	-1.32
KIAA0664	-0.9055
PDGFRB	0.5085
IL17D	-1.07725
OR56B4	0.557
RDX	-3.24833333333333
SLC34A3	0.397
IL28B	0.849
JUND	1.415
CHRNB1	-1.53425
CAMK2B	-1.376
FETUB	-1.457
CXorf23	1.4985
MRTO4	-0.886
TTC3	-0.3686
NDUFB8	0.116833333333333
EDG2	-4.542
SEMA3G	-1.6525
IL23A	-1.90825
GRHL1	-0.0198
LOC441054	-2.0035
WDR65	0.204375
PSTK	-0.14175
STOML3	0.622
R3HDM2	0.6117
C5	-1.93325
SLC2A10	0.141166666666667
C3orf22	0.7885
PAQR3	-1.06076923076923
ANKRD26	-0.408416666666667
HCRTR1	0.1515
LOC399947	-0.6905
PSD2	-0.35025
TIGD2	0.565666666666667
SCRN1	-2.53475
COQ10A	-1.282
DDI2	0.2145
METTL7B	2.181
UCN2	0.37025
FAM92A3	1.2195
WDR16	1.07075
ZNF511	1.24933333333333
ZMYM5	-0.41775
POLR3G	-1.34075
ZNF586	0.1555
C1orf49	0.484833333333333
TANK	0.421166666666667
RCAN1	-0.1915
PELI3	-0.039
LIMD2	-1.15541666666667
TMEM189	0.4345
NTN4	-2.283
LOC151300	-0.601
CLEC2A	-2.0845
GPR135	-0.421375
DPYSL4	-4.3188
JAK2	-1.44333333333333
TSHZ1	-0.076
TM9SF4	0.966
ZNF264	-1.7315
SIRPG	0.4045
BICD1	-1.256
HERC6	0.914333333333333
METTL5	-0.115
CASP1	1.4825
PRRT1	-0.919
PLA2G4C	-0.7515
ICA1L	-0.767357142857143
TPTE2	-0.166333333333333
OTUD7A	0.683166666666667
AQP11	0.25575
APOA2	-4.8933
KALRN	0.9268
SECTM1	-0.821666666666667
IFNAR1	0.45425
TALDO1	0.0315
RAB11FIP4	1.33633333333333
EIF5A	-0.851
FAM49A	-0.16575
NEGR1	-0.809
YTHDC2	-0.559625
EHD2	-2.143375
NCF1	-0.6225
SCRT2	0.6945
HOXA5	1.41716666666667
NUP133	-0.26775
FGF12	-2.134625
SLMO2	1.0435
SNTA1	-0.096875
CACNG2	0.43525
GCM1	0.45925
ELF1	0.458666666666667
TLR5	0.39075
TCFL5	-0.150083333333333
RBMY2FP	-0.936
LOC100125556	0.6515
FAM129B	-0.428375
MAP3K7IP1	-0.412375
NCK2	0.6255
OXA1L	-0.6925
FMO9P	0.207
ZSCAN12	-0.21175
PSMD12	-0.383166666666667
HSCB	-0.274
CLDN10	-2.62625
MGC13053	-0.15675
HPCAL4	-0.674
ASZ1	-0.902
MEX3D	0.881666666666667
NFAT5	-0.4881
CSPG4LYP1	-0.0273333333333333
FBXO3	0.4745
DVL1	-0.193333333333333
CMKLR1	-0.0998333333333333
TYMS	-2.07275
PEF1	0.41725
ZNF750	-2.5665
MCM5	-0.4277
MEGF11	0.0545
KCNK7	0.1725
PTP4A3	2.433
C1QTNF2	-1.57683333333333
OR6S1	0.2345
FAM122B	0.5475
ZNF551	-0.39625
HBQ1	-1.989
GEMIN6	0.2055
ARSK	-0.24225
RBP7	0.076
CPNE9	0.615
DSC1	0.9455
LOC730112	0.5735
MAP2K4	-0.496375
HS3ST5	-1.0805
EPB41L3	-3.542
TEKT2	-1.07875
CDKN2B	-0.817833333333333
ZNF480	0.054
MAP3K6	-1.3767
MAP6	-0.238666666666667
HN1	0.1981
OR2L13	0.5435
SLC16A11	0.6195
FAM96A	-0.0875
APOL1	-1.25575
C5orf32	1.03075
RTP1	-0.165
RNF175	-2.706625
ZBTB41	0.20225
AHCTF1	-0.5118
SAE2	0.1013
ITGA2	0.83825
MME	-0.0291666666666667
CCDC14	-0.5155
MAST4	-0.238214285714286
KRT33B	-0.3905
KCTD2	-0.575
WDR26	-0.719916666666667
MFI2	2.446875
NR4A3	-0.39225
ARSA	-0.00675000000000001
UNKL	-0.757166666666667
SULT6B1	0.6415
CCNA2	-0.117666666666667
SOX15	-0.181
PPAPDC1B	-0.478
C19orf44	-0.23
MCAT	0.911333333333333
ARID1B	0.140375
OR52N1	1.3305
C12orf48	0.283
MAGI1	0.231375
NIPA2	-0.0885
GBX2	-1.88575
RSHL3	-0.590625
RAVER1	0.0168333333333333
C15orf17	-0.9385
SLC30A2	2.532
ZNF518	0.6205
PCYT1B	-1.42425
C10orf114	-2.334
EIF3H	1.1605
SLC25A39	-0.1405
KIF1B	-0.196625
AMOTL2	-0.416
C6orf120	0.65825
PSRC1	-0.61975
PLA2G10	4.1435
KIF5C	-0.463142857142857
MRPL37	0.38
C17orf62	-0.283
C9orf135	-1.3624
DUSP10	-0.5629
CLCNKB	0.1565
PSMA5	0.1885
C8orf53	1.4655
AMPD3	-0.159333333333333
PIAS1	-0.47175
ADCYAP1R1	0.486
GYLTL1B	1.8225
CDH20	0.272
FBXO7	-0.14375
TMEM134	-0.0671666666666667
FLJ14213	2.53166666666667
ZNF3	0.26325
LRRFIP1	-0.286958333333333
CNOT2	-0.129083333333333
ABI3	0.6275
ALDH5A1	0.509666666666667
HNT	0.6352
SERPINA4	0.58775
TK2	-0.84875
STMN1	-1.87311111111111
GUCA2A	4.2335
GALNT10	0.256
DPP6	-0.305315789473684
C9orf93	-0.719875
PRELID2	1.83625
STK39	1.36575
SFTPA1	-1.01225
CKS2	-0.230333333333333
RHO	0.220875
C20orf135	0.2915
XKR3	-1.758
CR1	0.31125
RPS6KA2	-0.541714285714286
C20orf112	1.19275
MRPL22	-0.25225
C4orf23	0.282
GADD45B	0.11875
KLHDC1	-0.546
C2orf48	-1.6235
ZNF287	-1.552
DAAM2	-2.9165
DPPA2	-3.35516666666667
TCTN3	0.208333333333333
DNAJB11	0.498125
FPR1	1.41775
DEFB4	0.893
PTCD2	-0.8425
SMOC2	6.00083333333333
CABP7	0.363
SERPINB11	-0.06725
MAGEF1	0.2985
NDE1	-0.374833333333333
ITGA10	0.1175
FSHB	0.2195
ANXA2	-0.00437499999999999
HORMAD2	0.40375
HLCS	0.25525
MCF2L	1.07225
FH	-0.670875
TBC1D24	0.46875
KIAA1505	1.6925
LGALS2	1.40725
CNBD1	-0.1295
SYNPO2L	-0.89525
PTPN23	-0.109214285714286
C1orf183	-0.110333333333333
MAGEA8	-1.8695
DGCR8	-1.01525
GSR	-1.22825
PAQR7	0.04775
ZNF676	-1.3595
CACNA1C	-0.6173
SP7	0.1145
PDCD6	-0.4665
NRN1L	-0.399
BRI3BP	0.7785
KIAA1183	0.2515
ASB4	0.25425
CCL23	1.0477
OBSL1	-3.79375
SLC12A7	0.633416666666667
KIAA0240	1.3075
CD1B	-3.6695
FCGR2A	-1.16925
MDC1	-0.2905
HTR1A	-0.00166666666666669
OCEL1	-0.58875
ATP11B	0.16125
FBXO34	1.9245
PCDH12	1.94133333333333
RPE	0.44225
C17orf74	0.714
CSDC2	0.309
PET112L	-0.36075
TMBIM1	0.911
P2RXL1	-0.119
TCHP	0.0825
TRMT1	-0.518666666666667
F2RL2	-1.65636363636364
LRRC32	1.78033333333333
IMPG2	0.238
BGLAP	-0.22425
LOC493869	-4.74208333333333
MRAS	-2.090125
SLC35F5	0.7815
CBWD1	0.14
AXL	-3.732125
ATP2C2	3.3635
TELO2	-0.54575
PNPLA3	-4.893
PCDHB14	0.84025
CD276	-0.58375
KRT80	-0.151625
DUSP28	-0.3615
CSNK1E	-0.422416666666667
SRP14	-0.008
KCNQ4	-0.144
KRT72	0.0856666666666667
CCDC117	0.251875
C6orf89	-0.331166666666667
TUBB2B	-3.52566666666667
RTN4IP1	0.06825
CR1L	-4.265
CEND1	0.108625
C12orf41	-0.369666666666667
RNF31	-0.34775
UBN1	-0.145666666666667
C17orf32	0.17075
SLC5A7	0.163
GPR92	2.3115
ESAM	1.0376
CTNNA1	0.133333333333333
HRBL	1.4379
CBX4	-0.303
TMEM182	0.43675
SH3TC2	1.58
IL10	0.304333333333333
PXMP4	1.911
RNF167	-0.6819
PAK7	-0.3345
ETV3	0.194
ATPIF1	-0.742333333333333
LOC554207	-1.72583333333333
OR8H1	0.13875
WDFY3	0.2405
DPM1	0.2285
GPSM1	-0.143
WDR92	-0.1211
LRP1	0.974666666666667
ANKH	0.932875
THUMPD3	-0.42025
POLR1B	0.2535
OLFM4	8.38933333333333
RAD9B	-0.22225
TSPY2	-2.5585
PAX6	-2.6425
SCG2	-2.861125
SLC17A6	0.19325
FMO3	0.588125
PADI4	-0.4825
TUBB4	-1.4899
NLK	-0.41875
POU4F3	0.002
SDF4	-0.18725
ITGBL1	-2.46266666666667
NETO1	-1.692625
TAP2	0.478125
ABBA-1	-0.461416666666667
GNAI1	-2.043
VPS4B	0.2345
NOPE	-0.8524
GALNT6	1.14633333333333
SESN1	2.420375
GBE1	-1.90122222222222
CLASP1	-0.19075
RASGEF1B	1.706125
ACOT11	1.66271428571429
AFAP1	0.79575
OR2H2	0.516
DPY19L2P1	-1.153
DZIP1	-3.9825
SEC22C	-0.94975
GPR161	-2.50625
RNF146	0.51125
WDR74	-0.056
GALP	-0.177
PURA	-0.0225
DNPEP	0.65625
RP11-78J21.1	-0.596
ERBB2	1.417875
FANCM	-0.6415
NEO1	1.74333333333333
DDX3Y	-4.71155555555556
RPS3A	0.7715
MXRA7	-1.89585714285714
LGALS3	1.76966666666667
GLT8D1	-0.526
CFL2	-3.23916666666667
UPB1	-0.08925
NAP1L5	-0.735125
CLDN14	-0.828
DHX38	-0.57475
BTBD1	-0.1125
TARS2	-0.369666666666667
ABCF1	-0.1348
FCF1	-0.1175
LRRC49	0.4715
GUCY1B2	-0.616
C1orf177	0.777166666666667
SMARCA4	-0.6145
LRP8	-1.31366666666667
TAGLN3	-0.93925
MRPL14	-0.284
TTRAP	1.725
ZDHHC20	0.466
NFE2L3	2.4205
KIAA1377	-2.62375
PALMD	-1.8162
TMEM43	-0.61525
TTL	-1.75975
STAT5B	-0.734166666666667
SSB	-0.395125
OR10H5	0.1105
SLC22A13	-0.27075
AKAP3	-0.385
TIMM23	0.016
OAS2	0.49975
KIAA0423	-0.418
TRIM11	0.252333333333333
GLIS3	-0.697
TMEM50B	0.643833333333333
ARHGEF4	-3.0715
DEGS1	-2.29718181818182
TBL1XR1	0.685866666666667
G6PD	-1.46275
SP140	-0.71
MUC17	0.630461538461538
NUDC	-1.0136
DNAJC5B	0.2145
SCARA3	-1.26683333333333
CPA3	0.9155
BCAT2	0.162
MFN1	-0.224
NRG3	-0.479
SNX11	-0.26875
PLEKHH1	0.935
GPR177	0.538333333333333
HCFC2	-1.095
TCAP	-0.36825
MOCOS	-4.22725
C14orf93	-0.095
PRDM10	-0.267666666666667
SLC16A4	-0.270833333333333
SRGAP1	-0.929333333333333
VIP	1.3075
DUSP27	5.253
LILRA1	0.00890000000000001
MC2R	0.512
MGC24103	-4.13625
MBTD1	-1.49
FUT11	-0.911
USP33	0.0525
C15orf39	-0.6555
MAP3K12	-1.42425
PAAF1	-0.364
BARHL1	0.3755
FLJ16165	0.1995
PIWIL2	-0.728
SYNE1	-1.62458333333333
CMTM4	1.262125
TSPYL1	-1.0404
GUF1	-0.0825
TMEM157	0.283
WDR44	-0.32125
HIST1H3C	-0.58425
DKFZp666G057	0.822
RNPEP	-0.094
GAS2L2	-0.0488
ADH4	-3.5435
GRPR	-0.3754
FBXL17	0.2875
ZBTB10	0.904666666666667
Gcom1	1.06427777777778
HTRA1	-1.3427
ZNF585A	-0.304166666666667
SLC26A2	2.33207142857143
