Hybridization REF	TCGA-AA-A00R-01A-01R-A002-07
ZNF92	-0.252
TRAPPC2L	0.4138
ARHGAP28	-2.131375
CCDC109B	1.6885
LGTN	-0.325833333333333
INGX	1.69483333333333
LOC124446	0.847
RPS2	-0.91725
C17orf75	-0.268
NBPF1	0.122
SLC2A8	0.22575
SNRPE	-0.253
CARD6	-0.83075
IL13RA2	-0.11175
CUEDC2	-0.333875
C4orf19	2.93175
AOC3	0.83025
MTHFD2	-0.293666666666667
OR5M9	0.404
C4orf38	-0.7455
SS18L2	-0.12175
OAS3	2.76466666666667
LARGE	-0.26475
LRIG3	2.32066666666667
LIMA1	1.1295
STARD3	0.148916666666667
VPS39	0.012375
CTAGE6	-0.046
ODAM	-2.6655
MORF4L2	0.337375
GSTO2	1.2905
MTFMT	0.5895
PRKAB2	-0.224
ZNF76	-0.227
HSPB2	2.637
CRB2	-0.11575
KLRK1	-0.4415
LYST	-0.304125
UBE2M	0.166333333333333
SLC16A9	0.735
ZNF281	-0.17375
ST8SIA1	-0.720875
C9orf105	-0.38
ANKRD46	0.49775
FAM108A3	-0.134
C20orf91	0.807
ZYX	0.243166666666667
RSPH1	3.4235
ZSCAN5	0.3485
RIMS3	-1.18216666666667
KRT76	-0.2775
CEACAM4	2.483
SIRPB1	0.8845
CFHR4	-1.149
SOX3	-0.969166666666667
GATAD1	-1.090125
C21orf57	0.14525
TMC8	0.311333333333333
AVIL	0.609333333333333
LMOD1	2.8145
HIGD1A	-0.362
NEU3	-0.175333333333333
DES	2.35125
BZW1	-0.6754
ZNF221	-1.2245
CCDC27	0.092
GDAP1	-0.67375
RBBP4	0.587
MGC40499	-0.9945
PHKA1	-1.696
PRKAR1A	-0.551166666666667
HSD3B1	-0.17275
RAD52	-0.415166666666667
CD207	0.38
LOC389791	0.235
RSPO1	0.3358
TMEPAI	-0.206625
MFSD2	0.6625
ETV4	-2.81158333333333
SCGN	-2.063
LOC391356	-0.0815
MPP1	-1.069875
STARD3NL	-1.134
TFAP2D	-0.7905
CD2AP	1.230125
CCL20	1.46066666666667
CCDC86	-0.541
ZFP30	0.315
CTBP1	-0.08125
MAK10	0.0155
STXBP5	0.736166666666667
LOR	0.5148
MAP6D1	-0.443625
ARMC7	0.931
TMEM150	-0.8956
NSL1	-0.839
KIF5A	-1.10185714285714
ASCC2	-0.203666666666667
PSENEN	0.7005
OPTC	-0.0875
FCRL2	1.7495
KBTBD11	2.44025
PCK1	-1.883125
CENTD3	-1.17325
MEGF8	-0.285125
ALPPL2	-0.306
OBFC2B	0.443666666666667
ZFYVE20	-0.186
GALC	-0.5125
CTRB2	-0.23375
C20orf71	0.361833333333333
TBKBP1	-0.318
CAMLG	0.00562499999999999
TREML4	1.3125
RSAD1	-0.09725
TUBA3D	-0.9651
KIAA1833	0.521875
PNPLA1	0.3905
LRRC34	-1.95766666666667
CDH26	-1.6905
ZNF167	-0.550833333333333
ZBTB26	-0.5241
VWF	3.6727
VTN	-0.493333333333333
BAD	-0.07275
PDS5B	0.800333333333333
ZNF644	1.384
SH3GLB2	-0.546625
SMPDL3A	-0.9029
NRG2	-1.377875
IL15	2.7135
GABARAPL1	-1.17266666666667
LAT2	0.8403
SLCO1A2	-1.74483333333333
LIG4	0.53225
GSDMDC1	1.560625
BMP4	-2.951125
METT10D	0.601125
SYCE1	0.4205
SPANXD	-6.06425
SLC12A9	-0.483333333333333
MC1R	-2.2485
RNF168	-0.3425
TRIM69	1.27575
GALNT7	1.30366666666667
ISG20L2	-0.0155
KIAA2026	0.456
TNFAIP8L1	1.237
DPY19L2	-0.5925
C12orf63	0.795
PRDX5	-0.288625
MED6	-0.506
TXNDC5	-0.6485
CD46	0.27975
CCK	-3.43575
C17orf48	-0.564
ANUBL1	0.76375
SIT1	1.21233333333333
TYSND1	0.362666666666667
DEF6	-0.354166666666667
GLT8D4	-2.3885
UTP14A	1.627125
RPH3AL	1.9365
NXF1	-0.3645
TRERF1	-0.414
TUBB3	-1.766125
SLC24A2	-0.2525
SEC22B	-0.99975
ZNF653	0.19225
GGTL3	-2.85566666666667
CDKL2	1.27925
CTF8	0.202833333333333
EPC1	0.914833333333333
CYP4A11	-0.128166666666667
THRSP	-0.628333333333333
LELP1	-0.274166666666667
TES	1.2605
C17orf87	2.831
FERD3L	0.2765
SH3TC1	-0.641
RAB36	1.0235
CRYGB	0.23
GRIA3	-0.4992
BHLHB9	-2.08175
C1QTNF9	0.9045
GOPC	0.07975
PNPLA8	-0.0928333333333333
ZNF444	-0.89025
FMO1	2.724
POLR3C	-0.06675
SLC35F3	0.3475
SGCG	-3.52133333333333
DCDC2	-6.52133333333333
NANP	-1.06325
MGC23270	-0.03
BEX4	-2.04541666666667
HYDIN	0.3604
RPS6KB2	0.3025
ADRM1	-0.619666666666667
BAT3	-1.122
RAB31	-0.723375
SCGB2A1	1.4005
SLC6A14	-1.066125
DDX4	-0.422
PRRC1	0.468
AP3B2	-1.47916666666667
TRGV7	0.562166666666667
TMEM184B	0.40675
ADPRHL1	0.575666666666667
C21orf45	0.14175
ARNTL	1.474375
AADAT	-0.023375
CCL2	0.539333333333333
SNTB2	0.4445
RGS9BP	-0.098
KPNA1	0.3565
TMEM41B	-0.278333333333333
S100A11	0.234083333333333
DOT1L	-0.385
EFHC2	-1.09875
CLTC	-0.0218333333333333
SRP9	0.0196428571428572
ZNF521	-2.47075
FAM26F	1.79975
GPR88	-0.1646
COL13A1	-0.776
CHMP4B	0.82
SIGLEC6	0.477166666666667
NFAM1	0.906
PVRL2	0.4598
ALKBH4	-0.58625
CCDC93	0.720875
NXT1	0.02025
KCNK4	0.1075
TROAP	-0.734833333333333
KCNA10	-0.15625
CCDC114	0.414
RAN	0.179666666666667
LMTK2	0.661
LOC400657	0.7395
UFC1	0.04325
UBE1DC1	0.142
EEF1A1	-0.0427777777777778
CHAC1	-0.5135
HMGA2	-3.852
B3GALTL	-0.627
ING2	0.07725
C1orf109	0.06375
INTS3	0.422875
ZNF558	0.22825
TRPM4	0.432166666666667
LTB4R	-0.6455
ISYNA1	-0.57675
LSM7	0.48925
LRRC47	-0.03475
ZNF179	-2.44983333333333
EXDL1	-0.278833333333333
SLC4A10	-0.881625
ACSS2	-0.611666666666667
COPS7B	0.12
KIAA0040	1.60666666666667
C1orf95	1.11
AP1GBP1	0.3875
OR9A2	0.0335
FAM71C	0.4112
RIN1	0.303333333333333
ITGA4	-0.814875
DNAJC6	-0.241833333333333
CLOCK	-0.126833333333333
SLC35A4	0.281833333333333
DSG4	0.9135
LOC26010	0.000750000000000001
NSUN2	0.12475
TMEM86B	-0.2746
C14orf135	-0.22575
KIFC3	-2.08633333333333
PHF5A	1.1705
NCAPH	-0.06625
STK11IP	-0.27625
FLJ42953	1.028
CCDC19	-1.03416666666667
ZNF329	-0.376875
TAX1BP1	-0.738333333333333
ZDHHC18	0.2925
C10orf88	0.56375
TMBIM4	0.1461
NMUR1	2.3435
KIR2DS4	1.81325
C9orf90	-0.41475
MGC87631	-0.42
KDR	2.6992
ST3GAL2	-0.8385
RLN2	-2.42066666666667
HPD	-4.2935
MOXD1	-3.14616666666667
PDGFRL	-1.97716666666667
SMYD4	-0.206714285714286
FAM103A1	-0.353333333333333
MFAP4	-2.14683333333333
LOC285141	-0.462
TMEM45B	2.364625
SMCR7L	-0.633428571428571
GZMH	4.7605
CBLN1	-3.04983333333333
CNNM1	-0.80775
PHF17	-0.486333333333333
NUP98	0.216666666666667
RMI1	0.49625
PTPRS	-0.497625
ANKRD57	0.776125
CLDN15	-0.693
OR51A2	-0.302
GUCA2B	0.53
DOCK9	1.52175
ITGB1BP1	-0.511833333333333
DLG2	-0.8825
BRAP	-0.45075
SESN3	-0.92
ZC3H7B	1.69425
FAM101A	4.30733333333333
FKSG24	-0.171
ZYG11B	-0.22875
RFC2	-0.334
SH2D3A	1.63083333333333
DVL3	-0.42075
ADFP	-1.97816666666667
KRIT1	-0.373375
SERTAD3	0.576333333333333
LEFTY2	-3.8685
KRT27	-0.1835
SCFD2	-0.144
MN1	-1.51425
RORA	0.8655
PTPRD	-1.01
PIAS2	-0.3495
CYP4X1	5.736
FBXL15	0.582
MYH15	0.314
CRX	0.560333333333333
TBC1D13	-0.49475
SLC22A17	-1.19816666666667
PLK2	-2.37283333333333
ARHGAP9	3.111
EIF1B	-0.20925
C20orf185	-0.28325
DEFA7P	-0.107
PRIM1	-0.889166666666667
CRYAA	-2.3515
BACE1	-1.4895
AGTRL1	0.814166666666667
ACAD9	0.120375
GRASP	-0.05675
RBP4	-4.08466666666667
TFB2M	-0.448
METTL9	-0.4114
ATP5O	-0.0365
SP100	1.4657
CPSF1	-0.282666666666667
S100A4	-1.04525
LIME1	-1.064
GPR137C	-1.9935
OR2A2	0.3735
C2orf29	0.28675
NUP188	-0.5345
SDPR	-1.077
RAI1	-0.11925
RPS20	0.3513
LAMB1	-1.43075
ADM2	0.304833333333333
ZNF229	-2.49825
DKFZp434K1815	-0.811
EPN3	0.926
CLIC3	-0.803
MEIG1	0.05475
HMGB4	0.02975
STARD10	-0.428875
KLF8	0.24275
EPB41L2	2.06216666666667
JMJD6	0.4175
CTSL1	-0.00483333333333334
GPR27	1.1025
ELAVL4	1.259625
MMP21	0.09
PPM1B	0.55925
SUV39H1	-0.199
AAMP	0.5595
TUSC4	-0.215333333333333
MBD6	-0.29575
KLK13	-1.46175
FMNL3	0.8625
TRIM13	0.157583333333333
C15orf5	-0.9845
IQCF1	0.28175
CACNG8	1.1845
SLC35D3	0.332166666666667
ZDHHC9	1.1265
ODF3L1	-0.24075
C9orf86	0.3141
TSEN2	-0.7505
C17orf64	0.1025
SEPX1	1.4058
TSPO	1.32033333333333
SYMPK	-0.2135
ADORA1	-0.16675
TSPAN10	0.366625
SEMA6C	-1.26183333333333
RTTN	-0.2657
IL2	0.352166666666667
ARRDC3	-1.02983333333333
TBPL1	-0.3045
STX12	0.61925
MRPL39	-0.03925
OR8H3	-0.048
IFIT5	2.36516666666667
CASC5	1.146875
FAM46A	-1.24033333333333
HPCAL1	-0.306125
CYLC1	-0.199
VGLL2	0.2065
C20orf191	0.9615
CDH1	0.915583333333333
ITPA	-0.1035
CCDC101	-0.7985
D15Wsu75e	1.0245
EDA	0.532
CREG1	-0.0395
OR7G2	0.1285
SAP18	0.676
IFIT1	0.10475
CALML3	-1.721
FLJ37440	-0.646
FNDC5	-2.267
SERPINB6	1.33371428571429
JUNB	1.312
SYS1	0.38275
SCN2A	0.283
ZKSCAN5	-0.5397
WNT7A	-0.0231666666666667
TSHZ3	0.4875
RNF148	2.2245
H6PD	1.13725
CAD	-0.606833333333333
ZNF449	-0.30725
DOCK10	1.364
FAIM2	0.469333333333333
HEXDC	0.30425
PRB1	0.51325
C14orf148	0.418
ETHE1	2.76625
IRF5	0.5014
GNMT	-0.859666666666667
MGC16291	-1.983125
RPAIN	-0.716785714285714
CAGE1	0.6605
CNTNAP3	-3.67075
ACTR1B	-0.4485
EEF1E1	-0.523
MSX1	0.082875
ESF1	-0.3101
HSPC171	0.3375
MRPL2	0.329833333333333
RDH12	-0.788666666666667
CELP	-0.2935
METRNL	-0.0295
C10orf116	0.812166666666667
C19orf48	-0.88975
ZNF346	-0.50325
NCR1	3.2175
C10orf64	1.7025
CD52	2.8035
VPS18	-0.01475
AP4S1	-0.828833333333333
NPBWR1	0.5155
TPK1	3.1205
UBA52	0.124111111111111
RIPK1	1.0085
CPNE3	-0.4072
HSPC159	-0.114
C8orf38	0.15125
LRRC4B	-0.938
PARP10	0.9509
ANKRD50	-0.445375
CXCL9	7.3955
FGF18	1.24109090909091
EIF2A	0.00449999999999999
SLC20A2	0.3445
KIAA1549	-0.32925
SPINT1	1.901
ZNF584	0.025
CRBN	-0.0793333333333333
ABCF3	0.125
NCBP1	0.291
PLA2G4F	-0.477333333333333
PCDH10	-1.07114285714286
TTC21A	-0.8895
C20orf144	0.398
FGFR1OP2	-0.107666666666667
SLC9A1	0.0455
CHRND	0.2195
FOXF1	0.10625
KIAA1467	-1.5325
TPO	1.01116666666667
LTF	0.547461538461538
DNAJB9	-0.73875
MRPS27	0.2515
bA16L21.2.1	-0.08725
WBP2	-0.3175
MRGPRX3	-2.58333333333333
PRPF18	0.34675
C10orf58	-2.80075
SMOC1	-3.6222
ADAT3	0.417333333333333
TMEM138	-0.511
TMEM131	0.495
TIMM8B	0.0595
MYH7	1.4805
ST6GAL2	-1.20514285714286
KIF1C	0.92575
SUHW2	-1.1515
PAPSS1	0.24675
CABP2	-0.045
HOXA4	-3.0545
ELF2	-0.198
SEMA3D	2.5556
MC5R	-0.104
OGFR	0.111
FLJ30092	-0.129
TGFA	1.1504
MMP17	-0.51675
KIF15	-1.1
CHIA	-0.0215
CATSPER3	0.7345
CEACAM7	4.06891666666667
PADI2	0.990875
HOXA9	0.551833333333333
LNX2	1.12583333333333
TMEM144	2.2605
HIF1AN	0.51175
METTL7A	-1.291
C6orf165	-0.546333333333333
KIAA1468	0.8595
DSG3	-0.363
ZNF180	0.108666666666667
EIF4E3	2.195
SLC46A1	0.6195
DKK1	-7.17116666666667
ZNF205	0.375166666666667
LOC162073	0.840166666666667
COX7A1	4.71275
MAGEA1	-5.47933333333333
NEDD8	-0.203916666666667
KLHDC5	-0.0454444444444444
C3orf19	0.690333333333333
MRPS2	0.299
POLR3H	0.304785714285714
ABHD11	1.3544
TMEM17	-0.32675
PAIP2B	0.6139
MAT1A	-5.11425
LGI3	-0.441
THUMPD2	0.191
TKTL2	0.5655
XAGE3	-2.347
CALM3	0.81125
C6orf136	0.779
KCNC4	0.724
RGS9	0.7255
ACIN1	0.207833333333333
SPATS1	1.0455
XKR8	0.17975
FAM84A	5.66475
MS4A7	4.54481818181818
AGXT2L2	0.01275
OR1F1	0.0525
SMAP1L	0.430416666666667
IPO11	0.426125
ZC3H11A	-0.5501875
C1orf151	0.645
RNASEH2A	-0.41225
CCR10	-1.704
TXNDC11	0.167583333333333
TMEM112	-0.318
MAP1B	-2.66242857142857
NVL	-0.66825
PKM2	-1.05705
ARC	-1.108
NUP54	0.2535
PPFIBP2	0.797
STAT2	0.870625
PTAFR	2.85816666666667
ROBO2	-0.699625
RNF40	-0.44
CCDC135	-1.05833333333333
IFT81	-0.1291
MORF4	-0.59625
TM7SF3	-0.12475
OR10H3	0.232
ABP1	1.4255
CHRD	-0.81725
PLEKHA8	0.229
NCALD	2.19
OR5AK2	1.19825
ACCN1	0.00833333333333333
SLITRK1	-1.735
ARMET	0.51075
C9orf52	2.558
REEP4	0.187
MTSS1	-1.387625
ADH1B	2.65633333333333
DLD	0.2285
CDK5	-0.48425
PPFIA1	-0.028125
WFDC3	-0.00175
DNAJB12	0.399642857142857
RANGRF	0.085
MLANA	-5.19225
AMY2B	-0.11825
KIAA0319	-0.93875
RPS7	-0.833
JAK3	0.9609
ARFGEF1	0.7435
CXCL5	2.59466666666667
TRAPPC4	0.4925
CETN2	-0.2765
HSPC111	0.0185
RHOBTB3	-3.0552
PHLPP	0.5625
RGS10	0.64325
TMEM58	-1.24075
CHERP	-0.57425
HSP90AB3P	0.235166666666667
FSTL3	0.0635
PEX11A	-0.33775
OR5V1	0.334
FCN3	2.44325
PTPN3	0.58275
NPTX1	-5.4245
C21orf84	-1.67425
C11orf51	0.225125
ZBED2	4.242
FLJ90757	0.0925
NPY2R	1.073
PLD3	-0.7425
SYT17	-0.821166666666667
SGSM2	-1.6905
OR1A2	-0.23
FOXP1	1.069875
SLC5A1	2.38175
POFUT1	-0.5698
EPHB6	-2.48916666666667
MYO1G	-1.05775
STAC	-1.8872
KLHL17	0.128333333333333
RGMA	-0.5483
TJP2	0.9382
FAM114A1	0.281166666666667
SERINC1	0.4125
SLC9A8	0.614375
PEX19	-0.453875
EDN2	-2.23
PSMD7	-0.245444444444444
C3orf41	-4.7465
UQCR	0.345375
PPP1R3C	-3.776
LRP4	-1.35533333333333
TM2D1	-0.522
TTC17	0.316625
C4BPB	0.572125
CCL25	3.72175
ZNF253	-0.181166666666667
CHRNA9	-4.5075
SOX11	-3.35925
HIVEP3	0.4895
CGN	0.740916666666667
C3orf35	0.0455
PKD2L1	3.316
SYVN1	-0.040625
PDE8B	-0.525571428571429
LOC439951	0.39925
LTC4S	0.4945
MIF4GD	-0.163666666666667
SMARCA2	0.920125
TUBGCP6	-0.239333333333333
CABLES1	-0.963375
C16orf77	0.869333333333334
ZNF791	0.62675
FUT5	3.195
ADH6	0.9085
P4HB	0.343
CLDND2	-0.94025
ALKBH8	0.571
PLAC4	-0.97675
F11R	0.692571428571429
MGC35295	-0.181666666666667
PDZD4	-0.8355
LOC389073	-0.6205
FAM80B	-2.54866666666667
PSMB1	0.014125
TXN	0.303
VIPR1	1.3774
WBSCR18	0.0739
EXOSC6	-0.239
ACTA2	2.67116666666667
SP5	-1.37891666666667
ANKRD1	-3.85825
DDR1	0.5652
ATP6V1D	-0.25275
PTGS1	-1.777
RNF157	0.679
DCC	0.11425
SPAG7	-0.175
FBXO18	0.34125
UBE3C	0.2468
HOXC6	-0.831
LRP2BP	-0.652166666666667
MYST2	0.03175
PDSS2	1.36325
ATE1	0.09825
ARAF	-0.26575
KLF10	0.70725
PLA2G2E	-0.27875
ASCL1	-1.64683333333333
TSNAXIP1	-0.75225
FAM131B	0.204
IFNA10	-0.8315
NUP43	-0.308
FAM44B	-0.59425
L1TD1	-6.02033333333333
NMD3	-0.89325
C18orf54	-0.5408
PHOSPHO1	0.0375
RAG2	-1.599
EMILIN3	-0.141
METTL3	-0.493
VPS13C	0.192625
REXO2	-0.6305
ANXA4	1.37925
CA1	-1.70475
DCP1B	-0.17825
TULP3	-1.06016666666667
ATP2A2	0.0322142857142857
ATIC	-0.39075
ADAM15	0.446
NPL	1.52016666666667
LGR4	1.473125
UEVLD	0.859333333333333
GAB1	1.30675
SNAI2	-1.81166666666667
ZGPAT	-0.4128
SNF1LK	-0.229
DLEU1	-0.456
UBE2Q1	0.029375
ZMYM6	0.2320625
JPH3	-2.20466666666667
FAM38A	-0.428666666666667
PXK	0.235666666666667
DENND2D	2.45475
BAX	0.1715
CP	-3.87690909090909
RPL37	-0.7733
G6PC3	-0.350625
NCOA4	0.204833333333333
LRRC14	0.00862499999999998
GORASP1	0.05325
FCHO2	1.33175
CYP24A1	-4.6565
FXYD3	-0.04025
SMARCAL1	0.3995
ABCB8	0.231833333333333
CCDC44	0.0035
PRDM7	-4.05225
USH1C	2.831
DNAH5	-0.4705
SRF	0.407833333333333
MAL2	2.52633333333333
PGPEP1	0.128583333333333
SIN3B	-0.1315
SEMA3C	-0.641333333333333
GRAMD3	0.96075
FBXO10	0.333125
OR5D13	1.154
FLJ31818	-0.572625
CACNA1I	0.153375
S100A13	-0.079
TP63	-0.0557142857142857
ANXA11	1.5188
WDR66	-1.4705
CSF2RB	1.193
IFI44	1.27775
DACT1	0.111
ANKRD23	-1.279625
ATP5G1	-0.0235
C21orf70	-0.3895
PPWD1	-1.50925
DNAJC13	0.162
PAH	-5.746
PTCH2	0.14325
TRMU	-0.1025
CCDC9	0.174
USP3	0.2197
DCLRE1C	0.0657
FAM55C	0.0995
FRMD4B	0.93025
CYP2R1	-0.074
RFPL1	-0.912555555555555
XPO5	-0.644
ARL6IP2	0.191
OSBPL5	1.1885
MMP9	4.18490909090909
KIAA0802	0.250125
DHRS2	-4.321
SGEF	0.734125
TXNDC10	-0.1435
EXOC6	0.55525
RPS27	0.168833333333333
PNCK	-1.76933333333333
FSTL1	-1.58225
AACS	-0.01575
SLMAP	1.4
SAMD4A	0.6768
ABRA	0.61425
SMARCD3	0.5175
PKNOX2	-3.12316666666667
A4GNT	0.511
C9orf39	1.11433333333333
RALYL	0.3555
MGC33556	-2.99
C10orf25	-2.104
BBOX1	0.20775
NHEDC1	-1.3545
XDH	1.92
GCSH	-0.1535
EDN1	1.27883333333333
MTERF	-0.35775
CLK4	0.411625
ZNF799	0.635166666666667
KCNG1	-1.885625
CXCR4	-1.22816666666667
PTPRR	3.08575
IRAK1	0.00150000000000004
LOC401397	-0.985
TMSB10	1.64335714285714
CXCL3	2.6111
TMC4	1.11525
OR7A10	0.466
STYK1	2.3975
CHRNA10	0.35525
CCNI	0.0555
EP300	0.499785714285714
LOC165186	1.60233333333333
HIC2	-1.228
SDR-O	-0.0885
OR2W1	-0.2895
KCNA6	-0.2925
TRIM74	-0.94275
REEP6	-1.5995
ATP5G2	-0.35225
ERG	0.568125
TMEM42	-0.7215
PARN	0.0766666666666666
SOD2	2.4536875
DIRAS1	0.0548333333333334
PNPT1	-0.28925
JOSD3	-0.7915
hCG_40738	0.1235
PDE1C	-2.53375
SEMA4D	1.64325
AGPAT1	-0.119166666666667
NOSTRIN	0.36625
MAP3K3	-0.7125
MAX	1.10414285714286
CAPS	-1.08666666666667
SERPINA12	-0.066
OSBPL8	0.058
RICS	2.2198
NR4A2	0.764333333333333
PPCS	0.882
LONP1	-0.229
SCYL3	0.436
HERC2P2	-0.293
FIBCD1	-0.93
C15orf41	-0.22475
DMC1	-0.850333333333333
C20orf27	-0.15625
RPS6KA5	1.6227
FAHD1	0.37
SLC12A4	-0.493
BRCA1	-0.141416666666667
GBL	-0.5245
SLK	1.40633333333333
NUDT9P1	-0.193
NOXO1	4.0775
USP52	-0.65
BAZ1B	0.38575
SLCO2B1	3.14675
BBS12	0.132333333333333
LRGUK	-0.6415
TERF2IP	-0.65925
COL1A1	3.4415
KIAA0090	-0.39225
GRK5	0.548666666666667
AP1S2	-1.9418
TMEM52	1.07
CA11	-1.049625
OR4A15	0.15
ACBD3	0.6894
SPAG11B	0.281571428571429
PRDM2	0.3648
FOXP3	0.95225
SMYD3	-1.323
LOC389199	0.7055
LGI2	0.458
NAPE-PLD	0.5081
ANKRD6	1.1855
WDR45	-0.382
SHROOM1	0.0465
PSCD3	0.319
PYY	0.2505
KCNC1	-1.9795
ARHGEF9	0.0663
OR8J1	0.475
GPR55	0.820833333333333
NS3BP	-0.794
C10orf22	0.566833333333333
NAT8L	-1.272
DUSP4	-1.149
FOXM1	-0.292333333333333
GRAMD2	1.4903
ZBTB48	-0.470666666666667
BUD31	-0.7955
PABPC5	-0.4755
CCDC41	0.28625
FBXO11	0.444666666666667
C6orf148	-2.347
RFXAP	-0.03575
C6orf15	-0.0316666666666667
CDK8	0.12
C6orf70	-0.037875
TESSP2	0.316
ALG2	0.43075
PPP1R3D	0.21275
TPM3	0.9235
SYT13	3.457
EPB42	-1.179
CETN3	-0.753
PRY	0.3105
NTHL1	-0.0781666666666667
POLR2B	0.0035
RPS28	0.50375
P2RX3	0.8465
LYZL4	-0.32825
WBP4	-0.3078
PMM1	-1.07275
C11orf79	-0.1365
CBLL1	0.14975
IL1F10	-0.0741666666666667
VAX2	-1.8385
SETDB1	-0.405333333333333
LRAP	2.50066666666667
GCLM	0.242833333333333
CPEB3	2.04525
PPM1A	0.838125
INTS1	-0.665
CAMTA1	0.128916666666667
SAMSN1	-0.68525
LOC158830	-0.193
GMPPA	0.157875
AIPL1	1.04875
IL24	2.30508333333333
BDKRB1	-0.116
MLF1	0.5309
TAF12	-0.523
ID1	-1.799
THADA	-0.118625
PIK3CB	0.88175
OR4N5	0.572
TBC1D17	-0.2114
COX8A	0.39625
CDCA4	0.3565
C2orf44	-0.315
ZNF534	-0.14725
IMMP1L	0.16025
NIPSNAP3B	-0.1245
FTMT	0.34175
PWP2	-0.201666666666667
MMP15	1.0365
DNAH11	-1.23275
MTMR14	0.068
DNAL4	-1.239
IPP	0.2045
TMEM59	0.0105
C1orf157	0.153
RGS4	-2.10616666666667
DDX18	0.422833333333333
SNX6	0.00950000000000001
ZNHIT2	0.127666666666667
NCDN	-1.165
FLJ33534	-0.814
RAG1	-0.448625
OR4D10	0.2525
PTPN5	0.1185
POMT1	0.21625
LRRC8A	0.0587
CYP1A1	-2.6965
CAPN1	0.247333333333333
DDHD2	0.4195
GRIK2	-0.53725
GNRHR	0.0305
PPBP	0.51525
HTR3A	-0.9625
SLITRK4	-3.0735
ANKRD49	-0.00725
BTF3	-0.3259
SARS	-0.05325
C13orf18	0.470166666666667
CACNB1	0.0527142857142857
QKI	-0.989285714285714
SETMAR	-1.1865
MAN2B1	0.430166666666667
EML3	-0.44375
ACADL	-1.2304
OFD1	0.28925
DEFB114	0.6395
CGA	-4.0308
PEX16	-0.3005
LRRC10	0.14
GNG12	-0.0455
C1orf152	0.870333333333333
CHRM1	0.536
CD53	1.324125
DBH	-1.3365
TFAP2B	-3.79975
HIST1H2BJ	-1.4615
FAM46D	-0.308
TMEM11	0.0625
C3orf32	-4.72275
PCCB	0.045125
IPO13	0.12375
C6orf105	0.17225
COMMD5	-0.13325
SUV420H1	-0.2651
LTBR	1.02175
ARHGAP15	0.109625
HDHD2	-0.0705
TDRKH	-1.091
LOC401052	-1.4035
PSG4	-1.864
GNB4	-0.9545
SPATA4	-1.05475
SLC9A3	0.6875
OSBP	0.73
NBPF3	-0.0403333333333333
DOCK11	0.4955
SLC39A5	-0.228333333333333
PRR5	0.7626
C10orf63	0.615
SMTNL2	-1.44575
ADRA1A	-0.343333333333333
ASAH1	0.8248
DOM3Z	0.0323
GIPR	0.623333333333333
AHI1	0.5935
NADSYN1	-0.0955
RGS14	0.753
IL18BP	2.3503
RTN4RL1	-1.16308333333333
ARMC6	-0.64775
PSMD5	0.278166666666667
HK3	3.0812
OR4S1	0.019
RSU1	0.5232
MAD2L1	-0.0945555555555556
EIF4A3	-0.06775
DLEC1	-0.632
E4F1	-0.8485
CHMP2B	0.1099
CAMSAP1	-0.979
RPS21	-0.341833333333333
ARID5A	0.06925
UBE2N	0.2551
IGSF8	0.146333333333333
MAGEB6	-1.191
ACAD11	-0.9459
MGC4172	-0.17525
LMO4	2.541
KLKB1	2.103
HP	-1.103
HDAC3	-0.256
SCHIP1	-1.28975
CLCA1	-0.0245
OLFML2A	-0.331375
C1orf112	-0.658
KIF19	1.56333333333333
HAPLN4	-0.2877
CXCR7	-2.01583333333333
GOT2	0.3829
RAB38	-3.05425
DCX	-1.568
PPM1H	-1.55116666666667
NFYC	0.178166666666667
KIN	-0.32225
ZNF228	-2.49175
PLSCR4	1.59816666666667
HIG2	-1.534
FAM79B	0.849
C21orf86	-0.19
KCNK10	0.89775
ZNF738	-1.18775
FSTL5	-1.16066666666667
OR6A2	-0.7385
OTOA	0.221166666666667
EXOC1	-0.086875
AHRR	-3.15925
PDAP1	0.0379166666666667
C19orf6	-0.172125
ZAN	0.11425
LY6G6E	0.919
EIF4E2	-0.62225
C20orf198	-0.799
ZNF324	-0.223
CYP3A5	2.341
ENTPD7	2.0095
MBOAT5	0.0861666666666667
GJB5	-2.42275
TTC13	0.57425
S100Z	-1.35416666666667
KIAA0664	0.4845
PDGFRB	1.297
IL17D	-1.7775
OR56B4	0.797
RDX	-2.369
SLC34A3	0.4875
IL28B	0.0595
JUND	-0.3875
CHRNB1	-1.37775
CAMK2B	-1.19775
FETUB	-2.31475
CXorf23	0.542625
MRTO4	0.407125
TTC3	0.6694
NDUFB8	0.2365
EDG2	-1.992
SEMA3G	-0.314
IL23A	-1.115
GRHL1	0.0371
LOC441054	-1.2965
WDR65	-0.081375
PSTK	-1.05575
STOML3	0.125333333333333
R3HDM2	0.0287
C5	-3.65875
SLC2A10	-0.921833333333333
C3orf22	0.55475
PAQR3	-0.109461538461538
ANKRD26	-1.05633333333333
HCRTR1	0.5465
LOC399947	-0.42225
PSD2	-0.68675
TIGD2	0.408666666666667
SCRN1	-1.89425
COQ10A	-0.52525
DDI2	-0.113
METTL7B	0.522166666666667
UCN2	-0.10925
FAM92A3	0.28425
WDR16	-0.23675
ZNF511	1.08666666666667
ZMYM5	-0.399875
POLR3G	-0.37125
ZNF586	-0.08325
C1orf49	-0.015
