Hybridization REF	TCGA-AO-A03U-01B-21R-A10J-07
RAB3C	-0.2075
PAX4	1.052375
KDELC2	-0.57575
BIK	0.706666666666667
KIAA1553	-1.498
CEP135	-1.041
NANOG	-4.46616666666667
TRIM22	3.7305
CDH13	-1.79933333333333
B4GALNT4	-0.14075
MDGA2	-0.83
SAMD3	3.3865
OR1E1	0.2015
TAS2R10	-1.1785
FASN	0.98325
GPR116	2.6352
ZNF219	0.0556666666666667
CD33	0.081375
RAB3GAP1	0.3795
H1FOO	0.5035
NXPH3	0.48475
CROCC	-0.295666666666667
GPX7	0.2435
BASP1	-2.1964
STAM	-0.03525
TBK1	0.07675
STX2	-0.992666666666667
RPL29	-0.6115
NR1H3	-0.068
MPPE1	0.276875
PHACTR3	-0.01725
SLC44A2	2.58225
C10orf109	0.122
CLCN6	-0.32075
C16orf59	-3.188
SQSTM1	1.25766666666667
AADAC	-0.312
LRRC8C	0.528875
BIN3	-0.297
HPS6	0.85125
MAN2A2	0.2741
GABPB2	-1.549375
KCND1	-0.68575
PTPN11	0.161142857142857
ZNF274	-0.5245
ATF3	0.521
C7orf26	-0.2
C1QL3	0.478
WDR54	-2.27966666666667
FLJ40869	-1.4955
ZNF397	-0.031
MLL	0.0781
TTLL6	-0.287375
ANKRD15	0.598833333333333
KIAA1958	-1.614
C1orf218	1.365875
ZDHHC16	0.281
DDX47	-0.66975
EVI5L	0.3525
GDF6	-5.545
TAPBPL	1.53683333333333
BTG1	1.0951
DPP4	4.109375
KLHL23	-2.705
APOC3	-4.94525
BTBD12	-0.834166666666667
CNOT4	0.2136875
HIST1H3I	0.0311666666666667
OR5H1	0.41025
APEH	-0.321
TRY1	0.431333333333333
SLC26A8	-0.127333333333333
KCNA2	0.1515
TMEM159	1.699375
C6orf81	-0.783833333333333
PCYT1A	0.427
C6orf157	0.09275
BRMS1	0.22775
CHST1	0.9555
LGALS1	0.14675
TAF1B	0.1985
FLJ40504	-1.0125
GPR173	0.429
COL15A1	0.90475
CASP10	0.599357142857143
PCMT1	-0.531
HDAC5	0.5652
LOC641367	0.1575
EVC2	0.18
SGPL1	0.935333333333333
GON4L	-0.464
AFG3L2	-1.00983333333333
C5orf15	0.554166666666667
UBXD1	1.2569
LILRB4	2.89833333333333
GSTA4	0.0521666666666667
ADIG	-0.024
GRIPAP1	-0.160125
HIST1H3B	-1.01383333333333
BTRC	0.319
USP49	-1.8115
IQCH	-0.26475
ACBD6	-0.54875
YEATS2	-0.51525
CABP5	-0.05925
TRIM3	-0.43875
HNRPM	-0.06975
FGG	-4.5915
C18orf16	-0.033
CLEC2B	1.82
PQBP1	-0.2335
JTB	0.226666666666667
REST	0.482666666666667
SLC8A3	-0.642333333333333
TMEM16H	2.04825
MRPL47	-0.3655
EVI1	0.9824
MUC1	2.25425
TEAD3	1.160625
STOML1	0.31825
USP24	-0.2154
PNMA5	-0.7405
MAEL	0.923166666666667
LBP	0.0941
HSD17B4	0.464125
SEC31B	-1.128
IDH2	0.1984
SFRS16	-0.574875
AICDA	-0.2015
RNF180	-0.462
C1orf56	-0.0441666666666667
FLJ10324	-0.535
GPR148	0.5585
MEF2A	0.953416666666667
ASF1B	-2.26766666666667
HTN3	-0.41525
RNF215	0.815
SLC4A3	1.441
ADAMTS9	-0.487
C9orf66	0.647166666666667
FOXD3	1.028
GSDM1	0.3295
IFITM5	1.4895
PODXL2	-1.06166666666667
C1orf176	-0.056
RPS3	-0.204
hCG_2004593	0.0885
COL21A1	0.17475
NTNG2	0.1265
RAI14	-0.00816666666666667
P76	0.81225
LRFN3	0.884875
FAM14B	-0.46425
FKBP14	-0.2575
TNNI3	-2.23233333333333
HOXB3	-0.78925
SGCB	0.039
PPAPDC3	0.14075
FRAT1	0.626
MORN1	0.293833333333333
ARHGEF2	0.06025
BNIP2	0.27575
DHX30	-0.3175
EEFSEC	-0.59675
FGF20	0.9475
FLJ38973	0.0842857142857143
PLCH2	-0.308666666666667
CCNG2	1.469625
PSPN	0.3265
WDR88	0.379
HOXB13	-3.3985
MTMR8	-0.204
SPAM1	0.0745
PPP2R1B	0.06925
TANC1	1.228875
CNN3	1.544
CHGA	-0.530375
C9orf128	0.803
CACNA1B	0.709833333333333
MMAB	-1.3456
RHOA	0.5315
RAPGEFL1	-1.801
SLC1A5	-0.406166666666667
CALCA	0.5455
SYCP1	0.4505
CXCL11	1.842
GFI1B	-1.14383333333333
PSCD1	0.559333333333333
C11orf58	0.817
MGC45438	-0.145
NUDT18	1.291
ASB3	-0.353166666666667
ZP1	-3.6905
LPPR2	0.3604
ZNF527	0.764166666666667
ZNF771	-0.153
TTBK2	-0.055125
TRIM55	-0.1335
GJB3	1.4235
PRSS35	-0.20025
SCRG1	0.306
ZDHHC24	0.32925
DUSP26	-0.135
C1orf51	-0.67
DNAJC3	1.48433333333333
LITAF	1.368375
ZNF410	-0.1145
AFP	-5.51516666666667
ZW10	-1.15975
PHOX2B	0.7105
VILL	0.7685
ELOVL7	-1.199875
LOC644186	1.4895
PPP3CC	0.23675
CHST13	-1.89975
WDR40B	0.299833333333333
MEA1	-0.2585
HILS1	-1.797
DLX6	-2.11883333333333
NKG7	3.44983333333333
EMP1	1.85375
ACTR6	0.4425
CHCHD7	0.558214285714286
COG2	0.077
TCEA2	0.5549
TARS	-1.33875
FLJ20294	0.2735
ZNF92	-0.782625
TRAPPC2L	-0.5256
ARHGAP28	0.150625
CCDC109B	-0.00825
LGTN	-0.0955
INGX	0.0176666666666667
LOC124446	1.147
RPS2	-1.3435
C17orf75	-1.70566666666667
NBPF1	-1.2045
SLC2A8	0.25725
SNRPE	-1.91675
CARD6	2.84675
IL13RA2	-0.426
CUEDC2	-0.490875
C4orf19	3.7035
AOC3	1.2035
MTHFD2	-1.934
OR5M9	0.117
C4orf38	0.471666666666667
SS18L2	-0.4405
OAS3	0.768833333333333
LARGE	-0.4545
LRIG3	1.65416666666667
LIMA1	1.06975
STARD3	-0.633166666666667
VPS39	0.398875
CTAGE6	0.8755
ODAM	3.52025
MORF4L2	-0.14925
GSTO2	0.69725
MTFMT	-0.16675
PRKAB2	-1.59978571428571
ZNF76	0.173833333333333
HSPB2	2.8855
CRB2	0.02
KLRK1	-1.6335
LYST	-0.267
UBE2M	-0.879166666666667
SLC16A9	-3.16025
ZNF281	-0.895
ST8SIA1	2.07025
C9orf105	-1.321
ANKRD46	0.00149999999999999
FAM108A3	0.558
C20orf91	0.32
ZYX	0.656166666666667
RSPH1	1.8575
ZSCAN5	0.01675
RIMS3	-1.31166666666667
KRT76	0.1925
CEACAM4	1.63666666666667
SIRPB1	0.945375
CFHR4	-0.5405
SOX3	-0.676333333333333
GATAD1	-0.596375
C21orf57	-0.50225
TMC8	-0.105333333333333
AVIL	1.079
LMOD1	3.181
HIGD1A	0.784625
NEU3	-0.0705
DES	0.318625
BZW1	-0.8953
ZNF221	0.2635
CCDC27	-0.4365
GDAP1	-0.82375
RBBP4	-0.000999999999999999
MGC40499	0.22825
PHKA1	-0.48975
PRKAR1A	0.127888888888889
HSD3B1	0.434
RAD52	-0.8035
CD207	3.234
LOC389791	0.067
RSPO1	1.2915
TMEPAI	3.432875
MFSD2	3.437375
ETV4	-0.8095
SCGN	-1.4465
LOC391356	0.786
MPP1	-0.28525
STARD3NL	-0.0335
TFAP2D	0.0995
CD2AP	0.5335
CCL20	-4.65616666666667
CCDC86	-1.2845
ZFP30	-0.376
CTBP1	0.13425
MAK10	-0.1215
STXBP5	-0.103666666666667
LOR	0.037
MAP6D1	-0.439125
ARMC7	0.746
TMEM150	0.9893
NSL1	-0.04125
KIF5A	-0.588375
ASCC2	0.748833333333333
PSENEN	-0.0328333333333333
OPTC	0.3245
FCRL2	-0.177833333333333
KBTBD11	-1.2455
PCK1	-2.574375
CENTD3	-0.68
MEGF8	0.114
ALPPL2	0.1875
OBFC2B	-0.792166666666667
ZFYVE20	-0.27325
GALC	1.9865
CTRB2	0.40825
C20orf71	0.0758333333333333
TBKBP1	0.665166666666667
CAMLG	0.603
TREML4	-0.055
RSAD1	-0.659
TUBA3D	-0.5826
KIAA1833	0.632375
PNPLA1	-0.1865
LRRC34	-1.70416666666667
CDH26	-0.442666666666667
ZNF167	0.920333333333333
ZBTB26	-0.8731
VWF	3.5541
VTN	-1.17883333333333
BAD	0.82975
PDS5B	0.29325
ZNF644	0.195
SH3GLB2	-0.327
SMPDL3A	1.3484
NRG2	1.1585
IL15	3.36716666666667
GABARAPL1	1.4
LAT2	2.1873
SLCO1A2	-2.00533333333333
LIG4	0.204916666666667
GSDMDC1	1.010625
BMP4	-1.665125
METT10D	-0.222714285714286
SYCE1	0.68225
SPANXD	-6.515
SLC12A9	0.757
MC1R	-1.5905
RNF168	-0.73525
TRIM69	0.55775
GALNT7	0.374333333333333
ISG20L2	-0.63725
KIAA2026	0.354
TNFAIP8L1	-0.7015
DPY19L2	-0.75525
C12orf63	-0.037
PRDX5	-0.353375
MED6	-1.106625
TXNDC5	-0.06975
CD46	2.32825
CCK	1.76175
C17orf48	-0.0735
ANUBL1	1.18175
SIT1	-1.13666666666667
TYSND1	0.251166666666667
DEF6	0.279333333333333
GLT8D4	0.4005
UTP14A	-0.03375
RPH3AL	2.197
NXF1	0.165166666666667
TRERF1	-0.679166666666667
TUBB3	-1.1356875
SLC24A2	0.565
SEC22B	0.77825
ZNF653	0.3135
GGTL3	-1.53458333333333
CDKL2	0.29675
CTF8	-0.157666666666667
EPC1	0.2795
CYP4A11	-0.359
THRSP	1.94933333333333
LELP1	-0.269333333333333
TES	1.40775
C17orf87	2.9605
FERD3L	0.1495
SH3TC1	1.0245
RAB36	2.189
CRYGB	-0.1095
GRIA3	1.1555
BHLHB9	0.68425
C1QTNF9	0.621
GOPC	0.5885
PNPLA8	0.529666666666667
ZNF444	0.1445
FMO1	4.11875
POLR3C	-0.1975
SLC35F3	2.2765
SGCG	-2.37533333333333
DCDC2	-4.77033333333333
NANP	-0.46175
MGC23270	-0.7415
BEX4	0.11875
HYDIN	0.4006
RPS6KB2	-1.13875
ADRM1	-0.58175
BAT3	-0.5915
RAB31	0.9978125
SCGB2A1	6.3685
SLC6A14	3.021875
DDX4	-0.30125
PRRC1	0.360166666666667
AP3B2	-0.185833333333333
TRGV7	0.194
TMEM184B	0.851
ADPRHL1	1.44566666666667
C21orf45	-1.728
ARNTL	0.729125
AADAT	-1.2515
CCL2	3.471
SNTB2	0.0813333333333333
RGS9BP	-1.01
KPNA1	0.32375
TMEM41B	-0.156833333333333
S100A11	1.26125
DOT1L	-1.5775
EFHC2	-0.739
CLTC	-0.443333333333333
SRP9	0.0802142857142857
ZNF521	1.4695
FAM26F	-1.7155
GPR88	0.5715
COL13A1	-0.6025
CHMP4B	-0.8496
SIGLEC6	0.2545
NFAM1	1.2745
PVRL2	0.2373
ALKBH4	-0.15725
CCDC93	-0.250375
NXT1	-0.52775
KCNK4	0.538
TROAP	-2.46233333333333
KCNA10	0.26875
CCDC114	0.274
RAN	-0.439416666666667
LMTK2	0.0475
LOC400657	-0.3305
UFC1	0.72875
UBE1DC1	-0.756
EEF1A1	0.742666666666667
CHAC1	-0.4815
HMGA2	-6.3163
B3GALTL	1.05
ING2	-0.14025
C1orf109	-0.556
INTS3	0.10175
ZNF558	-0.18025
TRPM4	1.543
LTB4R	-1.0275
ISYNA1	-1.49475
LSM7	-0.593
LRRC47	-0.2449375
ZNF179	-2.86316666666667
EXDL1	0.118166666666667
SLC4A10	-0.410142857142857
ACSS2	0.916166666666667
COPS7B	-0.309
KIAA0040	0.902166666666667
C1orf95	0.215
AP1GBP1	0.298
OR9A2	0.9875
FAM71C	0.13
RIN1	-1.42583333333333
ITGA4	-0.45175
DNAJC6	-0.397333333333333
CLOCK	0.4745
SLC35A4	1.01866666666667
DSG4	0.235
LOC26010	0.37675
NSUN2	-0.95025
TMEM86B	-0.957
C14orf135	-0.556
KIFC3	-0.243166666666667
PHF5A	-0.827
NCAPH	-2.3105
STK11IP	0.047
FLJ42953	1.406625
CCDC19	0.176666666666667
ZNF329	-0.5685
TAX1BP1	0.858333333333333
ZDHHC18	-0.0616666666666667
C10orf88	-0.41075
TMBIM4	1.4466
NMUR1	3.3655
KIR2DS4	2.086
C9orf90	-0.002
MGC87631	-1.6965
KDR	2.9332
ST3GAL2	-0.921875
RLN2	-1.87466666666667
HPD	-4.10625
MOXD1	0.313
PDGFRL	2.119
SMYD4	-0.637571428571429
FAM103A1	0.104333333333333
MFAP4	-1.0665
LOC285141	-2.465
TMEM45B	-4.365375
SMCR7L	-0.352714285714286
GZMH	2.88325
CBLN1	-2.209
CNNM1	-0.30175
PHF17	-1.00783333333333
NUP98	-0.147916666666667
RMI1	-0.8345
PTPRS	0.0625
ANKRD57	0.1765
CLDN15	-0.757
OR51A2	0.508
GUCA2B	0.0135
DOCK9	2.245
ITGB1BP1	-0.578833333333333
DLG2	-0.5725
BRAP	-0.501
SESN3	0.9845
ZC3H7B	0.336
FAM101A	2.022
FKSG24	0.6485
ZYG11B	-0.418
RFC2	-1.237
SH2D3A	1.51733333333333
DVL3	-0.191416666666667
ADFP	1.8785
KRIT1	-0.49225
SERTAD3	1.00266666666667
LEFTY2	-3.665
KRT27	0.161
SCFD2	0.152
MN1	-1.35575
RORA	1.72275
PTPRD	0.06775
PIAS2	0.191333333333333
CYP4X1	2.94583333333333
FBXL15	0.39075
MYH15	0.0163333333333333
CRX	0.414166666666667
TBC1D13	0.1415
SLC22A17	1.00583333333333
PLK2	1.614
ARHGAP9	3.1315
EIF1B	-0.1615
C20orf185	-0.2255
DEFA7P	0.236
PRIM1	-2.73483333333333
CRYAA	-1.7545
BACE1	0.571
AGTRL1	0.425
ACAD9	0.255125
GRASP	0.276
RBP4	-3.49266666666667
TFB2M	-0.6055
METTL9	-0.6323
ATP5O	-0.714
SP100	0.5663
CPSF1	-1.05966666666667
S100A4	0.533
LIME1	-1.3095
GPR137C	-1.6445
OR2A2	-1.119
C2orf29	-0.92825
NUP188	-1.075
SDPR	-0.73
RAI1	-0.087875
RPS20	0.0445
LAMB1	-0.974
ADM2	0.199166666666667
ZNF229	0.38525
DKFZp434K1815	-1.33
EPN3	0.774666666666667
CLIC3	-1.80675
MEIG1	0.8885
HMGB4	-0.017
STARD10	0.206875
KLF8	2.162
EPB41L2	0.660833333333333
JMJD6	-0.10725
CTSL1	0.2525
GPR27	0.33
ELAVL4	1.891125
MMP21	-0.073
PPM1B	0.629875
SUV39H1	-1.7335
AAMP	0.02275
TUSC4	0.279166666666667
MBD6	0.17425
KLK13	-0.8325
FMNL3	0.875833333333333
TRIM13	0.681
C15orf5	-1.0765
IQCF1	0.018625
CACNG8	0.617
SLC35D3	0.286166666666667
ZDHHC9	1.9485
ODF3L1	0.123
C9orf86	-0.6106
TSEN2	-1.271
C17orf64	0.39925
SEPX1	1.5275
TSPO	0.720833333333333
SYMPK	-0.213
ADORA1	3.842
TSPAN10	1.04775
SEMA6C	0.027
RTTN	-0.904
IL2	0.2095
ARRDC3	1.97541666666667
TBPL1	-0.465666666666667
STX12	1.35025
MRPL39	-0.96175
OR8H3	0.085
IFIT5	1.464
CASC5	-2.644125
FAM46A	-1.11433333333333
HPCAL1	-0.590625
CYLC1	-0.107
VGLL2	0.355142857142857
C20orf191	0.078
CDH1	1.8745
ITPA	-0.21475
CCDC101	-1.04275
D15Wsu75e	0.42525
EDA	0.011
CREG1	0.43075
OR7G2	0.512
SAP18	0.977666666666667
IFIT1	1.70375
CALML3	0.162
FLJ37440	2.2625
FNDC5	-0.718
SERPINB6	-0.000642857142857139
JUNB	1.5998
SYS1	1.7125
SCN2A	-0.214666666666667
ZKSCAN5	-1.0258
WNT7A	0.056
TSHZ3	2.56675
RNF148	0.17325
H6PD	0.21575
CAD	-1.4555
ZNF449	-0.1055
DOCK10	0.2865
FAIM2	0.341333333333333
HEXDC	0.409
PRB1	-0.0886666666666667
C14orf148	-0.269
ETHE1	1.9835
IRF5	1.9868
GNMT	-0.0455
MGC16291	-0.43875
RPAIN	-0.6595
CAGE1	-0.1815
CNTNAP3	0.1485
ACTR1B	0.25825
EEF1E1	-1.583
MSX1	-1.0885
ESF1	-0.8903
HSPC171	0.30525
MRPL2	-0.9105
RDH12	0.1255
CELP	0.2645
METRNL	-0.22975
C10orf116	3.78166666666667
C19orf48	-2.0345
ZNF346	-0.259875
NCR1	2.058
C10orf64	0.608
CD52	1.3055
VPS18	1.015375
AP4S1	0.315833333333333
NPBWR1	1.2645
TPK1	1.76825
UBA52	-0.491222222222222
RIPK1	0.632
CPNE3	-0.2088
HSPC159	0.8625
C8orf38	-1.02225
LRRC4B	0.085
PARP10	0.9397
ANKRD50	-0.404125
CXCL9	3.9295
FGF18	0.446545454545455
EIF2A	-0.17975
SLC20A2	1.31966666666667
KIAA1549	-1.38991666666667
SPINT1	3.0839
ZNF584	-0.078
CRBN	0.366166666666667
ABCF3	-0.179833333333333
NCBP1	-0.550333333333333
PLA2G4F	0.438
PCDH10	-0.65075
TTC21A	-0.0205
C20orf144	0.6665
FGFR1OP2	-0.1085
SLC9A1	0.553
CHRND	0.7555
FOXF1	-2.75775
KIAA1467	-1.24675
TPO	1.56866666666667
LTF	5.43078571428571
DNAJB9	2.267
MRPS27	-0.496
bA16L21.2.1	0.4435
WBP2	0.926333333333333
MRGPRX3	2.98083333333333
PRPF18	0.57625
C10orf58	-0.44425
SMOC1	-1.133
ADAT3	0.665166666666667
TMEM138	-0.24775
TMEM131	-0.2955
TIMM8B	-0.0345
MYH7	-0.411166666666667
ST6GAL2	0.988875
KIF1C	0.63375
SUHW2	-0.266
PAPSS1	1.218
CABP2	0.5655
HOXA4	1.02625
ELF2	-0.45825
SEMA3D	0.625
MC5R	0.368
OGFR	0.6835
FLJ30092	-0.408833333333333
TGFA	0.3975
MMP17	0.7425
KIF15	-3.24925
CHIA	0.71675
CATSPER3	0.324
CEACAM7	0.00591666666666664
PADI2	3.8315
HOXA9	0.0843333333333333
LNX2	0.227666666666667
TMEM144	1.4145
HIF1AN	0.62025
METTL7A	0.9844
C6orf165	2.31233333333333
KIAA1468	0.434
DSG3	0.8985
ZNF180	0.362666666666667
EIF4E3	1.952875
SLC46A1	0.893625
DKK1	-6.69383333333333
ZNF205	0.807333333333333
LOC162073	1.12477777777778
COX7A1	4.77675
MAGEA1	-5.86616666666667
NEDD8	-0.115583333333333
KLHDC5	-0.0847777777777778
C3orf19	-0.171833333333333
MRPS2	-0.97875
POLR3H	0.494785714285714
ABHD11	0.2897
TMEM17	1.61025
PAIP2B	0.0647
MAT1A	-4.96
LGI3	0.189
THUMPD2	-0.5585
TKTL2	0.3315
XAGE3	-2.5555
CALM3	0.25575
C6orf136	-0.468166666666667
KCNC4	1.601
RGS9	2.02783333333333
ACIN1	-0.869
SPATS1	-0.46975
XKR8	0.196
FAM84A	1.59458333333333
MS4A7	4.85318181818182
AGXT2L2	0.1055
OR1F1	0.4195
SMAP1L	-0.186666666666667
IPO11	0.099125
ZC3H11A	-0.1945625
C1orf151	0.046125
RNASEH2A	-2.36425
CCR10	-1.3025
TXNDC11	0.586416666666667
TMEM112	0.7845
MAP1B	-1.47621428571429
NVL	-0.83425
PKM2	-0.20225
ARC	-0.90425
NUP54	-0.9275
PPFIBP2	1.15266666666667
STAT2	1.445625
PTAFR	3.50033333333333
ROBO2	0.755
RNF40	-0.009
CCDC135	-0.306333333333333
IFT81	-0.6996
MORF4	0.4165
TM7SF3	-0.247
OR10H3	0.8395
ABP1	-0.160875
CHRD	0.074
PLEKHA8	-0.4165
NCALD	3.189
OR5AK2	0.42925
ACCN1	-0.128666666666667
SLITRK1	-0.1955
ARMET	0.84725
C9orf52	0.7665
REEP4	-0.56525
MTSS1	-0.89975
ADH1B	2.34616666666667
DLD	-0.859
CDK5	-0.58025
PPFIA1	-0.16525
WFDC3	2.33225
DNAJB12	1.69728571428571
RANGRF	-0.2255
MLANA	-5.1675
AMY2B	0.06675
KIAA0319	-1.108
RPS7	-0.425
JAK3	0.4218
ARFGEF1	0.3825
CXCL5	0.773916666666667
TRAPPC4	-0.3895
CETN2	0.28575
HSPC111	-1.219
RHOBTB3	-1.9823
PHLPP	0.263
RGS10	1.98925
TMEM58	0.876
CHERP	-0.49425
HSP90AB3P	-1.04116666666667
FSTL3	-1.14366666666667
PEX11A	1.18675
OR5V1	0.6235
FCN3	2.4055
PTPN3	-0.0535
NPTX1	-5.394
C21orf84	-0.0135
C11orf51	-0.169625
ZBED2	0.454
FLJ90757	0.2735
NPY2R	0.4555
PLD3	0.05225
SYT17	2.223
SGSM2	0.00900000000000001
OR1A2	0.641
FOXP1	0.63225
SLC5A1	5.61825
POFUT1	-0.6521
EPHB6	-2.50433333333333
MYO1G	-1.02875
STAC	1.3937
KLHL17	-0.266
RGMA	2.1353
TJP2	-0.1678
FAM114A1	0.494666666666667
SERINC1	1.62833333333333
SLC9A8	0.296875
PEX19	0.184375
EDN2	2.18275
PSMD7	-0.977555555555555
C3orf41	-0.8595
UQCR	-0.12675
PPP1R3C	0.41175
LRP4	-2.772
TM2D1	0.51125
TTC17	0.5436875
C4BPB	-0.9465
CCL25	0.359
ZNF253	-0.379666666666667
CHRNA9	-3.7155
SOX11	-1.708125
HIVEP3	1.469
CGN	1.73433333333333
C3orf35	0.14225
PKD2L1	3.51
SYVN1	0.753
PDE8B	-2.325125
LOC439951	1.31275
LTC4S	2.77316666666667
MIF4GD	0.5665
SMARCA2	1.785
TUBGCP6	0.0518333333333333
CABLES1	-0.078375
C16orf77	3.58166666666667
ZNF791	0.15675
FUT5	2.734
ADH6	-2.22833333333333
P4HB	1.44825
CLDND2	-0.54975
ALKBH8	0.18025
PLAC4	-1.00025
F11R	1.13664285714286
MGC35295	0.236333333333333
PDZD4	-0.193166666666667
LOC389073	0.12975
FAM80B	-0.672666666666667
PSMB1	-0.3005
TXN	-1.29483333333333
VIPR1	2.0768
WBSCR18	-0.1802
EXOSC6	-0.448333333333333
ACTA2	4.099
SP5	-4.31091666666667
ANKRD1	-2.159
DDR1	2.7339
ATP6V1D	0.33025
PTGS1	0.228416666666667
RNF157	-0.1655
DCC	-0.41225
SPAG7	0.147
FBXO18	-0.36325
UBE3C	-0.2365
HOXC6	0.112
LRP2BP	0.194
MYST2	-0.2745
PDSS2	0.1155
ATE1	-0.1455
ARAF	-0.1485
KLF10	0.7175
PLA2G2E	0.22875
ASCL1	-0.996833333333333
TSNAXIP1	0.30025
FAM131B	-0.252125
IFNA10	-0.006
NUP43	-0.782125
FAM44B	-0.882875
L1TD1	-6.357
NMD3	-0.892166666666667
C18orf54	-1.7211
PHOSPHO1	1.4425
RAG2	-0.8695
EMILIN3	-0.3815
METTL3	-0.6085
VPS13C	1.0555
REXO2	0.28375
ANXA4	0.3995
CA1	-0.95975
DCP1B	-0.00725
TULP3	-1.35316666666667
ATP2A2	0.449571428571429
ATIC	-1.19075
ADAM15	-0.553666666666667
NPL	2.06766666666667
LGR4	0.265625
UEVLD	0.00766666666666665
GAB1	1.3725
SNAI2	-0.5325
ZGPAT	0.2454
SNF1LK	0.835875
DLEU1	-0.433
UBE2Q1	0.342375
ZMYM6	0.163125
JPH3	-1.31016666666667
FAM38A	0.446583333333333
PXK	-0.118
DENND2D	2.4125
BAX	-0.9255
CP	3.15927272727273
RPL37	0.113
G6PC3	-0.305625
NCOA4	0.348333333333333
LRRC14	-0.324
GORASP1	1.092
FCHO2	1.221
CYP24A1	-1.21
FXYD3	1.97375
SMARCAL1	0.18725
ABCB8	-0.182833333333333
CCDC44	-0.4135
PRDM7	-3.15975
USH1C	-1.37775
DNAH5	0.325166666666667
SRF	0.3345
MAL2	0.7895
PGPEP1	0.373833333333333
SIN3B	-0.402
SEMA3C	-1.532
GRAMD3	2.65625
FBXO10	0.064375
OR5D13	0.5
FLJ31818	1.16325
CACNA1I	0.87575
S100A13	1.404
TP63	1.07985714285714
ANXA11	1.1581
WDR66	0.0245
CSF2RB	1.9555
IFI44	0.96225
DACT1	1.598
ANKRD23	-1.925875
ATP5G1	-0.697
C21orf70	-0.205166666666667
PPWD1	-1.439
DNAJC13	0.03025
PAH	-5.48816666666667
PTCH2	0.52775
TRMU	-0.69775
CCDC9	-0.2295
USP3	-0.6264
DCLRE1C	0.8044
FAM55C	1.60875
FRMD4B	3.02175
CYP2R1	-0.58475
RFPL1	-0.4947
XPO5	-1.23625
ARL6IP2	0.0095
OSBPL5	1.91575
MMP9	2.77763636363636
KIAA0802	-1.1445
DHRS2	-5.169
SGEF	2.4995
TXNDC10	-0.0352
EXOC6	0.11375
RPS27	0.543333333333333
PNCK	-1.7345
FSTL1	-0.469
AACS	1.27725
SLMAP	0.890666666666667
SAMD4A	-0.0704
ABRA	0.1775
SMARCD3	2.239
PKNOX2	-2.631
A4GNT	0.477
C9orf39	-1.07666666666667
RALYL	0.23775
MGC33556	-3.213
C10orf25	0.024
BBOX1	7.3835
NHEDC1	-0.61575
XDH	6.92675
GCSH	0.4345
EDN1	0.504333333333333
MTERF	-0.848
CLK4	0.2465
ZNF799	-0.148
KCNG1	-1.422375
CXCR4	-0.458166666666667
PTPRR	-0.8485
IRAK1	0.12725
LOC401397	-0.374
TMSB10	0.555714285714286
CXCL3	-1.7298
TMC4	2.53075
OR7A10	0.212
STYK1	2.31425
CHRNA10	-0.2255
CCNI	0.72725
EP300	0.335
LOC165186	1.36
HIC2	-2.838
SDR-O	-0.538
OR2W1	0.047
KCNA6	0.2905
TRIM74	-1.979
REEP6	-0.08325
ATP5G2	-0.16975
ERG	0.48475
TMEM42	0.13325
PARN	-0.389333333333333
SOD2	0.7975
DIRAS1	0.208833333333333
PNPT1	-2.171
JOSD3	-1.19925
hCG_40738	-0.216
PDE1C	-0.59925
SEMA4D	1.121625
AGPAT1	0.152666666666667
NOSTRIN	-0.5995
MAP3K3	0.3885
MAX	0.783071428571429
CAPS	-0.119
SERPINA12	-0.2685
OSBPL8	-0.051
RICS	1.4923
NR4A2	-0.454166666666667
PPCS	1.04366666666667
LONP1	-1.41025
SCYL3	0.7115
HERC2P2	-1.24466666666667
FIBCD1	-0.3465
C15orf41	-1.39925
DMC1	-1.04216666666667
C20orf27	-1.55825
RPS6KA5	0.3495
FAHD1	-0.549666666666667
SLC12A4	1.59675
BRCA1	-1.81358333333333
GBL	-0.4765
SLK	-0.185833333333333
NUDT9P1	-0.383
NOXO1	1.837
USP52	-1.19275
BAZ1B	-0.3005
SLCO2B1	4.455
BBS12	1.7535
LRGUK	-0.8035
TERF2IP	0.4255
COL1A1	5.125
KIAA0090	0.122625
GRK5	1.651
AP1S2	-0.999
TMEM52	-1.0805
CA11	0.489375
OR4A15	0.726
ACBD3	0.9021
SPAG11B	0.061375
PRDM2	1.1886
FOXP3	0.451
SMYD3	-1.005
LOC389199	1.1475
LGI2	1.46666666666667
NAPE-PLD	-0.5718
ANKRD6	1.5015
WDR45	0.897
SHROOM1	-1.17575
PSCD3	0.4355
PYY	0.6675
KCNC1	-0.5835
ARHGEF9	1.2922
OR8J1	1.0745
GPR55	0.1555
NS3BP	-2.0225
C10orf22	0.187833333333333
NAT8L	-1.898
DUSP4	2.41066666666667
FOXM1	-2.84733333333333
GRAMD2	2.9881
ZBTB48	-0.154
BUD31	-0.465
PABPC5	0.024
CCDC41	-1.611
FBXO11	-0.240416666666667
C6orf148	-1.34675
RFXAP	-0.72225
C6orf15	5.10783333333333
CDK8	-0.672333333333333
C6orf70	0.142625
TESSP2	0.016
ALG2	1.0245
PPP1R3D	1.09825
TPM3	0.0586111111111111
SYT13	-4.1665
EPB42	-0.5345
CETN3	-1.3675
PRY	0.485
NTHL1	-0.562666666666667
POLR2B	-0.4855
RPS28	0.145666666666667
P2RX3	0.52875
LYZL4	0.73075
WBP4	0.3903
PMM1	-0.507
