Hybridization REF	TCGA-A8-A09W-01A-11R-A00Z-07
CIR	0.6415
MARS2	0.378
COL24A1	-0.0815
SDF2L1	-0.9185
HIBADH	-0.299333333333333
IGFBP3	-2.368
C12orf23	0.435875
PSPC1	-0.19225
C20orf43	0.1745
TRAV20	0.067
ARHGAP24	0.15225
KIAA1975	-1.436875
C1QA	3.6423
DNTT	-3.71333333333333
C10orf6	0.409666666666667
C11orf41	0.113
HNRPF	0.7805
COL11A1	6.02516666666667
UBAP2	-0.0946666666666667
CDKN2AIPNL	-0.882
C20orf174	1.933
SPRED2	-0.63675
PLA2G12A	0.958833333333333
ICEBERG	-1.34633333333333
SCN10A	0.9095
C11orf65	-0.2125
GBP5	3.7805
PITPNC1	0.392833333333333
POU3F3	1.1845
NCOA7	-0.978
LIN7C	0.1366
LOC348840	-0.3385
NKX2-2	-2.42675
ANKRD13D	0.106
LOC123688	-0.49
FUT2	1.89116666666667
TAAR8	0.3435
FZD4	0.215166666666667
PNMA3	-1.32533333333333
OR4L1	0.093
WIT1	-1.9545
EXOC3L	1.4535
ATPBD4	0.1871
KRBA1	-1.6445
UBXD6	-0.186
HOXB7	1.00735714285714
C7orf23	-1.376
UNQ338	-0.154
STAB2	0.255
CDC20B	0.03575
IRF9	1.50875
CENTG1	1.28166666666667
TNPO2	-0.98775
MCPH1	0.70825
BMS1P5	-2.1495
SLC26A7	0.8895
HIST1H3J	0.2435
C9orf3	0.5737
LBH	1.529
MYO1D	1.20725
PTDSS2	-0.3445
NFU1	0.406
DEPDC4	-1.10025
WNT7B	0.1256
GLP2R	-0.1235
SETD4	-0.7905
DYNLT3	-1.3081
FKBP11	-1.5515
SESTD1	-0.381
FLII	0.3565
RPS16	0.1455
CHPF	0.509166666666667
CSNK2A1	-0.629333333333333
SUMO1P1	-0.3365
FKBP6	-0.0835
ZNF214	-0.7825
TWIST1	-0.651166666666667
DDX56	-0.100333333333333
TRAM1L1	2.4309
EPO	-2.09233333333333
MRPS18B	-0.2935
ZNF682	-0.698333333333333
RPL14	0.00866666666666667
MAFF	-1.0865
LOC51136	-0.035375
LY96	0.25775
DDX20	-0.52375
ABTB1	0.823166666666667
ARL5A	-0.3442
CCT6A	-1.11525
HEPACAM	-1.07666666666667
EHHADH	-0.0488333333333333
RBAK	-0.00149999999999999
CGB1	0.10075
ITGB5	0.7472
YIPF3	-0.381
FKBP2	-0.367
NR1D1	-0.9438
TMEM110	1.3625
NEK2	0.217166666666667
PRAMEF8	-2.3765
C20orf52	-0.155166666666667
PCDHGA3	1.0355
VWA3B	0.409
NDUFA5	-1.0615
THAP9	0.2615
FLVCR2	-0.123333333333333
AP1S1	-1.668875
SMAD6	-0.762
SAV1	-0.017375
SAT1	0.459375
ZNF251	0.422
ADAMTS7	0.4379
RPP38	-0.09
C1orf211	-1.379
YPEL2	1.26535
RBMS1	-0.79425
ZNF445	-0.241
NRXN2	0.326333333333333
PGBD4	-0.896875
UGT2B28	1.5525
WBSCR16	-0.9654
NLRC3	0.2985
ASTL	0.43225
ST6GALNAC1	2.0955
ZADH2	0.274625
MLLT4	0.22775
ARL6	-0.91
MEF2C	-0.0115
CBFA2T3	-1.5545
AFF3	1.28271428571429
COG7	0.107
MYB	-0.879166666666667
PLXNA3	0.3775
XRCC2	-1.59566666666667
MMS19	0.24275
ST8SIA5	-0.254875
CHPT1	-0.204833333333333
KIAA1712	-0.992375
OR6X1	0.231
ACTR3	-0.48325
UGCG	0.588
OR4P4	0.1065
ZAP70	-2.57275
LPP	0.06025
ZNF485	0.03425
PTPRCAP	-0.235
IL12RB1	0.74725
ATRX	-0.3388
CHST8	-1.54225
C14orf109	1.59075
ARV1	0.59925
NMB	-0.745285714285714
COX5A	-1.14483333333333
EIF6	-0.6005
MPPED2	-1.06216666666667
SEMG1	-0.491
CHRDL1	-0.055
TRAF3IP2	0.68025
WNK2	-0.276714285714286
LILRA4	2.22066666666667
LAMA2	3.12725
PXT1	-0.472
RLBP1	-1.858
CD300C	0.95975
SLTM	-0.906125
FLJ10404	-0.765
APOBEC3D	-0.622666666666667
RENBP	0.606666666666667
ATXN7L1	0.069
NID1	0.02475
TUBGCP3	-0.739625
ITIH5	0.333555555555556
CCDC110	2.078
C8A	-1.95175
MGC87042	-0.3405
HOXC13	0.527
TFDP2	-0.31
HCP5	1.56575
POLI	-0.50675
UCN	-1.128
ZNF764	0.647
C8orf45	1.52275
FHL3	-0.87825
SPATA5L1	-1.81225
MMRN2	3.15633333333333
NDST1	1.08183333333333
COL20A1	-0.326666666666667
ZNF248	-0.850666666666667
PELP1	0.306833333333333
MBL2	-1.8625
RNF41	0.480875
C5orf24	0.654125
THOC5	-0.555375
SERINC3	-0.0961666666666667
RP11-151A6.2	1.49175
CDCP2	0.43225
HIST1H2AA	0.00949999999999999
C11orf75	0.142166666666667
FKBP7	-0.9475
DDOST	-0.06375
GPNMB	1.06783333333333
TTF2	-0.775166666666667
KCNT1	-0.235166666666667
SLC39A14	-1.032375
NGRN	0.0584
GPR137B	2.7105
MECP2	-0.668125
PSMA1	0.11275
C16orf73	-4.3
TMEM60	-0.635166666666667
CSN3	0.523
NOS1	0.3715
RAB7L1	1.52316666666667
YBX2	-1.04
KIAA1166	-0.726875
FUBP3	-0.184166666666667
ABCG1	1.0345
ACACA	0.998666666666667
ARL11	0.2276
ATOH1	0.2715
ODF1	0.612333333333333
CREB3L3	-0.851
TMEM127	1.54807142857143
DSCAML1	0.395
PLN	2.14
LYPLA1	0.218666666666667
PRDM9	-1.2225
SASP	-0.738
PLUNC	0.0953333333333333
INTU	-0.886
HISPPD1	-0.4195
LNPEP	1.614
YARS2	-0.136
APCDD1L	-1.262
ZCCHC4	-0.7328
FBXO22	-0.938833333333333
TTLL13	-0.2365
ZNF669	-0.386666666666667
PTGDR	1.35625
DDX27	-0.72925
KIAA0409	-0.215
GJB6	-0.0115
ASB8	1.238
PLP2	0.2575
MEPE	0.524
OR10J5	-0.034
KRT222P	4.55675
COQ7	0.446666666666667
C1orf101	0.501
RERG	0.7686
CHMP5	0.76025
THAP11	0.40375
ZNF43	-0.278
ZRANB3	-1.3075
KRT13	0.432875
MRPL19	-0.20925
RBBP9	-0.107875
SPATA17	1.170875
BXDC5	-0.0126666666666667
PAFAH1B1	-0.38875
MAGEE1	0.97475
OSTF1	0.36525
KIAA0323	0.329666666666667
TXNDC13	-0.430666666666667
CNTN4	0.9755
LCE1B	-0.9935
UNQ501	1.8405
ZNF154	-0.0115
C3orf64	-0.2915
SYT5	0.0156
PON1	-0.0416666666666667
FLJ10357	-0.58125
ATP4A	-0.9645
GNPDA1	0.325833333333333
MGAT1	0.919666666666667
C14orf121	0.24575
SLC35B2	0.91675
MIER3	-0.0145
CHEK1	-1.413125
ZNF8	0.203166666666667
TXNDC1	-0.576
CKB	-1.4435
RTN3	1.13828571428571
FZD2	-1.43116666666667
PART1	0.519
PSMB6	0.3105
PCDHB8	-1.3305
PHC3	0.0498
PPP1R8	-0.730666666666667
NOVA2	1.95383333333333
TNFRSF11B	-3.32625
GOLPH3	-0.120166666666667
UBLCP1	-1.50275
SUHW3	-0.7445
TTLL1	-0.41775
OPN4	0.992
OR13G1	0.1085
ZPBP2	0.692333333333333
HSD17B11	-0.8065
C9orf50	0.1485
DHDDS	-0.607428571428572
CTSW	0.6039
NEFM	-1.865
MRPL28	-0.3685
SYN1	0.930833333333333
PIGV	-0.2
ZIM2	-0.74925
APBB1	-0.362166666666667
SND1	-1.1125
C1orf123	-0.480166666666667
CHD3	0.31625
BHLHB8	0.5265
RNASE2	0.528
BCAP31	0.335
SLC25A44	0.8355
CHD6	-0.4523
PIB5PA	1.41430769230769
SELS	-0.4085
LOC541471	-0.341125
FAT2	-0.801
ZNF81	-0.2525
OR4C16	0.4735
FLJ10081	0.4909
LRRC4	1.4885
CS	1.016
N4BP2	-1.491875
IGFBP7	1.25825
ZNF318	-0.4795
NDNL2	-0.81825
ZNF609	-0.5725
SIRT4	-1.1875
EXOSC10	-0.6545
ECE2	0.4655
OVGP1	1.007
GTPBP3	-0.82525
PACS2	0.5724
C19orf36	-0.169333333333333
ARL4C	0.4635
ATG4B	-0.5815
UBQLNL	-1.283
RHOXF2B	-3.044
PLEKHG2	-1.764
GALR1	-0.38
AQP4	0.141
HDAC7A	-0.3335
DCUN1D3	-0.05925
OR8A1	0.1655
CCRN4L	0.2975
CBR4	0.0508333333333333
KIFC1	-1.18416666666667
SLC7A14	-1.595
LHX5	-0.199
TRPC7	0.6585
LPXN	-0.84125
SERPINA1	-2.1135
RPS13	-0.4119
BPIL3	0.377
PRKAA1	-1.146
FADS2	3.1485
ENAH	0.276125
PRO1768	-0.1405
APBA2BP	1.1195
LIPH	2.91633333333333
C3orf33	0.10225
RCC2	-0.492357142857143
ALDH1A2	-2.096
RNF103	2.32375
AHCY	0.551125
ALG12	0.241
CCL17	1.224
ZNF543	1.0415
ESRRG	1.8916
CNGA1	0.025
RDH5	-0.786833333333333
OTX1	0.0553
PTGFR	-0.9265
CDR2	-0.23275
SELE	2.6675
NLGN2	-0.767333333333333
EXOSC9	-0.32675
ZNF566	0.0541666666666667
KLRC2	-3.937
GPR12	1.102
KIAA0196	1.33675
PDRG1	-0.6025
SSR3	-0.591357142857143
MSI1	-0.533
CST9	0.1365
CC2D1A	0.230125
PLAGL1	-0.226388888888889
ZNF778	0.5965
RNF2	0.829125
KLF6	-0.3255
THBD	1.422
tcag7.1314	-0.52725
NR5A1	0.1995
ABCD2	0.169
DNAJC7	-2.176
CLEC4C	0.825
TM2D3	-0.5935
CCDC4	-0.00899999999999998
PLAC2	-0.39475
DCD	-1.7545
FAAH	2.17225
POLA1	-0.2605
TM7SF2	0.660125
FLJ39822	0.1405
FLOT2	-0.216125
MAP4K1	-0.292666666666667
SRP68	1.303375
C21orf74	-0.238
ARPC5	0.451875
LOC126075	1.071
HECW2	0.3855
ZDHHC4	-0.29975
ANKRD42	1.6176
PDE9A	-0.932833333333333
ABCA8	0.6
NDUFS2	1.04375
UBR5	-0.18725
BTBD16	-2.8705
LOC554174	0.2705
ZNF20	0.9355
KIAA1843	0.1315
WDR17	-0.730125
C15orf33	-0.9715
RNF113A	-0.45475
CAMKK1	0.3319
CLCN2	0.1875
ANXA6	-1.346
LOC340069	-0.377
EMID1	-0.267875
DPM3	0.152
ELA1	0.3785
SLC25A13	-1.639
KRT24	3.668
SMPD1	0.404166666666667
TH	0.168375
COL6A2	0.533785714285714
ANKS1B	0.52225
GPR126	-1.3707
ZC3H12A	-0.547666666666667
TMEM47	0.174
C2orf51	-0.00750000000000002
C1orf88	1.5955
HSF2BP	0.97725
AKAP10	-0.20225
RPAP3	-0.4855
KLHDC8B	0.675
STOM	0.9728
MUPCDH	0.651625
C10orf72	0.30975
PLEKHA3	0.714083333333333
TCP11L1	-0.288
CWF19L1	0.8655
SPEF1	0.77025
YSK4	0.273
ELN	1.6426
SAMD8	1.88116666666667
MPI	-1.0895
MEPCE	0.1419
ABCC3	-1.05925
NANOGP1	-2.8535
KCNK17	-0.279875
HLA-DMB	4.51816666666667
RRAGA	0.05775
ANGEL1	-0.4415
RBM32B	-0.2505
CPN1	-1.96675
MGC52282	-0.2319
HLA-A	1.09916666666667
OR9G4	0.033
EDNRB	-0.7365
SCD	0.757928571428572
C14orf80	-0.181833333333333
BAGE2	-0.9045
RABL4	0.826166666666667
RCVRN	0.8415
SHANK1	-0.441
NLRP7	-2.68825
CD226	1.1705
STAT3	0.6856875
SYNJ2	-0.4766
TPCN2	0.448
WDR36	-1.0645
MBD4	-0.5195
ROBO1	-0.5821
ST3GAL6	-2.382
SLAMF8	2.43883333333333
ATN1	0.488833333333333
GPR141	0.4535
KRT36	-0.0285
TPH1	0.2915
DDX52	-0.3105
ZSCAN29	-0.654166666666667
TRPT1	0.310833333333333
DPEP3	0.58075
DENND4A	-1.569125
TSPAN16	-0.076
PTCHD2	-0.8535
LOC145814	-0.1895
CAP1	0.593833333333333
EIF5A2	-0.45
NT5DC3	-1.459625
SEPT9	0.898125
SEZ6L2	-1.40925
EGFLAM	2.7795
VPS11	0.63925
NDUFB5	-0.367
CIDEA	1.71966666666667
IER5L	1.129
N6AMT1	0.48375
FAM83C	0.195
OXR1	0.763083333333333
IRX1	0.2615
DGKB	0.0121666666666666
GCN5L2	-2.27375
MIR16	0.413125
FBXW9	0.782
WDR4	-1.01066666666667
PDC	0.428
VPS33B	-0.376
HEXB	0.48675
FLJ32214	0.97675
TCEB3	-0.699
CRLF1	-3.15625
ABI3BP	0.58525
C8orf22	-3.205
PYCR1	1.0445
KIAA1706	-0.133
CDK5R2	0.75975
WAS	0.407
C12orf60	-0.63825
CCBL2	-0.2735
MADD	0.3905
C5orf34	-1.92225
WDR42A	0.984
KLF12	-1.1465
HSPA1A	1.47525
ITM2C	-1.7565
DAPK2	0.625333333333333
LOC442590	-2.0225
SUMF2	-0.025125
CENPA	-0.998076923076923
TMED5	0.2715
CDH6	-0.8976
BRP44	2.286375
THG1L	-0.47325
GABRA2	-2.3965
C14orf166	-0.214
MYL1	-1.14283333333333
TNFSF18	0.183
PAP2D	-0.8695
PPIB	-1.247
KLHL4	-0.42425
SFN	1.04233333333333
CCDC127	0.58225
FRAP1	-0.6185
GOLGA5	0.4285
SDCCAG1	-0.48525
MGC21675	-0.0775
C10orf95	0.95725
KIAA1345	-0.592333333333333
C1orf163	-0.5235
LACE1	-0.690833333333333
OR10K2	0.1875
CENPN	-1.577
TMED2	0.7045
UGT1A6	-0.657
ANG	0.07275
U2AF1	-1.46966666666667
CASC2	0.261333333333333
NMT2	-0.703
OSGEPL1	-0.047
DFNB31	-0.195
SLC6A20	0.786625
DKC1	-0.888
FXYD4	-0.606
WDR64	-1.001
MGC5590	0.1605
CREBZF	0.4825
DAZ1	0.131
PRPSAP1	0.31325
GCHFR	0.651
TTC7A	0.00387500000000001
LOC196993	0.241
UBD	-0.875833333333333
S100A1	-1.249875
RPL6	0.0551666666666667
DNAJB6	-0.5359
NAGS	0.3231
C2orf58	0.185
KERA	1.28966666666667
MT1X	-0.3889
UBE2B	0.3155
KEAP1	0.161
MST1	-3.310875
OMA1	0.1365
ABLIM2	1.49375
BCL2L13	-0.522666666666667
JAZF1	-0.477833333333333
TMEM63B	1.0015
S100A8	-0.6879
ARFIP2	1.30475
UROS	1.451
KHDRBS2	-1.487
POLQ	-2.29025
SOAT1	0.77
SPAG4	-1.37125
MRPS30	-0.516833333333333
LOC494141	-0.3235
OR2T11	0.628
ORAOV1	-0.4565
ZNF184	-0.522
TCEB3B	0.2378
ADAM21	0.0215
GDPD1	0.01525
SPINLW1	-0.18025
PRR14	-0.314
KCTD9	0.2049
NUDT3	0.78325
KIAA1822	1.147
HIST1H4K	1.062
DFNA5	-1.84275
GABPA	0.65925
C14orf44	1.904
POLB	0.352
PTAR1	-1.22475
SEC31A	0.3937
TRIM58	-1.968
TAS2R14	-0.666
VPS8	0.2655
H1F0	0.724833333333333
PRKCB1	-3.087
UGT2A1	0.4745
TOR1B	1.148
LSS	-0.484666666666667
C2orf19	0.356
HNRNPC	0.144
TMEM100	-0.3875
LOC116349	0.56125
OR51M1	0.4585
CCDC142	-1.041
ISG15	1.278875
ZCCHC14	-1.042375
CREBL2	0.410375
TGDS	-1.90925
DC2	-0.21225
CACNA2D3	-1.98678571428571
ZNF429	-1.5525
LYPD6	0.7045
SUCLG1	0.002
OR51I1	-0.526
MAGEH1	0.45825
PRPF40A	-1.165
SMR3A	0.7785
SPINK2	-1.85875
THAP2	-0.245625
NPY5R	-0.660125
IRF4	-1.979
SPESP1	1.914
OR10S1	0.4815
DTD1	-0.9655
TUBE1	-1.91625
DDX19A	-1.013
PDPN	-1.180875
TMEM34	0.1185
MGAM	1.36875
COL3A1	5.31416666666667
GFM2	-0.2854
OR5A2	0.2965
PSG9	-0.68975
ARHGEF11	0.323166666666667
IVNS1ABP	-0.6885625
SIGIRR	1.44325
DUSP19	-0.2755
DNAJC14	0.3508
ACSS1	0.56425
IL1RAPL2	1.6735
C4orf30	-0.617
SEPT4	2.26775
LANCL3	-1.7305
SPAG17	0.3125
PRDX3	0.225375
HNF1A	-1.201375
P4HA2	-0.57125
RFWD3	-1.1765
MOV10	0.36125
DNAJA5	-0.965285714285714
LOC729440	0.285
LOC200383	0.130428571428571
SMC2	-1.43375
MIXL1	-0.684333333333333
TMEM9	1.04425
FAM86A	1.1605
ZNF174	0.4998
MYH14	-1.4565
CCR8	-0.22525
VPS37C	1.35916666666667
GPATCH1	0.102
B3GNT8	1.979
TBX4	0.26475
CNR2	0.610666666666667
PCDH1	1.605
C5orf29	3.553375
OCIAD2	0.82525
PLCG2	0.0765
KIAA0247	1.815875
HRH3	0.4704
CAPN13	3.293625
CCR1	-0.4172
MGC15523	0.813444444444445
UVRAG	0.740166666666667
DNAJA2	-0.380666666666667
ITGA2B	-0.338666666666667
CLDN5	3.765625
PTPRN2	-1.62357142857143
ZNF512	0.0385
PSAP	1.10457142857143
CCDC140	-1.317
LRRC55	0.29525
CYP26C1	0.000999999999999994
C8orf47	5.6145
LYN	0.138625
DUSP6	-1.38866666666667
TGFB3	2.49793333333333
ELK1	0.2903
PCDH11Y	-0.0865
HGD	0.4685
C17orf58	1.31825
MYO3A	0.5775
SERPINE2	-3.3475
AARSD1	-0.735125
C14orf73	-0.8395
ADAM33	-0.0045
ZNF491	0.0525
MAPK6	-2.28233333333333
TCN1	-1.0755
SLC24A6	1.5525
UBE2R2	0.48875
H1FNT	0.29175
TATDN2	0.1285
LILRB1	1.519
P2RY5	1.309
NUCB2	0.42275
C2orf37	1.14875
SNX27	0.733666666666667
MTA3	0.00725000000000001
FOXO4	1.048875
ID4	-0.864833333333333
SOX5	-2.68716666666667
PXMP3	1.169125
OR52M1	0.53
SFT2D3	-0.11925
INA	-2.7265
MCOLN1	1.55525
NFIX	0.009
CLEC14A	5.43416666666667
HIBCH	0.0748333333333333
PLA2G5	0.7175
TIMM10	0.518833333333333
MED17	-0.4187
COL4A4	-1.1305
TPP1	0.598166666666667
GJA3	-1.07683333333333
TMPRSS5	-1.74575
AADACL3	0.6115
DNMBP	1.24325
ENPP5	2.79583333333333
NQO1	0.5659
ZSCAN2	-0.593875
SEC24C	0.4315
GTF2A1L	-1.0765
AXIN2	-1.4195
FAM33A	0.65625
C16orf13	-0.07125
SPNS2	0.912
TAF1	-0.64575
AP1G2	0.8325
RBM42	0.156166666666667
HCN2	0.629666666666667
EFHB	0.131
RUSC1	1.4525
GRIK5	0.3195
USP21	0.551166666666667
ATAD3C	0.87375
ORMDL2	1.29875
PRSS7	-2.04125
PSAT1	-3.806
FLJ13195	-0.856333333333333
TBC1D1	0.788833333333333
IFNG	1.175
OTOS	0.227166666666667
ZNF773	0.365
EMD	-0.99175
RETN	0.50575
CCL8	3.952
APH1A	0.519375
COX18	0.201875
GTF2IRD2	-1.0325
CCDC82	-1.80758333333333
PAFAH2	0.7745
NPEPL1	-0.5352
RP11-114G1.1	-0.0565
TP53INP1	2.029125
ZNF300	-2.37183333333333
FOXL2	-2.759
LARP2	0.876166666666667
LATS1	-0.0255
HTR6	0.4755
SPOCK2	0.289333333333333
RNF144B	2.2385
HTATIP2	0.069875
MGC10334	0.08075
CENTA2	2.32183333333333
FGF2	-1.94075
FXYD7	-0.0495
PHYHIPL	-1.77975
GPR34	5.22525
DDX6	-0.19
OR10W1	0.6105
LHFPL1	0.2945
ZNF313	-0.7995
VPS28	0.756
AP3M1	0.2908
AKR1CL2	-0.227
TRAF4	0.439
OR2B11	0.663
C19orf12	-0.919
AKAP9	-0.605333333333333
C1orf62	-0.5385
SLC20A1	-0.64
FAM112A	-0.369
LDB2	0.77575
MRPS23	0.61275
KLK5	-0.5495
SPTB	-0.0669
EFEMP2	0.91075
EFNB2	0.968625
PCM1	-0.242
NMNAT3	-0.154125
TSG101	0.310666666666667
C8orf40	-0.203333333333333
NOB1	-1.56775
ABHD3	2.477
GTF3C4	0.58575
PIGN	1.039
GALNTL1	1.31625
AEBP1	2.262
OR9Q1	0.6225
ANKRD2	0.33
CCL28	-1.12025
TRIM38	0.301
TMCC1	-0.03675
SMG5	0.2885
LRRC7	-0.5915
NCAPD2	-0.974833333333333
C6orf153	-0.23725
C1orf74	0.8165
OTUD6A	0.548
DCP2	-0.712333333333333
TMEM24	-0.49325
RPL18	-0.749833333333333
TMEM177	0.54175
LRRC37A3	0.41725
C1D	-1.47666666666667
LDHC	2.32375
UBE4B	-0.793333333333333
NIT1	0.217
BTN3A3	0.62325
RASD1	-0.084125
COMMD3	1.01875
SHFM1	-0.72625
BIRC8	0.106
DUT	-1.99875
C12orf51	0.265
LRRC59	0.232833333333333
LY6H	1.89475
WDR22	0.0244166666666667
EDEM1	0.582
ADH1A	2.7665
PANX2	0.4185
CYP11B1	0.62825
CDC73	-0.27925
GPR172A	1.10575
GSTM3	1.86507692307692
KCNA5	0.71225
SERAC1	1.35466666666667
NFATC2	0.3635
ANAPC5	-0.2909
C15orf24	0.66775
NFATC2IP	-0.112166666666667
TNRC6C	0.536166666666667
MGC102966	-1.99475
FGD5	1.42866666666667
MED9	0.155
RAB13	0.179666666666667
C15orf49	0.116
CRYGS	-1.6174
C12orf53	-0.4701
LOC283693	-0.3985
COX6B2	-0.24275
PHF14	0.010375
FAM3A	-0.093625
RPL13	-0.2781
PRDX2	0.728
FLJ34047	-1.261
PRMT3	-0.44075
KCTD19	-1.09
TRIM10	-0.119333333333333
MGC26597	-0.576333333333333
GCNT4	0.439
GPRASP1	-0.0495
CDKN1C	-1.40091666666667
RHBDL2	3.4909
HSPH1	-0.05675
AQP1	3.43675
COL17A1	-2.7682
GFAP	0.49825
CDC16	-0.235
KIAA1614	0.046
C6orf118	0.0746666666666667
ZSWIM5	0.2155
FAM83F	2.85025
LYNX1	0.1065625
SYNPR	0.00733333333333334
XG	3.403
PRSS16	-0.720875
KIF13B	1.21992857142857
PCDH9	-0.89175
HIST1H2AH	2.2835
RBM18	0.773
ZNF626	0.61225
HEXIM2	0.461333333333333
ITFG1	-0.588
TUBG2	0.191
SFRS7	-0.0379166666666667
C9orf14	0.529
EXTL1	-1.2965
GBP3	2.18533333333333
WDR5	0.476
RARG	0.137166666666667
MYO7A	0.114625
CECR6	-0.6905
C13orf3	-0.534
SFRS18	-2.253625
ACVR1B	0.432333333333333
PSMD1	0.5547
C7orf31	-0.658666666666667
ILVBL	0.2695
IFNGR1	0.5935
RNF186	0.4125
NOL9	-1.2485
MAGEL2	0.095
SLC29A2	0.35425
NHSL1	-0.78225
RBMX	-0.8295
PSORS1C2	0.311375
RAD51L3	0.296083333333333
LCN6	0.8295
ORAI2	-0.711375
BRUNOL6	-0.269
OR4K5	-0.095
CDC123	-0.642875
MSLN	-1.60216666666667
WWTR1	0.740166666666667
ZNF700	-0.873166666666667
COBL	0.25
PPP1R16B	0.241875
GAS7	-0.0435
MDN1	-1.322875
HAAO	0.626
C9orf68	0.976
TNFAIP2	0.5585
FOXN1	0.39
hCG_2033311	0.440333333333333
ATP6V0D2	-0.2865
RPL41	0.958625
SLC38A1	1.68475
ARHGAP6	-0.570333333333333
ADAD2	-0.43225
PHF20L1	-0.1814375
MCM3AP	0.4275
ST3GAL3	-0.275333333333333
SNX1	-0.0906666666666667
ELF5	2.47725
PARP3	-0.379
RBM8A	-0.34125
LINGO4	0.882
ITGA9	1.31933333333333
ZFR	-0.678
ACSL6	-0.372375
FLJ20699	-0.8297
DAOA	0.1965
FABP4	4.57475
KCNB1	-1.34275
CANX	-0.2814
SLC25A28	1.385
ADIPOR2	-0.2605
ECHDC2	1.205875
SMA4	-0.91375
FRZB	3.162625
PABPC1	0.761166666666667
DMRTB1	-0.146375
APOBEC3G	-0.27525
CATSPER2	-2.14066666666667
CUEDC1	1.82
STARD9	-1.588
CLDN8	3.0805
LOC23117	-2.38404545454545
E2F6	-0.252777777777778
TMEM126B	-0.193666666666667
DPY19L4	1.69325
GIMAP5	3.198
NDUFA9	0.309833333333333
FAM77C	-0.2315
CTPS2	1.31625
LOC51035	0.301
WDSOF1	0.20925
EGLN3	0.12325
PITX3	0.856666666666667
OR52E8	0.14
GRM4	0.051
KLK1	-1.57916666666667
GPM6B	-3.332125
RRAGD	0.4475
PAGE5	-2.976
UCHL5	-0.877166666666667
ULK3	-1.08766666666667
AIM2	0.192
PNO1	-0.5415
OR2F2	0.8905
GNAT2	-1.137
SIX1	2.89875
ST13	-0.53875
ZBTB44	0.677125
TIMP2	-1.035
ZMAT4	-3.44525
GTF2IRD1	-0.6335
ZNF19	-0.0158333333333333
ZNF714	-1.00525
RSC1A1	-0.5825
C9orf80	0.01475
PSMA8	0.1955
TMEM141	1.6025
COX4I1	-0.9265
CTAGE1	0.653666666666667
DTWD1	-1.323
HSD11B1	0.77875
KRT6B	-1.300875
ARID4B	0.623
LHFPL3	0.381
WWP2	0.281083333333333
ZNF326	0.2065
RGPD1	-1.5985
CTSH	0.638
FASTKD1	-1.181
PAF1	0.8614
TTC9C	0.22075
IFT57	-0.1113
PRSS36	0.9655
IL20RB	-1.913
ZNF592	-0.627166666666667
DCTD	-0.4995
CFP	0.712
MFNG	-0.203375
JMJD2B	0.97475
ALDH3B1	-0.23
THSD4	0.272
KCNJ5	2.908
LMNA	0.612333333333333
TBCD	1.444625
ZNF250	-0.617666666666667
CASQ2	2.2335
PEG10	-0.9935
PRAME	-4.70733333333333
NP	0.63675
TRIM59	1.14933333333333
ZNF12	-0.018375
XTP3TPA	0.8575
SIGLEC7	0.4014
PANK4	-0.62775
FAM70A	-1.32283333333333
SNED1	0.34875
HIP1	-0.2521
RAET1E	-0.941666666666667
AMAC1L2	-0.574
AHNAK2	-0.668583333333333
TOE1	-0.405833333333333
RECQL4	-0.719
SPRYD3	0.94375
DPAGT1	-0.169
MAGED2	1.5856
ANKRD55	-0.0485
TRPS1	2.84275
DOK7	-1.42925
TFPI2	-5.14075
GTF2H3	0.4775
CYP4F11	1.31425
LHX2	-0.9235
ATG16L1	1.05116666666667
ASB12	0.45
C1orf116	4.36575
NF2	-0.58145
POM121	-0.489
PHYHD1	2.0358
TXNDC17	0.447666666666667
DKFZp779O175	-0.478
NUP62	0.0350714285714286
MYO18B	-0.2935
PRAMEF1	0.051
TCBA1	0.742
TMEM168	-0.2925
FJX1	-1.3475
CLCF1	-0.8615
SEPN1	0.5325
IGSF2	0.3385
NUDCD1	0.253333333333333
TFF3	2.45416666666667
NDFIP1	0.483714285714286
CHCHD4	-0.446
TNR	0.574
CUTA	-0.0875
USP44	-3.4655
DPP10	-0.345833333333333
IWS1	-1.28716666666667
PCGF1	-0.157
SULT1C4	-0.147
NTF5	-1.39975
PTPN13	0.00525
SSTR5	0.3445
SFRP1	-3.671875
IDH3B	-1.216
SUOX	2.28566666666667
TMCO5	0.14925
GOLT1B	-1.071
MIB1	0.698285714285714
PCDHGB1	1.0095
SUSD1	0.08075
ICAM5	-2.473
PAPOLB	0.5515
URM1	0.0413
TMEM106B	0.317333333333333
LRIG2	-0.97675
SLC27A5	-0.33975
CLIC6	2.397
ZNF420	0.885333333333333
SCN9A	-1.3123
KIAA1909	-1.27575
ELMOD1	-1.2125
PRKAG1	1.15875
FAM64A	-0.346777777777778
EEF1G	0.62815
SMAD5	0.135
INCENP	-1.10575
WASF2	-1.1575
GARS	-0.5864
CDK10	-0.6445
HLX	0.9435
MDM4	-0.37325
ZNRF1	-1.53421428571429
HHATL	-1.379
FAM21C	0.5846
HIST2H3C	0.44075
PFDN2	0.4795
ZNF200	-0.63725
NDN	-0.7195
HBA2	-2.41116666666667
FBLN5	1.53675
PUM1	-0.111857142857143
TNNT1	-3.72566666666667
C19orf59	-0.081
HNRPH2	1.05666666666667
RAB7A	0.2635
PMS2	-0.7095
