Hybridization REF	TCGA-A8-A0A1-01A-11R-A00Z-07
RSPH1	3.34275
ZSCAN5	-0.58625
RIMS3	-0.552833333333333
KRT76	0.0045
CEACAM4	0.6785
SIRPB1	0.595875
CFHR4	-0.9145
SOX3	-1.08533333333333
GATAD1	-1.065625
C21orf57	0.31975
TMC8	-0.537666666666667
AVIL	0.889
LMOD1	2.867
HIGD1A	0.21275
NEU3	0.635333333333333
DES	0.046375
BZW1	-0.6221
ZNF221	0.046
CCDC27	1.042
GDAP1	-2.11175
RBBP4	0.6585
MGC40499	0.2455
PHKA1	-1.10125
PRKAR1A	0.0526666666666667
HSD3B1	-0.6615
RAD52	-0.850833333333333
CD207	0.275
LOC389791	0.586
RSPO1	1.261
TMEPAI	2.714875
MFSD2	0.63625
ETV4	-3.11341666666667
SCGN	-1.0195
LOC391356	-0.532
MPP1	-0.3715
STARD3NL	0.06875
TFAP2D	-1.286
CD2AP	-0.28675
CCL20	-3.4415
CCDC86	-1.3045
ZFP30	-0.665
CTBP1	0.4615
MAK10	0.388
STXBP5	-1.07183333333333
LOR	0.7635
MAP6D1	-0.847
ARMC7	0.651
TMEM150	0.4429
NSL1	-0.12475
KIF5A	-0.822285714285714
ASCC2	0.4745
PSENEN	0.334666666666667
OPTC	0.00800000000000001
FCRL2	-0.6572
KBTBD11	-0.64275
PCK1	0.45925
CENTD3	-1.589
MEGF8	-0.42475
ALPPL2	-0.2095
OBFC2B	-0.285833333333333
ZFYVE20	0.240125
GALC	1.12516666666667
CTRB2	0.24225
C20orf71	-0.135
TBKBP1	-0.162333333333333
CAMLG	0.513125
TREML4	1.8075
RSAD1	0.03
TUBA3D	1.4711
KIAA1833	0.527875
PNPLA1	-0.1905
LRRC34	-1.3275
CDH26	-1.11566666666667
ZNF167	0.800666666666667
ZBTB26	-0.194
VWF	3.5527
VTN	-1.11216666666667
BAD	1.10175
PDS5B	0.26775
ZNF644	-0.585083333333333
SH3GLB2	0.34925
SMPDL3A	0.165
NRG2	-0.7955
IL15	1.64916666666667
GABARAPL1	0.0756666666666667
LAT2	0.6709
SLCO1A2	-2.34966666666667
LIG4	-0.47775
GSDMDC1	1.280625
BMP4	0.295
METT10D	0.103
SYCE1	1.22125
SPANXD	-5.53225
SLC12A9	-0.3985
MC1R	-2.5595
RNF168	-0.8985
TRIM69	0.41025
GALNT7	1.66516666666667
ISG20L2	0.2935
KIAA2026	1.18
TNFAIP8L1	0.266
DPY19L2	-1.63025
C12orf63	0.616
PRDX5	-0.21325
MED6	-0.446
TXNDC5	-0.97425
CD46	1.2555
CCK	-2.20275
C17orf48	-0.15
ANUBL1	1.53725
SIT1	0.3405
TYSND1	0.502666666666667
DEF6	-0.1915
GLT8D4	1.631
UTP14A	-0.050375
RPH3AL	1.06775
NXF1	0.388666666666667
TRERF1	-0.594
TUBB3	-1.1168125
SLC24A2	1.288
SEC22B	0.639833333333333
ZNF653	0.35875
GGTL3	-1.8275
CDKL2	-0.24175
CTF8	-0.494416666666667
EPC1	1.1945
CYP4A11	0.00716666666666666
THRSP	4.21683333333333
LELP1	-0.109833333333333
TES	0.70925
C17orf87	3.002
FERD3L	0.1025
SH3TC1	0.636
RAB36	-0.686
CRYGB	0.426
GRIA3	0.2902
BHLHB9	1.045
C1QTNF9	1.454
GOPC	0.223375
PNPLA8	-0.278333333333333
ZNF444	-0.008
FMO1	2.88425
POLR3C	0.677
SLC35F3	-1.70675
SGCG	-1.3295
DCDC2	-3.73683333333333
NANP	-0.973
MGC23270	-0.4165
BEX4	0.208333333333333
HYDIN	0.7191
RPS6KB2	-2.368
ADRM1	-0.545
BAT3	-0.76375
RAB31	1.95825
SCGB2A1	6.39225
SLC6A14	-4.59225
DDX4	-0.83
PRRC1	0.515166666666667
AP3B2	-1.33933333333333
TRGV7	0.304166666666667
TMEM184B	0.82575
ADPRHL1	0.762166666666667
C21orf45	-0.738375
ARNTL	1.25925
AADAT	-1.02425
CCL2	1.36816666666667
SNTB2	-0.0425
RGS9BP	-0.99825
KPNA1	0.54825
TMEM41B	0.363333333333333
S100A11	0.7475
DOT1L	-1.636
EFHC2	-0.05125
CLTC	0.440333333333333
SRP9	0.853142857142857
ZNF521	-0.03375
FAM26F	1.4015
GPR88	0.119833333333333
COL13A1	-1.52483333333333
CHMP4B	-0.1171
SIGLEC6	0.130333333333333
NFAM1	0.576625
PVRL2	0.9453
ALKBH4	-0.46725
CCDC93	0.1949375
NXT1	-0.12425
KCNK4	0.8155
TROAP	-1.95266666666667
KCNA10	0.1885
CCDC114	0.224333333333333
RAN	-0.525916666666667
LMTK2	-0.4175
LOC400657	0.0505
UFC1	0.96525
UBE1DC1	-1.1455
EEF1A1	0.583277777777778
CHAC1	-0.2685
HMGA2	-5.387
B3GALTL	-0.423
ING2	0.628
C1orf109	-0.983
INTS3	0.904625
ZNF558	1.0325
TRPM4	1.74266666666667
LTB4R	-0.9575
ISYNA1	-0.7465
LSM7	-0.37925
LRRC47	0.152875
ZNF179	-2.70516666666667
EXDL1	-0.1255
SLC4A10	-0.687125
ACSS2	-0.308166666666667
COPS7B	-0.208
KIAA0040	2.22616666666667
C1orf95	0.698
AP1GBP1	0.099
OR9A2	0.5105
FAM71C	-0.129
RIN1	-1.398
ITGA4	-2.1295
DNAJC6	-1.24766666666667
CLOCK	0.690333333333333
SLC35A4	0.746666666666667
DSG4	0.64625
LOC26010	0.2115
NSUN2	-0.567
TMEM86B	-1.7157
C14orf135	-0.107
KIFC3	-1.2725
PHF5A	-0.379
NCAPH	-2.1015
STK11IP	0.4195
FLJ42953	1.285625
CCDC19	1.78033333333333
ZNF329	-0.7555
TAX1BP1	1.21766666666667
ZDHHC18	0.344333333333333
C10orf88	0.383
TMBIM4	1.6856
NMUR1	0.6345
KIR2DS4	0.160375
C9orf90	-0.03625
MGC87631	-1.175
KDR	2.9441
ST3GAL2	-0.7255
RLN2	0.748833333333333
HPD	-3.931
MOXD1	-1.52733333333333
PDGFRL	1.88416666666667
SMYD4	-0.519
FAM103A1	-0.5365
MFAP4	0.00383333333333333
LOC285141	0.63575
TMEM45B	-2.326625
SMCR7L	-0.459857142857143
GZMH	4.36175
CBLN1	-2.80966666666667
CNNM1	-1.09675
PHF17	-0.6845
NUP98	0.559916666666667
RMI1	-0.45475
PTPRS	0.35825
ANKRD57	0.4605
CLDN15	-0.915666666666667
OR51A2	0.9575
GUCA2B	1.188
DOCK9	1.64825
ITGB1BP1	-0.621666666666667
DLG2	-0.68275
BRAP	0.06675
SESN3	0.92425
ZC3H7B	-0.20525
FAM101A	1.77416666666667
FKSG24	-0.55
ZYG11B	-0.319375
RFC2	-0.49925
SH2D3A	0.846666666666667
DVL3	0.2925
ADFP	-0.280833333333333
KRIT1	-1.030625
SERTAD3	1.50733333333333
LEFTY2	-2.53525
KRT27	0.525
SCFD2	0.33675
MN1	-0.00975
RORA	0.23125
PTPRD	-0.76025
PIAS2	0.390833333333333
CYP4X1	6.85083333333333
FBXL15	0.27125
MYH15	-0.626166666666667
CRX	0.407666666666667
TBC1D13	0.7185
SLC22A17	0.922833333333333
PLK2	1.82716666666667
ARHGAP9	1.8965
EIF1B	-0.70325
C20orf185	-0.0175
DEFA7P	0.351
PRIM1	-1.73666666666667
CRYAA	-1.60325
BACE1	-0.34075
AGTRL1	0.756166666666667
ACAD9	0.15025
GRASP	0.18975
RBP4	-1.11316666666667
TFB2M	-0.28375
METTL9	-0.5785
ATP5O	-0.2525
SP100	0.5723
CPSF1	-0.487833333333333
S100A4	0.05575
LIME1	-1.03825
GPR137C	0.11075
OR2A2	0.4545
C2orf29	-0.38975
NUP188	-0.48725
SDPR	-0.264
RAI1	0.4485
RPS20	-0.5486
LAMB1	-0.45375
ADM2	1.26483333333333
ZNF229	-2.34525
DKFZp434K1815	-1.98025
EPN3	1.165
CLIC3	-1.97275
MEIG1	-0.62625
HMGB4	-0.55375
STARD10	2.433125
KLF8	3.1935
EPB41L2	0.263833333333333
JMJD6	-0.5105
CTSL1	-0.147833333333333
GPR27	1.497
ELAVL4	0.644375
MMP21	-0.3555
PPM1B	0.56825
SUV39H1	-1.12375
AAMP	0.5655
TUSC4	0.827166666666667
MBD6	0.138
KLK13	-0.398125
FMNL3	1.087
TRIM13	0.959416666666666
C15orf5	-1.03
IQCF1	-0.121
CACNG8	0.278
SLC35D3	0.236166666666667
ZDHHC9	-0.1295
ODF3L1	-0.07025
C9orf86	-0.2328
TSEN2	-0.82825
C17orf64	0.25025
SEPX1	0.1999
TSPO	0.4805
SYMPK	-0.698
ADORA1	0.03
TSPAN10	0.271375
SEMA6C	0.152333333333333
RTTN	-0.2729
IL2	0.981166666666667
ARRDC3	-0.665416666666667
TBPL1	-1.00266666666667
STX12	0.79825
MRPL39	-1.01075
OR8H3	-0.503
IFIT5	1.40933333333333
CASC5	-2.908375
FAM46A	-0.754833333333333
HPCAL1	-0.885625
CYLC1	-0.243
VGLL2	0.303
C20orf191	-0.01525
CDH1	-3.11508333333333
ITPA	0.012
CCDC101	-0.639
D15Wsu75e	0.17325
EDA	-1.4715
CREG1	1.1195
OR7G2	0.754
SAP18	0.7715
IFIT1	2.12325
CALML3	-0.744666666666667
FLJ37440	1.667
FNDC5	0.80825
SERPINB6	0.321642857142857
JUNB	1.3521
SYS1	1.7515
SCN2A	-0.213666666666667
ZKSCAN5	-1.1274
WNT7A	-0.236666666666667
TSHZ3	2.39825
RNF148	1.1665
H6PD	1.0535
CAD	-0.888333333333333
ZNF449	0.2085
DOCK10	0.3645
FAIM2	1.25366666666667
HEXDC	0.68925
PRB1	-0.327
C14orf148	-0.2185
ETHE1	0.61875
IRF5	1.1989
GNMT	-0.68
MGC16291	-1.51475
RPAIN	-0.7575
CAGE1	-0.5195
CNTNAP3	-3.239
ACTR1B	-0.3755
EEF1E1	-1.6735
MSX1	-0.482375
ESF1	-0.8881
HSPC171	-0.48475
MRPL2	-1.34166666666667
RDH12	-0.329833333333333
CELP	0.131
METRNL	0.08375
C10orf116	4.434
C19orf48	-1.58975
ZNF346	-0.473625
NCR1	-1.607
C10orf64	0.8565
CD52	2.0715
VPS18	1.196625
AP4S1	-0.4855
NPBWR1	-0.418
TPK1	1.39025
UBA52	-0.782055555555556
RIPK1	0.85
CPNE3	0.1665
HSPC159	0.20125
C8orf38	0.13575
LRRC4B	-1.4945
PARP10	0.5653
ANKRD50	1.571125
CXCL9	7.01025
FGF18	1.24318181818182
EIF2A	0.43675
SLC20A2	0.440666666666667
KIAA1549	-1.35791666666667
SPINT1	1.5408
ZNF584	0.074
CRBN	0.2045
ABCF3	-0.054
NCBP1	-0.416333333333333
PLA2G4F	0.709333333333333
PCDH10	-0.858125
TTC21A	0.87125
C20orf144	0.138
FGFR1OP2	-0.358
SLC9A1	0.7005
CHRND	0.444
FOXF1	-2.41275
KIAA1467	1.27075
TPO	1.79733333333333
LTF	5.30614285714286
DNAJB9	-0.31625
MRPS27	-0.3975
bA16L21.2.1	-0.038
WBP2	0.214333333333333
MRGPRX3	-2.07416666666667
PRPF18	0.3165
C10orf58	0.646
SMOC1	-2.9171
ADAT3	-0.107166666666667
TMEM138	0.2985
TMEM131	0.12425
TIMM8B	-0.66925
MYH7	-0.259333333333333
ST6GAL2	1.683375
KIF1C	0.215
SUHW2	-1.8925
PAPSS1	0.59425
CABP2	-0.1575
HOXA4	-1.75375
ELF2	0.039
SEMA3D	0.2294
MC5R	0.425
OGFR	0.1855
FLJ30092	0.3505
TGFA	-0.6873
MMP17	0.0695
KIF15	-2.545
CHIA	0.27875
CATSPER3	0.5675
CEACAM7	0.792666666666667
PADI2	1.466375
HOXA9	0.3035
LNX2	1.1105
TMEM144	3.07775
HIF1AN	1.33175
METTL7A	-0.2174
C6orf165	2.98033333333333
KIAA1468	0.89775
DSG3	-1.7935
ZNF180	0.212666666666667
EIF4E3	1.40725
SLC46A1	1.367
DKK1	-6.9705
ZNF205	0.524
LOC162073	1.118
COX7A1	4.72275
MAGEA1	-4.93166666666667
NEDD8	-0.430166666666667
KLHDC5	0.121833333333333
C3orf19	-0.0243333333333333
MRPS2	-1.096
POLR3H	0.334857142857143
ABHD11	0.7962
TMEM17	0.77775
PAIP2B	0.2107
MAT1A	-4.97125
LGI3	0.01325
THUMPD2	0.1035
TKTL2	-0.06575
XAGE3	-1.747
CALM3	0.57625
C6orf136	-1.18683333333333
KCNC4	0.474166666666667
RGS9	-0.2365
ACIN1	-0.230333333333333
SPATS1	0.279
XKR8	-0.30125
FAM84A	0.782583333333333
MS4A7	5.48354545454545
AGXT2L2	0.51225
OR1F1	-0.06
SMAP1L	0.3825
IPO11	0.245875
ZC3H11A	0.7260625
C1orf151	0.64475
RNASEH2A	-1.0005
CCR10	-1.4735
TXNDC11	0.659416666666667
TMEM112	0.814375
MAP1B	-0.0957142857142857
NVL	0.5095
PKM2	-0.3716
ARC	-0.813
NUP54	-0.2135
PPFIBP2	2.2335
STAT2	1.37325
PTAFR	3.13933333333333
ROBO2	0.5495
RNF40	0.409333333333333
CCDC135	-0.663666666666667
IFT81	-0.339444444444444
MORF4	-0.13825
TM7SF3	-0.05425
OR10H3	2.7875
ABP1	-0.309875
CHRD	1.228375
PLEKHA8	-0.0763333333333333
NCALD	0.53
OR5AK2	0.508
ACCN1	0.266166666666667
SLITRK1	-0.07475
ARMET	-0.306
C9orf52	2.2685
REEP4	-0.4615
MTSS1	0.851625
ADH1B	3.768
DLD	-1.097
CDK5	-0.81425
PPFIA1	0.2153125
WFDC3	0.322
DNAJB12	1.04807142857143
RANGRF	-0.646
MLANA	-4.76025
AMY2B	0.2845
KIAA0319	-1.723625
RPS7	-0.744
JAK3	0.2268
ARFGEF1	0.97375
CXCL5	0.24525
TRAPPC4	-0.829
CETN2	0.82725
HSPC111	-1.6295
RHOBTB3	-1.8164
PHLPP	0.2535
RGS10	0.77925
TMEM58	0.68325
CHERP	-0.18125
HSP90AB3P	-1.34933333333333
FSTL3	-0.6855
PEX11A	1.28375
OR5V1	0.606
FCN3	1.0955
PTPN3	0.604125
NPTX1	-5.095625
C21orf84	-1.1345
C11orf51	-0.1165
ZBED2	3.267
FLJ90757	0.85525
NPY2R	1.35225
PLD3	0.518
SYT17	2.44633333333333
SGSM2	0.3435
OR1A2	-0.0779999999999999
FOXP1	1.98975
SLC5A1	2.53875
POFUT1	-0.5904
EPHB6	-2.8505
MYO1G	-0.741125
STAC	-1.5075
KLHL17	-0.476333333333333
RGMA	0.606
TJP2	0.2268
FAM114A1	0.549666666666667
SERINC1	1.7015
SLC9A8	0.436
PEX19	1.065875
EDN2	3.3295
PSMD7	-1.35477777777778
C3orf41	-2.34425
UQCR	-0.713375
PPP1R3C	2.5745
LRP4	-3.06116666666667
TM2D1	0.41925
TTC17	-0.1364375
C4BPB	-4.179875
CCL25	0.63325
ZNF253	-0.0491666666666667
CHRNA9	-4.27375
SOX11	-1.946
HIVEP3	0.552
CGN	1.9585
C3orf35	0.553625
PKD2L1	2.62525
SYVN1	0.10475
PDE8B	0.827375
LOC439951	0.23425
LTC4S	2.32766666666667
MIF4GD	0.606333333333333
SMARCA2	1.3054375
TUBGCP6	0.564333333333333
CABLES1	0.57725
C16orf77	1.14316666666667
ZNF791	0.46775
FUT5	-1.3925
ADH6	-2.44016666666667
P4HB	0.54375
CLDND2	-1.58725
ALKBH8	-0.07575
PLAC4	-1.7775
F11R	1.12335714285714
MGC35295	0.0536666666666667
PDZD4	-0.480166666666667
LOC389073	-0.78725
FAM80B	-0.305
PSMB1	-0.004875
TXN	-0.436
VIPR1	1.5408
WBSCR18	0.5348
EXOSC6	-0.4935
ACTA2	3.87116666666667
SP5	-2.77866666666667
ANKRD1	-3.2235
DDR1	0.3674
ATP6V1D	0.27375
PTGS1	-0.103583333333333
RNF157	-0.889
DCC	0.817333333333333
SPAG7	0.089
FBXO18	0.36575
UBE3C	-0.9735
HOXC6	0.8095
LRP2BP	0.368333333333333
MYST2	0.284
PDSS2	0.425
ATE1	0.11725
ARAF	0.194
KLF10	0.12625
PLA2G2E	0.1925
ASCL1	-0.719
TSNAXIP1	1.5515
FAM131B	-0.2395
IFNA10	0.726
NUP43	-0.865375
FAM44B	-0.200875
L1TD1	-4.34233333333333
NMD3	-1.218
C18orf54	-1.3401
PHOSPHO1	-0.771
RAG2	-1.3415
EMILIN3	-0.3305
METTL3	-0.75125
VPS13C	0.979375
REXO2	-1.5795
ANXA4	0.121
CA1	-1.156
DCP1B	0.293
TULP3	-0.602333333333333
ATP2A2	0.06
ATIC	0.1245
ADAM15	-0.300833333333333
NPL	2.73016666666667
LGR4	-1.058
UEVLD	0.972333333333333
GAB1	1.519
SNAI2	-0.592833333333333
ZGPAT	0.4723
SNF1LK	0.0885
DLEU1	-0.70525
UBE2Q1	0.591875
ZMYM6	0.4115625
JPH3	-1.27
FAM38A	-0.31525
PXK	0.0403333333333333
DENND2D	2.58475
BAX	-1.63075
CP	-0.883454545454545
RPL37	-0.8447
G6PC3	0.378125
NCOA4	0.733333333333333
LRRC14	0.1135
GORASP1	0.8345
FCHO2	1.194375
CYP24A1	-3.7211
FXYD3	1.963875
SMARCAL1	0.4485
ABCB8	-0.628833333333333
CCDC44	-0.13775
PRDM7	-3.29675
USH1C	-1.501
DNAH5	2.47
SRF	-0.0409166666666667
MAL2	2.24266666666667
PGPEP1	0.495916666666667
SIN3B	-0.407
SEMA3C	0.809833333333333
GRAMD3	1.519
FBXO10	-0.34975
OR5D13	0.371
FLJ31818	-0.589875
CACNA1I	0.300625
S100A13	-0.3015
TP63	0.514857142857143
ANXA11	1.0947
WDR66	1.323375
CSF2RB	0.7835
IFI44	0.78475
DACT1	2.1035
ANKRD23	-1.822
ATP5G1	-0.825
C21orf70	-0.631
PPWD1	-0.819
DNAJC13	0.30825
PAH	-3.495
PTCH2	0.80025
TRMU	-1.32425
CCDC9	0.402
USP3	-0.194
DCLRE1C	-0.05
FAM55C	0.51425
FRMD4B	2.06775
CYP2R1	0.222
RFPL1	0.4707
XPO5	-1.18875
ARL6IP2	-0.6745
OSBPL5	1.68525
MMP9	4.80072727272727
KIAA0802	-0.89
DHRS2	-3.5005
SGEF	-0.073375
TXNDC10	-0.9553
EXOC6	0.66975
RPS27	0.582833333333333
PNCK	-1.43983333333333
FSTL1	0.66275
AACS	0.463
SLMAP	0.549833333333333
SAMD4A	-0.1159
ABRA	0.6505
SMARCD3	0.52775
PKNOX2	-3.18316666666667
A4GNT	-0.206
C9orf39	-1.03833333333333
RALYL	0.2195
MGC33556	-2.2635
C10orf25	-0.2955
BBOX1	1.48925
NHEDC1	0.3905
XDH	-1.17275
GCSH	-1.529
EDN1	1.20233333333333
MTERF	-0.9365
CLK4	0.1645
ZNF799	1.34
KCNG1	-2.424125
CXCR4	0.466833333333333
PTPRR	-2.56025
IRAK1	-0.7195
LOC401397	-1.039
TMSB10	0.188428571428571
CXCL3	-3.6922
TMC4	2.47425
OR7A10	0.209
STYK1	2.4965
CHRNA10	-0.089
CCNI	1.273
EP300	0.986928571428571
LOC165186	0.252833333333333
HIC2	-2.93325
SDR-O	0.6115
OR2W1	0.038
KCNA6	-0.0305
TRIM74	-2.07175
REEP6	1.52075
ATP5G2	0.059
ERG	0.7195
TMEM42	-0.50675
PARN	0.338833333333333
SOD2	0.9629375
DIRAS1	-0.874
PNPT1	-0.83625
JOSD3	-2.169
hCG_40738	0.3045
PDE1C	-2.6215
SEMA4D	1.381625
AGPAT1	-0.697333333333333
NOSTRIN	2.059125
MAP3K3	-0.120166666666667
MAX	0.869571428571428
CAPS	0.2195
SERPINA12	0.113
OSBPL8	0.35825
RICS	1.2555
NR4A2	1.601
PPCS	1.46616666666667
LONP1	-0.77025
SCYL3	1.79575
HERC2P2	-1.20166666666667
FIBCD1	0.0225
C15orf41	-1.27025
DMC1	-1.40033333333333
C20orf27	-1.42475
RPS6KA5	1.0286
FAHD1	-0.00166666666666666
SLC12A4	0.20525
BRCA1	-0.966916666666667
GBL	0.027
SLK	0.310333333333333
NUDT9P1	-0.5015
NOXO1	1.259
USP52	-0.608
BAZ1B	0.566125
SLCO2B1	3.8335
BBS12	1.17866666666667
LRGUK	0.578666666666667
TERF2IP	0.33475
COL1A1	5.269
KIAA0090	0.34425
GRK5	0.00333333333333333
AP1S2	-0.7599
TMEM52	-0.9135
CA11	0.064125
OR4A15	0.372
ACBD3	1.2914
SPAG11B	0.145625
PRDM2	1.3155
FOXP3	0.6275
SMYD3	0.3929
LOC389199	0.164
LGI2	1.44866666666667
NAPE-PLD	-0.4304
ANKRD6	1.547
WDR45	0.241
SHROOM1	1.036
PSCD3	0.1145
PYY	0.111
KCNC1	-1.894
ARHGEF9	0.2705
OR8J1	0.65125
GPR55	0.577333333333333
NS3BP	-0.793
C10orf22	0.477666666666667
NAT8L	-0.9085
DUSP4	0.6195
FOXM1	-2.20066666666667
GRAMD2	1.5207
ZBTB48	0.352333333333333
BUD31	-1.4875
PABPC5	0.32
CCDC41	-0.591
FBXO11	0.127
C6orf148	-0.93275
RFXAP	-0.91825
C6orf15	0.103333333333333
CDK8	-0.748
C6orf70	1.156625
TESSP2	0.143
ALG2	0.49075
PPP1R3D	1.05
TPM3	1.15694444444444
SYT13	2.58
EPB42	-0.181
CETN3	-0.73775
PRY	-0.014
NTHL1	-0.610666666666667
POLR2B	0.42
RPS28	-0.462083333333333
P2RX3	0.1565
LYZL4	0.76175
WBP4	-0.097
PMM1	0.0535
C11orf79	0.73525
CBLL1	-1.398
IL1F10	0.354833333333333
VAX2	-0.1105
SETDB1	0.5945
LRAP	1.09533333333333
GCLM	-0.7915
CPEB3	1.89975
PPM1A	0.2841875
INTS1	-0.19225
CAMTA1	0.983916666666667
SAMSN1	-0.70625
LOC158830	-1.209
GMPPA	-0.514
AIPL1	-0.343
IL24	0.175181818181818
BDKRB1	-2.78233333333333
MLF1	1.1713
TAF12	-0.222
ID1	-2.326125
THADA	0.25075
PIK3CB	0.06575
OR4N5	-0.2825
TBC1D17	0.121833333333333
COX8A	-0.73825
CDCA4	-0.725
C2orf44	-0.0995
ZNF534	-1.40825
IMMP1L	0.168
NIPSNAP3B	0.10825
FTMT	0.391
PWP2	-0.702833333333333
MMP15	-1.0063
DNAH11	-1.53925
MTMR14	0.161375
DNAL4	1.33875
IPP	0.1165
TMEM59	1.330125
C1orf157	0.363
RGS4	-0.0705
DDX18	-0.484
SNX6	0.50125
ZNHIT2	0.7785
NCDN	0.0721666666666667
FLJ33534	-0.18925
RAG1	-1.617
OR4D10	0.2325
PTPN5	1.0665
POMT1	0.43025
LRRC8A	-0.1636
CYP1A1	-1.621
CAPN1	0.524
DDHD2	-0.278875
GRIK2	-0.06625
GNRHR	0.13775
PPBP	0.035
HTR3A	-0.781375
SLITRK4	1.0755
ANKRD49	-0.3945
BTF3	0.4542
SARS	-0.26925
C13orf18	0.157166666666667
CACNB1	-0.343428571428571
QKI	-0.0891363636363636
SETMAR	0.752
MAN2B1	1.534
EML3	-0.50425
ACADL	1.716
OFD1	0.1195
DEFB114	0.1855
CGA	-3.4954
PEX16	-0.0733333333333333
LRRC10	-0.091
GNG12	0.2665
C1orf152	0.141833333333333
CHRM1	0.3985
CD53	2.772
DBH	-1.08925
TFAP2B	3.971625
HIST1H2BJ	-1.42366666666667
FAM46D	0.476
TMEM11	-0.28225
C3orf32	-2.82475
PCCB	-0.137875
IPO13	0.171375
C6orf105	-3.9505
COMMD5	0.517
SUV420H1	-0.0518
LTBR	0.81125
ARHGAP15	-0.070125
HDHD2	0.272
TDRKH	1.2405
LOC401052	1.3135
PSG4	-1.71025
GNB4	-0.3664
SPATA4	2.28875
SLC9A3	-2.26
OSBP	0.926166666666667
NBPF3	0.521416666666667
DOCK11	-0.764
SLC39A5	-1.84583333333333
PRR5	0.5058
C10orf63	0.575625
SMTNL2	-1.64775
ADRA1A	0.2315
ASAH1	3.2457
DOM3Z	-0.7469
GIPR	0.623333333333333
AHI1	-0.1695
NADSYN1	0.830166666666667
RGS14	-0.2604
IL18BP	2.0103
RTN4RL1	2.24308333333333
ARMC6	-0.0915
PSMD5	0.0991666666666667
HK3	3.6881
OR4S1	0.2785
RSU1	0.7567
MAD2L1	-2.75522222222222
EIF4A3	-0.5915
DLEC1	-0.452833333333333
E4F1	-0.0663333333333333
CHMP2B	0.684
CAMSAP1	0.1525
RPS21	-1.68883333333333
ARID5A	1.01775
UBE2N	0.1495
IGSF8	0.659
MAGEB6	-1.0755
ACAD11	-0.7366
MGC4172	-1.169
LMO4	-0.95525
KLKB1	-0.48925
HP	-0.4135
HDAC3	0.0445
SCHIP1	-0.28525
CLCA1	-0.1785
OLFML2A	0.92875
C1orf112	-0.865
KIF19	0.545666666666667
HAPLN4	-0.6643
CXCR7	0.872833333333333
GOT2	-0.3764
RAB38	-1.02875
DCX	-0.35825
PPM1H	1.11433333333333
NFYC	0.360416666666667
KIN	-0.141625
ZNF228	1.18475
PLSCR4	2.641
HIG2	-1.24825
FAM79B	7.0275
C21orf86	-0.2585
KCNK10	0.145
ZNF738	-0.182875
FSTL5	-0.9304
OR6A2	0.878
OTOA	1.60733333333333
EXOC1	0.377625
AHRR	-3.486875
PDAP1	-2.597
C19orf6	-0.1365
ZAN	0.12075
LY6G6E	0.1045
EIF4E2	-0.6645
C20orf198	0.541
ZNF324	0.3915
CYP3A5	-2.97683333333333
ENTPD7	1.877
MBOAT5	0.409333333333333
GJB5	0.22975
TTC13	-0.022
S100Z	-1.7585
KIAA0664	-0.288833333333333
PDGFRB	2.24158333333333
IL17D	-0.42225
OR56B4	0.112
RDX	-1.967
SLC34A3	0.188
IL28B	-0.238
JUND	1.03575
CHRNB1	-0.2105
CAMK2B	1.6765
FETUB	-1.6695
CXorf23	1.022
MRTO4	-1.043625
TTC3	1.0172
NDUFB8	-0.528
EDG2	-0.419
SEMA3G	1.734
IL23A	-1.83775
GRHL1	1.8953
LOC441054	-1.663
WDR65	0.59725
PSTK	-0.4325
STOML3	0.428
R3HDM2	0.2024
C5	-1.545
SLC2A10	1.051
C3orf22	0.45875
PAQR3	-1.15792307692308
ANKRD26	0.539833333333333
HCRTR1	0.253
LOC399947	-1.11275
PSD2	-0.8855
TIGD2	-0.753
SCRN1	-0.632375
COQ10A	-0.7925
DDI2	0.5595
METTL7B	-0.991166666666667
UCN2	0.082
FAM92A3	-1.585
WDR16	1.3975
ZNF511	-0.223166666666667
ZMYM5	-0.525875
POLR3G	-3.744
ZNF586	0.2125
C1orf49	0.0506666666666667
TANK	0.101166666666667
RCAN1	-0.716
PELI3	0.834
LIMD2	-0.0894166666666667
TMEM189	-0.694
NTN4	2.115125
LOC151300	0.957
CLEC2A	-1.0525
GPR135	-1.443
DPYSL4	-2.1631
JAK2	0.908333333333334
TSHZ1	1.11233333333333
TM9SF4	0.00187499999999999
ZNF264	0.775333333333334
SIRPG	2.07325
BICD1	-0.43225
HERC6	2.406
METTL5	-0.86
CASP1	1.79725
PRRT1	-0.794333333333333
PLA2G4C	2.405
ICA1L	-0.673142857142857
TPTE2	-0.00699999999999999
OTUD7A	0.138
AQP11	-1.001
APOA2	-4.0035
KALRN	-0.724
SECTM1	1.31566666666667
IFNAR1	0.52125
TALDO1	0.51675
RAB11FIP4	0.682166666666667
EIF5A	-1.381
FAM49A	2.33525
NEGR1	0.564
YTHDC2	0.19375
EHD2	-0.05125
NCF1	3.9284
SCRT2	-0.078
HOXA5	-0.5685
NUP133	0.7095
FGF12	-0.20625
SLMO2	-0.445625
SNTA1	-0.085125
CACNG2	0.242375
GCM1	0.8025
ELF1	0.914833333333333
TLR5	3.12325
TCFL5	-1.37291666666667
RBMY2FP	-0.6515
LOC100125556	0.3805
FAM129B	-0.15975
MAP3K7IP1	0.149625
NCK2	0.052
OXA1L	-0.40775
FMO9P	0.856
