Hybridization REF	TCGA-A8-A07R-01A-21R-A034-07
FSTL3	-0.0333333333333333
PEX11A	1.67975
OR5V1	0.6195
FCN3	0.822
PTPN3	0.00449999999999999
NPTX1	-4.97275
C21orf84	-1.489
C11orf51	-0.2915
ZBED2	-0.205
FLJ90757	0.2545
NPY2R	1.3955
PLD3	0.60475
SYT17	1.68466666666667
SGSM2	-1.34925
OR1A2	0.00925000000000001
FOXP1	-0.88225
SLC5A1	1.87325
POFUT1	-0.6413
EPHB6	-2.53366666666667
MYO1G	-1.855625
STAC	-1.7362
KLHL17	0.0838333333333333
RGMA	3.4754
TJP2	-0.3793
FAM114A1	-0.764333333333333
SERINC1	0.259416666666667
SLC9A8	-0.10425
PEX19	0.147625
EDN2	4.05575
PSMD7	-0.517555555555556
C3orf41	-2.52425
UQCR	-0.4045
PPP1R3C	-3.8055
LRP4	-1.85116666666667
TM2D1	-0.6715
TTC17	0.710625
C4BPB	-2.676375
CCL25	0.725
ZNF253	-0.526666666666667
CHRNA9	-4.55433333333333
SOX11	-0.56775
HIVEP3	0.5725
CGN	1.91141666666667
C3orf35	-0.243
PKD2L1	2.3785
SYVN1	-0.52975
PDE8B	-2.848125
LOC439951	1.7065
LTC4S	0.585333333333333
MIF4GD	0.0571666666666667
SMARCA2	1.1898125
TUBGCP6	-0.693333333333333
CABLES1	0.67975
C16orf77	3.21133333333333
ZNF791	-0.4595
FUT5	0.0495
ADH6	-2.8154
P4HB	1.175
CLDND2	-2.004
ALKBH8	1.3995
PLAC4	-2.33975
F11R	1.29778571428571
MGC35295	0.742333333333333
PDZD4	-0.1345
LOC389073	0.107333333333333
FAM80B	-0.120166666666667
PSMB1	-1.28225
TXN	0.0605
VIPR1	0.9285
WBSCR18	-0.7337
EXOSC6	-0.479
ACTA2	3.99733333333333
SP5	-3.24633333333333
ANKRD1	-1.3825
DDR1	1.2191
ATP6V1D	-0.328
PTGS1	-1.84458333333333
RNF157	-1.243
DCC	0.63725
SPAG7	-0.434
FBXO18	1.046
UBE3C	0.789
HOXC6	0.248
LRP2BP	-1.346
MYST2	-0.479
PDSS2	0.24275
ATE1	-0.27175
ARAF	-0.0295
KLF10	0.26325
PLA2G2E	0.65675
ASCL1	-0.788666666666667
TSNAXIP1	-0.10525
FAM131B	-0.170625
IFNA10	1.429
NUP43	-1.268
FAM44B	-0.476625
L1TD1	-5.57033333333333
NMD3	-0.805583333333333
C18orf54	-1.0521
PHOSPHO1	-0.0105
RAG2	-0.709
EMILIN3	0.1525
METTL3	-1.404
VPS13C	-1.449
REXO2	-0.47825
ANXA4	0.03175
CA1	-0.841
DCP1B	-0.22625
TULP3	-0.382333333333333
ATP2A2	-0.00707142857142857
ATIC	-0.58025
ADAM15	0.00516666666666673
NPL	0.355333333333333
LGR4	0.207125
UEVLD	-0.1245
GAB1	0.9855
SNAI2	-0.164333333333333
ZGPAT	0.5519
SNF1LK	0.1255
DLEU1	-1.08375
UBE2Q1	0.920875
ZMYM6	-0.496
JPH3	1.48883333333333
FAM38A	-0.386666666666667
PXK	0.00833333333333334
DENND2D	1.193
BAX	-0.42775
CP	0.639090909090909
RPL37	-1.6311
G6PC3	-0.06225
NCOA4	-0.859
LRRC14	-0.695875
GORASP1	0.19275
FCHO2	0.39725
CYP24A1	-1.8263
FXYD3	0.52325
SMARCAL1	0.6525
ABCB8	-0.0448333333333333
CCDC44	0.86675
PRDM7	-3.4235
USH1C	-0.11125
DNAH5	-0.00740000000000002
SRF	0.02875
MAL2	2.78866666666667
PGPEP1	-0.52925
SIN3B	0.2665
SEMA3C	-3.397
GRAMD3	2.05375
FBXO10	0.086875
OR5D13	-0.582
FLJ31818	0.0575
CACNA1I	1.1585
S100A13	0.802
TP63	3.34321428571429
ANXA11	0.2033
WDR66	0.925875
CSF2RB	-0.0885
IFI44	4.04925
DACT1	1.12533333333333
ANKRD23	-2.68842857142857
ATP5G1	0.309333333333333
C21orf70	1.17983333333333
PPWD1	-1.0465
DNAJC13	-0.7315
PAH	-5.06916666666667
PTCH2	0.13825
TRMU	-0.5635
CCDC9	0.3985
USP3	-0.2434
DCLRE1C	0.92
FAM55C	0.0035
FRMD4B	0.2885
CYP2R1	-0.11175
RFPL1	-0.1947
XPO5	-0.15175
ARL6IP2	1.747
OSBPL5	1.3685
MMP9	2.14809090909091
KIAA0802	-1.07271428571429
DHRS2	-3.74466666666667
SGEF	1.577625
TXNDC10	-0.7658
EXOC6	-0.523
RPS27	0.158
PNCK	-0.9935
FSTL1	-2.009
AACS	0.54475
SLMAP	0.248333333333333
SAMD4A	0.9826
ABRA	0.00750000000000001
SMARCD3	1.241
PKNOX2	-1.82583333333333
A4GNT	0.246
C9orf39	1.55033333333333
RALYL	1.57075
MGC33556	-3.101
C10orf25	-0.194
BBOX1	6.924
NHEDC1	-1.26125
XDH	-0.27775
GCSH	0.897
EDN1	2.54466666666667
MTERF	-0.9385
CLK4	-0.890125
ZNF799	-0.418833333333333
KCNG1	-0.33975
CXCR4	-1.34766666666667
PTPRR	-4.19175
IRAK1	0.59025
LOC401397	-0.51025
TMSB10	1.09785714285714
CXCL3	-2.7093
TMC4	1.49625
OR7A10	0.3555
STYK1	2.32125
CHRNA10	-0.70975
CCNI	0.33825
EP300	1.50471428571429
LOC165186	0.1755
HIC2	-1.91075
SDR-O	0.217
OR2W1	-0.2385
KCNA6	0.025
TRIM74	-2.0395
REEP6	-2.502
ATP5G2	-1.14775
ERG	-0.460625
TMEM42	-0.48325
PARN	0.398166666666667
SOD2	-0.2079375
DIRAS1	1.45116666666667
PNPT1	0.7225
JOSD3	-0.9675
hCG_40738	0.808
PDE1C	-0.6695
SEMA4D	0.826875
AGPAT1	0.0923333333333333
NOSTRIN	-1.121375
MAP3K3	-0.710333333333333
MAX	0.475857142857143
CAPS	4.16083333333333
SERPINA12	0.5415
OSBPL8	0.977625
RICS	0.6424
NR4A2	-2.18333333333333
PPCS	0.482666666666667
LONP1	-0.25325
SCYL3	0.547
HERC2P2	-1.99266666666667
FIBCD1	-0.6135
C15orf41	0.28825
DMC1	-1.07066666666667
C20orf27	-0.63875
RPS6KA5	0.2274
FAHD1	-0.343166666666667
SLC12A4	0.61475
BRCA1	-0.834166666666667
GBL	0.0115
SLK	0.0931666666666667
NUDT9P1	-1.2025
NOXO1	3.451
USP52	-2.2765
BAZ1B	0.257375
SLCO2B1	1.2265
BBS12	1.482
LRGUK	-1.45166666666667
TERF2IP	-0.53475
COL1A1	2.902
KIAA0090	0.292
GRK5	-1.524
AP1S2	-2.4031
TMEM52	1.591
CA11	-0.188875
OR4A15	0.318333333333333
ACBD3	1.8389
SPAG11B	-0.14625
PRDM2	0.1548
FOXP3	-0.15225
SMYD3	-0.4013
LOC389199	1.772
LGI2	-0.507
NAPE-PLD	-0.9989
ANKRD6	1.211
WDR45	0.0218333333333333
SHROOM1	-1.0035
PSCD3	1.422
PYY	0.8175
KCNC1	-0.801
ARHGEF9	1.3387
OR8J1	0.859
GPR55	-0.0615
NS3BP	-1.511
C10orf22	-0.802833333333333
NAT8L	1.31775
DUSP4	-2.65366666666667
FOXM1	-0.615666666666667
GRAMD2	1.57866666666667
ZBTB48	-0.397333333333333
BUD31	-1.189
PABPC5	-0.1365
CCDC41	-0.324
FBXO11	0.63375
C6orf148	0.48775
RFXAP	-0.31075
C6orf15	0.239666666666667
CDK8	-0.1845
C6orf70	-1.67675
TESSP2	-0.3595
ALG2	-0.02725
PPP1R3D	2.46175
TPM3	0.9695
SYT13	2.46125
EPB42	-0.728
CETN3	-1.468
PRY	0.0525
NTHL1	-0.1345
POLR2B	0.4855
RPS28	-0.58075
P2RX3	0.856
LYZL4	0.3625
WBP4	-0.0352
PMM1	-0.52
C11orf79	0.39675
CBLL1	-0.198
IL1F10	1.40366666666667
VAX2	0.5485
SETDB1	0.802166666666667
LRAP	-3.46616666666667
GCLM	0.551666666666667
CPEB3	0.839
PPM1A	0.6745
INTS1	-0.26525
CAMTA1	1.15291666666667
SAMSN1	-3.075
LOC158830	-3.00366666666667
GMPPA	-0.37775
AIPL1	1.14266666666667
IL24	-0.100666666666667
BDKRB1	-2.09
MLF1	2.202
TAF12	-0.874
ID1	-2.3615
THADA	-2.46475
PIK3CB	0.2475
OR4N5	0.922
TBC1D17	-0.506
COX8A	-0.56375
CDCA4	0.20775
C2orf44	-0.85875
ZNF534	-1.094
IMMP1L	0.871
NIPSNAP3B	0.30825
FTMT	1.151625
PWP2	0.0155
MMP15	-0.4578
DNAH11	0.3215
MTMR14	-0.292125
DNAL4	0.47675
IPP	-2.034
TMEM59	-0.138375
C1orf157	-0.171
RGS4	0.499166666666667
DDX18	0.395333333333333
SNX6	0.428
ZNHIT2	0.167
NCDN	-0.832166666666667
FLJ33534	0.00300000000000003
RAG1	-1.376125
OR4D10	0.543
PTPN5	-0.657166666666667
POMT1	0.165375
LRRC8A	0.5498
CYP1A1	-1.2595
CAPN1	0.031
DDHD2	-0.194625
GRIK2	-0.186
GNRHR	0.514333333333333
PPBP	-0.00425000000000003
HTR3A	0.444375
SLITRK4	-1.43825
ANKRD49	0.10075
BTF3	-0.9416
SARS	-0.57975
C13orf18	0.463166666666667
CACNB1	0.134857142857143
QKI	-0.099
SETMAR	-0.2435
MAN2B1	0.164
EML3	-0.84975
ACADL	0.482
OFD1	0.069
DEFB114	1.4795
CGA	-3.1919
PEX16	0.233
LRRC10	-0.5195
GNG12	-0.438
C1orf152	0.181
CHRM1	0.55
CD53	-0.9345
DBH	-0.7385
TFAP2B	-0.20225
HIST1H2BJ	-0.513333333333333
FAM46D	0.133
TMEM11	-0.10975
C3orf32	-3.775
PCCB	0.471625
IPO13	0.292875
C6orf105	-4.182
COMMD5	0.7125
SUV420H1	0.9645
LTBR	1.03075
ARHGAP15	-2.503
HDHD2	-1.0125
TDRKH	0.491333333333333
LOC401052	0.434
PSG4	1.03975
GNB4	1.0825
SPATA4	-0.78725
SLC9A3	0.0845
OSBP	0.347666666666667
NBPF3	-0.42775
DOCK11	-2.3585
SLC39A5	-1.97216666666667
PRR5	1.496
C10orf63	0.238875
SMTNL2	1.595
ADRA1A	0.6925
ASAH1	-0.7565
DOM3Z	-0.6791
GIPR	0.938
AHI1	-0.717833333333334
NADSYN1	-0.867333333333333
RGS14	-0.3501
IL18BP	0.4957
RTN4RL1	-1.64958333333333
ARMC6	-0.28325
PSMD5	-0.144333333333333
HK3	1.1211
OR4S1	1.825
RSU1	1.93
MAD2L1	-0.301444444444445
EIF4A3	0.5005
DLEC1	-0.534333333333333
E4F1	-0.662666666666667
CHMP2B	1.0844
CAMSAP1	-0.193
RPS21	-0.554
ARID5A	-0.05425
UBE2N	0.7486
IGSF8	0.867833333333333
MAGEB6	-2.0365
ACAD11	-2.2937
MGC4172	-0.157
LMO4	0.7495
KLKB1	-0.58
HP	-2.1565
HDAC3	0.23325
SCHIP1	2.69825
CLCA1	0.5715
OLFML2A	1.158125
C1orf112	0.57325
KIF19	2.43766666666667
HAPLN4	0.0678
CXCR7	-1.84116666666667
GOT2	-0.0761
RAB38	-1.832875
DCX	-0.54575
PPM1H	-0.28475
NFYC	0.491083333333333
KIN	1.933375
ZNF228	1.33275
PLSCR4	0.599666666666667
HIG2	-0.5815
FAM79B	4.919
C21orf86	-0.1224
KCNK10	0.60175
ZNF738	-0.06
FSTL5	-0.84925
OR6A2	0.1345
OTOA	0.433166666666667
EXOC1	0.769625
AHRR	-0.913
PDAP1	-1.32475
C19orf6	-0.565
ZAN	0.18425
LY6G6E	0.5675
EIF4E2	0.62975
C20orf198	-1.25125
ZNF324	0.7135
CYP3A5	-3.88233333333333
ENTPD7	0.731
MBOAT5	-0.877
GJB5	0.325
TTC13	1.28475
S100Z	-1.3615
KIAA0664	0.236
PDGFRB	1.19991666666667
IL17D	-2.60675
OR56B4	0.8915
RDX	-0.5645
SLC34A3	1.438
IL28B	1.8305
JUND	0.795
CHRNB1	-1.1175
CAMK2B	-0.606
FETUB	-0.3465
CXorf23	1.607875
MRTO4	-0.490875
TTC3	-0.1081
NDUFB8	-0.353666666666667
EDG2	-1.481
SEMA3G	-1.171
IL23A	-2.196
GRHL1	0.093
LOC441054	-2.459
WDR65	0.166
PSTK	-0.22475
STOML3	0.373333333333333
R3HDM2	-0.3491
C5	-4.02
SLC2A10	-0.5665
C3orf22	0.5465
PAQR3	0.134307692307692
ANKRD26	-0.00899999999999999
HCRTR1	0.6605
LOC399947	-0.771
PSD2	-0.86975
TIGD2	0.744
SCRN1	-0.336875
COQ10A	-1.363
DDI2	0.3385
METTL7B	0.00116666666666672
UCN2	0.9975
FAM92A3	-0.72125
WDR16	-0.49125
ZNF511	0.635
ZMYM5	-0.449125
POLR3G	-1.94175
ZNF586	0.48475
C1orf49	0.1805
TANK	0.8105
RCAN1	0.855833333333333
PELI3	1.22316666666667
LIMD2	-0.326583333333333
TMEM189	-0.066
NTN4	0.12775
LOC151300	0.0575
CLEC2A	-0.622
GPR135	-0.45975
DPYSL4	-1.9994
JAK2	-0.427333333333333
TSHZ1	-1.024
TM9SF4	-0.15275
ZNF264	1.00666666666667
SIRPG	0.544375
BICD1	-1.4865
HERC6	2.76516666666667
METTL5	0.284
CASP1	1.897
PRRT1	-0.2825
PLA2G4C	1.79516666666667
ICA1L	-0.980785714285714
TPTE2	-0.324333333333333
OTUD7A	1.2435
AQP11	-0.875
APOA2	-4.1868
KALRN	0.1425
SECTM1	2.70766666666667
IFNAR1	0.08975
TALDO1	0.757
RAB11FIP4	1.09291666666667
EIF5A	-1.396
FAM49A	3.129
NEGR1	-0.2385
YTHDC2	0.339625
EHD2	-0.08275
NCF1	1.6828
SCRT2	1.7965
HOXA5	-0.385833333333333
NUP133	0.8345
FGF12	-0.663666666666667
SLMO2	1.005
SNTA1	1.112625
CACNG2	0.239375
GCM1	0.0245
ELF1	-0.490666666666667
TLR5	4.671
TCFL5	-0.245166666666667
RBMY2FP	-0.3745
LOC100125556	-0.12325
FAM129B	0.757
MAP3K7IP1	-0.342375
NCK2	0.652
OXA1L	-1.19075
FMO9P	0.0885
ZSCAN12	-0.2405
PSMD12	0.28275
HSCB	-1.6595
CLDN10	0.673
MGC13053	-0.40525
HPCAL4	-1.5415
ASZ1	0.2785
MEX3D	1.14825
NFAT5	-0.233
CSPG4LYP1	0.0876666666666667
FBXO3	1.1233
DVL1	-0.182666666666667
CMKLR1	0.981166666666667
TYMS	-0.357
PEF1	1.11325
ZNF750	1.50283333333333
MCM5	0.6511
MEGF11	-1.30025
KCNK7	0.105
PTP4A3	0.456
C1QTNF2	0.198833333333333
OR6S1	0.4835
FAM122B	-0.9285
ZNF551	0.80775
HBQ1	-1.86
GEMIN6	-0.20025
ARSK	-0.314
RBP7	4.72916666666667
CPNE9	-0.38725
DSC1	0.562
LOC730112	-0.52675
MAP2K4	0.263625
HS3ST5	-1.009
EPB41L3	-0.541
TEKT2	2.306
CDKN2B	0.40475
ZNF480	-0.123
MAP3K6	1.2082
MAP6	0.0413333333333334
HN1	1.3265
OR2L13	0.0718
SLC16A11	0.2165
FAM96A	-1.7445
APOL1	-0.0985
C5orf32	0.2365
RTP1	0.333333333333333
RNF175	-0.23575
ZBTB41	0.813375
AHCTF1	1.1346
SAE2	0.9299
ITGA2	-0.609
MME	-0.8535
CCDC14	-0.6435
MAST4	-1.14028571428571
KRT33B	-0.2385
KCTD2	0.4565
WDR26	0.806583333333333
MFI2	2.247625
NR4A3	-0.943625
ARSA	1.0685
UNKL	-0.922833333333333
SULT6B1	0.192
CCNA2	0.196333333333333
SOX15	0.3775
PPAPDC1B	-0.48475
C19orf44	0.617
MCAT	1.04108333333333
ARID1B	0.141125
OR52N1	0.6375
C12orf48	-0.18
MAGI1	-0.098
NIPA2	-0.85775
GBX2	-1.7145
RSHL3	0.186625
RAVER1	0.546666666666667
C15orf17	-1.70375
SLC30A2	0.916875
ZNF518	0.39725
PCYT1B	-1.11925
C10orf114	-0.2965
EIF3H	1.03366666666667
SLC25A39	0.0221666666666667
KIF1B	0.953375
AMOTL2	2.04925
C6orf120	-0.565
PSRC1	-1.0315
PLA2G10	1.80475
KIF5C	-0.176125
MRPL37	0.0405
C17orf62	-0.151
C9orf135	-1.2635
DUSP10	0.2469
CLCNKB	0.7195
PSMA5	-0.15025
C8orf53	2.3375
AMPD3	0.497666666666667
PIAS1	-1.14825
ADCYAP1R1	-0.14
GYLTL1B	2.6885
CDH20	0.361166666666667
FBXO7	-1.22325
TMEM134	0.452
FLJ14213	-0.0401666666666667
ZNF3	-0.519
LRRFIP1	-0.371083333333333
CNOT2	0.75275
ABI3	0.98825
ALDH5A1	-0.372166666666667
HNT	2.1387
SERPINA4	-2.2515
TK2	-1.09554545454545
STMN1	0.0456666666666667
GUCA2A	0.0528333333333333
GALNT10	-0.302928571428571
DPP6	-0.12465
C9orf93	1.093125
PRELID2	0.141375
STK39	-2.08925
SFTPA1	-0.5945
CKS2	0.467222222222222
RHO	0.16475
C20orf135	0.19625
XKR3	-2.178
CR1	-0.343125
RPS6KA2	-0.306642857142857
C20orf112	1.869
MRPL22	0.038
C4orf23	0.537666666666667
GADD45B	0.7405
KLHDC1	-0.523333333333333
C2orf48	-1.551
ZNF287	0.4535
DAAM2	-1.2455
DPPA2	-1.6145
TCTN3	-0.260666666666667
DNAJB11	1.554
FPR1	2.19075
DEFB4	0.1
PTCD2	-0.6987
SMOC2	3.2005
CABP7	2.002
SERPINB11	-0.481
MAGEF1	1.2285
NDE1	0.199666666666667
ITGA10	2.0925
FSHB	-0.201
ANXA2	0.44175
HORMAD2	-0.10525
HLCS	0.283
MCF2L	0.919083333333333
FH	0.453125
TBC1D24	1.3435
KIAA1505	-1.57725
LGALS2	-3.043
CNBD1	-0.2765
SYNPO2L	-0.74125
PTPN23	-0.184214285714286
C1orf183	0.0625
MAGEA8	-1.66025
DGCR8	-0.94
GSR	-1.73675
PAQR7	0.27925
ZNF676	-1.5905
CACNA1C	-0.3909
SP7	0.316
PDCD6	-0.882
NRN1L	-2.6835
BRI3BP	0.817583333333333
KIAA1183	1.95025
ASB4	0.20725
CCL23	0.0494
OBSL1	0.784125
SLC12A7	0.484166666666667
KIAA0240	-0.554125
CD1B	-2.785
FCGR2A	0.444625
MDC1	-0.38425
HTR1A	0.605
OCEL1	-1.00675
ATP11B	-0.211625
FBXO34	0.463166666666667
PCDH12	2.11016666666667
RPE	0.46425
C17orf74	-0.2515
CSDC2	0.308666666666667
PET112L	-0.92525
TMBIM1	0.791875
P2RXL1	-0.31225
TCHP	-0.53925
TRMT1	-1.33583333333333
F2RL2	-0.951916666666667
LRRC32	1.67
IMPG2	0.083
BGLAP	-1.3145
LOC493869	-0.357166666666667
MRAS	3.364375
SLC35F5	-0.221
CBWD1	-1.1965
AXL	-2.255
ATP2C2	0.83275
TELO2	-0.841
PNPLA3	-0.9655
PCDHB14	1.42175
CD276	0.9065
KRT80	-0.83625
DUSP28	-0.9495
CSNK1E	-0.3325
SRP14	0.1765
KCNQ4	0.0945
KRT72	1.61883333333333
CCDC117	0.735125
C6orf89	-0.912333333333333
TUBB2B	-1.67666666666667
RTN4IP1	0.53475
CR1L	-2.881
CEND1	0.71575
C12orf41	-0.4095
RNF31	0.6465
UBN1	0.0811666666666667
C17orf32	0.327
SLC5A7	0.27775
GPR92	-0.130333333333333
ESAM	1.0941
CTNNA1	0.7145
HRBL	-0.4016
CBX4	0.02925
TMEM182	-1.06825
SH3TC2	-1.55216666666667
IL10	0.295666666666667
PXMP4	2.1125
RNF167	-0.0767
PAK7	0.703
ETV3	0.357
ATPIF1	-0.196166666666667
LOC554207	-2.01916666666667
OR8H1	0.24175
WDFY3	-0.1765
DPM1	0.1645
GPSM1	-0.085
WDR92	0.2388
LRP1	0.859333333333333
ANKH	-0.880625
THUMPD3	-0.7265
POLR1B	-0.05675
OLFM4	7.56133333333333
RAD9B	0.627
TSPY2	-2.535
PAX6	0.104
SCG2	-3.893875
SLC17A6	0.2445
FMO3	1.023
PADI4	0.220428571428571
TUBB4	0.0605
NLK	-0.64325
POU4F3	1.054
SDF4	-0.839
ITGBL1	0.414166666666667
NETO1	-1.1255
TAP2	0.91475
ABBA-1	1.23658333333333
GNAI1	-0.3235
VPS4B	-0.65475
NOPE	-0.9678
GALNT6	0.953
SESN1	-1.597625
GBE1	-2.55744444444444
CLASP1	-0.117
RASGEF1B	0.92425
ACOT11	-0.00528571428571427
AFAP1	0.89425
OR2H2	0.0755
DPY19L2P1	-1.3415
DZIP1	-0.97725
SEC22C	-0.268916666666667
GPR161	1.06008333333333
RNF146	0.12
WDR74	0.087375
GALP	1.1915
PURA	1.0395
DNPEP	0.578916666666667
RP11-78J21.1	-1.776
ERBB2	1.689125
FANCM	0.391666666666667
NEO1	0.651166666666667
DDX3Y	-4.4308
RPS3A	-1.301875
MXRA7	0.3185
LGALS3	-0.2495
GLT8D1	-1.15125
CFL2	-0.411833333333333
UPB1	0.2385
NAP1L5	-1.81625
CLDN14	-0.20025
DHX38	-0.36375
BTBD1	1.544
TARS2	0.569833333333333
ABCF1	0.5539
FCF1	0.094
LRRC49	0.00325
GUCY1B2	-1.8375
C1orf177	0.302
SMARCA4	-1.305
LRP8	-0.0666666666666667
TAGLN3	-0.745
MRPL14	-0.041
TTRAP	0.19875
ZDHHC20	0.23275
NFE2L3	-0.177
KIAA1377	-1.693
PALMD	2.5721
TMEM43	-0.6425
TTL	-0.194875
STAT5B	-0.370833333333333
SSB	-0.0895
OR10H5	-0.268
SLC22A13	-0.60225
AKAP3	-0.03925
TIMM23	0.417666666666667
OAS2	4.22083333333333
KIAA0423	0.4485
TRIM11	1.705
GLIS3	0.92675
TMEM50B	0.49
ARHGEF4	0.15375
DEGS1	0.278272727272727
TBL1XR1	3.00293333333333
G6PD	-2.419
SP140	0.7834
MUC17	0.121071428571429
NUDC	-0.4149
DNAJC5B	0.833666666666667
SCARA3	0.1675
CPA3	0.8105
BCAT2	-0.23025
MFN1	0.9684
NRG3	-0.623
SNX11	0.618
PLEKHH1	-1.607
GPR177	0.178333333333333
HCFC2	1.3985
TCAP	-1.033
MOCOS	-0.40825
C14orf93	-0.38175
PRDM10	-0.206333333333333
SLC16A4	-0.7895
SRGAP1	2.34333333333333
VIP	0.586
DUSP27	0.274166666666667
LILRA1	0.3959
MC2R	-0.0905
MGC24103	-2.576
MBTD1	-1.1775
FUT11	-0.636333333333333
USP33	-0.8604
C15orf39	-0.29875
MAP3K12	-1.467375
PAAF1	-1.40216666666667
BARHL1	-0.103
FLJ16165	0.1475
PIWIL2	-3.4805
SYNE1	1.74872727272727
CMTM4	0.39675
TSPYL1	0.2729
GUF1	0.898666666666667
TMEM157	-0.84
WDR44	0.24425
HIST1H3C	0.90525
DKFZp666G057	-0.5475
RNPEP	0.308
GAS2L2	-0.577
ADH4	-4.4945
GRPR	-0.119
FBXL17	1.792
ZBTB10	1.91158333333333
Gcom1	-0.035
HTRA1	-0.3728
ZNF585A	-0.0111666666666667
SLC26A2	1.14635714285714
OTOP3	-0.160666666666667
WISP1	1.95666666666667
ATP2B4	0.251166666666667
FLJ10769	0.36875
CRAMP1L	-0.615
CHST12	-1.19175
RAB22A	0.0195
TARDBP	-0.189142857142857
STAU1	0.231
CRB3	2.6925
MIG7	-3.0215
CHMP1A	0.267
ZNF160	0.267875
B3GALT6	-0.05575
BARX1	2.01516666666667
C6orf167	0.3490625
NXNL1	0.118
DHX29	0.171125
HADHB	-1.01925
PLXNB2	0.668
ILDR1	-1.44875
SLC15A3	4.67925
GAS2	-4.48983333333333
C20orf69	-0.13875
NUMB	-0.5985
TNIP1	0.148875
MESP1	1.654
PSKH1	-0.7275
NSFL1C	-0.208375
RHOG	0.5185
HEY1	-4.253
KNG1	-1.731
ITGAX	0.842
LIN9	1.596
CANT1	0.07675
XRN1	1.012
CCDC96	0.0572
HEATR6	-0.5005
GNG7	0.222583333333333
RUNX2	0.3025
SOX1	0.614166666666667
FCRL5	0.880888888888889
ZNF99	-0.201875
FAM9A	1.171
SNX22	0.996833333333333
MBNL3	-2.78483333333333
ODC1	-2.8221
ADORA2B	-1.36783333333333
NR2F6	0.53925
ZFYVE16	-1.34833333333333
SYNJ2BP	0.7071
POLE	-0.5275
E2F2	-0.20925
THRA	-0.0911666666666667
PTGES2	-0.698833333333333
HIP1R	0.279333333333333
TMUB1	-0.430333333333333
ENO3	-2.30975
RSPH10B	0.1385
CXorf39	1.4905
IRGC	0.21675
GPR109B	-1.84025
FLJ13305	0.7715
LCE3A	-1.343
TNFRSF18	-1.01033333333333
DET1	1.72825
TRPM3	-0.36875
C16orf79	-1.6835
FECH	-0.526166666666667
RAP2A	1.89666666666667
CRIP1	-2.064
AZIN1	0.63925
SLC7A7	2.23525
IL10RA	0.495
TMEM64	-1.10425
CDC42EP4	1.4916
C16orf58	-0.5831
ARG2	-1.5215
POU5F1P4	-4.969
FAM62B	0.592
DNAH8	-2.3318
ASH2L	-0.0600000000000001
TSLP	-3.87433333333333
CNTNAP5	0.1815
TMEM16C	-0.208
IFNA14	0.6305
SLC1A3	-0.12175
CABYR	1.8215
BCL7B	-0.7108
NUDT13	-2.856
C13orf28	0.525
C1orf53	-0.82025
ARL6IP4	-0.478
RPL35A	0.263
EMR3	0.303
RAB40C	-0.235333333333333
SLC41A1	-0.355333333333333
LRCH1	-0.34875
LY6G5B	-0.439
FAM124A	0.164642857142857
MGC10981	-3.46016666666667
CLIP3	-0.3749
MAP4K2	0.808166666666667
CHIC1	-0.312
SULF1	2.01683333333333
C20orf30	-0.904642857142857
PRDM5	-0.624375
ELOVL1	-0.42075
C11orf48	-0.090375
SLC39A10	-0.1355
KCNV1	1.59825
ACP1	-1.304
ZMYM2	-0.652
B3GNT6	0.252333333333333
C9orf69	-0.84175
C2orf15	-1.015
C20orf166	0.3075
HSP90AA6P	1.04
EDG7	-0.565
NEURL	2.20625
LPL	2.32466666666667
CLEC2D	-1.66707692307692
GRRP1	0.844
CD8B	-2.3625
HIST1H3D	-0.383166666666667
SLC6A12	0.52875
FAM27L	0.0935
CD84	0.9859
RASA1	-1.423
PHKG1	0.921
MAGEA11	-2.0705
IMPA1	-0.3011
NPM3	-0.12025
RARRES1	5.435
SH3BP1	1.029875
B3GNTL1	0.1225
ARPC5L	0.586666666666667
KLHL26	-0.04275
SIM2	-0.220375
GJC1	1.0655
C20orf194	-0.17
EXO1	-0.69875
SLC2A2	-2.039
LOC285074	-1.66975
LRG1	-2.33825
KIRREL	0.8365
PIK3R1	0.179714285714286
C4orf34	-2.31625
MAF	-2.02161111111111
ADCY4	2.11233333333333
ZMIZ2	1.1136
SLC46A3	0.164666666666667
STAMBP	0.0463333333333333
CCDC16	0.72225
MS4A12	-0.1125
TCF20	0.6605
LRRC46	-0.16575
C20orf152	0.0515
MRPS6	-0.2935
ABCB11	0.4005
KCNC2	0.385833333333333
CDH19	-1.7686
C9orf123	0.00283333333333334
SSH3	-0.1475
LDLRAD1	-2.76325
CCBE1	0.845
ZNF135	2.086625
TAAR1	1.6825
WFDC12	0.129
CCDC42	0.321666666666667
FLJ12529	-0.13475
PER1	-1.1585
TIMM50	1.04233333333333
SMARCAD1	-1.79283333333333
FAM26C	-0.452
TP53TG3	-0.260333333333333
SH3RF1	0.7232
LMCD1	1.3265
GPR63	0.227
FLJ21986	-2.67075
AIFM3	-0.3425
MICAL1	-1.28616666666667
BLZF1	1.15683333333333
IQCA	-0.777166666666667
PCDHGC3	-1.254
SAC	0.6335
BCL6B	0.641666666666667
DDO	-1.201
MARCO	4.379
DCHS1	0.4475
C1orf170	-0.8735
CD200R1	0.234
C22orf15	-0.048
SEPT11	1.82283333333333
ADNP	0.3415
UST	-1.6515
C13orf34	-0.581666666666667
RFFL	0.127571428571429
APBA3	0.0495
