Hybridization REF	TCGA-A8-A07P-01A-11R-A00Z-07
CCNI	0.24975
EP300	0.546857142857143
LOC165186	-0.197166666666667
HIC2	-2.8725
SDR-O	0.7665
OR2W1	0.826
KCNA6	0.577
TRIM74	-1.85075
REEP6	-0.16675
ATP5G2	-0.344
ERG	0.23725
TMEM42	-0.479
PARN	-0.328666666666667
SOD2	-0.7056875
DIRAS1	-0.542833333333333
PNPT1	-0.857
JOSD3	-2.26825
hCG_40738	-0.87
PDE1C	-0.84575
SEMA4D	-0.506125
AGPAT1	-0.3805
NOSTRIN	0.657125
MAP3K3	0.00683333333333333
MAX	0.382928571428571
CAPS	2.73583333333333
SERPINA12	0.206
OSBPL8	-0.297125
RICS	2.0736
NR4A2	0.661166666666667
PPCS	1.86466666666667
LONP1	-0.37375
SCYL3	0.913
HERC2P2	-1.90083333333333
FIBCD1	-0.3765
C15orf41	-0.80725
DMC1	-1.5814
C20orf27	-1.08275
RPS6KA5	0.4334
FAHD1	1.1195
SLC12A4	-0.02
BRCA1	-1.41675
GBL	0.921
SLK	-0.379
NUDT9P1	-0.471
NOXO1	4.054
USP52	-1.7335
BAZ1B	-0.417625
SLCO2B1	3.3325
BBS12	1.55566666666667
LRGUK	-0.362166666666667
TERF2IP	-0.16775
COL1A1	4.4175
KIAA0090	-0.3145
GRK5	-0.564666666666667
AP1S2	-1.1855
TMEM52	-0.6925
CA11	-0.68675
OR4A15	0.266833333333333
ACBD3	0.984
SPAG11B	0.695125
PRDM2	-0.3528
FOXP3	0.20275
SMYD3	-0.0501
LOC389199	2.352
LGI2	-0.0988333333333333
NAPE-PLD	-0.612555555555556
ANKRD6	-1.686
WDR45	0.5295
SHROOM1	-0.8435
PSCD3	-0.2535
PYY	1.441
KCNC1	0.0835
ARHGEF9	-0.1689
OR8J1	0.132
GPR55	0.0468333333333334
NS3BP	-0.375
C10orf22	1.06066666666667
NAT8L	3.09825
DUSP4	0.6195
FOXM1	-2.44216666666667
GRAMD2	-0.744333333333333
ZBTB48	0.142
BUD31	-0.351
PABPC5	1.664
CCDC41	-1.591
FBXO11	-0.523833333333333
C6orf148	1.1765
RFXAP	-1.9295
C6orf15	0.2008
CDK8	-0.790833333333333
C6orf70	0.30075
TESSP2	0.23
ALG2	0.067
PPP1R3D	1.856
TPM3	-0.190777777777778
SYT13	-4.37233333333333
EPB42	-1.43666666666667
CETN3	-0.0555
PRY	-0.088
NTHL1	0.675333333333333
POLR2B	0.556
RPS28	-0.55125
P2RX3	-0.44125
LYZL4	0.364
WBP4	-0.7223
PMM1	1.194
C11orf79	0.78025
CBLL1	-1.19
IL1F10	0.923
VAX2	0.0515
SETDB1	-0.370666666666667
LRAP	-0.257333333333333
GCLM	-0.5148
CPEB3	1.3075
PPM1A	1.1753125
INTS1	-0.638
CAMTA1	0.378666666666667
SAMSN1	-0.30975
LOC158830	-2.51883333333333
GMPPA	-0.166125
AIPL1	-0.0545
IL24	-0.218416666666667
BDKRB1	-0.035
MLF1	0.9871
TAF12	-0.724
ID1	-2.512125
THADA	-0.345875
PIK3CB	-0.1425
OR4N5	0.7205
TBC1D17	-0.302333333333333
COX8A	0.024
CDCA4	-0.896
C2orf44	-0.139
ZNF534	-0.49575
IMMP1L	0.673
NIPSNAP3B	0.00637500000000001
FTMT	0.52675
PWP2	-1.2295
MMP15	-0.975
DNAH11	0.047
MTMR14	0.15925
DNAL4	1.87275
IPP	-0.28275
TMEM59	1.76625
C1orf157	2.406
RGS4	0.0761666666666667
DDX18	-0.685833333333333
SNX6	0.57175
ZNHIT2	1.86233333333333
NCDN	0.7665
FLJ33534	-0.09775
RAG1	-2.08842857142857
OR4D10	0.4785
PTPN5	-0.899666666666667
POMT1	0.5775
LRRC8A	-0.6335
CYP1A1	-1.20375
CAPN1	0.425166666666667
DDHD2	-1.205
GRIK2	0.3465
GNRHR	0.24125
PPBP	-0.08275
HTR3A	-0.437125
SLITRK4	-0.62275
ANKRD49	0.23325
BTF3	0.2708
SARS	0.0295
C13orf18	0.156166666666667
CACNB1	-0.255692307692308
QKI	-0.0434090909090909
SETMAR	0.523875
MAN2B1	0.987333333333333
EML3	-0.4945
ACADL	-0.2942
OFD1	-1.443
DEFB114	0.571
CGA	-0.172333333333333
PEX16	0.677833333333333
LRRC10	-0.1035
GNG12	0.3515
C1orf152	-0.320333333333333
CHRM1	1.134
CD53	0.7935
DBH	-0.3345
TFAP2B	-1.603875
HIST1H2BJ	0.0673333333333333
FAM46D	0.1465
TMEM11	0.48
C3orf32	-2.5125
PCCB	1.031
IPO13	0.254875
C6orf105	-4.7885
COMMD5	1.405
SUV420H1	-0.5229
LTBR	1.179
ARHGAP15	-0.210625
HDHD2	1.09825
TDRKH	0.014
LOC401052	0.9105
PSG4	-0.681666666666667
GNB4	-0.129777777777778
SPATA4	0.92325
SLC9A3	0.0215
OSBP	0.421833333333333
NBPF3	-1.72825
DOCK11	-0.359
SLC39A5	-1.46166666666667
PRR5	1.4722
C10orf63	0.280333333333333
SMTNL2	-1.453
ADRA1A	1.565
ASAH1	1.6948
DOM3Z	-0.269
GIPR	1.20533333333333
AHI1	-1.15941666666667
NADSYN1	0.531166666666667
RGS14	-1.274
IL18BP	0.8
RTN4RL1	0.854416666666667
ARMC6	0.27475
PSMD5	-2.36583333333333
HK3	0.6824
OR4S1	-0.102
RSU1	-0.1354
MAD2L1	-1.56977777777778
EIF4A3	-0.1415
DLEC1	-1.217
E4F1	0.225333333333333
CHMP2B	1.098
CAMSAP1	-0.74825
RPS21	-0.718333333333333
ARID5A	-0.669
UBE2N	1.5341
IGSF8	1.6015
MAGEB6	-0.77
ACAD11	-2.0166
MGC4172	-2.246
LMO4	0.23425
KLKB1	0.0436666666666667
HP	-0.889
HDAC3	-0.07075
SCHIP1	-0.5675
CLCA1	0.1295
OLFML2A	0.64
C1orf112	-1.55325
KIF19	0.4004
HAPLN4	-0.2365
CXCR7	0.264833333333333
GOT2	0.3749
RAB38	-2.844
DCX	-0.789333333333333
PPM1H	1.19525
NFYC	0.691416666666667
KIN	0.171
ZNF228	0.1215
PLSCR4	1.7025
HIG2	0.59125
FAM79B	2.546
C21orf86	-0.8362
KCNK10	0.678
ZNF738	-1.134125
FSTL5	-0.2466
OR6A2	1.049
OTOA	1.50216666666667
EXOC1	-0.179875
AHRR	-4.07185714285714
PDAP1	-2.05275
C19orf6	-0.124375
ZAN	0.48175
LY6G6E	-0.071
EIF4E2	-0.52375
C20orf198	1.445
ZNF324	0.4665
CYP3A5	-1.57116666666667
ENTPD7	1.24666666666667
MBOAT5	-0.466166666666667
GJB5	-1.31675
TTC13	-1.542
S100Z	-0.514833333333333
KIAA0664	-0.348
PDGFRB	1.64058333333333
IL17D	-1.207
OR56B4	-0.1925
RDX	-1.88583333333333
SLC34A3	2.146
IL28B	1.358
JUND	1.16325
CHRNB1	-0.52375
CAMK2B	-0.84625
FETUB	-0.881333333333333
CXorf23	0.860625
MRTO4	-1.756875
TTC3	-0.727
NDUFB8	-0.176666666666667
EDG2	-1.46175
SEMA3G	-0.377
IL23A	-1.0025
GRHL1	0.3735
LOC441054	-2.9215
WDR65	0.434125
PSTK	-0.57675
STOML3	-0.0475
R3HDM2	-0.7651
C5	-1.22675
SLC2A10	1.3195
C3orf22	1.1555
PAQR3	-0.254076923076923
ANKRD26	-1.68163636363636
HCRTR1	0.2905
LOC399947	0.3185
PSD2	-0.05325
TIGD2	-0.548333333333333
SCRN1	-0.473625
COQ10A	-1.42325
DDI2	0.291
METTL7B	-0.481833333333333
UCN2	1.0455
FAM92A3	-0.019
WDR16	0.25425
ZNF511	0.713
ZMYM5	-0.515125
POLR3G	-2.996
ZNF586	-0.58475
C1orf49	0.309666666666667
TANK	0.092
RCAN1	-0.832333333333333
PELI3	1.41766666666667
LIMD2	-0.730909090909091
TMEM189	-0.2085
NTN4	-0.505375
LOC151300	0.1195
CLEC2A	-0.7685
GPR135	0.723625
DPYSL4	-3.1017
JAK2	-0.292833333333333
TSHZ1	0.686666666666667
TM9SF4	1.004875
ZNF264	0.321833333333333
SIRPG	0.52975
BICD1	-1.69975
HERC6	0.770666666666667
METTL5	-0.762
CASP1	0.70625
PRRT1	-0.3125
PLA2G4C	0.346333333333333
ICA1L	0.0391428571428572
TPTE2	0.288
OTUD7A	1.64516666666667
AQP11	-0.1235
APOA2	-3.8335
KALRN	-0.35
SECTM1	0.653333333333333
IFNAR1	-0.16225
TALDO1	0.123375
RAB11FIP4	-0.643583333333333
EIF5A	-0.4365
FAM49A	1.02125
NEGR1	0.251833333333333
YTHDC2	0.652125
EHD2	-1.391125
NCF1	1.6481
SCRT2	1.528
HOXA5	-1.22866666666667
NUP133	-0.43525
FGF12	-0.533928571428571
SLMO2	0.719
SNTA1	1.61625
CACNG2	0.190857142857143
GCM1	1.15928571428571
ELF1	0.1045
TLR5	3.11775
TCFL5	-0.83275
RBMY2FP	-0.552
LOC100125556	0.842375
FAM129B	0.617
MAP3K7IP1	0.34725
NCK2	0.26
OXA1L	-0.215
FMO9P	0.4275
ZSCAN12	0.29225
PSMD12	0.207833333333333
HSCB	1.08675
CLDN10	-2.56025
MGC13053	-0.29425
HPCAL4	-0.656833333333333
ASZ1	0.00650000000000001
MEX3D	0.520818181818182
NFAT5	-1.7694
CSPG4LYP1	-0.034
FBXO3	1.2234
DVL1	-0.376666666666667
CMKLR1	0.889666666666666
TYMS	-2.729875
PEF1	1.91775
ZNF750	0.0103333333333333
MCM5	-0.7773
MEGF11	0.3635
KCNK7	0.342
PTP4A3	0.165
C1QTNF2	-1.51383333333333
OR6S1	0.299
FAM122B	-1.53075
ZNF551	-0.423875
HBQ1	-2.166
GEMIN6	0.33
ARSK	0.7015
RBP7	1.71883333333333
CPNE9	0.255
DSC1	0.5985
LOC730112	-0.2605
MAP2K4	1.522625
HS3ST5	-0.6075
EPB41L3	0.291
TEKT2	-1.3255
CDKN2B	0.410666666666667
ZNF480	-1.46925
MAP3K6	-1.4689
MAP6	2.61883333333333
HN1	-0.1174
OR2L13	0.0692
SLC16A11	0.17775
FAM96A	0.47175
APOL1	-0.2445
C5orf32	0.019
RTP1	0.203
RNF175	-0.41375
ZBTB41	0.835
AHCTF1	-0.7177
SAE2	-0.3335
ITGA2	-0.6515
MME	-1.8395
CCDC14	-2.46975
MAST4	0.284857142857143
KRT33B	-1.0105
KCTD2	0.6085
WDR26	-0.194833333333333
MFI2	-0.0255
NR4A3	-0.771142857142857
ARSA	0.81025
UNKL	-0.531666666666667
SULT6B1	0.00900000000000001
CCNA2	-2.2385
SOX15	-0.19
PPAPDC1B	-1.05375
C19orf44	0.18
MCAT	1.57025
ARID1B	-0.13775
OR52N1	null
C12orf48	-1.094
MAGI1	0.45375
NIPA2	0.21075
GBX2	-1.1325
RSHL3	0.0971666666666667
RAVER1	1.1265
C15orf17	0.67575
SLC30A2	0.23075
ZNF518	-0.31525
PCYT1B	-0.994666666666667
C10orf114	-0.2185
EIF3H	0.0770833333333333
SLC25A39	0.790166666666667
KIF1B	-0.924875
AMOTL2	-0.677
C6orf120	1.314625
PSRC1	-1.88
PLA2G10	-1.08328571428571
KIF5C	0.6855
MRPL37	0.1225
C17orf62	0.824333333333333
C9orf135	-1.2308
DUSP10	1.5924
CLCNKB	0.722
PSMA5	0.248
C8orf53	0.76825
AMPD3	1.5465
PIAS1	0.155
ADCYAP1R1	-0.913
GYLTL1B	-0.26425
CDH20	0.302333333333333
FBXO7	-0.15975
TMEM134	1.22216666666667
FLJ14213	0.240166666666667
ZNF3	0.0425
LRRFIP1	-0.00179166666666669
CNOT2	0.213083333333333
ABI3	2.454
ALDH5A1	0.549166666666667
HNT	1.6641
SERPINA4	-1.37466666666667
TK2	0.3525
STMN1	-2.06411111111111
GUCA2A	-0.0378333333333333
GALNT10	0.589642857142857
DPP6	-0.183277777777778
C9orf93	0.253625
PRELID2	-0.455
STK39	0.794625
SFTPA1	-0.834
CKS2	-1.46411111111111
RHO	-0.00337499999999999
C20orf135	0.1085
XKR3	-1.119
CR1	-0.4004
RPS6KA2	-0.460230769230769
C20orf112	0.65375
MRPL22	-0.37
C4orf23	0.203333333333333
GADD45B	1.47525
KLHDC1	1.001
C2orf48	-1.92
ZNF287	0.979
DAAM2	-1.425
DPPA2	-1.8595
TCTN3	0.790333333333333
DNAJB11	-0.1915
FPR1	3.28675
DEFB4	0.0485
PTCD2	-0.3583
SMOC2	3.91033333333333
CABP7	0.9535
SERPINB11	-0.295
MAGEF1	0.845
NDE1	0.193333333333333
ITGA10	null
FSHB	0.6945
ANXA2	0.674625
HORMAD2	0.25425
HLCS	0.179
MCF2L	0.343916666666667
FH	-0.255125
TBC1D24	1.6315
KIAA1505	-0.14225
LGALS2	-1.30825
CNBD1	0.2685
SYNPO2L	-0.8525
PTPN23	-0.0345714285714286
C1orf183	0.4945
MAGEA8	-1.86825
DGCR8	-2.161
GSR	0.46175
PAQR7	0.326
ZNF676	-0.871
CACNA1C	-0.2635
SP7	1.1005
PDCD6	-0.14225
NRN1L	-2.6615
BRI3BP	0.636833333333333
KIAA1183	-0.115
ASB4	0.11
CCL23	-0.00250000000000001
OBSL1	-0.741375
SLC12A7	0.694916666666667
KIAA0240	-0.14775
CD1B	-2.47033333333333
FCGR2A	1.069125
MDC1	-1.83875
HTR1A	0.557166666666667
OCEL1	1.6545
ATP11B	-0.211
FBXO34	0.128
PCDH12	2.90766666666667
RPE	-0.0885
C17orf74	-0.056
CSDC2	0.409
PET112L	0.89275
TMBIM1	1.88475
P2RXL1	0.58825
TCHP	-0.7735
TRMT1	-1.15966666666667
F2RL2	-0.114545454545455
LRRC32	2.09816666666667
IMPG2	-0.3385
BGLAP	-0.271
LOC493869	-1.16883333333333
MRAS	0.949125
SLC35F5	0.85125
CBWD1	-0.122
AXL	-1.350125
ATP2C2	2.4825
TELO2	0.26025
PNPLA3	-4.01175
PCDHB14	-0.94475
CD276	0.66275
KRT80	-0.698875
DUSP28	0.339
CSNK1E	-0.995916666666667
SRP14	1.1995
KCNQ4	0.00700000000000001
KRT72	0.6974
CCDC117	3.70775
C6orf89	0.413
TUBB2B	-2.76766666666667
RTN4IP1	-0.60925
CR1L	-3.28866666666667
CEND1	0.682375
C12orf41	0.0421666666666667
RNF31	0.65425
UBN1	-0.1955
C17orf32	0.556375
SLC5A7	0.660333333333333
GPR92	0.9855
ESAM	2.1526
CTNNA1	0.24325
HRBL	-0.190666666666667
CBX4	2.3045
TMEM182	-0.05275
SH3TC2	-1.2725
IL10	0.588666666666667
PXMP4	2.3625
RNF167	-0.2243
PAK7	0.438166666666667
ETV3	0.304
ATPIF1	-1.74016666666667
LOC554207	-0.8385
OR8H1	-0.4145
WDFY3	0.94675
DPM1	-0.6005
GPSM1	-0.3365
WDR92	-0.6658
LRP1	0.280333333333333
ANKH	-0.88
THUMPD3	-0.4
POLR1B	-0.87625
OLFM4	1.06716666666667
RAD9B	0.45675
TSPY2	-1.6755
PAX6	-1.50433333333333
SCG2	-2.48
SLC17A6	0.9785
FMO3	1.841125
PADI4	0.00300000000000002
TUBB4	-0.5819
NLK	-0.6965
POU4F3	0.422
SDF4	-0.1475
ITGBL1	1.726
NETO1	-1.097
TAP2	0.261125
ABBA-1	0.160818181818182
GNAI1	0.956
VPS4B	1.6935
NOPE	-0.7147
GALNT6	2.00583333333333
SESN1	0.779125
GBE1	-1.87022222222222
CLASP1	-0.76275
RASGEF1B	0.31625
ACOT11	-0.0912857142857143
AFAP1	-0.96425
OR2H2	-0.00374999999999998
DPY19L2P1	-1.20625
DZIP1	-2.821
SEC22C	0.520166666666667
GPR161	-0.466666666666667
RNF146	0.011
WDR74	-0.57
GALP	0.351
PURA	1.11925
DNPEP	1.25391666666667
RP11-78J21.1	-1.111
ERBB2	3.853
FANCM	-0.732833333333333
NEO1	0.314
DDX3Y	-4.00822222222222
RPS3A	0.81175
MXRA7	-0.581285714285714
LGALS3	-1.2795
GLT8D1	-0.49025
CFL2	-1.2685
UPB1	0.51225
NAP1L5	-0.3145
CLDN14	-1.86525
DHX38	-0.86175
BTBD1	0.02075
TARS2	-0.339
ABCF1	-0.2987
FCF1	0.0166666666666667
LRRC49	1.68625
GUCY1B2	0.391
C1orf177	-0.371166666666667
SMARCA4	-0.138428571428571
LRP8	-3.403
TAGLN3	-0.615
MRPL14	-0.04925
TTRAP	0.51675
ZDHHC20	0.05425
NFE2L3	-1.25725
KIAA1377	-0.504625
PALMD	-0.297222222222222
TMEM43	-0.97025
TTL	-1.254
STAT5B	-0.209166666666667
SSB	-1.38025
OR10H5	0.246
SLC22A13	0.4735
AKAP3	1.147
TIMM23	0.712833333333333
OAS2	1.3675
KIAA0423	1.144
TRIM11	0.478666666666667
GLIS3	0.076
TMEM50B	1.52783333333333
ARHGEF4	-1.75557142857143
DEGS1	-0.490909090909091
TBL1XR1	0.7183
G6PD	-1.5355
SP140	0.0246
MUC17	0.455083333333333
NUDC	-0.8378
DNAJC5B	1.44016666666667
SCARA3	-1.50283333333333
CPA3	7.36816666666667
BCAT2	0.49525
MFN1	-0.1863
NRG3	-0.0625
SNX11	2.00475
PLEKHH1	-0.3082
GPR177	-0.322
HCFC2	0.95525
TCAP	-0.1865
MOCOS	-0.97475
C14orf93	-0.85925
PRDM10	-0.850833333333333
SLC16A4	-0.554916666666667
SRGAP1	0.520166666666667
VIP	-0.174333333333333
DUSP27	0.181166666666667
LILRA1	0.4057
MC2R	0.5075
MGC24103	-2.0515
MBTD1	-1.83
FUT11	-0.631333333333333
USP33	0.8719
C15orf39	-0.441
MAP3K12	0.126125
PAAF1	-0.0463333333333333
BARHL1	0.402
FLJ16165	-0.163
PIWIL2	-2.72525
SYNE1	-0.181272727272727
CMTM4	0.0985
TSPYL1	1.3263
GUF1	0.214333333333333
TMEM157	2.6205
WDR44	0.35425
HIST1H3C	0.48125
DKFZp666G057	1.6595
RNPEP	0.57625
GAS2L2	-0.1835
ADH4	-3.80125
GRPR	0.480333333333333
FBXL17	2.22825
ZBTB10	0.819083333333333
Gcom1	0.637833333333333
HTRA1	0.6542
ZNF585A	-0.611333333333333
SLC26A2	0.290214285714286
OTOP3	0.177666666666667
WISP1	1.43888888888889
ATP2B4	-1.54945454545455
FLJ10769	0.8685
CRAMP1L	-0.034125
CHST12	-0.469
RAB22A	0.392166666666667
TARDBP	-0.560142857142857
STAU1	-0.35125
CRB3	2.40466666666667
MIG7	-1.03575
CHMP1A	0.2185
ZNF160	-0.49775
B3GALT6	0.25975
BARX1	-1.048
C6orf167	-2.0211875
NXNL1	0.336
DHX29	0.032125
HADHB	-0.29925
PLXNB2	0.47525
ILDR1	-1.725
SLC15A3	3.3185
GAS2	-3.0465
C20orf69	0.31175
NUMB	-0.72425
TNIP1	-0.236875
MESP1	-0.7225
PSKH1	-0.2445
NSFL1C	-0.241625
RHOG	0.13475
HEY1	-2.60316666666667
KNG1	-1.104
ITGAX	1.5898
LIN9	-0.7935
CANT1	1.852125
XRN1	-0.251928571428571
CCDC96	1.3338
HEATR6	-0.664
GNG7	0.149333333333333
RUNX2	0.54025
SOX1	1.271
FCRL5	-0.232777777777778
ZNF99	-0.211875
FAM9A	0.8465
SNX22	1.09866666666667
MBNL3	-1.02
ODC1	-1.961
ADORA2B	-2.77783333333333
NR2F6	1.18125
ZFYVE16	0.207444444444444
SYNJ2BP	1.3841
POLE	-1.055125
E2F2	-1.01975
THRA	-0.53
PTGES2	-0.147333333333333
HIP1R	0.484333333333333
TMUB1	-0.537666666666667
ENO3	-2.2885
RSPH10B	-0.5135
CXorf39	0.917625
IRGC	-0.17925
GPR109B	-1.30975
FLJ13305	-1.5525
LCE3A	-0.2525
TNFRSF18	0.294
DET1	0.47975
TRPM3	0.0441818181818182
C16orf79	-1.401
FECH	0.826
RAP2A	0.293166666666667
CRIP1	3.953
AZIN1	0.197875
SLC7A7	3.64975
IL10RA	0.6299
TMEM64	-1.32325
CDC42EP4	1.0765
C16orf58	0.342
ARG2	-2.97325
POU5F1P4	-4.7665
FAM62B	-0.991375
DNAH8	-1.321
ASH2L	-0.698
TSLP	-3.7102
CNTNAP5	0.6666
TMEM16C	-0.15375
IFNA14	1.231
SLC1A3	0.795125
CABYR	2.4625
BCL7B	0.3198
NUDT13	-1.36333333333333
C13orf28	-0.109333333333333
C1orf53	0.811
ARL6IP4	0.6486
RPL35A	-0.759
EMR3	0.5545
RAB40C	0.483166666666667
SLC41A1	-0.671
LRCH1	-0.559
LY6G5B	0.258
FAM124A	-0.424076923076923
MGC10981	-3.52533333333333
CLIP3	-0.3481
MAP4K2	-0.104333333333333
CHIC1	0.16725
SULF1	2.83916666666667
C20orf30	-0.0655
PRDM5	-1.172375
ELOVL1	1.07425
C11orf48	-0.59175
SLC39A10	-0.56275
KCNV1	0.63275
ACP1	-0.179333333333333
ZMYM2	-1.11525
B3GNT6	0.184666666666667
C9orf69	0.95275
C2orf15	0.862
C20orf166	0.804
HSP90AA6P	-0.739
EDG7	-0.798
NEURL	1.34075
LPL	0.279333333333333
CLEC2D	-0.495714285714286
GRRP1	1.305
CD8B	-2.3264
HIST1H3D	0.153
SLC6A12	0.722375
FAM27L	-0.277
CD84	1.0888
RASA1	-0.282
PHKG1	-0.261
MAGEA11	-1.486
IMPA1	0.2587
NPM3	-1.33575
RARRES1	2.6315
SH3BP1	0.0615
B3GNTL1	0.177
ARPC5L	-0.0166666666666667
KLHL26	0.31025
SIM2	-1.5985
GJC1	1.421
C20orf194	-0.43275
EXO1	-2.643
SLC2A2	-1.12966666666667
LOC285074	-1.58625
LRG1	-1.568
KIRREL	-0.5125
PIK3R1	-0.0674285714285714
C4orf34	2.22325
MAF	-1.39472222222222
ADCY4	2.21483333333333
ZMIZ2	-0.2626
SLC46A3	0.3855
STAMBP	-0.504166666666667
CCDC16	-0.3745
MS4A12	0.5605
TCF20	-0.5905
LRRC46	1.13925
C20orf152	0.424
MRPS6	-0.449125
ABCB11	-0.6295
KCNC2	0.2126
CDH19	-1.73166666666667
C9orf123	0.6265
SSH3	0.44275
LDLRAD1	-2.24025
CCBE1	-0.83375
ZNF135	0.5095
TAAR1	0.4205
WFDC12	0.2855
CCDC42	0.231833333333333
FLJ12529	-0.808
PER1	-0.134
TIMM50	-0.0358333333333333
SMARCAD1	-0.389666666666667
FAM26C	-0.62
TP53TG3	-2.328
SH3RF1	1.6695
LMCD1	1.13325
GPR63	0.499
FLJ21986	-2.415125
AIFM3	-0.838
MICAL1	-0.666166666666667
BLZF1	0.453
IQCA	-0.391
PCDHGC3	0.051
SAC	0.0645
BCL6B	1.49233333333333
DDO	-0.564
MARCO	1.6885
DCHS1	-0.227166666666667
C1orf170	0.888833333333333
CD200R1	0.874
C22orf15	0.3755
SEPT11	0.0186666666666667
ADNP	-0.18975
UST	-1.7774
C13orf34	-1.81616666666667
RFFL	-0.0196428571428571
APBA3	0.4355
C2orf60	-0.59775
CUTL1	-0.4213
PMS1	-1.28325
ZNF689	0.939
EIF3E	-0.397833333333333
IL9	0.957
RPL31	-0.08175
LY9	-0.0213333333333333
ATP2B3	0.45975
KDELR2	0.108416666666667
TFCP2	0.0795
NLRP12	0.53175
FLJ45422	-0.0405
TLE4	-1.5784
ZNF570	-0.2345
FLJ43806	-0.7795
TLK2	0.021875
CIR	-0.449
MARS2	0.3315
COL24A1	0.131
SDF2L1	-0.249
HIBADH	0.3935
IGFBP3	-2.37821428571429
C12orf23	1.670375
PSPC1	-0.7025
C20orf43	0.35825
TRAV20	0.1775
ARHGAP24	0.179428571428571
KIAA1975	-0.692375
C1QA	3.3676
DNTT	-4.22875
C10orf6	-0.357666666666667
C11orf41	-0.338625
HNRPF	0.36925
COL11A1	5.92933333333333
UBAP2	-0.210333333333333
CDKN2AIPNL	-0.5955
C20orf174	0.728
SPRED2	0.3255
PLA2G12A	0.840833333333333
ICEBERG	-0.847
SCN10A	0.469
C11orf65	0.19075
GBP5	2.971
PITPNC1	-1.45366666666667
POU3F3	2.647
NCOA7	-0.686125
LIN7C	0.9378
LOC348840	-0.357
NKX2-2	-1.14233333333333
ANKRD13D	0.202875
LOC123688	-0.809
FUT2	0.660333333333333
TAAR8	0.274
FZD4	-0.0131666666666667
PNMA3	-1.02483333333333
OR4L1	0.036
WIT1	-1.757
EXOC3L	0.93475
ATPBD4	0.1217
KRBA1	-1.67225
UBXD6	1.5675
HOXB7	-1.06478571428571
C7orf23	-0.6515
UNQ338	-0.5655
STAB2	0.88025
CDC20B	0.423666666666667
IRF9	2.2535
CENTG1	0.585833333333333
TNPO2	-0.986
MCPH1	-0.339125
BMS1P5	-1.65775
SLC26A7	0.259
HIST1H3J	0.02475
C9orf3	-0.1584
LBH	1.419125
MYO1D	-0.221125
PTDSS2	0.17225
NFU1	1.0155
DEPDC4	-0.507
WNT7B	1.0312
GLP2R	0.5495
SETD4	-0.7531
DYNLT3	-0.129
FKBP11	-1.6325
SESTD1	0.544666666666667
FLII	1.0505
RPS16	-0.1758
CHPF	0.1845
CSNK2A1	-0.914333333333333
SUMO1P1	-0.3235
FKBP6	-0.8105
ZNF214	-1.0375
TWIST1	-0.259333333333333
DDX56	-0.0711666666666667
TRAM1L1	3.2144
EPO	-2.61133333333333
MRPS18B	-0.42625
ZNF682	-0.048
RPL14	-0.329333333333333
MAFF	-0.584
LOC51136	1.280375
LY96	0.76525
DDX20	-0.31475
ABTB1	1.34866666666667
ARL5A	0.6004
CCT6A	-1.43425
HEPACAM	-1.4706
EHHADH	0.297166666666667
RBAK	-0.0326666666666667
CGB1	0.688333333333333
ITGB5	0.8598
YIPF3	0.50375
FKBP2	-0.7005
NR1D1	-0.310888888888889
TMEM110	1.3595
NEK2	-1.427
PRAMEF8	-4.61766666666667
C20orf52	0.168833333333333
PCDHGA3	-2.0045
VWA3B	0.0866666666666666
NDUFA5	0.5985
THAP9	0.18
FLVCR2	-0.11
AP1S1	-0.877
SMAD6	-0.6455
SAV1	0.272875
SAT1	1.53425
ZNF251	-0.05325
ADAMTS7	0.586625
RPP38	0.091
C1orf211	-0.8585
YPEL2	1.52975
RBMS1	-1.191
ZNF445	-0.6705
NRXN2	1.71333333333333
PGBD4	-0.607
UGT2B28	-1.23275
WBSCR16	-0.3849
NLRC3	-0.113125
ASTL	0.409
ST6GALNAC1	-3.24075
ZADH2	-0.189625
MLLT4	-0.442583333333333
ARL6	0.3485
MEF2C	0.3235
CBFA2T3	-3.126
AFF3	1.81964285714286
COG7	0.497833333333333
MYB	-0.6395
PLXNA3	0.369
XRCC2	-1.73083333333333
MMS19	0.015
ST8SIA5	-0.508166666666667
CHPT1	2.737
KIAA1712	-0.098875
OR6X1	-0.3705
ACTR3	-0.362875
UGCG	2.64416666666667
OR4P4	0.035
ZAP70	-2.953
LPP	0.147
ZNF485	0.14225
PTPRCAP	-0.16475
IL12RB1	0.402
ATRX	-0.4705
CHST8	-0.758625
C14orf109	1.10025
ARV1	0.30175
NMB	-3.01971428571429
COX5A	-0.747166666666667
EIF6	-0.3295
MPPED2	-0.395333333333333
SEMG1	-0.272
CHRDL1	-0.227
TRAF3IP2	-0.15775
WNK2	0.08925
LILRA4	3.56883333333333
LAMA2	2.35825
PXT1	0.688
RLBP1	-2.89925
CD300C	1.1065
SLTM	-0.782
FLJ10404	-0.0704375
APOBEC3D	0.0468333333333333
RENBP	0.787833333333333
ATXN7L1	0.426125
NID1	-0.20825
TUBGCP3	-1.847
ITIH5	-0.237294117647059
CCDC110	1.2445
C8A	-2.118
MGC87042	-1.496
HOXC13	-0.16525
TFDP2	-0.38
HCP5	0.698625
POLI	0.06475
UCN	-1.32183333333333
ZNF764	0.602
C8orf45	-1.07775
FHL3	-0.55775
SPATA5L1	-1.0325
MMRN2	2.41566666666667
NDST1	0.4005
COL20A1	0.240666666666667
