Hybridization REF	TCGA-AR-A0TX-01A-11R-A084-07
AP4S1	0.0691666666666667
NPBWR1	0.104
TPK1	0.96875
UBA52	-0.778611111111111
RIPK1	1.06116666666667
CPNE3	-0.2918
HSPC159	1.26425
C8orf38	0.60425
LRRC4B	-0.3505
PARP10	0.3545
ANKRD50	1.3225
CXCL9	7.41175
FGF18	1.183
EIF2A	-0.39525
SLC20A2	2.03416666666667
KIAA1549	-0.154833333333333
SPINT1	1.9121
ZNF584	-0.6675
CRBN	-0.373166666666667
ABCF3	-0.063
NCBP1	-0.5645
PLA2G4F	1.59133333333333
PCDH10	-0.74475
TTC21A	0.49575
C20orf144	-0.009
FGFR1OP2	-0.481833333333333
SLC9A1	0.8439
CHRND	-0.02
FOXF1	-3.2925
KIAA1467	0.88875
TPO	2.30483333333333
LTF	2.35957142857143
DNAJB9	1.16275
MRPS27	-1.02825
bA16L21.2.1	0.73025
WBP2	0.294666666666667
MRGPRX3	-2.2015
PRPF18	0.448
C10orf58	0.9875
SMOC1	-3.1225
ADAT3	-0.0938333333333333
TMEM138	0.5475
TMEM131	0.93875
TIMM8B	-0.076
MYH7	0.261166666666667
ST6GAL2	1.2055
KIF1C	-0.454
SUHW2	-1.8355
PAPSS1	1.21025
CABP2	-0.3405
HOXA4	-1.73975
ELF2	-0.06725
SEMA3D	1.347
MC5R	0.313
OGFR	0.5795
FLJ30092	0.182333333333333
TGFA	-0.5022
MMP17	0.25925
KIF15	-2.511
CHIA	0.41375
CATSPER3	-0.639
CEACAM7	1.106
PADI2	2.698375
HOXA9	1.09383333333333
LNX2	1.9545
TMEM144	2.30575
HIF1AN	0.66775
METTL7A	0.3463
C6orf165	2.449
KIAA1468	0.517
DSG3	-2.4905
ZNF180	0.495333333333333
EIF4E3	1.5185
SLC46A1	0.737125
DKK1	-3.17183333333333
ZNF205	0.511666666666667
LOC162073	2.25855555555556
COX7A1	4.57075
MAGEA1	-5.4485
NEDD8	-0.258333333333333
KLHDC5	-0.249944444444444
C3orf19	-0.676333333333333
MRPS2	-1.0245
POLR3H	0.545857142857143
ABHD11	0.8148
TMEM17	1.07975
PAIP2B	0.5691
MAT1A	-4.97175
LGI3	0.1195
THUMPD2	-0.13825
TKTL2	0.1905
XAGE3	-2.41316666666667
CALM3	-0.11025
C6orf136	-0.744333333333333
KCNC4	0.254666666666667
RGS9	0.0298333333333333
ACIN1	-0.982333333333333
SPATS1	-0.6235
XKR8	-0.38
FAM84A	2.59075
MS4A7	4.62509090909091
AGXT2L2	-0.61125
OR1F1	0.1615
SMAP1L	0.9395
IPO11	0.519875
ZC3H11A	-0.5159375
C1orf151	0.51775
RNASEH2A	-1.5865
CCR10	-1.6565
TXNDC11	0.440916666666667
TMEM112	0.461125
MAP1B	0.0485
NVL	0.678
PKM2	-1.2013
ARC	-0.88875
NUP54	-0.269
PPFIBP2	1.7205
STAT2	1.656625
PTAFR	2.89233333333333
ROBO2	-0.21725
RNF40	0.439666666666667
CCDC135	-0.696333333333333
IFT81	-0.702111111111111
MORF4	-0.325
TM7SF3	-0.3685
OR10H3	0.179
ABP1	0.655875
CHRD	0.041125
PLEKHA8	0.551333333333333
NCALD	1.705
OR5AK2	-0.03325
ACCN1	4.13766666666667
SLITRK1	0.121333333333333
ARMET	-0.062
C9orf52	1.322
REEP4	-0.903
MTSS1	1.321625
ADH1B	4.6525
DLD	-0.15625
CDK5	-0.6125
PPFIA1	0.1284375
WFDC3	0.4565
DNAJB12	0.565642857142857
RANGRF	-0.6655
MLANA	-5.2795
AMY2B	0.52525
KIAA0319	0.41
RPS7	-0.1845
JAK3	0.52
ARFGEF1	0.28625
CXCL5	0.409083333333333
TRAPPC4	-0.449
CETN2	0.91875
HSPC111	-1.683
RHOBTB3	-0.9392
PHLPP	0.2625
RGS10	2.149
TMEM58	0.21475
CHERP	0.0135
HSP90AB3P	-0.728833333333333
FSTL3	-0.0736666666666667
PEX11A	0.39825
OR5V1	0.4745
FCN3	2.69925
PTPN3	1.201375
NPTX1	-5.535125
C21orf84	-1.94625
C11orf51	-0.277
ZBED2	4.45375
FLJ90757	1.179
NPY2R	0.50125
PLD3	1.2775
SYT17	3.95116666666667
SGSM2	-1.0595
OR1A2	0.302
FOXP1	1.136125
SLC5A1	3.205
POFUT1	-0.7294
EPHB6	-1.95416666666667
MYO1G	-0.596
STAC	-1.3414
KLHL17	-0.504
RGMA	0.8531
TJP2	0.507
FAM114A1	0.158833333333333
SERINC1	1.0605
SLC9A8	2.087625
PEX19	0.214375
EDN2	1.21475
PSMD7	-0.0697777777777778
C3orf41	-2.69075
UQCR	-0.17225
PPP1R3C	-3.114
LRP4	-2.47566666666667
TM2D1	-0.363
TTC17	0.1335
C4BPB	-5.150625
CCL25	0.5735
ZNF253	0.723166666666667
CHRNA9	-4.177
SOX11	4.20225
HIVEP3	0.368
CGN	1.74041666666667
C3orf35	0.030875
PKD2L1	3.0655
SYVN1	0.251
PDE8B	-2.1185
LOC439951	0.39775
LTC4S	1.72916666666667
MIF4GD	0.346166666666667
SMARCA2	1.3725625
TUBGCP6	0.218333333333333
CABLES1	0.768375
C16orf77	1.66916666666667
ZNF791	0.99125
FUT5	1.607
ADH6	-2.80333333333333
P4HB	1.86925
CLDND2	-1.44775
ALKBH8	-0.9275
PLAC4	-1.87725
F11R	0.963285714285714
MGC35295	0.2455
PDZD4	-0.662166666666667
LOC389073	-0.60325
FAM80B	-0.8565
PSMB1	0.054875
TXN	-0.361166666666667
VIPR1	1.2323
WBSCR18	0.1102
EXOSC6	-0.241333333333333
ACTA2	3.37016666666667
SP5	-2.3235
ANKRD1	-3.542
DDR1	2.5761
ATP6V1D	0.6535
PTGS1	-0.0268333333333334
RNF157	-1.11925
DCC	-0.00750000000000001
SPAG7	-0.29025
FBXO18	0.69525
UBE3C	0.1318
HOXC6	1.20475
LRP2BP	-0.520833333333333
MYST2	-0.83125
PDSS2	0.82075
ATE1	-0.27925
ARAF	0.37325
KLF10	-0.2705
PLA2G2E	-0.0105
ASCL1	-1.547
TSNAXIP1	1.68475
FAM131B	1.597625
IFNA10	0.3785
NUP43	-0.757625
FAM44B	-0.458875
L1TD1	-6.17416666666667
NMD3	-0.663333333333333
C18orf54	-1.0394
PHOSPHO1	0.195
RAG2	-0.8535
EMILIN3	-0.462
METTL3	-0.43325
VPS13C	0.21575
REXO2	-1.043
ANXA4	0.65275
CA1	-1.29175
DCP1B	0.3335
TULP3	-0.611666666666667
ATP2A2	-0.1585
ATIC	-0.6815
ADAM15	0.270416666666667
NPL	2.6635
LGR4	0.408125
UEVLD	0.737833333333333
GAB1	2.35725
SNAI2	0.4425
ZGPAT	-0.3216
SNF1LK	-0.2765
DLEU1	-2.869
UBE2Q1	0.577625
ZMYM6	0.4205625
JPH3	-1.53666666666667
FAM38A	-0.55175
PXK	-0.5345
DENND2D	1.634
BAX	-1.25908333333333
CP	-1.99127272727273
RPL37	-1.041
G6PC3	-0.430875
NCOA4	0.555666666666667
LRRC14	-0.19425
GORASP1	0.551
FCHO2	0.893625
CYP24A1	-3.5708
FXYD3	1.8455
SMARCAL1	0.40825
ABCB8	0.106
CCDC44	-0.135
PRDM7	-3.79925
USH1C	-1.5325
DNAH5	0.561833333333333
SRF	0.5435
MAL2	2.94416666666667
PGPEP1	-0.325
SIN3B	-0.4335
SEMA3C	1.07866666666667
GRAMD3	2.03975
FBXO10	-0.27225
OR5D13	1.2395
FLJ31818	0.162875
CACNA1I	0.394625
S100A13	-1.386
TP63	-0.107428571428571
ANXA11	0.2163
WDR66	1.787125
CSF2RB	0.6685
IFI44	-0.02925
DACT1	1.8085
ANKRD23	-1.2665
ATP5G1	-1.34316666666667
C21orf70	-1.25483333333333
PPWD1	-0.97125
DNAJC13	0.342
PAH	-5.78583333333333
PTCH2	0.33375
TRMU	-0.81675
CCDC9	0.2805
USP3	-0.07
DCLRE1C	0.0159
FAM55C	1.06
FRMD4B	1.88175
CYP2R1	-0.59725
RFPL1	-0.4167
XPO5	-0.58575
ARL6IP2	-0.222
OSBPL5	1.20875
MMP9	3.83245454545455
KIAA0802	-0.5685
DHRS2	-0.841166666666667
SGEF	2.0175
TXNDC10	-0.424
EXOC6	0.6045
RPS27	-0.0371666666666667
PNCK	-1.38
FSTL1	-0.0825
AACS	-0.15675
SLMAP	-0.292666666666667
SAMD4A	-0.2067
ABRA	0.204
SMARCD3	0.9975
PKNOX2	-2.43216666666667
A4GNT	-0.028
C9orf39	-1.13216666666667
RALYL	0.00825
MGC33556	-2.934
C10orf25	-0.779
BBOX1	5.1875
NHEDC1	0.18525
XDH	1.36825
GCSH	-1.462
EDN1	0.0538333333333333
MTERF	-0.1955
CLK4	0.764625
ZNF799	0.7735
KCNG1	0.8715
CXCR4	0.8625
PTPRR	-2.5875
IRAK1	-0.355375
LOC401397	-1.63525
TMSB10	1.88078571428571
CXCL3	-3.019
TMC4	0.19325
OR7A10	0.116
STYK1	0.80975
CHRNA10	-0.25575
CCNI	0.6385
EP300	0.706214285714286
LOC165186	0.657666666666667
HIC2	-1.98875
SDR-O	0.2135
OR2W1	0.3655
KCNA6	0.117
TRIM74	-1.41875
REEP6	2.29375
ATP5G2	0.3205
ERG	0.524125
TMEM42	-0.62225
PARN	0.8025
SOD2	0.0606875
DIRAS1	0.334
PNPT1	-1.73075
JOSD3	-1.627
hCG_40738	1.27
PDE1C	-2.57975
SEMA4D	1.120125
AGPAT1	-0.0075
NOSTRIN	1.378125
MAP3K3	-0.332166666666667
MAX	0.911214285714286
CAPS	0.585
SERPINA12	0.1285
OSBPL8	-0.229125
RICS	2.3152
NR4A2	1.29383333333333
PPCS	1.50966666666667
LONP1	-0.92125
SCYL3	2.25925
HERC2P2	-1.65216666666667
FIBCD1	-0.8915
C15orf41	-1.09825
DMC1	-0.196833333333333
C20orf27	-1.27775
RPS6KA5	1.3067
FAHD1	0.133
SLC12A4	-0.31725
BRCA1	-2.13808333333333
GBL	0.169
SLK	0.2145
NUDT9P1	-1.048
NOXO1	2.1535
USP52	-0.88875
BAZ1B	-0.28
SLCO2B1	4.0475
BBS12	0.621
LRGUK	-0.487333333333333
TERF2IP	0.298
COL1A1	5.1105
KIAA0090	0.443375
GRK5	0.7335
AP1S2	-0.8983
TMEM52	-1.0625
CA11	-0.54025
OR4A15	0.407833333333333
ACBD3	0.5702
SPAG11B	0.247125
PRDM2	1.0656
FOXP3	1.09125
SMYD3	-0.4355
LOC389199	0.1745
LGI2	2.90483333333333
NAPE-PLD	0.1783
ANKRD6	0.563
WDR45	0.0866666666666667
SHROOM1	-0.13525
PSCD3	0.2425
PYY	0.1045
KCNC1	1.522
ARHGEF9	0.1204
OR8J1	0.42475
GPR55	0.044
NS3BP	-2.1405
C10orf22	0.1785
NAT8L	-0.86575
DUSP4	1.515
FOXM1	-1.69333333333333
GRAMD2	2.7776
ZBTB48	-0.0256666666666667
BUD31	-0.4345
PABPC5	0.669
CCDC41	-1.4435
FBXO11	0.562
C6orf148	-1.94275
RFXAP	0.53225
C6orf15	-0.2345
CDK8	0.829666666666667
C6orf70	0.361125
TESSP2	0.454
ALG2	0.5475
PPP1R3D	3.367
TPM3	0.724722222222222
SYT13	3.631
EPB42	0.124666666666667
CETN3	-0.96975
PRY	0.087
NTHL1	-0.567833333333333
POLR2B	0.562
RPS28	-0.45025
P2RX3	0.33325
LYZL4	-0.203
WBP4	-0.7625
PMM1	-0.1
C11orf79	0.25325
CBLL1	-0.507
IL1F10	0.259
VAX2	1.773
SETDB1	-0.165
LRAP	0.383833333333333
GCLM	-0.504333333333333
CPEB3	2.02525
PPM1A	0.7433125
INTS1	-0.737
CAMTA1	1.0515
SAMSN1	-0.42775
LOC158830	-0.486833333333333
GMPPA	0.468125
AIPL1	-0.19125
IL24	0.416166666666667
BDKRB1	-1.247
MLF1	0.9033
TAF12	-0.0965
ID1	-1.89925
THADA	0.233375
PIK3CB	0.12425
OR4N5	0.466
TBC1D17	0.0831666666666666
COX8A	-0.449
CDCA4	-0.47775
C2orf44	-0.08375
ZNF534	-2.08475
IMMP1L	0.2645
NIPSNAP3B	0.92225
FTMT	0.310625
PWP2	-0.63
MMP15	1.2526
DNAH11	-1.93425
MTMR14	0.136125
DNAL4	2.05
IPP	-0.1675
TMEM59	0.708125
C1orf157	0.7595
RGS4	0.5855
DDX18	-0.282333333333333
SNX6	0.40975
ZNHIT2	-0.244833333333333
NCDN	0.901666666666667
FLJ33534	0.1175
RAG1	-2.41525
OR4D10	0.0275
PTPN5	-0.126666666666667
POMT1	0.44225
LRRC8A	0.2047
CYP1A1	-1.279
CAPN1	0.821
DDHD2	-0.597625
GRIK2	-1.0295
GNRHR	-0.07975
PPBP	0.8315
HTR3A	-0.3115
SLITRK4	0.0605
ANKRD49	0.225
BTF3	-0.2822
SARS	-1.10025
C13orf18	1.08983333333333
CACNB1	-0.270214285714286
QKI	0.400272727272727
SETMAR	0.519875
MAN2B1	1.41483333333333
EML3	-0.14425
ACADL	3.72833333333333
OFD1	-0.605
DEFB114	-1.648
CGA	-4.3247
PEX16	0.673
LRRC10	-0.3875
GNG12	-0.3895
C1orf152	0.0475
CHRM1	0.5465
CD53	1.7905
DBH	-0.30625
TFAP2B	4.985375
HIST1H2BJ	-0.0411666666666667
FAM46D	0.4535
TMEM11	0.04625
C3orf32	-0.53475
PCCB	-1.60475
IPO13	0.52625
C6orf105	-3.23325
COMMD5	0.1745
SUV420H1	0.0118
LTBR	0.14925
ARHGAP15	0.60175
HDHD2	0.01425
TDRKH	0.216166666666667
LOC401052	1.854
PSG4	-1.30525
GNB4	0.3362
SPATA4	0.4355
SLC9A3	-1.344
OSBP	0.815
NBPF3	-0.430666666666667
DOCK11	0.298
SLC39A5	-2.40266666666667
PRR5	0.6616
C10orf63	0.247
SMTNL2	-1.34275
ADRA1A	0.06125
ASAH1	2.2026
DOM3Z	-0.00880000000000001
GIPR	0.3185
AHI1	-0.485666666666667
NADSYN1	-0.5135
RGS14	-0.3145
IL18BP	1.8229
RTN4RL1	1.8185
ARMC6	-0.284
PSMD5	0.692833333333333
HK3	3.0059
OR4S1	0.04575
RSU1	0.6332
MAD2L1	-1.77822222222222
EIF4A3	0.66825
DLEC1	-0.364
E4F1	-0.043
CHMP2B	0.1395
CAMSAP1	-0.40275
RPS21	1.11633333333333
ARID5A	1.0675
UBE2N	-0.0224
IGSF8	0.413666666666667
MAGEB6	-2.7495
ACAD11	-1.3002
MGC4172	1.4655
LMO4	1.0725
KLKB1	-0.18325
HP	-0.725
HDAC3	0.38925
SCHIP1	-0.64475
CLCA1	0.5655
OLFML2A	0.273625
C1orf112	-1.53325
KIF19	1.977
HAPLN4	-0.4111
CXCR7	-0.53
GOT2	0.2193
RAB38	-0.79625
DCX	-0.949
PPM1H	2.20808333333333
NFYC	0.473916666666667
KIN	-0.225875
ZNF228	0.6295
PLSCR4	1.36566666666667
HIG2	-0.121
FAM79B	1.415
C21orf86	-0.7766
KCNK10	1.49125
ZNF738	-0.674875
FSTL5	-0.6725
OR6A2	0.458
OTOA	1.04666666666667
EXOC1	0.164
AHRR	-3.229375
PDAP1	-1.76833333333333
C19orf6	-0.375875
ZAN	0.14
LY6G6E	0.406
EIF4E2	-0.5385
C20orf198	0.05975
ZNF324	0.025
CYP3A5	-3.48
ENTPD7	2.14433333333333
MBOAT5	0.981166666666667
GJB5	-2.7845
TTC13	0.20675
S100Z	-1.587
KIAA0664	0.1615
PDGFRB	1.69575
IL17D	-1.3265
OR56B4	-0.213
RDX	-1.057
SLC34A3	0.1495
IL28B	0.078
JUND	1.1465
CHRNB1	-0.750625
CAMK2B	2.235
FETUB	-1.741
CXorf23	0.840375
MRTO4	-1.30475
TTC3	1.1583
NDUFB8	-0.282166666666667
EDG2	-0.2845
SEMA3G	0.872
IL23A	-1.30375
GRHL1	2.773
LOC441054	-0.7135
WDR65	0.5205
PSTK	-1.31175
STOML3	0.144166666666667
R3HDM2	0.5816
C5	-3.499
SLC2A10	3.79183333333333
C3orf22	0.26025
PAQR3	0.278307692307692
ANKRD26	-1.01958333333333
HCRTR1	0.5175
LOC399947	-1.23575
PSD2	-0.35125
TIGD2	1.452
SCRN1	-1.709875
COQ10A	-0.7545
DDI2	0.106
METTL7B	-0.998833333333334
UCN2	0.04225
FAM92A3	0.242
WDR16	0.52075
ZNF511	-0.430333333333333
ZMYM5	0.351625
POLR3G	-3.53175
ZNF586	-0.0485
C1orf49	0.393666666666667
TANK	0.876166666666667
RCAN1	0.278166666666667
PELI3	0.381666666666667
LIMD2	0.643166666666667
TMEM189	1.43
NTN4	-1.693375
LOC151300	-1.5575
CLEC2A	-1.1905
GPR135	-1.016375
DPYSL4	-3.2762
JAK2	0.722166666666667
TSHZ1	0.817
TM9SF4	0.039
ZNF264	0.8295
SIRPG	2.773375
BICD1	-1.15625
HERC6	0.764666666666667
METTL5	-1.7935
CASP1	1.71525
PRRT1	-0.365166666666667
PLA2G4C	2.3435
ICA1L	-0.550571428571429
TPTE2	-0.104166666666667
OTUD7A	0.092
AQP11	-0.82125
APOA2	-4.9624
KALRN	0.9758
SECTM1	2.06933333333333
IFNAR1	0.594
TALDO1	-0.003625
RAB11FIP4	1.66816666666667
EIF5A	-1.1675
FAM49A	2.812
NEGR1	0.758666666666667
YTHDC2	-0.229375
EHD2	-0.7945
NCF1	2.9573
SCRT2	-0.011
HOXA5	-0.570333333333333
NUP133	-0.1885
FGF12	-0.7876875
SLMO2	-1.140375
SNTA1	0.938
CACNG2	0.049
GCM1	0.476125
ELF1	0.451666666666667
TLR5	3.258
TCFL5	-0.713916666666666
RBMY2FP	-1.246
LOC100125556	0.71075
FAM129B	0.398625
MAP3K7IP1	-0.15025
NCK2	1.07
OXA1L	-0.67275
FMO9P	-0.9425
ZSCAN12	1.729
PSMD12	-0.108416666666667
HSCB	-0.6935
CLDN10	-3.37575
MGC13053	-0.858
HPCAL4	-0.494666666666667
ASZ1	-0.0915
MEX3D	0.905666666666667
NFAT5	-1.0563
CSPG4LYP1	-0.607166666666667
FBXO3	0.9429
DVL1	-0.527166666666667
CMKLR1	2.97983333333333
TYMS	-3.465375
PEF1	1.16375
ZNF750	2.64866666666667
MCM5	-1.191
MEGF11	-0.92675
KCNK7	0.0875
PTP4A3	-0.221
C1QTNF2	-0.146333333333333
OR6S1	0.087
FAM122B	-2.13725
ZNF551	-0.88975
HBQ1	-2.6695
GEMIN6	-0.25325
ARSK	0.32725
RBP7	2.484
CPNE9	-0.1165
DSC1	0.735
LOC730112	-0.25
MAP2K4	0.579875
HS3ST5	-2.037
EPB41L3	1.262
TEKT2	-0.976
CDKN2B	0.488833333333333
ZNF480	0.52825
MAP3K6	-0.084
MAP6	1.696
HN1	0.7245
OR2L13	0.5625
SLC16A11	0.3355
FAM96A	-1.1795
APOL1	1.2715
C5orf32	-0.055
RTP1	0.1175
RNF175	-0.104125
ZBTB41	1.16575
AHCTF1	-0.8962
SAE2	-0.4804
ITGA2	-0.574
MME	0.2275
CCDC14	-1.13725
MAST4	0.857214285714286
KRT33B	-0.629
KCTD2	0.157333333333333
WDR26	0.706083333333333
MFI2	-0.9535
NR4A3	0.262125
ARSA	2.042
UNKL	0.730166666666667
SULT6B1	-0.124
CCNA2	-2.09983333333333
SOX15	-0.783
PPAPDC1B	0.25
C19orf44	-0.0165
MCAT	-0.187416666666667
ARID1B	0.258125
OR52N1	0.3565
C12orf48	-2.167
MAGI1	-0.673375
NIPA2	-0.70675
GBX2	-2.1945
RSHL3	0.575625
RAVER1	0.116
C15orf17	-0.373
SLC30A2	1.961125
ZNF518	-0.18075
PCYT1B	-0.56175
C10orf114	-1.8725
EIF3H	-0.3875
SLC25A39	-0.985333333333333
KIF1B	0.126125
AMOTL2	-0.13225
C6orf120	0.18875
PSRC1	-1.93575
PLA2G10	-0.88425
KIF5C	0.480125
MRPL37	-0.2865
C17orf62	1.1755
C9orf135	-1.89416666666667
DUSP10	1.9941
CLCNKB	0.0565
PSMA5	-0.7765
C8orf53	-0.82825
AMPD3	1.076
PIAS1	-0.187
ADCYAP1R1	-0.311
GYLTL1B	-0.04425
CDH20	-0.078
FBXO7	-0.26325
TMEM134	0.222333333333333
FLJ14213	1.29466666666667
ZNF3	-0.0385
LRRFIP1	0.5925
CNOT2	1.50133333333333
ABI3	2.688
ALDH5A1	-1.31466666666667
HNT	2.4677
SERPINA4	-3.02175
TK2	0.688333333333333
STMN1	-1.08377777777778
GUCA2A	0.156666666666667
GALNT10	1.23657142857143
DPP6	-0.90795
C9orf93	0.297125
PRELID2	-1.06025
STK39	-0.21875
SFTPA1	-1.239
CKS2	-1.78722222222222
RHO	0.03775
C20orf135	-0.54475
XKR3	-2.841
CR1	1.767625
RPS6KA2	1.36285714285714
C20orf112	0.8085
MRPL22	-0.2165
C4orf23	0.803833333333333
GADD45B	1.19375
KLHDC1	0.8155
C2orf48	-2.3935
ZNF287	1.4955
DAAM2	0.16175
DPPA2	-3.22816666666667
TCTN3	0.748333333333333
DNAJB11	0.1785
FPR1	3.61075
DEFB4	-0.2575
PTCD2	-0.4887
SMOC2	4.61883333333333
CABP7	0.4875
SERPINB11	0.6015
MAGEF1	0.1375
NDE1	1.14666666666667
ITGA10	-0.2
FSHB	-0.324
ANXA2	0.4515
HORMAD2	0.1665
HLCS	-0.24975
MCF2L	1.68558333333333
FH	-0.484375
TBC1D24	3.46675
KIAA1505	1.3275
LGALS2	0.7465
CNBD1	0.0825
SYNPO2L	-1.10875
PTPN23	-0.341642857142857
C1orf183	-0.6365
MAGEA8	-3.147
DGCR8	-1.707875
GSR	-0.75925
PAQR7	0.22325
ZNF676	0.1495
CACNA1C	0.736
SP7	-0.0045
PDCD6	-0.37825
NRN1L	0.36
BRI3BP	-0.831833333333333
KIAA1183	0.716
ASB4	0.0616666666666667
CCL23	2.5467
OBSL1	0.310375
SLC12A7	1.37791666666667
KIAA0240	1.01625
CD1B	-0.286
FCGR2A	1.658625
MDC1	-1.429
HTR1A	0.096
OCEL1	-0.31875
ATP11B	-0.0323125
FBXO34	-0.1565
PCDH12	3.31816666666667
RPE	-0.53675
C17orf74	-0.1105
CSDC2	-0.0278333333333334
PET112L	-0.256
TMBIM1	0.825375
P2RXL1	-0.28275
TCHP	-0.948
TRMT1	-1.6135
F2RL2	0.792333333333333
LRRC32	3.07733333333333
IMPG2	0.477
BGLAP	-0.45875
LOC493869	-0.687416666666667
MRAS	1.593875
SLC35F5	0.891
CBWD1	0.868
AXL	-1.541125
ATP2C2	3.9625
TELO2	-0.533
PNPLA3	0.4625
PCDHB14	0.19325
CD276	-0.08875
KRT80	-1.174
DUSP28	0.159
CSNK1E	0.1365
SRP14	0.179
KCNQ4	1.845
KRT72	0.343666666666667
CCDC117	0.056125
C6orf89	0.136222222222222
TUBB2B	-3.49416666666667
RTN4IP1	-0.2745
CR1L	-3.26066666666667
CEND1	0.179125
C12orf41	0.234833333333333
RNF31	0.176
UBN1	0.967666666666667
C17orf32	0.513375
SLC5A7	0.14125
GPR92	1.4355
ESAM	2.4099
CTNNA1	0.600416666666667
HRBL	0.6013
CBX4	1.1135
TMEM182	0.43475
SH3TC2	-1.7615
IL10	2.20266666666667
PXMP4	-0.783
RNF167	-0.3099
PAK7	-0.6425
ETV3	-0.209
ATPIF1	-0.539
LOC554207	-2.71716666666667
OR8H1	0.175
WDFY3	1.20325
DPM1	1.59925
GPSM1	-0.149
WDR92	-0.1835
LRP1	0.690333333333333
ANKH	-0.45575
THUMPD3	-1.0695
POLR1B	-0.86375
OLFM4	1.2435
RAD9B	0.1115
TSPY2	-4.2775
PAX6	-1.62133333333333
SCG2	-1.3305
SLC17A6	0.0227499999999999
FMO3	3.474125
PADI4	-0.114375
TUBB4	-0.3196
NLK	-0.47675
POU4F3	0.379
SDF4	0.23
ITGBL1	2.29883333333333
NETO1	-0.878875
TAP2	0.70025
ABBA-1	-0.253833333333333
GNAI1	1.59425
VPS4B	1.0225
NOPE	-0.1601
GALNT6	3.25883333333333
SESN1	0.41875
GBE1	-2.06966666666667
CLASP1	0.1165
RASGEF1B	1.804
ACOT11	-0.370642857142857
AFAP1	1.1515
OR2H2	-0.127
DPY19L2P1	-1.02225
DZIP1	-1.5055
SEC22C	-0.0229166666666667
GPR161	-0.506916666666667
RNF146	0.61975
WDR74	-1.558
GALP	-0.233
PURA	0.61875
DNPEP	0.547916666666666
RP11-78J21.1	-0.275
ERBB2	5.4055
FANCM	-1.40516666666667
NEO1	-0.01
DDX3Y	-5.6549
RPS3A	-0.131
MXRA7	0.0197142857142857
LGALS3	0.0716666666666667
GLT8D1	-0.41275
CFL2	-2.20783333333333
UPB1	0.4205
NAP1L5	-0.13375
CLDN14	-0.6795
DHX38	-0.32825
BTBD1	-0.4595
TARS2	-0.973333333333333
ABCF1	-0.3442
FCF1	-0.092
LRRC49	-0.891
GUCY1B2	-0.858
C1orf177	0.0295
SMARCA4	0.123428571428571
LRP8	-1.68383333333333
TAGLN3	-0.9515
MRPL14	-0.6995
TTRAP	0.34925
ZDHHC20	0.45775
NFE2L3	-0.54975
KIAA1377	1.76025
PALMD	1.8837
TMEM43	-0.31
TTL	-1.06475
STAT5B	-1.4225
SSB	-1.120875
OR10H5	0.4
SLC22A13	-0.181
AKAP3	-0.9525
TIMM23	0.0376666666666667
OAS2	1.95791666666667
KIAA0423	1.3015
TRIM11	0.182166666666667
GLIS3	1.444875
TMEM50B	0.3675
ARHGEF4	-0.4895
DEGS1	2.34109090909091
TBL1XR1	0.1825
G6PD	0.5245
SP140	1.3558
MUC17	-0.0847857142857143
NUDC	-0.1941
DNAJC5B	4.19366666666667
SCARA3	-1.29633333333333
CPA3	5.944
BCAT2	-0.350125
MFN1	-0.1363
NRG3	0.7655
SNX11	-0.5395
PLEKHH1	1.1685
GPR177	0.304166666666667
HCFC2	-0.07075
TCAP	3.5875
MOCOS	-3.0365
C14orf93	0.1265
PRDM10	-0.0288333333333333
SLC16A4	-0.908833333333333
SRGAP1	1.19816666666667
VIP	0.778
DUSP27	-0.178833333333333
LILRA1	1.0579
MC2R	0.1365
MGC24103	-1.8595
MBTD1	-1.7595
FUT11	-0.7755
USP33	0.6241
C15orf39	-0.41225
MAP3K12	0.201875
PAAF1	-0.906833333333333
BARHL1	0.221
FLJ16165	-0.318
PIWIL2	-2.6445
SYNE1	0.32775
CMTM4	0.91425
TSPYL1	1.008
GUF1	-0.768333333333333
TMEM157	1.278
WDR44	-0.15225
HIST1H3C	0.19375
DKFZp666G057	0.12075
RNPEP	0.73525
GAS2L2	1.83366666666667
ADH4	-3.91575
GRPR	-0.0511666666666667
FBXL17	0.44325
ZBTB10	-0.02925
Gcom1	0.112277777777778
HTRA1	1.3849
ZNF585A	0.353666666666667
SLC26A2	-0.0375714285714286
OTOP3	0.658333333333333
WISP1	2.65311111111111
ATP2B4	-0.7405
FLJ10769	0.16675
CRAMP1L	0.68325
CHST12	-0.141
RAB22A	2.75791666666667
TARDBP	-0.314285714285714
STAU1	1.47025
CRB3	1.5955
MIG7	-2.31875
CHMP1A	0.212333333333333
ZNF160	0.52475
B3GALT6	0.1145
BARX1	-2.10533333333333
C6orf167	-1.3560625
NXNL1	0.345
DHX29	0.601375
HADHB	0.39075
PLXNB2	1.886125
ILDR1	-0.79425
SLC15A3	3.06
GAS2	-4.754
C20orf69	0.31225
NUMB	0.282
TNIP1	0.778875
MESP1	-1.05116666666667
PSKH1	0.38675
NSFL1C	0.165625
RHOG	0.179
HEY1	-1.96433333333333
KNG1	-1.88625
ITGAX	2.7796
LIN9	-1.3785
CANT1	2.40975
XRN1	0.101714285714286
CCDC96	1.8036
HEATR6	-2.1485
GNG7	0.15075
RUNX2	0.837125
SOX1	0.264666666666667
FCRL5	2.335
ZNF99	0.471375
FAM9A	2.87
