Hybridization REF	TCGA-AO-A12A-01A-21R-A115-07
EPHB6	-2.2715
MYO1G	-1.404
STAC	-1.6556
KLHL17	-0.761166666666667
RGMA	0.8426
TJP2	-0.6129
FAM114A1	-0.489666666666667
SERINC1	1.49641666666667
SLC9A8	0.35575
PEX19	0.566
EDN2	3.41325
PSMD7	-1.55377777777778
C3orf41	-1.923
UQCR	-0.1955
PPP1R3C	0.65225
LRP4	-1.84166666666667
TM2D1	0.03675
TTC17	0.3735
C4BPB	-4.034125
CCL25	0.4115
ZNF253	-0.037
CHRNA9	-3.4525
SOX11	-1.694625
HIVEP3	1.171
CGN	0.956583333333333
C3orf35	-0.252375
PKD2L1	2.9185
SYVN1	0.36825
PDE8B	-0.417125
LOC439951	1.44875
LTC4S	3.11183333333333
MIF4GD	0.446333333333333
SMARCA2	2.2613125
TUBGCP6	0.191333333333333
CABLES1	0.6375
C16orf77	2.32716666666667
ZNF791	0.29625
FUT5	0.2995
ADH6	-2.633
P4HB	0.45275
CLDND2	-0.915
ALKBH8	-0.48275
PLAC4	-1.98025
F11R	0.992857142857143
MGC35295	-0.0165
PDZD4	-0.769666666666667
LOC389073	-0.4465
FAM80B	-0.695666666666667
PSMB1	-0.587875
TXN	-1.24716666666667
VIPR1	1.5372
WBSCR18	0.0509
EXOSC6	-0.0548333333333333
ACTA2	4.148
SP5	0.70625
ANKRD1	-3.017
DDR1	1.7836
ATP6V1D	-0.20325
PTGS1	-0.910416666666667
RNF157	-1.688
DCC	0.2325
SPAG7	0.20575
FBXO18	0.24225
UBE3C	-0.746
HOXC6	1.264
LRP2BP	-0.145333333333333
MYST2	0.3475
PDSS2	-0.1945
ATE1	0.13525
ARAF	0.11625
KLF10	0.226
PLA2G2E	-0.123
ASCL1	-0.222333333333333
TSNAXIP1	1.81325
FAM131B	0.23525
IFNA10	-0.144
NUP43	-0.0185
FAM44B	-0.43425
L1TD1	-5.27166666666667
NMD3	-1.19775
C18orf54	-1.6259
PHOSPHO1	0.3665
RAG2	-2.378
EMILIN3	-0.3405
METTL3	-0.32925
VPS13C	1.353625
REXO2	-0.937
ANXA4	0.08625
CA1	-1.62925
DCP1B	0.65025
TULP3	-0.787
ATP2A2	0.295285714285714
ATIC	-1.0115
ADAM15	-0.263666666666667
NPL	0.9005
LGR4	-0.22875
UEVLD	0.9595
GAB1	0.9655
SNAI2	0.506333333333333
ZGPAT	0.5476
SNF1LK	1.008875
DLEU1	-1.52
UBE2Q1	0.982625
ZMYM6	-0.132625
JPH3	-2.22016666666667
FAM38A	0.14325
PXK	0.222833333333333
DENND2D	2.1905
BAX	-1.10475
CP	-3.66972727272727
RPL37	0.4203
G6PC3	0.95875
NCOA4	-0.0385
LRRC14	0.296625
GORASP1	0.74425
FCHO2	0.890375
CYP24A1	-3.8419
FXYD3	2.9135
SMARCAL1	0.082
ABCB8	0.711833333333333
CCDC44	-0.47625
PRDM7	-4.122
USH1C	-0.67775
DNAH5	2.4105
SRF	0.4215
MAL2	1.21833333333333
PGPEP1	0.482916666666667
SIN3B	-0.46225
SEMA3C	1.5085
GRAMD3	2.58575
FBXO10	-0.240875
OR5D13	-0.598
FLJ31818	-0.279
CACNA1I	0.77625
S100A13	0.6525
TP63	3.63092857142857
ANXA11	1.2962
WDR66	2.37175
CSF2RB	-0.103
IFI44	0.8155
DACT1	1.71216666666667
ANKRD23	-1.636
ATP5G1	-0.662833333333333
C21orf70	-0.9345
PPWD1	-0.904
DNAJC13	-0.151
PAH	-4.49766666666667
PTCH2	0.6135
TRMU	-1.04475
CCDC9	1.025
USP3	-0.516
DCLRE1C	0.2542
FAM55C	0.21125
FRMD4B	1.8175
CYP2R1	0.2385
RFPL1	-0.3649
XPO5	-1.0035
ARL6IP2	-0.675
OSBPL5	1.9745
MMP9	2.75927272727273
KIAA0802	0.144875
DHRS2	-2.1795
SGEF	2.144875
TXNDC10	-0.4029
EXOC6	0.8365
RPS27	1.0855
PNCK	-1.805
FSTL1	-0.2395
AACS	0.06575
SLMAP	0.912
SAMD4A	0.2076
ABRA	-0.07925
SMARCD3	0.54075
PKNOX2	-2.281
A4GNT	-2.217
C9orf39	-2.17816666666667
RALYL	0.04425
MGC33556	-2.1025
C10orf25	-0.9205
BBOX1	6.3025
NHEDC1	-0.3425
XDH	0.919
GCSH	-1.632
EDN1	1.66833333333333
MTERF	-0.8205
CLK4	0.84125
ZNF799	1.35466666666667
KCNG1	-1.884125
CXCR4	-0.0555
PTPRR	-3.24
IRAK1	-0.34175
LOC401397	-1.24425
TMSB10	-0.105642857142857
CXCL3	-3.3643
TMC4	2.8865
OR7A10	0.7285
STYK1	1.72825
CHRNA10	-0.80325
CCNI	0.48525
EP300	0.489428571428571
LOC165186	0.378833333333333
HIC2	-3.101
SDR-O	0.815
OR2W1	0.5725
KCNA6	0.321
TRIM74	-0.67125
REEP6	2.00075
ATP5G2	0.33025
ERG	0.959375
TMEM42	-0.1425
PARN	0.641
SOD2	-0.076375
DIRAS1	0.639333333333333
PNPT1	-1.73925
JOSD3	-0.9035
hCG_40738	0.103
PDE1C	-0.68275
SEMA4D	-0.169625
AGPAT1	0.236166666666667
NOSTRIN	1.795375
MAP3K3	0.199666666666667
MAX	0.489928571428571
CAPS	0.976
SERPINA12	0.6675
OSBPL8	-0.76975
RICS	2.0577
NR4A2	1.19566666666667
PPCS	0.285333333333333
LONP1	-0.87225
SCYL3	1.91075
HERC2P2	-0.711333333333333
FIBCD1	-0.762
C15orf41	-1.11975
DMC1	-2.02266666666667
C20orf27	-0.92525
RPS6KA5	1.3452
FAHD1	0.113833333333333
SLC12A4	0.22675
BRCA1	-1.67375
GBL	0.19875
SLK	0.744
NUDT9P1	-0.068
NOXO1	3.3265
USP52	-0.58425
BAZ1B	0.654
SLCO2B1	2.6025
BBS12	0.784833333333333
LRGUK	0.901333333333333
TERF2IP	-0.005
COL1A1	4.5655
KIAA0090	-0.31625
GRK5	-0.0375
AP1S2	-1.0948
TMEM52	-0.697666666666667
CA11	-0.0635
OR4A15	-0.0735
ACBD3	0.9209
SPAG11B	0.6405
PRDM2	0.745
FOXP3	0.954
SMYD3	-0.421
LOC389199	1.1925
LGI2	0.1675
NAPE-PLD	-0.5992
ANKRD6	1.4385
WDR45	1.05833333333333
SHROOM1	1.33925
PSCD3	0.1375
PYY	0.7085
KCNC1	1.6245
ARHGEF9	0.6221
OR8J1	0.18425
GPR55	-0.194333333333333
NS3BP	-1.0905
C10orf22	0.062
NAT8L	-1.47
DUSP4	0.933333333333333
FOXM1	-2.28233333333333
GRAMD2	2.31
ZBTB48	0.453333333333333
BUD31	-0.7145
PABPC5	0.719
CCDC41	-0.70125
FBXO11	-0.202666666666667
C6orf148	-0.5
RFXAP	-1.427
C6orf15	0.774166666666667
CDK8	-0.112
C6orf70	0.58625
TESSP2	-0.5095
ALG2	0.352
PPP1R3D	0.4995
TPM3	0.671944444444444
SYT13	3.517
EPB42	-1.04333333333333
CETN3	-1.127
PRY	-1.126
NTHL1	0.352
POLR2B	-0.319
RPS28	1.07575
P2RX3	-0.0045
LYZL4	0.524666666666667
WBP4	0.0188
PMM1	-0.3315
C11orf79	0.27375
CBLL1	-1.05675
IL1F10	-0.893666666666667
VAX2	-0.9605
SETDB1	0.832333333333333
LRAP	0.234
GCLM	-0.696333333333333
CPEB3	2.11875
PPM1A	0.2336875
INTS1	-0.73375
CAMTA1	1.2165
SAMSN1	-2.44575
LOC158830	-1.83016666666667
GMPPA	0.287875
AIPL1	0.23725
IL24	2.02758333333333
BDKRB1	-1.791
MLF1	0.7084
TAF12	-0.276
ID1	-2.060125
THADA	-0.427625
PIK3CB	-0.285
OR4N5	0.212
TBC1D17	0.158666666666667
COX8A	0.1655
CDCA4	-0.522
C2orf44	-1.048
ZNF534	-0.4725
IMMP1L	0.49075
NIPSNAP3B	0.4875
FTMT	0.4555
PWP2	-0.928
MMP15	-0.3682
DNAH11	-2.928
MTMR14	-0.1635
DNAL4	0.5515
IPP	-0.93325
TMEM59	1.00725
C1orf157	-0.0984999999999999
RGS4	-0.509833333333333
DDX18	-0.839
SNX6	-0.1005
ZNHIT2	1.3595
NCDN	0.134833333333333
FLJ33534	0.67475
RAG1	-1.887875
OR4D10	0.412
PTPN5	0.5245
POMT1	0.094125
LRRC8A	0.2783
CYP1A1	-2.045
CAPN1	0.6675
DDHD2	-0.260875
GRIK2	-0.6925
GNRHR	-0.4895
PPBP	0.4335
HTR3A	-1.329125
SLITRK4	0.254
ANKRD49	0.11925
BTF3	0.0764
SARS	-0.1825
C13orf18	-0.103666666666667
CACNB1	-0.773357142857143
QKI	0.678318181818182
SETMAR	0.4945
MAN2B1	0.891333333333333
EML3	-0.02425
ACADL	1.99766666666667
OFD1	0.218125
DEFB114	-1.677
CGA	-2.8099
PEX16	0.663666666666667
LRRC10	-0.4155
GNG12	0.459
C1orf152	0.434166666666667
CHRM1	-0.0585
CD53	0.074
DBH	-1.11775
TFAP2B	4.175625
HIST1H2BJ	-1.121
FAM46D	-0.406
TMEM11	0.19525
C3orf32	-2.72225
PCCB	-0.46675
IPO13	0.262375
C6orf105	-2.345
COMMD5	0.79425
SUV420H1	-0.6331
LTBR	0.764
ARHGAP15	-1.13125
HDHD2	0.3055
TDRKH	1.07916666666667
LOC401052	0.9245
PSG4	-0.85325
GNB4	0.2212
SPATA4	3.001
SLC9A3	-0.537
OSBP	0.856666666666667
NBPF3	-0.397833333333333
DOCK11	-1.119
SLC39A5	-1.93
PRR5	1.0508
C10orf63	1.1855
SMTNL2	-1.6325
ADRA1A	-0.5805
ASAH1	2.3992
DOM3Z	0.3969
GIPR	1.01533333333333
AHI1	-0.0260833333333333
NADSYN1	1.01283333333333
RGS14	0.7929
IL18BP	1.3655
RTN4RL1	3.02925
ARMC6	-0.06075
PSMD5	0.159166666666667
HK3	1.1073
OR4S1	-1.5805
RSU1	0.8647
MAD2L1	-3.46022222222222
EIF4A3	-0.9215
DLEC1	0.378666666666667
E4F1	0.9415
CHMP2B	0.0642
CAMSAP1	-0.1775
RPS21	-0.388333333333333
ARID5A	1.501
UBE2N	-0.3615
IGSF8	1.3935
MAGEB6	-0.96
ACAD11	-1.0297
MGC4172	-0.09175
LMO4	0.53975
KLKB1	-0.356
HP	-0.487
HDAC3	0.1205
SCHIP1	0.754
CLCA1	0.131
OLFML2A	1.43975
C1orf112	-1.062
KIF19	1.24083333333333
HAPLN4	-0.1238
CXCR7	-0.202333333333333
GOT2	-0.4638
RAB38	-0.17625
DCX	3.1845
PPM1H	0.62225
NFYC	0.81675
KIN	0.105625
ZNF228	1.24625
PLSCR4	2.6245
HIG2	-0.40925
FAM79B	6.7095
C21orf86	-0.4764
KCNK10	0.1925
ZNF738	-0.975625
FSTL5	-2.08283333333333
OR6A2	0.984
OTOA	1.509
EXOC1	0.378375
AHRR	-3.306625
PDAP1	-2.02175
C19orf6	-0.042875
ZAN	0.49175
LY6G6E	-0.56
EIF4E2	-0.6505
C20orf198	0.18375
ZNF324	0.95675
CYP3A5	-4.07666666666667
ENTPD7	1.4465
MBOAT5	0.855333333333333
GJB5	1.0375
TTC13	-0.11325
S100Z	-1.53566666666667
KIAA0664	-0.913333333333333
PDGFRB	1.95133333333333
IL17D	-0.6015
OR56B4	-0.7575
RDX	-1.22766666666667
SLC34A3	0.8655
IL28B	0.546
JUND	2.75425
CHRNB1	0.121
CAMK2B	1.102
FETUB	-1.7455
CXorf23	1.053375
MRTO4	-0.957625
TTC3	-0.0792
NDUFB8	-0.382833333333333
EDG2	-1.045
SEMA3G	1.18025
IL23A	-1.83
GRHL1	1.7664
LOC441054	-2.1385
WDR65	1.1185
PSTK	-0.0655
STOML3	1.09266666666667
R3HDM2	0.4872
C5	-1.88875
SLC2A10	0.300666666666667
C3orf22	0.40225
PAQR3	-1.82969230769231
ANKRD26	0.0198333333333333
HCRTR1	-0.1055
LOC399947	-1.16025
PSD2	0.798
TIGD2	-0.266666666666667
SCRN1	-0.897375
COQ10A	-0.54125
DDI2	0.00850000000000001
METTL7B	-1.01366666666667
UCN2	0.89575
FAM92A3	-0.62625
WDR16	1.909
ZNF511	0.1115
ZMYM5	-0.41225
POLR3G	-3.3625
ZNF586	-0.2395
C1orf49	-0.3605
TANK	0.468333333333333
RCAN1	1.19866666666667
PELI3	1.4215
LIMD2	0.018
TMEM189	-1.4165
NTN4	1.8745
LOC151300	0.345
CLEC2A	-2.4305
GPR135	-0.888625
DPYSL4	-0.1477
JAK2	0.538666666666667
TSHZ1	0.7985
TM9SF4	-0.26525
ZNF264	0.891666666666667
SIRPG	1.825125
BICD1	-1.022
HERC6	1.43
METTL5	-0.802
CASP1	1.403
PRRT1	-0.14
PLA2G4C	3.22083333333333
ICA1L	0.410857142857143
TPTE2	-0.079
OTUD7A	1.38033333333333
AQP11	-2.25
APOA2	-3.5994
KALRN	-0.8402
SECTM1	1.23058333333333
IFNAR1	-0.1745
TALDO1	-0.073375
RAB11FIP4	0.10725
EIF5A	-0.096
FAM49A	1.47575
NEGR1	0.151666666666667
YTHDC2	0.122125
EHD2	0.644375
NCF1	2.2589
SCRT2	1.5785
HOXA5	2.92366666666667
NUP133	0.33775
FGF12	-1.1344375
SLMO2	-0.379625
SNTA1	-0.1275
CACNG2	0.064
GCM1	0.64175
ELF1	0.840833333333333
TLR5	3.39275
TCFL5	-1.16158333333333
RBMY2FP	-1.1905
LOC100125556	0.6325
FAM129B	0.38575
MAP3K7IP1	-0.166625
NCK2	-0.02
OXA1L	-0.21975
FMO9P	0.9115
ZSCAN12	0.401
PSMD12	-0.94925
HSCB	-0.58375
CLDN10	-2.64625
MGC13053	-1.156
HPCAL4	-1.1515
ASZ1	-1.1025
MEX3D	0.903833333333333
NFAT5	-1.0283
CSPG4LYP1	-0.813333333333333
FBXO3	1.0957
DVL1	-0.138
CMKLR1	1.559
TYMS	-3.01275
PEF1	0.95125
ZNF750	0.9885
MCM5	-0.7829
MEGF11	-1.2025
KCNK7	0.2405
PTP4A3	0.512
C1QTNF2	-0.5835
OR6S1	0.4335
FAM122B	-0.7495
ZNF551	-0.0505
HBQ1	-2.094
GEMIN6	-0.7015
ARSK	-0.09075
RBP7	2.75633333333333
CPNE9	0.043
DSC1	2.1315
LOC730112	-0.63125
MAP2K4	0.936375
HS3ST5	-2.201
EPB41L3	0.586
TEKT2	2.2485
CDKN2B	0.02775
ZNF480	-1.01175
MAP3K6	1.0225
MAP6	2.44866666666667
HN1	0.0973000000000001
OR2L13	0.936166666666667
SLC16A11	0.84925
FAM96A	-0.86
APOL1	0.4765
C5orf32	1.07925
RTP1	-1.25866666666667
RNF175	0.317125
ZBTB41	1.56975
AHCTF1	-0.5197
SAE2	-0.1454
ITGA2	1.02808333333333
MME	2.27866666666667
CCDC14	-1.13375
MAST4	1.24992857142857
KRT33B	-0.467
KCTD2	-0.0768333333333333
WDR26	0.430583333333333
MFI2	0.013
NR4A3	-0.427125
ARSA	0.681
UNKL	0.127833333333333
SULT6B1	-0.077
CCNA2	-3.128
SOX15	0.412
PPAPDC1B	0.27825
C19orf44	0.6065
MCAT	1.26675
ARID1B	0.50425
OR52N1	0.715
C12orf48	-1.94825
MAGI1	0.388375
NIPA2	-0.63775
GBX2	-1.98425
RSHL3	0.735625
RAVER1	0.730166666666667
C15orf17	-0.18625
SLC30A2	0.014875
ZNF518	-0.244
PCYT1B	-1.2115
C10orf114	-0.16575
EIF3H	0.194083333333333
SLC25A39	-0.460666666666667
KIF1B	-0.6275
AMOTL2	0.7095
C6orf120	0.368375
PSRC1	-1.721
PLA2G10	1.876625
KIF5C	0.191875
MRPL37	-0.509
C17orf62	0.724166666666667
C9orf135	-1.9305
DUSP10	1.9264
CLCNKB	0.1865
PSMA5	-0.25325
C8orf53	-0.239
AMPD3	1.5135
PIAS1	-0.3485
ADCYAP1R1	-0.168
GYLTL1B	0.4835
CDH20	0.392333333333333
FBXO7	-0.2605
TMEM134	1.12666666666667
FLJ14213	1.02716666666667
ZNF3	-0.00850000000000001
LRRFIP1	1.08916666666667
CNOT2	-0.0221666666666667
ABI3	2.6945
ALDH5A1	-0.880416666666667
HNT	3.1902
SERPINA4	-2.71975
TK2	0.5825
STMN1	-2.12266666666667
GUCA2A	0.0246666666666667
GALNT10	0.735
DPP6	-0.2913
C9orf93	-0.95925
PRELID2	-0.433625
STK39	-0.697375
SFTPA1	-1.78875
CKS2	-1.35066666666667
RHO	0.225375
C20orf135	-0.08575
XKR3	-2.364
CR1	0.040125
RPS6KA2	0.967428571428571
C20orf112	0.39475
MRPL22	0.519
C4orf23	0.441666666666667
GADD45B	1.13975
KLHDC1	1.75383333333333
C2orf48	-1.9555
ZNF287	1.0245
DAAM2	-0.83075
DPPA2	-3.27233333333333
TCTN3	0.115833333333333
DNAJB11	0.349125
FPR1	3.49325
DEFB4	0.089
PTCD2	-1.2493
SMOC2	5.03716666666667
CABP7	-1.50625
SERPINB11	-0.16425
MAGEF1	-0.25875
NDE1	1.06133333333333
ITGA10	0.1725
FSHB	0.1165
ANXA2	1.219125
HORMAD2	-0.06925
HLCS	-0.07275
MCF2L	1.45825
FH	0.749625
TBC1D24	1.0345
KIAA1505	1.35125
LGALS2	0.60725
CNBD1	-0.219
SYNPO2L	0.022
PTPN23	0.6355
C1orf183	-0.501833333333333
MAGEA8	-3.44275
DGCR8	-0.76225
GSR	-1.25375
PAQR7	0.06125
ZNF676	-0.83025
CACNA1C	0.1842
SP7	0.094
PDCD6	0.0365
NRN1L	-0.6975
BRI3BP	-0.74625
KIAA1183	1.66025
ASB4	-0.06225
CCL23	0.8709
OBSL1	-0.517625
SLC12A7	0.842416666666667
KIAA0240	1.243875
CD1B	-2.484
FCGR2A	1.478125
MDC1	-1.2905
HTR1A	0.23
OCEL1	1.1935
ATP11B	-0.7694375
FBXO34	0.357
PCDH12	3.43033333333333
RPE	-0.63875
C17orf74	-0.3695
CSDC2	0.843
PET112L	0.09975
TMBIM1	0.161875
P2RXL1	-0.46225
TCHP	-0.8295
TRMT1	-0.591333333333333
F2RL2	1.48283333333333
LRRC32	2.95166666666667
IMPG2	-0.3675
BGLAP	0.7975
LOC493869	-0.881083333333333
MRAS	1.33075
SLC35F5	0.244
CBWD1	-0.254
AXL	-1.261875
ATP2C2	0.231
TELO2	0.12725
PNPLA3	-3.35075
PCDHB14	0.32575
CD276	-0.11625
KRT80	-1.887875
DUSP28	-0.305
CSNK1E	-0.0365833333333333
SRP14	0.599
KCNQ4	-0.257
KRT72	-0.0421666666666667
CCDC117	-0.3
C6orf89	0.0743333333333333
TUBB2B	-1.28916666666667
RTN4IP1	-1.2225
CR1L	-3.3025
CEND1	0.104
C12orf41	-0.378
RNF31	0.39675
UBN1	0.651333333333333
C17orf32	0.310125
SLC5A7	0.619333333333333
GPR92	1.00183333333333
ESAM	2.6053
CTNNA1	1.0675
HRBL	-0.039
CBX4	-0.1585
TMEM182	-1.02775
SH3TC2	-1.46416666666667
IL10	0.633666666666667
PXMP4	0.8205
RNF167	-0.0113
PAK7	3.2525
ETV3	-1.014
ATPIF1	-0.593166666666667
LOC554207	-2.28966666666667
OR8H1	0.00924999999999999
WDFY3	0.686625
DPM1	-0.90625
GPSM1	-0.8165
WDR92	-0.4736
LRP1	0.509
ANKH	-0.674875
THUMPD3	-1.199
POLR1B	-1.1885
OLFM4	7.31616666666667
RAD9B	-0.5775
TSPY2	-3.3325
PAX6	-1.66733333333333
SCG2	-2.500375
SLC17A6	0.0145
FMO3	3.069125
PADI4	0.139
TUBB4	-0.2741
NLK	-0.80725
POU4F3	-1.627
SDF4	0.074
ITGBL1	2.65416666666667
NETO1	-2.89075
TAP2	0.293625
ABBA-1	-0.164166666666667
GNAI1	-0.48225
VPS4B	0.874
NOPE	-0.3586
GALNT6	1.13233333333333
SESN1	1.2675
GBE1	-1.966
CLASP1	0.2795
RASGEF1B	1.09675
ACOT11	-0.486071428571429
AFAP1	0.743
OR2H2	-0.33625
DPY19L2P1	-1.19075
DZIP1	-1.69025
SEC22C	-0.428916666666667
GPR161	-0.558583333333333
RNF146	0.379
WDR74	-0.1955
GALP	-0.517
PURA	0.8485
DNPEP	0.794166666666667
RP11-78J21.1	-0.54775
ERBB2	2.217375
FANCM	-1.27283333333333
NEO1	1.27516666666667
DDX3Y	-4.8501
RPS3A	0.44
MXRA7	0.191285714285714
LGALS3	-0.0775
GLT8D1	0.0935
CFL2	-1.951
UPB1	0.319
NAP1L5	0.059125
CLDN14	-0.2585
DHX38	-0.64075
BTBD1	-0.42675
TARS2	0.254833333333333
ABCF1	-0.2403
FCF1	-0.224833333333333
LRRC49	0.7235
GUCY1B2	-2.473
C1orf177	0.235
SMARCA4	-0.661214285714286
LRP8	-3.871
TAGLN3	-1.155
MRPL14	-0.3575
TTRAP	-0.655
ZDHHC20	0.11625
NFE2L3	-2.1445
KIAA1377	1.34875
PALMD	0.9585
TMEM43	0.0755
TTL	-1.808875
STAT5B	-0.701333333333333
SSB	-1.00275
OR10H5	-0.5365
SLC22A13	-0.366
AKAP3	0.0995
TIMM23	0.337666666666667
OAS2	2.68041666666667
KIAA0423	1.17425
TRIM11	1.09416666666667
GLIS3	1.6385
TMEM50B	0.2005
ARHGEF4	-0.400875
DEGS1	0.234363636363636
TBL1XR1	0.353066666666667
G6PD	-1.02275
SP140	0.8901
MUC17	0.213214285714286
NUDC	0.0865
DNAJC5B	1.36533333333333
SCARA3	-0.00950000000000001
CPA3	5.74983333333333
BCAT2	0.629875
MFN1	-0.7471
NRG3	1.9175
SNX11	0.08075
PLEKHH1	-0.7675
GPR177	0.398833333333333
HCFC2	-0.21125
TCAP	-0.71175
MOCOS	-3.96225
C14orf93	0.0945
PRDM10	-0.408
SLC16A4	1.31166666666667
SRGAP1	-0.724
VIP	0.7485
DUSP27	0.1375
LILRA1	1.0563
MC2R	-0.0175
MGC24103	-2.346
MBTD1	-2.3325
FUT11	-0.7695
USP33	0.408
C15orf39	-1.48675
MAP3K12	0.226625
PAAF1	-0.391333333333333
BARHL1	-0.2115
FLJ16165	-0.002
PIWIL2	-3.2525
SYNE1	-0.192727272727273
CMTM4	-0.389
TSPYL1	0.9211
GUF1	-1.517
TMEM157	1.7575
WDR44	0.136
HIST1H3C	0.003
DKFZp666G057	1.78575
RNPEP	0.8145
GAS2L2	1.98466666666667
ADH4	-4.8075
GRPR	6.04666666666667
FBXL17	1.39725
ZBTB10	-0.017
Gcom1	0.484888888888889
HTRA1	1.8161
ZNF585A	0.326333333333333
SLC26A2	-0.6765
OTOP3	0.3925
WISP1	2.972
ATP2B4	-0.0468333333333334
FLJ10769	0.794
CRAMP1L	0.2965
CHST12	-0.723
RAB22A	0.59775
TARDBP	-0.248214285714286
STAU1	-0.00300000000000001
CRB3	2.46516666666667
MIG7	-1.8405
CHMP1A	-0.138333333333333
ZNF160	0.065875
B3GALT6	-0.209625
BARX1	-1.813
C6orf167	-1.951375
NXNL1	-0.119
DHX29	0.9175
HADHB	-0.09275
PLXNB2	0.946625
ILDR1	-0.64225
SLC15A3	2.79375
GAS2	-2.232
C20orf69	-0.36725
NUMB	0.245
TNIP1	0.9965
MESP1	1.87866666666667
PSKH1	-0.64875
NSFL1C	0.455375
RHOG	1.13125
HEY1	-1.23116666666667
KNG1	-2.628875
ITGAX	1.8346
LIN9	-0.676
CANT1	0.543625
XRN1	-0.422857142857143
CCDC96	1.7231
HEATR6	-1.42233333333333
GNG7	1.206
RUNX2	1.8744375
SOX1	0.577166666666667
FCRL5	0.4781
ZNF99	0.015125
FAM9A	-0.2475
SNX22	0.643833333333333
MBNL3	-2.23683333333333
ODC1	-2.2496
ADORA2B	-2.46883333333333
NR2F6	0.9245
ZFYVE16	0.259111111111111
SYNJ2BP	0.0512
POLE	-0.842
E2F2	-1.52175
THRA	-0.0771666666666667
PTGES2	-0.761833333333333
HIP1R	0.561666666666667
TMUB1	-0.712333333333333
ENO3	-2.0935
RSPH10B	-0.558
CXorf39	1.4055
IRGC	0.34225
GPR109B	0.31225
FLJ13305	-1.5495
LCE3A	0.068
TNFRSF18	0.000166666666666671
DET1	0.25675
TRPM3	-0.485833333333334
C16orf79	-0.503
FECH	-0.212166666666667
RAP2A	0.452833333333333
CRIP1	3.54183333333333
AZIN1	-0.44575
SLC7A7	2.9745
IL10RA	0.7506
TMEM64	-2.405
CDC42EP4	0.6283
C16orf58	0.5266
ARG2	-2.98775
POU5F1P4	-4.17425
FAM62B	-0.446
DNAH8	-3.0068
ASH2L	-0.266875
TSLP	-1.6435
CNTNAP5	-0.7998
TMEM16C	-0.0775
IFNA14	-0.8295
SLC1A3	-0.25775
CABYR	2.52075
BCL7B	-0.0171
NUDT13	-0.897666666666667
C13orf28	-0.36125
C1orf53	-0.095
ARL6IP4	0.4257
RPL35A	-0.116
EMR3	0.3675
RAB40C	1.46283333333333
SLC41A1	-0.7975
LRCH1	-0.37625
LY6G5B	-1.847
FAM124A	-0.620357142857143
MGC10981	-3.80666666666667
CLIP3	0.916
MAP4K2	0.111666666666667
CHIC1	0.482
SULF1	4.17816666666667
C20orf30	-0.201214285714286
PRDM5	-0.872
ELOVL1	0.397
C11orf48	-0.1265
SLC39A10	0.11025
KCNV1	-0.985
ACP1	-1.14933333333333
ZMYM2	-0.594125
B3GNT6	0.0711666666666667
C9orf69	-0.21375
C2orf15	0.79975
C20orf166	0.923
HSP90AA6P	-1.512
EDG7	-0.113
NEURL	-0.37325
LPL	1.94483333333333
CLEC2D	-0.329071428571429
GRRP1	1.9755
CD8B	-2.1942
HIST1H3D	-0.719666666666667
SLC6A12	0.38475
FAM27L	-0.2995
CD84	1.4949
RASA1	-0.326
PHKG1	0.154
MAGEA11	-1.372
IMPA1	-1.3665
NPM3	-1.19325
RARRES1	3.97625
SH3BP1	0.07825
B3GNTL1	-0.012
ARPC5L	-0.221833333333333
KLHL26	0.79275
SIM2	-2.024125
GJC1	0.6145
C20orf194	0.379
EXO1	-2.4595
SLC2A2	-2.9205
LOC285074	-1.1435
LRG1	3.5915
KIRREL	-0.7635
PIK3R1	1.84121428571429
C4orf34	0.9985
MAF	-0.796666666666667
ADCY4	4.037
ZMIZ2	0.4423
SLC46A3	1.93366666666667
STAMBP	-0.3565
CCDC16	0.0945
MS4A12	-0.1985
TCF20	-0.271
LRRC46	2.27625
C20orf152	0.23
MRPS6	-0.686375
ABCB11	-0.894
KCNC2	5.09683333333333
CDH19	-2.8225
C9orf123	-0.183333333333333
SSH3	2.120625
LDLRAD1	-2.1555
CCBE1	-0.7405
ZNF135	0.601625
TAAR1	0.2095
WFDC12	0.102
CCDC42	0.586666666666667
FLJ12529	-0.2175
PER1	0.00383333333333336
TIMM50	-0.271666666666667
SMARCAD1	-0.482333333333333
FAM26C	-0.313
TP53TG3	-0.766333333333333
SH3RF1	1.2586
LMCD1	2.04375
GPR63	0.0145
FLJ21986	-2.07
AIFM3	0.3875
MICAL1	0.0295
BLZF1	0.825
IQCA	2.274
PCDHGC3	0.1545
SAC	0.15975
BCL6B	2.31666666666667
DDO	1.64575
MARCO	2.83425
DCHS1	1.67616666666667
C1orf170	0.618166666666667
CD200R1	1.836
C22orf15	-0.3055
SEPT11	0.2615
ADNP	-0.1975
UST	-0.2283
C13orf34	-1.2095
RFFL	0.109428571428571
APBA3	-0.0135
C2orf60	-1.085375
CUTL1	-0.2445
PMS1	-1.35425
ZNF689	0.123
EIF3E	-1.10783333333333
IL9	-0.666166666666667
RPL31	-0.31875
LY9	0.873666666666667
ATP2B3	0.0155
KDELR2	-0.0285833333333334
TFCP2	0.17925
NLRP12	0.495125
FLJ45422	-0.6885
TLE4	-0.5018
ZNF570	-0.6455
FLJ43806	-0.0395
TLK2	-0.88325
CIR	0.6645
MARS2	-0.0785
COL24A1	0.84675
SDF2L1	-0.7155
