Hybridization REF	TCGA-AN-A0AR-01A-11R-A00Z-07
ZNF228	0.8685
PLSCR4	1.41716666666667
HIG2	-0.06
FAM79B	-0.3295
C21orf86	-0.2175
KCNK10	0.649
ZNF738	0.510125
FSTL5	2.12283333333333
OR6A2	0.2555
OTOA	0.619833333333333
EXOC1	0.674625
AHRR	-2.349
PDAP1	-0.216583333333333
C19orf6	-1.07525
ZAN	0.591
LY6G6E	-0.159
EIF4E2	-0.87075
C20orf198	-0.792
ZNF324	-0.182
CYP3A5	-2.902
ENTPD7	0.925666666666667
MBOAT5	0.658166666666667
GJB5	-2.1765
TTC13	0.82075
S100Z	-1.1065
KIAA0664	1.05833333333333
PDGFRB	0.675166666666667
IL17D	1.7035
OR56B4	0.365
RDX	-0.398
SLC34A3	0.56
IL28B	0.3345
JUND	-0.62725
CHRNB1	0.671375
CAMK2B	-0.355
FETUB	0.83325
CXorf23	1.403
MRTO4	-0.824125
TTC3	0.2301
NDUFB8	0.227333333333333
EDG2	-1.7025
SEMA3G	-0.577
IL23A	-2.3275
GRHL1	2.4333
LOC441054	-2.821
WDR65	0.893
PSTK	0.631
STOML3	0.725
R3HDM2	-0.5699
C5	-2.3725
SLC2A10	0.00816666666666667
C3orf22	0.26675
PAQR3	-0.892461538461539
ANKRD26	0.359416666666667
HCRTR1	0.2295
LOC399947	-1.0495
PSD2	-0.56275
TIGD2	-0.133
SCRN1	-1.68625
COQ10A	-1.969
DDI2	0.196
METTL7B	-0.146
UCN2	0.36675
FAM92A3	-0.42025
WDR16	0.4775
ZNF511	0.299
ZMYM5	1.04325
POLR3G	-0.4985
ZNF586	0.08125
C1orf49	0.563
TANK	1.34016666666667
RCAN1	0.536
PELI3	0.494166666666667
LIMD2	0.1795
TMEM189	-1.0465
NTN4	-0.539625
LOC151300	0.6655
CLEC2A	-1.139
GPR135	-0.6115
DPYSL4	-1.3638
JAK2	0.216166666666667
TSHZ1	-0.140666666666667
TM9SF4	-0.351
ZNF264	0.6375
SIRPG	0.748625
BICD1	-0.034
HERC6	-0.934833333333333
METTL5	-1.6475
CASP1	-1.56975
PRRT1	-0.153
PLA2G4C	-0.428833333333333
ICA1L	-0.572857142857143
TPTE2	0.159666666666667
OTUD7A	0.395833333333333
AQP11	-0.91075
APOA2	-4.0428
KALRN	1.3186
SECTM1	-0.12125
IFNAR1	-1.125
TALDO1	-0.5175
RAB11FIP4	0.653666666666667
EIF5A	-0.0865
FAM49A	3.00275
NEGR1	-0.754666666666667
YTHDC2	-0.29875
EHD2	-0.86925
NCF1	0.6769
SCRT2	-0.6075
HOXA5	1.19433333333333
NUP133	0.40625
FGF12	0.2616875
SLMO2	-0.712
SNTA1	0.679125
CACNG2	0.318625
GCM1	0.346
ELF1	-0.814
TLR5	3.66425
TCFL5	-0.501666666666667
RBMY2FP	-0.446
LOC100125556	0.80825
FAM129B	0.19875
MAP3K7IP1	-0.06775
NCK2	0.684
OXA1L	-0.205
FMO9P	0.763
ZSCAN12	0.973
PSMD12	-1.37891666666667
HSCB	-0.18925
CLDN10	-0.19425
MGC13053	-0.192
HPCAL4	-0.531666666666667
ASZ1	-0.157
MEX3D	0.200333333333333
NFAT5	-1.4323
CSPG4LYP1	-0.0606666666666667
FBXO3	0.7221
DVL1	0.161333333333333
CMKLR1	0.502666666666667
TYMS	-2.691375
PEF1	0.0595
ZNF750	2.54833333333333
MCM5	0.0024
MEGF11	-0.21225
KCNK7	0.4165
PTP4A3	0.489
C1QTNF2	-1.49566666666667
OR6S1	0.465
FAM122B	-0.8915
ZNF551	0.099125
HBQ1	-1.491
GEMIN6	0.26875
ARSK	-1.06225
RBP7	1.57083333333333
CPNE9	0.07575
DSC1	2.5045
LOC730112	-0.30525
MAP2K4	0.55175
HS3ST5	-2.4955
EPB41L3	-2.2325
TEKT2	0.78
CDKN2B	0.204583333333333
ZNF480	-1.29525
MAP3K6	-0.632
MAP6	1.54083333333333
HN1	1.7355
OR2L13	-0.0291666666666667
SLC16A11	0.68625
FAM96A	-1.4265
APOL1	-1.025
C5orf32	-0.60025
RTP1	0.165166666666667
RNF175	-0.875875
ZBTB41	0.623625
AHCTF1	-0.7488
SAE2	0.1845
ITGA2	0.784666666666667
MME	-2.97083333333333
CCDC14	-0.99325
MAST4	0.502
KRT33B	0.1405
KCTD2	0.753833333333333
WDR26	-0.0318333333333333
MFI2	1.392125
NR4A3	0.256875
ARSA	-1.229
UNKL	-0.755333333333333
SULT6B1	0.257
CCNA2	-1.50166666666667
SOX15	-0.102
PPAPDC1B	-0.315
C19orf44	1.1945
MCAT	0.40325
ARID1B	1.227875
OR52N1	-0.058
C12orf48	-0.10025
MAGI1	-0.23675
NIPA2	0.3415
GBX2	-1.441
RSHL3	-0.064875
RAVER1	0.21
C15orf17	-0.77075
SLC30A2	0.965
ZNF518	0.2465
PCYT1B	-0.774
C10orf114	-1.395
EIF3H	0.473583333333333
SLC25A39	-0.0908333333333333
KIF1B	0.324125
AMOTL2	-1.8265
C6orf120	-0.271375
PSRC1	-0.21375
PLA2G10	-0.345375
KIF5C	0.356125
MRPL37	-0.6225
C17orf62	0.0588333333333333
C9orf135	-1.32266666666667
DUSP10	-0.473
CLCNKB	0.1015
PSMA5	-0.00412500000000001
C8orf53	-0.00125
AMPD3	-0.436166666666667
PIAS1	-0.7385
ADCYAP1R1	-0.145
GYLTL1B	2.145
CDH20	-0.429166666666667
FBXO7	0.037
TMEM134	0.850833333333333
FLJ14213	-0.441666666666667
ZNF3	0.27125
LRRFIP1	-0.831291666666667
CNOT2	-0.398083333333333
ABI3	1.1995
ALDH5A1	-0.0548333333333333
HNT	0.7684
SERPINA4	-2.2775
TK2	-0.815666666666667
STMN1	-0.346
GUCA2A	-0.0611666666666667
GALNT10	-0.767428571428571
DPP6	-0.58925
C9orf93	-0.199625
PRELID2	-1.1915
STK39	0.69225
SFTPA1	-1.76975
CKS2	-0.709222222222222
RHO	0.143
C20orf135	-0.041
XKR3	-1.9395
CR1	-0.37075
RPS6KA2	-1.21492857142857
C20orf112	0.81775
MRPL22	-0.8805
C4orf23	0.00233333333333334
GADD45B	-1.7555
KLHDC1	0.854333333333333
C2orf48	-1.2325
ZNF287	0.4545
DAAM2	-0.36425
DPPA2	-1.01483333333333
TCTN3	0.9895
DNAJB11	1.0885
FPR1	2.4405
DEFB4	-0.1035
PTCD2	-0.7374
SMOC2	3.53616666666667
CABP7	0.589
SERPINB11	0.4085
MAGEF1	1.389
NDE1	0.295666666666667
ITGA10	0.696
FSHB	0.8885
ANXA2	-0.04425
HORMAD2	0.30575
HLCS	0.6535
MCF2L	1.74358333333333
FH	-1.202375
TBC1D24	2.11525
KIAA1505	-0.17475
LGALS2	-2.22575
CNBD1	0.0265
SYNPO2L	-0.2765
PTPN23	-0.593214285714286
C1orf183	0.270166666666667
MAGEA8	3.52275
DGCR8	-0.56725
GSR	-1.985
PAQR7	-0.1165
ZNF676	0.494
CACNA1C	-0.5963
SP7	0.4205
PDCD6	0.1335
NRN1L	-2.086
BRI3BP	-0.05575
KIAA1183	0.38675
ASB4	0.131
CCL23	-0.1037
OBSL1	0.681
SLC12A7	0.927083333333333
KIAA0240	1.182
CD1B	-2.74666666666667
FCGR2A	0.29525
MDC1	0.3195
HTR1A	0.613166666666667
OCEL1	-1.90975
ATP11B	0.1728125
FBXO34	-0.403166666666667
PCDH12	2.55933333333333
RPE	0.51975
C17orf74	0.043
CSDC2	0.235333333333333
PET112L	-0.3875
TMBIM1	0.4885
P2RXL1	0.00974999999999999
TCHP	1.00675
TRMT1	-0.547666666666667
F2RL2	-1.18883333333333
LRRC32	1.86233333333333
IMPG2	0.536
BGLAP	-0.51875
LOC493869	-0.699833333333333
MRAS	1.70475
SLC35F5	-0.0375
CBWD1	-1.2465
AXL	-2.825375
ATP2C2	-2.034
TELO2	-0.99075
PNPLA3	-4.81375
PCDHB14	1.4325
CD276	0.58375
KRT80	-0.858125
DUSP28	0.0215
CSNK1E	-0.22425
SRP14	-0.63
KCNQ4	-0.018
KRT72	2.15833333333333
CCDC117	0.289
C6orf89	0.138666666666667
TUBB2B	2.96283333333333
RTN4IP1	0.615
CR1L	-4.0025
CEND1	0.289
C12orf41	-1.01916666666667
RNF31	0.02
UBN1	0.358333333333333
C17orf32	0.57075
SLC5A7	-0.0585
GPR92	-0.013
ESAM	1.3123
CTNNA1	0.260166666666667
HRBL	-0.0864
CBX4	-0.2125
TMEM182	0.05
SH3TC2	-0.18
IL10	0.286833333333333
PXMP4	1.197
RNF167	1.5065
PAK7	0.185833333333333
ETV3	0.37
ATPIF1	-1.9735
LOC554207	-1.16166666666667
OR8H1	0.3295
WDFY3	-0.137375
DPM1	-1.778
GPSM1	-0.4545
WDR92	0.4837
LRP1	-0.0655
ANKH	-0.02775
THUMPD3	-0.671
POLR1B	-0.6595
OLFM4	5.915
RAD9B	0.0685
TSPY2	-3.0245
PAX6	-1.7605
SCG2	-3.018625
SLC17A6	0.38475
FMO3	1.317625
PADI4	0.31775
TUBB4	0.2642
NLK	0.6895
POU4F3	0.378
SDF4	0.1065
ITGBL1	0.867166666666667
NETO1	-1.69425
TAP2	-0.266625
ABBA-1	0.16275
GNAI1	0.49625
VPS4B	1.3605
NOPE	-1.3885
GALNT6	0.264
SESN1	0.169125
GBE1	-3.46711111111111
CLASP1	-0.19525
RASGEF1B	0.827875
ACOT11	0.00392857142857141
AFAP1	0.244
OR2H2	0.26525
DPY19L2P1	-1.5475
DZIP1	-0.80025
SEC22C	-0.304416666666667
GPR161	1.35341666666667
RNF146	1.10275
WDR74	-0.1455
GALP	0.3085
PURA	0.40275
DNPEP	0.881083333333333
RP11-78J21.1	-0.2755
ERBB2	0.705875
FANCM	-0.118166666666667
NEO1	-0.181166666666667
DDX3Y	-4.4052
RPS3A	0.3855
MXRA7	0.761785714285714
LGALS3	-1.26133333333333
GLT8D1	-1.4
CFL2	-2.32
UPB1	0.29725
NAP1L5	-2.175625
CLDN14	-1.12025
DHX38	-0.567
BTBD1	-0.61125
TARS2	-0.623333333333333
ABCF1	0.7764
FCF1	0.3885
LRRC49	-0.892
GUCY1B2	-1.0865
C1orf177	0.357
SMARCA4	-0.113357142857143
LRP8	-2.65166666666667
TAGLN3	-0.41925
MRPL14	-0.16375
TTRAP	0.189
ZDHHC20	2.07275
NFE2L3	0.24275
KIAA1377	0.157125
PALMD	2.6529
TMEM43	-0.017
TTL	-0.451375
STAT5B	-0.389333333333333
SSB	-0.46875
OR10H5	0.4385
SLC22A13	0.112
AKAP3	0.4835
TIMM23	0.920833333333333
OAS2	0.517833333333333
KIAA0423	1.21075
TRIM11	0.274833333333333
GLIS3	1.2105
TMEM50B	-0.325833333333333
ARHGEF4	-0.40375
DEGS1	0.0449090909090909
TBL1XR1	0.522666666666667
G6PD	-1.27025
SP140	-0.7471
MUC17	-0.2045
NUDC	-0.5443
DNAJC5B	0.9375
SCARA3	-0.714
CPA3	1.30433333333333
BCAT2	0.088625
MFN1	0.5158
NRG3	-0.284
SNX11	0.058
PLEKHH1	0.418333333333333
GPR177	-1.605
HCFC2	0.57625
TCAP	-0.56275
MOCOS	0.5885
C14orf93	0.05575
PRDM10	-0.293833333333333
SLC16A4	-0.27475
SRGAP1	-0.3875
VIP	0.23775
DUSP27	-0.242
LILRA1	0.4931
MC2R	0.1745
MGC24103	-3.273
MBTD1	-1.875
FUT11	-0.281666666666667
USP33	-0.671
C15orf39	-0.23225
MAP3K12	-1.1455
PAAF1	-1.99133333333333
BARHL1	-1.0215
FLJ16165	0.098
PIWIL2	-2.95825
SYNE1	-0.843833333333333
CMTM4	0.71425
TSPYL1	0.3976
GUF1	0.496166666666667
TMEM157	-0.031
WDR44	-0.4545
HIST1H3C	0.886
DKFZp666G057	-0.33325
RNPEP	-0.06925
GAS2L2	-0.185333333333333
ADH4	-4.374
GRPR	0.212333333333333
FBXL17	0.3485
ZBTB10	0.69
Gcom1	0.360722222222222
HTRA1	-0.1942
ZNF585A	0.404666666666667
SLC26A2	-0.385928571428571
OTOP3	0.658333333333333
WISP1	0.422111111111111
ATP2B4	-0.339416666666667
FLJ10769	1.053
CRAMP1L	0.460875
CHST12	-2.06075
RAB22A	-0.635
TARDBP	-0.650357142857143
STAU1	-0.88225
CRB3	2.25966666666667
MIG7	-0.47375
CHMP1A	-0.381166666666667
ZNF160	0.12975
B3GALT6	0.701625
BARX1	-1.15016666666667
C6orf167	0.4115
NXNL1	0.3165
DHX29	0.60875
HADHB	0.1495
PLXNB2	0.682375
ILDR1	-1.257
SLC15A3	1.3545
GAS2	-2.425
C20orf69	0.05
NUMB	0.04225
TNIP1	-0.138125
MESP1	1.92483333333333
PSKH1	-0.023
NSFL1C	0.25725
RHOG	-0.1875
HEY1	-1.0905
KNG1	-1.84657142857143
ITGAX	1.2136
LIN9	0.439166666666667
CANT1	0.708625
XRN1	-0.828285714285714
CCDC96	-0.2738
HEATR6	-1.872
GNG7	0.464833333333333
RUNX2	-0.1006875
SOX1	-0.1965
FCRL5	0.865
ZNF99	0.722875
FAM9A	-0.7565
SNX22	0.462833333333333
MBNL3	-2.149
ODC1	-1.0647
ADORA2B	-1.21666666666667
NR2F6	0.2525
ZFYVE16	-1.02355555555556
SYNJ2BP	0.2245
POLE	-0.6125
E2F2	-0.519875
THRA	0.543333333333333
PTGES2	0.227333333333333
HIP1R	1.52566666666667
TMUB1	0.255833333333333
ENO3	-0.78075
RSPH10B	0.6875
CXorf39	1.182625
IRGC	0.0545
GPR109B	-0.47475
FLJ13305	1.511
LCE3A	0.4105
TNFRSF18	-1.101
DET1	1.0475
TRPM3	-0.03825
C16orf79	-0.9855
FECH	1.3205
RAP2A	1.95183333333333
CRIP1	-0.410666666666667
AZIN1	-0.552375
SLC7A7	2.247
IL10RA	-0.1196
TMEM64	-2.24375
CDC42EP4	1.1446
C16orf58	-0.052
ARG2	1.17625
POU5F1P4	-4.1995
FAM62B	-0.367875
DNAH8	-1.8371
ASH2L	-0.5505
TSLP	-2.3655
CNTNAP5	-0.523
TMEM16C	1.062
IFNA14	0.0025
SLC1A3	0.538875
CABYR	1.6555
BCL7B	-0.2166
NUDT13	-0.724666666666667
C13orf28	-0.1615
C1orf53	0.802
ARL6IP4	0.5105
RPL35A	1.31075
EMR3	0.048
RAB40C	-0.0344166666666667
SLC41A1	0.718
LRCH1	0.934
LY6G5B	0.00700000000000001
FAM124A	-0.611928571428571
MGC10981	1.30683333333333
CLIP3	-0.8462
MAP4K2	0.281166666666667
CHIC1	-1.84525
SULF1	2.0215
C20orf30	-0.270857142857143
PRDM5	-1.468625
ELOVL1	-0.60225
C11orf48	0.216125
SLC39A10	1.1585
KCNV1	0.33425
ACP1	-1.02366666666667
ZMYM2	0.906
B3GNT6	-0.0408333333333333
C9orf69	0.791
C2orf15	0.43
C20orf166	-0.0605
HSP90AA6P	-0.547
EDG7	1.133
NEURL	-1.81025
LPL	0.502833333333333
CLEC2D	-0.991
GRRP1	1.2825
CD8B	-3.5918
HIST1H3D	0.2355
SLC6A12	0.026875
FAM27L	0.6685
CD84	0.8555
RASA1	-0.2915
PHKG1	0.168
MAGEA11	0.0295
IMPA1	-1.7306
NPM3	1.19175
RARRES1	4.226
SH3BP1	0.342875
B3GNTL1	-0.2025
ARPC5L	0.652333333333333
KLHL26	-0.1135
SIM2	1.03075
GJC1	0.436
C20orf194	0.647
EXO1	-1.924
SLC2A2	-2.297
LOC285074	-0.48675
LRG1	-2.3515
KIRREL	0.3505
PIK3R1	0.852714285714286
C4orf34	-1.1665
MAF	-2.652
ADCY4	2.58383333333333
ZMIZ2	0.9992
SLC46A3	0.463833333333333
STAMBP	1.291
CCDC16	0.91975
MS4A12	0.124
TCF20	0.35725
LRRC46	-0.14975
C20orf152	-0.52525
MRPS6	-1.489375
ABCB11	0.0965
KCNC2	0.157833333333333
CDH19	1.6215
C9orf123	1.46783333333333
SSH3	0.021
LDLRAD1	-3.2185
CCBE1	-0.9615
ZNF135	1.491125
TAAR1	1.2675
WFDC12	-0.025
CCDC42	0.1065
FLJ12529	-0.26875
PER1	-1.19833333333333
TIMM50	0.082
SMARCAD1	-1.03883333333333
FAM26C	0.707
TP53TG3	1.63766666666667
SH3RF1	0.4631
LMCD1	0.84625
GPR63	-0.095
FLJ21986	-1.5485
AIFM3	-0.51025
MICAL1	-0.0725
BLZF1	0.0663333333333333
IQCA	-0.9115
PCDHGC3	-0.7085
SAC	0.455
BCL6B	1.17783333333333
DDO	-1.45275
MARCO	2.57925
DCHS1	0.516833333333333
C1orf170	0.326666666666667
CD200R1	0.256666666666667
C22orf15	-0.3235
SEPT11	-0.361166666666667
ADNP	-0.48675
UST	-0.8534
C13orf34	-1.33116666666667
RFFL	1.06107142857143
APBA3	-0.3765
C2orf60	-0.97825
CUTL1	-1.7631
PMS1	-0.67025
ZNF689	0.1725
EIF3E	-0.250333333333333
IL9	0.00966666666666667
RPL31	-0.898875
LY9	-0.0278333333333333
ATP2B3	-0.3695
KDELR2	0.249541666666667
TFCP2	0.133875
NLRP12	0.048375
FLJ45422	0.6555
TLE4	0.2128
ZNF570	1.676
FLJ43806	-0.0275
TLK2	-0.837625
CIR	0.449
MARS2	0.9995
COL24A1	-0.59375
SDF2L1	-0.364
HIBADH	0.299166666666667
IGFBP3	-0.827285714285714
C12orf23	0.5585
PSPC1	0.81175
C20orf43	-0.81025
TRAV20	-0.381
ARHGAP24	-0.6725
KIAA1975	-0.444375
C1QA	2.9851
DNTT	-4.378
C10orf6	0.0675
C11orf41	0.785375
HNRPF	0.552875
COL11A1	4.09416666666667
UBAP2	0.749666666666667
CDKN2AIPNL	-1.05
C20orf174	1.81775
SPRED2	-1.82875
PLA2G12A	0.159833333333333
ICEBERG	-0.762166666666667
SCN10A	0.5665
C11orf65	0.50625
GBP5	3.647
PITPNC1	-1.4235
POU3F3	0.4305
NCOA7	0.092875
LIN7C	0.9126
LOC348840	-0.9605
NKX2-2	-2.48275
ANKRD13D	0.0035
LOC123688	-0.22075
FUT2	0.837666666666667
TAAR8	0.2825
FZD4	-1.19125
PNMA3	1.72516666666667
OR4L1	0.716
WIT1	0.26125
EXOC3L	0.6205
ATPBD4	-0.6365
KRBA1	0.55575
UBXD6	-3.369
HOXB7	-1.73464285714286
C7orf23	-2.226
UNQ338	-0.36625
STAB2	0.0495
CDC20B	0.00550000000000002
IRF9	-0.1415
CENTG1	-0.421416666666667
TNPO2	0.078
MCPH1	-0.501
BMS1P5	-0.232
SLC26A7	2.34925
HIST1H3J	1.1895
C9orf3	0.5929
LBH	1.37225
MYO1D	1.139375
PTDSS2	-0.056
NFU1	0.28825
DEPDC4	-0.44925
WNT7B	-0.2275
GLP2R	-0.216333333333333
SETD4	-0.161
DYNLT3	-0.678
FKBP11	-1.07833333333333
SESTD1	0.892
FLII	0.35725
RPS16	0.7898
CHPF	0.2
CSNK2A1	0.758
SUMO1P1	0.8985
FKBP6	-0.438
ZNF214	-0.732833333333334
TWIST1	-1.09516666666667
DDX56	-0.031
TRAM1L1	0.5661
EPO	-2.238
MRPS18B	0.33825
ZNF682	0.200333333333333
RPL14	-0.423666666666667
MAFF	-1.882
LOC51136	-0.898375
LY96	-0.8105
DDX20	0.19475
ABTB1	-0.487333333333333
ARL5A	0.6534
CCT6A	-0.51925
HEPACAM	-1.63033333333333
EHHADH	0.1865
RBAK	-0.0478333333333333
CGB1	0.36225
ITGB5	-0.8853
YIPF3	0.4095
FKBP2	0.17675
NR1D1	-1.4634
TMEM110	0.672
NEK2	1.03583333333333
PRAMEF8	-2.74425
C20orf52	-1.95766666666667
PCDHGA3	1.3855
VWA3B	-0.3125
NDUFA5	-0.828375
THAP9	-0.251
FLVCR2	0.2765
AP1S1	-0.822375
SMAD6	-0.93125
SAV1	1.105
SAT1	-0.08675
ZNF251	0.36
ADAMTS7	0.0208
RPP38	1.53075
C1orf211	-1.286
YPEL2	0.4578
RBMS1	0.99375
ZNF445	0.0221666666666667
NRXN2	-0.326333333333333
PGBD4	-0.38525
UGT2B28	-1.156
WBSCR16	-0.3834
NLRC3	-0.4375
ASTL	0.41875
ST6GALNAC1	-3.26875
ZADH2	0.693125
MLLT4	1.55633333333333
ARL6	-0.877333333333333
MEF2C	-1.01875
CBFA2T3	-3.706
AFF3	-0.311571428571429
COG7	0.0298333333333333
MYB	-1.9615
PLXNA3	-0.056
XRCC2	-0.444333333333333
MMS19	0.708
ST8SIA5	-0.19375
CHPT1	-1.392
KIAA1712	-1.22775
OR6X1	-0.103
ACTR3	-0.103625
UGCG	-0.959333333333333
OR4P4	0.2595
ZAP70	-3.06075
LPP	1.999375
ZNF485	1.46075
PTPRCAP	-0.52675
IL12RB1	0.29025
ATRX	0.145
CHST8	-2.360625
C14orf109	-0.09125
ARV1	-0.247
NMB	0.0705714285714286
COX5A	-2.78666666666667
EIF6	0.1015
MPPED2	-0.541833333333333
SEMG1	-1.234
CHRDL1	2.0145
TRAF3IP2	1.05075
WNK2	1.822875
LILRA4	0.602166666666667
LAMA2	1.4265
PXT1	0.2765
RLBP1	2.39225
CD300C	-0.0515
SLTM	-0.724375
FLJ10404	-0.4918125
APOBEC3D	0.126166666666667
RENBP	-0.0798333333333333
ATXN7L1	0.148125
NID1	-0.689
TUBGCP3	-0.256125
ITIH5	0.241
CCDC110	2.4465
C8A	-2.40225
MGC87042	1.7795
HOXC13	1.257
TFDP2	-1.006
HCP5	0.138375
POLI	0.8705
UCN	-1.129
ZNF764	0.630166666666667
C8orf45	0.064
FHL3	-0.64775
SPATA5L1	-0.6735
MMRN2	1.81683333333333
NDST1	0.716333333333333
COL20A1	-0.209333333333333
ZNF248	0.748833333333333
PELP1	0.7905
MBL2	-2.57216666666667
RNF41	-0.013
C5orf24	-0.235375
THOC5	0.989
SERINC3	-1.03066666666667
RP11-151A6.2	2.1495
CDCP2	-0.07775
HIST1H2AA	0.876
C11orf75	1.19
FKBP7	0.46525
DDOST	-0.4045
GPNMB	0.0736666666666667
TTF2	-0.236666666666667
KCNT1	0.0075
SLC39A14	-1.622875
NGRN	1.1885
GPR137B	-0.397
MECP2	-0.028625
PSMA1	-0.699
C16orf73	-4.85325
TMEM60	0.0878333333333333
CSN3	0.938
NOS1	0.146333333333333
RAB7L1	0.808666666666667
YBX2	1.3655
KIAA1166	0.94
FUBP3	0.659333333333333
ABCG1	-0.776
ACACA	0.733333333333333
ARL11	-0.3956
ATOH1	0.4575
ODF1	0.178666666666667
CREB3L3	-1.732
TMEM127	0.459357142857143
DSCAML1	-0.3505
PLN	0.720833333333333
LYPLA1	-0.207666666666667
PRDM9	-0.995
SASP	0.865
PLUNC	0.0305
INTU	0.193
HISPPD1	-0.23025
LNPEP	-0.580333333333333
YARS2	-0.503666666666667
APCDD1L	1.6985
ZCCHC4	-1.1979
FBXO22	-1.22783333333333
TTLL13	-0.3355
ZNF669	-0.6635
PTGDR	0.9785
DDX27	-0.526
KIAA0409	-1.07166666666667
GJB6	1.928
ASB8	-0.1305
PLP2	0.149666666666667
MEPE	0.4645
OR10J5	0.6545
KRT222P	-0.3535
COQ7	0.276333333333333
C1orf101	0.00275
RERG	3.6177
CHMP5	0.23875
THAP11	-0.079125
ZNF43	0.452666666666667
ZRANB3	-0.995
KRT13	1.96775
MRPL19	-0.878375
RBBP9	0.059875
SPATA17	0.461875
BXDC5	-1.3285
PAFAH1B1	0.4465
MAGEE1	0.742
OSTF1	0.899
KIAA0323	0.224666666666667
TXNDC13	0.015
CNTN4	-0.27975
LCE1B	-0.4005
UNQ501	0.9375
ZNF154	0.0455
C3orf64	0.14325
SYT5	0.296
PON1	0.797333333333333
FLJ10357	-0.259
ATP4A	-1.0565
GNPDA1	-1.19616666666667
MGAT1	0.711833333333333
C14orf121	0.7215
SLC35B2	0.36825
MIER3	-0.350166666666667
CHEK1	0.5025
ZNF8	0.437
TXNDC1	-0.499666666666667
CKB	-1.6462
RTN3	0.421857142857143
FZD2	-0.393666666666667
PART1	0.77875
PSMB6	0.2565
PCDHB8	3.124
PHC3	-0.9948
PPP1R8	0.0115
NOVA2	1.3115
TNFRSF11B	-4.95
GOLPH3	0.935833333333333
UBLCP1	-0.66475
SUHW3	-0.00875
TTLL1	0.36225
OPN4	0.087
OR13G1	0.438
ZPBP2	0.0474
HSD17B11	-1.450375
C9orf50	0.0195
DHDDS	-0.188
CTSW	0.2527
NEFM	-2.65816666666667
MRPL28	-0.64875
SYN1	0.353
PIGV	-0.504833333333333
ZIM2	0.102
APBB1	-0.81
SND1	0.3185
C1orf123	-0.735
CHD3	1.83575
BHLHB8	0.12425
RNASE2	0.497166666666667
BCAP31	0.140875
SLC25A44	0.1685
CHD6	-0.8574
PIB5PA	0.0830769230769231
SELS	1.262
LOC541471	-0.686625
FAT2	0.952
ZNF81	0.1785
OR4C16	0.03
FLJ10081	-1.0297
LRRC4	1.8085
CS	0.412333333333333
N4BP2	0.03525
IGFBP7	-0.464
ZNF318	0.301916666666667
NDNL2	0.24175
ZNF609	-0.71275
SIRT4	-0.299
EXOSC10	-1.38375
ECE2	0.588083333333333
OVGP1	1.2895
GTPBP3	0.23475
PACS2	1.9209
C19orf36	-1.553
ARL4C	0.710125
ATG4B	-1.00825
UBQLNL	-0.76275
RHOXF2B	-3.3465
PLEKHG2	0.264
GALR1	-1.4395
AQP4	1.36733333333333
HDAC7A	-0.6435
DCUN1D3	0.6145
OR8A1	1.5225
CCRN4L	-0.687375
CBR4	0.139333333333333
KIFC1	-0.228666666666667
SLC7A14	-1.05733333333333
LHX5	0.088
TRPC7	-0.091
LPXN	-1.23225
SERPINA1	-2.525
RPS13	0.0732
BPIL3	-0.0315
PRKAA1	-0.30875
FADS2	1.0936
ENAH	0.5408125
PRO1768	-0.682
APBA2BP	-1.256
LIPH	0.195166666666667
C3orf33	-0.34525
RCC2	0.107357142857143
ALDH1A2	-3.2028
RNF103	0.077
AHCY	0.43525
ALG12	0.362
CCL17	1.86425
ZNF543	0.856833333333333
ESRRG	2.3353
CNGA1	0.262
RDH5	-1.3475
OTX1	0.9143
PTGFR	-1.99833333333333
CDR2	-0.26
SELE	1.31825
NLGN2	-1.25683333333333
EXOSC9	-1.8465
ZNF566	0.2265
KLRC2	-4.2995
GPR12	0.611
KIAA0196	-0.112
PDRG1	-0.45925
SSR3	-0.098
MSI1	-0.8165
CST9	-0.03
CC2D1A	0.03025
PLAGL1	0.901611111111111
ZNF778	-0.1525
RNF2	0.139125
KLF6	0.143666666666667
THBD	-0.497333333333333
tcag7.1314	-1.4645
NR5A1	-0.0893333333333333
ABCD2	-0.54175
DNAJC7	-1.416
CLEC4C	0.584
TM2D3	1.793125
CCDC4	-0.2505
PLAC2	-2.663
DCD	0.2675
FAAH	0.37825
POLA1	0.301333333333333
TM7SF2	-0.194375
FLJ39822	-1.008
FLOT2	0.359125
MAP4K1	-0.550333333333333
SRP68	0.398625
C21orf74	-1.271
ARPC5	-0.029125
LOC126075	1.241
HECW2	0.86525
ZDHHC4	0.0995
ANKRD42	0.495
PDE9A	-0.229833333333333
ABCA8	0.29175
NDUFS2	-0.3175
UBR5	0.0635
BTBD16	-1.85175
LOC554174	0.358
ZNF20	0.8145
KIAA1843	0.7555
WDR17	-1.310625
C15orf33	-0.3985
RNF113A	-0.7565
CAMKK1	0.7572
CLCN2	1.062
ANXA6	-1.447
LOC340069	-0.2425
EMID1	0.55375
DPM3	-0.0545833333333333
ELA1	0.4925
SLC25A13	-0.2107
KRT24	-0.04675
SMPD1	-0.997333333333334
TH	0.00275000000000001
COL6A2	-0.915285714285714
ANKS1B	0.4425
GPR126	-0.2932
ZC3H12A	-1.186
TMEM47	-1.60516666666667
C2orf51	-0.324
C1orf88	1.79316666666667
HSF2BP	0.977
AKAP10	0.653
RPAP3	-0.7345
KLHDC8B	0.620625
