Hybridization REF	TCGA-BH-A0BW-01A-11R-A115-07
XKR3	-2.157
CR1	0.40375
RPS6KA2	-1.38821428571429
C20orf112	0.5455
MRPL22	-0.1535
C4orf23	0.3925
GADD45B	0.775
KLHDC1	0.532833333333333
C2orf48	-0.93
ZNF287	-0.2275
DAAM2	-2.0245
DPPA2	-2.61566666666667
TCTN3	-0.252833333333333
DNAJB11	1.539
FPR1	3.5845
DEFB4	-0.081
PTCD2	-1.4403
SMOC2	3.043
CABP7	0.08725
SERPINB11	0.227333333333333
MAGEF1	1.046
NDE1	-1.0065
ITGA10	0.8125
FSHB	-0.0985
ANXA2	1.77075
HORMAD2	0.1945
HLCS	-0.45
MCF2L	0.475333333333333
FH	0.739125
TBC1D24	1.115
KIAA1505	1.7525
LGALS2	1.194
CNBD1	-1.007
SYNPO2L	-1.49225
PTPN23	-0.00471428571428571
C1orf183	-0.642666666666667
MAGEA8	2.1815
DGCR8	-1.449
GSR	-0.38
PAQR7	0.63025
ZNF676	-1.32325
CACNA1C	-0.8476
SP7	0.6705
PDCD6	-0.1515
NRN1L	-0.223
BRI3BP	-0.404583333333333
KIAA1183	0.705
ASB4	0.3555
CCL23	1.3647
OBSL1	-0.666
SLC12A7	1.38808333333333
KIAA0240	0.499375
CD1B	-2.8995
FCGR2A	2.1775
MDC1	-0.0355
HTR1A	0.0371666666666667
OCEL1	-1.014
ATP11B	0.6444375
FBXO34	-0.486166666666667
PCDH12	2.84683333333333
RPE	0.11625
C17orf74	-0.1435
CSDC2	-0.349166666666667
PET112L	-0.55025
TMBIM1	1.614
P2RXL1	0.04425
TCHP	-0.49975
TRMT1	-1.7265
F2RL2	-0.45925
LRRC32	2.4515
IMPG2	0.33
BGLAP	0.33625
LOC493869	-1.70808333333333
MRAS	2.87725
SLC35F5	0.86225
CBWD1	-0.7295
AXL	-1.381125
ATP2C2	2.02975
TELO2	-0.66075
PNPLA3	-2.859
PCDHB14	2.72825
CD276	0.72375
KRT80	-1.506125
DUSP28	1.054
CSNK1E	-0.68375
SRP14	0.429
KCNQ4	0.029
KRT72	0.126
CCDC117	0.294375
C6orf89	0.382222222222222
TUBB2B	-1.9065
RTN4IP1	-0.7335
CR1L	-1.071
CEND1	0.094875
C12orf41	-0.967333333333333
RNF31	-0.28875
UBN1	0.0708333333333333
C17orf32	1.24675
SLC5A7	0.12275
GPR92	1.87916666666667
ESAM	1.8821
CTNNA1	0.620666666666667
HRBL	-0.0685
CBX4	0.061
TMEM182	1.2145
SH3TC2	1.94066666666667
IL10	2.22066666666667
PXMP4	0.2575
RNF167	-0.3602
PAK7	2.5655
ETV3	-0.8165
ATPIF1	-0.141666666666667
LOC554207	-1.9135
OR8H1	0.2405
WDFY3	1.663625
DPM1	-0.274
GPSM1	-0.2525
WDR92	-0.2959
LRP1	0.310666666666667
ANKH	0.848625
THUMPD3	-0.99925
POLR1B	-0.46225
OLFM4	6.823
RAD9B	2.34025
TSPY2	-2.424
PAX6	-2.43866666666667
SCG2	-3.287
SLC17A6	1.57875
FMO3	2.885875
PADI4	0.121875
TUBB4	0.0248
NLK	0.078
POU4F3	-0.2665
SDF4	0.8885
ITGBL1	1.95616666666667
NETO1	-3.079875
TAP2	1.372375
ABBA-1	1.14858333333333
GNAI1	1.28575
VPS4B	0.44075
NOPE	-0.92
GALNT6	-0.308166666666667
SESN1	-0.1015
GBE1	-0.713444444444444
CLASP1	0.9
RASGEF1B	2.645
ACOT11	1.24721428571429
AFAP1	1.06175
OR2H2	0.33275
DPY19L2P1	-0.847
DZIP1	-2.2525
SEC22C	-0.773166666666667
GPR161	-0.59925
RNF146	0.43275
WDR74	-0.716875
GALP	1.94
PURA	-0.5575
DNPEP	0.32575
RP11-78J21.1	-1.46275
ERBB2	1.61175
FANCM	-2.23258333333333
NEO1	0.538333333333333
DDX3Y	-4.53
RPS3A	-0.871125
MXRA7	-0.324714285714286
LGALS3	-0.925333333333333
GLT8D1	-0.44975
CFL2	-1.76833333333333
UPB1	0.7795
NAP1L5	1.790125
CLDN14	1.10375
DHX38	0.4675
BTBD1	0.1385
TARS2	-0.722
ABCF1	0.2052
FCF1	-0.688666666666667
LRRC49	0.446
GUCY1B2	0.196
C1orf177	1.34766666666667
SMARCA4	-0.656428571428571
LRP8	-0.178166666666667
TAGLN3	-0.5425
MRPL14	-0.06525
TTRAP	0.47975
ZDHHC20	0.6655
NFE2L3	1.64075
KIAA1377	1.65375
PALMD	0.6791
TMEM43	-0.366
TTL	-0.582875
STAT5B	-0.439833333333333
SSB	-0.2015
OR10H5	0.21
SLC22A13	-1.325
AKAP3	-1.49125
TIMM23	-0.310333333333333
OAS2	3.71408333333333
KIAA0423	0.08475
TRIM11	-0.381166666666667
GLIS3	1.249125
TMEM50B	0.791666666666667
ARHGEF4	-1.540875
DEGS1	0.350363636363636
TBL1XR1	0.161666666666667
G6PD	-1.31925
SP140	1.5914
MUC17	-0.217357142857143
NUDC	0.0922
DNAJC5B	1.99533333333333
SCARA3	1.13533333333333
CPA3	3.88333333333333
BCAT2	0.016625
MFN1	0.2492
NRG3	1.1975
SNX11	0.28325
PLEKHH1	-0.840166666666667
GPR177	-2.1685
HCFC2	1.55475
TCAP	-0.40025
MOCOS	-1.0325
C14orf93	-0.688
PRDM10	0.348166666666667
SLC16A4	2.33716666666667
SRGAP1	-0.081
VIP	0.91975
DUSP27	-0.358
LILRA1	1.6416
MC2R	0.5365
MGC24103	-3.4275
MBTD1	-3.124
FUT11	-0.315166666666667
USP33	0.3007
C15orf39	-0.2875
MAP3K12	-0.673375
PAAF1	-0.2545
BARHL1	0.332
FLJ16165	-0.7085
PIWIL2	-3.02675
SYNE1	-0.715636363636363
CMTM4	1.684875
TSPYL1	0.3349
GUF1	-1.089
TMEM157	0.815
WDR44	1.1945
HIST1H3C	0.66275
DKFZp666G057	0.494
RNPEP	0.4915
GAS2L2	-1.09116666666667
ADH4	-4.28575
GRPR	0.0443333333333333
FBXL17	0.88875
ZBTB10	1.20916666666667
Gcom1	1.29805555555556
HTRA1	0.2233
ZNF585A	-0.144666666666667
SLC26A2	0.372928571428571
OTOP3	0.436166666666667
WISP1	2.52011111111111
ATP2B4	0.806166666666667
FLJ10769	-0.42
CRAMP1L	-0.45375
CHST12	-0.435
RAB22A	-0.41925
TARDBP	-0.0165714285714285
STAU1	0.42775
CRB3	1.14566666666667
MIG7	-2.14075
CHMP1A	0.579666666666667
ZNF160	-0.201
B3GALT6	0.173375
BARX1	-1.439
C6orf167	-1.143
NXNL1	0.594
DHX29	0.0555
HADHB	0.34625
PLXNB2	1.259375
ILDR1	-1.0945
SLC15A3	3.003
GAS2	-0.217833333333333
C20orf69	-0.10475
NUMB	-0.10725
TNIP1	0.766875
MESP1	1.57483333333333
PSKH1	0.753
NSFL1C	0.992875
RHOG	1.05225
HEY1	-1.77016666666667
KNG1	-2.722125
ITGAX	2.2501
LIN9	-0.562666666666667
CANT1	0.41025
XRN1	0.2425
CCDC96	0.9556
HEATR6	-0.702666666666667
GNG7	-1.11358333333333
RUNX2	0.548625
SOX1	0.4904
FCRL5	1.8531
ZNF99	-0.73575
FAM9A	1.254
SNX22	0.887666666666667
MBNL3	-1.2075
ODC1	-0.9729
ADORA2B	-1.742
NR2F6	-0.516
ZFYVE16	-0.459722222222222
SYNJ2BP	-1.0094
POLE	-0.82025
E2F2	-1.16325
THRA	1.47916666666667
PTGES2	-0.317666666666667
HIP1R	1.0225
TMUB1	-0.699666666666667
ENO3	-2.3755
RSPH10B	-0.372
CXorf39	1.313375
IRGC	0.1765
GPR109B	0.27625
FLJ13305	-1.396
LCE3A	-0.155
TNFRSF18	0.321
DET1	0.121
TRPM3	-0.443666666666667
C16orf79	-1.4345
FECH	-0.0701666666666666
RAP2A	0.453833333333333
CRIP1	0.360166666666667
AZIN1	-0.133625
SLC7A7	4.002
IL10RA	1.6121
TMEM64	-0.16825
CDC42EP4	2.2563
C16orf58	0.2858
ARG2	-3.158
POU5F1P4	-3.39075
FAM62B	-0.288125
DNAH8	-2.2015
ASH2L	-0.54275
TSLP	-5.0685
CNTNAP5	-1.33716666666667
TMEM16C	2.37225
IFNA14	0.312
SLC1A3	1.11325
CABYR	2.666
BCL7B	0.3591
NUDT13	-1.30133333333333
C13orf28	-0.228
C1orf53	1.06425
ARL6IP4	0.0619
RPL35A	-0.66375
EMR3	0.2735
RAB40C	0.392
SLC41A1	0.0418333333333333
LRCH1	0.88075
LY6G5B	-0.5995
FAM124A	-0.228071428571429
MGC10981	-1.1255
CLIP3	0.8287
MAP4K2	0.819
CHIC1	-0.35575
SULF1	2.94616666666667
C20orf30	0.362642857142857
PRDM5	0.658375
ELOVL1	1.074
C11orf48	-0.78975
SLC39A10	-0.37075
KCNV1	0.7305
ACP1	-0.257666666666667
ZMYM2	-1.167875
B3GNT6	0.184833333333333
C9orf69	0.72775
C2orf15	-0.1335
C20orf166	0.21
HSP90AA6P	-2.919
EDG7	0.5105
NEURL	-1.829375
LPL	0.139666666666667
CLEC2D	0.490714285714286
GRRP1	0.67
CD8B	-2.7565
HIST1H3D	0.640833333333333
SLC6A12	1.54025
FAM27L	-0.153
CD84	2.5813
RASA1	0.171
PHKG1	1.232
MAGEA11	0.096
IMPA1	0.2576
NPM3	-1.797
RARRES1	4.64625
SH3BP1	0.644875
B3GNTL1	1.3345
ARPC5L	0.389166666666667
KLHL26	-0.0415
SIM2	-0.299625
GJC1	0.5645
C20orf194	0.14175
EXO1	-0.89625
SLC2A2	-3.1004
LOC285074	-1.06275
LRG1	0.06875
KIRREL	-1.348
PIK3R1	0.998285714285714
C4orf34	1.21475
MAF	-1.50794444444444
ADCY4	3.169
ZMIZ2	1.0289
SLC46A3	1.83766666666667
STAMBP	0.478
CCDC16	0.692
MS4A12	0.0345
TCF20	1.4735
LRRC46	0.66175
C20orf152	-0.285
MRPS6	-0.69675
ABCB11	0.735
KCNC2	-0.376833333333334
CDH19	4.41066666666667
C9orf123	-0.335833333333333
SSH3	0.572125
LDLRAD1	-2.75275
CCBE1	-1.2385
ZNF135	0.99475
TAAR1	0.7055
WFDC12	-0.058
CCDC42	0.663666666666667
FLJ12529	-0.625
PER1	-0.5325
TIMM50	-0.672833333333333
SMARCAD1	1.05966666666667
FAM26C	-0.3275
TP53TG3	-1.58216666666667
SH3RF1	1.4779
LMCD1	1.6245
GPR63	-0.708
FLJ21986	-2.33925
AIFM3	-1.145
MICAL1	0.156
BLZF1	1.08766666666667
IQCA	-0.456833333333333
PCDHGC3	-0.0005
SAC	2.55625
BCL6B	1.27366666666667
DDO	1.13175
MARCO	3.64775
DCHS1	0.254833333333333
C1orf170	-0.312
CD200R1	2.64533333333333
C22orf15	-0.2855
SEPT11	0.906333333333333
ADNP	-0.3155
UST	-1.7707
C13orf34	-0.830333333333333
RFFL	1.14292857142857
APBA3	0.2905
C2orf60	0.191
CUTL1	0.2173
PMS1	-1.209125
ZNF689	-0.3005
EIF3E	-1.36716666666667
IL9	0.713333333333333
RPL31	-1.377
LY9	1.072
ATP2B3	0.04675
KDELR2	-0.0559166666666667
TFCP2	0.0185
NLRP12	-0.043375
FLJ45422	-1.30125
TLE4	0.8581
ZNF570	1.006
FLJ43806	0.1105
TLK2	-0.21475
CIR	0.3705
MARS2	0.3625
COL24A1	1.61325
SDF2L1	0.6375
HIBADH	-0.378833333333333
IGFBP3	-2.01107142857143
C12orf23	1.43875
PSPC1	-0.1575
C20orf43	0.247
TRAV20	0.5635
ARHGAP24	0.4075
KIAA1975	-2.02525
C1QA	3.3802
DNTT	-4.70516666666667
C10orf6	-1.09141666666667
C11orf41	1.697125
HNRPF	0.049875
COL11A1	4.7765
UBAP2	-1.2675
CDKN2AIPNL	-1.45
C20orf174	5.09375
SPRED2	-0.36275
PLA2G12A	0.8405
ICEBERG	2.38833333333333
SCN10A	0.291
C11orf65	0.97075
GBP5	4.211
PITPNC1	-1.12833333333333
POU3F3	1.092
NCOA7	1.50875
LIN7C	0.8292
LOC348840	-2.112
NKX2-2	-3.3905
ANKRD13D	0.231625
LOC123688	-0.87825
FUT2	1.75816666666667
TAAR8	1.234
FZD4	-1.61616666666667
PNMA3	-0.814
OR4L1	0.6955
WIT1	-2.6845
EXOC3L	2.2205
ATPBD4	0.2719
KRBA1	-1.05225
UBXD6	-0.365
HOXB7	-1.44457142857143
C7orf23	-0.2065
UNQ338	2.94575
STAB2	0.04225
CDC20B	-0.373
IRF9	2.18525
CENTG1	0.667333333333333
TNPO2	-1.528
MCPH1	-0.015375
BMS1P5	-2.121
SLC26A7	2.36225
HIST1H3J	0.109
C9orf3	0.057
LBH	0.823625
MYO1D	1.472625
PTDSS2	-0.271
NFU1	1.01975
DEPDC4	-1.55875
WNT7B	0.5448
GLP2R	-0.331
SETD4	-1.1616
DYNLT3	0.0829
FKBP11	-0.798333333333333
SESTD1	0.459666666666667
FLII	0.25225
RPS16	-0.9701
CHPF	1.5415
CSNK2A1	0.1835
SUMO1P1	0.75425
FKBP6	-0.1225
ZNF214	-1.57016666666667
TWIST1	0.612
DDX56	-0.976833333333333
TRAM1L1	3.6862
EPO	-2.76083333333333
MRPS18B	0.023
ZNF682	-1.72883333333333
RPL14	-2.003
MAFF	-0.224
LOC51136	0.38225
LY96	0.84125
DDX20	-0.57825
ABTB1	0.702166666666667
ARL5A	-0.5042
CCT6A	-0.82
HEPACAM	-1.52816666666667
EHHADH	0.614166666666667
RBAK	-2.788
CGB1	-0.226
ITGB5	-0.1941
YIPF3	0.635
FKBP2	0.4845
NR1D1	0.1207
TMEM110	0.758
NEK2	-0.900833333333333
PRAMEF8	-2.50725
C20orf52	0.0431666666666667
PCDHGA3	1.2825
VWA3B	-0.26275
NDUFA5	0.181875
THAP9	1.52475
FLVCR2	1.65283333333333
AP1S1	-0.804875
SMAD6	-0.3395
SAV1	-0.371125
SAT1	1.432875
ZNF251	1.0405
ADAMTS7	0.4904
RPP38	0.24525
C1orf211	0.5945
YPEL2	0.8798
RBMS1	1.14525
ZNF445	-1.40883333333333
NRXN2	-0.0115
PGBD4	-0.860625
UGT2B28	-2.28075
WBSCR16	-0.6525
NLRC3	1.02375
ASTL	0.2735
ST6GALNAC1	-2.80675
ZADH2	-0.871625
MLLT4	0.461
ARL6	0.529333333333333
MEF2C	0.05275
CBFA2T3	-2.901
AFF3	0.267285714285714
COG7	0.696
MYB	-4.31383333333333
PLXNA3	0.2385
XRCC2	-2.26116666666667
MMS19	-1.041
ST8SIA5	-1.791375
CHPT1	0.264333333333333
KIAA1712	-0.02075
OR6X1	0.809
ACTR3	1.475625
UGCG	-0.600833333333333
OR4P4	0.1375
ZAP70	-1.9645
LPP	0.698375
ZNF485	-1.177
PTPRCAP	1.3885
IL12RB1	1.03275
ATRX	0.0982
CHST8	-1.80225
C14orf109	0.048
ARV1	0.6075
NMB	-0.572714285714286
COX5A	-0.374
EIF6	-0.094
MPPED2	-0.861666666666667
SEMG1	-2.3105
CHRDL1	-0.229
TRAF3IP2	0.404
WNK2	0.675875
LILRA4	3.196
LAMA2	2.47525
PXT1	0.194
RLBP1	-2.229
CD300C	1.25825
SLTM	0.169125
FLJ10404	-1.1848125
APOBEC3D	1.13933333333333
RENBP	1.55083333333333
ATXN7L1	0.8165
NID1	0.016
TUBGCP3	-0.354125
ITIH5	0.389222222222222
CCDC110	3.0065
C8A	-2.50075
MGC87042	-0.8445
HOXC13	0.139
TFDP2	0.5695
HCP5	2.97025
POLI	-0.75975
UCN	-0.489333333333333
ZNF764	0.515166666666667
C8orf45	1.85575
FHL3	-0.7535
SPATA5L1	-1.547
MMRN2	2.7855
NDST1	0.455
COL20A1	-0.513666666666667
ZNF248	-0.210666666666667
PELP1	-0.813
MBL2	-1.76633333333333
RNF41	-0.01675
C5orf24	-1.246125
THOC5	-0.86
SERINC3	0.817833333333333
RP11-151A6.2	1.1695
CDCP2	-0.513
HIST1H2AA	0.53375
C11orf75	1.54466666666667
FKBP7	0.47075
DDOST	0.482
GPNMB	0.595
TTF2	-1.2605
KCNT1	0.3695
SLC39A14	-0.3845
NGRN	0.6506
GPR137B	0.63425
MECP2	-0.316375
PSMA1	0.7755
C16orf73	-5.18575
TMEM60	0.342333333333333
CSN3	3.1095
NOS1	0.277333333333333
RAB7L1	2.325
YBX2	-0.7245
KIAA1166	-1.018375
FUBP3	0.892333333333333
ABCG1	1.2135
ACACA	0.523583333333333
ARL11	1.8241
ATOH1	1.1785
ODF1	0.23875
CREB3L3	-1.9645
TMEM127	1.434
DSCAML1	-0.8665
PLN	2.99883333333333
LYPLA1	-0.457416666666667
PRDM9	-2.2235
SASP	0.38675
PLUNC	0.1352
INTU	0.3305
HISPPD1	-1.12225
LNPEP	0.934
YARS2	-1.00883333333333
APCDD1L	-1.5895
ZCCHC4	0.1214
FBXO22	-0.0508333333333333
TTLL13	-0.5115
ZNF669	-1.2915
PTGDR	2.148
DDX27	0.00325
KIAA0409	-0.783166666666667
GJB6	2.36125
ASB8	-0.064
PLP2	0.0716666666666667
MEPE	1.31925
OR10J5	-0.343
KRT222P	-0.138
COQ7	0.00749999999999999
C1orf101	2.512
RERG	2.1303
CHMP5	0.9395
THAP11	1.17725
ZNF43	-0.886166666666667
ZRANB3	-1.095
KRT13	2.893875
MRPL19	-0.781375
RBBP9	0.698125
SPATA17	0.96575
BXDC5	0.2025
PAFAH1B1	0.0493333333333333
MAGEE1	-0.006
OSTF1	1.318
KIAA0323	-0.74475
TXNDC13	0.958
CNTN4	3.2125
LCE1B	-0.3555
UNQ501	-1.051
ZNF154	0.183
C3orf64	0.58425
SYT5	-0.0801
PON1	0.3846
FLJ10357	0.00337499999999999
ATP4A	-0.7
GNPDA1	-0.662166666666667
MGAT1	0.808166666666667
C14orf121	0.56075
SLC35B2	1.04225
MIER3	0.470666666666667
CHEK1	-1.41425
ZNF8	0.208
TXNDC1	-0.260833333333333
CKB	-1.7103
RTN3	0.800928571428572
FZD2	-1.029
PART1	0.8295
PSMB6	0.05025
PCDHB8	0.3
PHC3	0.0777
PPP1R8	-0.281666666666667
NOVA2	1.92416666666667
TNFRSF11B	-0.334625
GOLPH3	1.31716666666667
UBLCP1	0.0755
SUHW3	-0.40625
TTLL1	1.35275
OPN4	0.4335
OR13G1	-0.0475
ZPBP2	1.0448
HSD17B11	-1.46875
C9orf50	0.923
DHDDS	0.557428571428571
CTSW	1.9351
NEFM	-2.41616666666667
MRPL28	-0.387
SYN1	0.352
PIGV	0.693166666666667
ZIM2	-1.362
APBB1	0.0241666666666667
SND1	-1.27
C1orf123	-0.322166666666667
CHD3	-1.5785
BHLHB8	0.2845
RNASE2	1.7515
BCAP31	0.45225
SLC25A44	0.2815
CHD6	-1.6541
PIB5PA	-0.427384615384615
SELS	1.171125
LOC541471	0.2075
FAT2	0.3515
ZNF81	-0.259
OR4C16	0.6095
FLJ10081	-0.2124
LRRC4	-0.54625
CS	-1.13233333333333
N4BP2	-1.467
IGFBP7	2.794
ZNF318	0.093
NDNL2	-0.010625
ZNF609	-0.336125
SIRT4	-0.55375
EXOSC10	-0.53675
ECE2	0.1595
OVGP1	-0.5995
GTPBP3	-2.21375
PACS2	-0.2638
C19orf36	-1.25166666666667
ARL4C	0.269875
ATG4B	0.2635
UBQLNL	2.546
RHOXF2B	-3.2305
PLEKHG2	-0.952
GALR1	-0.8245
AQP4	4.09916666666667
HDAC7A	-0.4885
DCUN1D3	-0.016
OR8A1	2.207
CCRN4L	1.386625
CBR4	-0.0715
KIFC1	-1.00816666666667
SLC7A14	-2.18416666666667
LHX5	0.274
TRPC7	-0.0895
LPXN	0.2835
SERPINA1	0.384375
RPS13	-1.3749
BPIL3	-1.9105
PRKAA1	0.31
FADS2	1.2347
ENAH	-0.2466875
PRO1768	0.4855
APBA2BP	-0.49875
LIPH	3.65516666666667
C3orf33	0.5485
RCC2	0.788
ALDH1A2	-3.5594
RNF103	1.778
AHCY	-0.8255
ALG12	1.045
CCL17	2.55425
ZNF543	0.7975
ESRRG	1.5591
CNGA1	3.968
RDH5	-0.4895
OTX1	-1.0154
PTGFR	-2.21516666666667
CDR2	0.262375
SELE	6.5995
NLGN2	-2.045
EXOSC9	-0.29
ZNF566	-0.896
KLRC2	-1.711
GPR12	0.3575
KIAA0196	0.2345
PDRG1	-0.42375
SSR3	-0.764928571428571
MSI1	0.0615
CST9	-0.026
CC2D1A	-0.142375
PLAGL1	-0.811
ZNF778	0.198
RNF2	0.982875
KLF6	0.958166666666667
THBD	0.9095
tcag7.1314	2.9505
NR5A1	-0.0958333333333333
ABCD2	2.6915
DNAJC7	-0.209
CLEC4C	2.2715
TM2D3	1.356125
CCDC4	-1.748
PLAC2	0.44675
DCD	-0.854
FAAH	1.340625
POLA1	-0.9605
TM7SF2	-1.288625
FLJ39822	-1.71666666666667
FLOT2	1.127
MAP4K1	0.493333333333333
SRP68	0.87275
C21orf74	-0.957
ARPC5	1.433125
LOC126075	1.4175
HECW2	1.59675
ZDHHC4	-0.92
ANKRD42	-0.398
PDE9A	-1.51
ABCA8	-1.122
NDUFS2	0.88075
UBR5	-0.357875
BTBD16	-2.7165
LOC554174	-0.191
ZNF20	-0.2785
KIAA1843	0.5515
WDR17	-3.368625
C15orf33	1.088
RNF113A	-0.3195
CAMKK1	-1.5338
CLCN2	-0.123
ANXA6	-0.0945
LOC340069	0.423
EMID1	-0.054375
DPM3	0.35925
ELA1	-0.059
SLC25A13	-0.4677
KRT24	-0.32125
SMPD1	0.776
TH	0.124625
COL6A2	0.2855
ANKS1B	1.5275
GPR126	-1.2298
ZC3H12A	-0.109
TMEM47	1.9155
C2orf51	-0.283166666666667
C1orf88	1.85233333333333
HSF2BP	0.158
AKAP10	0.21175
RPAP3	-0.646
KLHDC8B	-0.271125
STOM	0.9051
MUPCDH	0.713
C10orf72	0.911
PLEKHA3	1.24633333333333
TCP11L1	0.7605
CWF19L1	-0.804
SPEF1	-0.0414615384615385
YSK4	-0.105
ELN	0.4081
SAMD8	1.06683333333333
MPI	-1.20166666666667
MEPCE	-0.2021
ABCC3	-1.428
NANOGP1	-3.1675
KCNK17	1.695
HLA-DMB	4.28016666666667
RRAGA	0.34075
ANGEL1	-0.475
RBM32B	0.0695
CPN1	-2.65625
MGC52282	0.0513
HLA-A	3.29233333333333
OR9G4	0.5555
EDNRB	0.573625
SCD	-1.792
C14orf80	-1.18533333333333
BAGE2	-1.9135
RABL4	0.667333333333333
RCVRN	0.3955
SHANK1	0.2665
NLRP7	-2.295
CD226	2.94025
STAT3	1.8571875
SYNJ2	-1.873
TPCN2	-0.3525
WDR36	-1.381
MBD4	0.229
ROBO1	2.0822
ST3GAL6	-0.6875
SLAMF8	4.0375
ATN1	0.176333333333333
GPR141	1.95525
KRT36	0.652
TPH1	-1.0965
DDX52	-0.213
ZSCAN29	-0.586
TRPT1	-0.218166666666667
DPEP3	0.07725
DENND4A	0.232125
TSPAN16	-0.7735
PTCHD2	-0.6785
LOC145814	-0.16775
CAP1	0.6775
EIF5A2	0.8481
NT5DC3	0.310375
SEPT9	-0.078375
SEZ6L2	-0.420375
EGFLAM	2.46225
VPS11	0.6935
NDUFB5	0.107333333333333
CIDEA	0.830333333333333
IER5L	-0.30325
N6AMT1	0.41775
FAM83C	-0.3645
OXR1	-0.337583333333333
IRX1	-0.641
DGKB	-0.044
GCN5L2	-1.4165
MIR16	0.057875
FBXW9	-0.33325
WDR4	-1.8035
PDC	-0.1855
VPS33B	-0.07325
HEXB	0.431
FLJ32214	0.287
TCEB3	0.11225
CRLF1	-4.1465
ABI3BP	1.29475
C8orf22	-3.713
PYCR1	-1.0685
KIAA1706	0.40725
CDK5R2	0.6335
WAS	1.106
C12orf60	-0.05075
CCBL2	-0.315125
MADD	-0.06375
C5orf34	-1.412
WDR42A	0.6649
KLF12	-0.7545
HSPA1A	1.68925
ITM2C	0.22525
DAPK2	2.1135
LOC442590	0.011
SUMF2	0.79
CENPA	-0.662538461538461
TMED5	0.551
CDH6	-1.5338
BRP44	1.6015
THG1L	-1.255
GABRA2	-3.633
C14orf166	-0.55875
MYL1	-2.504
TNFSF18	0.874
PAP2D	-3.28966666666667
PPIB	-0.292
KLHL4	-1.053
SFN	1.58266666666667
CCDC127	0.23
FRAP1	-0.03475
GOLGA5	0.75225
SDCCAG1	-0.862875
MGC21675	-0.151
C10orf95	-0.6115
KIAA1345	-0.670166666666667
C1orf163	-1.1815
LACE1	-0.583333333333333
OR10K2	0.1435
CENPN	-0.87792
TMED2	1.475
UGT1A6	0.0545
ANG	-1.60975
U2AF1	-0.538333333333333
CASC2	0.312166666666667
NMT2	0.182666666666667
OSGEPL1	-0.16425
DFNB31	-0.452
SLC6A20	0.209125
DKC1	-1.03625
FXYD4	-0.82975
WDR64	1.25525
MGC5590	0.7415
CREBZF	0.108666666666667
DAZ1	-0.54725
PRPSAP1	0.105
GCHFR	-0.81675
TTC7A	1.220875
LOC196993	0.89425
UBD	4.83666666666667
S100A1	1.175
RPL6	-0.538166666666667
DNAJB6	0.33545
NAGS	1.5286
C2orf58	0.5145
KERA	0.389666666666667
MT1X	1.0136
UBE2B	-0.0151
KEAP1	0.02275
MST1	-3.024375
OMA1	0.72
ABLIM2	1.771
BCL2L13	0.942833333333333
JAZF1	1.2925
TMEM63B	1.072
S100A8	3.3436
ARFIP2	0.952
UROS	0.42825
KHDRBS2	-3.58
POLQ	-1.86925
SOAT1	0.763
SPAG4	-1.776
MRPS30	-0.974833333333333
LOC494141	-0.3825
OR2T11	0.4025
ORAOV1	-0.4624
ZNF184	-0.210166666666667
TCEB3B	-0.0568
ADAM21	0.23
GDPD1	0.404
SPINLW1	-0.0925
PRR14	-0.0461666666666667
KCTD9	0.38
NUDT3	1.2865
KIAA1822	0.7997
HIST1H4K	0.171
DFNA5	-1.86775
GABPA	0.212
C14orf44	-0.9275
POLB	-0.370625
PTAR1	-0.267
SEC31A	1.7424
TRIM58	-3.931
TAS2R14	-0.4995
VPS8	0.682375
H1F0	0.999166666666667
PRKCB1	-1.4455
UGT2A1	0.392
TOR1B	0.34
LSS	-1.202
C2orf19	0.6085
HNRNPC	0.683642857142857
TMEM100	-2.35983333333333
LOC116349	-0.079
OR51M1	-0.024
CCDC142	-0.48975
ISG15	3.30275
ZCCHC14	0.801875
CREBL2	0.9735
TGDS	-0.8315
DC2	1.37725
CACNA2D3	-2.45771428571429
ZNF429	-1.315125
LYPD6	-1.8115
SUCLG1	0.249833333333333
OR51I1	-0.7975
MAGEH1	0.458
PRPF40A	-0.682
SMR3A	1.356
SPINK2	-0.20775
THAP2	1.530375
NPY5R	2.520625
IRF4	-0.99675
SPESP1	-1.75333333333333
OR10S1	-0.2075
DTD1	-0.2555
TUBE1	-0.49725
DDX19A	-0.4615
PDPN	-1.744875
TMEM34	0.163583333333333
MGAM	0.686
COL3A1	4.58433333333333
GFM2	-0.428
OR5A2	-0.7665
PSG9	-2.25866666666667
ARHGEF11	1.16233333333333
IVNS1ABP	0.167625
SIGIRR	0.5635
DUSP19	0.87225
DNAJC14	-0.3985
ACSS1	0.954375
IL1RAPL2	0.4075
C4orf30	-2.0775
SEPT4	1.8195
LANCL3	-0.433
SPAG17	4.37383333333333
PRDX3	-0.31925
HNF1A	-1.448875
P4HA2	-0.518625
RFWD3	-0.3025
MOV10	0.467
DNAJA5	-0.0435714285714286
LOC729440	-0.042
LOC200383	1.8015
SMC2	-0.485
MIXL1	-0.867333333333333
TMEM9	0.2865
FAM86A	0.5505
ZNF174	0.4591
MYH14	-1.30025
CCR8	1.556
VPS37C	0.666833333333333
GPATCH1	0.00283333333333332
B3GNT8	0.975
TBX4	-0.573
CNR2	0.5555
PCDH1	0.9825
C5orf29	5.117
OCIAD2	1.788
PLCG2	2.967
KIAA0247	1.871375
HRH3	0.303
CAPN13	-1.0985
