Hybridization REF	TCGA-A8-A08X-01A-21R-A00Z-07
RMI1	-1.30325
PTPRS	-0.043875
ANKRD57	0.441875
CLDN15	-0.4935
OR51A2	-0.132
GUCA2B	0.8675
DOCK9	0.315
ITGB1BP1	-1.09433333333333
DLG2	-0.00699999999999998
BRAP	-0.171
SESN3	1.603
ZC3H7B	0.03325
FAM101A	2.6875
FKSG24	0.1025
ZYG11B	0.34725
RFC2	-0.4505
SH2D3A	1.132
DVL3	0.434
ADFP	-0.305
KRIT1	-0.28875
SERTAD3	0.4475
LEFTY2	-3.092
KRT27	-0.2945
SCFD2	0.702
MN1	-0.61975
RORA	1.2265
PTPRD	-0.367
PIAS2	0.128
CYP4X1	3.132
FBXL15	0.17175
MYH15	1.7305
CRX	0.484166666666667
TBC1D13	0.00349999999999999
SLC22A17	0.4385
PLK2	-0.5695
ARHGAP9	1.7765
EIF1B	-0.316
C20orf185	0.426
DEFA7P	0.0315
PRIM1	-1.73316666666667
CRYAA	-1.56775
BACE1	2.16840434497101e-19
AGTRL1	0.202
ACAD9	-0.089125
GRASP	-0.5435
RBP4	-3.28916666666667
TFB2M	0.32225
METTL9	-0.4218
ATP5O	-0.2
SP100	0.4317
CPSF1	-0.103166666666667
S100A4	-0.02175
LIME1	-0.10625
GPR137C	-0.5765
OR2A2	0.69
C2orf29	-0.81275
NUP188	-0.57575
SDPR	-2.05475
RAI1	-0.326375
RPS20	0.9762
LAMB1	-0.153
ADM2	2.44216666666667
ZNF229	-2.46925
DKFZp434K1815	-1.017375
EPN3	1.502
CLIC3	2.1715
MEIG1	-0.3815
HMGB4	-0.677333333333333
STARD10	-0.011875
KLF8	2.36625
EPB41L2	-0.539666666666667
JMJD6	-0.10475
CTSL1	-0.422166666666667
GPR27	-0.181
ELAVL4	0.218625
MMP21	-1.022
PPM1B	0.0825
SUV39H1	-0.67125
AAMP	0.045
TUSC4	0.312
MBD6	-0.25325
KLK13	0.15675
FMNL3	0.367166666666667
TRIM13	0.913416666666667
C15orf5	-1.294
IQCF1	-0.030125
CACNG8	-0.025
SLC35D3	0.338333333333333
ZDHHC9	1.586
ODF3L1	0.33325
C9orf86	0.2042
TSEN2	-0.93975
C17orf64	0.09825
SEPX1	0.5652
TSPO	1.43983333333333
SYMPK	-0.0755
ADORA1	0.54525
TSPAN10	0.933375
SEMA6C	0.429833333333333
RTTN	-1.062
IL2	0.343
ARRDC3	-0.693583333333334
TBPL1	-0.0591666666666667
STX12	0.39925
MRPL39	-0.62225
OR8H3	0.8005
IFIT5	0.811
CASC5	-0.91125
FAM46A	-0.818
HPCAL1	-0.68475
CYLC1	-0.071
VGLL2	0.23325
C20orf191	-0.22925
CDH1	1.07191666666667
ITPA	0.309
CCDC101	-0.32625
D15Wsu75e	0.3555
EDA	-1.181
CREG1	0.66975
OR7G2	-0.345
SAP18	1.065
IFIT1	1.154
CALML3	0.775333333333333
FLJ37440	0.5965
FNDC5	-1.26625
SERPINB6	-1.15607142857143
JUNB	0.6294
SYS1	0.857
SCN2A	0.3016
ZKSCAN5	-0.613
WNT7A	0.0523333333333333
TSHZ3	2.69675
RNF148	0.04125
H6PD	0.726375
CAD	-0.630166666666667
ZNF449	0.418
DOCK10	-0.107
FAIM2	0.055
HEXDC	0.1275
PRB1	-1.06
C14orf148	0.2455
ETHE1	1.2515
IRF5	0.8678
GNMT	1.23533333333333
MGC16291	-2.389
RPAIN	-0.713142857142857
CAGE1	0.162
CNTNAP3	-2.633
ACTR1B	-0.5655
EEF1E1	-0.66325
MSX1	-0.493625
ESF1	-0.1046
HSPC171	0.0545
MRPL2	0.385833333333333
RDH12	-0.188333333333333
CELP	0.1055
METRNL	0.47025
C10orf116	0.948333333333333
C19orf48	0.0325
ZNF346	-0.454625
NCR1	-0.981
C10orf64	1.149
CD52	1.10825
VPS18	0.4825
AP4S1	0.4315
NPBWR1	1.1365
TPK1	0.9855
UBA52	-0.0467777777777778
RIPK1	1.30966666666667
CPNE3	0.8462
HSPC159	0.405625
C8orf38	0.07725
LRRC4B	-0.334
PARP10	0.8843
ANKRD50	0.8735
CXCL9	6.68025
FGF18	1.57427272727273
EIF2A	0.95475
SLC20A2	-0.144166666666667
KIAA1549	-0.799166666666667
SPINT1	1.8375
ZNF584	-0.153
CRBN	0.586166666666667
ABCF3	0.381666666666667
NCBP1	-1.12833333333333
PLA2G4F	0.09
PCDH10	-0.712142857142857
TTC21A	0.43725
C20orf144	0.608
FGFR1OP2	-0.376
SLC9A1	0.0473
CHRND	-0.1185
FOXF1	-1.75
KIAA1467	-0.2715
TPO	-1.0395
LTF	1.98678571428571
DNAJB9	1.577
MRPS27	-1.459
bA16L21.2.1	-0.58575
WBP2	-0.112
MRGPRX3	-1.73633333333333
PRPF18	0.80025
C10orf58	0.90175
SMOC1	-2.629
ADAT3	0.118666666666667
TMEM138	-0.2695
TMEM131	0.08175
TIMM8B	0.33925
MYH7	-0.548833333333333
ST6GAL2	1.16375
KIF1C	-0.207
SUHW2	-0.716
PAPSS1	-0.18475
CABP2	0.3505
HOXA4	-1.76175
ELF2	0.3285
SEMA3D	0.9933
MC5R	0.168
OGFR	0.285
FLJ30092	-0.238666666666667
TGFA	-1.6273
MMP17	1.14075
KIF15	-4.71125
CHIA	1.02825
CATSPER3	-0.44625
CEACAM7	2.19841666666667
PADI2	2.9685
HOXA9	2.975
LNX2	1.0945
TMEM144	0.5375
HIF1AN	-0.26875
METTL7A	-0.1821
C6orf165	0.483
KIAA1468	0.34025
DSG3	-0.138
ZNF180	0.0166666666666666
EIF4E3	0.89125
SLC46A1	0.219625
DKK1	-2.94516666666667
ZNF205	0.761666666666667
LOC162073	1.31217647058824
COX7A1	4.566
MAGEA1	-4.669
NEDD8	-0.343666666666667
KLHDC5	0.0963888888888889
C3orf19	0.834666666666667
MRPS2	-0.30375
POLR3H	0.1345
ABHD11	1.9017
TMEM17	2.236
PAIP2B	1.007
MAT1A	-4.71625
LGI3	-0.00650000000000001
THUMPD2	0.27725
TKTL2	0.809
XAGE3	-2.15033333333333
CALM3	0.498666666666667
C6orf136	-0.661333333333333
KCNC4	0.0893333333333333
RGS9	-0.358166666666667
ACIN1	-0.358333333333333
SPATS1	-0.75975
XKR8	-0.159
FAM84A	2.4775
MS4A7	4.42945454545455
AGXT2L2	-0.0845
OR1F1	0.6585
SMAP1L	-0.447583333333333
IPO11	-0.655875
ZC3H11A	0.0754375
C1orf151	0.49925
RNASEH2A	-0.7005
CCR10	-0.652
TXNDC11	0.92
TMEM112	0.71675
MAP1B	-1.56357142857143
NVL	0.09625
PKM2	-1.12
ARC	-1.277
NUP54	-0.1735
PPFIBP2	1.46366666666667
STAT2	0.765875
PTAFR	2.24416666666667
ROBO2	-0.288
RNF40	-0.436833333333333
CCDC135	-0.970333333333333
IFT81	-1.0329
MORF4	-0.7965
TM7SF3	-0.887625
OR10H3	0.418
ABP1	0.114375
CHRD	0.912625
PLEKHA8	0.4525
NCALD	2.01575
OR5AK2	0.48975
ACCN1	-0.196666666666667
SLITRK1	-0.483
ARMET	0.3345
C9orf52	1.502
REEP4	-0.4435
MTSS1	0.87775
ADH1B	1.0834
DLD	-0.6035
CDK5	-0.95275
PPFIA1	0.061875
WFDC3	2.8105
DNAJB12	0.605428571428572
RANGRF	-0.0375
MLANA	-4.4275
AMY2B	0.0195
KIAA0319	-1.996125
RPS7	-0.645
JAK3	0.0969
ARFGEF1	0.83625
CXCL5	0.308181818181818
TRAPPC4	-0.87975
CETN2	0.569
HSPC111	-0.62525
RHOBTB3	-2.4025
PHLPP	-0.5595
RGS10	0.7375
TMEM58	-0.20625
CHERP	-0.628875
HSP90AB3P	0.486666666666667
FSTL3	0.933333333333333
PEX11A	1.0955
OR5V1	0.8425
FCN3	1.9735
PTPN3	0.302
NPTX1	-4.653
C21orf84	-1.3505
C11orf51	0.209375
ZBED2	2.917
FLJ90757	-0.15575
NPY2R	0.18625
PLD3	0.9925
SYT17	1.06066666666667
SGSM2	-0.768
OR1A2	0.0925
FOXP1	0.557375
SLC5A1	3.655
POFUT1	-0.7848
EPHB6	-0.450833333333333
MYO1G	-0.68725
STAC	1.0917
KLHL17	-0.168166666666667
RGMA	0.2313
TJP2	-0.5905
FAM114A1	-0.226666666666667
SERINC1	0.565833333333333
SLC9A8	0.2175
PEX19	0.077375
EDN2	3.4365
PSMD7	-0.712444444444444
C3orf41	-1.24025
UQCR	-0.0425
PPP1R3C	-1.15025
LRP4	-2.2615
TM2D1	0.17
TTC17	0.49725
C4BPB	-4.368875
CCL25	1.444
ZNF253	-0.544333333333333
CHRNA9	-3.874
SOX11	3.078375
HIVEP3	0.4675
CGN	1.04058333333333
C3orf35	0.652625
PKD2L1	2.6585
SYVN1	0.577625
PDE8B	0.462
LOC439951	0.92825
LTC4S	2.07033333333333
MIF4GD	0.311
SMARCA2	1.388625
TUBGCP6	-0.147333333333333
CABLES1	0.47925
C16orf77	2.29333333333333
ZNF791	0.718
FUT5	0.473
ADH6	-2.6562
P4HB	0.5955
CLDND2	0.03475
ALKBH8	0.2655
PLAC4	-2.48025
F11R	1.00814285714286
MGC35295	0.379333333333333
PDZD4	-0.240166666666667
LOC389073	-0.496666666666667
FAM80B	-0.804
PSMB1	-0.460375
TXN	-0.561
VIPR1	0.4511
WBSCR18	0.0169
EXOSC6	-0.758
ACTA2	3.61566666666667
SP5	-4.203
ANKRD1	-3.6195
DDR1	0.3841
ATP6V1D	-0.1255
PTGS1	-1.21741666666667
RNF157	-1.3325
DCC	0.5065
SPAG7	-0.20425
FBXO18	0.853
UBE3C	-0.2079
HOXC6	0.403
LRP2BP	-1.163
MYST2	-0.58925
PDSS2	0.46575
ATE1	-0.8165
ARAF	0.19425
KLF10	0.92575
PLA2G2E	0.31575
ASCL1	-1.013
TSNAXIP1	-0.33425
FAM131B	-0.192625
IFNA10	-0.331
NUP43	-1.022125
FAM44B	-0.818375
L1TD1	-4.863
NMD3	-0.592666666666667
C18orf54	-1.2744
PHOSPHO1	0.218
RAG2	-0.8
EMILIN3	-0.4515
METTL3	-0.623
VPS13C	-0.572125
REXO2	-0.55225
ANXA4	1.31375
CA1	-1.5285
DCP1B	-0.49075
TULP3	-0.551166666666667
ATP2A2	0.0784285714285714
ATIC	-0.78375
ADAM15	0.875166666666667
NPL	1.78216666666667
LGR4	0.376875
UEVLD	0.0601666666666667
GAB1	0.625
SNAI2	0.0293333333333333
ZGPAT	0.3636
SNF1LK	0.0375
DLEU1	-1.3335
UBE2Q1	0.739625
ZMYM6	-0.062125
JPH3	-1.615
FAM38A	-0.226166666666667
PXK	0.0163333333333333
DENND2D	1.423
BAX	-0.546416666666667
CP	-3.65845454545455
RPL37	-0.1203
G6PC3	-0.097125
NCOA4	0.354833333333333
LRRC14	-0.00924999999999998
GORASP1	0.54375
FCHO2	0.93875
CYP24A1	-3.775
FXYD3	2.2275
SMARCAL1	0.34225
ABCB8	-0.0881666666666667
CCDC44	-0.2455
PRDM7	-3.0895
USH1C	-0.91725
DNAH5	0.112
SRF	0.4205
MAL2	3.28666666666667
PGPEP1	-0.6405
SIN3B	-0.7885
SEMA3C	0.187333333333333
GRAMD3	1.537
FBXO10	0.00912499999999999
OR5D13	0.427
FLJ31818	-0.609875
CACNA1I	0.30625
S100A13	-0.2235
TP63	2.20778571428571
ANXA11	0.097
WDR66	-0.17975
CSF2RB	1.108
IFI44	0.16725
DACT1	2.61083333333333
ANKRD23	-1.6625
ATP5G1	-0.756166666666667
C21orf70	0.0843333333333333
PPWD1	-1.32775
DNAJC13	0.28725
PAH	-5.64916666666667
PTCH2	0.34125
TRMU	-0.953
CCDC9	0.426
USP3	-0.078
DCLRE1C	0.8529
FAM55C	0.1395
FRMD4B	0.8445
CYP2R1	-0.25225
RFPL1	-0.9496
XPO5	-0.0595
ARL6IP2	-0.167
OSBPL5	1.99575
MMP9	3.76454545454546
KIAA0802	-0.66175
DHRS2	-2.64483333333333
SGEF	0.671625
TXNDC10	-0.1812
EXOC6	-0.549
RPS27	0.767166666666667
PNCK	-1.56433333333333
FSTL1	-0.011
AACS	-0.0695
SLMAP	0.629666666666667
SAMD4A	1.1395
ABRA	0.26175
SMARCD3	0.356
PKNOX2	-3.00633333333333
A4GNT	0.7665
C9orf39	0.854666666666667
RALYL	0.38575
MGC33556	-2.99
C10orf25	-0.895
BBOX1	6.31025
NHEDC1	1.14075
XDH	2.13775
GCSH	-1.845
EDN1	2.88383333333333
MTERF	-0.224
CLK4	-0.184125
ZNF799	0.322666666666667
KCNG1	-0.180875
CXCR4	0.392833333333333
PTPRR	-2.21625
IRAK1	-0.26175
LOC401397	-1.26725
TMSB10	1.53835714285714
CXCL3	-2.4125
TMC4	-0.0215
OR7A10	-0.065
STYK1	0.02525
CHRNA10	-0.20975
CCNI	0.6505
EP300	1.36557142857143
LOC165186	0.274
HIC2	-2.14775
SDR-O	-0.2645
OR2W1	-0.152
KCNA6	0.00750000000000001
TRIM74	-1.6255
REEP6	1.33
ATP5G2	-0.72375
ERG	0.91
TMEM42	-0.209
PARN	-0.265833333333333
SOD2	0.7705
DIRAS1	0.380833333333333
PNPT1	-0.38925
JOSD3	-1.116
hCG_40738	-0.096
PDE1C	-1.79125
SEMA4D	0.60875
AGPAT1	-0.140833333333333
NOSTRIN	-0.110875
MAP3K3	0.105
MAX	0.773714285714286
CAPS	-0.276166666666667
SERPINA12	0.662
OSBPL8	1.079625
RICS	0.8796
NR4A2	-0.214
PPCS	0.457666666666667
LONP1	-0.86325
SCYL3	1.34375
HERC2P2	-1.092
FIBCD1	-0.493
C15orf41	-0.248
DMC1	-1.8685
C20orf27	-0.611
RPS6KA5	1.1152
FAHD1	0.00416666666666667
SLC12A4	-0.447
BRCA1	-1.46009090909091
GBL	-0.389
SLK	0.854833333333333
NUDT9P1	-1.3625
NOXO1	0.8465
USP52	-0.99775
BAZ1B	-0.083
SLCO2B1	3.28175
BBS12	0.271333333333333
LRGUK	-0.853833333333333
TERF2IP	-0.34675
COL1A1	4.733
KIAA0090	-0.166875
GRK5	-0.258666666666667
AP1S2	-0.9316
TMEM52	-0.614833333333333
CA11	-0.56125
OR4A15	0.4765
ACBD3	1.0113
SPAG11B	0.243428571428571
PRDM2	0.9834
FOXP3	0.55
SMYD3	-1.2881
LOC389199	1.1165
LGI2	1.98933333333333
NAPE-PLD	-0.3978
ANKRD6	0.911
WDR45	0.9335
SHROOM1	-1.6225
PSCD3	0.9735
PYY	0.6585
KCNC1	-1.488
ARHGEF9	0.9751
OR8J1	1.13475
GPR55	0.2135
NS3BP	-0.6805
C10orf22	-0.0941666666666667
NAT8L	-1.711
DUSP4	-0.186333333333333
FOXM1	-1.5625
GRAMD2	1.5702
ZBTB48	-0.187833333333333
BUD31	-0.6415
PABPC5	0.3505
CCDC41	-0.9945
FBXO11	0.109666666666667
C6orf148	-1.19875
RFXAP	-1.285
C6orf15	0.904666666666667
CDK8	0.190833333333333
C6orf70	0.134875
TESSP2	-1.012
ALG2	0.227
PPP1R3D	2.62725
TPM3	0.110722222222222
SYT13	-3.45025
EPB42	-1.0195
CETN3	-1.03275
PRY	-0.3325
NTHL1	-0.272333333333333
POLR2B	0.6405
RPS28	0.458833333333333
P2RX3	0.179
LYZL4	0.356
WBP4	0.3796
PMM1	-0.345
C11orf79	0.2085
CBLL1	-0.432
IL1F10	0.490666666666667
VAX2	0.5445
SETDB1	0.250333333333333
LRAP	-2.84983333333333
GCLM	-0.776166666666667
CPEB3	0.35225
PPM1A	0.759625
INTS1	-0.80725
CAMTA1	1.39733333333333
SAMSN1	-0.67325
LOC158830	-1.98483333333333
GMPPA	0.00725
AIPL1	0.84475
IL24	-0.135833333333333
BDKRB1	-0.961
MLF1	0.0801
TAF12	-0.045
ID1	-2.716375
THADA	-0.380375
PIK3CB	0.65325
OR4N5	2.318
TBC1D17	0.112166666666667
COX8A	-0.55125
CDCA4	-0.164
C2orf44	-0.418
ZNF534	-1.1075
IMMP1L	0.33575
NIPSNAP3B	0.259375
FTMT	-0.195
PWP2	-0.0381666666666667
MMP15	0.4991
DNAH11	1.519
MTMR14	0.28875
DNAL4	1.4235
IPP	0.467
TMEM59	0.488
C1orf157	-0.163
RGS4	0.6805
DDX18	-0.164666666666667
SNX6	0.07525
ZNHIT2	-0.280333333333333
NCDN	-0.675
FLJ33534	0.41175
RAG1	-1.96542857142857
OR4D10	0.565
PTPN5	0.165666666666667
POMT1	1.020625
LRRC8A	0.6092
CYP1A1	-1.53725
CAPN1	0.309666666666667
DDHD2	-0.377875
GRIK2	0.148
GNRHR	0.66325
PPBP	-0.50375
HTR3A	-0.894
SLITRK4	1.72275
ANKRD49	-0.244
BTF3	-1.0867
SARS	-0.504
C13orf18	0.754
CACNB1	0.614857142857143
QKI	0.143363636363636
SETMAR	0.568
MAN2B1	1.27333333333333
EML3	-0.97675
ACADL	2.16116666666667
OFD1	-0.1415
DEFB114	1.057
CGA	-3.444
PEX16	-0.187333333333333
LRRC10	-0.462
GNG12	-0.15
C1orf152	0.252333333333333
CHRM1	0.6225
CD53	1.2075
DBH	-0.306
TFAP2B	3.554625
HIST1H2BJ	-0.653333333333333
FAM46D	1.4355
TMEM11	0.31225
C3orf32	-2.92525
PCCB	-0.1245
IPO13	0.4055
C6orf105	-2.816
COMMD5	-0.0495
SUV420H1	-0.2912
LTBR	0.28625
ARHGAP15	-0.4195
HDHD2	-0.25725
TDRKH	-0.1085
LOC401052	0.5165
PSG4	1.59425
GNB4	-0.3171
SPATA4	-0.299
SLC9A3	0.103
OSBP	0.621666666666667
NBPF3	0.316666666666667
DOCK11	0.2095
SLC39A5	-1.58233333333333
PRR5	1.0643
C10orf63	-0.0497499999999999
SMTNL2	-1.24825
ADRA1A	-0.0146666666666667
ASAH1	0.9439
DOM3Z	-0.0786
GIPR	1.407
AHI1	-0.29
NADSYN1	-0.566666666666667
RGS14	-0.6884
IL18BP	1.1157
RTN4RL1	0.888166666666667
ARMC6	-0.1205
PSMD5	-0.809
HK3	2.4673
OR4S1	-0.18175
RSU1	1.5838
MAD2L1	-1.62422222222222
EIF4A3	-0.2185
DLEC1	0.201166666666667
E4F1	-0.3535
CHMP2B	1.2957
CAMSAP1	0.139
RPS21	-0.461
ARID5A	-0.10575
UBE2N	-0.3352
IGSF8	1.01066666666667
MAGEB6	-2.5945
ACAD11	-1.3094
MGC4172	-0.79925
LMO4	1.4665
KLKB1	-0.87725
HP	-0.7935
HDAC3	-0.8285
SCHIP1	0.56075
CLCA1	-0.2835
OLFML2A	0.755
C1orf112	-0.40525
KIF19	1.49358333333333
HAPLN4	0.1072
CXCR7	-0.0861666666666667
GOT2	-0.9909
RAB38	-3.026875
DCX	0.0657499999999999
PPM1H	-1.19783333333333
NFYC	0.505
KIN	0.051875
ZNF228	0.74025
PLSCR4	2.15516666666667
HIG2	-0.15425
FAM79B	5.33
C21orf86	-0.0137
KCNK10	0.97625
ZNF738	-2.220375
FSTL5	-0.650166666666667
OR6A2	0.681
OTOA	1.25666666666667
EXOC1	-0.28325
AHRR	-3.618875
PDAP1	-1.36883333333333
C19orf6	-0.379375
ZAN	1.27425
LY6G6E	0.162
EIF4E2	-0.41775
C20orf198	-0.65675
ZNF324	0.73375
CYP3A5	-4.035
ENTPD7	0.575333333333333
MBOAT5	-0.639
GJB5	1.46625
TTC13	0.3785
S100Z	-1.1575
KIAA0664	0.209833333333333
PDGFRB	2.86125
IL17D	-0.68625
OR56B4	-0.459
RDX	-1.47466666666667
SLC34A3	0.993
IL28B	1.1145
JUND	0.62725
CHRNB1	-0.32425
CAMK2B	-0.38725
FETUB	-1.53425
CXorf23	1.576625
MRTO4	-0.749625
TTC3	1.4494
NDUFB8	-0.497666666666667
EDG2	-1.22375
SEMA3G	-0.185
IL23A	-1.9615
GRHL1	0.6967
LOC441054	-1.3635
WDR65	0.435
PSTK	-1.37925
STOML3	0.423
R3HDM2	-0.2875
C5	-3.1615
SLC2A10	0.933166666666667
C3orf22	0.5265
PAQR3	-0.475307692307692
ANKRD26	-0.5325
HCRTR1	-0.363
LOC399947	-0.08875
PSD2	-0.74975
TIGD2	-0.404666666666667
SCRN1	-0.85325
COQ10A	-1.09175
DDI2	-0.339
METTL7B	-0.767333333333333
UCN2	0.472
FAM92A3	-1.16875
WDR16	-0.26225
ZNF511	-0.163333333333333
ZMYM5	-0.812375
POLR3G	-2.6175
ZNF586	-1.28825
C1orf49	0.315333333333333
TANK	-1.08916666666667
RCAN1	1.10383333333333
PELI3	0.602833333333333
LIMD2	0.123333333333333
TMEM189	-0.2385
NTN4	0.136
LOC151300	0.942
CLEC2A	-1.666
GPR135	-0.172625
DPYSL4	-2.4752
JAK2	0.846333333333333
TSHZ1	0.5475
TM9SF4	-0.115125
ZNF264	0.443333333333333
SIRPG	2.1085
BICD1	0.0635
HERC6	0.861333333333333
METTL5	-0.385
CASP1	0.8635
PRRT1	1.14516666666667
PLA2G4C	1.85966666666667
ICA1L	-1.01
TPTE2	0.480833333333333
OTUD7A	0.957833333333333
AQP11	-2.04125
APOA2	-3.7411
KALRN	0.0648
SECTM1	2.64433333333333
IFNAR1	0.80175
TALDO1	-0.242125
RAB11FIP4	-0.0274166666666667
EIF5A	-0.3085
FAM49A	3.37625
NEGR1	-0.0338333333333333
YTHDC2	-0.436875
EHD2	-0.448375
NCF1	3.0393
SCRT2	0.4965
HOXA5	-0.111333333333333
NUP133	0.059
FGF12	-0.0663125
SLMO2	-0.363875
SNTA1	-0.274875
CACNG2	0.246125
GCM1	0.21875
ELF1	0.861
TLR5	2.50125
TCFL5	-0.252
RBMY2FP	-1.3605
LOC100125556	0.463375
FAM129B	0.75275
MAP3K7IP1	0.17825
NCK2	0.6675
OXA1L	-0.4895
FMO9P	1.0865
ZSCAN12	-1.54475
PSMD12	-0.238916666666667
HSCB	-0.38675
CLDN10	-3.20325
MGC13053	-0.34825
HPCAL4	-0.503333333333333
ASZ1	-0.458
MEX3D	0.13425
NFAT5	-0.3923
CSPG4LYP1	-0.147
FBXO3	-0.3491
DVL1	-0.384166666666667
CMKLR1	2.54816666666667
TYMS	-1.50425
PEF1	0.7765
ZNF750	2.45066666666667
MCM5	-0.7135
MEGF11	-0.76325
KCNK7	0.1995
PTP4A3	1.4495
C1QTNF2	-0.116333333333333
OR6S1	0.132
FAM122B	-1.0085
ZNF551	-0.75375
HBQ1	-2.441
GEMIN6	-0.7165
ARSK	-0.927
RBP7	0.377833333333333
CPNE9	0.50875
DSC1	1.321
LOC730112	-0.1135
MAP2K4	-0.259875
HS3ST5	-1.136
EPB41L3	-0.96825
TEKT2	-0.86175
CDKN2B	1.39916666666667
ZNF480	-1.8075
MAP3K6	0.1366
MAP6	1.46783333333333
HN1	1.0518
OR2L13	0.499
SLC16A11	0.55875
FAM96A	-0.66775
APOL1	1.124
C5orf32	-0.5585
RTP1	-0.305833333333333
RNF175	-0.296375
ZBTB41	1.4105
AHCTF1	0.5878
SAE2	-0.1624
ITGA2	-0.0861666666666667
MME	0.0958333333333333
CCDC14	-1.24275
MAST4	-0.742928571428571
KRT33B	-0.4995
KCTD2	-0.155
WDR26	0.618666666666667
MFI2	-0.496875
NR4A3	-0.525375
ARSA	2.136
UNKL	-0.00566666666666666
SULT6B1	0.074
CCNA2	-2.26533333333333
SOX15	0.5965
PPAPDC1B	0.4515
C19orf44	0.218
MCAT	0.7515
ARID1B	0.60825
OR52N1	0.228
C12orf48	-1.56575
MAGI1	0.02925
NIPA2	-0.2755
GBX2	-1.74025
RSHL3	0.342875
RAVER1	0.412
C15orf17	-0.31175
SLC30A2	0.299375
ZNF518	-0.08225
PCYT1B	-1.6115
C10orf114	2.38125
EIF3H	0.459333333333333
SLC25A39	-0.369666666666667
KIF1B	0.426875
AMOTL2	0.11475
C6orf120	0.51525
PSRC1	-1.34025
PLA2G10	-0.751
KIF5C	-0.253125
MRPL37	-0.4435
C17orf62	0.603833333333333
C9orf135	-1.21633333333333
DUSP10	0.7236
CLCNKB	0.4605
PSMA5	-0.22075
C8orf53	0.5755
AMPD3	0.560666666666667
PIAS1	-0.0815
ADCYAP1R1	0.147
GYLTL1B	0.29975
CDH20	0.163833333333333
FBXO7	0.11275
TMEM134	0.812
FLJ14213	1.1645
ZNF3	0.16475
LRRFIP1	0.122208333333333
CNOT2	0.184583333333333
ABI3	2.54
ALDH5A1	-1.15566666666667
HNT	2.7703
SERPINA4	-2.7845
TK2	0.32575
STMN1	-0.735111111111111
GUCA2A	0.1335
GALNT10	0.671214285714286
DPP6	-0.783105263157895
C9orf93	0.4795
PRELID2	-1.103125
STK39	-2.1545
SFTPA1	-1.4155
CKS2	-0.907666666666667
RHO	0.194875
C20orf135	-0.363
XKR3	-2.388
CR1	0.083
RPS6KA2	1.57514285714286
C20orf112	-0.42325
MRPL22	-0.69975
C4orf23	-0.5555
GADD45B	2.0745
KLHDC1	0.678
C2orf48	-1.458
ZNF287	0.6725
DAAM2	-0.83
DPPA2	-2.86883333333333
TCTN3	0.174333333333333
DNAJB11	0.693
FPR1	3.46425
DEFB4	-0.1435
PTCD2	-1.3633
SMOC2	4.41416666666667
CABP7	-0.3065
SERPINB11	0.307
MAGEF1	-0.6455
NDE1	0.296833333333333
ITGA10	-0.0705
FSHB	0.082
ANXA2	0.657375
HORMAD2	-0.09925
HLCS	0.825
MCF2L	0.44425
FH	0.078375
TBC1D24	1.311
KIAA1505	2.76725
LGALS2	-1.76075
CNBD1	0.054
SYNPO2L	-0.81425
PTPN23	0.308428571428571
C1orf183	-0.498833333333333
MAGEA8	-2.80575
DGCR8	-1.083125
GSR	-1.4015
PAQR7	-0.02725
ZNF676	-0.81575
CACNA1C	0.078
SP7	0.146
PDCD6	-0.49575
NRN1L	-1.7835
BRI3BP	0.75025
KIAA1183	1.07925
ASB4	0.50325
CCL23	0.7536
OBSL1	-0.214125
SLC12A7	-0.34325
KIAA0240	0.71275
CD1B	-2.65583333333333
FCGR2A	2.26625
MDC1	-1.349
HTR1A	-0.104
OCEL1	0.2635
ATP11B	0.304625
FBXO34	-0.0545
PCDH12	3.5505
RPE	-0.9145
C17orf74	-0.238
CSDC2	1.137
PET112L	-0.1945
TMBIM1	0.8135
P2RXL1	-0.0943333333333333
TCHP	-0.50725
TRMT1	-0.799333333333333
F2RL2	-0.53125
LRRC32	2.7135
IMPG2	0.7845
BGLAP	-0.84275
LOC493869	-0.713333333333333
MRAS	2.028125
SLC35F5	-0.02675
CBWD1	0.1105
AXL	-1.1615
ATP2C2	1.8275
TELO2	-0.576
PNPLA3	-0.94925
PCDHB14	-0.07975
CD276	0.857
KRT80	0.107875
DUSP28	-0.215
CSNK1E	-0.105833333333333
SRP14	-0.0775
KCNQ4	0.6305
KRT72	1.31033333333333
CCDC117	0.36825
C6orf89	-0.339888888888889
TUBB2B	-3.28966666666667
RTN4IP1	-0.06975
CR1L	-3.1305
CEND1	0.463125
C12orf41	-0.707666666666667
RNF31	0.17425
UBN1	0.0675
C17orf32	-0.593125
SLC5A7	0.177333333333333
GPR92	1.10333333333333
ESAM	2.3142
CTNNA1	-0.100583333333333
HRBL	-0.5695
CBX4	-0.7695
TMEM182	-0.14075
SH3TC2	-1.85133333333333
IL10	0.970666666666667
PXMP4	2.308
RNF167	0.1807
PAK7	-0.635166666666667
ETV3	-0.0315
ATPIF1	-0.751166666666667
LOC554207	-1.63816666666667
OR8H1	0.049
WDFY3	0.34775
DPM1	-0.376
GPSM1	-0.771
WDR92	0.9343
LRP1	0.853833333333333
ANKH	0.05275
THUMPD3	-0.47925
POLR1B	-0.595
OLFM4	1.71866666666667
RAD9B	0.2625
TSPY2	-3.3415
PAX6	-0.597333333333333
SCG2	-3.02775
SLC17A6	0.55325
FMO3	3.728875
PADI4	0.157625
TUBB4	-0.0831
NLK	-0.716
