Hybridization REF	TCGA-AN-A0XV-01A-11R-A109-07
SCG2	-2.39925
SLC17A6	0.24225
FMO3	1.996625
PADI4	-0.056
TUBB4	-0.8825
NLK	0.0755
POU4F3	-0.1035
SDF4	0.13425
ITGBL1	3.02283333333333
NETO1	-0.790875
TAP2	0.483
ABBA-1	-0.134583333333333
GNAI1	-0.599
VPS4B	0.995
NOPE	-0.202
GALNT6	1.886
SESN1	0.134125
GBE1	-1.77111111111111
CLASP1	-0.02975
RASGEF1B	0.731375
ACOT11	0.133142857142857
AFAP1	0.9695
OR2H2	0.2015
DPY19L2P1	-0.788
DZIP1	-1.54075
SEC22C	-0.04875
GPR161	-0.896666666666667
RNF146	1.23275
WDR74	-0.6395
GALP	0.0245
PURA	0.69625
DNPEP	0.462583333333333
RP11-78J21.1	-0.85475
ERBB2	1.657625
FANCM	-0.88775
NEO1	0.987166666666667
DDX3Y	-3.7764
RPS3A	0.000499999999999983
MXRA7	0.132785714285714
LGALS3	0.303666666666667
GLT8D1	0.28275
CFL2	-2.03516666666667
UPB1	0.18325
NAP1L5	-0.12
CLDN14	-0.321
DHX38	-0.347
BTBD1	-0.237
TARS2	-0.121166666666667
ABCF1	-0.2354
FCF1	-0.389833333333333
LRRC49	0.72275
GUCY1B2	-2.102
C1orf177	0.251
SMARCA4	-0.507071428571429
LRP8	-3.44866666666667
TAGLN3	-0.76625
MRPL14	0.20025
TTRAP	-0.14025
ZDHHC20	-0.13875
NFE2L3	-1.57975
KIAA1377	0.15825
PALMD	1.2384
TMEM43	0.217
TTL	-1.058
STAT5B	-0.560333333333333
SSB	-1.032
OR10H5	0.32
SLC22A13	-0.00624999999999999
AKAP3	-0.0945
TIMM23	-0.0148333333333333
OAS2	1.47333333333333
KIAA0423	0.653
TRIM11	0.252833333333333
GLIS3	0.918
TMEM50B	0.297666666666667
ARHGEF4	-0.7175
DEGS1	0.307727272727273
TBL1XR1	0.333733333333333
G6PD	-1.63575
SP140	0.3982
MUC17	0.0212857142857143
NUDC	-0.2094
DNAJC5B	0.786833333333333
SCARA3	-0.339333333333333
CPA3	4.87883333333333
BCAT2	0.43075
MFN1	-0.2657
NRG3	-0.582
SNX11	0.45175
PLEKHH1	-0.1375
GPR177	-0.078
HCFC2	0.04025
TCAP	-0.81675
MOCOS	-3.1925
C14orf93	0.27575
PRDM10	-0.545333333333333
SLC16A4	-0.563166666666667
SRGAP1	0.265333333333333
VIP	0.6785
DUSP27	0.0703333333333333
LILRA1	0.4824
MC2R	0.217
MGC24103	-1.84975
MBTD1	-1.3325
FUT11	-0.622166666666667
USP33	0.5379
C15orf39	-0.9395
MAP3K12	0.339625
PAAF1	-0.433833333333333
BARHL1	-0.0725
FLJ16165	0.00700000000000001
PIWIL2	-1.41575
SYNE1	0.609
CMTM4	0.569625
TSPYL1	0.7583
GUF1	-0.172833333333333
TMEM157	1.286
WDR44	-0.08775
HIST1H3C	-0.1785
DKFZp666G057	0.94125
RNPEP	0.4125
GAS2L2	0.6525
ADH4	-2.83725
GRPR	4.16416666666667
FBXL17	0.62325
ZBTB10	0.675083333333333
Gcom1	0.617
HTRA1	2.0111
ZNF585A	0.475333333333333
SLC26A2	-0.199571428571429
OTOP3	0.199666666666667
WISP1	2.10522222222222
ATP2B4	-0.493833333333333
FLJ10769	0.7685
CRAMP1L	-0.39225
CHST12	-0.634
RAB22A	0.131916666666667
TARDBP	-0.270857142857143
STAU1	-0.21525
CRB3	1.688
MIG7	-1.5615
CHMP1A	0.649
ZNF160	-0.108875
B3GALT6	0.185625
BARX1	-1.37033333333333
C6orf167	-1.2771875
NXNL1	0.224
DHX29	0.379
HADHB	0.62475
PLXNB2	0.65575
ILDR1	-0.656
SLC15A3	2.011
GAS2	-3.1775
C20orf69	-0.59475
NUMB	0.1415
TNIP1	0.10275
MESP1	2.98083333333333
PSKH1	0.00974999999999997
NSFL1C	0.3725
RHOG	0.2275
HEY1	-1.68566666666667
KNG1	-1.29025
ITGAX	1.1489
LIN9	-1.11883333333333
CANT1	0.432625
XRN1	-0.132857142857143
CCDC96	1.352
HEATR6	-0.964166666666667
GNG7	-0.117333333333333
RUNX2	0.9125
SOX1	0.047
FCRL5	0.8413
ZNF99	0.144875
FAM9A	-0.902
SNX22	0.322
MBNL3	-1.83166666666667
ODC1	-2.904
ADORA2B	-2.05333333333333
NR2F6	0.19225
ZFYVE16	0.275277777777778
SYNJ2BP	0.5369
POLE	-0.872
E2F2	-1.50775
THRA	0.0503333333333333
PTGES2	-0.894666666666667
HIP1R	0.843333333333333
TMUB1	-0.463833333333333
ENO3	-1.587
RSPH10B	0.035
CXorf39	0.325375
IRGC	0.04875
GPR109B	0.74375
FLJ13305	-1.554
LCE3A	-0.8255
TNFRSF18	0.233833333333333
DET1	-0.309
TRPM3	0.0165833333333333
C16orf79	-1.1855
FECH	0.372166666666667
RAP2A	0.00766666666666666
CRIP1	3.15666666666667
AZIN1	0.168875
SLC7A7	2.91225
IL10RA	0.8645
TMEM64	-2.0005
CDC42EP4	1.1639
C16orf58	0.0075
ARG2	-2.42075
POU5F1P4	-4.491
FAM62B	-0.0385
DNAH8	-1.4108
ASH2L	0.187375
TSLP	-2.65616666666667
CNTNAP5	0.303666666666667
TMEM16C	0.0565
IFNA14	0.1475
SLC1A3	-0.262
CABYR	1.6355
BCL7B	-0.2631
NUDT13	0.0228333333333333
C13orf28	0.20225
C1orf53	0.03575
ARL6IP4	0.3585
RPL35A	-0.36425
EMR3	0.46725
RAB40C	0.238666666666667
SLC41A1	-1.13583333333333
LRCH1	0.199
LY6G5B	-0.199
FAM124A	-0.092
MGC10981	-3.6985
CLIP3	0.4645
MAP4K2	-0.3825
CHIC1	0.8435
SULF1	2.6135
C20orf30	0.0143571428571428
PRDM5	-0.30725
ELOVL1	0.32625
C11orf48	-0.391125
SLC39A10	-0.497
KCNV1	0.64
ACP1	-0.3125
ZMYM2	-0.93625
B3GNT6	0.1215
C9orf69	-1.18175
C2orf15	0.60975
C20orf166	0.211
HSP90AA6P	-1.2935
EDG7	-0.1905
NEURL	-0.1035
LPL	0.408666666666667
CLEC2D	-0.347076923076923
GRRP1	2.31
CD8B	-2.8444
HIST1H3D	0.042
SLC6A12	0.203125
FAM27L	0.26
CD84	1.1772
RASA1	0.061
PHKG1	0.386
MAGEA11	-1.034
IMPA1	0.4409
NPM3	-1.8935
RARRES1	2.92575
SH3BP1	-0.156
B3GNTL1	-0.2115
ARPC5L	-0.246166666666667
KLHL26	0.65625
SIM2	0.72475
GJC1	0.294
C20orf194	0.05
EXO1	-2.75
SLC2A2	-1.45216666666667
LOC285074	-0.625
LRG1	0.7975
KIRREL	0.089
PIK3R1	1.17714285714286
C4orf34	1.15975
MAF	-1.01961111111111
ADCY4	3.75516666666667
ZMIZ2	0.6518
SLC46A3	2.21383333333333
STAMBP	0.0621666666666667
CCDC16	0.08075
MS4A12	-0.1355
TCF20	-0.266
LRRC46	0.7985
C20orf152	-0.03475
MRPS6	-0.52675
ABCB11	0.03
KCNC2	1.0365
CDH19	-1.44583333333333
C9orf123	-0.133333333333333
SSH3	0.9755
LDLRAD1	-0.0485
CCBE1	0.18
ZNF135	0.630625
TAAR1	-0.304
WFDC12	0.1115
CCDC42	0.233166666666667
FLJ12529	-0.3335
PER1	0.193166666666667
TIMM50	-0.295
SMARCAD1	-0.341666666666667
FAM26C	0.1275
TP53TG3	-1.81366666666667
SH3RF1	1.6062
LMCD1	1.99025
GPR63	0.188
FLJ21986	-1.4665
AIFM3	0.894
MICAL1	-0.227333333333333
BLZF1	0.556
IQCA	0.661833333333333
PCDHGC3	-0.2315
SAC	0.72325
BCL6B	1.96333333333333
DDO	1.12475
MARCO	1.34775
DCHS1	0.998833333333333
C1orf170	0.321166666666667
CD200R1	0.509666666666667
C22orf15	-0.171
SEPT11	-0.0896666666666667
ADNP	0.36875
UST	-0.0372
C13orf34	-1.74783333333333
RFFL	0.085
APBA3	-0.2355
C2orf60	-0.534125
CUTL1	-0.1391
PMS1	-0.440625
ZNF689	-0.5665
EIF3E	-0.399
IL9	-0.152833333333333
RPL31	-0.390375
LY9	0.979333333333333
ATP2B3	0.1935
KDELR2	0.490125
TFCP2	0.154625
NLRP12	0.603
FLJ45422	-0.41775
TLE4	-0.7908
ZNF570	0.274
FLJ43806	-0.2325
TLK2	-0.312625
CIR	0.29375
MARS2	0.004
COL24A1	1.08225
SDF2L1	-0.4245
HIBADH	0.4235
IGFBP3	-1.707
C12orf23	0.391125
PSPC1	-0.3555
C20orf43	0.30125
TRAV20	-0.1345
ARHGAP24	0.82075
KIAA1975	-0.375375
C1QA	2.7831
DNTT	-4.0315
C10orf6	-0.1675
C11orf41	-0.519625
HNRPF	0.234125
COL11A1	6.02183333333333
UBAP2	-0.7495
CDKN2AIPNL	-0.1195
C20orf174	2.489
SPRED2	0.4205
PLA2G12A	0.449666666666667
ICEBERG	-0.980833333333333
SCN10A	-0.021
C11orf65	0.52825
GBP5	4.00375
PITPNC1	-1.04566666666667
POU3F3	0.364
NCOA7	0.30475
LIN7C	-0.5791
LOC348840	-1.0045
NKX2-2	0.44225
ANKRD13D	-0.026375
LOC123688	-0.203
FUT2	1.20183333333333
TAAR8	0.0585
FZD4	-0.219166666666667
PNMA3	-0.934
OR4L1	0.318
WIT1	-1.5875
EXOC3L	1.03475
ATPBD4	0.1577
KRBA1	-0.89675
UBXD6	-0.3435
HOXB7	-0.0237142857142857
C7orf23	-0.338
UNQ338	0.73575
STAB2	1.3005
CDC20B	0.12
IRF9	2.42725
CENTG1	0.403083333333333
TNPO2	-0.926
MCPH1	-0.35775
BMS1P5	-0.6135
SLC26A7	-0.0085
HIST1H3J	0.10575
C9orf3	0.2816
LBH	1.1625
MYO1D	0.83825
PTDSS2	-0.12875
NFU1	0.364
DEPDC4	-1.26325
WNT7B	1.3145
GLP2R	-0.00233333333333334
SETD4	-0.0871
DYNLT3	-0.4515
FKBP11	-0.089
SESTD1	1.5565
FLII	0.493
RPS16	-0.2806
CHPF	-0.0133333333333333
CSNK2A1	-0.1215
SUMO1P1	-0.419
FKBP6	-0.074
ZNF214	-0.337
TWIST1	0.754666666666667
DDX56	-0.416
TRAM1L1	2.1216
EPO	-1.835
MRPS18B	0.2585
ZNF682	-0.634
RPL14	0.029
MAFF	0.35325
LOC51136	-0.3795
LY96	0.02575
DDX20	-0.40775
ABTB1	1.015
ARL5A	-0.0269
CCT6A	-1.315
HEPACAM	-0.933166666666667
EHHADH	0.202
RBAK	-0.444166666666667
CGB1	0.52725
ITGB5	1.2359
YIPF3	0.57225
FKBP2	0.111
NR1D1	0.047
TMEM110	0.711
NEK2	-1.2935
PRAMEF8	-2.788
C20orf52	-0.741833333333333
PCDHGA3	0.0635
VWA3B	0.02625
NDUFA5	0.03375
THAP9	0.11425
FLVCR2	-0.7585
AP1S1	-1.040375
SMAD6	-0.94875
SAV1	1.033625
SAT1	0.8365
ZNF251	-0.335625
ADAMTS7	0.2398
RPP38	0.19225
C1orf211	-1.4505
YPEL2	0.8755
RBMS1	-0.58425
ZNF445	-0.0426666666666667
NRXN2	0.322833333333333
PGBD4	-0.66775
UGT2B28	-2.41675
WBSCR16	-0.7539
NLRC3	0.673375
ASTL	-0.0095
ST6GALNAC1	-1.18275
ZADH2	1.111125
MLLT4	0.92925
ARL6	-0.0653333333333333
MEF2C	0.41575
CBFA2T3	-0.2305
AFF3	1.0695
COG7	0.469666666666667
MYB	0.7485
PLXNA3	0.1735
XRCC2	-1.52
MMS19	-0.7195
ST8SIA5	-0.301375
CHPT1	0.0186666666666667
KIAA1712	-0.179375
OR6X1	0.8785
ACTR3	-0.055125
UGCG	1.52683333333333
OR4P4	0.512
ZAP70	-2.104
LPP	0.934625
ZNF485	-0.08575
PTPRCAP	0.36975
IL12RB1	0.21675
ATRX	-0.0982
CHST8	0.252625
C14orf109	-0.08225
ARV1	0.2145
NMB	-0.707
COX5A	-0.672666666666667
EIF6	-0.2555
MPPED2	-0.3685
SEMG1	-0.429
CHRDL1	0.7755
TRAF3IP2	1.05775
WNK2	-0.106875
LILRA4	0.737166666666667
LAMA2	4.13825
PXT1	0.554
RLBP1	-2.32875
CD300C	-0.13725
SLTM	0.302375
FLJ10404	-0.135625
APOBEC3D	-1.209
RENBP	0.4455
ATXN7L1	0.472
NID1	0.29275
TUBGCP3	-0.69125
ITIH5	0.913055555555556
CCDC110	2.53325
C8A	-1.96225
MGC87042	0.3775
HOXC13	0.517
TFDP2	-1.04875
HCP5	2.046375
POLI	0.42675
UCN	0.00633333333333333
ZNF764	0.0643333333333333
C8orf45	2.63675
FHL3	0.1795
SPATA5L1	-0.432
MMRN2	2.89033333333333
NDST1	0.767666666666667
COL20A1	0.0126666666666667
ZNF248	-0.539166666666667
PELP1	-0.176666666666667
MBL2	-1.72116666666667
RNF41	0.2995
C5orf24	0.3825
THOC5	-0.326625
SERINC3	0.500416666666667
RP11-151A6.2	0.6225
CDCP2	0.21175
HIST1H2AA	0.39225
C11orf75	-0.0833333333333333
FKBP7	-0.6495
DDOST	0.16825
GPNMB	1.60083333333333
TTF2	-1.62266666666667
KCNT1	-0.194
SLC39A14	-0.899375
NGRN	0.6228
GPR137B	2.08375
MECP2	-0.0455
PSMA1	-0.49775
C16orf73	-3.62525
TMEM60	0.0646666666666667
CSN3	0.0935
NOS1	0.319166666666667
RAB7L1	-0.215833333333333
YBX2	0.731
KIAA1166	-0.753625
FUBP3	0.00816666666666667
ABCG1	2.224
ACACA	-0.0301666666666667
ARL11	0.2899
ATOH1	-0.3845
ODF1	0.0391666666666667
CREB3L3	-1.30266666666667
TMEM127	0.880285714285714
DSCAML1	0.29425
PLN	2.62266666666667
LYPLA1	-0.0489166666666667
PRDM9	-1.12075
SASP	-0.44875
PLUNC	0.0945
INTU	0.42625
HISPPD1	-0.80925
LNPEP	0.156666666666667
YARS2	-0.485333333333333
APCDD1L	-1.832
ZCCHC4	-0.5102
FBXO22	-0.241666666666667
TTLL13	-0.264
ZNF669	-0.947833333333333
PTGDR	0.996
DDX27	-0.41125
KIAA0409	-0.460666666666667
GJB6	0.21625
ASB8	0.94325
PLP2	0.427666666666667
MEPE	-0.39225
OR10J5	-0.3655
KRT222P	1.45025
COQ7	0.4065
C1orf101	0.89925
RERG	2.7275
CHMP5	0.012625
THAP11	0.23625
ZNF43	0.271
ZRANB3	-0.5535
KRT13	2.52525
MRPL19	-0.178125
RBBP9	0.1995
SPATA17	0.541714285714286
BXDC5	0.146333333333333
PAFAH1B1	-0.51625
MAGEE1	0.06675
OSTF1	0.7975
KIAA0323	0.41075
TXNDC13	-0.606666666666667
CNTN4	1.41025
LCE1B	0.118
UNQ501	0.831
ZNF154	0.0645
C3orf64	0.23275
SYT5	0.2039
PON1	0.1095
FLJ10357	-0.336
ATP4A	-0.452
GNPDA1	-0.483833333333333
MGAT1	0.734333333333333
C14orf121	-0.2625
SLC35B2	0.0335
MIER3	-0.273666666666667
CHEK1	-2.7825
ZNF8	-0.319833333333333
TXNDC1	-0.445166666666667
CKB	-1.6301
RTN3	0.904
FZD2	-0.444
PART1	0.448125
PSMB6	-0.20975
PCDHB8	-0.3405
PHC3	0.1601
PPP1R8	-0.492166666666667
NOVA2	1.0015
TNFRSF11B	-3.066875
GOLPH3	0.873666666666667
UBLCP1	-0.71675
SUHW3	-0.99825
TTLL1	1.28625
OPN4	-0.1
OR13G1	-0.193
ZPBP2	0.287166666666667
HSD17B11	-1.058125
C9orf50	0.4135
DHDDS	-0.0424285714285714
CTSW	0.5066
NEFM	-1.38366666666667
MRPL28	-0.315
SYN1	0.335
PIGV	0.757666666666667
ZIM2	-0.19
APBB1	0.157
SND1	0.022
C1orf123	0.147
CHD3	-0.5065
BHLHB8	0.2165
RNASE2	-0.424666666666667
BCAP31	0.35375
SLC25A44	0.237333333333333
CHD6	-0.0585
PIB5PA	2.84669230769231
SELS	1.162125
LOC541471	-0.8765
FAT2	0.1055
ZNF81	0.7585
OR4C16	0.261
FLJ10081	0.0858
LRRC4	-0.23275
CS	-0.463333333333333
N4BP2	-0.703875
IGFBP7	2.5825
ZNF318	0.156166666666667
NDNL2	0.5835
ZNF609	-0.172375
SIRT4	-0.227
EXOSC10	0.12725
ECE2	-0.0270833333333333
OVGP1	1.1595
GTPBP3	-0.93325
PACS2	0.0941
C19orf36	0.1525
ARL4C	-1.11375
ATG4B	-0.31725
UBQLNL	0.17125
RHOXF2B	-3.3745
PLEKHG2	-0.747
GALR1	0.246
AQP4	0.249833333333333
HDAC7A	-0.0481666666666667
DCUN1D3	-0.09725
OR8A1	0.9545
CCRN4L	0.34325
CBR4	0.0455
KIFC1	-1.70733333333333
SLC7A14	-0.766333333333333
LHX5	-0.349
TRPC7	-0.013
LPXN	-0.55875
SERPINA1	-1.243125
RPS13	-0.2662
BPIL3	-0.382
PRKAA1	-0.628
FADS2	0.641
ENAH	-0.2515625
PRO1768	0.2595
APBA2BP	0.51425
LIPH	2.886
C3orf33	-0.7795
RCC2	-0.0367857142857143
ALDH1A2	-2.2503
RNF103	2.17575
AHCY	-0.668375
ALG12	0.484
CCL17	1.9975
ZNF543	1.13333333333333
ESRRG	0.9283
CNGA1	0.493
RDH5	-0.1745
OTX1	-0.4493
PTGFR	0.392166666666667
CDR2	0.30725
SELE	3.58675
NLGN2	-0.862333333333333
EXOSC9	-0.89675
ZNF566	-0.003
KLRC2	-4.511
GPR12	0.39
KIAA0196	1.497
PDRG1	0.048
SSR3	-0.413142857142857
MSI1	-0.4105
CST9	3.4375
CC2D1A	0.100375
PLAGL1	-0.161111111111111
ZNF778	0.0635
RNF2	0.17675
KLF6	1.8825
THBD	2.67416666666667
tcag7.1314	1.32
NR5A1	0.0363333333333333
ABCD2	0.061
DNAJC7	-2.101
CLEC4C	0.5925
TM2D3	0.161375
CCDC4	0.132
PLAC2	-1.988
DCD	3.5115
FAAH	2.0385
POLA1	-0.509333333333333
TM7SF2	0.774625
FLJ39822	-0.367666666666667
FLOT2	0.277125
MAP4K1	-0.242666666666667
SRP68	0.18375
C21orf74	1.4665
ARPC5	-0.3535
LOC126075	1.624
HECW2	0.355625
ZDHHC4	-0.1015
ANKRD42	1.1156
PDE9A	-0.637666666666667
ABCA8	2.53675
NDUFS2	-0.06125
UBR5	1.163375
BTBD16	-1.26125
LOC554174	0.4815
ZNF20	0.726
KIAA1843	-0.006
WDR17	-0.00674999999999999
C15orf33	0.4825
RNF113A	-0.63825
CAMKK1	0.3557
CLCN2	-0.33575
ANXA6	-1.146
LOC340069	0.2275
EMID1	0.361375
DPM3	0.48725
ELA1	0.01
SLC25A13	-0.9257
KRT24	0.40125
SMPD1	0.640833333333333
TH	0.029125
COL6A2	1.16564285714286
ANKS1B	0.723
GPR126	-2.5056
ZC3H12A	-0.0821666666666667
TMEM47	0.623
C2orf51	0.0713333333333333
C1orf88	2.53266666666667
HSF2BP	-0.2285
AKAP10	0.6765
RPAP3	-0.6465
KLHDC8B	0.69025
STOM	0.951
MUPCDH	-0.028
C10orf72	0.68025
PLEKHA3	0.61375
TCP11L1	-0.251
CWF19L1	0.245625
SPEF1	0.794461538461538
YSK4	1.32025
ELN	2.1391
SAMD8	-0.136666666666667
MPI	-0.849333333333333
MEPCE	-0.1397
ABCC3	-1.86225
NANOGP1	-2.548
KCNK17	-0.22675
HLA-DMB	3.75783333333333
RRAGA	0.95225
ANGEL1	-0.53675
RBM32B	-0.0835
CPN1	-2.40825
MGC52282	-0.101
HLA-A	2.11841666666667
OR9G4	0.092
EDNRB	-0.2905
SCD	-0.462642857142857
C14orf80	-0.547
BAGE2	-0.6255
RABL4	1.308
RCVRN	0.136
SHANK1	0.1855
NLRP7	-2.00825
CD226	0.61525
STAT3	0.9535
SYNJ2	-0.4275
TPCN2	0.0585
WDR36	-0.55575
MBD4	-0.2435
ROBO1	-0.9385
ST3GAL6	-2.8465
SLAMF8	2.04433333333333
ATN1	0.373666666666667
GPR141	0.27175
KRT36	-0.3955
TPH1	0.746
DDX52	-0.422
ZSCAN29	0.195166666666667
TRPT1	0.250166666666667
DPEP3	0.20175
DENND4A	-0.394625
TSPAN16	-0.1495
PTCHD2	-0.4325
LOC145814	-0.453
CAP1	0.9025
EIF5A2	-1.0515
NT5DC3	-1.448
SEPT9	-0.556875
SEZ6L2	0.130625
EGFLAM	2.474
VPS11	0.888875
NDUFB5	-0.4965
CIDEA	2.1575
IER5L	-0.1815
N6AMT1	0.1205
FAM83C	-0.10875
OXR1	0.2385
IRX1	-0.411
DGKB	-0.946
GCN5L2	-0.94125
MIR16	0.11975
FBXW9	0.179
WDR4	-1.243
PDC	0.284
VPS33B	-0.04125
HEXB	-0.08
FLJ32214	0.53175
TCEB3	-0.52725
CRLF1	-3.62925
ABI3BP	2.771
C8orf22	-2.77275
PYCR1	-0.337
KIAA1706	1.04025
CDK5R2	0.43125
WAS	0.2935
C12orf60	-1.156
CCBL2	0.36325
MADD	0.127
C5orf34	-1.735
WDR42A	0.5056
KLF12	-0.290375
HSPA1A	0.8695
ITM2C	-1.0445
DAPK2	1.391
LOC442590	0.6595
SUMF2	0.068625
CENPA	-1.91969230769231
TMED5	-0.44325
CDH6	-0.1044
BRP44	0.3545
THG1L	-0.55925
GABRA2	-0.93525
C14orf166	-0.19125
MYL1	-0.893166666666667
TNFSF18	-0.0815
PAP2D	-0.797833333333333
PPIB	-0.087
KLHL4	-0.003375
SFN	-0.0426666666666667
CCDC127	0.8325
FRAP1	-0.14
GOLGA5	0.8285
SDCCAG1	-0.33825
MGC21675	-0.180333333333333
C10orf95	-0.44625
KIAA1345	0.287333333333333
C1orf163	-1.011
LACE1	-0.111166666666667
OR10K2	-0.0715
CENPN	-2.27296
TMED2	0.722
UGT1A6	-0.244
ANG	0.73025
U2AF1	-1.423
CASC2	1.027
NMT2	-0.582166666666667
OSGEPL1	-0.25025
DFNB31	-0.7045
SLC6A20	0.554875
DKC1	-0.90575
FXYD4	-0.2285
WDR64	0.47025
MGC5590	0.304
CREBZF	-0.2905
DAZ1	0.09625
PRPSAP1	-0.01925
GCHFR	-1.38125
TTC7A	-0.814125
LOC196993	1.27425
UBD	1.59333333333333
S100A1	-0.18925
RPL6	-0.0323333333333333
DNAJB6	0.6252
NAGS	1.0702
C2orf58	0.4935
KERA	0.598666666666667
MT1X	0.6138
UBE2B	0.6635
KEAP1	0.364
MST1	-1.915125
OMA1	1.152
ABLIM2	1.2695
BCL2L13	0.20725
JAZF1	0.0876666666666667
TMEM63B	0.7965
S100A8	-1.3123
ARFIP2	0.81725
UROS	-0.07025
KHDRBS2	-0.8565
POLQ	-2.641625
SOAT1	-1.65025
SPAG4	-1.4335
MRPS30	0.0453333333333333
LOC494141	-0.16725
OR2T11	0.286
ORAOV1	-0.5141
ZNF184	-0.299166666666667
TCEB3B	-0.086
ADAM21	0.2135
GDPD1	-0.22025
SPINLW1	-0.0485
PRR14	-0.0145
KCTD9	-1.2292
NUDT3	-0.03575
KIAA1822	0.5775
HIST1H4K	1.4465
DFNA5	-1.97275
GABPA	-0.36525
C14orf44	0.647
POLB	0.846625
PTAR1	-0.33275
SEC31A	0.7764
TRIM58	0.349
TAS2R14	-0.5095
VPS8	0.862125
H1F0	1.37633333333333
PRKCB1	-2.44733333333333
UGT2A1	0.2925
TOR1B	0.09725
LSS	-1.24575
C2orf19	0.3315
HNRNPC	0.0889285714285714
TMEM100	0.166666666666667
LOC116349	0.35325
OR51M1	-0.022
CCDC142	-0.95325
ISG15	1.890625
ZCCHC14	0.521
CREBL2	0.927
TGDS	-2.2015
DC2	-0.78975
CACNA2D3	-1.33914285714286
ZNF429	-0.298125
LYPD6	0.7665
SUCLG1	-0.0695
OR51I1	-0.406
MAGEH1	1.34675
PRPF40A	-0.722
SMR3A	0.754
SPINK2	-0.84675
THAP2	-0.072125
NPY5R	0.062
IRF4	-1.366875
SPESP1	2.588
OR10S1	0.5305
DTD1	-0.5965
TUBE1	-0.38275
DDX19A	-0.864
PDPN	-0.77475
TMEM34	0.0904166666666667
MGAM	-0.059
COL3A1	5.32661111111111
GFM2	-0.2506
OR5A2	-0.0135
PSG9	-0.46975
ARHGEF11	-0.117833333333333
IVNS1ABP	-0.9365625
SIGIRR	1.21875
DUSP19	-0.293875
DNAJC14	0.2923
ACSS1	0.74875
IL1RAPL2	0.288
C4orf30	-0.6435
SEPT4	1.827
LANCL3	-1.57125
SPAG17	2.38816666666667
PRDX3	0.25525
HNF1A	-0.72025
P4HA2	-0.395875
RFWD3	-0.847166666666667
MOV10	0.0595
DNAJA5	-0.141071428571429
LOC729440	0.3145
LOC200383	0.9725
SMC2	-1.9545
MIXL1	-0.932333333333333
TMEM9	0.3155
FAM86A	0.5285
ZNF174	0.5247
MYH14	-0.9355
CCR8	0.1075
VPS37C	1.05583333333333
GPATCH1	0.011
B3GNT8	1.2345
TBX4	0.0105
CNR2	0.301833333333333
PCDH1	1.21025
C5orf29	1.768
OCIAD2	0.80325
PLCG2	1.03625
KIAA0247	1.7905
HRH3	0.0485
CAPN13	3.305
CCR1	-0.886
MGC15523	-0.206722222222222
UVRAG	0.2975
DNAJA2	0.735
ITGA2B	-0.5675
CLDN5	3.859875
PTPRN2	-1.07914285714286
ZNF512	0.0791666666666667
PSAP	1.05257142857143
CCDC140	-1.442
LRRC55	-0.3305
CYP26C1	0.3715
C8orf47	-0.299
LYN	-0.2035
DUSP6	-0.360333333333333
TGFB3	2.85313333333333
ELK1	-0.498
PCDH11Y	0.0358333333333333
HGD	-2.60875
C17orf58	1.15125
MYO3A	0.722
SERPINE2	-4.0335
AARSD1	-0.18325
C14orf73	-1.23775
ADAM33	0.2675
ZNF491	0.296
MAPK6	-0.918166666666667
TCN1	-0.0588333333333333
SLC24A6	0.739
UBE2R2	-0.43925
H1FNT	0.25375
TATDN2	-0.34
LILRB1	0.18275
P2RY5	1.2225
NUCB2	0.61625
C2orf37	0.57975
SNX27	-0.0875
MTA3	0.088875
FOXO4	0.279625
ID4	0.483166666666667
SOX5	-1.63033333333333
PXMP3	-0.239875
OR52M1	-0.007
SFT2D3	0.64825
INA	-2.40583333333333
MCOLN1	0.70075
NFIX	1.959
CLEC14A	5.21966666666667
HIBCH	0.380166666666667
PLA2G5	1.527
TIMM10	-0.546
MED17	0.2063
COL4A4	-0.5245
TPP1	0.9235
GJA3	-0.702333333333333
TMPRSS5	-1.129
AADACL3	0.5665
DNMBP	-0.44325
ENPP5	4.2245
NQO1	0.1582
ZSCAN2	-0.233875
SEC24C	0.134
GTF2A1L	0.01
AXIN2	-0.1129
FAM33A	-1.74875
C16orf13	-0.06625
SPNS2	0.80875
TAF1	-0.20575
AP1G2	0.2325
RBM42	-0.24
HCN2	0.499333333333333
EFHB	-0.313666666666667
RUSC1	0.4945
GRIK5	-0.076
USP21	-0.231
ATAD3C	0.249
ORMDL2	0.708
PRSS7	-2.0745
PSAT1	-5.30925
FLJ13195	-0.847166666666667
TBC1D1	-0.167666666666667
IFNG	0.6415
OTOS	0.17
ZNF773	0.289666666666667
EMD	-0.99775
RETN	-0.0915
CCL8	2.8975
APH1A	-0.563
COX18	-0.265125
GTF2IRD2	-0.659
CCDC82	-1.41208333333333
PAFAH2	1.3456
NPEPL1	-0.1829
RP11-114G1.1	0.563
TP53INP1	2.61775
ZNF300	-1.56316666666667
FOXL2	-2.86575
LARP2	0.273416666666667
LATS1	-0.252
HTR6	0.587
SPOCK2	0.449666666666667
RNF144B	2.34683333333333
HTATIP2	-0.146375
MGC10334	0.313583333333333
CENTA2	1.35183333333333
FGF2	-0.417
FXYD7	0.2015
PHYHIPL	-1.41575
GPR34	2.6845
DDX6	-0.483333333333333
OR10W1	0.649
LHFPL1	-0.2675
ZNF313	-0.624285714285714
VPS28	0.4845
AP3M1	0.1737
