Hybridization REF	TCGA-A2-A0EW-01A-21R-A115-07
C20orf27	-1.08825
RPS6KA5	1.0487
FAHD1	-1.13866666666667
SLC12A4	0.82375
BRCA1	-2.3015
GBL	0.1205
SLK	-0.1065
NUDT9P1	0.3905
NOXO1	0.6305
USP52	-1.00075
BAZ1B	0.698125
SLCO2B1	3.37675
BBS12	1.39966666666667
LRGUK	-0.0875
TERF2IP	0.517
COL1A1	6.133
KIAA0090	0.117125
GRK5	0.584833333333333
AP1S2	-1.026
TMEM52	-0.627333333333333
CA11	0.118375
OR4A15	0.158
ACBD3	1.0582
SPAG11B	0.24
PRDM2	1.159
FOXP3	0.3815
SMYD3	-0.5125
LOC389199	1.116
LGI2	1.05633333333333
NAPE-PLD	-0.6009
ANKRD6	1.439
WDR45	0.838166666666667
SHROOM1	3.4665
PSCD3	0.311
PYY	0.88
KCNC1	-0.0115
ARHGEF9	0.4003
OR8J1	0.72675
GPR55	0.218333333333333
NS3BP	-1.5525
C10orf22	-0.0721666666666667
NAT8L	-0.12425
DUSP4	0.962666666666667
FOXM1	-2.424
GRAMD2	2.3971
ZBTB48	0.306166666666667
BUD31	-0.5185
PABPC5	1.6775
CCDC41	-0.87025
FBXO11	-0.151583333333333
C6orf148	-0.58975
RFXAP	-0.994
C6orf15	-0.1315
CDK8	-1.01966666666667
C6orf70	0.566
TESSP2	0.2155
ALG2	-0.4015
PPP1R3D	0.1355
TPM3	-0.249111111111111
SYT13	1.9835
EPB42	1.36816666666667
CETN3	-0.9525
PRY	0.2295
NTHL1	0.0965
POLR2B	0.0815
RPS28	0.865916666666667
P2RX3	0.05075
LYZL4	0.56525
WBP4	0.0623
PMM1	-0.084
C11orf79	0.1285
CBLL1	-0.798
IL1F10	0.733333333333333
VAX2	-0.759
SETDB1	-0.0353333333333333
LRAP	-0.556
GCLM	-0.653666666666667
CPEB3	1.851
PPM1A	0.4783125
INTS1	0.06425
CAMTA1	0.208333333333333
SAMSN1	-1.42525
LOC158830	-1.87533333333333
GMPPA	-0.523625
AIPL1	-0.17825
IL24	0.182916666666667
BDKRB1	-2.13966666666667
MLF1	0.7142
TAF12	-0.534
ID1	-1.73525
THADA	-0.113625
PIK3CB	-0.5735
OR4N5	0.5155
TBC1D17	0.00266666666666666
COX8A	0.12475
CDCA4	-0.97625
C2orf44	-0.501
ZNF534	-1.0655
IMMP1L	0.1175
NIPSNAP3B	0.4045
FTMT	0.4515
PWP2	-0.5335
MMP15	-0.473
DNAH11	-1.638
MTMR14	0.000749999999999997
DNAL4	0.6225
IPP	-0.5495
TMEM59	1.673875
C1orf157	0.0035
RGS4	0.606333333333333
DDX18	-1.06433333333333
SNX6	0.1
ZNHIT2	0.774833333333333
NCDN	0.0616666666666667
FLJ33534	0.00724999999999999
RAG1	-1.160875
OR4D10	0.293
PTPN5	1.04116666666667
POMT1	0.528625
LRRC8A	0.5766
CYP1A1	1.7645
CAPN1	0.158833333333333
DDHD2	0.841125
GRIK2	-0.05975
GNRHR	-0.09875
PPBP	0.6815
HTR3A	-0.796875
SLITRK4	1.538
ANKRD49	-0.34175
BTF3	0.71
SARS	0.13425
C13orf18	-0.202333333333333
CACNB1	-0.0067142857142857
QKI	0.883136363636363
SETMAR	0.5315
MAN2B1	1.368
EML3	-0.353
ACADL	2.63383333333333
OFD1	-0.4565
DEFB114	-0.327
CGA	-3.2478
PEX16	0.554
LRRC10	-0.1725
GNG12	0.1115
C1orf152	0.379333333333333
CHRM1	0.475
CD53	0.706625
DBH	-1.036
TFAP2B	3.205375
HIST1H2BJ	-1.09416666666667
FAM46D	0.549
TMEM11	0.04975
C3orf32	-1.62325
PCCB	0.113125
IPO13	0.015375
C6orf105	-3.06125
COMMD5	0.642
SUV420H1	-0.4338
LTBR	0.6085
ARHGAP15	-0.39125
HDHD2	0.6085
TDRKH	-0.819666666666667
LOC401052	1.301
PSG4	-1.577
GNB4	-0.3953
SPATA4	2.51325
SLC9A3	-0.3355
OSBP	-0.0216666666666667
NBPF3	-0.183916666666667
DOCK11	-0.4645
SLC39A5	-1.3815
PRR5	1.7633
C10orf63	0.798375
SMTNL2	-0.30825
ADRA1A	0.64725
ASAH1	2.5914
DOM3Z	-0.2192
GIPR	0.526166666666667
AHI1	-0.468666666666667
NADSYN1	1.1075
RGS14	0.502
IL18BP	1.1724
RTN4RL1	2.47583333333333
ARMC6	-0.41
PSMD5	-0.7095
HK3	1.0912
OR4S1	0.67075
RSU1	0.8981
MAD2L1	-3.83622222222222
EIF4A3	-0.3495
DLEC1	-0.0858333333333333
E4F1	0.590166666666667
CHMP2B	0.3032
CAMSAP1	-0.2405
RPS21	-0.6485
ARID5A	1.14775
UBE2N	0.0737999999999999
IGSF8	0.832
MAGEB6	-1.518
ACAD11	-1.19
MGC4172	-0.207
LMO4	-0.38225
KLKB1	0.19925
HP	-0.618
HDAC3	0.53825
SCHIP1	0.51125
CLCA1	-1.6895
OLFML2A	1.542875
C1orf112	-1.72375
KIF19	1.76183333333333
HAPLN4	-0.3017
CXCR7	0.899666666666667
GOT2	-0.4738
RAB38	-1.39775
DCX	1.2165
PPM1H	-0.294416666666667
NFYC	1.46125
KIN	-0.008875
ZNF228	1.22975
PLSCR4	3.37483333333333
HIG2	-0.6425
FAM79B	5.5295
C21orf86	-0.8814
KCNK10	1.78425
ZNF738	-0.8545
FSTL5	-1.55033333333333
OR6A2	0.065
OTOA	1.3455
EXOC1	0.328375
AHRR	-2.77025
PDAP1	-1.80608333333333
C19orf6	0.440875
ZAN	0.28475
LY6G6E	-0.2295
EIF4E2	-0.457
C20orf198	0.078
ZNF324	0.908
CYP3A5	-2.683
ENTPD7	1.29216666666667
MBOAT5	0.591333333333333
GJB5	-0.87275
TTC13	-0.8935
S100Z	-1.2445
KIAA0664	-0.130666666666667
PDGFRB	2.49191666666667
IL17D	0.89525
OR56B4	0.092
RDX	-1.216
SLC34A3	0.4735
IL28B	-0.1865
JUND	2.88725
CHRNB1	0.3705
CAMK2B	0.757
FETUB	-1.34925
CXorf23	0.7815
MRTO4	-1.01525
TTC3	0.1452
NDUFB8	0.0775
EDG2	-0.3775
SEMA3G	2.355
IL23A	-1.7205
GRHL1	1.6889
LOC441054	-2.3155
WDR65	0.8355
PSTK	-0.64225
STOML3	0.026
R3HDM2	0.0023
C5	-2.6225
SLC2A10	0.660666666666667
C3orf22	0.3715
PAQR3	-1.24607692307692
ANKRD26	-0.731583333333333
HCRTR1	0.1835
LOC399947	-0.7705
PSD2	0.30925
TIGD2	-0.225333333333333
SCRN1	-1.633375
COQ10A	-0.70475
DDI2	-0.2685
METTL7B	-0.662333333333333
UCN2	0.6165
FAM92A3	-1.16425
WDR16	0.45325
ZNF511	-0.131166666666667
ZMYM5	-0.72025
POLR3G	-3.56925
ZNF586	0.08225
C1orf49	0.0556666666666667
TANK	0.058
RCAN1	1.24366666666667
PELI3	1.15283333333333
LIMD2	-0.347583333333333
TMEM189	-0.887
NTN4	1.8475
LOC151300	-0.0665
CLEC2A	-2.018
GPR135	-0.771
DPYSL4	-2.5347
JAK2	0.1285
TSHZ1	1.011
TM9SF4	-0.461
ZNF264	0.729666666666667
SIRPG	1.590625
BICD1	-1.0345
HERC6	1.945
METTL5	-0.727
CASP1	0.99725
PRRT1	0.0801666666666667
PLA2G4C	1.8455
ICA1L	0.0567857142857143
TPTE2	0.291666666666667
OTUD7A	2.63366666666667
AQP11	-0.3955
APOA2	-3.1937
KALRN	-0.2747
SECTM1	0.00608333333333333
IFNAR1	0.12275
TALDO1	0.0185
RAB11FIP4	0.356333333333333
EIF5A	-1.6675
FAM49A	2.45475
NEGR1	1.1675
YTHDC2	-0.908125
EHD2	0.714625
NCF1	2.3855
SCRT2	2.792
HOXA5	0.813666666666667
NUP133	-0.307
FGF12	-0.7634375
SLMO2	-0.658
SNTA1	1.28125
CACNG2	0.685125
GCM1	0.980125
ELF1	0.605
TLR5	2.567
TCFL5	-1.23541666666667
RBMY2FP	-0.903
LOC100125556	0.018625
FAM129B	0.708375
MAP3K7IP1	-0.08125
NCK2	0.3505
OXA1L	0.19125
FMO9P	1.1345
ZSCAN12	0.22625
PSMD12	-0.834916666666667
HSCB	-1.084
CLDN10	-2.08225
MGC13053	-0.50625
HPCAL4	-0.556333333333333
ASZ1	-0.794
MEX3D	0.977583333333333
NFAT5	-0.0135
CSPG4LYP1	-0.132
FBXO3	1.0623
DVL1	-0.148166666666667
CMKLR1	2.13133333333333
TYMS	-3.54975
PEF1	1.27525
ZNF750	1.69283333333333
MCM5	-0.7129
MEGF11	0.33975
KCNK7	-0.088
PTP4A3	0.2495
C1QTNF2	0.355833333333333
OR6S1	-0.1705
FAM122B	-1.5805
ZNF551	-0.73775
HBQ1	-1.8665
GEMIN6	-0.6895
ARSK	-0.009
RBP7	3.744
CPNE9	0.058
DSC1	2.435
LOC730112	0.11625
MAP2K4	1.193875
HS3ST5	-1.751
EPB41L3	0.10675
TEKT2	1.4045
CDKN2B	0.485666666666667
ZNF480	-0.35675
MAP3K6	1.3616
MAP6	2.75566666666667
HN1	-0.7353
OR2L13	0.315666666666667
SLC16A11	0.623
FAM96A	-0.85125
APOL1	-0.0975
C5orf32	0.24425
RTP1	-0.491166666666667
RNF175	1.044875
ZBTB41	0.61875
AHCTF1	-0.9421
SAE2	-0.2534
ITGA2	-1.70383333333333
MME	1.034
CCDC14	-1.231
MAST4	1.47514285714286
KRT33B	-0.1055
KCTD2	0.661333333333333
WDR26	-0.0140833333333333
MFI2	0.42
NR4A3	1.58275
ARSA	1.08725
UNKL	0.285833333333333
SULT6B1	0.0195
CCNA2	-3.09916666666667
SOX15	-0.406
PPAPDC1B	1.0465
C19orf44	0.7935
MCAT	1.135
ARID1B	-0.08525
OR52N1	0.812
C12orf48	-2.712
MAGI1	0.99225
NIPA2	-0.47275
GBX2	-1.901
RSHL3	0.683
RAVER1	0.439833333333333
C15orf17	0.3045
SLC30A2	1.018875
ZNF518	-0.35625
PCYT1B	-0.87725
C10orf114	-0.82975
EIF3H	0.32875
SLC25A39	-0.865833333333333
KIF1B	-0.527375
AMOTL2	1.01575
C6orf120	0.826625
PSRC1	-2.41275
PLA2G10	1.441
KIF5C	1.57475
MRPL37	-0.602
C17orf62	0.614333333333333
C9orf135	-1.51916666666667
DUSP10	0.9606
CLCNKB	0.19
PSMA5	-0.430375
C8orf53	-0.4995
AMPD3	0.909
PIAS1	0.03825
ADCYAP1R1	-0.2035
GYLTL1B	1.13675
CDH20	0.334666666666667
FBXO7	-0.42025
TMEM134	1.11683333333333
FLJ14213	0.490166666666667
ZNF3	-0.6795
LRRFIP1	1.14816666666667
CNOT2	0.141583333333333
ABI3	2.87675
ALDH5A1	-1.12975
HNT	2.8751
SERPINA4	-2.15975
TK2	0.99975
STMN1	-2.32822222222222
GUCA2A	0.0676666666666667
GALNT10	0.530571428571428
DPP6	-0.56575
C9orf93	-0.344
PRELID2	-0.376375
STK39	0.794875
SFTPA1	-1.821
CKS2	-3.35077777777778
RHO	0.249375
C20orf135	-0.00375
XKR3	-2.6725
CR1	0.548375
RPS6KA2	1.44435714285714
C20orf112	-0.03925
MRPL22	0.12325
C4orf23	0.8065
GADD45B	2.19275
KLHDC1	2.27816666666667
C2orf48	-1.6275
ZNF287	1.2725
DAAM2	0.52175
DPPA2	-3.25316666666667
TCTN3	0.653
DNAJB11	0.457375
FPR1	4.089
DEFB4	-0.2045
PTCD2	-0.7292
SMOC2	5.20766666666667
CABP7	1.48325
SERPINB11	-0.0175
MAGEF1	-0.12625
NDE1	-0.554833333333333
ITGA10	0.545
FSHB	-0.383
ANXA2	1.062375
HORMAD2	0.13375
HLCS	0.4195
MCF2L	1.54325
FH	0.139375
TBC1D24	0.537
KIAA1505	2.03875
LGALS2	0.49475
CNBD1	-0.6105
SYNPO2L	-0.29525
PTPN23	0.1515
C1orf183	-0.469166666666667
MAGEA8	-3.29725
DGCR8	-1.664875
GSR	-1.2515
PAQR7	0.463
ZNF676	-0.143
CACNA1C	0.6083
SP7	0.4245
PDCD6	-0.396
NRN1L	-0.512
BRI3BP	-1.2085
KIAA1183	0.86575
ASB4	0.008
CCL23	1.9204
OBSL1	-0.573
SLC12A7	0.982
KIAA0240	1.086625
CD1B	-2.78
FCGR2A	2.30925
MDC1	-1.33425
HTR1A	0.329333333333333
OCEL1	0.628
ATP11B	-1.0444375
FBXO34	0.136
PCDH12	3.54066666666667
RPE	-0.81475
C17orf74	0.3725
CSDC2	1.43233333333333
PET112L	0.65025
TMBIM1	1.142375
P2RXL1	-0.03425
TCHP	-1.29975
TRMT1	-0.903166666666667
F2RL2	2.22066666666667
LRRC32	3.33783333333333
IMPG2	0.185
BGLAP	-0.4185
LOC493869	-0.875916666666667
MRAS	2.297875
SLC35F5	0.048
CBWD1	0.129
AXL	-0.308
ATP2C2	1.91775
TELO2	0.01
PNPLA3	-3.98525
PCDHB14	1.3855
CD276	0.1325
KRT80	-1.985875
DUSP28	0.505
CSNK1E	-0.05575
SRP14	1.2895
KCNQ4	0.0465
KRT72	-0.107166666666667
CCDC117	-0.0735
C6orf89	0.522444444444445
TUBB2B	-0.747333333333333
RTN4IP1	-0.53325
CR1L	-3.06483333333333
CEND1	0.39925
C12orf41	-0.356833333333333
RNF31	0.64325
UBN1	-0.0885
C17orf32	0.692
SLC5A7	0.29575
GPR92	1.145
ESAM	2.7115
CTNNA1	0.788083333333333
HRBL	0.3808
CBX4	-0.11075
TMEM182	0.46175
SH3TC2	-0.38
IL10	1.2755
PXMP4	0.9095
RNF167	0.1433
PAK7	3.32866666666667
ETV3	-0.6445
ATPIF1	-0.205833333333333
LOC554207	-1.73683333333333
OR8H1	0.0415
WDFY3	1.034875
DPM1	-1.02275
GPSM1	0.0825
WDR92	-0.3978
LRP1	1.217
ANKH	-0.865625
THUMPD3	-0.93675
POLR1B	-1.11075
OLFM4	5.18016666666667
RAD9B	-0.112
TSPY2	-3.5825
PAX6	-2.48366666666667
SCG2	-2.01025
SLC17A6	0.27575
FMO3	3.23675
PADI4	0.152125
TUBB4	-0.5767
NLK	-0.8955
POU4F3	-0.192
SDF4	0.18625
ITGBL1	2.99916666666667
NETO1	-2.023125
TAP2	-0.225
ABBA-1	0.32025
GNAI1	0.57425
VPS4B	0.879
NOPE	0.3963
GALNT6	2.75083333333333
SESN1	1.225875
GBE1	-1.16722222222222
CLASP1	0.3655
RASGEF1B	1.427
ACOT11	0.268785714285714
AFAP1	0.55125
OR2H2	0.1725
DPY19L2P1	-1.545
DZIP1	-1.6535
SEC22C	-0.302416666666667
GPR161	-0.28
RNF146	0.36175
WDR74	-0.87625
GALP	-0.625
PURA	0.97675
DNPEP	0.863166666666667
RP11-78J21.1	-1.0055
ERBB2	2.201625
FANCM	-0.936
NEO1	1.19483333333333
DDX3Y	-4.7108
RPS3A	0.8165
MXRA7	0.848857142857143
LGALS3	-0.0368333333333333
GLT8D1	0.10725
CFL2	-0.972333333333333
UPB1	0.0325
NAP1L5	0.3205
CLDN14	-1.47625
DHX38	-0.123
BTBD1	0.176
TARS2	-0.319333333333333
ABCF1	-0.1608
FCF1	-0.372333333333333
LRRC49	0.53075
GUCY1B2	-0.1495
C1orf177	0.339833333333333
SMARCA4	-0.487714285714286
LRP8	-3.79933333333333
TAGLN3	-1.07075
MRPL14	-0.47175
TTRAP	-0.07325
ZDHHC20	0.0325
NFE2L3	-2.4985
KIAA1377	1.343
PALMD	2.0564
TMEM43	0.254
TTL	-1.231875
STAT5B	-0.818
SSB	-0.75375
OR10H5	0.2195
SLC22A13	-0.71825
AKAP3	0.05075
TIMM23	0.501
OAS2	1.70725
KIAA0423	0.34425
TRIM11	0.186666666666667
GLIS3	0.973375
TMEM50B	0.922333333333333
ARHGEF4	-0.417625
DEGS1	0.159272727272727
TBL1XR1	0.5334
G6PD	-1.47
SP140	0.1957
MUC17	0.0575
NUDC	0.099
DNAJC5B	1.483
SCARA3	-0.2835
CPA3	6.62866666666667
BCAT2	0.00387499999999999
MFN1	-0.4556
NRG3	-0.2475
SNX11	0.365
PLEKHH1	-0.235833333333333
GPR177	-0.483666666666667
HCFC2	0.46975
TCAP	-0.03675
MOCOS	-2.7455
C14orf93	-0.02125
PRDM10	-0.309833333333333
SLC16A4	0.243416666666667
SRGAP1	-0.574833333333333
VIP	0.70725
DUSP27	0.2145
LILRA1	0.9586
MC2R	-0.223
MGC24103	-1.0175
MBTD1	-2.647
FUT11	-0.634333333333333
USP33	0.6096
C15orf39	-0.81825
MAP3K12	0.155625
PAAF1	-0.177833333333333
BARHL1	-0.219
FLJ16165	-0.2475
PIWIL2	-2.2335
SYNE1	0.597916666666667
CMTM4	0.3595
TSPYL1	1.3812
GUF1	-1.11816666666667
TMEM157	1.2385
WDR44	0.41525
HIST1H3C	0.0485
DKFZp666G057	1.418
RNPEP	0.198
GAS2L2	1.17833333333333
ADH4	-4.4355
GRPR	3.91916666666667
FBXL17	3.43025
ZBTB10	0.224416666666667
Gcom1	1.22761111111111
HTRA1	2.8741
ZNF585A	0.250833333333333
SLC26A2	0.0332857142857143
OTOP3	0.0715
WISP1	2.90088888888889
ATP2B4	-0.45825
FLJ10769	0.74575
CRAMP1L	-0.178375
CHST12	-0.413
RAB22A	0.555916666666667
TARDBP	-0.170714285714286
STAU1	-0.21025
CRB3	1.60866666666667
MIG7	-1.52725
CHMP1A	-0.265
ZNF160	-0.220875
B3GALT6	-0.209875
BARX1	-1.4105
C6orf167	-1.9998125
NXNL1	0.1835
DHX29	0.494625
HADHB	0.25175
PLXNB2	0.91425
ILDR1	-0.82
SLC15A3	3.039
GAS2	-2.327
C20orf69	0.3355
NUMB	0.36625
TNIP1	0.581625
MESP1	1.773
PSKH1	0.044
NSFL1C	0.197125
RHOG	0.561
HEY1	-0.542166666666667
KNG1	-2.401
ITGAX	2.2169
LIN9	-1.50266666666667
CANT1	0.471625
XRN1	0.125285714285714
CCDC96	1.8838
HEATR6	-1.37966666666667
GNG7	1.01866666666667
RUNX2	1.51125
SOX1	1.26116666666667
FCRL5	0.6682
ZNF99	0.1125
FAM9A	-0.0625
SNX22	-0.123166666666667
MBNL3	-2.26016666666667
ODC1	-1.9416
ADORA2B	-2.79616666666667
NR2F6	0.52675
ZFYVE16	-0.196333333333333
SYNJ2BP	0.153
POLE	-0.928375
E2F2	-1.622625
THRA	0.812833333333333
PTGES2	-0.814333333333333
HIP1R	0.873666666666667
TMUB1	-0.235833333333333
ENO3	-2.38875
RSPH10B	-0.378
CXorf39	0.88375
IRGC	0.16
GPR109B	1.166
FLJ13305	-1.7285
LCE3A	-0.373
TNFRSF18	-0.846833333333333
DET1	0.05375
TRPM3	0.0714166666666667
C16orf79	-1.1755
FECH	-0.331666666666667
RAP2A	0.321833333333333
CRIP1	2.8065
AZIN1	-0.389875
SLC7A7	3.184
IL10RA	1.6551
TMEM64	-2.221
CDC42EP4	1.0122
C16orf58	-0.0763
ARG2	-2.199
POU5F1P4	-4.152
FAM62B	-0.462125
DNAH8	-2.1949
ASH2L	0.8515
TSLP	-1.33433333333333
CNTNAP5	-0.4035
TMEM16C	1.69725
IFNA14	0.145
SLC1A3	1.014375
CABYR	1.59325
BCL7B	0.2233
NUDT13	-1.04833333333333
C13orf28	0.10725
C1orf53	-0.418
ARL6IP4	0.9439
RPL35A	0.367
EMR3	0.498
RAB40C	0.641583333333333
SLC41A1	-0.402666666666667
LRCH1	-0.149
LY6G5B	-0.7015
FAM124A	0.335785714285714
MGC10981	-3.76283333333333
CLIP3	0.5693
MAP4K2	0.0325
CHIC1	0.49475
SULF1	2.926
C20orf30	0.191428571428571
PRDM5	0.07675
ELOVL1	0.4475
C11orf48	-1.2505
SLC39A10	-0.91925
KCNV1	0.12125
ACP1	-0.967666666666667
ZMYM2	-0.648625
B3GNT6	-0.0165
C9orf69	0.20775
C2orf15	0.51125
C20orf166	1.1845
HSP90AA6P	-2.1605
EDG7	-0.742
NEURL	-0.1495
LPL	4.53533333333333
CLEC2D	-0.0656428571428572
GRRP1	2.59533333333333
CD8B	-2.0545
HIST1H3D	-1.511
SLC6A12	0.357875
FAM27L	0.029
CD84	1.8372
RASA1	-0.0505
PHKG1	1.0925
MAGEA11	-2.0475
IMPA1	-0.8799
NPM3	-1.167
RARRES1	4.57275
SH3BP1	0.46825
B3GNTL1	-0.512
ARPC5L	-0.363666666666667
KLHL26	0.606
SIM2	-1.167125
GJC1	0.4635
C20orf194	0.65675
EXO1	-3.394
SLC2A2	-2.66183333333333
LOC285074	-0.56075
LRG1	1.60175
KIRREL	0.38
PIK3R1	2.02985714285714
C4orf34	1.0845
MAF	0.645833333333333
ADCY4	4.18616666666667
ZMIZ2	0.2259
SLC46A3	1.938
STAMBP	-0.93
CCDC16	0.43625
MS4A12	0.3525
TCF20	-0.87525
LRRC46	1.427
C20orf152	-0.11175
MRPS6	-0.0635
ABCB11	-0.045
KCNC2	1.7385
CDH19	-1.32583333333333
C9orf123	0.660833333333333
SSH3	1.422
LDLRAD1	-1.87225
CCBE1	-0.48725
ZNF135	1.479125
TAAR1	0.265
WFDC12	0.5095
CCDC42	0.673
FLJ12529	-1.53275
PER1	1.74933333333333
TIMM50	-0.442166666666667
SMARCAD1	-0.0796666666666667
FAM26C	0.405
TP53TG3	-1.696
SH3RF1	1.5682
LMCD1	2.5265
GPR63	-0.1195
FLJ21986	-1.542625
AIFM3	-0.482
MICAL1	0.2965
BLZF1	0.187166666666667
IQCA	2.83766666666667
PCDHGC3	0.00149999999999999
SAC	0.061
BCL6B	2.48366666666667
DDO	1.228
MARCO	1.87575
DCHS1	1.3935
C1orf170	0.845833333333333
CD200R1	1.61466666666667
C22orf15	-0.615
SEPT11	0.101666666666667
ADNP	-0.656
UST	0.3028
C13orf34	-1.34983333333333
RFFL	0.538928571428571
APBA3	-0.2135
C2orf60	-0.6855
CUTL1	-0.2052
PMS1	-0.878
ZNF689	1.029
EIF3E	-0.566333333333333
IL9	0.0151666666666667
RPL31	-0.319875
LY9	0.816833333333333
ATP2B3	0.07
KDELR2	0.0424583333333332
TFCP2	-0.0565
NLRP12	0.484625
FLJ45422	-0.56475
TLE4	-0.3171
ZNF570	-0.088
FLJ43806	-0.047
TLK2	-0.827125
CIR	0.6855
MARS2	-0.0825
COL24A1	0.76425
SDF2L1	-0.7225
HIBADH	0.0978333333333333
IGFBP3	-1.71192857142857
C12orf23	0.65175
PSPC1	0.08625
C20orf43	0.20375
TRAV20	0.3325
ARHGAP24	1.2675
KIAA1975	-0.954
C1QA	3.437
DNTT	-4.82716666666667
C10orf6	-0.50825
C11orf41	0.068125
HNRPF	0.275125
COL11A1	5.08766666666667
UBAP2	-1.00266666666667
CDKN2AIPNL	-1.2635
C20orf174	3.77825
SPRED2	0.2415
PLA2G12A	-0.0968333333333333
ICEBERG	-2.094
SCN10A	0.3745
C11orf65	-0.58425
GBP5	4.0405
PITPNC1	-1.1565
POU3F3	3.327
NCOA7	0.53275
LIN7C	0.2346
LOC348840	-2.453
NKX2-2	-2.01025
ANKRD13D	0.502375
LOC123688	0.6845
FUT2	1.60633333333333
TAAR8	0.3765
FZD4	0.63775
PNMA3	-0.228666666666667
OR4L1	-0.049
WIT1	-3.48475
EXOC3L	1.53075
ATPBD4	-0.0968
KRBA1	-0.261
UBXD6	-0.98375
HOXB7	-0.797214285714286
C7orf23	0.1095
UNQ338	2.267
STAB2	2.88325
CDC20B	0.024
IRF9	1.995
CENTG1	0.490166666666667
TNPO2	-1.01375
MCPH1	-0.301625
BMS1P5	-1.15725
SLC26A7	0.5755
HIST1H3J	0.3755
C9orf3	0.065
LBH	1.7825
MYO1D	0.79125
PTDSS2	0.08625
NFU1	0.50425
DEPDC4	-1.73025
WNT7B	-0.3027
GLP2R	-0.45
SETD4	-0.4557
DYNLT3	-0.6857
FKBP11	-1.437
SESTD1	0.3535
FLII	0.87325
RPS16	0.3359
CHPF	0.286
CSNK2A1	-0.5915
SUMO1P1	-0.136
FKBP6	-0.7055
ZNF214	1.5685
TWIST1	1.4475
DDX56	-0.697
TRAM1L1	2.4214
EPO	-2.80883333333333
MRPS18B	-0.24525
ZNF682	-0.4705
RPL14	-0.158
MAFF	0.86625
LOC51136	-0.812125
LY96	-0.1045
DDX20	-0.37425
ABTB1	1.3355
ARL5A	0.1986
CCT6A	-1.47275
HEPACAM	0.256666666666667
EHHADH	-0.0113333333333333
RBAK	-0.684166666666667
CGB1	1.54425
ITGB5	1.2558
YIPF3	-0.265
FKBP2	-0.1835
NR1D1	-0.1764
TMEM110	0.4015
NEK2	-3.42366666666667
PRAMEF8	-3.0775
C20orf52	-0.2665
PCDHGA3	-0.4115
VWA3B	0.59
NDUFA5	0.248125
THAP9	-0.40925
FLVCR2	-0.568
AP1S1	-2.26075
SMAD6	-0.447
SAV1	1.00425
SAT1	1.67025
ZNF251	0.232375
ADAMTS7	0.4488
RPP38	0.0025
C1orf211	-2.4525
YPEL2	1.59155
RBMS1	0.26175
ZNF445	-0.286
NRXN2	1.13916666666667
PGBD4	-0.841875
UGT2B28	3.934
WBSCR16	-0.4066
NLRC3	0.44275
ASTL	0.0075
ST6GALNAC1	-1.3065
ZADH2	0.1645
MLLT4	0.658583333333333
ARL6	-0.0305
MEF2C	0.95825
CBFA2T3	-1.018
AFF3	2.322
COG7	0.377333333333333
MYB	-0.205833333333333
PLXNA3	0.5015
XRCC2	-1.98683333333333
MMS19	-0.13625
ST8SIA5	-0.117
CHPT1	1.1635
KIAA1712	-0.574125
OR6X1	0.4195
ACTR3	-0.54325
UGCG	1.52066666666667
OR4P4	0.2425
ZAP70	-2.50475
LPP	1.52625
ZNF485	-0.35475
PTPRCAP	0.36725
IL12RB1	0.3275
ATRX	-0.0323
CHST8	0.898
C14orf109	0.1935
ARV1	0.094
NMB	1.25828571428571
COX5A	-0.688666666666667
EIF6	-0.38125
MPPED2	0.307333333333333
SEMG1	-2.2385
CHRDL1	1.9815
TRAF3IP2	1.10325
WNK2	0.34825
LILRA4	2.6205
LAMA2	5.2065
PXT1	-0.2035
RLBP1	-2.96275
CD300C	0.82775
SLTM	0.309625
FLJ10404	0.181375
APOBEC3D	-2.637
RENBP	0.4445
ATXN7L1	0.061
NID1	0.1435
TUBGCP3	-0.6685
ITIH5	3.24455555555556
CCDC110	2.28575
C8A	-2.83275
MGC87042	1.06825
HOXC13	-1.23225
TFDP2	-1.04425
HCP5	1.622125
POLI	0.25175
UCN	-0.270833333333333
ZNF764	0.1235
C8orf45	-0.11525
FHL3	-0.31525
SPATA5L1	-0.72625
MMRN2	3.54316666666667
NDST1	1.0035
COL20A1	-0.231833333333333
ZNF248	-0.600166666666667
PELP1	-0.262166666666667
MBL2	-3.3895
RNF41	0.400625
C5orf24	0.300625
THOC5	-0.631125
SERINC3	0.506333333333333
RP11-151A6.2	0.67675
CDCP2	-0.18075
HIST1H2AA	-0.057
C11orf75	0.5055
FKBP7	0.09875
DDOST	0.3395
GPNMB	1.67516666666667
TTF2	-2.25166666666667
KCNT1	0.0273333333333333
SLC39A14	-0.879625
NGRN	0.7621
GPR137B	1.74325
MECP2	-0.08325
PSMA1	-0.522
C16orf73	-5.40125
TMEM60	0.328166666666667
CSN3	1.1595
NOS1	0.159
RAB7L1	-0.335166666666667
YBX2	-0.3985
KIAA1166	-0.513125
FUBP3	-0.343833333333333
ABCG1	1.392
ACACA	-0.923333333333333
ARL11	0.0097
ATOH1	0.1385
ODF1	0.224833333333333
CREB3L3	-1.57383333333333
TMEM127	1.50578571428571
DSCAML1	0.098
PLN	4.462
LYPLA1	0.428416666666667
PRDM9	-2.27775
SASP	1.50525
PLUNC	-0.112666666666667
INTU	0.0895
HISPPD1	-0.372
LNPEP	0.031
YARS2	-0.606
APCDD1L	-1.656
ZCCHC4	-0.3874
FBXO22	-0.9915
