Hybridization REF	TCGA-A8-A09V-01A-11R-A034-07
DNAJC13	0.03275
PAH	-3.47266666666667
PTCH2	0.292
TRMU	-1.09475
CCDC9	-0.1785
USP3	0.3379
DCLRE1C	0.5587
FAM55C	1.46525
FRMD4B	2.0705
CYP2R1	0.41725
RFPL1	-0.00890000000000001
XPO5	-1.2285
ARL6IP2	-0.6365
OSBPL5	1.5745
MMP9	0.818909090909091
KIAA0802	0.0415
DHRS2	-3.3815
SGEF	0.60525
TXNDC10	-0.6471
EXOC6	0.79425
RPS27	0.890666666666667
PNCK	-2.08066666666667
FSTL1	0.07975
AACS	0.14725
SLMAP	0.450833333333333
SAMD4A	-1.7555
ABRA	0.27775
SMARCD3	-0.3645
PKNOX2	-3.52866666666667
A4GNT	0.428
C9orf39	0.277333333333333
RALYL	-0.2055
MGC33556	-2.3775
C10orf25	-0.5135
BBOX1	2.332
NHEDC1	0.0615
XDH	0.68975
GCSH	-1.6805
EDN1	-0.163833333333333
MTERF	0.108
CLK4	1.38825
ZNF799	0.980166666666667
KCNG1	-2.44275
CXCR4	-0.137333333333333
PTPRR	-2.30825
IRAK1	-0.975875
LOC401397	-1.1575
TMSB10	0.156857142857143
CXCL3	-4.4022
TMC4	2.63425
OR7A10	-0.266
STYK1	2.15975
CHRNA10	1.08975
CCNI	1.44375
EP300	1.63214285714286
LOC165186	-0.849
HIC2	-2.05925
SDR-O	0.388
OR2W1	-0.011
KCNA6	-0.1545
TRIM74	0.36625
REEP6	1.809
ATP5G2	-0.04825
ERG	0.419625
TMEM42	0.743
PARN	0.691666666666667
SOD2	-1.2745625
DIRAS1	-0.370333333333333
PNPT1	-1.5025
JOSD3	-1.13675
hCG_40738	-0.1885
PDE1C	-2.78025
SEMA4D	0.012375
AGPAT1	-0.435333333333333
NOSTRIN	1.88325
MAP3K3	-0.0666666666666667
MAX	0.764357142857143
CAPS	1.02116666666667
SERPINA12	-0.003
OSBPL8	0.9355
RICS	2.5331
NR4A2	2.01583333333333
PPCS	1.19533333333333
LONP1	-1.30675
SCYL3	2.36475
HERC2P2	-0.896333333333333
FIBCD1	-0.9305
C15orf41	-0.5305
DMC1	-0.876333333333333
C20orf27	-1.3205
RPS6KA5	1.0518
FAHD1	0.307333333333333
SLC12A4	-0.7885
BRCA1	-1.28933333333333
GBL	-0.25325
SLK	0.1705
NUDT9P1	0.0865
NOXO1	1.9525
USP52	-0.13675
BAZ1B	0.10125
SLCO2B1	2.35975
BBS12	0.715166666666667
LRGUK	1.10266666666667
TERF2IP	0.0575
COL1A1	5.791
KIAA0090	0.05175
GRK5	-0.235
AP1S2	-1.3914
TMEM52	-0.8255
CA11	-0.603125
OR4A15	0.565333333333333
ACBD3	1.3381
SPAG11B	0.271375
PRDM2	1.4582
FOXP3	-0.16475
SMYD3	0.6676
LOC389199	0.4635
LGI2	0.0298333333333333
NAPE-PLD	0.0595
ANKRD6	1.595
WDR45	0.646666666666667
SHROOM1	1.84075
PSCD3	0.071
PYY	-0.0895
KCNC1	-1.3675
ARHGEF9	0.092
OR8J1	0.28475
GPR55	-0.0846666666666667
NS3BP	-0.724
C10orf22	0.446333333333333
NAT8L	-2.208
DUSP4	0.955666666666667
FOXM1	-2.2095
GRAMD2	1.7884
ZBTB48	0.264333333333333
BUD31	-0.7755
PABPC5	1.719
CCDC41	0.15825
FBXO11	0.0705833333333333
C6orf148	-0.42075
RFXAP	-0.787
C6orf15	0.0936666666666667
CDK8	-1.1385
C6orf70	1.060875
TESSP2	0.2095
ALG2	0.5525
PPP1R3D	1.649
TPM3	0.620222222222222
SYT13	1.06275
EPB42	-1.18033333333333
CETN3	-0.4415
PRY	-0.1085
NTHL1	-0.107833333333333
POLR2B	0.2415
RPS28	-0.036
P2RX3	0.286
LYZL4	0.1005
WBP4	0.417
PMM1	-0.2715
C11orf79	0.131
CBLL1	-0.5915
IL1F10	0.274166666666667
VAX2	-1.327
SETDB1	0.75
LRAP	-0.626833333333333
GCLM	-0.9695
CPEB3	1.79575
PPM1A	1.081875
INTS1	-0.47025
CAMTA1	0.542916666666666
SAMSN1	-2.72675
LOC158830	-3.62683333333333
GMPPA	-0.83
AIPL1	-0.28025
IL24	0.724166666666667
BDKRB1	-3.4315
MLF1	0.631
TAF12	-0.336
ID1	-2.537125
THADA	-0.2245
PIK3CB	0.067
OR4N5	0.1665
TBC1D17	-0.0175
COX8A	-0.66575
CDCA4	-0.81925
C2orf44	-0.2815
ZNF534	-0.73325
IMMP1L	0.15475
NIPSNAP3B	0.075375
FTMT	-0.06425
PWP2	-0.7715
MMP15	-1.0306
DNAH11	-1.72925
MTMR14	-0.350375
DNAL4	1.2955
IPP	1.05975
TMEM59	1.17675
C1orf157	0.3855
RGS4	-1.383
DDX18	-0.154166666666667
SNX6	-0.083
ZNHIT2	0.437833333333333
NCDN	-0.1655
FLJ33534	0.1605
RAG1	-1.9335
OR4D10	0.0455
PTPN5	-0.440833333333333
POMT1	0.4065
LRRC8A	0.3659
CYP1A1	-2.53925
CAPN1	-0.193333333333333
DDHD2	-0.358625
GRIK2	-0.1755
GNRHR	0.56975
PPBP	-0.24575
HTR3A	-1.273
SLITRK4	1.6205
ANKRD49	0.736
BTF3	0.1919
SARS	-0.10925
C13orf18	-0.601666666666667
CACNB1	-0.227928571428571
QKI	-0.227727272727273
SETMAR	1.1935
MAN2B1	0.108666666666667
EML3	-0.92375
ACADL	-0.00216666666666667
OFD1	0.539125
DEFB114	0.2655
CGA	-4.56133333333333
PEX16	-0.215333333333333
LRRC10	0.066
GNG12	0.9835
C1orf152	-0.393666666666667
CHRM1	0.1575
CD53	-0.28875
DBH	-1.497
TFAP2B	4.236375
HIST1H2BJ	-1.27133333333333
FAM46D	-0.179
TMEM11	0.05025
C3orf32	-3.1915
PCCB	-0.4375
IPO13	-0.349625
C6orf105	-4.05975
COMMD5	0.489
SUV420H1	0.0426
LTBR	0.46425
ARHGAP15	-1.614125
HDHD2	0.62125
TDRKH	0.690166666666667
LOC401052	1.442
PSG4	-1.71725
GNB4	-1.6025
SPATA4	3.73125
SLC9A3	-0.4095
OSBP	0.23
NBPF3	0.84125
DOCK11	-1.4325
SLC39A5	-2.4065
PRR5	0.795
C10orf63	0.7615
SMTNL2	-1.56425
ADRA1A	0.078
ASAH1	2.6381
DOM3Z	-0.0074
GIPR	0.476
AHI1	0.07375
NADSYN1	-0.403
RGS14	-0.0265
IL18BP	0.297
RTN4RL1	2.5975
ARMC6	-0.9485
PSMD5	0.230833333333333
HK3	0.7966
OR4S1	0.317
RSU1	0.329
MAD2L1	-2.233
EIF4A3	-0.217
DLEC1	0.388
E4F1	0.521833333333333
CHMP2B	0.4089
CAMSAP1	0.3625
RPS21	-0.875166666666667
ARID5A	1.00175
UBE2N	-0.3481
IGSF8	1.17616666666667
MAGEB6	-1.965
ACAD11	-0.7642
MGC4172	-0.95025
LMO4	0.0515
KLKB1	-0.06175
HP	-1.0085
HDAC3	-0.2925
SCHIP1	-0.48075
CLCA1	0.1015
OLFML2A	0.836625
C1orf112	-0.52575
KIF19	0.71025
HAPLN4	-0.5698
CXCR7	0.5765
GOT2	-0.141
RAB38	-0.811
DCX	3.487
PPM1H	0.946416666666667
NFYC	0.440083333333333
KIN	-0.00450000000000001
ZNF228	1.70675
PLSCR4	3.548
HIG2	-0.6575
FAM79B	7.1925
C21orf86	-0.1147
KCNK10	3.17525
ZNF738	-0.842125
FSTL5	-1.17933333333333
OR6A2	-0.362
OTOA	0.9765
EXOC1	0.470125
AHRR	-4.488625
PDAP1	-1.48775
C19orf6	-0.143625
ZAN	0.0475
LY6G6E	-0.1615
EIF4E2	-0.97775
C20orf198	1.124
ZNF324	0.6675
CYP3A5	-3.16083333333333
ENTPD7	1.05383333333333
MBOAT5	-0.231
GJB5	-1.98275
TTC13	0.2265
S100Z	-1.60733333333333
KIAA0664	-1.12766666666667
PDGFRB	2.21725
IL17D	-0.195
OR56B4	0.735
RDX	-1.85216666666667
SLC34A3	0.3925
IL28B	0.0555
JUND	1.01125
CHRNB1	0.046625
CAMK2B	0.5885
FETUB	-2.43925
CXorf23	1.3055
MRTO4	-1.5215
TTC3	1.0925
NDUFB8	-0.457
EDG2	-0.427
SEMA3G	1.2455
IL23A	-1.6185
GRHL1	1.806
LOC441054	-2.01
WDR65	1.51075
PSTK	-0.03975
STOML3	-0.024
R3HDM2	0.3997
C5	-1.27025
SLC2A10	1.3095
C3orf22	-0.021
PAQR3	-1.59261538461538
ANKRD26	0.3835
HCRTR1	-0.415
LOC399947	-0.7455
PSD2	-0.4815
TIGD2	-1.0065
SCRN1	-1.446875
COQ10A	-0.4905
DDI2	0.443
METTL7B	-1.31783333333333
UCN2	0.48225
FAM92A3	-1.44025
WDR16	1.65
ZNF511	-0.127666666666667
ZMYM5	-1.158875
POLR3G	-3.686
ZNF586	0.3245
C1orf49	0.501666666666667
TANK	0.473333333333333
RCAN1	-1.6605
PELI3	1.19533333333333
LIMD2	-0.734916666666667
TMEM189	-1.1525
NTN4	3.053625
LOC151300	0.1525
CLEC2A	-1.037
GPR135	-0.023625
DPYSL4	-2.3038
JAK2	-0.0985
TSHZ1	1.91866666666667
TM9SF4	-0.986375
ZNF264	1.56283333333333
SIRPG	-0.222875
BICD1	-1.1025
HERC6	0.956
METTL5	-0.8285
CASP1	-0.064
PRRT1	0.0706666666666667
PLA2G4C	1.53116666666667
ICA1L	-0.00971428571428571
TPTE2	-0.285
OTUD7A	0.569333333333333
AQP11	-0.17725
APOA2	-4.512
KALRN	-0.8528
SECTM1	-0.0776666666666666
IFNAR1	-0.842
TALDO1	-0.464625
RAB11FIP4	0.8135
EIF5A	-2.474
FAM49A	1.185
NEGR1	1.125
YTHDC2	-0.0195
EHD2	-0.331
NCF1	0.9018
SCRT2	0.608
HOXA5	2.36566666666667
NUP133	1.268
FGF12	-1.3476875
SLMO2	-0.90025
SNTA1	-0.4255
CACNG2	0.061
GCM1	0.845875
ELF1	0.917833333333333
TLR5	4.06225
TCFL5	-1.47591666666667
RBMY2FP	-1.0095
LOC100125556	0.396625
FAM129B	0.186375
MAP3K7IP1	0.08125
NCK2	-0.2015
OXA1L	-1.04175
FMO9P	0.266
ZSCAN12	0.682
PSMD12	-0.974166666666667
HSCB	-0.44375
CLDN10	-3.19675
MGC13053	-0.353
HPCAL4	-0.717666666666667
ASZ1	-0.639
MEX3D	0.555083333333333
NFAT5	0.0279
CSPG4LYP1	-0.894333333333333
FBXO3	0.6642
DVL1	-0.082
CMKLR1	1.04283333333333
TYMS	-2.47125
PEF1	0.80675
ZNF750	0.476666666666667
MCM5	-1.0334
MEGF11	-1.04325
KCNK7	-0.432
PTP4A3	-0.1215
C1QTNF2	-1.109
OR6S1	0.3255
FAM122B	-1.08725
ZNF551	-0.51725
HBQ1	-3.136
GEMIN6	-0.70475
ARSK	-0.43275
RBP7	3.4275
CPNE9	0.1985
DSC1	0.697
LOC730112	-0.30575
MAP2K4	1.938625
HS3ST5	-2.0955
EPB41L3	-1.37625
TEKT2	2.83975
CDKN2B	1.61333333333333
ZNF480	-1.20125
MAP3K6	0.2399
MAP6	2.36916666666667
HN1	-1.1581
OR2L13	-0.0162
SLC16A11	1.3165
FAM96A	-0.71775
APOL1	0.06225
C5orf32	-0.429
RTP1	-0.1005
RNF175	-0.289125
ZBTB41	2.847
AHCTF1	0.6275
SAE2	-0.7168
ITGA2	0.65575
MME	-1.1595
CCDC14	0.0615
MAST4	1.94578571428571
KRT33B	-0.6905
KCTD2	0.3665
WDR26	0.723166666666667
MFI2	-0.575875
NR4A3	-1.55425
ARSA	1.09475
UNKL	1.00833333333333
SULT6B1	0.13
CCNA2	-3.05366666666667
SOX15	-0.6465
PPAPDC1B	0.5375
C19orf44	1.0915
MCAT	0.359916666666667
ARID1B	0.681
OR52N1	-0.417
C12orf48	-1.7035
MAGI1	1.3765
NIPA2	-0.6275
GBX2	-2.0275
RSHL3	0.66875
RAVER1	-0.027
C15orf17	0.13975
SLC30A2	0.551875
ZNF518	0.47675
PCYT1B	-1.5855
C10orf114	-0.9855
EIF3H	-0.144416666666667
SLC25A39	-1.0925
KIF1B	-0.2745
AMOTL2	1.12275
C6orf120	0.846
PSRC1	-1.30575
PLA2G10	3.666
KIF5C	1.5905
MRPL37	-0.999
C17orf62	0.0015
C9orf135	-2.06166666666667
DUSP10	1.0902
CLCNKB	-0.024
PSMA5	-0.77775
C8orf53	0.389
AMPD3	0.329666666666667
PIAS1	0.35725
ADCYAP1R1	0.261
GYLTL1B	0.05
CDH20	0.0823333333333333
FBXO7	-0.20725
TMEM134	0.2545
FLJ14213	1.77883333333333
ZNF3	0.058
LRRFIP1	0.50525
CNOT2	0.49575
ABI3	1.5885
ALDH5A1	0.077
HNT	2.2566
SERPINA4	-3.218
TK2	0.162916666666667
STMN1	-1.04622222222222
GUCA2A	0.315166666666667
GALNT10	1.01564285714286
DPP6	-1.28473684210526
C9orf93	0.6605
PRELID2	-0.417625
STK39	0.86175
SFTPA1	-1.47875
CKS2	-1.01566666666667
RHO	0.41125
C20orf135	-0.382
XKR3	-2.848
CR1	0.06225
RPS6KA2	0.3405
C20orf112	0.58325
MRPL22	-1.1125
C4orf23	0.466166666666667
GADD45B	1.06675
KLHDC1	2.3355
C2orf48	-2.113
ZNF287	2.021
DAAM2	-0.78025
DPPA2	-3.63
TCTN3	0.236833333333333
DNAJB11	-0.662625
FPR1	2.90575
DEFB4	0.204
PTCD2	-0.548
SMOC2	5.29266666666667
CABP7	0.067
SERPINB11	-0.132333333333333
MAGEF1	0.685
NDE1	0.799333333333333
ITGA10	0.668
FSHB	0.6675
ANXA2	0.21825
HORMAD2	0.393
HLCS	0.27
MCF2L	1.60375
FH	-0.236
TBC1D24	1.011
KIAA1505	2.20575
LGALS2	-3.7065
CNBD1	0.338
SYNPO2L	-0.24575
PTPN23	-0.470357142857143
C1orf183	-1.17683333333333
MAGEA8	-3.39425
DGCR8	-0.42975
GSR	-2.21775
PAQR7	-0.14275
ZNF676	-0.241
CACNA1C	0.84
SP7	0.4775
PDCD6	-0.02675
NRN1L	-0.6345
BRI3BP	-0.379083333333333
KIAA1183	1.52575
ASB4	-0.2415
CCL23	0.0396
OBSL1	-0.918375
SLC12A7	0.668333333333333
KIAA0240	1.711625
CD1B	-3.80516666666667
FCGR2A	1.20325
MDC1	-0.48575
HTR1A	0.354666666666667
OCEL1	0.69775
ATP11B	-2.08706666666667
FBXO34	0.275333333333333
PCDH12	3.40583333333333
RPE	-1.1345
C17orf74	-0.0105
CSDC2	1.18533333333333
PET112L	-0.3445
TMBIM1	0.228375
P2RXL1	-0.6735
TCHP	-0.48825
TRMT1	-0.9715
F2RL2	0.643416666666667
LRRC32	2.71466666666667
IMPG2	0.071
BGLAP	0.4345
LOC493869	-1.542
MRAS	0.564875
SLC35F5	0.182
CBWD1	0.1055
AXL	-1.34575
ATP2C2	1.826
TELO2	-0.20325
PNPLA3	-3.0985
PCDHB14	0.13375
CD276	-0.27
KRT80	-2.1025
DUSP28	0.969
CSNK1E	0.402083333333333
SRP14	1.0995
KCNQ4	-0.164
KRT72	-0.1615
CCDC117	0.576625
C6orf89	0.541611111111111
TUBB2B	-2.87116666666667
RTN4IP1	-1.16375
CR1L	-4.672
CEND1	0.14025
C12orf41	-0.033
RNF31	0.05925
UBN1	0.8035
C17orf32	0.599
SLC5A7	0.469
GPR92	1.51966666666667
ESAM	2.2627
CTNNA1	0.402333333333333
HRBL	-0.3438
CBX4	-0.37
TMEM182	-0.6375
SH3TC2	-1.812
IL10	0.453166666666667
PXMP4	0.7355
RNF167	0.4861
PAK7	0.647833333333333
ETV3	0.1915
ATPIF1	-0.436666666666667
LOC554207	-2.71183333333333
OR8H1	0.159
WDFY3	1.29875
DPM1	-1.076
GPSM1	-0.68
WDR92	-0.0492
LRP1	0.479666666666667
ANKH	-0.61675
THUMPD3	-1.31325
POLR1B	-0.68825
OLFM4	3.767
RAD9B	0.34925
TSPY2	-4.304
PAX6	-1.707
SCG2	-2.979875
SLC17A6	0.7525
FMO3	2.1355
PADI4	-0.22775
TUBB4	-1.0943
NLK	0.36275
POU4F3	-0.545
SDF4	-0.18575
ITGBL1	3.8325
NETO1	-2.30425
TAP2	-0.928625
ABBA-1	-0.52775
GNAI1	-1.29325
VPS4B	0.992
NOPE	-0.2844
GALNT6	2.04766666666667
SESN1	1.621375
GBE1	-2.02033333333333
CLASP1	-0.06175
RASGEF1B	0.1425
ACOT11	-0.403142857142857
AFAP1	1.1635
OR2H2	0.307
DPY19L2P1	0.05275
DZIP1	-1.89375
SEC22C	-0.161166666666667
GPR161	-0.10575
RNF146	1.8615
WDR74	-0.92025
GALP	-0.3095
PURA	1.21075
DNPEP	0.195666666666667
RP11-78J21.1	-1.02
ERBB2	2.023375
FANCM	-0.177583333333333
NEO1	0.9275
DDX3Y	-5.7916
RPS3A	0.333875
MXRA7	-0.0141428571428572
LGALS3	-0.393666666666667
GLT8D1	0.76375
CFL2	-1.45416666666667
UPB1	-0.021
NAP1L5	-0.038125
CLDN14	-0.679
DHX38	-0.926
BTBD1	0.0115
TARS2	0.660166666666667
ABCF1	-0.4675
FCF1	0.45
LRRC49	0.339
GUCY1B2	-3.0255
C1orf177	0.5985
SMARCA4	-0.639857142857143
LRP8	-3.96066666666667
TAGLN3	-1.1125
MRPL14	-0.8615
TTRAP	0.41875
ZDHHC20	0.3765
NFE2L3	-2.155
KIAA1377	2.23975
PALMD	1.3688
TMEM43	-0.02625
TTL	-1.3435
STAT5B	-1.8085
SSB	-0.723
OR10H5	0.639
SLC22A13	-0.4795
AKAP3	-0.958
TIMM23	-0.282333333333333
OAS2	1.473
KIAA0423	1.54625
TRIM11	1.19233333333333
GLIS3	1.948375
TMEM50B	0.815
ARHGEF4	-1.218875
DEGS1	-0.742
TBL1XR1	1.5503
G6PD	-2.3815
SP140	-0.6248
MUC17	-0.0145
NUDC	-0.625
DNAJC5B	0.568666666666667
SCARA3	-0.316
CPA3	6.82866666666667
BCAT2	-0.108125
MFN1	-0.3504
NRG3	0.469
SNX11	-0.0175
PLEKHH1	-0.038
GPR177	0.0301666666666667
HCFC2	0.039
TCAP	0.31725
MOCOS	-1.64775
C14orf93	0.30225
PRDM10	0.402
SLC16A4	0.0223333333333333
SRGAP1	0.0965
VIP	1.072
DUSP27	1.04483333333333
LILRA1	0.9758
MC2R	0.1775
MGC24103	-1.0355
MBTD1	-0.1255
FUT11	-0.882833333333333
USP33	0.6609
C15orf39	-1.45
MAP3K12	-0.21075
PAAF1	-0.5455
BARHL1	-0.145
FLJ16165	-0.2515
PIWIL2	-2.79925
SYNE1	0.69675
CMTM4	0.53075
TSPYL1	1.2254
GUF1	-1.19866666666667
TMEM157	1.516
WDR44	0.42775
HIST1H3C	-0.32875
DKFZp666G057	2.12425
RNPEP	0.83775
GAS2L2	-0.195666666666667
ADH4	-5.85675
GRPR	3.21133333333333
FBXL17	0.6425
ZBTB10	0.240333333333333
Gcom1	0.321111111111111
HTRA1	1.8326
ZNF585A	0.635666666666667
SLC26A2	0.381214285714286
OTOP3	-0.0983333333333333
WISP1	3.07788888888889
ATP2B4	0.840083333333333
FLJ10769	0.71525
CRAMP1L	1.13325
CHST12	-0.258
RAB22A	0.5135
TARDBP	0.150357142857143
STAU1	-0.15575
CRB3	2.06333333333333
MIG7	-1.39525
CHMP1A	-1.00966666666667
ZNF160	0.44825
B3GALT6	-0.067625
BARX1	-1.88016666666667
C6orf167	-1.0900625
NXNL1	0.5025
DHX29	0.194375
HADHB	0.03925
PLXNB2	0.74425
ILDR1	0.10525
SLC15A3	2.16125
GAS2	-3.6485
C20orf69	0.653
NUMB	0.1865
TNIP1	0.087375
MESP1	0.241166666666667
PSKH1	-0.353
NSFL1C	-0.281375
RHOG	-0.21825
HEY1	-1.65383333333333
KNG1	-2.733375
ITGAX	1.3293
LIN9	-0.307
CANT1	0.7205
XRN1	0.332928571428571
CCDC96	1.7133
HEATR6	-1.08816666666667
GNG7	0.6695
RUNX2	1.48
SOX1	0.203666666666667
FCRL5	0.531
ZNF99	0.82325
FAM9A	-0.3125
SNX22	-0.4505
MBNL3	-3.05583333333333
ODC1	-2.5461
ADORA2B	-2.0545
NR2F6	0.20675
ZFYVE16	0.399555555555556
SYNJ2BP	0.6281
POLE	-0.937875
E2F2	-2.011
THRA	0.654666666666667
PTGES2	-1.56733333333333
HIP1R	0.369166666666667
TMUB1	-0.826833333333333
ENO3	-1.68775
RSPH10B	-0.0495
CXorf39	0.932125
IRGC	-0.05225
GPR109B	-0.284
FLJ13305	-1.1515
LCE3A	-0.7405
TNFRSF18	0.556666666666667
DET1	0.7665
TRPM3	-0.345833333333333
C16orf79	-0.681
FECH	0.00983333333333332
RAP2A	-0.554
CRIP1	2.626
AZIN1	-0.231875
SLC7A7	2.5245
IL10RA	0.6429
TMEM64	-2.205
CDC42EP4	1.1187
C16orf58	0.3275
ARG2	-2.7275
POU5F1P4	-4.58425
FAM62B	-0.557
DNAH8	-2.9248
ASH2L	0.0885
TSLP	-3.999
CNTNAP5	-0.264166666666667
TMEM16C	0.1405
IFNA14	-0.0465
SLC1A3	-0.490875
CABYR	2.468
BCL7B	-0.2104
NUDT13	-0.451666666666667
C13orf28	0.341
C1orf53	1.64075
ARL6IP4	-0.0555
RPL35A	0.0555
EMR3	0.5935
RAB40C	0.715416666666667
SLC41A1	0.434333333333333
LRCH1	0.1535
LY6G5B	-0.998
FAM124A	-1.11221428571429
MGC10981	-4.259
CLIP3	0.0454
MAP4K2	-0.287833333333333
CHIC1	0.6755
SULF1	3.24816666666667
C20orf30	-0.0641428571428572
PRDM5	-0.768
ELOVL1	-0.2955
C11orf48	-1.127625
SLC39A10	-0.00525
KCNV1	-0.45225
ACP1	-0.494833333333333
ZMYM2	0.372875
B3GNT6	-0.393
C9orf69	0.22925
C2orf15	1.768
C20orf166	0.971
HSP90AA6P	-0.309
EDG7	-0.7915
NEURL	-0.844375
LPL	-0.584666666666667
CLEC2D	0.284
GRRP1	1.217
CD8B	-3.6785
HIST1H3D	-1.598
SLC6A12	-0.0435
FAM27L	0.1245
CD84	1.337
RASA1	0.3685
PHKG1	-0.3995
MAGEA11	-2.2645
IMPA1	-1.3062
NPM3	-2.20675
RARRES1	1.364
SH3BP1	-0.528625
B3GNTL1	-0.539
ARPC5L	-0.613
KLHL26	0.52575
SIM2	-0.377625
GJC1	0.1975
C20orf194	0.70175
EXO1	-2.83975
SLC2A2	-3.16883333333333
LOC285074	-1.0375
LRG1	1.669
KIRREL	0.0465
PIK3R1	1.83828571428571
C4orf34	1.292
MAF	-0.472944444444445
ADCY4	3.31783333333333
ZMIZ2	0.5488
SLC46A3	0.349
STAMBP	-0.128833333333333
CCDC16	0.74275
MS4A12	0.0735
TCF20	0.5395
LRRC46	1.794
C20orf152	0.6335
MRPS6	-0.1885
ABCB11	0.33
KCNC2	0.7825
CDH19	-2.50633333333333
C9orf123	0.701166666666667
SSH3	1.28225
LDLRAD1	-2.9995
CCBE1	-0.13225
ZNF135	-0.439875
TAAR1	0.2265
WFDC12	0.2725
CCDC42	0.170166666666667
FLJ12529	-0.29925
PER1	-0.824
TIMM50	-1.12516666666667
SMARCAD1	0.0348333333333333
FAM26C	0.2245
TP53TG3	-2.223
SH3RF1	2.4761
LMCD1	2.082
GPR63	-0.762
FLJ21986	-2.192625
AIFM3	0.35
MICAL1	-0.605833333333333
BLZF1	1.47766666666667
IQCA	3.0345
PCDHGC3	-0.5935
SAC	0.133
BCL6B	2.10916666666667
DDO	0.82275
MARCO	0.92075
DCHS1	1.2985
C1orf170	-0.0641666666666667
CD200R1	0.0691666666666667
C22orf15	-1.1815
SEPT11	0.5295
ADNP	0.4195
UST	-0.5065
C13orf34	-1.7945
RFFL	0.344428571428571
APBA3	-0.0245
C2orf60	-0.2095
CUTL1	-0.701
PMS1	-0.42075
ZNF689	0.789
EIF3E	-0.655333333333333
IL9	-0.3195
RPL31	-0.127375
LY9	-0.00799999999999999
ATP2B3	0.04375
KDELR2	-0.587
TFCP2	0.317375
NLRP12	0.133125
FLJ45422	-0.17175
TLE4	-0.9279
ZNF570	0.0395
FLJ43806	-0.3755
TLK2	-0.3265
CIR	0.8155
MARS2	-0.4345
COL24A1	0.4505
SDF2L1	-0.967
HIBADH	-0.578
IGFBP3	-2.35914285714286
C12orf23	0.400125
PSPC1	-0.149
C20orf43	-0.149
TRAV20	0.345
ARHGAP24	0.743875
KIAA1975	-0.92775
C1QA	3.1075
DNTT	-5.20716666666667
C10orf6	0.532
C11orf41	-1.2225
HNRPF	0.488625
COL11A1	6.93566666666667
UBAP2	-0.388
CDKN2AIPNL	-0.448
C20orf174	1.0515
SPRED2	0.68825
PLA2G12A	0.0211666666666667
ICEBERG	-2.7412
SCN10A	-0.053
C11orf65	-0.2155
GBP5	2.8015
PITPNC1	-1.6795
POU3F3	0.779
NCOA7	-0.61775
LIN7C	-0.1572
LOC348840	-1.189
NKX2-2	-3.6045
ANKRD13D	0.3
LOC123688	-0.40475
FUT2	2.13133333333333
TAAR8	0.529
FZD4	0.83375
PNMA3	-0.643
OR4L1	0.495
WIT1	-2.71075
EXOC3L	1.163
ATPBD4	-0.5629
KRBA1	-0.359
UBXD6	-0.72875
HOXB7	-0.733285714285714
C7orf23	-0.431
UNQ338	-1.3295
STAB2	0.4395
CDC20B	0.2815
IRF9	1.4715
CENTG1	-0.558583333333333
TNPO2	-0.939
MCPH1	0.15125
BMS1P5	-1.084
SLC26A7	0.33275
HIST1H3J	0.50325
C9orf3	0.4249
LBH	0.502125
MYO1D	0.81775
PTDSS2	-0.3705
NFU1	0.8475
DEPDC4	-1.21325
WNT7B	1.3671
GLP2R	-0.242166666666667
SETD4	-0.1216
DYNLT3	-0.1875
FKBP11	-1.42483333333333
SESTD1	1.94966666666667
FLII	0.7645
RPS16	-0.384
CHPF	-0.635166666666667
CSNK2A1	-0.462
SUMO1P1	-0.16225
FKBP6	-0.9455
ZNF214	2.24083333333333
TWIST1	-0.23
DDX56	-0.7385
TRAM1L1	2.9333
EPO	-3.38166666666667
MRPS18B	-0.43275
ZNF682	0.049
RPL14	-0.0105
MAFF	-0.4695
LOC51136	-1.072875
LY96	-0.847
DDX20	-0.0945
ABTB1	1.33583333333333
ARL5A	-0.023
CCT6A	-1.5485
HEPACAM	-1.66183333333333
EHHADH	-2.30366666666667
RBAK	0.658166666666667
CGB1	-0.1765
ITGB5	1.3959
YIPF3	0.2615
FKBP2	0.14275
NR1D1	-1.5457
TMEM110	-0.293
NEK2	-0.590833333333333
PRAMEF8	-3.82525
C20orf52	-1.345
PCDHGA3	-0.991
VWA3B	0.36175
NDUFA5	0.424125
THAP9	-0.20575
FLVCR2	-1.24266666666667
AP1S1	-1.42925
SMAD6	-0.95675
SAV1	0.684
SAT1	0.191125
ZNF251	0.770875
ADAMTS7	0.2802
RPP38	0.25875
C1orf211	-2.1305
YPEL2	2.369
RBMS1	-0.37
ZNF445	0.0491666666666667
NRXN2	-0.1795
PGBD4	0.057375
UGT2B28	-3.2635
WBSCR16	-0.6397
NLRC3	-0.288125
ASTL	0.2005
ST6GALNAC1	-3.88325
ZADH2	0.954625
MLLT4	1.10766666666667
ARL6	0.1145
MEF2C	-0.2505
CBFA2T3	-1.116
AFF3	1.70364285714286
COG7	0.542833333333333
MYB	2.16216666666667
PLXNA3	-0.1005
XRCC2	-2.05666666666667
MMS19	-0.158375
ST8SIA5	-1.229625
CHPT1	1.835
KIAA1712	-0.762625
OR6X1	-0.773
ACTR3	-0.736125
UGCG	3.04016666666667
OR4P4	-0.0835
ZAP70	-3.4585
LPP	1.989625
ZNF485	-0.573
PTPRCAP	-1.0585
IL12RB1	0.0735
ATRX	0.6154
CHST8	-1.34
