Hybridization REF	TCGA-A8-A08A-01A-11R-A00Z-07
SH3TC2	-0.8625
IL10	0.745833333333333
PXMP4	1.054
RNF167	0.1727
PAK7	0.690833333333333
ETV3	0.00800000000000001
ATPIF1	0.156333333333333
LOC554207	-2.635
OR8H1	0.19925
WDFY3	1.01475
DPM1	-1.76275
GPSM1	0.458
WDR92	0.0678
LRP1	0.698833333333333
ANKH	0.6165
THUMPD3	-0.95725
POLR1B	-0.66025
OLFM4	-0.622833333333333
RAD9B	-0.24125
TSPY2	-4.015
PAX6	-2.33566666666667
SCG2	-3.1225
SLC17A6	-0.107
FMO3	2.246
PADI4	0.0701428571428572
TUBB4	-0.8315
NLK	0.0845
POU4F3	-0.536
SDF4	0.21825
ITGBL1	1.99383333333333
NETO1	-0.269125
TAP2	0.57675
ABBA-1	-0.266416666666667
GNAI1	-1.24825
VPS4B	0.628
NOPE	-0.7766
GALNT6	2.26316666666667
SESN1	1.08875
GBE1	-1.56688888888889
CLASP1	0.00149999999999995
RASGEF1B	0.116
ACOT11	0.036
AFAP1	0.18325
OR2H2	0.44975
DPY19L2P1	-1.40225
DZIP1	-2.15275
SEC22C	0.452833333333333
GPR161	-0.487833333333333
RNF146	0.815
WDR74	-0.79125
GALP	-1.432
PURA	1.5935
DNPEP	0.666166666666667
RP11-78J21.1	-1.17575
ERBB2	2.16275
FANCM	-1.02991666666667
NEO1	0.853166666666667
DDX3Y	-5.0443
RPS3A	0.334875
MXRA7	-0.536857142857143
LGALS3	-1.25883333333333
GLT8D1	0.15725
CFL2	-1.98783333333333
UPB1	0.21125
NAP1L5	0.477
CLDN14	-1.22
DHX38	-1.034
BTBD1	-0.305
TARS2	0.883833333333333
ABCF1	-0.1268
FCF1	0.551
LRRC49	0.39825
GUCY1B2	-1.374
C1orf177	0.463833333333333
SMARCA4	-0.445571428571429
LRP8	-3.57383333333333
TAGLN3	-0.84125
MRPL14	-0.0895
TTRAP	-0.027
ZDHHC20	0.529
NFE2L3	-0.70875
KIAA1377	1.276
PALMD	0.9639
TMEM43	-0.42525
TTL	-1.568125
STAT5B	-0.8205
SSB	-1.244625
OR10H5	0.475
SLC22A13	-0.49675
AKAP3	-0.56425
TIMM23	0.1805
OAS2	1.48558333333333
KIAA0423	0.917
TRIM11	0.9855
GLIS3	1.77075
TMEM50B	0.5635
ARHGEF4	-1.764125
DEGS1	-0.722909090909091
TBL1XR1	1.43356666666667
G6PD	-1.59125
SP140	0.3108
MUC17	-0.308285714285714
NUDC	-0.2313
DNAJC5B	2.3898
SCARA3	-0.0788333333333333
CPA3	4.6435
BCAT2	0.16325
MFN1	-0.6846
NRG3	-0.711
SNX11	0.38275
PLEKHH1	-0.5555
GPR177	-0.195333333333333
HCFC2	-0.10075
TCAP	-1.07475
MOCOS	-1.22425
C14orf93	-0.118
PRDM10	-0.675166666666667
SLC16A4	2.2155
SRGAP1	0.826
VIP	0.605
DUSP27	1.33933333333333
LILRA1	1.1954
MC2R	0.242
MGC24103	-1.20275
MBTD1	-1.7645
FUT11	-0.745
USP33	0.7355
C15orf39	-1.44225
MAP3K12	-0.561625
PAAF1	-0.247
BARHL1	-0.159
FLJ16165	0.194
PIWIL2	-2.71775
SYNE1	-0.179090909090909
CMTM4	0.20925
TSPYL1	1.3101
GUF1	-0.242166666666667
TMEM157	1.2625
WDR44	-0.0195
HIST1H3C	-0.14575
DKFZp666G057	2.622
RNPEP	1.26
GAS2L2	0.203833333333333
ADH4	-4.489
GRPR	4.22983333333333
FBXL17	1.3455
ZBTB10	0.308833333333333
Gcom1	0.600166666666667
HTRA1	2.1454
ZNF585A	-0.205
SLC26A2	0.697357142857143
OTOP3	0.818833333333333
WISP1	3.13788888888889
ATP2B4	-0.608166666666667
FLJ10769	0.993
CRAMP1L	-0.033375
CHST12	-0.73575
RAB22A	0.2185
TARDBP	-0.352428571428571
STAU1	-0.0135
CRB3	2.10733333333333
MIG7	-1.33725
CHMP1A	0.58
ZNF160	-0.251375
B3GALT6	-0.15
BARX1	-1.2975
C6orf167	-2.09275
NXNL1	0.3225
DHX29	0.473125
HADHB	0.001
PLXNB2	0.9755
ILDR1	-0.5165
SLC15A3	3.2605
GAS2	-4.22883333333333
C20orf69	-0.68125
NUMB	-0.33125
TNIP1	0.467875
MESP1	-0.503333333333333
PSKH1	-0.0955
NSFL1C	0.027625
RHOG	0.16375
HEY1	-2.62183333333333
KNG1	-2.074
ITGAX	2.2774
LIN9	-0.8865
CANT1	0.64125
XRN1	0.148
CCDC96	1.9921
HEATR6	-1.2225
GNG7	0.434083333333333
RUNX2	1.19925
SOX1	1.7645
FCRL5	-0.3621
ZNF99	-0.1275
FAM9A	1.035
SNX22	0.328666666666667
MBNL3	-2.42233333333333
ODC1	-2.8643
ADORA2B	-4.22
NR2F6	0.66375
ZFYVE16	-0.0874444444444444
SYNJ2BP	0.8633
POLE	-1.318
E2F2	-1.5515
THRA	-0.0348333333333333
PTGES2	-0.905333333333333
HIP1R	0.0853333333333333
TMUB1	-0.478
ENO3	-1.9365
RSPH10B	-1.201
CXorf39	1.161
IRGC	0.2425
GPR109B	-0.25975
FLJ13305	-1.098
LCE3A	-0.777
TNFRSF18	0.398666666666667
DET1	0.20125
TRPM3	-0.13325
C16orf79	-1.369
FECH	0.632333333333333
RAP2A	0.0488333333333333
CRIP1	2.74166666666667
AZIN1	0.1475
SLC7A7	4.03525
IL10RA	0.9523
TMEM64	-1.979
CDC42EP4	0.6382
C16orf58	0.2557
ARG2	-1.973
POU5F1P4	-4.49025
FAM62B	-0.531875
DNAH8	-2.9891
ASH2L	0.102125
TSLP	-4.3442
CNTNAP5	0.9198
TMEM16C	-0.5605
IFNA14	0.286
SLC1A3	0.74425
CABYR	2.05475
BCL7B	-0.5506
NUDT13	-0.606333333333333
C13orf28	0.991333333333333
C1orf53	1.314
ARL6IP4	0.2636
RPL35A	-0.049
EMR3	1.0125
RAB40C	0.803583333333333
SLC41A1	-1.4545
LRCH1	0.34675
LY6G5B	-0.772
FAM124A	-0.442785714285714
MGC10981	-3.55833333333333
CLIP3	0.0987
MAP4K2	0.0871666666666667
CHIC1	0.607
SULF1	3.36133333333333
C20orf30	-0.0413571428571429
PRDM5	-1.005625
ELOVL1	-0.09975
C11orf48	-0.550625
SLC39A10	0.15425
KCNV1	0.183
ACP1	-0.421666666666667
ZMYM2	0.2295
B3GNT6	0.241833333333333
C9orf69	-0.1835
C2orf15	1.27875
C20orf166	-1.207
HSP90AA6P	-0.2515
EDG7	-0.1365
NEURL	-0.410375
LPL	0.951
CLEC2D	-0.499571428571429
GRRP1	0.956833333333333
CD8B	-3.7039
HIST1H3D	0.1835
SLC6A12	1.011625
FAM27L	-1.3945
CD84	2.542
RASA1	-0.2265
PHKG1	-0.7155
MAGEA11	-0.835
IMPA1	-1.435
NPM3	-2.03125
RARRES1	1.36675
SH3BP1	0.171375
B3GNTL1	0.019
ARPC5L	-0.345833333333333
KLHL26	0.60525
SIM2	-2.07575
GJC1	0.9725
C20orf194	0.40975
EXO1	-2.433
SLC2A2	-2.07833333333333
LOC285074	-0.818
LRG1	2.14375
KIRREL	0.6925
PIK3R1	0.540071428571429
C4orf34	1.39875
MAF	-0.5575
ADCY4	3.74133333333333
ZMIZ2	0.3019
SLC46A3	1.48
STAMBP	0.209
CCDC16	0.589
MS4A12	-0.175
TCF20	0.14575
LRRC46	2.158
C20orf152	0.935
MRPS6	-0.178375
ABCB11	0.1625
KCNC2	0.986166666666667
CDH19	-4.04083333333333
C9orf123	0.242666666666667
SSH3	1.26425
LDLRAD1	0.4775
CCBE1	2.56725
ZNF135	-0.81625
TAAR1	0.4145
WFDC12	0.6815
CCDC42	0.579833333333333
FLJ12529	-0.64625
PER1	-0.901666666666667
TIMM50	-0.590333333333333
SMARCAD1	-0.253666666666667
FAM26C	0.368
TP53TG3	-2.27666666666667
SH3RF1	2.2661
LMCD1	1.479
GPR63	0.0405
FLJ21986	-2.17225
AIFM3	-0.52075
MICAL1	0.0573333333333333
BLZF1	1.10333333333333
IQCA	0.920666666666667
PCDHGC3	-0.611
SAC	-1.14625
BCL6B	2.20583333333333
DDO	1.55475
MARCO	2.746
DCHS1	1.12883333333333
C1orf170	1.48333333333333
CD200R1	1.46383333333333
C22orf15	0.066
SEPT11	0.100166666666667
ADNP	-0.185
UST	-2.078
C13orf34	-1.36816666666667
RFFL	0.257357142857143
APBA3	0.08
C2orf60	-0.924375
CUTL1	-0.422
PMS1	-0.68075
ZNF689	0.815
EIF3E	-0.7465
IL9	0.3705
RPL31	-0.618875
LY9	-0.169333333333333
ATP2B3	-0.38325
KDELR2	-0.239541666666667
TFCP2	0.365
NLRP12	0.354
FLJ45422	0.15675
TLE4	-1.4415
ZNF570	-0.544
FLJ43806	-0.4685
TLK2	-0.778
CIR	0.4755
MARS2	-0.1565
COL24A1	1.3985
SDF2L1	-0.033
HIBADH	-0.4565
IGFBP3	-3.01271428571429
C12orf23	0.313375
PSPC1	-0.39175
C20orf43	0.121
TRAV20	2.0295
ARHGAP24	0.501875
KIAA1975	-0.5255
C1QA	3.6589
DNTT	-4.57833333333333
C10orf6	0.148916666666667
C11orf41	-0.13225
HNRPF	0.084875
COL11A1	7.166
UBAP2	-0.383
CDKN2AIPNL	-0.8125
C20orf174	2.40625
SPRED2	0.6315
PLA2G12A	0.663
ICEBERG	-2.29883333333333
SCN10A	2.595
C11orf65	-0.76825
GBP5	4.79775
PITPNC1	-1.19066666666667
POU3F3	1.3295
NCOA7	-1.735125
LIN7C	-0.0733
LOC348840	-0.9405
NKX2-2	-3.54033333333333
ANKRD13D	0.230375
LOC123688	0.6755
FUT2	2.28533333333333
TAAR8	0.534
FZD4	-0.19825
PNMA3	-1.13733333333333
OR4L1	0.455
WIT1	-2.77
EXOC3L	1.14275
ATPBD4	-1.0696
KRBA1	-0.73
UBXD6	-0.142
HOXB7	-0.782928571428571
C7orf23	-0.702
UNQ338	-1.23075
STAB2	0.1435
CDC20B	1.477
IRF9	1.5975
CENTG1	0.0535833333333333
TNPO2	-1.05475
MCPH1	0.2495
BMS1P5	-1.45225
SLC26A7	-0.864666666666667
HIST1H3J	1.025
C9orf3	-1.0208
LBH	1.063
MYO1D	1.02475
PTDSS2	-0.55025
NFU1	-0.02125
DEPDC4	-1.5055
WNT7B	1.8605
GLP2R	0.0261666666666667
SETD4	-0.3836
DYNLT3	-0.1433
FKBP11	-0.586333333333333
SESTD1	1.11366666666667
FLII	0.77175
RPS16	-0.3822
CHPF	0.0968333333333333
CSNK2A1	-0.390833333333333
SUMO1P1	-0.56575
FKBP6	-0.8825
ZNF214	0.802333333333333
TWIST1	0.1595
DDX56	-0.583833333333333
TRAM1L1	2.7273
EPO	-2.61183333333333
MRPS18B	-0.4185
ZNF682	-0.722166666666667
RPL14	-0.196166666666667
MAFF	-1.03975
LOC51136	-1.02775
LY96	-0.0595
DDX20	-0.306
ABTB1	0.5385
ARL5A	0.5702
CCT6A	-1.281
HEPACAM	-1.2565
EHHADH	-0.298666666666667
RBAK	0.170166666666667
CGB1	-0.4135
ITGB5	1.1066
YIPF3	0.36925
FKBP2	0.24325
NR1D1	-1.1249
TMEM110	0.2225
NEK2	-1.23683333333333
PRAMEF8	-3.47875
C20orf52	-0.822333333333333
PCDHGA3	-1.2105
VWA3B	1.029
NDUFA5	-0.047875
THAP9	-0.54875
FLVCR2	0.0306666666666667
AP1S1	-1.043875
SMAD6	-0.4725
SAV1	0.110375
SAT1	0.8325
ZNF251	-0.574375
ADAMTS7	0.3074
RPP38	-0.56075
C1orf211	-1.6665
YPEL2	1.9107
RBMS1	-1.649
ZNF445	0.0773333333333333
NRXN2	-0.0646666666666667
PGBD4	0.148
UGT2B28	1.618
WBSCR16	-0.4777
NLRC3	0.114875
ASTL	0.36275
ST6GALNAC1	-3.55375
ZADH2	0.03175
MLLT4	0.7675
ARL6	-0.143666666666667
MEF2C	1.04125
CBFA2T3	-0.1215
AFF3	2.43814285714286
COG7	0.630166666666667
MYB	0.523833333333333
PLXNA3	0.095
XRCC2	-2.28766666666667
MMS19	-0.178875
ST8SIA5	-1.4605
CHPT1	3.12233333333333
KIAA1712	-0.299125
OR6X1	0.2605
ACTR3	-0.4635
UGCG	1.82683333333333
OR4P4	-0.4145
ZAP70	-2.94975
LPP	1.850375
ZNF485	0.384
PTPRCAP	-0.4165
IL12RB1	0.48775
ATRX	0.4681
CHST8	2.627
C14orf109	0.17775
ARV1	1.17125
NMB	-1.70471428571429
COX5A	-0.785666666666667
EIF6	-0.296
MPPED2	-0.653666666666667
SEMG1	-1.441
CHRDL1	-0.138
TRAF3IP2	0.66925
WNK2	-0.23725
LILRA4	1.98
LAMA2	3.245
PXT1	0.146
RLBP1	-3.312
CD300C	0.90225
SLTM	-0.26975
FLJ10404	-0.4511875
APOBEC3D	-1.8215
RENBP	0.751333333333333
ATXN7L1	0.496
NID1	0.162
TUBGCP3	-0.94125
ITIH5	-0.220625
CCDC110	2.885
C8A	-2.4565
MGC87042	0.58225
HOXC13	-4.409
TFDP2	-0.90525
HCP5	1.6675
POLI	0.4455
UCN	0.0173333333333333
ZNF764	0.315333333333333
C8orf45	1.273
FHL3	-0.76725
SPATA5L1	-1.06175
MMRN2	2.22833333333333
NDST1	0.9815
COL20A1	0.0876666666666667
ZNF248	-0.871333333333333
PELP1	-0.146166666666667
MBL2	-3.04033333333333
RNF41	0.607125
C5orf24	0.71475
THOC5	0.129875
SERINC3	0.239916666666667
RP11-151A6.2	1.2105
CDCP2	-0.16475
HIST1H2AA	1.0675
C11orf75	-0.0821666666666667
FKBP7	0.25425
DDOST	-0.22125
GPNMB	0.2525
TTF2	-1.16666666666667
KCNT1	-0.941333333333333
SLC39A14	-0.94975
NGRN	0.5609
GPR137B	2.097
MECP2	-0.128125
PSMA1	-1.173
C16orf73	-5.028
TMEM60	0.579833333333333
CSN3	-0.094
NOS1	0.263166666666667
RAB7L1	0.0511666666666667
YBX2	-0.995
KIAA1166	-0.22325
FUBP3	-0.489666666666667
ABCG1	1.719
ACACA	0.321
ARL11	1.6542
ATOH1	-0.8715
ODF1	-0.0741666666666667
CREB3L3	-1.8895
TMEM127	1.35621428571429
DSCAML1	-0.59125
PLN	1.40166666666667
LYPLA1	0.401333333333333
PRDM9	-1.54066666666667
SASP	-0.6505
PLUNC	0.0518333333333333
INTU	0.60975
HISPPD1	-0.5075
LNPEP	0.051
YARS2	-0.382
APCDD1L	-1.701
ZCCHC4	-0.9778
FBXO22	-0.9165
TTLL13	-0.3795
ZNF669	0.395
PTGDR	1.65825
DDX27	-0.82575
KIAA0409	-0.8185
GJB6	-0.00675
ASB8	0.99725
PLP2	-0.730166666666667
MEPE	0.822666666666667
OR10J5	-0.449
KRT222P	-0.6405
COQ7	0.687333333333333
C1orf101	2.3535
RERG	3.0776
CHMP5	0.132
THAP11	-0.213875
ZNF43	-0.0543333333333333
ZRANB3	-0.779666666666667
KRT13	-1.777125
MRPL19	-0.556625
RBBP9	0.09
SPATA17	1.76342857142857
BXDC5	-0.100166666666667
PAFAH1B1	-0.18775
MAGEE1	0.56875
OSTF1	0.089
KIAA0323	0.475416666666667
TXNDC13	0.202666666666667
CNTN4	1.537625
LCE1B	3.247
UNQ501	1.16625
ZNF154	-0.06925
C3orf64	-0.47675
SYT5	0.0041
PON1	1.12933333333333
FLJ10357	-0.3315
ATP4A	-1.6275
GNPDA1	-0.541166666666667
MGAT1	0.970666666666667
C14orf121	0.325
SLC35B2	-0.18325
MIER3	0.431333333333333
CHEK1	-4.302375
ZNF8	0.1065
TXNDC1	-0.4885
CKB	0.0321
RTN3	0.233857142857143
FZD2	-0.691666666666667
PART1	0.600125
PSMB6	-0.4305
PCDHB8	-1.3725
PHC3	0.3558
PPP1R8	-0.234666666666667
NOVA2	1.6975
TNFRSF11B	-3.428125
GOLPH3	0.193666666666667
UBLCP1	-0.74325
SUHW3	-1.12125
TTLL1	1.737
OPN4	0.3745
OR13G1	0.0365
ZPBP2	0.09525
HSD17B11	-1.37875
C9orf50	0.547
DHDDS	0.158928571428571
CTSW	-0.0987
NEFM	-2.94683333333333
MRPL28	-0.2945
SYN1	1.05533333333333
PIGV	0.492333333333333
ZIM2	-1.0495
APBB1	-0.446
SND1	-0.38675
C1orf123	-0.416
CHD3	0.39075
BHLHB8	0.373
RNASE2	0.0945
BCAP31	0.247625
SLC25A44	0.828
CHD6	0.2268
PIB5PA	2.08746153846154
SELS	-0.107
LOC541471	-0.216125
FAT2	-0.399
ZNF81	-0.2835
OR4C16	0.961
FLJ10081	0.0167
LRRC4	1.949
CS	-0.435333333333333
N4BP2	-0.141125
IGFBP7	1.12175
ZNF318	0.350333333333333
NDNL2	0.473
ZNF609	0.269625
SIRT4	0.6885
EXOSC10	-0.272
ECE2	-0.0463333333333333
OVGP1	1.39875
GTPBP3	-0.96725
PACS2	0.6407
C19orf36	0.7725
ARL4C	-0.24525
ATG4B	-0.607
UBQLNL	-0.69775
RHOXF2B	-3.3245
PLEKHG2	-1.609
GALR1	-1.005
AQP4	0.1892
HDAC7A	0.148333333333333
DCUN1D3	0.45775
OR8A1	0.106
CCRN4L	0.165875
CBR4	0.00916666666666668
KIFC1	-2.2425
SLC7A14	-1.69733333333333
LHX5	0.322
TRPC7	0.093
LPXN	-0.589
SERPINA1	-1.97375
RPS13	-0.3604
BPIL3	0.288
PRKAA1	-0.59875
FADS2	1.1758
ENAH	0.5489375
PRO1768	-3.95
APBA2BP	0.21025
LIPH	2.802
C3orf33	0.29525
RCC2	-0.167642857142857
ALDH1A2	-3.534
RNF103	1.89425
AHCY	-0.50475
ALG12	0.5775
CCL17	2.77025
ZNF543	0.788
ESRRG	2.1906
CNGA1	-1.00425
RDH5	-0.836666666666667
OTX1	-0.4499
PTGFR	-2.04133333333333
CDR2	0.447875
SELE	2.003
NLGN2	-0.886833333333333
EXOSC9	-1.27775
ZNF566	-0.094
KLRC2	-4.7065
GPR12	0.811
KIAA0196	0.34875
PDRG1	0.17125
SSR3	-0.720857142857143
MSI1	-0.7445
CST9	4.141
CC2D1A	0.280375
PLAGL1	-0.738611111111111
ZNF778	0.3675
RNF2	0.4505
KLF6	1.13566666666667
THBD	2.91416666666667
tcag7.1314	1.0875
NR5A1	0.0171666666666667
ABCD2	3.04333333333333
DNAJC7	-2.1
CLEC4C	1.1275
TM2D3	0.351625
CCDC4	0.166
PLAC2	0.54075
DCD	5.6045
FAAH	2.207625
POLA1	-0.744166666666667
TM7SF2	0.582375
FLJ39822	-1.59866666666667
FLOT2	0.345125
MAP4K1	-0.396666666666667
SRP68	-0.22925
C21orf74	0.029
ARPC5	0.8025
LOC126075	2.36575
HECW2	0.172875
ZDHHC4	-0.49525
ANKRD42	1.7581
PDE9A	-1.47
ABCA8	-0.73175
NDUFS2	1.14025
UBR5	-0.47225
BTBD16	-1.90625
LOC554174	0.421
ZNF20	0.71
KIAA1843	1.237
WDR17	-1.9698
C15orf33	1.2825
RNF113A	-0.58425
CAMKK1	0.1594
CLCN2	0.31475
ANXA6	-1.2175
LOC340069	0.5335
EMID1	0.015125
DPM3	0.516083333333333
ELA1	-0.1785
SLC25A13	-0.9529
KRT24	0.10875
SMPD1	-0.2625
TH	-0.262125
COL6A2	1.495
ANKS1B	2.52075
GPR126	-3.3652
ZC3H12A	0.523666666666667
TMEM47	-0.014
C2orf51	-0.436166666666667
C1orf88	2.1595
HSF2BP	0.03225
AKAP10	0.05425
RPAP3	-1.1615
KLHDC8B	0.830625
STOM	0.8679
MUPCDH	-0.068875
C10orf72	1.20225
PLEKHA3	0.844666666666667
TCP11L1	-0.49025
CWF19L1	-0.387375
SPEF1	2.00523076923077
YSK4	-1.1745
ELN	0.9627
SAMD8	0.168666666666667
MPI	-0.986666666666667
MEPCE	0.3956
ABCC3	-1.21775
NANOGP1	-3.175
KCNK17	0.031125
HLA-DMB	4.57116666666667
RRAGA	1.18275
ANGEL1	-0.13375
RBM32B	0.166
CPN1	-3.01625
MGC52282	-0.7849
HLA-A	1.80358333333333
OR9G4	0.158
EDNRB	-2.286875
SCD	-0.789071428571429
C14orf80	-0.856333333333334
BAGE2	-0.0905
RABL4	1.35033333333333
RCVRN	-0.438
SHANK1	0.525
NLRP7	-3.84675
CD226	0.31375
STAT3	1.073875
SYNJ2	0.0157777777777778
TPCN2	-0.136
WDR36	-0.899083333333333
MBD4	-0.32675
ROBO1	-1.4538
ST3GAL6	-2.63875
SLAMF8	3.56016666666667
ATN1	0.503166666666667
GPR141	2.007
KRT36	0.155
TPH1	-3.839
DDX52	-0.34425
ZSCAN29	-0.0923333333333333
TRPT1	-0.353333333333333
DPEP3	0.485
DENND4A	-0.7205
TSPAN16	-0.115
PTCHD2	-1.156
LOC145814	-0.85925
CAP1	0.388
EIF5A2	-0.9612
NT5DC3	-0.932
SEPT9	-1.0485
SEZ6L2	1.489375
EGFLAM	2.65725
VPS11	0.275875
NDUFB5	-0.1185
CIDEA	3.07466666666667
IER5L	0.442
N6AMT1	0.16975
FAM83C	-0.19825
OXR1	-0.105
IRX1	-0.109
DGKB	-2.4248
GCN5L2	-1.52725
MIR16	1.233125
FBXW9	0.7205
WDR4	-1.6495
PDC	-0.5415
VPS33B	-0.18175
HEXB	0.059
FLJ32214	0.91175
TCEB3	-0.78525
CRLF1	-5.26325
ABI3BP	-0.316
C8orf22	-3.79625
PYCR1	-0.16
KIAA1706	1.01425
CDK5R2	0.502125
WAS	0.4245
C12orf60	-0.7485
CCBL2	0.073875
MADD	0.08
C5orf34	-2.45075
WDR42A	1.7351
KLF12	-0.27975
HSPA1A	2.088
ITM2C	-2.01533333333333
DAPK2	1.44416666666667
LOC442590	-0.221
SUMF2	-0.1095
CENPA	-2.883
TMED5	-0.236125
CDH6	-1.2163
BRP44	1.5585
THG1L	-0.4935
GABRA2	1.2695
C14orf166	-0.1995
MYL1	-2.2775
TNFSF18	-0.399
PAP2D	-0.7415
PPIB	-0.2535
KLHL4	-0.900428571428571
SFN	-0.579
CCDC127	0.422
FRAP1	-0.16175
GOLGA5	0.83675
SDCCAG1	-0.2845
MGC21675	0.182666666666667
C10orf95	-0.11725
KIAA1345	-0.338166666666667
C1orf163	-0.858
LACE1	-0.273
OR10K2	0.2305
CENPN	-3.09768
TMED2	0.50175
UGT1A6	-0.365
ANG	-1.003
U2AF1	-1.648
CASC2	0.00149999999999999
NMT2	-1.4225
OSGEPL1	-0.718
DFNB31	-0.0195
SLC6A20	-0.198625
DKC1	-0.67175
FXYD4	-0.6145
WDR64	0.14325
MGC5590	-0.0295
CREBZF	-0.131166666666667
DAZ1	-0.07075
PRPSAP1	-0.67475
GCHFR	-0.60425
TTC7A	-1.11125
LOC196993	1.66475
UBD	2.053
S100A1	0.512125
RPL6	0.056
DNAJB6	0.2867
NAGS	1.0533
C2orf58	-0.0705
KERA	1.32666666666667
MT1X	-1.515
UBE2B	0.4095
KEAP1	0.46075
MST1	-2.77975
OMA1	0.602
ABLIM2	0.74
BCL2L13	-0.260916666666667
JAZF1	0.336
TMEM63B	0.7525
S100A8	-0.5357
ARFIP2	0.43125
UROS	0.571
KHDRBS2	-0.861
POLQ	-3.013875
SOAT1	-0.97075
SPAG4	-1.364
MRPS30	0.257833333333333
LOC494141	-0.897
OR2T11	0.323
ORAOV1	-1.0877
ZNF184	-0.111333333333333
TCEB3B	-0.0528
ADAM21	0.2035
GDPD1	0.63525
SPINLW1	0.3785
PRR14	0.587166666666667
KCTD9	-0.1389
NUDT3	-0.0925
KIAA1822	0.835
HIST1H4K	1.4895
DFNA5	-2.45375
GABPA	-0.43925
C14orf44	1.173
POLB	0.17425
PTAR1	-0.4685
SEC31A	1.0641
TRIM58	2.32
TAS2R14	-0.694
VPS8	0.412
H1F0	0.058
PRKCB1	-3.06016666666667
UGT2A1	0.152
TOR1B	-0.4185
LSS	-1.10808333333333
C2orf19	0.59
HNRNPC	0.401
TMEM100	-2.25983333333333
LOC116349	0.2305
OR51M1	-0.4755
CCDC142	-1.1045
ISG15	0.533875
ZCCHC14	0.1595
CREBL2	1.201375
TGDS	-1.3565
DC2	-0.21925
CACNA2D3	-0.0479285714285714
ZNF429	-0.2715
LYPD6	3.05016666666667
SUCLG1	-0.0585
OR51I1	0.02
MAGEH1	1.5665
PRPF40A	-0.5925
SMR3A	0.4235
SPINK2	-0.329
THAP2	0.40225
NPY5R	-0.221625
IRF4	-2.80875
SPESP1	-2.82283333333333
OR10S1	0.549
DTD1	-1.97325
TUBE1	-0.9175
DDX19A	-1.577
PDPN	-1.088625
TMEM34	0.518
MGAM	1.37
COL3A1	6.0575
GFM2	-0.6801
OR5A2	-0.047
PSG9	-1.5305
ARHGEF11	0.461333333333333
IVNS1ABP	-0.7375625
SIGIRR	0.0845
DUSP19	-0.926125
DNAJC14	-0.1363
ACSS1	-0.043625
IL1RAPL2	0.323
C4orf30	-0.2965
SEPT4	2.092
LANCL3	-2.36775
SPAG17	4.1402
PRDX3	0.038
HNF1A	-1.059
P4HA2	-0.164875
RFWD3	-1.493
MOV10	-0.19025
DNAJA5	0.449214285714286
LOC729440	0.4205
LOC200383	1.435875
SMC2	-2.04375
MIXL1	-1.19333333333333
TMEM9	1.51775
FAM86A	1.278
ZNF174	0.9767
MYH14	-0.65425
CCR8	0.78875
VPS37C	0.9435
GPATCH1	-0.1655
B3GNT8	2.8345
TBX4	0.00425
CNR2	0.255
PCDH1	1.2185
C5orf29	5.32175
OCIAD2	1.0045
PLCG2	0.11325
KIAA0247	1.67275
HRH3	-0.268666666666667
CAPN13	4.373125
CCR1	-0.4545
MGC15523	-0.0636111111111112
UVRAG	0.329833333333333
DNAJA2	-0.704333333333333
ITGA2B	-0.748666666666667
CLDN5	3.1875
PTPRN2	-2.3355
ZNF512	0.0576666666666667
PSAP	1.31485714285714
CCDC140	-2.228
LRRC55	0.038
CYP26C1	-0.2385
C8orf47	-1.948
LYN	0.063625
DUSP6	0.7885
TGFB3	3.55306666666667
ELK1	-0.2582
PCDH11Y	-0.841333333333333
HGD	-4.6325
C17orf58	0.466
MYO3A	0.9285
SERPINE2	-4.70583333333333
AARSD1	-0.906625
C14orf73	-1.34325
ADAM33	-0.13275
ZNF491	0.3555
MAPK6	-1.26216666666667
TCN1	3.31016666666667
SLC24A6	1.1605
UBE2R2	0.7275
H1FNT	0.51025
TATDN2	0.179666666666667
LILRB1	2.906
P2RY5	1.8145
NUCB2	1.09125
C2orf37	0.26525
SNX27	1.42516666666667
MTA3	0.795
FOXO4	0.4435
ID4	-2.07516666666667
SOX5	-3.0945
PXMP3	0.569
OR52M1	0.199
SFT2D3	0.400125
INA	-2.334
MCOLN1	0.5815
NFIX	2.6831
CLEC14A	5.0755
HIBCH	0.430666666666667
PLA2G5	0.778
TIMM10	-0.183333333333333
MED17	-0.661
COL4A4	-1.812
TPP1	0.168166666666667
GJA3	-1.16666666666667
TMPRSS5	-2.00075
AADACL3	0.8055
DNMBP	-0.51425
ENPP5	4.00516666666667
NQO1	-1.7626
ZSCAN2	-0.004
SEC24C	-0.125166666666667
GTF2A1L	-4.259
AXIN2	-0.2834
FAM33A	-1.80791666666667
C16orf13	0.57825
SPNS2	0.42975
TAF1	0.2565
AP1G2	0.166166666666667
RBM42	0.135333333333333
HCN2	0.766333333333333
EFHB	1.18333333333333
RUSC1	0.531166666666667
GRIK5	0.0345
USP21	0.5205
ATAD3C	0.63475
ORMDL2	0.81325
PRSS7	-3.334
PSAT1	-6.33625
FLJ13195	-0.810166666666667
TBC1D1	0.474666666666667
IFNG	2.02425
OTOS	0.485
ZNF773	-0.108333333333333
EMD	-1.3555
RETN	-0.45625
CCL8	3.393
APH1A	-0.103125
COX18	0.456125
GTF2IRD2	-0.27625
CCDC82	-2.43425
PAFAH2	1.2228
NPEPL1	-0.6374
