Hybridization REF	TCGA-A8-A07E-01A-11R-A034-07
CLOCK	0.8655
SLC35A4	0.554666666666667
DSG4	0.421
LOC26010	0.20175
NSUN2	-0.50175
TMEM86B	-1.3573
C14orf135	-0.37325
KIFC3	-1.01233333333333
PHF5A	-0.0895
NCAPH	-1.544625
STK11IP	0.43175
FLJ42953	0.557625
CCDC19	1.986
ZNF329	-0.038625
TAX1BP1	0.0705
ZDHHC18	0.0765
C10orf88	0.432
TMBIM4	1.1302
NMUR1	0.9325
KIR2DS4	0.132
C9orf90	-0.139125
MGC87631	-0.5535
KDR	3.5394
ST3GAL2	-0.43925
RLN2	-1.36116666666667
HPD	-3.78075
MOXD1	-0.364666666666667
PDGFRL	2.749
SMYD4	-1.08435714285714
FAM103A1	0.0556666666666667
MFAP4	1.77
LOC285141	0.85
TMEM45B	-2.857125
SMCR7L	-0.549071428571429
GZMH	4.06
CBLN1	-1.93416666666667
CNNM1	-0.664
PHF17	-1.21908333333333
NUP98	-0.536833333333333
RMI1	-0.028
PTPRS	0.95825
ANKRD57	0.08825
CLDN15	-0.457333333333333
OR51A2	-0.545
GUCA2B	1.6825
DOCK9	1.88675
ITGB1BP1	0.0256666666666667
DLG2	-0.334125
BRAP	-0.0715
SESN3	1.92425
ZC3H7B	0.077
FAM101A	2.12466666666667
FKSG24	-0.5215
ZYG11B	-0.44625
RFC2	-0.7415
SH2D3A	0.00666666666666667
DVL3	-0.0829166666666667
ADFP	-0.7135
KRIT1	-0.485375
SERTAD3	1.67783333333333
LEFTY2	-3.2295
KRT27	0.9085
SCFD2	-0.009
MN1	-0.708
RORA	1.1275
PTPRD	-1.57575
PIAS2	0.212
CYP4X1	6.72416666666667
FBXL15	0.18225
MYH15	-0.379833333333333
CRX	0.2565
TBC1D13	0.417
SLC22A17	0.814666666666667
PLK2	0.646833333333333
ARHGAP9	1.326
EIF1B	-0.20975
C20orf185	0.148
DEFA7P	0.356
PRIM1	-2.34433333333333
CRYAA	-1.53825
BACE1	0.761
AGTRL1	1.65433333333333
ACAD9	0.534125
GRASP	1.5275
RBP4	-3.18183333333333
TFB2M	0.037
METTL9	-0.559
ATP5O	-0.36825
SP100	0.6659
CPSF1	-0.211166666666667
S100A4	0.06475
LIME1	-1.17575
GPR137C	0.674
OR2A2	0.5
C2orf29	-0.38125
NUP188	-0.5495
SDPR	0.45975
RAI1	0.07625
RPS20	-0.3382
LAMB1	0.30625
ADM2	0.0338333333333333
ZNF229	-0.2865
DKFZp434K1815	-1.1485
EPN3	1.67033333333333
CLIC3	-1.41
MEIG1	0.65
HMGB4	-0.021
STARD10	1.854375
KLF8	2.70975
EPB41L2	0.101166666666667
JMJD6	-0.581375
CTSL1	-0.0868333333333333
GPR27	0.374
ELAVL4	0.4185
MMP21	-0.06
PPM1B	0.45125
SUV39H1	-1.14825
AAMP	-0.1335
TUSC4	0.2475
MBD6	-0.4685
KLK13	2.45375
FMNL3	1.0265
TRIM13	0.816333333333333
C15orf5	-0.43625
IQCF1	0.0221428571428571
CACNG8	0.4235
SLC35D3	0.1845
ZDHHC9	0.9785
ODF3L1	0.30875
C9orf86	-0.1387
TSEN2	-1.342
C17orf64	0.1055
SEPX1	-0.0478
TSPO	0.400333333333333
SYMPK	-1.1155
ADORA1	0.264
TSPAN10	0.6045
SEMA6C	0.5025
RTTN	-0.8192
IL2	0.5275
ARRDC3	0.184416666666667
TBPL1	-0.326833333333333
STX12	1.0905
MRPL39	-0.7625
OR8H3	0.9195
IFIT5	1.35783333333333
CASC5	-1.393
FAM46A	0.153833333333333
HPCAL1	-0.843375
CYLC1	-0.3075
VGLL2	0.468625
C20orf191	-0.0705
CDH1	1.561
ITPA	-0.183
CCDC101	-0.5575
D15Wsu75e	-0.63
EDA	-0.057
CREG1	-0.38375
OR7G2	0.315
SAP18	0.91375
IFIT1	2.08225
CALML3	-0.249833333333333
FLJ37440	2.338
FNDC5	0.5435
SERPINB6	0.1555
JUNB	1.177
SYS1	1.016
SCN2A	-0.100666666666667
ZKSCAN5	-0.7187
WNT7A	0.0356666666666667
TSHZ3	3.61425
RNF148	1.78425
H6PD	0.04025
CAD	-0.919166666666667
ZNF449	0.47575
DOCK10	-0.5365
FAIM2	0.245666666666667
HEXDC	-0.25475
PRB1	1.4875
C14orf148	-0.126
ETHE1	1.03225
IRF5	0.5492
GNMT	1.91833333333333
MGC16291	-1.459625
RPAIN	-1.13964285714286
CAGE1	0.226
CNTNAP3	-2.44475
ACTR1B	-0.22425
EEF1E1	-2.43625
MSX1	0.54025
ESF1	-0.7915
HSPC171	-0.2415
MRPL2	-0.819333333333333
RDH12	-0.459166666666667
CELP	-0.37
METRNL	1.0595
C10orf116	4.01666666666667
C19orf48	-0.914
ZNF346	-0.325
NCR1	-1.2265
C10orf64	0.013
CD52	1.423
VPS18	3.638625
AP4S1	-0.244833333333333
NPBWR1	0.578
TPK1	1.3015
UBA52	-0.438555555555556
RIPK1	1.20466666666667
CPNE3	0.2134
HSPC159	0.5345
C8orf38	0.244
LRRC4B	-2.011
PARP10	0.3485
ANKRD50	1.977375
CXCL9	6.161
FGF18	0.938363636363636
EIF2A	0.70475
SLC20A2	0.6905
KIAA1549	0.163166666666667
SPINT1	2.1542
ZNF584	-0.036
CRBN	0.509333333333333
ABCF3	-0.143833333333333
NCBP1	-0.00633333333333333
PLA2G4F	0.879333333333333
PCDH10	-0.599428571428572
TTC21A	-0.0155
C20orf144	0.025
FGFR1OP2	-0.436
SLC9A1	0.2798
CHRND	-0.051
FOXF1	-2.79025
KIAA1467	0.59125
TPO	0.809
LTF	4.31778571428571
DNAJB9	0.41675
MRPS27	-0.889
bA16L21.2.1	-0.29475
WBP2	-0.8015
MRGPRX3	-1.81066666666667
PRPF18	2.42075
C10orf58	0.182
SMOC1	-3.0906
ADAT3	0.3425
TMEM138	-0.58825
TMEM131	0.175875
TIMM8B	-0.22975
MYH7	-0.2335
ST6GAL2	1.325
KIF1C	0.32825
SUHW2	-1.3515
PAPSS1	0.324
CABP2	-0.1405
HOXA4	-1.0235
ELF2	0.02575
SEMA3D	1.1628
MC5R	0.297
OGFR	0.394
FLJ30092	-0.0765
TGFA	0.1195
MMP17	0.58725
KIF15	-1.351
CHIA	0.233
CATSPER3	-0.20375
CEACAM7	2.39383333333333
PADI2	1.0575
HOXA9	1.78783333333333
LNX2	1.19133333333333
TMEM144	1.324
HIF1AN	0.5425
METTL7A	-1.0109
C6orf165	2.31733333333333
KIAA1468	0.376
DSG3	3.4015
ZNF180	0.5955
EIF4E3	1.344125
SLC46A1	0.738125
DKK1	-3.5685
ZNF205	0.586833333333333
LOC162073	1.17877777777778
COX7A1	4.72875
MAGEA1	-2.56316666666667
NEDD8	-0.23975
KLHDC5	0.298777777777778
C3orf19	0.135166666666667
MRPS2	-0.8625
POLR3H	-0.0959285714285714
ABHD11	0.6793
TMEM17	1.096
PAIP2B	-0.4934
MAT1A	-4.46425
LGI3	-0.00100000000000001
THUMPD2	-0.51
TKTL2	-0.13925
XAGE3	-1.72966666666667
CALM3	0.23225
C6orf136	-0.894833333333333
KCNC4	0.633
RGS9	0.153333333333333
ACIN1	-0.889
SPATS1	-0.18175
XKR8	-0.14425
FAM84A	2.57725
MS4A7	4.83263636363636
AGXT2L2	-0.2675
OR1F1	0.215
SMAP1L	0.119416666666667
IPO11	1.07975
ZC3H11A	0.2385625
C1orf151	0.769375
RNASEH2A	-1.131
CCR10	-1.1365
TXNDC11	0.350333333333333
TMEM112	0.582125
MAP1B	0.699214285714286
NVL	0.247
PKM2	-1.24315
ARC	-0.15925
NUP54	0.42
PPFIBP2	1.93783333333333
STAT2	0.972875
PTAFR	1.903
ROBO2	4.1235
RNF40	-0.118833333333333
CCDC135	-0.3745
IFT81	-0.2653
MORF4	0.4185
TM7SF3	-0.465125
OR10H3	0.7285
ABP1	0.38925
CHRD	0.63875
PLEKHA8	-0.1605
NCALD	1.99716666666667
OR5AK2	0.4335
ACCN1	0.262666666666667
SLITRK1	-0.342333333333333
ARMET	0.14775
C9orf52	0.578
REEP4	-0.7995
MTSS1	1.583375
ADH1B	3.37033333333333
DLD	-0.60075
CDK5	-0.495
PPFIA1	1.231625
WFDC3	1.79425
DNAJB12	1.27642857142857
RANGRF	-0.7495
MLANA	-5.20325
AMY2B	-0.90225
KIAA0319	-1.39525
RPS7	-0.799
JAK3	0.3103
ARFGEF1	0.71425
CXCL5	0.259666666666667
TRAPPC4	-0.8955
CETN2	0.54575
HSPC111	-1.071
RHOBTB3	-1.6319
PHLPP	-0.35
RGS10	1.3435
TMEM58	0.5735
CHERP	-0.062875
HSP90AB3P	-0.612833333333333
FSTL3	-0.661
PEX11A	0.94075
OR5V1	0.5995
FCN3	2.1685
PTPN3	0.558625
NPTX1	-5.506375
C21orf84	-1.55425
C11orf51	0.16425
ZBED2	2.0005
FLJ90757	0.43075
NPY2R	0.0443333333333333
PLD3	-0.3055
SYT17	1.8315
SGSM2	-0.99175
OR1A2	0.236
FOXP1	1.7465
SLC5A1	3.572
POFUT1	-0.5697
EPHB6	-2.94266666666667
MYO1G	-1.399375
STAC	-1.0087
KLHL17	-0.511833333333333
RGMA	1.1707
TJP2	-0.0043
FAM114A1	0.174
SERINC1	1.30666666666667
SLC9A8	-0.144625
PEX19	0.61
EDN2	3.94425
PSMD7	-0.937444444444444
C3orf41	-1.06175
UQCR	-0.21675
PPP1R3C	-0.72675
LRP4	-1.51266666666667
TM2D1	-0.11575
TTC17	-0.1876875
C4BPB	-4.76575
CCL25	0.6515
ZNF253	0.2485
CHRNA9	-4.32675
SOX11	-1.754625
HIVEP3	1.004
CGN	1.21241666666667
C3orf35	0.309375
PKD2L1	1.503
SYVN1	-0.111875
PDE8B	1.635
LOC439951	0.52
LTC4S	2.5975
MIF4GD	-0.401833333333333
SMARCA2	1.580125
TUBGCP6	-0.725166666666667
CABLES1	0.14125
C16orf77	2.2905
ZNF791	0.33825
FUT5	-0.9265
ADH6	-2.54316666666667
P4HB	0.76975
CLDND2	-0.7475
ALKBH8	0.1515
PLAC4	-1.68425
F11R	0.904285714285714
MGC35295	0.1275
PDZD4	-0.295666666666667
LOC389073	-0.639666666666667
FAM80B	-0.225333333333333
PSMB1	0.073125
TXN	-0.686333333333333
VIPR1	1.2118
WBSCR18	0.1102
EXOSC6	-0.8015
ACTA2	3.80916666666667
SP5	-2.00266666666667
ANKRD1	-3.1835
DDR1	1.0539
ATP6V1D	-0.01175
PTGS1	-0.889583333333334
RNF157	-1.285
DCC	0.293666666666667
SPAG7	-0.3735
FBXO18	0.6285
UBE3C	0.183
HOXC6	1.006
LRP2BP	-0.143
MYST2	-0.71425
PDSS2	-0.172
ATE1	-0.1945
ARAF	-0.295
KLF10	0.7855
PLA2G2E	-0.53925
ASCL1	-1.31
TSNAXIP1	0.00725
FAM131B	0.0697142857142857
IFNA10	0.3005
NUP43	-0.915625
FAM44B	-0.272
L1TD1	-4.53666666666667
NMD3	-0.839083333333333
C18orf54	-0.2894
PHOSPHO1	-0.0045
RAG2	-1.321
EMILIN3	-0.17
METTL3	-0.67375
VPS13C	0.53325
REXO2	-0.61
ANXA4	0.28375
CA1	-0.9695
DCP1B	0.23175
TULP3	-0.7965
ATP2A2	0.142714285714286
ATIC	-0.7395
ADAM15	0.19975
NPL	1.24516666666667
LGR4	0.133625
UEVLD	0.7635
GAB1	1.21
SNAI2	1.32866666666667
ZGPAT	0.1119
SNF1LK	-0.37525
DLEU1	-1.22775
UBE2Q1	0.731
ZMYM6	0.003375
JPH3	-1.886
FAM38A	-0.44925
PXK	0.584666666666667
DENND2D	1.6685
BAX	-1.093
CP	-2.12172727272727
RPL37	-0.5663
G6PC3	-0.32375
NCOA4	0.264666666666667
LRRC14	0.361875
GORASP1	0.47875
FCHO2	1.067625
CYP24A1	-3.3724
FXYD3	1.90925
SMARCAL1	0.247
ABCB8	-0.140833333333333
CCDC44	-0.2135
PRDM7	-3.098
USH1C	-1.5955
DNAH5	1.523
SRF	0.509916666666667
MAL2	2.42883333333333
PGPEP1	0.05375
SIN3B	-0.29125
SEMA3C	1.41666666666667
GRAMD3	1.6655
FBXO10	-0.050375
OR5D13	0.1215
FLJ31818	0.022
CACNA1I	0.29325
S100A13	0.8215
TP63	2.062
ANXA11	0.9367
WDR66	0.884875
CSF2RB	0.2895
IFI44	0.64775
DACT1	2.5545
ANKRD23	-2.213375
ATP5G1	-1.2465
C21orf70	-0.7795
PPWD1	-0.822
DNAJC13	0.1745
PAH	-5.246
PTCH2	0.78675
TRMU	-1.5935
CCDC9	0.1865
USP3	0.1723
DCLRE1C	1.3577
FAM55C	1.799
FRMD4B	1.88725
CYP2R1	-0.28625
RFPL1	-0.8617
XPO5	-0.769
ARL6IP2	-0.3055
OSBPL5	1.58275
MMP9	2.219
KIAA0802	-0.888
DHRS2	-4.50466666666667
SGEF	0.828375
TXNDC10	-0.5988
EXOC6	1.746
RPS27	0.273166666666667
PNCK	-1.29683333333333
FSTL1	1.418
AACS	0.501
SLMAP	0.198833333333333
SAMD4A	0.4022
ABRA	0.17275
SMARCD3	1.11975
PKNOX2	-1.53916666666667
A4GNT	0.36
C9orf39	-0.4445
RALYL	0.5205
MGC33556	-3.508
C10orf25	-0.618
BBOX1	5.23775
NHEDC1	-0.815
XDH	-0.84
GCSH	-1.699
EDN1	1.05783333333333
MTERF	-0.5465
CLK4	0.020125
ZNF799	0.887
KCNG1	-2.03725
CXCR4	-0.0555
PTPRR	-2.20875
IRAK1	-0.348
LOC401397	-0.5785
TMSB10	1.20778571428571
CXCL3	-3.2157
TMC4	1.92025
OR7A10	-0.227
STYK1	1.62975
CHRNA10	-0.595
CCNI	1.43875
EP300	0.898714285714286
LOC165186	0.092
HIC2	-2.51975
SDR-O	-0.00600000000000001
OR2W1	0.296
KCNA6	-0.194
TRIM74	-2.53975
REEP6	0.2655
ATP5G2	-0.05925
ERG	1.701125
TMEM42	-0.18075
PARN	-0.107666666666667
SOD2	-0.1340625
DIRAS1	-0.133
PNPT1	-1.477
JOSD3	-1.66475
hCG_40738	0.75
PDE1C	-1.94725
SEMA4D	0.041875
AGPAT1	-0.193
NOSTRIN	0.76575
MAP3K3	0.217833333333333
MAX	0.907642857142857
CAPS	3.19466666666667
SERPINA12	0.31
OSBPL8	0.318625
RICS	1.1237
NR4A2	0.656666666666667
PPCS	1.103
LONP1	-0.93975
SCYL3	1.16225
HERC2P2	-1.6505
FIBCD1	-0.8215
C15orf41	-1.1175
DMC1	-1.23283333333333
C20orf27	-1.17475
RPS6KA5	1.5692
FAHD1	-0.204666666666667
SLC12A4	0.3365
BRCA1	-1.87333333333333
GBL	-0.1445
SLK	0.564833333333333
NUDT9P1	-0.7085
NOXO1	2.219
USP52	-1.69275
BAZ1B	0.34275
SLCO2B1	3.6085
BBS12	0.5965
LRGUK	-0.5605
TERF2IP	0.04275
COL1A1	5.5375
KIAA0090	0.13025
GRK5	0.9795
AP1S2	-0.5964
TMEM52	-0.310333333333333
CA11	-0.45925
OR4A15	0.527
ACBD3	1.5436
SPAG11B	0.65775
PRDM2	1.1976
FOXP3	-0.62225
SMYD3	0.00509999999999998
LOC389199	0.3825
LGI2	2.82166666666667
NAPE-PLD	-0.3653
ANKRD6	1
WDR45	0.230833333333333
SHROOM1	0.22625
PSCD3	1.4205
PYY	0.4575
KCNC1	-0.2415
ARHGEF9	0.3577
OR8J1	0.12075
GPR55	0.051
NS3BP	-2.3625
C10orf22	0.976333333333333
NAT8L	0.24925
DUSP4	0.3095
FOXM1	-1.2785
GRAMD2	1.6392
ZBTB48	-0.403666666666667
BUD31	-0.2815
PABPC5	1.019
CCDC41	-0.65925
FBXO11	0.314666666666667
C6orf148	-1.25325
RFXAP	-0.72775
C6orf15	0.933333333333334
CDK8	-0.391166666666667
C6orf70	-0.052625
TESSP2	-0.1495
ALG2	0.3375
PPP1R3D	1.1105
TPM3	0.952611111111111
SYT13	1.77175
EPB42	0.188166666666667
CETN3	-1.5935
PRY	-0.1015
NTHL1	-0.446
POLR2B	-0.261
RPS28	-0.0665
P2RX3	0.366
LYZL4	0.313
WBP4	-0.1455
PMM1	-0.986
C11orf79	-0.1115
CBLL1	-0.795
IL1F10	2.28033333333333
VAX2	0.145
SETDB1	0.124833333333333
LRAP	-0.596166666666667
GCLM	-0.367833333333333
CPEB3	2.10775
PPM1A	0.8706875
INTS1	-0.74575
CAMTA1	1.74041666666667
SAMSN1	-1.616
LOC158830	-1.69983333333333
GMPPA	-0.328125
AIPL1	0.31625
IL24	0.572416666666667
BDKRB1	-1.80916666666667
MLF1	0.5984
TAF12	-0.5195
ID1	-1.2505
THADA	-0.213
PIK3CB	-0.63625
OR4N5	-0.226
TBC1D17	-0.585333333333333
COX8A	-0.29225
CDCA4	-0.32425
C2orf44	-0.749
ZNF534	-1.02025
IMMP1L	0.00475
NIPSNAP3B	0.677
FTMT	0.365375
PWP2	-0.418166666666667
MMP15	0.0536
DNAH11	-1.636
MTMR14	-0.055625
DNAL4	0.09475
IPP	-0.88775
TMEM59	0.8475
C1orf157	-0.703
RGS4	0.645333333333333
DDX18	-0.319833333333333
SNX6	0.48125
ZNHIT2	0.582166666666667
NCDN	0.304166666666667
FLJ33534	0.208
RAG1	-1.648125
OR4D10	0.224
PTPN5	0.5375
POMT1	0.2505
LRRC8A	0.734
CYP1A1	-1.331
CAPN1	0.3505
DDHD2	-0.526125
GRIK2	-0.28425
GNRHR	0.336
PPBP	0.83475
HTR3A	-0.720625
SLITRK4	1.124
ANKRD49	0.673
BTF3	-0.0122
SARS	-0.16275
C13orf18	0.471
CACNB1	0.128785714285714
QKI	0.570636363636364
SETMAR	0.471375
MAN2B1	1.33366666666667
EML3	-0.49425
ACADL	0.457333333333333
OFD1	0.119125
DEFB114	0.1305
CGA	-4.0069
PEX16	0.0825
LRRC10	-0.1475
GNG12	0.069
C1orf152	0.130833333333333
CHRM1	0.635
CD53	0.68825
DBH	-0.35825
TFAP2B	3.509375
HIST1H2BJ	-1.73616666666667
FAM46D	-0.31
TMEM11	-0.17675
C3orf32	-2.57975
PCCB	-0.475375
IPO13	-0.16425
C6orf105	-2.882
COMMD5	0.966
SUV420H1	0.1192
LTBR	0.67425
ARHGAP15	-0.284625
HDHD2	0.12225
TDRKH	-0.784
LOC401052	0.839
PSG4	-1.2165
GNB4	0.3587
SPATA4	-0.7445
SLC9A3	-1.306
OSBP	-0.0175
NBPF3	0.137
DOCK11	-0.279
SLC39A5	-1.72216666666667
PRR5	0.8698
C10orf63	0.419875
SMTNL2	-0.446
ADRA1A	-0.05
ASAH1	1.6777
DOM3Z	-0.1269
GIPR	0.634
AHI1	-0.339583333333333
NADSYN1	-0.2385
RGS14	-0.317
IL18BP	0.9593
RTN4RL1	1.71358333333333
ARMC6	-0.24425
PSMD5	0.557
HK3	1.3265
OR4S1	3.11975
RSU1	0.917
MAD2L1	-2.22622222222222
EIF4A3	0.227
DLEC1	-0.814333333333333
E4F1	-0.273666666666667
CHMP2B	0.0612
CAMSAP1	-0.1615
RPS21	-1.2695
ARID5A	0.63425
UBE2N	0.293
IGSF8	0.954333333333333
MAGEB6	-1.37
ACAD11	-1.7733
MGC4172	-1.6865
LMO4	0.9385
KLKB1	-0.765
HP	-0.8185
HDAC3	0.017
SCHIP1	1.48925
CLCA1	0.4055
OLFML2A	1.514
C1orf112	-0.70925
KIF19	1.24883333333333
HAPLN4	-0.2522
CXCR7	1.48616666666667
GOT2	-0.7922
RAB38	-0.919625
DCX	0.266
PPM1H	0.27675
NFYC	0.385083333333333
KIN	0.426125
ZNF228	0.9545
PLSCR4	2.7965
HIG2	-0.40175
FAM79B	2.707
C21orf86	-0.7266
KCNK10	0.9435
ZNF738	-0.90925
FSTL5	-0.838833333333333
OR6A2	0.108
OTOA	0.762833333333333
EXOC1	0.027625
AHRR	-3.049375
PDAP1	-1.74033333333333
C19orf6	-0.25175
ZAN	0.049
LY6G6E	0.0485
EIF4E2	0.39625
C20orf198	0.0635
ZNF324	0.23975
CYP3A5	-2.5895
ENTPD7	2.627
MBOAT5	0.174333333333333
GJB5	1.92
TTC13	-0.09125
S100Z	-1.54066666666667
KIAA0664	-0.853666666666667
PDGFRB	3.11741666666667
IL17D	0.7615
OR56B4	0.258
RDX	-1.32666666666667
SLC34A3	0.292
IL28B	0.1865
JUND	1.1625
CHRNB1	-0.5805
CAMK2B	0.8785
FETUB	-1.8855
CXorf23	1.183375
MRTO4	-1.135625
TTC3	0.8488
NDUFB8	-0.231833333333333
EDG2	0.39625
SEMA3G	1.54075
IL23A	-2.3165
GRHL1	1.277
LOC441054	-2.4515
WDR65	-0.01725
PSTK	-0.0945
STOML3	-0.0583333333333333
R3HDM2	-0.5256
C5	-2.8815
SLC2A10	1.26966666666667
C3orf22	0.405
PAQR3	-0.325
ANKRD26	-1.51916666666667
HCRTR1	0.1115
LOC399947	-0.223
PSD2	-0.56525
TIGD2	-0.514666666666667
SCRN1	-0.72425
COQ10A	-1.47975
DDI2	0.1335
METTL7B	-0.743333333333333
UCN2	0.3205
FAM92A3	-0.6475
WDR16	1.70925
ZNF511	0.173
ZMYM5	-0.478
POLR3G	-3.05775
ZNF586	0.32425
C1orf49	0.264
TANK	0.4595
RCAN1	-0.546166666666667
PELI3	0.693
LIMD2	-0.0854166666666667
TMEM189	-0.175
NTN4	0.880625
LOC151300	0.1575
CLEC2A	1.6815
GPR135	-0.284
DPYSL4	-1.1233
JAK2	0.2205
TSHZ1	0.815
TM9SF4	-0.22325
ZNF264	0.881833333333333
SIRPG	1.700625
BICD1	0.22225
HERC6	1.81316666666667
METTL5	-0.948
CASP1	1.0285
PRRT1	-0.476
PLA2G4C	2.7295
ICA1L	0.0150769230769231
TPTE2	-0.513
OTUD7A	0.402333333333333
AQP11	-1.28175
APOA2	-4.5341
KALRN	0.5775
SECTM1	1.44316666666667
IFNAR1	0.201
TALDO1	-0.389375
RAB11FIP4	-0.518166666666667
EIF5A	-2.174
FAM49A	1.86275
NEGR1	1.34766666666667
YTHDC2	0.766375
EHD2	0.473875
NCF1	1.9352
SCRT2	0.574
HOXA5	-0.395666666666667
NUP133	0.19025
FGF12	-0.4076875
SLMO2	-0.488
SNTA1	0.083625
CACNG2	0.145375
GCM1	0.3
ELF1	0.4355
TLR5	2.62325
TCFL5	-0.878333333333333
RBMY2FP	-0.0475
LOC100125556	-0.3035
FAM129B	0.5135
MAP3K7IP1	-0.590875
NCK2	0.3325
OXA1L	-0.97175
FMO9P	0.3755
ZSCAN12	-0.15775
PSMD12	-0.422333333333333
HSCB	-1.28475
CLDN10	0.4285
MGC13053	-0.158
HPCAL4	-0.4685
ASZ1	-0.6975
MEX3D	1.00658333333333
NFAT5	-0.7595
CSPG4LYP1	-0.456166666666667
FBXO3	0.6792
DVL1	-0.338166666666667
CMKLR1	2.94616666666667
TYMS	-1.959625
PEF1	0.944
ZNF750	1.52383333333333
MCM5	-0.898
MEGF11	-0.802
KCNK7	-0.1885
PTP4A3	0.996
C1QTNF2	0.452333333333333
OR6S1	0.6935
FAM122B	-1.69275
ZNF551	-0.152875
HBQ1	-1.318
GEMIN6	-0.7175
ARSK	-0.039
RBP7	3.617
CPNE9	-0.2795
DSC1	0.599
LOC730112	-0.384
MAP2K4	0.338625
HS3ST5	-1.7825
EPB41L3	0.263
TEKT2	1.68075
CDKN2B	0.58775
ZNF480	-1.05825
MAP3K6	1.3914
MAP6	3.08766666666667
HN1	0.0525
OR2L13	0.659166666666667
SLC16A11	0.1875
FAM96A	-0.784
APOL1	0.40075
C5orf32	0.29625
RTP1	-0.273666666666667
RNF175	-0.1355
ZBTB41	1.2435
AHCTF1	-0.3749
SAE2	-0.1738
ITGA2	0.187333333333333
MME	0.3755
CCDC14	-0.9995
MAST4	1.07507142857143
KRT33B	-0.758
KCTD2	-0.023
WDR26	0.4855
MFI2	0.255125
NR4A3	-0.024375
ARSA	0.84525
UNKL	-0.176
SULT6B1	0.2595
CCNA2	-2.32466666666667
SOX15	0.0515
PPAPDC1B	-0.27725
C19orf44	0.147
MCAT	0.192583333333333
ARID1B	0.1425
OR52N1	0.5275
C12orf48	-1.2795
MAGI1	0.252875
NIPA2	0.071
GBX2	-1.0515
RSHL3	1.26025
RAVER1	-0.00299999999999999
C15orf17	-0.12275
SLC30A2	0.74775
ZNF518	-0.4235
PCYT1B	-2.27875
C10orf114	-0.29875
EIF3H	0.308583333333333
SLC25A39	-1.06283333333333
KIF1B	0.424375
AMOTL2	-0.01825
C6orf120	0.542
PSRC1	-1.8915
PLA2G10	2.226375
KIF5C	0.044
MRPL37	-0.428
C17orf62	0.6745
C9orf135	-1.62483333333333
DUSP10	0.6278
CLCNKB	0.0595
PSMA5	-0.17525
C8orf53	0.3105
AMPD3	0.369166666666667
PIAS1	-0.0875
ADCYAP1R1	-0.1015
GYLTL1B	0.26475
CDH20	-0.107833333333333
FBXO7	-0.36725
TMEM134	0.392666666666667
FLJ14213	1.11066666666667
ZNF3	-0.27025
LRRFIP1	0.581375
CNOT2	0.374833333333333
ABI3	2.423
ALDH5A1	-0.580166666666667
HNT	3.2747
SERPINA4	-2.01625
TK2	0.536333333333333
STMN1	-0.237
GUCA2A	-0.0133333333333333
GALNT10	0.803857142857143
DPP6	-0.5029
C9orf93	-0.27875
PRELID2	-0.513625
STK39	0.7565
SFTPA1	-0.4035
CKS2	-1.26655555555556
RHO	0.1505
C20orf135	-0.59825
XKR3	-3.465
CR1	0.940125
RPS6KA2	1.29885714285714
C20orf112	0.773
MRPL22	-0.17675
C4orf23	0.325
GADD45B	0.81625
KLHDC1	1.0545
C2orf48	-2.3795
ZNF287	1.2565
DAAM2	0.178
DPPA2	-2.60083333333333
TCTN3	0.461166666666667
DNAJB11	0.238125
FPR1	3.61625
DEFB4	-0.1705
PTCD2	-0.937
SMOC2	4.97883333333333
CABP7	3.1305
SERPINB11	-0.07575
MAGEF1	-0.0535
NDE1	-0.0761666666666667
ITGA10	0.45
FSHB	0.1915
ANXA2	1.28
HORMAD2	0.09625
HLCS	0.59125
MCF2L	1.85666666666667
FH	-0.11325
TBC1D24	1.001
KIAA1505	1.31825
LGALS2	0.51125
CNBD1	-1.206
SYNPO2L	-1.29575
PTPN23	0.135857142857143
C1orf183	-0.033
MAGEA8	-1.73125
DGCR8	-1.361
GSR	-0.10275
PAQR7	0.2405
ZNF676	-0.26
CACNA1C	0.4218
SP7	0.575
PDCD6	0.02625
NRN1L	-1.7145
BRI3BP	-0.376333333333333
KIAA1183	1.206
ASB4	-0.49025
CCL23	1.6256
OBSL1	-1.311875
SLC12A7	1.2585
KIAA0240	1.040125
CD1B	-1.566
FCGR2A	1.138875
MDC1	-1.41675
HTR1A	0.425833333333333
OCEL1	-0.1915
ATP11B	-0.159625
FBXO34	0.141
PCDH12	4.3945
RPE	-0.52625
C17orf74	-0.1485
CSDC2	0.132833333333333
PET112L	-1.0005
TMBIM1	0.79975
P2RXL1	-0.5125
TCHP	-0.425
TRMT1	-1.33133333333333
F2RL2	2.30741666666667
LRRC32	3.93133333333333
IMPG2	0.518
BGLAP	-0.12325
LOC493869	-0.041
MRAS	2.138625
SLC35F5	0.41775
CBWD1	0.146
AXL	-0.711125
ATP2C2	2.13725
TELO2	-0.8305
PNPLA3	-3.69975
PCDHB14	1.2655
CD276	1.2395
KRT80	-0.7015
DUSP28	-0.202
CSNK1E	-0.372416666666667
SRP14	0.8555
KCNQ4	-0.484
KRT72	0.973166666666667
CCDC117	-0.022
C6orf89	0.511666666666667
TUBB2B	-2.59183333333333
RTN4IP1	-0.8415
CR1L	-3.406
CEND1	0.37375
C12orf41	-0.286
RNF31	0.20725
UBN1	0.1945
C17orf32	0.038125
SLC5A7	-0.032
GPR92	1.45766666666667
ESAM	2.9534
CTNNA1	0.788
