Hybridization REF	TCGA-AN-A0FY-01A-11R-A034-07
PGPEP1	0.171333333333333
SIN3B	-0.11875
SEMA3C	-1.9555
GRAMD3	1.34425
FBXO10	0.180875
OR5D13	0.5175
FLJ31818	-0.32625
CACNA1I	0.297
S100A13	0.318
TP63	0.473428571428571
ANXA11	-0.223
WDR66	-0.438375
CSF2RB	-0.011
IFI44	0.04975
DACT1	2.09833333333333
ANKRD23	-1.297
ATP5G1	-1.12866666666667
C21orf70	-1.03016666666667
PPWD1	-0.93075
DNAJC13	0.06575
PAH	-3.752
PTCH2	0.34375
TRMU	-1.165
CCDC9	0.478
USP3	-1.015
DCLRE1C	0.3449
FAM55C	0.03525
FRMD4B	0.829
CYP2R1	0.323
RFPL1	-0.2625
XPO5	-0.25
ARL6IP2	-0.674
OSBPL5	1.677
MMP9	4.17463636363636
KIAA0802	-1.383125
DHRS2	-3.6765
SGEF	1.621125
TXNDC10	-0.0249
EXOC6	0.66025
RPS27	-0.151333333333333
PNCK	-1.20933333333333
FSTL1	-0.22075
AACS	0.2265
SLMAP	0.1405
SAMD4A	-0.7137
ABRA	-0.03925
SMARCD3	-0.5855
PKNOX2	-2.82533333333333
A4GNT	0.423
C9orf39	-0.609166666666667
RALYL	0.20875
MGC33556	-3.2075
C10orf25	-0.592
BBOX1	2.77275
NHEDC1	-0.29125
XDH	-1.18725
GCSH	-0.469
EDN1	1.01616666666667
MTERF	-1.17325
CLK4	0.563125
ZNF799	0.993666666666667
KCNG1	-2.074125
CXCR4	-0.141166666666667
PTPRR	-3.117
IRAK1	-0.181125
LOC401397	-1.2865
TMSB10	-0.111642857142857
CXCL3	-3.4341
TMC4	2.42225
OR7A10	-0.514
STYK1	1.37075
CHRNA10	1.2905
CCNI	0.9065
EP300	0.171285714285714
LOC165186	-0.653666666666667
HIC2	-1.4475
SDR-O	-0.0385
OR2W1	-0.1485
KCNA6	-0.563
TRIM74	-1.17875
REEP6	-2.43475
ATP5G2	0.016
ERG	0.253125
TMEM42	-0.32525
PARN	0.2635
SOD2	-0.144375
DIRAS1	-0.8455
PNPT1	-1.41
JOSD3	-0.84775
hCG_40738	0.3485
PDE1C	-2.03225
SEMA4D	-0.083
AGPAT1	0.372
NOSTRIN	-0.873
MAP3K3	0.174833333333333
MAX	0.363857142857143
CAPS	1.11766666666667
SERPINA12	0.1985
OSBPL8	1.003625
RICS	2.1972
NR4A2	-0.807166666666667
PPCS	0.6085
LONP1	-1.35425
SCYL3	1.0585
HERC2P2	-1.36883333333333
FIBCD1	-0.6855
C15orf41	-0.61175
DMC1	-0.979666666666667
C20orf27	-2.05375
RPS6KA5	0.4363
FAHD1	-0.433333333333333
SLC12A4	0.86275
BRCA1	-1.42183333333333
GBL	0.0135
SLK	0.687
NUDT9P1	-1.369
NOXO1	2.746
USP52	-0.1695
BAZ1B	0.714125
SLCO2B1	2.65525
BBS12	-0.119833333333333
LRGUK	-1.137
TERF2IP	0.40475
COL1A1	5.691
KIAA0090	0.740125
GRK5	-0.408333333333333
AP1S2	-1.2838
TMEM52	-0.8935
CA11	-1.072
OR4A15	0.419833333333333
ACBD3	0.8648
SPAG11B	-0.0238571428571429
PRDM2	1.25
FOXP3	0.54875
SMYD3	-0.6585
LOC389199	0.575
LGI2	0.8885
NAPE-PLD	-0.3958
ANKRD6	1.499
WDR45	0.5515
SHROOM1	0.01775
PSCD3	0.5665
PYY	1.8175
KCNC1	2.643
ARHGEF9	0.2736
OR8J1	0.39275
GPR55	-0.776833333333333
NS3BP	-0.4875
C10orf22	-0.4055
NAT8L	0.9245
DUSP4	-0.776
FOXM1	-0.859
GRAMD2	0.8368
ZBTB48	0.1635
BUD31	-0.4865
PABPC5	0.239
CCDC41	0.35025
FBXO11	-0.177
C6orf148	0.1425
RFXAP	-1.70725
C6orf15	0.363166666666667
CDK8	-0.559333333333333
C6orf70	0.163125
TESSP2	0.571
ALG2	-0.005
PPP1R3D	5.09525
TPM3	1
SYT13	6.424
EPB42	-0.5295
CETN3	-0.784
PRY	0.3175
NTHL1	0.1255
POLR2B	-0.407
RPS28	-0.0475833333333333
P2RX3	0.2625
LYZL4	-0.16575
WBP4	-0.0579
PMM1	-0.31025
C11orf79	0.171
CBLL1	-1.06025
IL1F10	0.533
VAX2	2.328
SETDB1	0.158333333333333
LRAP	-1.81433333333333
GCLM	-0.6845
CPEB3	1.972
PPM1A	0.5248125
INTS1	-0.421
CAMTA1	1.44191666666667
SAMSN1	-2.915
LOC158830	-2.56333333333333
GMPPA	-0.95575
AIPL1	0.201
IL24	0.612916666666667
BDKRB1	-1.65816666666667
MLF1	1.4076
TAF12	0.4195
ID1	-2.37575
THADA	-0.4185
PIK3CB	-0.1535
OR4N5	0.0875
TBC1D17	0.183833333333333
COX8A	-0.26625
CDCA4	-0.4495
C2orf44	-0.48775
ZNF534	-1.14125
IMMP1L	0.2525
NIPSNAP3B	0.378625
FTMT	0.09275
PWP2	-0.921
MMP15	-0.0457
DNAH11	-0.89925
MTMR14	-0.464
DNAL4	0.0775
IPP	0.23025
TMEM59	0.74425
C1orf157	0.507
RGS4	1.536
DDX18	-0.221666666666667
SNX6	0.1955
ZNHIT2	0.830333333333333
NCDN	-0.0253333333333333
FLJ33534	0.907
RAG1	-0.90725
OR4D10	0.4195
PTPN5	-0.3285
POMT1	0.7005
LRRC8A	0.1618
CYP1A1	-1.79475
CAPN1	-0.1235
DDHD2	0.8005
GRIK2	-0.276
GNRHR	-0.5015
PPBP	0.11575
HTR3A	-1.077125
SLITRK4	1.9695
ANKRD49	0.23575
BTF3	-0.5592
SARS	0.3415
C13orf18	-0.104333333333333
CACNB1	-0.525692307692308
QKI	0.924818181818182
SETMAR	-0.20975
MAN2B1	0.409
EML3	-0.51
ACADL	-0.059
OFD1	-0.289125
DEFB114	-0.053
CGA	-3.5922
PEX16	0.201666666666667
LRRC10	-0.068
GNG12	-1.415
C1orf152	0.228166666666667
CHRM1	0.4685
CD53	-0.327375
DBH	-1.13825
TFAP2B	-2.43475
HIST1H2BJ	-0.993
FAM46D	-0.423
TMEM11	0.214
C3orf32	-2.25325
PCCB	-2.38375
IPO13	0.20525
C6orf105	-4.148
COMMD5	0.77
SUV420H1	0.73
LTBR	0.427
ARHGAP15	-1.936125
HDHD2	1.06475
TDRKH	0.0495
LOC401052	0.1365
PSG4	-0.10775
GNB4	-1.3826
SPATA4	-0.62875
SLC9A3	-0.4045
OSBP	0.288666666666667
NBPF3	0.371583333333333
DOCK11	-0.92
SLC39A5	-1.41133333333333
PRR5	0.8074
C10orf63	-0.185375
SMTNL2	-1.972
ADRA1A	0.15975
ASAH1	0.4644
DOM3Z	0.464
GIPR	0.648666666666667
AHI1	0.09375
NADSYN1	-0.919
RGS14	-1.1872
IL18BP	0.7994
RTN4RL1	1.72358333333333
ARMC6	-0.443
PSMD5	-0.276333333333333
HK3	1.6228
OR4S1	0.2085
RSU1	1.3753
MAD2L1	-1.53111111111111
EIF4A3	0.661
DLEC1	-0.946
E4F1	0.994333333333333
CHMP2B	0.2965
CAMSAP1	0.5855
RPS21	-1.776
ARID5A	0.228
UBE2N	0.0142
IGSF8	0.468
MAGEB6	-1.687
ACAD11	-1.6246
MGC4172	-2.25775
LMO4	-0.2565
KLKB1	-0.95325
HP	-0.508
HDAC3	-0.63275
SCHIP1	-0.013
CLCA1	0.3295
OLFML2A	1.438375
C1orf112	-0.78825
KIF19	0.494083333333333
HAPLN4	-0.1577
CXCR7	0.813166666666667
GOT2	0.4849
RAB38	0.359375
DCX	1.19825
PPM1H	-2.3
NFYC	0.666
KIN	0.211
ZNF228	0.855
PLSCR4	2.13316666666667
HIG2	-0.37525
FAM79B	3.254
C21orf86	-0.7708
KCNK10	0.02475
ZNF738	-1.3595
FSTL5	-1.227
OR6A2	0.87
OTOA	0.897333333333333
EXOC1	0.63475
AHRR	-0.46
PDAP1	-1.6625
C19orf6	-0.3155
ZAN	0.43775
LY6G6E	0.3635
EIF4E2	-0.155
C20orf198	-0.47025
ZNF324	1.67325
CYP3A5	-4.244
ENTPD7	0.7965
MBOAT5	-0.0728333333333333
GJB5	-0.37075
TTC13	0.31975
S100Z	-1.5485
KIAA0664	-0.752
PDGFRB	2.27075
IL17D	0.67975
OR56B4	-0.511
RDX	-1.4045
SLC34A3	0.6425
IL28B	-0.079
JUND	0.91275
CHRNB1	0.321125
CAMK2B	4.02375
FETUB	-1.826
CXorf23	1.004875
MRTO4	-0.976375
TTC3	0.8721
NDUFB8	-0.645
EDG2	-1.002
SEMA3G	0.58975
IL23A	-2.06775
GRHL1	1.6414
LOC441054	-1.0355
WDR65	0.418
PSTK	-0.05475
STOML3	0.318333333333333
R3HDM2	0.3665
C5	-3.04025
SLC2A10	2.37283333333333
C3orf22	0.54625
PAQR3	-1.07015384615385
ANKRD26	-0.680916666666667
HCRTR1	0.000499999999999999
LOC399947	-0.45775
PSD2	1.565
TIGD2	0.057
SCRN1	-0.048375
COQ10A	-0.761
DDI2	0.123
METTL7B	-1.02466666666667
UCN2	0.64925
FAM92A3	-0.55925
WDR16	0.04975
ZNF511	-0.313
ZMYM5	-0.95725
POLR3G	-1.31525
ZNF586	0.53875
C1orf49	0.274666666666667
TANK	0.297666666666667
RCAN1	0.1715
PELI3	1.23933333333333
LIMD2	-0.751
TMEM189	1.2615
NTN4	-0.7435
LOC151300	0.12
CLEC2A	-1.4535
GPR135	-0.633375
DPYSL4	-0.988
JAK2	-0.0688333333333333
TSHZ1	1.12116666666667
TM9SF4	-0.38625
ZNF264	1.3455
SIRPG	1.109125
BICD1	-0.6365
HERC6	0.820666666666667
METTL5	-1.379
CASP1	-0.45425
PRRT1	-0.213
PLA2G4C	0.980333333333333
ICA1L	-1.04035714285714
TPTE2	0.185833333333333
OTUD7A	0.726333333333333
AQP11	-0.63175
APOA2	-4.492
KALRN	-0.9469
SECTM1	-0.823
IFNAR1	-0.24325
TALDO1	0.496
RAB11FIP4	-0.822083333333333
EIF5A	-1.673
FAM49A	1.57275
NEGR1	0.0703333333333333
YTHDC2	-0.453375
EHD2	0.437875
NCF1	1.1013
SCRT2	1.2885
HOXA5	-0.654333333333333
NUP133	0.00425
FGF12	-0.5210625
SLMO2	2.301625
SNTA1	-0.174125
CACNG2	0.381125
GCM1	0.399875
ELF1	-0.746666666666667
TLR5	2.7085
TCFL5	-1.35991666666667
RBMY2FP	-1.575
LOC100125556	0.00112500000000006
FAM129B	0.412875
MAP3K7IP1	-0.10125
NCK2	0.261
OXA1L	-1.007
FMO9P	-0.049
ZSCAN12	-0.024
PSMD12	-0.196083333333333
HSCB	-1.44275
CLDN10	-3.26275
MGC13053	-0.69725
HPCAL4	-1.1135
ASZ1	-0.395
MEX3D	0.582416666666667
NFAT5	-0.3511
CSPG4LYP1	-0.4305
FBXO3	1.0745
DVL1	0.587666666666667
CMKLR1	1.65533333333333
TYMS	-2.15675
PEF1	0.993
ZNF750	2.22716666666667
MCM5	-0.3877
MEGF11	-0.857
KCNK7	0.177
PTP4A3	-0.494
C1QTNF2	-1.63333333333333
OR6S1	0.4035
FAM122B	-0.2465
ZNF551	0.368375
HBQ1	-2.6375
GEMIN6	-0.76525
ARSK	-0.6875
RBP7	3.28166666666667
CPNE9	0.25525
DSC1	0.8865
LOC730112	-0.803
MAP2K4	-0.014875
HS3ST5	-1.6315
EPB41L3	-1.317
TEKT2	2.9125
CDKN2B	0.883583333333333
ZNF480	-1.623
MAP3K6	1.0595
MAP6	0.647166666666667
HN1	-0.0902
OR2L13	0.434666666666667
SLC16A11	0.66875
FAM96A	-1.2295
APOL1	-0.4915
C5orf32	0.0035
RTP1	-0.417833333333333
RNF175	-1.06725
ZBTB41	0.693
AHCTF1	-0.3716
SAE2	0.3171
ITGA2	-1.07316666666667
MME	-0.0738333333333333
CCDC14	-0.5085
MAST4	0.869357142857143
KRT33B	-0.318
KCTD2	0.675
WDR26	0.344916666666667
MFI2	0.851875
NR4A3	-1.14925
ARSA	0.5185
UNKL	0.3125
SULT6B1	0.277
CCNA2	-1.93083333333333
SOX15	0.637
PPAPDC1B	-0.236416666666667
C19orf44	1.169
MCAT	0.46
ARID1B	0.784875
OR52N1	-0.0595
C12orf48	-1.33975
MAGI1	0.637375
NIPA2	-0.61575
GBX2	-2.11025
RSHL3	-0.00825000000000001
RAVER1	0.0661666666666667
C15orf17	-0.587
SLC30A2	0.7355
ZNF518	0.1925
PCYT1B	-2.03525
C10orf114	1.20275
EIF3H	0.398666666666667
SLC25A39	-1.05616666666667
KIF1B	0.212875
AMOTL2	1.01725
C6orf120	-0.25125
PSRC1	-0.52475
PLA2G10	4.15
KIF5C	1.0425
MRPL37	-0.505
C17orf62	0.376166666666667
C9orf135	-1.3855
DUSP10	0.33
CLCNKB	-0.034
PSMA5	-0.11325
C8orf53	1.218
AMPD3	0.516166666666667
PIAS1	-0.92675
ADCYAP1R1	0.0215
GYLTL1B	0.57825
CDH20	-0.00116666666666667
FBXO7	-0.3825
TMEM134	0.5985
FLJ14213	0.850833333333333
ZNF3	-0.78475
LRRFIP1	0.12175
CNOT2	0.366
ABI3	2.069
ALDH5A1	-2.36791666666667
HNT	3.3259
SERPINA4	-2.87575
TK2	0.475416666666667
STMN1	0.00655555555555556
GUCA2A	-0.0591666666666666
GALNT10	1.04364285714286
DPP6	-0.75795
C9orf93	0.914
PRELID2	-1.8775
STK39	0.285125
SFTPA1	-1.093
CKS2	-0.571555555555556
RHO	0.4495
C20orf135	-0.01625
XKR3	-2.5555
CR1	-0.203125
RPS6KA2	0.596
C20orf112	0.78825
MRPL22	-0.138
C4orf23	0.578333333333333
GADD45B	0.99325
KLHDC1	0.967333333333333
C2orf48	-0.128
ZNF287	0.674
DAAM2	-0.48475
DPPA2	-2.588
TCTN3	-0.1275
DNAJB11	0.097875
FPR1	3.15575
DEFB4	0.0945
PTCD2	-0.6714
SMOC2	5.3865
CABP7	1.063
SERPINB11	0.2235
MAGEF1	-0.66925
NDE1	0.551166666666667
ITGA10	0.213
FSHB	0.5305
ANXA2	0.2375
HORMAD2	-0.00249999999999999
HLCS	-0.0685
MCF2L	2.14766666666667
FH	-0.43175
TBC1D24	1.0305
KIAA1505	1.741
LGALS2	-1.40025
CNBD1	-0.6435
SYNPO2L	-0.32075
PTPN23	-0.0387857142857143
C1orf183	0.200166666666667
MAGEA8	-2.95225
DGCR8	-0.53475
GSR	-2.44575
PAQR7	0.4905
ZNF676	-1.20725
CACNA1C	0.5987
SP7	0.128
PDCD6	0.36425
NRN1L	0.055
BRI3BP	0.649166666666667
KIAA1183	0.642
ASB4	0.35825
CCL23	0.3901
OBSL1	0.264625
SLC12A7	0.875833333333333
KIAA0240	1.630625
CD1B	-2.79033333333333
FCGR2A	1.145375
MDC1	-0.2495
HTR1A	0.373166666666667
OCEL1	-0.157
ATP11B	-1.5645625
FBXO34	-0.0815
PCDH12	3.50383333333333
RPE	-0.5565
C17orf74	0.088
CSDC2	0.4405
PET112L	0.11875
TMBIM1	0.607875
P2RXL1	-0.25975
TCHP	-0.52375
TRMT1	-0.434166666666667
F2RL2	-0.82775
LRRC32	2.91233333333333
IMPG2	0.559
BGLAP	0.1215
LOC493869	-1.23891666666667
MRAS	1.187125
SLC35F5	0.1755
CBWD1	1.001
AXL	-1.20375
ATP2C2	-0.8955
TELO2	0.449
PNPLA3	-2.395
PCDHB14	-0.121
CD276	-0.40125
KRT80	0.706
DUSP28	-0.0995
CSNK1E	-0.307166666666667
SRP14	0.2595
KCNQ4	-0.011
KRT72	-0.102333333333333
CCDC117	0.176625
C6orf89	0.0072222222222222
TUBB2B	-2.10133333333333
RTN4IP1	-0.358
CR1L	-4.001
CEND1	0.333125
C12orf41	0.103333333333333
RNF31	0.12375
UBN1	0.543833333333333
C17orf32	1.4005
SLC5A7	0.62475
GPR92	0.592666666666667
ESAM	2.2463
CTNNA1	0.682583333333333
HRBL	-0.6143
CBX4	-0.768
TMEM182	-0.91275
SH3TC2	-2.37
IL10	0.533666666666667
PXMP4	0.017
RNF167	-0.3808
PAK7	0.00733333333333333
ETV3	0.045
ATPIF1	0.414666666666667
LOC554207	-2.46516666666667
OR8H1	0.086
WDFY3	0.539
DPM1	0.77325
GPSM1	-0.515
WDR92	-0.2625
LRP1	0.671
ANKH	-0.810625
THUMPD3	-1.73975
POLR1B	-0.26525
OLFM4	2.272
RAD9B	0.56125
TSPY2	-3.3485
PAX6	-2.12733333333333
SCG2	-2.14975
SLC17A6	0.36775
FMO3	2.40375
PADI4	-0.131375
TUBB4	-0.6101
NLK	0.18125
POU4F3	0.7005
SDF4	-0.222
ITGBL1	1.846
NETO1	-0.0175
TAP2	-0.030375
ABBA-1	0.30675
GNAI1	-1.53275
VPS4B	1.0495
NOPE	-0.4453
GALNT6	2.41083333333333
SESN1	0.15225
GBE1	-1.65711111111111
CLASP1	0.12125
RASGEF1B	0.50875
ACOT11	-0.359
AFAP1	0.89725
OR2H2	0.33
DPY19L2P1	-0.20025
DZIP1	-1.358
SEC22C	-0.53775
GPR161	0.856333333333333
RNF146	1.34175
WDR74	-0.060625
GALP	0.1935
PURA	0.8515
DNPEP	0.484083333333333
RP11-78J21.1	-1.271
ERBB2	1.514375
FANCM	-0.740833333333333
NEO1	0.158666666666667
DDX3Y	-5.2942
RPS3A	0.0236249999999999
MXRA7	-0.0045
LGALS3	-1.031
GLT8D1	-0.0555
CFL2	-2.97816666666667
UPB1	-0.12425
NAP1L5	-0.529125
CLDN14	-0.22325
DHX38	-0.0425
BTBD1	-0.6465
TARS2	-0.515166666666667
ABCF1	0.1871
FCF1	0.0998333333333333
LRRC49	0.17325
GUCY1B2	-2.316
C1orf177	0.498
SMARCA4	0.222642857142857
LRP8	-2.1465
TAGLN3	-1.18275
MRPL14	-0.0245
TTRAP	-0.09325
ZDHHC20	0.99275
NFE2L3	-1.8335
KIAA1377	-1.48325
PALMD	0.6564
TMEM43	0.0345
TTL	-0.394875
STAT5B	-1.477
SSB	-0.57675
OR10H5	-0.036
SLC22A13	-1.03325
AKAP3	-0.65075
TIMM23	-0.230833333333333
OAS2	1.5385
KIAA0423	0.37825
TRIM11	0.725
GLIS3	1.85725
TMEM50B	0.145833333333333
ARHGEF4	-1.148375
DEGS1	-1.17072727272727
TBL1XR1	0.481066666666667
G6PD	-1.9155
SP140	-0.0519
MUC17	0.0152142857142857
NUDC	-0.00180000000000001
DNAJC5B	1.85016666666667
SCARA3	-1.3635
CPA3	2.033
BCAT2	-0.18475
MFN1	-0.1207
NRG3	-0.74
SNX11	-0.051
PLEKHH1	-0.368666666666667
GPR177	-1.45166666666667
HCFC2	0.44175
TCAP	1.08225
MOCOS	-2.88875
C14orf93	0.28375
PRDM10	0.540833333333333
SLC16A4	-0.619083333333333
SRGAP1	-0.0918333333333333
VIP	0.14425
DUSP27	0.134166666666667
LILRA1	0.297
MC2R	0.261
MGC24103	-1.52825
MBTD1	-2.265
FUT11	-0.866833333333333
USP33	0.191
C15orf39	0.10725
MAP3K12	-0.397125
PAAF1	-0.327
BARHL1	0.5425
FLJ16165	0.431
PIWIL2	-3.061
SYNE1	0.264166666666667
CMTM4	1.588375
TSPYL1	0.5967
GUF1	-0.5365
TMEM157	0.59
WDR44	0.103
HIST1H3C	-0.713
DKFZp666G057	-0.68375
RNPEP	-0.71675
GAS2L2	-0.573
ADH4	-4.673
GRPR	4.03533333333333
FBXL17	0.857
ZBTB10	-0.657666666666667
Gcom1	0.245944444444445
HTRA1	2.1965
ZNF585A	0.286333333333333
SLC26A2	-0.734928571428571
OTOP3	0.142
WISP1	2.35066666666667
ATP2B4	0.0870833333333333
FLJ10769	0.99225
CRAMP1L	0.701
CHST12	-0.86375
RAB22A	2.91375
TARDBP	0.554214285714286
STAU1	2.03025
CRB3	1.46683333333333
MIG7	-1.65675
CHMP1A	0.353833333333333
ZNF160	0.598875
B3GALT6	0.706625
BARX1	-1.3955
C6orf167	-0.00381249999999999
NXNL1	0.3765
DHX29	-0.055375
HADHB	-0.5165
PLXNB2	0.243875
ILDR1	-0.847
SLC15A3	3.124
GAS2	-3.94383333333333
C20orf69	0.0915
NUMB	-0.38775
TNIP1	-0.241
MESP1	0.163833333333333
PSKH1	0.81675
NSFL1C	-0.375
RHOG	0.36025
HEY1	-0.773666666666667
KNG1	-2.12725
ITGAX	1.5433
LIN9	-0.309333333333333
CANT1	-0.121875
XRN1	-0.104
CCDC96	1.0723
HEATR6	-1.19266666666667
GNG7	-0.939916666666667
RUNX2	1.51025
SOX1	0.2605
FCRL5	-0.3536
ZNF99	-0.3775
FAM9A	0.7705
SNX22	0.345166666666667
MBNL3	-1.44583333333333
ODC1	-2.3778
ADORA2B	-2.68133333333333
NR2F6	0.177
ZFYVE16	-0.290611111111111
SYNJ2BP	-0.2843
POLE	-0.358375
E2F2	0.081375
THRA	0.194666666666667
PTGES2	-0.861666666666666
HIP1R	0.0848333333333333
TMUB1	-0.601166666666667
ENO3	-1.831
RSPH10B	-0.635
CXorf39	0.694875
IRGC	0.29425
GPR109B	-0.36075
FLJ13305	-0.4035
LCE3A	-0.749
TNFRSF18	-1.27366666666667
DET1	-0.17075
TRPM3	-0.204916666666667
C16orf79	-0.7065
FECH	-0.1265
RAP2A	1.26583333333333
CRIP1	2.075
AZIN1	0.6755
SLC7A7	3.3265
IL10RA	1.3547
TMEM64	-3.68275
CDC42EP4	0.936
C16orf58	0.0929
ARG2	-2.23725
POU5F1P4	-4.6005
FAM62B	0.67
DNAH8	-2.0891
ASH2L	0.219125
TSLP	-3.85033333333333
CNTNAP5	-0.775166666666667
TMEM16C	-0.7375
IFNA14	-0.561
SLC1A3	0.31225
CABYR	0.10975
BCL7B	0.0629
NUDT13	-1.49666666666667
C13orf28	0.254
C1orf53	-2.22275
ARL6IP4	0.5114
RPL35A	-0.489
EMR3	0.28425
RAB40C	0.9045
SLC41A1	-0.9285
LRCH1	0.336
LY6G5B	-0.785
FAM124A	-0.978571428571429
MGC10981	-3.95533333333333
CLIP3	0.4322
MAP4K2	0.04
CHIC1	-0.61825
SULF1	4.46016666666667
C20orf30	-0.577642857142857
PRDM5	-1.105625
ELOVL1	0.161
C11orf48	-0.07975
SLC39A10	0.13325
KCNV1	-0.7995
ACP1	-0.929
ZMYM2	0.152375
B3GNT6	-0.0351666666666667
C9orf69	-0.2315
C2orf15	1.162
C20orf166	0.4715
HSP90AA6P	-0.7295
EDG7	-0.9675
NEURL	3.1775
LPL	2.44066666666667
CLEC2D	-0.377785714285714
GRRP1	1.22416666666667
CD8B	-3.1403
HIST1H3D	-0.611
SLC6A12	0.254875
FAM27L	0.0715
CD84	0.9744
RASA1	-0.521
PHKG1	-0.202
MAGEA11	-1.471
IMPA1	-2.0363
NPM3	-1.737
RARRES1	2.601
SH3BP1	0.29425
B3GNTL1	-0.2575
ARPC5L	-0.0183333333333333
KLHL26	-0.55275
SIM2	3.30125
GJC1	0.7035
C20orf194	0.1765
EXO1	-1.8305
SLC2A2	-2.5175
LOC285074	0.08525
LRG1	-0.762
KIRREL	0.447
PIK3R1	0.3545
C4orf34	0.908
MAF	-1.09516666666667
ADCY4	3.3025
ZMIZ2	1.3665
SLC46A3	1.48466666666667
STAMBP	-0.476
CCDC16	0.2185
MS4A12	-0.239
TCF20	-0.0275
LRRC46	0.585
C20orf152	0.599
MRPS6	0.246125
ABCB11	-0.1935
KCNC2	6.53783333333333
CDH19	-2.731
C9orf123	0.0563333333333333
SSH3	1.318375
LDLRAD1	-3.4075
CCBE1	-1.053
ZNF135	2.77825
TAAR1	-0.4575
WFDC12	-0.172
CCDC42	0.0911666666666667
FLJ12529	-0.173
PER1	-0.1455
TIMM50	-0.46
SMARCAD1	-0.308
FAM26C	0.162
TP53TG3	-1.03383333333333
SH3RF1	1.7151
LMCD1	2.2315
GPR63	-0.4135
FLJ21986	-2.6765
AIFM3	-0.5895
MICAL1	-0.533166666666667
BLZF1	0.441833333333333
IQCA	2.804
PCDHGC3	-0.331
SAC	0.074
BCL6B	2.0355
DDO	-1.7375
MARCO	3.012
DCHS1	2.3
C1orf170	-0.809666666666667
CD200R1	0.5055
C22orf15	-0.6025
SEPT11	1.04166666666667
ADNP	0.9
UST	-1.1757
C13orf34	0.374666666666667
RFFL	-0.211142857142857
APBA3	-0.314
C2orf60	-0.49175
CUTL1	-0.1294
PMS1	-0.67025
ZNF689	-0.345
EIF3E	-0.66
IL9	-0.173166666666667
RPL31	-0.407375
LY9	0.231333333333333
ATP2B3	-0.05325
KDELR2	-0.06775
TFCP2	0.905875
NLRP12	0.534625
FLJ45422	-0.098
TLE4	-1.5035
ZNF570	-0.288
FLJ43806	-0.24
TLK2	-0.181
CIR	0.82725
MARS2	0.2015
COL24A1	-0.068
SDF2L1	-0.6825
HIBADH	-0.852333333333333
IGFBP3	-2.56007142857143
C12orf23	-0.274875
PSPC1	0.63225
C20orf43	2.39
TRAV20	0.273
ARHGAP24	0.91475
KIAA1975	-1.156125
C1QA	3.6315
DNTT	-4.89216666666667
C10orf6	0.46775
C11orf41	0.531375
HNRPF	0.779375
COL11A1	7.53466666666667
UBAP2	0.904
CDKN2AIPNL	-1.0365
C20orf174	2.75025
SPRED2	-0.30925
PLA2G12A	0.0845
ICEBERG	-2.19083333333333
SCN10A	-0.016
C11orf65	-0.01025
GBP5	4.31925
PITPNC1	-1.21716666666667
POU3F3	0.878
NCOA7	-0.479375
LIN7C	0.4934
LOC348840	-0.9665
NKX2-2	-3.81475
ANKRD13D	0.738625
LOC123688	0.09925
FUT2	1.54833333333333
TAAR8	0.5675
FZD4	0.514583333333333
PNMA3	-0.765833333333333
OR4L1	0.44
WIT1	2.457
EXOC3L	1.93725
ATPBD4	0.3479
KRBA1	-0.3695
UBXD6	-1.491
HOXB7	-0.842714285714286
C7orf23	-0.5865
UNQ338	2.0385
STAB2	0.17025
CDC20B	-0.211
IRF9	1.72325
CENTG1	-0.226666666666667
TNPO2	-0.1135
MCPH1	-0.864
BMS1P5	-1.10375
SLC26A7	0.6005
HIST1H3J	0.86975
C9orf3	0.3171
LBH	1.283
MYO1D	0.68225
PTDSS2	0.6065
NFU1	-0.3535
DEPDC4	-0.7065
WNT7B	1.5553
GLP2R	-0.483
SETD4	-0.463
DYNLT3	-0.1116
FKBP11	-1.47066666666667
SESTD1	1.6335
FLII	-0.549
RPS16	-0.1368
CHPF	-0.244333333333333
CSNK2A1	-0.308666666666667
SUMO1P1	0.0645
FKBP6	-0.8925
ZNF214	1.93783333333333
TWIST1	1.17833333333333
DDX56	-0.243833333333333
TRAM1L1	0.5727
EPO	-2.2825
MRPS18B	0.1075
ZNF682	-0.779166666666667
RPL14	-0.484
MAFF	-0.185
LOC51136	-0.730875
LY96	-0.53275
DDX20	0.15225
ABTB1	0.860333333333333
ARL5A	0.1328
CCT6A	-0.2675
HEPACAM	-1.50483333333333
EHHADH	-0.764833333333333
RBAK	-0.446666666666667
CGB1	-0.17725
ITGB5	0.6825
YIPF3	-0.08325
FKBP2	0.131
NR1D1	-0.7354
TMEM110	-0.426
NEK2	-0.208166666666667
PRAMEF8	-3.13425
C20orf52	-1.29533333333333
PCDHGA3	-1.022
VWA3B	0.191
NDUFA5	-0.732625
THAP9	0.10525
FLVCR2	-0.638166666666667
AP1S1	-1.8455
SMAD6	-0.978
SAV1	0.595375
SAT1	0.89075
ZNF251	1.39625
ADAMTS7	0.094
RPP38	-0.15025
C1orf211	1.2095
YPEL2	0.1948
RBMS1	0.0975
ZNF445	-0.124666666666667
NRXN2	0.184
PGBD4	-0.576375
UGT2B28	-1.81925
WBSCR16	-0.2391
NLRC3	0.163375
ASTL	0.38475
ST6GALNAC1	-3.473
ZADH2	-0.3655
MLLT4	0.902416666666667
ARL6	0.255
MEF2C	-1.011
CBFA2T3	0.443
AFF3	1.73428571428571
