Hybridization REF	TCGA-A2-A0ST-01A-12R-A084-07
CLCN6	-0.695
C16orf59	-2.04075
SQSTM1	0.716333333333333
AADAC	0.22475
LRRC8C	1.523125
BIN3	-0.7317
HPS6	0.84875
MAN2A2	-0.564
GABPB2	-0.827125
KCND1	0.4695
PTPN11	0.0168571428571428
ZNF274	0.09675
ATF3	0.719166666666667
C7orf26	0.16125
C1QL3	0.0875
WDR54	-1.887
FLJ40869	-0.687
ZNF397	0.14125
MLL	1.026
TTLL6	-1.148
ANKRD15	-0.658833333333333
KIAA1958	-1.46225
C1orf218	1.439625
ZDHHC16	-0.11925
DDX47	-0.2665
EVI5L	-0.4015
GDF6	-6.00675
TAPBPL	2.1005
BTG1	2.1551
DPP4	-0.740625
KLHL23	-1.20425
APOC3	-4.31725
BTBD12	-0.619833333333333
CNOT4	0.353
HIST1H3I	0.3455
OR5H1	0.466
APEH	-0.912125
TRY1	-0.3546
SLC26A8	0.1635
KCNA2	1.46166666666667
TMEM159	1.76125
C6orf81	-0.664
PCYT1A	0.1415
C6orf157	0.053
BRMS1	0.18275
CHST1	3.348
LGALS1	-0.35975
TAF1B	0.0725
FLJ40504	-2.6295
GPR173	0.2525
COL15A1	1.2105
CASP10	1.14414285714286
PCMT1	-0.441642857142857
HDAC5	0.5105
LOC641367	-0.7565
EVC2	0.26725
SGPL1	1.52266666666667
GON4L	0.418785714285714
AFG3L2	-0.6675
C5orf15	0.1315
UBXD1	0.6771
LILRB4	2.29416666666667
GSTA4	0.390833333333333
ADIG	0.642
GRIPAP1	0.33725
HIST1H3B	-0.342666666666667
BTRC	0.3565
USP49	-2.331
IQCH	-0.83975
ACBD6	-0.30625
YEATS2	-0.28325
CABP5	-0.037
TRIM3	-0.32725
HNRPM	0.24125
FGG	-4.6701
C18orf16	-0.032
CLEC2B	0.8405
PQBP1	-0.1225
JTB	0.165333333333333
REST	1.397
SLC8A3	-0.623333333333333
TMEM16H	-0.04125
MRPL47	-0.397125
EVI1	1.3572
MUC1	0.015125
TEAD3	0.236875
STOML1	-0.827125
USP24	0.1202
PNMA5	1.27075
MAEL	0.153333333333333
LBP	3.7565
HSD17B4	-0.09025
SEC31B	-1.449
IDH2	0.7663
SFRS16	-1.83025
AICDA	4.432
RNF180	-0.8685
C1orf56	-0.9215
FLJ10324	-1.0555
GPR148	0.8645
MEF2A	0.407333333333333
ASF1B	-1.28866666666667
HTN3	-0.23875
RNF215	-0.26125
SLC4A3	-0.6715
ADAMTS9	0.7832
C9orf66	0.631333333333333
FOXD3	1.177
GSDM1	0.33325
IFITM5	1.312
PODXL2	-1.22116666666667
C1orf176	0.5175
RPS3	0.16275
hCG_2004593	-0.028125
COL21A1	0.1785
NTNG2	1.28366666666667
RAI14	0.0886666666666667
P76	0.2865
LRFN3	0.50775
FAM14B	-0.261625
FKBP14	-0.964
TNNI3	-2.325
HOXB3	-0.55325
SGCB	-0.83325
PPAPDC3	-0.7015
FRAT1	0.187333333333333
MORN1	-0.433333333333333
ARHGEF2	0.64875
BNIP2	0.228
DHX30	-0.4995
EEFSEC	-0.80925
FGF20	0.8755
FLJ38973	0.608714285714286
PLCH2	0.674333333333333
CCNG2	1.83325
PSPN	0.196
WDR88	-0.3475
HOXB13	-1.31425
MTMR8	-0.6275
SPAM1	-0.393
PPP2R1B	-0.951625
TANC1	0.366875
CNN3	0.7088
CHGA	0.789875
C9orf128	1.30675
CACNA1B	0.5595
MMAB	-1.1126
RHOA	0.273666666666667
RAPGEFL1	-0.94975
SLC1A5	-0.699166666666667
CALCA	-0.0665
SYCP1	-0.387
CXCL11	6.566625
GFI1B	-2.21383333333333
PSCD1	1.45566666666667
C11orf58	0.236166666666667
MGC45438	1.8015
NUDT18	0.462666666666667
ASB3	-0.336666666666667
ZP1	-3.5175
LPPR2	-0.8146
ZNF527	1.1075
ZNF771	-0.244375
TTBK2	-0.5375
TRIM55	-0.60675
GJB3	1.83983333333333
PRSS35	-0.574
SCRG1	1.74525
ZDHHC24	-0.311
DUSP26	1.72875
C1orf51	-0.714625
DNAJC3	0.456333333333333
LITAF	1.711875
ZNF410	0.32375
AFP	-4.468
ZW10	-1.2835
PHOX2B	0.351
VILL	0.34075
ELOVL7	0.412875
LOC644186	0.1395
PPP3CC	0.81725
CHST13	-2.2095
WDR40B	0.283
MEA1	-0.17125
HILS1	-1.598
DLX6	-2.201
NKG7	3.98766666666667
EMP1	0.1985
ACTR6	0.08075
CHCHD7	-0.419714285714286
COG2	-0.1371
TCEA2	0.00129999999999999
TARS	-0.975
FLJ20294	0.637333333333333
ZNF92	-0.113375
TRAPPC2L	-0.1178
ARHGAP28	-0.10575
CCDC109B	0.829
LGTN	0.00466666666666667
INGX	1.192
LOC124446	0.93425
RPS2	-1.27
C17orf75	-1.42983333333333
NBPF1	-1.5195
SLC2A8	-0.898583333333333
SNRPE	-0.62275
CARD6	0.74725
IL13RA2	-1.05225
CUEDC2	-0.218875
C4orf19	-0.414
AOC3	0.836875
MTHFD2	-0.482
OR5M9	0.2985
C4orf38	0.161333333333333
SS18L2	0.08775
OAS3	2.23266666666667
LARGE	0.476
LRIG3	0.325166666666667
LIMA1	0.0485
STARD3	-0.0504166666666667
VPS39	0.270125
CTAGE6	0.114
ODAM	-0.31475
MORF4L2	-0.286375
GSTO2	0.59225
MTFMT	-1.2915
PRKAB2	-0.838857142857143
ZNF76	-0.377
HSPB2	3.722
CRB2	-0.5135
KLRK1	0.1245
LYST	1.00675
UBE2M	-0.947166666666667
SLC16A9	-2.038
ZNF281	-0.2795
ST8SIA1	2.81325
C9orf105	-0.545
ANKRD46	0.128
FAM108A3	0.363
C20orf91	-0.166
ZYX	0.011
RSPH1	0.5395
ZSCAN5	-0.7985
RIMS3	-0.064
KRT76	-0.6175
CEACAM4	1.95083333333333
SIRPB1	0.9585
CFHR4	0.3025
SOX3	-0.4085
GATAD1	-0.7685
C21orf57	-1.03375
TMC8	0.556
AVIL	0.0781666666666667
LMOD1	2.967
HIGD1A	-0.960571428571429
NEU3	-0.1505
DES	-0.016125
BZW1	-0.3513
ZNF221	0.525
CCDC27	-0.4285
GDAP1	-0.48075
RBBP4	0.0875
MGC40499	-0.00275
PHKA1	-1.4195
PRKAR1A	-0.396166666666667
HSD3B1	0.237
RAD52	-1.44133333333333
CD207	4.1945
LOC389791	0.0505
RSPO1	1.41033333333333
TMEPAI	0.8575
MFSD2	0.39175
ETV4	-2.31066666666667
SCGN	-0.449
LOC391356	0.21825
MPP1	-0.814
STARD3NL	-0.30825
TFAP2D	0.204
CD2AP	0.46775
CCL20	-1.9835
CCDC86	-1.605
ZFP30	-0.07375
CTBP1	0.24975
MAK10	-0.0305
STXBP5	-0.387333333333333
LOR	1.9537
MAP6D1	-0.39625
ARMC7	0.247
TMEM150	0.0381
NSL1	-0.33825
KIF5A	-0.89325
ASCC2	-0.1855
PSENEN	0.4045
OPTC	0.3685
FCRL2	3.6465
KBTBD11	-1.35625
PCK1	-2.30257142857143
CENTD3	-1.26525
MEGF8	-0.3645
ALPPL2	-0.294
OBFC2B	-1.05566666666667
ZFYVE20	-0.16325
GALC	0.6024
CTRB2	0.7215
C20orf71	0.1778
TBKBP1	0.878
CAMLG	0.67775
TREML4	0.8295
RSAD1	-0.472
TUBA3D	-0.753
KIAA1833	-0.21175
PNPLA1	0.6295
LRRC34	-0.732166666666667
CDH26	-0.0516666666666667
ZNF167	0.569333333333333
ZBTB26	-0.9654
VWF	4.6854
VTN	-1.01933333333333
BAD	0.12825
PDS5B	0.4345
ZNF644	1.75491666666667
SH3GLB2	-0.384
SMPDL3A	0.9872
NRG2	1.03575
IL15	2.98333333333333
GABARAPL1	0.087
LAT2	1.1097
SLCO1A2	2.514
LIG4	0.2705
GSDMDC1	0.06725
BMP4	-1.5135
METT10D	0.507428571428571
SYCE1	1.16425
SPANXD	-6.0395
SLC12A9	0.284833333333333
MC1R	-2.0805
RNF168	-0.6075
TRIM69	1.8495
GALNT7	0.760833333333333
ISG20L2	0.29775
KIAA2026	0.866
TNFAIP8L1	-0.2975
DPY19L2	-1.196
C12orf63	0.971
PRDX5	-0.41725
MED6	-0.644625
TXNDC5	0.3915
CD46	0.44
CCK	-0.2205
C17orf48	0.00775
ANUBL1	1.54575
SIT1	2.32283333333333
TYSND1	0.1445
DEF6	1.3135
GLT8D4	-0.44225
UTP14A	0.088875
RPH3AL	0.3075
NXF1	-0.334333333333333
TRERF1	0.224666666666667
TUBB3	-0.851
SLC24A2	0.987
SEC22B	0.855166666666667
ZNF653	-0.3025
GGTL3	-1.843
CDKL2	0.403
CTF8	-0.01525
EPC1	1.53933333333333
CYP4A11	-0.1885
THRSP	2.18316666666667
LELP1	-0.5984
TES	2.127
C17orf87	3.0005
FERD3L	0.1455
SH3TC1	0.8285
RAB36	-0.163
CRYGB	0.152
GRIA3	0.8394
BHLHB9	1.1845
C1QTNF9	2.049
GOPC	0.868625
PNPLA8	0.809
ZNF444	-0.06575
FMO1	3.30025
POLR3C	0.43425
SLC35F3	0.2375
SGCG	-2.37933333333333
DCDC2	-2.0645
NANP	-1.40175
MGC23270	-0.7385
BEX4	0.200833333333333
HYDIN	0.0921111111111111
RPS6KB2	-1.173
ADRM1	-0.514333333333333
BAT3	-0.3265
RAB31	0.20525
SCGB2A1	2.2215
SLC6A14	0.8575
DDX4	0.253
PRRC1	0.775666666666667
AP3B2	0.886666666666667
TRGV7	0.633166666666667
TMEM184B	-0.0675
ADPRHL1	0.694833333333333
C21orf45	-0.21475
ARNTL	0.5745
AADAT	-0.403
CCL2	2.08183333333333
SNTB2	0.5785
RGS9BP	-1.61225
KPNA1	-0.0995
TMEM41B	-0.481833333333333
S100A11	0.74225
DOT1L	-1.691
EFHC2	0.221125
CLTC	-0.814833333333333
SRP9	0.0855714285714286
ZNF521	0.74175
FAM26F	3.44525
GPR88	0.461666666666667
COL13A1	-1.192
CHMP4B	-0.42
SIGLEC6	0.213833333333333
NFAM1	0.65575
PVRL2	0.2596
ALKBH4	0.19
CCDC93	-0.4811875
NXT1	-0.5415
KCNK4	0.197
TROAP	-1.4615
KCNA10	0.764
CCDC114	0.254333333333333
RAN	-0.649833333333333
LMTK2	-0.027
LOC400657	0.199
UFC1	0.7175
UBE1DC1	-0.8845
EEF1A1	0.233222222222222
CHAC1	-0.4875
HMGA2	-6.611
B3GALTL	-1.32575
ING2	-0.2595
C1orf109	-0.13425
INTS3	0.419125
ZNF558	-0.39425
TRPM4	2.7475
LTB4R	-1.2285
ISYNA1	-1.1265
LSM7	-0.1015
LRRC47	-0.62075
ZNF179	-2.19133333333333
EXDL1	-0.00983333333333334
SLC4A10	-1.12428571428571
ACSS2	-0.7375
COPS7B	-0.376
KIAA0040	1.31766666666667
C1orf95	-0.247
AP1GBP1	1.07925
OR9A2	0.0995
FAM71C	-0.0825
RIN1	-1.45966666666667
ITGA4	-0.273875
DNAJC6	-0.0666666666666667
CLOCK	0.677166666666667
SLC35A4	0.458
DSG4	-0.10725
LOC26010	0.25825
NSUN2	-0.4665
TMEM86B	-0.3006
C14orf135	-0.3315
KIFC3	-1.28333333333333
PHF5A	-0.01075
NCAPH	-1.19925
STK11IP	-0.343
FLJ42953	0.6545
CCDC19	-0.0843333333333333
ZNF329	-0.475125
TAX1BP1	0.414333333333333
ZDHHC18	0.311666666666667
C10orf88	-0.1015
TMBIM4	0.557
NMUR1	0.5575
KIR2DS4	0.50575
C9orf90	0.136375
MGC87631	-0.494
KDR	2.8384
ST3GAL2	-0.337375
RLN2	-0.768
HPD	-3.29675
MOXD1	1.63733333333333
PDGFRL	1.0295
SMYD4	-0.593357142857143
FAM103A1	-0.4885
MFAP4	-0.244833333333333
LOC285141	0.455
TMEM45B	-3.516125
SMCR7L	-0.341928571428571
GZMH	5.355
CBLN1	-2.58166666666667
CNNM1	-0.8575
PHF17	-0.761833333333333
NUP98	-0.1165
RMI1	-0.4755
PTPRS	0.111875
ANKRD57	0.136375
CLDN15	-0.326166666666667
OR51A2	-0.427
GUCA2B	-0.7645
DOCK9	1.4265
ITGB1BP1	-0.514833333333333
DLG2	0.548625
BRAP	-0.40825
SESN3	1.353
ZC3H7B	0.54275
FAM101A	1.29016666666667
FKSG24	-0.66175
ZYG11B	-0.34275
RFC2	-1.2545
SH2D3A	0.896
DVL3	-0.176166666666667
ADFP	-0.5315
KRIT1	-0.407375
SERTAD3	1.96716666666667
LEFTY2	-3.451
KRT27	-1.1035
SCFD2	-0.0675
MN1	-2.335
RORA	1.529
PTPRD	-0.40525
PIAS2	-0.657
CYP4X1	4.87883333333333
FBXL15	-0.03
MYH15	-0.471166666666667
CRX	0.234333333333333
TBC1D13	-0.16875
SLC22A17	0.637
PLK2	0.770333333333333
ARHGAP9	3.635
EIF1B	-0.47975
C20orf185	0.4385
DEFA7P	0.1565
PRIM1	-2.58666666666667
CRYAA	-2.079
BACE1	-0.393
AGTRL1	0.549833333333333
ACAD9	-0.408875
GRASP	0.9875
RBP4	-3.37816666666667
TFB2M	-0.21425
METTL9	-0.5199
ATP5O	-0.4415
SP100	1.6199
CPSF1	-0.747666666666667
S100A4	0.64375
LIME1	0.19025
GPR137C	-1.32525
OR2A2	0.1495
C2orf29	-0.87775
NUP188	-1.2245
SDPR	0.4425
RAI1	-0.334375
RPS20	0.2967
LAMB1	-1.18075
ADM2	1.2125
ZNF229	0.5325
DKFZp434K1815	-1.128
EPN3	0.895166666666667
CLIC3	-1.01525
MEIG1	-0.22025
HMGB4	-0.6895
STARD10	0.017875
KLF8	1.63175
EPB41L2	0.835666666666667
JMJD6	-0.302875
CTSL1	-0.316833333333333
GPR27	-0.208
ELAVL4	2.16875
MMP21	-0.0505
PPM1B	0.299125
SUV39H1	-0.73825
AAMP	-0.2015
TUSC4	-0.1585
MBD6	-0.158
KLK13	0.90575
FMNL3	1.00683333333333
TRIM13	0.765333333333333
C15orf5	-0.0445
IQCF1	0.16725
CACNG8	0.1555
SLC35D3	-0.0156666666666667
ZDHHC9	0.3805
ODF3L1	0.17775
C9orf86	-0.3704
TSEN2	-1.196
C17orf64	0.27425
SEPX1	0.0891
TSPO	0.793666666666667
SYMPK	-0.236
ADORA1	0.18075
TSPAN10	1.088
SEMA6C	0.731333333333333
RTTN	-0.5429
IL2	1.16033333333333
ARRDC3	0.626916666666667
TBPL1	-0.284666666666667
STX12	0.78125
MRPL39	-0.95425
OR8H3	-0.1125
IFIT5	2.81983333333333
CASC5	-1.47175
FAM46A	-0.0786666666666667
HPCAL1	-0.247
CYLC1	-1.688
VGLL2	0.106428571428571
C20orf191	0.09075
CDH1	1.31916666666667
ITPA	-0.79
CCDC101	-0.6785
D15Wsu75e	-0.115
EDA	-0.53725
CREG1	-0.211
OR7G2	0.5465
SAP18	0.478166666666667
IFIT1	3.629
CALML3	1.62183333333333
FLJ37440	1.5875
FNDC5	-1.31425
SERPINB6	-0.553857142857143
JUNB	1.6506
SYS1	1.53325
SCN2A	0.5235
ZKSCAN5	-0.8086
WNT7A	0.293833333333333
TSHZ3	1.4995
RNF148	-0.263
H6PD	0.59925
CAD	-0.733833333333333
ZNF449	0.2425
DOCK10	1.464
FAIM2	0.284166666666667
HEXDC	0.06925
PRB1	-0.35125
C14orf148	-0.4035
ETHE1	0.91975
IRF5	0.4154
GNMT	0.0303333333333333
MGC16291	1.794125
RPAIN	-0.356214285714286
CAGE1	-0.097
CNTNAP3	-1.809
ACTR1B	-0.84775
EEF1E1	-1.45225
MSX1	-1.1745
ESF1	-0.5117
HSPC171	-0.0375
MRPL2	-0.434833333333333
RDH12	-0.806166666666667
CELP	0.505
METRNL	-0.0845
C10orf116	3.526
C19orf48	-0.84825
ZNF346	-0.391
NCR1	0.8875
C10orf64	1.8295
CD52	4.1995
VPS18	1.98525
AP4S1	-0.324
NPBWR1	1.417
TPK1	1.99125
UBA52	-0.506722222222222
RIPK1	1.28033333333333
CPNE3	-0.2598
HSPC159	-0.509375
C8orf38	-0.60925
LRRC4B	-0.077
PARP10	1.0913
ANKRD50	0.60475
CXCL9	8.12325
FGF18	-0.463363636363636
EIF2A	0.205875
SLC20A2	-0.125333333333333
KIAA1549	-0.414083333333333
SPINT1	2.1173
ZNF584	-0.723
CRBN	0.579333333333333
ABCF3	-0.0983333333333333
NCBP1	-0.857666666666667
PLA2G4F	-0.0645
PCDH10	-0.295857142857143
TTC21A	0.53075
C20orf144	0.8545
FGFR1OP2	-0.0103333333333333
SLC9A1	-0.4797
CHRND	0.205
FOXF1	-0.7185
KIAA1467	-0.916
TPO	1.10183333333333
LTF	5.38814285714286
DNAJB9	1.445
MRPS27	-0.92025
bA16L21.2.1	-0.46325
WBP2	0.4855
MRGPRX3	-1.994
PRPF18	0.80725
C10orf58	0.79475
SMOC1	-2.30177777777778
ADAT3	0.391166666666667
TMEM138	-0.64175
TMEM131	-0.11625
TIMM8B	-0.072
MYH7	2.502
ST6GAL2	-0.3165
KIF1C	0.12775
SUHW2	-0.5425
PAPSS1	1.52975
CABP2	0.1135
HOXA4	-0.73575
ELF2	0.526
SEMA3D	0.841
MC5R	-0.301
OGFR	0.7445
FLJ30092	-0.208666666666667
TGFA	1.5701
MMP17	1.31125
KIF15	-1.656
CHIA	0.99475
CATSPER3	-0.58525
CEACAM7	0.389333333333333
PADI2	2.89575
HOXA9	0.596166666666667
LNX2	-0.118
TMEM144	1.27825
HIF1AN	0.211
METTL7A	-0.244
C6orf165	0.894166666666667
KIAA1468	0.11475
DSG3	2.2545
ZNF180	0.443166666666667
EIF4E3	1.937
SLC46A1	-0.37125
DKK1	-3.6405
ZNF205	0.735333333333333
LOC162073	0.553388888888889
COX7A1	5.4235
MAGEA1	-2.4225
NEDD8	-0.450916666666667
KLHDC5	-0.236833333333333
C3orf19	1.05733333333333
MRPS2	-1.157
POLR3H	-0.138142857142857
ABHD11	0.1912
TMEM17	0.54375
PAIP2B	-0.1979
MAT1A	-1.3655
LGI3	-0.76575
THUMPD2	0.008
TKTL2	0.8445
XAGE3	-3.01566666666667
CALM3	0.24775
C6orf136	-0.661666666666667
KCNC4	0.944
RGS9	2.97316666666667
ACIN1	-0.346666666666667
SPATS1	-0.0545
XKR8	0.033
FAM84A	2.36508333333333
MS4A7	4.24927272727273
AGXT2L2	0.23025
OR1F1	-0.8325
SMAP1L	0.688083333333333
IPO11	0.512375
ZC3H11A	0.1166875
C1orf151	-0.025
RNASEH2A	-1.97525
CCR10	-0.934
TXNDC11	0.485333333333333
TMEM112	0.263875
MAP1B	-0.693142857142857
NVL	-0.40375
PKM2	-1.3198
ARC	-0.9415
NUP54	-0.143
PPFIBP2	1.6655
STAT2	1.795
PTAFR	3.63733333333333
ROBO2	-0.584875
RNF40	-0.612
CCDC135	-0.872833333333333
IFT81	-1.1425
MORF4	0.081
TM7SF3	-0.646375
OR10H3	0.7355
ABP1	1.383375
CHRD	-0.4605
PLEKHA8	-0.361666666666667
NCALD	2.2785
OR5AK2	0.64675
ACCN1	0.113
SLITRK1	0.45925
ARMET	-0.02675
C9orf52	0.8215
REEP4	-0.47225
MTSS1	0.321375
ADH1B	2.70216666666667
DLD	-0.5295
CDK5	-0.90525
PPFIA1	-0.2689375
WFDC3	0.51925
DNAJB12	0.814357142857143
RANGRF	-0.337
MLANA	-5.00775
AMY2B	0.55475
KIAA0319	-1.8815
RPS7	-0.434
JAK3	1.4508
ARFGEF1	0.213
CXCL5	2.18758333333333
TRAPPC4	-0.72475
CETN2	0.243
HSPC111	-0.7845
RHOBTB3	-2.3435
PHLPP	-0.9455
RGS10	1.72625
TMEM58	-0.46125
CHERP	-0.115875
HSP90AB3P	-0.1385
FSTL3	-2.14633333333333
PEX11A	-1.13825
OR5V1	0.628
FCN3	2.5385
PTPN3	-0.395125
NPTX1	-4.971375
C21orf84	-1.06725
C11orf51	0.109125
ZBED2	5.48175
FLJ90757	-0.24525
NPY2R	3.147
PLD3	0.405
SYT17	-0.617166666666667
SGSM2	-1.1105
OR1A2	0.24625
FOXP1	0.858
SLC5A1	2.49
POFUT1	-0.7665
EPHB6	-1.41433333333333
MYO1G	0.35025
STAC	0.5605
KLHL17	-0.591333333333333
RGMA	1.5379
TJP2	-0.3489
FAM114A1	-0.952
SERINC1	1.36033333333333
SLC9A8	-0.129625
PEX19	-0.438875
EDN2	1.807
PSMD7	-0.411222222222222
C3orf41	-1.9115
UQCR	-0.75
PPP1R3C	-1.862
LRP4	-2.70283333333333
TM2D1	-0.5245
TTC17	1.3219375
C4BPB	-4.4455
CCL25	1.20425
ZNF253	0.049
CHRNA9	-3.696
SOX11	2.395125
HIVEP3	1.317
CGN	1.96733333333333
C3orf35	-0.290125
PKD2L1	2.0415
SYVN1	0.427
PDE8B	-1.12025
LOC439951	1.156
LTC4S	2.241
MIF4GD	0.0055
SMARCA2	2.3150625
TUBGCP6	-0.322166666666667
CABLES1	-0.690375
C16orf77	2.87283333333333
ZNF791	0.354
FUT5	-0.6095
ADH6	-2.6655
P4HB	-0.0515
CLDND2	-1.96975
ALKBH8	0.672
PLAC4	0.3005
F11R	0.580428571428571
MGC35295	0.7035
PDZD4	-0.7795
LOC389073	-0.6645
FAM80B	-0.304333333333333
PSMB1	-0.568
TXN	-0.991666666666667
VIPR1	0.5409
WBSCR18	0.2733
EXOSC6	0.00366666666666668
ACTA2	3.53666666666667
SP5	-0.866166666666667
ANKRD1	-2.94875
DDR1	0.7015
ATP6V1D	-0.197
PTGS1	-0.302833333333333
RNF157	-1.177
DCC	-0.0185
SPAG7	-0.15325
FBXO18	0.6545
UBE3C	-0.0454
HOXC6	-0.23625
LRP2BP	-0.377666666666667
MYST2	-0.32075
PDSS2	-0.1015
ATE1	-0.349
ARAF	-0.274
KLF10	0.3605
PLA2G2E	0.10775
ASCL1	-1.26233333333333
TSNAXIP1	-0.25975
FAM131B	-0.12875
IFNA10	0.076
NUP43	-0.4865
FAM44B	-0.555125
L1TD1	-5.416
NMD3	-0.76975
C18orf54	-1.4145
PHOSPHO1	-0.844
RAG2	-0.7745
EMILIN3	-0.6995
METTL3	-1.01175
VPS13C	0.419625
REXO2	-1.025
ANXA4	0.47325
CA1	-1.3615
DCP1B	0.28975
TULP3	-0.688166666666667
ATP2A2	-0.219285714285714
ATIC	-1.25625
ADAM15	-1.17941666666667
NPL	2.4175
LGR4	0.542625
UEVLD	-0.1105
GAB1	1
SNAI2	-0.736333333333333
ZGPAT	0.3373
SNF1LK	1.486875
DLEU1	-1.5635
UBE2Q1	0.7415
ZMYM6	0.3451875
JPH3	-2.01916666666667
FAM38A	-0.433583333333333
PXK	0.302
DENND2D	2.6845
BAX	-0.918416666666667
CP	-1.006
RPL37	0.242
G6PC3	-0.42975
NCOA4	0.255166666666667
LRRC14	-0.02825
GORASP1	0.01725
FCHO2	1.295375
CYP24A1	-3.2643
FXYD3	2.09675
SMARCAL1	0.236
ABCB8	-0.787833333333333
CCDC44	-0.411
PRDM7	-3.47825
USH1C	-1.162
DNAH5	0.3486
SRF	0.328833333333333
MAL2	1.14166666666667
PGPEP1	-0.341333333333333
SIN3B	-0.047
SEMA3C	-0.253666666666667
GRAMD3	2.091
FBXO10	-0.30875
OR5D13	0.018
FLJ31818	0.245125
CACNA1I	0.893875
S100A13	0.0895
TP63	2.03507142857143
ANXA11	0.9383
WDR66	-1.037375
CSF2RB	1.991
IFI44	3.2145
DACT1	0.221166666666667
ANKRD23	-2.110875
ATP5G1	-1.09133333333333
C21orf70	-0.156
PPWD1	-0.83725
DNAJC13	0.38125
PAH	-4.3655
PTCH2	0.373
TRMU	-1.33625
CCDC9	0.2945
USP3	0.1176
DCLRE1C	1.2276
FAM55C	1.2355
FRMD4B	2.1465
CYP2R1	-0.85175
RFPL1	-0.7477
XPO5	-0.7065
ARL6IP2	-0.1215
OSBPL5	0.99425
MMP9	5.418
KIAA0802	-1.334625
DHRS2	-4.06483333333333
SGEF	-1.049125
TXNDC10	-0.392111111111111
EXOC6	0.34875
RPS27	0.907166666666667
PNCK	-1.5448
FSTL1	-1.0695
AACS	-0.38275
SLMAP	0.101166666666667
SAMD4A	0.3283
ABRA	-0.100333333333333
SMARCD3	1.63525
PKNOX2	-2.71733333333333
A4GNT	-0.959
C9orf39	-0.786333333333333
RALYL	0.192
MGC33556	-1.7485
C10orf25	-0.1985
BBOX1	7.35625
NHEDC1	0.50775
XDH	-0.0525
GCSH	-1.4935
EDN1	2.0855
MTERF	-0.1505
CLK4	0.824875
ZNF799	-0.316833333333333
KCNG1	-1.13825
CXCR4	1.99183333333333
PTPRR	-2.158
IRAK1	0.161125
LOC401397	-0.52825
TMSB10	1.69078571428571
CXCL3	-0.7371
TMC4	0.7865
OR7A10	0.3445
STYK1	2.61
CHRNA10	-0.1595
CCNI	0.651
EP300	1.112
LOC165186	0.776833333333333
HIC2	-2.14175
SDR-O	0.298
OR2W1	0.4675
KCNA6	-0.928
TRIM74	-1.75625
REEP6	-1.2095
ATP5G2	-0.292
ERG	0.81675
TMEM42	-0.2135
PARN	0.0983333333333333
SOD2	1.316375
DIRAS1	0.119833333333333
PNPT1	-1.0195
JOSD3	-1.07825
hCG_40738	0.1155
PDE1C	-0.065
SEMA4D	1.96875
AGPAT1	-0.0528333333333333
NOSTRIN	0.5895
MAP3K3	0.0975
MAX	0.674928571428572
CAPS	1.97716666666667
SERPINA12	-0.02
OSBPL8	0.491
RICS	0.3894
NR4A2	0.923166666666667
PPCS	0.752
LONP1	-1.4475
SCYL3	0.828
HERC2P2	-1.28683333333333
FIBCD1	-0.808
C15orf41	-0.8225
DMC1	-0.7625
C20orf27	-1.56225
RPS6KA5	0.6683
FAHD1	-0.546
SLC12A4	-0.684
BRCA1	-1.38908333333333
GBL	-0.37675
SLK	0.0998333333333333
NUDT9P1	0.8705
NOXO1	4.7815
USP52	-1.587
BAZ1B	-0.143875
SLCO2B1	4.18175
BBS12	1.14033333333333
LRGUK	-0.795666666666667
TERF2IP	0.326
COL1A1	3.403
KIAA0090	-0.410375
GRK5	0.681166666666667
AP1S2	-0.5551
TMEM52	-1.21316666666667
CA11	-0.10475
OR4A15	0.179
ACBD3	0.7889
SPAG11B	0.143125
PRDM2	1.1241
FOXP3	0.82675
SMYD3	-0.9113
LOC389199	1.498
LGI2	2.05133333333333
NAPE-PLD	-0.496
ANKRD6	0.545
WDR45	0.535166666666667
SHROOM1	-1.53
PSCD3	0.5485
PYY	0.4675
KCNC1	-0.954
ARHGEF9	1.2256
OR8J1	0.813
GPR55	0.388333333333333
NS3BP	-1.3935
C10orf22	0.514
NAT8L	-2.2215
DUSP4	-0.56
FOXM1	-0.749166666666667
GRAMD2	0.980666666666667
ZBTB48	-0.461
BUD31	-0.426
PABPC5	0.3405
CCDC41	-1.00525
FBXO11	0.402083333333333
C6orf148	-0.90125
RFXAP	-0.5755
C6orf15	2.83516666666667
CDK8	-0.5845
C6orf70	-0.16775
TESSP2	0.3325
ALG2	0.32225
PPP1R3D	1.41
TPM3	0.690944444444445
SYT13	-1.7635
EPB42	-1.13183333333333
CETN3	-1.6575
PRY	0.282
NTHL1	-0.516833333333333
POLR2B	0.2535
RPS28	0.363083333333333
P2RX3	0.0595
LYZL4	0.19125
WBP4	-0.0425
PMM1	-0.89875
C11orf79	0.05475
CBLL1	-0.34825
IL1F10	1.50233333333333
VAX2	-1.236
SETDB1	0.326666666666667
LRAP	0.685833333333333
GCLM	-0.36
CPEB3	1.6195
PPM1A	0.7823125
INTS1	-0.285
CAMTA1	1.20883333333333
SAMSN1	0.46175
LOC158830	1.23483333333333
GMPPA	-1.048125
AIPL1	-0.3485
IL24	1.22041666666667
BDKRB1	-2.49633333333333
MLF1	-0.193
TAF12	-0.398
ID1	-1.812875
THADA	-0.0872499999999999
PIK3CB	0.13325
OR4N5	0.155
TBC1D17	0.166666666666667
COX8A	-0.95775
