Hybridization REF	TCGA-BH-A0DE-01A-11R-A115-07
CCDC44	0.0365
PRDM7	-3.2645
USH1C	-1.6165
DNAH5	1.15716666666667
SRF	0.348916666666667
MAL2	1.25766666666667
PGPEP1	0.379583333333333
SIN3B	-0.9275
SEMA3C	0.131166666666667
GRAMD3	1.369
FBXO10	-0.342625
OR5D13	0.531
FLJ31818	0.2685
CACNA1I	1.020125
S100A13	0.385
TP63	3.1095
ANXA11	1.2589
WDR66	0.818
CSF2RB	0.453
IFI44	1.197
DACT1	2.15133333333333
ANKRD23	-1.0665
ATP5G1	-0.602666666666667
C21orf70	-1.12066666666667
PPWD1	-1.10275
DNAJC13	0.1105
PAH	-6.003
PTCH2	0.17475
TRMU	-0.95875
CCDC9	0.5215
USP3	-1.0896
DCLRE1C	-0.0559
FAM55C	1.8565
FRMD4B	1.673
CYP2R1	-0.037
RFPL1	0.0476
XPO5	-1.39625
ARL6IP2	0.3915
OSBPL5	1.52375
MMP9	3.27281818181818
KIAA0802	-0.876875
DHRS2	-2.78
SGEF	1.22775
TXNDC10	-0.3271
EXOC6	0.96925
RPS27	0.469333333333333
PNCK	-1.03033333333333
FSTL1	-0.33625
AACS	0.04
SLMAP	0.806333333333333
SAMD4A	-0.1022
ABRA	-0.304333333333333
SMARCD3	1.94075
PKNOX2	-1.8485
A4GNT	-0.5095
C9orf39	-0.482666666666667
RALYL	-0.052
MGC33556	-3.135
C10orf25	-0.971
BBOX1	6.43875
NHEDC1	0.00399999999999999
XDH	1.364
GCSH	-1.56
EDN1	3.53716666666667
MTERF	-0.517
CLK4	0.686625
ZNF799	0.335666666666667
KCNG1	-2.109
CXCR4	0.170333333333333
PTPRR	-2.78575
IRAK1	-0.86875
LOC401397	-1.0185
TMSB10	0.0807142857142857
CXCL3	-2.7817
TMC4	2.8005
OR7A10	0.1895
STYK1	1.76425
CHRNA10	-0.0413333333333333
CCNI	0.53
EP300	0.634071428571429
LOC165186	-0.214666666666667
HIC2	-2.16625
SDR-O	0.06
OR2W1	0.324
KCNA6	0.126
TRIM74	-1.2315
REEP6	0.7535
ATP5G2	0.23925
ERG	1.727625
TMEM42	0.459
PARN	0.459166666666667
SOD2	-0.063125
DIRAS1	0.215333333333333
PNPT1	-1.68725
JOSD3	-1.68475
hCG_40738	-0.109
PDE1C	-1.72225
SEMA4D	0.339125
AGPAT1	-0.140166666666667
NOSTRIN	2.1145
MAP3K3	0.336666666666667
MAX	0.490285714285714
CAPS	1.2555
SERPINA12	-0.2665
OSBPL8	-0.83
RICS	1.1312
NR4A2	3.31866666666667
PPCS	0.221666666666667
LONP1	-1.11375
SCYL3	1.2245
HERC2P2	-1.22166666666667
FIBCD1	-0.4
C15orf41	-0.712
DMC1	-1.8645
C20orf27	-0.969
RPS6KA5	-0.0784
FAHD1	0.106666666666667
SLC12A4	0.57375
BRCA1	-1.59058333333333
GBL	-0.129
SLK	0.387833333333333
NUDT9P1	0.055
NOXO1	1.661
USP52	-1.37575
BAZ1B	0.07775
SLCO2B1	3.395
BBS12	1.59133333333333
LRGUK	-0.771166666666667
TERF2IP	0.2965
COL1A1	5.68
KIAA0090	-0.0915
GRK5	0.442166666666667
AP1S2	-1.2244
TMEM52	-0.778833333333333
CA11	2.17625
OR4A15	0.224833333333333
ACBD3	1.2664
SPAG11B	0.132
PRDM2	0.7043
FOXP3	0.0255
SMYD3	-1.1822
LOC389199	0.678
LGI2	2.17516666666667
NAPE-PLD	-0.5956
ANKRD6	1.08
WDR45	0.228
SHROOM1	0.205
PSCD3	0.6295
PYY	0.259
KCNC1	3.9445
ARHGEF9	0.798
OR8J1	0.5525
GPR55	0.0571666666666666
NS3BP	-1.659
C10orf22	0.492833333333333
NAT8L	2.075
DUSP4	0.852833333333333
FOXM1	-2.47033333333333
GRAMD2	1.0456
ZBTB48	-0.159166666666667
BUD31	-0.496
PABPC5	0.028
CCDC41	-0.74025
FBXO11	1.52833333333333
C6orf148	-0.6305
RFXAP	-0.999
C6orf15	1.08416666666667
CDK8	-1.07666666666667
C6orf70	-0.596
TESSP2	0.4505
ALG2	0.7825
PPP1R3D	1.373
TPM3	0.310611111111111
SYT13	4.28425
EPB42	0.467833333333333
CETN3	-0.75
PRY	0.6875
NTHL1	0.189833333333333
POLR2B	-0.1815
RPS28	0.208166666666667
P2RX3	-0.0175
LYZL4	-0.470333333333333
WBP4	0.0373
PMM1	0.0555
C11orf79	-0.31025
CBLL1	-1.01475
IL1F10	1.3225
VAX2	-0.856
SETDB1	-0.149833333333333
LRAP	-2.58433333333333
GCLM	0.139166666666667
CPEB3	2.64275
PPM1A	0.6850625
INTS1	-0.6
CAMTA1	0.43975
SAMSN1	-1.21025
LOC158830	-1.6805
GMPPA	-0.38625
AIPL1	0.89225
IL24	-0.25775
BDKRB1	-0.929333333333333
MLF1	0.5173
TAF12	-0.76275
ID1	-1.50925
THADA	-0.236625
PIK3CB	-0.44575
OR4N5	-0.3005
TBC1D17	-0.239333333333333
COX8A	-0.5065
CDCA4	-1.59975
C2orf44	-0.6305
ZNF534	-0.18125
IMMP1L	-0.231
NIPSNAP3B	0.454375
FTMT	0.306125
PWP2	-0.732666666666667
MMP15	-0.1446
DNAH11	-2.32625
MTMR14	-0.140625
DNAL4	1.35475
IPP	-1.046
TMEM59	0.91975
C1orf157	1.121
RGS4	-0.676833333333333
DDX18	-1.02766666666667
SNX6	0.05925
ZNHIT2	-0.0153333333333333
NCDN	0.533333333333333
FLJ33534	-0.641
RAG1	-2.42514285714286
OR4D10	0.2935
PTPN5	-0.217333333333333
POMT1	0.462375
LRRC8A	0.6209
CYP1A1	-1.332
CAPN1	-0.3355
DDHD2	-0.037375
GRIK2	-0.98225
GNRHR	0.06225
PPBP	0.12725
HTR3A	-0.982375
SLITRK4	0.47075
ANKRD49	-0.4355
BTF3	-0.1646
SARS	-0.2505
C13orf18	1.42133333333333
CACNB1	0.160538461538462
QKI	0.494863636363636
SETMAR	0.002875
MAN2B1	0.7115
EML3	-0.18475
ACADL	2.44783333333333
OFD1	-0.418875
DEFB114	-0.076
CGA	0.0983
PEX16	-0.035
LRRC10	-0.2815
GNG12	-0.4815
C1orf152	0.0918333333333333
CHRM1	0.3575
CD53	0.852375
DBH	-0.47325
TFAP2B	0.45
HIST1H2BJ	-0.346333333333333
FAM46D	0.373
TMEM11	-0.3555
C3orf32	-2.6065
PCCB	-1.09825
IPO13	-0.242125
C6orf105	-2.3975
COMMD5	0.578
SUV420H1	-0.8762
LTBR	1.021
ARHGAP15	-0.722625
HDHD2	-0.159
TDRKH	-0.3285
LOC401052	1.3875
PSG4	-0.35525
GNB4	0.0577
SPATA4	2.64925
SLC9A3	-0.817
OSBP	0.137666666666667
NBPF3	-0.658666666666667
DOCK11	-0.9635
SLC39A5	-1.6265
PRR5	1.082
C10orf63	0.256
SMTNL2	-1.5115
ADRA1A	0.2845
ASAH1	3.5077
DOM3Z	-0.6663
GIPR	0.575166666666667
AHI1	-0.211166666666667
NADSYN1	-0.442
RGS14	-0.5351
IL18BP	1.4901
RTN4RL1	1.66916666666667
ARMC6	-0.6835
PSMD5	-0.592333333333333
HK3	1.0672
OR4S1	1.548
RSU1	0.5185
MAD2L1	-2.85088888888889
EIF4A3	-0.182
DLEC1	0.133333333333333
E4F1	0.3405
CHMP2B	0.3384
CAMSAP1	0.07225
RPS21	-1.13733333333333
ARID5A	2.4125
UBE2N	0.1462
IGSF8	1.81416666666667
MAGEB6	-2.399
ACAD11	-0.7647
MGC4172	-1.04925
LMO4	-0.702
KLKB1	0.25775
HP	-0.306
HDAC3	-0.10075
SCHIP1	1.7325
CLCA1	-0.1395
OLFML2A	1.017375
C1orf112	-1.8695
KIF19	1.379
HAPLN4	-0.1276
CXCR7	1.14733333333333
GOT2	-0.2377
RAB38	-1.8535
DCX	-1.026
PPM1H	0.87425
NFYC	0.257833333333333
KIN	-0.161125
ZNF228	1.1315
PLSCR4	2.69283333333333
HIG2	-0.063
FAM79B	7.641
C21orf86	-0.5802
KCNK10	2.09625
ZNF738	-1.231875
FSTL5	-1.40133333333333
OR6A2	-0.0465
OTOA	1.1985
EXOC1	0.541
AHRR	-3.643
PDAP1	-1.7645
C19orf6	0.425
ZAN	0.3055
LY6G6E	-0.4645
EIF4E2	-0.66875
C20orf198	1.25825
ZNF324	0.702
CYP3A5	-3.79066666666667
ENTPD7	0.901666666666667
MBOAT5	0.0506666666666667
GJB5	-0.11875
TTC13	-0.356
S100Z	-0.997166666666667
KIAA0664	-0.8575
PDGFRB	2.07925
IL17D	-0.8015
OR56B4	0.1885
RDX	-1.45666666666667
SLC34A3	0.208
IL28B	-0.837
JUND	2.17775
CHRNB1	-0.315625
CAMK2B	2.73275
FETUB	-1.44
CXorf23	1.385375
MRTO4	-1.88525
TTC3	-0.1892
NDUFB8	-0.284166666666667
EDG2	-1.8
SEMA3G	1.73925
IL23A	-1.34025
GRHL1	0.8269
LOC441054	-2.0075
WDR65	0.638125
PSTK	-0.68325
STOML3	-0.182333333333333
R3HDM2	0.2565
C5	-2.0295
SLC2A10	1.08416666666667
C3orf22	0.1165
PAQR3	-1.37415384615385
ANKRD26	-0.8855
HCRTR1	0.4075
LOC399947	-0.819
PSD2	-0.85
TIGD2	-0.811166666666667
SCRN1	-1.113375
COQ10A	-0.4585
DDI2	-0.039
METTL7B	-0.628
UCN2	0.4875
FAM92A3	-1.29975
WDR16	-0.239
ZNF511	-0.151666666666667
ZMYM5	-0.562625
POLR3G	-3.26225
ZNF586	-0.10575
C1orf49	0.0393333333333333
TANK	0.855
RCAN1	0.6195
PELI3	1.221
LIMD2	-0.251666666666667
TMEM189	-0.2015
NTN4	1.290125
LOC151300	0.065
CLEC2A	-1.5665
GPR135	-0.6155
DPYSL4	-3.265
JAK2	0.4065
TSHZ1	1.1925
TM9SF4	-0.05175
ZNF264	0.741333333333333
SIRPG	1.20175
BICD1	-0.68025
HERC6	1.05983333333333
METTL5	-1.129
CASP1	1.131
PRRT1	-0.7
PLA2G4C	2.56716666666667
ICA1L	0.527285714285714
TPTE2	-0.246
OTUD7A	1.01366666666667
AQP11	-0.7575
APOA2	-4.0799
KALRN	-0.428
SECTM1	0.236416666666667
IFNAR1	-0.31075
TALDO1	-0.568875
RAB11FIP4	0.556
EIF5A	-1.639
FAM49A	2.233
NEGR1	0.938833333333333
YTHDC2	0.1325
EHD2	0.28325
NCF1	2.1284
SCRT2	0.778
HOXA5	-0.1605
NUP133	-0.297
FGF12	2.329875
SLMO2	-0.734375
SNTA1	0.4835
CACNG2	0.337125
GCM1	0.011375
ELF1	0.611
TLR5	3.42675
TCFL5	-1.23975
RBMY2FP	-1.14
LOC100125556	0.223
FAM129B	0.6955
MAP3K7IP1	0.170125
NCK2	-0.2945
OXA1L	-0.84425
FMO9P	0.2315
ZSCAN12	0.043
PSMD12	-0.462083333333333
HSCB	0.1445
CLDN10	-0.494
MGC13053	-1.3145
HPCAL4	-0.8225
ASZ1	-0.721
MEX3D	0.267916666666667
NFAT5	-0.3788
CSPG4LYP1	-0.2595
FBXO3	0.2812
DVL1	-0.415833333333333
CMKLR1	3.0135
TYMS	-3.42725
PEF1	0.63425
ZNF750	-0.149166666666667
MCM5	-0.8203
MEGF11	-0.2325
KCNK7	-0.0945
PTP4A3	0.6055
C1QTNF2	-0.496
OR6S1	-0.2335
FAM122B	-1.03975
ZNF551	-0.588875
HBQ1	-2.3955
GEMIN6	0.1775
ARSK	0.15325
RBP7	3.758
CPNE9	0.20275
DSC1	1.111
LOC730112	0.51925
MAP2K4	0.406375
HS3ST5	-2.193
EPB41L3	1.2235
TEKT2	0.128
CDKN2B	1.21175
ZNF480	0.9605
MAP3K6	0.7891
MAP6	2.15716666666667
HN1	-0.5698
OR2L13	0.6302
SLC16A11	0.43275
FAM96A	-0.21075
APOL1	1.255
C5orf32	0.217
RTP1	-0.453
RNF175	1.025875
ZBTB41	1.09325
AHCTF1	-0.7326
SAE2	-0.321
ITGA2	-0.171083333333333
MME	1.17766666666667
CCDC14	-1.546
MAST4	1.41857142857143
KRT33B	-1.143
KCTD2	0.659
WDR26	0.225833333333333
MFI2	0.593625
NR4A3	0.3575
ARSA	1.95875
UNKL	0.285333333333333
SULT6B1	0.0275
CCNA2	-3.3705
SOX15	0.2365
PPAPDC1B	-0.145833333333333
C19orf44	0.828
MCAT	0.656666666666667
ARID1B	-0.22325
OR52N1	0.752
C12orf48	-2.2315
MAGI1	0.81175
NIPA2	-0.43975
GBX2	-1.69125
RSHL3	0.414125
RAVER1	0.0878333333333333
C15orf17	0.233
SLC30A2	0.508
ZNF518	-0.21875
PCYT1B	-1.22775
C10orf114	-0.633
EIF3H	0.0568333333333333
SLC25A39	-0.2615
KIF1B	-0.5975
AMOTL2	0.7425
C6orf120	-0.105375
PSRC1	-1.81375
PLA2G10	3.256375
KIF5C	0.46175
MRPL37	-1.1405
C17orf62	0.719833333333333
C9orf135	-1.6234
DUSP10	0.8134
CLCNKB	0.2535
PSMA5	-0.523125
C8orf53	0.30675
AMPD3	0.750833333333333
PIAS1	0.0355
ADCYAP1R1	0.269
GYLTL1B	0.2085
CDH20	0.3655
FBXO7	0.09375
TMEM134	0.166833333333333
FLJ14213	1.02066666666667
ZNF3	-0.46675
LRRFIP1	0.722208333333333
CNOT2	0.126083333333333
ABI3	3.2845
ALDH5A1	0.065
HNT	3.5447
SERPINA4	-2.1325
TK2	0.638583333333333
STMN1	-2.52377777777778
GUCA2A	0.258166666666667
GALNT10	0.601214285714286
DPP6	-0.74905
C9orf93	-0.503
PRELID2	-0.16275
STK39	-0.611125
SFTPA1	-0.635666666666667
CKS2	-2.41688888888889
RHO	0.301625
C20orf135	0.0735
XKR3	-2.1555
CR1	0.252
RPS6KA2	0.504214285714286
C20orf112	0.91825
MRPL22	0.117
C4orf23	0.220666666666667
GADD45B	1.6865
KLHDC1	2.07766666666667
C2orf48	-3.095
ZNF287	1.0825
DAAM2	-0.793
DPPA2	-3.12883333333333
TCTN3	0.372333333333333
DNAJB11	-0.026625
FPR1	4.062
DEFB4	0.1675
PTCD2	-0.7153
SMOC2	5.13416666666667
CABP7	2.38075
SERPINB11	0.159
MAGEF1	0.24175
NDE1	0.409666666666667
ITGA10	0.772
FSHB	0.079
ANXA2	0.98475
HORMAD2	-0.465333333333333
HLCS	-0.09625
MCF2L	1.33641666666667
FH	-0.8655
TBC1D24	1.8555
KIAA1505	1.72775
LGALS2	-0.275
CNBD1	0.1665
SYNPO2L	-0.5075
PTPN23	0.0825
C1orf183	0.31
MAGEA8	-2.97525
DGCR8	-1.20975
GSR	-1.07625
PAQR7	0.19975
ZNF676	-0.438
CACNA1C	0.4941
SP7	-0.2785
PDCD6	-0.176
NRN1L	-1.3105
BRI3BP	-0.361166666666667
KIAA1183	0.865
ASB4	0.57775
CCL23	1.9167
OBSL1	-0.504375
SLC12A7	0.843166666666667
KIAA0240	1.702125
CD1B	-3.5805
FCGR2A	2.31375
MDC1	-1.14475
HTR1A	0.121666666666667
OCEL1	1.03225
ATP11B	-0.4321875
FBXO34	0.484833333333333
PCDH12	4.1525
RPE	-0.8005
C17orf74	-0.3205
CSDC2	1.34233333333333
PET112L	0.161
TMBIM1	1.293125
P2RXL1	-0.00275
TCHP	-0.5875
TRMT1	-0.847666666666667
F2RL2	0.641916666666667
LRRC32	3.79233333333333
IMPG2	-0.052
BGLAP	-0.104
LOC493869	-1.54141666666667
MRAS	2.444875
SLC35F5	0.927
CBWD1	-0.2295
AXL	-1.192125
ATP2C2	1.77075
TELO2	-0.1845
PNPLA3	-3.70175
PCDHB14	0.65425
CD276	0.63125
KRT80	-1.00325
DUSP28	-0.479
CSNK1E	0.512916666666667
SRP14	1.081
KCNQ4	0.2105
KRT72	-0.0398333333333334
CCDC117	0.9785
C6orf89	0.181888888888889
TUBB2B	-2.70066666666667
RTN4IP1	-1.3455
CR1L	-3.472
CEND1	0.228428571428571
C12orf41	-0.284166666666667
RNF31	0.1345
UBN1	0.335333333333333
C17orf32	1.197375
SLC5A7	0.21225
GPR92	1.86133333333333
ESAM	3.0534
CTNNA1	0.56375
HRBL	0.1242
CBX4	0.561
TMEM182	-0.29275
SH3TC2	-0.625833333333333
IL10	1.56
PXMP4	0.1
RNF167	0.0246
PAK7	1.6495
ETV3	-0.531
ATPIF1	-0.150333333333333
LOC554207	-1.6125
OR8H1	-0.09925
WDFY3	1.427875
DPM1	-1.139
GPSM1	-0.341
WDR92	-0.5992
LRP1	0.798333333333333
ANKH	0.210125
THUMPD3	-1.37525
POLR1B	-0.80475
OLFM4	6.79833333333333
RAD9B	0.11225
TSPY2	-3.971
PAX6	-1.91066666666667
SCG2	-1.22275
SLC17A6	-0.3205
FMO3	4.47
PADI4	0.086
TUBB4	-0.283
NLK	-0.25325
POU4F3	-0.454
SDF4	-0.2455
ITGBL1	3.3845
NETO1	-2.15825
TAP2	-0.533125
ABBA-1	-0.238
GNAI1	0.0165
VPS4B	0.563
NOPE	-0.3312
GALNT6	2.373
SESN1	0.667
GBE1	-1.39233333333333
CLASP1	-0.00875000000000001
RASGEF1B	1.46325
ACOT11	-0.206857142857143
AFAP1	0.578
OR2H2	0.05725
DPY19L2P1	-0.813
DZIP1	-2.00575
SEC22C	0.174583333333333
GPR161	-0.502583333333333
RNF146	0.576
WDR74	-1.000875
GALP	-1.86
PURA	1.1915
DNPEP	0.55475
RP11-78J21.1	-0.91875
ERBB2	3.250375
FANCM	-1.02166666666667
NEO1	0.8805
DDX3Y	-5.2383
RPS3A	-0.388
MXRA7	0.446928571428571
LGALS3	-0.501666666666667
GLT8D1	0.0865
CFL2	-1.09233333333333
UPB1	0.54025
NAP1L5	-0.066875
CLDN14	1.7605
DHX38	-0.72175
BTBD1	0.1
TARS2	-0.962166666666667
ABCF1	-0.9806
FCF1	-0.2995
LRRC49	0.24625
GUCY1B2	-1.494
C1orf177	-0.135333333333333
SMARCA4	-0.155785714285714
LRP8	-3.025
TAGLN3	-1.095
MRPL14	-0.73425
TTRAP	0.0275
ZDHHC20	0.272
NFE2L3	-2.0115
KIAA1377	2.636125
PALMD	2.371
TMEM43	0.2205
TTL	-1.111375
STAT5B	-0.666333333333333
SSB	-0.870375
OR10H5	0.273
SLC22A13	-0.582
AKAP3	-0.153666666666667
TIMM23	-0.0936666666666667
OAS2	2.05441666666667
KIAA0423	1.21675
TRIM11	0.749166666666667
GLIS3	1.2675
TMEM50B	0.264666666666667
ARHGEF4	-1.126625
DEGS1	0.158090909090909
TBL1XR1	0.389433333333333
G6PD	-1.6195
SP140	0.7436
MUC17	0.0592857142857143
NUDC	-0.4315
DNAJC5B	2.03616666666667
SCARA3	0.364333333333333
CPA3	5.9445
BCAT2	-0.06875
MFN1	-0.2906
NRG3	0.4515
SNX11	0.6545
PLEKHH1	-0.7785
GPR177	-1.0725
HCFC2	0.60175
TCAP	-0.0975
MOCOS	-1.75425
C14orf93	-0.38625
PRDM10	-0.547666666666667
SLC16A4	0.547416666666667
SRGAP1	0.788333333333333
VIP	0.699
DUSP27	1.645
LILRA1	1.5481
MC2R	-0.2365
MGC24103	-1.0905
MBTD1	-2.0365
FUT11	-0.567333333333333
USP33	0.8823
C15orf39	-0.148
MAP3K12	0.3165
PAAF1	-1.21166666666667
BARHL1	0.2645
FLJ16165	0.3215
PIWIL2	-2.817
SYNE1	0.2795
CMTM4	-0.744875
TSPYL1	0.468
GUF1	-0.297666666666667
TMEM157	2.646
WDR44	0.7005
HIST1H3C	0.2315
DKFZp666G057	1.58925
RNPEP	-0.66425
GAS2L2	0.7395
ADH4	-4.38075
GRPR	2.136
FBXL17	1.02175
ZBTB10	0.229166666666667
Gcom1	1.03066666666667
HTRA1	1.757
ZNF585A	0.470333333333333
SLC26A2	0.652857142857143
OTOP3	0.134
WISP1	3.19
ATP2B4	-0.3955
FLJ10769	0.72075
CRAMP1L	0.359375
CHST12	0.09425
RAB22A	-0.0481666666666667
TARDBP	-0.203071428571429
STAU1	-0.492
CRB3	2.5875
MIG7	-0.4195
CHMP1A	-0.368166666666667
ZNF160	0.076
B3GALT6	0.03475
BARX1	-2.39666666666667
C6orf167	-2.4638125
NXNL1	0.4395
DHX29	0.298375
HADHB	-0.18475
PLXNB2	1.18825
ILDR1	-1.017
SLC15A3	2.99175
GAS2	-3.27566666666667
C20orf69	0.08525
NUMB	-0.19
TNIP1	0.58025
MESP1	0.5075
PSKH1	-0.3355
NSFL1C	0.165
RHOG	0.69225
HEY1	-0.827
KNG1	-1.74275
ITGAX	2.3598
LIN9	-0.952166666666667
CANT1	1.233625
XRN1	0.139714285714286
CCDC96	1.969
HEATR6	-1.03216666666667
GNG7	0.459
RUNX2	1.2471875
SOX1	0.554833333333333
FCRL5	0.0592
ZNF99	-0.397
FAM9A	0.712
SNX22	1.09433333333333
MBNL3	-2.7315
ODC1	-2.5397
ADORA2B	-1.7605
NR2F6	0.67725
ZFYVE16	-0.0597222222222222
SYNJ2BP	0.1469
POLE	-1.1905
E2F2	-1.7505
THRA	1.26666666666667
PTGES2	-0.687333333333333
HIP1R	0.789333333333333
TMUB1	0.0621666666666667
ENO3	-2.329
RSPH10B	-0.6925
CXorf39	1.231875
IRGC	0.11775
GPR109B	1.68275
FLJ13305	-1.1635
LCE3A	-0.348
TNFRSF18	-0.570333333333333
DET1	0.614
TRPM3	-0.44975
C16orf79	-0.968
FECH	-0.3635
RAP2A	0.3195
CRIP1	3.6615
AZIN1	-0.728625
SLC7A7	3.65925
IL10RA	0.967
TMEM64	-2.45025
CDC42EP4	1.2269
C16orf58	0.026
ARG2	-3.154
POU5F1P4	-4.763
FAM62B	0.080625
DNAH8	-2.2786
ASH2L	-0.28125
TSLP	-1.98933333333333
CNTNAP5	-0.22
TMEM16C	5.5145
IFNA14	0.4065
SLC1A3	1.65025
CABYR	0.454
BCL7B	0.0794
NUDT13	-1.38133333333333
C13orf28	0.592
C1orf53	-0.9465
ARL6IP4	0.3328
RPL35A	0.0045
EMR3	1.0515
RAB40C	0.769
SLC41A1	-0.1865
LRCH1	0.28825
LY6G5B	-0.9825
FAM124A	0.382071428571429
MGC10981	-4.073
CLIP3	-0.0765
MAP4K2	-0.392666666666667
CHIC1	0.20625
SULF1	3.9665
C20orf30	0.226285714285714
PRDM5	-0.7245
ELOVL1	0.33675
C11orf48	-1.087125
SLC39A10	0.01975
KCNV1	-0.34
ACP1	-0.8176
ZMYM2	-0.6775
B3GNT6	-0.405
C9orf69	0.40375
C2orf15	1.796
C20orf166	0.451
HSP90AA6P	-1.7025
EDG7	-0.5825
NEURL	2.188875
LPL	4.6205
CLEC2D	-0.0100714285714286
GRRP1	2.65333333333333
CD8B	-2.4068
HIST1H3D	1.09183333333333
SLC6A12	0.299
FAM27L	-0.83
CD84	1.9485
RASA1	-0.149
PHKG1	0.3695
MAGEA11	-1.1085
IMPA1	-0.9573
NPM3	-1.5175
RARRES1	4.352
SH3BP1	-0.04775
B3GNTL1	-0.521
ARPC5L	-0.153833333333333
KLHL26	0.80275
SIM2	-2.207625
GJC1	0.1775
C20orf194	0.638
EXO1	-3.33275
SLC2A2	-2.118
LOC285074	-1.0715
LRG1	0.80175
KIRREL	-0.954
PIK3R1	2.01821428571429
C4orf34	1.68275
MAF	-0.505388888888889
ADCY4	4.6385
ZMIZ2	0.595
SLC46A3	1.21866666666667
STAMBP	-0.494333333333333
CCDC16	1.111
MS4A12	0.055
TCF20	0.72025
LRRC46	1.89725
C20orf152	0.30575
MRPS6	-1.456125
ABCB11	0.2715
KCNC2	4.339
CDH19	-2.0145
C9orf123	-0.1255
SSH3	0.514
LDLRAD1	-0.4
CCBE1	-1.62825
ZNF135	-0.12675
TAAR1	1.77
WFDC12	0.9035
CCDC42	0.172666666666667
FLJ12529	-1.131
PER1	-1.0175
TIMM50	-0.394333333333333
SMARCAD1	-0.380666666666667
FAM26C	0.2245
TP53TG3	-2.86383333333333
SH3RF1	2.1535
LMCD1	2.893
GPR63	-0.6805
FLJ21986	-2.023
AIFM3	-0.21475
MICAL1	0.1985
BLZF1	0.672
IQCA	1.93716666666667
PCDHGC3	0.318
SAC	0.423
BCL6B	3.17
DDO	-0.4945
MARCO	3.3655
DCHS1	1.836
C1orf170	0.146333333333333
CD200R1	1.453
C22orf15	-0.3665
SEPT11	0.168166666666667
ADNP	-0.14075
UST	-0.8569
C13orf34	-1.0805
RFFL	1.21514285714286
APBA3	-0.382
C2orf60	-0.67975
CUTL1	-0.3798
PMS1	-1.26485714285714
ZNF689	0.2025
EIF3E	-1.01433333333333
IL9	0.00999999999999995
RPL31	-0.49125
LY9	0.418
ATP2B3	0.36
KDELR2	0.102625
TFCP2	0.4995
NLRP12	0.458625
FLJ45422	-0.518
TLE4	-0.5481
ZNF570	-0.116
FLJ43806	-1.1705
TLK2	-0.329
CIR	1.099
MARS2	-0.1365
COL24A1	1.137
SDF2L1	0.2965
HIBADH	-0.588666666666667
IGFBP3	-1.49971428571429
C12orf23	0.9865
PSPC1	-0.1025
C20orf43	-0.08475
TRAV20	-0.269
ARHGAP24	1.158625
KIAA1975	-1.339875
C1QA	3.5385
DNTT	-5.18833333333333
C10orf6	-0.162166666666667
C11orf41	0.573875
HNRPF	0.3935
COL11A1	6.58483333333333
UBAP2	-0.435833333333333
CDKN2AIPNL	-1.286
C20orf174	3.372
SPRED2	0.839
PLA2G12A	0.336833333333333
ICEBERG	-1.65683333333333
SCN10A	0.178
C11orf65	-1.15525
GBP5	4.99075
PITPNC1	-0.582666666666667
POU3F3	1.3615
NCOA7	1.10575
LIN7C	0.2852
LOC348840	-0.8625
NKX2-2	-3.4575
ANKRD13D	-0.27325
LOC123688	-0.40975
FUT2	2.14183333333333
TAAR8	0.594
FZD4	0.720666666666667
PNMA3	-0.982166666666667
OR4L1	-0.0325
WIT1	-1.69025
EXOC3L	1.86
ATPBD4	0.2537
KRBA1	-1.639
UBXD6	-0.68575
HOXB7	-0.516642857142857
C7orf23	-1.0135
UNQ338	0.81275
STAB2	0.15875
CDC20B	0.25625
IRF9	2.08075
CENTG1	1.22691666666667
TNPO2	-0.83825
MCPH1	0.112625
BMS1P5	-1.05475
SLC26A7	0.17075
HIST1H3J	0.24375
C9orf3	0.6176
LBH	1.634875
MYO1D	0.8665
PTDSS2	-0.106
NFU1	0.53375
DEPDC4	-1.8005
WNT7B	1.9409
GLP2R	-0.386333333333333
SETD4	-0.8383
DYNLT3	-0.4413
FKBP11	-1.33616666666667
SESTD1	1.84283333333333
FLII	-0.288
RPS16	-0.4632
CHPF	0.323
CSNK2A1	-0.470166666666667
SUMO1P1	0.12275
FKBP6	-0.598
ZNF214	-0.404166666666667
TWIST1	0.361833333333333
DDX56	-0.987
TRAM1L1	2.5515
EPO	-2.8855
MRPS18B	-0.6525
ZNF682	-0.583833333333333
RPL14	-0.309
MAFF	0.41075
LOC51136	-0.441875
LY96	0.56875
DDX20	-0.24325
ABTB1	1.09133333333333
ARL5A	0.1446
CCT6A	-1.66025
HEPACAM	0.1015
EHHADH	-0.619833333333333
RBAK	-1.03366666666667
CGB1	4.09675
ITGB5	0.8017
YIPF3	-0.059
FKBP2	0.17975
NR1D1	0.4501
TMEM110	0.487
NEK2	-2.54616666666667
PRAMEF8	-3.052
C20orf52	-0.686
PCDHGA3	-0.529
VWA3B	0.311
NDUFA5	-0.13675
THAP9	-0.84025
FLVCR2	0.317
AP1S1	-1.264
SMAD6	-0.45775
SAV1	0.68275
SAT1	2.37325
ZNF251	0.593625
ADAMTS7	0.294
RPP38	0.0475
C1orf211	-2.2005
YPEL2	2.03515
RBMS1	0.33675
ZNF445	-0.4595
NRXN2	0.570166666666667
PGBD4	-0.222625
UGT2B28	-1.794
WBSCR16	-0.5367
NLRC3	0.47775
ASTL	0.4795
ST6GALNAC1	-1.36275
