Hybridization REF	TCGA-E2-A154-01A-11R-A115-07
POLR3G	-3.47675
ZNF586	0.24425
C1orf49	0.412166666666667
TANK	0.535666666666667
RCAN1	-1.49583333333333
PELI3	0.416
LIMD2	-0.495416666666667
TMEM189	-0.8785
NTN4	2.158125
LOC151300	-0.3495
CLEC2A	-1.454
GPR135	-0.024875
DPYSL4	-2.9199
JAK2	0.165666666666667
TSHZ1	0.209333333333333
TM9SF4	-0.084625
ZNF264	1.20416666666667
SIRPG	-0.021625
BICD1	-1.336
HERC6	0.373666666666667
METTL5	-0.875
CASP1	-0.83375
PRRT1	-0.154666666666667
PLA2G4C	1.32366666666667
ICA1L	0.465785714285714
TPTE2	-0.387166666666667
OTUD7A	0.648833333333333
AQP11	-0.902
APOA2	-4.4178
KALRN	-0.7423
SECTM1	0.635583333333333
IFNAR1	0.2675
TALDO1	-0.201875
RAB11FIP4	0.27475
EIF5A	0.3875
FAM49A	0.97475
NEGR1	0.219166666666667
YTHDC2	-0.220125
EHD2	-0.373375
NCF1	1.2373
SCRT2	0.447
HOXA5	-1.33133333333333
NUP133	0.4245
FGF12	-1.7006875
SLMO2	-0.5885
SNTA1	-0.5355
CACNG2	-0.208125
GCM1	0.299
ELF1	1.53183333333333
TLR5	3.23225
TCFL5	-0.683583333333333
RBMY2FP	-0.2495
LOC100125556	1.073
FAM129B	0.047125
MAP3K7IP1	0.269875
NCK2	0.2455
OXA1L	-0.29525
FMO9P	0.3445
ZSCAN12	0.01275
PSMD12	-0.836166666666667
HSCB	0.4255
CLDN10	-3.28675
MGC13053	-0.7205
HPCAL4	-0.572
ASZ1	-1.114
MEX3D	-0.0820833333333333
NFAT5	-0.8442
CSPG4LYP1	-0.164833333333333
FBXO3	0.6327
DVL1	-0.551333333333333
CMKLR1	1.53883333333333
TYMS	-2.6555
PEF1	0.208
ZNF750	0.9755
MCM5	-0.859
MEGF11	-0.95875
KCNK7	-0.31
PTP4A3	0.3145
C1QTNF2	-1.06333333333333
OR6S1	0.095
FAM122B	-0.56425
ZNF551	0.198875
HBQ1	-2.415
GEMIN6	-0.4785
ARSK	-0.5235
RBP7	2.55516666666667
CPNE9	0.62075
DSC1	1.0455
LOC730112	0.77275
MAP2K4	1.232
HS3ST5	-2.2165
EPB41L3	0.097
TEKT2	2.9775
CDKN2B	0.203
ZNF480	-0.71475
MAP3K6	0.3002
MAP6	2.7025
HN1	-0.6772
OR2L13	0.246166666666667
SLC16A11	0.667
FAM96A	-0.30325
APOL1	-0.09025
C5orf32	-0.24225
RTP1	-0.220666666666667
RNF175	-0.634875
ZBTB41	1.808625
AHCTF1	0.1142
SAE2	-0.7446
ITGA2	0.795
MME	-1.297
CCDC14	-1.24375
MAST4	0.9765
KRT33B	-0.567
KCTD2	0.118166666666667
WDR26	0.790166666666667
MFI2	-0.376
NR4A3	-1.51025
ARSA	1.1935
UNKL	-0.0645
SULT6B1	-0.0385
CCNA2	-3.022
SOX15	-0.0915
PPAPDC1B	1.05841666666667
C19orf44	0.231
MCAT	0.871
ARID1B	-0.016375
OR52N1	-0.0025
C12orf48	-1.85675
MAGI1	0.7415
NIPA2	-0.6675
GBX2	-1.78075
RSHL3	4.000875
RAVER1	0.405333333333333
C15orf17	-0.258
SLC30A2	0.037
ZNF518	0.35125
PCYT1B	-0.26775
C10orf114	0.357
EIF3H	1.29716666666667
SLC25A39	-0.3
KIF1B	-0.88675
AMOTL2	0.52375
C6orf120	0.947125
PSRC1	-2.27
PLA2G10	3.402875
KIF5C	-0.268
MRPL37	-1.0995
C17orf62	0.282166666666667
C9orf135	-1.0385
DUSP10	0.1782
CLCNKB	0.1285
PSMA5	-1.3205
C8orf53	0.917
AMPD3	-0.759
PIAS1	-0.24075
ADCYAP1R1	0.182
GYLTL1B	0.73825
CDH20	0.307
FBXO7	0.0295
TMEM134	0.600166666666667
FLJ14213	1.13516666666667
ZNF3	0.742
LRRFIP1	0.181
CNOT2	0.348583333333333
ABI3	1.37975
ALDH5A1	-1.53791666666667
HNT	2.9943
SERPINA4	-1.62225
TK2	0.3295
STMN1	-1.87688888888889
GUCA2A	0.103666666666667
GALNT10	1.504
DPP6	-0.7068
C9orf93	0.513625
PRELID2	-0.487625
STK39	1.153
SFTPA1	-1.54425
CKS2	-0.989555555555556
RHO	0.137625
C20orf135	-0.35
XKR3	-2.367
CR1	-0.045875
RPS6KA2	0.329571428571429
C20orf112	0.712
MRPL22	-0.82125
C4orf23	0.0238333333333333
GADD45B	1.2495
KLHDC1	1.77316666666667
C2orf48	-1.7645
ZNF287	1.8485
DAAM2	-1.528
DPPA2	-3.7625
TCTN3	0.854166666666667
DNAJB11	-1.29
FPR1	3.47525
DEFB4	-0.044
PTCD2	-0.6835
SMOC2	5.31116666666667
CABP7	0.9675
SERPINB11	0.383
MAGEF1	0.59475
NDE1	0.365833333333333
ITGA10	-0.1355
FSHB	-0.092
ANXA2	0.326875
HORMAD2	0.158
HLCS	1.03825
MCF2L	1.41741666666667
FH	-0.87625
TBC1D24	0.09575
KIAA1505	3.10625
LGALS2	-4.02025
CNBD1	-0.7555
SYNPO2L	-0.2195
PTPN23	0.473928571428572
C1orf183	-1.11783333333333
MAGEA8	-2.82175
DGCR8	-0.833
GSR	-1.989
PAQR7	-0.31975
ZNF676	0.39175
CACNA1C	0.099
SP7	0.5035
PDCD6	-0.208
NRN1L	-1.318
BRI3BP	-0.821916666666667
KIAA1183	0.4555
ASB4	0.335
CCL23	0.8593
OBSL1	-1.84825
SLC12A7	0.537583333333333
KIAA0240	1.0425
CD1B	-4.282
FCGR2A	1.532125
MDC1	-0.94725
HTR1A	0.1165
OCEL1	0.59525
ATP11B	-0.151375
FBXO34	0.767166666666667
PCDH12	2.89816666666667
RPE	-0.974
C17orf74	0.172
CSDC2	1.28983333333333
PET112L	-0.34275
TMBIM1	0.132125
P2RXL1	-0.239
TCHP	-1.43525
TRMT1	-1.0525
F2RL2	-0.878
LRRC32	2.90816666666667
IMPG2	0.397
BGLAP	0.14725
LOC493869	-0.520333333333333
MRAS	0.521375
SLC35F5	0.76025
CBWD1	0.7635
AXL	-1.807125
ATP2C2	1.405
TELO2	-0.127
PNPLA3	-4.26825
PCDHB14	-0.19825
CD276	0.519
KRT80	-1.158375
DUSP28	-0.032
CSNK1E	-0.143416666666667
SRP14	0.4385
KCNQ4	0.0835
KRT72	-0.142166666666667
CCDC117	0.198625
C6orf89	0.335111111111111
TUBB2B	-3.42316666666667
RTN4IP1	-1.5875
CR1L	-3.81166666666667
CEND1	0.18775
C12orf41	-0.2925
RNF31	0.34725
UBN1	0.2125
C17orf32	0.389
SLC5A7	0.468
GPR92	0.941833333333333
ESAM	1.7901
CTNNA1	0.456083333333333
HRBL	0.2665
CBX4	0.29025
TMEM182	-0.1155
SH3TC2	-1.13533333333333
IL10	0.610833333333333
PXMP4	0.2535
RNF167	0.5461
PAK7	-0.110166666666667
ETV3	-0.19
ATPIF1	-1.07283333333333
LOC554207	-2.06283333333333
OR8H1	0.2405
WDFY3	0.976
DPM1	-0.93025
GPSM1	-0.2715
WDR92	0.0731
LRP1	0.553
ANKH	-0.314375
THUMPD3	-0.77375
POLR1B	-0.2015
OLFM4	1.80266666666667
RAD9B	0.35375
TSPY2	-4.07
PAX6	-1.725
SCG2	-2.54375
SLC17A6	0.41925
FMO3	3.158
PADI4	-0.0395
TUBB4	-0.9171
NLK	-0.5785
POU4F3	-0.265
SDF4	-0.15125
ITGBL1	3.4495
NETO1	-1.549875
TAP2	-0.357125
ABBA-1	-0.285333333333333
GNAI1	-1.5745
VPS4B	0.3795
NOPE	-1.1967
GALNT6	2.40683333333333
SESN1	0.121
GBE1	-2.35166666666667
CLASP1	-0.40475
RASGEF1B	0.402625
ACOT11	-0.330785714285714
AFAP1	0.704
OR2H2	0.19825
DPY19L2P1	0.488
DZIP1	-1.8055
SEC22C	0.0805
GPR161	0.258916666666667
RNF146	0.15075
WDR74	-0.781
GALP	-0.303
PURA	0.91075
DNPEP	0.702833333333333
RP11-78J21.1	-0.71075
ERBB2	2.055625
FANCM	-0.833
NEO1	0.652
DDX3Y	-5.2001
RPS3A	-0.061875
MXRA7	0.101642857142857
LGALS3	0.240333333333333
GLT8D1	0.5395
CFL2	-2.07516666666667
UPB1	-0.156
NAP1L5	-0.982625
CLDN14	-1.29775
DHX38	-1.12875
BTBD1	-0.303
TARS2	0.203833333333333
ABCF1	-0.8298
FCF1	0.794666666666667
LRRC49	1.18125
GUCY1B2	2.33
C1orf177	0.481666666666667
SMARCA4	-0.369642857142857
LRP8	-4.024
TAGLN3	-0.7545
MRPL14	-0.1155
TTRAP	-0.069
ZDHHC20	0.61575
NFE2L3	-1.43025
KIAA1377	1.216875
PALMD	0.5905
TMEM43	0.17775
TTL	-1.483875
STAT5B	-0.873166666666667
SSB	-0.648875
OR10H5	0.652
SLC22A13	-0.4555
AKAP3	-0.74625
TIMM23	-0.4595
OAS2	1.14233333333333
KIAA0423	1.66675
TRIM11	0.562666666666667
GLIS3	1.50875
TMEM50B	1.09783333333333
ARHGEF4	-1.489625
DEGS1	0.915
TBL1XR1	0.663433333333333
G6PD	-1.14475
SP140	-0.2995
MUC17	-0.0161428571428571
NUDC	-0.8605
DNAJC5B	2.05183333333333
SCARA3	-0.290666666666667
CPA3	4.85266666666667
BCAT2	0.410375
MFN1	-0.4424
NRG3	0.506
SNX11	0.00675
PLEKHH1	0.449333333333333
GPR177	-0.443666666666667
HCFC2	-0.20775
TCAP	-1.0655
MOCOS	-2.954
C14orf93	-0.04925
PRDM10	-0.168833333333333
SLC16A4	0.612583333333333
SRGAP1	-0.410166666666667
VIP	0.022
DUSP27	0.543
LILRA1	0.8459
MC2R	0.197
MGC24103	-1.52075
MBTD1	-0.687
FUT11	-0.7
USP33	-0.1196
C15orf39	-1.66025
MAP3K12	-0.13025
PAAF1	-0.901166666666667
BARHL1	0.2115
FLJ16165	0.109
PIWIL2	-2.441
SYNE1	0.407727272727273
CMTM4	-0.3215
TSPYL1	0.8719
GUF1	-0.565333333333333
TMEM157	1.313
WDR44	-0.59
HIST1H3C	0.03575
DKFZp666G057	4.05075
RNPEP	0.4635
GAS2L2	2.54583333333333
ADH4	-5.0695
GRPR	3.57716666666667
FBXL17	0.4995
ZBTB10	0.133083333333333
Gcom1	0.483111111111111
HTRA1	1.0456
ZNF585A	-0.0128333333333333
SLC26A2	-0.0412142857142857
OTOP3	0.494
WISP1	3.05722222222222
ATP2B4	-0.369333333333333
FLJ10769	0.96425
CRAMP1L	-0.081875
CHST12	-0.90975
RAB22A	0.26125
TARDBP	-0.715428571428571
STAU1	0.59725
CRB3	2.11466666666667
MIG7	0.397
CHMP1A	-0.172666666666667
ZNF160	0.606125
B3GALT6	-0.186
BARX1	-1.42316666666667
C6orf167	-1.0630625
NXNL1	0.034
DHX29	0.734
HADHB	0.0195
PLXNB2	1.303875
ILDR1	-0.944
SLC15A3	2.00025
GAS2	-3.64916666666667
C20orf69	-0.7635
NUMB	0.274
TNIP1	0.223375
MESP1	0.459833333333333
PSKH1	-0.21275
NSFL1C	0.107875
RHOG	0.48225
HEY1	-2.605
KNG1	-2.3975
ITGAX	1.6006
LIN9	-0.684333333333333
CANT1	1.5165
XRN1	-0.064
CCDC96	1.9591
HEATR6	-1.0985
GNG7	0.374333333333333
RUNX2	1.14825
SOX1	-0.113666666666667
FCRL5	-0.1197
ZNF99	0.800625
FAM9A	-0.228
SNX22	0.181166666666667
MBNL3	-2.86733333333333
ODC1	-2.8595
ADORA2B	-2.0905
NR2F6	0.72325
ZFYVE16	0.432944444444444
SYNJ2BP	0.0062
POLE	-0.9135
E2F2	-1.30675
THRA	0.3735
PTGES2	-1.05633333333333
HIP1R	0.248166666666667
TMUB1	-0.266166666666667
ENO3	-1.93625
RSPH10B	0.1845
CXorf39	0.463125
IRGC	0.18275
GPR109B	-1.93075
FLJ13305	-0.439
LCE3A	0.004
TNFRSF18	-0.755333333333333
DET1	0.37725
TRPM3	-0.267083333333333
C16orf79	-1.1995
FECH	-0.558333333333333
RAP2A	-0.1565
CRIP1	3.063
AZIN1	0.358125
SLC7A7	2.859
IL10RA	0.1354
TMEM64	-3.91975
CDC42EP4	1.0394
C16orf58	0.7315
ARG2	-2.666
POU5F1P4	-5.06925
FAM62B	-0.0905
DNAH8	-1.4467
ASH2L	0.26125
TSLP	-4.60766666666667
CNTNAP5	-0.675666666666667
TMEM16C	-0.29975
IFNA14	0.377
SLC1A3	0.485375
CABYR	-0.3595
BCL7B	0.1638
NUDT13	-0.251833333333333
C13orf28	-0.023
C1orf53	0.70075
ARL6IP4	-0.3045
RPL35A	0.18375
EMR3	0.12575
RAB40C	1.13841666666667
SLC41A1	-0.188666666666667
LRCH1	0.6105
LY6G5B	-0.611
FAM124A	-0.0431428571428571
MGC10981	-4.42216666666667
CLIP3	0.1176
MAP4K2	-1.4195
CHIC1	-0.0205
SULF1	3.81833333333333
C20orf30	0.236428571428571
PRDM5	-0.798875
ELOVL1	-0.2995
C11orf48	-0.738
SLC39A10	0.32925
KCNV1	-0.2945
ACP1	0.0593333333333333
ZMYM2	0.43175
B3GNT6	0.0035
C9orf69	-0.52025
C2orf15	1.54525
C20orf166	4.204
HSP90AA6P	0.187
EDG7	-2.21
NEURL	0.2615
LPL	-0.652666666666667
CLEC2D	-0.0101428571428571
GRRP1	0.463666666666667
CD8B	-3.0593
HIST1H3D	-0.965666666666667
SLC6A12	0.344125
FAM27L	-0.1955
CD84	1.788
RASA1	0.2535
PHKG1	-0.311
MAGEA11	-1.241
IMPA1	-1.9451
NPM3	-1.5545
RARRES1	1.54575
SH3BP1	-0.1515
B3GNTL1	0.06
ARPC5L	-0.662333333333333
KLHL26	0.90075
SIM2	2.588375
GJC1	0.1285
C20orf194	0.5745
EXO1	-2.02025
SLC2A2	-2.29533333333333
LOC285074	-0.4675
LRG1	3.66275
KIRREL	-0.351
PIK3R1	0.935142857142857
C4orf34	0.5425
MAF	-2.28472222222222
ADCY4	3.84216666666667
ZMIZ2	0.6874
SLC46A3	0.116333333333333
STAMBP	0.116
CCDC16	0.41375
MS4A12	0.177
TCF20	0.18625
LRRC46	2.6305
C20orf152	1.73825
MRPS6	-0.72825
ABCB11	0.311
KCNC2	0.4675
CDH19	-2.62733333333333
C9orf123	-0.0505
SSH3	1.512375
LDLRAD1	-1.08075
CCBE1	-0.35275
ZNF135	0.32325
TAAR1	0.4495
WFDC12	0.3075
CCDC42	0.0973333333333333
FLJ12529	0.40125
PER1	-1.22783333333333
TIMM50	-0.932833333333333
SMARCAD1	-0.3955
FAM26C	0.823
TP53TG3	-2.898
SH3RF1	2.218
LMCD1	2.857
GPR63	-0.1535
FLJ21986	-2.717
AIFM3	0.48425
MICAL1	-0.708
BLZF1	0.985
IQCA	2.22983333333333
PCDHGC3	-1.8725
SAC	0.67575
BCL6B	1.44883333333333
DDO	0.64675
MARCO	1.39525
DCHS1	1.75
C1orf170	-0.372
CD200R1	0.456333333333333
C22orf15	1.6625
SEPT11	-0.0391666666666667
ADNP	0.61175
UST	-1.2069
C13orf34	-0.731
RFFL	0.164214285714286
APBA3	-0.4505
C2orf60	-0.3545
CUTL1	-0.7787
PMS1	-0.782375
ZNF689	0.364
EIF3E	0.170333333333333
IL9	-0.765833333333333
RPL31	0.403375
LY9	-0.516
ATP2B3	-0.01575
KDELR2	0.160083333333333
TFCP2	0.429
NLRP12	0.894125
FLJ45422	-0.16675
TLE4	-1.2754
ZNF570	0.359
FLJ43806	0.015
TLK2	-0.343625
CIR	0.56625
MARS2	0.523
COL24A1	1.10625
SDF2L1	-0.4885
HIBADH	0.319833333333333
IGFBP3	-2.05764285714286
C12orf23	-0.156125
PSPC1	-0.1415
C20orf43	-0.03725
TRAV20	-0.2965
ARHGAP24	1.040375
KIAA1975	0.848625
C1QA	3.1994
DNTT	-5.81433333333333
C10orf6	0.172083333333333
C11orf41	-0.060125
HNRPF	0.4765
COL11A1	6.87483333333333
UBAP2	0.473333333333333
CDKN2AIPNL	-1.1375
C20orf174	1.3425
SPRED2	0.745
PLA2G12A	0.413833333333333
ICEBERG	-1.95866666666667
SCN10A	-0.014
C11orf65	-0.23725
GBP5	2.97375
PITPNC1	-1.16283333333333
POU3F3	0.7115
NCOA7	-0.734125
LIN7C	-0.5079
LOC348840	-0.871
NKX2-2	-0.2895
ANKRD13D	-0.00912500000000001
LOC123688	-0.80725
FUT2	1.2885
TAAR8	0.1465
FZD4	0.49775
PNMA3	-1.38016666666667
OR4L1	-0.3475
WIT1	0.2265
EXOC3L	0.58175
ATPBD4	-0.3652
KRBA1	-0.97025
UBXD6	-0.0285
HOXB7	-0.717928571428571
C7orf23	-0.1255
UNQ338	-0.30775
STAB2	0.22075
CDC20B	3.56525
IRF9	2.0355
CENTG1	-0.546416666666667
TNPO2	-0.82125
MCPH1	0.65175
BMS1P5	-1.24275
SLC26A7	-0.38425
HIST1H3J	0.38725
C9orf3	0.3765
LBH	0.585625
MYO1D	1.36375
PTDSS2	0.08625
NFU1	0.2815
DEPDC4	-1.2335
WNT7B	2.1979
GLP2R	-0.294666666666667
SETD4	0.0966
DYNLT3	0.5512
FKBP11	-0.461
SESTD1	1.18516666666667
FLII	-0.0535
RPS16	0.0941
CHPF	0.676166666666667
CSNK2A1	-0.139833333333333
SUMO1P1	-0.32825
FKBP6	-0.3785
ZNF214	-0.141
TWIST1	-0.477166666666667
DDX56	0.135333333333333
TRAM1L1	1.0942
EPO	-1.5245
MRPS18B	-0.33975
ZNF682	0.124166666666667
RPL14	0.331833333333333
MAFF	-0.65325
LOC51136	-0.299625
LY96	-0.74225
DDX20	-0.43425
ABTB1	0.663666666666667
ARL5A	0.1052
CCT6A	-0.855
HEPACAM	-2.20133333333333
EHHADH	0.0888333333333333
RBAK	0.904333333333333
CGB1	1.123
ITGB5	0.7545
YIPF3	1.72875
FKBP2	-0.00725
NR1D1	0.12
TMEM110	-0.001
NEK2	-0.2665
PRAMEF8	-3.344
C20orf52	-0.156
PCDHGA3	-0.658
VWA3B	-0.11525
NDUFA5	0.40625
THAP9	-0.08175
FLVCR2	-0.623333333333333
AP1S1	-0.95475
SMAD6	-0.782
SAV1	0.7395
SAT1	1.115625
ZNF251	1.29
ADAMTS7	-0.0663
RPP38	0.51325
C1orf211	-2.0375
YPEL2	1.2801
RBMS1	-0.48075
ZNF445	-0.203833333333333
NRXN2	0.1665
PGBD4	-0.613
UGT2B28	-2.896
WBSCR16	-0.3767
NLRC3	-0.670125
ASTL	0.23825
ST6GALNAC1	-3.9115
ZADH2	-0.409875
MLLT4	0.848666666666667
ARL6	0.783666666666667
MEF2C	0.149
CBFA2T3	0.3525
AFF3	0.122928571428571
COG7	0.833666666666667
MYB	0.7865
PLXNA3	0.61
XRCC2	-0.966666666666667
MMS19	-0.289625
ST8SIA5	-0.96675
CHPT1	1.19883333333333
KIAA1712	-1.31575
OR6X1	0.256
ACTR3	0.174
UGCG	1.378
OR4P4	0.9485
ZAP70	-3.835
LPP	1.942375
ZNF485	1.649
PTPRCAP	-1.15575
IL12RB1	0.28325
ATRX	0.4035
CHST8	2.87925
C14orf109	-0.17
ARV1	1.18575
NMB	-1.28957142857143
COX5A	-0.958666666666667
EIF6	-0.6945
MPPED2	-0.335333333333333
SEMG1	-2.1965
CHRDL1	-0.7945
TRAF3IP2	1.48175
WNK2	0.318875
LILRA4	2.02166666666667
LAMA2	3.38125
PXT1	-0.318
RLBP1	-3.76025
CD300C	0.72025
SLTM	-0.035625
FLJ10404	-0.366375
APOBEC3D	-2.63683333333333
RENBP	0.427833333333333
ATXN7L1	0.56325
NID1	0.56775
TUBGCP3	-0.147625
ITIH5	-0.0543888888888889
CCDC110	2.2705
C8A	-2.72925
MGC87042	0.24675
HOXC13	3.105
TFDP2	-1.0215
HCP5	0.453375
POLI	0.68925
UCN	0.0721666666666667
ZNF764	-0.228833333333333
C8orf45	1.24625
FHL3	0.49275
SPATA5L1	-0.30975
MMRN2	2.06016666666667
NDST1	0.582666666666667
COL20A1	-0.399666666666667
ZNF248	-0.492333333333333
PELP1	-0.186833333333333
MBL2	-2.49766666666667
RNF41	0.473875
C5orf24	0.505875
THOC5	-0.46775
SERINC3	0.238583333333333
RP11-151A6.2	0.297
CDCP2	-0.06925
HIST1H2AA	0.11125
C11orf75	-0.513333333333333
FKBP7	0.28975
DDOST	-0.834
GPNMB	0.194833333333333
TTF2	-1.74733333333333
KCNT1	-0.0428
SLC39A14	-0.86625
NGRN	0.2764
GPR137B	2.519
MECP2	0.442375
PSMA1	-0.6675
C16orf73	-4.70875
TMEM60	0.4785
CSN3	0.203
NOS1	0.300333333333333
RAB7L1	-0.232
YBX2	-1.4145
KIAA1166	-1.31825
FUBP3	-0.0888333333333333
ABCG1	1.261
ACACA	-0.3
ARL11	0.2449
ATOH1	0.3755
ODF1	0.2635
CREB3L3	-2.11466666666667
TMEM127	1.09135714285714
DSCAML1	0.5975
PLN	4.09466666666667
LYPLA1	0.276416666666667
PRDM9	-1.689
SASP	-0.61525
PLUNC	0.808666666666667
INTU	0.48125
HISPPD1	0.672
LNPEP	0.0398333333333333
YARS2	-0.959333333333333
APCDD1L	-1.4725
ZCCHC4	-0.9341
FBXO22	-0.897166666666667
TTLL13	-0.4125
ZNF669	0.3005
PTGDR	0.89925
DDX27	-0.468
KIAA0409	-0.122666666666667
GJB6	0.6635
ASB8	0.268
PLP2	0.735833333333333
MEPE	0.4995
OR10J5	0.0575
KRT222P	1.581
COQ7	0.3465
C1orf101	1.95925
RERG	3.6785
CHMP5	-0.05
THAP11	-0.35875
ZNF43	1.24266666666667
ZRANB3	-0.329166666666667
KRT13	-0.870375
MRPL19	-0.7025
RBBP9	0.041375
SPATA17	1.702625
BXDC5	-0.221833333333333
PAFAH1B1	-0.279833333333333
MAGEE1	0.01125
OSTF1	0.08575
KIAA0323	0.621666666666667
TXNDC13	-0.322666666666667
CNTN4	2.3185
LCE1B	-0.453
UNQ501	0.3125
ZNF154	0.39
C3orf64	0.077
SYT5	-0.4306
PON1	0.0843333333333333
FLJ10357	-0.1185
ATP4A	-1.1955
GNPDA1	-0.534333333333333
MGAT1	0.1505
C14orf121	0.14525
SLC35B2	-0.24975
MIER3	0.233166666666667
CHEK1	-2.195625
ZNF8	0.213166666666667
TXNDC1	-0.3965
CKB	-1.9072
RTN3	0.650571428571429
FZD2	-0.298166666666667
PART1	-1.014
PSMB6	-0.9675
PCDHB8	-0.9865
PHC3	0.707
PPP1R8	-0.807
NOVA2	1.39983333333333
TNFRSF11B	-3.715875
GOLPH3	0.855833333333333
UBLCP1	-0.44
SUHW3	-0.7855
TTLL1	1.62425
OPN4	0.2745
OR13G1	-0.253
ZPBP2	0.1876
HSD17B11	-2.087875
C9orf50	0.5015
DHDDS	-0.383
CTSW	0.096
NEFM	-0.777333333333333
MRPL28	-0.66475
SYN1	0.289166666666667
PIGV	0.662
ZIM2	-1.3305
APBB1	0.829666666666667
SND1	-0.33475
C1orf123	-0.609666666666667
CHD3	0.506
BHLHB8	0.1555
RNASE2	-0.237
BCAP31	-0.050625
SLC25A44	0.263333333333333
CHD6	0.0165
PIB5PA	2.45084615384615
SELS	0.350125
LOC541471	-0.619375
FAT2	-0.5275
ZNF81	0.46
OR4C16	0.2985
FLJ10081	0.5026
LRRC4	0.377
CS	-0.5355
N4BP2	-1.288
IGFBP7	1.474
ZNF318	0.444416666666667
NDNL2	0.170125
ZNF609	0.04825
SIRT4	-1.5705
EXOSC10	-0.3165
ECE2	0.18525
OVGP1	1.8925
GTPBP3	-1.12525
PACS2	0.4708
C19orf36	-0.825166666666667
ARL4C	-1.681125
ATG4B	-0.218375
UBQLNL	0.404
RHOXF2B	-4.778
PLEKHG2	-0.557
GALR1	-0.201
AQP4	0.1795
HDAC7A	0.0121666666666667
DCUN1D3	-0.112
OR8A1	0.2255
CCRN4L	-0.204375
CBR4	-0.00416666666666667
KIFC1	-2.19683333333333
SLC7A14	-1.37783333333333
LHX5	0.4205
TRPC7	0.124
LPXN	-1.81025
SERPINA1	0.512125
RPS13	0.0732
BPIL3	0.1305
PRKAA1	-2.59425
FADS2	-0.4862
ENAH	0.9636875
PRO1768	0.226
APBA2BP	-0.148
LIPH	3.02933333333333
C3orf33	-1.7555
RCC2	-0.669785714285714
ALDH1A2	-3.9195
RNF103	1.67875
AHCY	-0.334
ALG12	0.713
CCL17	-0.15
ZNF543	1.096
ESRRG	1.4251
CNGA1	2.46725
RDH5	-1.39916666666667
OTX1	-0.9541
PTGFR	-1.00616666666667
CDR2	-0.150125
SELE	1.994
NLGN2	-0.52
EXOSC9	-1.1845
ZNF566	0.0768333333333334
KLRC2	-5.4945
GPR12	0.4115
KIAA0196	0.90375
PDRG1	-0.08125
SSR3	-0.133071428571429
MSI1	-0.3505
CST9	-0.108
CC2D1A	-0.01675
PLAGL1	-0.379666666666667
ZNF778	-0.57
RNF2	0.521125
KLF6	1.1185
THBD	1.332
tcag7.1314	1.72475
NR5A1	-0.2325
ABCD2	-0.066
DNAJC7	-2.68775
CLEC4C	0.703
TM2D3	0.159875
CCDC4	-0.674
PLAC2	-0.4545
DCD	0.412
FAAH	2.108625
POLA1	0.142
TM7SF2	-0.03625
FLJ39822	-0.403833333333333
FLOT2	0.50725
MAP4K1	-0.7175
SRP68	-0.277875
C21orf74	0.392
ARPC5	-0.25025
LOC126075	2.00475
HECW2	0.307285714285714
ZDHHC4	0.056
ANKRD42	1.913
PDE9A	-1.11716666666667
ABCA8	0.00475
NDUFS2	0.14675
UBR5	0.0735
BTBD16	-2.47825
LOC554174	0.147
ZNF20	1.7915
KIAA1843	-0.814
WDR17	-0.841
C15orf33	0.376
RNF113A	-0.895
CAMKK1	0.8564
CLCN2	0.027
ANXA6	-0.9935
LOC340069	0.4555
EMID1	0.512
DPM3	0.02875
ELA1	0.1935
SLC25A13	-0.6123
KRT24	0.33175
SMPD1	-0.314333333333333
TH	0.220375
COL6A2	1.23814285714286
ANKS1B	2.99175
GPR126	-3.0857
ZC3H12A	-0.1465
TMEM47	-0.211166666666667
C2orf51	-0.19
C1orf88	3.28866666666667
HSF2BP	0.741
AKAP10	0.05975
RPAP3	-0.282
KLHDC8B	0.301
STOM	-1.3644
MUPCDH	-0.213375
C10orf72	-0.14725
PLEKHA3	0.307666666666667
TCP11L1	-0.63925
CWF19L1	0.09325
SPEF1	2.53484615384615
YSK4	3.8435
ELN	2.5545
SAMD8	-0.152833333333333
MPI	-0.629
MEPCE	-0.147
ABCC3	-0.82325
NANOGP1	-2.88
KCNK17	3.174375
HLA-DMB	3.5785
RRAGA	0.6485
ANGEL1	0.43225
RBM32B	-0.0015
CPN1	-3.2595
MGC52282	-0.8933
HLA-A	0.226083333333333
OR9G4	0.1675
EDNRB	-1.602125
SCD	-2.06971428571429
C14orf80	-0.816
BAGE2	0.213
RABL4	1.35216666666667
RCVRN	-0.6075
SHANK1	0.4715
NLRP7	-4.391
CD226	0.5855
STAT3	1.306375
SYNJ2	-0.6043
TPCN2	-0.453166666666667
WDR36	-1.07125
MBD4	-0.112
ROBO1	-1.4424
ST3GAL6	-3.269
SLAMF8	2.03833333333333
ATN1	0.522166666666667
GPR141	0.5425
KRT36	0.157
TPH1	0.278
DDX52	-0.191
ZSCAN29	-0.0931666666666667
TRPT1	-0.261833333333333
DPEP3	0.224
DENND4A	-0.36375
TSPAN16	0.0335
PTCHD2	0.4115
LOC145814	-0.20825
CAP1	0.603333333333333
EIF5A2	-1.2024
NT5DC3	-0.4755
SEPT9	-0.372125
SEZ6L2	-1.448375
EGFLAM	2.56325
VPS11	0.21175
NDUFB5	-0.18
CIDEA	-0.191333333333333
IER5L	0.347
N6AMT1	0.907
FAM83C	-0.15875
OXR1	0.83225
IRX1	-0.3715
