Hybridization REF	TCGA-B6-A0I2-01A-11R-A034-07
NKX2-2	-2.69975
ANKRD13D	0.464875
LOC123688	0.112
FUT2	0.1265
TAAR8	1.0555
FZD4	0.39875
PNMA3	-0.7485
OR4L1	0.6485
WIT1	-2.22925
EXOC3L	2.3745
ATPBD4	-0.0937
KRBA1	-0.55975
UBXD6	-2.8135
HOXB7	-1.36114285714286
C7orf23	0.2695
UNQ338	5.00475
STAB2	0.979
CDC20B	0.01425
IRF9	2.30125
CENTG1	1.43191666666667
TNPO2	-0.6995
MCPH1	-0.98525
BMS1P5	-1.2765
SLC26A7	0.3215
HIST1H3J	0.972
C9orf3	-0.275
LBH	1.573
MYO1D	-0.6645
PTDSS2	-0.661
NFU1	0.3405
DEPDC4	-1.6385
WNT7B	-0.6455
GLP2R	0.24
SETD4	-0.524
DYNLT3	-0.9814
FKBP11	0.3775
SESTD1	0.435666666666667
FLII	-0.68025
RPS16	1.2624
CHPF	-1.06766666666667
CSNK2A1	0.412833333333333
SUMO1P1	-0.11175
FKBP6	-0.103
ZNF214	-1.9524
TWIST1	-0.1835
DDX56	-1.2225
TRAM1L1	0.5056
EPO	-2.464
MRPS18B	0.21
ZNF682	-1.4424
RPL14	-0.283166666666667
MAFF	-0.2685
LOC51136	-1.363625
LY96	0.497
DDX20	0.7245
ABTB1	0.0515
ARL5A	-0.3166
CCT6A	-0.497
HEPACAM	-1.77633333333333
EHHADH	-0.791
RBAK	-0.344666666666667
CGB1	-0.1935
ITGB5	-0.833
YIPF3	0.2175
FKBP2	0.30175
NR1D1	-0.9947
TMEM110	-0.788
NEK2	-0.714666666666667
PRAMEF8	-3.211
C20orf52	0.237833333333333
PCDHGA3	0.614
VWA3B	0.295
NDUFA5	-0.44925
THAP9	-0.7365
FLVCR2	-0.0478333333333333
AP1S1	-0.221125
SMAD6	-1.631
SAV1	1.016875
SAT1	1.233625
ZNF251	1.7595
ADAMTS7	0.1424
RPP38	0.09475
C1orf211	-1.8485
YPEL2	-0.20545
RBMS1	0.91325
ZNF445	-1.61883333333333
NRXN2	0.275
PGBD4	-0.220125
UGT2B28	-2.531
WBSCR16	-0.7666
NLRC3	1.324375
ASTL	0.5655
ST6GALNAC1	-3.75425
ZADH2	-0.164875
MLLT4	-0.228666666666667
ARL6	0.588
MEF2C	0.1285
CBFA2T3	-1.8285
AFF3	-0.0934285714285714
COG7	0.0906666666666667
MYB	-3.56583333333333
PLXNA3	0.763
XRCC2	-1.30716666666667
MMS19	-0.86425
ST8SIA5	-1.596625
CHPT1	-0.337166666666667
KIAA1712	0.122125
OR6X1	3.8895
ACTR3	1.140125
UGCG	-0.166
OR4P4	0.4485
ZAP70	-1.231
LPP	1.59675
ZNF485	-0.442
PTPRCAP	1.661
IL12RB1	1.07625
ATRX	0.0308999999999999
CHST8	3.1305
C14orf109	-0.15475
ARV1	0.5755
NMB	0.256
COX5A	-0.905166666666667
EIF6	0.292
MPPED2	-2.0734
SEMG1	-0.709
CHRDL1	-0.021
TRAF3IP2	0.5265
WNK2	0.7725
LILRA4	2.04133333333333
LAMA2	0.605
PXT1	3.243
RLBP1	-1.991
CD300C	0.175
SLTM	-0.245875
FLJ10404	-1.09973333333333
APOBEC3D	-0.811833333333333
RENBP	0.5085
ATXN7L1	0.0225
NID1	-1.0545
TUBGCP3	-0.481625
ITIH5	-0.403875
CCDC110	-1.28875
C8A	-2.27475
MGC87042	-0.353
HOXC13	-1.33025
TFDP2	-0.39675
HCP5	2.684625
POLI	0.47775
UCN	-1.47866666666667
ZNF764	-0.0993333333333333
C8orf45	-0.43025
FHL3	0.51075
SPATA5L1	-0.5465
MMRN2	2.29433333333333
NDST1	0.106166666666667
COL20A1	0.345833333333333
ZNF248	-0.4245
PELP1	-0.1465
MBL2	-2.33633333333333
RNF41	0.54275
C5orf24	0.298625
THOC5	-1.097
SERINC3	-0.342
RP11-151A6.2	-0.046
CDCP2	0.14525
HIST1H2AA	-0.10925
C11orf75	1.328
FKBP7	-0.6685
DDOST	-1.0515
GPNMB	-0.082
TTF2	-0.633333333333333
KCNT1	-0.134333333333333
SLC39A14	-1.83571428571429
NGRN	-0.8003
GPR137B	-0.36725
MECP2	0.58175
PSMA1	1.037
C16orf73	-4.7625
TMEM60	0.365833333333333
CSN3	0.531
NOS1	0.131
RAB7L1	0.785833333333333
YBX2	-0.8115
KIAA1166	1.25175
FUBP3	0.326666666666667
ABCG1	0.919
ACACA	-0.0661666666666667
ARL11	-0.0119000000000001
ATOH1	-0.152
ODF1	0.3425
CREB3L3	-1.80533333333333
TMEM127	1.2965
DSCAML1	-1.48775
PLN	0.7116
LYPLA1	-0.7575
PRDM9	-1.57375
SASP	1.25475
PLUNC	1.31166666666667
INTU	-0.45775
HISPPD1	-0.8275
LNPEP	-0.381833333333333
YARS2	0.2405
APCDD1L	-1.311
ZCCHC4	-1.1049
FBXO22	-0.745333333333333
TTLL13	-1.0075
ZNF669	-0.762333333333333
PTGDR	2.533
DDX27	0.94025
KIAA0409	-0.5495
GJB6	-0.0195
ASB8	-0.08925
PLP2	-0.98
MEPE	0.438
OR10J5	1.8605
KRT222P	-2.6775
COQ7	-0.250833333333333
C1orf101	-0.186
RERG	4.1469
CHMP5	0.20375
THAP11	-0.775125
ZNF43	-1.182
ZRANB3	-0.0605
KRT13	-0.736875
MRPL19	-0.1725
RBBP9	-0.402375
SPATA17	-1.0605
BXDC5	-0.822666666666667
PAFAH1B1	-0.756416666666667
MAGEE1	0.78675
OSTF1	0.66175
KIAA0323	-0.32775
TXNDC13	-0.134833333333333
CNTN4	-0.168375
LCE1B	1.723
UNQ501	-0.54625
ZNF154	-0.99275
C3orf64	0.3195
SYT5	-0.4714
PON1	1.458
FLJ10357	-1.035625
ATP4A	-1.6285
GNPDA1	-1.18516666666667
MGAT1	0.717666666666667
C14orf121	0.5225
SLC35B2	0.17725
MIER3	-0.136333333333333
CHEK1	-1.86825
ZNF8	0.128833333333333
TXNDC1	-0.634666666666667
CKB	-2.0976
RTN3	0.903714285714286
FZD2	-1.4435
PART1	-0.33125
PSMB6	-0.6435
PCDHB8	-0.209
PHC3	0.0915
PPP1R8	-0.241166666666667
NOVA2	0.588666666666667
TNFRSF11B	-2.962625
GOLPH3	1.40466666666667
UBLCP1	-0.2235
SUHW3	0.8275
TTLL1	0.926
OPN4	0.498
OR13G1	1.3025
ZPBP2	0.6922
HSD17B11	-2.32
C9orf50	0.1965
DHDDS	-0.245714285714286
CTSW	2.2045
NEFM	-2.00883333333333
MRPL28	-0.2465
SYN1	0.448
PIGV	-0.664166666666667
ZIM2	-0.708
APBB1	-0.737
SND1	-0.063
C1orf123	-0.454666666666667
CHD3	-1.55575
BHLHB8	0.7775
RNASE2	1.60066666666667
BCAP31	-0.076125
SLC25A44	0.593666666666667
CHD6	-0.7486
PIB5PA	-0.707153846153846
SELS	0.113875
LOC541471	0.18775
FAT2	1.796
ZNF81	-0.3515
OR4C16	0.5725
FLJ10081	-0.1976
LRRC4	0.3105
CS	-1.1335
N4BP2	-0.746875
IGFBP7	0.092
ZNF318	-0.199
NDNL2	0.108125
ZNF609	-0.236125
SIRT4	-0.196
EXOSC10	-1.161
ECE2	0.532333333333333
OVGP1	-0.90225
GTPBP3	-0.11225
PACS2	0.2158
C19orf36	-1.082
ARL4C	-1.459875
ATG4B	-0.734
UBQLNL	0.435
RHOXF2B	-3.472
PLEKHG2	0.093
GALR1	-0.0955
AQP4	2.7414
HDAC7A	-0.5135
DCUN1D3	0.55175
OR8A1	-0.197
CCRN4L	-0.308875
CBR4	-1.202
KIFC1	-0.691333333333333
SLC7A14	-2.13633333333333
LHX5	0.103
TRPC7	0.183
LPXN	0.2565
SERPINA1	-1.909125
RPS13	0.672
BPIL3	-0.497
PRKAA1	-0.3985
FADS2	0.87
ENAH	0.4236875
PRO1768	-1.819
APBA2BP	-0.84975
LIPH	-0.527
C3orf33	-1.09125
RCC2	0.170857142857143
ALDH1A2	-2.8124
RNF103	1.219
AHCY	-0.449
ALG12	0.497
CCL17	1.4765
ZNF543	1.58833333333333
ESRRG	-0.685
CNGA1	1.73275
RDH5	-0.633833333333333
OTX1	0.9533
PTGFR	-1.60266666666667
CDR2	0.23225
SELE	3.43266666666667
NLGN2	-1.57616666666667
EXOSC9	-0.8925
ZNF566	-0.4728
KLRC2	-0.481
GPR12	0.9265
KIAA0196	-0.76025
PDRG1	-0.452
SSR3	-0.0772857142857143
MSI1	-0.2165
CST9	0.0415
CC2D1A	-0.15575
PLAGL1	-0.661333333333333
ZNF778	-0.1125
RNF2	0.377125
KLF6	0.1325
THBD	0.0853333333333333
tcag7.1314	1.89975
NR5A1	0.5665
ABCD2	1.6355
DNAJC7	-1.16075
CLEC4C	-0.141
TM2D3	-0.055875
CCDC4	-0.1935
PLAC2	-2.30825
DCD	0.102
FAAH	0.43625
POLA1	-0.033
TM7SF2	-1.79475
FLJ39822	-1.81816666666667
FLOT2	0.116
MAP4K1	0.248333333333333
SRP68	-0.0438749999999999
C21orf74	null
ARPC5	1.273
LOC126075	0.25425
HECW2	-0.856428571428571
ZDHHC4	-0.109
ANKRD42	0.9628
PDE9A	1.43
ABCA8	-1.2985
NDUFS2	-0.51325
UBR5	-0.48225
BTBD16	-2.64025
LOC554174	-0.0555
ZNF20	-0.2515
KIAA1843	1.8495
WDR17	-1.25814285714286
C15orf33	0.316
RNF113A	0.48675
CAMKK1	-1.6281
CLCN2	-0.14475
ANXA6	-0.7205
LOC340069	-0.8515
EMID1	0.409875
DPM3	0.608916666666667
ELA1	0.2565
SLC25A13	-0.4209
KRT24	0.43675
SMPD1	-1.139
TH	0.174625
COL6A2	-0.932928571428571
ANKS1B	0.973
GPR126	-1.4519
ZC3H12A	1.341
TMEM47	-1.55666666666667
C2orf51	-0.104666666666667
C1orf88	0.128833333333333
HSF2BP	-0.7855
AKAP10	-0.056
RPAP3	-1.4415
KLHDC8B	-0.479125
STOM	0.9603
MUPCDH	0.11125
C10orf72	-1.764625
PLEKHA3	0.0383333333333334
TCP11L1	0.579
CWF19L1	-0.204
SPEF1	0.00366666666666672
YSK4	1.028
ELN	-0.1666
SAMD8	0.105833333333333
MPI	-1.39133333333333
MEPCE	0.0912
ABCC3	-2.36625
NANOGP1	-0.234
KCNK17	-0.559428571428571
HLA-DMB	5.10216666666667
RRAGA	0.9845
ANGEL1	0.015
RBM32B	0.357
CPN1	-2.495
MGC52282	-0.2911
HLA-A	2.86925
OR9G4	0.1425
EDNRB	0.215875
SCD	-1.26257142857143
C14orf80	-0.383833333333333
BAGE2	-0.2085
RABL4	-1.35533333333333
RCVRN	-0.444
SHANK1	-0.385
NLRP7	-1.34125
CD226	1.0285
STAT3	0.7536875
SYNJ2	-1.6184
TPCN2	0.224833333333333
WDR36	-1.33633333333333
MBD4	0.245
ROBO1	0.399
ST3GAL6	-3.25775
SLAMF8	4.28483333333333
ATN1	1.1405
GPR141	0.4605
KRT36	-6.738
TPH1	-0.505
DDX52	-0.289
ZSCAN29	0.3035
TRPT1	0.296333333333333
DPEP3	0.756
DENND4A	-0.78575
TSPAN16	0.885
PTCHD2	-0.1245
LOC145814	-0.2675
CAP1	-0.350666666666667
EIF5A2	-0.4521
NT5DC3	-1.514875
SEPT9	0.22425
SEZ6L2	-1.43825
EGFLAM	2.36875
VPS11	0.00725
NDUFB5	-0.592333333333333
CIDEA	0.206833333333333
IER5L	-0.46875
N6AMT1	0.602
FAM83C	0.29175
OXR1	0.2045
IRX1	-0.6025
DGKB	1.624
GCN5L2	-0.88125
MIR16	0.645625
FBXW9	-0.70375
WDR4	-1.00366666666667
PDC	0.8945
VPS33B	-1.1715
HEXB	-1.59075
FLJ32214	1.04
TCEB3	-0.6265
CRLF1	-4.271
ABI3BP	-0.372
C8orf22	1.27975
PYCR1	-0.832625
KIAA1706	-0.805
CDK5R2	0.87875
WAS	1.0925
C12orf60	0.22575
CCBL2	0.641875
MADD	-0.024
C5orf34	-0.63975
WDR42A	0.5264
KLF12	0.011375
HSPA1A	0.7405
ITM2C	-1.26108333333333
DAPK2	2.80933333333333
LOC442590	-0.6835
SUMF2	0.12525
CENPA	0.0593076923076923
TMED5	-0.661125
CDH6	-2.278
BRP44	-0.23175
THG1L	-0.582
GABRA2	-2.18166666666667
C14orf166	-0.817
MYL1	-0.947333333333333
TNFSF18	-1.318
PAP2D	-2.1512
PPIB	-0.55975
KLHL4	-0.455375
SFN	-0.101833333333333
CCDC127	0.188
FRAP1	-0.87
GOLGA5	0.3095
SDCCAG1	-0.588875
MGC21675	0.00566666666666666
C10orf95	0.06675
KIAA1345	-0.198
C1orf163	-0.0265
LACE1	-1.24933333333333
OR10K2	0.6315
CENPN	-1.05828
TMED2	-0.089
UGT1A6	0.9615
ANG	-2.037
U2AF1	-0.785
CASC2	0.542333333333333
NMT2	-0.6095
OSGEPL1	-0.654375
DFNB31	-0.2985
SLC6A20	-0.0782857142857143
DKC1	0.2765
FXYD4	-1.16875
WDR64	1.42575
MGC5590	0.5835
CREBZF	-0.9785
DAZ1	-1.41075
PRPSAP1	-0.544
GCHFR	-1.35025
TTC7A	0.698875
LOC196993	1.188
UBD	5.58733333333333
S100A1	-0.037875
RPL6	0.317166666666667
DNAJB6	0.5578
NAGS	-0.2794
C2orf58	0.6155
KERA	0.504833333333333
MT1X	1.0204
UBE2B	-0.3112
KEAP1	0.54125
MST1	-2.893375
OMA1	0.974
ABLIM2	0.63975
BCL2L13	-0.362083333333333
JAZF1	0.163333333333333
TMEM63B	0.606
S100A8	4.8253
ARFIP2	-0.367
UROS	-0.266
KHDRBS2	-0.788
POLQ	-0.949
SOAT1	-0.45
SPAG4	-0.66875
MRPS30	-1.13733333333333
LOC494141	-0.29025
OR2T11	0.688
ORAOV1	0.4829
ZNF184	-0.1825
TCEB3B	1.4632
ADAM21	-0.1495
GDPD1	-0.1185
SPINLW1	-2.68725
PRR14	0.161833333333333
KCTD9	-0.542
NUDT3	1.38175
KIAA1822	0.4377
HIST1H4K	0.722
DFNA5	-2.5995
GABPA	-0.01125
C14orf44	-0.9895
POLB	-0.204875
PTAR1	-0.4365
SEC31A	0.3111
TRIM58	-1.81066666666667
TAS2R14	0.835
VPS8	-0.555
H1F0	0.265333333333333
PRKCB1	-0.251166666666667
UGT2A1	0.4765
TOR1B	-0.3485
LSS	-1.67825
C2orf19	0.179
HNRNPC	0.150142857142857
TMEM100	-2.62416666666667
LOC116349	0.124
OR51M1	0.552
CCDC142	-0.1985
ISG15	1.87875
ZCCHC14	0.119625
CREBL2	1.892625
TGDS	-1.29025
DC2	-0.85275
CACNA2D3	-2.21015384615385
ZNF429	-1.83575
LYPD6	0.0886666666666667
SUCLG1	-0.436
OR51I1	-0.063
MAGEH1	-0.58775
PRPF40A	-0.282
SMR3A	3.258
SPINK2	-1.273
THAP2	-1.059625
NPY5R	0.243375
IRF4	-1.064625
SPESP1	-2.215
OR10S1	1.712
DTD1	0.0975
TUBE1	-0.3685
DDX19A	-0.4875
PDPN	-2.852875
TMEM34	-0.0649166666666667
MGAM	0.18975
COL3A1	3.85322222222222
GFM2	-0.6844
OR5A2	0.8865
PSG9	-0.671666666666667
ARHGEF11	0.278
IVNS1ABP	0.8275
SIGIRR	0.59775
DUSP19	-0.65075
DNAJC14	-0.7706
ACSS1	-0.64675
IL1RAPL2	0.8145
C4orf30	-1.48775
SEPT4	0.84325
LANCL3	-1.09475
SPAG17	-1.4695
PRDX3	-1.578125
HNF1A	-1.236625
P4HA2	-1.371875
RFWD3	-0.468333333333333
MOV10	-0.50475
DNAJA5	0.637785714285714
LOC729440	0.251
LOC200383	0.5562
SMC2	-1.061
MIXL1	-0.7105
TMEM9	-0.35075
FAM86A	0.5085
ZNF174	0.3514
MYH14	-0.95675
CCR8	0.581666666666667
VPS37C	0.674833333333333
GPATCH1	0.4615
B3GNT8	0.997
TBX4	-0.541
CNR2	0.852833333333333
PCDH1	0.50775
C5orf29	2.508
OCIAD2	1.11625
PLCG2	2.77
KIAA0247	1.09525
HRH3	0.0601
CAPN13	-0.838375
CCR1	-0.06
MGC15523	-0.114888888888889
UVRAG	0.838833333333333
DNAJA2	-0.450666666666667
ITGA2B	-1.20383333333333
CLDN5	1.80725
PTPRN2	-2.15792857142857
ZNF512	0.3285
PSAP	-0.290714285714286
CCDC140	-2.94
LRRC55	0.42725
CYP26C1	0.7885
C8orf47	3.94125
LYN	0.218625
DUSP6	-1.94166666666667
TGFB3	1.39506666666667
ELK1	-0.7014
PCDH11Y	-0.4682
HGD	-2.549
C17orf58	-0.4135
MYO3A	0.522
SERPINE2	-5.407
AARSD1	-1.034875
C14orf73	-0.50175
ADAM33	0.416
ZNF491	-0.8345
MAPK6	-1.52833333333333
TCN1	0.766666666666667
SLC24A6	0.9365
UBE2R2	0.95625
H1FNT	0.46075
TATDN2	0.296666666666667
LILRB1	2.21775
P2RY5	0.8875
NUCB2	0.7155
C2orf37	0.8995
SNX27	0.627333333333333
MTA3	0.156125
FOXO4	0.324625
ID4	1.35133333333333
SOX5	-2.724
PXMP3	0.16975
OR52M1	0.281
SFT2D3	0.3045
INA	-2.0075
MCOLN1	-0.01225
NFIX	0.8626
CLEC14A	4.31666666666667
HIBCH	-0.957833333333333
PLA2G5	1.69725
TIMM10	-0.00666666666666667
MED17	-0.4014
COL4A4	-0.05
TPP1	-0.013
GJA3	-2.0682
TMPRSS5	-1.702
AADACL3	0.19
DNMBP	-1.992
ENPP5	1.55383333333333
NQO1	-4.6644
ZSCAN2	0.0571249999999999
SEC24C	-1.09983333333333
GTF2A1L	-0.257
AXIN2	-3.052
FAM33A	-2.10433333333333
C16orf13	0.4605
SPNS2	1.07575
TAF1	-0.74775
AP1G2	-0.581833333333333
RBM42	-0.317
HCN2	0.167
EFHB	-1.04225
RUSC1	0.506666666666667
GRIK5	0.2975
USP21	-0.280333333333333
ATAD3C	0.89375
ORMDL2	0.41775
PRSS7	-2.15075
PSAT1	-0.6095
FLJ13195	-0.506
TBC1D1	-0.292166666666667
IFNG	6.3295
OTOS	3.07333333333333
ZNF773	0.7665
EMD	-0.07625
RETN	-0.584
CCL8	5.68
APH1A	-0.375375
COX18	-0.67575
GTF2IRD2	0.59125
CCDC82	-0.8335
PAFAH2	-0.771888888888889
NPEPL1	-0.5444
RP11-114G1.1	0.334
TP53INP1	-0.129125
ZNF300	0.521333333333333
FOXL2	-3.6165
LARP2	-0.474916666666667
LATS1	-0.87675
HTR6	0.284
SPOCK2	2.09683333333333
RNF144B	2.92016666666667
HTATIP2	2.18025
MGC10334	0.00675000000000002
CENTA2	3.03816666666667
FGF2	-2.215
FXYD7	0.33425
PHYHIPL	-2.18228571428571
GPR34	3.20066666666667
DDX6	-0.344
OR10W1	0.498
LHFPL1	1.372
ZNF313	0.651214285714286
VPS28	1.0455
AP3M1	-0.8926
AKR1CL2	0.2175
TRAF4	-0.504625
OR2B11	0.932
C19orf12	0.262333333333333
AKAP9	0.3152
C1orf62	1.96
SLC20A1	-1.2292
FAM112A	0.2415
LDB2	-0.518625
MRPS23	-1.0265
KLK5	-0.776142857142857
SPTB	-0.109
EFEMP2	-1.559
EFNB2	0.70575
PCM1	-1.58264285714286
NMNAT3	1.89275
TSG101	0.548333333333333
C8orf40	0.523666666666667
NOB1	-0.9545
ABHD3	-1.72825
GTF3C4	-0.151
PIGN	0.987833333333333
GALNTL1	-1.86825
AEBP1	-0.592375
OR9Q1	0.4425
ANKRD2	0.28825
CCL28	-2.236
TRIM38	1.01483333333333
TMCC1	0.414083333333333
SMG5	0.64725
LRRC7	2.082
NCAPD2	-0.728166666666667
C6orf153	-0.29125
C1orf74	0.74375
OTUD6A	0.1515
DCP2	-1.42983333333333
TMEM24	-0.4155
RPL18	-0.195166666666667
TMEM177	0.69
LRRC37A3	-0.83075
C1D	-0.919
LDHC	0.37275
UBE4B	-0.029
NIT1	0.466666666666667
BTN3A3	2.166
RASD1	-0.2925
COMMD3	-0.52325
SHFM1	0.80875
BIRC8	0.23875
DUT	-0.393
C12orf51	-0.2235
LRRC59	-0.325666666666667
LY6H	-0.17025
WDR22	-0.153583333333333
EDEM1	0.0014285714285714
ADH1A	-0.7065
PANX2	-0.1629
CYP11B1	0.972
CDC73	0.21575
GPR172A	0.5365
GSTM3	-0.194
KCNA5	-0.227625
SERAC1	-1.13616666666667
NFATC2	0.031
ANAPC5	-0.5602
C15orf24	-0.609
NFATC2IP	-0.93075
TNRC6C	-0.264666666666667
MGC102966	1.231375
FGD5	-0.537166666666667
MED9	0.157
RAB13	-0.1175
C15orf49	-0.913
CRYGS	-0.2659
C12orf53	-0.8216
LOC283693	-0.7155
COX6B2	-0.256375
PHF14	0.506875
FAM3A	-0.172875
RPL13	-0.3768
PRDX2	-0.6903
FLJ34047	-3.625
PRMT3	1.283
KCTD19	-1.6755
TRIM10	0.114333333333333
MGC26597	0.748666666666667
GCNT4	0.207
GPRASP1	-0.55275
CDKN1C	-1.68
RHBDL2	4.3885
HSPH1	0.13025
AQP1	1.597375
COL17A1	-2.6551
GFAP	-0.0355
CDC16	-1.54775
KIAA1614	-0.129
C6orf118	0.171
ZSWIM5	-2.86175
FAM83F	3.28625
LYNX1	0.420375
SYNPR	-1.05575
XG	1.29566666666667
PRSS16	0.672125
KIF13B	0.0491428571428571
PCDH9	-0.49125
HIST1H2AH	1.02916666666667
RBM18	-0.812
ZNF626	-0.808714285714286
HEXIM2	-0.426333333333333
ITFG1	-0.918
TUBG2	-1.6115
SFRS7	-0.205416666666667
C9orf14	3.177
EXTL1	-0.581
GBP3	3.5125
WDR5	-0.74975
RARG	0.700333333333333
MYO7A	1.14425
CECR6	-0.136
C13orf3	-1.32375
SFRS18	-0.852875
ACVR1B	-0.234666666666667
PSMD1	-0.775
C7orf31	0.272333333333333
ILVBL	-0.954
IFNGR1	1.29225
RNF186	1.45625
NOL9	-0.50125
MAGEL2	-1.2085
SLC29A2	0.04525
NHSL1	-0.39825
RBMX	-0.651
PSORS1C2	0.549125
RAD51L3	-0.385083333333333
LCN6	0.14275
ORAI2	-1.017875
BRUNOL6	0.1016
OR4K5	0.3985
CDC123	-1.0035
MSLN	4.30516666666667
WWTR1	0.444333333333333
ZNF700	-1.04116666666667
COBL	1.228
PPP1R16B	0.295625
GAS7	-1.1132
MDN1	-1.034625
HAAO	0.002
C9orf68	-0.3205
TNFAIP2	3.3435
FOXN1	-0.1475
hCG_2033311	-0.593
ATP6V0D2	-0.2636
RPL41	0.42525
SLC38A1	0.53325
ARHGAP6	-3.50218181818182
ADAD2	0.03025
PHF20L1	1.034375
MCM3AP	-0.385166666666667
ST3GAL3	-0.5785
SNX1	-0.836
ELF5	5.4575
PARP3	0.187875
RBM8A	0.457375
LINGO4	1.1895
ITGA9	1.178
ZFR	0.58325
ACSL6	-0.008125
FLJ20699	-0.7259
DAOA	0.6745
FABP4	2.149
KCNB1	-0.14975
CANX	0.3048
SLC25A28	0.138333333333333
ADIPOR2	1.042625
ECHDC2	1.7355
SMA4	-1.5205
FRZB	4.72625
PABPC1	0.0616666666666667
DMRTB1	-0.448125
APOBEC3G	1.25175
CATSPER2	-0.444166666666667
CUEDC1	-0.676
STARD9	-1.18175
CLDN8	5.32366666666667
LOC23117	-0.658090909090909
E2F6	-0.559388888888889
TMEM126B	-1.20333333333333
DPY19L4	-0.14725
GIMAP5	3.65933333333333
NDUFA9	0.674833333333333
FAM77C	-4.9875
CTPS2	-0.27325
LOC51035	0.472375
WDSOF1	-0.509
EGLN3	1.4125
PITX3	0.9145
OR52E8	-0.3775
GRM4	0.601
KLK1	-2.03983333333333
GPM6B	0.684
RRAGD	-1.32566666666667
PAGE5	-2.88775
UCHL5	-0.333833333333333
ULK3	-0.403666666666667
AIM2	3.23316666666667
PNO1	-0.128833333333333
OR2F2	1.33
GNAT2	-1.5265
SIX1	3.60475
ST13	-0.1665
ZBTB44	0.14375
TIMP2	-0.1515
ZMAT4	-1.7955
GTF2IRD1	-0.666166666666667
ZNF19	-0.4235
ZNF714	-1.84175
RSC1A1	-0.04125
C9orf80	0.55475
PSMA8	1.9676
TMEM141	0.07875
COX4I1	-0.497071428571429
CTAGE1	0.055
DTWD1	-0.925
HSD11B1	2.138
KRT6B	5.555125
ARID4B	0.98725
LHFPL3	1.17325
WWP2	-0.4815
ZNF326	0.1445
RGPD1	-0.3995
CTSH	0.491833333333333
FASTKD1	-1.02025
PAF1	0.2787
TTC9C	0.76125
IFT57	0.188
PRSS36	-0.422
IL20RB	0.3665
ZNF592	0.199333333333333
DCTD	-0.6353
CFP	1.6845
MFNG	-0.22875
JMJD2B	-0.21275
ALDH3B1	0.332875
THSD4	0.1745
KCNJ5	1.4392
LMNA	-0.407
TBCD	-0.413375
ZNF250	0.778166666666667
CASQ2	0.214
PEG10	-2.94233333333333
PRAME	-2.36726666666667
NP	-0.2625
TRIM59	-0.0965
ZNF12	-0.210375
XTP3TPA	-1.1425
SIGLEC7	0.2404
PANK4	-0.56125
FAM70A	-3.09916666666667
SNED1	-1.76025
HIP1	-0.1554
RAET1E	-1.35333333333333
AMAC1L2	-0.9045
AHNAK2	-2.64816666666667
TOE1	-0.454
RECQL4	0.05825
SPRYD3	0.63375
DPAGT1	-0.662
MAGED2	-0.641
ANKRD55	-1.1705
TRPS1	3.22475
DOK7	-1.896
TFPI2	-2.02225
GTF2H3	-1.33266666666667
CYP4F11	-0.158
LHX2	-3.0775
ATG16L1	-0.159
ASB12	0.8415
C1orf116	4.657375
NF2	-0.6606
POM121	-0.4362
PHYHD1	0.03
TXNDC17	-0.120333333333333
DKFZp779O175	-0.76975
NUP62	-0.143928571428571
MYO18B	-1.42983333333333
PRAMEF1	-0.0895
TCBA1	-0.617333333333333
TMEM168	1.4785
FJX1	1.89033333333333
CLCF1	0.14175
SEPN1	0.088125
IGSF2	-0.3925
NUDCD1	-0.384833333333333
TFF3	-2.53333333333333
NDFIP1	-0.169571428571429
CHCHD4	-0.341
TNR	0.639
CUTA	0.410333333333333
USP44	-4.14725
DPP10	-0.42775
IWS1	0.116666666666667
PCGF1	0.34125
SULT1C4	0.209
NTF5	3.2375
PTPN13	-0.65925
SSTR5	-0.00649999999999995
SFRP1	1.365875
IDH3B	-1.214125
SUOX	-0.0403333333333334
TMCO5	1.536
GOLT1B	0.54675
MIB1	-0.808
PCDHGB1	1.3115
SUSD1	0.16525
ICAM5	-2.09833333333333
PAPOLB	1.0055
URM1	-0.1822
TMEM106B	0.4515
LRIG2	0.4125
SLC27A5	0.32625
CLIC6	-0.4562
ZNF420	0.124666666666667
SCN9A	-1.2398
KIAA1909	1.60375
ELMOD1	-4.08425
PRKAG1	-1.1155
FAM64A	-0.804
EEF1G	0.4435
SMAD5	-1.18
INCENP	-0.29475
WASF2	-1.566
GARS	-0.7843
CDK10	-1.2204
HLX	-0.833833333333333
MDM4	-0.167875
ZNRF1	-0.615714285714286
HHATL	-1.6005
FAM21C	0.6544
HIST2H3C	-0.6185
PFDN2	1.0355
ZNF200	-0.50575
NDN	-2.70775
HBA2	-2.63516666666667
FBLN5	3.778875
PUM1	-0.169642857142857
TNNT1	-4.0935
C19orf59	-0.5716
HNRPH2	0.544666666666667
RAB7A	-0.298
PMS2	-0.460125
BIRC3	1.17716666666667
NRSN2	0.460625
OR52K2	0.590166666666667
SPOCK1	-2.55325
H2AFY	-0.88125
RXRB	-0.5435
ZNF638	-0.178166666666667
ANKRD45	-0.144666666666667
ACTN4	0.225833333333333
FXC1	0.50875
EIF2B5	-0.27275
VPS33A	-0.7905
PINK1	-0.807875
FAM106A	0.382
SKIP	0.576428571428571
GAPDHS	1.0705
MUM1L1	-2.35575
PSTPIP1	2.47575
CNTNAP1	-1.5204
CYP26A1	-1.9075
APOL2	0.4527
TACC2	0.619875
COX7A2L	0.712642857142857
