Hybridization REF	TCGA-AO-A12H-01A-11R-A115-07
STX2	-1.12583333333333
RPL29	-0.50625
NR1H3	-0.5925
MPPE1	0.855625
PHACTR3	2.41875
SLC44A2	1.4995
C10orf109	0.11125
CLCN6	-0.70175
C16orf59	-2.37675
SQSTM1	1.142
AADAC	-0.886666666666667
LRRC8C	-0.38675
BIN3	-0.8474
HPS6	0.89725
MAN2A2	-0.3397
GABPB2	-0.69875
KCND1	-0.84525
PTPN11	-0.256214285714286
ZNF274	-0.1385
ATF3	-0.968083333333333
C7orf26	0.12
C1QL3	0.1765
WDR54	-0.7445
FLJ40869	-0.121833333333333
ZNF397	1.3985
MLL	0.2357
TTLL6	-0.21225
ANKRD15	0.0733333333333333
KIAA1958	-0.062
C1orf218	2.374375
ZDHHC16	-0.50925
DDX47	-0.76475
EVI5L	1.0435
GDF6	-6.569
TAPBPL	0.797
BTG1	-0.3339
DPP4	-2.135125
KLHL23	-0.0315
APOC3	-3.99525
BTBD12	-0.526666666666667
CNOT4	0.6181875
HIST1H3I	0.075
OR5H1	0.52825
APEH	-0.325
TRY1	0.194333333333333
SLC26A8	1.7
KCNA2	-1.00383333333333
TMEM159	1.748875
C6orf81	-0.334666666666667
PCYT1A	0.256666666666667
C6orf157	-0.604
BRMS1	0.03
CHST1	2.30233333333333
LGALS1	-1.4015
TAF1B	0.6335
FLJ40504	-0.516
GPR173	-0.1165
COL15A1	1.287875
CASP10	-0.478642857142857
PCMT1	-0.414642857142857
HDAC5	1.0386
LOC641367	-1.008
EVC2	0.45825
SGPL1	1.00266666666667
GON4L	-0.148142857142857
AFG3L2	-0.0595
C5orf15	0.595833333333333
UBXD1	0.6895
LILRB4	0.8605
GSTA4	-1.22033333333333
ADIG	-0.316
GRIPAP1	0.662625
HIST1H3B	-1.059
BTRC	1.84966666666667
USP49	-1.7275
IQCH	2.25325
ACBD6	-0.21425
YEATS2	-1.34825
CABP5	-0.22575
TRIM3	1.585
HNRPM	-0.27275
FGG	-4.6994
C18orf16	0.90375
CLEC2B	-1.1815
PQBP1	0.401
JTB	-0.140333333333333
REST	1.31116666666667
SLC8A3	-1.03016666666667
TMEM16H	0.352
MRPL47	-0.055
EVI1	1.1568
MUC1	-1.702875
TEAD3	0.03625
STOML1	0.022
USP24	0.00529999999999997
PNMA5	-1.5695
MAEL	3.84816666666667
LBP	-0.1459
HSD17B4	0.428125
SEC31B	-2.2525
IDH2	-0.3622
SFRS16	-0.890375
AICDA	1.336
RNF180	-0.07925
C1orf56	1.05183333333333
FLJ10324	-0.0931666666666667
GPR148	-0.1265
MEF2A	0.801
ASF1B	-1.53833333333333
HTN3	-0.7225
RNF215	1.0875
SLC4A3	0.7745
ADAMTS9	0.142
C9orf66	0.327666666666667
FOXD3	0.051
GSDM1	0.60325
IFITM5	-1.319
PODXL2	0.264666666666667
C1orf176	0.6945
RPS3	-0.1855
hCG_2004593	-0.368625
COL21A1	1.46325
NTNG2	-0.257333333333333
RAI14	-1.41966666666667
P76	0.37225
LRFN3	0.4605
FAM14B	-0.367125
FKBP14	-1.3465
TNNI3	0.968833333333333
HOXB3	0.4185
SGCB	-0.833
PPAPDC3	-1.4345
FRAT1	1.39
MORN1	1.23
ARHGEF2	0.16425
BNIP2	-0.08375
DHX30	-0.09725
EEFSEC	-0.25325
FGF20	2.282
FLJ38973	1.04092857142857
PLCH2	-0.538083333333333
CCNG2	1.965125
PSPN	0.3695
WDR88	-0.9055
HOXB13	-1.070875
MTMR8	-1.683
SPAM1	-0.891
PPP2R1B	-0.0745
TANC1	0.141125
CNN3	0.6561
CHGA	-1.404875
C9orf128	2.4005
CACNA1B	-0.0678333333333333
MMAB	-0.4367
RHOA	-0.22875
RAPGEFL1	0.008
SLC1A5	-0.523166666666667
CALCA	-0.56225
SYCP1	0.3045
CXCL11	2.281875
GFI1B	-1.3285
PSCD1	0.1095
C11orf58	0.489833333333333
MGC45438	-0.881666666666667
NUDT18	1.35733333333333
ASB3	-1.17466666666667
ZP1	-3.3795
LPPR2	0.8442
ZNF527	1.636
ZNF771	0.517375
TTBK2	-0.8415
TRIM55	-1.27466666666667
GJB3	-1.07483333333333
PRSS35	-0.93175
SCRG1	-0.50725
ZDHHC24	0.48275
DUSP26	4.5005
C1orf51	-0.705
DNAJC3	0.998333333333333
LITAF	0.15025
ZNF410	0.8455
AFP	-4.65016666666667
ZW10	-0.76475
PHOX2B	0.681
VILL	1.31675
ELOVL7	-0.186
LOC644186	4.636
PPP3CC	0.8305
CHST13	-2.72775
WDR40B	0.581416666666667
MEA1	-0.13075
HILS1	-2.1985
DLX6	-2.235
NKG7	0.6225
EMP1	-0.31325
ACTR6	0.132
CHCHD7	-1.08571428571429
COG2	0.3767
TCEA2	0.000199999999999978
TARS	-0.697
FLJ20294	-0.2625
ZNF92	0.813625
TRAPPC2L	0.2562
ARHGAP28	-1.341375
CCDC109B	-0.254
LGTN	-0.163833333333333
INGX	-0.288666666666667
LOC124446	1.3175
RPS2	-1.6645
C17orf75	-0.666
NBPF1	0.0385
SLC2A8	0.553083333333333
SNRPE	-1.63525
CARD6	-0.4975
IL13RA2	1.1455
CUEDC2	-0.149625
C4orf19	-2.70275
AOC3	0.03975
MTHFD2	-1.187
OR5M9	0.373
C4orf38	1.63583333333333
SS18L2	-0.15925
OAS3	1.84883333333333
LARGE	0.4915
LRIG3	-0.6805
LIMA1	0.36125
STARD3	-0.5335
VPS39	0.497125
CTAGE6	0.582
ODAM	-1.29325
MORF4L2	1.11275
GSTO2	2.66225
MTFMT	-0.22025
PRKAB2	-1.12678571428571
ZNF76	0.538166666666667
HSPB2	2.7295
CRB2	-0.24375
KLRK1	-3.0235
LYST	0.33775
UBE2M	-0.215
SLC16A9	0.24975
ZNF281	1.39025
ST8SIA1	-1.458375
C9orf105	-0.928
ANKRD46	1.88875
FAM108A3	0.3685
C20orf91	1.5295
ZYX	-0.548833333333333
RSPH1	2.8095
ZSCAN5	-0.5045
RIMS3	-1.681
KRT76	0.353
CEACAM4	0.429833333333333
SIRPB1	-0.06175
CFHR4	-0.668
SOX3	-1.973
GATAD1	-0.140125
C21orf57	-0.24825
TMC8	-1.19533333333333
AVIL	0.714
LMOD1	2.228
HIGD1A	0.0366249999999999
NEU3	0.0265
DES	-1.191
BZW1	0.2734
ZNF221	-0.268
CCDC27	0.329
GDAP1	1.09175
RBBP4	0.696
MGC40499	0.27375
PHKA1	-0.462625
PRKAR1A	-0.0404444444444444
HSD3B1	0.3365
RAD52	-1.01483333333333
CD207	0.564
LOC389791	0.2395
RSPO1	1.631
TMEPAI	0.45925
MFSD2	-0.815625
ETV4	-3.03141666666667
SCGN	2.3195
LOC391356	0.19125
MPP1	-0.864125
STARD3NL	-0.69325
TFAP2D	0.1665
CD2AP	0.764875
CCL20	-4.83183333333333
CCDC86	-1.2135
ZFP30	1.9255
CTBP1	0.822416666666667
MAK10	0.427166666666667
STXBP5	-0.2015
LOR	0.1141
MAP6D1	-0.52425
ARMC7	0.585
TMEM150	0.1753
NSL1	-0.41
KIF5A	0.138625
ASCC2	0.638166666666667
PSENEN	-0.0105
OPTC	-0.176
FCRL2	-1.78333333333333
KBTBD11	1.845
PCK1	-2.7305
CENTD3	-1.28475
MEGF8	0.36325
ALPPL2	-0.2535
OBFC2B	0.312
ZFYVE20	0.035875
GALC	2.2105
CTRB2	-0.10425
C20orf71	-0.0788
TBKBP1	-0.516333333333333
CAMLG	1.4705
TREML4	1.478
RSAD1	0.4075
TUBA3D	1.4647
KIAA1833	-0.06475
PNPLA1	-0.2545
LRRC34	-1.687
CDH26	-0.690166666666667
ZNF167	1.4175
ZBTB26	-0.0689
VWF	3.1483
VTN	-1.19283333333333
BAD	1.442
PDS5B	1.013
ZNF644	0.665333333333333
SH3GLB2	0.2715
SMPDL3A	1.4371
NRG2	-1.1835
IL15	0.696666666666667
GABARAPL1	-2.44683333333333
LAT2	0.7175
SLCO1A2	-2.4484
LIG4	-0.398833333333333
GSDMDC1	-0.022
BMP4	-2.4165
METT10D	1.039375
SYCE1	0.59475
SPANXD	-5.15725
SLC12A9	0.1665
MC1R	-1.351
RNF168	-1.0445
TRIM69	0.54575
GALNT7	1.82083333333333
ISG20L2	-0.2845
KIAA2026	1.169
TNFAIP8L1	-0.194
DPY19L2	0.97175
C12orf63	-0.159
PRDX5	-0.075875
MED6	-0.709875
TXNDC5	-1.80725
CD46	0.57475
CCK	-2.96625
C17orf48	0.09725
ANUBL1	3.50725
SIT1	-2.52633333333333
TYSND1	0.441166666666667
DEF6	-0.305
GLT8D4	-1.704
UTP14A	0.492375
RPH3AL	2.11025
NXF1	0.1805
TRERF1	-1.02916666666667
TUBB3	-1.3601875
SLC24A2	0.254
SEC22B	0.1335
ZNF653	0.5775
GGTL3	-1.13875
CDKL2	2.86175
CTF8	-0.643333333333333
EPC1	1.75916666666667
CYP4A11	-0.549166666666667
THRSP	0.748833333333333
LELP1	0.0125
TES	-0.2355
C17orf87	1.3765
FERD3L	-0.27025
SH3TC1	0.1065
RAB36	0.753
CRYGB	-0.311
GRIA3	2.3184
BHLHB9	2.32575
C1QTNF9	0.3665
GOPC	-0.091375
PNPLA8	1.03083333333333
ZNF444	0.04125
FMO1	1.452
POLR3C	0.32125
SLC35F3	-0.55525
SGCG	4.50766666666667
DCDC2	0.202666666666667
NANP	-1.262
MGC23270	-1.0135
BEX4	0.17125
HYDIN	0.1926
RPS6KB2	-1.252
ADRM1	-0.845833333333333
BAT3	-0.389
RAB31	-1.2959375
SCGB2A1	6.04475
SLC6A14	-4.7435
DDX4	-0.373
PRRC1	1.01833333333333
AP3B2	0.657666666666667
TRGV7	-0.066
TMEM184B	1.1725
ADPRHL1	2.29116666666667
C21orf45	-1.296125
ARNTL	0.87075
AADAT	-0.056
CCL2	-0.262833333333333
SNTB2	0.727166666666667
RGS9BP	1.25925
KPNA1	0.261
TMEM41B	0.0765
S100A11	-1.75466666666667
DOT1L	-1.745
EFHC2	1.194
CLTC	-0.182833333333333
SRP9	-0.00464285714285715
ZNF521	-1.94
FAM26F	0.04925
GPR88	1.10966666666667
COL13A1	-1.2145
CHMP4B	0.5243
SIGLEC6	0.302833333333333
NFAM1	0.216875
PVRL2	1.1238
ALKBH4	0.14475
CCDC93	-0.39125
NXT1	-0.594
KCNK4	0.5705
TROAP	-2.27933333333333
KCNA10	0.5455
CCDC114	0.373166666666667
RAN	-0.910416666666667
LMTK2	0.071
LOC400657	0.083
UFC1	1.191
UBE1DC1	-0.7765
EEF1A1	0.652555555555555
CHAC1	-0.7185
HMGA2	-5.7169
B3GALTL	0.47725
ING2	0.487
C1orf109	-0.09725
INTS3	0.086
ZNF558	-0.71475
TRPM4	1.70283333333333
LTB4R	-1.1445
ISYNA1	-0.7035
LSM7	-0.53525
LRRC47	0.1280625
ZNF179	-2.6845
EXDL1	-0.2235
SLC4A10	-1.208
ACSS2	-1.08033333333333
COPS7B	-0.4705
KIAA0040	1.39233333333333
C1orf95	0.7755
AP1GBP1	0.20175
OR9A2	0.326
FAM71C	0.319166666666667
RIN1	-1.0065
ITGA4	-2.2855
DNAJC6	-0.073
CLOCK	1.40283333333333
SLC35A4	0.409333333333333
DSG4	0.504
LOC26010	-1.1495
NSUN2	-0.875
TMEM86B	-1.6564
C14orf135	0.187
KIFC3	-2.09433333333333
PHF5A	-0.0285
NCAPH	-2.0405
STK11IP	-0.159
FLJ42953	1.244875
CCDC19	-0.405666666666667
ZNF329	0.395125
TAX1BP1	0.846166666666667
ZDHHC18	0.5755
C10orf88	0.95825
TMBIM4	1.0419
NMUR1	1.6115
KIR2DS4	0.290125
C9orf90	0.196125
MGC87631	0.0285
KDR	3.5412
ST3GAL2	-1.6905
RLN2	2.144
HPD	-2.425
MOXD1	-4.21233333333333
PDGFRL	0.6735
SMYD4	-1.03785714285714
FAM103A1	-0.0743333333333333
MFAP4	-3.01366666666667
LOC285141	1.22425
TMEM45B	0.910875
SMCR7L	-0.258642857142857
GZMH	2.80675
CBLN1	-0.687
CNNM1	2.047
PHF17	-0.466
NUP98	-0.0448333333333333
RMI1	-0.478
PTPRS	-0.13625
ANKRD57	1.273625
CLDN15	-0.635166666666667
OR51A2	-0.00800000000000001
GUCA2B	0.273
DOCK9	2.3255
ITGB1BP1	-0.597833333333333
DLG2	-0.225375
BRAP	0.1685
SESN3	5.6445
ZC3H7B	0.95975
FAM101A	0.895
FKSG24	-0.56025
ZYG11B	0.380875
RFC2	-0.95225
SH2D3A	0.8065
DVL3	0.572666666666667
ADFP	-2.934
KRIT1	0.029375
SERTAD3	2.42983333333333
LEFTY2	-3.3755
KRT27	-0.7865
SCFD2	0.0625
MN1	-1.331
RORA	1.5545
PTPRD	-1.0765
PIAS2	0.213
CYP4X1	2.23566666666667
FBXL15	0.29525
MYH15	-0.320166666666667
CRX	0.605
TBC1D13	0.075
SLC22A17	2.28383333333333
PLK2	2.23266666666667
ARHGAP9	0.745
EIF1B	-0.4755
C20orf185	-0.22075
DEFA7P	0.75
PRIM1	-2.473
CRYAA	-1.94975
BACE1	0.78675
AGTRL1	0.993666666666667
ACAD9	0.24425
GRASP	0.06675
RBP4	-4.03333333333333
TFB2M	-0.76625
METTL9	0.0215000000000001
ATP5O	-0.67325
SP100	0.6644
CPSF1	-0.8805
S100A4	-1.2405
LIME1	-1.37875
GPR137C	-0.9755
OR2A2	-0.0640000000000001
C2orf29	-0.56625
NUP188	-0.3495
SDPR	-1.1415
RAI1	0.87675
RPS20	-0.9875
LAMB1	-1.07125
ADM2	1.42566666666667
ZNF229	1.83225
DKFZp434K1815	-1.350875
EPN3	2.64716666666667
CLIC3	-2.09075
MEIG1	0.95
HMGB4	0.515
STARD10	2.068125
KLF8	1.308
EPB41L2	-1.14666666666667
JMJD6	-0.519875
CTSL1	-0.213833333333333
GPR27	2.3725
ELAVL4	1.288875
MMP21	0.406
PPM1B	0.406875
SUV39H1	-1.067
AAMP	0.69975
TUSC4	0.842166666666667
MBD6	0.335
KLK13	-1.49842857142857
FMNL3	0.601666666666667
TRIM13	0.890666666666667
C15orf5	-1.02775
IQCF1	-0.109857142857143
CACNG8	0.7115
SLC35D3	0.1725
ZDHHC9	-0.2765
ODF3L1	0.3635
C9orf86	0.2841
TSEN2	-1.0115
C17orf64	-0.086
SEPX1	-0.7785
TSPO	-0.288
SYMPK	-0.443
ADORA1	-0.0155
TSPAN10	-0.769375
SEMA6C	-0.270166666666667
RTTN	-1.0714
IL2	-0.459666666666667
ARRDC3	-1.14491666666667
TBPL1	-1.53916666666667
STX12	0.71925
MRPL39	-0.76
OR8H3	1.0235
IFIT5	1.65433333333333
CASC5	-2.2225
FAM46A	0.783166666666667
HPCAL1	-0.543125
CYLC1	-0.573
VGLL2	-0.08375
C20orf191	1.0335
CDH1	3.11725
ITPA	-1.19075
CCDC101	-0.7925
D15Wsu75e	0.0525
EDA	1.63275
CREG1	0.15475
OR7G2	0.5185
SAP18	1.4515
IFIT1	3.282
CALML3	-2.14733333333333
FLJ37440	2.4355
FNDC5	1.12775
SERPINB6	1.03214285714286
JUNB	1.8826
SYS1	1.817
SCN2A	0.0385
ZKSCAN5	-0.6183
WNT7A	-0.260333333333333
TSHZ3	2.03825
RNF148	1.21575
H6PD	0.05725
CAD	-2.003
ZNF449	0.5935
DOCK10	-0.672
FAIM2	-0.0885
HEXDC	0.324
PRB1	0.755333333333333
C14orf148	-0.2695
ETHE1	0.0915
IRF5	1.2143
GNMT	3.14166666666667
MGC16291	-1.760125
RPAIN	0.1395
CAGE1	0.478
CNTNAP3	-3.01
ACTR1B	-0.01175
EEF1E1	-1.4235
MSX1	0.04125
ESF1	-0.6628
HSPC171	-0.037
MRPL2	-0.804833333333333
RDH12	-0.498333333333333
CELP	-0.725
METRNL	-0.4145
C10orf116	2.94633333333333
C19orf48	-1.8965
ZNF346	-0.128125
NCR1	-2.4195
C10orf64	-0.69
CD52	-1.44175
VPS18	1.399375
AP4S1	0.0756666666666667
NPBWR1	-1.4985
TPK1	0.93575
UBA52	-1.0215
RIPK1	0.99
CPNE3	-0.0457
HSPC159	-0.0981250000000001
C8orf38	0.206
LRRC4B	-1.7265
PARP10	-0.275
ANKRD50	1.766375
CXCL9	3.70825
FGF18	1.35127272727273
EIF2A	1.122125
SLC20A2	0.647
KIAA1549	0.562416666666667
SPINT1	2.0584
ZNF584	-0.3395
CRBN	0.743166666666667
ABCF3	0.310333333333333
NCBP1	-0.845833333333333
PLA2G4F	1.6935
PCDH10	-1.29771428571429
TTC21A	-0.4675
C20orf144	-0.29
FGFR1OP2	-0.665166666666667
SLC9A1	0.8861
CHRND	0.338
FOXF1	-2.005
KIAA1467	3.2905
TPO	0.445
LTF	2.57485714285714
DNAJB9	0.99625
MRPS27	-0.38575
bA16L21.2.1	-0.10925
WBP2	0.352833333333333
MRGPRX3	-1.68733333333333
PRPF18	0.15525
C10orf58	0.70025
SMOC1	-1.1623
ADAT3	-0.254833333333333
TMEM138	-0.832
TMEM131	-0.076375
TIMM8B	-0.305
MYH7	-0.616
ST6GAL2	-0.857875
KIF1C	0.66925
SUHW2	-0.971
PAPSS1	1.206
CABP2	0.0065
HOXA4	-2.56725
ELF2	0.30125
SEMA3D	0.0954
MC5R	0.446
OGFR	-0.1845
FLJ30092	0.410333333333333
TGFA	0.9897
MMP17	-1.382
KIF15	-3.607
CHIA	0.115
CATSPER3	0.58525
CEACAM7	1.39591666666667
PADI2	0.40525
HOXA9	-0.0143333333333333
LNX2	1.40083333333333
TMEM144	2.95975
HIF1AN	0.95525
METTL7A	-1.3046
C6orf165	1.78033333333333
KIAA1468	0.61475
DSG3	-3.1535
ZNF180	0.887
EIF4E3	2.242125
SLC46A1	0.7755
DKK1	-6.6935
ZNF205	-0.187833333333333
LOC162073	0.053
COX7A1	3.98825
MAGEA1	-4.76866666666667
NEDD8	-0.362416666666667
KLHDC5	0.781111111111111
C3orf19	0.709666666666667
MRPS2	-0.7465
POLR3H	0.343
ABHD11	0.8996
TMEM17	2.57375
PAIP2B	0.7883
MAT1A	-3.821
LGI3	0.07625
THUMPD2	-0.37725
TKTL2	-0.44175
XAGE3	-2.50433333333333
CALM3	0.369666666666667
C6orf136	-0.115166666666667
KCNC4	0.0921666666666667
RGS9	1.00766666666667
ACIN1	-0.2985
SPATS1	-0.2055
XKR8	0.38275
FAM84A	2.54058333333333
MS4A7	4.89609090909091
AGXT2L2	0.6495
OR1F1	0.319
SMAP1L	0.119583333333333
IPO11	0.583
ZC3H11A	-0.0253125
C1orf151	1.178625
RNASEH2A	-1.426
CCR10	-1.55
TXNDC11	0.538333333333333
TMEM112	0.705625
MAP1B	1.05992857142857
NVL	-0.5395
PKM2	-1.16345
ARC	1.295
NUP54	-0.7775
PPFIBP2	1.16783333333333
STAT2	0.10275
PTAFR	1.894
ROBO2	3.088125
RNF40	0.2685
CCDC135	-0.489166666666667
IFT81	0.0248
MORF4	-0.8755
TM7SF3	-0.799375
OR10H3	0.303
ABP1	-0.560625
CHRD	1.71775
PLEKHA8	-0.7315
NCALD	0.788166666666667
OR5AK2	-0.14725
ACCN1	0.489
SLITRK1	-0.6925
ARMET	-0.011
C9orf52	0.69
REEP4	-0.496
MTSS1	0.9505
ADH1B	0.241666666666667
DLD	-0.40975
CDK5	-0.39725
PPFIA1	0.0165625
WFDC3	0.831
DNAJB12	1.39135714285714
RANGRF	0.324
MLANA	-4.8945
AMY2B	0.33225
KIAA0319	-0.67725
RPS7	-0.4985
JAK3	-0.2025
ARFGEF1	1.428
CXCL5	0.671545454545455
TRAPPC4	-0.24375
CETN2	0.56775
HSPC111	-1.409
RHOBTB3	-3.5902
PHLPP	0.771
RGS10	1.224
TMEM58	1.34275
CHERP	0.374
HSP90AB3P	0.0883333333333333
FSTL3	-0.644833333333333
PEX11A	0.2265
OR5V1	0.8725
FCN3	2.27675
PTPN3	-0.073375
NPTX1	-5.309625
C21orf84	-0.04575
C11orf51	-0.377875
ZBED2	-1.053
FLJ90757	1.9885
NPY2R	3.239
PLD3	0.603
SYT17	3.11516666666667
SGSM2	-0.38125
OR1A2	0.71425
FOXP1	1.442375
SLC5A1	0.93225
POFUT1	-0.9035
EPHB6	-3.01083333333333
MYO1G	-1.238375
STAC	-2.6995
KLHL17	-0.784833333333333
RGMA	-1.2471
TJP2	0.4603
FAM114A1	-0.0438333333333333
SERINC1	1.67041666666667
SLC9A8	0.2215
PEX19	0.690125
EDN2	-1.55675
PSMD7	-1.17944444444444
C3orf41	-3.2745
UQCR	-0.2555
PPP1R3C	3.11075
LRP4	-2.5935
TM2D1	-0.1905
TTC17	0.7
C4BPB	-3.997125
CCL25	0.8575
ZNF253	0.784
CHRNA9	-4.0735
SOX11	-2.011
HIVEP3	1.24
CGN	3.41508333333333
C3orf35	0.0375
PKD2L1	2.68
SYVN1	0.93825
PDE8B	1.183625
LOC439951	-1.269
LTC4S	2.20333333333333
MIF4GD	-0.1275
SMARCA2	1.5365
TUBGCP6	0.2075
CABLES1	1.193625
C16orf77	-0.351
ZNF791	1.274
FUT5	-1.7565
ADH6	-2.461
P4HB	1.03125
CLDND2	-1.46325
ALKBH8	1.17025
PLAC4	-1.31575
F11R	0.209785714285714
MGC35295	0.0275
PDZD4	-0.247
LOC389073	-0.4855
FAM80B	-0.512
PSMB1	-0.376125
TXN	-0.206666666666667
VIPR1	2.2622
WBSCR18	0.9836
EXOSC6	-0.240666666666667
ACTA2	3.439
SP5	-4.51891666666667
ANKRD1	-2.93475
DDR1	2.5342
ATP6V1D	0.737
PTGS1	-1.71008333333333
RNF157	-0.8195
DCC	0.517
SPAG7	0.99575
FBXO18	0.44925
UBE3C	-0.2539
HOXC6	1.22775
LRP2BP	0.762666666666667
MYST2	0.88575
PDSS2	0.201
ATE1	0.02225
ARAF	-0.1385
KLF10	-0.406
PLA2G2E	0.2855
ASCL1	3.751
TSNAXIP1	2.45075
FAM131B	-0.708
IFNA10	-0.274
NUP43	-1.038625
FAM44B	0.081875
L1TD1	-4.652
NMD3	-1.35416666666667
C18orf54	-0.4463
PHOSPHO1	-0.7555
RAG2	-1.526
EMILIN3	-0.2925
METTL3	-1.09025
VPS13C	-0.312625
REXO2	-1.79175
ANXA4	-0.656
CA1	-1.11825
DCP1B	0.851
TULP3	-0.982166666666667
ATP2A2	-0.387714285714286
ATIC	-0.51925
ADAM15	-0.90475
NPL	0.855333333333333
LGR4	1.798875
UEVLD	0.429333333333333
GAB1	0.78675
SNAI2	-1.13133333333333
ZGPAT	-0.2604
SNF1LK	0.430625
DLEU1	-0.845
UBE2Q1	0.741125
ZMYM6	0.49825
JPH3	-2.41583333333333
FAM38A	-0.2435
PXK	0.0486666666666667
DENND2D	2.4515
BAX	-2.17258333333333
CP	-5.94218181818182
RPL37	-0.9898
G6PC3	0.332875
NCOA4	0.491
LRRC14	-0.09625
GORASP1	1.03225
FCHO2	0.934875
CYP24A1	-3.9583
FXYD3	1.884125
SMARCAL1	0.305
ABCB8	-0.346166666666667
CCDC44	-0.03825
PRDM7	-3.62466666666667
USH1C	-1.68625
DNAH5	1.03316666666667
SRF	0.18
MAL2	1.0185
PGPEP1	1.18208333333333
SIN3B	-0.64325
SEMA3C	0.3445
GRAMD3	0.50275
FBXO10	-0.20725
OR5D13	-1.026
FLJ31818	-0.282125
CACNA1I	-0.753375
S100A13	-0.655
TP63	-0.380692307692308
ANXA11	0.4742
WDR66	1.669
CSF2RB	0.142
IFI44	0.67475
DACT1	-0.294333333333333
ANKRD23	-1.110125
ATP5G1	-1.03666666666667
C21orf70	-0.8005
PPWD1	-1.5625
DNAJC13	-0.236
PAH	-1.68333333333333
PTCH2	0.96225
TRMU	-0.5965
CCDC9	0.046
USP3	-0.8615
DCLRE1C	0.2956
FAM55C	0.4555
FRMD4B	0.9755
CYP2R1	-0.63225
RFPL1	0.3772
XPO5	-0.995
ARL6IP2	-0.381
OSBPL5	1.5325
MMP9	3.45118181818182
KIAA0802	0.731625
DHRS2	-3.84
SGEF	-0.798125
TXNDC10	-0.411
EXOC6	-0.1685
RPS27	-0.4145
PNCK	-0.051
FSTL1	-1.736
AACS	1.51775
SLMAP	0.877833333333333
SAMD4A	-0.7905
ABRA	-0.035
SMARCD3	2.1985
PKNOX2	-0.889666666666666
A4GNT	0.144
C9orf39	0.239333333333333
RALYL	-0.36175
MGC33556	-2.6955
C10orf25	-1.007
BBOX1	-0.391
NHEDC1	1.21275
XDH	-1.292
GCSH	-1.162
EDN1	1.05866666666667
MTERF	-0.18825
CLK4	0.9305
ZNF799	2.22633333333333
KCNG1	-2.463125
CXCR4	-0.502
PTPRR	-2.98475
IRAK1	-0.707
LOC401397	-1.449
TMSB10	-0.487357142857143
CXCL3	-4.0751
TMC4	3.06525
OR7A10	0.272
STYK1	-2.2895
CHRNA10	-0.27525
CCNI	1.77025
EP300	1.47221428571429
LOC165186	-1.35783333333333
HIC2	-3.4545
SDR-O	-0.0595
OR2W1	0.6305
KCNA6	-0.3845
TRIM74	-1.00975
REEP6	1.1355
ATP5G2	-0.0775
ERG	0.4695
TMEM42	0.86925
PARN	0.0855
SOD2	-1.1113125
DIRAS1	-0.2375
PNPT1	-1.29525
JOSD3	-1.17025
hCG_40738	0.1235
PDE1C	-2.1345
SEMA4D	0.73525
AGPAT1	0.230333333333333
NOSTRIN	2.377875
MAP3K3	-0.850833333333333
MAX	0.880285714285714
CAPS	0.796166666666667
SERPINA12	-0.1795
OSBPL8	1.71825
RICS	2.6063
NR4A2	1.85866666666667
PPCS	1.64233333333333
LONP1	-1.2295
SCYL3	0.36
HERC2P2	-1.69016666666667
FIBCD1	0.55
C15orf41	-0.99675
DMC1	-0.856
C20orf27	-1.473
RPS6KA5	0.1579
FAHD1	0.4275
SLC12A4	-0.41425
BRCA1	-2.12141666666667
GBL	-0.28725
SLK	0.229
NUDT9P1	0.21
NOXO1	0.8765
USP52	-1.261
BAZ1B	-0.46875
SLCO2B1	2.80675
BBS12	1.21
LRGUK	0.116333333333333
TERF2IP	1.25625
COL1A1	3.2315
KIAA0090	0.55775
GRK5	-0.108333333333333
AP1S2	-1.8321
TMEM52	-1.087
CA11	-0.364875
OR4A15	0.782833333333333
ACBD3	0.4072
SPAG11B	0.314
PRDM2	0.9308
FOXP3	0.2655
SMYD3	0.396
LOC389199	-0.6555
LGI2	0.2815
NAPE-PLD	-0.0933
ANKRD6	1.2455
WDR45	0.39
SHROOM1	-0.31975
PSCD3	-0.7705
PYY	1.002
KCNC1	2.9905
ARHGEF9	0.6324
OR8J1	-0.1045
GPR55	1.51916666666667
NS3BP	-1.6125
C10orf22	1.56483333333333
NAT8L	1.8265
DUSP4	1.18016666666667
FOXM1	-2.0535
GRAMD2	-0.257555555555556
ZBTB48	0.540666666666667
BUD31	-0.5975
PABPC5	2.9525
CCDC41	-0.60525
FBXO11	0.448
C6orf148	1.51
RFXAP	-0.05625
C6orf15	-0.1715
CDK8	-1.32133333333333
C6orf70	0.947875
TESSP2	0.3605
ALG2	0.216
PPP1R3D	2.0605
TPM3	0.166722222222222
SYT13	2.211
EPB42	-0.655
CETN3	-0.0905
PRY	0.2625
NTHL1	-1.30233333333333
POLR2B	-0.333
RPS28	-0.305583333333333
P2RX3	0.13725
LYZL4	0.1475
WBP4	0.3552
PMM1	-0.1885
C11orf79	-0.05
CBLL1	-0.98125
IL1F10	1.088
VAX2	1.6005
SETDB1	0.0208333333333334
LRAP	-4.03533333333333
GCLM	-0.467833333333333
CPEB3	3.535
PPM1A	1.0195
INTS1	-0.8615
CAMTA1	1.038
SAMSN1	-1.739
LOC158830	-3.736
GMPPA	-0.150125
AIPL1	-0.10475
IL24	-0.533083333333333
BDKRB1	-3.12283333333333
MLF1	0.1884
TAF12	0.191
ID1	-2.81875
THADA	0.001875
PIK3CB	-0.02325
