Hybridization REF	TCGA-B6-A0IH-01A-11R-A115-07
FH	-0.40825
TBC1D24	0.1565
KIAA1505	2.3845
LGALS2	1.701
CNBD1	-0.405
SYNPO2L	-0.05875
PTPN23	-0.255071428571429
C1orf183	-0.8465
MAGEA8	-3.5185
DGCR8	-0.79925
GSR	-0.483
PAQR7	-0.17025
ZNF676	0.72325
CACNA1C	0.4378
SP7	0.5275
PDCD6	0.0595
NRN1L	-1.0545
BRI3BP	-1.25258333333333
KIAA1183	0.5685
ASB4	-0.074
CCL23	2.3005
OBSL1	-0.794625
SLC12A7	0.413833333333333
KIAA0240	2.3085
CD1B	-1.72383333333333
FCGR2A	0.863875
MDC1	-1.16675
HTR1A	-0.159833333333333
OCEL1	0.12825
ATP11B	-0.718875
FBXO34	0.978333333333333
PCDH12	3.46983333333333
RPE	-0.83525
C17orf74	-0.28
CSDC2	0.214
PET112L	-0.50825
TMBIM1	0.4015
P2RXL1	-0.108
TCHP	-1.92475
TRMT1	-1.201
F2RL2	2.05075
LRRC32	3.42116666666667
IMPG2	0.504
BGLAP	1.1925
LOC493869	0.0845833333333333
MRAS	1.79625
SLC35F5	1.412
CBWD1	0.7535
AXL	-1.39625
ATP2C2	1.028
TELO2	-1.046
PNPLA3	-3.59775
PCDHB14	1.78775
CD276	0.2175
KRT80	-2.1135
DUSP28	-0.065
CSNK1E	-0.506916666666667
SRP14	0.5225
KCNQ4	0.0285
KRT72	0.077
CCDC117	-0.515625
C6orf89	0.0168333333333333
TUBB2B	-3.05433333333333
RTN4IP1	-0.84825
CR1L	-3.75483333333333
CEND1	-0.303375
C12orf41	-0.387333333333333
RNF31	-0.50925
UBN1	-0.268333333333333
C17orf32	0.1305
SLC5A7	-0.0914999999999999
GPR92	0.359166666666667
ESAM	2.8589
CTNNA1	0.191
HRBL	-0.0246
CBX4	-0.36025
TMEM182	0.758
SH3TC2	-0.788666666666667
IL10	0.528
PXMP4	1.0005
RNF167	-0.4663
PAK7	3.4025
ETV3	0.1295
ATPIF1	-0.6835
LOC554207	-1.9635
OR8H1	0.10075
WDFY3	1.46275
DPM1	-0.44
GPSM1	-0.3955
WDR92	-0.1822
LRP1	0.5455
ANKH	-0.664875
THUMPD3	-1.179
POLR1B	-1.063
OLFM4	5.98933333333333
RAD9B	0.89825
TSPY2	-3.468
PAX6	-2.19033333333333
SCG2	-0.167
SLC17A6	0.055
FMO3	2.222375
PADI4	0.01575
TUBB4	-1.0388
NLK	-0.8385
POU4F3	-0.089
SDF4	-0.462
ITGBL1	2.5055
NETO1	-1.469625
TAP2	0.442125
ABBA-1	-0.745
GNAI1	1.081
VPS4B	1.1005
NOPE	0.899
GALNT6	1.87
SESN1	1.063625
GBE1	-1.77722222222222
CLASP1	-0.4985
RASGEF1B	0.679625
ACOT11	-0.657714285714286
AFAP1	1.2165
OR2H2	0.085
DPY19L2P1	-0.35925
DZIP1	-1.11525
SEC22C	-0.383166666666667
GPR161	1.0895
RNF146	-0.0265
WDR74	-1.143625
GALP	-0.202
PURA	1.1775
DNPEP	0.429666666666667
RP11-78J21.1	-0.72525
ERBB2	1.72975
FANCM	-0.290833333333333
NEO1	0.521333333333333
DDX3Y	-4.8592
RPS3A	0.02625
MXRA7	-0.101928571428571
LGALS3	0.7615
GLT8D1	0.484
CFL2	-1.12333333333333
UPB1	0.73275
NAP1L5	0.409375
CLDN14	-0.845
DHX38	-1.47475
BTBD1	-0.2365
TARS2	0.134666666666667
ABCF1	-0.7925
FCF1	0.893
LRRC49	-0.06925
GUCY1B2	-2.552
C1orf177	-0.0916666666666667
SMARCA4	-0.880285714285715
LRP8	-4.13616666666667
TAGLN3	-1.03475
MRPL14	-0.43525
TTRAP	0.13925
ZDHHC20	0.47125
NFE2L3	-0.58675
KIAA1377	1.451375
PALMD	2.6154
TMEM43	0.22875
TTL	-1.277625
STAT5B	-1.35166666666667
SSB	-0.64575
OR10H5	0.2205
SLC22A13	-0.44775
AKAP3	0.6295
TIMM23	-0.347833333333333
OAS2	0.931833333333333
KIAA0423	1.152
TRIM11	0.674
GLIS3	1.902625
TMEM50B	1.24733333333333
ARHGEF4	-0.24
DEGS1	0.652090909090909
TBL1XR1	0.740066666666667
G6PD	-2.299
SP140	1.2507
MUC17	-0.0248571428571429
NUDC	-1.2405
DNAJC5B	1.92
SCARA3	0.957166666666667
CPA3	6.38783333333333
BCAT2	-0.453375
MFN1	-0.3824
NRG3	1.6535
SNX11	-0.3315
PLEKHH1	-1.048
GPR177	-0.0156666666666667
HCFC2	0.0875
TCAP	-0.2305
MOCOS	-2.12925
C14orf93	0.02575
PRDM10	0.0815
SLC16A4	0.14375
SRGAP1	-0.0851666666666667
VIP	0.65175
DUSP27	0.124166666666667
LILRA1	1.0413
MC2R	0.077
MGC24103	0.21525
MBTD1	-1.6665
FUT11	-0.528166666666667
USP33	0.23
C15orf39	-0.8405
MAP3K12	0.0125
PAAF1	-0.852833333333333
BARHL1	0.0125
FLJ16165	-0.3265
PIWIL2	-2.6595
SYNE1	1.20033333333333
CMTM4	-0.262875
TSPYL1	0.7207
GUF1	-0.563166666666667
TMEM157	1.468
WDR44	0.04625
HIST1H3C	-0.286
DKFZp666G057	1.424
RNPEP	-0.578
GAS2L2	0.433166666666667
ADH4	-4.00125
GRPR	2.62533333333333
FBXL17	-1.39575
ZBTB10	0.922583333333333
Gcom1	0.448611111111111
HTRA1	3.0701
ZNF585A	0.508166666666667
SLC26A2	1.08221428571429
OTOP3	0.267333333333333
WISP1	2.52622222222222
ATP2B4	-0.289916666666667
FLJ10769	0.99325
CRAMP1L	0.029
CHST12	-0.2235
RAB22A	0.340416666666667
TARDBP	-0.3645
STAU1	-0.0215
CRB3	1.485
MIG7	-1.17675
CHMP1A	-0.7865
ZNF160	1.18325
B3GALT6	-0.15825
BARX1	-1.32316666666667
C6orf167	-1.313375
NXNL1	-0.112
DHX29	0.565625
HADHB	0.29625
PLXNB2	0.90625
ILDR1	-0.64175
SLC15A3	1.91
GAS2	-1.79716666666667
C20orf69	1.37475
NUMB	0.06875
TNIP1	-0.04025
MESP1	0.418666666666667
PSKH1	-0.14125
NSFL1C	-0.04875
RHOG	0.042
HEY1	-1.34833333333333
KNG1	-1.543125
ITGAX	1.2064
LIN9	0.174
CANT1	0.443375
XRN1	0.559214285714286
CCDC96	1.1765
HEATR6	-1.545
GNG7	1.28916666666667
RUNX2	0.7780625
SOX1	-0.720833333333333
FCRL5	1.3863
ZNF99	0.995125
FAM9A	0.4515
SNX22	-0.316833333333333
MBNL3	-1.71466666666667
ODC1	-2.4692
ADORA2B	-2.69366666666667
NR2F6	-0.29525
ZFYVE16	0.695555555555555
SYNJ2BP	0.3983
POLE	-1.61725
E2F2	-2.305875
THRA	0.6185
PTGES2	-1.52633333333333
HIP1R	-0.414166666666667
TMUB1	-0.818666666666667
ENO3	-2.44875
RSPH10B	0.8435
CXorf39	0.60575
IRGC	0.0165
GPR109B	0.99875
FLJ13305	-0.6765
LCE3A	-0.4505
TNFRSF18	-1.86966666666667
DET1	-0.112
TRPM3	-0.07275
C16orf79	-1.893
FECH	0.0221666666666667
RAP2A	0.219166666666667
CRIP1	2.18216666666667
AZIN1	-0.232125
SLC7A7	2.5765
IL10RA	1.0082
TMEM64	-1.79175
CDC42EP4	0.9488
C16orf58	-0.1811
ARG2	-2.9255
POU5F1P4	-4.88675
FAM62B	0.134
DNAH8	-1.5586
ASH2L	0.10625
TSLP	-1.172
CNTNAP5	0.155333333333333
TMEM16C	1.3505
IFNA14	-1.056
SLC1A3	0.357625
CABYR	1.84725
BCL7B	-0.4895
NUDT13	-0.6535
C13orf28	0.52
C1orf53	-0.31475
ARL6IP4	-0.2831
RPL35A	0.55125
EMR3	0.24075
RAB40C	0.3755
SLC41A1	0.324
LRCH1	0.3
LY6G5B	-0.7295
FAM124A	0.275714285714286
MGC10981	-4.24083333333333
CLIP3	0.6932
MAP4K2	-0.979833333333333
CHIC1	0.806
SULF1	2.81883333333333
C20orf30	0.253285714285714
PRDM5	0.162625
ELOVL1	-0.41325
C11orf48	-0.96875
SLC39A10	0.61125
KCNV1	-0.54175
ACP1	-0.591833333333333
ZMYM2	0.461125
B3GNT6	-0.0236666666666667
C9orf69	-0.61225
C2orf15	-0.37675
C20orf166	0.118
HSP90AA6P	-0.6525
EDG7	-0.7015
NEURL	-1.188875
LPL	1.1655
CLEC2D	0.297785714285714
GRRP1	3.1415
CD8B	-2.0482
HIST1H3D	-1.736
SLC6A12	-0.05475
FAM27L	-0.207
CD84	1.2766
RASA1	0.1165
PHKG1	-0.077
MAGEA11	-1.3355
IMPA1	-0.7976
NPM3	-1.7365
RARRES1	4.45675
SH3BP1	-0.531125
B3GNTL1	-1.3435
ARPC5L	0.042
KLHL26	0.22825
SIM2	1.845875
GJC1	-0.2575
C20orf194	1.06425
EXO1	-4.1745
SLC2A2	-2.31116666666667
LOC285074	-1.1025
LRG1	3.1005
KIRREL	0.0685
PIK3R1	1.60078571428571
C4orf34	0.53325
MAF	-0.490444444444444
ADCY4	4.72533333333333
ZMIZ2	0.564
SLC46A3	1.62183333333333
STAMBP	-0.7185
CCDC16	0.981
MS4A12	-0.2455
TCF20	-0.09175
LRRC46	0.49575
C20orf152	0.62075
MRPS6	0.07725
ABCB11	0.003
KCNC2	3.01083333333333
CDH19	-0.327333333333333
C9orf123	0.931333333333333
SSH3	1.29525
LDLRAD1	-2.947
CCBE1	-0.167
ZNF135	2.321625
TAAR1	0.1065
WFDC12	-0.145
CCDC42	0.698166666666667
FLJ12529	-0.43825
PER1	0.203833333333333
TIMM50	-1.3
SMARCAD1	-0.0938333333333334
FAM26C	0.211
TP53TG3	-2.09033333333333
SH3RF1	1.845
LMCD1	2.1005
GPR63	-0.2635
FLJ21986	-1.491625
AIFM3	-0.7245
MICAL1	-0.665833333333333
BLZF1	1.051
IQCA	3.37933333333333
PCDHGC3	0.1575
SAC	0.828
BCL6B	2.54216666666667
DDO	0.31075
MARCO	1.71525
DCHS1	2.00666666666667
C1orf170	0.9875
CD200R1	1.50083333333333
C22orf15	-0.779
SEPT11	0.00466666666666667
ADNP	0.8185
UST	-0.2615
C13orf34	-1.28083333333333
RFFL	0.12
APBA3	-0.0235
C2orf60	-0.1035
CUTL1	-0.3593
PMS1	-0.6295
ZNF689	-0.094
EIF3E	0.0155
IL9	-0.5078
RPL31	0.075375
LY9	1.0715
ATP2B3	-0.068
KDELR2	0.341333333333333
TFCP2	0.069625
NLRP12	0.26175
FLJ45422	0.22575
TLE4	0.17
ZNF570	0.016
FLJ43806	-0.003
TLK2	-0.3155
CIR	1.5175
MARS2	-0.199
COL24A1	0.79975
SDF2L1	-0.7105
HIBADH	0.123
IGFBP3	-2.20528571428571
C12orf23	0.32675
PSPC1	-0.1355
C20orf43	-0.007
TRAV20	-0.309
ARHGAP24	1.5455
KIAA1975	-0.902625
C1QA	3.7098
DNTT	-5.078
C10orf6	0.100666666666667
C11orf41	0.5925
HNRPF	0.367
COL11A1	2.08733333333333
UBAP2	0.178166666666667
CDKN2AIPNL	-1.8275
C20orf174	3.818
SPRED2	0.06875
PLA2G12A	-0.0295
ICEBERG	-1.04066666666667
SCN10A	0.369
C11orf65	-0.244
GBP5	5.066
PITPNC1	-1.32233333333333
POU3F3	-0.6665
NCOA7	0.615625
LIN7C	-0.4205
LOC348840	-1.031
NKX2-2	1.33325
ANKRD13D	-0.720625
LOC123688	0.05925
FUT2	1.39316666666667
TAAR8	0.3495
FZD4	0.423916666666667
PNMA3	-0.107833333333333
OR4L1	0.3665
WIT1	-2.975
EXOC3L	0.762
ATPBD4	-0.6695
KRBA1	-0.18725
UBXD6	0.91125
HOXB7	0.1595
C7orf23	-0.159
UNQ338	2.39925
STAB2	2.235
CDC20B	0.21025
IRF9	1.80025
CENTG1	0.468916666666667
TNPO2	-1.548
MCPH1	0.630875
BMS1P5	-0.305
SLC26A7	0.80325
HIST1H3J	1.02575
C9orf3	0.3759
LBH	1.053375
MYO1D	0.627125
PTDSS2	0.232
NFU1	0.12575
DEPDC4	-1.08175
WNT7B	1.9474
GLP2R	0.300333333333333
SETD4	0.0228
DYNLT3	-0.4255
FKBP11	0.154333333333333
SESTD1	1.36383333333333
FLII	-0.4905
RPS16	-0.1343
CHPF	-0.6295
CSNK2A1	-0.2575
SUMO1P1	0.172
FKBP6	-0.9265
ZNF214	2.25516666666667
TWIST1	1.6545
DDX56	-1.20483333333333
TRAM1L1	2.7073
EPO	-2.78266666666667
MRPS18B	-0.3765
ZNF682	0.617166666666667
RPL14	-0.427
MAFF	-0.29475
LOC51136	-0.8455
LY96	1.4495
DDX20	-0.23425
ABTB1	0.536833333333333
ARL5A	0.6474
CCT6A	-1.22625
HEPACAM	-0.937
EHHADH	-0.1745
RBAK	0.629166666666667
CGB1	1.635
ITGB5	0.6139
YIPF3	0.6755
FKBP2	0.59125
NR1D1	1.4012
TMEM110	-0.6875
NEK2	-3.2725
PRAMEF8	-3.32275
C20orf52	-0.311833333333333
PCDHGA3	0.178
VWA3B	-0.23125
NDUFA5	0.089125
THAP9	0.3465
FLVCR2	0.848
AP1S1	-1.354125
SMAD6	-1.61525
SAV1	1.12375
SAT1	1.796125
ZNF251	1.795625
ADAMTS7	-0.1231
RPP38	0.67425
C1orf211	-1.523
YPEL2	1.12365
RBMS1	0.7645
ZNF445	-0.499333333333333
NRXN2	1.16216666666667
PGBD4	0.02325
UGT2B28	-2.4785
WBSCR16	-0.5111
NLRC3	0.78975
ASTL	0.10075
ST6GALNAC1	-1.13375
ZADH2	0.2585
MLLT4	0.858333333333333
ARL6	0.361833333333333
MEF2C	1.8125
CBFA2T3	-0.301
AFF3	0.282714285714286
COG7	0.0891666666666667
MYB	0.301666666666667
PLXNA3	-0.5455
XRCC2	-1.43833333333333
MMS19	-0.807625
ST8SIA5	-0.666
CHPT1	-0.2645
KIAA1712	-0.0405
OR6X1	0.9765
ACTR3	0.4865
UGCG	1.62433333333333
OR4P4	0.5125
ZAP70	-2.5965
LPP	1.696875
ZNF485	0.01325
PTPRCAP	0.82175
IL12RB1	0.57825
ATRX	0.328
CHST8	-0.886375
C14orf109	-0.2225
ARV1	1.20275
NMB	-0.656428571428571
COX5A	-1.52433333333333
EIF6	-0.66025
MPPED2	-0.0101666666666667
SEMG1	-1.7705
CHRDL1	1.2815
TRAF3IP2	1.11775
WNK2	-0.546875
LILRA4	2.4765
LAMA2	5.44
PXT1	0.5895
RLBP1	-3.31025
CD300C	0.12225
SLTM	-0.1735
FLJ10404	-0.795375
APOBEC3D	-3.669
RENBP	-0.028
ATXN7L1	0.399375
NID1	1.22875
TUBGCP3	-0.5165
ITIH5	1.58727777777778
CCDC110	2.216
C8A	-2.82475
MGC87042	1.05275
HOXC13	0.109
TFDP2	-1.18575
HCP5	0.955875
POLI	1.27675
UCN	-1.24466666666667
ZNF764	-0.117833333333333
C8orf45	1.51175
FHL3	0.10375
SPATA5L1	-0.892
MMRN2	3.84066666666667
NDST1	0.0343333333333333
COL20A1	-0.667666666666667
ZNF248	-0.121
PELP1	-1.16583333333333
MBL2	-2.3144
RNF41	0.291125
C5orf24	0.632875
THOC5	-1.2915
SERINC3	0.455833333333333
RP11-151A6.2	1.10225
CDCP2	-0.45075
HIST1H2AA	-0.08425
C11orf75	0.152
FKBP7	0.7645
DDOST	-0.591
GPNMB	1.85033333333333
TTF2	-1.87966666666667
KCNT1	0.193333333333333
SLC39A14	-1.298375
NGRN	-0.332
GPR137B	2.554
MECP2	0.6015
PSMA1	-0.58325
C16orf73	-5.04775
TMEM60	0.200166666666667
CSN3	1.643
NOS1	-0.248666666666667
RAB7L1	1.531
YBX2	-1.781
KIAA1166	-0.082875
FUBP3	-0.286166666666667
ABCG1	0.9065
ACACA	-1.18275
ARL11	0.1588
ATOH1	-0.2485
ODF1	-0.074
CREB3L3	-1.3875
TMEM127	1.12471428571429
DSCAML1	0.91175
PLN	1.92866666666667
LYPLA1	-0.303166666666667
PRDM9	-1.7345
SASP	0.77775
PLUNC	0.117333333333333
INTU	0.6315
HISPPD1	0.47925
LNPEP	0.225333333333333
YARS2	-0.889333333333333
APCDD1L	-1.6835
ZCCHC4	-0.8681
FBXO22	-1.123
TTLL13	-0.459
ZNF669	1.12766666666667
PTGDR	2.9015
DDX27	-0.136
KIAA0409	-0.426
GJB6	-0.1875
ASB8	0.2575
PLP2	-0.553666666666667
MEPE	-0.04375
OR10J5	0.5075
KRT222P	2.39075
COQ7	0.223333333333333
C1orf101	2.52925
RERG	3.2717
CHMP5	0.071
THAP11	-0.3
ZNF43	1.19783333333333
ZRANB3	-0.268
KRT13	1.314625
MRPL19	-0.99025
RBBP9	0.53375
SPATA17	1.35925
BXDC5	0.151166666666667
PAFAH1B1	-0.497083333333333
MAGEE1	0.1375
OSTF1	-0.122
KIAA0323	-0.549416666666667
TXNDC13	1.19783333333333
CNTN4	3.36525
LCE1B	-0.084
UNQ501	1.16925
ZNF154	0.723
C3orf64	1.2415
SYT5	-0.2456
PON1	-0.1535
FLJ10357	0.07925
ATP4A	-0.602
GNPDA1	-0.168666666666667
MGAT1	0.6145
C14orf121	0.0795
SLC35B2	-0.654
MIER3	0.241
CHEK1	-4.35325
ZNF8	0.427666666666667
TXNDC1	-0.674333333333333
CKB	-2.2392
RTN3	-0.177642857142857
FZD2	-0.707666666666667
PART1	0.171625
PSMB6	-0.987
PCDHB8	1.0045
PHC3	0.4194
PPP1R8	-0.581166666666667
NOVA2	2.015
TNFRSF11B	-2.2565
GOLPH3	0.750166666666667
UBLCP1	0.1895
SUHW3	-0.7705
TTLL1	1.059
OPN4	0.0715
OR13G1	-0.561
ZPBP2	0.0826666666666667
HSD17B11	-0.25175
C9orf50	0.311
DHDDS	-0.313285714285714
CTSW	1.1264
NEFM	-0.687333333333333
MRPL28	-1.2575
SYN1	-0.472166666666667
PIGV	0.483
ZIM2	2.203
APBB1	0.6335
SND1	-0.84525
C1orf123	0.132666666666667
CHD3	-0.7335
BHLHB8	-0.1605
RNASE2	-0.132
BCAP31	-0.018625
SLC25A44	0.504666666666667
CHD6	0.6358
PIB5PA	1.78015384615385
SELS	-0.1545
LOC541471	-0.62575
FAT2	1.504
ZNF81	-0.24
OR4C16	0.563
FLJ10081	0.0753
LRRC4	1.41475
CS	-1.41616666666667
N4BP2	0.242375
IGFBP7	3.211
ZNF318	0.237333333333333
NDNL2	0.58225
ZNF609	0.1215
SIRT4	-0.1045
EXOSC10	-0.247
ECE2	-0.2865
OVGP1	0.19975
GTPBP3	-1.54725
PACS2	-0.1231
C19orf36	-0.752
ARL4C	-0.529625
ATG4B	-0.39475
UBQLNL	3.03625
RHOXF2B	-4.2905
PLEKHG2	-0.605
GALR1	-0.461
AQP4	0.556833333333333
HDAC7A	0.1975
DCUN1D3	0.48275
OR8A1	-0.3865
CCRN4L	-0.617875
CBR4	-0.653333333333333
KIFC1	-4.25566666666667
SLC7A14	-0.9925
LHX5	-0.388
TRPC7	-0.119
LPXN	-0.683
SERPINA1	-2.282125
RPS13	-0.1668
BPIL3	-0.4135
PRKAA1	-0.64675
FADS2	-1.683
ENAH	1.1030625
PRO1768	-0.053
APBA2BP	-1.039
LIPH	1.57116666666667
C3orf33	0.08275
RCC2	-0.937428571428571
ALDH1A2	-3.1486
RNF103	2.0345
AHCY	-1.299125
ALG12	0.041
CCL17	2.655
ZNF543	1.45316666666667
ESRRG	3.0499
CNGA1	1.985
RDH5	-0.8935
OTX1	-0.5683
PTGFR	0.193333333333333
CDR2	0.259875
SELE	7.032
NLGN2	-0.512833333333333
EXOSC9	-0.98
ZNF566	0.481333333333333
KLRC2	-4.4815
GPR12	0.241
KIAA0196	0.769
PDRG1	0.045
SSR3	-0.953928571428571
MSI1	-0.4855
CST9	-0.149
CC2D1A	-0.49125
PLAGL1	0.562888888888889
ZNF778	-0.409
RNF2	0.63425
KLF6	1.57966666666667
THBD	3.39616666666667
tcag7.1314	1.89125
NR5A1	-0.221166666666667
ABCD2	0.6215
DNAJC7	-2.2805
CLEC4C	0.2335
TM2D3	0.120875
CCDC4	-0.502
PLAC2	0.21175
DCD	0.022
FAAH	0.665625
POLA1	-0.310666666666667
TM7SF2	0.0135
FLJ39822	1.40383333333333
FLOT2	-0.687375
MAP4K1	-0.174166666666667
SRP68	-0.984875
C21orf74	-0.119
ARPC5	0.6755
LOC126075	1.86425
HECW2	0.169375
ZDHHC4	-0.60875
ANKRD42	1.4737
PDE9A	1.15116666666667
ABCA8	3.19875
NDUFS2	0.255
UBR5	-0.067
BTBD16	-2.64225
LOC554174	-0.419
ZNF20	1.324
KIAA1843	0.087
WDR17	-0.479375
C15orf33	1.338
RNF113A	-0.49575
CAMKK1	-0.2878
CLCN2	-1.1225
ANXA6	-1.451
LOC340069	0.181
EMID1	0.93075
DPM3	-0.155416666666667
ELA1	0.2215
SLC25A13	-0.4839
KRT24	-0.1785
SMPD1	0.519333333333333
TH	-0.142375
COL6A2	1.22121428571429
ANKS1B	1.69075
GPR126	-0.9021
ZC3H12A	-0.846666666666667
TMEM47	0.836
C2orf51	-0.373166666666667
C1orf88	2.08683333333333
HSF2BP	0.62025
AKAP10	-0.04175
RPAP3	-0.467
KLHDC8B	-0.155875
STOM	1.3239
MUPCDH	-0.061125
C10orf72	0.294625
PLEKHA3	0.516
TCP11L1	-0.4745
CWF19L1	0.029625
SPEF1	1.37461538461538
YSK4	0.501
ELN	3.7059
SAMD8	0.7325
MPI	-1.75466666666667
MEPCE	-0.205
ABCC3	-1.780875
NANOGP1	-3.6365
KCNK17	2.4855
HLA-DMB	4.63233333333333
RRAGA	1.178
ANGEL1	-0.37725
RBM32B	0.2065
CPN1	-2.98225
MGC52282	0.3189
HLA-A	1.629
OR9G4	-0.075
EDNRB	-0.076125
SCD	-4.04942857142857
C14orf80	-1.4095
BAGE2	-0.0125
RABL4	0.321
RCVRN	-0.4215
SHANK1	-0.205
NLRP7	-2.28175
CD226	1.0485
STAT3	0.3903125
SYNJ2	-0.6185
TPCN2	-0.312166666666667
WDR36	-1.05783333333333
MBD4	-0.253
ROBO1	-0.199
ST3GAL6	-2.89125
SLAMF8	3.04283333333333
ATN1	0.0553333333333333
GPR141	0.22725
KRT36	-0.05
TPH1	0.311
DDX52	0.00975000000000001
ZSCAN29	-0.403833333333333
TRPT1	-0.403
DPEP3	-0.2145
DENND4A	-0.537375
TSPAN16	-0.0235
PTCHD2	0.002
LOC145814	-0.17375
CAP1	0.301
EIF5A2	-0.3573
NT5DC3	-1.198125
SEPT9	-1.2995
SEZ6L2	-2.239
EGFLAM	4.2115
VPS11	-0.1095
NDUFB5	0.0351666666666667
CIDEA	2.32266666666667
IER5L	0.188
N6AMT1	0.7375
FAM83C	-0.31025
OXR1	0.911333333333333
IRX1	0.5925
DGKB	0.193
GCN5L2	-2.112
MIR16	1.071125
FBXW9	-0.51475
WDR4	-2.11633333333333
PDC	-0.2655
VPS33B	-1.2265
HEXB	0.16125
FLJ32214	0.03525
TCEB3	-1.475
CRLF1	-4.37975
ABI3BP	3.2345
C8orf22	-3.55175
PYCR1	-1.41875
KIAA1706	1.537
CDK5R2	-0.085
WAS	0.2925
C12orf60	-1.2525
CCBL2	0.227125
MADD	-0.3255
C5orf34	-1.658
WDR42A	0.9923
KLF12	1.152625
HSPA1A	1.34075
ITM2C	-0.83525
DAPK2	1.50733333333333
LOC442590	1.0525
SUMF2	-0.0175
CENPA	-4.64484615384615
TMED5	-0.293625
CDH6	0.2636
BRP44	0.98175
THG1L	-0.881
GABRA2	-1.31675
C14orf166	-0.29625
MYL1	-1.21116666666667
TNFSF18	-0.2065
PAP2D	-1.13966666666667
PPIB	-0.52475
KLHL4	0.4655
SFN	-1.62666666666667
CCDC127	-0.0015
FRAP1	-0.418
GOLGA5	1.043
SDCCAG1	0.276625
MGC21675	0.252833333333333
C10orf95	-1.4945
KIAA1345	0.336666666666667
C1orf163	-0.983
LACE1	0.099
OR10K2	0.6145
CENPN	-2.8798
TMED2	-0.193
UGT1A6	-0.87
ANG	-1.0055
U2AF1	-0.932166666666667
CASC2	0.5755
NMT2	0.651666666666667
OSGEPL1	0.461
DFNB31	-0.615
SLC6A20	0.181375
DKC1	-1.09925
FXYD4	-0.90425
WDR64	0.78325
MGC5590	0.6035
CREBZF	-0.575166666666667
DAZ1	-0.2765
PRPSAP1	-0.39325
GCHFR	-2.14025
TTC7A	-1.208625
LOC196993	0.81
UBD	2.75233333333333
S100A1	0.76025
RPL6	-0.221666666666667
DNAJB6	0.25415
NAGS	0.4604
C2orf58	0.26
KERA	1.69866666666667
MT1X	-0.7041
UBE2B	0.6815
KEAP1	0.19
MST1	-2.961875
OMA1	0.748
ABLIM2	1.81875
BCL2L13	-0.161416666666667
JAZF1	0.2255
TMEM63B	0.0545
S100A8	-0.2919
ARFIP2	0.48175
UROS	-0.4665
KHDRBS2	-1.4475
POLQ	-3.502625
SOAT1	-0.825
SPAG4	-1.7095
MRPS30	-1.68216666666667
LOC494141	-0.6595
OR2T11	-0.0165
ORAOV1	-0.2159
ZNF184	-0.042
TCEB3B	-0.52325
ADAM21	-0.1175
GDPD1	0.1895
SPINLW1	-0.088
PRR14	-0.0543333333333333
KCTD9	0.079
NUDT3	0.01775
KIAA1822	0.4077
HIST1H4K	-0.4025
DFNA5	-0.83325
GABPA	0.76875
C14orf44	0.544
POLB	0.477375
PTAR1	-0.126
SEC31A	0.8585
TRIM58	0.7355
TAS2R14	0.2545
VPS8	-0.0205
H1F0	-0.705833333333333
PRKCB1	-1.91783333333333
UGT2A1	0.0015
TOR1B	0.6465
LSS	-1.40133333333333
C2orf19	-0.1325
HNRNPC	-0.00721428571428571
TMEM100	0.872
LOC116349	-0.86575
OR51M1	0.57
CCDC142	-1.03975
ISG15	0.271625
ZCCHC14	0.4135
CREBL2	1.114875
TGDS	-1.03175
DC2	-0.13125
CACNA2D3	-0.835357142857143
ZNF429	0.27
LYPD6	1.70116666666667
SUCLG1	-0.163
OR51I1	-0.8175
MAGEH1	2.41
PRPF40A	0.056
SMR3A	1.612
SPINK2	0.91275
THAP2	0.258125
NPY5R	-0.445
IRF4	-0.949375
SPESP1	-0.8465
OR10S1	0.3185
DTD1	-0.50025
TUBE1	-0.32275
DDX19A	-0.7525
PDPN	-0.045125
TMEM34	0.490666666666667
MGAM	1.414
COL3A1	6.7575
GFM2	-0.6739
OR5A2	0.3565
PSG9	-0.806666666666667
ARHGEF11	0.441666666666667
IVNS1ABP	-0.4534375
SIGIRR	0.4275
DUSP19	-0.11525
DNAJC14	0.0909
ACSS1	0.426125
IL1RAPL2	0.2465
C4orf30	-0.051
SEPT4	2.647
LANCL3	-0.38325
SPAG17	2.947
PRDX3	-0.426875
HNF1A	-1.801
P4HA2	-0.774125
RFWD3	-1.91166666666667
MOV10	-1.06975
DNAJA5	0.635
LOC729440	0.17375
LOC200383	1.0625
SMC2	-1.67925
MIXL1	-0.713
TMEM9	0.37775
FAM86A	0.402
ZNF174	0.3131
MYH14	-0.468
CCR8	-0.06175
VPS37C	0.827833333333333
GPATCH1	0.810666666666667
B3GNT8	2.241
TBX4	-0.46775
CNR2	0.239
PCDH1	1.312
C5orf29	4.077125
OCIAD2	0.41825
PLCG2	1.84
KIAA0247	1.9545
HRH3	-0.3567
CAPN13	4.620125
CCR1	-0.1735
MGC15523	-0.567055555555555
UVRAG	0.547166666666667
DNAJA2	-0.888
ITGA2B	-0.964
CLDN5	4.449
PTPRN2	-0.927642857142857
ZNF512	0.0535
PSAP	0.908142857142857
CCDC140	-0.771
LRRC55	-0.2385
CYP26C1	0.337
C8orf47	0.99925
LYN	0.220875
DUSP6	1.25183333333333
TGFB3	3.9516
ELK1	-0.8146
PCDH11Y	0.151
HGD	-3.3345
C17orf58	1.46625
