Hybridization REF	TCGA-A2-A04P-01A-31R-A034-07
PAH	-5.2164
PTCH2	0.48375
TRMU	-0.0305
CCDC9	1.44
USP3	-1.175
DCLRE1C	0.4891
FAM55C	-0.9455
FRMD4B	1.4355
CYP2R1	-0.4205
RFPL1	-0.5333
XPO5	-1.388
ARL6IP2	2.034
OSBPL5	1.39775
MMP9	3.51254545454545
KIAA0802	-1.967125
DHRS2	-4.17116666666667
SGEF	1.242375
TXNDC10	-0.8688
EXOC6	-1.7905
RPS27	-0.973333333333333
PNCK	-0.937166666666667
FSTL1	-0.22475
AACS	-0.192
SLMAP	0.656166666666667
SAMD4A	-0.334
ABRA	0.0185
SMARCD3	1.32175
PKNOX2	-1.26333333333333
A4GNT	-0.0635
C9orf39	0.9735
RALYL	-0.04675
MGC33556	-2.351
C10orf25	-1.2835
BBOX1	7.242
NHEDC1	-1.86325
XDH	0.66975
GCSH	-1.3555
EDN1	4.16116666666667
MTERF	-1.06975
CLK4	-0.06325
ZNF799	-0.228333333333333
KCNG1	-0.1055
CXCR4	1.78
PTPRR	-3.55325
IRAK1	-0.617875
LOC401397	1.002
TMSB10	1.92721428571429
CXCL3	-0.6417
TMC4	1.233
OR7A10	0.417
STYK1	2.7965
CHRNA10	0.14825
CCNI	0.34525
EP300	0.938142857142857
LOC165186	0.166333333333333
HIC2	-1.595
SDR-O	0.5005
OR2W1	-1.3925
KCNA6	-0.5725
TRIM74	-0.57575
REEP6	0.0735
ATP5G2	-0.77175
ERG	0.838
TMEM42	0.2175
PARN	0.66
SOD2	1.7720625
DIRAS1	1.54366666666667
PNPT1	-0.14375
JOSD3	-1.2175
hCG_40738	0.4825
PDE1C	-2.053
SEMA4D	0.3035
AGPAT1	1.526
NOSTRIN	-0.3255
MAP3K3	0.130666666666667
MAX	0.442214285714286
CAPS	1.88566666666667
SERPINA12	0.2305
OSBPL8	-0.65175
RICS	1.4203
NR4A2	2.459
PPCS	0.0503333333333333
LONP1	-1.45
SCYL3	1.61675
HERC2P2	-1.94083333333333
FIBCD1	-0.44
C15orf41	0.453
DMC1	-1.2175
C20orf27	-1.53275
RPS6KA5	0.5302
FAHD1	-0.562666666666667
SLC12A4	-0.67525
BRCA1	-3.127
GBL	-1.57325
SLK	-0.649
NUDT9P1	0.222
NOXO1	4.668
USP52	-2.083
BAZ1B	0.547625
SLCO2B1	2.0795
BBS12	0.126833333333333
LRGUK	-0.562333333333333
TERF2IP	-0.0855
COL1A1	5.15
KIAA0090	0.020375
GRK5	-0.482666666666667
AP1S2	-2.1245
TMEM52	-0.270166666666667
CA11	-0.47475
OR4A15	0.581333333333333
ACBD3	0.7013
SPAG11B	-0.26225
PRDM2	0.624
FOXP3	0.45875
SMYD3	-2.4006
LOC389199	2.2635
LGI2	0.413166666666667
NAPE-PLD	-0.4416
ANKRD6	1.0795
WDR45	0.0673333333333333
SHROOM1	-2.268
PSCD3	1.2395
PYY	0.8305
KCNC1	-0.912
ARHGEF9	1.5191
OR8J1	1.083
GPR55	0.0946666666666667
NS3BP	-1.8875
C10orf22	-0.154666666666667
NAT8L	0.004
DUSP4	-1.552
FOXM1	-1.20733333333333
GRAMD2	1.7376
ZBTB48	0.6885
BUD31	-0.8275
PABPC5	-0.263
CCDC41	0.5445
FBXO11	0.63025
C6orf148	-1.1575
RFXAP	-0.13375
C6orf15	0.296833333333333
CDK8	-0.988333333333333
C6orf70	0.321625
TESSP2	-0.1235
ALG2	-0.00425
PPP1R3D	2.0905
TPM3	-0.424
SYT13	1.08625
EPB42	-0.648833333333333
CETN3	-1.31525
PRY	-0.129
NTHL1	-0.950833333333333
POLR2B	-1.051
RPS28	0.269416666666667
P2RX3	1.26
LYZL4	0.32625
WBP4	-0.4136
PMM1	-1.26775
C11orf79	-0.6565
CBLL1	-0.04125
IL1F10	1.752
VAX2	2.223
SETDB1	0.0771666666666667
LRAP	-2.69083333333333
GCLM	-1.2495
CPEB3	1.579
PPM1A	-0.564625
INTS1	-0.1315
CAMTA1	0.930333333333333
SAMSN1	-1.57375
LOC158830	-1.211
GMPPA	-0.30675
AIPL1	0.68575
IL24	0.124166666666667
BDKRB1	-2.31516666666667
MLF1	0.7833
TAF12	0.018
ID1	-2.16525
THADA	0.54
PIK3CB	-1.12525
OR4N5	0.324
TBC1D17	-0.132833333333333
COX8A	-0.689
CDCA4	-0.30925
C2orf44	-0.793
ZNF534	0.128
IMMP1L	0.39175
NIPSNAP3B	-1.006875
FTMT	1.356375
PWP2	0.0631666666666667
MMP15	-0.9086
DNAH11	3.105
MTMR14	-0.748125
DNAL4	-0.456
IPP	0.54425
TMEM59	-0.41475
C1orf157	0.41
RGS4	0.201166666666667
DDX18	-0.590666666666667
SNX6	-1.73475
ZNHIT2	0.973
NCDN	-0.199833333333333
FLJ33534	0.0835
RAG1	-1.906375
OR4D10	0.5335
PTPN5	-0.9075
POMT1	-0.653375
LRRC8A	1.0794
CYP1A1	-1.26125
CAPN1	-0.548666666666667
DDHD2	-0.445875
GRIK2	-0.1485
GNRHR	0.30575
PPBP	0.306
HTR3A	0.321625
SLITRK4	2.37475
ANKRD49	-0.69725
BTF3	-1.5919
SARS	-1.02275
C13orf18	0.122833333333333
CACNB1	-0.0870714285714286
QKI	0.134409090909091
SETMAR	0.893875
MAN2B1	0.323833333333333
EML3	-1.30075
ACADL	2.56083333333333
OFD1	0.652375
DEFB114	0.36
CGA	-3.071
PEX16	-0.00550000000000004
LRRC10	0.283
GNG12	-0.604
C1orf152	0.313666666666667
CHRM1	0.774
CD53	0.345375
DBH	-0.55775
TFAP2B	1.07775
HIST1H2BJ	-0.0921666666666667
FAM46D	0.2755
TMEM11	0.61625
C3orf32	-1.855
PCCB	-2.164625
IPO13	0.82325
C6orf105	-3.03725
COMMD5	1.60075
SUV420H1	-0.4764
LTBR	1.71925
ARHGAP15	-0.729625
HDHD2	-1.732
TDRKH	-0.582
LOC401052	-0.4845
PSG4	-1.774
GNB4	-0.3844
SPATA4	-0.8125
SLC9A3	-1.124
OSBP	0.731166666666667
NBPF3	0.440916666666667
DOCK11	-0.4365
SLC39A5	-1.72966666666667
PRR5	1.6812
C10orf63	0.363875
SMTNL2	0.25175
ADRA1A	-0.27075
ASAH1	-1.0239
DOM3Z	0.5094
GIPR	1.41616666666667
AHI1	0.720333333333333
NADSYN1	0.797
RGS14	-1.1747
IL18BP	1.5707
RTN4RL1	-0.780166666666667
ARMC6	0.653
PSMD5	-1.0105
HK3	0.9556
OR4S1	1.51825
RSU1	0.3263
MAD2L1	-2.89388888888889
EIF4A3	0.13175
DLEC1	0.0921666666666667
E4F1	0.3985
CHMP2B	0.5589
CAMSAP1	-0.193
RPS21	-0.6215
ARID5A	1.8065
UBE2N	-0.3825
IGSF8	0.0408333333333333
MAGEB6	-1.726
ACAD11	-1.0005
MGC4172	-0.365
LMO4	3.2915
KLKB1	-0.15425
HP	0.301
HDAC3	-0.89825
SCHIP1	0.488
CLCA1	0.4855
OLFML2A	0.758375
C1orf112	-0.8135
KIF19	0.9205
HAPLN4	-0.0622
CXCR7	0.510166666666667
GOT2	-0.6528
RAB38	-2.181
DCX	2.958
PPM1H	1.31633333333333
NFYC	1.42975
KIN	0.35275
ZNF228	-0.18775
PLSCR4	1.665
HIG2	0.636
FAM79B	1.8995
C21orf86	0.3032
KCNK10	0.2445
ZNF738	0.8745
FSTL5	-0.619833333333333
OR6A2	-0.256
OTOA	0.923
EXOC1	0.159375
AHRR	-1.05975
PDAP1	-0.51725
C19orf6	-0.437625
ZAN	0.74125
LY6G6E	0.324
EIF4E2	0.1115
C20orf198	-1.28275
ZNF324	0.822
CYP3A5	-3.21633333333333
ENTPD7	1.166
MBOAT5	-1.769
GJB5	2.191
TTC13	0.718
S100Z	-1.20366666666667
KIAA0664	-0.799
PDGFRB	2.51166666666667
IL17D	-0.91325
OR56B4	0.175
RDX	-2.74866666666667
SLC34A3	1.7825
IL28B	0.322
JUND	4.13
CHRNB1	-0.7565
CAMK2B	1.11125
FETUB	-1.1515
CXorf23	0.95575
MRTO4	-0.73775
TTC3	1.6216
NDUFB8	-0.125166666666667
EDG2	-1.87475
SEMA3G	0.3455
IL23A	-1.304
GRHL1	1.0853
LOC441054	-2.1665
WDR65	0.6605
PSTK	-0.22375
STOML3	-0.464333333333333
R3HDM2	-0.2676
C5	-3.02925
SLC2A10	-0.219833333333333
C3orf22	1.071
PAQR3	-1.89392307692308
ANKRD26	0.604666666666667
HCRTR1	0.4245
LOC399947	-0.98475
PSD2	0.119
TIGD2	0.688
SCRN1	-1.979
COQ10A	-1.7785
DDI2	-0.00949999999999999
METTL7B	-0.2345
UCN2	1.46525
FAM92A3	-0.37225
WDR16	-0.622
ZNF511	-0.8405
ZMYM5	-0.349625
POLR3G	-1.126
ZNF586	-1.02825
C1orf49	0.312333333333333
TANK	0.291166666666667
RCAN1	0.1225
PELI3	1.1515
LIMD2	0.56625
TMEM189	0.5575
NTN4	0.974
LOC151300	-0.393
CLEC2A	-1.106
GPR135	0.324875
DPYSL4	-2.5433
JAK2	0.175833333333333
TSHZ1	0.4605
TM9SF4	0.076875
ZNF264	0.747166666666667
SIRPG	2.524375
BICD1	0.30775
HERC6	1.53033333333333
METTL5	-0.8785
CASP1	0.0005
PRRT1	0.474
PLA2G4C	2.38866666666667
ICA1L	-1.59114285714286
TPTE2	0.345666666666667
OTUD7A	1.995
AQP11	-3.78225
APOA2	-3.9098
KALRN	0.829
SECTM1	0.9395
IFNAR1	-0.205
TALDO1	-0.1075
RAB11FIP4	-0.0725
EIF5A	-0.6625
FAM49A	2.6025
NEGR1	-0.592333333333333
YTHDC2	0.49975
EHD2	-0.47075
NCF1	2.4764
SCRT2	2.748
HOXA5	-1.17133333333333
NUP133	-1.02775
FGF12	1.08506666666667
SLMO2	-0.76575
SNTA1	-0.6885
CACNG2	0.945125
GCM1	0.439375
ELF1	0.346166666666667
TLR5	5.35075
TCFL5	-1.09608333333333
RBMY2FP	-0.2085
LOC100125556	0.00650000000000006
FAM129B	0.944375
MAP3K7IP1	0.1265
NCK2	0.4895
OXA1L	-1.02975
FMO9P	0.657
ZSCAN12	-0.34125
PSMD12	0.54125
HSCB	-0.95025
CLDN10	-2.48375
MGC13053	-0.5785
HPCAL4	-0.673666666666667
ASZ1	-0.825
MEX3D	0.849416666666667
NFAT5	0.1576
CSPG4LYP1	-0.278833333333333
FBXO3	-1.2184
DVL1	0.419666666666667
CMKLR1	2.24116666666667
TYMS	-4.09625
PEF1	0.27175
ZNF750	3.01933333333333
MCM5	0.5368
MEGF11	-1.21825
KCNK7	1.0675
PTP4A3	1.589
C1QTNF2	0.960166666666667
OR6S1	0.6725
FAM122B	-2.0015
ZNF551	-1.29925
HBQ1	-1.709
GEMIN6	0.84125
ARSK	-1.67475
RBP7	1.845
CPNE9	0.2985
DSC1	0.7445
LOC730112	0.02775
MAP2K4	-0.298
HS3ST5	-1.6095
EPB41L3	-1.36225
TEKT2	-0.4415
CDKN2B	1.162
ZNF480	0.9535
MAP3K6	0.6368
MAP6	1.42916666666667
HN1	2.3606
OR2L13	-0.268333333333333
SLC16A11	0.69175
FAM96A	-1.9775
APOL1	0.06375
C5orf32	-0.6525
RTP1	-0.0583333333333333
RNF175	-0.56225
ZBTB41	0.166375
AHCTF1	0.2855
SAE2	-0.00470000000000001
ITGA2	0.72825
MME	-3.5925
CCDC14	0.20075
MAST4	0.584785714285714
KRT33B	-0.169
KCTD2	0.0183333333333333
WDR26	0.319
MFI2	0.422375
NR4A3	1.844875
ARSA	1.534
UNKL	-0.4565
SULT6B1	-0.3445
CCNA2	-1.20266666666667
SOX15	0.2845
PPAPDC1B	-0.453916666666667
C19orf44	1.8785
MCAT	0.614333333333333
ARID1B	2.969375
OR52N1	1.958
C12orf48	-1.27625
MAGI1	0.37125
NIPA2	-1.14125
GBX2	-1.80575
RSHL3	0.189875
RAVER1	1.21733333333333
C15orf17	-1.437
SLC30A2	1.012375
ZNF518	0.9295
PCYT1B	-1.7955
C10orf114	0.35075
EIF3H	0.08625
SLC25A39	-0.345333333333333
KIF1B	-0.817625
AMOTL2	-0.50875
C6orf120	0.175
PSRC1	-0.46
PLA2G10	-0.6475
KIF5C	-0.145125
MRPL37	-1.2405
C17orf62	0.255
C9orf135	-1.7335
DUSP10	0.9191
CLCNKB	0.198
PSMA5	-0.168625
C8orf53	2.49525
AMPD3	0.1655
PIAS1	-0.26325
ADCYAP1R1	0.124
GYLTL1B	3.33025
CDH20	0.316333333333333
FBXO7	-0.65175
TMEM134	0.7795
FLJ14213	0.480166666666667
ZNF3	-0.06225
LRRFIP1	-0.116875
CNOT2	0.165083333333333
ABI3	2.766
ALDH5A1	-0.666666666666667
HNT	3.3548
SERPINA4	-2.637
TK2	-0.217583333333333
STMN1	-1.27044444444444
GUCA2A	0.169333333333333
GALNT10	0.432642857142857
DPP6	-0.2368
C9orf93	1.224125
PRELID2	-0.039875
STK39	0.964125
SFTPA1	-1.10625
CKS2	-0.0404444444444444
RHO	0.26025
C20orf135	0.35925
XKR3	-2.6845
CR1	0.111875
RPS6KA2	1.22621428571429
C20orf112	0.7575
MRPL22	-0.33475
C4orf23	1.17366666666667
GADD45B	3.26975
KLHDC1	0.419166666666667
C2orf48	-2.1615
ZNF287	-0.4435
DAAM2	-0.68025
DPPA2	-0.803666666666667
TCTN3	-0.0213333333333333
DNAJB11	0.6865
FPR1	4.22875
DEFB4	0.787
PTCD2	-2.0734
SMOC2	4.3095
CABP7	2.292
SERPINB11	-0.106
MAGEF1	0.42875
NDE1	-0.110666666666667
ITGA10	-0.6685
FSHB	-0.324
ANXA2	0.0185
HORMAD2	0.0975
HLCS	1.3515
MCF2L	1.29075
FH	-0.819875
TBC1D24	2.8525
KIAA1505	1.5225
LGALS2	0.359
CNBD1	-0.2755
SYNPO2L	0.13225
PTPN23	0.0217142857142857
C1orf183	-0.401166666666667
MAGEA8	-1.966
DGCR8	-0.00987500000000001
GSR	-0.28475
PAQR7	0.0255
ZNF676	0.2605
CACNA1C	0.2988
SP7	0.17
PDCD6	-0.68725
NRN1L	-1.17
BRI3BP	-0.304083333333333
KIAA1183	0.43175
ASB4	0.58725
CCL23	0.7545
OBSL1	-1.55675
SLC12A7	-0.496083333333333
KIAA0240	1.374625
CD1B	-2.10633333333333
FCGR2A	1.319125
MDC1	-0.53675
HTR1A	0.934166666666667
OCEL1	0.3895
ATP11B	-0.34525
FBXO34	-0.0246666666666667
PCDH12	4.168
RPE	-0.3855
C17orf74	0.1575
CSDC2	0.511
PET112L	-0.159
TMBIM1	-0.853625
P2RXL1	-0.0805
TCHP	-0.89775
TRMT1	-0.386666666666667
F2RL2	-2.5115
LRRC32	3.52583333333333
IMPG2	0.3215
BGLAP	0.892
LOC493869	-0.90825
MRAS	3.496375
SLC35F5	-0.856
CBWD1	-1.21
AXL	-2.9375
ATP2C2	1.62625
TELO2	0.3775
PNPLA3	-1.206
PCDHB14	0.23325
CD276	0.378
KRT80	-0.961
DUSP28	-1.0885
CSNK1E	0.101583333333333
SRP14	-0.5215
KCNQ4	0.605
KRT72	0.6
CCDC117	-0.135125
C6orf89	-0.2985
TUBB2B	-3.06683333333333
RTN4IP1	-1.24925
CR1L	-2.5705
CEND1	0.89875
C12orf41	-2.38183333333333
RNF31	0.816
UBN1	0.541333333333333
C17orf32	-0.724875
SLC5A7	0.364
GPR92	0.708833333333333
ESAM	2.5335
CTNNA1	0.353
HRBL	0.357
CBX4	0.13675
TMEM182	-1.268
SH3TC2	0.638333333333333
IL10	0.436
PXMP4	0.856
RNF167	-0.2446
PAK7	1.644
ETV3	0.438
ATPIF1	0.156833333333333
LOC554207	-1.64283333333333
OR8H1	0.34975
WDFY3	0.231875
DPM1	-2.61825
GPSM1	0.161
WDR92	-0.5811
LRP1	0.570166666666667
ANKH	-0.985125
THUMPD3	-1.184
POLR1B	-0.848
OLFM4	7.1485
RAD9B	-0.8085
TSPY2	-3.31
PAX6	-2.1
SCG2	-1.70325
SLC17A6	-0.0255
FMO3	7.540125
PADI4	0.5065
TUBB4	-0.5961
NLK	-0.501
POU4F3	-0.5595
SDF4	0.2045
ITGBL1	0.605666666666667
NETO1	-1.642125
TAP2	0.464625
ABBA-1	1.05233333333333
GNAI1	0.37925
VPS4B	-1.8635
NOPE	-1.3102
GALNT6	2.00166666666667
SESN1	-1.660625
GBE1	-2.10977777777778
CLASP1	0.99925
RASGEF1B	1.33875
ACOT11	-0.214428571428571
AFAP1	1.4645
OR2H2	0.43075
DPY19L2P1	-1.07225
DZIP1	-1.67525
SEC22C	-1.1625
GPR161	0.179666666666667
RNF146	0.05175
WDR74	-0.914
GALP	-1.642
PURA	2.15
DNPEP	-0.232083333333333
RP11-78J21.1	-1.834
ERBB2	1.6755
FANCM	-1.03675
NEO1	1.4515
DDX3Y	-4.9252
RPS3A	-1.089125
MXRA7	-0.454071428571429
LGALS3	0.4105
GLT8D1	-0.917
CFL2	-1.74616666666667
UPB1	0.41025
NAP1L5	0.261375
CLDN14	-0.751
DHX38	-0.79875
BTBD1	-2.0645
TARS2	0.4395
ABCF1	-0.0465
FCF1	-0.467833333333333
LRRC49	-0.98825
GUCY1B2	-0.394
C1orf177	0.293
SMARCA4	-0.527285714285714
LRP8	1.07966666666667
TAGLN3	-1.67975
MRPL14	0.24925
TTRAP	-0.53175
ZDHHC20	0.9075
NFE2L3	-0.7165
KIAA1377	-0.890625
PALMD	2.0501
TMEM43	-0.2045
TTL	-1.145875
STAT5B	-1.45233333333333
SSB	-1.155
OR10H5	0.1655
SLC22A13	-0.8455
AKAP3	-0.14925
TIMM23	0.183833333333333
OAS2	1.98466666666667
KIAA0423	-1.1005
TRIM11	0.835166666666667
GLIS3	1.88125
TMEM50B	-1.66383333333333
ARHGEF4	-1.026
DEGS1	-0.891363636363636
TBL1XR1	0.147266666666667
G6PD	-1.18625
SP140	1.6038
MUC17	0.0375714285714286
NUDC	-0.9348
DNAJC5B	1.16416666666667
SCARA3	1.0895
CPA3	0.4115
BCAT2	0.03525
MFN1	-0.9747
NRG3	0.714
SNX11	-0.134
PLEKHH1	-0.3135
GPR177	-0.872666666666667
HCFC2	-0.00725
TCAP	-0.22675
MOCOS	-0.1215
C14orf93	0.44
PRDM10	-0.6295
SLC16A4	-0.954083333333333
SRGAP1	1.37516666666667
VIP	0.46625
DUSP27	1.773
LILRA1	0.5357
MC2R	0.297
MGC24103	-1.49625
MBTD1	-1.468
FUT11	-0.6685
USP33	-0.4717
C15orf39	0.14925
MAP3K12	-0.60775
PAAF1	-2.22466666666667
BARHL1	0.211
FLJ16165	0.392
PIWIL2	-3.01825
SYNE1	0.764416666666667
CMTM4	-0.731875
TSPYL1	-1.4318
GUF1	0.4495
TMEM157	-0.2095
WDR44	-1.022
HIST1H3C	0.62475
DKFZp666G057	-0.34
RNPEP	-0.36475
GAS2L2	-0.267833333333333
ADH4	-4.48325
GRPR	-0.408166666666667
FBXL17	2.31025
ZBTB10	-0.07725
Gcom1	-0.979277777777778
HTRA1	0.8504
ZNF585A	0.168166666666667
SLC26A2	1.67278571428571
OTOP3	0.140666666666667
WISP1	2.21088888888889
ATP2B4	-0.231416666666667
FLJ10769	-0.1605
CRAMP1L	-0.459125
CHST12	0.52875
RAB22A	-0.0846666666666667
TARDBP	-0.477285714285714
STAU1	-0.96525
CRB3	1.8775
MIG7	-2.0555
CHMP1A	0.969
ZNF160	-0.381375
B3GALT6	0.479
BARX1	-1.01533333333333
C6orf167	-1.23975
NXNL1	0.4575
DHX29	-0.13775
HADHB	-0.53375
PLXNB2	0.858375
ILDR1	-0.51325
SLC15A3	2.76575
GAS2	-3.30966666666667
C20orf69	0.77825
NUMB	-0.029
TNIP1	0.65675
MESP1	1.5845
PSKH1	-0.3405
NSFL1C	-0.458
RHOG	0.3085
HEY1	-2.20066666666667
KNG1	-1.933875
ITGAX	1.5644
LIN9	-0.038
CANT1	0.149875
XRN1	0.362
CCDC96	1.0674
HEATR6	-1.43483333333333
GNG7	1.3055
RUNX2	0.495625
SOX1	0.7125
FCRL5	2.1954
ZNF99	0.447125
FAM9A	0.34
SNX22	1.38433333333333
MBNL3	0.165333333333333
ODC1	-2.5081
ADORA2B	-3.2725
NR2F6	0.33325
ZFYVE16	-0.872166666666667
SYNJ2BP	0.3376
POLE	-0.479125
E2F2	-0.53725
THRA	0.433333333333333
PTGES2	-1.57516666666667
HIP1R	0.518166666666667
TMUB1	0.492
ENO3	-2.12575
RSPH10B	0.571
CXorf39	1.305125
IRGC	0.34675
GPR109B	-1.2715
FLJ13305	1.3995
LCE3A	-0.404
TNFRSF18	-1.40733333333333
DET1	-0.767
TRPM3	-0.22075
C16orf79	-0.884
FECH	-2.59616666666667
RAP2A	-0.0055
CRIP1	0.376
AZIN1	-0.563375
SLC7A7	3.40425
IL10RA	0.9858
TMEM64	-4.09825
CDC42EP4	0.8172
C16orf58	0.4807
ARG2	1.59975
POU5F1P4	-3.93725
FAM62B	-0.136625
DNAH8	-1.5636
ASH2L	-0.697625
TSLP	-3.73316666666667
CNTNAP5	-0.413166666666667
TMEM16C	-0.51725
IFNA14	0.2965
SLC1A3	0.79525
CABYR	2.03275
BCL7B	-0.4373
NUDT13	-1.26733333333333
C13orf28	0.6625
C1orf53	1.16325
ARL6IP4	-0.3294
RPL35A	-0.3095
EMR3	0.50025
RAB40C	0.420916666666667
SLC41A1	-0.325
LRCH1	-0.4695
LY6G5B	-0.3155
FAM124A	-0.0797142857142857
MGC10981	2.57766666666667
CLIP3	0.4702
MAP4K2	0.642333333333333
CHIC1	-1.26625
SULF1	3.35416666666667
C20orf30	-0.8945
PRDM5	0.37675
ELOVL1	-0.47525
C11orf48	-0.406
SLC39A10	-1.516
KCNV1	0.1515
ACP1	-1.28816666666667
ZMYM2	0.839625
B3GNT6	0.658
C9orf69	0.7605
C2orf15	0.86
C20orf166	-0.248
HSP90AA6P	0.9745
EDG7	-0.356
NEURL	-1.512875
LPL	1.23166666666667
CLEC2D	-0.277428571428571
GRRP1	1.95166666666667
CD8B	-2.9275
HIST1H3D	1.09766666666667
SLC6A12	0.177
FAM27L	0.084
CD84	1.0058
RASA1	-1.9305
PHKG1	0.4615
MAGEA11	-1.701
IMPA1	-2.6365
NPM3	-0.134
RARRES1	5.57775
SH3BP1	0.661875
B3GNTL1	0.577
ARPC5L	0.494833333333333
KLHL26	1.32425
SIM2	-2.448125
GJC1	1.641
C20orf194	0.5555
EXO1	-1.41975
SLC2A2	-2.1555
LOC285074	-0.598
LRG1	1.93125
KIRREL	-0.1345
PIK3R1	2.60592857142857
C4orf34	-0.8955
MAF	-1.56055555555556
ADCY4	4.287
ZMIZ2	2.0515
SLC46A3	1.45266666666667
STAMBP	-0.181
CCDC16	-0.32975
MS4A12	0.204
TCF20	1.23225
LRRC46	-0.3655
C20orf152	-0.8265
MRPS6	-1.642125
ABCB11	-0.2905
KCNC2	0.1655
CDH19	-1.474
C9orf123	-0.545833333333333
SSH3	0.564625
LDLRAD1	-4.235
CCBE1	-0.88675
ZNF135	1.317875
TAAR1	0.1945
WFDC12	0.494
CCDC42	0.462166666666667
FLJ12529	-0.0555
PER1	-0.327166666666667
TIMM50	0.690166666666666
SMARCAD1	-1.28133333333333
FAM26C	0.3535
TP53TG3	-2.01816666666667
SH3RF1	1.994
LMCD1	2.61575
GPR63	0.0665
FLJ21986	-3.0195
AIFM3	-0.66225
MICAL1	-0.5305
BLZF1	0.0955
IQCA	2.341
PCDHGC3	-0.2525
SAC	0.019
BCL6B	2.54616666666667
DDO	-1.23375
MARCO	3.721
DCHS1	0.930166666666667
C1orf170	-0.243166666666667
CD200R1	0.815333333333333
C22orf15	0.244
SEPT11	-0.160166666666667
ADNP	-1.139
UST	2.0837
C13orf34	-1.04066666666667
RFFL	0.264785714285714
APBA3	0.9845
C2orf60	-1.110875
CUTL1	0.9525
PMS1	-1.278375
ZNF689	-2.146
EIF3E	-1.49266666666667
IL9	0.1778
RPL31	0.505875
LY9	0.598833333333333
ATP2B3	-0.01025
KDELR2	0.884083333333333
TFCP2	-0.24925
NLRP12	-1.00975
FLJ45422	1.58875
TLE4	0.3606
ZNF570	0.3575
FLJ43806	-0.4255
TLK2	-0.161
CIR	1.0515
MARS2	-1.104
COL24A1	0.45175
SDF2L1	-0.2145
HIBADH	-0.896
IGFBP3	-2.49164285714286
C12orf23	0.0840000000000001
PSPC1	0.439
C20orf43	-0.5975
TRAV20	0.328
ARHGAP24	0.56275
KIAA1975	-0.376625
C1QA	4.0252
DNTT	-4.64516666666667
C10orf6	-0.0943333333333333
C11orf41	0.190125
HNRPF	0.09175
COL11A1	4.61
UBAP2	0.411333333333333
CDKN2AIPNL	-1.562
C20orf174	3.28375
SPRED2	-1.37475
PLA2G12A	0.3805
ICEBERG	-2.11833333333333
SCN10A	-0.046
C11orf65	-1.2315
GBP5	5.7485
PITPNC1	-1.35266666666667
POU3F3	2.316
NCOA7	2.290125
LIN7C	-0.6559
LOC348840	-1.135
NKX2-2	-2.52425
ANKRD13D	0.994375
LOC123688	-0.73925
FUT2	1.95433333333333
TAAR8	0.662
FZD4	-0.5915
PNMA3	1.89066666666667
OR4L1	0.6965
WIT1	-2.144
EXOC3L	2.93625
ATPBD4	-1.2923
KRBA1	-0.29675
UBXD6	-1.81925
HOXB7	-1.11014285714286
C7orf23	-1.079
UNQ338	4.36
STAB2	1.09675
CDC20B	0.174666666666667
IRF9	2.25175
CENTG1	0.941833333333333
TNPO2	-0.2715
MCPH1	-0.623375
BMS1P5	-0.181
SLC26A7	2.57325
HIST1H3J	1.97025
C9orf3	0.3551
LBH	2.587375
MYO1D	0.57575
PTDSS2	0.12625
NFU1	-0.56475
DEPDC4	-1.94075
WNT7B	0.7347
GLP2R	-0.472833333333333
SETD4	0.4553
DYNLT3	-0.6373
FKBP11	-0.1635
SESTD1	0.868833333333333
FLII	-0.92175
RPS16	0.1544
CHPF	0.7965
CSNK2A1	0.241666666666667
SUMO1P1	-2.2675
FKBP6	-0.14
ZNF214	-1.91166666666667
TWIST1	0.120333333333333
DDX56	-1.262
TRAM1L1	1.1528
EPO	-3.11083333333333
MRPS18B	-0.65325
ZNF682	1.26283333333333
RPL14	-0.816333333333333
MAFF	0.20425
LOC51136	-2.168875
LY96	0.82625
DDX20	-0.03975
ABTB1	-0.098
ARL5A	-0.5369
CCT6A	-0.92425
HEPACAM	-0.981166666666667
EHHADH	-1.834
RBAK	0.0485
CGB1	2.491
ITGB5	-1.2349
YIPF3	-0.13
FKBP2	0.62375
NR1D1	-0.7449
TMEM110	-1.315
NEK2	-1.33416666666667
PRAMEF8	-3.0285
C20orf52	-0.3805
PCDHGA3	-0.203
VWA3B	0.15475
NDUFA5	-0.309625
THAP9	-1.4835
FLVCR2	-0.179166666666667
AP1S1	-1.21225
SMAD6	-1.27025
SAV1	0.48875
SAT1	2.01175
ZNF251	0.7215
ADAMTS7	0.7915
RPP38	0.724
C1orf211	0.764
YPEL2	0.4949
RBMS1	0.175
ZNF445	-0.231833333333333
NRXN2	0.919833333333333
PGBD4	0.073625
UGT2B28	1.80125
WBSCR16	-0.1488
NLRC3	0.786125
ASTL	0.68425
ST6GALNAC1	-3.038
ZADH2	-0.664625
MLLT4	-0.148916666666667
ARL6	-0.631833333333333
MEF2C	1.638
CBFA2T3	-2.479
AFF3	-0.0325
COG7	-0.0831666666666667
MYB	-2.944
PLXNA3	0.283
XRCC2	-1.63966666666667
MMS19	-0.938
ST8SIA5	-0.657875
CHPT1	-2.1435
KIAA1712	-1.19825
OR6X1	0.911
ACTR3	0.05825
UGCG	-0.303
OR4P4	0.307
ZAP70	-2.23475
LPP	1.057125
ZNF485	-0.0919999999999999
PTPRCAP	1.164
IL12RB1	0.3105
ATRX	-0.6339
