Hybridization REF	TCGA-A2-A04X-01A-21R-A034-07
CD52	2.44575
VPS18	1.072625
AP4S1	-0.4
NPBWR1	1.7965
TPK1	0.816
UBA52	-0.408222222222222
RIPK1	1.66233333333333
CPNE3	0.568
HSPC159	-0.439625
C8orf38	0.92975
LRRC4B	0.0735
PARP10	1.5239
ANKRD50	1.825625
CXCL9	8.0795
FGF18	-0.149818181818182
EIF2A	-0.79675
SLC20A2	1.5685
KIAA1549	-0.8875
SPINT1	2.5063
ZNF584	-0.4155
CRBN	-0.125333333333333
ABCF3	0.2085
NCBP1	-0.315166666666667
PLA2G4F	1.34966666666667
PCDH10	-0.75
TTC21A	2.18775
C20orf144	1.161
FGFR1OP2	-0.398333333333333
SLC9A1	0.5529
CHRND	-0.0025
FOXF1	-1.70975
KIAA1467	0.68725
TPO	1.73966666666667
LTF	1.29614285714286
DNAJB9	-0.634
MRPS27	-0.66025
bA16L21.2.1	-0.58975
WBP2	0.642666666666667
MRGPRX3	-1.91133333333333
PRPF18	0.18125
C10orf58	0.558
SMOC1	-1.4089
ADAT3	0.751833333333333
TMEM138	-0.1645
TMEM131	0.080625
TIMM8B	0.20775
MYH7	0.233
ST6GAL2	0.000124999999999991
KIF1C	-0.005
SUHW2	-1.478
PAPSS1	1.24975
CABP2	0.1805
HOXA4	-1.719
ELF2	0.43075
SEMA3D	-0.0686
MC5R	0.7455
OGFR	1.2105
FLJ30092	0.259166666666667
TGFA	-0.0791
MMP17	1.7035
KIF15	-1.0015
CHIA	0.587
CATSPER3	0.2775
CEACAM7	3.99166666666667
PADI2	1.094375
HOXA9	-0.461
LNX2	0.7245
TMEM144	2.47375
HIF1AN	0.61575
METTL7A	-0.103
C6orf165	1.00483333333333
KIAA1468	-0.4205
DSG3	-0.691
ZNF180	0.432333333333333
EIF4E3	2.086
SLC46A1	1.190375
DKK1	-5.27383333333333
ZNF205	1.309
LOC162073	0.714222222222222
COX7A1	5.31825
MAGEA1	-4.76133333333333
NEDD8	-0.0836666666666666
KLHDC5	-0.233166666666667
C3orf19	0.757666666666667
MRPS2	-0.79325
POLR3H	0.559357142857143
ABHD11	0.941
TMEM17	0.22325
PAIP2B	1.2296
MAT1A	-2.5
LGI3	-0.099
THUMPD2	-0.1985
TKTL2	-0.027
XAGE3	-2.34266666666667
CALM3	0.650083333333333
C6orf136	0.307333333333333
KCNC4	0.13
RGS9	0.5695
ACIN1	-0.378666666666667
SPATS1	-0.0295
XKR8	0.9
FAM84A	3.00525
MS4A7	6.20127272727273
AGXT2L2	0.328
OR1F1	-0.2225
SMAP1L	0.0343333333333333
IPO11	0.1245
ZC3H11A	0.5619375
C1orf151	0.10025
RNASEH2A	-0.48975
CCR10	-0.0745
TXNDC11	0.266583333333333
TMEM112	1.04725
MAP1B	-1.58228571428571
NVL	0.811
PKM2	-1.38345
ARC	-0.9405
NUP54	-1.0395
PPFIBP2	3.036
STAT2	1.234375
PTAFR	2.94933333333333
ROBO2	-0.334125
RNF40	0.442166666666667
CCDC135	-0.428333333333333
IFT81	-1.2657
MORF4	-1.01725
TM7SF3	0.46725
OR10H3	0.615
ABP1	0.160125
CHRD	0.147875
PLEKHA8	-0.358166666666667
NCALD	0.820833333333333
OR5AK2	-0.06775
ACCN1	0.473666666666667
SLITRK1	0.06075
ARMET	-0.28825
C9orf52	1.98825
REEP4	-0.8795
MTSS1	1.101375
ADH1B	1.62316666666667
DLD	-1.30925
CDK5	-0.5755
PPFIA1	-0.492625
WFDC3	1.3585
DNAJB12	1.3075
RANGRF	0.175
MLANA	-4.263
AMY2B	0.313
KIAA0319	-0.4175
RPS7	-1.18
JAK3	0.42
ARFGEF1	0.10225
CXCL5	0.19375
TRAPPC4	-0.97825
CETN2	0.5185
HSPC111	-1.492
RHOBTB3	-1.7045
PHLPP	-0.9645
RGS10	1.46225
TMEM58	-0.13475
CHERP	-0.26775
HSP90AB3P	-0.483833333333333
FSTL3	0.0313333333333334
PEX11A	1.50825
OR5V1	0.746
FCN3	4.0465
PTPN3	1.148875
NPTX1	-5.11325
C21orf84	-0.96525
C11orf51	-0.298125
ZBED2	4.35625
FLJ90757	-0.0955
NPY2R	0.2195
PLD3	0.43825
SYT17	2.669
SGSM2	-0.375
OR1A2	0.101
FOXP1	1.785375
SLC5A1	-0.0423333333333333
POFUT1	0.0963
EPHB6	-2.82816666666667
MYO1G	-0.8445
STAC	-2.0227
KLHL17	0.177
RGMA	0.6849
TJP2	-0.2828
FAM114A1	0.798166666666667
SERINC1	0.464916666666667
SLC9A8	-0.309875
PEX19	-0.429875
EDN2	2.3095
PSMD7	-0.781444444444444
C3orf41	-2.38925
UQCR	-0.354375
PPP1R3C	-2.88875
LRP4	-2.49766666666667
TM2D1	-0.36775
TTC17	0.551
C4BPB	-4.518
CCL25	0.5745
ZNF253	-0.0481666666666667
CHRNA9	-3.0785
SOX11	-1.74025
HIVEP3	2.2375
CGN	1.65641666666667
C3orf35	0.150375
PKD2L1	4.74675
SYVN1	0.491125
PDE8B	-2.52375
LOC439951	1.6435
LTC4S	2.96183333333333
MIF4GD	0.276833333333333
SMARCA2	1.908375
TUBGCP6	0.213333333333333
CABLES1	-0.21575
C16orf77	1.18983333333333
ZNF791	0.011
FUT5	-1.618
ADH6	-2.284
P4HB	0.4885
CLDND2	-1.3245
ALKBH8	-0.407
PLAC4	-1.09325
F11R	2.99121428571429
MGC35295	0.2965
PDZD4	-0.188833333333333
LOC389073	0.0413333333333333
FAM80B	-0.548333333333333
PSMB1	0.6455
TXN	-0.4935
VIPR1	2.4879
WBSCR18	0.7616
EXOSC6	-0.268
ACTA2	3.6355
SP5	-2.02225
ANKRD1	-2.6695
DDR1	2.1604
ATP6V1D	0.1015
PTGS1	-2.15916666666667
RNF157	-0.56
DCC	0.65775
SPAG7	-0.02025
FBXO18	-0.187
UBE3C	-0.9049
HOXC6	0.53575
LRP2BP	-0.971333333333333
MYST2	1.57875
PDSS2	-0.38075
ATE1	1.177
ARAF	-0.7335
KLF10	-0.9875
PLA2G2E	0.03725
ASCL1	-0.880166666666667
TSNAXIP1	1.23475
FAM131B	-0.384625
IFNA10	1.4175
NUP43	-1.452875
FAM44B	-1.113625
L1TD1	-4.97183333333333
NMD3	-1.09566666666667
C18orf54	-1.6751
PHOSPHO1	0.3635
RAG2	-0.264
EMILIN3	-0.031
METTL3	-1.43625
VPS13C	0.488125
REXO2	-1.34575
ANXA4	-0.3375
CA1	-1.01075
DCP1B	0.889
TULP3	-0.871833333333333
ATP2A2	-0.402571428571429
ATIC	0.30575
ADAM15	0.654916666666667
NPL	1.844
LGR4	0.3345
UEVLD	0.835666666666667
GAB1	2.1845
SNAI2	-0.480833333333333
ZGPAT	0.6357
SNF1LK	0.76475
DLEU1	-1.292
UBE2Q1	0.843
ZMYM6	0.2601875
JPH3	-1.44116666666667
FAM38A	0.348083333333333
PXK	-0.1595
DENND2D	2.33075
BAX	-0.466916666666666
CP	-2.34645454545455
RPL37	-0.1963
G6PC3	-0.04725
NCOA4	-0.525333333333333
LRRC14	-0.192125
GORASP1	0.4315
FCHO2	0.98825
CYP24A1	-3.1364
FXYD3	3.55425
SMARCAL1	0.71425
ABCB8	-0.322
CCDC44	0.01175
PRDM7	-2.72275
USH1C	-1.11425
DNAH5	1.00483333333333
SRF	-0.245583333333333
MAL2	1.3275
PGPEP1	0.59725
SIN3B	0.229
SEMA3C	0.0353333333333333
GRAMD3	1.505
FBXO10	0.023125
OR5D13	0.3585
FLJ31818	-1.27975
CACNA1I	0.9105
S100A13	0.7065
TP63	1.00628571428571
ANXA11	1.4892
WDR66	1.381375
CSF2RB	0.419
IFI44	2.7995
DACT1	0.898333333333333
ANKRD23	-0.512375
ATP5G1	0.939833333333334
C21orf70	-0.351166666666667
PPWD1	-1.24875
DNAJC13	-0.116
PAH	-5.56816666666667
PTCH2	0.62425
TRMU	-0.7865
CCDC9	0.819
USP3	-0.2719
DCLRE1C	0.2557
FAM55C	1.07225
FRMD4B	1.50175
CYP2R1	0.17
RFPL1	-0.5413
XPO5	-0.8205
ARL6IP2	-1.2275
OSBPL5	1.20425
MMP9	4.43036363636364
KIAA0802	-1.483375
DHRS2	-4.20566666666667
SGEF	1.571
TXNDC10	-1.5038
EXOC6	0.53875
RPS27	1.17516666666667
PNCK	-1.0215
FSTL1	-1.09625
AACS	0.194
SLMAP	1.156
SAMD4A	-0.3608
ABRA	0.05775
SMARCD3	-0.922
PKNOX2	-1.843
A4GNT	0.38
C9orf39	-0.255166666666667
RALYL	0.022
MGC33556	-2.2375
C10orf25	-1.088
BBOX1	1.59825
NHEDC1	1.05875
XDH	-0.2
GCSH	-1.437
EDN1	1.96666666666667
MTERF	-0.53025
CLK4	-0.474125
ZNF799	0.246333333333333
KCNG1	-0.462
CXCR4	1.1265
PTPRR	-1.645
IRAK1	-0.752625
LOC401397	-1.70225
TMSB10	0.161571428571429
CXCL3	-3.3031
TMC4	2.28375
OR7A10	-0.0245
STYK1	2.5955
CHRNA10	0.091
CCNI	0.97925
EP300	0.8685
LOC165186	0.208
HIC2	-2.34275
SDR-O	0.7265
OR2W1	0.334
KCNA6	0.1175
TRIM74	-1.41875
REEP6	-0.833
ATP5G2	0.66825
ERG	0.440875
TMEM42	1.7675
PARN	0.0463333333333333
SOD2	-0.2143125
DIRAS1	-0.2285
PNPT1	-0.519
JOSD3	-1.34225
hCG_40738	-0.331
PDE1C	-2.06525
SEMA4D	0.4715
AGPAT1	0.845166666666667
NOSTRIN	1.918875
MAP3K3	-0.5255
MAX	1.17921428571429
CAPS	0.549333333333333
SERPINA12	-0.0775
OSBPL8	-0.38425
RICS	0.9072
NR4A2	-0.520833333333333
PPCS	1.5115
LONP1	-0.75125
SCYL3	0.985
HERC2P2	-0.331
FIBCD1	0.106
C15orf41	-1.02125
DMC1	-1.2175
C20orf27	-1.49525
RPS6KA5	0.2196
FAHD1	0.196
SLC12A4	0.513
BRCA1	-1.26825
GBL	-0.3405
SLK	0.91
NUDT9P1	-0.602
NOXO1	4.6075
USP52	-0.71625
BAZ1B	0.103375
SLCO2B1	3.3115
BBS12	-0.0726666666666667
LRGUK	-0.475333333333333
TERF2IP	0.44575
COL1A1	4.4255
KIAA0090	0.775375
GRK5	-0.0368333333333333
AP1S2	-2.0899
TMEM52	0.0401666666666667
CA11	-0.592375
OR4A15	0.392666666666667
ACBD3	1.3211
SPAG11B	-0.00262499999999998
PRDM2	0.8833
FOXP3	0.28425
SMYD3	-0.00360000000000001
LOC389199	1.7775
LGI2	0.136
NAPE-PLD	-1
ANKRD6	-0.754
WDR45	0.4665
SHROOM1	0.69025
PSCD3	-0.147
PYY	1.65
KCNC1	-2.3445
ARHGEF9	0.6792
OR8J1	0.24875
GPR55	0.131166666666667
NS3BP	-1.3385
C10orf22	-0.4125
NAT8L	-2.608
DUSP4	1.76216666666667
FOXM1	-1.10433333333333
GRAMD2	0.2969
ZBTB48	0.217333333333333
BUD31	-1.37
PABPC5	0.7695
CCDC41	-0.575
FBXO11	-0.743333333333333
C6orf148	-1.6285
RFXAP	-2.4915
C6orf15	0.0168333333333333
CDK8	-1.775
C6orf70	1.505625
TESSP2	0.4745
ALG2	0.59425
PPP1R3D	2.18525
TPM3	0.638555555555556
SYT13	3.25325
EPB42	-0.696
CETN3	-0.85175
PRY	-0.468
NTHL1	0.206333333333333
POLR2B	-0.6695
RPS28	0.111666666666667
P2RX3	0.7135
LYZL4	1.62025
WBP4	-0.9185
PMM1	-0.46425
C11orf79	0.26275
CBLL1	-0.966
IL1F10	0.5775
VAX2	-0.876
SETDB1	1.5475
LRAP	-2.058
GCLM	-0.524166666666667
CPEB3	3.024
PPM1A	0.52975
INTS1	-0.38625
CAMTA1	0.888916666666667
SAMSN1	-1.451
LOC158830	-0.424333333333333
GMPPA	0.630125
AIPL1	-0.12125
IL24	0.426083333333333
BDKRB1	1.21916666666667
MLF1	0.1535
TAF12	0.06675
ID1	-2.46825
THADA	-0.12325
PIK3CB	0.27575
OR4N5	-0.38
TBC1D17	0.260666666666667
COX8A	-0.59825
CDCA4	-0.5675
C2orf44	-0.782
ZNF534	-0.505
IMMP1L	-0.4445
NIPSNAP3B	-0.075
FTMT	0.407375
PWP2	-0.521
MMP15	-0.6759
DNAH11	-1.114
MTMR14	0.09925
DNAL4	0.38925
IPP	1.18325
TMEM59	1.097
C1orf157	1.119
RGS4	-0.350333333333333
DDX18	-0.437333333333333
SNX6	-0.2615
ZNHIT2	1.39033333333333
NCDN	-0.244333333333333
FLJ33534	-0.59225
RAG1	-1.995125
OR4D10	0.959
PTPN5	0.0998333333333333
POMT1	0.5145
LRRC8A	0.1046
CYP1A1	-1.331
CAPN1	-0.462333333333333
DDHD2	-0.10375
GRIK2	-0.20475
GNRHR	-0.18175
PPBP	0.615
HTR3A	-0.674
SLITRK4	-0.122
ANKRD49	0.0045
BTF3	-0.6787
SARS	-0.567
C13orf18	-0.0998333333333333
CACNB1	0.439615384615385
QKI	-0.382136363636364
SETMAR	0.45875
MAN2B1	1.44766666666667
EML3	-0.60175
ACADL	-0.846
OFD1	0.1045
DEFB114	0.947
CGA	-3.0768
PEX16	0.447
LRRC10	-0.223
GNG12	0.128
C1orf152	0.564
CHRM1	0.629
CD53	1.17375
DBH	-0.54125
TFAP2B	-1.685125
HIST1H2BJ	0.166666666666667
FAM46D	0.841
TMEM11	0.4365
C3orf32	-2.3965
PCCB	-0.70225
IPO13	0.47475
C6orf105	0.64275
COMMD5	0.49125
SUV420H1	-0.3644
LTBR	0.63975
ARHGAP15	-0.551625
HDHD2	-1.05425
TDRKH	1.35783333333333
LOC401052	1.66
PSG4	-1.1675
GNB4	-0.9795
SPATA4	0.79925
SLC9A3	-0.434
OSBP	0.8745
NBPF3	0.117416666666667
DOCK11	-0.9895
SLC39A5	-1.6485
PRR5	1.4226
C10orf63	-0.0411250000000001
SMTNL2	-1.4495
ADRA1A	0.374333333333333
ASAH1	0.9401
DOM3Z	0.8756
GIPR	1.25233333333333
AHI1	-0.451416666666667
NADSYN1	0.335166666666667
RGS14	-1.0496
IL18BP	2.0391
RTN4RL1	1.15225
ARMC6	-0.217
PSMD5	0.391166666666667
HK3	2.1015
OR4S1	0.31325
RSU1	-0.0139
MAD2L1	-2.96677777777778
EIF4A3	-0.49975
DLEC1	-0.304666666666667
E4F1	0.3445
CHMP2B	0.4566
CAMSAP1	-0.6775
RPS21	-0.967666666666667
ARID5A	0.26325
UBE2N	-0.334
IGSF8	-0.238166666666667
MAGEB6	-0.9005
ACAD11	-1.1437
MGC4172	0.5785
LMO4	0.3265
KLKB1	0.05825
HP	-0.6835
HDAC3	-0.99575
SCHIP1	0.61925
CLCA1	0.1695
OLFML2A	1.4345
C1orf112	-2.1055
KIF19	1.26675
HAPLN4	0.015
CXCR7	0.2635
GOT2	0.3152
RAB38	-3.918625
DCX	-1.04075
PPM1H	0.803166666666667
NFYC	1.24858333333333
KIN	-0.02775
ZNF228	0.79975
PLSCR4	1.58933333333333
HIG2	0.18
FAM79B	4.776
C21orf86	-0.3931
KCNK10	0.29875
ZNF738	-0.67025
FSTL5	-0.578666666666667
OR6A2	0.259
OTOA	1.10533333333333
EXOC1	0.106125
AHRR	-3.726375
PDAP1	-1.76016666666667
C19orf6	0.327125
ZAN	0.44475
LY6G6E	-0.254
EIF4E2	0.3705
C20orf198	0.52775
ZNF324	0.42925
CYP3A5	-2.69366666666667
ENTPD7	3.14833333333333
MBOAT5	-0.534166666666667
GJB5	-1.643
TTC13	-0.26525
S100Z	-1.0275
KIAA0664	-0.186833333333333
PDGFRB	1.99558333333333
IL17D	-2.60075
OR56B4	0.271
RDX	-2.31416666666667
SLC34A3	1.53
IL28B	0.8555
JUND	1.91325
CHRNB1	-0.181
CAMK2B	0.148
FETUB	-1.349
CXorf23	1.028375
MRTO4	-0.90525
TTC3	1.0531
NDUFB8	0.0238333333333333
EDG2	-1.87675
SEMA3G	0.98625
IL23A	-1.35
GRHL1	1.0505
LOC441054	-1.191
WDR65	0.7905
PSTK	0.03725
STOML3	0.447666666666667
R3HDM2	-0.2056
C5	-2.43675
SLC2A10	2.3045
C3orf22	1.08275
PAQR3	-1.30992307692308
ANKRD26	-0.305333333333333
HCRTR1	0.538
LOC399947	-0.50575
PSD2	-1.10233333333333
TIGD2	-0.119833333333333
SCRN1	-1.563625
COQ10A	-1.0105
DDI2	-0.042
METTL7B	-0.459166666666667
UCN2	0.9845
FAM92A3	-0.7375
WDR16	-0.327666666666667
ZNF511	0.1465
ZMYM5	-0.58825
POLR3G	-2.442
ZNF586	0.84125
C1orf49	0.106333333333333
TANK	-0.221
RCAN1	0.490166666666667
PELI3	1.57033333333333
LIMD2	0.59825
TMEM189	0.7155
NTN4	2.04975
LOC151300	0.4785
CLEC2A	-0.745
GPR135	0.1275
DPYSL4	-2.9626
JAK2	0.8945
TSHZ1	0.287666666666667
TM9SF4	0.630375
ZNF264	0.921833333333333
SIRPG	2.74525
BICD1	-0.8215
HERC6	3.27366666666667
METTL5	-0.919
CASP1	1.27675
PRRT1	0.322833333333333
PLA2G4C	2.55333333333333
ICA1L	-0.762714285714286
TPTE2	0.353833333333333
OTUD7A	1.53033333333333
AQP11	-1.29025
APOA2	-4.2881
KALRN	-0.8931
SECTM1	2.09366666666667
IFNAR1	0.37
TALDO1	0.81275
RAB11FIP4	-0.91375
EIF5A	-1.2585
FAM49A	1.87725
NEGR1	0.221833333333333
YTHDC2	0.889
EHD2	-1.000125
NCF1	3.5641
SCRT2	2.0235
HOXA5	-0.705833333333333
NUP133	-1.582
FGF12	0.28775
SLMO2	-0.1725
SNTA1	0.814375
CACNG2	0.3435
GCM1	2.009375
ELF1	0.023
TLR5	3.24925
TCFL5	-1.21558333333333
RBMY2FP	-0.329
LOC100125556	0.097125
FAM129B	0.79975
MAP3K7IP1	0.437125
NCK2	0.28
OXA1L	-0.4135
FMO9P	0.3865
ZSCAN12	-0.354
PSMD12	-0.264333333333333
HSCB	0.19725
CLDN10	-3.08525
MGC13053	-0.4915
HPCAL4	-0.801666666666666
ASZ1	-0.275
MEX3D	0.612833333333333
NFAT5	-0.2042
CSPG4LYP1	-0.3805
FBXO3	0.5519
DVL1	-0.216
CMKLR1	3.018
TYMS	-2.875
PEF1	1.017
ZNF750	0.994833333333333
MCM5	0.0609000000000001
MEGF11	-0.82175
KCNK7	0.256
PTP4A3	-0.023
C1QTNF2	-1.21516666666667
OR6S1	0.111
FAM122B	-0.58475
ZNF551	-0.02275
HBQ1	-2.3745
GEMIN6	0.4045
ARSK	-0.5705
RBP7	2.2105
CPNE9	0.352
DSC1	-1.1105
LOC730112	-0.413
MAP2K4	0.755625
HS3ST5	-1.648
EPB41L3	0.50875
TEKT2	-1.146
CDKN2B	0.759416666666667
ZNF480	0.2455
MAP3K6	1.1039
MAP6	0.520833333333333
HN1	-0.096
OR2L13	0.203
SLC16A11	0.45025
FAM96A	-1.2075
APOL1	1.77175
C5orf32	0.915
RTP1	-0.377333333333333
RNF175	-1.06625
ZBTB41	-0.3855
AHCTF1	-0.0303
SAE2	-0.5575
ITGA2	-1.5825
MME	-2.21166666666667
CCDC14	-1.507
MAST4	1.56392857142857
KRT33B	-1.0335
KCTD2	-0.2005
WDR26	0.742583333333333
MFI2	-1.2755
NR4A3	-0.38825
ARSA	2.2635
UNKL	-0.790833333333333
SULT6B1	0.3235
CCNA2	-1.8345
SOX15	0.131
PPAPDC1B	1.23416666666667
C19orf44	0.6935
MCAT	0.679416666666667
ARID1B	0.68
OR52N1	-0.1475
C12orf48	-1.47225
MAGI1	-0.681
NIPA2	-0.3535
GBX2	-1.785
RSHL3	0.216875
RAVER1	1.00583333333333
C15orf17	-0.4285
SLC30A2	0.75675
ZNF518	0.1045
PCYT1B	-1.73025
C10orf114	-1.23425
EIF3H	-0.31325
SLC25A39	-0.969
KIF1B	-0.817
AMOTL2	0.25275
C6orf120	-0.187625
PSRC1	-1.62
PLA2G10	0.854625
KIF5C	0.9565
MRPL37	-0.481
C17orf62	0.449833333333333
C9orf135	-0.929166666666667
DUSP10	2.2511
CLCNKB	0.527
PSMA5	0.25625
C8orf53	0.064
AMPD3	0.6975
PIAS1	-0.09525
ADCYAP1R1	0.218
GYLTL1B	0.8435
CDH20	0.3055
FBXO7	0.1815
TMEM134	0.560833333333333
FLJ14213	-0.0175
ZNF3	-1.43
LRRFIP1	0.846208333333333
CNOT2	0.357583333333333
ABI3	3.1045
ALDH5A1	1.1395
HNT	2.1772
SERPINA4	-2.024
TK2	0.756166666666667
STMN1	-0.967555555555555
GUCA2A	0.0873333333333333
GALNT10	1.30128571428571
DPP6	-0.6463
C9orf93	0.646875
PRELID2	-0.918625
STK39	0.146625
SFTPA1	-0.7465
CKS2	-1.29688888888889
RHO	0.392625
C20orf135	0.35175
XKR3	-2.6965
CR1	0.170125
RPS6KA2	-0.0931428571428571
C20orf112	-0.2935
MRPL22	0.0865
C4orf23	0.443833333333333
GADD45B	0.861
KLHDC1	0.4455
C2orf48	-0.9955
ZNF287	1.3105
DAAM2	-1.24175
DPPA2	-3.1535
TCTN3	0.293166666666667
DNAJB11	0.4555
FPR1	3.91225
DEFB4	0.436
PTCD2	-0.417
SMOC2	4.35766666666667
CABP7	0.657
SERPINB11	0.25125
MAGEF1	0.3935
NDE1	1.24516666666667
ITGA10	1.061
FSHB	-0.208
ANXA2	0.182125
HORMAD2	0.4475
HLCS	0.453
MCF2L	0.6225
FH	-1.266
TBC1D24	1.015
KIAA1505	0.711
LGALS2	0.28175
CNBD1	0.1315
SYNPO2L	1.691
PTPN23	0.254071428571429
C1orf183	0.464333333333333
MAGEA8	-2.2245
DGCR8	-1.295875
GSR	0.20675
PAQR7	-0.1505
ZNF676	-0.5535
CACNA1C	0.2163
SP7	0.575
PDCD6	-0.6695
NRN1L	-0.508
BRI3BP	0.273916666666667
KIAA1183	0.363
ASB4	0.474
CCL23	1.2029
OBSL1	-2.424375
SLC12A7	0.0766666666666667
KIAA0240	1.469375
CD1B	-2.7025
FCGR2A	1.617625
MDC1	-0.926
HTR1A	0.592
OCEL1	0.72325
ATP11B	-0.1928125
FBXO34	0.0095
PCDH12	3.91516666666667
RPE	-0.73025
C17orf74	0.0305
CSDC2	0.168666666666667
PET112L	0.65525
TMBIM1	0.426625
P2RXL1	-0.30925
TCHP	-0.13375
TRMT1	-0.978
F2RL2	-0.0744166666666666
LRRC32	2.54783333333333
IMPG2	0.1285
BGLAP	-0.6085
LOC493869	-0.244
MRAS	1.865375
SLC35F5	1.158
CBWD1	-0.717
AXL	-2.3175
ATP2C2	3.35425
TELO2	0.03125
PNPLA3	-2.9435
PCDHB14	0.7825
CD276	0.54125
KRT80	0.91775
DUSP28	-0.1835
CSNK1E	-0.347583333333333
SRP14	0.7985
KCNQ4	-0.1255
KRT72	0.7065
CCDC117	0.64775
C6orf89	0.0427222222222222
TUBB2B	-2.88616666666667
RTN4IP1	-1.031
CR1L	-3.034
CEND1	0.951
C12orf41	-0.6705
RNF31	0.35225
UBN1	-0.142
C17orf32	0.622625
SLC5A7	0.2275
GPR92	0.830166666666667
ESAM	2.5291
CTNNA1	0.55825
HRBL	0.0769
CBX4	-0.8205
TMEM182	-0.7555
SH3TC2	-1.96933333333333
IL10	0.849333333333333
PXMP4	2.4535
RNF167	0.3482
PAK7	0.123
ETV3	-0.183
ATPIF1	0.287666666666667
LOC554207	-1.58516666666667
OR8H1	0.212
WDFY3	0.900875
DPM1	-0.7505
GPSM1	-0.81
WDR92	-0.3004
LRP1	0.698333333333333
ANKH	-1.416
THUMPD3	-0.7405
POLR1B	-0.822
OLFM4	0.432333333333333
RAD9B	0.47125
TSPY2	-1.9195
PAX6	-2.0085
SCG2	-3.316625
SLC17A6	0.169
FMO3	3.041625
PADI4	-0.140125
TUBB4	-0.8733
NLK	0.19225
POU4F3	-0.08
SDF4	0.397
ITGBL1	1.63683333333333
NETO1	-1.445125
TAP2	0.925
ABBA-1	0.0943333333333334
GNAI1	-0.87725
VPS4B	-0.81775
NOPE	-0.4094
GALNT6	4.38983333333333
SESN1	0.4255
GBE1	-2.10366666666667
CLASP1	0.45625
RASGEF1B	0.983
ACOT11	-0.314642857142857
AFAP1	-0.329
OR2H2	0.3865
DPY19L2P1	-1.22875
DZIP1	-2.40375
SEC22C	-0.334083333333333
GPR161	-1.137
RNF146	-0.08425
WDR74	-0.751625
GALP	-0.0955
PURA	0.92425
DNPEP	0.502916666666667
RP11-78J21.1	-1.391
ERBB2	4.842125
FANCM	-0.483666666666667
NEO1	1.283
DDX3Y	-4.5634
RPS3A	-0.207875
MXRA7	-1.32635714285714
LGALS3	-0.0598333333333333
GLT8D1	-0.19075
CFL2	-2.6725
UPB1	-0.049
NAP1L5	0.164375
CLDN14	-1.0895
DHX38	-0.6665
BTBD1	-0.81
TARS2	2.2305
ABCF1	0.1221
FCF1	-0.234333333333333
LRRC49	-1.2835
GUCY1B2	-1.72
C1orf177	-0.0191666666666667
SMARCA4	-0.616928571428571
LRP8	-2.85733333333333
TAGLN3	-1.54366666666667
MRPL14	0.8885
TTRAP	0.4355
ZDHHC20	-0.15075
NFE2L3	-1.55275
KIAA1377	1.10325
PALMD	0.3511
TMEM43	-0.50775
TTL	-0.895625
STAT5B	-0.860666666666667
SSB	-0.78775
OR10H5	-0.022
SLC22A13	-0.79375
AKAP3	-0.695
TIMM23	0.0653333333333333
OAS2	3.76758333333333
KIAA0423	0.00624999999999999
TRIM11	-0.566666666666667
GLIS3	0.609875
TMEM50B	0.3955
ARHGEF4	0.01425
DEGS1	-0.0692727272727273
TBL1XR1	0.551166666666667
G6PD	-1.615
SP140	2.0816
MUC17	0.265285714285714
NUDC	-0.2689
DNAJC5B	2.27083333333333
SCARA3	-2.05583333333333
CPA3	6.178
BCAT2	0.333375
MFN1	-0.0589
NRG3	-0.4025
SNX11	2.89275
PLEKHH1	-1.12916666666667
GPR177	0.0866666666666667
HCFC2	0.81875
TCAP	0.94025
MOCOS	-1.26275
C14orf93	0.02525
PRDM10	-0.316666666666667
SLC16A4	-1.40283333333333
SRGAP1	0.976333333333333
VIP	0.3195
DUSP27	-0.4225
LILRA1	0.8611
MC2R	0.486
MGC24103	-3.399
MBTD1	-0.3395
FUT11	0.0836666666666667
USP33	0.1207
C15orf39	-0.19975
MAP3K12	-0.37225
PAAF1	-0.5875
BARHL1	-0.28
FLJ16165	-0.891
PIWIL2	-2.452
SYNE1	0.385416666666667
CMTM4	0.483125
TSPYL1	-0.4282
GUF1	0.836166666666667
TMEM157	1.574
WDR44	0.82675
HIST1H3C	-0.55525
DKFZp666G057	0.37325
RNPEP	-0.604
GAS2L2	-0.2015
ADH4	-4.8955
GRPR	0.460833333333333
FBXL17	1.969
ZBTB10	0.187416666666667
Gcom1	-0.0631666666666666
HTRA1	0.747
ZNF585A	-0.150833333333333
SLC26A2	-0.105
OTOP3	0.138166666666667
WISP1	2.05755555555556
ATP2B4	-1.11941666666667
FLJ10769	-0.0995
CRAMP1L	-0.821
CHST12	-0.62025
RAB22A	0.438583333333333
TARDBP	-0.252285714285714
STAU1	0.688
CRB3	2.525
MIG7	-2.2775
CHMP1A	0.204166666666667
ZNF160	-0.171125
B3GALT6	0.47225
BARX1	-1.0665
C6orf167	-1.4443125
NXNL1	0.39
DHX29	0.7185
HADHB	-0.472
PLXNB2	1.349
ILDR1	-1.34575
SLC15A3	3.64075
GAS2	-4.28083333333333
C20orf69	-0.768
NUMB	-0.05
TNIP1	0.171
MESP1	-1.12766666666667
PSKH1	-0.318
NSFL1C	0.67975
RHOG	0.51175
HEY1	-1.5805
KNG1	-1.455625
ITGAX	2.2158
LIN9	-0.555333333333333
CANT1	0.634125
XRN1	0.521214285714286
CCDC96	1.6691
HEATR6	1.74133333333333
