Hybridization REF	TCGA-AN-A0XP-01A-11R-A109-07
FCF1	0.149666666666667
LRRC49	0.01275
GUCY1B2	-1.9805
C1orf177	-0.124666666666667
SMARCA4	-0.464857142857143
LRP8	-3.83866666666667
TAGLN3	-1.7
MRPL14	0.4615
TTRAP	-0.04725
ZDHHC20	0.184
NFE2L3	-1.47675
KIAA1377	0.859875
PALMD	0.4005
TMEM43	-0.60175
TTL	-1.708
STAT5B	-0.962
SSB	-1.027625
OR10H5	0.571
SLC22A13	-1.02675
AKAP3	-0.68775
TIMM23	-0.114166666666667
OAS2	4.2005
KIAA0423	0.87275
TRIM11	1.028
GLIS3	1.2495
TMEM50B	1.20683333333333
ARHGEF4	-1.244125
DEGS1	-0.503636363636364
TBL1XR1	1.20483333333333
G6PD	-1.58425
SP140	1.0187
MUC17	0.0235
NUDC	-0.2456
DNAJC5B	0.638666666666667
SCARA3	-0.463666666666667
CPA3	5.03233333333333
BCAT2	0.2055
MFN1	-0.9044
NRG3	0.2045
SNX11	0.8455
PLEKHH1	-0.9655
GPR177	-1.65466666666667
HCFC2	0.42275
TCAP	-1.70825
MOCOS	-1.72825
C14orf93	0.01375
PRDM10	0.235333333333333
SLC16A4	0.446666666666667
SRGAP1	-0.8605
VIP	0.72975
DUSP27	0.935
LILRA1	0.3928
MC2R	-0.1755
MGC24103	-1.053
MBTD1	-1.3085
FUT11	-0.435
USP33	0.0361
C15orf39	-1.18975
MAP3K12	-0.459375
PAAF1	-0.277
BARHL1	-0.289
FLJ16165	-0.196
PIWIL2	-2.70725
SYNE1	0.123666666666667
CMTM4	-0.2495
TSPYL1	0.694
GUF1	-0.125666666666667
TMEM157	1.4175
WDR44	0.172
HIST1H3C	0.24125
DKFZp666G057	0.63275
RNPEP	0.14875
GAS2L2	0.334
ADH4	-4.86275
GRPR	1.68283333333333
FBXL17	2.998
ZBTB10	-0.958916666666667
Gcom1	0.614333333333333
HTRA1	2.1765
ZNF585A	0.129833333333333
SLC26A2	0.869357142857143
OTOP3	0.193833333333333
WISP1	2.25244444444444
ATP2B4	-0.568333333333333
FLJ10769	0.73825
CRAMP1L	-0.526125
CHST12	-0.419
RAB22A	0.910833333333333
TARDBP	-0.402857142857143
STAU1	0.62625
CRB3	2.73783333333333
MIG7	-2.33325
CHMP1A	-0.2835
ZNF160	-0.2175
B3GALT6	0.17425
BARX1	-1.0465
C6orf167	-1.6768125
NXNL1	-0.1495
DHX29	0.649
HADHB	0.00525
PLXNB2	1.1665
ILDR1	0.1575
SLC15A3	3.8185
GAS2	-4.25916666666667
C20orf69	-1.0235
NUMB	0.14375
TNIP1	0.158125
MESP1	1.05016666666667
PSKH1	-0.481
NSFL1C	0.5235
RHOG	0.20225
HEY1	-1.96483333333333
KNG1	-1.901125
ITGAX	0.7684
LIN9	-1.06066666666667
CANT1	1.047625
XRN1	0.621285714285714
CCDC96	1.831
HEATR6	-0.9255
GNG7	0.33425
RUNX2	1.359125
SOX1	0.692
FCRL5	-0.117
ZNF99	0.356875
FAM9A	0.694
SNX22	0.2645
MBNL3	-3.07183333333333
ODC1	-3.0728
ADORA2B	-2.50983333333333
NR2F6	0.8105
ZFYVE16	0.0373333333333334
SYNJ2BP	1.7269
POLE	-1.348625
E2F2	-1.618625
THRA	-0.0165
PTGES2	-0.510333333333333
HIP1R	1.16866666666667
TMUB1	0.195
ENO3	-2.32575
RSPH10B	0.4175
CXorf39	1.213875
IRGC	0.14725
GPR109B	-0.13075
FLJ13305	-2.189
LCE3A	-0.8855
TNFRSF18	0.1775
DET1	0.67175
TRPM3	-0.670454545454545
C16orf79	-1.6005
FECH	-0.876
RAP2A	-0.772166666666667
CRIP1	3.63966666666667
AZIN1	-0.62025
SLC7A7	3.33325
IL10RA	-0.2322
TMEM64	-3.7775
CDC42EP4	0.6525
C16orf58	0.1811
ARG2	-2.7265
POU5F1P4	-4.265
FAM62B	-0.588375
DNAH8	-2.057
ASH2L	0.07325
TSLP	-4.23733333333333
CNTNAP5	-0.538833333333333
TMEM16C	-0.75175
IFNA14	0.176
SLC1A3	-0.32925
CABYR	1.83125
BCL7B	-0.2016
NUDT13	-1.047
C13orf28	-0.0395
C1orf53	2.072
ARL6IP4	0.262
RPL35A	0.24675
EMR3	0.4645
RAB40C	0.264583333333333
SLC41A1	-0.400666666666667
LRCH1	-0.50475
LY6G5B	-0.7945
FAM124A	-0.735857142857143
MGC10981	-3.4905
CLIP3	0.1671
MAP4K2	-0.0593333333333333
CHIC1	0.44875
SULF1	3.97016666666667
C20orf30	0.466785714285714
PRDM5	-0.57475
ELOVL1	0.21575
C11orf48	-0.1835
SLC39A10	-0.46525
KCNV1	0.09425
ACP1	-0.807833333333333
ZMYM2	-0.331875
B3GNT6	-0.3255
C9orf69	-0.053
C2orf15	0.50675
C20orf166	0.507
HSP90AA6P	-0.5635
EDG7	-1.502
NEURL	0.232625
LPL	0.0311666666666666
CLEC2D	-0.605142857142857
GRRP1	1.45083333333333
CD8B	-2.9592
HIST1H3D	0.016
SLC6A12	0.459125
FAM27L	0.064
CD84	1.2683
RASA1	-0.5615
PHKG1	-0.5385
MAGEA11	-1.6155
IMPA1	-1.4299
NPM3	-1.74575
RARRES1	1.145
SH3BP1	0.343875
B3GNTL1	0.074
ARPC5L	-0.152166666666667
KLHL26	0.44875
SIM2	-1.10075
GJC1	0.891
C20orf194	0.6055
EXO1	-2.7625
SLC2A2	-3.19283333333333
LOC285074	-0.78675
LRG1	3.42425
KIRREL	0.8525
PIK3R1	2.16164285714286
C4orf34	1.575
MAF	-0.527777777777778
ADCY4	4.14666666666667
ZMIZ2	0.3573
SLC46A3	2.27666666666667
STAMBP	-0.647833333333333
CCDC16	0.04225
MS4A12	0.499
TCF20	-0.34525
LRRC46	2.463
C20orf152	-0.87
MRPS6	-1.174125
ABCB11	0.439
KCNC2	1.1465
CDH19	-2.6495
C9orf123	0.226666666666667
SSH3	1.793125
LDLRAD1	-0.4185
CCBE1	0.447
ZNF135	2.14525
TAAR1	0.237
WFDC12	-1.4025
CCDC42	-0.122666666666667
FLJ12529	-1.11025
PER1	-0.593166666666667
TIMM50	-0.423166666666667
SMARCAD1	-0.625333333333333
FAM26C	-0.197
TP53TG3	-2.12383333333333
SH3RF1	2.047
LMCD1	1.7225
GPR63	-1.0665
FLJ21986	-2.743375
AIFM3	0.7695
MICAL1	0.3915
BLZF1	1.4085
IQCA	1.76466666666667
PCDHGC3	-0.132
SAC	0.13825
BCL6B	2.48
DDO	1.84
MARCO	2.85925
DCHS1	1.18333333333333
C1orf170	-0.622166666666667
CD200R1	0.4165
C22orf15	-0.1915
SEPT11	-0.100333333333333
ADNP	0.26625
UST	-1.453
C13orf34	-1.0195
RFFL	0.4535
APBA3	-0.0115
C2orf60	-0.64725
CUTL1	0.0517
PMS1	-1.22675
ZNF689	0.3115
EIF3E	-1.20866666666667
IL9	-0.000500000000000019
RPL31	-1.1165
LY9	-0.714333333333333
ATP2B3	0.0895
KDELR2	0.294458333333333
TFCP2	-0.205625
NLRP12	1.39325
FLJ45422	0.45275
TLE4	-1.1495
ZNF570	-0.626
FLJ43806	-0.391
TLK2	-0.474125
CIR	0.3445
MARS2	-1.1955
COL24A1	0.71575
SDF2L1	0.5135
HIBADH	-0.946666666666667
IGFBP3	-2.04457142857143
C12orf23	0.607375
PSPC1	-0.1765
C20orf43	0.53
TRAV20	-0.276
ARHGAP24	0.047875
KIAA1975	-1.6225
C1QA	3.8756
DNTT	-4.344
C10orf6	-0.136416666666667
C11orf41	0.604125
HNRPF	0.108375
COL11A1	7.37316666666667
UBAP2	-0.6685
CDKN2AIPNL	-0.803
C20orf174	0.86475
SPRED2	-0.015
PLA2G12A	0.135166666666667
ICEBERG	-2.50333333333333
SCN10A	0.9765
C11orf65	1.24625
GBP5	4.17125
PITPNC1	-2.03883333333333
POU3F3	2.888
NCOA7	0.03025
LIN7C	-0.1336
LOC348840	-0.9
NKX2-2	-3.15466666666667
ANKRD13D	0.74175
LOC123688	1.08825
FUT2	3.07533333333333
TAAR8	-0.328
FZD4	0.06075
PNMA3	-1.008
OR4L1	0.361
WIT1	-1.9785
EXOC3L	2.4155
ATPBD4	-0.7487
KRBA1	-0.939
UBXD6	0.472
HOXB7	0.213714285714286
C7orf23	-0.7995
UNQ338	0.2105
STAB2	0.16925
CDC20B	0.09475
IRF9	2.908
CENTG1	0.0970833333333333
TNPO2	-0.9195
MCPH1	0.310375
BMS1P5	-0.93025
SLC26A7	0.022
HIST1H3J	1.1075
C9orf3	-0.1454
LBH	2.10875
MYO1D	0.473375
PTDSS2	-0.35525
NFU1	0.69025
DEPDC4	-1.51425
WNT7B	2.064
GLP2R	-0.401333333333333
SETD4	-0.3652
DYNLT3	-0.0887
FKBP11	0.3185
SESTD1	2.134
FLII	-0.43075
RPS16	-0.0416
CHPF	0.144
CSNK2A1	0.0378333333333333
SUMO1P1	-0.77975
FKBP6	-0.9755
ZNF214	1.13666666666667
TWIST1	-0.643833333333333
DDX56	-0.409833333333333
TRAM1L1	1.4609
EPO	-2.4965
MRPS18B	-0.49075
ZNF682	0.157166666666667
RPL14	-0.280666666666667
MAFF	-0.6705
LOC51136	-0.76025
LY96	0.21575
DDX20	-0.66
ABTB1	0.446333333333333
ARL5A	-0.3151
CCT6A	-1.52575
HEPACAM	-1.51366666666667
EHHADH	-0.777833333333333
RBAK	0.431666666666667
CGB1	0.579
ITGB5	1.0938
YIPF3	0.434
FKBP2	0.69025
NR1D1	0.446
TMEM110	1.616
NEK2	-2.64666666666667
PRAMEF8	-2.69275
C20orf52	0.805
PCDHGA3	-1.652
VWA3B	0.11225
NDUFA5	0.934125
THAP9	-1.1805
FLVCR2	-0.563666666666667
AP1S1	-0.9715
SMAD6	-1.07875
SAV1	0.3455
SAT1	0.459
ZNF251	-0.181
ADAMTS7	0.9845
RPP38	0.05
C1orf211	-1.8485
YPEL2	2.2504
RBMS1	-0.66975
ZNF445	-0.0376666666666667
NRXN2	0.330833333333333
PGBD4	-0.14025
UGT2B28	-0.4275
WBSCR16	-0.7656
NLRC3	-0.2915
ASTL	0.45025
ST6GALNAC1	-2.894
ZADH2	-0.848125
MLLT4	0.330083333333333
ARL6	-0.268666666666667
MEF2C	0.79975
CBFA2T3	-0.1685
AFF3	1.74235714285714
COG7	0.2545
MYB	0.515
PLXNA3	0.171
XRCC2	-1.4485
MMS19	-0.33125
ST8SIA5	-1.274625
CHPT1	0.941333333333333
KIAA1712	-0.137875
OR6X1	-0.564
ACTR3	-0.975625
UGCG	2.46833333333333
OR4P4	0.363
ZAP70	-3.171
LPP	1.669125
ZNF485	0.21975
PTPRCAP	-0.79225
IL12RB1	0.23175
ATRX	-0.1094
CHST8	2.810125
C14orf109	0.44525
ARV1	1.464
NMB	-1.0975
COX5A	-0.295166666666667
EIF6	0.4145
MPPED2	-1.2235
SEMG1	-0.718
CHRDL1	-0.835
TRAF3IP2	1.2885
WNK2	-0.05225
LILRA4	2.521
LAMA2	3.419
PXT1	-0.201
RLBP1	-2.423
CD300C	0.04
SLTM	-0.58975
FLJ10404	-0.2180625
APOBEC3D	-1.60533333333333
RENBP	0.641
ATXN7L1	0.781
NID1	0.30425
TUBGCP3	-1.405125
ITIH5	0.926222222222222
CCDC110	2.53825
C8A	-2.29925
MGC87042	-0.74725
HOXC13	-2.4175
TFDP2	-0.86
HCP5	2.266375
POLI	-0.29625
UCN	-0.954833333333334
ZNF764	0.288833333333333
C8orf45	0.554
FHL3	-0.3675
SPATA5L1	-0.448
MMRN2	2.988
NDST1	1.5015
COL20A1	-0.3285
ZNF248	-0.992833333333333
PELP1	-0.938
MBL2	-2.63683333333333
RNF41	0.133
C5orf24	1.0725
THOC5	-0.571125
SERINC3	1.28816666666667
RP11-151A6.2	0.75975
CDCP2	-0.30025
HIST1H2AA	0.02975
C11orf75	-0.160333333333333
FKBP7	-0.039
DDOST	0.025
GPNMB	0.0956666666666667
TTF2	-1.25933333333333
KCNT1	-0.261833333333333
SLC39A14	-0.863375
NGRN	0.5178
GPR137B	2.791
MECP2	-0.15675
PSMA1	-0.08625
C16orf73	-5.2435
TMEM60	0.4235
CSN3	0.7905
NOS1	0.221333333333333
RAB7L1	0.515
YBX2	-1.4745
KIAA1166	0.125875
FUBP3	-1.328
ABCG1	1.9885
ACACA	0.0386666666666667
ARL11	1.03211111111111
ATOH1	-0.532
ODF1	0.0996666666666667
CREB3L3	-1.84916666666667
TMEM127	1.39985714285714
DSCAML1	-1.3885
PLN	3.66666666666667
LYPLA1	0.343083333333333
PRDM9	-2.423
SASP	-0.40925
PLUNC	0.859333333333333
INTU	0.69175
HISPPD1	-0.207
LNPEP	0.776833333333333
YARS2	-0.752166666666667
APCDD1L	-0.747
ZCCHC4	-0.8368
FBXO22	-0.712833333333333
TTLL13	0.004
ZNF669	0.9655
PTGDR	1.92925
DDX27	-0.24225
KIAA0409	0.2495
GJB6	-0.1365
ASB8	1.008
PLP2	-0.425333333333333
MEPE	1.00575
OR10J5	-0.746
KRT222P	1.497
COQ7	0.7865
C1orf101	1.602
RERG	3.2079
CHMP5	0.78025
THAP11	-0.286
ZNF43	0.187333333333333
ZRANB3	-1.61816666666667
KRT13	-0.88675
MRPL19	-0.39625
RBBP9	0.50625
SPATA17	1.93275
BXDC5	-0.102333333333333
PAFAH1B1	-0.677916666666667
MAGEE1	0.45925
OSTF1	0.4785
KIAA0323	0.56475
TXNDC13	-0.274833333333333
CNTN4	-0.628
LCE1B	2.3035
UNQ501	1.2445
ZNF154	0.78775
C3orf64	-0.6495
SYT5	0.2371
PON1	-0.0823333333333333
FLJ10357	-0.408875
ATP4A	-1.548
GNPDA1	-0.365333333333333
MGAT1	1.04566666666667
C14orf121	0.027
SLC35B2	0.12275
MIER3	0.1785
CHEK1	-3.57225
ZNF8	0.076
TXNDC1	-0.679166666666667
CKB	-0.8791
RTN3	0.741142857142857
FZD2	-0.768666666666667
PART1	-0.97525
PSMB6	-0.88625
PCDHB8	-1.5475
PHC3	0.3741
PPP1R8	-0.908333333333333
NOVA2	1.61983333333333
TNFRSF11B	-3.148625
GOLPH3	0.351666666666667
UBLCP1	-0.7965
SUHW3	-0.76025
TTLL1	1.31925
OPN4	0.2275
OR13G1	0.644
ZPBP2	0.0615
HSD17B11	-2.318875
C9orf50	0.053
DHDDS	0.3065
CTSW	0.4478
NEFM	-1.95933333333333
MRPL28	-0.50075
SYN1	1.46
PIGV	0.169
ZIM2	-1.41575
APBB1	0.1685
SND1	-0.81825
C1orf123	-0.315333333333333
CHD3	-1.054
BHLHB8	0.04375
RNASE2	-0.211666666666667
BCAP31	0.466125
SLC25A44	0.701833333333333
CHD6	0.7084
PIB5PA	2.10823076923077
SELS	0.58625
LOC541471	0.360625
FAT2	-4.116
ZNF81	0.462
OR4C16	0.033
FLJ10081	0.2428
LRRC4	1.6985
CS	-0.800666666666667
N4BP2	-0.36925
IGFBP7	2.86825
ZNF318	-0.130666666666667
NDNL2	-0.104125
ZNF609	0.712125
SIRT4	0.329
EXOSC10	-0.14025
ECE2	0.2805
OVGP1	-0.4745
GTPBP3	-0.89625
PACS2	0.5054
C19orf36	0.144166666666667
ARL4C	-0.76
ATG4B	-0.43875
UBQLNL	1.1485
RHOXF2B	-3.1565
PLEKHG2	-0.4605
GALR1	-0.286
AQP4	-0.342666666666667
HDAC7A	0.236
DCUN1D3	0.46975
OR8A1	-0.011
CCRN4L	-0.082125
CBR4	-0.306833333333333
KIFC1	-2.7685
SLC7A14	-1.09233333333333
LHX5	-0.586
TRPC7	0.0815
LPXN	0.191
SERPINA1	-1.58175
RPS13	-0.1793
BPIL3	0.784
PRKAA1	-1.598
FADS2	-1.1226
ENAH	0.445
PRO1768	0.2485
APBA2BP	0.8965
LIPH	3.04366666666667
C3orf33	-0.7655
RCC2	0.0270714285714286
ALDH1A2	-2.6705
RNF103	1.89825
AHCY	-0.698875
ALG12	1.121
CCL17	-0.2655
ZNF543	0.773
ESRRG	4.2779
CNGA1	-0.99
RDH5	-0.985166666666667
OTX1	-0.1971
PTGFR	-2.202
CDR2	-0.314
SELE	0.939
NLGN2	-1.1035
EXOSC9	-1.1765
ZNF566	0.0888333333333334
KLRC2	-4.1085
GPR12	0.847
KIAA0196	0.2705
PDRG1	0.8265
SSR3	-0.338642857142857
MSI1	-0.703
CST9	0.085
CC2D1A	0.490375
PLAGL1	-0.767222222222222
ZNF778	-0.255
RNF2	0.510375
KLF6	0.420333333333333
THBD	2.71616666666667
tcag7.1314	1.06525
NR5A1	-0.1175
ABCD2	0.066
DNAJC7	-2.351
CLEC4C	0.2305
TM2D3	0.594625
CCDC4	0.157
PLAC2	0.3345
DCD	0.501
FAAH	1.7405
POLA1	-0.642166666666667
TM7SF2	0.314625
FLJ39822	0.585
FLOT2	-0.12675
MAP4K1	-1.09833333333333
SRP68	-0.04625
C21orf74	-0.166
ARPC5	0.551875
LOC126075	2.48
HECW2	0.404125
ZDHHC4	-0.05
ANKRD42	1.7652
PDE9A	-0.773666666666667
ABCA8	-1.68825
NDUFS2	0.77475
UBR5	-0.924
BTBD16	-2.872
LOC554174	0.095
ZNF20	1.2615
KIAA1843	1.2305
WDR17	-1.28114285714286
C15orf33	1.33
RNF113A	-0.23925
CAMKK1	-0.1594
CLCN2	-0.37175
ANXA6	-1.5935
LOC340069	-0.2195
EMID1	0.729875
DPM3	0.156666666666667
ELA1	-0.142
SLC25A13	-0.7923
KRT24	-0.27125
SMPD1	1.127
TH	0.0145
COL6A2	1.40714285714286
ANKS1B	1.39175
GPR126	-3.8812
ZC3H12A	0.432
TMEM47	3.03666666666667
C2orf51	-0.1485
C1orf88	2.07116666666667
HSF2BP	-0.6735
AKAP10	-0.54025
RPAP3	-0.697
KLHDC8B	0.847375
STOM	0.3596
MUPCDH	0.192875
C10orf72	-0.576625
PLEKHA3	0.4565
TCP11L1	-0.37325
CWF19L1	-0.56
SPEF1	2.37015384615385
YSK4	0.203
ELN	1.1567
SAMD8	0.657333333333333
MPI	-0.518166666666667
MEPCE	0.0957
ABCC3	-2.389
NANOGP1	-3.786
KCNK17	0.607125
HLA-DMB	3.91566666666667
RRAGA	1.2305
ANGEL1	-0.30175
RBM32B	-0.317
CPN1	-2.95725
MGC52282	-0.0394
HLA-A	2.62833333333333
OR9G4	0.22
EDNRB	-1.281375
SCD	-1.57364285714286
C14orf80	-0.214166666666667
BAGE2	-0.3065
RABL4	1.2485
RCVRN	-0.976
SHANK1	0.023
NLRP7	-3.50975
CD226	0.50575
STAT3	1.25475
SYNJ2	0.0526
TPCN2	0.4125
WDR36	-0.858833333333333
MBD4	-0.0715
ROBO1	-1.5508
ST3GAL6	-2.739
SLAMF8	2.02116666666667
ATN1	0.908
GPR141	0.605
KRT36	0.4055
TPH1	-0.069
DDX52	0.265
ZSCAN29	0.498833333333333
TRPT1	0.247333333333333
DPEP3	0.74825
DENND4A	-1.24725
TSPAN16	-0.986
PTCHD2	-0.198
LOC145814	-1.23875
CAP1	0.270166666666667
EIF5A2	-0.9434
NT5DC3	-1.634
SEPT9	-0.379625
SEZ6L2	-0.4455
EGFLAM	3.86725
VPS11	0.822375
NDUFB5	0.0065
CIDEA	0.0433333333333333
IER5L	1.17925
N6AMT1	0.664
FAM83C	-0.36625
OXR1	0.631416666666667
IRX1	-0.947
DGKB	0.047
GCN5L2	-1.97175
MIR16	0.59
FBXW9	0.41525
WDR4	-1.79533333333333
PDC	0.0255
VPS33B	0.16775
HEXB	0.2595
FLJ32214	1.17825
TCEB3	-0.5925
CRLF1	-3.37825
ABI3BP	-1.15325
C8orf22	-3.31225
PYCR1	-0.327375
KIAA1706	1.107
CDK5R2	1.18325
WAS	0.054
C12orf60	-0.431
CCBL2	-0.151125
MADD	0.5555
C5orf34	-2.2435
WDR42A	1.0415
KLF12	0.163625
HSPA1A	0.9755
ITM2C	-1.61733333333333
DAPK2	2.14783333333333
LOC442590	-0.0535
SUMF2	-0.013
CENPA	-3.29284615384615
TMED5	0.027375
CDH6	0.6593
BRP44	0.562125
THG1L	-0.40475
GABRA2	-2.018
C14orf166	0.363
MYL1	-1.1605
TNFSF18	-0.065
PAP2D	-2.44616666666667
PPIB	-0.64075
KLHL4	-0.58475
SFN	-0.381333333333333
CCDC127	0.71125
FRAP1	-0.641
GOLGA5	1.307
SDCCAG1	0.261875
MGC21675	0.257666666666667
C10orf95	-0.49925
KIAA1345	-1.21483333333333
C1orf163	-0.672
LACE1	-0.237333333333333
OR10K2	-0.3525
CENPN	-2.4248
TMED2	-0.6045
UGT1A6	-1.0985
ANG	0.05475
U2AF1	-0.950333333333333
CASC2	-0.247333333333333
NMT2	-1.59716666666667
OSGEPL1	-0.260875
DFNB31	-0.6935
SLC6A20	-0.262125
DKC1	-1.51325
FXYD4	-1.40075
WDR64	-0.142
MGC5590	-0.0335
CREBZF	-0.495166666666667
DAZ1	-0.99775
PRPSAP1	-0.54
GCHFR	0.15075
TTC7A	-1.3425
LOC196993	1.97875
UBD	0.0223333333333333
S100A1	-1.221625
RPL6	-0.211
DNAJB6	0.48975
NAGS	1.6781
C2orf58	-0.676
KERA	0.576833333333333
MT1X	-0.605
UBE2B	1.0937
KEAP1	0.86825
MST1	-2.746625
OMA1	0.7025
ABLIM2	1.4665
BCL2L13	-0.136166666666667
JAZF1	0.00949999999999997
TMEM63B	0.0645
S100A8	-1.2182
ARFIP2	1.03275
UROS	1.18675
KHDRBS2	-0.6065
POLQ	-3.018375
SOAT1	-0.07175
SPAG4	-0.98175
MRPS30	1.61916666666667
LOC494141	-0.89675
OR2T11	0.173
ORAOV1	-0.5646
ZNF184	0.173666666666667
TCEB3B	-0.697166666666667
ADAM21	0.026
GDPD1	0.1805
SPINLW1	-0.12
PRR14	-0.254
KCTD9	0.7227
NUDT3	-0.2435
KIAA1822	1.0379
HIST1H4K	2.336
DFNA5	-2.17
GABPA	-0.25525
C14orf44	1.696
POLB	1.872875
PTAR1	-0.619
SEC31A	0.6594
TRIM58	0.7805
TAS2R14	-0.6955
VPS8	0.430125
H1F0	0.613
PRKCB1	-3.88666666666667
UGT2A1	0.3985
TOR1B	0.50075
LSS	-1.29533333333333
C2orf19	0.0685
HNRNPC	0.436571428571429
TMEM100	-2.047
LOC116349	-0.05325
OR51M1	0.504
CCDC142	-0.47175
ISG15	4.5959375
ZCCHC14	-0.645375
CREBL2	0.181125
TGDS	-1.32625
DC2	-0.06025
CACNA2D3	-1.2665
ZNF429	0.2465
LYPD6	0.348333333333333
SUCLG1	-0.251833333333333
OR51I1	-1.293
MAGEH1	1.448
PRPF40A	-0.4065
SMR3A	0.13
SPINK2	-1.74825
THAP2	-0.04
NPY5R	-0.715875
IRF4	-2.727375
SPESP1	1.96166666666667
OR10S1	0.8045
DTD1	-1.31025
TUBE1	-1.48575
DDX19A	-1.1425
PDPN	-0.67025
TMEM34	0.257833333333333
MGAM	2.016
COL3A1	6.23727777777778
GFM2	-0.3451
OR5A2	0.771
PSG9	-0.99375
ARHGEF11	0.200333333333333
IVNS1ABP	-0.213625
SIGIRR	1.99975
DUSP19	-0.77425
DNAJC14	-0.1846
ACSS1	0.90875
IL1RAPL2	-0.235
C4orf30	-0.2695
SEPT4	2.943
LANCL3	-2.8915
SPAG17	4.98933333333333
PRDX3	-0.614125
HNF1A	-1.1555
P4HA2	-0.332125
RFWD3	-0.923
MOV10	0.201
DNAJA5	0.666571428571428
LOC729440	0.63375
LOC200383	0.451428571428571
SMC2	-2.17825
MIXL1	-1.39383333333333
TMEM9	1.247
FAM86A	0.9265
ZNF174	0.3256
MYH14	-0.02175
CCR8	-0.7565
VPS37C	1.56016666666667
GPATCH1	0.3105
B3GNT8	2.2675
TBX4	-1.3235
CNR2	-0.00233333333333334
PCDH1	1.826
C5orf29	2.6645
OCIAD2	1.03625
PLCG2	-0.5525
KIAA0247	1.963625
HRH3	-0.1959
CAPN13	4.3245
CCR1	0.0582
MGC15523	-0.179388888888889
UVRAG	0.141666666666667
DNAJA2	-0.8545
ITGA2B	-1.28466666666667
CLDN5	3.600375
PTPRN2	0.978571428571429
ZNF512	-0.173833333333333
PSAP	0.5165
CCDC140	-3.815
LRRC55	0.141
CYP26C1	0.357
C8orf47	-1.36625
LYN	0.284125
DUSP6	0.0461666666666667
TGFB3	2.60913333333333
ELK1	-0.751
PCDH11Y	-1.2588
HGD	-2.41975
C17orf58	0.1655
MYO3A	0.0045
SERPINE2	-4.37783333333333
AARSD1	-0.773
C14orf73	-1.664
ADAM33	-0.52525
ZNF491	-0.0665
MAPK6	-1.36616666666667
TCN1	0.8925
SLC24A6	1.387
UBE2R2	0.5065
H1FNT	0.294
TATDN2	0.2605
LILRB1	1.53175
P2RY5	1.423
NUCB2	1.7655
C2orf37	0.04475
SNX27	0.924
MTA3	-0.062625
FOXO4	-0.228875
ID4	-1.35833333333333
SOX5	-2.011
PXMP3	1.102
OR52M1	0.126
SFT2D3	-0.226
INA	-3.26316666666667
MCOLN1	1.196
NFIX	2.9391
CLEC14A	5.59533333333333
HIBCH	-0.717833333333333
PLA2G5	2.5715
TIMM10	-0.0251666666666667
MED17	0.1754
COL4A4	-2.661
TPP1	0.8415
GJA3	-1.2445
TMPRSS5	-1.17175
AADACL3	0.4865
DNMBP	0.46425
ENPP5	7.07716666666667
NQO1	-2.4997
ZSCAN2	0.014875
SEC24C	-0.077
GTF2A1L	-1.771
AXIN2	-0.6692
FAM33A	-1.018
C16orf13	0.40175
SPNS2	0.76425
TAF1	0.6715
AP1G2	0.0936666666666667
RBM42	1.0615
HCN2	1.78816666666667
EFHB	-1.13416666666667
RUSC1	0.805
GRIK5	0.0105
USP21	0.298666666666667
ATAD3C	1.15275
ORMDL2	1.54725
PRSS7	-3.0855
PSAT1	-5.48725
FLJ13195	-0.0843333333333333
TBC1D1	-0.374166666666667
IFNG	-0.45
OTOS	0.1385
ZNF773	0.902833333333333
EMD	-1.16
RETN	-0.401
CCL8	5.0635
APH1A	-0.86425
COX18	-0.48575
GTF2IRD2	0.209
CCDC82	-2.35425
PAFAH2	0.6382
NPEPL1	-0.8163
RP11-114G1.1	-0.008
TP53INP1	2.0955
ZNF300	-2.4725
FOXL2	-2.663
LARP2	-0.05975
LATS1	0.2255
HTR6	0.4165
SPOCK2	-0.6035
RNF144B	3.027
HTATIP2	-0.825125
MGC10334	0.653
CENTA2	2.5905
FGF2	-0.32025
FXYD7	0.2185
PHYHIPL	-1.875875
GPR34	4.13775
DDX6	0.296
OR10W1	-0.301
LHFPL1	-0.938
ZNF313	0.194714285714286
VPS28	0.90475
AP3M1	-0.2838
AKR1CL2	-0.88925
TRAF4	-0.672375
OR2B11	0.259
C19orf12	-0.207666666666667
AKAP9	0.575166666666667
C1orf62	0.4525
SLC20A1	-1.7304
FAM112A	0.46525
LDB2	0.431875
MRPS23	-0.879
KLK5	0.398625
SPTB	-0.5403
EFEMP2	1.0745
EFNB2	-0.26125
PCM1	1.51128571428571
NMNAT3	1.288375
TSG101	0.754
C8orf40	0.663
NOB1	-1.72775
ABHD3	0.2525
GTF3C4	-0.004125
PIGN	-0.133333333333333
GALNTL1	-0.618
AEBP1	2.55025
OR9Q1	0.3605
ANKRD2	-0.3955
CCL28	-0.8915
TRIM38	1.6805
TMCC1	0.499
SMG5	1.00875
LRRC7	-1.0585
NCAPD2	-1.86166666666667
C6orf153	-0.34425
C1orf74	0.9
OTUD6A	0.1615
DCP2	-0.437
TMEM24	1.11925
RPL18	0.0273333333333333
TMEM177	-0.36075
LRRC37A3	0.92475
C1D	-0.928166666666667
LDHC	-1.1365
UBE4B	-1.12933333333333
NIT1	1.17157142857143
BTN3A3	1.02725
RASD1	2.45925
COMMD3	0.68775
SHFM1	0.45825
BIRC8	1.13675
DUT	-0.84175
C12orf51	2.2525
