Hybridization REF	TCGA-BH-A0HI-01A-11R-A084-07
CACNB1	-0.344071428571429
QKI	0.0222727272727273
SETMAR	0.818625
MAN2B1	0.7805
EML3	-0.21775
ACADL	-0.476666666666667
OFD1	-0.10525
DEFB114	-0.0445
CGA	-4.1719
PEX16	0.109833333333333
LRRC10	-1.219
GNG12	0.3355
C1orf152	0.186666666666667
CHRM1	0.439
CD53	0.231625
DBH	-0.731
TFAP2B	2.78675
HIST1H2BJ	-0.5825
FAM46D	0.2245
TMEM11	-0.30225
C3orf32	-2.08425
PCCB	0.017
IPO13	0.20075
C6orf105	-4.6935
COMMD5	0.52325
SUV420H1	0.0836
LTBR	0.72475
ARHGAP15	-0.588375
HDHD2	0.68475
TDRKH	0.424
LOC401052	1.8145
PSG4	-1.084
GNB4	-0.5913
SPATA4	2.97575
SLC9A3	-1.1095
OSBP	1.14416666666667
NBPF3	0.108833333333333
DOCK11	-1.837
SLC39A5	-1.986
PRR5	0.5489
C10orf63	0.438375
SMTNL2	-1.40825
ADRA1A	0.389
ASAH1	2.9696
DOM3Z	-0.17
GIPR	0.483166666666667
AHI1	-0.5565
NADSYN1	-0.0725
RGS14	0.0622
IL18BP	0.876
RTN4RL1	2.65083333333333
ARMC6	-0.3755
PSMD5	-0.221333333333333
HK3	1.7545
OR4S1	0.144
RSU1	0.7278
MAD2L1	-3.22488888888889
EIF4A3	-0.28125
DLEC1	-0.398333333333333
E4F1	-0.658166666666667
CHMP2B	0.8566
CAMSAP1	-0.82925
RPS21	-1.30616666666667
ARID5A	0.867
UBE2N	0.1186
IGSF8	0.837
MAGEB6	-2.0365
ACAD11	-1.7171
MGC4172	-0.706
LMO4	-0.14475
KLKB1	-0.03475
HP	-1.344
HDAC3	0.2045
SCHIP1	0.3635
CLCA1	0.021
OLFML2A	1.891625
C1orf112	-1.60125
KIF19	0.27475
HAPLN4	-0.2922
CXCR7	0.373333333333333
GOT2	-0.1765
RAB38	1.7045
DCX	-1.55
PPM1H	1.76883333333333
NFYC	0.500833333333333
KIN	-0.114
ZNF228	1.2735
PLSCR4	2.152
HIG2	-1.5385
FAM79B	7.4175
C21orf86	-0.8284
KCNK10	1.70975
ZNF738	-0.433375
FSTL5	-0.819833333333333
OR6A2	0.0935
OTOA	1.16766666666667
EXOC1	0.1155
AHRR	-3.982875
PDAP1	-1.45983333333333
C19orf6	-0.413375
ZAN	0.08975
LY6G6E	0.0985
EIF4E2	-0.59025
C20orf198	-0.42425
ZNF324	0.2375
CYP3A5	-2.5425
ENTPD7	2.21316666666667
MBOAT5	0.828333333333333
GJB5	-2.14025
TTC13	0.02225
S100Z	-1.054
KIAA0664	-0.262666666666667
PDGFRB	2.06225
IL17D	-0.37075
OR56B4	0.15
RDX	-1.42966666666667
SLC34A3	0.5115
IL28B	0.387
JUND	1.59575
CHRNB1	0.012625
CAMK2B	1.70475
FETUB	-2.2255
CXorf23	1.041625
MRTO4	-1.13725
TTC3	0.99
NDUFB8	-0.0815
EDG2	-0.3155
SEMA3G	1.5295
IL23A	-1.70525
GRHL1	1.4938
LOC441054	-1.687
WDR65	0.816875
PSTK	-0.0995
STOML3	0.2165
R3HDM2	0.0518
C5	-2.17325
SLC2A10	0.7995
C3orf22	0.49975
PAQR3	-1.07576923076923
ANKRD26	0.468916666666667
HCRTR1	0.068
LOC399947	-0.31975
PSD2	-0.3685
TIGD2	-0.310833333333333
SCRN1	-2.3195
COQ10A	-0.58675
DDI2	-0.0745
METTL7B	-1.1115
UCN2	0.10425
FAM92A3	-0.58775
WDR16	1.061
ZNF511	-0.266333333333333
ZMYM5	-0.220625
POLR3G	-3.46425
ZNF586	0.3505
C1orf49	0.602166666666667
TANK	0.799666666666667
RCAN1	-0.600833333333333
PELI3	0.587
LIMD2	-0.514916666666667
TMEM189	-0.5705
NTN4	2.595375
LOC151300	0.15
CLEC2A	-0.347
GPR135	-0.305125
DPYSL4	-1.8029
JAK2	0.0258333333333333
TSHZ1	0.695333333333333
TM9SF4	-0.4395
ZNF264	0.862166666666667
SIRPG	0.943625
BICD1	-0.4025
HERC6	1.01516666666667
METTL5	-0.6665
CASP1	2.87125
PRRT1	-0.513166666666667
PLA2G4C	1.37233333333333
ICA1L	0.400071428571429
TPTE2	0.0213333333333334
OTUD7A	0.421166666666667
AQP11	-0.5045
APOA2	-4.8915
KALRN	-0.3725
SECTM1	1.58725
IFNAR1	0.3885
TALDO1	0.077875
RAB11FIP4	0.496833333333333
EIF5A	-1.176
FAM49A	1.454
NEGR1	0.837166666666667
YTHDC2	-0.29425
EHD2	-0.16875
NCF1	1.8064
SCRT2	-0.0955
HOXA5	-0.58
NUP133	0.5675
FGF12	-0.5539375
SLMO2	-0.3795
SNTA1	0.30825
CACNG2	0.423875
GCM1	1.228375
ELF1	1.18783333333333
TLR5	3.03
TCFL5	-1.32583333333333
RBMY2FP	-0.4645
LOC100125556	0.705625
FAM129B	0.147125
MAP3K7IP1	-0.2435
NCK2	0.487
OXA1L	-0.522
FMO9P	0.7365
ZSCAN12	0.25125
PSMD12	-0.353416666666667
HSCB	0.15975
CLDN10	-2.95925
MGC13053	-0.66275
HPCAL4	-0.636666666666667
ASZ1	0.0535
MEX3D	0.566333333333333
NFAT5	-1.4386
CSPG4LYP1	-0.574333333333333
FBXO3	1.3028
DVL1	-0.318
CMKLR1	1.5395
TYMS	-3.209125
PEF1	1.59075
ZNF750	2.2605
MCM5	-1.4322
MEGF11	-0.72075
KCNK7	-0.261
PTP4A3	0.5475
C1QTNF2	-0.366666666666667
OR6S1	0.349
FAM122B	-1.66575
ZNF551	-0.52475
HBQ1	-2.9585
GEMIN6	-0.5605
ARSK	-0.243
RBP7	2.33816666666667
CPNE9	-0.01525
DSC1	0.332
LOC730112	-0.8205
MAP2K4	1.832375
HS3ST5	-2.0155
EPB41L3	-0.291
TEKT2	1.502
CDKN2B	0.666666666666667
ZNF480	-0.73675
MAP3K6	0.3857
MAP6	2.39
HN1	-0.2329
OR2L13	-0.123666666666667
SLC16A11	0.317
FAM96A	-0.5665
APOL1	0.634
C5orf32	0.1015
RTP1	-0.574
RNF175	-0.248875
ZBTB41	1.7475
AHCTF1	-0.4072
SAE2	-0.2725
ITGA2	-1.64341666666667
MME	-0.647666666666667
CCDC14	-1.98975
MAST4	1.88928571428571
KRT33B	-0.521
KCTD2	0.0271666666666667
WDR26	0.94275
MFI2	-0.099375
NR4A3	0.97325
ARSA	1.91
UNKL	-0.6415
SULT6B1	-0.171
CCNA2	-3.274
SOX15	-0.4425
PPAPDC1B	1.32216666666667
C19orf44	0.334
MCAT	0.67925
ARID1B	0.064625
OR52N1	-0.143
C12orf48	-2.0975
MAGI1	0.128
NIPA2	-0.513
GBX2	-2.025
RSHL3	0.17675
RAVER1	0.248666666666667
C15orf17	-0.30225
SLC30A2	1.194375
ZNF518	-0.26075
PCYT1B	-1.2085
C10orf114	-1.4375
EIF3H	0.759833333333333
SLC25A39	-0.609833333333333
KIF1B	-0.810375
AMOTL2	0.21775
C6orf120	0.814625
PSRC1	-2.7675
PLA2G10	3.618625
KIF5C	1.573
MRPL37	-0.749
C17orf62	0.379666666666667
C9orf135	-1.901
DUSP10	1.2325
CLCNKB	0.289
PSMA5	-0.253375
C8orf53	-0.075
AMPD3	1.14833333333333
PIAS1	-0.11075
ADCYAP1R1	-0.3975
GYLTL1B	0.309
CDH20	-0.0895
FBXO7	0.0155
TMEM134	0.585666666666667
FLJ14213	1.46666666666667
ZNF3	-1.12325
LRRFIP1	0.538625
CNOT2	0.334
ABI3	2.6045
ALDH5A1	0.378
HNT	3.0714
SERPINA4	-2.922
TK2	0.467583333333333
STMN1	-2.20366666666667
GUCA2A	0.131
GALNT10	1.02135714285714
DPP6	-0.61305
C9orf93	0.175125
PRELID2	-0.328
STK39	0.839375
SFTPA1	-1.15975
CKS2	-2.26688888888889
RHO	0.0135
C20orf135	-0.499
XKR3	-2.758
CR1	0.1275
RPS6KA2	0.102571428571429
C20orf112	0.7
MRPL22	-0.15825
C4orf23	0.811
GADD45B	1.63525
KLHDC1	1.719
C2orf48	-2.25
ZNF287	1.6675
DAAM2	-0.64875
DPPA2	-3.09133333333333
TCTN3	0.6615
DNAJB11	-0.03525
FPR1	3.44
DEFB4	-0.0445
PTCD2	-0.6196
SMOC2	5.73683333333333
CABP7	0.663
SERPINB11	0.13675
MAGEF1	0.7295
NDE1	-0.167333333333333
ITGA10	0.1845
FSHB	0.3145
ANXA2	0.99475
HORMAD2	0.27325
HLCS	0.60975
MCF2L	1.76341666666667
FH	-0.012375
TBC1D24	1.16825
KIAA1505	1.421
LGALS2	-3.127
CNBD1	-0.6625
SYNPO2L	-0.8445
PTPN23	0.267071428571429
C1orf183	-1.07733333333333
MAGEA8	-3.1145
DGCR8	-2.20575
GSR	-0.48975
PAQR7	0.40325
ZNF676	0.62575
CACNA1C	0.8666
SP7	0.401
PDCD6	-0.1045
NRN1L	-1.4115
BRI3BP	-0.344333333333333
KIAA1183	1.734
ASB4	-0.09375
CCL23	0.4014
OBSL1	-0.71525
SLC12A7	0.8555
KIAA0240	1.238875
CD1B	-3.39233333333333
FCGR2A	0.61
MDC1	-1.06575
HTR1A	0.281833333333333
OCEL1	0.046
ATP11B	-1.1003125
FBXO34	0.492666666666667
PCDH12	3.8195
RPE	-0.6185
C17orf74	-0.2385
CSDC2	0.497
PET112L	-0.209
TMBIM1	-0.0645
P2RXL1	-0.36375
TCHP	-0.7485
TRMT1	-1.82666666666667
F2RL2	0.839083333333333
LRRC32	3.304
IMPG2	0.3455
BGLAP	0.064
LOC493869	-0.440333333333333
MRAS	1.000875
SLC35F5	0.86775
CBWD1	0.159
AXL	-1.7
ATP2C2	1.45875
TELO2	-1.109
PNPLA3	-2.16575
PCDHB14	0.8675
CD276	0.5695
KRT80	-1.62325
DUSP28	0.9405
CSNK1E	0.0528333333333333
SRP14	1.306
KCNQ4	0.228
KRT72	0.1195
CCDC117	0.692875
C6orf89	0.591888888888889
TUBB2B	-3.1675
RTN4IP1	-0.8915
CR1L	-4.2655
CEND1	0.2895
C12orf41	-0.196333333333333
RNF31	0.035
UBN1	-0.2015
C17orf32	0.63525
SLC5A7	-0.20725
GPR92	1.45333333333333
ESAM	2.8348
CTNNA1	0.659666666666667
HRBL	-0.2537
CBX4	0.3935
TMEM182	-0.182
SH3TC2	-1.60233333333333
IL10	0.926166666666667
PXMP4	0.983
RNF167	0.533
PAK7	0.2835
ETV3	-0.542
ATPIF1	0.2615
LOC554207	-2.44983333333333
OR8H1	0.03
WDFY3	1.25125
DPM1	-0.93925
GPSM1	-0.108
WDR92	-0.2842
LRP1	0.596333333333333
ANKH	-0.5915
THUMPD3	-0.6705
POLR1B	-0.89475
OLFM4	4.2675
RAD9B	0.52475
TSPY2	-3.4925
PAX6	-2.40783333333333
SCG2	-2.33825
SLC17A6	0.398
FMO3	4.097375
PADI4	0.063375
TUBB4	-0.7868
NLK	0.07525
POU4F3	-0.7425
SDF4	0.33625
ITGBL1	2.82066666666667
NETO1	-0.733875
TAP2	-0.106125
ABBA-1	-0.51575
GNAI1	-0.5075
VPS4B	1.07375
NOPE	-0.2905
GALNT6	2.502
SESN1	0.85075
GBE1	-2.17566666666667
CLASP1	-0.0605
RASGEF1B	1.04425
ACOT11	-0.234214285714286
AFAP1	0.5705
OR2H2	0.17025
DPY19L2P1	-1.26025
DZIP1	-1.87375
SEC22C	0.171
GPR161	-0.693166666666667
RNF146	1.2835
WDR74	-1.355875
GALP	-1.242
PURA	0.66975
DNPEP	0.39625
RP11-78J21.1	-0.62725
ERBB2	2.4025
FANCM	-0.931333333333333
NEO1	1.2855
DDX3Y	-5.0983
RPS3A	-0.10125
MXRA7	0.173142857142857
LGALS3	0.489833333333333
GLT8D1	0.3605
CFL2	-1.72483333333333
UPB1	0.12375
NAP1L5	0.522625
CLDN14	-0.7265
DHX38	-1.29425
BTBD1	0.37575
TARS2	0.345333333333333
ABCF1	-0.6289
FCF1	0.276
LRRC49	0.29675
GUCY1B2	-2.303
C1orf177	0.354833333333333
SMARCA4	-0.457428571428571
LRP8	-4.02433333333333
TAGLN3	-0.82625
MRPL14	-0.65425
TTRAP	0.04575
ZDHHC20	0.38475
NFE2L3	-0.897
KIAA1377	2.01675
PALMD	0.9788
TMEM43	-0.21625
TTL	-1.403125
STAT5B	-1.52383333333333
SSB	-0.987875
OR10H5	0.6985
SLC22A13	-0.47675
AKAP3	0.021
TIMM23	0.266166666666667
OAS2	2.21266666666667
KIAA0423	1.72075
TRIM11	0.4445
GLIS3	1.231375
TMEM50B	1.13766666666667
ARHGEF4	-1.492625
DEGS1	0.762090909090909
TBL1XR1	0.8657
G6PD	-1.55925
SP140	0.337
MUC17	-0.109571428571429
NUDC	-0.2505
DNAJC5B	1.08483333333333
SCARA3	-0.914166666666667
CPA3	5.74383333333333
BCAT2	0.385875
MFN1	-0.1124
NRG3	0.2125
SNX11	0.8475
PLEKHH1	-0.519833333333333
GPR177	-0.244333333333333
HCFC2	0.5185
TCAP	-1.486
MOCOS	-1.488
C14orf93	-0.17725
PRDM10	-0.1735
SLC16A4	0.77875
SRGAP1	-0.289166666666667
VIP	0.435
DUSP27	1.47433333333333
LILRA1	1.4133
MC2R	0.291
MGC24103	-2.1185
MBTD1	-2.6015
FUT11	-0.407333333333333
USP33	1.161
C15orf39	-1.5395
MAP3K12	-0.099125
PAAF1	-0.933666666666667
BARHL1	-0.1405
FLJ16165	-0.0705
PIWIL2	-2.588
SYNE1	0.413083333333333
CMTM4	-0.211875
TSPYL1	1.5116
GUF1	-0.0676666666666667
TMEM157	1.477
WDR44	0.008
HIST1H3C	-0.33075
DKFZp666G057	1.336
RNPEP	1.26275
GAS2L2	0.405833333333333
ADH4	-4.93925
GRPR	3.63483333333333
FBXL17	0.671
ZBTB10	0.027
Gcom1	0.762611111111111
HTRA1	1.7921
ZNF585A	0.083
SLC26A2	0.538214285714286
OTOP3	0.127333333333333
WISP1	2.75
ATP2B4	-0.577333333333333
FLJ10769	0.8345
CRAMP1L	-0.232
CHST12	-1.62375
RAB22A	-0.0181666666666667
TARDBP	-0.471571428571429
STAU1	0.1135
CRB3	2.15866666666667
MIG7	-1.43875
CHMP1A	-0.412166666666667
ZNF160	0.342375
B3GALT6	0.23175
BARX1	-1.63533333333333
C6orf167	-2.2461875
NXNL1	0.4345
DHX29	0.837
HADHB	0.2005
PLXNB2	1.05425
ILDR1	-1.665
SLC15A3	2.61775
GAS2	-3.916
C20orf69	-0.4455
NUMB	0.24525
TNIP1	0.363375
MESP1	0.688666666666667
PSKH1	-0.64475
NSFL1C	0.403625
RHOG	0.1065
HEY1	-1.40483333333333
KNG1	-1.684
ITGAX	1.9034
LIN9	-0.977333333333333
CANT1	1.134125
XRN1	0.0642142857142858
CCDC96	1.9518
HEATR6	-1.33516666666667
GNG7	0.507833333333333
RUNX2	1.2408125
SOX1	0.109666666666667
FCRL5	-0.0229
ZNF99	1.0215
FAM9A	-1.359
SNX22	0.1725
MBNL3	-2.496
ODC1	-2.6939
ADORA2B	-2.95633333333333
NR2F6	0.04675
ZFYVE16	0.473388888888889
SYNJ2BP	0.5919
POLE	-1.35325
E2F2	-1.68725
THRA	0.3245
PTGES2	-0.910833333333333
HIP1R	1.04066666666667
TMUB1	-0.31
ENO3	-2.379
RSPH10B	0.033
CXorf39	0.615
IRGC	0.20825
GPR109B	-0.74375
FLJ13305	-2.4335
LCE3A	-0.5285
TNFRSF18	1.29816666666667
DET1	0.14575
TRPM3	-0.212083333333333
C16orf79	-2.181
FECH	0.606
RAP2A	0.0313333333333333
CRIP1	3.493
AZIN1	-0.507125
SLC7A7	3.4175
IL10RA	0.5832
TMEM64	-3.31775
CDC42EP4	0.925
C16orf58	-0.0242
ARG2	-2.34775
POU5F1P4	-5.4295
FAM62B	-0.30375
DNAH8	-2.1575
ASH2L	-0.17525
TSLP	-3.63166666666667
CNTNAP5	-0.6365
TMEM16C	2.64875
IFNA14	0.079
SLC1A3	0.5195
CABYR	1.923
BCL7B	0.0638
NUDT13	-0.973333333333333
C13orf28	0.42825
C1orf53	1.22525
ARL6IP4	0.3704
RPL35A	-0.0535
EMR3	0.08075
RAB40C	0.57375
SLC41A1	-0.453666666666667
LRCH1	-0.0985
LY6G5B	-1.1625
FAM124A	-0.0897857142857143
MGC10981	-4.4385
CLIP3	-0.0534
MAP4K2	-0.304
CHIC1	0.766
SULF1	4.1695
C20orf30	0.298714285714286
PRDM5	-0.33525
ELOVL1	0.073
C11orf48	-0.908
SLC39A10	0.0725
KCNV1	-0.54325
ACP1	-0.343333333333333
ZMYM2	-0.342625
B3GNT6	0.1885
C9orf69	-0.21125
C2orf15	1.55525
C20orf166	0.599
HSP90AA6P	-0.871
EDG7	1.328
NEURL	0.771125
LPL	0.6465
CLEC2D	-0.624428571428571
GRRP1	1.2315
CD8B	-3.7413
HIST1H3D	-1.50216666666667
SLC6A12	0.523625
FAM27L	-0.416
CD84	1.6288
RASA1	0.275
PHKG1	0.0205
MAGEA11	-2.221
IMPA1	-0.8387
NPM3	-2.1755
RARRES1	2.051
SH3BP1	-0.072625
B3GNTL1	-0.471
ARPC5L	-0.110166666666667
KLHL26	0.58175
SIM2	-0.976875
GJC1	0.264
C20orf194	0.01225
EXO1	-3.068
SLC2A2	-2.16716666666667
LOC285074	-1.2245
LRG1	3.48825
KIRREL	-0.009
PIK3R1	2.4435
C4orf34	1.0705
MAF	-0.993388888888889
ADCY4	3.74916666666667
ZMIZ2	0.1367
SLC46A3	2.39583333333333
STAMBP	-0.142166666666667
CCDC16	0.41575
MS4A12	0.0115
TCF20	0.52225
LRRC46	2.10825
C20orf152	0.249
MRPS6	-1.27425
ABCB11	0.149
KCNC2	6.19666666666667
CDH19	-3.1794
C9orf123	0.471333333333333
SSH3	1.143125
LDLRAD1	-2.2845
CCBE1	0.12675
ZNF135	1.808875
TAAR1	-0.1375
WFDC12	0.0925
CCDC42	0.406833333333333
FLJ12529	-0.311
PER1	-1.19016666666667
TIMM50	-0.9635
SMARCAD1	-0.285166666666667
FAM26C	0.015
TP53TG3	-1.58016666666667
SH3RF1	2.1084
LMCD1	2.87275
GPR63	-0.9415
FLJ21986	-2.135375
AIFM3	-0.76425
MICAL1	-0.235666666666667
BLZF1	1.39433333333333
IQCA	1.71583333333333
PCDHGC3	-0.6025
SAC	-0.10875
BCL6B	2.807
DDO	1.6765
MARCO	3.82875
DCHS1	1.2135
C1orf170	-1.01166666666667
CD200R1	0.975333333333333
C22orf15	-0.652
SEPT11	-0.378166666666667
ADNP	0.283
UST	-0.8552
C13orf34	-1.62183333333333
RFFL	0.633642857142857
APBA3	-0.1685
C2orf60	-0.49725
CUTL1	-0.7069
PMS1	-0.797
ZNF689	-0.0825
EIF3E	-0.894666666666667
IL9	-0.387166666666667
RPL31	-0.531375
LY9	0.305
ATP2B3	0.0465
KDELR2	0.677041666666667
TFCP2	0.825875
NLRP12	1.144125
FLJ45422	-0.774
TLE4	-1.04
ZNF570	0.2655
FLJ43806	-0.348
TLK2	-0.355625
CIR	0.54725
MARS2	0.0465
COL24A1	1.018
SDF2L1	-0.0155
HIBADH	0.3145
IGFBP3	-2.18392857142857
C12orf23	1.29975
PSPC1	-0.231
C20orf43	0.14525
TRAV20	0.618
ARHGAP24	1.1745
KIAA1975	-1.593625
C1QA	3.3848
DNTT	-4.95616666666667
C10orf6	-0.201083333333333
C11orf41	0.367875
HNRPF	0.437375
COL11A1	7.021
UBAP2	-0.8995
CDKN2AIPNL	-1.1775
C20orf174	1.7975
SPRED2	0.33925
PLA2G12A	0.775
ICEBERG	-1.75966666666667
SCN10A	-0.507
C11orf65	0.8105
GBP5	4.25
PITPNC1	-1.56566666666667
POU3F3	0.667
NCOA7	0.148
LIN7C	0.384
LOC348840	-0.8605
NKX2-2	-3.379
ANKRD13D	-0.13025
LOC123688	-0.26
FUT2	2.15466666666667
TAAR8	0.3355
FZD4	0.605916666666667
PNMA3	-1.15683333333333
OR4L1	0.338
WIT1	-2.1505
EXOC3L	1.917
ATPBD4	-0.4558
KRBA1	-1.05675
UBXD6	0.38675
HOXB7	0.434
C7orf23	-0.148
UNQ338	-0.627
STAB2	0.64575
CDC20B	0.0615
IRF9	2.35725
CENTG1	0.294083333333333
TNPO2	-1.3215
MCPH1	0.413625
BMS1P5	-2.23925
SLC26A7	0.037
HIST1H3J	0.30925
C9orf3	-0.2064
LBH	1.25325
MYO1D	0.992875
PTDSS2	-0.034
NFU1	0.62925
DEPDC4	-1.67525
WNT7B	0.7979
GLP2R	-0.339166666666667
SETD4	-0.4171
DYNLT3	0.1634
FKBP11	-0.869666666666667
SESTD1	1.60083333333333
FLII	0.32275
RPS16	-0.9338
CHPF	0.437
CSNK2A1	-0.317833333333333
SUMO1P1	0.13175
FKBP6	-1.1625
ZNF214	1.3055
TWIST1	0.154333333333333
DDX56	-0.546166666666667
TRAM1L1	2.892
EPO	-2.58666666666667
MRPS18B	-0.27875
ZNF682	-0.0996666666666667
RPL14	-0.256
MAFF	0.215
LOC51136	0.14075
LY96	-0.208
DDX20	-0.31225
ABTB1	0.446166666666667
ARL5A	0.4245
CCT6A	-1.21225
HEPACAM	-1.64783333333333
EHHADH	0.302
RBAK	0.112833333333333
CGB1	0.18175
ITGB5	1.0914
YIPF3	0.44975
FKBP2	0.43325
NR1D1	-1.4083
TMEM110	1.1495
NEK2	-1.7745
PRAMEF8	-3.563
C20orf52	-0.434
PCDHGA3	-0.7975
VWA3B	0.3635
NDUFA5	-0.50125
THAP9	0.44925
FLVCR2	-0.510333333333333
AP1S1	-1.309
SMAD6	-0.52725
SAV1	0.936
SAT1	0.986875
ZNF251	0.3985
ADAMTS7	-0.0165
RPP38	0.12375
C1orf211	-2.1535
YPEL2	1.67145
RBMS1	-0.714
ZNF445	-0.136833333333333
NRXN2	0.275333333333333
PGBD4	-0.745375
UGT2B28	-3.07275
WBSCR16	-0.9585
NLRC3	0.425
ASTL	0.25675
ST6GALNAC1	-2.90025
ZADH2	0.803
MLLT4	0.20675
ARL6	-0.0115
MEF2C	0.98425
CBFA2T3	-0.0165
AFF3	1.05885714285714
COG7	0.490166666666667
MYB	0.655666666666667
PLXNA3	0.0885
XRCC2	-2.41466666666667
MMS19	-0.622125
ST8SIA5	-1.032625
CHPT1	0.0166666666666667
KIAA1712	-0.632
OR6X1	0.0225
ACTR3	0.33525
UGCG	1.25833333333333
OR4P4	0.5815
ZAP70	-3.61225
LPP	1.7765
ZNF485	0.54175
PTPRCAP	-0.946
IL12RB1	0.418
ATRX	0.6442
CHST8	2.5335
C14orf109	0.68525
ARV1	1.33675
NMB	-1.586
COX5A	-0.821666666666667
EIF6	-0.62375
MPPED2	-0.111833333333333
SEMG1	-0.7925
CHRDL1	-0.4325
TRAF3IP2	1.0855
WNK2	0.1015
LILRA4	1.89916666666667
LAMA2	4.176
PXT1	0.1175
RLBP1	-3.56675
CD300C	0.82575
SLTM	0.144875
FLJ10404	-0.5184375
APOBEC3D	-1.5465
RENBP	0.291666666666667
ATXN7L1	0.359375
NID1	0.9
TUBGCP3	-0.821
ITIH5	1.05744444444444
CCDC110	2.62525
C8A	-3.46325
MGC87042	-0.897
HOXC13	-0.74325
TFDP2	-0.60525
HCP5	1.713875
POLI	0.5495
UCN	-0.975
ZNF764	0.690666666666667
C8orf45	0.13875
FHL3	-0.44225
SPATA5L1	-0.68525
MMRN2	2.92516666666667
NDST1	1.03233333333333
COL20A1	-0.630833333333333
ZNF248	-0.758
PELP1	-0.378333333333333
MBL2	-2.69216666666667
RNF41	0.52725
C5orf24	0.4365
THOC5	-0.529
SERINC3	0.734083333333333
RP11-151A6.2	0.735
CDCP2	0.2705
HIST1H2AA	0.34275
C11orf75	-0.222166666666667
FKBP7	0.16075
DDOST	0.26525
GPNMB	0.43
TTF2	-1.612
KCNT1	0.0751666666666667
SLC39A14	-0.875625
NGRN	0.9198
GPR137B	2.36525
MECP2	-0.09025
PSMA1	-0.42125
C16orf73	-5.492
TMEM60	0.0503333333333333
CSN3	-0.424
NOS1	0.275333333333333
RAB7L1	-0.578166666666667
YBX2	-2.457
KIAA1166	-1.023
FUBP3	0.432666666666667
ABCG1	1.6945
ACACA	-0.418166666666667
ARL11	0.693
ATOH1	0.371
ODF1	0.283833333333333
CREB3L3	-1.8915
TMEM127	1.27142857142857
DSCAML1	1.94075
PLN	3.34266666666667
LYPLA1	0.452833333333333
PRDM9	-2.00525
SASP	-0.03875
PLUNC	0.305666666666667
INTU	0.39775
HISPPD1	-1.17475
LNPEP	0.7145
YARS2	-0.600833333333333
APCDD1L	-1.902
ZCCHC4	-0.227
FBXO22	-0.2085
TTLL13	-0.298
ZNF669	0.035
PTGDR	4.19275
DDX27	-0.27525
KIAA0409	0.0296666666666667
GJB6	0.2145
ASB8	1.26525
PLP2	-0.235333333333333
MEPE	0.54325
OR10J5	-0.37
KRT222P	2.87125
COQ7	0.0773333333333334
C1orf101	1.605
RERG	3.5513
CHMP5	0.308
THAP11	-0.277875
ZNF43	1.40316666666667
ZRANB3	-0.734333333333333
KRT13	-0.437
MRPL19	-0.367875
RBBP9	0.848125
SPATA17	1.495375
BXDC5	0.503333333333333
PAFAH1B1	-0.180833333333333
MAGEE1	0.5675
OSTF1	0.24775
KIAA0323	-0.0779166666666667
TXNDC13	-0.160666666666667
CNTN4	2.50525
LCE1B	-0.271
UNQ501	0.9665
ZNF154	0.80025
C3orf64	0.5345
SYT5	-0.1365
PON1	0.3738
FLJ10357	-0.322
ATP4A	-1.972
GNPDA1	-0.599
MGAT1	0.772166666666667
C14orf121	-0.014
SLC35B2	-0.1415
MIER3	-0.0926666666666667
CHEK1	-3.563375
ZNF8	0.0556666666666667
TXNDC1	0.203166666666667
CKB	-1.1472
RTN3	0.692714285714286
FZD2	-0.731166666666667
PART1	2.66575
PSMB6	-0.21175
PCDHB8	-0.8585
PHC3	0.982
PPP1R8	-0.276
NOVA2	2.085
TNFRSF11B	-3.317375
GOLPH3	0.928
UBLCP1	-0.29175
SUHW3	-1.41775
TTLL1	1.286
OPN4	0.23
OR13G1	0.05
ZPBP2	-0.103
HSD17B11	-1.709625
C9orf50	0.108
DHDDS	0.161357142857143
CTSW	0.251
NEFM	-2.21333333333333
MRPL28	-0.71075
SYN1	0.554166666666667
PIGV	0.943333333333333
ZIM2	-1.07275
APBB1	0.1895
SND1	-0.83725
C1orf123	-0.1355
CHD3	-0.58525
BHLHB8	0.025
RNASE2	0.405333333333333
BCAP31	0.514125
SLC25A44	0.5705
CHD6	-0.1836
PIB5PA	2.01092307692308
SELS	0.7335
LOC541471	-0.135
FAT2	0.2255
ZNF81	0.627
OR4C16	0.382
FLJ10081	0.0179
LRRC4	1.333
CS	-0.352
N4BP2	-0.280125
IGFBP7	2.2905
ZNF318	-0.0185833333333333
NDNL2	1.282625
ZNF609	0.266875
SIRT4	0.904
EXOSC10	-0.48875
ECE2	-0.04425
OVGP1	0.32025
GTPBP3	-1.07825
PACS2	0.2574
C19orf36	0.0571666666666667
ARL4C	-1.047
ATG4B	-0.338625
UBQLNL	-0.98525
RHOXF2B	-3.9515
PLEKHG2	-1.1895
GALR1	-0.429
AQP4	0.151
HDAC7A	-0.386
DCUN1D3	0.29225
OR8A1	-0.21
CCRN4L	1.56025
CBR4	0.3075
KIFC1	-2.35833333333333
SLC7A14	-1.56866666666667
LHX5	0.3235
TRPC7	0.0715
LPXN	-0.35525
SERPINA1	1.146375
RPS13	-0.6509
BPIL3	0.1645
PRKAA1	-1.56825
FADS2	-0.5176
ENAH	0.2023125
PRO1768	-0.543
APBA2BP	-0.0115
LIPH	3.24566666666667
C3orf33	-0.21625
RCC2	-0.476928571428571
ALDH1A2	-3.1286
RNF103	2.5
AHCY	-0.60275
