Hybridization REF	TCGA-B6-A0IP-01A-11R-A034-07
GON4L	0.696571428571429
AFG3L2	-0.879833333333333
C5orf15	0.522333333333333
UBXD1	0.8855
LILRB4	0.699833333333333
GSTA4	0.0425
ADIG	-0.6755
GRIPAP1	-0.349625
HIST1H3B	-1.10833333333333
BTRC	1.36833333333333
USP49	-1.4575
IQCH	1.165125
ACBD6	0.0765
YEATS2	-1.4135
CABP5	-0.22225
TRIM3	1.044
HNRPM	0.34475
FGG	-4.4399
C18orf16	0.2
CLEC2B	-0.7935
PQBP1	-0.514666666666667
JTB	0.744166666666667
REST	1.3125
SLC8A3	-0.989833333333333
TMEM16H	0.37175
MRPL47	-0.16425
EVI1	0.1859
MUC1	2.94825
TEAD3	0.707625
STOML1	-0.2795
USP24	-0.4723
PNMA5	-0.6495
MAEL	0.697
LBP	0.2502
HSD17B4	1.210375
SEC31B	-1.856
IDH2	0.6986
SFRS16	-0.97875
AICDA	0.293
RNF180	-1.37475
C1orf56	0.8475
FLJ10324	-0.798666666666667
GPR148	0.552
MEF2A	0.271416666666667
ASF1B	-1.378
HTN3	0.573
RNF215	1.25225
SLC4A3	1.454
ADAMTS9	0.0112
C9orf66	1.63883333333333
FOXD3	0.5425
GSDM1	0.3195
IFITM5	2.051
PODXL2	-0.567166666666667
C1orf176	0.7405
RPS3	-0.1045
hCG_2004593	0.044375
COL21A1	-1.543
NTNG2	0.3665
RAI14	-0.458166666666667
P76	-0.1425
LRFN3	0.619625
FAM14B	-0.993625
FKBP14	-1.00925
TNNI3	-2.19383333333333
HOXB3	0.649625
SGCB	-0.381
PPAPDC3	-0.442
FRAT1	0.397833333333333
MORN1	0.0726666666666667
ARHGEF2	0.4655
BNIP2	-0.84875
DHX30	-0.5105
EEFSEC	-0.95025
FGF20	0.7485
FLJ38973	0.485857142857143
PLCH2	-0.0460833333333333
CCNG2	2.063125
PSPN	0.31
WDR88	-0.123
HOXB13	-2.785375
MTMR8	-1.5275
SPAM1	0.58
PPP2R1B	-0.622
TANC1	0.957875
CNN3	1.6697
CHGA	-0.392375
C9orf128	2.00975
CACNA1B	0.540166666666667
MMAB	-0.6293
RHOA	0.07675
RAPGEFL1	-1.299
SLC1A5	-1.46433333333333
CALCA	-0.8545
SYCP1	0.72825
CXCL11	3.541125
GFI1B	-1.57866666666667
PSCD1	0.055
C11orf58	0.505166666666667
MGC45438	0.715833333333333
NUDT18	0.494833333333333
ASB3	-0.286833333333333
ZP1	-4.261
LPPR2	-0.00510000000000001
ZNF527	1.02116666666667
ZNF771	-0.109875
TTBK2	-0.43425
TRIM55	-1.08925
GJB3	-0.0173333333333333
PRSS35	-0.22
SCRG1	0.2465
ZDHHC24	0.6545
DUSP26	0.29525
C1orf51	0.764
DNAJC3	0.0961666666666667
LITAF	0.89925
ZNF410	0.522
AFP	-4.50183333333333
ZW10	-0.5665
PHOX2B	0.636
VILL	0.897
ELOVL7	-0.502875
LOC644186	4.1195
PPP3CC	-0.0675
CHST13	-2.36575
WDR40B	0.460916666666667
MEA1	-0.04025
HILS1	-1.4415
DLX6	-2.57766666666667
NKG7	1.60366666666667
EMP1	1.232
ACTR6	-0.10325
CHCHD7	-0.691571428571429
COG2	0.5307
TCEA2	0.3941
TARS	-0.863
FLJ20294	0.324333333333333
ZNF92	0.2675
TRAPPC2L	-0.8979
ARHGAP28	-0.68225
CCDC109B	1.04
LGTN	0.295333333333333
INGX	0.225333333333333
LOC124446	1.46925
RPS2	-1.47975
C17orf75	-0.733833333333333
NBPF1	-0.1325
SLC2A8	-0.0985
SNRPE	-0.39175
CARD6	-0.45725
IL13RA2	-1.12025
CUEDC2	-0.467875
C4orf19	-1.5155
AOC3	1.044
MTHFD2	-1.0915
OR5M9	0.3295
C4orf38	0.250166666666667
SS18L2	0.17875
OAS3	-0.0998333333333333
LARGE	-0.2825
LRIG3	-0.0116666666666667
LIMA1	1.42925
STARD3	-0.378333333333333
VPS39	0.308
CTAGE6	0.7395
ODAM	-1.63425
MORF4L2	0.393875
GSTO2	1.813
MTFMT	-1.24975
PRKAB2	-0.672928571428571
ZNF76	0.292333333333333
HSPB2	3.2755
CRB2	-0.011
KLRK1	-2.2455
LYST	0.777
UBE2M	-1.15766666666667
SLC16A9	-1.44175
ZNF281	1.9135
ST8SIA1	0.199375
C9orf105	-1.1805
ANKRD46	0.54875
FAM108A3	0.5995
C20orf91	0.12325
ZYX	-0.5665
RSPH1	2.60775
ZSCAN5	-0.91
RIMS3	0.3175
KRT76	0.286
CEACAM4	0.174
SIRPB1	-0.13825
CFHR4	-1.7055
SOX3	-0.175166666666667
GATAD1	-0.46025
C21orf57	0.107
TMC8	-0.6075
AVIL	0.8335
LMOD1	3.029
HIGD1A	0.952375
NEU3	-0.4745
DES	0.102
BZW1	-0.5376
ZNF221	0.0745
CCDC27	0.1905
GDAP1	-1.5415
RBBP4	1.03925
MGC40499	-0.00625000000000001
PHKA1	-1.24425
PRKAR1A	-0.436722222222222
HSD3B1	-0.1485
RAD52	-0.930166666666667
CD207	1.5295
LOC389791	0.2855
RSPO1	2.056
TMEPAI	2.461375
MFSD2	-0.00312500000000001
ETV4	-1.94616666666667
SCGN	-0.3675
LOC391356	0.43125
MPP1	-1.89575
STARD3NL	-0.80475
TFAP2D	0.967
CD2AP	0.864125
CCL20	-4.14733333333333
CCDC86	-1.462
ZFP30	-0.47375
CTBP1	0.280166666666667
MAK10	-0.324833333333333
STXBP5	-0.494
LOR	0.5602
MAP6D1	-0.712875
ARMC7	0.6265
TMEM150	0.4511
NSL1	-0.31575
KIF5A	-0.955375
ASCC2	-0.0665
PSENEN	0.259166666666667
OPTC	-0.1925
FCRL2	1.95983333333333
KBTBD11	-0.91325
PCK1	-2.384875
CENTD3	-1.4195
MEGF8	-0.016125
ALPPL2	0.01625
OBFC2B	-0.507833333333333
ZFYVE20	0.32525
GALC	1.29666666666667
CTRB2	0.2515
C20orf71	-0.413666666666667
TBKBP1	0.560166666666667
CAMLG	0.811
TREML4	0.6005
RSAD1	-0.00725000000000001
TUBA3D	-0.3867
KIAA1833	0.276125
PNPLA1	0.6915
LRRC34	-1.74816666666667
CDH26	-0.887833333333333
ZNF167	0.421333333333333
ZBTB26	-0.5585
VWF	3.0483
VTN	-0.886833333333333
BAD	1.08275
PDS5B	0.874272727272727
ZNF644	0.726833333333333
SH3GLB2	-0.307875
SMPDL3A	-0.6284
NRG2	-0.484
IL15	0.706
GABARAPL1	-0.423666666666667
LAT2	0.0614444444444444
SLCO1A2	-2.06333333333333
LIG4	-0.682583333333333
GSDMDC1	0.50525
BMP4	0.49775
METT10D	-0.00574999999999999
SYCE1	0.068
SPANXD	-6.13475
SLC12A9	0.0596666666666667
MC1R	-2.647
RNF168	-0.738
TRIM69	0.233
GALNT7	1.80533333333333
ISG20L2	0.46225
KIAA2026	0.6315
TNFAIP8L1	-1.0275
DPY19L2	-1.30875
C12orf63	1.1855
PRDX5	-0.09875
MED6	-0.911
TXNDC5	-1.14075
CD46	0.720583333333333
CCK	-2.7005
C17orf48	-0.05175
ANUBL1	2.45325
SIT1	0.114166666666667
TYSND1	0.195833333333333
DEF6	-0.0463333333333333
GLT8D4	0.664
UTP14A	0.0725
RPH3AL	1.0635
NXF1	0.0581666666666667
TRERF1	-0.113833333333333
TUBB3	-1.4465
SLC24A2	0.677
SEC22B	1.00791666666667
ZNF653	0.14825
GGTL3	-1.19941666666667
CDKL2	-0.0235
CTF8	-0.680583333333333
EPC1	1.44033333333333
CYP4A11	-0.00700000000000001
THRSP	2.83783333333333
LELP1	-0.411
TES	0.585375
C17orf87	1.3095
FERD3L	-0.4185
SH3TC1	-0.3135
RAB36	1.5925
CRYGB	-0.6575
GRIA3	0.4711
BHLHB9	1.908
C1QTNF9	0.686
GOPC	0.454375
PNPLA8	0.4805
ZNF444	0.3985
FMO1	2.0995
POLR3C	0.2535
SLC35F3	0.3455
SGCG	-3.20633333333333
DCDC2	-1.58366666666667
NANP	-0.56075
MGC23270	-0.9055
BEX4	0.969333333333333
HYDIN	0.2135
RPS6KB2	-2.61825
ADRM1	-1.04183333333333
BAT3	-0.42225
RAB31	1.527125
SCGB2A1	3.690125
SLC6A14	-2.3665
DDX4	0.3755
PRRC1	0.451666666666667
AP3B2	-0.306333333333333
TRGV7	0.3545
TMEM184B	1.3235
ADPRHL1	1.34566666666667
C21orf45	-0.45325
ARNTL	0.67275
AADAT	-1.72375
CCL2	1.07216666666667
SNTB2	-0.246166666666667
RGS9BP	0.66175
KPNA1	0.23925
TMEM41B	0.13
S100A11	0.2305
DOT1L	-1.5495
EFHC2	1.279125
CLTC	-0.381166666666667
SRP9	0.820142857142857
ZNF521	-0.42175
FAM26F	-1.424
GPR88	0.51
COL13A1	-1.04166666666667
CHMP4B	0.3569
SIGLEC6	0.1025
NFAM1	0.54
PVRL2	0.772
ALKBH4	0.3665
CCDC93	0.14325
NXT1	0.1285
KCNK4	1.1685
TROAP	-1.90716666666667
KCNA10	0.169
CCDC114	0.332166666666667
RAN	-0.98975
LMTK2	0.197
LOC400657	0.1265
UFC1	1.02975
UBE1DC1	-0.8505
EEF1A1	0.0817222222222222
CHAC1	-0.454
HMGA2	-5.4067
B3GALTL	-0.43575
ING2	0.232
C1orf109	-0.18
INTS3	0.8275
ZNF558	0.57975
TRPM4	1.52383333333333
LTB4R	-1.109
ISYNA1	-0.9815
LSM7	-0.12725
LRRC47	-0.295625
ZNF179	-2.75683333333333
EXDL1	-0.0298333333333333
SLC4A10	-1.18928571428571
ACSS2	-0.9145
COPS7B	-0.5655
KIAA0040	2.20666666666667
C1orf95	-0.5615
AP1GBP1	0.196
OR9A2	0.277
FAM71C	0.6485
RIN1	-1.26283333333333
ITGA4	-2.80525
DNAJC6	-1.382
CLOCK	1.0255
SLC35A4	0.567333333333333
DSG4	0.48975
LOC26010	-0.0075
NSUN2	-0.87425
TMEM86B	-1.5323
C14orf135	0.064
KIFC3	-1.95266666666667
PHF5A	-0.54925
NCAPH	-1.89375
STK11IP	0.11275
FLJ42953	1.08275
CCDC19	1.94666666666667
ZNF329	-0.4235
TAX1BP1	0.805
ZDHHC18	-0.269166666666667
C10orf88	0.24925
TMBIM4	1.4526
NMUR1	-0.6465
KIR2DS4	0.372125
C9orf90	0.344125
MGC87631	0.6885
KDR	2.5849
ST3GAL2	-1.66675
RLN2	0.763166666666667
HPD	-4.05
MOXD1	-2.32166666666667
PDGFRL	1.92516666666667
SMYD4	-0.605428571428572
FAM103A1	0.311833333333333
MFAP4	-0.427
LOC285141	1.44625
TMEM45B	-0.142
SMCR7L	-0.318142857142857
GZMH	3.23875
CBLN1	-2.432
CNNM1	-1.342
PHF17	-0.58075
NUP98	0.178166666666667
RMI1	-0.5265
PTPRS	0.52375
ANKRD57	0.5545
CLDN15	-0.660833333333333
OR51A2	0.11
GUCA2B	0.0755
DOCK9	1.8785
ITGB1BP1	-1.12316666666667
DLG2	-0.1905
BRAP	-0.2045
SESN3	-0.488
ZC3H7B	1.41425
FAM101A	2.19283333333333
FKSG24	-0.889
ZYG11B	-0.3695
RFC2	-0.81225
SH2D3A	1.26733333333333
DVL3	0.0484166666666667
ADFP	-1.47183333333333
KRIT1	-0.29525
SERTAD3	1.56416666666667
LEFTY2	-3.539
KRT27	-0.179
SCFD2	-0.302
MN1	0.608
RORA	0.757
PTPRD	-0.801
PIAS2	0.367333333333333
CYP4X1	6.28333333333333
FBXL15	0.07
MYH15	-0.742666666666667
CRX	-0.377833333333333
TBC1D13	1.03775
SLC22A17	1.24
PLK2	1.30833333333333
ARHGAP9	1.25875
EIF1B	-0.5185
C20orf185	-0.28375
DEFA7P	0.4315
PRIM1	-2.15766666666667
CRYAA	-1.69425
BACE1	-0.34
AGTRL1	0.412166666666667
ACAD9	0.034375
GRASP	0.4615
RBP4	-3.14666666666667
TFB2M	0.3075
METTL9	-0.9569
ATP5O	-0.59575
SP100	0.8787
CPSF1	-0.9075
S100A4	-1.55625
LIME1	-1.06675
GPR137C	-0.293
OR2A2	-0.4635
C2orf29	-0.689
NUP188	-0.922
SDPR	-1.5285
RAI1	0.6595
RPS20	-0.4454
LAMB1	-1.198
ADM2	1.25816666666667
ZNF229	-1.06775
DKFZp434K1815	-1.260125
EPN3	1.57116666666667
CLIC3	-1.279
MEIG1	-0.6085
HMGB4	-0.622
STARD10	0.850875
KLF8	3.27925
EPB41L2	-1.03833333333333
JMJD6	-0.892875
CTSL1	-1.76833333333333
GPR27	1.0735
ELAVL4	0.707375
MMP21	-0.389
PPM1B	0.295
SUV39H1	-1.3825
AAMP	0.27825
TUSC4	0.555
MBD6	0.281
KLK13	-0.17325
FMNL3	0.279166666666667
TRIM13	1.50208333333333
C15orf5	0.05025
IQCF1	-0.13
CACNG8	0.067
SLC35D3	0.5165
ZDHHC9	0.914
ODF3L1	-0.694
C9orf86	-0.1839
TSEN2	-0.85675
C17orf64	0.39175
SEPX1	0.0013
TSPO	0.9535
SYMPK	-1.0035
ADORA1	-0.20225
TSPAN10	1.254125
SEMA6C	0.175
RTTN	-0.5747
IL2	-0.228166666666667
ARRDC3	-0.841833333333333
TBPL1	-0.948666666666667
STX12	0.221
MRPL39	-1.0585
OR8H3	1.096
IFIT5	1.05183333333333
CASC5	-2.417875
FAM46A	-1.58616666666667
HPCAL1	-1.01425
CYLC1	0.352
VGLL2	-0.262125
C20orf191	-0.5875
CDH1	-1.336
ITPA	-0.10825
CCDC101	-0.56825
D15Wsu75e	0.17125
EDA	-1.60175
CREG1	-0.25
OR7G2	0.237
SAP18	1.03816666666667
IFIT1	0.62875
CALML3	2.25983333333333
FLJ37440	2.529
FNDC5	-0.2505
SERPINB6	0.0109285714285715
JUNB	0.9871
SYS1	1.242
SCN2A	0.4064
ZKSCAN5	-0.3871
WNT7A	-0.144
TSHZ3	2.00275
RNF148	0.83525
H6PD	0.1055
CAD	-0.843333333333333
ZNF449	0.4845
DOCK10	0.336
FAIM2	0.438333333333333
HEXDC	0.052
PRB1	0.833333333333333
C14orf148	-0.45
ETHE1	0.391
IRF5	0.0547
GNMT	0.153333333333333
MGC16291	-2.24225
RPAIN	-0.248714285714286
CAGE1	0.917
CNTNAP3	-2.08625
ACTR1B	-0.42975
EEF1E1	-1.59
MSX1	-0.742125
ESF1	-0.4828
HSPC171	-0.41
MRPL2	-0.662
RDH12	-0.9685
CELP	0.3735
METRNL	-1.00525
C10orf116	3.953
C19orf48	-1.346
ZNF346	-0.491
NCR1	-1.373
C10orf64	0.699
CD52	1.93525
VPS18	1.445875
AP4S1	-0.402166666666667
NPBWR1	1.276
TPK1	0.68425
UBA52	-0.569666666666667
RIPK1	0.963333333333333
CPNE3	0.00930000000000001
HSPC159	0.3375
C8orf38	0.14375
LRRC4B	-0.428
PARP10	0.7897
ANKRD50	1.921125
CXCL9	6.05675
FGF18	0.893545454545455
EIF2A	-0.5385
SLC20A2	0.875333333333333
KIAA1549	-0.206916666666667
SPINT1	1.8315
ZNF584	-0.0095
CRBN	0.261666666666667
ABCF3	0.0546666666666667
NCBP1	-1.215
PLA2G4F	0.0923333333333333
PCDH10	-1.112
TTC21A	0.83325
C20orf144	0.699
FGFR1OP2	-0.666333333333333
SLC9A1	0.3366
CHRND	0.48
FOXF1	-2.538
KIAA1467	1.13575
TPO	1.6165
LTF	4.503
DNAJB9	0.8405
MRPS27	-0.72225
bA16L21.2.1	-0.71075
WBP2	-0.0958333333333333
MRGPRX3	-1.541
PRPF18	0.55075
C10orf58	0.61375
SMOC1	-2.7035
ADAT3	0.548166666666667
TMEM138	-0.4095
TMEM131	-0.312125
TIMM8B	0.408
MYH7	-0.541
ST6GAL2	0.6495
KIF1C	0.43325
SUHW2	-1.5855
PAPSS1	0.80825
CABP2	0.0885
HOXA4	-0.7535
ELF2	0.53125
SEMA3D	0.0846
MC5R	0.2135
OGFR	0.781
FLJ30092	-0.00816666666666669
TGFA	-0.9421
MMP17	1.418
KIF15	-2.286
CHIA	0.239
CATSPER3	0.24225
CEACAM7	-0.22425
PADI2	1.647
HOXA9	0.650833333333333
LNX2	1.20783333333333
TMEM144	2.99875
HIF1AN	1.00575
METTL7A	-1.0349
C6orf165	1.58566666666667
KIAA1468	0.684625
DSG3	2.578
ZNF180	0.600333333333333
EIF4E3	2.048375
SLC46A1	0.812625
DKK1	-5.592
ZNF205	1.00083333333333
LOC162073	0.696833333333333
COX7A1	4.71475
MAGEA1	-5.05233333333333
NEDD8	-0.36175
KLHDC5	0.197944444444444
C3orf19	0.549666666666667
MRPS2	-1.0125
POLR3H	0.319214285714286
ABHD11	0.4202
TMEM17	1.0605
PAIP2B	0.6877
MAT1A	-4.37025
LGI3	-0.09125
THUMPD2	-0.12675
TKTL2	-0.328666666666667
XAGE3	-1.28333333333333
CALM3	0.0684166666666667
C6orf136	-0.587333333333333
KCNC4	0.287333333333333
RGS9	1.25
ACIN1	-0.529833333333333
SPATS1	0.12425
XKR8	0.02375
FAM84A	1.995
MS4A7	5.78172727272727
AGXT2L2	0.28575
OR1F1	-0.269
SMAP1L	-0.151416666666667
IPO11	-0.118125
ZC3H11A	0.634125
C1orf151	0.479875
RNASEH2A	-1.41475
CCR10	-1.398
TXNDC11	0.270833333333333
TMEM112	0.80025
MAP1B	-1.631
NVL	0.25825
PKM2	-1.2309
ARC	-0.13525
NUP54	-0.137
PPFIBP2	2.0945
STAT2	0.6045
PTAFR	1.19483333333333
ROBO2	1.10625
RNF40	0.371666666666667
CCDC135	-1.333
IFT81	0.2905
MORF4	-0.49975
TM7SF3	-0.407625
OR10H3	0.275
ABP1	-0.1655
CHRD	1.28825
PLEKHA8	-0.476
NCALD	1.20191666666667
OR5AK2	0.3425
ACCN1	-0.294666666666667
SLITRK1	-0.445666666666667
ARMET	-0.423
C9orf52	0.28575
REEP4	-1.256
MTSS1	1.076875
ADH1B	2.59233333333333
DLD	-0.83825
CDK5	-0.53
PPFIA1	0.5101875
WFDC3	-0.1065
DNAJB12	0.891
RANGRF	-0.1315
MLANA	-4.74475
AMY2B	0.36275
KIAA0319	-1.52725
RPS7	-0.3685
JAK3	-0.1665
ARFGEF1	1.20225
CXCL5	0.54575
TRAPPC4	-0.25975
CETN2	0.45175
HSPC111	-1.049
RHOBTB3	-2.8905
PHLPP	0.4225
RGS10	0.64725
TMEM58	1.20675
CHERP	-0.074875
HSP90AB3P	-1.31783333333333
FSTL3	-0.9445
PEX11A	0.59975
OR5V1	0.5
FCN3	1.32
PTPN3	0.264125
NPTX1	-5.3075
C21orf84	-2.454
C11orf51	-0.17425
ZBED2	0.19475
FLJ90757	0.72225
NPY2R	2.17925
PLD3	-0.05175
SYT17	2.44983333333333
SGSM2	-0.0785
OR1A2	-0.37125
FOXP1	0.727125
SLC5A1	5.04675
POFUT1	-0.525
EPHB6	-2.87616666666667
MYO1G	-1.84675
STAC	-1.7946
KLHL17	-0.264833333333333
RGMA	0.1439
TJP2	-1.1721
FAM114A1	0.456
SERINC1	1.44841666666667
SLC9A8	-0.04975
PEX19	0.532875
EDN2	3.252
PSMD7	-1.66477777777778
C3orf41	-2.29175
UQCR	-0.21725
PPP1R3C	2.35
LRP4	-2.313
TM2D1	0.10325
TTC17	0.7421875
C4BPB	-4.494625
CCL25	0.09225
ZNF253	-0.127
CHRNA9	-4.659
SOX11	-1.985125
HIVEP3	1.5755
CGN	1.92341666666667
C3orf35	0.087625
PKD2L1	1.30775
SYVN1	0.0225
PDE8B	-1.317
LOC439951	1.62225
LTC4S	1.94483333333333
MIF4GD	0.169666666666667
SMARCA2	1.5278125
TUBGCP6	0.197
CABLES1	0.711125
C16orf77	1.93066666666667
ZNF791	0.25325
FUT5	-1.01
ADH6	-2.226
P4HB	0.26
CLDND2	-1.442
ALKBH8	0.292
PLAC4	-2.1495
F11R	0.658714285714286
MGC35295	-0.161
PDZD4	-0.382
LOC389073	-0.68675
FAM80B	-0.792
PSMB1	-0.48675
TXN	-1.52033333333333
VIPR1	1.0764
WBSCR18	0.4901
EXOSC6	-1.17516666666667
ACTA2	3.51966666666667
SP5	-1.46658333333333
ANKRD1	-2.7055
DDR1	1.7211
ATP6V1D	0.1175
PTGS1	-1.552
RNF157	-0.985
DCC	0.08475
SPAG7	-0.18025
FBXO18	-0.3635
UBE3C	-0.3445
HOXC6	1.16475
LRP2BP	0.200166666666667
MYST2	-0.096
PDSS2	0.4555
ATE1	-0.1475
ARAF	-0.70025
KLF10	-0.28275
PLA2G2E	-0.053
ASCL1	0.718333333333333
TSNAXIP1	1.3045
FAM131B	-0.28225
IFNA10	0.00899999999999998
NUP43	-0.95125
FAM44B	-0.190375
L1TD1	-6.02116666666667
NMD3	-1.91033333333333
C18orf54	-1.064
PHOSPHO1	-0.261
RAG2	-2.814
EMILIN3	-0.36
METTL3	-0.375
VPS13C	-0.061125
REXO2	-0.585
ANXA4	-0.14625
CA1	-1.066
DCP1B	0.88325
TULP3	-0.6805
ATP2A2	-0.126571428571429
ATIC	-0.675
ADAM15	-0.225083333333333
NPL	1.135
LGR4	-0.93575
UEVLD	0.323666666666667
GAB1	1.50175
SNAI2	-0.837166666666667
ZGPAT	0.2491
SNF1LK	0.3125
DLEU1	-0.70625
UBE2Q1	0.389875
ZMYM6	0.13725
JPH3	-1.5705
FAM38A	-0.313833333333333
PXK	0.581
DENND2D	2.01575
BAX	-1.26533333333333
CP	-2.06172727272727
RPL37	-0.1185
G6PC3	0.165375
NCOA4	-0.0843333333333333
LRRC14	0.158875
GORASP1	0.476
FCHO2	1.32075
CYP24A1	-3.3286
FXYD3	1.12775
SMARCAL1	0.287
ABCB8	-0.211333333333333
CCDC44	-0.449
PRDM7	-3.19025
USH1C	-1.219
DNAH5	1.79133333333333
SRF	0.104916666666667
MAL2	2.55266666666667
PGPEP1	0.694666666666667
SIN3B	-0.59
SEMA3C	0.683833333333333
GRAMD3	1.47725
FBXO10	-0.105875
OR5D13	0.4525
FLJ31818	-0.406125
CACNA1I	1.126875
S100A13	0.7995
TP63	2.81721428571429
ANXA11	0.913
WDR66	-1.89025
CSF2RB	0.021
IFI44	-0.757
DACT1	1.38333333333333
ANKRD23	-1.682625
ATP5G1	-0.864833333333333
C21orf70	-0.551166666666667
PPWD1	-0.72725
DNAJC13	0.0495
PAH	-4.10283333333333
PTCH2	0.56675
TRMU	-1.3735
CCDC9	0.4795
USP3	-0.3253
DCLRE1C	0.5634
FAM55C	0.6905
FRMD4B	1.46375
CYP2R1	0.2635
RFPL1	-0.6691
XPO5	-1.109
ARL6IP2	-0.1605
OSBPL5	0.80875
MMP9	2.65336363636364
KIAA0802	0.26525
DHRS2	-0.507833333333333
SGEF	-0.246875
TXNDC10	-0.7702
EXOC6	0.97025
RPS27	0.645833333333333
PNCK	-2.308
FSTL1	-0.87725
AACS	0.4725
SLMAP	0.478333333333333
SAMD4A	-0.7823
ABRA	0.29875
SMARCD3	1.15975
PKNOX2	-2.62566666666667
A4GNT	-0.406
C9orf39	-0.546166666666667
RALYL	0.4545
MGC33556	-2.8575
C10orf25	-0.773
BBOX1	6.2195
NHEDC1	0.38175
XDH	-0.13375
GCSH	-1.578
EDN1	0.952
MTERF	-0.478
CLK4	0.335625
ZNF799	1.42
KCNG1	-1.955
CXCR4	1.46
PTPRR	-1.63175
IRAK1	-0.784
LOC401397	-1.137
TMSB10	0.528785714285714
CXCL3	-3.4664
TMC4	2.34225
OR7A10	0.5245
STYK1	2.42875
CHRNA10	0.0905
CCNI	1.4165
EP300	0.618642857142857
LOC165186	0.0331666666666667
HIC2	-2.35325
SDR-O	-0.3755
OR2W1	0.835
KCNA6	-1.001
TRIM74	-2.30325
REEP6	1.954
ATP5G2	0.06975
ERG	0.5865
TMEM42	-0.12175
PARN	-0.0751666666666667
SOD2	-0.3725
DIRAS1	0.556166666666667
PNPT1	-1.2785
JOSD3	-1.419
hCG_40738	-0.3285
PDE1C	-1.51775
SEMA4D	-0.045875
AGPAT1	-0.0803333333333333
NOSTRIN	2.080375
MAP3K3	-0.7395
MAX	0.466357142857143
CAPS	0.4505
SERPINA12	-0.657
OSBPL8	-0.31475
RICS	2.1439
NR4A2	1.07033333333333
PPCS	1.37416666666667
LONP1	-1.3795
SCYL3	1.7845
HERC2P2	-1.1995
FIBCD1	-1.157
C15orf41	-0.6455
DMC1	-1.21433333333333
C20orf27	-1.52525
RPS6KA5	0.6987
FAHD1	-0.254666666666667
SLC12A4	-0.4875
BRCA1	-1.38883333333333
GBL	-0.2305
SLK	0.2825
NUDT9P1	0.6705
NOXO1	1.3745
USP52	-1.16575
BAZ1B	0.35275
SLCO2B1	2.27625
BBS12	0.803
LRGUK	0.908333333333333
TERF2IP	0.10825
COL1A1	4.911
KIAA0090	0.28675
GRK5	-0.0365
AP1S2	-1.6961
TMEM52	-1.06866666666667
CA11	-0.522125
OR4A15	0.327666666666667
ACBD3	1.1762
SPAG11B	-0.765
PRDM2	1.4278
FOXP3	0.2995
SMYD3	0.4116
LOC389199	1.415
LGI2	1.4135
NAPE-PLD	-0.00729999999999999
ANKRD6	0.528
WDR45	0.3435
SHROOM1	1.67175
PSCD3	-0.3735
PYY	-0.0335
KCNC1	-0.8965
ARHGEF9	0.4612
OR8J1	0.2895
GPR55	0.218666666666667
NS3BP	-2.2185
C10orf22	0.3195
NAT8L	-1.31675
DUSP4	1.367
FOXM1	-1.943
GRAMD2	2.2354
ZBTB48	0.143666666666667
BUD31	-0.5095
PABPC5	0.9165
CCDC41	-0.422
FBXO11	0.116916666666667
C6orf148	-0.028
RFXAP	-1.31875
C6orf15	0.384166666666667
CDK8	-0.978
C6orf70	0.646375
TESSP2	0.4725
ALG2	-0.30725
PPP1R3D	0.9285
TPM3	0.604944444444444
SYT13	-0.08325
EPB42	-0.716666666666667
CETN3	-1.416
PRY	0.3875
NTHL1	-0.495833333333333
POLR2B	-0.1015
RPS28	-0.0649166666666667
P2RX3	0.4795
LYZL4	0.14675
WBP4	0.0901
PMM1	-0.1295
C11orf79	0.3735
CBLL1	-0.6405
IL1F10	1.019
VAX2	0.2985
SETDB1	0.721833333333333
LRAP	-0.069
GCLM	-0.965
CPEB3	2.67875
PPM1A	0.950625
INTS1	-0.4985
CAMTA1	1.56558333333333
SAMSN1	-2.44625
LOC158830	-1.90966666666667
GMPPA	-0.5135
AIPL1	0.409333333333333
IL24	0.620833333333333
BDKRB1	-2.74716666666667
MLF1	1.0081
TAF12	-0.29875
ID1	-2.47975
THADA	0.172875
PIK3CB	-0.3615
OR4N5	2.005
TBC1D17	-0.351833333333333
COX8A	-0.5655
CDCA4	-0.96025
C2orf44	-0.263
ZNF534	-0.35725
IMMP1L	0.43775
NIPSNAP3B	-0.724125
FTMT	0.107375
PWP2	-0.599833333333333
MMP15	-0.498
DNAH11	-1.96625
MTMR14	-0.241875
DNAL4	0.87625
IPP	-0.09925
TMEM59	1.095625
C1orf157	1.2075
RGS4	-1.1335
DDX18	-0.25
SNX6	-0.2445
ZNHIT2	0.757666666666667
NCDN	-0.224833333333333
FLJ33534	-0.28825
RAG1	-1.363125
OR4D10	0.32
PTPN5	0.0688333333333333
POMT1	0.62825
LRRC8A	0.2287
CYP1A1	-1.55225
CAPN1	-0.280666666666667
DDHD2	0.171375
GRIK2	0.09475
GNRHR	0.377
PPBP	0.55575
HTR3A	-0.4565
SLITRK4	0.75625
ANKRD49	0.421
BTF3	0.3008
SARS	-0.41175
C13orf18	0.6382
CACNB1	-0.3155
QKI	-0.565909090909091
SETMAR	0.889625
MAN2B1	1.2335
EML3	-0.8925
ACADL	-0.382
OFD1	0.271625
DEFB114	1.033
CGA	-4.01911111111111
PEX16	0.0341666666666667
LRRC10	0.117
GNG12	1.0795
C1orf152	0.1805
CHRM1	0.015
CD53	0.138875
DBH	-1.32325
TFAP2B	4.407875
HIST1H2BJ	-1.09733333333333
