Hybridization REF	TCGA-AN-A0XO-01A-11R-A109-07
C6orf89	-0.0245555555555556
TUBB2B	-1.61366666666667
RTN4IP1	-0.545
CR1L	-3.68833333333333
CEND1	0.48625
C12orf41	0.117166666666667
RNF31	0.62275
UBN1	0.460833333333333
C17orf32	0.842375
SLC5A7	0.60925
GPR92	-0.225666666666667
ESAM	2.0385
CTNNA1	1.4495
HRBL	0.1795
CBX4	-0.03625
TMEM182	0.996
SH3TC2	-0.613833333333333
IL10	0.222166666666667
PXMP4	0.6115
RNF167	-0.9342
PAK7	1.562
ETV3	-0.218
ATPIF1	-0.5235
LOC554207	-2.68366666666667
OR8H1	0.1565
WDFY3	1.043875
DPM1	-1.4335
GPSM1	0.0325
WDR92	-0.5194
LRP1	0.652333333333333
ANKH	-0.176
THUMPD3	-0.165
POLR1B	-0.40725
OLFM4	7.2745
RAD9B	0.06325
TSPY2	-3.926
PAX6	-1.3135
SCG2	-2.677375
SLC17A6	0.0755
FMO3	2.489
PADI4	-0.134125
TUBB4	-0.6465
NLK	-0.08475
POU4F3	-0.4995
SDF4	-0.14
ITGBL1	2.95466666666667
NETO1	-1.36325
TAP2	-0.28825
ABBA-1	0.267166666666667
GNAI1	-0.964
VPS4B	0.999
NOPE	-0.3085
GALNT6	3.51433333333333
SESN1	0.103625
GBE1	-1.14833333333333
CLASP1	0.09525
RASGEF1B	1.00825
ACOT11	-0.202928571428571
AFAP1	0.69025
OR2H2	0.299
DPY19L2P1	-1.4435
DZIP1	-1.5355
SEC22C	0.184916666666667
GPR161	-0.3545
RNF146	0.1385
WDR74	-0.680375
GALP	-0.0295
PURA	1.21375
DNPEP	0.150333333333333
RP11-78J21.1	-0.21175
ERBB2	2.617375
FANCM	-1.192
NEO1	1.68483333333333
DDX3Y	-4.3166
RPS3A	0.5495
MXRA7	-0.0336428571428571
LGALS3	0.350166666666667
GLT8D1	0.35525
CFL2	-2.25383333333333
UPB1	0.3765
NAP1L5	-0.088125
CLDN14	1.1275
DHX38	-1.20775
BTBD1	-0.506
TARS2	0.369166666666667
ABCF1	-0.0662
FCF1	-0.315166666666667
LRRC49	-0.22475
GUCY1B2	0.876
C1orf177	0.118833333333333
SMARCA4	-0.578
LRP8	-3.18966666666667
TAGLN3	-0.854
MRPL14	-0.227
TTRAP	-0.59575
ZDHHC20	1.371
NFE2L3	-0.453
KIAA1377	-0.019375
PALMD	0.4469
TMEM43	-0.049
TTL	-1.302
STAT5B	-0.889666666666667
SSB	-1.188125
OR10H5	0.169
SLC22A13	-0.78825
AKAP3	0.035
TIMM23	-0.0936666666666667
OAS2	1.17658333333333
KIAA0423	0.90175
TRIM11	1.04133333333333
GLIS3	1.655125
TMEM50B	0.901333333333333
ARHGEF4	-0.5025
DEGS1	1.54109090909091
TBL1XR1	2.44946666666667
G6PD	-1.73875
SP140	-0.1872
MUC17	0.333642857142857
NUDC	-0.1044
DNAJC5B	0.337
SCARA3	-0.621833333333333
CPA3	4.66383333333333
BCAT2	0.625875
MFN1	0.2757
NRG3	0.1565
SNX11	0.50575
PLEKHH1	-0.886333333333333
GPR177	-0.178833333333333
HCFC2	0.04425
TCAP	-0.20225
MOCOS	-0.56125
C14orf93	0.162
PRDM10	-0.385333333333333
SLC16A4	0.527583333333333
SRGAP1	-0.674333333333333
VIP	-0.28475
DUSP27	0.402
LILRA1	0.1492
MC2R	0.4685
MGC24103	-1.04025
MBTD1	-2.885
FUT11	-0.210666666666667
USP33	-0.3499
C15orf39	-0.81625
MAP3K12	0.08075
PAAF1	-1.29383333333333
BARHL1	-0.259
FLJ16165	-0.023
PIWIL2	-2.17325
SYNE1	0.147083333333333
CMTM4	0.7285
TSPYL1	0.84
GUF1	-0.631
TMEM157	1.458
WDR44	0.07575
HIST1H3C	0.25975
DKFZp666G057	1.798
RNPEP	0.5865
GAS2L2	1.357
ADH4	-5.62025
GRPR	4.962
FBXL17	0.78475
ZBTB10	0.446416666666667
Gcom1	0.218888888888889
HTRA1	1.8534
ZNF585A	0.108833333333333
SLC26A2	0.271714285714286
OTOP3	0.00483333333333332
WISP1	2.38455555555556
ATP2B4	0.187583333333333
FLJ10769	1.11825
CRAMP1L	0.1765
CHST12	-1.20225
RAB22A	0.242166666666667
TARDBP	-0.496714285714286
STAU1	-0.1285
CRB3	2.25033333333333
MIG7	-0.447
CHMP1A	0.183166666666667
ZNF160	0.08
B3GALT6	0.0595
BARX1	-1.53766666666667
C6orf167	-1.60275
NXNL1	0.2795
DHX29	0.846375
HADHB	0.19275
PLXNB2	0.601125
ILDR1	-1.6835
SLC15A3	1.52875
GAS2	-3.27033333333333
C20orf69	-0.19875
NUMB	0.14225
TNIP1	0.6955
MESP1	2.40016666666667
PSKH1	-0.07275
NSFL1C	0.329375
RHOG	0.065
HEY1	-2.414
KNG1	-1.40475
ITGAX	0.8838
LIN9	-0.653166666666667
CANT1	0.71025
XRN1	0.144857142857143
CCDC96	1.2991
HEATR6	-0.749833333333333
GNG7	0.748333333333333
RUNX2	1.13575
SOX1	0.492166666666667
FCRL5	0.1142
ZNF99	0.0465
FAM9A	-0.141
SNX22	0.570666666666667
MBNL3	-3.52416666666667
ODC1	-2.6776
ADORA2B	-1.87766666666667
NR2F6	0.20375
ZFYVE16	0.464333333333333
SYNJ2BP	0.7672
POLE	-1.55175
E2F2	-1.351
THRA	0.543
PTGES2	-1.122
HIP1R	-0.0855
TMUB1	-0.527
ENO3	-2.4425
RSPH10B	0.1765
CXorf39	0.995625
IRGC	0.51075
GPR109B	-2.10875
FLJ13305	-0.8285
LCE3A	0.6225
TNFRSF18	1.814
DET1	-0.04575
TRPM3	-0.217666666666667
C16orf79	-1.5505
FECH	0.256833333333333
RAP2A	-0.1545
CRIP1	2.90266666666667
AZIN1	0.52775
SLC7A7	2.18225
IL10RA	-0.6191
TMEM64	-1.51675
CDC42EP4	1.1152
C16orf58	0.0559
ARG2	-2.0485
POU5F1P4	-4.75575
FAM62B	0.158625
DNAH8	-2.0269
ASH2L	0.874
TSLP	-3.3035
CNTNAP5	0.396
TMEM16C	-0.422
IFNA14	0.047
SLC1A3	-0.597375
CABYR	1.2565
BCL7B	-0.4753
NUDT13	-1.46016666666667
C13orf28	0.04775
C1orf53	1.7625
ARL6IP4	0.023
RPL35A	0.44425
EMR3	-0.2115
RAB40C	0.912583333333333
SLC41A1	-0.159166666666667
LRCH1	0.12475
LY6G5B	-0.851
FAM124A	-0.329428571428572
MGC10981	-4.10616666666667
CLIP3	0.4035
MAP4K2	-0.0556666666666667
CHIC1	0.81225
SULF1	3.55516666666667
C20orf30	-0.0440714285714286
PRDM5	-0.42625
ELOVL1	0.028
C11orf48	-0.70375
SLC39A10	0.0725
KCNV1	0.000250000000000011
ACP1	-0.644
ZMYM2	0.014375
B3GNT6	-0.0521666666666667
C9orf69	-0.9115
C2orf15	0.142
C20orf166	0.3145
HSP90AA6P	0.4265
EDG7	-0.978
NEURL	-0.993375
LPL	0.188333333333333
CLEC2D	-0.766785714285714
GRRP1	1.29866666666667
CD8B	-3.7322
HIST1H3D	0.9995
SLC6A12	-0.15775
FAM27L	0.2325
CD84	0.4927
RASA1	1.1935
PHKG1	-0.415
MAGEA11	-2.0035
IMPA1	-0.8207
NPM3	-0.824
RARRES1	6.73125
SH3BP1	-0.281
B3GNTL1	-0.563
ARPC5L	-0.3765
KLHL26	0.84275
SIM2	0.773375
GJC1	0.605
C20orf194	-0.01725
EXO1	-1.928
SLC2A2	-2.91233333333333
LOC285074	-0.18475
LRG1	2.545
KIRREL	0.334
PIK3R1	2.50092857142857
C4orf34	0.86675
MAF	-1.23511111111111
ADCY4	2.7845
ZMIZ2	0.4685
SLC46A3	0.958833333333333
STAMBP	-0.158666666666667
CCDC16	0.14725
MS4A12	0.435
TCF20	-0.7625
LRRC46	1.8405
C20orf152	0.4485
MRPS6	-0.345125
ABCB11	0.317
KCNC2	2.9865
CDH19	-2.20933333333333
C9orf123	-0.449
SSH3	1.186625
LDLRAD1	-0.8435
CCBE1	-0.737
ZNF135	1.830375
TAAR1	0.5435
WFDC12	-0.3785
CCDC42	-0.0293333333333333
FLJ12529	-0.933
PER1	-1.03383333333333
TIMM50	-0.304833333333333
SMARCAD1	-0.401333333333333
FAM26C	-0.11
TP53TG3	-2.25
SH3RF1	2.0602
LMCD1	2.977
GPR63	-0.277
FLJ21986	-2.65275
AIFM3	-0.18775
MICAL1	-0.842166666666667
BLZF1	0.768333333333333
IQCA	3.07466666666667
PCDHGC3	0.1155
SAC	0.8725
BCL6B	1.97183333333333
DDO	0.49425
MARCO	2.201
DCHS1	1.54933333333333
C1orf170	0.631333333333333
CD200R1	0.6415
C22orf15	-0.2495
SEPT11	-0.0785
ADNP	0.293
UST	-0.2542
C13orf34	-1.29333333333333
RFFL	-0.162571428571429
APBA3	0.3735
C2orf60	-0.566875
CUTL1	-0.195
PMS1	-1.045125
ZNF689	-0.4255
EIF3E	-1.47666666666667
IL9	-0.1568
RPL31	-0.336375
LY9	-0.226666666666667
ATP2B3	0.25025
KDELR2	0.2505
TFCP2	0.720125
NLRP12	-0.017
FLJ45422	0.04425
TLE4	-0.3437
ZNF570	0.311
FLJ43806	-0.5025
TLK2	-0.32925
CIR	0.32175
MARS2	-0.2275
COL24A1	0.727
SDF2L1	-1.6605
HIBADH	0.234333333333333
IGFBP3	-1.27471428571429
C12orf23	0.052
PSPC1	0.41125
C20orf43	0.2055
TRAV20	-0.176
ARHGAP24	1.00675
KIAA1975	-0.623375
C1QA	2.9919
DNTT	-4.33466666666667
C10orf6	0.0678333333333333
C11orf41	0.18125
HNRPF	0.3495
COL11A1	7.23716666666667
UBAP2	-0.347333333333333
CDKN2AIPNL	-1.4385
C20orf174	0.56
SPRED2	0.02125
PLA2G12A	0.181
ICEBERG	-1.519
SCN10A	0.2615
C11orf65	0.56425
GBP5	1.942
PITPNC1	-1.84716666666667
POU3F3	0.698
NCOA7	0.80925
LIN7C	0.2824
LOC348840	-0.6685
NKX2-2	1.4555
ANKRD13D	-0.110625
LOC123688	0.403
FUT2	2.37
TAAR8	0.2445
FZD4	0.4715
PNMA3	-0.713333333333333
OR4L1	0.4655
WIT1	-0.8285
EXOC3L	1.3675
ATPBD4	-0.3294
KRBA1	-0.8495
UBXD6	-1.214
HOXB7	0.196642857142857
C7orf23	-1.3075
UNQ338	1.541
STAB2	0.4125
CDC20B	0.107
IRF9	1.51725
CENTG1	0.0646666666666667
TNPO2	-1.458
MCPH1	-0.214625
BMS1P5	-1.71375
SLC26A7	0.663
HIST1H3J	1.16825
C9orf3	0.4114
LBH	1.468125
MYO1D	0.7555
PTDSS2	-0.41375
NFU1	-0.42625
DEPDC4	-1.96425
WNT7B	1.8688
GLP2R	-0.0183333333333333
SETD4	-0.167
DYNLT3	-0.014
FKBP11	-1.50283333333333
SESTD1	0.903166666666667
FLII	0.76125
RPS16	0.0796
CHPF	-0.155666666666667
CSNK2A1	-0.128833333333333
SUMO1P1	-0.23825
FKBP6	-1.1305
ZNF214	2.3715
TWIST1	0.318666666666667
DDX56	-0.681333333333333
TRAM1L1	1.6827
EPO	-0.769666666666667
MRPS18B	-0.27475
ZNF682	-0.3755
RPL14	0.117333333333333
MAFF	-0.269
LOC51136	-1.276125
LY96	-0.742
DDX20	-1.037
ABTB1	0.626833333333333
ARL5A	-0.4028
CCT6A	-1.25075
HEPACAM	-1.47516666666667
EHHADH	0.269833333333333
RBAK	-0.101333333333333
CGB1	0.31025
ITGB5	1.095
YIPF3	0.5275
FKBP2	-0.45725
NR1D1	0.1721
TMEM110	-0.04
NEK2	-0.712333333333333
PRAMEF8	-3.1305
C20orf52	-0.2715
PCDHGA3	1.6005
VWA3B	0.56975
NDUFA5	-0.278
THAP9	0.222
FLVCR2	-1.05
AP1S1	-0.453875
SMAD6	-0.99025
SAV1	0.8345
SAT1	0.38025
ZNF251	0.843375
ADAMTS7	0.1373
RPP38	0.16675
C1orf211	-1.0395
YPEL2	1.11965
RBMS1	-0.29325
ZNF445	-0.222666666666667
NRXN2	0.517166666666667
PGBD4	-0.499
UGT2B28	-2.67325
WBSCR16	-1.0296
NLRC3	-0.414125
ASTL	0.33825
ST6GALNAC1	-3.484
ZADH2	0.19775
MLLT4	0.569916666666667
ARL6	0.225833333333333
MEF2C	-0.48775
CBFA2T3	-0.845
AFF3	0.382857142857143
COG7	0.188333333333333
MYB	0.469833333333333
PLXNA3	0.4135
XRCC2	-1.76316666666667
MMS19	-0.319375
ST8SIA5	-0.362875
CHPT1	-0.122333333333333
KIAA1712	-1.555625
OR6X1	0.469
ACTR3	-0.035125
UGCG	1.27433333333333
OR4P4	-0.169
ZAP70	-3.63025
LPP	2.1625
ZNF485	-0.081
PTPRCAP	-1.2125
IL12RB1	0.146
ATRX	0.3176
CHST8	3.448
C14orf109	-0.535
ARV1	0.9275
NMB	-0.982
COX5A	-0.869666666666667
EIF6	-0.43225
MPPED2	-0.548833333333333
SEMG1	-0.9815
CHRDL1	-0.278
TRAF3IP2	1.3545
WNK2	0.629375
LILRA4	0.723166666666667
LAMA2	4.116
PXT1	0.284
RLBP1	-3.1265
CD300C	-0.28175
SLTM	-0.081
FLJ10404	-0.074875
APOBEC3D	-2.20233333333333
RENBP	-0.628333333333333
ATXN7L1	0.53025
NID1	0.272
TUBGCP3	-0.312625
ITIH5	0.904111111111111
CCDC110	2.07275
C8A	-3.029
MGC87042	-1.1365
HOXC13	3.1775
TFDP2	-0.4985
HCP5	1.330375
POLI	-0.0255
UCN	0.552666666666667
ZNF764	0.00316666666666667
C8orf45	1.60675
FHL3	-0.00750000000000001
SPATA5L1	-0.4115
MMRN2	2.51216666666667
NDST1	1.07716666666667
COL20A1	-0.0595
ZNF248	-0.5555
PELP1	-0.613833333333333
MBL2	-2.23766666666667
RNF41	0.789
C5orf24	0.88975
THOC5	-0.645375
SERINC3	0.447916666666667
RP11-151A6.2	-0.4175
CDCP2	0.298
HIST1H2AA	0.5
C11orf75	0.3495
FKBP7	-0.25075
DDOST	-0.34125
GPNMB	0.419166666666667
TTF2	-2.22316666666667
KCNT1	0.314666666666667
SLC39A14	-0.735375
NGRN	0.5793
GPR137B	2.61125
MECP2	0.5265
PSMA1	-0.73875
C16orf73	-5.08125
TMEM60	-0.8055
CSN3	-0.014
NOS1	0.3025
RAB7L1	0.996166666666667
YBX2	-0.54
KIAA1166	-0.40675
FUBP3	0.339833333333333
ABCG1	1.707
ACACA	-0.694
ARL11	-0.435777777777778
ATOH1	0.1105
ODF1	0.313666666666667
CREB3L3	-1.84683333333333
TMEM127	1.04542857142857
DSCAML1	-0.21375
PLN	2.76466666666667
LYPLA1	-0.2505
PRDM9	-1.7805
SASP	-0.666
PLUNC	-0.0375
INTU	0.75925
HISPPD1	-0.6915
LNPEP	1.47
YARS2	-0.258
APCDD1L	-1.273
ZCCHC4	-0.9869
FBXO22	0.0891666666666667
TTLL13	-0.4275
ZNF669	0.0853333333333333
PTGDR	1.42125
DDX27	-0.6245
KIAA0409	-0.156666666666667
GJB6	2.20225
ASB8	0.815
PLP2	-0.144833333333333
MEPE	0.07275
OR10J5	0.321
KRT222P	-0.33875
COQ7	0.3435
C1orf101	1.118
RERG	2.6492
CHMP5	0.064875
THAP11	-0.46075
ZNF43	0.0733333333333333
ZRANB3	-0.559
KRT13	1.72925
MRPL19	-0.54425
RBBP9	-0.180125
SPATA17	1.47275
BXDC5	-0.6245
PAFAH1B1	-0.944166666666666
MAGEE1	0.5235
OSTF1	0.15
KIAA0323	-0.100416666666667
TXNDC13	-0.4605
CNTN4	2.786875
LCE1B	0.3345
UNQ501	0.18325
ZNF154	0.21275
C3orf64	0.13775
SYT5	-0.028
PON1	0.972
FLJ10357	-0.170625
ATP4A	-1.2565
GNPDA1	0.293166666666667
MGAT1	0.687833333333333
C14orf121	0.08575
SLC35B2	0.23875
MIER3	1.15633333333333
CHEK1	-2.934125
ZNF8	-0.225
TXNDC1	-0.423833333333333
CKB	-1.3316
RTN3	0.603785714285714
FZD2	0.205
PART1	-0.202625
PSMB6	-0.951
PCDHB8	1.2765
PHC3	0.5026
PPP1R8	-0.5715
NOVA2	1.44733333333333
TNFRSF11B	-3.533875
GOLPH3	1.026
UBLCP1	-0.42
SUHW3	-0.661
TTLL1	0.7675
OPN4	0.374
OR13G1	0.5865
ZPBP2	0.2546
HSD17B11	-2.42475
C9orf50	0.7535
DHDDS	0.112357142857143
CTSW	0.1246
NEFM	-0.527166666666667
MRPL28	0.25225
SYN1	0.426666666666667
PIGV	-0.0105
ZIM2	0.77525
APBB1	0.4865
SND1	-0.49775
C1orf123	-0.4835
CHD3	-0.5345
BHLHB8	0.34525
RNASE2	-0.927833333333333
BCAP31	0.3
SLC25A44	0.435833333333333
CHD6	0.1263
PIB5PA	1.80230769230769
SELS	-0.006375
LOC541471	-0.4185
FAT2	1.7105
ZNF81	-0.01
OR4C16	0.652
FLJ10081	-0.3944
LRRC4	0.3355
CS	-0.302166666666667
N4BP2	-1.139125
IGFBP7	1.65725
ZNF318	-0.228
NDNL2	0.098625
ZNF609	-0.144125
SIRT4	-0.38925
EXOSC10	-0.09925
ECE2	0.34725
OVGP1	-0.05275
GTPBP3	-0.71675
PACS2	0.8799
C19orf36	-0.0433333333333333
ARL4C	-0.849625
ATG4B	-0.275
UBQLNL	2.70675
RHOXF2B	-3.63
PLEKHG2	0.03
GALR1	-1.658
AQP4	0.120833333333333
HDAC7A	0.0958333333333333
DCUN1D3	-0.04875
OR8A1	0.124
CCRN4L	0.19925
CBR4	-0.1095
KIFC1	-2.4065
SLC7A14	-0.901833333333333
LHX5	-0.8815
TRPC7	0.323
LPXN	-1.7245
SERPINA1	-1.287625
RPS13	-0.3758
BPIL3	0.312
PRKAA1	-0.18875
FADS2	0.5425
ENAH	1.019125
PRO1768	0.733
APBA2BP	-0.10875
LIPH	2.84933333333333
C3orf33	-0.1355
RCC2	-0.263357142857143
ALDH1A2	-3.1184
RNF103	1.701
AHCY	-0.69925
ALG12	0.2735
CCL17	1.67325
ZNF543	1.13316666666667
ESRRG	2.7292
CNGA1	2.30675
RDH5	-0.953
OTX1	-0.5756
PTGFR	-1.5685
CDR2	-0.06925
SELE	2.1765
NLGN2	-0.916333333333333
EXOSC9	-1.25
ZNF566	0.0986666666666666
KLRC2	-4.904
GPR12	0.788
KIAA0196	-0.86775
PDRG1	0.08825
SSR3	-0.259357142857143
MSI1	-0.315
CST9	0.2555
CC2D1A	0.019375
PLAGL1	-0.628333333333333
ZNF778	-0.1605
RNF2	0.863125
KLF6	0.896333333333333
THBD	2.74733333333333
tcag7.1314	-0.1285
NR5A1	-0.203833333333333
ABCD2	-0.3885
DNAJC7	-1.43
CLEC4C	0.727
TM2D3	0.4645
CCDC4	-1.2805
PLAC2	0.3515
DCD	3.6475
FAAH	1.042125
POLA1	-0.748666666666667
TM7SF2	-2.51875
FLJ39822	0.57
FLOT2	0.1465
MAP4K1	-1.44583333333333
SRP68	0.557375
C21orf74	-1.2415
ARPC5	-0.11075
LOC126075	2.09675
HECW2	0.194125
ZDHHC4	0.0145
ANKRD42	1.8172
PDE9A	0.102666666666667
ABCA8	0.13475
NDUFS2	0.14725
UBR5	-0.107875
BTBD16	-2.558
LOC554174	0.2055
ZNF20	0.769
KIAA1843	0.0835
WDR17	-0.65275
C15orf33	0.9155
RNF113A	-0.601
CAMKK1	-0.6012
CLCN2	0.362
ANXA6	-0.688
LOC340069	0.886
EMID1	0.24
DPM3	-0.815166666666667
ELA1	0.343
SLC25A13	-1.5828
KRT24	0.27325
SMPD1	0.377833333333333
TH	0.194625
COL6A2	1.14364285714286
ANKS1B	1.4715
GPR126	-1.6767
ZC3H12A	-0.69
TMEM47	0.475833333333333
C2orf51	-0.496833333333333
C1orf88	2.97233333333333
HSF2BP	0.0235
AKAP10	0.456
RPAP3	-0.113
KLHDC8B	1.063375
STOM	0.1485
MUPCDH	-0.02625
C10orf72	0.11375
PLEKHA3	0.6935
TCP11L1	-0.1435
CWF19L1	0.1535
SPEF1	1.94961538461538
YSK4	0.27025
ELN	2.2506
SAMD8	0.547666666666667
MPI	-0.874666666666667
MEPCE	-0.1373
ABCC3	-0.466875
NANOGP1	-3.511
KCNK17	2.97825
HLA-DMB	3.31933333333333
RRAGA	0.4555
ANGEL1	-1.08075
RBM32B	0.214
CPN1	-2.56125
MGC52282	-0.6082
HLA-A	0.877583333333333
OR9G4	0.337
EDNRB	-1.883625
SCD	-0.630642857142857
C14orf80	-0.0413333333333333
BAGE2	0.029
RABL4	0.592
RCVRN	-0.201
SHANK1	0.1195
NLRP7	-3.5495
CD226	0.15025
STAT3	1.5494375
SYNJ2	-0.2431
TPCN2	-0.137833333333333
WDR36	-0.469583333333333
MBD4	0.039
ROBO1	-0.6413
ST3GAL6	-3.698
SLAMF8	1.812
ATN1	0.703833333333333
GPR141	0.3655
KRT36	0.491
TPH1	0.561
DDX52	-0.27
ZSCAN29	0.121
TRPT1	-0.0181666666666667
DPEP3	0.6115
DENND4A	-0.77725
TSPAN16	0.168
PTCHD2	0.0935
LOC145814	-1.083
CAP1	0.627
EIF5A2	-1.1445
NT5DC3	-0.691625
SEPT9	-0.055625
SEZ6L2	-0.2775
EGFLAM	3.06425
VPS11	0.488375
NDUFB5	0.147
CIDEA	1.20316666666667
IER5L	0.64175
N6AMT1	0.79075
FAM83C	-0.12975
OXR1	0.143
IRX1	0.6465
DGKB	-0.532666666666667
GCN5L2	-1.33725
MIR16	0.54725
FBXW9	0.3245
WDR4	-1.5605
PDC	0.0865
VPS33B	-0.388
HEXB	0.1025
FLJ32214	0.704
TCEB3	-0.64425
CRLF1	-1.90575
ABI3BP	0.1475
C8orf22	-3.71925
PYCR1	-0.911
KIAA1706	1.434
CDK5R2	0.615625
WAS	0.0205
C12orf60	-0.25675
CCBL2	-0.489375
MADD	-0.186
C5orf34	-2.08575
WDR42A	0.7444
KLF12	0.12525
HSPA1A	1.74925
ITM2C	-1.62608333333333
DAPK2	1.95366666666667
LOC442590	-0.4815
SUMF2	-0.005375
CENPA	-2.29515384615385
TMED5	-1.238875
CDH6	-0.7065
BRP44	0.799875
THG1L	-0.05525
GABRA2	-2.2295
C14orf166	-0.44125
MYL1	-1.35183333333333
TNFSF18	0.468
PAP2D	-0.971333333333333
PPIB	-0.65375
KLHL4	-0.302375
SFN	0.359666666666667
CCDC127	1.254
FRAP1	-0.202
GOLGA5	0.4295
SDCCAG1	-0.298375
MGC21675	-0.165333333333333
C10orf95	-0.881
KIAA1345	-1.30283333333333
C1orf163	-0.652
LACE1	-0.335666666666667
OR10K2	-0.105
CENPN	-2.61236
TMED2	0.2125
UGT1A6	1.294
ANG	-0.57325
U2AF1	-1.738
CASC2	0.0831666666666667
NMT2	-0.518333333333333
OSGEPL1	0.361625
DFNB31	-1.376
SLC6A20	-0.094125
DKC1	-1.14325
FXYD4	-0.64475
WDR64	0.0375
MGC5590	0.432
CREBZF	-0.759166666666667
DAZ1	-0.41675
PRPSAP1	-0.70775
GCHFR	-0.757
TTC7A	-0.959125
LOC196993	1.43525
UBD	-0.0723333333333333
S100A1	0.747375
RPL6	0.103833333333333
DNAJB6	0.3321
NAGS	1.0323
C2orf58	0.1735
KERA	1.01016666666667
MT1X	-0.2339
UBE2B	0.885
KEAP1	0.45275
MST1	-3.02225
OMA1	0.939
ABLIM2	0.8465
BCL2L13	-0.469833333333333
JAZF1	0.449833333333333
TMEM63B	1.088
S100A8	-0.0701
ARFIP2	0.47175
UROS	0.772
KHDRBS2	-0.406
POLQ	-2.86875
SOAT1	-2.039
SPAG4	-1.47125
MRPS30	1.8925
LOC494141	-0.0595
OR2T11	0.2515
ORAOV1	-0.6876
ZNF184	-0.0795
TCEB3B	0.478
ADAM21	2.1045
GDPD1	0.829
SPINLW1	-0.38425
PRR14	-0.0571666666666667
KCTD9	-1.0172
NUDT3	0.3695
KIAA1822	1.0493
HIST1H4K	1.609
DFNA5	-2.00425
GABPA	-0.183
C14orf44	1.0045
POLB	1.05575
PTAR1	-0.70875
SEC31A	0.932
TRIM58	1.169
TAS2R14	-0.712
VPS8	0.645
H1F0	0.992
PRKCB1	-4.19833333333333
UGT2A1	0.3415
TOR1B	-0.07125
LSS	-1.47716666666667
C2orf19	0.46
HNRNPC	0.736642857142857
TMEM100	-2.77633333333333
LOC116349	-0.56675
OR51M1	0.45
CCDC142	-1.104
ISG15	0.802625
ZCCHC14	-0.253
CREBL2	0.769625
TGDS	-1.4815
DC2	-0.69475
CACNA2D3	-1.75485714285714
ZNF429	-0.4325
LYPD6	-0.126166666666667
SUCLG1	-0.169333333333333
OR51I1	-0.2305
MAGEH1	0.63725
PRPF40A	-0.546
SMR3A	0.369
SPINK2	-0.0205
THAP2	1.06475
NPY5R	3.8685
IRF4	-3.14725
SPESP1	1.438
OR10S1	0.3295
DTD1	-0.8515
TUBE1	-0.645
DDX19A	-1.0855
PDPN	-0.172
TMEM34	0.82725
MGAM	-0.3085
COL3A1	5.83144444444444
GFM2	-0.2255
OR5A2	0.3115
PSG9	-0.03725
ARHGEF11	-0.054
IVNS1ABP	-0.0898125
SIGIRR	1.0735
DUSP19	-0.48225
DNAJC14	0.4017
ACSS1	-1.174375
IL1RAPL2	0.2395
C4orf30	-0.92125
SEPT4	2.49875
LANCL3	-1.48975
SPAG17	0.9285
PRDX3	-0.22275
HNF1A	-1.366875
P4HA2	0.0675
RFWD3	-1.55
MOV10	-0.54225
DNAJA5	0.4845
LOC729440	0.2985
LOC200383	0.29475
SMC2	-1.9765
MIXL1	-1.46033333333333
TMEM9	0.88025
FAM86A	1.1535
ZNF174	0.8782
MYH14	-0.9765
CCR8	0.00449999999999999
VPS37C	0.7965
GPATCH1	0.122
B3GNT8	2.0825
TBX4	-0.3165
CNR2	0.189166666666667
PCDH1	2.16325
C5orf29	1.42075
OCIAD2	1.223
PLCG2	0.03325
KIAA0247	2.323875
HRH3	0.0169000000000001
CAPN13	4.73775
CCR1	-1.6094
MGC15523	-0.297611111111111
UVRAG	0.216666666666667
DNAJA2	0.614166666666667
ITGA2B	-0.764666666666667
CLDN5	3.382875
PTPRN2	-2.56235714285714
ZNF512	-0.294666666666667
PSAP	0.910142857142857
CCDC140	-1.618
LRRC55	0.1755
CYP26C1	0.6295
C8orf47	-0.76275
LYN	-0.7465
DUSP6	-0.308666666666667
TGFB3	2.8614
ELK1	-0.6709
PCDH11Y	-0.216166666666667
HGD	-0.433
C17orf58	0.1025
MYO3A	0.308
SERPINE2	-3.9245
AARSD1	-0.5585
C14orf73	-2.049
ADAM33	0.027
ZNF491	0.4305
MAPK6	-0.631666666666667
TCN1	3.3905
SLC24A6	0.166
UBE2R2	0.34025
H1FNT	0.2215
TATDN2	-0.0413333333333333
LILRB1	-0.09075
P2RY5	0.0795
NUCB2	-0.83675
C2orf37	0.015
SNX27	0.594666666666667
MTA3	0.254375
FOXO4	-0.09775
ID4	0.174833333333333
SOX5	-2.362
PXMP3	0.51575
OR52M1	0.198
SFT2D3	0.179125
INA	-3.104
MCOLN1	0.1275
NFIX	0.796
CLEC14A	4.9205
HIBCH	-0.361166666666667
PLA2G5	2.08125
TIMM10	-0.737333333333333
MED17	0.3259
COL4A4	-1.0775
TPP1	0.8745
GJA3	-0.9635
TMPRSS5	-1.4655
AADACL3	0.6975
DNMBP	-1.03025
ENPP5	4.4655
NQO1	0.3857
ZSCAN2	-0.3955
SEC24C	-0.1095
GTF2A1L	1.168
AXIN2	-0.3615
FAM33A	-1.03983333333333
C16orf13	0.659
SPNS2	0.70475
TAF1	0.1985
AP1G2	0.105666666666667
RBM42	-0.221666666666667
HCN2	0.447
EFHB	0.5645
RUSC1	0.153166666666667
GRIK5	0.376
USP21	0.187
ATAD3C	-0.05175
ORMDL2	1.272625
PRSS7	-3.196
