Hybridization REF	TCGA-BH-A0AV-01A-31R-A115-07
RASGEF1B	1.273375
ACOT11	0.151142857142857
AFAP1	2.382
OR2H2	0.5355
DPY19L2P1	-1.5425
DZIP1	-0.3075
SEC22C	0.430583333333333
GPR161	1.28333333333333
RNF146	0.90425
WDR74	-1.114125
GALP	-0.254
PURA	1.358
DNPEP	-0.50075
RP11-78J21.1	-0.9985
ERBB2	1.179125
FANCM	-0.758333333333333
NEO1	0.746666666666667
DDX3Y	-5.4906
RPS3A	-0.45925
MXRA7	1.90942857142857
LGALS3	-0.163833333333333
GLT8D1	0.3945
CFL2	-0.641
UPB1	0.297
NAP1L5	0.2855
CLDN14	0.37225
DHX38	-0.291
BTBD1	0.0495
TARS2	0.663
ABCF1	0.4914
FCF1	0.705333333333333
LRRC49	0.551
GUCY1B2	-2.047
C1orf177	0.542833333333333
SMARCA4	-0.372785714285714
LRP8	-2.86433333333333
TAGLN3	-1.27875
MRPL14	0.73125
TTRAP	1.1455
ZDHHC20	1.224
NFE2L3	-0.68225
KIAA1377	-1.397625
PALMD	0.5011
TMEM43	0.93325
TTL	-0.551375
STAT5B	-1.292
SSB	-0.40175
OR10H5	0.6045
SLC22A13	-0.33525
AKAP3	1.771
TIMM23	-0.1705
OAS2	1.81216666666667
KIAA0423	1.08675
TRIM11	0.283
GLIS3	2.75475
TMEM50B	0.204333333333333
ARHGEF4	0.127
DEGS1	-0.15
TBL1XR1	0.687233333333333
G6PD	-1.8245
SP140	0.1528
MUC17	0.245
NUDC	-0.2908
DNAJC5B	3.15266666666667
SCARA3	0.464666666666667
CPA3	5.08933333333333
BCAT2	-0.134
MFN1	-0.2349
NRG3	1.298
SNX11	-0.22675
PLEKHH1	-1.031
GPR177	-0.0681666666666667
HCFC2	0.28
TCAP	-0.88925
MOCOS	0.35075
C14orf93	-0.67375
PRDM10	-0.428333333333333
SLC16A4	0.886083333333333
SRGAP1	0.0395
VIP	0.28175
DUSP27	-0.190166666666667
LILRA1	0.974
MC2R	0.33
MGC24103	-0.7635
MBTD1	-2.097
FUT11	-0.3705
USP33	0.188
C15orf39	0.46575
MAP3K12	-0.32775
PAAF1	-1.97916666666667
BARHL1	0.4355
FLJ16165	0.2815
PIWIL2	-2.553
SYNE1	0.99525
CMTM4	0.277
TSPYL1	0.4201
GUF1	-0.204333333333333
TMEM157	-0.0425
WDR44	-0.36575
HIST1H3C	0.207
DKFZp666G057	0.09675
RNPEP	-0.53825
GAS2L2	-0.1685
ADH4	-5.66325
GRPR	-0.6302
FBXL17	1.50775
ZBTB10	1.977
Gcom1	0.484944444444445
HTRA1	2.2498
ZNF585A	0.425166666666667
SLC26A2	0.442285714285714
OTOP3	0.121833333333333
WISP1	3.75722222222222
ATP2B4	0.455416666666667
FLJ10769	0.285
CRAMP1L	-0.0685
CHST12	-0.502
RAB22A	-0.114166666666667
TARDBP	-0.779
STAU1	-0.28275
CRB3	1.38066666666667
MIG7	-0.22625
CHMP1A	1.06433333333333
ZNF160	0.360625
B3GALT6	-0.07575
BARX1	-1.05166666666667
C6orf167	0.179
NXNL1	0.3165
DHX29	-0.386625
HADHB	-0.48525
PLXNB2	1.358625
ILDR1	-1.438
SLC15A3	2.52675
GAS2	-4.45683333333333
C20orf69	-0.079
NUMB	-0.057
TNIP1	1.139625
MESP1	0.686333333333333
PSKH1	0.1115
NSFL1C	-0.148875
RHOG	0.5765
HEY1	-2.19466666666667
KNG1	-2.10042857142857
ITGAX	2.1114
LIN9	-0.5695
CANT1	1.421875
XRN1	0.720857142857143
CCDC96	1.0186
HEATR6	-0.679166666666667
GNG7	0.9475
RUNX2	2.3929375
SOX1	-0.782
FCRL5	0.6277
ZNF99	-0.72875
FAM9A	-0.0275
SNX22	1.8125
MBNL3	-1.99183333333333
ODC1	-2.7557
ADORA2B	-1.642
NR2F6	-0.528
ZFYVE16	-0.320333333333333
SYNJ2BP	-0.2018
POLE	-0.532625
E2F2	-0.219875
THRA	0.219
PTGES2	-0.876833333333333
HIP1R	-0.836166666666667
TMUB1	-0.702333333333333
ENO3	-2.11625
RSPH10B	0.4965
CXorf39	0.650375
IRGC	0.335
GPR109B	-0.4295
FLJ13305	0.8245
LCE3A	-0.3975
TNFRSF18	-1.21833333333333
DET1	0.636
TRPM3	-0.43025
C16orf79	-1.523
FECH	0.0278333333333333
RAP2A	1.71166666666667
CRIP1	0.130666666666667
AZIN1	0.209125
SLC7A7	3.70225
IL10RA	0.9214
TMEM64	-0.7585
CDC42EP4	0.3282
C16orf58	0.416
ARG2	-2.27425
POU5F1P4	-3.738
FAM62B	0.9055
DNAH8	-2.4307
ASH2L	-0.275125
TSLP	-2.283
CNTNAP5	-0.325833333333333
TMEM16C	0.775
IFNA14	-0.022
SLC1A3	0.910875
CABYR	0.13175
BCL7B	-0.5403
NUDT13	-1.69216666666667
C13orf28	0.49975
C1orf53	0.21225
ARL6IP4	-0.1898
RPL35A	-0.52525
EMR3	1.34625
RAB40C	-0.1595
SLC41A1	-0.224
LRCH1	0.264
LY6G5B	-0.8015
FAM124A	-0.109857142857143
MGC10981	-1.05766666666667
CLIP3	1.207
MAP4K2	-0.349166666666667
CHIC1	0.001
SULF1	4.81283333333333
C20orf30	-0.895571428571429
PRDM5	-0.42625
ELOVL1	0.12175
C11orf48	-1.43775
SLC39A10	-0.14925
KCNV1	0.45
ACP1	-0.9095
ZMYM2	-0.821125
B3GNT6	0.295833333333333
C9orf69	0.40425
C2orf15	-0.243
C20orf166	1.418
HSP90AA6P	-0.011
EDG7	-0.733
NEURL	-2.185625
LPL	1.1365
CLEC2D	-0.611857142857143
GRRP1	1.35283333333333
CD8B	-3.6819
HIST1H3D	-0.892
SLC6A12	0.01925
FAM27L	-0.382
CD84	2.8197
RASA1	0.2355
PHKG1	1.098
MAGEA11	-1.19
IMPA1	-0.4458
NPM3	-1.0835
RARRES1	5.32775
SH3BP1	0.577375
B3GNTL1	0.4235
ARPC5L	0.461166666666667
KLHL26	0.018
SIM2	0.4415
GJC1	0.228
C20orf194	0.045
EXO1	-1.2825
SLC2A2	-3.35
LOC285074	-0.63825
LRG1	-3.15425
KIRREL	1.1635
PIK3R1	0.816928571428571
C4orf34	-0.16875
MAF	-0.0527222222222222
ADCY4	4.14433333333333
ZMIZ2	1.4429
SLC46A3	1.50483333333333
STAMBP	-0.0583333333333333
CCDC16	0.155
MS4A12	0.393
TCF20	0.75025
LRRC46	-0.48575
C20orf152	-0.29975
MRPS6	-0.752625
ABCB11	-0.509
KCNC2	0.00350000000000001
CDH19	-2.264
C9orf123	0.607833333333333
SSH3	-0.078625
LDLRAD1	-4.187
CCBE1	1.18875
ZNF135	2.003
TAAR1	0.294
WFDC12	0.335
CCDC42	0.233833333333333
FLJ12529	-0.77675
PER1	-0.328333333333333
TIMM50	-0.534166666666667
SMARCAD1	-0.748666666666667
FAM26C	0.2405
TP53TG3	-3.06366666666667
SH3RF1	2.0992
LMCD1	2.63875
GPR63	0.2295
FLJ21986	-2.35175
AIFM3	-1.7065
MICAL1	0.6375
BLZF1	0.963166666666667
IQCA	1.809
PCDHGC3	-0.149
SAC	0.9795
BCL6B	2.06333333333333
DDO	-1.19
MARCO	3.87075
DCHS1	1.80433333333333
C1orf170	-0.739833333333333
CD200R1	0.588166666666667
C22orf15	-0.8735
SEPT11	0.371666666666667
ADNP	0.157
UST	0.1388
C13orf34	-1.39316666666667
RFFL	-0.444357142857143
APBA3	0.025
C2orf60	-0.75725
CUTL1	0.5757
PMS1	-1.167875
ZNF689	-0.7375
EIF3E	-0.171333333333333
IL9	0.187
RPL31	-0.807125
LY9	0.649666666666667
ATP2B3	0.41925
KDELR2	1.06591666666667
TFCP2	-0.564875
NLRP12	1.50325
FLJ45422	0.325
TLE4	0.1504
ZNF570	0.8315
FLJ43806	-0.049
TLK2	0.101125
CIR	0.92925
MARS2	-0.3435
COL24A1	1.15375
SDF2L1	-1.181
HIBADH	-1.097
IGFBP3	-0.999
C12orf23	0.401625
PSPC1	-0.05625
C20orf43	-0.44075
TRAV20	0.1295
ARHGAP24	1.49775
KIAA1975	-2.048125
C1QA	3.1089
DNTT	-5.41733333333333
C10orf6	-0.1985
C11orf41	1.394
HNRPF	0.32975
COL11A1	7.40783333333333
UBAP2	0.8415
CDKN2AIPNL	-2.311
C20orf174	2.90825
SPRED2	0.621
PLA2G12A	-0.564833333333333
ICEBERG	-2.83766666666667
SCN10A	0.517
C11orf65	-1.4
GBP5	4.49875
PITPNC1	-1.058
POU3F3	1.539
NCOA7	2.56325
LIN7C	-0.1852
LOC348840	-0.873
NKX2-2	-0.16575
ANKRD13D	0.078875
LOC123688	0.7005
FUT2	2.00483333333333
TAAR8	0.6035
FZD4	-0.417666666666667
PNMA3	0.6415
OR4L1	0.2275
WIT1	-0.9365
EXOC3L	1.51125
ATPBD4	-1.144
KRBA1	-0.738
UBXD6	-1.44475
HOXB7	0.152428571428571
C7orf23	-0.9515
UNQ338	4.5575
STAB2	0.6875
CDC20B	0.4255
IRF9	1.36575
CENTG1	0.182166666666667
TNPO2	-0.93025
MCPH1	0.46
BMS1P5	-2.202
SLC26A7	0.0813333333333333
HIST1H3J	0.2985
C9orf3	1.1082
LBH	2.200875
MYO1D	2.010125
PTDSS2	-0.34625
NFU1	-0.2775
DEPDC4	-2.22425
WNT7B	1.3443
GLP2R	-0.636
SETD4	-1.0247
DYNLT3	-0.134
FKBP11	-0.538333333333333
SESTD1	1.7655
FLII	0.02975
RPS16	-0.1669
CHPF	0.8415
CSNK2A1	-0.337666666666667
SUMO1P1	-0.289
FKBP6	-1.366
ZNF214	1.35366666666667
TWIST1	2.029
DDX56	-0.312666666666667
TRAM1L1	1.2469
EPO	-3.37716666666667
MRPS18B	0.184
ZNF682	-1.0945
RPL14	-0.320333333333333
MAFF	1.36475
LOC51136	-0.304
LY96	0.8255
DDX20	-0.055
ABTB1	1.11583333333333
ARL5A	1.1928
CCT6A	-0.5655
HEPACAM	-1.04466666666667
EHHADH	-0.912
RBAK	0.544
CGB1	1.38325
ITGB5	1.6655
YIPF3	2.15875
FKBP2	-0.28875
NR1D1	0.1143
TMEM110	0.043
NEK2	-1.03366666666667
PRAMEF8	-3.49575
C20orf52	-1.39866666666667
PCDHGA3	1.0015
VWA3B	-0.327333333333333
NDUFA5	-0.942875
THAP9	0.20475
FLVCR2	-0.332833333333333
AP1S1	-2.171125
SMAD6	1.0205
SAV1	1.767875
SAT1	1.195375
ZNF251	0.5545
ADAMTS7	0.5184
RPP38	0.4495
C1orf211	1.713
YPEL2	0.62045
RBMS1	1.1205
ZNF445	-0.027
NRXN2	-0.0668333333333333
PGBD4	-0.7185
UGT2B28	-2.4885
WBSCR16	-1.1259
NLRC3	-0.09275
ASTL	0.387
ST6GALNAC1	-4.10425
ZADH2	-0.124625
MLLT4	1.27458333333333
ARL6	-0.532333333333333
MEF2C	0.72525
CBFA2T3	-4.262
AFF3	0.767071428571429
COG7	-0.4385
MYB	-3.45466666666667
PLXNA3	0.2165
XRCC2	-2.91516666666667
MMS19	-0.12325
ST8SIA5	-0.514375
CHPT1	0.8545
KIAA1712	-0.596375
OR6X1	0.8035
ACTR3	1.4865
UGCG	-0.0685
OR4P4	0.708
ZAP70	-3.396
LPP	1.884125
ZNF485	0.253
PTPRCAP	-0.661
IL12RB1	0.3965
ATRX	0.3163
CHST8	-1.55925
C14orf109	-0.6115
ARV1	0.27325
NMB	1.66042857142857
COX5A	-0.266333333333333
EIF6	-0.406
MPPED2	-1.37866666666667
SEMG1	-2.6635
CHRDL1	0.157
TRAF3IP2	1.84475
WNK2	0.127125
LILRA4	1.40066666666667
LAMA2	3.734
PXT1	0.2925
RLBP1	-3.56775
CD300C	0.87125
SLTM	-0.06825
FLJ10404	-0.4475
APOBEC3D	0.297166666666667
RENBP	2.2195
ATXN7L1	-0.207625
NID1	1.73425
TUBGCP3	0.2145
ITIH5	1.214
CCDC110	1.017
C8A	-2.97725
MGC87042	-0.3785
HOXC13	-0.2125
TFDP2	-0.40625
HCP5	0.744375
POLI	0.15
UCN	-2.29616666666667
ZNF764	-0.0758333333333333
C8orf45	1.01225
FHL3	1.24125
SPATA5L1	-1.162
MMRN2	2.63016666666667
NDST1	0.739
COL20A1	-0.5565
ZNF248	-0.5335
PELP1	-0.218
MBL2	-2.54283333333333
RNF41	0.0615000000000001
C5orf24	0.77975
THOC5	0.2465
SERINC3	-0.0176666666666667
RP11-151A6.2	1.524
CDCP2	-0.30525
HIST1H2AA	0.2365
C11orf75	1.1985
FKBP7	1.176
DDOST	-0.465
GPNMB	2.49116666666667
TTF2	-0.762666666666667
KCNT1	0.456333333333333
SLC39A14	0.027125
NGRN	0.6543
GPR137B	2.119
MECP2	0.32125
PSMA1	-1.20025
C16orf73	-5.69875
TMEM60	-0.593
CSN3	0.585
NOS1	0.411166666666667
RAB7L1	0.151333333333333
YBX2	-0.7955
KIAA1166	0.572625
FUBP3	0.258
ABCG1	0.328
ACACA	-0.7995
ARL11	1.3031
ATOH1	0.196
ODF1	-0.2816
CREB3L3	-1.93016666666667
TMEM127	1.47542857142857
DSCAML1	0.88675
PLN	3.53483333333333
LYPLA1	-0.253416666666667
PRDM9	-2.05425
SASP	-0.44825
PLUNC	0.330833333333333
INTU	-1.6195
HISPPD1	-0.06275
LNPEP	0.522
YARS2	0.0653333333333333
APCDD1L	0.3505
ZCCHC4	-0.5599
FBXO22	0.0235
TTLL13	-0.198
ZNF669	1.07733333333333
PTGDR	3.3275
DDX27	-0.59575
KIAA0409	-0.566666666666667
GJB6	2.67025
ASB8	0.23625
PLP2	0.555166666666667
MEPE	0.414
OR10J5	-0.4205
KRT222P	0.1365
COQ7	-0.174833333333333
C1orf101	1.10675
RERG	0.7129
CHMP5	-0.350125
THAP11	-0.19875
ZNF43	-0.482
ZRANB3	-1.44666666666667
KRT13	0.702875
MRPL19	-0.866
RBBP9	-0.664375
SPATA17	-0.629714285714286
BXDC5	-0.368666666666667
PAFAH1B1	-0.0469166666666667
MAGEE1	0.375
OSTF1	0.26
KIAA0323	0.119666666666667
TXNDC13	-0.0648333333333333
CNTN4	2.224875
LCE1B	1.417
UNQ501	-0.811
ZNF154	0.25025
C3orf64	1.3035
SYT5	0.4554
PON1	-0.6752
FLJ10357	0.1995
ATP4A	-1.7225
GNPDA1	-0.913666666666667
MGAT1	1.17116666666667
C14orf121	0.42175
SLC35B2	0.57475
MIER3	-0.624833333333333
CHEK1	-1.267125
ZNF8	0.5915
TXNDC1	-0.448833333333333
CKB	-0.3187
RTN3	0.137714285714286
FZD2	-0.217166666666667
PART1	2.021125
PSMB6	-0.94625
PCDHB8	2.551
PHC3	0.091
PPP1R8	0.2325
NOVA2	1.96133333333333
TNFRSF11B	-3.884125
GOLPH3	1.81183333333333
UBLCP1	-0.24875
SUHW3	-0.90025
TTLL1	0.75825
OPN4	0.4135
OR13G1	0.255
ZPBP2	0.123166666666667
HSD17B11	-1.147875
C9orf50	0.547
DHDDS	0.394
CTSW	0.5077
NEFM	-1.98516666666667
MRPL28	-1.253
SYN1	1.07533333333333
PIGV	0.161833333333333
ZIM2	1.81975
APBB1	0.872166666666667
SND1	-0.579
C1orf123	0.224333333333333
CHD3	0.1525
BHLHB8	0.325
RNASE2	0.764166666666667
BCAP31	0.197375
SLC25A44	-0.134333333333333
CHD6	-0.7096
PIB5PA	0.419461538461538
SELS	0.911125
LOC541471	0.5445
FAT2	0.6305
ZNF81	-0.204
OR4C16	0.4755
FLJ10081	0.0657
LRRC4	0.8235
CS	-1.1545
N4BP2	0.4495
IGFBP7	2.8875
ZNF318	0.402833333333333
NDNL2	0.31675
ZNF609	0.194625
SIRT4	-0.53025
EXOSC10	-0.40375
ECE2	-0.349583333333333
OVGP1	-0.15525
GTPBP3	-1.87475
PACS2	0.2669
C19orf36	-1.4985
ARL4C	1.393
ATG4B	-0.750875
UBQLNL	-1.52125
RHOXF2B	-3.9435
PLEKHG2	1.0465
GALR1	0.7575
AQP4	0.447833333333333
HDAC7A	0.120833333333333
DCUN1D3	0.3265
OR8A1	-0.113
CCRN4L	0.29925
CBR4	-1.63566666666667
KIFC1	-0.355333333333333
SLC7A14	-1.47516666666667
LHX5	-0.055
TRPC7	0.0545
LPXN	-0.76325
SERPINA1	-1.247625
RPS13	-0.8612
BPIL3	0.231
PRKAA1	-0.40875
FADS2	-0.6397
ENAH	0.0209375
PRO1768	-0.351
APBA2BP	-2.0475
LIPH	3.12183333333333
C3orf33	-0.764
RCC2	-0.3235
ALDH1A2	-4.0015
RNF103	1.009
AHCY	-1.3525
ALG12	0.5
CCL17	-0.0855
ZNF543	0.701166666666667
ESRRG	-0.9011
CNGA1	2.58725
RDH5	-0.446333333333333
OTX1	0.6808
PTGFR	1.26983333333333
CDR2	0.89325
SELE	6.09675
NLGN2	0.144
EXOSC9	-0.88525
ZNF566	0.39
KLRC2	-5.61
GPR12	0.39
KIAA0196	0.1315
PDRG1	-1.32275
SSR3	-0.289785714285714
MSI1	0
CST9	-1.197
CC2D1A	-0.63875
PLAGL1	0.791
ZNF778	0.437
RNF2	-0.23225
KLF6	1.98033333333333
THBD	1.59283333333333
tcag7.1314	0.1425
NR5A1	-0.212833333333333
ABCD2	-0.9515
DNAJC7	-2.6895
CLEC4C	-0.099
TM2D3	0.937625
CCDC4	-0.7445
PLAC2	2.6525
DCD	6.286
FAAH	1.25675
POLA1	0.0211666666666667
TM7SF2	-1.753625
FLJ39822	-2.48183333333333
FLOT2	0.16225
MAP4K1	0.427333333333333
SRP68	0.267875
C21orf74	-2.583
ARPC5	1.114
LOC126075	0.5045
HECW2	0.547125
ZDHHC4	0.06125
ANKRD42	0.4145
PDE9A	0.308166666666667
ABCA8	0.29325
NDUFS2	-0.30325
UBR5	0.3695
BTBD16	-2.71325
LOC554174	0.957
ZNF20	0.2715
KIAA1843	-0.677
WDR17	-0.25325
C15orf33	-0.2695
RNF113A	-0.26975
CAMKK1	-0.6668
CLCN2	-1.9995
ANXA6	0.7425
LOC340069	0.4175
EMID1	0.611125
DPM3	0.526166666666667
ELA1	0.1995
SLC25A13	-1.5426
KRT24	-0.25175
SMPD1	0.137666666666667
TH	-0.00387499999999999
COL6A2	2.56128571428571
ANKS1B	0.5345
GPR126	-1.646
ZC3H12A	-0.3555
TMEM47	1.285
C2orf51	0.0768333333333333
C1orf88	1.65166666666667
HSF2BP	1.58425
AKAP10	0.1325
RPAP3	-0.8855
KLHDC8B	1.207
STOM	1.6475
MUPCDH	-0.2965
C10orf72	0.19725
PLEKHA3	0.73875
TCP11L1	0.93025
CWF19L1	-0.49125
SPEF1	-0.367153846153846
YSK4	-1.365
ELN	3.4819
SAMD8	0.375
MPI	-0.482
MEPCE	-0.3664
ABCC3	-1.58775
NANOGP1	-3.151
KCNK17	0.212625
HLA-DMB	4.02733333333333
RRAGA	1.28475
ANGEL1	-0.84225
RBM32B	0.5305
CPN1	-3.35625
MGC52282	0.0821
HLA-A	1.43141666666667
OR9G4	0.055
EDNRB	-2.3205
SCD	-2.38142857142857
C14orf80	-1.59383333333333
BAGE2	-1.201
RABL4	0.359166666666667
RCVRN	-0.1045
SHANK1	0.4645
NLRP7	0.638
CD226	1.73025
STAT3	1.3619375
SYNJ2	0.3004
TPCN2	0.647833333333333
WDR36	-1.01333333333333
MBD4	-0.27675
ROBO1	0.0366
ST3GAL6	-0.59075
SLAMF8	4.21416666666667
ATN1	0.935833333333333
GPR141	0.131
KRT36	-0.3215
TPH1	-0.675
DDX52	-0.81675
ZSCAN29	-0.456666666666667
TRPT1	-0.874
DPEP3	0.64125
DENND4A	-0.445
TSPAN16	-0.0895
PTCHD2	-0.2935
LOC145814	2.03825
CAP1	1.31133333333333
EIF5A2	0.2256
NT5DC3	0.553625
SEPT9	0.000625000000000001
SEZ6L2	0.380375
EGFLAM	3.3725
VPS11	0.095375
NDUFB5	-0.849
CIDEA	3.342
IER5L	0.7355
N6AMT1	-0.8845
FAM83C	0.01125
OXR1	0.5895
IRX1	1.902
DGKB	-1.06183333333333
GCN5L2	-2.184
MIR16	-0.055875
FBXW9	-0.85575
WDR4	-0.932666666666667
PDC	-0.234
VPS33B	0.127
HEXB	0.4035
FLJ32214	0.49925
TCEB3	-0.76225
CRLF1	1.12625
ABI3BP	0.81175
C8orf22	-4.3925
PYCR1	0.251375
KIAA1706	0.4035
CDK5R2	0.494625
WAS	0.1835
C12orf60	0.77875
CCBL2	0.0565
MADD	-0.322
C5orf34	-0.24325
WDR42A	0.1656
KLF12	-0.707375
HSPA1A	1.25475
ITM2C	0.316583333333333
DAPK2	2.3735
LOC442590	-1.6295
SUMF2	0.697375
CENPA	-0.518615384615385
TMED5	-0.32275
CDH6	-0.8679
BRP44	-0.121375
THG1L	-1.10775
GABRA2	-2.903
C14orf166	-0.16825
MYL1	-1.78
TNFSF18	-0.31
PAP2D	-0.923166666666667
PPIB	0.109
KLHL4	-0.481875
SFN	1.73583333333333
CCDC127	0.58425
FRAP1	-0.58175
GOLGA5	0.83225
SDCCAG1	-0.18975
MGC21675	0.609666666666667
C10orf95	-0.90125
KIAA1345	1.793
C1orf163	-1.087
LACE1	-0.621
OR10K2	0.076
CENPN	-2.12284
TMED2	0.4895
UGT1A6	-1.474
ANG	-0.25325
U2AF1	-0.475
CASC2	0.308666666666667
NMT2	-0.1255
OSGEPL1	-0.889
DFNB31	-0.186
SLC6A20	1.915125
DKC1	-0.2055
FXYD4	-1.447
WDR64	0.89575
MGC5590	0.618
CREBZF	0.529166666666667
DAZ1	-0.45225
PRPSAP1	-0.26275
GCHFR	-1.175
TTC7A	2.357
LOC196993	0.457
UBD	0.220166666666667
S100A1	1.767625
RPL6	-0.557333333333333
DNAJB6	0.41295
NAGS	1.016
C2orf58	0.4585
KERA	0.8725
MT1X	0.2894
UBE2B	0.2541
KEAP1	-0.23225
MST1	-2.88125
OMA1	-0.8495
ABLIM2	3.6295
BCL2L13	0.56525
JAZF1	1.077
TMEM63B	1.395
S100A8	2.1531
ARFIP2	0.12725
UROS	-0.066
KHDRBS2	-2.279
POLQ	-2.7225
SOAT1	-0.6125
SPAG4	-1.396
MRPS30	-1.08483333333333
LOC494141	0.19725
OR2T11	0.1615
ORAOV1	-1.0805
ZNF184	1.324
TCEB3B	0.151
ADAM21	-0.3025
GDPD1	-0.17675
SPINLW1	0.181
PRR14	0.126833333333333
KCTD9	0.557
NUDT3	0.42275
KIAA1822	1.3129
HIST1H4K	0.0325
DFNA5	-0.24025
GABPA	0.586
C14orf44	0.7085
POLB	-0.73825
PTAR1	0.3015
SEC31A	1.3339
TRIM58	1.89775
TAS2R14	-0.568
VPS8	-0.274375
H1F0	0.374
PRKCB1	-3.88983333333333
UGT2A1	0.2585
TOR1B	-0.02375
LSS	-0.530083333333333
C2orf19	0.294
HNRNPC	0.595214285714286
TMEM100	1.814
LOC116349	0.3515
OR51M1	0.359
CCDC142	-0.7475
ISG15	0.778625
ZCCHC14	0.589125
CREBL2	1.1245
TGDS	-1.112
DC2	-0.056
CACNA2D3	-1.71478571428571
ZNF429	-1.1365
LYPD6	-0.582
SUCLG1	-0.688666666666667
OR51I1	-1.2155
MAGEH1	1.85525
PRPF40A	-0.0475
SMR3A	0.438
SPINK2	-0.05075
THAP2	0.672875
NPY5R	-1.909875
IRF4	-2.569875
SPESP1	-0.246833333333333
OR10S1	0.3265
DTD1	-0.69625
TUBE1	-0.57475
DDX19A	-0.56
PDPN	1.597125
TMEM34	0.113166666666667
MGAM	0.41575
COL3A1	5.99016666666667
GFM2	-0.5446
OR5A2	0.5115
PSG9	-0.515
ARHGEF11	0.0578333333333333
IVNS1ABP	0.041375
SIGIRR	-0.37875
DUSP19	0.206875
DNAJC14	-0.1579
ACSS1	-0.15275
IL1RAPL2	-0.2115
C4orf30	-0.014
SEPT4	2.55975
LANCL3	0.3815
SPAG17	0.650666666666667
PRDX3	-1.124375
HNF1A	-1.402625
P4HA2	0.835875
RFWD3	-0.5015
MOV10	-0.26125
DNAJA5	0.709714285714286
LOC729440	-0.207
LOC200383	-0.432125
SMC2	-0.544
MIXL1	-0.7374
TMEM9	0.0575
FAM86A	0.3145
ZNF174	-0.453
MYH14	-0.6985
CCR8	0.34725
VPS37C	0.015
GPATCH1	0.546333333333333
B3GNT8	1.3965
TBX4	3.51875
CNR2	0.469
PCDH1	0.80725
C5orf29	3.520875
OCIAD2	1.60825
PLCG2	0.574
KIAA0247	2.112
HRH3	0.2905
CAPN13	-1.09775
CCR1	0.9751
MGC15523	0.254888888888889
UVRAG	0.358333333333333
DNAJA2	-0.502166666666667
ITGA2B	-0.190666666666667
CLDN5	3.2265
PTPRN2	-2.15578571428571
ZNF512	0.677666666666667
PSAP	0.944
CCDC140	0.321
LRRC55	-0.006
CYP26C1	0.777
C8orf47	1.96525
LYN	0.878625
DUSP6	-0.5855
TGFB3	2.15326666666667
ELK1	0.0948
PCDH11Y	1.0605
HGD	-4.752
C17orf58	-0.794
MYO3A	1.123
SERPINE2	-4.14383333333333
AARSD1	-0.682625
C14orf73	-1.39575
ADAM33	-0.252
ZNF491	-0.339
MAPK6	-0.116666666666667
TCN1	-1.6175
SLC24A6	1.0435
UBE2R2	1.0625
H1FNT	0.499
TATDN2	0.526
LILRB1	1.9935
P2RY5	0.29
NUCB2	-0.87775
C2orf37	0.047
SNX27	1.423
MTA3	0.151625
FOXO4	0.55175
ID4	4.81183333333333
SOX5	-2.25916666666667
PXMP3	0.7785
OR52M1	0.276
SFT2D3	0.797625
INA	-2.34533333333333
MCOLN1	0.62675
NFIX	0.4157
CLEC14A	5.25616666666667
HIBCH	-1.83216666666667
PLA2G5	1.84025
TIMM10	-1.09883333333333
MED17	1.2544
COL4A4	2.5685
TPP1	0.782666666666667
GJA3	-0.514833333333333
TMPRSS5	0.49825
AADACL3	1.42
DNMBP	-1.307
ENPP5	2.715
NQO1	-2.7405
ZSCAN2	0.7795
SEC24C	-0.382
GTF2A1L	2.4135
AXIN2	0.0492
FAM33A	-0.78825
C16orf13	-0.32775
SPNS2	0.9875
TAF1	0.576
AP1G2	-1.34516666666667
RBM42	0.794666666666667
HCN2	0.721666666666667
EFHB	0.224
RUSC1	0.7775
GRIK5	0.678
USP21	-0.227166666666667
ATAD3C	1.01275
ORMDL2	0.20925
PRSS7	-4.5075
PSAT1	-4.24475
FLJ13195	-1.95266666666667
TBC1D1	1.92466666666667
IFNG	0.872
OTOS	0.164833333333333
ZNF773	1.05883333333333
EMD	-1.15675
RETN	3.611
CCL8	4.1295
APH1A	1.229625
COX18	-0.740625
GTF2IRD2	-0.65875
CCDC82	0.296833333333333
PAFAH2	0.3812
NPEPL1	-1.5267
RP11-114G1.1	1.546
TP53INP1	0.228125
ZNF300	0.0936666666666667
FOXL2	-2.82325
LARP2	-0.464833333333333
LATS1	0.23025
HTR6	0.0575
SPOCK2	2.79516666666667
RNF144B	4.368
HTATIP2	-0.364125
MGC10334	0.1265
CENTA2	1.97833333333333
FGF2	-1.2215
FXYD7	0.434
PHYHIPL	-2.61325
GPR34	4.60625
DDX6	-0.217333333333333
OR10W1	-0.0405
LHFPL1	-2.1165
ZNF313	-1.11021428571429
VPS28	0.835
AP3M1	-0.6377
AKR1CL2	-1.4105
TRAF4	-0.62425
OR2B11	0.2145
C19orf12	0.776833333333333
AKAP9	-0.196666666666667
C1orf62	0.365
SLC20A1	-0.971
FAM112A	0.16175
LDB2	0.768375
MRPS23	-1.42925
KLK5	4.388875
SPTB	-0.2368
EFEMP2	1.921
EFNB2	1.460875
PCM1	-0.335642857142857
NMNAT3	0.773375
TSG101	0.102
C8orf40	-0.1915
NOB1	-1.25775
ABHD3	-0.86375
GTF3C4	0.381875
PIGN	0.0266666666666667
GALNTL1	-0.9305
AEBP1	3.439875
OR9Q1	0.1535
