Hybridization REF	TCGA-A2-A0ER-01A-21R-A034-07
SCHIP1	-0.4235
CLCA1	1.4415
OLFML2A	1.348625
C1orf112	-1.315
KIF19	0.888090909090909
HAPLN4	-0.1977
CXCR7	0.4485
GOT2	1.0587
RAB38	-1.266375
DCX	0.45575
PPM1H	0.292166666666667
NFYC	0.16075
KIN	-0.36675
ZNF228	0.79425
PLSCR4	1.55966666666667
HIG2	-0.438
FAM79B	5.519
C21orf86	-0.7298
KCNK10	-0.00624999999999998
ZNF738	-1.63475
FSTL5	-0.725333333333333
OR6A2	0.07
OTOA	0.3515
EXOC1	0.429375
AHRR	-3.13475
PDAP1	-1.1425
C19orf6	-0.31925
ZAN	0.14425
LY6G6E	-1.824
EIF4E2	-0.79725
C20orf198	-0.2045
ZNF324	0.37175
CYP3A5	-3.8435
ENTPD7	0.462666666666667
MBOAT5	-0.0698333333333333
GJB5	-1.72725
TTC13	-0.1145
S100Z	-1.4035
KIAA0664	-0.970833333333333
PDGFRB	1.1005
IL17D	0.13475
OR56B4	-0.6085
RDX	-2.5705
SLC34A3	0.18
IL28B	1.55
JUND	1.61125
CHRNB1	0.531375
CAMK2B	3.5105
FETUB	-1.487
CXorf23	1.571375
MRTO4	-1.515
TTC3	0.7857
NDUFB8	0.00449999999999999
EDG2	-0.1235
SEMA3G	2.41225
IL23A	-1.8915
GRHL1	0.6261
LOC441054	-1.3615
WDR65	1.53425
PSTK	-0.8245
STOML3	0.7544
R3HDM2	-0.3478
C5	-2.36425
SLC2A10	1.97666666666667
C3orf22	0.33175
PAQR3	-1.70484615384615
ANKRD26	0.424916666666667
HCRTR1	0.084
LOC399947	-1.54833333333333
PSD2	0.40975
TIGD2	-0.0546666666666667
SCRN1	0.402
COQ10A	-0.1065
DDI2	0.0985
METTL7B	-1.169
UCN2	0.0735
FAM92A3	-1.30975
WDR16	0.48625
ZNF511	-0.568666666666667
ZMYM5	-0.320875
POLR3G	-3.154
ZNF586	-0.2905
C1orf49	-0.136
TANK	0.974166666666667
RCAN1	-0.803833333333333
PELI3	1.292
LIMD2	-1.08183333333333
TMEM189	-1.1855
NTN4	0.425125
LOC151300	-0.609
CLEC2A	-0.5995
GPR135	-0.74175
DPYSL4	-2.9075
JAK2	-0.665833333333333
TSHZ1	1.52583333333333
TM9SF4	-0.37825
ZNF264	1.05433333333333
SIRPG	0.789875
BICD1	-2.1895
HERC6	1.445
METTL5	-0.728
CASP1	-0.443
PRRT1	0.655
PLA2G4C	2.696
ICA1L	0.465571428571429
TPTE2	0.3646
OTUD7A	0.390333333333333
AQP11	2.385
APOA2	-4.1952
KALRN	-1.2388
SECTM1	-0.11475
IFNAR1	0.28025
TALDO1	0.465
RAB11FIP4	0.175833333333333
EIF5A	-1.0665
FAM49A	1.21375
NEGR1	0.187333333333333
YTHDC2	0.5665
EHD2	0.7855
NCF1	1.2064
SCRT2	0.5125
HOXA5	-1.5205
NUP133	-0.08
FGF12	-1.116375
SLMO2	0.041125
SNTA1	0.628125
CACNG2	-0.404571428571429
GCM1	0.936125
ELF1	0.382666666666667
TLR5	2.787
TCFL5	-1.07125
RBMY2FP	-0.5855
LOC100125556	0.389375
FAM129B	0.2365
MAP3K7IP1	-0.156375
NCK2	-0.3045
OXA1L	-1.089
FMO9P	0.77
ZSCAN12	-0.05025
PSMD12	0.224083333333333
HSCB	0.16025
CLDN10	-2.98425
MGC13053	-1.575
HPCAL4	-0.813166666666667
ASZ1	0.605
MEX3D	-0.0334166666666667
NFAT5	0.1788
CSPG4LYP1	-0.202333333333333
FBXO3	1.8526
DVL1	0.121
CMKLR1	0.948
TYMS	-1.52575
PEF1	0.80825
ZNF750	3.15283333333333
MCM5	-0.1689
MEGF11	-1.04025
KCNK7	-0.294
PTP4A3	-0.5625
C1QTNF2	-1.26433333333333
OR6S1	0.6585
FAM122B	-1.358
ZNF551	-0.489125
HBQ1	-0.5635
GEMIN6	-0.342
ARSK	-1.3645
RBP7	3.3265
CPNE9	-0.34825
DSC1	0.042
LOC730112	-1.00775
MAP2K4	2.445125
HS3ST5	-1.425
EPB41L3	0.6765
TEKT2	1.7725
CDKN2B	-0.446583333333333
ZNF480	-0.49575
MAP3K6	0.0692222222222222
MAP6	0.899
HN1	-0.842
OR2L13	0.677
SLC16A11	1.862
FAM96A	-0.8775
APOL1	-0.1555
C5orf32	0.0575
RTP1	-1.01133333333333
RNF175	-0.886125
ZBTB41	1.34725
AHCTF1	0.1155
SAE2	-0.6108
ITGA2	1.07241666666667
MME	-1.84666666666667
CCDC14	-2.1415
MAST4	2.50078571428571
KRT33B	0.618
KCTD2	-0.00766666666666667
WDR26	0.507583333333333
MFI2	0.668875
NR4A3	1.008875
ARSA	1.23175
UNKL	-0.544
SULT6B1	-0.1225
CCNA2	-2.6735
SOX15	0.3005
PPAPDC1B	3.75883333333333
C19orf44	0.033
MCAT	0.0371666666666667
ARID1B	0.130875
OR52N1	-0.168
C12orf48	-0.6355
MAGI1	0.368
NIPA2	0.17275
GBX2	-2.005
RSHL3	0.173375
RAVER1	-0.213833333333333
C15orf17	0.278
SLC30A2	0.52325
ZNF518	-0.491
PCYT1B	-1.49
C10orf114	0.517
EIF3H	0.163
SLC25A39	-0.332833333333333
KIF1B	-0.23625
AMOTL2	1.241
C6orf120	0.89975
PSRC1	-1.43175
PLA2G10	1.91425
KIF5C	1.086
MRPL37	-0.4415
C17orf62	-0.268333333333333
C9orf135	-0.9774
DUSP10	0.4562
CLCNKB	0.6025
PSMA5	-0.152375
C8orf53	0.001
AMPD3	1.52016666666667
PIAS1	0.24
ADCYAP1R1	-0.6065
GYLTL1B	0.69775
CDH20	0.563166666666667
FBXO7	0.58
TMEM134	1.16483333333333
FLJ14213	0.319833333333333
ZNF3	-0.11275
LRRFIP1	0.253166666666667
CNOT2	0.0295833333333333
ABI3	1.92225
ALDH5A1	-0.281916666666667
HNT	1.7138
SERPINA4	-3.0345
TK2	1.09858333333333
STMN1	-1.10011111111111
GUCA2A	-0.742333333333333
GALNT10	-0.105071428571429
DPP6	-1.34094444444444
C9orf93	-0.55225
PRELID2	-0.1945
STK39	1.353125
SFTPA1	-1.157
CKS2	-1.04
RHO	0.194875
C20orf135	0.05775
XKR3	-2.4745
CR1	0.371571428571429
RPS6KA2	0.859928571428571
C20orf112	0.38825
MRPL22	-0.2395
C4orf23	0.4
GADD45B	1.60025
KLHDC1	2.35333333333333
C2orf48	-1.758
ZNF287	1.607
DAAM2	1.00275
DPPA2	-2.31816666666667
TCTN3	0.852166666666667
DNAJB11	-0.095875
FPR1	3.50425
DEFB4	-0.5305
PTCD2	-0.3442
SMOC2	5.3115
CABP7	1.64375
SERPINB11	-0.18325
MAGEF1	1.109
NDE1	0.534333333333333
ITGA10	-0.3945
FSHB	-1.163
ANXA2	0.355625
HORMAD2	0.93075
HLCS	0.725
MCF2L	0.929916666666667
FH	-0.033
TBC1D24	1.04375
KIAA1505	1.33975
LGALS2	0.023
CNBD1	-0.7545
SYNPO2L	3.759
PTPN23	0.274428571428571
C1orf183	-0.78
MAGEA8	-3.51775
DGCR8	-1.779875
GSR	-1.9875
PAQR7	0.40475
ZNF676	0.378
CACNA1C	-0.0826
SP7	1.016
PDCD6	-0.32075
NRN1L	0.1305
BRI3BP	-0.322909090909091
KIAA1183	0.591
ASB4	0.00974999999999998
CCL23	0.9378
OBSL1	0.51375
SLC12A7	0.684666666666667
KIAA0240	1.311375
CD1B	-2.42916666666667
FCGR2A	1.296375
MDC1	-0.67775
HTR1A	0.21
OCEL1	1.0335
ATP11B	-0.77125
FBXO34	0.2065
PCDH12	2.8195
RPE	-0.574
C17orf74	0.6275
CSDC2	0.156666666666667
PET112L	-0.24025
TMBIM1	0.919125
P2RXL1	-0.998
TCHP	-0.67375
TRMT1	-1.76833333333333
F2RL2	0.12875
LRRC32	2.49983333333333
IMPG2	0.3015
BGLAP	-0.58575
LOC493869	-3.20458333333333
MRAS	1.436375
SLC35F5	0.46175
CBWD1	0.64
AXL	-1.5075
ATP2C2	3.8045
TELO2	-0.729
PNPLA3	-3.6515
PCDHB14	-0.7945
CD276	-0.1465
KRT80	-0.525375
DUSP28	-0.123
CSNK1E	0.120333333333333
SRP14	0.881
KCNQ4	0.4675
KRT72	0.141666666666667
CCDC117	0.076875
C6orf89	0.501444444444444
TUBB2B	-3.10183333333333
RTN4IP1	-0.7405
CR1L	-3.624
CEND1	-0.00312500000000001
C12orf41	-0.348833333333333
RNF31	-0.04775
UBN1	-0.446
C17orf32	0.574375
SLC5A7	1.43275
GPR92	0.453
ESAM	2.0432
CTNNA1	0.5605
HRBL	0.9153
CBX4	-0.57175
TMEM182	-0.2895
SH3TC2	-3.13933333333333
IL10	0.9255
PXMP4	1.675
RNF167	0.2693
PAK7	0.598166666666667
ETV3	0.112
ATPIF1	0.553333333333333
LOC554207	-1.7485
OR8H1	0.543
WDFY3	0.99375
DPM1	-0.49025
GPSM1	-0.1535
WDR92	0.2328
LRP1	-0.0871666666666667
ANKH	-1.445875
THUMPD3	-0.64975
POLR1B	-0.89075
OLFM4	2.61516666666667
RAD9B	-0.632333333333333
TSPY2	-2.6645
PAX6	-1.41125
SCG2	-2.624
SLC17A6	1.11925
FMO3	1.394875
PADI4	0.540375
TUBB4	-0.9252
NLK	-0.536
POU4F3	0.104
SDF4	0.17675
ITGBL1	1.64933333333333
NETO1	-2.041875
TAP2	-0.00437499999999998
ABBA-1	-0.542583333333333
GNAI1	-0.3445
VPS4B	1.1115
NOPE	-0.908
GALNT6	3.34683333333333
SESN1	0.331125
GBE1	-2.27466666666667
CLASP1	0.18425
RASGEF1B	0.985375
ACOT11	0.341285714285714
AFAP1	1.691
OR2H2	0.38825
DPY19L2P1	-1.176
DZIP1	-2.9315
SEC22C	0.158833333333333
GPR161	-1.48741666666667
RNF146	1.3575
WDR74	-1.92125
GALP	-0.272
PURA	0.579
DNPEP	0.500916666666667
RP11-78J21.1	-0.837
ERBB2	1.861875
FANCM	-0.328083333333333
NEO1	1.44133333333333
DDX3Y	-4.8692
RPS3A	-0.017875
MXRA7	0.00457142857142859
LGALS3	-0.340333333333333
GLT8D1	-0.05575
CFL2	-1.16516666666667
UPB1	-0.24075
NAP1L5	0.29725
CLDN14	0.9025
DHX38	-0.57225
BTBD1	0.01375
TARS2	-1.21716666666667
ABCF1	-0.4009
FCF1	0.341166666666667
LRRC49	-0.14
GUCY1B2	-2.109
C1orf177	0.119166666666667
SMARCA4	-0.444714285714286
LRP8	-3.2625
TAGLN3	-2.491
MRPL14	0.0805
TTRAP	0.35275
ZDHHC20	1.10175
NFE2L3	-0.97575
KIAA1377	2.77555756156289e-17
PALMD	0.4027
TMEM43	-0.164
TTL	-0.244125
STAT5B	-0.976833333333333
SSB	-0.5795
OR10H5	0.6895
SLC22A13	-1.315
AKAP3	-0.118
TIMM23	0.0576666666666667
OAS2	1.962
KIAA0423	1.4495
TRIM11	0.6545
GLIS3	0.343625
TMEM50B	1.1685
ARHGEF4	-1.8305
DEGS1	-0.555545454545455
TBL1XR1	1.50543333333333
G6PD	-1.7585
SP140	0.331
MUC17	-0.2335
NUDC	-0.064
DNAJC5B	1.291
SCARA3	-0.104166666666667
CPA3	6.5815
BCAT2	0.3815
MFN1	0.4701
NRG3	0.2555
SNX11	-0.053
PLEKHH1	0.4825
GPR177	-1.937
HCFC2	0.386
TCAP	-0.607
MOCOS	-1.7565
C14orf93	0.0245
PRDM10	-0.563833333333333
SLC16A4	1.46575
SRGAP1	1.41566666666667
VIP	-0.160333333333333
DUSP27	1.0954
LILRA1	0.7849
MC2R	0.541
MGC24103	-3.4765
MBTD1	-1.635
FUT11	-0.380833333333333
USP33	0.4988
C15orf39	-1.7325
MAP3K12	0.172
PAAF1	-1.36283333333333
BARHL1	0
FLJ16165	0.055
PIWIL2	-2.36025
SYNE1	0.0484545454545454
CMTM4	0.86725
TSPYL1	1.8213
GUF1	-0.4615
TMEM157	2.41
WDR44	0.2375
HIST1H3C	-0.3
DKFZp666G057	0.4875
RNPEP	0.03875
GAS2L2	0.0271666666666666
ADH4	-4.161
GRPR	0.267666666666667
FBXL17	0.12525
ZBTB10	0.554833333333333
Gcom1	0.309055555555555
HTRA1	0.3018
ZNF585A	-0.23
SLC26A2	-0.632428571428571
OTOP3	0.6575
WISP1	1.32377777777778
ATP2B4	-0.0164166666666667
FLJ10769	1.07075
CRAMP1L	-0.1
CHST12	-0.01375
RAB22A	0.664833333333333
TARDBP	-0.236357142857143
STAU1	-0.51725
CRB3	2.23133333333333
MIG7	1.36325
CHMP1A	0.385666666666667
ZNF160	-0.098125
B3GALT6	0.130625
BARX1	-1.142
C6orf167	-0.7734375
NXNL1	0.624
DHX29	0.17125
HADHB	0.3275
PLXNB2	0.832375
ILDR1	-1.5505
SLC15A3	1.92375
GAS2	-4.13916666666667
C20orf69	0.346
NUMB	-0.104
TNIP1	0.563125
MESP1	0.741
PSKH1	-0.0805
NSFL1C	0.408625
RHOG	0.26525
HEY1	-1.8
KNG1	-2.0765
ITGAX	1.152
LIN9	-0.460333333333333
CANT1	1.517625
XRN1	0.4525
CCDC96	1.5895
HEATR6	-1.5895
GNG7	0.0668333333333333
RUNX2	0.975125
SOX1	-0.6855
FCRL5	0.1666
ZNF99	0.559875
FAM9A	0.8315
SNX22	0.171333333333333
MBNL3	-1.7055
ODC1	-3.1697
ADORA2B	-3.0565
NR2F6	0.04975
ZFYVE16	0.135222222222222
SYNJ2BP	0.672
POLE	-1.231875
E2F2	-1.177
THRA	1.18416666666667
PTGES2	-0.6185
HIP1R	1.511
TMUB1	-0.616333333333333
ENO3	-2.11075
RSPH10B	0.655
CXorf39	1.1815
IRGC	-0.89075
GPR109B	-0.1925
FLJ13305	-0.753
LCE3A	-0.8145
TNFRSF18	-0.367333333333333
DET1	-0.415
TRPM3	-0.279090909090909
C16orf79	-0.913
FECH	0.0598333333333333
RAP2A	0.0521666666666667
CRIP1	2.906
AZIN1	-0.8085
SLC7A7	2.73075
IL10RA	0.6735
TMEM64	-2.35775
CDC42EP4	1.2187
C16orf58	-0.2927
ARG2	-1.53725
POU5F1P4	-5.14925
FAM62B	0.157875
DNAH8	-2.6518
ASH2L	1.608
TSLP	-3.46266666666667
CNTNAP5	-0.182
TMEM16C	0.01725
IFNA14	-0.137
SLC1A3	-0.337625
CABYR	1.50075
BCL7B	-0.0795
NUDT13	-0.903333333333333
C13orf28	0.0473333333333333
C1orf53	-0.444
ARL6IP4	0.8646
RPL35A	-0.24175
EMR3	0.5945
RAB40C	-0.0706666666666667
SLC41A1	-1.62516666666667
LRCH1	0.0325
LY6G5B	-1.5395
FAM124A	-0.607357142857143
MGC10981	-3.85
CLIP3	-0.0858
MAP4K2	0.741666666666667
CHIC1	-0.57125
SULF1	2.204
C20orf30	0.270071428571429
PRDM5	-0.546625
ELOVL1	0.385
C11orf48	-1.271625
SLC39A10	-0.15125
KCNV1	-1.0925
ACP1	-0.4156
ZMYM2	-0.504
B3GNT6	-0.0293333333333333
C9orf69	-0.407
C2orf15	1.781
C20orf166	0.8365
HSP90AA6P	0.006
EDG7	-2.362
NEURL	1.841375
LPL	0.8355
CLEC2D	-0.0375714285714285
GRRP1	2.06166666666667
CD8B	-3.4373
HIST1H3D	-1.08966666666667
SLC6A12	0.510625
FAM27L	-0.709
CD84	1.6494
RASA1	0.4775
PHKG1	-0.866
MAGEA11	-2.79
IMPA1	-0.2713
NPM3	-1.5155
RARRES1	2.04975
SH3BP1	-0.124125
B3GNTL1	-1.2225
ARPC5L	-0.0425
KLHL26	0.276
SIM2	-2.633875
GJC1	0.4665
C20orf194	-0.0395
EXO1	-2.242
SLC2A2	-2.4845
LOC285074	-0.00575
LRG1	2.84575
KIRREL	-0.155
PIK3R1	1.3915
C4orf34	1.42125
MAF	-1.84438888888889
ADCY4	3.28666666666667
ZMIZ2	0.2236
SLC46A3	1.78583333333333
STAMBP	-0.198666666666667
CCDC16	0.35475
MS4A12	-0.0595
TCF20	0.0015
LRRC46	1.4275
C20orf152	-0.760666666666667
MRPS6	-1.191875
ABCB11	-0.896
KCNC2	1.5538
CDH19	-2.5106
C9orf123	-0.554
SSH3	1.3575
LDLRAD1	-2.10275
CCBE1	-1.70625
ZNF135	1.062625
TAAR1	-0.549
WFDC12	-0.6555
CCDC42	-0.408333333333333
FLJ12529	-1.3115
PER1	-0.355
TIMM50	-0.489166666666667
SMARCAD1	-0.46
FAM26C	0.8875
TP53TG3	-2.71733333333333
SH3RF1	2.0935
LMCD1	2.15225
GPR63	-0.2945
FLJ21986	-2.49914285714286
AIFM3	-1.09625
MICAL1	-0.524166666666667
BLZF1	1.18383333333333
IQCA	3.30566666666667
PCDHGC3	-0.408
SAC	0.13025
BCL6B	1.69433333333333
DDO	0.96475
MARCO	2.60125
DCHS1	0.312666666666667
C1orf170	0.2805
CD200R1	1.07216666666667
C22orf15	-0.096
SEPT11	0.657166666666667
ADNP	0.36575
UST	-1.5859
C13orf34	-0.988666666666667
RFFL	0.546642857142857
APBA3	0.232
C2orf60	-0.4295
CUTL1	0.6259
PMS1	-0.822142857142857
ZNF689	0.3845
EIF3E	-1.042
IL9	-0.168666666666667
RPL31	-0.313625
LY9	-0.0531666666666666
ATP2B3	0.4545
KDELR2	0.277708333333333
TFCP2	0.127625
NLRP12	-0.798
FLJ45422	-0.8015
TLE4	-1.7996
ZNF570	0.018
FLJ43806	-1.712
TLK2	-0.452125
CIR	0.809
MARS2	-0.288
COL24A1	0.14575
SDF2L1	0.77
HIBADH	0.216166666666667
IGFBP3	-0.910071428571429
C12orf23	1.516125
PSPC1	0.13475
C20orf43	0.03725
TRAV20	0.6675
ARHGAP24	0.550875
KIAA1975	-0.0445
C1QA	2.7285
DNTT	-4.3486
C10orf6	1.09708333333333
C11orf41	-0.90175
HNRPF	0.372875
COL11A1	3.83716666666667
UBAP2	0.183833333333333
CDKN2AIPNL	-0.656
C20orf174	3.09275
SPRED2	0.306
PLA2G12A	0.196666666666667
ICEBERG	-2.14116666666667
SCN10A	0.4855
C11orf65	0.1815
GBP5	2.2975
PITPNC1	-0.992333333333333
POU3F3	0.313
NCOA7	-1.123625
LIN7C	0.696
LOC348840	0.465
NKX2-2	-4.65925
ANKRD13D	0.37525
LOC123688	1.33825
FUT2	2.51433333333333
TAAR8	0.0485
FZD4	0.206666666666667
PNMA3	-1.75916666666667
OR4L1	0.655
WIT1	-2.9135
EXOC3L	0.38425
ATPBD4	0.2629
KRBA1	-0.3115
UBXD6	-1.62525
HOXB7	-1.63128571428571
C7orf23	-0.6355
UNQ338	-0.86075
STAB2	0.405
CDC20B	0.00600000000000006
IRF9	2.02775
CENTG1	-0.169333333333333
TNPO2	-0.8325
MCPH1	0.0405
BMS1P5	-1.81325
SLC26A7	-0.256333333333333
HIST1H3J	0.428
C9orf3	-0.7154
LBH	0.3015
MYO1D	1.244375
PTDSS2	0.97025
NFU1	1.33575
DEPDC4	-2.24575
WNT7B	1.3099
GLP2R	-0.5444
SETD4	-1.0694
DYNLT3	0.7143
FKBP11	-0.661833333333333
SESTD1	1.36766666666667
FLII	0.4065
RPS16	-0.7116
CHPF	0.467666666666667
CSNK2A1	-0.46
SUMO1P1	0.184
FKBP6	-0.0655
ZNF214	1.64833333333333
TWIST1	-0.8646
DDX56	-1.05066666666667
TRAM1L1	1.6409
EPO	-3.088
MRPS18B	-0.30675
ZNF682	-0.702
RPL14	-0.307333333333333
MAFF	0.6335
LOC51136	0.377875
LY96	-0.89475
DDX20	-0.2185
ABTB1	0.7255
ARL5A	0.221
CCT6A	-1.221
HEPACAM	-1.54216666666667
EHHADH	-0.165833333333333
RBAK	0.920666666666667
CGB1	0.1235
ITGB5	1.6465
YIPF3	0.759
FKBP2	0.06
NR1D1	0.511
TMEM110	0.7735
NEK2	-0.5485
PRAMEF8	-3.2225
C20orf52	-0.604833333333333
PCDHGA3	-1.5755
VWA3B	0.935
NDUFA5	0.533125
THAP9	0.1365
FLVCR2	-0.394166666666667
AP1S1	-0.906625
SMAD6	-1.1235
SAV1	0.67275
SAT1	1.395875
ZNF251	0.27725
ADAMTS7	0.0925
RPP38	0.196
C1orf211	-2.2995
YPEL2	1.15235
RBMS1	-0.4135
ZNF445	-0.1485
NRXN2	0.3895
PGBD4	-0.349875
UGT2B28	0.4435
WBSCR16	-0.7557
NLRC3	0.40525
ASTL	0.10475
ST6GALNAC1	-3.03475
ZADH2	0.010625
MLLT4	2.45841666666667
ARL6	-0.0728333333333333
MEF2C	0.34675
CBFA2T3	-0.7175
AFF3	3.41257142857143
COG7	0.289333333333333
MYB	0.593833333333333
PLXNA3	-0.373
XRCC2	-1.80683333333333
MMS19	-0.537875
ST8SIA5	-1.032875
CHPT1	0.8855
KIAA1712	0.091
OR6X1	0.3825
ACTR3	0.1095
UGCG	3.17066666666667
OR4P4	0.2745
ZAP70	-3.25725
LPP	0.979
ZNF485	-2.06425
PTPRCAP	-0.121
IL12RB1	0.20775
ATRX	0.3905
CHST8	2.5715
C14orf109	0.425
ARV1	0.56825
NMB	-0.84
COX5A	-0.345833333333333
EIF6	-0.43275
MPPED2	-0.150833333333333
SEMG1	-1.633
CHRDL1	0.2525
TRAF3IP2	0.1225
WNK2	-1.20475
LILRA4	1.54916666666667
LAMA2	3.63575
PXT1	-0.041
RLBP1	-4.183
CD300C	0.59925
SLTM	0.089125
FLJ10404	-1.192625
APOBEC3D	-0.1735
RENBP	0.777166666666667
ATXN7L1	-0.844375
NID1	-0.4095
TUBGCP3	-0.260125
ITIH5	0.8235
CCDC110	3.48125
C8A	-2.59025
MGC87042	-1.55425
HOXC13	-2.92425
TFDP2	-0.6175
HCP5	1.05425
POLI	0.869
UCN	-0.988833333333333
ZNF764	0.3215
C8orf45	-1.3885
FHL3	-0.98675
SPATA5L1	-0.222
MMRN2	2.68316666666667
NDST1	0.8885
COL20A1	-0.123833333333333
ZNF248	-0.859
PELP1	-0.226666666666667
MBL2	-2.71866666666667
RNF41	0.74225
C5orf24	0.8345
THOC5	-1.08242857142857
SERINC3	0.188583333333333
RP11-151A6.2	1.29825
CDCP2	0.293
HIST1H2AA	0.04325
C11orf75	0.181666666666667
FKBP7	-0.66575
DDOST	-0.33525
GPNMB	-0.109833333333333
TTF2	-1.48533333333333
KCNT1	-0.413166666666667
SLC39A14	-0.897375
NGRN	0.3461
GPR137B	1.048
MECP2	0.361
PSMA1	-0.07675
C16orf73	-4.72375
TMEM60	-0.259
CSN3	1.486
NOS1	0.5895
RAB7L1	-1.42016666666667
YBX2	0.736
KIAA1166	-1.169
FUBP3	0.370333333333333
ABCG1	2.2775
ACACA	-0.445583333333333
ARL11	1.7237
ATOH1	-1.5355
ODF1	0.337333333333333
CREB3L3	-3.11233333333333
TMEM127	1.48407142857143
DSCAML1	2.914
PLN	3.02666666666667
LYPLA1	0.663833333333333
PRDM9	-2.172
SASP	0.259
PLUNC	-0.365333333333333
INTU	-0.43475
HISPPD1	-0.543
LNPEP	-0.041
YARS2	-1.1736
APCDD1L	-1.195
ZCCHC4	-0.3787
FBXO22	0.0435
TTLL13	0.141
ZNF669	-0.0326
PTGDR	1.45425
DDX27	-0.61175
KIAA0409	-0.167333333333333
GJB6	0.49225
ASB8	0.961
PLP2	0.897666666666667
MEPE	1.3415
OR10J5	1.385
KRT222P	1.42575
COQ7	-0.237833333333333
C1orf101	1.1855
RERG	4.2625
CHMP5	0.955
THAP11	0.065375
ZNF43	1.4595
ZRANB3	-0.494333333333333
KRT13	2.91975
MRPL19	-0.301875
RBBP9	0.17225
SPATA17	0.625571428571429
BXDC5	0.360833333333333
PAFAH1B1	0.05
MAGEE1	1.53375
OSTF1	1.43875
KIAA0323	-0.317
TXNDC13	-0.0898333333333333
CNTN4	0.999875
LCE1B	0.313
UNQ501	0.7675
ZNF154	0.63825
C3orf64	-0.60425
SYT5	-0.4854
PON1	-0.2068
FLJ10357	-0.761375
ATP4A	-0.265
GNPDA1	-1.35933333333333
MGAT1	0.193333333333333
C14orf121	-0.66375
SLC35B2	0.1745
MIER3	1.28533333333333
CHEK1	-3.2015
ZNF8	0.228333333333333
TXNDC1	-0.373833333333333
CKB	-1.5354
RTN3	0.565285714285714
FZD2	-2.061
PART1	-1.474375
PSMB6	0.2405
PCDHB8	-1.533
PHC3	0.6047
PPP1R8	0.103833333333333
NOVA2	0.961
TNFRSF11B	-2.7905
GOLPH3	0.5735
UBLCP1	-0.34825
SUHW3	-1.2765
TTLL1	1.45575
OPN4	0.195
OR13G1	0.5205
ZPBP2	0.266333333333333
HSD17B11	-2.455375
C9orf50	0.8195
DHDDS	0.406571428571429
CTSW	0.5435
NEFM	-2.69016666666667
MRPL28	-0.719
SYN1	0.718
PIGV	0.724666666666667
ZIM2	1.24775
APBB1	1.21433333333333
SND1	-0.025
C1orf123	-0.147333333333333
CHD3	-0.27225
BHLHB8	0.3305
RNASE2	-0.0445
BCAP31	0.5515
SLC25A44	-0.0128333333333333
CHD6	0.5382
PIB5PA	2.98930769230769
SELS	1.122375
LOC541471	-0.43225
FAT2	0.851
ZNF81	-1.763
OR4C16	0.5135
FLJ10081	-0.0954
LRRC4	1.43425
CS	-0.9405
N4BP2	0.185625
IGFBP7	1.45275
ZNF318	-0.122333333333333
NDNL2	0.2585
ZNF609	0.36075
SIRT4	0.0405
EXOSC10	-0.53325
ECE2	-0.136090909090909
OVGP1	-0.9025
GTPBP3	-0.692
PACS2	0.1932
C19orf36	0.5705
ARL4C	-1.629125
ATG4B	-0.049125
UBQLNL	-0.225
RHOXF2B	-3.8225
PLEKHG2	-0.554
GALR1	-1.0085
AQP4	0.726333333333333
HDAC7A	-0.505333333333333
DCUN1D3	0.474
OR8A1	-0.5155
CCRN4L	0.522125
CBR4	-0.405
KIFC1	-1.0025
SLC7A14	-1.98183333333333
LHX5	1.539
TRPC7	-0.203
LPXN	-1.24
SERPINA1	-1.689
RPS13	-0.213
BPIL3	-1.2035
PRKAA1	-1.87425
FADS2	-1.7925
ENAH	0.176875
PRO1768	-0.1605
APBA2BP	1.1555
LIPH	2.25866666666667
C3orf33	-0.3965
RCC2	-0.502642857142857
ALDH1A2	-2.9563
RNF103	2.6905
AHCY	-0.88975
ALG12	0.805
CCL17	2.037
ZNF543	1.16083333333333
ESRRG	1.8856
CNGA1	-0.94775
RDH5	-0.619666666666667
OTX1	-1.3259
PTGFR	-1.164
CDR2	0.88025
SELE	4.1625
NLGN2	-0.847166666666667
EXOSC9	-0.68475
ZNF566	-0.037
KLRC2	-2.861
GPR12	0.673
KIAA0196	0.648
PDRG1	-0.81175
SSR3	0.0111428571428572
MSI1	-0.4825
CST9	3.605
CC2D1A	0.033
PLAGL1	-1.16561111111111
ZNF778	-0.182
RNF2	0.3685
KLF6	1.09933333333333
THBD	2.07033333333333
tcag7.1314	0.7425
NR5A1	-0.0095
ABCD2	0.1845
DNAJC7	-0.65075
CLEC4C	-0.0715
TM2D3	0.919875
CCDC4	-1.361
PLAC2	-0.8425
DCD	-0.4315
FAAH	2.622125
POLA1	-0.400166666666667
TM7SF2	0.067625
FLJ39822	-0.193166666666667
FLOT2	0.61775
MAP4K1	-1.03983333333333
SRP68	0.0005
C21orf74	1.966
ARPC5	-0.23875
LOC126075	1.167
HECW2	0.313285714285714
ZDHHC4	0.51925
ANKRD42	1.5026
PDE9A	-1.81716666666667
ABCA8	1.00125
NDUFS2	-0.01
UBR5	-0.332375
BTBD16	-3.1605
LOC554174	-0.8515
ZNF20	1.4045
KIAA1843	0.3495
WDR17	-0.680142857142857
C15orf33	1.006
RNF113A	-0.571
CAMKK1	-1.1928
CLCN2	-0.35725
ANXA6	1.726
LOC340069	0.2645
EMID1	2.150125
DPM3	-0.4475
ELA1	-1.08
SLC25A13	-1.5858
KRT24	1.72425
