Hybridization REF	TCGA-A7-A0CH-11A-32R-A089-07
KIFC3	-1.10783333333333
PHF5A	-0.28
NCAPH	-3.09925
STK11IP	-0.4145
FLJ42953	0.856875
CCDC19	1.39566666666667
ZNF329	-0.7965
TAX1BP1	0.718
ZDHHC18	-0.1385
C10orf88	0.08925
TMBIM4	1.0058
NMUR1	3.317
KIR2DS4	-0.04175
C9orf90	-0.04175
MGC87631	0.0445
KDR	3.5616
ST3GAL2	-0.961
RLN2	-0.5075
HPD	0.47675
MOXD1	-2.1335
PDGFRL	3.30766666666667
SMYD4	-0.315142857142857
FAM103A1	-0.1385
MFAP4	2.59966666666667
LOC285141	1.39125
TMEM45B	-0.8225
SMCR7L	-0.381214285714286
GZMH	3.2235
CBLN1	-2.3475
CNNM1	-0.354
PHF17	0.08225
NUP98	-0.49725
RMI1	-1.165
PTPRS	1.208
ANKRD57	0.351
CLDN15	-0.108166666666667
OR51A2	-0.399
GUCA2B	1.7225
DOCK9	1.72
ITGB1BP1	1.132
DLG2	1.400125
BRAP	-0.236
SESN3	1.007
ZC3H7B	2.157
FAM101A	2.39633333333333
FKSG24	-0.386
ZYG11B	0.202
RFC2	-1.779
SH2D3A	0.111666666666667
DVL3	-0.866083333333333
ADFP	0.418
KRIT1	-0.603875
SERTAD3	1.22416666666667
LEFTY2	-2.26675
KRT27	0.32
SCFD2	-0.00925000000000001
MN1	-1.138
RORA	1.63475
PTPRD	-0.5125
PIAS2	0.120333333333333
CYP4X1	7.16166666666667
FBXL15	0.1535
MYH15	-0.517666666666667
CRX	-0.0688333333333333
TBC1D13	1.0105
SLC22A17	1.02283333333333
PLK2	0.928666666666667
ARHGAP9	1.505
EIF1B	0.1865
C20orf185	0.1185
DEFA7P	0.282
PRIM1	-2.63016666666667
CRYAA	-1.4515
BACE1	0.65625
AGTRL1	1.14466666666667
ACAD9	0.36825
GRASP	2.06025
RBP4	1.74933333333333
TFB2M	-0.46975
METTL9	-0.5202
ATP5O	-0.24
SP100	0.8854
CPSF1	-1.06783333333333
S100A4	2.545
LIME1	-1.061
GPR137C	-0.87975
OR2A2	-0.153
C2orf29	-1.1515
NUP188	-1.25675
SDPR	4.439
RAI1	-0.620625
RPS20	0.9795
LAMB1	-0.4175
ADM2	-0.0303333333333333
ZNF229	0.69375
DKFZp434K1815	-1.988
EPN3	0.844666666666667
CLIC3	-1.3995
MEIG1	-0.04075
HMGB4	0.07625
STARD10	0.378375
KLF8	3.36825
EPB41L2	0.257666666666667
JMJD6	-0.640625
CTSL1	-0.112166666666667
GPR27	-0.9195
ELAVL4	0.560875
MMP21	0.1025
PPM1B	0.663375
SUV39H1	-1.827
AAMP	-0.32225
TUSC4	-0.2475
MBD6	0.8075
KLK13	-1.018875
FMNL3	0.440333333333333
TRIM13	0.73725
C15orf5	0.557
IQCF1	-0.0151666666666667
CACNG8	0.1675
SLC35D3	0.0768333333333333
ZDHHC9	-0.088
ODF3L1	0.74175
C9orf86	-0.5923
TSEN2	-0.89875
C17orf64	1.0485
SEPX1	-0.2272
TSPO	1.45266666666667
SYMPK	-1.2545
ADORA1	0.28625
TSPAN10	0.333625
SEMA6C	0.924333333333333
RTTN	-0.7999
IL2	1.14
ARRDC3	0.668
TBPL1	-0.737333333333333
STX12	1.16575
MRPL39	-0.76275
OR8H3	-0.247
IFIT5	1.77716666666667
CASC5	-3.929125
FAM46A	0.394166666666667
HPCAL1	-0.993625
CYLC1	0.3
VGLL2	-0.08725
C20orf191	0.06525
CDH1	1.43866666666667
ITPA	-0.56
CCDC101	-0.47325
D15Wsu75e	-0.36575
EDA	0.34425
CREG1	0.11675
OR7G2	-0.0475
SAP18	1.0415
IFIT1	1.9225
CALML3	2.759
FLJ37440	2.094
FNDC5	0.71675
SERPINB6	-0.120928571428571
JUNB	1.5009
SYS1	1.43375
SCN2A	1.28216666666667
ZKSCAN5	-0.7822
WNT7A	-0.311
TSHZ3	2.3145
RNF148	0.285
H6PD	0.72675
CAD	-1.607
ZNF449	0.65375
DOCK10	-0.1945
FAIM2	0.659666666666667
HEXDC	-0.29075
PRB1	0.6035
C14orf148	-0.359
ETHE1	0.55375
IRF5	-0.5583
GNMT	2.37266666666667
MGC16291	-1.485
RPAIN	-0.472214285714286
CAGE1	0.8235
CNTNAP3	-0.771625
ACTR1B	-0.60575
EEF1E1	-1.67525
MSX1	0.295375
ESF1	-0.2088
HSPC171	0.03025
MRPL2	-0.867333333333333
RDH12	-0.702666666666667
CELP	-0.562
METRNL	0.24225
C10orf116	5.1325
C19orf48	-2.2625
ZNF346	-1.0515
NCR1	0.1935
C10orf64	-0.5935
CD52	2.6345
VPS18	2.996625
AP4S1	-0.337333333333333
NPBWR1	0.3045
TPK1	1.787
UBA52	-0.184722222222222
RIPK1	0.795166666666667
CPNE3	0.6073
HSPC159	0.564625
C8orf38	-0.58125
LRRC4B	-1.393
PARP10	0.4375
ANKRD50	0.97675
CXCL9	5.39275
FGF18	0.624636363636364
EIF2A	0.000624999999999998
SLC20A2	0.760333333333333
KIAA1549	-0.537166666666667
SPINT1	1.0389
ZNF584	-0.381
CRBN	0.413
ABCF3	-0.363333333333333
NCBP1	-1.3595
PLA2G4F	-0.091
PCDH10	-0.910375
TTC21A	2.0015
C20orf144	0.1155
FGFR1OP2	-0.264
SLC9A1	0.0527
CHRND	-0.2295
FOXF1	-2.72725
KIAA1467	0.61175
TPO	4.34166666666667
LTF	4.77657142857143
DNAJB9	0.79575
MRPS27	-0.8955
bA16L21.2.1	0.102
WBP2	0.4155
MRGPRX3	-1.2335
PRPF18	0.58275
C10orf58	2.3595
SMOC1	-2.1631
ADAT3	0.346
TMEM138	-0.2435
TMEM131	-0.506
TIMM8B	0.35525
MYH7	-0.868333333333333
ST6GAL2	-0.73575
KIF1C	1.07575
SUHW2	-1.233
PAPSS1	0.37075
CABP2	0.124
HOXA4	1.23975
ELF2	-0.218
SEMA3D	2.4557
MC5R	-0.4415
OGFR	-0.0155
FLJ30092	-0.5295
TGFA	0.6344
MMP17	-0.51975
KIF15	-4.63
CHIA	0.4675
CATSPER3	-0.2365
CEACAM7	0.583333333333333
PADI2	1.672375
HOXA9	3.54116666666667
LNX2	0.166666666666667
TMEM144	2.1735
HIF1AN	-0.20525
METTL7A	0.9646
C6orf165	2.14366666666667
KIAA1468	0.45825
DSG3	3.677
ZNF180	0.0841666666666666
EIF4E3	1.94975
SLC46A1	-0.082
DKK1	-4.54233333333333
ZNF205	0.158333333333333
LOC162073	1.26277777777778
COX7A1	5.31725
MAGEA1	-5.71183333333333
NEDD8	-0.355166666666667
KLHDC5	-0.0486111111111111
C3orf19	0.954333333333333
MRPS2	-1.16775
POLR3H	0.331357142857143
ABHD11	-0.1657
TMEM17	1.91375
PAIP2B	0.5625
MAT1A	-4.3925
LGI3	-0.37575
THUMPD2	-0.77275
TKTL2	0.147
XAGE3	1.1035
CALM3	0.0200833333333334
C6orf136	-0.810333333333333
KCNC4	0.668666666666667
RGS9	1.75016666666667
ACIN1	-1.24783333333333
SPATS1	-0.18025
XKR8	-0.1755
FAM84A	0.840333333333333
MS4A7	5.48590909090909
AGXT2L2	0.60675
OR1F1	0.16
SMAP1L	-0.321083333333333
IPO11	1.2375
ZC3H11A	0.00525
C1orf151	0.42325
RNASEH2A	-2.47425
CCR10	-0.383
TXNDC11	0.154583333333333
TMEM112	0.44775
MAP1B	1.24214285714286
NVL	-0.75675
PKM2	-1.5689
ARC	0.29875
NUP54	-0.025
PPFIBP2	1.5825
STAT2	0.302
PTAFR	2.35433333333333
ROBO2	-0.665375
RNF40	-0.569666666666667
CCDC135	-0.960333333333333
IFT81	-0.8487
MORF4	-0.16725
TM7SF3	-0.387375
OR10H3	0.1875
ABP1	-0.151
CHRD	0.2485
PLEKHA8	-0.326333333333333
NCALD	2.8375
OR5AK2	0.4805
ACCN1	0.0616666666666667
SLITRK1	-0.14725
ARMET	-0.58975
C9orf52	0.65625
REEP4	-1.5675
MTSS1	1.489
ADH1B	5.67683333333333
DLD	0.07675
CDK5	-1.21575
PPFIA1	-0.3005625
WFDC3	0.71175
DNAJB12	0.9015
RANGRF	-0.0025
MLANA	-4.6165
AMY2B	1.2765
KIAA0319	-1.208625
RPS7	-0.113
JAK3	-0.1496
ARFGEF1	0.46975
CXCL5	0.206083333333333
TRAPPC4	-0.561
CETN2	0.44025
HSPC111	-1.59475
RHOBTB3	-0.4717
PHLPP	-0.4535
RGS10	0.642
TMEM58	0.73825
CHERP	-0.523625
HSP90AB3P	-1.45333333333333
FSTL3	0.339833333333333
PEX11A	1.52275
OR5V1	0.2725
FCN3	2.8165
PTPN3	-0.061
NPTX1	-5.22275
C21orf84	-0.98375
C11orf51	-0.318875
ZBED2	1.15775
FLJ90757	-0.69
NPY2R	6.3155
PLD3	0.277
SYT17	1.02333333333333
SGSM2	-0.6845
OR1A2	-0.125
FOXP1	1.610125
SLC5A1	3.8015
POFUT1	-0.7882
EPHB6	-1.774
MYO1G	-1.801625
STAC	-0.6152
KLHL17	-1.08266666666667
RGMA	1.6944
TJP2	-0.0487
FAM114A1	-0.1045
SERINC1	1.8555
SLC9A8	0.03075
PEX19	0.702
EDN2	1.72525
PSMD7	-0.691
C3orf41	-0.5975
UQCR	0.308625
PPP1R3C	0.456
LRP4	-1.68733333333333
TM2D1	0.28175
TTC17	0.1176875
C4BPB	-3.54625
CCL25	0.286
ZNF253	-0.4315
CHRNA9	-4.846
SOX11	-1.698
HIVEP3	0.846
CGN	1.235
C3orf35	-0.017375
PKD2L1	2.03125
SYVN1	0.064625
PDE8B	2.216375
LOC439951	0.97775
LTC4S	2.57883333333333
MIF4GD	0.0625
SMARCA2	1.7634375
TUBGCP6	-0.2475
CABLES1	0.3875
C16orf77	2.986
ZNF791	0.32
FUT5	-0.045
ADH6	-2.46783333333333
P4HB	0.30125
CLDND2	1.348
ALKBH8	0.59375
PLAC4	-2.17375
F11R	0.101214285714286
MGC35295	0.0295
PDZD4	-0.9525
LOC389073	-0.619
FAM80B	0.164833333333333
PSMB1	-0.050875
TXN	-0.655
VIPR1	1.4092
WBSCR18	0.6219
EXOSC6	-1.0645
ACTA2	4.271
SP5	-1.4565
ANKRD1	-3.44125
DDR1	0.3018
ATP6V1D	-0.26825
PTGS1	-1.134
RNF157	-0.05625
DCC	0.368666666666667
SPAG7	-0.2315
FBXO18	-0.2285
UBE3C	-0.8118
HOXC6	0.62225
LRP2BP	0.0578333333333333
MYST2	-0.95425
PDSS2	0.3365
ATE1	-0.7195
ARAF	-1.1335
KLF10	0.3555
PLA2G2E	0.40525
ASCL1	-1.82983333333333
TSNAXIP1	0.81
FAM131B	0.029
IFNA10	-0.778
NUP43	-1.568125
FAM44B	-0.196125
L1TD1	-5.73683333333333
NMD3	-1.20633333333333
C18orf54	-1.303
PHOSPHO1	-0.079
RAG2	-1.697
EMILIN3	-0.488
METTL3	-1.04475
VPS13C	1.325625
REXO2	-0.3915
ANXA4	0.249
CA1	-0.58525
DCP1B	0.31725
TULP3	-0.635666666666667
ATP2A2	-0.327785714285714
ATIC	-0.8385
ADAM15	-1.13566666666667
NPL	1.52233333333333
LGR4	0.178375
UEVLD	0.181
GAB1	1.0975
SNAI2	0.75
ZGPAT	-0.1768
SNF1LK	0.360375
DLEU1	-2.01525
UBE2Q1	-0.052875
ZMYM6	0.11625
JPH3	-2.37133333333333
FAM38A	-0.178666666666667
PXK	1.104
DENND2D	1.63925
BAX	-1.77766666666667
CP	-0.330272727272727
RPL37	-0.0627
G6PC3	-0.353375
NCOA4	0.042
LRRC14	-0.138375
GORASP1	0.29175
FCHO2	1.344125
CYP24A1	-3.9738
FXYD3	1.10475
SMARCAL1	0.301
ABCB8	-0.794833333333333
CCDC44	-0.662
PRDM7	-3.217
USH1C	-1.85425
DNAH5	0.411833333333333
SRF	0.382833333333333
MAL2	1.29766666666667
PGPEP1	0.0761666666666667
SIN3B	-1.11575
SEMA3C	1.6375
GRAMD3	2.465
FBXO10	-0.182625
OR5D13	0.035
FLJ31818	-0.0506249999999999
CACNA1I	0.637125
S100A13	1.0425
TP63	3.09657142857143
ANXA11	1.4632
WDR66	-0.02475
CSF2RB	0.0315
IFI44	0.47525
DACT1	0.641333333333333
ANKRD23	-2.421375
ATP5G1	-0.9175
C21orf70	-0.785833333333333
PPWD1	-0.49825
DNAJC13	-0.08625
PAH	-5.27833333333333
PTCH2	0.06525
TRMU	-1.3605
CCDC9	-0.317
USP3	-0.437
DCLRE1C	-0.0831
FAM55C	0.72675
FRMD4B	1.77025
CYP2R1	-0.21425
RFPL1	-0.7688
XPO5	-1.662
ARL6IP2	-0.189
OSBPL5	1.50825
MMP9	4.27727272727273
KIAA0802	-1.1915
DHRS2	0.8995
SGEF	0.91975
TXNDC10	-0.306
EXOC6	-0.085
RPS27	0.53
PNCK	-1.66766666666667
FSTL1	1.23175
AACS	1.342
SLMAP	0.361166666666667
SAMD4A	1.0359
ABRA	1.055
SMARCD3	1.148
PKNOX2	-1.30283333333333
A4GNT	0.4845
C9orf39	0.323166666666667
RALYL	-0.055
MGC33556	-2.5265
C10orf25	-0.164
BBOX1	6.5965
NHEDC1	0.75975
XDH	0.907
GCSH	-1.072
EDN1	3.65583333333333
MTERF	-0.765
CLK4	0.558
ZNF799	0.538666666666667
KCNG1	-2.008
CXCR4	0.709666666666667
PTPRR	-3.0185
IRAK1	-0.764625
LOC401397	-0.27
TMSB10	0.849785714285714
CXCL3	-2.0825
TMC4	0.72625
OR7A10	0.325
STYK1	2.2905
CHRNA10	-0.16975
CCNI	1.127
EP300	0.857714285714286
LOC165186	-0.0428333333333333
HIC2	-1.76825
SDR-O	-0.2045
OR2W1	0.6135
KCNA6	-0.2335
TRIM74	-1.60175
REEP6	1.2725
ATP5G2	-0.362
ERG	1.874875
TMEM42	0.647
PARN	-0.6525
SOD2	0.947625
DIRAS1	-0.6205
PNPT1	-1.674
JOSD3	-1.38
hCG_40738	-1.3485
PDE1C	-1.09825
SEMA4D	-0.176375
AGPAT1	0.0341666666666667
NOSTRIN	1.82575
MAP3K3	0.235333333333333
MAX	-0.088
CAPS	0.582166666666667
SERPINA12	-0.2195
OSBPL8	0.850375
RICS	0.9466
NR4A2	2.35566666666667
PPCS	0.936666666666667
LONP1	-1.338
SCYL3	1.1305
HERC2P2	-0.805166666666667
FIBCD1	-0.676
C15orf41	-0.83875
DMC1	-1.82133333333333
C20orf27	-1.9165
RPS6KA5	0.5739
FAHD1	-0.591
SLC12A4	0.8835
BRCA1	-2.01466666666667
GBL	-0.77675
SLK	-0.065
NUDT9P1	1.1985
NOXO1	1.201
USP52	-1.08075
BAZ1B	-0.158875
SLCO2B1	3.82975
BBS12	1.36366666666667
LRGUK	-0.0015
TERF2IP	0.491
COL1A1	2.5705
KIAA0090	-0.071
GRK5	0.525166666666667
AP1S2	0.0414
TMEM52	-1.23016666666667
CA11	-0.032125
OR4A15	0.244666666666667
ACBD3	0.6799
SPAG11B	0.577142857142857
PRDM2	1.3532
FOXP3	0.0425
SMYD3	-1.5945
LOC389199	0.1765
LGI2	2.764
NAPE-PLD	-0.3847
ANKRD6	0.814
WDR45	0.325166666666667
SHROOM1	-0.54525
PSCD3	0.022
PYY	-0.0475
KCNC1	-0.2265
ARHGEF9	0.2131
OR8J1	-0.15075
GPR55	-0.0581666666666667
NS3BP	-2.2225
C10orf22	0.3875
NAT8L	2.17825
DUSP4	0.496333333333333
FOXM1	-3.63783333333333
GRAMD2	2.6804
ZBTB48	-0.370333333333333
BUD31	-0.703
PABPC5	1.336
CCDC41	-0.8825
FBXO11	-0.196583333333333
C6orf148	0.01975
RFXAP	-0.4005
C6orf15	1.13933333333333
CDK8	-0.833
C6orf70	0.404875
TESSP2	-0.4795
ALG2	0.28725
PPP1R3D	1.27325
TPM3	-0.539888888888889
SYT13	1.645
EPB42	2.70916666666667
CETN3	-0.6855
PRY	0.201
NTHL1	-0.555333333333333
POLR2B	-0.454
RPS28	0.526
P2RX3	-0.114
LYZL4	1.14625
WBP4	0.6722
PMM1	0.064
C11orf79	0.1315
CBLL1	-0.54125
IL1F10	1.873
VAX2	-0.927
SETDB1	-0.400833333333333
LRAP	-2.35816666666667
GCLM	0.102
CPEB3	2.85575
PPM1A	0.6866875
INTS1	-0.9755
CAMTA1	1.22091666666667
SAMSN1	-1.88575
LOC158830	-1.61816666666667
GMPPA	-1.053875
AIPL1	-0.162
IL24	0.409727272727273
BDKRB1	-1.096
MLF1	0.1791
TAF12	-0.309
ID1	-1.965
THADA	-0.345125
PIK3CB	-0.7265
OR4N5	0.595
TBC1D17	-0.362333333333333
COX8A	-0.83125
CDCA4	-2.091
C2orf44	-0.5595
ZNF534	-0.29675
IMMP1L	-0.14025
NIPSNAP3B	0.5025
FTMT	0.93325
PWP2	-1.03966666666667
MMP15	-0.3599
DNAH11	-1.4335
MTMR14	-0.359625
DNAL4	0.0685
IPP	-0.72375
TMEM59	1.148125
C1orf157	-0.0815
RGS4	-1.7475
DDX18	-0.946333333333333
SNX6	0.36825
ZNHIT2	0.0113333333333333
NCDN	-0.9355
FLJ33534	0.2575
RAG1	-1.17575
OR4D10	0.078
PTPN5	-0.0591666666666666
POMT1	0.4575
LRRC8A	0.3647
CYP1A1	-1.8675
CAPN1	-0.784
DDHD2	0.2935
GRIK2	0.0195
GNRHR	0.22
PPBP	3.7575
HTR3A	-0.94325
SLITRK4	1.21275
ANKRD49	0.02675
BTF3	0.0115
SARS	-0.555
C13orf18	0.564
CACNB1	-0.209071428571429
QKI	1.64831818181818
SETMAR	0.6785
MAN2B1	0.4555
EML3	-0.902
ACADL	4.58616666666667
OFD1	-0.09075
DEFB114	0.161
CGA	-3.3223
PEX16	-0.172666666666667
LRRC10	-0.4615
GNG12	0.405
C1orf152	-0.0541666666666667
CHRM1	0.0375
CD53	1.12975
DBH	-0.977
TFAP2B	3.7315
HIST1H2BJ	-1.07766666666667
FAM46D	0.2185
TMEM11	0.36075
C3orf32	-3.164
PCCB	-1.10825
IPO13	-0.406625
C6orf105	-2.1905
COMMD5	0.24775
SUV420H1	-0.0793
LTBR	0.01475
ARHGAP15	-0.363
HDHD2	0.2185
TDRKH	-0.616166666666667
LOC401052	2.8955
PSG4	-1.5225
GNB4	-0.5695
SPATA4	1.379
SLC9A3	-1.1415
OSBP	0.269
NBPF3	0.00283333333333333
DOCK11	2.194
SLC39A5	-2.002
PRR5	1.1157
C10orf63	-0.20675
SMTNL2	0.036
ADRA1A	0.986
ASAH1	2.3951
DOM3Z	-0.8454
GIPR	0.344666666666667
AHI1	-0.185833333333333
NADSYN1	-0.379333333333333
RGS14	-0.7522
IL18BP	1.002
RTN4RL1	1.92083333333333
ARMC6	-0.9825
PSMD5	-0.649166666666667
HK3	2.7939
OR4S1	2.31925
RSU1	1.0435
MAD2L1	-4.22455555555556
EIF4A3	-0.8685
DLEC1	0.655166666666667
E4F1	-0.2725
CHMP2B	0.6804
CAMSAP1	-0.12475
RPS21	-0.485
ARID5A	1.518
UBE2N	-0.4271
IGSF8	0.286
MAGEB6	-1.681
ACAD11	-0.1685
MGC4172	-0.564
LMO4	0.9935
KLKB1	-0.3725
HP	-0.4755
HDAC3	-0.331
SCHIP1	0.99275
CLCA1	0.2965
OLFML2A	1.591875
C1orf112	-1.93275
KIF19	1.73941666666667
HAPLN4	-0.5419
CXCR7	2.98383333333333
GOT2	-0.6621
RAB38	-2.244375
DCX	0.8405
PPM1H	0.199
NFYC	0.306666666666667
KIN	0.2685
ZNF228	0.98275
PLSCR4	4.16683333333333
HIG2	-0.5495
FAM79B	5.958
C21orf86	-0.7886
KCNK10	0.30125
ZNF738	-1.594
FSTL5	-1.04416666666667
OR6A2	-0.0385
OTOA	1.5335
EXOC1	0.407
AHRR	-3.780125
PDAP1	-1.7625
C19orf6	-0.295875
ZAN	0.18
LY6G6E	-0.1685
EIF4E2	-0.64575
C20orf198	-0.09775
ZNF324	0.1765
CYP3A5	-1.11866666666667
ENTPD7	-0.297166666666667
MBOAT5	-0.291833333333333
GJB5	0.8825
TTC13	-0.4745
S100Z	-0.9195
KIAA0664	-0.86
PDGFRB	2.42841666666667
IL17D	1.577
OR56B4	-0.136
RDX	-0.7905
SLC34A3	0.08
IL28B	-1.306
JUND	2.5285
CHRNB1	-0.156
CAMK2B	0.03275
FETUB	-1.383
CXorf23	1.45275
MRTO4	-1.348125
TTC3	0.6837
NDUFB8	0.1305
EDG2	0.057
SEMA3G	3.92075
IL23A	-1.41225
GRHL1	1.0403
LOC441054	-1.6495
WDR65	0.9765
PSTK	-0.0095
STOML3	0.221666666666667
R3HDM2	-0.1657
C5	-2.32825
SLC2A10	-0.4485
C3orf22	0.092
PAQR3	-0.968923076923077
ANKRD26	-0.53025
HCRTR1	0.5585
LOC399947	-0.74675
PSD2	0.495
TIGD2	-0.110166666666667
SCRN1	-1.267125
COQ10A	-0.22625
DDI2	-0.2915
METTL7B	-0.802833333333333
UCN2	-0.2405
FAM92A3	-0.46
WDR16	1.41075
ZNF511	-0.0998333333333333
ZMYM5	-0.6155
POLR3G	-2.17725
ZNF586	-0.82225
C1orf49	0.491666666666667
TANK	-0.0411666666666667
RCAN1	1.75616666666667
PELI3	1.37266666666667
LIMD2	-0.6175
TMEM189	-0.247
NTN4	1.6165
LOC151300	0.9425
CLEC2A	-1.0215
GPR135	0.322375
DPYSL4	-2.168
JAK2	0.563333333333333
TSHZ1	1.65566666666667
TM9SF4	-0.626125
ZNF264	0.430666666666667
SIRPG	1.40375
BICD1	-0.7285
HERC6	1.3465
METTL5	-0.216
CASP1	1.7045
PRRT1	-0.398833333333333
PLA2G4C	2.44016666666667
ICA1L	0.369785714285714
TPTE2	0.1892
OTUD7A	1.09716666666667
AQP11	-0.33575
APOA2	-3.7908
KALRN	0.5266
SECTM1	0.30325
IFNAR1	0.50825
TALDO1	0.448625
RAB11FIP4	-0.424916666666666
EIF5A	-2.8285
FAM49A	3.03475
NEGR1	0.979333333333333
YTHDC2	0.663875
EHD2	1.800125
NCF1	2.2481
SCRT2	0.3545
HOXA5	2.25383333333333
NUP133	-0.18225
FGF12	0.151875
SLMO2	-0.85275
SNTA1	0.950625
CACNG2	0.06125
GCM1	0.308125
ELF1	0.550833333333333
TLR5	3.521
TCFL5	-1.06341666666667
RBMY2FP	-0.692
LOC100125556	-0.346625
FAM129B	-0.234625
MAP3K7IP1	-0.264625
NCK2	-0.837
OXA1L	-0.87325
FMO9P	0.37
ZSCAN12	-0.32875
PSMD12	-0.678166666666667
HSCB	-0.5235
CLDN10	-2.7035
MGC13053	-0.933
HPCAL4	-0.883666666666667
ASZ1	-0.565
MEX3D	0.157583333333333
NFAT5	0.5107
CSPG4LYP1	-0.6435
FBXO3	0.4811
DVL1	-0.707833333333333
CMKLR1	2.227
TYMS	-4.33525
PEF1	0.7575
ZNF750	1.53883333333333
MCM5	-1.1723
MEGF11	-0.65625
KCNK7	-0.2665
PTP4A3	-0.708
C1QTNF2	0.168333333333333
OR6S1	-0.604
FAM122B	-1.95675
ZNF551	-0.79925
HBQ1	-0.0095
GEMIN6	-0.44925
ARSK	-0.28575
RBP7	4.864
CPNE9	-0.10775
DSC1	3.2475
LOC730112	-0.17725
MAP2K4	0.618875
HS3ST5	-1.4675
EPB41L3	0.86375
TEKT2	0.38775
CDKN2B	1.70591666666667
ZNF480	-0.95975
MAP3K6	0.8516
MAP6	2.55616666666667
HN1	-1.4639
OR2L13	0.274166666666667
SLC16A11	0.6355
FAM96A	-1.014
APOL1	-0.0257500000000001
C5orf32	1.231
RTP1	-0.214833333333333
RNF175	1.036125
ZBTB41	1.12525
AHCTF1	-0.0626
SAE2	0.217
ITGA2	-0.414916666666667
MME	2.88433333333333
CCDC14	-0.923
MAST4	1.76864285714286
KRT33B	-0.8355
KCTD2	0.127166666666667
WDR26	0.335666666666667
MFI2	0.883
NR4A3	1.628125
ARSA	-2.00975
UNKL	0.6885
SULT6B1	-0.3955
CCNA2	-4.01266666666667
SOX15	-0.458
PPAPDC1B	-0.0156666666666667
C19orf44	0.2935
MCAT	0.536666666666667
ARID1B	0.150375
OR52N1	1.053
C12orf48	-2.96225
MAGI1	1.4325
NIPA2	-1.085
GBX2	-2.74925
RSHL3	0.081875
RAVER1	-0.183833333333333
C15orf17	0.188
SLC30A2	1.602875
ZNF518	-0.05025
PCYT1B	-1.5875
C10orf114	-0.33025
EIF3H	0.313416666666667
SLC25A39	-1.41966666666667
KIF1B	0.686
AMOTL2	2.183
C6orf120	0.52725
PSRC1	-3.2625
PLA2G10	-0.315875
KIF5C	0.146125
MRPL37	-0.968
C17orf62	-0.109833333333333
C9orf135	-0.9148
DUSP10	1.0001
CLCNKB	0.3605
PSMA5	-0.562625
C8orf53	0.8965
AMPD3	1.07616666666667
PIAS1	0.06375
ADCYAP1R1	-0.374
GYLTL1B	-0.16625
CDH20	0.238333333333333
FBXO7	-0.22875
TMEM134	0.259
FLJ14213	0.449333333333333
ZNF3	-0.98925
LRRFIP1	0.525125
CNOT2	0.413583333333333
ABI3	2.55125
ALDH5A1	-0.396
HNT	2.3165
SERPINA4	-3.048
TK2	1.66441666666667
STMN1	-2.50222222222222
GUCA2A	0.087
GALNT10	-0.0272142857142857
DPP6	-0.26345
C9orf93	0.283375
PRELID2	-0.14325
STK39	0.422375
SFTPA1	-1.36625
CKS2	-3.32966666666667
RHO	0.2035
C20orf135	-0.1635
XKR3	-2.4515
CR1	1.587125
RPS6KA2	1.48714285714286
C20orf112	0.09625
MRPL22	-0.51025
C4orf23	0.590333333333333
GADD45B	1.05025
KLHDC1	2.23933333333333
C2orf48	-2.1665
ZNF287	1.6225
DAAM2	0.6795
DPPA2	-3.326
TCTN3	0.222166666666667
DNAJB11	-0.18075
FPR1	3.697
DEFB4	-0.00799999999999999
PTCD2	-0.3878
SMOC2	5.29766666666667
CABP7	3.10825
SERPINB11	0.2065
MAGEF1	-0.4655
NDE1	-0.9485
ITGA10	0.1925
FSHB	0.309
ANXA2	1.443
HORMAD2	0.69825
HLCS	0.17175
MCF2L	1.26466666666667
FH	-0.5075
TBC1D24	1.8835
KIAA1505	1.6955
LGALS2	0.73325
CNBD1	-0.4355
SYNPO2L	0.484
PTPN23	-0.436428571428571
C1orf183	0.249666666666667
MAGEA8	-3.43325
DGCR8	-0.927
GSR	-1.107
PAQR7	0.3585
ZNF676	-0.97425
CACNA1C	0.0514
SP7	0.0585
PDCD6	-0.50875
NRN1L	-0.5265
BRI3BP	-0.31225
KIAA1183	1.7495
ASB4	-0.1255
CCL23	2.6148
OBSL1	-0.83
SLC12A7	-0.242166666666667
KIAA0240	2.252625
CD1B	-1.914
FCGR2A	2.114875
MDC1	-1.2335
HTR1A	0.0331666666666667
OCEL1	0.6065
ATP11B	-0.482
FBXO34	-0.0395
PCDH12	4.4065
RPE	-1.204
C17orf74	-0.0335
CSDC2	0.562333333333333
PET112L	0.667
TMBIM1	1.2145
P2RXL1	-0.5545
TCHP	-1.4925
TRMT1	-0.9785
F2RL2	-1.25083333333333
LRRC32	3.43516666666667
IMPG2	-0.185
BGLAP	-0.1955
LOC493869	-0.881
MRAS	4.02975
SLC35F5	0.2925
CBWD1	-0.7485
AXL	-1.15725
ATP2C2	0.892
TELO2	-0.9245
PNPLA3	-3.03325
PCDHB14	1.92075
CD276	-0.4975
KRT80	-1.569875
DUSP28	-0.249
CSNK1E	-0.289416666666667
SRP14	0.755
KCNQ4	-0.1555
KRT72	0.112833333333333
CCDC117	-0.151
C6orf89	0.442944444444444
TUBB2B	-0.260333333333333
RTN4IP1	-0.55425
CR1L	-2.076
CEND1	-0.112375
C12orf41	-1.20816666666667
RNF31	0.02125
UBN1	0.1075
C17orf32	0.12725
SLC5A7	0.18575
GPR92	0.634
ESAM	3.2062
CTNNA1	0.19125
