Hybridization REF	TCGA-B6-A0RP-01A-21R-A084-07
UBE2N	-0.284
IGSF8	0.909666666666667
MAGEB6	-1.328
ACAD11	-0.6646
MGC4172	-0.90675
LMO4	-1.48525
KLKB1	-0.03925
HP	-0.8225
HDAC3	-0.057
SCHIP1	-0.1505
CLCA1	-0.3405
OLFML2A	1.35
C1orf112	-1.33725
KIF19	0.283916666666667
HAPLN4	-0.1035
CXCR7	0.824333333333333
GOT2	-0.4026
RAB38	0.603625
DCX	-0.89925
PPM1H	-1.44591666666667
NFYC	0.41325
KIN	-0.01875
ZNF228	1.355
PLSCR4	3.10433333333333
HIG2	0.5165
FAM79B	6.308
C21orf86	-0.5124
KCNK10	1.0895
ZNF738	-0.766375
FSTL5	-0.561
OR6A2	-0.074
OTOA	0.9015
EXOC1	0.519875
AHRR	-3.651
PDAP1	-1.93383333333333
C19orf6	-0.00425
ZAN	0.303
LY6G6E	0.086
EIF4E2	-0.54025
C20orf198	-0.26475
ZNF324	0.76675
CYP3A5	-2.9405
ENTPD7	0.9455
MBOAT5	-0.275333333333333
GJB5	-2.06625
TTC13	0.04675
S100Z	-0.679833333333333
KIAA0664	-0.5875
PDGFRB	2.32141666666667
IL17D	-0.152
OR56B4	0.156
RDX	-1.5765
SLC34A3	0.643
IL28B	-0.389
JUND	1.46475
CHRNB1	0.4615
CAMK2B	0.65225
FETUB	-1.75375
CXorf23	1.383375
MRTO4	-1.134125
TTC3	0.5067
NDUFB8	-0.227166666666667
EDG2	0.312
SEMA3G	0.83375
IL23A	-1.895
GRHL1	0.9525
LOC441054	-0.692
WDR65	0.605625
PSTK	-0.44175
STOML3	0.135
R3HDM2	-0.0585
C5	-0.55425
SLC2A10	2.1995
C3orf22	0.457
PAQR3	-2.10707692307692
ANKRD26	0.398583333333333
HCRTR1	0.128
LOC399947	-0.04125
PSD2	-0.105
TIGD2	-1.0915
SCRN1	-1.198375
COQ10A	-0.5615
DDI2	0.074
METTL7B	-0.9135
UCN2	0.28525
FAM92A3	-1.2405
WDR16	0.53475
ZNF511	-0.336666666666667
ZMYM5	-0.912375
POLR3G	-3.54025
ZNF586	0.5375
C1orf49	0.253166666666667
TANK	0.367333333333333
RCAN1	-1.0295
PELI3	1.65283333333333
LIMD2	-0.2205
TMEM189	-1.18
NTN4	3.038625
LOC151300	-0.1575
CLEC2A	-0.8095
GPR135	0.06025
DPYSL4	-2.9943
JAK2	-0.227333333333333
TSHZ1	0.543833333333333
TM9SF4	-0.339875
ZNF264	0.8125
SIRPG	1.2805
BICD1	-0.8925
HERC6	0.873666666666666
METTL5	-0.712
CASP1	1.0985
PRRT1	-0.512166666666667
PLA2G4C	2.41966666666667
ICA1L	-0.374214285714286
TPTE2	0.133166666666667
OTUD7A	0.607833333333333
AQP11	-0.57825
APOA2	-4.2988
KALRN	-0.5523
SECTM1	2.16258333333333
IFNAR1	0.17925
TALDO1	-0.156125
RAB11FIP4	-0.316666666666667
EIF5A	-1.6375
FAM49A	1.773
NEGR1	0.896
YTHDC2	-0.2195
EHD2	0.5475
NCF1	2.0353
SCRT2	0.6105
HOXA5	1.54866666666667
NUP133	1.10725
FGF12	-1.21375
SLMO2	-0.498625
SNTA1	0.72475
CACNG2	0.177375
GCM1	0.701375
ELF1	0.332166666666667
TLR5	3.57275
TCFL5	-0.8995
RBMY2FP	-0.53
LOC100125556	0.672625
FAM129B	0.225625
MAP3K7IP1	-0.1
NCK2	-0.1055
OXA1L	-0.3365
FMO9P	0.186
ZSCAN12	0.631
PSMD12	-0.863
HSCB	-0.3415
CLDN10	-3.12425
MGC13053	-0.73125
HPCAL4	-0.729833333333333
ASZ1	-0.3725
MEX3D	0.2005
NFAT5	-0.9704
CSPG4LYP1	-0.482833333333333
FBXO3	0.8555
DVL1	-0.3465
CMKLR1	1.83216666666667
TYMS	-4.033
PEF1	1.41725
ZNF750	1.498
MCM5	-1.2763
MEGF11	-0.18075
KCNK7	-0.113
PTP4A3	0.7445
C1QTNF2	-0.738
OR6S1	0.0965
FAM122B	-1.516
ZNF551	-1.34775
HBQ1	-1.7675
GEMIN6	0.13275
ARSK	-0.39
RBP7	1.92366666666667
CPNE9	0.05775
DSC1	-0.576
LOC730112	-0.54575
MAP2K4	1.4695
HS3ST5	-1.7135
EPB41L3	-0.66425
TEKT2	2.05625
CDKN2B	0.513666666666667
ZNF480	-0.46425
MAP3K6	0.9182
MAP6	1.1485
HN1	-0.502
OR2L13	0.284833333333333
SLC16A11	0.77975
FAM96A	-0.7135
APOL1	0.639
C5orf32	-0.34575
RTP1	-0.0293333333333333
RNF175	0.0845
ZBTB41	1.694875
AHCTF1	-0.4278
SAE2	-0.4664
ITGA2	-2.25191666666667
MME	0.212666666666667
CCDC14	-1.1335
MAST4	1.29142857142857
KRT33B	-0.535
KCTD2	0.505166666666667
WDR26	0.645333333333333
MFI2	0.109
NR4A3	0.69
ARSA	1.773
UNKL	-0.150166666666667
SULT6B1	0.0195
CCNA2	-3.3975
SOX15	-0.6315
PPAPDC1B	1.21541666666667
C19orf44	1.0405
MCAT	0.911666666666667
ARID1B	0.50725
OR52N1	0.0985
C12orf48	-2.479
MAGI1	1.030625
NIPA2	-0.64225
GBX2	-1.299
RSHL3	-0.0845
RAVER1	0.2195
C15orf17	-0.14275
SLC30A2	0.189375
ZNF518	-0.1415
PCYT1B	-0.96575
C10orf114	-1.18125
EIF3H	0.4005
SLC25A39	-0.5495
KIF1B	-0.562375
AMOTL2	1.367
C6orf120	1.094625
PSRC1	-2.25125
PLA2G10	4.14975
KIF5C	1.779375
MRPL37	-0.738
C17orf62	1.12766666666667
C9orf135	-0.822
DUSP10	0.7213
CLCNKB	0.038
PSMA5	-0.56
C8orf53	0.11775
AMPD3	1.04483333333333
PIAS1	-0.28625
ADCYAP1R1	0.0195
GYLTL1B	0.107
CDH20	-0.14
FBXO7	-0.22375
TMEM134	0.491666666666667
FLJ14213	1.34366666666667
ZNF3	-0.22275
LRRFIP1	0.535791666666667
CNOT2	0.112833333333333
ABI3	2.574
ALDH5A1	-0.607416666666667
HNT	2.6655
SERPINA4	-2.2585
TK2	0.836083333333333
STMN1	-2.29322222222222
GUCA2A	0.00499999999999999
GALNT10	1.4515
DPP6	-0.717
C9orf93	-0.4115
PRELID2	-0.46025
STK39	-0.148125
SFTPA1	-0.65575
CKS2	-2.75855555555556
RHO	0.184125
C20orf135	-0.09625
XKR3	-2.117
CR1	0.21975
RPS6KA2	0.270428571428571
C20orf112	0.387
MRPL22	-0.4125
C4orf23	0.813333333333333
GADD45B	1.51625
KLHDC1	2.16833333333333
C2orf48	-2.0325
ZNF287	1.2435
DAAM2	-0.27625
DPPA2	-2.61533333333333
TCTN3	0.830666666666667
DNAJB11	-0.023125
FPR1	3.725
DEFB4	0.121
PTCD2	-0.5355
SMOC2	5.50483333333333
CABP7	0.129
SERPINB11	0.15975
MAGEF1	0.907
NDE1	0.513166666666667
ITGA10	0.6635
FSHB	0.432
ANXA2	0.912
HORMAD2	-0.10225
HLCS	0.85275
MCF2L	1.13691666666667
FH	-0.095
TBC1D24	1.87725
KIAA1505	2.16375
LGALS2	-1.5185
CNBD1	0.3425
SYNPO2L	-0.5925
PTPN23	0.204071428571429
C1orf183	-0.869833333333333
MAGEA8	-2.8065
DGCR8	-1.38725
GSR	-1.10375
PAQR7	0.1255
ZNF676	-0.708
CACNA1C	0.633
SP7	0.677
PDCD6	-0.4275
NRN1L	-0.8435
BRI3BP	-0.96475
KIAA1183	0.866
ASB4	0.06025
CCL23	0.6121
OBSL1	-1.1535
SLC12A7	0.791583333333333
KIAA0240	1.514
CD1B	-2.77166666666667
FCGR2A	2.212875
MDC1	-0.90325
HTR1A	0.3885
OCEL1	0.5225
ATP11B	-1.4175625
FBXO34	-0.245166666666667
PCDH12	3.71183333333333
RPE	-0.7615
C17orf74	-0.0625
CSDC2	0.289333333333333
PET112L	0.59075
TMBIM1	0.690625
P2RXL1	-0.64925
TCHP	-1.024
TRMT1	-1.1495
F2RL2	-0.452666666666667
LRRC32	3.0655
IMPG2	0.2665
BGLAP	0.349
LOC493869	-0.131333333333333
MRAS	1.023
SLC35F5	0.90175
CBWD1	-0.2475
AXL	-0.752625
ATP2C2	1.1085
TELO2	-0.2615
PNPLA3	-2.162
PCDHB14	0.5605
CD276	0.335
KRT80	-2.076375
DUSP28	0.7655
CSNK1E	-0.12025
SRP14	0.6155
KCNQ4	-0.3775
KRT72	0.384333333333333
CCDC117	-0.02525
C6orf89	0.651666666666667
TUBB2B	-2.93516666666667
RTN4IP1	-0.492
CR1L	-3.62216666666667
CEND1	0.318
C12orf41	-0.398166666666667
RNF31	0.302
UBN1	0.0988333333333333
C17orf32	0.823125
SLC5A7	0.24225
GPR92	1.77266666666667
ESAM	2.377
CTNNA1	0.281833333333333
HRBL	-0.1244
CBX4	0.875
TMEM182	-0.0545
SH3TC2	-1.54466666666667
IL10	0.951
PXMP4	1.084
RNF167	0.428
PAK7	-0.504666666666667
ETV3	-0.214
ATPIF1	-0.6905
LOC554207	-1.706
OR8H1	-0.17975
WDFY3	1.113875
DPM1	-0.92075
GPSM1	-0.485
WDR92	-0.2132
LRP1	0.850833333333333
ANKH	-0.097
THUMPD3	-0.487
POLR1B	-0.10025
OLFM4	0.523333333333333
RAD9B	0.4265
TSPY2	-3.2745
PAX6	-1.53666666666667
SCG2	-2.82125
SLC17A6	0.11125
FMO3	2.018375
PADI4	0.0535
TUBB4	-0.6478
NLK	0.91675
POU4F3	-0.1625
SDF4	0.202
ITGBL1	3.37133333333333
NETO1	-0.40425
TAP2	-0.10275
ABBA-1	-0.19075
GNAI1	-0.78725
VPS4B	0.627
NOPE	-0.3707
GALNT6	0.371166666666667
SESN1	0.42575
GBE1	-1.87377777777778
CLASP1	-0.02075
RASGEF1B	0.775875
ACOT11	-0.2305
AFAP1	0.68075
OR2H2	0.20225
DPY19L2P1	-1.00825
DZIP1	-1.425
SEC22C	0.190916666666667
GPR161	-0.370083333333333
RNF146	0.7965
WDR74	-0.70225
GALP	-0.2325
PURA	0.649
DNPEP	0.673083333333333
RP11-78J21.1	-1.04975
ERBB2	2.620125
FANCM	-0.980583333333333
NEO1	0.778666666666667
DDX3Y	-4.9826
RPS3A	0.269375
MXRA7	0.802571428571429
LGALS3	0.0238333333333333
GLT8D1	1.057
CFL2	-1.62166666666667
UPB1	0.0215
NAP1L5	0.078375
CLDN14	-0.78125
DHX38	-0.81925
BTBD1	-0.0845
TARS2	0.4795
ABCF1	-0.2782
FCF1	0.730666666666667
LRRC49	0.128
GUCY1B2	-2.398
C1orf177	0.587333333333333
SMARCA4	-0.57
LRP8	-4.17766666666667
TAGLN3	-1.047
MRPL14	-0.056
TTRAP	0.24525
ZDHHC20	-0.70525
NFE2L3	-1.3695
KIAA1377	2.144375
PALMD	0.3907
TMEM43	0.14325
TTL	-1.365
STAT5B	-0.538666666666667
SSB	-0.928625
OR10H5	0.027
SLC22A13	-0.41
AKAP3	-0.45625
TIMM23	0.0691666666666667
OAS2	2.10958333333333
KIAA0423	1.1405
TRIM11	1.1665
GLIS3	2.29125
TMEM50B	0.919166666666667
ARHGEF4	-0.965875
DEGS1	-0.0900909090909091
TBL1XR1	0.5565
G6PD	-2.1335
SP140	0.4134
MUC17	0.176642857142857
NUDC	-0.4846
DNAJC5B	0.817666666666667
SCARA3	0.727166666666667
CPA3	5.4985
BCAT2	0.4475
MFN1	0.0225
NRG3	0.0725
SNX11	0.607
PLEKHH1	-0.877666666666667
GPR177	-0.2605
HCFC2	0.1865
TCAP	-0.87975
MOCOS	-1.75225
C14orf93	0.626
PRDM10	-0.136
SLC16A4	-0.132833333333333
SRGAP1	-0.5925
VIP	0.6765
DUSP27	1.93733333333333
LILRA1	1.0501
MC2R	0.291
MGC24103	-0.15775
MBTD1	-1.137
FUT11	-0.0873333333333333
USP33	0.541
C15orf39	-1.52775
MAP3K12	0.002375
PAAF1	-0.0298333333333333
BARHL1	0.0935
FLJ16165	-1.0435
PIWIL2	-1.979
SYNE1	0.463416666666667
CMTM4	-0.164
TSPYL1	1.2948
GUF1	-0.959
TMEM157	1.1695
WDR44	0.30375
HIST1H3C	-0.1805
DKFZp666G057	1.24475
RNPEP	0.62
GAS2L2	-0.245833333333333
ADH4	-4.47475
GRPR	0.4305
FBXL17	0.97425
ZBTB10	0.198833333333333
Gcom1	0.857277777777778
HTRA1	2.5748
ZNF585A	0.1465
SLC26A2	-0.0881428571428571
OTOP3	0.329333333333333
WISP1	3.09266666666667
ATP2B4	-0.54075
FLJ10769	0.0235
CRAMP1L	-0.11575
CHST12	-0.38775
RAB22A	0.12775
TARDBP	-0.292642857142857
STAU1	-0.1295
CRB3	2.325
MIG7	-0.5175
CHMP1A	-0.488666666666667
ZNF160	0.163375
B3GALT6	0.146375
BARX1	-1.5575
C6orf167	-1.6845625
NXNL1	0.335
DHX29	0.315375
HADHB	0.01125
PLXNB2	0.86575
ILDR1	-0.72775
SLC15A3	3.01325
GAS2	-3.43716666666667
C20orf69	0.22325
NUMB	0.20525
TNIP1	0.09275
MESP1	-1.30283333333333
PSKH1	-0.38125
NSFL1C	0.000999999999999994
RHOG	0.2335
HEY1	-2.13883333333333
KNG1	-1.276625
ITGAX	2.0155
LIN9	-0.926833333333333
CANT1	0.806375
XRN1	0.416571428571429
CCDC96	1.7492
HEATR6	-0.927
GNG7	0.678166666666666
RUNX2	1.38425
SOX1	0.258166666666667
FCRL5	0.4638
ZNF99	0.45725
FAM9A	-0.6495
SNX22	0.172833333333333
MBNL3	-2.1875
ODC1	-3.0005
ADORA2B	-3.03883333333333
NR2F6	0.2195
ZFYVE16	-0.0566666666666667
SYNJ2BP	0.3612
POLE	-1.26525
E2F2	-1.91625
THRA	0.4855
PTGES2	-1.14016666666667
HIP1R	0.673
TMUB1	-0.447333333333333
ENO3	-1.9975
RSPH10B	-0.187
CXorf39	0.526125
IRGC	0.2405
GPR109B	0.475
FLJ13305	-0.7425
LCE3A	-0.477
TNFRSF18	0.929166666666667
DET1	0.35625
TRPM3	-0.2825
C16orf79	-1.49
FECH	-0.312166666666667
RAP2A	-0.763
CRIP1	2.56816666666667
AZIN1	-0.087875
SLC7A7	3.79525
IL10RA	1.2157
TMEM64	-2.7015
CDC42EP4	0.9355
C16orf58	0.5971
ARG2	-2.79475
POU5F1P4	-4.78275
FAM62B	-0.1655
DNAH8	-1.8442
ASH2L	0.304
TSLP	-3.61583333333333
CNTNAP5	-0.296166666666667
TMEM16C	5.05875
IFNA14	0.579
SLC1A3	0.324625
CABYR	2.2715
BCL7B	-0.0407
NUDT13	-0.741666666666667
C13orf28	0.31775
C1orf53	-1.6345
ARL6IP4	0.1492
RPL35A	0.1265
EMR3	0.36675
RAB40C	0.812916666666667
SLC41A1	-1.18266666666667
LRCH1	-0.15525
LY6G5B	-0.9535
FAM124A	0.0117857142857143
MGC10981	-3.88016666666667
CLIP3	0.1512
MAP4K2	-0.431666666666667
CHIC1	0.65075
SULF1	4.1045
C20orf30	0.329785714285714
PRDM5	-0.244375
ELOVL1	-0.0865
C11orf48	-0.5875
SLC39A10	-0.328
KCNV1	-0.08425
ACP1	-0.755333333333333
ZMYM2	-0.6425
B3GNT6	-0.08
C9orf69	-0.47275
C2orf15	1.00625
C20orf166	0.414
HSP90AA6P	-1.3195
EDG7	-0.4975
NEURL	1.090875
LPL	1.54083333333333
CLEC2D	-0.486142857142857
GRRP1	1.27383333333333
CD8B	-2.4324
HIST1H3D	-1.58583333333333
SLC6A12	0.76425
FAM27L	0.175
CD84	1.6735
RASA1	-0.2275
PHKG1	-0.1915
MAGEA11	-1.2825
IMPA1	-1.0727
NPM3	-1.2825
RARRES1	1.0305
SH3BP1	-0.022125
B3GNTL1	-0.5595
ARPC5L	-0.793333333333333
KLHL26	0.6765
SIM2	0.326
GJC1	0.45
C20orf194	0.14275
EXO1	-3.00975
SLC2A2	-2.09816666666667
LOC285074	-0.6455
LRG1	2.01075
KIRREL	0.0915
PIK3R1	1.63721428571429
C4orf34	1.38925
MAF	-0.764555555555556
ADCY4	3.33183333333333
ZMIZ2	0.3238
SLC46A3	0.834
STAMBP	-0.0406666666666667
CCDC16	1.13675
MS4A12	0.5005
TCF20	0.3035
LRRC46	2.18675
C20orf152	0.4295
MRPS6	-0.781375
ABCB11	0.587
KCNC2	-0.2635
CDH19	-2.53866666666667
C9orf123	0.219333333333333
SSH3	1.3895
LDLRAD1	-1.284
CCBE1	-0.62375
ZNF135	1.379625
TAAR1	0.054
WFDC12	0.125
CCDC42	0.334
FLJ12529	-0.7485
PER1	-0.242
TIMM50	-0.5335
SMARCAD1	-0.029
FAM26C	0.1425
TP53TG3	-2.64783333333333
SH3RF1	2.5435
LMCD1	2.728
GPR63	-0.2875
FLJ21986	-1.924625
AIFM3	-0.919
MICAL1	-0.0636666666666667
BLZF1	1.103
IQCA	1.74266666666667
PCDHGC3	-0.1515
SAC	0.4415
BCL6B	2.20983333333333
DDO	1.28325
MARCO	2.4125
DCHS1	1.4855
C1orf170	-0.358166666666667
CD200R1	0.830166666666667
C22orf15	-0.4175
SEPT11	0.312
ADNP	0.169
UST	-0.4754
C13orf34	-2.02583333333333
RFFL	0.776071428571429
APBA3	0.2605
C2orf60	-0.15425
CUTL1	-0.3703
PMS1	-0.606625
ZNF689	0.635
EIF3E	-0.3575
IL9	0.2235
RPL31	-0.297875
LY9	0.758166666666667
ATP2B3	-0.1355
KDELR2	0.373208333333333
TFCP2	0.17725
NLRP12	1.301875
FLJ45422	-0.27225
TLE4	-0.9026
ZNF570	0.5245
FLJ43806	-0.102
TLK2	-0.572
CIR	0.9595
MARS2	-0.243
COL24A1	1.25725
SDF2L1	-0.698
HIBADH	-0.06
IGFBP3	-2.58242857142857
C12orf23	0.7645
PSPC1	-0.776
C20orf43	0.0905
TRAV20	0.324
ARHGAP24	0.811375
KIAA1975	-0.754375
C1QA	3.4028
DNTT	-4.24233333333333
C10orf6	-0.127083333333333
C11orf41	0.599125
HNRPF	0.370375
COL11A1	7.584
UBAP2	-1.043
CDKN2AIPNL	-0.38
C20orf174	2.5705
SPRED2	0.73475
PLA2G12A	0.685166666666667
ICEBERG	-1.85116666666667
SCN10A	0.135
C11orf65	0.4485
GBP5	4.03825
PITPNC1	-1.57833333333333
POU3F3	0.982
NCOA7	-0.702
LIN7C	-0.0934
LOC348840	-0.9175
NKX2-2	-2.48725
ANKRD13D	0.16725
LOC123688	-0.55575
FUT2	2.69933333333333
TAAR8	0.48
FZD4	0.430083333333333
PNMA3	-0.655166666666667
OR4L1	0.57
WIT1	-1.4675
EXOC3L	1.42975
ATPBD4	0.0113
KRBA1	-0.5705
UBXD6	-0.24225
HOXB7	0.202142857142857
C7orf23	-0.156
UNQ338	-0.58025
STAB2	0.32625
CDC20B	-0.112
IRF9	2.22225
CENTG1	0.218333333333333
TNPO2	-1.28875
MCPH1	0.7745
BMS1P5	-0.883
SLC26A7	0.27125
HIST1H3J	0.44275
C9orf3	0.1551
LBH	0.972375
MYO1D	1.030625
PTDSS2	-0.0165
NFU1	0.639
DEPDC4	-1.62075
WNT7B	0.3382
GLP2R	-0.1065
SETD4	-1.0404
DYNLT3	-0.3324
FKBP11	-1.37766666666667
SESTD1	1.76783333333333
FLII	0.2755
RPS16	-0.4821
CHPF	0.1595
CSNK2A1	-0.3985
SUMO1P1	0.092
FKBP6	-0.59
ZNF214	1.94516666666667
TWIST1	0.4195
DDX56	-0.327
TRAM1L1	3.5162
EPO	-3.02233333333333
MRPS18B	0.10575
ZNF682	-0.962333333333333
RPL14	0.349166666666667
MAFF	-0.5145
LOC51136	-0.570125
LY96	0.30625
DDX20	-0.20775
ABTB1	1.39116666666667
ARL5A	0.1345
CCT6A	-1.64725
HEPACAM	-1.01816666666667
EHHADH	-0.152166666666667
RBAK	-0.3335
CGB1	-0.3625
ITGB5	1.8737
YIPF3	0.389
FKBP2	0.0575
NR1D1	-0.624
TMEM110	0.976
NEK2	-2.00483333333333
PRAMEF8	-3.1005
C20orf52	-0.735166666666667
PCDHGA3	-1.0065
VWA3B	-0.0775
NDUFA5	0.139
THAP9	-0.22275
FLVCR2	-0.0746666666666667
AP1S1	-1.705125
SMAD6	-0.40325
SAV1	0.5335
SAT1	0.758
ZNF251	1.0675
ADAMTS7	0.0948
RPP38	0.3185
C1orf211	-1.5905
YPEL2	1.3882
RBMS1	-0.06025
ZNF445	0.032
NRXN2	-0.136333333333333
PGBD4	-0.297875
UGT2B28	-2.766
WBSCR16	-0.5685
NLRC3	1.194
ASTL	0.29825
ST6GALNAC1	-3.12975
ZADH2	0.22425
MLLT4	0.4375
ARL6	0.104166666666667
MEF2C	1.1725
CBFA2T3	-0.863
AFF3	1.16742857142857
COG7	0.800666666666667
MYB	-0.0635
PLXNA3	0.4455
XRCC2	-2.12516666666667
MMS19	-0.300625
ST8SIA5	-0.732875
CHPT1	-0.485
KIAA1712	-0.46125
OR6X1	0.3695
ACTR3	-0.045625
UGCG	1.22633333333333
OR4P4	0.539
ZAP70	-2.69075
LPP	1.25725
ZNF485	0.58125
PTPRCAP	0.0565
IL12RB1	0.4885
ATRX	0.3931
CHST8	0.802375
C14orf109	0.946
ARV1	1.3225
NMB	-1.03557142857143
COX5A	-1.605
EIF6	-0.65875
MPPED2	-0.414833333333333
SEMG1	-1.0885
CHRDL1	-0.3225
TRAF3IP2	0.49025
WNK2	-0.053875
LILRA4	1.91016666666667
LAMA2	4.10225
PXT1	0.1975
RLBP1	-2.639
CD300C	1.34325
SLTM	-0.135375
FLJ10404	-0.1995
APOBEC3D	-2.65683333333333
RENBP	0.254666666666667
ATXN7L1	0.3965
NID1	0.56325
TUBGCP3	-1.303375
ITIH5	0.771222222222222
CCDC110	3.08375
C8A	-2.653
MGC87042	-0.152
HOXC13	-3.35675
TFDP2	-0.402
HCP5	1.6005
POLI	0.74825
UCN	0.125166666666667
ZNF764	1.09033333333333
C8orf45	0.54325
FHL3	-0.2035
SPATA5L1	-0.606
MMRN2	2.4685
NDST1	0.7895
COL20A1	-0.137
ZNF248	-0.582
PELP1	-0.244666666666667
MBL2	-1.96116666666667
RNF41	0.1675
C5orf24	0.022375
THOC5	-0.595875
SERINC3	0.28525
RP11-151A6.2	-0.158
CDCP2	-0.02225
HIST1H2AA	-0.0575
C11orf75	0.1535
FKBP7	0.476
DDOST	-0.27375
GPNMB	1.30683333333333
TTF2	-1.72366666666667
KCNT1	-0.0666666666666667
SLC39A14	-0.18475
NGRN	0.6461
GPR137B	2.171
MECP2	0.0425
PSMA1	-0.746
C16orf73	-4.903
TMEM60	0.162166666666667
CSN3	-0.1815
NOS1	0.337833333333333
RAB7L1	-0.8785
YBX2	0.231
KIAA1166	-0.185
FUBP3	-0.115333333333333
ABCG1	1.634
ACACA	-0.23775
ARL11	0.5279
ATOH1	0.095
ODF1	-0.0451666666666667
CREB3L3	-1.66
TMEM127	1.41757142857143
DSCAML1	0.11225
PLN	3.12466666666667
LYPLA1	0.5345
PRDM9	-1.28275
SASP	0.413
PLUNC	-0.0858333333333333
INTU	0.7865
HISPPD1	-0.509
LNPEP	-0.0978333333333333
YARS2	-0.816333333333333
APCDD1L	-1.0105
ZCCHC4	-0.1013
FBXO22	-0.977
TTLL13	-0.5835
ZNF669	-0.00966666666666668
PTGDR	2.1185
DDX27	-0.26525
KIAA0409	0.3055
GJB6	0.23275
ASB8	0.8005
PLP2	-0.271666666666667
MEPE	0.19225
OR10J5	-0.1655
KRT222P	0.41075
COQ7	0.602666666666667
C1orf101	2.10875
RERG	2.1601
CHMP5	0.26225
THAP11	0.3055
ZNF43	0.4375
ZRANB3	-0.823833333333333
KRT13	-1.72275
MRPL19	-0.83725
RBBP9	0.620375
SPATA17	1.433
BXDC5	-0.116333333333333
PAFAH1B1	-0.06075
MAGEE1	0.547
OSTF1	-0.2015
KIAA0323	0.477416666666667
TXNDC13	-0.155333333333333
CNTN4	1.612625
LCE1B	-1.086
UNQ501	1.098
ZNF154	0.08375
C3orf64	-0.14475
SYT5	0.0183
PON1	0.466666666666667
FLJ10357	-0.1485
ATP4A	-1.1875
GNPDA1	-0.299833333333333
MGAT1	0.968666666666667
C14orf121	0.223
SLC35B2	0.203
MIER3	-0.182333333333333
CHEK1	-3.792375
ZNF8	0.217666666666667
TXNDC1	-0.302166666666667
CKB	-1.1752
RTN3	0.373285714285714
FZD2	-1.00283333333333
PART1	-0.6225
PSMB6	-0.3195
PCDHB8	-0.8505
PHC3	0.4113
PPP1R8	-0.413
NOVA2	1.47266666666667
TNFRSF11B	-2.852125
GOLPH3	0.541166666666667
UBLCP1	-0.72675
SUHW3	-0.9745
TTLL1	1.49625
OPN4	0.358
OR13G1	0.033
ZPBP2	0.197833333333333
HSD17B11	-1.252375
C9orf50	0.367
DHDDS	0.0448571428571429
CTSW	1.4453
NEFM	-1.2755
MRPL28	-0.054
SYN1	0.508833333333333
PIGV	0.837833333333333
ZIM2	-0.92425
APBB1	1.20416666666667
SND1	-0.60225
C1orf123	-0.295333333333333
CHD3	-0.4185
BHLHB8	0.0685
RNASE2	-0.0373333333333334
BCAP31	0.0395
SLC25A44	0.8305
CHD6	-0.6917
PIB5PA	2.06084615384615
SELS	0.320625
LOC541471	0.243375
FAT2	-0.595
ZNF81	0.432
OR4C16	0.1765
FLJ10081	0.665
LRRC4	0.07675
CS	-1.14633333333333
N4BP2	-0.51575
IGFBP7	2.38225
ZNF318	0.0979166666666667
NDNL2	0.9025
ZNF609	-0.36225
SIRT4	-0.0595
EXOSC10	-0.2675
ECE2	-0.231
OVGP1	0.273
GTPBP3	-0.742
PACS2	0.4503
C19orf36	-0.143
ARL4C	-0.123375
ATG4B	-0.17
UBQLNL	0.8815
RHOXF2B	-3.6145
PLEKHG2	-0.619
GALR1	0.147
AQP4	0.297833333333333
HDAC7A	-0.1005
DCUN1D3	0.45575
OR8A1	-0.43
CCRN4L	0.0785
CBR4	0.385166666666667
KIFC1	-2.668
SLC7A14	-0.892
LHX5	-0.264
TRPC7	0.303
LPXN	-0.34975
SERPINA1	-1.794125
RPS13	-0.2461
BPIL3	-0.2655
PRKAA1	-1.62575
FADS2	0.7277
ENAH	0.5396875
PRO1768	0.0945
APBA2BP	0.35175
LIPH	4.15066666666667
C3orf33	-0.36525
RCC2	-0.485357142857143
ALDH1A2	-2.9493
RNF103	2.7215
AHCY	-1.255
ALG12	0.4155
CCL17	0.39
ZNF543	1.0895
ESRRG	0.1495
CNGA1	-0.64475
RDH5	-0.293333333333333
OTX1	-0.4093
PTGFR	-1.66216666666667
CDR2	0.436375
SELE	4.06525
NLGN2	-0.421833333333333
EXOSC9	-1.0235
ZNF566	0.0681666666666667
KLRC2	-3.368
GPR12	0.5265
KIAA0196	1.0615
PDRG1	-0.8685
SSR3	-0.357928571428571
MSI1	-0.5015
CST9	-0.0885
CC2D1A	-0.01225
PLAGL1	-0.408222222222222
ZNF778	-0.2925
RNF2	0.85225
KLF6	1.56633333333333
THBD	3.48233333333333
tcag7.1314	1.74825
NR5A1	-0.0655
ABCD2	-0.177
DNAJC7	-2.23875
CLEC4C	0.1955
TM2D3	0.626375
CCDC4	-0.328
PLAC2	0.02975
DCD	1.2925
FAAH	2.288
POLA1	-1.041
TM7SF2	0.04175
FLJ39822	0.172666666666667
FLOT2	0.12875
MAP4K1	-0.274
SRP68	0.17475
C21orf74	-0.242
ARPC5	0.257125
LOC126075	2.05025
HECW2	0.54
ZDHHC4	-0.692
ANKRD42	1.2204
PDE9A	-0.986833333333333
ABCA8	0.65925
NDUFS2	0.766
UBR5	-0.006625
BTBD16	-2.93075
LOC554174	-0.058
ZNF20	1.286
KIAA1843	0.1645
WDR17	-0.697125
C15orf33	1.6425
RNF113A	-0.21225
CAMKK1	-0.00790000000000003
