Hybridization REF	TCGA-A8-A07O-01A-11R-A00Z-07
PAX4	0.036625
KDELC2	-1.2025
BIK	1.89683333333333
KIAA1553	0.602
CEP135	-0.75875
NANOG	-4.368
TRIM22	1.76116666666667
CDH13	-1.5515
B4GALNT4	-0.48825
MDGA2	-0.8395
SAMD3	1.58133333333333
OR1E1	0.6995
TAS2R10	-0.9855
FASN	0.324
GPR116	2.7834
ZNF219	-2.55616666666667
CD33	-0.97525
RAB3GAP1	0.46175
H1FOO	0.2755
NXPH3	-0.0105
CROCC	-0.152666666666667
GPX7	-0.361625
BASP1	-2.2732
STAM	0.2975
TBK1	0.39975
STX2	-1.13283333333333
RPL29	0.069
NR1H3	1.798
MPPE1	0.333375
PHACTR3	-1.21425
SLC44A2	0.965625
C10orf109	0.7285
CLCN6	-1.3045
C16orf59	-1.1065
SQSTM1	1.6645
AADAC	0.20075
LRRC8C	1.190875
BIN3	-0.9747
HPS6	0.987
MAN2A2	-1.6104
GABPB2	0.189125
KCND1	-0.62375
PTPN11	0.165214285714286
ZNF274	-0.7065
ATF3	0.229833333333333
C7orf26	-0.18725
C1QL3	0.6995
WDR54	-2.457
FLJ40869	-1.15666666666667
ZNF397	-0.37375
MLL	-0.2273
TTLL6	0.174125
ANKRD15	0.116166666666667
KIAA1958	-0.896
C1orf218	-0.003125
ZDHHC16	0.7095
DDX47	-0.46425
EVI5L	-0.187166666666667
GDF6	-6.22725
TAPBPL	0.794166666666667
BTG1	0.9296
DPP4	-0.91025
KLHL23	-0.79025
APOC3	-3.4795
BTBD12	-1.05516666666667
CNOT4	0.3119375
HIST1H3I	0.123
OR5H1	0.43225
APEH	-0.6735
TRY1	0.169666666666667
SLC26A8	0.305333333333333
KCNA2	-0.2345
TMEM159	2.05725
C6orf81	-0.271833333333333
PCYT1A	1.332
C6orf157	0.27925
BRMS1	0.54425
CHST1	1.0115
LGALS1	0.4175
TAF1B	-1.1325
FLJ40504	-1.7795
GPR173	0.9695
COL15A1	1.60075
CASP10	-0.841857142857143
PCMT1	-0.216928571428571
HDAC5	1.3216
LOC641367	-0.1285
EVC2	-0.13025
SGPL1	1.21833333333333
GON4L	0.757357142857143
AFG3L2	0.231666666666667
C5orf15	-1.03766666666667
UBXD1	0.0017
LILRB4	1.5245
GSTA4	0.689
ADIG	-0.135
GRIPAP1	-0.6405
HIST1H3B	-0.418666666666667
BTRC	1.03333333333333
USP49	-1.361
IQCH	0.77475
ACBD6	-0.396
YEATS2	0.3785
CABP5	0.356
TRIM3	-0.0905
HNRPM	-0.104
FGG	-4.1976
C18orf16	0.03425
CLEC2B	-1.18775
PQBP1	-0.1125
JTB	1.43616666666667
REST	0.553666666666667
SLC8A3	-0.625166666666667
TMEM16H	-1.04375
MRPL47	0.94225
EVI1	0.0311
MUC1	3.2685
TEAD3	0.538625
STOML1	-0.095875
USP24	1.8277
PNMA5	-1.016
MAEL	0.0986666666666667
LBP	0.4796
HSD17B4	-1.165875
SEC31B	-2.83575
IDH2	1.2241
SFRS16	-1.970375
AICDA	0.4625
RNF180	-1.2695
C1orf56	0.62
FLJ10324	1.61216666666667
GPR148	-0.2125
MEF2A	0.00399999999999999
ASF1B	-1.03383333333333
HTN3	0.27
RNF215	0.41275
SLC4A3	0.466166666666667
ADAMTS9	0.46
C9orf66	-0.295166666666667
FOXD3	1.32
GSDM1	-0.0635
IFITM5	1.7085
PODXL2	0.0778333333333334
C1orf176	0.98025
RPS3	0.70825
hCG_2004593	0.300125
COL21A1	-1.6155
NTNG2	0.6115
RAI14	-0.174
P76	0.20875
LRFN3	-0.113875
FAM14B	-0.490625
FKBP14	-1.54675
TNNI3	-1.41783333333333
HOXB3	-0.352
SGCB	-0.519
PPAPDC3	-0.1965
FRAT1	0.876666666666667
MORN1	-0.5735
ARHGEF2	0.64675
BNIP2	0.3725
DHX30	0.16825
EEFSEC	-0.51175
FGF20	0.6475
FLJ38973	0.403571428571429
PLCH2	-0.05525
CCNG2	0.467875
PSPN	0.225
WDR88	0.4975
HOXB13	-0.065
MTMR8	-0.642
SPAM1	0.7495
PPP2R1B	-0.335125
TANC1	0.853625
CNN3	-0.3582
CHGA	0.01125
C9orf128	0.8245
CACNA1B	1.10833333333333
MMAB	-0.5551
RHOA	0.2455
RAPGEFL1	0.8885
SLC1A5	-0.728166666666667
CALCA	0.25625
SYCP1	0.216
CXCL11	4.15
GFI1B	-0.8785
PSCD1	-0.625166666666667
C11orf58	0.733666666666667
MGC45438	-0.998333333333333
NUDT18	-0.3675
ASB3	-0.892333333333333
ZP1	-2.5165
LPPR2	-0.2874
ZNF527	-0.6595
ZNF771	0.638875
TTBK2	-0.63125
TRIM55	-0.7995
GJB3	1.56166666666667
PRSS35	-0.7745
SCRG1	4.732
ZDHHC24	-0.28225
DUSP26	-1.306
C1orf51	2.203
DNAJC3	-0.2915
LITAF	0.641625
ZNF410	-0.48725
AFP	-4.62733333333333
ZW10	-0.1305
PHOX2B	0.8525
VILL	2.2065
ELOVL7	0.48175
LOC644186	0.9645
PPP3CC	-1.014
CHST13	-2.054
WDR40B	-0.0179166666666667
MEA1	-0.43625
HILS1	-1.3275
DLX6	1.61766666666667
NKG7	3.39783333333333
EMP1	1.979
ACTR6	1.881
CHCHD7	0.709428571428571
COG2	0.6838
TCEA2	-0.3103
TARS	-0.373
FLJ20294	-0.23
ZNF92	-1.82875
TRAPPC2L	0.3045
ARHGAP28	-0.536875
CCDC109B	-0.10975
LGTN	0.0238333333333333
INGX	2.46483333333333
LOC124446	0.8795
RPS2	0.984
C17orf75	-1.02433333333333
NBPF1	-0.283
SLC2A8	-0.979083333333333
SNRPE	-0.235
CARD6	-0.3145
IL13RA2	-1.18725
CUEDC2	-0.1535
C4orf19	-1.97125
AOC3	0.36325
MTHFD2	0.5125
OR5M9	0.7845
C4orf38	0.263666666666667
SS18L2	-0.0925
OAS3	-0.155333333333333
LARGE	-0.2555
LRIG3	0.5035
LIMA1	-1.74
STARD3	0.1335
VPS39	-0.076375
CTAGE6	-0.2775
ODAM	-2.1635
MORF4L2	-0.021
GSTO2	2.55475
MTFMT	-0.811
PRKAB2	-0.632714285714286
ZNF76	0.857833333333333
HSPB2	3.478
CRB2	-0.118
KLRK1	-1.581
LYST	1.3915
UBE2M	-0.915666666666667
SLC16A9	-2.2385
ZNF281	-0.77125
ST8SIA1	1.610375
C9orf105	-0.015
ANKRD46	0.50775
FAM108A3	-0.1815
C20orf91	0.359
ZYX	-0.209
RSPH1	1.28025
ZSCAN5	-0.9155
RIMS3	0.478833333333333
KRT76	0.6815
CEACAM4	0.677666666666667
SIRPB1	0.766
CFHR4	-1.483
SOX3	-0.1635
GATAD1	-1.409625
C21orf57	0.1795
TMC8	-0.2265
AVIL	-0.601333333333333
LMOD1	1.875
HIGD1A	-0.199375
NEU3	0.402
DES	0.406875
BZW1	-0.6881
ZNF221	-0.3365
CCDC27	0.0875
GDAP1	-0.45475
RBBP4	0.147
MGC40499	-0.32675
PHKA1	-0.36625
PRKAR1A	-0.364888888888889
HSD3B1	-0.171666666666667
RAD52	-1.211
CD207	1.921
LOC389791	0.652
RSPO1	0.183166666666667
TMEPAI	1.907125
MFSD2	-0.274125
ETV4	-2.63991666666667
SCGN	-1.0635
LOC391356	0.2925
MPP1	-1.235875
STARD3NL	-0.2725
TFAP2D	0.4345
CD2AP	0.333375
CCL20	-1.31066666666667
CCDC86	-0.0265
ZFP30	-0.72025
CTBP1	-0.260083333333333
MAK10	0.161833333333333
STXBP5	-1.349
LOR	0.5228
MAP6D1	-0.138875
ARMC7	0.2865
TMEM150	0.1734
NSL1	-0.6175
KIF5A	-0.423
ASCC2	-0.0278333333333333
PSENEN	-0.450833333333333
OPTC	-0.129
FCRL2	-0.736333333333333
KBTBD11	-2.228875
PCK1	-2.487
CENTD3	-1.206
MEGF8	-0.940125
ALPPL2	0.06475
OBFC2B	-0.0706666666666667
ZFYVE20	-0.05275
GALC	-0.346166666666667
CTRB2	0.6085
C20orf71	0.215166666666667
TBKBP1	1.1655
CAMLG	0.414875
TREML4	0.6705
RSAD1	-0.45125
TUBA3D	-0.1218
KIAA1833	1.143625
PNPLA1	-0.5905
LRRC34	-1.53166666666667
CDH26	-1.08566666666667
ZNF167	-0.36
ZBTB26	-1.1027
VWF	3.4559
VTN	-0.698166666666667
BAD	0.475
PDS5B	-0.7505
ZNF644	0.662666666666667
SH3GLB2	-1.073
SMPDL3A	0.0216
NRG2	-0.275
IL15	0.457333333333333
GABARAPL1	0.0416666666666667
LAT2	0.464
SLCO1A2	-1.9695
LIG4	-1.08975
GSDMDC1	0.8555
BMP4	-2.88225
METT10D	-0.0105
SYCE1	0.049
SPANXD	-5.08075
SLC12A9	-0.1815
MC1R	-0.857
RNF168	-0.386
TRIM69	0.715
GALNT7	0.332833333333333
ISG20L2	1.002
KIAA2026	0.2295
TNFAIP8L1	0.063
DPY19L2	-1.19725
C12orf63	-1.207
PRDX5	-0.355625
MED6	-0.717375
TXNDC5	-0.276875
CD46	0.277
CCK	-2.4635
C17orf48	-0.86075
ANUBL1	0.598
SIT1	-0.846333333333333
TYSND1	0.9525
DEF6	0.842166666666667
GLT8D4	0.37
UTP14A	0.04775
RPH3AL	0.099
NXF1	0.186166666666667
TRERF1	-1.89816666666667
TUBB3	0.1708125
SLC24A2	0.41
SEC22B	1.15575
ZNF653	-0.47775
GGTL3	-2.08583333333333
CDKL2	-0.47225
CTF8	0.10175
EPC1	0.472333333333333
CYP4A11	0.450666666666667
THRSP	0.0536666666666667
LELP1	0.131666666666667
TES	0.678375
C17orf87	1.1925
FERD3L	0.7555
SH3TC1	-0.356
RAB36	0.8345
CRYGB	-0.5115
GRIA3	1.2297
BHLHB9	0.7045
C1QTNF9	1.452
GOPC	0.21575
PNPLA8	0.0841666666666667
ZNF444	-0.806
FMO1	2.288
POLR3C	1.623
SLC35F3	2.3225
SGCG	-3.6915
DCDC2	-5.94183333333333
NANP	0.0365
MGC23270	-1.2865
BEX4	-1.06266666666667
HYDIN	0.2203
RPS6KB2	-0.03675
ADRM1	0.1095
BAT3	-0.11125
RAB31	0.1435625
SCGB2A1	4.6435
SLC6A14	-3.2495
DDX4	-0.532
PRRC1	-0.360666666666667
AP3B2	-0.1755
TRGV7	-0.1026
TMEM184B	0.166
ADPRHL1	-0.5875
C21orf45	0.52325
ARNTL	0.41675
AADAT	-0.248875
CCL2	2.47133333333333
SNTB2	-0.590333333333333
RGS9BP	-0.42125
KPNA1	0.13125
TMEM41B	-0.3565
S100A11	1.02408333333333
DOT1L	-0.4755
EFHC2	0.210625
CLTC	-0.221666666666667
SRP9	0.564214285714286
ZNF521	1.1445
FAM26F	0.000500000000000002
GPR88	0.231833333333333
COL13A1	0.838166666666667
CHMP4B	-0.4745
SIGLEC6	0.6275
NFAM1	1.162125
PVRL2	1.239
ALKBH4	0.33775
CCDC93	-0.2079375
NXT1	0.557
KCNK4	0.076
TROAP	-1.0085
KCNA10	0.48825
CCDC114	0.500833333333333
RAN	0.159416666666667
LMTK2	0.2275
LOC400657	-0.0245
UFC1	1.517
UBE1DC1	-1.2275
EEF1A1	0.238055555555556
CHAC1	0.311
HMGA2	-4.5774
B3GALTL	-1.91925
ING2	-0.1095
C1orf109	0.405
INTS3	1.278375
ZNF558	-0.781
TRPM4	-0.383333333333333
LTB4R	-1.1125
ISYNA1	-0.792
LSM7	-0.078
LRRC47	-0.0145
ZNF179	-2.78666666666667
EXDL1	1.1285
SLC4A10	-1.17075
ACSS2	-1.57883333333333
COPS7B	0.4545
KIAA0040	0.947666666666667
C1orf95	0.506
AP1GBP1	-0.82475
OR9A2	0.517
FAM71C	5.35466666666667
RIN1	-0.276166666666667
ITGA4	-1.024125
DNAJC6	-0.018
CLOCK	0.333333333333333
SLC35A4	-0.0448333333333333
DSG4	0.31525
LOC26010	0.004
NSUN2	0.9975
TMEM86B	-0.8875
C14orf135	-1.211
KIFC3	-0.1305
PHF5A	0.5015
NCAPH	-0.838875
STK11IP	0.16175
FLJ42953	1.04825
CCDC19	2.422
ZNF329	-1.183
TAX1BP1	-0.1465
ZDHHC18	1.47216666666667
C10orf88	0.4225
TMBIM4	0.2666
NMUR1	1.81
KIR2DS4	0.646
C9orf90	-0.174625
MGC87631	-0.67
KDR	2.7599
ST3GAL2	-0.453625
RLN2	-1.328
HPD	-3.10225
MOXD1	-2.93783333333333
PDGFRL	-0.6205
SMYD4	-1.22935714285714
FAM103A1	-0.635666666666667
MFAP4	-2.823
LOC285141	0.632
TMEM45B	-3.90325
SMCR7L	0.224571428571429
GZMH	2.85
CBLN1	-2.92283333333333
CNNM1	0.2025
PHF17	-0.59725
NUP98	0.671833333333333
RMI1	0.0135
PTPRS	0.46575
ANKRD57	0.872625
CLDN15	-0.381666666666667
OR51A2	-1.004
GUCA2B	0.637
DOCK9	0.11525
ITGB1BP1	-1.7775
DLG2	-1.133625
BRAP	0.18275
SESN3	-0.60225
ZC3H7B	0.22925
FAM101A	2.4025
FKSG24	-0.35625
ZYG11B	-0.00175
RFC2	-0.09875
SH2D3A	0.330333333333333
DVL3	0.00150000000000002
ADFP	0.2235
KRIT1	-0.593875
SERTAD3	0.574833333333333
LEFTY2	-3.1165
KRT27	-0.0695
SCFD2	0.1825
MN1	-1.67525
RORA	-0.40625
PTPRD	-0.982
PIAS2	-0.1065
CYP4X1	-0.9825
FBXL15	0.358
MYH15	-0.231
CRX	0.468
TBC1D13	-0.387
SLC22A17	-0.253666666666667
PLK2	-1.708
ARHGAP9	1.0295
EIF1B	-1.10225
C20orf185	0.3215
DEFA7P	0.485
PRIM1	-1.5745
CRYAA	-1.35325
BACE1	-0.6265
AGTRL1	0.824833333333333
ACAD9	0.6635
GRASP	-0.10375
RBP4	-3.5725
TFB2M	0.9855
METTL9	-0.8372
ATP5O	-0.86625
SP100	-0.4644
CPSF1	0.578333333333333
S100A4	0.25125
LIME1	-0.7645
GPR137C	-2.3095
OR2A2	0.0465
C2orf29	-0.38075
NUP188	-0.0085
SDPR	-3.62525
RAI1	-0.750625
RPS20	1.3532
LAMB1	-2.30125
ADM2	1.626
ZNF229	-0.251
DKFZp434K1815	-0.95475
EPN3	2.66533333333333
CLIC3	0.52025
MEIG1	0.09225
HMGB4	-0.0495
STARD10	-0.069375
KLF8	1.0425
EPB41L2	0.918166666666667
JMJD6	0.16075
CTSL1	-0.1295
GPR27	-0.1815
ELAVL4	2.350125
MMP21	-0.159
PPM1B	-0.184375
SUV39H1	0.0125
AAMP	1.259
TUSC4	0.258166666666667
MBD6	-0.4195
KLK13	-0.7685
FMNL3	0.3355
TRIM13	-0.171416666666667
C15orf5	-1.3905
IQCF1	-0.036
CACNG8	0.849
SLC35D3	0.485666666666667
ZDHHC9	0.871
ODF3L1	-0.05375
C9orf86	-0.6522
TSEN2	-0.448
C17orf64	0.48575
SEPX1	1.8705
TSPO	1.76766666666667
SYMPK	-1.436
ADORA1	0.143
TSPAN10	1.52025
SEMA6C	0.962333333333333
RTTN	-0.3521
IL2	-0.342166666666667
ARRDC3	-0.458666666666667
TBPL1	-0.207666666666667
STX12	0.60625
MRPL39	-0.4735
OR8H3	0.556
IFIT5	1.13716666666667
CASC5	-1.27275
FAM46A	-0.8475
HPCAL1	-0.956375
CYLC1	-0.27
VGLL2	0.291875
C20orf191	-1.2705
CDH1	0.79625
ITPA	0.3815
CCDC101	-0.316
D15Wsu75e	1.11
EDA	-1.893
CREG1	-0.921
OR7G2	0.535
SAP18	-0.316083333333333
IFIT1	1.142
CALML3	-1.50883333333333
FLJ37440	0.497
FNDC5	-0.8025
SERPINB6	-0.456428571428571
JUNB	0.7456
SYS1	0.6855
SCN2A	-0.293
ZKSCAN5	-1.4519
WNT7A	0.792833333333333
TSHZ3	1.62425
RNF148	0.7605
H6PD	-0.061625
CAD	-0.0365
ZNF449	-0.73075
DOCK10	-0.4945
FAIM2	0.251833333333333
HEXDC	0.46625
PRB1	-0.282666666666667
C14orf148	0.3275
ETHE1	-0.17175
IRF5	-0.2722
GNMT	-0.716333333333333
MGC16291	0.846125
RPAIN	-1.62185714285714
CAGE1	0.45
CNTNAP3	-1.0715
ACTR1B	-0.36475
EEF1E1	-1.2655
MSX1	-0.6965
ESF1	0.0173
HSPC171	0.49825
MRPL2	0.323166666666667
RDH12	-0.309166666666667
CELP	0.575
METRNL	-1.14075
C10orf116	1.403
C19orf48	-1.4205
ZNF346	-0.514375
NCR1	-1.3045
C10orf64	1.331
CD52	0.7055
VPS18	0.981
AP4S1	-1.143
NPBWR1	1.6815
TPK1	0.52325
UBA52	-0.789777777777778
RIPK1	0.0641666666666667
CPNE3	1.5615
HSPC159	0.19375
C8orf38	1.267
LRRC4B	-0.7285
PARP10	1.1067
ANKRD50	0.368875
CXCL9	4.682
FGF18	-2.23709090909091
EIF2A	-0.50125
SLC20A2	1.0605
KIAA1549	-1.19025
SPINT1	2.3961
ZNF584	-1.0625
CRBN	-0.394833333333333
ABCF3	0.62
NCBP1	-0.127166666666667
PLA2G4F	0.242333333333333
PCDH10	-0.637714285714286
TTC21A	-0.40275
C20orf144	1.3155
FGFR1OP2	0.775833333333333
SLC9A1	-0.1341
CHRND	0.5665
FOXF1	-2.1205
KIAA1467	-1.1035
TPO	-1.12683333333333
LTF	4.646
DNAJB9	-0.0825
MRPS27	-0.96575
bA16L21.2.1	-0.783
WBP2	0.545666666666667
MRGPRX3	0.279
PRPF18	0.14425
C10orf58	0.25175
SMOC1	-2.1291
ADAT3	0.930333333333333
TMEM138	0.33425
TMEM131	-0.85025
TIMM8B	0.44875
MYH7	-0.568666666666667
ST6GAL2	-0.6295
KIF1C	-0.21425
SUHW2	-0.517
PAPSS1	1.67225
CABP2	0.6345
HOXA4	-2.991
ELF2	-0.169
SEMA3D	-0.9642
MC5R	0.7845
OGFR	0.448
FLJ30092	-0.362166666666667
TGFA	0.7315
MMP17	1.30875
KIF15	-0.50375
CHIA	2.0865
CATSPER3	-0.722
CEACAM7	-0.344083333333333
PADI2	2.550125
HOXA9	-1.20966666666667
LNX2	-0.234833333333333
TMEM144	0.97225
HIF1AN	-0.09125
METTL7A	-1.3028
C6orf165	2.08533333333333
KIAA1468	1.072125
DSG3	5.704
ZNF180	-1.06083333333333
EIF4E3	-0.10375
SLC46A1	-0.189125
DKK1	-5.452
ZNF205	1.259
LOC162073	0.897611111111111
COX7A1	4.8205
MAGEA1	-4.778
NEDD8	-1.18433333333333
KLHDC5	-0.470277777777778
C3orf19	-0.344
MRPS2	0.226
POLR3H	0.736785714285714
ABHD11	0.468
TMEM17	1.50225
PAIP2B	-0.9337
MAT1A	-4.1205
LGI3	0.917
THUMPD2	0.0415
TKTL2	-0.081
XAGE3	-3.06566666666667
CALM3	-0.475583333333333
C6orf136	-0.352166666666667
KCNC4	1.15633333333333
RGS9	0.604
ACIN1	-0.8285
SPATS1	0.20975
XKR8	0.0495
FAM84A	1.88783333333333
MS4A7	3.75263636363636
AGXT2L2	-1.01325
OR1F1	0.236
SMAP1L	-0.33925
IPO11	-0.4285
ZC3H11A	-0.6155625
C1orf151	0.4735
RNASEH2A	-1.15125
CCR10	-0.41
TXNDC11	-0.0554166666666667
TMEM112	0.694625
MAP1B	-1.66314285714286
NVL	-0.114
PKM2	0.1439
ARC	-0.37175
NUP54	0.059
PPFIBP2	1.1535
STAT2	0.166125
PTAFR	2.49566666666667
ROBO2	-0.631125
RNF40	0.242
CCDC135	-0.0331666666666667
IFT81	-0.0851
MORF4	-0.6455
TM7SF3	0.639375
OR10H3	0.579
ABP1	0.611875
CHRD	-0.320875
PLEKHA8	-0.257333333333333
NCALD	1.35758333333333
OR5AK2	0.171
ACCN1	0.268833333333333
SLITRK1	0.14475
ARMET	0.26275
C9orf52	2.255
REEP4	-0.5135
MTSS1	1.515
ADH1B	-0.1945
DLD	-0.56675
CDK5	-0.29925
PPFIA1	0.37375
WFDC3	0.87775
DNAJB12	1.38957142857143
RANGRF	-2.727
MLANA	-4.018
AMY2B	-0.542
KIAA0319	-1.308
RPS7	-0.1885
JAK3	0.8242
ARFGEF1	1.6505
CXCL5	3.09158333333333
TRAPPC4	-0.98575
CETN2	-0.22575
HSPC111	-0.397
RHOBTB3	-0.9169
PHLPP	-0.193
RGS10	2.92975
TMEM58	-0.556
CHERP	-0.498
HSP90AB3P	-0.488666666666667
FSTL3	-1.14683333333333
PEX11A	-0.5525
OR5V1	0.9775
FCN3	3.4485
PTPN3	0.34675
NPTX1	-4.681125
C21orf84	-0.72
C11orf51	-0.181875
ZBED2	1.2855
FLJ90757	0.34525
NPY2R	0.727666666666667
PLD3	-0.29875
SYT17	-1.75383333333333
SGSM2	-1.51025
OR1A2	0.23325
FOXP1	-0.108125
SLC5A1	1.92375
POFUT1	-0.4056
EPHB6	-2.47233333333333
MYO1G	-1.050125
STAC	1.2532
KLHL17	0.478333333333333
RGMA	2.6719
TJP2	-0.1318
FAM114A1	-0.312
SERINC1	0.6505
SLC9A8	0.595875
PEX19	0.881625
EDN2	5.3215
PSMD7	-0.0998888888888889
C3orf41	-2.85525
UQCR	-0.8715
PPP1R3C	-4.2155
LRP4	-1.94966666666667
TM2D1	1.949
TTC17	0.5770625
C4BPB	-3.477625
CCL25	0.55725
ZNF253	-1.32633333333333
CHRNA9	-3.03425
SOX11	2.73025
HIVEP3	0.7155
CGN	2.42366666666667
C3orf35	0.366375
PKD2L1	1.50025
SYVN1	-0.179875
PDE8B	-1.813375
LOC439951	1.43525
LTC4S	0.688333333333333
MIF4GD	-0.1425
SMARCA2	1.4410625
TUBGCP6	-0.237
CABLES1	0.910875
C16orf77	3.9825
ZNF791	-0.98275
FUT5	0.8755
ADH6	-2.15916666666667
P4HB	0.26875
CLDND2	-1.45525
ALKBH8	0.323
PLAC4	-1.23475
F11R	1.89842857142857
MGC35295	0.726166666666667
PDZD4	-0.2575
LOC389073	-0.115666666666667
FAM80B	-1.12333333333333
PSMB1	0.0795
TXN	0.616333333333333
VIPR1	-0.6177
WBSCR18	0.2351
EXOSC6	0.297
ACTA2	3.195
SP5	-3.332
ANKRD1	-2.71725
DDR1	1.4886
ATP6V1D	-1.08875
PTGS1	-0.33525
RNF157	-1.453
DCC	0.24825
SPAG7	-0.782
FBXO18	-0.11575
UBE3C	0.527
HOXC6	-0.34325
LRP2BP	0.00500000000000001
MYST2	0.14225
PDSS2	-0.22925
ATE1	-0.18475
ARAF	-0.925
KLF10	-0.08325
PLA2G2E	0.5325
ASCL1	-0.951333333333333
TSNAXIP1	-0.9695
FAM131B	-0.467875
IFNA10	4.6095
NUP43	-0.713875
FAM44B	-0.608375
L1TD1	-4.895
NMD3	-0.0258333333333333
C18orf54	0.1802
PHOSPHO1	0.076
RAG2	-1.3175
EMILIN3	0.084
METTL3	-0.626
VPS13C	-1.41225
REXO2	-0.02525
ANXA4	0.03975
CA1	-0.9225
DCP1B	-0.41375
TULP3	-1.01266666666667
ATP2A2	0.245785714285714
ATIC	-0.19725
ADAM15	1.21625
NPL	1.54983333333333
LGR4	-0.167125
UEVLD	0.262666666666667
GAB1	0.733
SNAI2	0.298333333333333
ZGPAT	0.00470000000000001
SNF1LK	0.34025
DLEU1	-0.6625
UBE2Q1	1.440375
ZMYM6	0.444375
JPH3	-2.5704
FAM38A	0.08025
PXK	-0.535
DENND2D	2.325
BAX	-0.634916666666666
CP	2.93454545454545
RPL37	0.642
G6PC3	0.14375
NCOA4	-0.186333333333333
LRRC14	1.479625
GORASP1	0.231
FCHO2	0.292125
CYP24A1	-2.2694
FXYD3	0.740125
SMARCAL1	0.256
ABCB8	-0.261666666666667
CCDC44	0.32725
PRDM7	-3.155
USH1C	-0.3685
DNAH5	0.191
SRF	0.759833333333333
MAL2	1.916
PGPEP1	-0.895416666666667
SIN3B	-0.12
SEMA3C	-2.352
GRAMD3	2.59975
FBXO10	0.50125
OR5D13	-0.284
FLJ31818	0.23125
CACNA1I	0.9425
S100A13	1.026
TP63	-0.494142857142857
ANXA11	-0.487
WDR66	1.911125
CSF2RB	0.423
IFI44	-0.1515
DACT1	0.472666666666667
ANKRD23	-1.802375
ATP5G1	-0.226666666666667
C21orf70	0.308333333333333
PPWD1	-1.7395
DNAJC13	-0.169
PAH	-5.30166666666667
PTCH2	0.65975
TRMU	0.32
CCDC9	0.203
USP3	-0.4091
DCLRE1C	0.603
FAM55C	-0.151
FRMD4B	0.5925
CYP2R1	-0.4865
RFPL1	-0.385
XPO5	0.53275
ARL6IP2	0.629
OSBPL5	1.9435
MMP9	4.86563636363636
KIAA0802	0.824875
DHRS2	-3.85483333333333
SGEF	0.2105
TXNDC10	0.0494
EXOC6	-1.49925
RPS27	1.50283333333333
PNCK	-1.23566666666667
FSTL1	-1.713
AACS	0.68175
SLMAP	0.634833333333333
SAMD4A	-1.1035
ABRA	1.02775
SMARCD3	2.04175
PKNOX2	-1.965
A4GNT	0.605
C9orf39	-1.43233333333333
RALYL	0.59225
MGC33556	-2.6975
C10orf25	-1.1545
BBOX1	5.93225
NHEDC1	0.07
XDH	-1.1575
GCSH	-0.049
EDN1	1.67983333333333
MTERF	-0.88675
CLK4	-1.27725
ZNF799	-1.1185
KCNG1	-0.47175
CXCR4	1.315
PTPRR	-3.208
IRAK1	0.594625
LOC401397	-0.26925
TMSB10	0.2215
CXCL3	-1.8173
TMC4	0.588
OR7A10	0.0475
STYK1	2.7795
CHRNA10	0.15225
CCNI	-0.12675
EP300	0.408642857142857
LOC165186	-0.604666666666667
HIC2	-2.37775
SDR-O	0.035
OR2W1	0.354
KCNA6	-0.1715
TRIM74	-1.27475
REEP6	-2.449
ATP5G2	-0.456
ERG	0.070375
TMEM42	0.79725
PARN	-0.1405
SOD2	2.1623125
DIRAS1	0.783833333333333
PNPT1	0.0045
JOSD3	-1.70225
hCG_40738	0.3015
PDE1C	-1.834
SEMA4D	0.49375
AGPAT1	-0.4365
NOSTRIN	-1.2915
MAP3K3	-0.535666666666667
MAX	-0.176
CAPS	3.57983333333333
SERPINA12	-0.0025
OSBPL8	0.032625
RICS	0.5613
NR4A2	-1.607
PPCS	0.83
LONP1	-1.2105
SCYL3	1.33
HERC2P2	-1.6295
FIBCD1	-0.2075
C15orf41	0.68325
DMC1	-1.60833333333333
C20orf27	0.21725
RPS6KA5	-0.6538
FAHD1	0.570166666666667
SLC12A4	-0.47875
BRCA1	-0.276833333333333
GBL	1.2475
SLK	-0.255
NUDT9P1	-1.227
NOXO1	3.957
USP52	-2.447
BAZ1B	0.505625
SLCO2B1	2.33825
BBS12	0.495333333333333
LRGUK	-0.825
TERF2IP	-0.079
COL1A1	3.92
KIAA0090	0.699875
GRK5	-0.4285
AP1S2	-1.6761
TMEM52	1.74033333333333
CA11	-0.1105
OR4A15	0.418833333333333
ACBD3	1.8458
SPAG11B	0.290625
PRDM2	-0.0207
FOXP3	0.43175
SMYD3	-0.6897
LOC389199	1.8065
LGI2	0.461
NAPE-PLD	-0.8241
ANKRD6	0.0545
WDR45	0.3075
SHROOM1	-1.10075
PSCD3	0.595
PYY	0.7385
KCNC1	-1.543
ARHGEF9	0.764
OR8J1	1.047
GPR55	0.422333333333333
NS3BP	-1.565
C10orf22	0.124
NAT8L	1.31575
DUSP4	-2.29366666666667
FOXM1	-0.280166666666667
GRAMD2	2.5851
ZBTB48	0.102666666666667
BUD31	-0.616
PABPC5	0.4475
CCDC41	-0.0375
FBXO11	-0.0055
C6orf148	-0.74775
RFXAP	-1.7855
C6orf15	0.266
CDK8	-0.0356666666666667
C6orf70	-0.169375
TESSP2	-0.0105
ALG2	0.31775
PPP1R3D	-0.43075
TPM3	1.27005555555556
SYT13	-4.019
EPB42	-0.618333333333333
CETN3	-1.2705
PRY	0.3845
NTHL1	1.45866666666667
POLR2B	0.524
RPS28	-0.451416666666667
P2RX3	0.3535
