Hybridization REF	TCGA-AR-A0TZ-01A-12R-A084-07
SMPDL3A	0.7842
NRG2	-1.40625
IL15	0.717166666666667
GABARAPL1	0.0216666666666667
LAT2	0.5642
SLCO1A2	-2.65783333333333
LIG4	-0.30575
GSDMDC1	0.177125
BMP4	-0.832375
METT10D	0.19025
SYCE1	0.28525
SPANXD	-7.50275
SLC12A9	0.492
MC1R	-2.428
RNF168	-0.99675
TRIM69	0.0245
GALNT7	0.443166666666667
ISG20L2	0.693
KIAA2026	1.0905
TNFAIP8L1	-1.0455
DPY19L2	1.703
C12orf63	-0.606
PRDX5	-0.476625
MED6	-0.055875
TXNDC5	-1.006375
CD46	0.83025
CCK	-3.20575
C17orf48	-0.4655
ANUBL1	1.708
SIT1	-2.33066666666667
TYSND1	0.959166666666667
DEF6	-0.542
GLT8D4	1.0005
UTP14A	0.79225
RPH3AL	0.75425
NXF1	0.615
TRERF1	0.813333333333333
TUBB3	-0.77
SLC24A2	0.984
SEC22B	0.385333333333333
ZNF653	0.6095
GGTL3	-2.13766666666667
CDKL2	1.36425
CTF8	0.248416666666667
EPC1	1.06616666666667
CYP4A11	-0.289333333333333
THRSP	0.775333333333333
LELP1	-0.183166666666667
TES	1.40225
C17orf87	0.794
FERD3L	-0.185
SH3TC1	-0.247
RAB36	1.5585
CRYGB	-1.01
GRIA3	0.8039
BHLHB9	0.50725
C1QTNF9	-0.07
GOPC	-0.4195
PNPLA8	0.982166666666667
ZNF444	0.4925
FMO1	1.51375
POLR3C	0.9435
SLC35F3	-2.36175
SGCG	-2.6685
DCDC2	-1.08716666666667
NANP	-1.601
MGC23270	0.2215
BEX4	0.129
HYDIN	-0.15
RPS6KB2	0.9195
ADRM1	-0.603166666666667
BAT3	-0.1195
RAB31	0.6058125
SCGB2A1	1.888125
SLC6A14	-4.5035
DDX4	-0.1165
PRRC1	0.654166666666667
AP3B2	-0.2965
TRGV7	0.2805
TMEM184B	1.137
ADPRHL1	0.516
C21orf45	-1.30575
ARNTL	0.0965
AADAT	-0.60725
CCL2	1.32716666666667
SNTB2	-0.100166666666667
RGS9BP	2.17575
KPNA1	-0.2955
TMEM41B	0.0783333333333333
S100A11	0.084
DOT1L	-2.1365
EFHC2	0.6525
CLTC	1.01616666666667
SRP9	0.978142857142857
ZNF521	-0.65775
FAM26F	-0.9505
GPR88	0.776166666666667
COL13A1	0.0151666666666667
CHMP4B	-0.7893
SIGLEC6	0.205666666666667
NFAM1	0.034625
PVRL2	1.9252
ALKBH4	-0.17175
CCDC93	-0.5925625
NXT1	-0.49575
KCNK4	0.031
TROAP	-1.473
KCNA10	0.23375
CCDC114	0.1375
RAN	0.0791666666666667
LMTK2	0.307
LOC400657	1.074
UFC1	1.19675
UBE1DC1	-3.6605
EEF1A1	1.17422222222222
CHAC1	-0.655
HMGA2	-5.7846
B3GALTL	-1.271
ING2	1.543
C1orf109	-0.951
INTS3	0.414
ZNF558	0.7595
TRPM4	1.58216666666667
LTB4R	-0.905
ISYNA1	-1.3
LSM7	-0.1155
LRRC47	0.24275
ZNF179	-2.13866666666667
EXDL1	0.336333333333333
SLC4A10	-0.947125
ACSS2	-1.19416666666667
COPS7B	0.4895
KIAA0040	1.8615
C1orf95	-0.2305
AP1GBP1	0.4265
OR9A2	0.6855
FAM71C	0.221
RIN1	-2.10183333333333
ITGA4	-2.581375
DNAJC6	0.0611666666666667
CLOCK	1.14616666666667
SLC35A4	0.835833333333333
DSG4	0.3175
LOC26010	-0.1795
NSUN2	0.26475
TMEM86B	-1.308
C14orf135	-0.14525
KIFC3	-1.9675
PHF5A	-0.4405
NCAPH	-0.760875
STK11IP	0.49125
FLJ42953	0.3795
CCDC19	0.471
ZNF329	0.3995
TAX1BP1	0.592
ZDHHC18	0.407
C10orf88	0.97875
TMBIM4	0.6935
NMUR1	-0.642
KIR2DS4	-0.051625
C9orf90	-0.072
MGC87631	-0.964
KDR	2.9481
ST3GAL2	-1.58
RLN2	-1.39883333333333
HPD	-4.45675
MOXD1	-2.09033333333333
PDGFRL	1.954
SMYD4	-0.702
FAM103A1	0.201166666666667
MFAP4	0.658333333333333
LOC285141	-2.57175
TMEM45B	0.042125
SMCR7L	-0.342928571428571
GZMH	2.131
CBLN1	-2.888
CNNM1	-0.4485
PHF17	-0.850333333333333
NUP98	0.681916666666667
RMI1	0.947
PTPRS	0.043375
ANKRD57	1.11525
CLDN15	-1.33166666666667
OR51A2	-0.093
GUCA2B	1.078
DOCK9	0.82775
ITGB1BP1	-3.13916666666667
DLG2	-0.346
BRAP	-0.046
SESN3	0.19575
ZC3H7B	-0.8155
FAM101A	-0.0183333333333333
FKSG24	-0.7185
ZYG11B	-0.309625
RFC2	-0.0455
SH2D3A	1.01433333333333
DVL3	1.15125
ADFP	-1.05566666666667
KRIT1	0.301375
SERTAD3	2.89733333333333
LEFTY2	-4.40925
KRT27	-0.9495
SCFD2	0.139
MN1	-0.14975
RORA	0.20525
PTPRD	-0.37925
PIAS2	-0.511
CYP4X1	1.12183333333333
FBXL15	0.4475
MYH15	0.00450000000000002
CRX	0.429166666666667
TBC1D13	0.95025
SLC22A17	0.62
PLK2	2.89533333333333
ARHGAP9	0.239
EIF1B	-1.469
C20orf185	-0.35025
DEFA7P	0.224
PRIM1	-1.54416666666667
CRYAA	-2.30575
BACE1	-0.5975
AGTRL1	0.8065
ACAD9	-0.017125
GRASP	0.15725
RBP4	-4.62983333333333
TFB2M	-0.48375
METTL9	0.1261
ATP5O	-1.673
SP100	0.0447
CPSF1	0.193666666666667
S100A4	-2.3705
LIME1	-1.72225
GPR137C	1.50025
OR2A2	0.1
C2orf29	0.366
NUP188	0.2735
SDPR	-0.93625
RAI1	0.6565
RPS20	-1.4468
LAMB1	-1.20125
ADM2	0.4975
ZNF229	1.86175
DKFZp434K1815	-1.301875
EPN3	2.65983333333333
CLIC3	-2.82975
MEIG1	-1.35825
HMGB4	0.14
STARD10	2.20425
KLF8	1.12725
EPB41L2	-0.0678333333333333
JMJD6	-0.293375
CTSL1	0.167166666666667
GPR27	2.299
ELAVL4	0.0785
MMP21	0.0605
PPM1B	-0.18325
SUV39H1	-0.2885
AAMP	1.28325
TUSC4	-0.268666666666667
MBD6	0.4715
KLK13	-1.393875
FMNL3	0.6425
TRIM13	-0.456916666666667
C15orf5	-2.4075
IQCF1	-0.293375
CACNG8	0.108
SLC35D3	0.319666666666667
ZDHHC9	0.7995
ODF3L1	0.29425
C9orf86	0.1136
TSEN2	-0.6565
C17orf64	-0.21975
SEPX1	-0.6472
TSPO	-0.092
SYMPK	-0.8835
ADORA1	3.21825
TSPAN10	0.042875
SEMA6C	-1.04716666666667
RTTN	-0.3456
IL2	-0.00866666666666664
ARRDC3	0.174083333333333
TBPL1	-2.12183333333333
STX12	0.521
MRPL39	-1.52175
OR8H3	-0.1195
IFIT5	1.54366666666667
CASC5	-1.203125
FAM46A	-1.27233333333333
HPCAL1	-1.202875
CYLC1	-0.2395
VGLL2	-0.077125
C20orf191	0.5475
CDH1	2.81241666666667
ITPA	-0.6295
CCDC101	-1.0535
D15Wsu75e	-1.54375
EDA	-0.80925
CREG1	-0.0985
OR7G2	0.3855
SAP18	0.441833333333333
IFIT1	1.90675
CALML3	-0.882333333333333
FLJ37440	0.7065
FNDC5	-0.76
SERPINB6	1.33835714285714
JUNB	2.3261
SYS1	2.10925
SCN2A	0.856666666666667
ZKSCAN5	-0.3817
WNT7A	-0.272666666666667
TSHZ3	2.03025
RNF148	0.944
H6PD	0.38975
CAD	-1.71666666666667
ZNF449	0.0775
DOCK10	-0.5625
FAIM2	0.1675
HEXDC	0.6075
PRB1	0.225
C14orf148	0.2565
ETHE1	-0.1155
IRF5	-0.1881
GNMT	0.533333333333333
MGC16291	-2.5305
RPAIN	-0.263071428571429
CAGE1	-0.112
CNTNAP3	-3.879875
ACTR1B	-0.19625
EEF1E1	-0.726
MSX1	-0.951625
ESF1	-1.6229
HSPC171	-0.67225
MRPL2	-0.953333333333333
RDH12	-0.891166666666667
CELP	-0.201
METRNL	0.53475
C10orf116	3.20083333333333
C19orf48	-0.4115
ZNF346	1.085375
NCR1	-1.3375
C10orf64	1.148
CD52	-1.36375
VPS18	0.8935
AP4S1	0.163833333333333
NPBWR1	-0.8235
TPK1	0.0245
UBA52	-0.811111111111111
RIPK1	0.970833333333333
CPNE3	0.0619
HSPC159	-1.1155
C8orf38	0.2725
LRRC4B	-0.6
PARP10	0.3346
ANKRD50	0.97325
CXCL9	4.76875
FGF18	2.13254545454545
EIF2A	-0.8535
SLC20A2	0.787833333333333
KIAA1549	-0.01875
SPINT1	2.5329
ZNF584	-0.0385
CRBN	1.41816666666667
ABCF3	0.178
NCBP1	-0.548
PLA2G4F	1.6275
PCDH10	1.763875
TTC21A	-1.17175
C20orf144	-0.4745
FGFR1OP2	-0.747333333333333
SLC9A1	0.5997
CHRND	0.4965
FOXF1	-2.67275
KIAA1467	1.238
TPO	0.205666666666667
LTF	1.33971428571429
DNAJB9	1.121
MRPS27	-0.45475
bA16L21.2.1	1.11075
WBP2	0.228666666666667
MRGPRX3	-2.47233333333333
PRPF18	0.48075
C10orf58	1.92825
SMOC1	-3.5455
ADAT3	-0.83
TMEM138	-0.1175
TMEM131	0.16725
TIMM8B	-1.201
MYH7	-1.02683333333333
ST6GAL2	1.915875
KIF1C	-0.80075
SUHW2	-1.5705
PAPSS1	0.7615
CABP2	-0.4905
HOXA4	-2.66525
ELF2	0.536
SEMA3D	0.5963
MC5R	1.263
OGFR	0.313
FLJ30092	1
TGFA	-0.4228
MMP17	-0.1805
KIF15	-1.937
CHIA	0.278
CATSPER3	1.274
CEACAM7	2.0595
PADI2	1.27175
HOXA9	-0.634166666666667
LNX2	0.642
TMEM144	1.703
HIF1AN	1.0785
METTL7A	-1.4825
C6orf165	1.24833333333333
KIAA1468	0.77775
DSG3	-0.536
ZNF180	1.388
EIF4E3	0.8945
SLC46A1	1.157125
DKK1	-5.729
ZNF205	0.0691666666666667
LOC162073	0.410764705882353
COX7A1	3.9505
MAGEA1	-5.97983333333333
NEDD8	0.472
KLHDC5	0.438222222222222
C3orf19	0.072
MRPS2	0.20875
POLR3H	-0.0306428571428571
ABHD11	2.0815
TMEM17	0.86575
PAIP2B	0.0607
MAT1A	-3.83125
LGI3	-0.30675
THUMPD2	-0.51025
TKTL2	-0.14925
XAGE3	-1.59
CALM3	-0.2485
C6orf136	-0.695166666666667
KCNC4	0.0178333333333333
RGS9	-0.0356666666666667
ACIN1	-0.00933333333333333
SPATS1	-0.369
XKR8	-0.46175
FAM84A	2.56183333333333
MS4A7	4.383
AGXT2L2	0.09925
OR1F1	-0.1225
SMAP1L	-0.610666666666667
IPO11	0.448625
ZC3H11A	0.053125
C1orf151	0.682875
RNASEH2A	-0.4285
CCR10	-2.261
TXNDC11	0.712666666666667
TMEM112	1.082
MAP1B	-1.09
NVL	0.55075
PKM2	-1.4943
ARC	-0.339
NUP54	-0.2495
PPFIBP2	1.71483333333333
STAT2	0.622875
PTAFR	1.259
ROBO2	3.951625
RNF40	0.236
CCDC135	-0.724
IFT81	0.323
MORF4	0.4485
TM7SF3	-0.37675
OR10H3	0.276
ABP1	-0.0845
CHRD	1.113875
PLEKHA8	0.129333333333333
NCALD	0.983666666666667
OR5AK2	0.00700000000000001
ACCN1	0.134166666666667
SLITRK1	-0.25975
ARMET	-0.49325
C9orf52	-0.519
REEP4	0.46275
MTSS1	0.03075
ADH1B	1.78133333333333
DLD	-0.50425
CDK5	-0.22475
PPFIA1	1.0245
WFDC3	1.08825
DNAJB12	1.00621428571429
RANGRF	-0.844
MLANA	-6.00375
AMY2B	1.141
KIAA0319	-0.265
RPS7	-2.07
JAK3	-0.5079
ARFGEF1	1.62125
CXCL5	0.587833333333333
TRAPPC4	-0.329
CETN2	0.9625
HSPC111	-0.426
RHOBTB3	-0.4952
PHLPP	0.431
RGS10	0.2025
TMEM58	0.037
CHERP	0.75225
HSP90AB3P	0.797833333333333
FSTL3	-0.342333333333333
PEX11A	0.479
OR5V1	0.424
FCN3	1.8625
PTPN3	1.07625
NPTX1	-5.965375
C21orf84	-0.2495
C11orf51	-0.777375
ZBED2	0.264
FLJ90757	2.0325
NPY2R	0.75275
PLD3	0.5685
SYT17	3.29066666666667
SGSM2	0.52625
OR1A2	0.20275
FOXP1	0.222375
SLC5A1	0.26825
POFUT1	-0.4676
EPHB6	-3.8465
MYO1G	-3.0625
STAC	-2.5358
KLHL17	-0.366833333333333
RGMA	0.00099999999999999
TJP2	1.5912
FAM114A1	0.460666666666667
SERINC1	0.9845
SLC9A8	0.229375
PEX19	0.981375
EDN2	-1.83525
PSMD7	-1.12744444444444
C3orf41	-3.41425
UQCR	-0.4085
PPP1R3C	0.1005
LRP4	-1.2445
TM2D1	0.38625
TTC17	1.0748125
C4BPB	-5.451875
CCL25	0.27475
ZNF253	0.772
CHRNA9	-4.3915
SOX11	-2.749875
HIVEP3	0.708
CGN	3.17791666666667
C3orf35	-0.118125
PKD2L1	2.1085
SYVN1	0.7565
PDE8B	0.36275
LOC439951	-0.273
LTC4S	2.40966666666667
MIF4GD	-0.140833333333333
SMARCA2	0.00375
TUBGCP6	-0.557166666666667
CABLES1	0.439
C16orf77	0.6065
ZNF791	1.3345
FUT5	-1.381
ADH6	-2.768
P4HB	0.6015
CLDND2	-1.80675
ALKBH8	-0.27275
PLAC4	-1.82275
F11R	0.586785714285714
MGC35295	2.41416666666667
PDZD4	-0.738
LOC389073	-0.312
FAM80B	-0.961833333333333
PSMB1	-1.02375
TXN	-0.559
VIPR1	1.6112
WBSCR18	0.0625
EXOSC6	-0.153666666666667
ACTA2	3.13066666666667
SP5	-4.18008333333333
ANKRD1	-2.89425
DDR1	3.627
ATP6V1D	0.2045
PTGS1	-1.04891666666667
RNF157	-0.47675
DCC	-0.29725
SPAG7	0.278
FBXO18	0.86825
UBE3C	-0.0753
HOXC6	1.10475
LRP2BP	-0.379333333333333
MYST2	1.067
PDSS2	-0.33025
ATE1	1.1255
ARAF	0.75
KLF10	0.426
PLA2G2E	-0.05875
ASCL1	3.20966666666667
TSNAXIP1	0.522
FAM131B	-0.525
IFNA10	0.7225
NUP43	-1.157375
FAM44B	1.47725
L1TD1	-5.88533333333333
NMD3	-0.225916666666667
C18orf54	0.4618
PHOSPHO1	0.487
RAG2	-0.45
EMILIN3	-0.1915
METTL3	0.1895
VPS13C	-0.09875
REXO2	-2.35225
ANXA4	-0.8465
CA1	-1.46325
DCP1B	-0.736
TULP3	-0.796333333333333
ATP2A2	0.295857142857143
ATIC	-0.08225
ADAM15	-1.196
NPL	0.615833333333333
LGR4	1.45675
UEVLD	1.48733333333333
GAB1	1.81975
SNAI2	-1.13966666666667
ZGPAT	0.0141
SNF1LK	1.327625
DLEU1	-2.69725
UBE2Q1	0.817125
ZMYM6	0.041125
JPH3	-2.30516666666667
FAM38A	0.301333333333333
PXK	-0.748333333333333
DENND2D	1.982
BAX	-1.25275
CP	-5.17554545454545
RPL37	-1.7493
G6PC3	0.35525
NCOA4	1.94366666666667
LRRC14	-0.3845
GORASP1	0.577
FCHO2	0.685875
CYP24A1	-3.7566
FXYD3	1.54125
SMARCAL1	0.47975
ABCB8	0.197666666666667
CCDC44	-0.0785
PRDM7	-4.07
USH1C	-1.6645
DNAH5	0.0703333333333333
SRF	1.14858333333333
MAL2	2.27833333333333
PGPEP1	-0.217083333333333
SIN3B	-0.16175
SEMA3C	2.08966666666667
GRAMD3	1.36325
FBXO10	-0.446625
OR5D13	0.1075
FLJ31818	0.482125
CACNA1I	-0.279125
S100A13	-0.886
TP63	0.131714285714286
ANXA11	0.5472
WDR66	2.760125
CSF2RB	0.16
IFI44	-0.0975
DACT1	1.803
ANKRD23	-0.9155
ATP5G1	-1.32583333333333
C21orf70	-2.263
PPWD1	-1.15325
DNAJC13	-0.29925
PAH	-2.69383333333333
PTCH2	1.32425
TRMU	-1.048
CCDC9	1.034
USP3	0.0131
DCLRE1C	0.217
FAM55C	-0.49325
FRMD4B	0.96175
CYP2R1	-0.11825
RFPL1	0.1115
XPO5	-0.10925
ARL6IP2	0.00950000000000001
OSBPL5	0.71375
MMP9	2.86863636363636
KIAA0802	1.1975
DHRS2	-2.902
SGEF	1.75575
TXNDC10	-0.2292
EXOC6	1.5665
RPS27	-0.553166666666667
PNCK	-1.45666666666667
FSTL1	-0.97675
AACS	0.61025
SLMAP	0.604833333333333
SAMD4A	-1.3514
ABRA	0.69525
SMARCD3	-0.6805
PKNOX2	-2.51866666666667
A4GNT	0.542
C9orf39	-0.790333333333333
RALYL	0.36575
MGC33556	-3.8945
C10orf25	-1.019
BBOX1	2.378
NHEDC1	0.13975
XDH	-1.01025
GCSH	-1.5105
EDN1	1.21716666666667
MTERF	0.6765
CLK4	1.765375
ZNF799	2.24916666666667
KCNG1	-2.407375
CXCR4	0.709166666666667
PTPRR	-2.9835
IRAK1	0.00137499999999999
LOC401397	-1.22725
TMSB10	-0.667
CXCL3	-3.4536
TMC4	2.412
OR7A10	0.501
STYK1	1.074
CHRNA10	0.151
CCNI	0.84975
EP300	1.01235714285714
LOC165186	-0.0153333333333333
HIC2	-3.3295
SDR-O	0.277
OR2W1	0.3215
KCNA6	0.195
TRIM74	-1.138
REEP6	-1.348
ATP5G2	0.01025
ERG	0.251875
TMEM42	-0.56525
PARN	0.385333333333333
SOD2	-1.56775
DIRAS1	0.192666666666667
PNPT1	-1.95725
JOSD3	-1.8715
hCG_40738	-0.014
PDE1C	-2.07
SEMA4D	0.605125
AGPAT1	-0.0233333333333333
NOSTRIN	1.60125
MAP3K3	-0.695166666666667
MAX	1.20692857142857
CAPS	2.47516666666667
SERPINA12	-0.1135
OSBPL8	0.516125
RICS	1.6305
NR4A2	3.33433333333333
PPCS	0.712666666666667
LONP1	-0.693
SCYL3	0.6345
HERC2P2	-0.550833333333333
FIBCD1	-0.6165
C15orf41	-0.8405
DMC1	-0.849333333333333
C20orf27	-1.39525
RPS6KA5	1.7022
FAHD1	0.703166666666667
SLC12A4	-0.5695
BRCA1	-0.206583333333333
GBL	-0.121
SLK	0.986833333333333
NUDT9P1	-1.3255
NOXO1	2.8195
USP52	-0.8015
BAZ1B	0.270875
SLCO2B1	2.656
BBS12	1.16183333333333
LRGUK	-0.242666666666667
TERF2IP	0.487
COL1A1	4.6555
KIAA0090	-0.276375
GRK5	-0.538166666666667
AP1S2	-2.2009
TMEM52	-1.1015
CA11	-1.027
OR4A15	0.484333333333333
ACBD3	1.0307
SPAG11B	0.64825
PRDM2	0.4567
FOXP3	0.20075
SMYD3	0.9238
LOC389199	-0.424
LGI2	1.28633333333333
NAPE-PLD	0.2572
ANKRD6	1.052
WDR45	0.0616666666666667
SHROOM1	-1.38725
PSCD3	-0.1485
PYY	2.188
KCNC1	1.0835
ARHGEF9	0.6784
OR8J1	0.07825
GPR55	-0.0141666666666667
NS3BP	1.0695
C10orf22	1.3615
NAT8L	0.156
DUSP4	1.32466666666667
FOXM1	-1.867
GRAMD2	-0.1687
ZBTB48	-0.214333333333333
BUD31	-0.4275
PABPC5	0.4665
CCDC41	-1.23175
FBXO11	0.1265
C6orf148	-0.499
RFXAP	-0.8335
C6orf15	0.0636666666666667
CDK8	-0.812333333333333
C6orf70	-0.07025
TESSP2	0.5995
ALG2	1.31975
PPP1R3D	0.987
TPM3	1.38022222222222
SYT13	2.55225
EPB42	-0.567
CETN3	-0.41425
PRY	-0.425
NTHL1	-1.51316666666667
POLR2B	1.101
RPS28	-0.955416666666667
P2RX3	-0.003
LYZL4	-0.49575
WBP4	-0.7327
PMM1	-0.098
C11orf79	0.5305
CBLL1	-1.012
IL1F10	0.257666666666667
VAX2	1.6525
SETDB1	0.311833333333333
LRAP	-3.97433333333333
GCLM	-0.556333333333333
CPEB3	1.44325
PPM1A	1.358
INTS1	-0.786
CAMTA1	0.146916666666667
SAMSN1	-1.24425
LOC158830	-3.36133333333333
GMPPA	-0.06475
AIPL1	0.12425
IL24	3.158
BDKRB1	-1.80233333333333
MLF1	-0.2867
TAF12	-0.77625
ID1	-3.149375
THADA	-0.518125
PIK3CB	-0.01375
OR4N5	0.537
TBC1D17	-0.1405
COX8A	-0.56725
CDCA4	0.82325
C2orf44	-1.2945
ZNF534	-0.89925
IMMP1L	0.1545
NIPSNAP3B	0.75025
FTMT	-0.05325
PWP2	-1.17383333333333
MMP15	-0.948
DNAH11	-2.18525
MTMR14	0.948625
DNAL4	1.3695
IPP	0.44625
TMEM59	0.892
C1orf157	0.3895
RGS4	0.872166666666667
DDX18	-0.340166666666667
SNX6	0.49375
ZNHIT2	0.283166666666667
NCDN	0.899
FLJ33534	-0.15275
RAG1	-2.56125
OR4D10	-0.086
PTPN5	-0.323333333333333
POMT1	0.739875
LRRC8A	0.8299
CYP1A1	-1.98825
CAPN1	1.114
DDHD2	-0.249625
GRIK2	-0.899
GNRHR	0.15425
PPBP	0.48675
HTR3A	-0.726
SLITRK4	1.322
ANKRD49	-0.516
BTF3	0.2234
SARS	0.44725
C13orf18	-0.245833333333333
CACNB1	-0.4055
QKI	-0.461227272727273
SETMAR	0.581875
MAN2B1	0.471
EML3	-0.67475
ACADL	-0.903666666666667
OFD1	-0.33025
DEFB114	-0.67
CGA	-3.2784
PEX16	0.229
LRRC10	-0.3845
GNG12	-0.6805
C1orf152	-0.089
CHRM1	0.331
CD53	-0.027375
DBH	-1.0285
TFAP2B	-2.545875
HIST1H2BJ	-0.358333333333333
FAM46D	-0.834
TMEM11	-0.72325
C3orf32	-3.254
PCCB	-1.25425
IPO13	-0.3855
C6orf105	-5.0905
COMMD5	0.3525
SUV420H1	0.745
LTBR	0.47125
ARHGAP15	-0.7255
HDHD2	0.81325
TDRKH	-0.1385
LOC401052	0.6685
PSG4	-0.79125
GNB4	-0.5016
SPATA4	0.279
SLC9A3	0.0325
OSBP	0.4665
NBPF3	0.920416666666667
DOCK11	-1.728
SLC39A5	-2.45183333333333
PRR5	0.2586
C10orf63	0.3265
SMTNL2	-1.621
ADRA1A	0.45475
ASAH1	2.7323
DOM3Z	-0.2058
GIPR	0.117333333333333
AHI1	-0.80575
NADSYN1	0.268666666666667
RGS14	0.009
IL18BP	0.1453
RTN4RL1	2.62916666666667
ARMC6	0.037
PSMD5	1.21333333333333
HK3	1.3991
OR4S1	0.66075
RSU1	0.4214
MAD2L1	-0.365777777777778
EIF4A3	0.7645
DLEC1	-1.10283333333333
E4F1	-0.170333333333333
CHMP2B	-0.6322
CAMSAP1	-0.0465
RPS21	-1.0925
ARID5A	-0.739
UBE2N	0.4193
IGSF8	0.559666666666667
MAGEB6	-2.171
ACAD11	-3.0839
MGC4172	-0.7795
LMO4	1.0335
KLKB1	-0.09825
HP	-1.46
HDAC3	1.0835
SCHIP1	-0.33475
CLCA1	-0.244
OLFML2A	0.672625
C1orf112	-0.979
KIF19	0.355416666666667
HAPLN4	-0.4199
CXCR7	0.991333333333333
GOT2	-0.6992
RAB38	-4.707125
DCX	3.1885
PPM1H	0.749666666666667
NFYC	-0.294416666666667
KIN	-0.238125
ZNF228	1.48475
PLSCR4	0.2125
HIG2	-0.32825
FAM79B	4.1475
C21orf86	-0.5012
KCNK10	0.095
ZNF738	-0.313
FSTL5	-0.999833333333333
OR6A2	0.4145
OTOA	0.481666666666667
EXOC1	0.18075
AHRR	-2.999625
PDAP1	-1.49191666666667
C19orf6	0.192
ZAN	-0.13675
LY6G6E	0.2865
EIF4E2	-0.64925
C20orf198	0.627
ZNF324	0.36725
CYP3A5	-1.34616666666667
ENTPD7	1.23766666666667
MBOAT5	0.095
GJB5	-2.972
TTC13	0.1565
S100Z	-1.03383333333333
KIAA0664	-0.1285
PDGFRB	1.40108333333333
IL17D	-0.124
OR56B4	0.3255
RDX	-1.48816666666667
SLC34A3	-0.3865
IL28B	0.065
JUND	1.367
CHRNB1	-0.939875
CAMK2B	1.33275
FETUB	-2.32775
CXorf23	1.00475
MRTO4	-1.272625
TTC3	0.4491
NDUFB8	-0.6505
EDG2	-0.083
SEMA3G	-0.25225
IL23A	-1.87575
GRHL1	0.3115
LOC441054	-1.4515
WDR65	0.991125
PSTK	-0.325
STOML3	0.0341666666666667
R3HDM2	0.7461
C5	-1.7165
SLC2A10	2.782
C3orf22	0.047
PAQR3	-1.10184615384615
ANKRD26	0.09125
HCRTR1	-0.5855
LOC399947	-0.8995
PSD2	-0.376
TIGD2	-0.412833333333333
SCRN1	-0.943625
COQ10A	-1.1845
DDI2	-0.2025
METTL7B	-1.01333333333333
UCN2	-0.543
FAM92A3	-0.06125
WDR16	0.19225
ZNF511	-0.337833333333333
ZMYM5	-0.206875
POLR3G	-3.695
ZNF586	0.87
C1orf49	0.390333333333333
TANK	0.8385
RCAN1	-0.937
PELI3	1.651
LIMD2	-0.928833333333333
TMEM189	-0.02
NTN4	-0.183125
LOC151300	-0.224
CLEC2A	-0.706
GPR135	0.4955
DPYSL4	-2.7574
JAK2	-0.350666666666667
TSHZ1	0.985
TM9SF4	-0.0375
ZNF264	1.57566666666667
SIRPG	0.497125
BICD1	1.8595
HERC6	1.883
METTL5	-0.8995
CASP1	-0.39025
PRRT1	-1.12566666666667
PLA2G4C	3.06333333333333
ICA1L	1.33035714285714
TPTE2	0.208833333333333
OTUD7A	-0.565833333333333
AQP11	-1.434
APOA2	-5.5183
KALRN	-0.7678
SECTM1	0.779
IFNAR1	-0.94025
TALDO1	-0.1895
RAB11FIP4	0.9375
EIF5A	-0.6675
FAM49A	1.28625
NEGR1	0.361
YTHDC2	-0.045875
EHD2	-1.35
NCF1	1.3633
SCRT2	-0.9105
HOXA5	-1.8895
NUP133	0.4945
FGF12	-0.071
SLMO2	-0.035625
SNTA1	0.46175
CACNG2	0.222125
GCM1	0.246375
ELF1	0.956
TLR5	2.1665
TCFL5	-1.032
RBMY2FP	-0.918
LOC100125556	0.857875
FAM129B	0.250375
MAP3K7IP1	-0.052625
NCK2	1.972
OXA1L	-0.619
FMO9P	-0.0355
ZSCAN12	1.40625
PSMD12	-0.2205
HSCB	-1.3465
CLDN10	-4.6275
MGC13053	-0.36825
HPCAL4	-1.05216666666667
ASZ1	-1.1475
MEX3D	0.0336666666666667
NFAT5	-1.0612
CSPG4LYP1	-0.679833333333333
FBXO3	1.6285
DVL1	-0.845666666666667
CMKLR1	1.72666666666667
TYMS	-0.784625
PEF1	1.2825
ZNF750	-0.1035
MCM5	-1.2439
MEGF11	-1.061
KCNK7	-0.2735
PTP4A3	-0.112
C1QTNF2	-1.78233333333333
OR6S1	0.326
FAM122B	-1.3295
ZNF551	0.779125
HBQ1	-3.458
GEMIN6	-1.4165
ARSK	0.46625
RBP7	2.6675
CPNE9	0.2565
DSC1	1.0725
LOC730112	-1.398
MAP2K4	0.19775
HS3ST5	-0.917
EPB41L3	-0.95
TEKT2	-0.847
CDKN2B	0.346416666666667
ZNF480	-0.9515
MAP3K6	-0.383
MAP6	2.83583333333333
HN1	0.1099
OR2L13	0.625
SLC16A11	0.08525
FAM96A	0.0835
APOL1	-0.565
C5orf32	-0.2695
RTP1	-0.166333333333333
RNF175	-0.598375
ZBTB41	1.500125
AHCTF1	-0.2503
SAE2	0.382
ITGA2	1.21558333333333
MME	-0.453666666666667
CCDC14	-1.02525
MAST4	0.807
KRT33B	-0.528
KCTD2	0.998333333333333
WDR26	0.750083333333333
MFI2	0.490375
NR4A3	2.817375
ARSA	0.20425
UNKL	0.198666666666667
SULT6B1	0.4145
CCNA2	-1.99433333333333
SOX15	-0.218
PPAPDC1B	1.365
C19orf44	0.207
MCAT	-0.013
ARID1B	-0.31575
OR52N1	-0.1805
C12orf48	-0.06025
MAGI1	-0.292125
NIPA2	0.369
GBX2	-2.01075
RSHL3	0.5
RAVER1	0.0211666666666666
C15orf17	0.9425
