Hybridization REF	TCGA-E2-A10B-01A-11R-A10J-07
PDE8B	1.84775
LOC439951	1.24225
LTC4S	2.3985
MIF4GD	0.4685
SMARCA2	1.595
TUBGCP6	-0.24
CABLES1	0.462625
C16orf77	0.795333333333333
ZNF791	0.21575
FUT5	-1.3105
ADH6	-1.4745
P4HB	0.221
CLDND2	-1.05
ALKBH8	1.16025
PLAC4	-1.4015
F11R	0.649142857142857
MGC35295	0.116
PDZD4	-0.270666666666667
LOC389073	-0.059
FAM80B	0.2155
PSMB1	-0.18875
TXN	-0.5755
VIPR1	0.8985
WBSCR18	0.3331
EXOSC6	-0.664166666666667
ACTA2	3.56733333333333
SP5	-0.876
ANKRD1	-1.79225
DDR1	1.7749
ATP6V1D	-0.106
PTGS1	-0.268583333333333
RNF157	-0.73075
DCC	-0.0695
SPAG7	-0.01725
FBXO18	-0.29575
UBE3C	-0.5251
HOXC6	0.85575
LRP2BP	0.367
MYST2	-0.21975
PDSS2	-0.17175
ATE1	-0.149
ARAF	0.1235
KLF10	-0.5375
PLA2G2E	-0.03275
ASCL1	0.968
TSNAXIP1	1.93275
FAM131B	0.31275
IFNA10	0.3885
NUP43	-0.76025
FAM44B	-0.227125
L1TD1	-4.60483333333333
NMD3	-1.50366666666667
C18orf54	-1.1212
PHOSPHO1	0.157
RAG2	-0.4115
EMILIN3	-0.418
METTL3	-0.6215
VPS13C	-0.061375
REXO2	-0.5765
ANXA4	-0.60175
CA1	-0.9375
DCP1B	1.13175
TULP3	-0.260166666666667
ATP2A2	0.00671428571428571
ATIC	-0.65
ADAM15	-0.175666666666667
NPL	1.18883333333333
LGR4	-0.8295
UEVLD	0.315
GAB1	0.61075
SNAI2	0.0288333333333333
ZGPAT	0.5172
SNF1LK	0.214125
DLEU1	-0.96
UBE2Q1	0.464
ZMYM6	-0.025375
JPH3	0.634333333333333
FAM38A	-0.664166666666667
PXK	0.278166666666667
DENND2D	2.37875
BAX	-0.886666666666667
CP	-3.49590909090909
RPL37	-0.5934
G6PC3	0.31425
NCOA4	-0.461
LRRC14	-0.563625
GORASP1	0.53475
FCHO2	1.24475
CYP24A1	-2.9237
FXYD3	1.777625
SMARCAL1	0.223
ABCB8	-0.187
CCDC44	-0.15175
PRDM7	-2.269
USH1C	-0.828
DNAH5	1.3845
SRF	0.1115
MAL2	1.673
PGPEP1	-0.00208333333333333
SIN3B	-0.17475
SEMA3C	-0.0855
GRAMD3	1.20875
FBXO10	-0.218
OR5D13	0.093
FLJ31818	0.024625
CACNA1I	0.771875
S100A13	1.3445
TP63	0.691428571428571
ANXA11	0.5576
WDR66	1.251625
CSF2RB	0.115
IFI44	1.62925
DACT1	1.506
ANKRD23	-1.86375
ATP5G1	-0.516666666666667
C21orf70	0.145
PPWD1	-0.5885
DNAJC13	-0.4185
PAH	-3.61333333333333
PTCH2	0.312
TRMU	-1.28325
CCDC9	0.1445
USP3	-0.7665
DCLRE1C	-0.2479
FAM55C	0.87225
FRMD4B	1.2085
CYP2R1	-1.0355
RFPL1	0.1238
XPO5	-1.1395
ARL6IP2	-0.4315
OSBPL5	1.104
MMP9	2.59481818181818
KIAA0802	0.16325
DHRS2	-4.2205
SGEF	0.81675
TXNDC10	-0.6037
EXOC6	0.873
RPS27	0.431
PNCK	0.154333333333333
FSTL1	-0.011
AACS	1.39475
SLMAP	0.183666666666667
SAMD4A	-0.6718
ABRA	0.334
SMARCD3	2.21475
PKNOX2	-0.327166666666667
A4GNT	0.429
C9orf39	-0.218666666666667
RALYL	-0.13975
MGC33556	-2.585
C10orf25	-0.7665
BBOX1	1.8225
NHEDC1	-0.4825
XDH	0.0855
GCSH	-0.969
EDN1	0.374166666666667
MTERF	-0.437
CLK4	0.5565
ZNF799	0.8255
KCNG1	-1.70275
CXCR4	0.4755
PTPRR	-0.95075
IRAK1	-0.28475
LOC401397	-1.01275
TMSB10	0.1815
CXCL3	-3.2304
TMC4	2.8605
OR7A10	0.4145
STYK1	-0.04775
CHRNA10	-0.15175
CCNI	0.81875
EP300	0.902571428571428
LOC165186	0.0893333333333333
HIC2	-2.5545
SDR-O	0.019
OR2W1	0.1005
KCNA6	-0.1315
TRIM74	-1.99625
REEP6	2.166
ATP5G2	0.7525
ERG	0.51525
TMEM42	-0.05725
PARN	0.478333333333333
SOD2	-0.543625
DIRAS1	0.387
PNPT1	-1.69325
JOSD3	-1.94075
hCG_40738	-0.3655
PDE1C	-1.588
SEMA4D	0.00399999999999999
AGPAT1	-0.492333333333333
NOSTRIN	1.33275
MAP3K3	-0.557333333333333
MAX	0.991142857142857
CAPS	1.24716666666667
SERPINA12	-0.0165
OSBPL8	0.857875
RICS	1.3319
NR4A2	3.16083333333333
PPCS	0.693833333333333
LONP1	-0.555
SCYL3	1.41475
HERC2P2	-1.96383333333333
FIBCD1	0.517
C15orf41	-1.23725
DMC1	-0.578
C20orf27	-0.5255
RPS6KA5	0.383
FAHD1	0.670333333333333
SLC12A4	-0.0725
BRCA1	-1.40658333333333
GBL	0.591
SLK	0.0045
NUDT9P1	-0.061
NOXO1	1.259
USP52	-0.944
BAZ1B	0.212125
SLCO2B1	2.79725
BBS12	0.5485
LRGUK	-0.0746666666666667
TERF2IP	0.51525
COL1A1	5.3065
KIAA0090	0.08625
GRK5	0.244
AP1S2	-1.4666
TMEM52	-0.0341666666666667
CA11	0.38525
OR4A15	0.282333333333333
ACBD3	1.6577
SPAG11B	0.361875
PRDM2	0.7931
FOXP3	-0.0895
SMYD3	0.4091
LOC389199	0.8625
LGI2	1.77233333333333
NAPE-PLD	-0.2769
ANKRD6	0.718
WDR45	0.361833333333333
SHROOM1	2.584
PSCD3	0.0705
PYY	0.121
KCNC1	1.8855
ARHGEF9	0.4176
OR8J1	0.214
GPR55	-0.0156666666666667
NS3BP	-1.215
C10orf22	-0.0168333333333333
NAT8L	0.55125
DUSP4	-0.5305
FOXM1	-1.9255
GRAMD2	0.6488
ZBTB48	0.212333333333333
BUD31	-0.2835
PABPC5	0.097
CCDC41	0.6805
FBXO11	-0.00224999999999999
C6orf148	-1.1145
RFXAP	-0.73725
C6orf15	0.8405
CDK8	-1.39966666666667
C6orf70	0.19375
TESSP2	0.097
ALG2	0.69625
PPP1R3D	2.24175
TPM3	0.969388888888889
SYT13	4.65375
EPB42	-0.381
CETN3	-0.3665
PRY	0.024
NTHL1	0.737666666666667
POLR2B	-0.2855
RPS28	0.135666666666667
P2RX3	0.17125
LYZL4	0.2195
WBP4	-0.0966
PMM1	-0.68475
C11orf79	0.07975
CBLL1	-0.99625
IL1F10	-0.117333333333333
VAX2	-0.1655
SETDB1	0.731333333333334
LRAP	-2.38066666666667
GCLM	-0.993666666666667
CPEB3	1.9955
PPM1A	0.444625
INTS1	-0.12125
CAMTA1	0.4115
SAMSN1	-2.096
LOC158830	-1.6385
GMPPA	-0.385875
AIPL1	0.00174999999999999
IL24	0.57225
BDKRB1	-2.34316666666667
MLF1	0.9326
TAF12	-0.458
ID1	-2.361375
THADA	-0.174375
PIK3CB	-0.48925
OR4N5	0.2705
TBC1D17	-0.0176666666666667
COX8A	-0.07725
CDCA4	-1.191
C2orf44	-1.06725
ZNF534	-0.92275
IMMP1L	0.3185
NIPSNAP3B	0.62825
FTMT	-0.263875
PWP2	-0.104
MMP15	0.3769
DNAH11	-0.677
MTMR14	-0.23275
DNAL4	1.26625
IPP	-0.98
TMEM59	1.0325
C1orf157	0.182
RGS4	-0.5845
DDX18	-0.842666666666667
SNX6	-0.26675
ZNHIT2	0.591
NCDN	-0.058
FLJ33534	-0.04875
RAG1	-1.248375
OR4D10	0.132
PTPN5	0.566166666666667
POMT1	0.404125
LRRC8A	0.5029
CYP1A1	-1.55375
CAPN1	0.0403333333333333
DDHD2	-0.312125
GRIK2	-0.05575
GNRHR	0.3475
PPBP	0.1215
HTR3A	-0.452875
SLITRK4	0.918
ANKRD49	-0.40925
BTF3	0.5507
SARS	-0.17225
C13orf18	0.273333333333333
CACNB1	-0.135428571428571
QKI	-0.380090909090909
SETMAR	-0.12375
MAN2B1	0.844833333333333
EML3	0.248
ACADL	0.2865
OFD1	1.415625
DEFB114	-0.088
CGA	-3.1049
PEX16	0.3875
LRRC10	0.15
GNG12	-0.1235
C1orf152	0.0903333333333333
CHRM1	0.157
CD53	0.46725
DBH	-0.427
TFAP2B	-1.385875
HIST1H2BJ	-0.8865
FAM46D	0.1085
TMEM11	-0.3125
C3orf32	-0.1075
PCCB	-0.244
IPO13	-0.01225
C6orf105	-3.13525
COMMD5	0.5985
SUV420H1	-0.4929
LTBR	0.66475
ARHGAP15	-1.098625
HDHD2	0.93825
TDRKH	1.24366666666667
LOC401052	0.6135
PSG4	-0.53975
GNB4	-0.7402
SPATA4	0.55125
SLC9A3	-0.1155
OSBP	0.068
NBPF3	-0.424166666666667
DOCK11	-0.649
SLC39A5	-1.53166666666667
PRR5	0.9875
C10orf63	1.013
SMTNL2	-0.98175
ADRA1A	0.19175
ASAH1	3.4555
DOM3Z	-0.022
GIPR	0.495666666666667
AHI1	-0.32
NADSYN1	-0.4145
RGS14	0.0284
IL18BP	0.725
RTN4RL1	1.8355
ARMC6	-0.35375
PSMD5	0.354833333333333
HK3	0.8768
OR4S1	0.12525
RSU1	-0.0292
MAD2L1	-2.11344444444444
EIF4A3	-0.418
DLEC1	0.143666666666667
E4F1	0.753
CHMP2B	0.3249
CAMSAP1	0.09425
RPS21	-0.816666666666667
ARID5A	0.916
UBE2N	0.4601
IGSF8	0.797833333333333
MAGEB6	-0.446
ACAD11	-1.4254
MGC4172	-0.5485
LMO4	0.24425
KLKB1	-0.45225
HP	-0.3175
HDAC3	0.2015
SCHIP1	0.21875
CLCA1	0.1865
OLFML2A	0.727125
C1orf112	-0.66725
KIF19	1.05908333333333
HAPLN4	-0.1821
CXCR7	0.830833333333333
GOT2	0.4585
RAB38	-2.0025
DCX	0.8755
PPM1H	2.73158333333333
NFYC	0.495666666666667
KIN	-0.310375
ZNF228	1.64225
PLSCR4	1.83783333333333
HIG2	-0.71825
FAM79B	7.272
C21orf86	-0.1085
KCNK10	0.1925
ZNF738	-0.453
FSTL5	-0.5535
OR6A2	0.403
OTOA	0.897666666666667
EXOC1	0.147
AHRR	-2.984125
PDAP1	-1.968
C19orf6	-0.020875
ZAN	0.032
LY6G6E	0.007
EIF4E2	-0.53225
C20orf198	1.053
ZNF324	0.66
CYP3A5	-2.4765
ENTPD7	1.01016666666667
MBOAT5	0.994833333333333
GJB5	-0.675
TTC13	0.20425
S100Z	-1.07316666666667
KIAA0664	-0.493
PDGFRB	1.74183333333333
IL17D	-0.62675
OR56B4	-0.39
RDX	-2.1855
SLC34A3	0.785
IL28B	0.17
JUND	1.237
CHRNB1	-0.06925
CAMK2B	3.11975
FETUB	-1.29075
CXorf23	1.121125
MRTO4	-1.295375
TTC3	1.7125
NDUFB8	-0.0233333333333333
EDG2	-0.43275
SEMA3G	0.61225
IL23A	-1.7975
GRHL1	0.6076
LOC441054	-1.8765
WDR65	0.27125
PSTK	-0.553
STOML3	-0.0408333333333333
R3HDM2	0.3123
C5	-2.81025
SLC2A10	0.427333333333333
C3orf22	0.32525
PAQR3	-1.20938461538462
ANKRD26	0.165333333333333
HCRTR1	-0.06
LOC399947	-0.12025
PSD2	-1.31125
TIGD2	-0.00266666666666667
SCRN1	-1.15325
COQ10A	0.34875
DDI2	-0.078
METTL7B	-0.141333333333333
UCN2	0.59
FAM92A3	-0.5395
WDR16	1.39775
ZNF511	-0.00833333333333333
ZMYM5	-0.59975
POLR3G	-2.568
ZNF586	0.4845
C1orf49	0.0833333333333333
TANK	0.183166666666667
RCAN1	0.0781666666666667
PELI3	0.881333333333333
LIMD2	-0.5095
TMEM189	-0.605
NTN4	2.675375
LOC151300	-0.181
CLEC2A	0.25
GPR135	-0.305875
DPYSL4	-0.87
JAK2	0.164333333333333
TSHZ1	1.09833333333333
TM9SF4	0.159625
ZNF264	0.784333333333333
SIRPG	1.294375
BICD1	-0.27675
HERC6	3.0995
METTL5	-1.153
CASP1	0.9115
PRRT1	-0.242833333333333
PLA2G4C	2.46283333333333
ICA1L	0.0705714285714286
TPTE2	-0.1985
OTUD7A	0.877833333333333
AQP11	-1.005
APOA2	-4.3351
KALRN	-0.5333
SECTM1	1.41758333333333
IFNAR1	-0.07075
TALDO1	-0.167125
RAB11FIP4	0.40375
EIF5A	-1.5225
FAM49A	1.533
NEGR1	0.262166666666667
YTHDC2	0.870875
EHD2	-0.327375
NCF1	1.8953
SCRT2	1.1335
HOXA5	-0.318333333333333
NUP133	1.18025
FGF12	0.6731875
SLMO2	-0.330125
SNTA1	0.853125
CACNG2	0.1995
GCM1	0.176875
ELF1	0.256166666666667
TLR5	1.966
TCFL5	-0.882
RBMY2FP	-1.0055
LOC100125556	0.722375
FAM129B	0.538875
MAP3K7IP1	0.077125
NCK2	-0.197
OXA1L	-0.84325
FMO9P	0.389
ZSCAN12	0.1995
PSMD12	-0.780833333333333
HSCB	-0.901
CLDN10	-2.56425
MGC13053	-0.187
HPCAL4	-0.290666666666667
ASZ1	-0.2475
MEX3D	0.302333333333333
NFAT5	-0.4695
CSPG4LYP1	-0.239333333333333
FBXO3	0.6151
DVL1	-0.655666666666667
CMKLR1	1.35466666666667
TYMS	-2.2655
PEF1	1.15775
ZNF750	0.344833333333333
MCM5	-0.5361
MEGF11	-0.6825
KCNK7	-0.2655
PTP4A3	-0.0705
C1QTNF2	-0.210833333333333
OR6S1	0.1175
FAM122B	-1.03275
ZNF551	-0.16725
HBQ1	-2.274
GEMIN6	-0.67
ARSK	-0.704
RBP7	2.13483333333333
CPNE9	0.1815
DSC1	0.1885
LOC730112	-0.47875
MAP2K4	1.693625
HS3ST5	-0.0315
EPB41L3	2.21225
TEKT2	1.14625
CDKN2B	0.594083333333333
ZNF480	-0.18
MAP3K6	0.4002
MAP6	1.723
HN1	-0.0969
OR2L13	0.288166666666667
SLC16A11	0.24425
FAM96A	-0.16825
APOL1	0.52525
C5orf32	0.54175
RTP1	-0.1725
RNF175	-0.922375
ZBTB41	1.289875
AHCTF1	-0.117
SAE2	-0.3423
ITGA2	-0.0290833333333333
MME	-1.37666666666667
CCDC14	-0.9595
MAST4	2.16485714285714
KRT33B	-0.8735
KCTD2	-0.0353333333333333
WDR26	0.580916666666667
MFI2	-0.014375
NR4A3	-0.74475
ARSA	1.7085
UNKL	0.111
SULT6B1	0.346
CCNA2	-2.90916666666667
SOX15	-0.5525
PPAPDC1B	-0.0445
C19orf44	0.654
MCAT	0.88075
ARID1B	0.1325
OR52N1	0.097
C12orf48	-0.89075
MAGI1	0.05925
NIPA2	-0.557
GBX2	-1.21225
RSHL3	0.57775
RAVER1	0.425333333333333
C15orf17	-0.52525
SLC30A2	1.1445
ZNF518	-0.5405
PCYT1B	-0.98125
C10orf114	-1.0335
EIF3H	0.601833333333333
SLC25A39	-0.916
KIF1B	-0.46675
AMOTL2	-0.28475
C6orf120	0.322
PSRC1	-1.3355
PLA2G10	2.822125
KIF5C	0.255375
MRPL37	-0.6435
C17orf62	0.274166666666667
C9orf135	-0.0545
DUSP10	0.3843
CLCNKB	0.3615
PSMA5	-0.309375
C8orf53	-0.2785
AMPD3	1.54833333333333
PIAS1	-0.4065
ADCYAP1R1	-0.0635
GYLTL1B	0.662
CDH20	0.232166666666667
FBXO7	0.13575
TMEM134	0.355833333333333
FLJ14213	0.756666666666667
ZNF3	-0.78575
LRRFIP1	-0.029125
CNOT2	0.668416666666667
ABI3	2.1395
ALDH5A1	-0.398416666666667
HNT	2.2512
SERPINA4	-1.209
TK2	0.6075
STMN1	-1.73777777777778
GUCA2A	-0.057
GALNT10	1.00864285714286
DPP6	-0.3045
C9orf93	0.7445
PRELID2	-0.60575
STK39	0.93375
SFTPA1	-0.46275
CKS2	-0.937555555555555
RHO	0.1305
C20orf135	0.0215
XKR3	-1.468
CR1	0.23625
RPS6KA2	0.826571428571429
C20orf112	0.5525
MRPL22	1.1135
C4orf23	0.556
GADD45B	1.23025
KLHDC1	0.859833333333333
C2orf48	-2.0555
ZNF287	0.581
DAAM2	-1.023
DPPA2	-2.319
TCTN3	-0.0635
DNAJB11	0.202
FPR1	2.85025
DEFB4	0.1375
PTCD2	-0.0235
SMOC2	5.104
CABP7	0.30075
SERPINB11	-0.079
MAGEF1	0.39725
NDE1	0.674833333333333
ITGA10	0.3315
FSHB	0.0535
ANXA2	0.463125
HORMAD2	-0.0405
HLCS	1.1365
MCF2L	1.13566666666667
FH	0.0865
TBC1D24	2.1365
KIAA1505	1.27475
LGALS2	-0.68075
CNBD1	0.054
SYNPO2L	-0.188
PTPN23	-0.0215714285714286
C1orf183	-0.198333333333333
MAGEA8	-2.1195
DGCR8	-1.1505
GSR	-0.53875
PAQR7	0.12825
ZNF676	-0.47
CACNA1C	0.316
SP7	-0.017
PDCD6	0.495
NRN1L	-0.8205
BRI3BP	0.14875
KIAA1183	0.45775
ASB4	0.15725
CCL23	0.2676
OBSL1	-1.10125
SLC12A7	1.16475
KIAA0240	0.939125
CD1B	-2.64783333333333
FCGR2A	2.07175
MDC1	-1.363
HTR1A	0.128833333333333
OCEL1	1.3795
ATP11B	-1.3595
FBXO34	0.078
PCDH12	3.47333333333333
RPE	-0.88225
C17orf74	-0.028
CSDC2	0.292333333333333
PET112L	-0.29175
TMBIM1	0.0535
P2RXL1	-0.36325
TCHP	0.7525
TRMT1	-0.8785
F2RL2	0.0244166666666667
LRRC32	2.727
IMPG2	0.1175
BGLAP	-0.30625
LOC493869	-0.60575
MRAS	1.11425
SLC35F5	-0.07225
CBWD1	0.222
AXL	-1.166375
ATP2C2	2.14625
TELO2	-0.45925
PNPLA3	-1.9595
PCDHB14	0.38375
CD276	0.36225
KRT80	-0.95875
DUSP28	0.347
CSNK1E	-0.1435
SRP14	1.3045
KCNQ4	0.2785
KRT72	0.0743333333333333
CCDC117	0.5915
C6orf89	0.319611111111111
TUBB2B	-2.07333333333333
RTN4IP1	-0.558
CR1L	-3.05866666666667
CEND1	0.50775
C12orf41	0.6035
RNF31	0.31925
UBN1	1.0455
C17orf32	0.474
SLC5A7	0.187
GPR92	0.966333333333333
ESAM	1.9845
CTNNA1	0.501166666666667
HRBL	0.3435
CBX4	-0.05325
TMEM182	-0.3805
SH3TC2	-1.042
IL10	0.557
PXMP4	1.431
RNF167	0.2203
PAK7	0.0868333333333333
ETV3	-0.2545
ATPIF1	0.4035
LOC554207	-1.31083333333333
OR8H1	0.057
WDFY3	0.3645
DPM1	-0.24075
GPSM1	0.0455
WDR92	0.0932
LRP1	0.8265
ANKH	-0.24875
THUMPD3	-1.065
POLR1B	-1.169
OLFM4	2.21333333333333
RAD9B	0.911
TSPY2	-2.7295
PAX6	-0.882
SCG2	-0.606
SLC17A6	-0.05425
FMO3	1.69325
PADI4	0.03375
TUBB4	-0.5111
NLK	-0.48825
POU4F3	-0.236
SDF4	-0.18175
ITGBL1	3.59633333333333
NETO1	-1.378125
TAP2	-0.00712500000000001
ABBA-1	0.0464166666666667
GNAI1	-0.7895
VPS4B	0.9805
NOPE	-0.4436
GALNT6	2.72683333333333
SESN1	0.512375
GBE1	-2.06677777777778
CLASP1	-0.157
RASGEF1B	0.381625
ACOT11	0.00514285714285714
AFAP1	0.02575
OR2H2	0.12925
DPY19L2P1	-0.11125
DZIP1	-1.87325
SEC22C	-0.206916666666667
GPR161	-0.600083333333333
RNF146	0.45625
WDR74	-0.821375
GALP	0.161
PURA	1.1915
DNPEP	1.1505
RP11-78J21.1	-1.06875
ERBB2	1.55175
FANCM	-0.781666666666667
NEO1	0.7825
DDX3Y	-4.237
RPS3A	-0.533
MXRA7	0.0570714285714286
LGALS3	-0.988833333333333
GLT8D1	0.1215
CFL2	-1.91416666666667
UPB1	-0.032
NAP1L5	0.502
CLDN14	-0.94225
DHX38	-0.475
BTBD1	0.123
TARS2	0.928333333333333
ABCF1	-0.4878
FCF1	0.310833333333333
LRRC49	0.3405
GUCY1B2	-1.0105
C1orf177	0.042
SMARCA4	-0.174285714285714
LRP8	-2.982
TAGLN3	-0.3535
MRPL14	-0.23925
TTRAP	-0.15
ZDHHC20	-0.0165
NFE2L3	-1.2955
KIAA1377	0.68675
PALMD	0.3161
TMEM43	-0.5185
TTL	-0.9645
STAT5B	-1.01483333333333
SSB	-0.90375
OR10H5	-0.1035
SLC22A13	-0.316
AKAP3	-0.5015
TIMM23	0.0208333333333333
OAS2	2.26883333333333
KIAA0423	0.48075
TRIM11	1.167
GLIS3	1.16425
TMEM50B	1.57616666666667
ARHGEF4	-0.454
DEGS1	0.385727272727273
TBL1XR1	0.586633333333333
G6PD	-2.079
SP140	0.3591
MUC17	-0.0314285714285714
NUDC	-0.2119
DNAJC5B	0.971833333333333
SCARA3	-0.667
CPA3	4.81
BCAT2	0.372625
MFN1	-0.4654
NRG3	0.115
SNX11	0.88125
PLEKHH1	-0.717
GPR177	-1.23533333333333
HCFC2	0.49975
TCAP	-1.066
MOCOS	-1.979
C14orf93	-0.169
PRDM10	-0.183666666666667
SLC16A4	1.09991666666667
SRGAP1	0.176166666666667
VIP	0.28475
DUSP27	0.349333333333333
LILRA1	0.4949
MC2R	0.1515
MGC24103	-1.371
MBTD1	-1.3635
FUT11	-0.301
USP33	0.2102
C15orf39	-1.17375
MAP3K12	0.447375
PAAF1	-0.767833333333333
BARHL1	-0.1695
FLJ16165	-0.1725
PIWIL2	-1.83675
SYNE1	0.77775
CMTM4	0.362375
TSPYL1	0.7504
GUF1	-0.512666666666667
TMEM157	1.4205
WDR44	0.07475
HIST1H3C	-0.2895
DKFZp666G057	1.68825
RNPEP	0.54
GAS2L2	0.258333333333333
ADH4	-3.90375
GRPR	1.86016666666667
FBXL17	1.32925
ZBTB10	-0.3075
Gcom1	0.387277777777778
HTRA1	1.5133
ZNF585A	0.220666666666667
SLC26A2	0.807714285714286
OTOP3	0.0308333333333333
WISP1	2.21866666666667
ATP2B4	0.0365833333333333
FLJ10769	0.60075
CRAMP1L	0.016
CHST12	-0.576
RAB22A	0.4725
TARDBP	-0.205785714285714
STAU1	0.573
CRB3	2.24366666666667
MIG7	-0.49475
CHMP1A	-0.361666666666667
ZNF160	-0.012875
B3GALT6	-0.014625
BARX1	-1.2265
C6orf167	-1.2589375
NXNL1	0.255
DHX29	0.743
HADHB	-0.018
PLXNB2	0.569875
ILDR1	-1.01875
SLC15A3	2.6585
GAS2	-4.178
C20orf69	0.0795
NUMB	-0.11475
TNIP1	0.40425
MESP1	0.477333333333333
PSKH1	-0.2345
NSFL1C	0.331
RHOG	0.06725
HEY1	-0.989666666666667
KNG1	-1.06975
ITGAX	1.4789
LIN9	0.138666666666667
CANT1	0.5355
XRN1	-0.00635714285714287
CCDC96	1.8567
HEATR6	-1.67583333333333
GNG7	0.577
RUNX2	0.8476875
SOX1	0.2535
FCRL5	0.1908
ZNF99	0.1565
FAM9A	-0.196
SNX22	0.4755
MBNL3	-1.5955
ODC1	-1.8526
ADORA2B	-2.729
NR2F6	1.25175
ZFYVE16	0.228055555555556
SYNJ2BP	1.0117
POLE	-0.715875
E2F2	-1.219125
THRA	1.57483333333333
PTGES2	-0.750333333333333
HIP1R	1.08816666666667
TMUB1	-0.637
ENO3	-1.43225
RSPH10B	-0.4995
CXorf39	0.6955
IRGC	0.01625
GPR109B	-0.60175
FLJ13305	-0.5535
LCE3A	-0.2725
TNFRSF18	0.1095
DET1	-0.00575
TRPM3	-0.03875
C16orf79	-0.5115
FECH	0.594666666666667
RAP2A	-0.3555
CRIP1	2.78683333333333
AZIN1	-0.58975
SLC7A7	3.27525
IL10RA	0.857
TMEM64	-3.224
CDC42EP4	0.5256
C16orf58	0.3104
ARG2	-2.54625
POU5F1P4	-3.8835
FAM62B	-0.16125
DNAH8	-1.3284
ASH2L	-0.01325
TSLP	-3.011
CNTNAP5	-0.131833333333333
TMEM16C	-0.286
IFNA14	0.1825
SLC1A3	0.427375
CABYR	1.01225
BCL7B	-0.0171
NUDT13	-1.67883333333333
C13orf28	0.2005
C1orf53	-0.00025
ARL6IP4	0.92
RPL35A	-0.28725
EMR3	0.192
RAB40C	0.66225
SLC41A1	0.172833333333333
LRCH1	-0.11275
LY6G5B	-0.2575
FAM124A	-0.122428571428571
MGC10981	-3.8615
CLIP3	0.0497
MAP4K2	-0.304166666666667
CHIC1	-0.16725
SULF1	3.99416666666667
C20orf30	0.557071428571429
PRDM5	-0.3825
ELOVL1	-0.01575
C11orf48	0.5455
SLC39A10	-0.24175
KCNV1	-0.0945
ACP1	-0.842833333333333
ZMYM2	-0.4335
B3GNT6	0.0645
C9orf69	0.17375
C2orf15	0.2
C20orf166	0.567
HSP90AA6P	0.147
EDG7	0.2515
NEURL	1.583125
LPL	1.56383333333333
CLEC2D	-0.513
GRRP1	1.42083333333333
CD8B	-2.9877
HIST1H3D	-0.658666666666667
SLC6A12	0.435
FAM27L	-0.052
CD84	1.4591
RASA1	-0.089
PHKG1	-0.1755
MAGEA11	-1.418
IMPA1	-1.1632
NPM3	-2.33475
RARRES1	2.61625
SH3BP1	0.070375
B3GNTL1	-0.72
ARPC5L	0.459333333333333
KLHL26	0.7055
SIM2	1.6225
GJC1	0.3465
C20orf194	0.56275
EXO1	-2.401
SLC2A2	-1.67533333333333
LOC285074	-1.42625
LRG1	1.44975
KIRREL	0.255
PIK3R1	1.95614285714286
C4orf34	1.352
MAF	0.0266111111111111
ADCY4	2.77083333333333
ZMIZ2	0.4353
SLC46A3	0.579833333333333
STAMBP	-0.634
CCDC16	0.436
MS4A12	0.0525
TCF20	0.22
LRRC46	1.364
C20orf152	0.50975
MRPS6	0.434625
ABCB11	0.159
KCNC2	4.59283333333333
CDH19	-1.3275
C9orf123	0.370833333333333
SSH3	0.84525
LDLRAD1	0.62025
CCBE1	-0.74575
ZNF135	0.915875
TAAR1	0.4345
WFDC12	0.6875
CCDC42	0.0266666666666667
FLJ12529	-0.78775
PER1	-0.9365
TIMM50	-0.422666666666667
SMARCAD1	-0.541666666666667
FAM26C	0.8865
TP53TG3	-2.23516666666667
SH3RF1	2.0038
LMCD1	2.7435
GPR63	-0.1695
FLJ21986	-2.1665
AIFM3	0.17725
MICAL1	0.621
BLZF1	1.264
IQCA	2.20783333333333
PCDHGC3	-0.129
SAC	0.162
BCL6B	1.804
DDO	1.363
MARCO	2.68125
DCHS1	1.49766666666667
C1orf170	-0.6685
CD200R1	0.548
C22orf15	-0.05
SEPT11	0.3735
ADNP	0.077
UST	-0.8467
C13orf34	-1.07066666666667
RFFL	0.2075
APBA3	0.045
C2orf60	-0.459375
CUTL1	-0.1108
PMS1	-0.92175
ZNF689	0.7915
EIF3E	-1.23533333333333
IL9	0.0458333333333333
RPL31	-1.02925
LY9	0.1425
ATP2B3	-0.15825
KDELR2	0.0532916666666667
TFCP2	0.930375
NLRP12	0.567875
FLJ45422	-0.52625
TLE4	-0.8669
ZNF570	-0.122
FLJ43806	-0.602
TLK2	-0.5735
CIR	0.756
MARS2	-0.271
COL24A1	0.24225
SDF2L1	0.107
HIBADH	-0.658166666666667
IGFBP3	-1.6775
C12orf23	0.979875
PSPC1	-0.28275
C20orf43	0.56675
TRAV20	0.1625
ARHGAP24	0.209
KIAA1975	-1.352875
C1QA	2.8195
DNTT	-3.68833333333333
C10orf6	0.05625
C11orf41	-0.290375
HNRPF	0.137875
COL11A1	6.987
UBAP2	-0.545
CDKN2AIPNL	-0.4585
C20orf174	1.976
SPRED2	-0.212
PLA2G12A	0.0236666666666667
ICEBERG	-0.987
SCN10A	-0.103
C11orf65	-0.33875
GBP5	3.59675
PITPNC1	-0.716666666666667
POU3F3	-0.0345
NCOA7	-0.701375
LIN7C	-0.1116
LOC348840	-0.5255
NKX2-2	-1.55975
ANKRD13D	0.164625
LOC123688	-0.167
