Hybridization REF	TCGA-AR-A0TS-01A-11R-A115-07
DCC	-0.02575
SPAG7	-0.698
FBXO18	0.24175
UBE3C	-0.4157
HOXC6	-0.128
LRP2BP	0.0968333333333333
MYST2	-0.5605
PDSS2	-0.2775
ATE1	-0.25775
ARAF	-0.59675
KLF10	0.2065
PLA2G2E	-0.036
ASCL1	-1.6265
TSNAXIP1	0.002
FAM131B	-0.294
IFNA10	0.3605
NUP43	-0.622625
FAM44B	-0.224125
L1TD1	-4.831
NMD3	0.0285
C18orf54	-1.0056
PHOSPHO1	0.102
RAG2	-2.0915
EMILIN3	0.03
METTL3	-1.03525
VPS13C	1.8405
REXO2	0.22975
ANXA4	0.447
CA1	-1.2395
DCP1B	-0.02125
TULP3	-1.12866666666667
ATP2A2	0.124428571428571
ATIC	-1.00425
ADAM15	0.0195
NPL	1.40966666666667
LGR4	0.379
UEVLD	0.361666666666667
GAB1	1.312
SNAI2	0.472833333333333
ZGPAT	0.1435
SNF1LK	0.253125
DLEU1	-1.30575
UBE2Q1	0.679625
ZMYM6	0.264375
JPH3	-0.802833333333333
FAM38A	-0.0303333333333333
PXK	0.2405
DENND2D	2.50125
BAX	-0.854333333333333
CP	-2.03918181818182
RPL37	0.449
G6PC3	0.36575
NCOA4	-0.532333333333333
LRRC14	0.1625
GORASP1	0.0955
FCHO2	0.221375
CYP24A1	-3.361
FXYD3	2
SMARCAL1	0.356
ABCB8	-0.6905
CCDC44	-0.544
PRDM7	-3.71125
USH1C	-1.48425
DNAH5	0.188
SRF	0.513583333333333
MAL2	2.817
PGPEP1	-0.3705
SIN3B	-0.337
SEMA3C	-1.56166666666667
GRAMD3	2.78
FBXO10	-0.287875
OR5D13	-0.0445
FLJ31818	0.61625
CACNA1I	1.299625
S100A13	0.921
TP63	0.7125
ANXA11	0.5463
WDR66	1.23425
CSF2RB	1.05
IFI44	1.325
DACT1	0.776666666666667
ANKRD23	-1.39275
ATP5G1	-0.551833333333333
C21orf70	0.223166666666667
PPWD1	-0.36475
DNAJC13	-0.17125
PAH	-6.05566666666667
PTCH2	0.21675
TRMU	-0.78325
CCDC9	-0.146
USP3	-0.2629
DCLRE1C	0.9244
FAM55C	0.4815
FRMD4B	2.0655
CYP2R1	0.1955
RFPL1	-0.8364
XPO5	0.637
ARL6IP2	1.4875
OSBPL5	1.07825
MMP9	4.17963636363636
KIAA0802	-0.807125
DHRS2	-3.88583333333333
SGEF	1.283125
TXNDC10	-0.3466
EXOC6	-0.062
RPS27	1.29933333333333
PNCK	-1.333
FSTL1	0.079
AACS	-0.3175
SLMAP	0.323666666666667
SAMD4A	1.5909
ABRA	0.4095
SMARCD3	0.383
PKNOX2	-1.023
A4GNT	0.13
C9orf39	-0.847833333333333
RALYL	0.09875
MGC33556	-1.1455
C10orf25	-0.364
BBOX1	5.95425
NHEDC1	0.4645
XDH	-1.085
GCSH	-0.739
EDN1	2.04016666666667
MTERF	-0.72525
CLK4	-0.059625
ZNF799	-0.104833333333333
KCNG1	0.100285714285714
CXCR4	1.12266666666667
PTPRR	-3.6815
IRAK1	0.73775
LOC401397	0.27825
TMSB10	1.45907142857143
CXCL3	-3.3638
TMC4	1.1225
OR7A10	0.535
STYK1	2.31275
CHRNA10	0.46825
CCNI	0.62625
EP300	1.06092857142857
LOC165186	0.454166666666667
HIC2	-2.9215
SDR-O	0.0475
OR2W1	0.5655
KCNA6	-0.152
TRIM74	-1.13425
REEP6	-1.21975
ATP5G2	-0.0705
ERG	0.941375
TMEM42	0.225
PARN	0.089
SOD2	0.460125
DIRAS1	0.473
PNPT1	-0.6165
JOSD3	-1.34575
hCG_40738	1.9125
PDE1C	0.009
SEMA4D	0.83625
AGPAT1	1.13716666666667
NOSTRIN	-0.91975
MAP3K3	0.696166666666667
MAX	0.146857142857143
CAPS	3.113
SERPINA12	-0.2655
OSBPL8	-0.163375
RICS	0.4334
NR4A2	-1.98216666666667
PPCS	1.0525
LONP1	-1.18175
SCYL3	1.40125
HERC2P2	-1.58933333333333
FIBCD1	-0.6645
C15orf41	0.20425
DMC1	0.208833333333333
C20orf27	-1.45175
RPS6KA5	-0.266
FAHD1	-0.168166666666667
SLC12A4	0.34625
BRCA1	-2.64225
GBL	-0.065
SLK	-0.1695
NUDT9P1	0.1055
NOXO1	0.5865
USP52	-0.88375
BAZ1B	1.689125
SLCO2B1	3.54
BBS12	0.619
LRGUK	-0.81
TERF2IP	0.3605
COL1A1	4.552
KIAA0090	0.24175
GRK5	0.782833333333333
AP1S2	-0.6492
TMEM52	-0.445
CA11	0.710625
OR4A15	0.1785
ACBD3	1.7974
SPAG11B	0.077
PRDM2	1.5954
FOXP3	0.817
SMYD3	-1.1978
LOC389199	0.4355
LGI2	2.41783333333333
NAPE-PLD	-0.8151
ANKRD6	0.4295
WDR45	0.684833333333333
SHROOM1	-1.707
PSCD3	0.627
PYY	0.342
KCNC1	-1.707
ARHGEF9	1.8996
OR8J1	0.4065
GPR55	0.133166666666667
NS3BP	-1.1365
C10orf22	-0.414166666666667
NAT8L	-0.32375
DUSP4	-2.16483333333333
FOXM1	-0.052
GRAMD2	2.5852
ZBTB48	-0.169
BUD31	-0.8835
PABPC5	0.4485
CCDC41	-0.814
FBXO11	0.238833333333333
C6orf148	0.96075
RFXAP	-0.395
C6orf15	1.65033333333333
CDK8	-0.0436666666666667
C6orf70	-0.56375
TESSP2	0.022
ALG2	-0.06925
PPP1R3D	-0.39125
TPM3	0.526722222222222
SYT13	1.805
EPB42	0.00733333333333334
CETN3	-0.8585
PRY	-0.00850000000000001
NTHL1	0.213833333333333
POLR2B	0.298
RPS28	0.614083333333333
P2RX3	0.24825
LYZL4	0.2
WBP4	0.0775
PMM1	-0.467
C11orf79	0.2885
CBLL1	-0.50225
IL1F10	0.442166666666667
VAX2	0.347
SETDB1	0.0896666666666667
LRAP	-0.499666666666667
GCLM	-0.0481666666666667
CPEB3	0.09775
PPM1A	-0.3974375
INTS1	-0.093
CAMTA1	0.72725
SAMSN1	-1.081
LOC158830	0.460333333333333
GMPPA	-0.232375
AIPL1	-1.003
IL24	1.24341666666667
BDKRB1	-2.16733333333333
MLF1	2.0848
TAF12	-0.2975
ID1	-2.33525
THADA	-0.29325
PIK3CB	0.54225
OR4N5	0.01
TBC1D17	-0.1905
COX8A	0.19225
CDCA4	-0.25975
C2orf44	-0.69175
ZNF534	-0.53825
IMMP1L	0.8755
NIPSNAP3B	1.30075
FTMT	0.55325
PWP2	-0.127166666666667
MMP15	1.2826
DNAH11	0.00575000000000003
MTMR14	-0.012
DNAL4	1.44075
IPP	-0.239
TMEM59	1.10975
C1orf157	0.298
RGS4	-0.2385
DDX18	-0.385166666666667
SNX6	0.29125
ZNHIT2	0.3595
NCDN	0.271833333333333
FLJ33534	0.684
RAG1	-1.71025
OR4D10	0.437
PTPN5	0.0771666666666667
POMT1	-1.0275
LRRC8A	-0.3144
CYP1A1	-1.68775
CAPN1	0.233666666666667
DDHD2	0.04
GRIK2	-0.33875
GNRHR	-0.01025
PPBP	1.115
HTR3A	-0.248
SLITRK4	3.53425
ANKRD49	0.217
BTF3	-0.7408
SARS	-0.3115
C13orf18	2.14816666666667
CACNB1	0.220071428571429
QKI	0.660636363636364
SETMAR	0.353875
MAN2B1	1.039
EML3	-0.3015
ACADL	1.327
OFD1	-0.500375
DEFB114	0.324
CGA	-3.7178
PEX16	-0.0203333333333333
LRRC10	-0.087
GNG12	0.217
C1orf152	0.9615
CHRM1	0.325
CD53	2.1575
DBH	-0.97025
TFAP2B	-2.2555
HIST1H2BJ	1.37733333333333
FAM46D	0.1875
TMEM11	0.0695
C3orf32	-3.0715
PCCB	-0.746375
IPO13	0.679875
C6orf105	-2.10025
COMMD5	1.399
SUV420H1	-0.8816
LTBR	0.40775
ARHGAP15	1.139
HDHD2	-0.334
TDRKH	0.6105
LOC401052	0.4185
PSG4	-0.93375
GNB4	1.0194
SPATA4	-0.38275
SLC9A3	0.1125
OSBP	0.225666666666667
NBPF3	-0.921916666666667
DOCK11	0.708
SLC39A5	-1.46316666666667
PRR5	0.9775
C10orf63	0.922625
SMTNL2	-1.2015
ADRA1A	0.5505
ASAH1	0.8928
DOM3Z	-0.0685
GIPR	0.309
AHI1	-0.98875
NADSYN1	0.0988333333333333
RGS14	0.7028
IL18BP	1.4879
RTN4RL1	-1.00608333333333
ARMC6	-0.5585
PSMD5	-0.162666666666667
HK3	1.7922
OR4S1	0.061
RSU1	2.2119
MAD2L1	-1.68533333333333
EIF4A3	-0.11675
DLEC1	0.822333333333333
E4F1	0.227833333333333
CHMP2B	0.1123
CAMSAP1	0.0185
RPS21	-0.4225
ARID5A	1.0845
UBE2N	-0.2342
IGSF8	0.611833333333333
MAGEB6	-1.652
ACAD11	-1.835
MGC4172	-0.16825
LMO4	0.9835
KLKB1	0.0815
HP	-0.226
HDAC3	-0.011
SCHIP1	2.84275
CLCA1	4.166
OLFML2A	1.241
C1orf112	0.1435
KIF19	1.95716666666667
HAPLN4	-0.0491
CXCR7	0.17
GOT2	-0.3326
RAB38	-3.303875
DCX	-1.135
PPM1H	-0.115666666666667
NFYC	1.09758333333333
KIN	0.322625
ZNF228	0.7285
PLSCR4	2.0725
HIG2	-0.97475
FAM79B	2.139
C21orf86	-0.2494
KCNK10	2.14275
ZNF738	-1.12075
FSTL5	-1.74333333333333
OR6A2	-0.0235
OTOA	1.029
EXOC1	0.56625
AHRR	-3.69625
PDAP1	-2.23891666666667
C19orf6	0.06
ZAN	0.1735
LY6G6E	0.3705
EIF4E2	-0.22675
C20orf198	-0.2175
ZNF324	0.5385
CYP3A5	-3.91033333333333
ENTPD7	0.562166666666667
MBOAT5	0.0661666666666667
GJB5	2.3945
TTC13	0.7675
S100Z	-1.20966666666667
KIAA0664	-0.843833333333333
PDGFRB	1.40741666666667
IL17D	-0.46025
OR56B4	-0.139
RDX	-0.2525
SLC34A3	0.0595
IL28B	0.2265
JUND	0.912
CHRNB1	0.017
CAMK2B	-0.181
FETUB	-0.14025
CXorf23	0.082875
MRTO4	-1.428
TTC3	-0.3894
NDUFB8	-0.444
EDG2	-0.66075
SEMA3G	0.17975
IL23A	0.39875
GRHL1	1.5029
LOC441054	-1.3945
WDR65	0.577625
PSTK	0.01225
STOML3	0.0156666666666666
R3HDM2	-0.2772
C5	-1.29125
SLC2A10	-0.253
C3orf22	-0.0175
PAQR3	-0.444923076923077
ANKRD26	-0.210833333333333
HCRTR1	1.0215
LOC399947	-0.693
PSD2	-0.29475
TIGD2	1.21283333333333
SCRN1	0.10125
COQ10A	-1.17975
DDI2	-0.2725
METTL7B	-0.384833333333333
UCN2	0.29725
FAM92A3	-1.43775
WDR16	-0.0245
ZNF511	-0.7685
ZMYM5	-0.599125
POLR3G	-1.71225
ZNF586	-0.00175
C1orf49	0.409
TANK	0.0695
RCAN1	1.11333333333333
PELI3	0.303166666666667
LIMD2	1.46341666666667
TMEM189	-0.158
NTN4	-2.379125
LOC151300	-0.175
CLEC2A	-2.0885
GPR135	-1.187375
DPYSL4	-2.14
JAK2	0.303
TSHZ1	-0.323166666666667
TM9SF4	-0.084125
ZNF264	0.743
SIRPG	2.545
BICD1	-0.5665
HERC6	1.4685
METTL5	-1.0425
CASP1	1.35575
PRRT1	-0.199166666666667
PLA2G4C	2.64383333333333
ICA1L	-0.7275
TPTE2	0.129166666666667
OTUD7A	2.03633333333333
AQP11	-2.165
APOA2	-3.3787
KALRN	0.7674
SECTM1	1.21483333333333
IFNAR1	-0.03475
TALDO1	0.31325
RAB11FIP4	0.17225
EIF5A	-1.632
FAM49A	3.7005
NEGR1	-0.119
YTHDC2	-1.482
EHD2	0.02575
NCF1	3.2281
SCRT2	1.9825
HOXA5	-0.057
NUP133	0.53975
FGF12	-0.9590625
SLMO2	-0.401375
SNTA1	0.686125
CACNG2	0.305625
GCM1	0.39575
ELF1	0.421666666666667
TLR5	3.483
TCFL5	-0.965083333333333
RBMY2FP	-1.5125
LOC100125556	0.0422499999999999
FAM129B	0.21375
MAP3K7IP1	0.28425
NCK2	0.292
OXA1L	-0.828
FMO9P	0.1755
ZSCAN12	0.518
PSMD12	-0.561833333333333
HSCB	-0.90225
CLDN10	-2.764
MGC13053	-0.4935
HPCAL4	0.111
ASZ1	-0.8465
MEX3D	0.7095
NFAT5	-0.386
CSPG4LYP1	0.0836666666666667
FBXO3	0.6605
DVL1	-0.575666666666667
CMKLR1	2.44466666666667
TYMS	-1.928125
PEF1	0.74225
ZNF750	1.886
MCM5	0.3152
MEGF11	-0.4005
KCNK7	-0.0165
PTP4A3	1.0815
C1QTNF2	1.6185
OR6S1	0.22
FAM122B	-0.3225
ZNF551	-0.24725
HBQ1	-1.663
GEMIN6	0.00375
ARSK	-0.683
RBP7	2.95083333333333
CPNE9	0.051
DSC1	2.8115
LOC730112	-0.08425
MAP2K4	0.034
HS3ST5	-1.79
EPB41L3	0.362
TEKT2	0.59125
CDKN2B	0.782583333333333
ZNF480	-0.683
MAP3K6	0.6554
MAP6	1.6945
HN1	0.4648
OR2L13	0.204666666666667
SLC16A11	0.324
FAM96A	-0.04075
APOL1	-0.228
C5orf32	-0.94225
RTP1	-0.309666666666667
RNF175	0.9305
ZBTB41	1.229875
AHCTF1	-0.4104
SAE2	-0.2499
ITGA2	-1.58733333333333
MME	-1.5325
CCDC14	-0.49425
MAST4	-0.118071428571429
KRT33B	-0.0745
KCTD2	0.144166666666667
WDR26	0.294166666666667
MFI2	2.254875
NR4A3	-0.365875
ARSA	1.38825
UNKL	-0.66
SULT6B1	0.135
CCNA2	-1.10666666666667
SOX15	-0.444
PPAPDC1B	-0.18575
C19orf44	0.0455
MCAT	0.327166666666667
ARID1B	0.583625
OR52N1	-0.28
C12orf48	-1.6675
MAGI1	0.526625
NIPA2	-0.02875
GBX2	-1.749
RSHL3	0.20975
RAVER1	-0.0568333333333333
C15orf17	0.47475
SLC30A2	1.079125
ZNF518	-0.07325
PCYT1B	-0.86175
C10orf114	-0.0815
EIF3H	0.744666666666667
SLC25A39	-0.135166666666667
KIF1B	-0.841125
AMOTL2	1.56225
C6orf120	0.479125
PSRC1	-0.74825
PLA2G10	0.394875
KIF5C	-0.1435
MRPL37	-0.1455
C17orf62	0.621666666666667
C9orf135	0.9335
DUSP10	-0.389
CLCNKB	0.008
PSMA5	-0.6155
C8orf53	0.495
AMPD3	1.50583333333333
PIAS1	-0.4685
ADCYAP1R1	0.4105
GYLTL1B	-0.17825
CDH20	0.235333333333333
FBXO7	0.2715
TMEM134	0.5695
FLJ14213	0.784666666666667
ZNF3	-1.2225
LRRFIP1	0.13175
CNOT2	-0.426583333333333
ABI3	3.04
ALDH5A1	-0.914583333333333
HNT	1.8435
SERPINA4	-2.57375
TK2	0.0498333333333333
STMN1	0.0981111111111111
GUCA2A	-0.168666666666667
GALNT10	-0.189357142857143
DPP6	-1.01205
C9orf93	-0.865875
PRELID2	-0.519875
STK39	-1.112
SFTPA1	-1.69425
CKS2	-1.13688888888889
RHO	-0.019625
C20orf135	-0.024
XKR3	-2.461
CR1	2.197375
RPS6KA2	1.26278571428571
C20orf112	0.26025
MRPL22	-0.42825
C4orf23	0.0241666666666667
GADD45B	1.725
KLHDC1	1.31533333333333
C2orf48	-1.29
ZNF287	1.5675
DAAM2	-0.493
DPPA2	-3.28383333333333
TCTN3	0.0166666666666667
DNAJB11	1.004
FPR1	3.6125
DEFB4	-0.0445
PTCD2	-1.297
SMOC2	4.5775
CABP7	0.64725
SERPINB11	0.3645
MAGEF1	1.58225
NDE1	0.308666666666667
ITGA10	1.4755
FSHB	-0.08
ANXA2	2.512125
HORMAD2	-0.1215
HLCS	0.69125
MCF2L	0.347583333333333
FH	0.655125
TBC1D24	0.646
KIAA1505	1.2045
LGALS2	2.88
CNBD1	-1.1585
SYNPO2L	-0.6855
PTPN23	-0.0860714285714286
C1orf183	-0.304
MAGEA8	-2.947
DGCR8	-1.586
GSR	-1.752
PAQR7	0.432
ZNF676	-0.92125
CACNA1C	-0.2027
SP7	0.517
PDCD6	-0.72325
NRN1L	-0.4985
BRI3BP	-0.510416666666667
KIAA1183	0.668
ASB4	0.33275
CCL23	2.1001
OBSL1	0.312
SLC12A7	0.0113333333333333
KIAA0240	2.81325
CD1B	-1.19766666666667
FCGR2A	2.1255
MDC1	0.69525
HTR1A	0.212333333333333
OCEL1	0.103
ATP11B	0.342125
FBXO34	-0.247
PCDH12	3.34233333333333
RPE	-0.4415
C17orf74	-0.0465
CSDC2	-0.096
PET112L	0.32325
TMBIM1	0.796
P2RXL1	-0.19325
TCHP	-0.2905
TRMT1	-0.934833333333333
F2RL2	-2.5355
LRRC32	2.2445
IMPG2	0.4155
BGLAP	-0.35375
LOC493869	-2.23333333333333
MRAS	2.8025
SLC35F5	0.14525
CBWD1	-0.507
AXL	-1.456625
ATP2C2	1.9045
TELO2	0.187
PNPLA3	-4.00525
PCDHB14	-0.528
CD276	0.31575
KRT80	-0.05
DUSP28	0.014
CSNK1E	-0.13875
SRP14	0.66
KCNQ4	0.2315
KRT72	1.2475
CCDC117	-0.067
C6orf89	1.10538888888889
TUBB2B	-0.0166666666666666
RTN4IP1	0.49225
CR1L	-0.428
CEND1	0.1135
C12orf41	-0.436833333333333
RNF31	0.194
UBN1	0.659833333333333
C17orf32	0.785125
SLC5A7	0.1805
GPR92	1.61683333333333
ESAM	2.0108
CTNNA1	0.2665
HRBL	-0.1022
CBX4	-0.5225
TMEM182	0.47525
SH3TC2	0.00600000000000001
IL10	1.45166666666667
PXMP4	1.1695
RNF167	0.2427
PAK7	0.323833333333333
ETV3	-0.3255
ATPIF1	-0.522333333333333
LOC554207	-1.627
OR8H1	0.2195
WDFY3	-0.0905
DPM1	-0.66425
GPSM1	-0.3985
WDR92	-0.2735
LRP1	0.214333333333333
ANKH	-0.03275
THUMPD3	-1.04675
POLR1B	-0.901
OLFM4	5.04183333333333
RAD9B	1.08075
TSPY2	-4.1195
PAX6	0.742166666666667
SCG2	-2.3625
SLC17A6	0.14825
FMO3	2.96
PADI4	0.344125
TUBB4	0.3582
NLK	0.13625
POU4F3	-0.1795
SDF4	-0.23475
ITGBL1	0.863666666666667
NETO1	-1.6155
TAP2	0.1305
ABBA-1	0.926583333333333
GNAI1	-0.10275
VPS4B	0.793
NOPE	-0.1421
GALNT6	-0.029
SESN1	0.329
GBE1	-1.71555555555556
CLASP1	0.48375
RASGEF1B	1.308875
ACOT11	1.62842857142857
AFAP1	0.81725
OR2H2	0.0475
DPY19L2P1	-0.71975
DZIP1	-2.235
SEC22C	-0.305083333333333
GPR161	1.10125
RNF146	0.29825
WDR74	-0.382875
GALP	-0.01
PURA	0.0445
DNPEP	-0.414333333333333
RP11-78J21.1	-0.92775
ERBB2	1.873625
FANCM	-1.04325
NEO1	1.26966666666667
DDX3Y	-5.3343
RPS3A	0.68275
MXRA7	-0.0990714285714286
LGALS3	-0.9395
GLT8D1	-0.65625
CFL2	-0.624
UPB1	0.28825
NAP1L5	-1.077625
CLDN14	-1.4085
DHX38	0.3425
BTBD1	0.5535
TARS2	-0.0545
ABCF1	0.673
FCF1	-0.207
LRRC49	0.045
GUCY1B2	-2.4725
C1orf177	0.620333333333333
SMARCA4	-0.831571428571428
LRP8	-1.93266666666667
TAGLN3	-0.697
MRPL14	1.13875
TTRAP	0.768
ZDHHC20	0.93175
NFE2L3	-0.064
KIAA1377	-0.07275
PALMD	0.5877
TMEM43	-0.24375
TTL	-0.860125
STAT5B	-0.435333333333333
SSB	-0.90775
OR10H5	0.2915
SLC22A13	-0.61475
AKAP3	0.64925
TIMM23	-0.5515
OAS2	2.36883333333333
KIAA0423	0.1005
TRIM11	0.345833333333333
GLIS3	0.64
TMEM50B	1.19866666666667
ARHGEF4	-0.446125
DEGS1	0.0620909090909091
TBL1XR1	1.92393333333333
G6PD	-1.06725
SP140	2.0123
MUC17	-0.112428571428571
NUDC	-0.6818
DNAJC5B	2.42633333333333
SCARA3	-0.0441666666666667
CPA3	4.52333333333333
BCAT2	-0.0115
MFN1	0.5197
NRG3	-0.001
SNX11	0.09375
PLEKHH1	-1.22516666666667
GPR177	-1.12016666666667
HCFC2	0.54425
TCAP	0.111
MOCOS	-0.9385
C14orf93	0.1805
PRDM10	-0.554166666666667
SLC16A4	-0.61125
SRGAP1	-0.254833333333333
VIP	0.847
DUSP27	2.9845
LILRA1	1.6393
MC2R	-0.0135
MGC24103	-2.5675
MBTD1	-2.7455
FUT11	-0.4415
USP33	0.1355
C15orf39	0.104
MAP3K12	-0.266125
PAAF1	-1.27633333333333
BARHL1	-0.0135
FLJ16165	-0.0755
PIWIL2	-2.597
SYNE1	0.528083333333333
CMTM4	0.661375
TSPYL1	0.952
GUF1	-1.06233333333333
TMEM157	-0.231
WDR44	0.169
HIST1H3C	0.18925
DKFZp666G057	-0.22
RNPEP	0.25775
GAS2L2	0.0611666666666667
ADH4	-4.20825
GRPR	-0.497666666666667
FBXL17	1.95225
ZBTB10	1.18075
Gcom1	0.988555555555556
HTRA1	0.679
ZNF585A	0.26
SLC26A2	1.11042857142857
OTOP3	0.283166666666667
WISP1	1.53455555555556
ATP2B4	0.07125
FLJ10769	-0.19975
CRAMP1L	-0.230375
CHST12	-0.419
RAB22A	0.852083333333333
TARDBP	-0.0337857142857143
STAU1	-0.20425
CRB3	1.70433333333333
MIG7	-1.2205
CHMP1A	0.548166666666667
ZNF160	0.03375
B3GALT6	-0.024875
BARX1	-1.7065
C6orf167	-0.58325
NXNL1	0.4075
DHX29	-0.113875
HADHB	-0.0695
PLXNB2	0.597
ILDR1	-0.917
SLC15A3	2.7275
GAS2	-3.42983333333333
C20orf69	-1.03275
NUMB	-0.37175
TNIP1	0.269375
MESP1	1.97683333333333
PSKH1	0.01075
NSFL1C	-0.623625
RHOG	1.18475
HEY1	-2.64766666666667
KNG1	-2.522375
ITGAX	2.2902
LIN9	-0.560833333333333
CANT1	0.132875
XRN1	0.312785714285714
CCDC96	0.4856
HEATR6	-1.377
GNG7	1.2835
RUNX2	0.9008125
SOX1	0.134333333333333
FCRL5	3.1427
ZNF99	-0.4835
FAM9A	-0.2195
SNX22	1.44766666666667
MBNL3	-1.07616666666667
ODC1	-0.5871
ADORA2B	-0.547666666666667
NR2F6	0
ZFYVE16	-0.766333333333333
SYNJ2BP	-1.0976
POLE	-0.538625
E2F2	-0.428125
THRA	0.892833333333333
PTGES2	-0.888
HIP1R	0.257166666666667
TMUB1	-0.424
ENO3	-2.05025
RSPH10B	0.0255
CXorf39	1.599625
IRGC	0.15025
GPR109B	0.278
FLJ13305	-1.0535
LCE3A	-0.5725
TNFRSF18	-0.445166666666667
DET1	0.25425
TRPM3	-0.194916666666667
C16orf79	-0.684
FECH	-1.4875
RAP2A	1.7185
CRIP1	1.223
AZIN1	0.333
SLC7A7	3.619
IL10RA	1.8257
TMEM64	-1.42375
CDC42EP4	0.6729
C16orf58	0.3229
ARG2	-2.21875
POU5F1P4	-4.073
FAM62B	-0.09175
DNAH8	-1.1562
ASH2L	0.293
TSLP	-2.43033333333333
CNTNAP5	-0.131833333333333
TMEM16C	0.8425
IFNA14	-0.1805
SLC1A3	0.33025
CABYR	1.1835
BCL7B	0.0974
NUDT13	-1.22083333333333
C13orf28	0.70475
C1orf53	0.4025
ARL6IP4	0.3033
RPL35A	0.6215
EMR3	1.5255
RAB40C	0.0340000000000001
SLC41A1	-0.149166666666667
LRCH1	-0.47325
LY6G5B	-0.379
FAM124A	-0.252142857142857
MGC10981	-3.796
CLIP3	0.5144
MAP4K2	0.474166666666667
CHIC1	-0.101
SULF1	3.27033333333333
C20orf30	-0.107
PRDM5	-0.744125
ELOVL1	1.16175
C11orf48	-0.645375
SLC39A10	-0.83625
KCNV1	0.276
ACP1	-0.3725
ZMYM2	-1.260375
B3GNT6	-0.0881666666666667
C9orf69	-0.18525
C2orf15	-0.10675
C20orf166	0.6785
HSP90AA6P	0.022
EDG7	1.004
NEURL	-1.20425
LPL	3.36166666666667
CLEC2D	0.952785714285714
GRRP1	1.82216666666667
CD8B	-1.4803
HIST1H3D	1.09033333333333
SLC6A12	0.627875
FAM27L	0.178
CD84	2.0583
RASA1	0.185
PHKG1	1.0225
MAGEA11	-1.9205
IMPA1	-0.0334
NPM3	-0.60775
RARRES1	4.442
SH3BP1	0.4395
B3GNTL1	0.1715
ARPC5L	-0.0385
KLHL26	-0.293
SIM2	0.588125
GJC1	0.4815
C20orf194	0.22175
EXO1	-1.114
SLC2A2	-2.4365
LOC285074	-0.55275
LRG1	-2.37425
KIRREL	-0.128
PIK3R1	0.106428571428571
C4orf34	0.3425
MAF	0.978833333333334
ADCY4	3.89566666666667
ZMIZ2	0.7656
SLC46A3	1.46666666666667
STAMBP	0.147166666666667
CCDC16	0.652
MS4A12	0.1935
TCF20	-0.57225
LRRC46	0.62975
C20orf152	0.5175
MRPS6	0.534625
ABCB11	0.789
KCNC2	-0.564166666666667
CDH19	-2.6225
C9orf123	0.1445
SSH3	-0.121375
LDLRAD1	-3.34625
CCBE1	-0.68975
ZNF135	1.636625
TAAR1	-0.441
WFDC12	0.0425
CCDC42	0.567
FLJ12529	-0.90575
PER1	-0.536833333333333
TIMM50	-0.551333333333333
SMARCAD1	-0.371333333333333
FAM26C	0.034
TP53TG3	-1.37016666666667
SH3RF1	1.8966
LMCD1	1.44525
GPR63	-0.141
FLJ21986	-2.260875
AIFM3	-0.54675
MICAL1	1.23
BLZF1	0.6495
IQCA	1.2275
PCDHGC3	-0.62
SAC	-0.0735
BCL6B	1.96933333333333
DDO	-1.20625
MARCO	3.7925
DCHS1	2.23616666666667
C1orf170	-0.592
CD200R1	3.20233333333333
C22orf15	-0.5725
SEPT11	0.559833333333333
ADNP	-0.3295
UST	-0.3119
C13orf34	-0.4065
RFFL	0.346642857142857
APBA3	0.1335
C2orf60	-0.8415
CUTL1	-0.37
PMS1	-1.195375
ZNF689	-0.179
EIF3E	-0.225666666666667
IL9	-0.238333333333333
RPL31	0.35525
LY9	2.336
ATP2B3	0.43
KDELR2	0.490208333333333
TFCP2	-0.454
NLRP12	-0.16525
FLJ45422	-0.09575
TLE4	0.1043
ZNF570	0.1835
FLJ43806	-0.51
TLK2	-0.377375
CIR	-0.14075
MARS2	-0.274
COL24A1	-0.309
SDF2L1	0.0095
HIBADH	-0.267833333333333
IGFBP3	-1.80235714285714
C12orf23	0.52825
PSPC1	-0.22025
C20orf43	-0.2545
TRAV20	0.295
ARHGAP24	0.6735
KIAA1975	-1.1955
C1QA	3.3698
DNTT	-4.10633333333333
C10orf6	-0.446083333333333
C11orf41	-0.77075
HNRPF	0.1805
COL11A1	3.2305
UBAP2	-0.563
CDKN2AIPNL	-0.0865
C20orf174	5.58925
SPRED2	-0.94225
PLA2G12A	-0.633166666666667
ICEBERG	-2.30733333333333
SCN10A	0.159
C11orf65	-0.18525
GBP5	4.7825
PITPNC1	-0.840833333333333
POU3F3	2.197
NCOA7	0.66
LIN7C	0.3709
LOC348840	-1.014
NKX2-2	1.885
ANKRD13D	-0.0405
LOC123688	0.24575
FUT2	1.248
TAAR8	0.336
FZD4	-0.40225
PNMA3	0.234166666666667
OR4L1	0.0075
WIT1	-1.03125
EXOC3L	1.29575
ATPBD4	0.1001
KRBA1	-0.70275
UBXD6	-1.49025
HOXB7	-0.327142857142857
C7orf23	0.109
UNQ338	1.73325
STAB2	3.895
CDC20B	-0.58725
IRF9	1.5875
CENTG1	0.825166666666667
TNPO2	-1.2615
MCPH1	-0.55675
BMS1P5	-1.95925
SLC26A7	3.895
HIST1H3J	1.12825
C9orf3	-0.5412
LBH	1.81325
MYO1D	0.56375
PTDSS2	-0.2625
NFU1	-0.03375
DEPDC4	-2.17375
WNT7B	0.071
GLP2R	-0.126
SETD4	-0.89
DYNLT3	-0.8411
