Hybridization REF	TCGA-AR-A0TV-01A-21R-A084-07
PTPN5	0.027
POMT1	0.211375
LRRC8A	-0.2024
CYP1A1	-1.6625
CAPN1	-0.0566666666666667
DDHD2	-0.87025
GRIK2	-0.2015
GNRHR	0.0195
PPBP	-0.06925
HTR3A	-0.619375
SLITRK4	-0.043
ANKRD49	-0.56975
BTF3	-0.9392
SARS	-0.36975
C13orf18	-0.347166666666667
CACNB1	-0.107214285714286
QKI	-0.0130454545454545
SETMAR	0.653125
MAN2B1	0.791
EML3	-0.119
ACADL	-1.0078
OFD1	-0.575
DEFB114	-0.3665
CGA	2.8948
PEX16	-0.6925
LRRC10	-0.098
GNG12	-0.0005
C1orf152	-0.089
CHRM1	0.325
CD53	1.170375
DBH	-0.9085
TFAP2B	-3.43414285714286
HIST1H2BJ	-1.31216666666667
FAM46D	-0.4385
TMEM11	0.29725
C3orf32	-1.46525
PCCB	0.196125
IPO13	0.409875
C6orf105	-4.312
COMMD5	0.22225
SUV420H1	0.4068
LTBR	1.07225
ARHGAP15	0.0315
HDHD2	0.05925
TDRKH	-0.541666666666667
LOC401052	2.8095
PSG4	-1.075
GNB4	-1.1095
SPATA4	2.87225
SLC9A3	-0.5105
OSBP	0.435833333333333
NBPF3	-0.223666666666667
DOCK11	-1.0965
SLC39A5	-2.20283333333333
PRR5	0.6729
C10orf63	1.698375
SMTNL2	-1.67925
ADRA1A	0.074
ASAH1	2.3685
DOM3Z	0.5372
GIPR	0.494166666666667
AHI1	0.389083333333333
NADSYN1	-1.14466666666667
RGS14	0.7182
IL18BP	1.3404
RTN4RL1	1.63233333333333
ARMC6	-0.39775
PSMD5	0.046
HK3	2.8993
OR4S1	0.24825
RSU1	0.8025
MAD2L1	-1.08
EIF4A3	-0.22775
DLEC1	1.89
E4F1	0.440833333333333
CHMP2B	0.6387
CAMSAP1	-0.4185
RPS21	-0.644
ARID5A	0.991
UBE2N	0.7782
IGSF8	0.484833333333333
MAGEB6	-1.613
ACAD11	0.1735
MGC4172	-0.1085
LMO4	-1.69075
KLKB1	0.6305
HP	-1.268
HDAC3	-0.53425
SCHIP1	-1.30425
CLCA1	-0.4415
OLFML2A	0.14825
C1orf112	-1.55575
KIF19	0.66375
HAPLN4	-0.3098
CXCR7	0.104
GOT2	-0.5308
RAB38	-2.9975
DCX	-1.2755
PPM1H	0.181083333333333
NFYC	0.389333333333333
KIN	-0.2585
ZNF228	0.6715
PLSCR4	2.3325
HIG2	-1.04475
FAM79B	4.6565
C21orf86	-1.2203
KCNK10	0.22075
ZNF738	-1.5685
FSTL5	-1.27733333333333
OR6A2	-0.176
OTOA	0.758833333333333
EXOC1	0.186125
AHRR	-2.585
PDAP1	-1.52733333333333
C19orf6	0.00837499999999999
ZAN	0.132
LY6G6E	-0.1425
EIF4E2	-0.9135
C20orf198	-0.2715
ZNF324	-0.256
CYP3A5	-2.73433333333333
ENTPD7	0.833
MBOAT5	0.792166666666667
GJB5	-2.7005
TTC13	0.089
S100Z	-1.54666666666667
KIAA0664	-0.182166666666667
PDGFRB	1.03191666666667
IL17D	-2.07025
OR56B4	0.057
RDX	-1.497
SLC34A3	0.224
IL28B	0.9135
JUND	1.03325
CHRNB1	1.476625
CAMK2B	-0.85725
FETUB	-1.75425
CXorf23	0.94775
MRTO4	-0.106875
TTC3	1.4527
NDUFB8	-0.363166666666667
EDG2	-2.45775
SEMA3G	1.621
IL23A	-1.19075
GRHL1	1.0162
LOC441054	-1.14
WDR65	1.17857142857143
PSTK	-1.08625
STOML3	0.391833333333333
R3HDM2	0.5325
C5	-1.4665
SLC2A10	1.78083333333333
C3orf22	0.3645
PAQR3	-0.607076923076923
ANKRD26	-0.268416666666667
HCRTR1	-0.118
LOC399947	-0.7535
PSD2	-0.1015
TIGD2	-0.960666666666667
SCRN1	0.158875
COQ10A	0.83175
DDI2	0.1955
METTL7B	-1.28933333333333
UCN2	-0.10225
FAM92A3	-1.01425
WDR16	2.6495
ZNF511	-0.1895
ZMYM5	-1.519875
POLR3G	-3.58225
ZNF586	0.4075
C1orf49	0.256833333333333
TANK	0.226833333333333
RCAN1	-0.263333333333333
PELI3	2.02783333333333
LIMD2	-0.375166666666667
TMEM189	0.311
NTN4	-1.992
LOC151300	0.1685
CLEC2A	-0.581
GPR135	0.241125
DPYSL4	-3.8399
JAK2	-0.0113333333333333
TSHZ1	1.44883333333333
TM9SF4	0.242875
ZNF264	1.08233333333333
SIRPG	2.103875
BICD1	-1.77875
HERC6	0.832166666666667
METTL5	-1.045
CASP1	0.766
PRRT1	0.162333333333333
PLA2G4C	2.329
ICA1L	1.86285714285714
TPTE2	-0.113166666666667
OTUD7A	0.112666666666667
AQP11	2.242
APOA2	-4.771
KALRN	-0.5577
SECTM1	1.28708333333333
IFNAR1	1.28325
TALDO1	-0.41275
RAB11FIP4	0.147
EIF5A	-0.248
FAM49A	2.04725
NEGR1	1.881
YTHDC2	-0.02275
EHD2	-0.6065
NCF1	2.6019
SCRT2	-0.0275
HOXA5	-0.0596666666666667
NUP133	-0.09125
FGF12	-1.1446875
SLMO2	-0.02825
SNTA1	1.174125
CACNG2	0.0905
GCM1	0.27175
ELF1	0.5455
TLR5	3.21175
TCFL5	-0.232333333333333
RBMY2FP	-0.911
LOC100125556	1.19575
FAM129B	0.1275
MAP3K7IP1	0.650375
NCK2	0.5765
OXA1L	-0.3845
FMO9P	0.2205
ZSCAN12	0.91725
PSMD12	-0.0467499999999999
HSCB	0.834
CLDN10	-3.84225
MGC13053	-0.2915
HPCAL4	-0.466833333333333
ASZ1	-1.2545
MEX3D	-0.54125
NFAT5	-0.9912
CSPG4LYP1	-0.596166666666667
FBXO3	-0.1121
DVL1	0.129833333333333
CMKLR1	2.565
TYMS	-1.224375
PEF1	1.02025
ZNF750	1.68616666666667
MCM5	-0.4227
MEGF11	-1.083
KCNK7	-0.2575
PTP4A3	-0.1835
C1QTNF2	-1.83683333333333
OR6S1	0.7025
FAM122B	-1.42525
ZNF551	-0.639125
HBQ1	-2.94
GEMIN6	0.17075
ARSK	-0.861
RBP7	3.9135
CPNE9	0.1795
DSC1	0.5805
LOC730112	-0.13075
MAP2K4	2.035625
HS3ST5	-1.8365
EPB41L3	2.08025
TEKT2	3.06975
CDKN2B	0.457166666666667
ZNF480	-2.373
MAP3K6	-0.5224
MAP6	3.80133333333333
HN1	-0.7512
OR2L13	0.114
SLC16A11	1.09025
FAM96A	-0.156
APOL1	1.83225
C5orf32	-0.8185
RTP1	-0.152166666666667
RNF175	-0.697625
ZBTB41	1.22
AHCTF1	0.0525
SAE2	-0.1181
ITGA2	-2.46816666666667
MME	-3.42833333333333
CCDC14	-1.6805
MAST4	1.33378571428571
KRT33B	1.4845
KCTD2	0.2965
WDR26	0.615916666666667
MFI2	0.55275
NR4A3	0.39875
ARSA	1.9745
UNKL	0.280666666666667
SULT6B1	0.33
CCNA2	-1.70533333333333
SOX15	-0.595
PPAPDC1B	0.70975
C19orf44	-0.0355
MCAT	0.72875
ARID1B	0.4855
OR52N1	0.368
C12orf48	-0.64675
MAGI1	0.661375
NIPA2	-0.555
GBX2	-1.6815
RSHL3	1.101625
RAVER1	0.1355
C15orf17	0.131
SLC30A2	0.952625
ZNF518	-0.15275
PCYT1B	-1.60025
C10orf114	-2.876
EIF3H	1.88083333333333
SLC25A39	0.0481666666666667
KIF1B	0.245
AMOTL2	-0.834
C6orf120	0.805625
PSRC1	-1.83025
PLA2G10	1.5445
KIF5C	2.343
MRPL37	-0.2665
C17orf62	-0.0601666666666667
C9orf135	-1.4675
DUSP10	0.2202
CLCNKB	0.901
PSMA5	-0.321875
C8orf53	1.99825
AMPD3	1.49033333333333
PIAS1	-0.029
ADCYAP1R1	0.224
GYLTL1B	-0.74175
CDH20	-0.0161666666666667
FBXO7	1.2065
TMEM134	1.2075
FLJ14213	0.555666666666667
ZNF3	-0.839
LRRFIP1	0.0770416666666667
CNOT2	0.284166666666667
ABI3	2.284
ALDH5A1	1.00566666666667
HNT	0.9162
SERPINA4	-2.61675
TK2	0.123166666666667
STMN1	-0.493333333333333
GUCA2A	0.0916666666666667
GALNT10	-0.132357142857143
DPP6	-0.92075
C9orf93	0.280625
PRELID2	-1.265375
STK39	0.815375
SFTPA1	-0.826
CKS2	-0.835111111111111
RHO	0.1735
C20orf135	-0.0725
XKR3	-2.45
CR1	0.738125
RPS6KA2	-0.0351428571428571
C20orf112	0.84
MRPL22	-1.18725
C4orf23	0.280166666666667
GADD45B	1.297
KLHDC1	1.78616666666667
C2orf48	-2.092
ZNF287	2.147
DAAM2	-1.935
DPPA2	-2.82566666666667
TCTN3	0.4975
DNAJB11	0.095
FPR1	3.21275
DEFB4	-0.101
PTCD2	-0.9218
SMOC2	4.838
CABP7	0.37425
SERPINB11	-0.13675
MAGEF1	1.71125
NDE1	1.78816666666667
ITGA10	0.162
FSHB	0.4155
ANXA2	0.18525
HORMAD2	0.0805
HLCS	1.8495
MCF2L	0.947333333333333
FH	-0.457
TBC1D24	1.61125
KIAA1505	0.528
LGALS2	0.8795
CNBD1	-0.9225
SYNPO2L	0.125
PTPN23	0.2055
C1orf183	-1.13266666666667
MAGEA8	-2.45275
DGCR8	-1.620125
GSR	-0.50125
PAQR7	0.836
ZNF676	-0.5905
CACNA1C	-0.7871
SP7	0.107
PDCD6	0.4445
NRN1L	-1.7575
BRI3BP	0.378
KIAA1183	0.27325
ASB4	0.03075
CCL23	1.3015
OBSL1	-0.513875
SLC12A7	1.23241666666667
KIAA0240	1.497125
CD1B	-2.03833333333333
FCGR2A	1.06925
MDC1	-0.14025
HTR1A	0.207333333333333
OCEL1	0.256
ATP11B	-1.697
FBXO34	-0.07
PCDH12	3.02633333333333
RPE	-1.0845
C17orf74	-0.1015
CSDC2	0.0213333333333333
PET112L	0.336
TMBIM1	1.0065
P2RXL1	-0.44175
TCHP	-0.1305
TRMT1	-0.994833333333333
F2RL2	-0.767416666666667
LRRC32	1.775
IMPG2	0.322
BGLAP	-1.6655
LOC493869	-3.53958333333333
MRAS	0.4825
SLC35F5	1.36125
CBWD1	-0.197
AXL	-1.579
ATP2C2	2.5345
TELO2	0.1975
PNPLA3	-2.6465
PCDHB14	-1.41075
CD276	0.61
KRT80	-2.04275
DUSP28	1.1405
CSNK1E	0.0824166666666667
SRP14	0.4385
KCNQ4	0.2785
KRT72	0.188
CCDC117	1.4805
C6orf89	0.899944444444445
TUBB2B	-3.33066666666667
RTN4IP1	-0.86825
CR1L	-3.3615
CEND1	0.305375
C12orf41	0.164666666666667
RNF31	0.04475
UBN1	0.0998333333333333
C17orf32	1.038875
SLC5A7	0.1955
GPR92	0.933666666666667
ESAM	1.6898
CTNNA1	-0.314166666666667
HRBL	-0.3399
CBX4	0.374
TMEM182	-0.859
SH3TC2	-2.08366666666667
IL10	1.13466666666667
PXMP4	1.9725
RNF167	0.8984
PAK7	-0.427166666666667
ETV3	-0.2865
ATPIF1	0.185
LOC554207	-1.70916666666667
OR8H1	-0.0205
WDFY3	1.672875
DPM1	-0.552
GPSM1	0.2225
WDR92	0.3161
LRP1	0.0406666666666667
ANKH	-1.74725
THUMPD3	-1.189
POLR1B	-0.17925
OLFM4	-0.0278
RAD9B	0.9415
TSPY2	-3.412
PAX6	-0.455833333333333
SCG2	-2.787625
SLC17A6	0.39875
FMO3	2.636375
PADI4	0.186875
TUBB4	-0.6532
NLK	-0.10375
POU4F3	-0.411
SDF4	0.3755
ITGBL1	1.54333333333333
NETO1	-1.615875
TAP2	1.514125
ABBA-1	-0.367166666666667
GNAI1	-2.18275
VPS4B	0.8675
NOPE	-0.1918
GALNT6	-1.03483333333333
SESN1	0.46125
GBE1	-1.99222222222222
CLASP1	-0.31225
RASGEF1B	1.04875
ACOT11	1.11071428571429
AFAP1	-0.708
OR2H2	0.18625
DPY19L2P1	-0.57975
DZIP1	-3.43025
SEC22C	0.574416666666667
GPR161	-2.24741666666667
RNF146	1.8735
WDR74	-1.773625
GALP	-0.2425
PURA	0.47525
DNPEP	0.610583333333333
RP11-78J21.1	-0.62
ERBB2	1.035375
FANCM	-1.21308333333333
NEO1	-0.862
DDX3Y	-5.0518
RPS3A	-0.038625
MXRA7	-0.755928571428572
LGALS3	-1.954
GLT8D1	0.79375
CFL2	0.0326666666666667
UPB1	0.55125
NAP1L5	1.079
CLDN14	0.2175
DHX38	-1.0095
BTBD1	-0.1425
TARS2	-0.283166666666667
ABCF1	-0.2284
FCF1	0.173
LRRC49	1.06975
GUCY1B2	-0.4435
C1orf177	1.42633333333333
SMARCA4	-0.1875
LRP8	-1.74783333333333
TAGLN3	-1.1875
MRPL14	0.2155
TTRAP	0.832
ZDHHC20	-0.30975
NFE2L3	-1.8815
KIAA1377	1.657125
PALMD	1.0277
TMEM43	-0.07275
TTL	-0.9825
STAT5B	-1.9195
SSB	-1.00975
OR10H5	0.494
SLC22A13	-0.588
AKAP3	0.1625
TIMM23	0.152333333333333
OAS2	2.60325
KIAA0423	1.223
TRIM11	0.00716666666666667
GLIS3	-0.3125
TMEM50B	1.11616666666667
ARHGEF4	-0.4355
DEGS1	1.03454545454545
TBL1XR1	0.966733333333334
G6PD	-2.029
SP140	1.6698
MUC17	0.0552857142857143
NUDC	0.054
DNAJC5B	3.21666666666667
SCARA3	-2.16216666666667
CPA3	3.2025
BCAT2	0.056125
MFN1	-0.164
NRG3	-0.1005
SNX11	0.82075
PLEKHH1	-1.31116666666667
GPR177	-2.36966666666667
HCFC2	0.29925
TCAP	-1.374
MOCOS	-1.0855
C14orf93	-0.17675
PRDM10	-0.466833333333333
SLC16A4	-0.23
SRGAP1	0.0871666666666667
VIP	0.2795
DUSP27	-0.212166666666667
LILRA1	1.0912
MC2R	0.4485
MGC24103	-3.72375
MBTD1	-1.038
FUT11	-0.564666666666667
USP33	0.9104
C15orf39	-1.54475
MAP3K12	0.738625
PAAF1	-0.961666666666667
BARHL1	0.1345
FLJ16165	-0.1475
PIWIL2	-3.035
SYNE1	0.0686666666666666
CMTM4	0.82175
TSPYL1	1.175
GUF1	0.375833333333333
TMEM157	1.0985
WDR44	-0.11075
HIST1H3C	-0.05525
DKFZp666G057	3.07025
RNPEP	0.76975
GAS2L2	0.0345
ADH4	-4.7205
GRPR	1.22366666666667
FBXL17	0.47125
ZBTB10	2.46575
Gcom1	-0.183
HTRA1	-0.7729
ZNF585A	0.0841666666666667
SLC26A2	0.106285714285714
OTOP3	0.223833333333333
WISP1	1.10955555555556
ATP2B4	-1.12041666666667
FLJ10769	0.0825
CRAMP1L	0.727
CHST12	-0.8365
RAB22A	0.8065
TARDBP	-0.140928571428571
STAU1	0.432
CRB3	2.79816666666667
MIG7	-2.539
CHMP1A	-0.045
ZNF160	0.342125
B3GALT6	-0.374625
BARX1	-1.83666666666667
C6orf167	-1.0898125
NXNL1	0.1815
DHX29	-0.259375
HADHB	0.35225
PLXNB2	0.846125
ILDR1	-0.81525
SLC15A3	2.754
GAS2	-4.82566666666667
C20orf69	0.44625
NUMB	-0.7245
TNIP1	-0.24125
MESP1	0.874666666666667
PSKH1	-0.3645
NSFL1C	0.851875
RHOG	-0.25175
HEY1	-3.6465
KNG1	-1.9655
ITGAX	2.4897
LIN9	-0.905666666666667
CANT1	1.481375
XRN1	0.434857142857143
CCDC96	1.1806
HEATR6	-1.21316666666667
GNG7	-0.182666666666667
RUNX2	0.5694375
SOX1	0.1445
FCRL5	1.2459
ZNF99	0.200375
FAM9A	-0.503
SNX22	1.22066666666667
MBNL3	-2.35483333333333
ODC1	-1.9008
ADORA2B	-1.3475
NR2F6	0.45125
ZFYVE16	0.343888888888889
SYNJ2BP	0.3957
POLE	-1.126875
E2F2	-0.163625
THRA	1.0365
PTGES2	-0.131833333333333
HIP1R	-0.8475
TMUB1	-2.7445
ENO3	-2.15375
RSPH10B	0.352
CXorf39	0.77525
IRGC	0.14575
GPR109B	-0.33025
FLJ13305	1.412
LCE3A	-0.3455
TNFRSF18	2.04033333333333
DET1	-0.60925
TRPM3	-0.187416666666667
C16orf79	-1.4945
FECH	0.3605
RAP2A	-0.358666666666667
CRIP1	2.49116666666667
AZIN1	1.501125
SLC7A7	3.6155
IL10RA	1.6442
TMEM64	-1.308
CDC42EP4	0.9983
C16orf58	0.5016
ARG2	-3.55275
POU5F1P4	-5.0175
FAM62B	-0.339625
DNAH8	-1.883
ASH2L	-0.809
TSLP	-4.98733333333333
CNTNAP5	-0.2015
TMEM16C	0.46975
IFNA14	0.5225
SLC1A3	1.22425
CABYR	-2.32125
BCL7B	-0.4346
NUDT13	-1.87766666666667
C13orf28	0.60825
C1orf53	-0.53875
ARL6IP4	0.1898
RPL35A	-0.55475
EMR3	-0.203
RAB40C	0.648166666666667
SLC41A1	-0.0108333333333333
LRCH1	0.003
LY6G5B	-0.366
FAM124A	-0.295285714285714
MGC10981	-3.87383333333333
CLIP3	1.4408
MAP4K2	-0.8985
CHIC1	0.95425
SULF1	2.53533333333333
C20orf30	-0.199428571428571
PRDM5	-1.28625
ELOVL1	0.5255
C11orf48	-1.045125
SLC39A10	-0.99175
KCNV1	-0.43775
ACP1	-0.123333333333333
ZMYM2	-1.575
B3GNT6	0.0891666666666667
C9orf69	-0.108
C2orf15	2.45325
C20orf166	0.02
HSP90AA6P	0.118
EDG7	-1.43
NEURL	1.904375
LPL	-0.16
CLEC2D	0.1105
GRRP1	2.23716666666667
CD8B	-2.6177
HIST1H3D	-1.059
SLC6A12	1.51925
FAM27L	0.036
CD84	2.8007
RASA1	-0.868
PHKG1	-0.0575
MAGEA11	-1.8235
IMPA1	0.7045
NPM3	-1.4725
RARRES1	3.0435
SH3BP1	0.277375
B3GNTL1	0.248
ARPC5L	0.0578333333333333
KLHL26	0.41875
SIM2	-2.25075
GJC1	0.249
C20orf194	-0.6295
EXO1	-1.222
SLC2A2	-2.58833333333333
LOC285074	0.0685
LRG1	2.70425
KIRREL	-0.778
PIK3R1	0.401785714285714
C4orf34	2.173
MAF	-2.246
ADCY4	3.35783333333333
ZMIZ2	0.1026
SLC46A3	1.892
STAMBP	-0.0113333333333333
CCDC16	0.00124999999999999
MS4A12	0.4525
TCF20	0.76825
LRRC46	1.24675
C20orf152	1.966
MRPS6	0.708875
ABCB11	0.0275
KCNC2	0.237166666666667
CDH19	-2.64616666666667
C9orf123	0.358833333333333
SSH3	0.648125
LDLRAD1	0.11175
CCBE1	-0.83775
ZNF135	1.48375
TAAR1	-0.077
WFDC12	0.136
CCDC42	2.58333333333333
FLJ12529	-0.8795
PER1	-0.866833333333333
TIMM50	-0.5345
SMARCAD1	-0.488
FAM26C	2.124
TP53TG3	0.690166666666667
SH3RF1	1.0819
LMCD1	2.67125
GPR63	-0.807
FLJ21986	-2.39875
AIFM3	0.838
MICAL1	-0.418666666666667
BLZF1	0.934833333333333
IQCA	-0.799333333333333
PCDHGC3	-1.0255
SAC	0.5685
BCL6B	2.19633333333333
DDO	1.51725
MARCO	3.84675
DCHS1	0.559833333333333
C1orf170	1.10816666666667
CD200R1	1.3095
C22orf15	-0.6215
SEPT11	-1.19383333333333
ADNP	1.05325
UST	-2.4566
C13orf34	-1.84516666666667
RFFL	0.844
APBA3	0.26
C2orf60	-0.696
CUTL1	-0.8264
PMS1	-0.609625
ZNF689	0.703
EIF3E	0.320333333333333
IL9	-0.236333333333333
RPL31	-0.95
LY9	1.22383333333333
ATP2B3	-0.098
KDELR2	-0.482916666666667
TFCP2	0.5245
NLRP12	1.212125
FLJ45422	-0.24375
TLE4	-1.6768
ZNF570	0.351
FLJ43806	-0.907
TLK2	-0.20275
CIR	0.5185
MARS2	-0.211
COL24A1	-0.18325
SDF2L1	0.8025
HIBADH	0.197666666666667
IGFBP3	-3.11378571428571
C12orf23	1.49475
PSPC1	-0.46775
C20orf43	0.63825
TRAV20	0.339
ARHGAP24	-0.39825
KIAA1975	-1.2175
C1QA	3.4225
DNTT	-4.987
C10orf6	-0.144916666666667
C11orf41	-1.375
HNRPF	-0.018125
COL11A1	4.2805
UBAP2	-0.911333333333333
CDKN2AIPNL	0.2625
C20orf174	3.712
SPRED2	1.6825
PLA2G12A	1.1
ICEBERG	-2.01
SCN10A	0.014
C11orf65	0.14675
GBP5	5.2475
PITPNC1	-2.62516666666667
POU3F3	0.426
NCOA7	0.791875
LIN7C	-0.4628
LOC348840	-0.7895
NKX2-2	1.66525
ANKRD13D	0.255875
LOC123688	-0.128
FUT2	0.7645
TAAR8	0.4035
FZD4	-1.46475
PNMA3	-1.81916666666667
OR4L1	0.3075
WIT1	-2.3135
EXOC3L	1.7105
ATPBD4	-0.1841
KRBA1	-3.5905
UBXD6	-0.2595
HOXB7	-0.650642857142857
C7orf23	-2.0725
UNQ338	-1.16125
STAB2	0.828
CDC20B	-0.0965
IRF9	2.8935
CENTG1	-0.0974166666666667
TNPO2	-0.57675
MCPH1	0.30975
BMS1P5	-1.8745
SLC26A7	0.31775
HIST1H3J	-0.50175
C9orf3	-0.4055
LBH	0.49225
MYO1D	1.241375
PTDSS2	-0.3235
NFU1	1.131
DEPDC4	-2.41225
WNT7B	1.8715
GLP2R	-0.122833333333333
SETD4	0.3105
DYNLT3	-0.6384
FKBP11	0.673
SESTD1	0.308
FLII	0.24075
RPS16	-0.6745
CHPF	0.219833333333333
CSNK2A1	-0.043
SUMO1P1	-0.062
FKBP6	0.814
ZNF214	0.824
TWIST1	-1.282
DDX56	-0.335833333333333
TRAM1L1	3.5372
EPO	-3.331
MRPS18B	0.26075
ZNF682	-0.2622
RPL14	-0.2365
MAFF	1.82325
LOC51136	0.246875
LY96	-0.117
DDX20	-0.44025
ABTB1	0.954166666666667
ARL5A	0.0323
CCT6A	-0.94975
HEPACAM	-1.627
EHHADH	-0.220833333333333
RBAK	-0.105666666666667
CGB1	-0.28175
ITGB5	-1.1676
YIPF3	0.81925
FKBP2	-0.219
NR1D1	-1.348
TMEM110	1.793
NEK2	-0.00416666666666667
PRAMEF8	-3.5585
C20orf52	-0.249333333333333
PCDHGA3	-1.5595
VWA3B	0.07575
NDUFA5	0.385375
THAP9	-0.0675
FLVCR2	0.539333333333333
AP1S1	-1.326625
SMAD6	-1.333
SAV1	0.4865
SAT1	0.62675
ZNF251	0.832625
ADAMTS7	0.0643
RPP38	0.04625
C1orf211	-1.6955
YPEL2	0.39525
RBMS1	-1.82425
ZNF445	-0.0455
NRXN2	0.335833333333333
PGBD4	-0.032125
UGT2B28	-3.29775
WBSCR16	-1.0409
NLRC3	0.671875
ASTL	0.208
ST6GALNAC1	-3.5885
ZADH2	0.59175
MLLT4	3.61941666666667
ARL6	0.445166666666667
MEF2C	-0.2165
CBFA2T3	-2.885
AFF3	1.91271428571429
COG7	0.9495
MYB	0.658666666666667
PLXNA3	-0.386
XRCC2	-1.7885
MMS19	-1.054625
ST8SIA5	-1.17075
CHPT1	0.620833333333333
KIAA1712	0.023
OR6X1	0.787
ACTR3	0.125
UGCG	-0.402
OR4P4	0.6765
ZAP70	-2.3225
LPP	1.109625
ZNF485	0.72625
PTPRCAP	0.1145
IL12RB1	0.85
ATRX	-0.3087
CHST8	-3.093125
C14orf109	0.54
ARV1	0.7185
NMB	-2.16814285714286
COX5A	-0.5455
EIF6	-0.295
MPPED2	-1.746
SEMG1	-1.4505
CHRDL1	-0.7795
TRAF3IP2	0.7205
WNK2	0.641125
LILRA4	2.23233333333333
LAMA2	3.15275
PXT1	0.301
RLBP1	-3.13475
CD300C	1.084
SLTM	-0.06825
FLJ10404	-0.653875
APOBEC3D	0.34
RENBP	1.24133333333333
ATXN7L1	-0.112625
NID1	-0.6735
TUBGCP3	-1.38725
ITIH5	-0.158333333333333
CCDC110	4.50775
C8A	-3.11075
MGC87042	-0.84925
HOXC13	-2.52825
TFDP2	-0.144
HCP5	2.37825
POLI	-0.742
UCN	-1.159
ZNF764	1.44783333333333
C8orf45	1.44625
FHL3	-0.84075
SPATA5L1	-0.832
MMRN2	2.36066666666667
NDST1	-0.225
COL20A1	-0.264333333333333
ZNF248	-0.196166666666667
PELP1	-0.1835
MBL2	-2.84466666666667
RNF41	0.583375
C5orf24	-0.055375
THOC5	0.14975
SERINC3	1.16458333333333
RP11-151A6.2	0.73925
CDCP2	0.15475
HIST1H2AA	0.3115
C11orf75	0.3795
FKBP7	-0.746
DDOST	0.594
GPNMB	1.15316666666667
TTF2	0.135166666666667
KCNT1	0.165333333333333
SLC39A14	-0.68975
NGRN	1.0752
GPR137B	0.28175
MECP2	0.201125
PSMA1	-0.78525
C16orf73	-5.1625
TMEM60	-0.81
CSN3	0.2465
NOS1	0.243166666666667
RAB7L1	-0.415166666666667
YBX2	-0.039
KIAA1166	-1.13
FUBP3	0.0465
ABCG1	3.129
ACACA	0.808833333333333
ARL11	2.2677
ATOH1	0.0135
ODF1	0.154833333333333
CREB3L3	-1.82033333333333
TMEM127	1.05257142857143
DSCAML1	2.996
PLN	2.20216666666667
LYPLA1	0.602166666666667
PRDM9	-1.6945
SASP	-1.27575
PLUNC	0.136666666666667
INTU	0.20975
HISPPD1	-0.42875
LNPEP	0.108333333333333
YARS2	-0.6945
APCDD1L	-2.339
ZCCHC4	0.293
FBXO22	-0.534166666666667
TTLL13	-0.011
ZNF669	0.123166666666667
PTGDR	1.9995
DDX27	-0.016
KIAA0409	-0.8965
GJB6	-0.0965
ASB8	1.511
PLP2	-0.632833333333333
MEPE	1.0055
OR10J5	-0.4705
KRT222P	0.24775
COQ7	0.747833333333333
C1orf101	0.3625
RERG	4.3535
CHMP5	0.478875
THAP11	-0.12725
ZNF43	0.2955
ZRANB3	-0.634166666666667
KRT13	-1.4605
MRPL19	-0.5695
RBBP9	0.34525
SPATA17	0.93
BXDC5	0.143166666666667
PAFAH1B1	-0.146083333333333
MAGEE1	1.10825
OSTF1	1.7945
KIAA0323	0.493833333333333
TXNDC13	0.590833333333333
CNTN4	0.18525
LCE1B	0.6145
UNQ501	1.47225
ZNF154	0.74275
C3orf64	0.089
SYT5	-0.1628
PON1	-0.764166666666667
FLJ10357	-0.6855
ATP4A	-1.47
GNPDA1	-0.619666666666667
MGAT1	0.272666666666667
C14orf121	0.281
SLC35B2	-0.1375
MIER3	-0.896666666666667
CHEK1	-2.72175
ZNF8	-0.293
TXNDC1	-0.129166666666667
CKB	-2.1424
RTN3	0.254142857142857
FZD2	-0.919333333333333
PART1	-0.822875
PSMB6	-0.16775
PCDHB8	-1.7115
PHC3	0.896
PPP1R8	0.253333333333333
NOVA2	0.901333333333333
TNFRSF11B	-4.11525
GOLPH3	1.72416666666667
UBLCP1	-1.13175
SUHW3	-1.578
TTLL1	1.28925
OPN4	-0.07
OR13G1	0.177
ZPBP2	0.319833333333333
HSD17B11	-2.143
C9orf50	-0.593
DHDDS	0.5355
CTSW	1.962
NEFM	-3.46733333333333
MRPL28	0.2195
SYN1	0.218166666666667
PIGV	0.6275
ZIM2	-0.844
APBB1	0.679333333333333
SND1	0.13725
C1orf123	0.323333333333333
CHD3	1.073
BHLHB8	0.2965
RNASE2	0.291333333333333
BCAP31	0.2745
SLC25A44	0.309333333333333
CHD6	0.8013
PIB5PA	3.14046153846154
SELS	1.115125
LOC541471	-0.22475
FAT2	-0.5025
ZNF81	0.5595
OR4C16	0.102
FLJ10081	0.6032
LRRC4	-0.32075
CS	0.157
N4BP2	0.7455
IGFBP7	1.10925
ZNF318	0.752
NDNL2	0.602875
ZNF609	0.20725
SIRT4	-0.12525
EXOSC10	-0.5375
ECE2	-0.202583333333333
OVGP1	1.9185
GTPBP3	-0.459
PACS2	-0.3966
C19orf36	-1.11533333333333
ARL4C	-1.37575
ATG4B	-0.693375
UBQLNL	-0.68775
RHOXF2B	-3.7995
PLEKHG2	-1.6785
GALR1	-0.831
AQP4	0.375833333333333
HDAC7A	-0.490666666666667
DCUN1D3	0.63725
