Hybridization REF	TCGA-AN-A0FV-01A-11R-A00Z-07
KIRREL	0.97
PIK3R1	1.00935714285714
C4orf34	0.343
MAF	-0.908388888888889
ADCY4	2.5075
ZMIZ2	1.7636
SLC46A3	2.09016666666667
STAMBP	-0.452
CCDC16	0.109
MS4A12	0.2645
TCF20	-0.212
LRRC46	1.3825
C20orf152	0.20575
MRPS6	-0.37775
ABCB11	-0.223
KCNC2	0.2255
CDH19	-3.0065
C9orf123	-0.0826666666666667
SSH3	0.857625
LDLRAD1	2.808
CCBE1	-0.673
ZNF135	-0.888625
TAAR1	0.0425
WFDC12	0.3725
CCDC42	0.119166666666667
FLJ12529	-0.34375
PER1	-0.664
TIMM50	-0.2775
SMARCAD1	-0.196833333333333
FAM26C	0.3165
TP53TG3	-0.702666666666667
SH3RF1	2.1529
LMCD1	1.1555
GPR63	-0.1905
FLJ21986	-2.728125
AIFM3	0.966
MICAL1	-0.267333333333333
BLZF1	0.185166666666667
IQCA	1.95866666666667
PCDHGC3	0.026
SAC	2.322
BCL6B	2.0445
DDO	-0.41925
MARCO	3.0475
DCHS1	1.1725
C1orf170	-0.212666666666667
CD200R1	0.0966666666666667
C22orf15	-0.508
SEPT11	0.5195
ADNP	-0.49125
UST	1.5385
C13orf34	-1.164
RFFL	0.553714285714286
APBA3	-0.5375
C2orf60	-0.3065
CUTL1	0.4012
PMS1	-0.91325
ZNF689	1.3065
EIF3E	-1.23766666666667
IL9	-0.446166666666667
RPL31	-1.467125
LY9	-0.543333333333333
ATP2B3	0.3885
KDELR2	0.300625
TFCP2	0.314125
NLRP12	1.937875
FLJ45422	-0.2555
TLE4	-1.0793
ZNF570	-0.4275
FLJ43806	-0.5255
TLK2	-0.19675
CIR	0.5345
MARS2	-0.0035
COL24A1	1.34125
SDF2L1	-0.1615
HIBADH	-0.3325
IGFBP3	-1.88257142857143
C12orf23	0.392
PSPC1	0.16375
C20orf43	1.20275
TRAV20	0.3235
ARHGAP24	0.4125
KIAA1975	0.781375
C1QA	3.3608
DNTT	-4.42433333333333
C10orf6	-0.0401666666666667
C11orf41	0.95025
HNRPF	0.631625
COL11A1	7.2425
UBAP2	0.928666666666667
CDKN2AIPNL	-1.6425
C20orf174	0.284
SPRED2	1.37775
PLA2G12A	0.351166666666667
ICEBERG	-1.9645
SCN10A	0.3155
C11orf65	-0.20675
GBP5	2.18875
PITPNC1	0.197
POU3F3	1.244
NCOA7	-0.00262500000000001
LIN7C	-0.3622
LOC348840	-0.327
NKX2-2	-1.2945
ANKRD13D	0.068
LOC123688	1.00275
FUT2	1.6155
TAAR8	0.555
FZD4	2.28166666666667
PNMA3	0.0655
OR4L1	0.352
WIT1	-2.0275
EXOC3L	1.4055
ATPBD4	-1.0899
KRBA1	-0.6635
UBXD6	-0.90875
HOXB7	0.399428571428571
C7orf23	-2.184
UNQ338	0.88525
STAB2	0.47675
CDC20B	0.26775
IRF9	1.7415
CENTG1	0.81025
TNPO2	-0.99375
MCPH1	0.323
BMS1P5	-1.7295
SLC26A7	1.426
HIST1H3J	0.97625
C9orf3	0.1266
LBH	1.301625
MYO1D	1.148125
PTDSS2	-0.20125
NFU1	0.0365
DEPDC4	-1.08775
WNT7B	1.8447
GLP2R	-0.253166666666667
SETD4	-1.3253
DYNLT3	-0.2173
FKBP11	-1.172
SESTD1	1.66183333333333
FLII	0.54075
RPS16	-0.3639
CHPF	0.784666666666667
CSNK2A1	0.391333333333333
SUMO1P1	-0.175
FKBP6	-0.6515
ZNF214	-0.6835
TWIST1	0.610666666666667
DDX56	1.125
TRAM1L1	2.7347
EPO	-2.1095
MRPS18B	-0.80475
ZNF682	-1.21733333333333
RPL14	-0.622833333333333
MAFF	-0.1395
LOC51136	-0.198
LY96	-0.2715
DDX20	-0.58475
ABTB1	0.8135
ARL5A	-0.0705
CCT6A	-0.567
HEPACAM	-1.83383333333333
EHHADH	-0.121333333333333
RBAK	0.5815
CGB1	0.13375
ITGB5	0.985
YIPF3	-0.2335
FKBP2	0.3075
NR1D1	1.1398
TMEM110	0.66
NEK2	-1.0095
PRAMEF8	-3.0295
C20orf52	-0.2735
PCDHGA3	-0.067
VWA3B	0.388
NDUFA5	0.673
THAP9	-1.08075
FLVCR2	0.305166666666667
AP1S1	-0.31975
SMAD6	-0.7895
SAV1	-0.060625
SAT1	0.36975
ZNF251	0.575
ADAMTS7	0.7634
RPP38	-0.12775
C1orf211	-0.301
YPEL2	0.7077
RBMS1	-0.251
ZNF445	-0.177
NRXN2	0.7195
PGBD4	0.3375
UGT2B28	1.5265
WBSCR16	-0.931
NLRC3	0.37825
ASTL	0.45025
ST6GALNAC1	0.76
ZADH2	-0.878625
MLLT4	0.487583333333333
ARL6	-0.383333333333333
MEF2C	0.0995
CBFA2T3	-0.645
AFF3	0.388071428571429
COG7	0.3225
MYB	-2.43583333333333
PLXNA3	0.2705
XRCC2	-2.3305
MMS19	-0.59175
ST8SIA5	-0.252875
CHPT1	-1.55983333333333
KIAA1712	0.2565
OR6X1	0.381
ACTR3	0.27975
UGCG	0.134666666666667
OR4P4	0.611
ZAP70	-3.52075
LPP	1.311
ZNF485	-0.73525
PTPRCAP	-0.97175
IL12RB1	0.3425
ATRX	0.4258
CHST8	1.211125
C14orf109	0.6705
ARV1	0.381
NMB	-1.36457142857143
COX5A	-0.577166666666667
EIF6	-0.42125
MPPED2	-0.9155
SEMG1	-1.6705
CHRDL1	-0.389
TRAF3IP2	1.48025
WNK2	0.7205
LILRA4	1.74383333333333
LAMA2	3.1545
PXT1	0.4645
RLBP1	-2.979
CD300C	0.61925
SLTM	-0.320625
FLJ10404	-0.732875
APOBEC3D	-1.48283333333333
RENBP	2.02883333333333
ATXN7L1	0.31575
NID1	0.763
TUBGCP3	-0.167125
ITIH5	0.420722222222222
CCDC110	3.289
C8A	-2.555
MGC87042	-2.22175
HOXC13	-0.663
TFDP2	-1.3675
HCP5	1.56675
POLI	0.185
UCN	0.274166666666667
ZNF764	0.794
C8orf45	1.0035
FHL3	-0.275
SPATA5L1	-0.935
MMRN2	2.39916666666667
NDST1	0.785666666666667
COL20A1	0.1835
ZNF248	-1.28133333333333
PELP1	-0.746333333333333
MBL2	-2.5
RNF41	0.6095
C5orf24	0.661125
THOC5	-0.2165
SERINC3	0.12675
RP11-151A6.2	1.34675
CDCP2	0.137
HIST1H2AA	0.55025
C11orf75	0.0258333333333333
FKBP7	0.5775
DDOST	-0.3105
GPNMB	1.68633333333333
TTF2	-1.4335
KCNT1	0.3255
SLC39A14	-0.479875
NGRN	0.1929
GPR137B	3.28025
MECP2	0.107375
PSMA1	-0.187
C16orf73	-4.54
TMEM60	0.1815
CSN3	-0.429
NOS1	0.446833333333333
RAB7L1	0.978833333333333
YBX2	1.3015
KIAA1166	0.506125
FUBP3	-0.477833333333333
ABCG1	0.588
ACACA	0.0960833333333334
ARL11	2.2889
ATOH1	-0.164
ODF1	-0.0305
CREB3L3	-1.8635
TMEM127	1.12314285714286
DSCAML1	-0.3415
PLN	3.77766666666667
LYPLA1	-0.397833333333333
PRDM9	-1.2255
SASP	0.1615
PLUNC	0.1985
INTU	0.1705
HISPPD1	-0.59725
LNPEP	-0.280666666666667
YARS2	-0.969833333333333
APCDD1L	-0.67
ZCCHC4	-1.7907
FBXO22	-0.731833333333333
TTLL13	0.1015
ZNF669	0.848833333333333
PTGDR	1.84625
DDX27	-0.416
KIAA0409	-0.240666666666667
GJB6	0.86975
ASB8	0.869
PLP2	0.551166666666667
MEPE	0.05175
OR10J5	-0.2835
KRT222P	5.10275
COQ7	0.4515
C1orf101	0.785
RERG	-0.8977
CHMP5	0.877625
THAP11	0.269125
ZNF43	-1.09883333333333
ZRANB3	-1.12666666666667
KRT13	-0.92875
MRPL19	-0.02975
RBBP9	0.002375
SPATA17	1.512
BXDC5	-0.292333333333333
PAFAH1B1	-0.166916666666667
MAGEE1	1.258
OSTF1	1.0795
KIAA0323	-0.363083333333333
TXNDC13	0.673166666666667
CNTN4	0.89575
LCE1B	-0.161
UNQ501	0.545
ZNF154	-0.412
C3orf64	0.00175
SYT5	0.7571
PON1	4.30133333333333
FLJ10357	-0.42275
ATP4A	-0.1265
GNPDA1	-1.66066666666667
MGAT1	1.01916666666667
C14orf121	0.557
SLC35B2	0.33725
MIER3	0.361666666666667
CHEK1	-4.060375
ZNF8	-0.481833333333333
TXNDC1	-1.19883333333333
CKB	1.316
RTN3	0.233928571428571
FZD2	-1.25916666666667
PART1	0.37425
PSMB6	-0.93075
PCDHB8	1.54
PHC3	-0.4732
PPP1R8	-0.5495
NOVA2	1.56566666666667
TNFRSF11B	-4.23475
GOLPH3	0.473833333333333
UBLCP1	-0.6025
SUHW3	-0.319
TTLL1	0.8925
OPN4	0.3855
OR13G1	0.071
ZPBP2	0.175666666666667
HSD17B11	-0.95075
C9orf50	-0.026
DHDDS	-0.356928571428571
CTSW	0.1297
NEFM	-1.63433333333333
MRPL28	0.175
SYN1	0.579666666666667
PIGV	-0.2905
ZIM2	-1.169
APBB1	0.0148333333333333
SND1	-0.646
C1orf123	-0.7905
CHD3	-0.2375
BHLHB8	0.3755
RNASE2	-0.218666666666667
BCAP31	0.61625
SLC25A44	0.931666666666667
CHD6	1.1483
PIB5PA	1.68053846153846
SELS	-0.11475
LOC541471	0.526625
FAT2	0.088
ZNF81	0.0285
OR4C16	0.581
FLJ10081	-0.9032
LRRC4	2.93325
CS	-0.340833333333333
N4BP2	-0.8865
IGFBP7	1.95575
ZNF318	-0.292083333333333
NDNL2	0.0085
ZNF609	0.52725
SIRT4	0.7635
EXOSC10	-0.56225
ECE2	0.119416666666667
OVGP1	1.3435
GTPBP3	-1.592
PACS2	0.7046
C19orf36	-0.4065
ARL4C	-0.00700000000000001
ATG4B	-0.040125
UBQLNL	2.736
RHOXF2B	-3.4185
PLEKHG2	-1.012
GALR1	0.1995
AQP4	-0.125833333333333
HDAC7A	0.049
DCUN1D3	0.90225
OR8A1	-0.122
CCRN4L	0.954
CBR4	-0.0035
KIFC1	-2.31683333333333
SLC7A14	-1.38966666666667
LHX5	-0.064
TRPC7	-0.159
LPXN	-1.271
SERPINA1	-2.33875
RPS13	-0.2668
BPIL3	-0.0645
PRKAA1	-1.09075
FADS2	3.123
ENAH	1.1295625
PRO1768	-0.1495
APBA2BP	0.147
LIPH	1.14533333333333
C3orf33	-1.01575
RCC2	0.157214285714286
ALDH1A2	-3.4558
RNF103	2.32275
AHCY	-0.47975
ALG12	0.418
CCL17	1.10375
ZNF543	0.762666666666667
ESRRG	2.6412
CNGA1	-0.96325
RDH5	-0.6045
OTX1	-0.4095
PTGFR	-1.5875
CDR2	1.21925
SELE	-0.2645
NLGN2	-0.976666666666667
EXOSC9	-0.548
ZNF566	-0.377666666666667
KLRC2	-4.6985
GPR12	0.607
KIAA0196	0.58525
PDRG1	-0.63125
SSR3	-0.671357142857143
MSI1	0.497
CST9	-0.3015
CC2D1A	-0.10975
PLAGL1	-0.723611111111111
ZNF778	0.0555
RNF2	-0.594875
KLF6	0.828666666666667
THBD	0.871
tcag7.1314	-0.0255
NR5A1	-0.186166666666667
ABCD2	-0.6825
DNAJC7	-2.6515
CLEC4C	0.647
TM2D3	-0.08325
CCDC4	-0.7225
PLAC2	2.32925
DCD	6.719
FAAH	1.902875
POLA1	0.139166666666667
TM7SF2	-2.7465
FLJ39822	-0.6915
FLOT2	0.6235
MAP4K1	-1.028
SRP68	0.371125
C21orf74	-0.4605
ARPC5	0.685625
LOC126075	1.357
HECW2	0.43875
ZDHHC4	-0.9325
ANKRD42	0.6572
PDE9A	0.141
ABCA8	-0.9255
NDUFS2	0.42825
UBR5	-1.5085
BTBD16	-2.77275
LOC554174	0.192
ZNF20	0.428
KIAA1843	0.331
WDR17	-1.18125
C15orf33	0.1105
RNF113A	0.18275
CAMKK1	-0.8548
CLCN2	-0.49225
ANXA6	-0.9235
LOC340069	0.255
EMID1	-0.012875
DPM3	-0.03625
ELA1	0.529
SLC25A13	-0.4479
KRT24	7.98
SMPD1	0.558333333333333
TH	0.378375
COL6A2	1.48307142857143
ANKS1B	1.05725
GPR126	-2.699
ZC3H12A	0.0538333333333333
TMEM47	0.548
C2orf51	-0.151333333333333
C1orf88	2.66383333333333
HSF2BP	-0.93225
AKAP10	0.55075
RPAP3	-0.4085
KLHDC8B	0.659
STOM	-0.3028
MUPCDH	0.12875
C10orf72	-0.161375
PLEKHA3	0.469416666666667
TCP11L1	-0.283
CWF19L1	-0.21125
SPEF1	1.95276923076923
YSK4	0.24775
ELN	1.1348
SAMD8	1.2265
MPI	-1.0855
MEPCE	-0.4334
ABCC3	-0.766125
NANOGP1	-4.572
KCNK17	0.523625
HLA-DMB	3.62466666666667
RRAGA	0.85625
ANGEL1	0.09725
RBM32B	1.1965
CPN1	-2.42
MGC52282	-0.0675
HLA-A	1.43766666666667
OR9G4	0.007
EDNRB	-2.32175
SCD	1.43957142857143
C14orf80	-0.201333333333333
BAGE2	-0.1785
RABL4	2.38833333333333
RCVRN	-0.3045
SHANK1	0.1335
NLRP7	-3.3885
CD226	0.2345
STAT3	0.1161875
SYNJ2	-1.0135
TPCN2	-0.149166666666667
WDR36	-0.947166666666666
MBD4	0.172
ROBO1	0.4093
ST3GAL6	-2.35375
SLAMF8	2.6325
ATN1	0.280166666666667
GPR141	0.2365
KRT36	0.0235
TPH1	0.4315
DDX52	-0.09625
ZSCAN29	0.00316666666666667
TRPT1	0.8515
DPEP3	1.1065
DENND4A	-1.278625
TSPAN16	-0.2955
PTCHD2	-0.4405
LOC145814	-0.57075
CAP1	0.7695
EIF5A2	-0.147
NT5DC3	-0.633875
SEPT9	-0.158125
SEZ6L2	0.62425
EGFLAM	2.36825
VPS11	-0.252375
NDUFB5	0.173
CIDEA	0.419666666666667
IER5L	1.14175
N6AMT1	-0.315
FAM83C	-0.0615
OXR1	0.443416666666667
IRX1	0.1785
DGKB	-0.530833333333333
GCN5L2	-3.03825
MIR16	0.717
FBXW9	-0.03625
WDR4	-1.99433333333333
PDC	-0.296
VPS33B	-0.0235
HEXB	-0.0865
FLJ32214	1.047
TCEB3	-1.04675
CRLF1	-1.628
ABI3BP	-0.573
C8orf22	-3.55175
PYCR1	0.115875
KIAA1706	0.04925
CDK5R2	0.53125
WAS	0.0645
C12orf60	-1.44125
CCBL2	-0.8475
MADD	0.205
C5orf34	-1.3795
WDR42A	0.532
KLF12	0.041875
HSPA1A	1.59275
ITM2C	-1.26141666666667
DAPK2	-0.160333333333333
LOC442590	-0.7515
SUMF2	-0.6105
CENPA	-1.58476923076923
TMED5	-0.603
CDH6	-0.6223
BRP44	1.562125
THG1L	-1.23025
GABRA2	4.48225
C14orf166	-0.0545
MYL1	-1.47266666666667
TNFSF18	0.6055
PAP2D	-1.383
PPIB	-0.56975
KLHL4	-0.855
SFN	-0.450666666666667
CCDC127	0.1355
FRAP1	-0.1685
GOLGA5	1.11175
SDCCAG1	0.2175
MGC21675	-0.6135
C10orf95	-0.6685
KIAA1345	-0.578166666666667
C1orf163	-1.164
LACE1	-0.389
OR10K2	-0.4345
CENPN	-1.7216
TMED2	0.2905
UGT1A6	2.965
ANG	-0.9195
U2AF1	-1.2385
CASC2	0.00799999999999993
NMT2	-1.15033333333333
OSGEPL1	0.09575
DFNB31	-0.137
SLC6A20	1.670125
DKC1	-1.00375
FXYD4	-0.509
WDR64	1.5935
MGC5590	0.7305
CREBZF	1.025
DAZ1	-0.349
PRPSAP1	-0.81775
GCHFR	-0.2305
TTC7A	-0.38725
LOC196993	0.99675
UBD	-1.63716666666667
S100A1	-1.02625
RPL6	0.0568333333333333
DNAJB6	0.2995
NAGS	-0.2774
C2orf58	-0.23
KERA	1.248
MT1X	0.417
UBE2B	0.4647
KEAP1	-0.059
MST1	-3.35875
OMA1	0.2165
ABLIM2	0.80625
BCL2L13	-0.183
JAZF1	0.328
TMEM63B	0.829
S100A8	4.5989
ARFIP2	1.33475
UROS	0.52425
KHDRBS2	-1.945
POLQ	-2.437625
SOAT1	-0.90875
SPAG4	0.92075
MRPS30	-1.08716666666667
LOC494141	-0.11225
OR2T11	0.6615
ORAOV1	-1.0569
ZNF184	-0.74
TCEB3B	0.211166666666667
ADAM21	0.016
GDPD1	0.459
SPINLW1	0.231
PRR14	0.0905
KCTD9	-0.0316
NUDT3	-0.31175
KIAA1822	1.9755
HIST1H4K	1.574
DFNA5	-1.84275
GABPA	-0.5155
C14orf44	0.7685
POLB	-0.111875
PTAR1	-0.57375
SEC31A	0.5487
TRIM58	-1.61275
TAS2R14	-1.098
VPS8	0.632875
H1F0	1.4365
PRKCB1	-4.61366666666667
UGT2A1	0.4325
TOR1B	0.02375
LSS	-0.91075
C2orf19	0.5095
HNRNPC	0.0485714285714285
TMEM100	-2.13216666666667
LOC116349	1.2175
OR51M1	-0.1695
CCDC142	-1.3725
ISG15	1.928
ZCCHC14	0.22525
CREBL2	0.355125
TGDS	-1.45775
DC2	-0.12725
CACNA2D3	-0.947428571428571
ZNF429	-1.561125
LYPD6	-2.0355
SUCLG1	0.866
OR51I1	-0.627
MAGEH1	2.14175
PRPF40A	-0.584
SMR3A	0.346
SPINK2	-1.031
THAP2	0.785
NPY5R	-0.8715
IRF4	-3.0305
SPESP1	2.33283333333333
OR10S1	0.4595
DTD1	0.238
TUBE1	-1.688
DDX19A	-0.494
PDPN	-0.174625
TMEM34	0.265833333333333
MGAM	0.036
COL3A1	5.75866666666667
GFM2	-0.4628
OR5A2	0.149
PSG9	-0.63175
ARHGEF11	0.358333333333333
IVNS1ABP	-1.0359375
SIGIRR	0.47125
DUSP19	-0.710125
DNAJC14	-0.1155
ACSS1	1.15775
IL1RAPL2	0.7755
C4orf30	-0.7755
SEPT4	2.46125
LANCL3	-2.7935
SPAG17	3.13783333333333
PRDX3	-0.561125
HNF1A	-1.355125
P4HA2	1.067625
RFWD3	-0.227666666666667
MOV10	0.24325
DNAJA5	0.449714285714286
LOC729440	-0.4615
LOC200383	1.679875
SMC2	-0.83275
MIXL1	-1.19983333333333
TMEM9	0.65275
FAM86A	0.944
ZNF174	0.3232
MYH14	-1.03525
CCR8	2.8315
VPS37C	1.54566666666667
GPATCH1	-0.426666666666667
B3GNT8	1.8655
TBX4	-0.191
CNR2	0.311
PCDH1	1.20575
C5orf29	2.370125
OCIAD2	0.1805
PLCG2	-0.69075
KIAA0247	1.80575
HRH3	0.7995
CAPN13	4.497
CCR1	0.4088
MGC15523	0.455
UVRAG	1.01166666666667
DNAJA2	0.565333333333333
ITGA2B	0.298833333333333
CLDN5	3.133375
PTPRN2	-2.0815
ZNF512	-0.972833333333333
PSAP	0.874142857142857
CCDC140	-0.3575
LRRC55	0.24925
CYP26C1	0.52
C8orf47	-0.881
LYN	-0.02725
DUSP6	1.19033333333333
TGFB3	2.8986
ELK1	-0.1322
PCDH11Y	-0.408666666666667
HGD	-2.80225
C17orf58	-0.54875
MYO3A	0.4825
SERPINE2	-3.6735
AARSD1	-0.1115
C14orf73	-1.7905
ADAM33	0.08975
ZNF491	-0.143
MAPK6	-1.16733333333333
TCN1	4.31516666666667
SLC24A6	0.262
UBE2R2	1.09
H1FNT	0.50575
TATDN2	0.0413333333333333
LILRB1	1.45975
P2RY5	1.4815
NUCB2	0.113
C2orf37	0.6795
SNX27	0.752166666666667
MTA3	1.087
FOXO4	0.495875
ID4	-0.384166666666667
SOX5	-2.61733333333333
PXMP3	0.548
OR52M1	0.057
SFT2D3	-0.138
INA	-3.28583333333333
MCOLN1	1.027
NFIX	-0.1219
CLEC14A	4.74783333333333
HIBCH	-0.454166666666667
PLA2G5	3.11475
TIMM10	0.500166666666667
MED17	-0.5817
COL4A4	0.2985
TPP1	1.07516666666667
GJA3	-1.22866666666667
TMPRSS5	-2.0625
AADACL3	0.3565
DNMBP	-0.18325
ENPP5	2.92416666666667
NQO1	0.0814
ZSCAN2	-0.272625
SEC24C	0.385666666666667
GTF2A1L	0.8195
AXIN2	-0.7324
FAM33A	-0.754416666666667
C16orf13	0.29025
SPNS2	0.7065
TAF1	0.31475
AP1G2	0.230166666666667
RBM42	0.462
HCN2	0.6295
EFHB	1.77433333333333
RUSC1	0.472666666666667
GRIK5	0.305
USP21	-0.411333333333333
ATAD3C	0.62875
ORMDL2	1.6315
PRSS7	-3.36875
PSAT1	-3.546
FLJ13195	-1.25733333333333
TBC1D1	0.725333333333333
IFNG	0.43325
OTOS	0.261
ZNF773	-1.166
EMD	-0.6485
RETN	0.6
CCL8	3.94
APH1A	-0.98075
COX18	-0.52625
GTF2IRD2	-1.60125
CCDC82	-1.93425
PAFAH2	0.6434
NPEPL1	-0.2762
RP11-114G1.1	-0.14
TP53INP1	0.778375
ZNF300	-1.8195
FOXL2	-2.98575
LARP2	0.644583333333333
LATS1	0.08875
HTR6	0.186
SPOCK2	-1.077
RNF144B	2.95066666666667
HTATIP2	0.21125
MGC10334	0.281083333333333
CENTA2	1.96866666666667
FGF2	-2.652
FXYD7	0.00725
PHYHIPL	-2.454875
GPR34	3.6375
DDX6	-0.463666666666667
OR10W1	0.354
LHFPL1	-0.785
ZNF313	-0.438071428571429
VPS28	0.6155
AP3M1	-0.1241
AKR1CL2	0.285
TRAF4	0.840875
OR2B11	0.324
C19orf12	-0.510666666666667
AKAP9	0.2445
C1orf62	-0.307
SLC20A1	-1.5701
FAM112A	0.18575
LDB2	0.462625
MRPS23	-0.4985
KLK5	1.67775
SPTB	0.1937
EFEMP2	1.0025
EFNB2	2.19475
PCM1	-0.472428571428571
NMNAT3	0.284
TSG101	0.486
C8orf40	-0.196333333333333
NOB1	-1.349
ABHD3	-0.27675
GTF3C4	0.04725
PIGN	0.0601666666666667
GALNTL1	-2.115
AEBP1	2.706625
OR9Q1	0.471
ANKRD2	-0.068625
CCL28	0.12275
TRIM38	0.735
TMCC1	0.186333333333333
SMG5	-0.55725
LRRC7	0.3565
NCAPD2	-1.34016666666667
C6orf153	-0.6255
C1orf74	1.3805
OTUD6A	0.441
DCP2	-1.056
TMEM24	-0.4145
RPL18	-0.731166666666667
TMEM177	-0.51075
LRRC37A3	-0.60825
C1D	0.225333333333333
LDHC	1.389
UBE4B	-0.653666666666667
NIT1	0.3105
BTN3A3	0.081375
RASD1	2.637
COMMD3	0.73275
SHFM1	0.13275
BIRC8	-0.47175
DUT	-1.45225
C12orf51	1.4465
LRRC59	-0.463333333333333
LY6H	2.344
WDR22	0.89825
EDEM1	0.0164285714285714
ADH1A	0.4975
PANX2	-0.3562
CYP11B1	0.2325
CDC73	-0.427
GPR172A	0.938
GSTM3	2.02830769230769
KCNA5	-0.39525
SERAC1	0.451833333333333
NFATC2	0.2685
ANAPC5	-0.1795
C15orf24	0.03625
NFATC2IP	-0.52075
TNRC6C	0.169666666666667
MGC102966	-0.554
FGD5	0.446666666666667
MED9	-0.52675
RAB13	0.187166666666667
C15orf49	-0.016
CRYGS	-0.8896
C12orf53	-0.5549
LOC283693	-0.2405
COX6B2	-0.32075
PHF14	-0.13025
FAM3A	0.194875
RPL13	-0.4571
PRDX2	0.106
FLJ34047	-1.67225
PRMT3	-1.19525
KCTD19	-1.485
TRIM10	-0.307833333333333
MGC26597	-0.00966666666666666
GCNT4	-0.12025
GPRASP1	0.1245
CDKN1C	-0.226
RHBDL2	1.548
HSPH1	0.88175
AQP1	2.5825
COL17A1	-0.0183
GFAP	0.254625
CDC16	0.36175
KIAA1614	0.44
C6orf118	-0.350833333333333
ZSWIM5	-0.45175
FAM83F	3.468
LYNX1	0.143
SYNPR	-0.323
XG	3.20766666666667
PRSS16	-2.967875
KIF13B	1.42864285714286
PCDH9	-2.21975
HIST1H2AH	2.0465
RBM18	-0.01725
ZNF626	-0.787875
HEXIM2	-0.430833333333333
ITFG1	0.5425
TUBG2	-0.8155
SFRS7	-0.113916666666667
C9orf14	0.109
EXTL1	1.05675
GBP3	0.418666666666667
WDR5	0.209
RARG	-0.167333333333333
MYO7A	0.128625
CECR6	0.51325
C13orf3	-1.217375
SFRS18	-1.125625
ACVR1B	0.82
PSMD1	0.1852
C7orf31	0.231
ILVBL	-0.0015
IFNGR1	0.56425
RNF186	-0.0025
NOL9	-1.46425
MAGEL2	1.08225
SLC29A2	-0.9075
NHSL1	-1.59025
RBMX	-0.6545
PSORS1C2	0.517
RAD51L3	-0.346333333333333
LCN6	0.7525
ORAI2	-0.131125
BRUNOL6	0.386
OR4K5	0.1515
CDC123	-1.006
MSLN	-2.06133333333333
WWTR1	-1.764
ZNF700	-1.63516666666667
COBL	1.28125
PPP1R16B	-0.631625
GAS7	-0.4403
MDN1	-1.450625
HAAO	0.1425
C9orf68	0.76425
TNFAIP2	0.602625
FOXN1	0.3615
hCG_2033311	0.220166666666667
ATP6V0D2	1.6663
RPL41	0.27825
SLC38A1	1.496125
ARHGAP6	1.447
ADAD2	-0.372
PHF20L1	-0.00875
MCM3AP	0.0656666666666667
ST3GAL3	-0.867666666666667
SNX1	-0.104833333333333
ELF5	2.76525
PARP3	-0.6195
RBM8A	-0.54625
LINGO4	0.57
ITGA9	0.0488333333333333
ZFR	0.1475
ACSL6	0.845
FLJ20699	-0.598
DAOA	-0.05075
FABP4	1.22075
KCNB1	-1.47975
CANX	-0.0252
SLC25A28	-0.3385
ADIPOR2	-0.435125
ECHDC2	1.2315
SMA4	0.597
FRZB	2.73675
PABPC1	-0.370166666666667
DMRTB1	-0.359375
APOBEC3G	-0.68475
CATSPER2	-1.80416666666667
CUEDC1	0.752666666666666
STARD9	-1.435875
CLDN8	4.52425
LOC23117	-1.53109090909091
E2F6	-0.904333333333333
TMEM126B	0.906166666666667
DPY19L4	0.1845
GIMAP5	2.0835
NDUFA9	-0.637166666666667
FAM77C	-1.201
CTPS2	0.9055
LOC51035	0.188875
WDSOF1	-0.97025
EGLN3	1.007
PITX3	0.772833333333333
OR52E8	1.468
GRM4	0.0835
KLK1	-2.3625
GPM6B	-1.0175
RRAGD	-0.657333333333333
PAGE5	-1.844
UCHL5	-0.908666666666667
ULK3	-1.15916666666667
AIM2	0.922
PNO1	-0.707833333333333
OR2F2	0.607
GNAT2	-0.886
SIX1	-0.085
ST13	0.5495
ZBTB44	-1.055875
TIMP2	-0.277
ZMAT4	0.0545
GTF2IRD1	-0.278833333333333
ZNF19	0.496166666666667
ZNF714	-1.19925
RSC1A1	0.0395
C9orf80	0.311
PSMA8	0.342166666666667
TMEM141	1.60325
COX4I1	0.600571428571429
CTAGE1	0.127
DTWD1	-1.374
HSD11B1	-0.053
KRT6B	3.943
ARID4B	0.778875
LHFPL3	0.219
WWP2	0.320833333333333
ZNF326	-0.1535
RGPD1	-1.0325
CTSH	0.770666666666667
FASTKD1	-0.572125
PAF1	0.2043
TTC9C	-0.177
IFT57	0.4756
PRSS36	-0.3105
IL20RB	-2.8075
ZNF592	-0.602333333333333
DCTD	-0.6817
CFP	-0.58675
MFNG	-1.47275
JMJD2B	1.1095
ALDH3B1	-0.1715
THSD4	-0.0826666666666667
KCNJ5	2.71966666666667
LMNA	-0.0271666666666667
TBCD	1.053
ZNF250	0.272833333333333
CASQ2	1.086
PEG10	-0.972583333333333
PRAME	-0.737466666666667
NP	0.772625
TRIM59	0.346333333333333
ZNF12	0.3705
XTP3TPA	0.35175
SIGLEC7	0.0402
PANK4	-0.99575
FAM70A	-2.68516666666667
SNED1	0.39625
HIP1	0.8777
RAET1E	-1.46566666666667
AMAC1L2	-0.804
AHNAK2	0.31375
TOE1	-0.968166666666667
RECQL4	-1.6395
SPRYD3	0.86025
DPAGT1	-1.05125
MAGED2	2.0907
ANKRD55	-1.0115
TRPS1	0.889416666666667
DOK7	-2.1695
TFPI2	-8.161
GTF2H3	0.0813333333333333
CYP4F11	-2.34
LHX2	-4.00883333333333
ATG16L1	1.4935
ASB12	0.4635
C1orf116	2.383625
