Hybridization REF	TCGA-AN-A04C-01A-21R-A034-07
TAF15	-0.21375
HAMP	-1.1235
GRIA4	0.422
PCDHB5	-1.148
IDE	0.58875
ELMO3	1.44833333333333
GPR68	0.073
GRK7	0.7795
CCDC63	-2.21925
ZNF91	1.299
LPIN1	-0.198375
KRT12	-1.13283333333333
MKRN1	0.0228
ANXA7	0.33675
KIAA1598	1.766
WDR13	-0.54
BSPRY	3.08666666666667
PEX12	-0.193777777777778
PMP22	-0.336
tcag7.1136	-1.14825
NPBWR2	0.868
HTR3E	0.8185
C2orf39	-0.252
MTL5	1.98033333333333
TRIM16L	-1.0165
COMMD9	0.386666666666667
INADL	1.28592857142857
GPX1	-0.07175
SNAPC3	0.5625
C4orf16	0.7426
GNA12	0.184583333333333
LIMK1	0.794
PIGC	0.516333333333333
B4GALT5	1.0346
LOC339524	0.44825
LRAT	-1.32272727272727
IL18R1	0.412
CXorf52	-1.64983333333333
AKAP11	-0.43875
GLB1	-0.377
BCL10	-0.217916666666667
MARCH11	1.9235
PLAC1L	0.8865
DTX3	-0.173916666666667
EPHA10	0.346
ARMCX4	0.1805
CTXN3	0.698666666666667
MOCS2	-0.78325
USP28	-0.83975
HCRT	-0.132
CYBRD1	-0.0344
REG3A	0.698
RGS7BP	0.1565
PARP9	0.97275
SEPT6	-0.1949
MMP10	1.002125
OR2Z1	0.723
OBP2B	3.03516666666667
TCN2	0.546666666666667
CDA	-0.8925
TMEM88	-0.00366666666666666
ZFY	-0.0106666666666667
SLC25A41	-2.2725
CHRNG	0.123166666666667
TAS2R50	1.547
DEFB129	0.817
CYFIP2	-2.3815
TEX11	-0.4425
SPATA8	0.2045
MAP3K11	0.332
CEBPE	1.3905
OLIG2	-1.955
DNAI2	0.4305
C14orf106	0.0793333333333333
APRT	-0.2715
AMIGO2	-2.16575
TMEM26	-1.02741666666667
RALBP1	1.03033333333333
TSPYL6	0.19975
EVPL	1.748
PVRL4	4.43883333333333
C2orf30	-1.06725
ITIH4	-0.94725
ADARB2	-0.0383333333333333
C1orf104	-0.70175
PIM2	-2.36683333333333
REGL	0.694
SLC17A5	0.0386666666666667
PIPOX	0.255
INSIG1	-2.61266666666667
SYNGR1	0.517333333333333
TEX15	-1.29666666666667
REPIN1	-0.187166666666667
PDE4A	-0.8472
CAPZB	0.37175
YPEL3	0.707875
C14orf100	-0.137625
GINS2	-1.754
C18orf21	0.838833333333333
CYP1B1	0.796625
VISA	-0.5642
XYLT1	-1.6931
ZNF440	0.171
BRWD1	-0.135
GOLPH3L	0.406
C11orf77	0.5955
ZBTB17	0.72125
SLC19A2	0.34375
C6orf134	1.09025
C9	-0.0385
ART5	-0.505875
ARTN	1.27466666666667
TMTC2	0.292
GNRH2	0.072
STEAP1	0.1336
RPL39L	-0.665166666666667
FLJ10292	-0.3115
RLF	-0.808
NAT14	0.927
RRN3	0.5045
C11orf16	-0.297666666666667
C3orf14	1.10025
TEX264	-0.5125
C22orf28	-0.23675
C20orf175	-0.59925
XPNPEP2	0.495666666666667
PDE6A	-1.041
SPIB	0.72275
TBCB	0.169333333333333
SLC5A11	1.05075
ADRA2C	-2.80166666666667
DHCR24	0.341083333333333
MEF2D	1.008375
C6orf114	-0.952
ZPLD1	-0.6355
MYO1B	1.02933333333333
VAMP8	2.073625
ANKRA2	-1.21566666666667
C11orf42	1.317
TAS2R60	0.492
PANX1	1.249
C12orf42	0.1585
RCBTB1	-0.22675
FGL2	4.24575
CEP70	0.198
WASL	-1.128
SEPT14	1.022
DCHS2	-0.01
CYBA	0.28075
ARHGAP11A	-1.4405
MPZL2	1.11933333333333
KIAA1881	1.84916666666667
ANXA1	-1.3634
AFF1	0.968625
FRMD3	-0.793
SUSD5	-1.72125
C9orf32	-0.89325
RASSF7	0.98925
KIR2DL2	0.8635
SENP1	-0.299666666666667
C20orf195	0.26075
C3orf44	0.09525
KRTAP9-3	0.427
ZFP28	0.266
PLCB2	0.3995
TXNDC15	-0.81025
CALR3	-1.20525
HLTF	-0.173357142857143
C17orf67	-1.876
NDUFA6	0.345
PKP1	2.6335
HMG20B	0.37075
GPR180	-0.8144
BAI3	-0.386
NOSIP	0.264
TRIM23	-0.689625
ARL1	-0.2735
CDK5RAP2	-0.13875
SSH2	-1.4235
KCTD15	1.50333333333333
FTHL17	-0.19
AK3	-0.198333333333333
RAB3C	-0.20425
PAX4	0.59725
KDELC2	-0.9275
BIK	3.01566666666667
KIAA1553	0.971
CEP135	-0.2175
NANOG	-3.3675
TRIM22	1.11166666666667
CDH13	-1.382
B4GALNT4	-0.467
MDGA2	-0.1335
SAMD3	1.0785
OR1E1	0.1255
TAS2R10	-0.237
FASN	0.81775
GPR116	2.5507
ZNF219	-0.125
CD33	-2.642375
RAB3GAP1	1.438
H1FOO	0.3765
NXPH3	0.6435
CROCC	-0.311166666666667
GPX7	-1.007875
BASP1	-2.4828
STAM	-0.44525
TBK1	-0.48575
STX2	-1.11133333333333
RPL29	-0.51575
NR1H3	0.1895
MPPE1	-0.24225
PHACTR3	-0.75225
SLC44A2	1.45975
C10orf109	-0.057
CLCN6	-1.2745
C16orf59	-0.5815
SQSTM1	-0.121333333333333
AADAC	3.1465
LRRC8C	-1.303875
BIN3	-1.5852
HPS6	0.681
MAN2A2	-0.5189
GABPB2	-0.48175
KCND1	-0.73775
PTPN11	-0.558428571428571
ZNF274	-0.4925
ATF3	-0.617083333333333
C7orf26	0.317
C1QL3	-0.9215
WDR54	-2.44216666666667
FLJ40869	-0.314
ZNF397	1.201125
MLL	0.3019
TTLL6	0.349625
ANKRD15	0.194333333333333
KIAA1958	0.511
C1orf218	1.647875
ZDHHC16	0.69975
DDX47	-0.5745
EVI5L	0.0898333333333333
GDF6	-5.5765
TAPBPL	-0.212833333333333
BTG1	2.4283
DPP4	-1.378
KLHL23	-1.98075
APOC3	-4.2855
BTBD12	-0.196166666666667
CNOT4	0.2340625
HIST1H3I	0.916833333333333
OR5H1	0.35675
APEH	-0.630125
TRY1	0.055
SLC26A8	0.595166666666667
KCNA2	-0.0375
TMEM159	2.123625
C6orf81	-0.6015
PCYT1A	1.04666666666667
C6orf157	0.1825
BRMS1	0.49925
CHST1	2.472
LGALS1	-1.2485
TAF1B	-0.4145
FLJ40504	-1.07475
GPR173	0.487
COL15A1	1.672125
CASP10	-1.05592857142857
PCMT1	0.559285714285714
HDAC5	0.7729
LOC641367	0.02825
EVC2	-1.4455
SGPL1	1.69066666666667
GON4L	-0.00564285714285714
AFG3L2	-0.607333333333333
C5orf15	-0.893166666666667
UBXD1	-0.0201
LILRB4	0.81
GSTA4	1.59816666666667
ADIG	0.164
GRIPAP1	-0.299125
HIST1H3B	0.7915
BTRC	0.918166666666667
USP49	-1.522
IQCH	-0.031375
ACBD6	-0.5125
YEATS2	-1.1345
CABP5	0.564
TRIM3	0.9135
HNRPM	-0.563
FGG	-4.69277777777778
C18orf16	0.49675
CLEC2B	-1.23675
PQBP1	-0.416166666666667
JTB	-0.152833333333333
REST	1.936
SLC8A3	-0.568333333333333
TMEM16H	0.26575
MRPL47	0.169
EVI1	0.5587
MUC1	1.301625
TEAD3	1.36275
STOML1	-0.5875
USP24	-0.3783
PNMA5	-0.17525
MAEL	0.0983333333333333
LBP	0.0139
HSD17B4	-1.00375
SEC31B	-2.40075
IDH2	1.2245
SFRS16	-0.715875
AICDA	0.6885
RNF180	-1.5405
C1orf56	-0.722666666666667
FLJ10324	-2.1345
GPR148	0.044
MEF2A	0.319333333333333
ASF1B	-0.9175
HTN3	0.09925
RNF215	-0.178
SLC4A3	0.431833333333333
ADAMTS9	0.2531
C9orf66	2.64016666666667
FOXD3	0.729
GSDM1	0.5765
IFITM5	1.0465
PODXL2	0.421666666666667
C1orf176	0.25175
RPS3	-0.26725
hCG_2004593	0.198125
COL21A1	1.0675
NTNG2	-0.52
RAI14	-1.61466666666667
P76	0.14825
LRFN3	0.91525
FAM14B	-0.9505
FKBP14	-0.48125
TNNI3	-1.2005
HOXB3	2.682125
SGCB	-2.21025
PPAPDC3	-1.337
FRAT1	0.149
MORN1	-0.194333333333333
ARHGEF2	0.86425
BNIP2	0.29125
DHX30	-0.692
EEFSEC	-0.582
FGF20	0.7935
FLJ38973	1.58192857142857
PLCH2	0.116666666666667
CCNG2	1.87225
PSPN	0.163
WDR88	1.365
HOXB13	1.30375
MTMR8	-1.29
SPAM1	-0.4815
PPP2R1B	-0.3135
TANC1	-0.404
CNN3	0.9119
CHGA	0.61975
C9orf128	2.21975
CACNA1B	0.972833333333333
MMAB	-1.4793
RHOA	-0.881333333333333
RAPGEFL1	-0.57125
SLC1A5	-0.835833333333333
CALCA	-0.333125
SYCP1	-0.11725
CXCL11	2.8905
GFI1B	-0.910833333333333
PSCD1	1.02016666666667
C11orf58	-0.916333333333333
MGC45438	3.47316666666667
NUDT18	-1.14066666666667
ASB3	-0.778166666666667
ZP1	-3.0355
LPPR2	0.4648
ZNF527	1.2255
ZNF771	0.357375
TTBK2	-0.889625
TRIM55	-0.9665
GJB3	1.214
PRSS35	0.73425
SCRG1	-0.567
ZDHHC24	-0.08275
DUSP26	-1.075
C1orf51	-0.81725
DNAJC3	0.762333333333333
LITAF	1.554875
ZNF410	-0.05525
AFP	-4.386
ZW10	-0.323
PHOX2B	2.906
VILL	0.076
ELOVL7	-1.816625
LOC644186	1.991
PPP3CC	-1.903
CHST13	-1.84175
WDR40B	0.422
MEA1	-0.28675
HILS1	-1.69
DLX6	-2.15066666666667
NKG7	1.11383333333333
EMP1	0.5345
ACTR6	-0.039
CHCHD7	-0.392071428571429
COG2	0.1188
TCEA2	-0.5945
TARS	-0.9205
FLJ20294	0.5365
ZNF92	0.2425
TRAPPC2L	-0.6044
ARHGAP28	-0.93975
CCDC109B	0.6225
LGTN	-0.120166666666667
INGX	-0.493666666666667
LOC124446	0.76525
RPS2	-0.9795
C17orf75	-2.00116666666667
NBPF1	-0.622
SLC2A8	0.3625
SNRPE	-0.07275
CARD6	-0.00325000000000001
IL13RA2	-0.00637500000000001
CUEDC2	-0.439375
C4orf19	-1.55725
AOC3	1.328
MTHFD2	0.946166666666667
OR5M9	0.3935
C4orf38	-0.1165
SS18L2	-0.51075
OAS3	-0.311833333333333
LARGE	-2.11875
LRIG3	1.84133333333333
LIMA1	0.997
STARD3	2.53316666666667
VPS39	0.15275
CTAGE6	0.271
ODAM	-1.93925
MORF4L2	-1.23525
GSTO2	1.98975
MTFMT	-1.0905
PRKAB2	-0.598357142857143
ZNF76	0.0248333333333333
HSPB2	2.561
CRB2	0.4945
KLRK1	-1.853
LYST	2.10675
UBE2M	-0.891166666666667
SLC16A9	-0.823
ZNF281	1.11925
ST8SIA1	2.37175
C9orf105	-0.2235
ANKRD46	1.71025
FAM108A3	0.817
C20orf91	0.141
ZYX	-0.00783333333333332
RSPH1	1.05275
ZSCAN5	-0.18625
RIMS3	-1.8495
KRT76	0.237
CEACAM4	0.313166666666667
SIRPB1	-0.204
CFHR4	0.668
SOX3	-0.887
GATAD1	-1.3045
C21orf57	-0.93025
TMC8	-0.2605
AVIL	0.912666666666667
LMOD1	2.04225
HIGD1A	-1.52375
NEU3	-0.112
DES	-0.217875
BZW1	-0.7373
ZNF221	-0.693
CCDC27	0.9055
GDAP1	0.49775
RBBP4	0.50275
MGC40499	0.38575
PHKA1	-0.354
PRKAR1A	-0.317333333333333
HSD3B1	0.8405
RAD52	-1.04866666666667
CD207	-0.4015
LOC389791	0.643
RSPO1	-0.1594
TMEPAI	1.595375
MFSD2	0.715625
ETV4	-0.752333333333333
SCGN	-0.1245
LOC391356	0.29725
MPP1	-1.571
STARD3NL	-1.137
TFAP2D	-0.685
CD2AP	0.239
CCL20	-2.395
CCDC86	-0.7165
ZFP30	1.09975
CTBP1	-0.278916666666667
MAK10	-0.162
STXBP5	-0.497
LOR	0.1987
MAP6D1	0.468875
ARMC7	1.2825
TMEM150	0.661
NSL1	-1.1955
KIF5A	-0.33
ASCC2	0.356333333333333
PSENEN	1.56716666666667
OPTC	-0.416
FCRL2	-0.609833333333333
KBTBD11	-2.93925
PCK1	-2.493
CENTD3	-1.9565
MEGF8	-0.48525
ALPPL2	0.17925
OBFC2B	-0.705833333333333
ZFYVE20	-0.458875
GALC	0.402
CTRB2	0.674
C20orf71	0.6438
TBKBP1	0.8925
CAMLG	-0.566375
TREML4	-1.065
RSAD1	1.264
TUBA3D	0.029
KIAA1833	-0.149625
PNPLA1	-0.91
LRRC34	-1.65316666666667
CDH26	0.888
ZNF167	-0.117
ZBTB26	-0.4545
VWF	3.002
VTN	-0.889166666666667
BAD	0.856
PDS5B	0.37475
ZNF644	1.07716666666667
SH3GLB2	-0.8315
SMPDL3A	0.238
NRG2	-0.678375
IL15	2.2185
GABARAPL1	-0.865666666666667
LAT2	-0.5874
SLCO1A2	-1.66925
LIG4	-0.182083333333333
GSDMDC1	-0.739875
BMP4	-2.93
METT10D	0.0244285714285714
SYCE1	0.0125
SPANXD	-5.89825
SLC12A9	0.295333333333333
MC1R	-2.612
RNF168	-0.6475
TRIM69	0.37475
GALNT7	3.313
ISG20L2	0.75125
KIAA2026	0.956
TNFAIP8L1	-0.064
DPY19L2	-0.51475
C12orf63	3.557
PRDX5	-0.033
MED6	-0.321875
TXNDC5	-0.49075
CD46	-0.0800833333333333
CCK	-2.82375
C17orf48	-0.95275
ANUBL1	0.967
SIT1	-1.07583333333333
TYSND1	0.712833333333333
DEF6	0.174666666666667
GLT8D4	-1.15675
UTP14A	0.628125
RPH3AL	1.2595
NXF1	0.710833333333333
TRERF1	0.483833333333333
TUBB3	-0.64025
SLC24A2	1.0015
SEC22B	0.08625
ZNF653	0.04075
GGTL3	-1.4185
CDKL2	-0.5
CTF8	-0.45375
EPC1	1.8025
CYP4A11	-0.191666666666667
THRSP	3.6995
LELP1	-0.495333333333333
TES	1.29425
C17orf87	0.6485
FERD3L	0.13275
SH3TC1	-0.5955
RAB36	1.0035
CRYGB	-0.3955
GRIA3	-0.461111111111111
BHLHB9	0.679
C1QTNF9	0.16775
GOPC	-0.2735
PNPLA8	-0.0538333333333333
ZNF444	0.1965
FMO1	2.46875
POLR3C	-0.2375
SLC35F3	1.922
SGCG	-3.07566666666667
DCDC2	-4.1625
NANP	-0.582
MGC23270	-0.1655
BEX4	-0.00283333333333333
HYDIN	0.7352
RPS6KB2	-0.65675
ADRM1	-0.119583333333333
BAT3	-0.45475
RAB31	-1.6984375
SCGB2A1	7.608125
SLC6A14	-0.67775
DDX4	-0.22225
PRRC1	0.469
AP3B2	-0.338
TRGV7	-1.31525
TMEM184B	0.52575
ADPRHL1	-0.513833333333333
C21orf45	0.612
ARNTL	0.153
AADAT	0.58175
CCL2	0.453
SNTB2	-0.346666666666667
RGS9BP	1.75375
KPNA1	0.89325
TMEM41B	-1.243
S100A11	1.41816666666667
DOT1L	-0.538
EFHC2	0.746
CLTC	0.0273333333333333
SRP9	0.0354285714285714
ZNF521	-2.521
FAM26F	-1.06675
GPR88	-0.154333333333333
COL13A1	0.433333333333333
CHMP4B	-0.5461
SIGLEC6	0.479666666666667
NFAM1	0.707375
PVRL2	0.4965
ALKBH4	0.4285
CCDC93	-0.0655625
NXT1	0.33
KCNK4	0.183
TROAP	-0.521166666666667
KCNA10	0.00325
CCDC114	0.2695
RAN	-1.21033333333333
LMTK2	0.8435
LOC400657	0.1445
UFC1	0.736
UBE1DC1	-1.018
EEF1A1	-0.879055555555556
CHAC1	-0.1075
HMGA2	-5.18244444444444
B3GALTL	-0.7635
ING2	0.0815
C1orf109	-0.31625
INTS3	0.726875
ZNF558	0.34175
TRPM4	1.59533333333333
LTB4R	-1.279
ISYNA1	0.23
LSM7	0.04125
LRRC47	-0.3320625
ZNF179	-2.00466666666667
EXDL1	0.03
SLC4A10	-0.1445
ACSS2	0.744333333333333
COPS7B	0.263
KIAA0040	0.418166666666667
C1orf95	0.878
AP1GBP1	-0.5555
OR9A2	-1.569
FAM71C	0.668333333333333
RIN1	-2.41583333333333
ITGA4	-2.049875
DNAJC6	-0.4598
CLOCK	1.07083333333333
SLC35A4	-0.0385
DSG4	-0.1655
LOC26010	-1.332
NSUN2	0.16025
TMEM86B	-0.6263
C14orf135	-0.2305
KIFC3	-1.60716666666667
PHF5A	0.2145
NCAPH	-0.608625
STK11IP	-0.31625
FLJ42953	1.247125
CCDC19	1.954
ZNF329	-0.014125
TAX1BP1	0.364
ZDHHC18	0.572166666666667
C10orf88	0.35675
TMBIM4	0.1357
NMUR1	0.076
KIR2DS4	0.746
C9orf90	-0.22175
MGC87631	0.4155
KDR	2.7377
ST3GAL2	-1.734375
RLN2	-2.04566666666667
HPD	-2.622
MOXD1	-2.606
PDGFRL	0.2215
SMYD4	-0.806071428571428
FAM103A1	-0.0143333333333333
MFAP4	-1.48916666666667
LOC285141	1.27325
TMEM45B	0.632625
SMCR7L	-0.366071428571428
GZMH	1.91325
CBLN1	-1.51283333333333
CNNM1	-0.4945
PHF17	-1.31041666666667
NUP98	-0.4685
RMI1	-0.605
PTPRS	-0.288875
ANKRD57	-0.347125
CLDN15	-0.253333333333333
OR51A2	0.3585
GUCA2B	0.9995
DOCK9	1.65625
ITGB1BP1	-1.27383333333333
DLG2	0.312375
BRAP	0.0655
SESN3	-2.02325
ZC3H7B	0.3305
FAM101A	1.15133333333333
FKSG24	0.04375
ZYG11B	0.07625
RFC2	-0.91075
SH2D3A	1.11433333333333
DVL3	-0.15325
ADFP	-0.945166666666667
KRIT1	-0.467125
SERTAD3	2.16183333333333
LEFTY2	-2.74825
KRT27	-0.0655
SCFD2	0.50075
MN1	0.90525
RORA	0.9085
PTPRD	-1.01475
PIAS2	0.225
CYP4X1	5.2375
FBXL15	0.14825
MYH15	0.0373333333333334
CRX	0.357666666666667
TBC1D13	-1.41125
SLC22A17	0.3815
PLK2	-0.485333333333333
ARHGAP9	0.674
EIF1B	-1.82825
C20orf185	0.197
DEFA7P	0.8795
PRIM1	-2.86983333333333
CRYAA	-0.55975
BACE1	-1.6665
AGTRL1	0.807833333333333
ACAD9	-0.292125
GRASP	-0.29475
RBP4	-3.61883333333333
TFB2M	-0.18825
METTL9	0.0433
ATP5O	-1.2555
SP100	0.3365
CPSF1	0.467666666666667
S100A4	-1.4995
LIME1	-0.60025
GPR137C	-1.0585
OR2A2	-1.3055
C2orf29	0.32875
NUP188	-0.74725
SDPR	-0.408
RAI1	0.188625
RPS20	1.0847
LAMB1	-1.6755
ADM2	0.995
ZNF229	-1.9975
DKFZp434K1815	-0.913625
EPN3	4.04283333333333
CLIC3	1.458
MEIG1	-0.32025
HMGB4	-0.14375
STARD10	1.2305
KLF8	5.0935
EPB41L2	-1.59116666666667
JMJD6	0.050875
CTSL1	-1.4335
GPR27	-0.2615
ELAVL4	0.308625
MMP21	0.595
PPM1B	0.3575
SUV39H1	-0.5565
AAMP	0.267
TUSC4	-0.736833333333333
MBD6	0.8005
KLK13	-1.16775
FMNL3	0.4285
TRIM13	0.505083333333333
C15orf5	-2.14775
IQCF1	0.916333333333333
CACNG8	0.5385
SLC35D3	0.386
ZDHHC9	1.2425
ODF3L1	0.44125
C9orf86	0.2232
TSEN2	-0.8595
C17orf64	-1.17075
SEPX1	0.3323
TSPO	1.58133333333333
SYMPK	-0.208
ADORA1	0.669
TSPAN10	0.77125
SEMA6C	0.492833333333333
RTTN	-0.2085
IL2	0.382333333333333
ARRDC3	-1.25991666666667
TBPL1	-0.8035
STX12	-0.297
MRPL39	-0.6965
OR8H3	0.513
IFIT5	0.525666666666667
CASC5	-0.3775
FAM46A	-0.898666666666667
HPCAL1	-0.050625
CYLC1	0.921
VGLL2	-0.05625
C20orf191	0.07825
CDH1	3.0015
ITPA	0.239
CCDC101	0.1615
D15Wsu75e	0.9225
EDA	-1.27375
CREG1	-0.9225
OR7G2	0.6155
SAP18	0.457833333333333
IFIT1	1.84925
CALML3	1.16516666666667
FLJ37440	-0.031
FNDC5	-0.884
SERPINB6	-2.11621428571429
JUNB	0.507
SYS1	1.08275
SCN2A	0.232666666666667
ZKSCAN5	-1.235
WNT7A	0.5335
TSHZ3	0.65975
RNF148	0.4055
H6PD	-0.08675
CAD	-0.855666666666667
ZNF449	-0.3815
DOCK10	-1.843
FAIM2	-0.469333333333333
HEXDC	0.3535
PRB1	-0.27225
C14orf148	0.285
ETHE1	0.76575
IRF5	0.9986
GNMT	0.529666666666667
MGC16291	-1.827625
RPAIN	-0.516214285714286
CAGE1	0.026
CNTNAP3	-3.51475
ACTR1B	-0.5585
EEF1E1	-0.8525
MSX1	-0.860125
ESF1	0.5021
HSPC171	-0.46925
MRPL2	0.0801666666666667
RDH12	-0.159666666666667
CELP	0.6045
METRNL	0.025
C10orf116	4.11016666666667
C19orf48	-0.10275
ZNF346	-0.418625
NCR1	-0.822
C10orf64	0.464
CD52	0.32025
VPS18	1.17
AP4S1	-0.387833333333333
NPBWR1	0.9565
TPK1	1.444
UBA52	-0.0175
RIPK1	1.2035
CPNE3	1.3507
HSPC159	1.062875
C8orf38	0.09675
LRRC4B	0.486
PARP10	0.4839
ANKRD50	2.7095
CXCL9	6.2135
FGF18	0.448727272727273
EIF2A	0.523
SLC20A2	-0.0958333333333333
KIAA1549	0.634833333333333
SPINT1	2.3949
ZNF584	-0.7385
CRBN	-0.605
ABCF3	0.129833333333333
NCBP1	0.269
PLA2G4F	1.07433333333333
PCDH10	-0.072
TTC21A	0.429
C20orf144	0.769
FGFR1OP2	-0.537166666666667
SLC9A1	0.3095
CHRND	-0.2465
FOXF1	-2.26175
KIAA1467	0.8555
TPO	0.537166666666667
LTF	2.34378571428571
DNAJB9	-0.468
MRPS27	-1.37225
bA16L21.2.1	-1.07475
WBP2	0.169
MRGPRX3	-1.9115
PRPF18	0.22075
C10orf58	1.08625
SMOC1	-2.7277
ADAT3	0.771666666666667
TMEM138	0.64025
TMEM131	0.6955
TIMM8B	0.834
MYH7	-0.4956
ST6GAL2	-0.4845
KIF1C	-0.3185
SUHW2	-0.1555
PAPSS1	0.408
CABP2	0.0275
HOXA4	-2.816
ELF2	0.73825
SEMA3D	-0.1063
MC5R	0.2635
OGFR	0.6075
FLJ30092	0.0185
TGFA	2.1344
MMP17	0.8815
KIF15	-1.9885
CHIA	-0.13225
CATSPER3	0.12825
CEACAM7	4.46258333333333
PADI2	2.857625
HOXA9	-0.617333333333333
LNX2	0.928166666666667
TMEM144	2.93375
HIF1AN	0.50425
METTL7A	0.0867
C6orf165	1.97066666666667
KIAA1468	1.010125
DSG3	-0.823
ZNF180	0.167833333333333
EIF4E3	-0.646125
SLC46A1	-0.069125
DKK1	1.04266666666667
ZNF205	0.983
LOC162073	1.34961111111111
COX7A1	4.61275
MAGEA1	-4.60616666666667
NEDD8	-0.854416666666667
KLHDC5	-0.401333333333333
C3orf19	0.307166666666667
MRPS2	-0.50975
POLR3H	0.0852857142857143
ABHD11	1.1688
TMEM17	1.28725
PAIP2B	1.0823
MAT1A	-4.01025
LGI3	0.005
THUMPD2	0.54925
TKTL2	-0.321333333333333
XAGE3	-3.5165
CALM3	0.4255
C6orf136	0.0503333333333333
KCNC4	0.218
RGS9	-0.0793333333333333
ACIN1	0.28
SPATS1	-0.49825
XKR8	-0.04175
FAM84A	2.05666666666667
MS4A7	3.86936363636364
AGXT2L2	-1.2395
OR1F1	0.8415
SMAP1L	-0.53625
IPO11	-0.037
ZC3H11A	0.2193125
C1orf151	0.377125
RNASEH2A	-0.93675
CCR10	-0.951
TXNDC11	-0.0498333333333333
TMEM112	0.47725
MAP1B	-1.53242857142857
NVL	0.5355
PKM2	-1.2624
ARC	-1.0885
NUP54	-0.409
PPFIBP2	1.89016666666667
STAT2	0.180125
PTAFR	1.41166666666667
ROBO2	0.124875
RNF40	0.1615
CCDC135	-0.611333333333333
IFT81	-0.5397
MORF4	-1.4325
TM7SF3	-0.730875
OR10H3	0.395
ABP1	-0.48125
CHRD	-0.4945
PLEKHA8	0.361833333333333
NCALD	2.90533333333333
OR5AK2	1.01375
ACCN1	0.3006
SLITRK1	-0.12275
ARMET	-0.4325
C9orf52	2.34175
REEP4	-1.0395
MTSS1	2.90625
ADH1B	1.836
DLD	-1.1175
CDK5	-0.7765
PPFIA1	-0.2679375
WFDC3	0.95475
DNAJB12	0.841857142857143
RANGRF	-1.934
MLANA	-4.21925
AMY2B	1.1205
KIAA0319	-0.934375
RPS7	-0.2285
JAK3	-0.1922
ARFGEF1	1.80325
CXCL5	0.385666666666667
TRAPPC4	-0.53175
CETN2	0.46575
HSPC111	-0.8795
RHOBTB3	-2.2567
PHLPP	0.005
RGS10	1.9425
TMEM58	-0.47725
CHERP	0.268
HSP90AB3P	-0.3835
FSTL3	-1.28633333333333
PEX11A	1.6245
OR5V1	0.7065
FCN3	2.551
PTPN3	0.88275
NPTX1	-4.47825
C21orf84	-1.3035
C11orf51	-0.298
ZBED2	1.45625
FLJ90757	0.39825
NPY2R	0.522666666666667
PLD3	1.4985
SYT17	4.2845
SGSM2	-1.0515
OR1A2	-0.1485
FOXP1	0.548875
SLC5A1	3.553
POFUT1	-1.2014
EPHB6	-0.846
MYO1G	-2.110375
STAC	-1.73655555555556
KLHL17	0.00733333333333327
RGMA	0.7712
TJP2	0.1114
FAM114A1	-1.51866666666667
SERINC1	0.33875
SLC9A8	-0.430125
PEX19	0.059375
EDN2	3.393
PSMD7	-0.826666666666667
C3orf41	-1.25775
UQCR	-0.486375
PPP1R3C	-1.849
LRP4	-1.65266666666667
TM2D1	-0.911
TTC17	0.034875
C4BPB	-4.1775
CCL25	0.863
ZNF253	-0.132333333333333
CHRNA9	-3.43566666666667
SOX11	3.476375
HIVEP3	0.6305
CGN	1.48816666666667
C3orf35	0.6295
PKD2L1	2.886
SYVN1	0.248
PDE8B	-2.52675
LOC439951	0.67425
LTC4S	1.20716666666667
MIF4GD	0.451833333333333
SMARCA2	1.475125
TUBGCP6	0.108833333333333
CABLES1	0.975
C16orf77	1.06216666666667
ZNF791	0.41725
FUT5	0.761
ADH6	-2.028
P4HB	0.7775
CLDND2	-1.48825
ALKBH8	0.20025
PLAC4	-0.1925
F11R	1.53114285714286
MGC35295	0.261
PDZD4	-0.210666666666667
LOC389073	0.6085
FAM80B	0.164833333333333
PSMB1	-1.95775
TXN	0.408166666666667
VIPR1	0.9203
WBSCR18	0.4819
EXOSC6	0.0968333333333333
ACTA2	3.14816666666667
SP5	0.923833333333334
ANKRD1	-2.89825
DDR1	1.2388
ATP6V1D	-0.60875
PTGS1	-2.93125
RNF157	-1.05575
DCC	1.261
SPAG7	-0.637
FBXO18	0.3825
UBE3C	-0.4459
HOXC6	0.659
LRP2BP	-0.926833333333333
MYST2	0.922
PDSS2	1.08625
ATE1	0.35
ARAF	-0.983
KLF10	1.1535
PLA2G2E	0.4695
ASCL1	-0.593666666666667
TSNAXIP1	-0.5175
FAM131B	-0.279
IFNA10	1.086
NUP43	0.783875
FAM44B	-1.23075
L1TD1	-4.604
NMD3	-0.889333333333333
C18orf54	-1.6629
PHOSPHO1	0.8765
RAG2	-0.5065
EMILIN3	-0.1605
METTL3	-0.09375
VPS13C	0.03125
REXO2	-1.08475
ANXA4	0.09575
CA1	-0.30425
DCP1B	0.0955
TULP3	-0.5455
ATP2A2	-0.690714285714286
ATIC	-0.44975
ADAM15	-0.0945
NPL	1.17816666666667
LGR4	-0.776125
UEVLD	-0.105666666666667
GAB1	3.38575
SNAI2	-1.40616666666667
ZGPAT	0.0649
SNF1LK	-0.132125
DLEU1	-1.14275
UBE2Q1	0.596125
ZMYM6	-0.4720625
JPH3	-2.7198
FAM38A	-0.461083333333333
PXK	-1.03116666666667
DENND2D	2.05875
BAX	-0.903166666666667
CP	-3.43954545454546
RPL37	1.0624
G6PC3	0.25175
NCOA4	-0.392
LRRC14	0.463875
