Hybridization REF	TCGA-C8-A12W-01A-11R-A115-07
HOXB3	-0.309625
SGCB	0.29475
PPAPDC3	0.38225
FRAT1	0.597333333333333
MORN1	-0.0323333333333333
ARHGEF2	-0.883
BNIP2	-0.4645
DHX30	-0.029
EEFSEC	-0.13425
FGF20	0.633
FLJ38973	0.351214285714286
PLCH2	-0.271
CCNG2	1.01575
PSPN	0.3245
WDR88	0.45
HOXB13	-2.87575
MTMR8	-1.5275
SPAM1	0.2575
PPP2R1B	-1.284375
TANC1	0.261375
CNN3	0.617
CHGA	-0.94575
C9orf128	0.69475
CACNA1B	0.888666666666667
MMAB	-1.0127
RHOA	0.705416666666667
RAPGEFL1	-0.65725
SLC1A5	0.121
CALCA	-0.334375
SYCP1	0.0593333333333333
CXCL11	4.885
GFI1B	-1.25683333333333
PSCD1	-0.552666666666667
C11orf58	0.1335
MGC45438	2.19383333333333
NUDT18	0.364666666666667
ASB3	-0.883
ZP1	-2.428
LPPR2	0.0912
ZNF527	0.7085
ZNF771	0.749
TTBK2	-0.7545
TRIM55	1.69125
GJB3	-0.270833333333333
PRSS35	-0.5415
SCRG1	0.47075
ZDHHC24	0.24425
DUSP26	1.3505
C1orf51	-1.190375
DNAJC3	0.481833333333333
LITAF	1.060625
ZNF410	-0.563
AFP	-5.2815
ZW10	-1.09825
PHOX2B	0.1935
VILL	-0.80275
ELOVL7	-2.00975
LOC644186	3.2115
PPP3CC	-0.33725
CHST13	-1.79975
WDR40B	-0.205181818181818
MEA1	0.22575
HILS1	-1.48575
DLX6	-2.6095
NKG7	2.27466666666667
EMP1	0.9985
ACTR6	0.11675
CHCHD7	2.41871428571429
COG2	0.0576
TCEA2	1.2388
TARS	-1.44825
FLJ20294	-0.321166666666667
ZNF92	0.42625
TRAPPC2L	0.2719
ARHGAP28	-0.339125
CCDC109B	0.42075
LGTN	-0.435833333333333
INGX	0.429333333333333
LOC124446	0.83675
RPS2	-1.5005
C17orf75	-0.48
NBPF1	-0.12
SLC2A8	-0.258666666666667
SNRPE	0.2495
CARD6	0.27175
IL13RA2	0.131125
CUEDC2	-0.162375
C4orf19	2.1545
AOC3	1.457375
MTHFD2	-0.6255
OR5M9	-0.329
C4orf38	-0.105833333333333
SS18L2	0.164
OAS3	1.46633333333333
LARGE	2.43675
LRIG3	0.121333333333333
LIMA1	0.423
STARD3	0.171083333333333
VPS39	0.196
CTAGE6	-0.018
ODAM	-2.13025
MORF4L2	0.164375
GSTO2	2.20575
MTFMT	-0.78
PRKAB2	-0.62
ZNF76	-0.473
HSPB2	4.4675
CRB2	-0.86875
KLRK1	-2.537
LYST	0.675375
UBE2M	-0.750833333333333
SLC16A9	-2.4685
ZNF281	0.00025
ST8SIA1	-1.237625
C9orf105	-0.6205
ANKRD46	1.2655
FAM108A3	0.275
C20orf91	-0.78
ZYX	0.969833333333333
RSPH1	2.6185
ZSCAN5	-0.40775
RIMS3	-1.54683333333333
KRT76	0.419
CEACAM4	0.559666666666667
SIRPB1	0.549375
CFHR4	0.1635
SOX3	0.222666666666666
GATAD1	-0.80625
C21orf57	1.70975
TMC8	-0.479333333333333
AVIL	0.874
LMOD1	3.72575
HIGD1A	0.483625
NEU3	-0.346166666666667
DES	0.132125
BZW1	-1.3336
ZNF221	-0.2635
CCDC27	0.012
GDAP1	0.74875
RBBP4	-0.611
MGC40499	0.04175
PHKA1	-0.717375
PRKAR1A	0.566055555555556
HSD3B1	-0.137666666666667
RAD52	-0.5935
CD207	-0.0775
LOC389791	0.4455
RSPO1	2.001
TMEPAI	3.090375
MFSD2	-0.42325
ETV4	-2.94116666666667
SCGN	-1.9165
LOC391356	-0.18375
MPP1	-1.163875
STARD3NL	-0.44325
TFAP2D	-0.094
CD2AP	0.682625
CCL20	-4.38033333333333
CCDC86	-0.991
ZFP30	-2.08775
CTBP1	-0.119333333333333
MAK10	0.0601666666666667
STXBP5	-1.24116666666667
LOR	0.421777777777778
MAP6D1	-0.105625
ARMC7	0.7075
TMEM150	0.2851
NSL1	-0.3955
KIF5A	-0.948428571428572
ASCC2	0.655833333333333
PSENEN	1.27483333333333
OPTC	-0.181
FCRL2	2.83266666666667
KBTBD11	-1.4405
PCK1	-3.0285
CENTD3	-1.7235
MEGF8	-0.053875
ALPPL2	-0.20275
OBFC2B	0.0181666666666667
ZFYVE20	-0.527
GALC	1.36583333333333
CTRB2	0.37975
C20orf71	0.180666666666667
TBKBP1	0.934666666666667
CAMLG	0.428875
TREML4	-0.3355
RSAD1	-0.52
TUBA3D	-0.4592
KIAA1833	0.76425
PNPLA1	0.211
LRRC34	-1.92416666666667
CDH26	-0.2775
ZNF167	0.477666666666667
ZBTB26	-0.6458
VWF	3.3111
VTN	-1.05283333333333
BAD	0.50925
PDS5B	0.311916666666667
ZNF644	0.153833333333333
SH3GLB2	-0.5465
SMPDL3A	0.1019
NRG2	-1.8345
IL15	0.120833333333333
GABARAPL1	-0.343166666666667
LAT2	0.6783
SLCO1A2	-2.07933333333333
LIG4	-0.383833333333333
GSDMDC1	1.523
BMP4	-0.415625
METT10D	0.539571428571429
SYCE1	-0.01525
SPANXD	-5.53975
SLC12A9	-0.029
MC1R	-1.568
RNF168	-0.93125
TRIM69	0.95375
GALNT7	1.71233333333333
ISG20L2	0.54125
KIAA2026	0.0955
TNFAIP8L1	-0.13
DPY19L2	-3.08175
C12orf63	1.7455
PRDX5	0.10625
MED6	-0.755875
TXNDC5	-0.590625
CD46	0.37375
CCK	-2.86275
C17orf48	-0.2075
ANUBL1	0.75875
SIT1	-0.5295
TYSND1	0.0493333333333333
DEF6	0.062
GLT8D4	1.22625
UTP14A	-0.2665
RPH3AL	2.344
NXF1	-0.265833333333333
TRERF1	0.255166666666667
TUBB3	-0.5428125
SLC24A2	1.062
SEC22B	0.0741666666666666
ZNF653	-0.024
GGTL3	-1.93908333333333
CDKL2	-0.073
CTF8	-0.17875
EPC1	1.35483333333333
CYP4A11	0.252166666666667
THRSP	1.57833333333333
LELP1	0.4722
TES	-0.140875
C17orf87	2.2755
FERD3L	0.13025
SH3TC1	-0.307
RAB36	0.783
CRYGB	-0.582
GRIA3	0.8799
BHLHB9	0.467
C1QTNF9	0.1155
GOPC	-0.25475
PNPLA8	-0.500333333333333
ZNF444	0.4405
FMO1	3.996
POLR3C	-0.11825
SLC35F3	-1.9315
SGCG	-3.41283333333333
DCDC2	-1.11016666666667
NANP	0.3425
MGC23270	-0.075
BEX4	-0.699166666666667
HYDIN	1.2396
RPS6KB2	-0.0365
ADRM1	0.945416666666667
BAT3	-0.21175
RAB31	1.5568125
SCGB2A1	6.834375
SLC6A14	-4.267625
DDX4	-1.736
PRRC1	0.762333333333333
AP3B2	-0.5215
TRGV7	0.630833333333333
TMEM184B	1.3645
ADPRHL1	1.22183333333333
C21orf45	0.418
ARNTL	1.027625
AADAT	-0.88375
CCL2	1.29166666666667
SNTB2	0.561166666666667
RGS9BP	1.096
KPNA1	0.2375
TMEM41B	-0.4005
S100A11	1.23133333333333
DOT1L	-0.9945
EFHC2	-0.3635
CLTC	-0.180333333333333
SRP9	0.563642857142857
ZNF521	0.366
FAM26F	-0.29175
GPR88	1.11233333333333
COL13A1	-0.218333333333333
CHMP4B	0.5916
SIGLEC6	0.0256666666666667
NFAM1	0.116125
PVRL2	0.9323
ALKBH4	0.12675
CCDC93	-0.912875
NXT1	0.549
KCNK4	0.224
TROAP	-0.841333333333333
KCNA10	1.30475
CCDC114	0.109
RAN	-0.376583333333333
LMTK2	-0.1855
LOC400657	-0.3055
UFC1	0.98375
UBE1DC1	-1.346
EEF1A1	-1.37305555555556
CHAC1	-0.082
HMGA2	-5.4688
B3GALTL	0.5205
ING2	-0.1765
C1orf109	-0.3155
INTS3	0.44825
ZNF558	-0.564
TRPM4	1.52583333333333
LTB4R	-0.961
ISYNA1	0.9415
LSM7	-0.66025
LRRC47	-1.0468125
ZNF179	-2.97183333333333
EXDL1	0.649
SLC4A10	0.18675
ACSS2	-1.23783333333333
COPS7B	-0.591
KIAA0040	1.60183333333333
C1orf95	-0.3795
AP1GBP1	-0.028
OR9A2	-0.999
FAM71C	-0.0171666666666667
RIN1	-1.61416666666667
ITGA4	-1.17975
DNAJC6	-0.795166666666667
CLOCK	0.330833333333333
SLC35A4	0.341
DSG4	0.8355
LOC26010	-0.16975
NSUN2	-1.32425
TMEM86B	-0.9376
C14orf135	-0.56125
KIFC3	-1.60833333333333
PHF5A	0.2195
NCAPH	-1.479625
STK11IP	-0.4215
FLJ42953	0.930875
CCDC19	3.59866666666667
ZNF329	0.105375
TAX1BP1	-0.207833333333333
ZDHHC18	-0.314833333333333
C10orf88	-0.3925
TMBIM4	1.102
NMUR1	-0.174
KIR2DS4	0.632875
C9orf90	0.7845
MGC87631	-1.783
KDR	2.4491
ST3GAL2	-0.6165
RLN2	2.774
HPD	-3.64575
MOXD1	-1.768
PDGFRL	2.38866666666667
SMYD4	-0.4195
FAM103A1	0.7455
MFAP4	-1.03633333333333
LOC285141	0.261
TMEM45B	0.19875
SMCR7L	-0.408857142857143
GZMH	3.554
CBLN1	-0.522
CNNM1	-0.62175
PHF17	-1.38866666666667
NUP98	-0.413
RMI1	-1.191
PTPRS	0.7445
ANKRD57	-0.6565
CLDN15	-0.7675
OR51A2	0.921
GUCA2B	0.444
DOCK9	0.0635
ITGB1BP1	-0.665666666666667
DLG2	0.55825
BRAP	-0.542
SESN3	-0.4875
ZC3H7B	1.2025
FAM101A	2.58633333333333
FKSG24	-0.512
ZYG11B	-0.135375
RFC2	-0.88025
SH2D3A	0.2205
DVL3	-0.70825
ADFP	-0.6985
KRIT1	-0.552125
SERTAD3	1.19383333333333
LEFTY2	-3.307
KRT27	-0.9305
SCFD2	0.2435
MN1	-0.4455
RORA	0.6745
PTPRD	0.174
PIAS2	-1.02983333333333
CYP4X1	4.9685
FBXL15	0.24825
MYH15	-0.177
CRX	0.0781666666666666
TBC1D13	-0.89075
SLC22A17	1.13133333333333
PLK2	-0.713666666666667
ARHGAP9	1.515
EIF1B	0.0595
C20orf185	0.147
DEFA7P	0.3515
PRIM1	-0.748333333333333
CRYAA	-1.17866666666667
BACE1	0.381
AGTRL1	0.6095
ACAD9	-0.15675
GRASP	-0.1815
RBP4	-3.5775
TFB2M	0.1655
METTL9	-0.3655
ATP5O	-0.21325
SP100	-0.1369
CPSF1	0.135333333333333
S100A4	0.03475
LIME1	-0.27425
GPR137C	-0.4365
OR2A2	0.898
C2orf29	-0.724
NUP188	-1.28525
SDPR	-2.17775
RAI1	0.756125
RPS20	1.8024
LAMB1	-0.29025
ADM2	2.42416666666667
ZNF229	0.3455
DKFZp434K1815	-1.173375
EPN3	2.32883333333333
CLIC3	1.197
MEIG1	-0.71225
HMGB4	0.12675
STARD10	2.908875
KLF8	1.81675
EPB41L2	-0.9425
JMJD6	0.120375
CTSL1	0.00666666666666667
GPR27	0.3775
ELAVL4	0.663875
MMP21	-0.331
PPM1B	0.195125
SUV39H1	-0.43475
AAMP	-0.45725
TUSC4	0.411
MBD6	-0.06775
KLK13	-1.92314285714286
FMNL3	0.6875
TRIM13	0.0105833333333333
C15orf5	-1.9445
IQCF1	-0.0558571428571428
CACNG8	0.5775
SLC35D3	0.0993333333333333
ZDHHC9	0.818
ODF3L1	0.297333333333333
C9orf86	-0.7163
TSEN2	-1.504
C17orf64	-0.757
SEPX1	0.2353
TSPO	1.57016666666667
SYMPK	-0.7925
ADORA1	1.2805
TSPAN10	1.585125
SEMA6C	0.135833333333333
RTTN	-0.7144
IL2	0.4002
ARRDC3	-0.494333333333333
TBPL1	-1.3415
STX12	0.6105
MRPL39	-1.57125
OR8H3	1.0335
IFIT5	0.551166666666667
CASC5	-1.8555
FAM46A	-1.56516666666667
HPCAL1	-1.105375
CYLC1	-0.293
VGLL2	-0.15075
C20orf191	1.078
CDH1	3.47416666666667
ITPA	-0.2135
CCDC101	1.05
D15Wsu75e	1.00825
EDA	-1.3145
CREG1	-0.29125
OR7G2	0.933
SAP18	1.07725
IFIT1	1.33975
CALML3	2.059
FLJ37440	1.1125
FNDC5	-0.8735
SERPINB6	-0.4565
JUNB	0.0648
SYS1	1.2955
SCN2A	-0.204666666666667
ZKSCAN5	-0.8246
WNT7A	0.0658333333333333
TSHZ3	3.18225
RNF148	-0.49725
H6PD	-0.132
CAD	-1.29466666666667
ZNF449	0.435
DOCK10	-0.7825
FAIM2	0.672166666666667
HEXDC	0.034
PRB1	0.353
C14orf148	-0.9105
ETHE1	1.3245
IRF5	0.9557
GNMT	0.0646666666666667
MGC16291	-2.28875
RPAIN	-0.320357142857143
CAGE1	0.598
CNTNAP3	-2.98125
ACTR1B	-0.806
EEF1E1	-0.2225
MSX1	0.166875
ESF1	0.927
HSPC171	0.89625
MRPL2	0.739166666666667
RDH12	0.0951666666666667
CELP	0.401
METRNL	0.1705
C10orf116	4.208
C19orf48	-0.58325
ZNF346	-0.284625
NCR1	-1.883
C10orf64	-2.891
CD52	0.8385
VPS18	0.31725
AP4S1	0.947833333333333
NPBWR1	2.489
TPK1	1.288
UBA52	-0.401555555555556
RIPK1	-0.0515
CPNE3	1.3734
HSPC159	-0.689375
C8orf38	1.324
LRRC4B	0.3865
PARP10	1.7234
ANKRD50	1.34075
CXCL9	6.679
FGF18	1.39681818181818
EIF2A	-0.19525
SLC20A2	-0.0865
KIAA1549	-0.958166666666666
SPINT1	2.7423
ZNF584	-0.3805
CRBN	0.521
ABCF3	0.159333333333333
NCBP1	-0.3455
PLA2G4F	0.384333333333333
PCDH10	-0.697714285714286
TTC21A	-0.12
C20orf144	0.8365
FGFR1OP2	0.7015
SLC9A1	-0.0991
CHRND	0.2435
FOXF1	-2.55225
KIAA1467	2.273
TPO	-0.158333333333333
LTF	0.534
DNAJB9	0.74775
MRPS27	-1.162
bA16L21.2.1	-0.00474999999999998
WBP2	1.17466666666667
MRGPRX3	-1.683
PRPF18	0.9165
C10orf58	0.043
SMOC1	-1.1068
ADAT3	0.822333333333333
TMEM138	0.179
TMEM131	0.247625
TIMM8B	0.66375
MYH7	-0.371166666666667
ST6GAL2	1.418875
KIF1C	-0.2535
SUHW2	-1.2195
PAPSS1	0.214
CABP2	-0.013
HOXA4	-1.57225
ELF2	0.44575
SEMA3D	0.0716
MC5R	0.4875
OGFR	0.589
FLJ30092	0.172
TGFA	-1.8305
MMP17	0.989
KIF15	-1.689
CHIA	0.95075
CATSPER3	-0.10225
CEACAM7	0.292916666666667
PADI2	2.068375
HOXA9	0.573833333333333
LNX2	1.00866666666667
TMEM144	1.52625
HIF1AN	-0.25225
METTL7A	-0.8162
C6orf165	3.38666666666667
KIAA1468	-0.06975
DSG3	0.257
ZNF180	0.147166666666667
EIF4E3	0.71375
SLC46A1	0.87475
DKK1	-2.711
ZNF205	1.458
LOC162073	2.12244444444444
COX7A1	4.9515
MAGEA1	-0.152166666666667
NEDD8	0.49275
KLHDC5	0.624111111111111
C3orf19	0.916333333333333
MRPS2	-0.8655
POLR3H	0.962642857142857
ABHD11	1.1078
TMEM17	0.38725
PAIP2B	0.1765
MAT1A	-4.74
LGI3	-0.01375
THUMPD2	-0.454
TKTL2	-0.108
XAGE3	-2.31233333333333
CALM3	1.1805
C6orf136	-0.297
KCNC4	0.144666666666667
RGS9	-0.199333333333333
ACIN1	-0.545666666666667
SPATS1	0.1135
XKR8	-0.71325
FAM84A	1.026
MS4A7	5.26036363636364
AGXT2L2	-0.052
OR1F1	-0.144
SMAP1L	-0.363
IPO11	-0.572375
ZC3H11A	-0.731
C1orf151	0.81575
RNASEH2A	-0.6075
CCR10	1.117
TXNDC11	0.02925
TMEM112	0.89025
MAP1B	-1.1165
NVL	0.0985
PKM2	-0.5502
ARC	1.29275
NUP54	-0.244
PPFIBP2	0.961666666666667
STAT2	0.955875
PTAFR	2.783
ROBO2	0.497
RNF40	0.488333333333333
CCDC135	-0.0238333333333333
IFT81	0.0786
MORF4	-0.20475
TM7SF3	0.52825
OR10H3	-0.5465
ABP1	0.234
CHRD	0.54525
PLEKHA8	-0.281666666666667
NCALD	1.45366666666667
OR5AK2	0.756333333333333
ACCN1	-0.011
SLITRK1	-0.42775
ARMET	0.1785
C9orf52	2.452
REEP4	-0.22875
MTSS1	1.635375
ADH1B	1.66733333333333
DLD	-0.32825
CDK5	-0.77075
PPFIA1	0.654625
WFDC3	2.52875
DNAJB12	0.261214285714286
RANGRF	0.7465
MLANA	-5.65
AMY2B	-1.34425
KIAA0319	-1.19325
RPS7	-1.2645
JAK3	-0.153
ARFGEF1	1.74025
CXCL5	0.413166666666667
TRAPPC4	-0.471
CETN2	0.9625
HSPC111	-1.0145
RHOBTB3	-1.9394
PHLPP	-0.139
RGS10	0.32175
TMEM58	0.377
CHERP	-0.559875
HSP90AB3P	-0.416
FSTL3	-0.806333333333333
PEX11A	1.43175
OR5V1	0.834
FCN3	1.64325
PTPN3	-0.6805
NPTX1	-5.145125
C21orf84	-1.056
C11orf51	0.225625
ZBED2	0.98075
FLJ90757	-0.00124999999999999
NPY2R	1.41575
PLD3	0.92725
SYT17	2.73633333333333
SGSM2	-0.44675
OR1A2	0.30975
FOXP1	0.939875
SLC5A1	-0.11975
POFUT1	-0.8673
EPHB6	-2.59333333333333
MYO1G	-1.074125
STAC	-2.3106
KLHL17	-0.225666666666667
RGMA	-0.0604
TJP2	-1.6437
FAM114A1	-0.249
SERINC1	0.36725
SLC9A8	0.60875
PEX19	0.658125
EDN2	4.0625
PSMD7	0.203666666666667
C3orf41	-2.89475
UQCR	0.0315
PPP1R3C	-1.2345
LRP4	-1.8655
TM2D1	0.239
TTC17	-0.2975
C4BPB	-4.42275
CCL25	1.66825
ZNF253	-0.370666666666667
CHRNA9	-3.9205
SOX11	-2.0765
HIVEP3	0.3925
CGN	2.28133333333333
C3orf35	-0.5405
PKD2L1	3.62
SYVN1	0.077
PDE8B	-0.663
LOC439951	2.0355
LTC4S	2.67716666666667
MIF4GD	0.639333333333333
SMARCA2	1.208875
TUBGCP6	0.0443333333333333
CABLES1	0.05325
C16orf77	1.06
ZNF791	-0.36875
FUT5	0.075
ADH6	-2.653
P4HB	0.06375
CLDND2	-1.0995
ALKBH8	0.862
PLAC4	-1.68975
F11R	0.456214285714286
MGC35295	0.901333333333333
PDZD4	-0.382833333333333
LOC389073	0.360333333333333
FAM80B	-0.303666666666667
PSMB1	-0.79725
TXN	-0.172666666666667
VIPR1	1.1586
WBSCR18	0.5737
EXOSC6	-0.267666666666667
ACTA2	4.54366666666667
SP5	-2.72216666666667
ANKRD1	-3.18375
DDR1	0.8373
ATP6V1D	-0.43175
PTGS1	-0.0171666666666667
RNF157	-2.025
DCC	0.14575
SPAG7	0.30175
FBXO18	-0.21825
UBE3C	-0.4117
HOXC6	0.58525
LRP2BP	-0.236166666666667
MYST2	0.041
PDSS2	-0.038
ATE1	-0.40575
ARAF	0.02975
KLF10	0.35275
PLA2G2E	-0.01875
ASCL1	-1.11066666666667
TSNAXIP1	1.14025
FAM131B	-0.44175
IFNA10	-0.123
NUP43	-0.859125
FAM44B	-0.425125
L1TD1	-3.8355
NMD3	-0.90575
C18orf54	-0.2656
PHOSPHO1	0.1285
RAG2	-3.995
EMILIN3	-0.6275
METTL3	0.3295
VPS13C	1.235125
REXO2	-0.754
ANXA4	-0.42375
CA1	-1.674
DCP1B	0.806
TULP3	-0.302666666666667
ATP2A2	0.294928571428571
ATIC	0.06
ADAM15	-0.441916666666667
NPL	1.3285
LGR4	-0.278875
UEVLD	0.610166666666667
GAB1	0.74925
SNAI2	0.252
ZGPAT	1.0262
SNF1LK	0.437
DLEU1	-1.0035
UBE2Q1	0.301125
ZMYM6	-0.10875
JPH3	-1.8755
FAM38A	-0.320083333333333
PXK	-0.166166666666667
DENND2D	2.0035
BAX	0.364916666666667
CP	-2.86609090909091
RPL37	-0.8428
G6PC3	1.122
NCOA4	-0.650166666666667
LRRC14	0.966875
GORASP1	0.64275
FCHO2	0.85375
CYP24A1	-2.5685
FXYD3	2.636
SMARCAL1	0.34775
ABCB8	0.737333333333333
CCDC44	0.21975
PRDM7	-3.8675
USH1C	-1.68175
DNAH5	-0.957166666666667
SRF	-0.299166666666667
MAL2	2.843
PGPEP1	-0.2325
SIN3B	-0.455
SEMA3C	0.390333333333333
GRAMD3	1.13325
FBXO10	-0.21925
OR5D13	0.815
FLJ31818	-0.614625
CACNA1I	1.1145
S100A13	-0.458
TP63	1.00228571428571
ANXA11	-0.0535
WDR66	-0.089
CSF2RB	0.702
IFI44	0.6435
DACT1	2.729
ANKRD23	-1.374625
ATP5G1	0.2195
C21orf70	1.0875
PPWD1	-1.32475
DNAJC13	-0.31
PAH	-5.19166666666667
PTCH2	0.54775
TRMU	-1.1055
CCDC9	1.4555
USP3	-0.0262
DCLRE1C	0.0292
FAM55C	0.22425
FRMD4B	0.95
CYP2R1	-0.39875
RFPL1	-0.0612
XPO5	-0.52625
ARL6IP2	-1.156
OSBPL5	1.35725
MMP9	4.44990909090909
KIAA0802	-1.473
DHRS2	0.994
SGEF	1.694625
TXNDC10	-0.8918
EXOC6	0.28
RPS27	0.491666666666667
PNCK	0.500833333333333
FSTL1	-0.5915
AACS	0.4715
SLMAP	0.208
SAMD4A	-0.5821
ABRA	0.785
SMARCD3	-0.5495
PKNOX2	-2.78833333333333
A4GNT	-0.7265
C9orf39	-0.800833333333333
RALYL	0.79275
MGC33556	-3.075
C10orf25	-1.7105
BBOX1	3.73675
NHEDC1	1.50675
XDH	0.22875
GCSH	0.0305
EDN1	3.20916666666667
MTERF	-0.69125
CLK4	0.393125
ZNF799	0.149833333333333
KCNG1	-2.4725
CXCR4	0.7465
PTPRR	-2.79625
IRAK1	-1.063625
LOC401397	-0.09175
TMSB10	-0.0119285714285714
CXCL3	-3.6922
TMC4	2.47875
OR7A10	-0.0475
STYK1	-0.4175
CHRNA10	-1.067
CCNI	0.31525
EP300	1.74007142857143
LOC165186	-0.144166666666667
HIC2	-2.3875
SDR-O	-0.149
OR2W1	-0.2085
KCNA6	-1.5995
TRIM74	-0.45025
REEP6	0.36825
ATP5G2	0.211
ERG	1.001875
TMEM42	0.23675
PARN	-0.24
SOD2	-0.34225
DIRAS1	0.560666666666667
PNPT1	-1.2405
JOSD3	-1.83925
hCG_40738	-0.5965
PDE1C	-2.65875
SEMA4D	-0.915
AGPAT1	0.0846666666666666
NOSTRIN	-1.166125
MAP3K3	0.067
MAX	0.0848571428571429
CAPS	3.892
SERPINA12	-0.8075
OSBPL8	-0.080125
RICS	2.4291
NR4A2	-1.12333333333333
PPCS	0.7305
LONP1	-0.701
SCYL3	1.287
HERC2P2	-2.0525
FIBCD1	-0.898
C15orf41	-0.418
DMC1	0.911333333333333
C20orf27	-0.4285
RPS6KA5	-0.8499
FAHD1	0.529166666666667
SLC12A4	0.087
BRCA1	-0.777166666666667
GBL	0.06325
SLK	-0.1765
NUDT9P1	-2.086
NOXO1	2.631
USP52	-0.884
BAZ1B	0.1475
SLCO2B1	3.33475
BBS12	0.9315
LRGUK	-1.27133333333333
TERF2IP	0.2335
COL1A1	4.867
KIAA0090	0.12425
GRK5	-1.07733333333333
AP1S2	-0.8438
TMEM52	0.2835
CA11	-0.471
OR4A15	0.225
ACBD3	1.6274
SPAG11B	0.659625
PRDM2	0.43
FOXP3	0.07925
SMYD3	-0.2868
LOC389199	1.4805
LGI2	1.96616666666667
NAPE-PLD	-0.647
ANKRD6	0.5515
WDR45	0.264833333333333
SHROOM1	-0.60375
PSCD3	0.328
PYY	0.98
KCNC1	-0.806
ARHGEF9	0.0036
OR8J1	1.08225
GPR55	-0.00883333333333332
NS3BP	-1.747
C10orf22	0.448
NAT8L	2.27075
DUSP4	-0.267666666666667
FOXM1	-0.5265
GRAMD2	0.7792
ZBTB48	0.0436666666666667
BUD31	-0.651
PABPC5	2.397
CCDC41	-0.439
FBXO11	-0.486083333333333
C6orf148	-1.48625
RFXAP	-1.4085
C6orf15	0.464333333333333
CDK8	-0.3105
C6orf70	-0.32825
TESSP2	0.326
ALG2	-0.1385
PPP1R3D	3.0155
TPM3	0.463222222222222
SYT13	-2.80875
EPB42	-0.6895
CETN3	0.24725
PRY	0.0125
NTHL1	1.31083333333333
POLR2B	-0.5
RPS28	0.112583333333333
P2RX3	0.66525
LYZL4	0.52375
WBP4	0.0368
PMM1	0.2225
C11orf79	0.0045
CBLL1	-0.55625
IL1F10	0.5625
VAX2	-0.3285
SETDB1	0.0455
LRAP	-0.987
GCLM	-0.273166666666667
CPEB3	0.814
PPM1A	0.571375
INTS1	0.029
CAMTA1	0.50975
SAMSN1	-1.6075
LOC158830	-3.10466666666667
GMPPA	0.594125
AIPL1	-0.379
IL24	0.486083333333333
BDKRB1	-0.644166666666667
MLF1	1.9676
TAF12	-0.20325
ID1	-2.77
THADA	-0.466625
PIK3CB	-0.5985
OR4N5	0.799
TBC1D17	0.0513333333333333
COX8A	0.405
CDCA4	-1.29175
C2orf44	-1.12025
ZNF534	-0.33375
IMMP1L	0.7815
NIPSNAP3B	-0.12825
FTMT	0.399
PWP2	0.422
MMP15	0.1908
DNAH11	-1.60966666666667
MTMR14	-0.5035
DNAL4	1.9715
IPP	-0.184
TMEM59	0.47325
C1orf157	0.951
RGS4	0.150166666666667
DDX18	-0.357166666666667
SNX6	0.54775
ZNHIT2	0.641333333333333
NCDN	-0.022
FLJ33534	2.01125
RAG1	-2.071875
OR4D10	0.4655
PTPN5	0.359166666666667
POMT1	0.045
LRRC8A	-0.2505
CYP1A1	-1.43225
CAPN1	0.0918333333333333
DDHD2	0.83575
GRIK2	0.253666666666667
GNRHR	-0.5805
PPBP	0.791
HTR3A	-1.1375
SLITRK4	2.00775
ANKRD49	-0.393
BTF3	-0.9165
SARS	-0.5085
C13orf18	0.907
CACNB1	-0.108571428571429
QKI	0.326409090909091
SETMAR	0.284375
MAN2B1	0.705666666666667
EML3	-0.1435
ACADL	-1.0706
OFD1	-1.291875
DEFB114	-0.367
CGA	-3.546
PEX16	-0.344
LRRC10	-0.2385
GNG12	-1.347
C1orf152	-0.11
CHRM1	0.7755
CD53	1.19725
DBH	-1.1265
TFAP2B	-1.161875
HIST1H2BJ	1.05083333333333
FAM46D	-0.298
TMEM11	0.665
C3orf32	-3.256
PCCB	-0.9945
IPO13	0.8165
C6orf105	-3.24875
COMMD5	1.093
SUV420H1	0.8529
LTBR	0.675
ARHGAP15	-0.7745
HDHD2	-0.81175
TDRKH	0.0406666666666667
LOC401052	2.1195
PSG4	-1.0365
GNB4	0.0472
SPATA4	1.78075
SLC9A3	-0.89
OSBP	-0.2285
NBPF3	-0.817333333333333
DOCK11	-0.9345
SLC39A5	-1.26483333333333
PRR5	1.7824
C10orf63	1.397625
SMTNL2	2.30525
ADRA1A	-0.47875
ASAH1	2.0194
DOM3Z	-0.0384
GIPR	0.9655
AHI1	-1.01325
NADSYN1	-0.996166666666667
RGS14	-0.3498
IL18BP	0.5745
RTN4RL1	1.80925
ARMC6	-0.52
PSMD5	-0.506333333333333
HK3	2.2204
OR4S1	-0.37975
RSU1	1.0144
MAD2L1	-0.997111111111111
EIF4A3	0.2825
DLEC1	-0.5565
E4F1	0.579833333333333
CHMP2B	0.7029
CAMSAP1	-0.3075
RPS21	0.5785
ARID5A	-0.1495
UBE2N	0.3289
IGSF8	1.10083333333333
MAGEB6	-1.6545
ACAD11	-2.2714
MGC4172	-0.2155
LMO4	-0.69175
KLKB1	-0.472
HP	-0.9465
HDAC3	-0.77375
SCHIP1	0.52125
CLCA1	1.08
OLFML2A	1.1675
C1orf112	-0.97675
KIF19	1.16833333333333
HAPLN4	-0.3073
CXCR7	1.4
GOT2	0.2413
RAB38	-1.334
DCX	1.08975
PPM1H	-0.154333333333333
NFYC	0.617916666666667
KIN	0.531375
ZNF228	1.002
