Hybridization REF	TCGA-C8-A12Q-01A-11R-A115-07
ABCB8	1.26166666666667
CCDC44	0.3115
PRDM7	-3.42625
USH1C	-1.852
DNAH5	1.032
SRF	0.280666666666667
MAL2	2.4375
PGPEP1	0.434666666666667
SIN3B	0.23025
SEMA3C	0.987166666666667
GRAMD3	2.68175
FBXO10	-0.534125
OR5D13	-0.3915
FLJ31818	0.568125
CACNA1I	0.801875
S100A13	-0.2035
TP63	2.09235714285714
ANXA11	0.1274
WDR66	0.833375
CSF2RB	0.5715
IFI44	0.87025
DACT1	2.4445
ANKRD23	-1.1825
ATP5G1	-1.4815
C21orf70	-1.0555
PPWD1	-1.4265
DNAJC13	0.15775
PAH	-5.89483333333333
PTCH2	0.595
TRMU	-0.599
CCDC9	0.341
USP3	0.8054
DCLRE1C	-0.0379
FAM55C	0.34525
FRMD4B	1.9985
CYP2R1	-1.21775
RFPL1	-0.3663
XPO5	-1.0835
ARL6IP2	-0.099
OSBPL5	1.7445
MMP9	3.89418181818182
KIAA0802	-0.5055
DHRS2	-3.36216666666667
SGEF	1.69775
TXNDC10	-0.8304
EXOC6	0.82775
RPS27	0.321333333333333
PNCK	-0.0915
FSTL1	-0.43075
AACS	0.90825
SLMAP	0.0788333333333333
SAMD4A	-0.573
ABRA	-0.14175
SMARCD3	-0.6815
PKNOX2	-2.863
A4GNT	0.0395
C9orf39	-0.844666666666667
RALYL	0.392
MGC33556	-2.5585
C10orf25	-0.7065
BBOX1	5.202
NHEDC1	0.40975
XDH	1.9775
GCSH	-1.262
EDN1	0.991166666666667
MTERF	0.1795
CLK4	0.713
ZNF799	1.328
KCNG1	-2.14575
CXCR4	-0.249333333333333
PTPRR	-1.08675
IRAK1	-0.15675
LOC401397	-0.21475
TMSB10	1.6745
CXCL3	-3.5591
TMC4	2.27
OR7A10	0.8295
STYK1	2.2885
CHRNA10	-0.958
CCNI	0.682
EP300	1.551
LOC165186	-0.568833333333333
HIC2	-2.29725
SDR-O	-0.071
OR2W1	-0.379
KCNA6	-0.2155
TRIM74	-2.203
REEP6	1.17575
ATP5G2	-0.1305
ERG	0.9165
TMEM42	-0.6275
PARN	0.154166666666667
SOD2	-0.321125
DIRAS1	-0.699833333333333
PNPT1	-1.15325
JOSD3	-1.986
hCG_40738	0.1355
PDE1C	-2.10425
SEMA4D	-0.923375
AGPAT1	0.315833333333333
NOSTRIN	1.210125
MAP3K3	0.176833333333333
MAX	0.432785714285714
CAPS	2.40216666666667
SERPINA12	0.4085
OSBPL8	0.656875
RICS	1.4351
NR4A2	2.79433333333333
PPCS	0.733166666666667
LONP1	-1.40375
SCYL3	1.694
HERC2P2	-1.15716666666667
FIBCD1	-0.6585
C15orf41	-1.2485
DMC1	-1.25783333333333
C20orf27	-0.76025
RPS6KA5	0.9435
FAHD1	0.121833333333333
SLC12A4	0.05025
BRCA1	-1.7885
GBL	-0.69625
SLK	0.826666666666667
NUDT9P1	-1.6995
NOXO1	2.0915
USP52	-1.208
BAZ1B	0.810125
SLCO2B1	3.13575
BBS12	0.510166666666667
LRGUK	-1.28283333333333
TERF2IP	0.01775
COL1A1	5.133
KIAA0090	0.454875
GRK5	-0.4625
AP1S2	-1.4329
TMEM52	-0.513166666666667
CA11	-1.0235
OR4A15	0.468
ACBD3	1.1772
SPAG11B	0.38625
PRDM2	0.8776
FOXP3	0.88
SMYD3	-0.6087
LOC389199	0.638
LGI2	1.37933333333333
NAPE-PLD	0.1237
ANKRD6	0.993
WDR45	0.944166666666667
SHROOM1	-0.4345
PSCD3	0.5165
PYY	0.2395
KCNC1	-1.2125
ARHGEF9	1.1691
OR8J1	0.39625
GPR55	0.106833333333333
NS3BP	-2.754
C10orf22	0.259333333333333
NAT8L	-1.69425
DUSP4	1.51883333333333
FOXM1	-1.764
GRAMD2	3.2866
ZBTB48	0.0361666666666667
BUD31	0.389
PABPC5	0.5665
CCDC41	-0.82825
FBXO11	0.49075
C6orf148	-1.519
RFXAP	-1.76725
C6orf15	1.25616666666667
CDK8	-0.088
C6orf70	-0.398625
TESSP2	-0.616
ALG2	-0.0305
PPP1R3D	1.72225
TPM3	0.946111111111111
SYT13	-0.967
EPB42	-0.0725
CETN3	-1.618
PRY	0.0365
NTHL1	-0.603666666666667
POLR2B	-0.127
RPS28	-0.70475
P2RX3	0.30475
LYZL4	0.55725
WBP4	0.0174
PMM1	-0.52625
C11orf79	0.36625
CBLL1	-0.08425
IL1F10	0.494333333333333
VAX2	-0.6235
SETDB1	0.97
LRAP	-0.152333333333333
GCLM	0.192666666666667
CPEB3	1.8995
PPM1A	0.64825
INTS1	-0.34175
CAMTA1	-0.401833333333333
SAMSN1	-1.58225
LOC158830	-2.42633333333333
GMPPA	0.61725
AIPL1	-0.3615
IL24	0.0439166666666667
BDKRB1	-0.5455
MLF1	1.6075
TAF12	-0.30375
ID1	-2.05175
THADA	-0.380875
PIK3CB	-0.1845
OR4N5	0.4925
TBC1D17	-0.0838333333333333
COX8A	-0.2295
CDCA4	-0.907
C2orf44	-1.2155
ZNF534	-1.32425
IMMP1L	-0.43375
NIPSNAP3B	-0.135625
FTMT	0.585875
PWP2	-1.258
MMP15	0.147
DNAH11	-1.29925
MTMR14	0.23075
DNAL4	0.94525
IPP	0.02725
TMEM59	0.962375
C1orf157	-0.0765
RGS4	1.42316666666667
DDX18	0.0211666666666667
SNX6	0.199
ZNHIT2	-0.13
NCDN	0.0345
FLJ33534	0.70975
RAG1	-2.0115
OR4D10	0.411
PTPN5	0.762166666666667
POMT1	0.35425
LRRC8A	0.7793
CYP1A1	-1.803
CAPN1	-0.345333333333333
DDHD2	-0.632625
GRIK2	-0.787
GNRHR	0.245
PPBP	0.085
HTR3A	-0.857625
SLITRK4	0.42775
ANKRD49	-0.7695
BTF3	-0.5039
SARS	-0.527
C13orf18	0.258
CACNB1	-0.160142857142857
QKI	0.3915
SETMAR	0.8065
MAN2B1	1.4535
EML3	-0.7375
ACADL	-0.392666666666667
OFD1	-0.347375
DEFB114	-0.341
CGA	-3.589
PEX16	-0.341833333333333
LRRC10	0.2015
GNG12	1.1035
C1orf152	0.00866666666666665
CHRM1	0.5885
CD53	0.7705
DBH	-1.127
TFAP2B	0.0665
HIST1H2BJ	-0.0740000000000001
FAM46D	-0.84
TMEM11	-0.3675
C3orf32	-2.0935
PCCB	-0.325875
IPO13	0.433125
C6orf105	-1.632
COMMD5	0.38075
SUV420H1	1.3301
LTBR	1.0365
ARHGAP15	-0.597125
HDHD2	-0.89775
TDRKH	0.613333333333333
LOC401052	2.019
PSG4	-1.28775
GNB4	0.479
SPATA4	0.5155
SLC9A3	-0.664
OSBP	0.395333333333333
NBPF3	-0.294083333333333
DOCK11	-0.272
SLC39A5	-1.81633333333333
PRR5	0.6413
C10orf63	0.017625
SMTNL2	-2.1175
ADRA1A	0.2335
ASAH1	2.1318
DOM3Z	0.0797
GIPR	0.512
AHI1	0.698833333333333
NADSYN1	-1.1085
RGS14	-0.3369
IL18BP	0.9076
RTN4RL1	1.60733333333333
ARMC6	0.263
PSMD5	0.148333333333333
HK3	2.4042
OR4S1	0.5465
RSU1	1.1933
MAD2L1	-1.81777777777778
EIF4A3	0.22625
DLEC1	-0.752
E4F1	0.208
CHMP2B	1.3532
CAMSAP1	0.2645
RPS21	-0.847
ARID5A	0.1625
UBE2N	-0.017
IGSF8	1.0035
MAGEB6	-1.3835
ACAD11	-2.4707
MGC4172	-0.80025
LMO4	0.7315
KLKB1	-0.4455
HP	-0.8685
HDAC3	-0.22275
SCHIP1	0.56725
CLCA1	-0.1535
OLFML2A	1.25575
C1orf112	-1.35075
KIF19	0.793333333333333
HAPLN4	-0.3303
CXCR7	-0.544833333333333
GOT2	0.1411
RAB38	1.2905
DCX	-0.96475
PPM1H	0.631583333333333
NFYC	0.143166666666667
KIN	0.316875
ZNF228	-0.0215
PLSCR4	1.872
HIG2	1.007
FAM79B	2.6385
C21orf86	-1.1255
KCNK10	0.2865
ZNF738	-1.290625
FSTL5	-1.65866666666667
OR6A2	0.0855
OTOA	1.62666666666667
EXOC1	0.549
AHRR	-3.559
PDAP1	-1.15066666666667
C19orf6	-0.838375
ZAN	0.30175
LY6G6E	0.1665
EIF4E2	0.24225
C20orf198	0.2515
ZNF324	0.032
CYP3A5	-2.62133333333333
ENTPD7	2.30766666666667
MBOAT5	0.809333333333333
GJB5	0.46475
TTC13	0.41025
S100Z	-0.793
KIAA0664	-0.879166666666667
PDGFRB	1.97575
IL17D	-0.54475
OR56B4	-0.1515
RDX	-1.55233333333333
SLC34A3	0.633
IL28B	0.1245
JUND	1.559
CHRNB1	-0.27425
CAMK2B	0.643
FETUB	-1.57825
CXorf23	1.492
MRTO4	-0.997625
TTC3	0.0957
NDUFB8	-0.0156666666666667
EDG2	0.522
SEMA3G	1.45825
IL23A	2.5375
GRHL1	1.606
LOC441054	-1
WDR65	0.814875
PSTK	-0.729
STOML3	-0.107166666666667
R3HDM2	-0.2067
C5	-3.527
SLC2A10	2.726
C3orf22	0.04475
PAQR3	-0.557
ANKRD26	-0.710666666666667
HCRTR1	0.069
LOC399947	-1.21225
PSD2	-0.5855
TIGD2	0.299166666666667
SCRN1	-1.747875
COQ10A	-1.51525
DDI2	-0.0825
METTL7B	-0.5
UCN2	0.38275
FAM92A3	-0.715
WDR16	-0.0295
ZNF511	0.681166666666667
ZMYM5	0.05925
POLR3G	-2.90375
ZNF586	0.35825
C1orf49	0.959666666666667
TANK	1.04316666666667
RCAN1	0.5095
PELI3	-0.7495
LIMD2	-0.323166666666667
TMEM189	0.6005
NTN4	0.993625
LOC151300	-0.364
CLEC2A	-1.9875
GPR135	-0.825625
DPYSL4	-2.7453
JAK2	-0.00216666666666667
TSHZ1	0.633166666666667
TM9SF4	-0.22075
ZNF264	0.844333333333333
SIRPG	1.683625
BICD1	-0.16175
HERC6	0.434833333333333
METTL5	-1.1785
CASP1	0.54825
PRRT1	-0.746666666666667
PLA2G4C	2.17366666666667
ICA1L	-0.950857142857143
TPTE2	-0.1975
OTUD7A	0.561
AQP11	0.318
APOA2	-3.7677
KALRN	0.3932
SECTM1	-0.0323333333333333
IFNAR1	-0.38625
TALDO1	0.18325
RAB11FIP4	-0.140666666666667
EIF5A	-1.5215
FAM49A	1.85975
NEGR1	1.27216666666667
YTHDC2	0.710125
EHD2	-0.405875
NCF1	2.0941
SCRT2	0.842
HOXA5	-0.461
NUP133	-0.40525
FGF12	0.0561875
SLMO2	0.329875
SNTA1	0.602
CACNG2	0.146625
GCM1	0.552125
ELF1	1.67116666666667
TLR5	2.16075
TCFL5	-0.23525
RBMY2FP	-0.976
LOC100125556	0.160875
FAM129B	0.5805
MAP3K7IP1	-0.36175
NCK2	0.181
OXA1L	-0.80925
FMO9P	5.0155
ZSCAN12	0.86825
PSMD12	0.216833333333333
HSCB	0.14575
CLDN10	-2.411
MGC13053	-0.96175
HPCAL4	-0.2295
ASZ1	-0.861
MEX3D	0.451916666666667
NFAT5	-0.3738
CSPG4LYP1	-0.326166666666667
FBXO3	0.0121
DVL1	-0.0453333333333333
CMKLR1	2.47916666666667
TYMS	-3.457125
PEF1	1.5445
ZNF750	2.2505
MCM5	-0.7281
MEGF11	-0.893
KCNK7	0.1765
PTP4A3	0.193
C1QTNF2	1.46283333333333
OR6S1	0.361
FAM122B	-0.84225
ZNF551	-0.202625
HBQ1	-1.8305
GEMIN6	-0.06175
ARSK	-0.1905
RBP7	1.78533333333333
CPNE9	0.317
DSC1	2.0615
LOC730112	-0.842
MAP2K4	-0.316375
HS3ST5	-2.145
EPB41L3	0.77475
TEKT2	-0.754
CDKN2B	1.124
ZNF480	-0.93875
MAP3K6	0.8818
MAP6	1.616
HN1	0.7063
OR2L13	0.380166666666667
SLC16A11	0.33175
FAM96A	-0.43025
APOL1	0.31575
C5orf32	0.54125
RTP1	-0.262166666666667
RNF175	-0.0165000000000002
ZBTB41	1.8185
AHCTF1	0.3331
SAE2	-1.407
ITGA2	1.28258333333333
MME	-0.167166666666667
CCDC14	-1.4355
MAST4	0.525428571428571
KRT33B	-0.8505
KCTD2	0.208166666666667
WDR26	0.490666666666667
MFI2	0.077125
NR4A3	-0.101125
ARSA	0.677
UNKL	0.341333333333333
SULT6B1	0.0905
CCNA2	-2.23533333333333
SOX15	1.393
PPAPDC1B	1.03025
C19orf44	0.3985
MCAT	0.267166666666667
ARID1B	-0.099875
OR52N1	0.553
C12orf48	-1.2785
MAGI1	-1.268625
NIPA2	0.46325
GBX2	-1.63975
RSHL3	0.364
RAVER1	0.263333333333333
C15orf17	-0.36575
SLC30A2	0.764875
ZNF518	-0.182
PCYT1B	-1.603
C10orf114	-1.8135
EIF3H	-0.26525
SLC25A39	-1.05483333333333
KIF1B	0.96675
AMOTL2	-0.301
C6orf120	-0.2355
PSRC1	-1.75275
PLA2G10	2.6265
KIF5C	-0.810375
MRPL37	-0.6685
C17orf62	0.672833333333333
C9orf135	-1.794
DUSP10	2.0669
CLCNKB	-0.0435
PSMA5	0.33875
C8orf53	0.5585
AMPD3	1.8375
PIAS1	0.1875
ADCYAP1R1	0.128
GYLTL1B	-1.65175
CDH20	0.456666666666667
FBXO7	0.092
TMEM134	2.6345
FLJ14213	1.19733333333333
ZNF3	0.442
LRRFIP1	0.432916666666667
CNOT2	0.0914166666666667
ABI3	2.531
ALDH5A1	-0.2435
HNT	3.5995
SERPINA4	-2.895
TK2	0.624666666666667
STMN1	-1.212
GUCA2A	0.4355
GALNT10	0.910285714285714
DPP6	-0.901
C9orf93	-0.2035
PRELID2	-1.31375
STK39	-0.46425
SFTPA1	-1.95775
CKS2	-1.64133333333333
RHO	0.107
C20orf135	-0.62875
XKR3	-2.7625
CR1	0.37275
RPS6KA2	0.864785714285714
C20orf112	0.28
MRPL22	-0.0635
C4orf23	-0.158333333333333
GADD45B	0.862
KLHDC1	0.861166666666667
C2orf48	-2.2405
ZNF287	-0.4315
DAAM2	-1.1255
DPPA2	-3.40433333333333
TCTN3	0.587666666666667
DNAJB11	0.412125
FPR1	3.5805
DEFB4	-0.061
PTCD2	-0.4076
SMOC2	4.0425
CABP7	0.64425
SERPINB11	-0.0105
MAGEF1	0.1645
NDE1	0.0356666666666667
ITGA10	-0.3175
FSHB	0.181
ANXA2	1.1985
HORMAD2	-0.12425
HLCS	-0.44475
MCF2L	1.31516666666667
FH	-0.07925
TBC1D24	2.9745
KIAA1505	1.74575
LGALS2	-0.62625
CNBD1	-0.621
SYNPO2L	0.82425
PTPN23	0.344642857142857
C1orf183	-0.0236666666666667
MAGEA8	-3.329
DGCR8	-1.56
GSR	-1.68425
PAQR7	0.2785
ZNF676	0.8085
CACNA1C	-0.0105
SP7	0.506
PDCD6	0.91325
NRN1L	-0.8245
BRI3BP	0.049
KIAA1183	0.823
ASB4	0.29325
CCL23	1.5304
OBSL1	-0.6635
SLC12A7	0.7045
KIAA0240	0.99025
CD1B	-2.81466666666667
FCGR2A	1.41975
MDC1	-0.71075
HTR1A	0.3545
OCEL1	0.96575
ATP11B	0.869125
FBXO34	0.2005
PCDH12	3.44683333333333
RPE	-0.11275
C17orf74	-0.073
CSDC2	0.892833333333333
PET112L	0.02925
TMBIM1	0.60125
P2RXL1	-0.6255
TCHP	-1.141
TRMT1	-0.733166666666667
F2RL2	1.12316666666667
LRRC32	3.00333333333333
IMPG2	0.291
BGLAP	-0.673
LOC493869	0.009
MRAS	1.946
SLC35F5	0.957
CBWD1	0.5835
AXL	-0.9775
ATP2C2	1.69575
TELO2	-0.94675
PNPLA3	-2.79275
PCDHB14	1.63725
CD276	0.79575
KRT80	-0.18
DUSP28	-0.252
CSNK1E	-0.264666666666667
SRP14	1.225
KCNQ4	-0.085
KRT72	-0.0746666666666667
CCDC117	0.33675
C6orf89	0.0386111111111111
TUBB2B	-2.8075
RTN4IP1	1.60775
CR1L	-3.79616666666667
CEND1	0.285
C12orf41	0.1355
RNF31	0.04525
UBN1	-0.151333333333333
C17orf32	1.654875
SLC5A7	0.78475
GPR92	1.24183333333333
ESAM	2.545
CTNNA1	0.989166666666667
HRBL	0.4478
CBX4	0.5595
TMEM182	0.6045
SH3TC2	0.640833333333333
IL10	1.58616666666667
PXMP4	2.3265
RNF167	-0.2935
PAK7	1.84566666666667
ETV3	-0.602
ATPIF1	-0.827333333333333
LOC554207	-2.39166666666667
OR8H1	0.263
WDFY3	0.95075
DPM1	-0.02725
GPSM1	-0.2405
WDR92	-0.2131
LRP1	0.353666666666667
ANKH	0.125625
THUMPD3	-0.3905
POLR1B	-0.382
OLFM4	4.85583333333333
RAD9B	0.90075
TSPY2	-3.9855
PAX6	-2.2615
SCG2	-2.31025
SLC17A6	0.03275
FMO3	3.534
PADI4	0.332
TUBB4	0.1087
NLK	0.93875
POU4F3	-0.7115
SDF4	0.32875
ITGBL1	2.72483333333333
NETO1	-2.362125
TAP2	-0.290875
ABBA-1	0.011
GNAI1	0.13575
VPS4B	0.9075
NOPE	-0.3236
GALNT6	2.3315
SESN1	1.258625
GBE1	-1.862
CLASP1	0.0435
RASGEF1B	1.780625
ACOT11	-0.193285714285714
AFAP1	1.2065
OR2H2	0.5405
DPY19L2P1	-1.77125
DZIP1	-1.939
SEC22C	-0.713166666666667
GPR161	-0.53725
RNF146	2.28525
WDR74	-0.802625
GALP	-1
PURA	0.7755
DNPEP	0.205416666666667
RP11-78J21.1	-1.20175
ERBB2	4.84
FANCM	-0.212916666666667
NEO1	0.728333333333333
DDX3Y	-4.9149
RPS3A	-0.374625
MXRA7	-0.222428571428571
LGALS3	0.8525
GLT8D1	-0.5385
CFL2	-1.99966666666667
UPB1	1.828
NAP1L5	-0.442125
CLDN14	1.112
DHX38	-0.946
BTBD1	-0.21475
TARS2	1.87833333333333
ABCF1	0.0688
FCF1	0.549
LRRC49	-0.518
GUCY1B2	-1.6535
C1orf177	0.463666666666667
SMARCA4	0.416357142857143
LRP8	-1.49566666666667
TAGLN3	-0.9965
MRPL14	-0.8545
TTRAP	0.87525
ZDHHC20	1.93575
NFE2L3	-2.62025
KIAA1377	-0.00637500000000001
PALMD	1.4848
TMEM43	0.144
TTL	-0.70075
STAT5B	-1.47183333333333
SSB	-0.6915
OR10H5	1.065
SLC22A13	-0.96
AKAP3	-1.465
TIMM23	0.489666666666667
OAS2	2.23291666666667
KIAA0423	1.4185
TRIM11	0.681
GLIS3	1.84825
TMEM50B	0.919833333333333
ARHGEF4	-0.577
DEGS1	-0.601363636363636
TBL1XR1	1.69636666666667
G6PD	1.5945
SP140	0.936
MUC17	0.0092857142857143
NUDC	-0.0636
DNAJC5B	3.529
SCARA3	-0.072
CPA3	6.06716666666667
BCAT2	-0.21
MFN1	1.0573
NRG3	0.9335
SNX11	1.03325
PLEKHH1	-0.594166666666667
GPR177	-1.60416666666667
HCFC2	0.225
TCAP	3.3635
MOCOS	-1.46075
C14orf93	-0.62
PRDM10	-0.606
SLC16A4	1.72566666666667
SRGAP1	1.5925
VIP	0.84475
DUSP27	0.910166666666667
LILRA1	1.2404
MC2R	-0.1345
MGC24103	-2.89425
MBTD1	-0.018
FUT11	-0.542833333333333
USP33	0.4009
C15orf39	0.2995
MAP3K12	-0.258875
PAAF1	-1.93783333333333
BARHL1	0.023
FLJ16165	-0.086
PIWIL2	-3.47425
SYNE1	0.505166666666667
CMTM4	1.100875
TSPYL1	1.7292
GUF1	0.211833333333333
TMEM157	1.0565
WDR44	1.40725
HIST1H3C	-0.1175
DKFZp666G057	0.30375
RNPEP	-0.7515
GAS2L2	0.0203333333333333
ADH4	-4.64475
GRPR	0.235
FBXL17	0.36975
ZBTB10	0.509416666666667
Gcom1	0.806388888888889
HTRA1	1.5768
ZNF585A	-0.180166666666667
SLC26A2	0.269857142857143
OTOP3	0.0713333333333333
WISP1	2.63733333333333
ATP2B4	-0.1635
FLJ10769	0.97725
CRAMP1L	-0.0385
CHST12	-0.6145
RAB22A	1.30708333333333
TARDBP	-0.299785714285714
STAU1	0.492
CRB3	1.89116666666667
MIG7	-1.006
CHMP1A	-0.405666666666667
ZNF160	0.485375
B3GALT6	-0.63575
BARX1	-1.28516666666667
C6orf167	-2.194125
NXNL1	0.501
DHX29	0.4475
HADHB	-0.0795
PLXNB2	1.270875
ILDR1	-0.942
SLC15A3	2.806
GAS2	-3.17733333333333
C20orf69	1.3125
NUMB	-0.53775
TNIP1	0.691
MESP1	-1.68016666666667
PSKH1	0.1025
NSFL1C	0.520625
RHOG	-0.11075
HEY1	-1.82866666666667
KNG1	-2.3335
ITGAX	2.792
LIN9	-1.21433333333333
CANT1	1.019
XRN1	0.462428571428571
CCDC96	1.6313
HEATR6	-0.899833333333333
GNG7	-0.28975
RUNX2	1.4439375
SOX1	-0.296666666666667
FCRL5	0.8548
ZNF99	0.6765
FAM9A	-0.185
SNX22	0.684833333333333
MBNL3	-0.3125
ODC1	-1.5177
ADORA2B	-2.71533333333333
NR2F6	1.14775
ZFYVE16	-0.0878888888888889
SYNJ2BP	1.3554
POLE	-1.524
E2F2	-1.056875
THRA	1.46283333333333
PTGES2	-0.587333333333333
HIP1R	0.8785
TMUB1	-0.257666666666667
ENO3	-2.44125
RSPH10B	-0.3325
CXorf39	1.254375
IRGC	0.1485
GPR109B	0.455
FLJ13305	0.0325
LCE3A	-0.727
TNFRSF18	-0.162333333333333
DET1	-1.022
TRPM3	-0.23525
C16orf79	-1.252
FECH	0.238333333333333
RAP2A	0.881
CRIP1	2.95833333333333
AZIN1	0.04175
SLC7A7	3.59975
IL10RA	1.0768
TMEM64	-1.92875
CDC42EP4	0.9408
C16orf58	0.5221
ARG2	-2.17025
POU5F1P4	-4.1125
FAM62B	0.44425
DNAH8	-1.9944
ASH2L	-0.177625
TSLP	-2.9015
CNTNAP5	-0.438
TMEM16C	5.46025
IFNA14	-0.346
SLC1A3	1.19375
CABYR	1.32825
BCL7B	0.3956
NUDT13	-1.18283333333333
C13orf28	0.372
C1orf53	1.125
ARL6IP4	0.0642
RPL35A	-0.30475
EMR3	0.9805
RAB40C	0.708666666666667
SLC41A1	-0.161333333333333
LRCH1	0.2155
LY6G5B	-0.5195
FAM124A	-0.7945
MGC10981	-3.59083333333333
CLIP3	0.2004
MAP4K2	-0.4675
CHIC1	-1.2515
SULF1	4.38033333333333
C20orf30	0.368785714285714
PRDM5	-0.3265
ELOVL1	0.7875
C11orf48	-0.647875
SLC39A10	-0.12175
KCNV1	-0.44775
ACP1	-0.421833333333333
ZMYM2	-0.47275
B3GNT6	-0.00183333333333335
C9orf69	-0.028
C2orf15	1.9745
C20orf166	0.156
HSP90AA6P	2.2705
EDG7	-0.161
NEURL	-1.901375
LPL	1.75533333333333
CLEC2D	0.0865714285714287
GRRP1	1.86366666666667
CD8B	-3.01
HIST1H3D	-1.85083333333333
SLC6A12	1.0905
FAM27L	-0.2155
CD84	3.1794
RASA1	-0.219
PHKG1	-0.5535
MAGEA11	-2.706
IMPA1	-0.6765
NPM3	-1.1155
RARRES1	4.07225
SH3BP1	0.037625
B3GNTL1	-0.275
ARPC5L	0.740166666666667
KLHL26	1.03625
SIM2	-2.779625
GJC1	0.2835
C20orf194	0.62625
EXO1	-1.96425
SLC2A2	-2.8365
LOC285074	-0.69325
LRG1	0.701
KIRREL	0.219
PIK3R1	2.15021428571429
C4orf34	1.94075
MAF	-0.460111111111111
ADCY4	3.82333333333333
ZMIZ2	0.613
SLC46A3	2.67716666666667
STAMBP	-0.246333333333333
CCDC16	-0.22475
MS4A12	0.025
TCF20	-0.011
LRRC46	2.40425
C20orf152	0.049
MRPS6	-1.03625
ABCB11	0.0495
KCNC2	0.825166666666667
CDH19	-2.2275
C9orf123	-0.549833333333333
SSH3	2.68075
LDLRAD1	1.6755
CCBE1	-0.945
ZNF135	-0.069875
TAAR1	1.241
WFDC12	0.4765
CCDC42	0.160333333333333
FLJ12529	-0.863
PER1	-1.166
TIMM50	-0.974833333333333
SMARCAD1	-0.0798333333333333
FAM26C	0.01
TP53TG3	-1.63066666666667
SH3RF1	1.5476
LMCD1	1.8465
GPR63	-0.521
FLJ21986	-1.997625
AIFM3	0.16375
MICAL1	-0.365666666666667
BLZF1	1.33816666666667
IQCA	1.00366666666667
PCDHGC3	0.4425
SAC	1.2685
BCL6B	2.26066666666667
DDO	2.5745
MARCO	2.648
DCHS1	0.908166666666667
C1orf170	-1.96566666666667
CD200R1	1.62466666666667
C22orf15	-0.904
SEPT11	-0.337666666666667
ADNP	0.18725
UST	-0.0699
C13orf34	-0.718166666666667
RFFL	-0.181214285714286
APBA3	-0.5585
C2orf60	0.146375
CUTL1	0.2085
PMS1	-0.55975
ZNF689	-0.3595
EIF3E	-1.291
IL9	-0.1425
RPL31	-1.017
LY9	1.02633333333333
ATP2B3	-0.13525
KDELR2	1.41425
TFCP2	-0.7655
NLRP12	0.89175
FLJ45422	1.31475
TLE4	-0.9165
ZNF570	0.185
FLJ43806	-0.7505
TLK2	-0.058375
CIR	0.7705
MARS2	-0.182
COL24A1	1.2655
SDF2L1	0.0965
HIBADH	-0.443333333333333
IGFBP3	-2.23328571428571
C12orf23	1.95575
PSPC1	-0.07125
C20orf43	0.47675
TRAV20	0.51
ARHGAP24	1.28375
KIAA1975	-0.775125
C1QA	3.2646
DNTT	-4.73016666666667
C10orf6	0.829583333333333
C11orf41	0.0515
HNRPF	1.068875
COL11A1	6.18233333333333
UBAP2	-0.496333333333333
CDKN2AIPNL	-1.96
C20orf174	3.73075
SPRED2	1.163
PLA2G12A	0.603
ICEBERG	0.696
SCN10A	0.1685
C11orf65	-0.7745
GBP5	4.5295
PITPNC1	0.117833333333333
POU3F3	0.6045
NCOA7	1.415375
LIN7C	-0.5449
LOC348840	-1.6805
NKX2-2	-3.01175
ANKRD13D	1.970625
LOC123688	0.208
FUT2	0.649833333333333
TAAR8	0.6815
FZD4	0.636333333333333
PNMA3	-1.1575
OR4L1	0.2695
WIT1	-3.1305
EXOC3L	1.678
ATPBD4	-0.3636
KRBA1	0.221
UBXD6	-0.7615
HOXB7	-1.05807142857143
C7orf23	0.003
UNQ338	-0.5845
STAB2	2.16175
CDC20B	0.14325
IRF9	1.59025
CENTG1	-0.12875
TNPO2	0.13775
MCPH1	-0.372375
BMS1P5	-1.4815
SLC26A7	1.454
HIST1H3J	0.023
C9orf3	-0.2349
LBH	1.240375
MYO1D	0.683625
PTDSS2	-0.82275
NFU1	-0.395
DEPDC4	-0.944
WNT7B	2.9543
GLP2R	-0.595166666666667
SETD4	-0.9791
DYNLT3	-0.0802
FKBP11	-0.668166666666667
SESTD1	0.575166666666667
FLII	0.4925
RPS16	-0.8544
CHPF	0.729833333333333
CSNK2A1	0.00416666666666667
SUMO1P1	-0.0735
FKBP6	-1.728
ZNF214	0.815666666666667
TWIST1	0.0595
DDX56	-0.219833333333333
TRAM1L1	2.1447
EPO	-2.85
MRPS18B	0.09275
ZNF682	0.933333333333333
RPL14	-1.34966666666667
MAFF	-0.25275
LOC51136	0.60075
LY96	0.07075
DDX20	-0.3785
ABTB1	0.3215
ARL5A	1.393
CCT6A	-0.51025
HEPACAM	-1.14966666666667
EHHADH	1.2065
RBAK	1.41916666666667
CGB1	-0.118
ITGB5	1.0589
YIPF3	1.10475
FKBP2	-0.2895
NR1D1	-0.9936
TMEM110	0.1515
NEK2	-0.253333333333333
PRAMEF8	-3.1245
C20orf52	-0.0741666666666667
PCDHGA3	2.2655
VWA3B	0.409
NDUFA5	0.583625
THAP9	0.07875
FLVCR2	0.3605
AP1S1	-0.363125
SMAD6	-0.8705
SAV1	0.584625
SAT1	3.605
ZNF251	0.007125
ADAMTS7	0.6796
RPP38	0.052
C1orf211	-1.622
YPEL2	1.61465
RBMS1	0.12675
ZNF445	-0.250833333333333
NRXN2	0.671333333333333
PGBD4	0.25975
UGT2B28	4.472
WBSCR16	-0.6525
